p_0,f,P_rad
2.220088964070739133e-11,9.117296208789699554e+09,5.887401157980349381e+05
8.798738652806120882e-11,6.703644151930445671e+09,2.703665465505683329e+06
5.670667477933761343e-11,2.830532665213235092e+10,3.391837713395910263e+08
7.692316826609584529e-11,3.093921612422907352e+09,9.376651715780419181e+04
3.413584187196934832e-11,2.223485575031651688e+10,4.827054668027333170e+07
2.939153354394846589e-11,8.384960924366212845e+09,7.382970659873973345e+05
8.634815334169102213e-11,3.959587913188333511e+09,3.169605569082099828e+05
6.401924182527375154e-11,5.910265362272563934e+09,8.648407089535676641e+05
2.329349190477863272e-11,1.204316999955809021e+10,1.970851086273911875e+06
4.292830776265360275e-11,1.989691035861583710e+10,4.930393391534591466e+07
8.731322363993158172e-11,2.092554299892965698e+10,2.488060370211236775e+08
5.214552235427318665e-11,4.418598669210733414e+09,1.792551316300489416e+05
4.031676060511540800e-11,1.317317576621604347e+10,8.445460188475696370e+06
4.068584783956277995e-11,4.373669755945920944e+09,1.047538651365111582e+05
8.421797820105709516e-11,6.432527864891738892e+09,2.099966277692643460e+06
5.088691247858109138e-11,7.699748312262660980e+09,1.573782635618116241e+06
9.535181524612536161e-11,2.815428909682222748e+10,9.396651710244108438e+08
3.809801358114160036e-11,9.095337074302593231e+09,1.717120101161196129e+06
7.808322962521766732e-11,6.552752018915511131e+09,1.943941650158558739e+06
3.571349434216176052e-11,2.950998869251181030e+10,1.575718500827541649e+08
7.910549217782361178e-11,2.110623809425480652e+10,2.112569071447194517e+08
1.158381788295743851e-11,1.352713560457368660e+10,7.749847809846503660e+05
2.168388834054252444e-11,2.873306161704811096e+10,5.250590246000099927e+07
3.333312158765760108e-11,2.596507686490701675e+10,8.417894935843475163e+07
8.830827681682923876e-11,2.797011636404437637e+10,7.860473034170565605e+08
3.902485387119335630e-11,1.955561647277067566e+10,3.805387332952643931e+07
5.351729870807345184e-11,8.368927007501866341e+09,2.429132239382273983e+06
1.963400680402648625e-11,2.475430511372544479e+10,2.427698783172721788e+07
6.100104574177018019e-11,2.486813046163497162e+10,2.385521962594790161e+08
1.863950805490450743e-11,1.992333195927628708e+10,9.344114160514112562e+06
2.274421040408111316e-11,2.933907634413377762e+10,6.252054902378078550e+07
8.208751556719684566e-11,1.276259286640749931e+10,3.085540021825070679e+07
3.195192576183502103e-11,1.230162803190353012e+10,4.036436289692458697e+06
1.551283399823318193e-11,2.658892368739968491e+10,1.997841905867836624e+07
6.416423922117489874e-11,1.107563023690262032e+10,1.070277764740430005e+07
2.318501404186119092e-11,2.912243019606069183e+10,6.317065352037405223e+07
1.475350513694195866e-11,2.720111047785642242e+10,1.972104994432078302e+07
8.474970848759339053e-11,2.043448748450231552e+10,2.134754277119686306e+08
4.574645388587443242e-11,2.725018192345933533e+10,1.909213894656803906e+08
8.789275684645638389e-11,5.288648289927141190e+09,1.045153566992477630e+06
7.696283212476003760e-11,2.091186706844476700e+10,1.928169212120465934e+08
2.808676269909539935e-11,2.294711852409698105e+10,3.697311316715031862e+07
1.763301662973936080e-11,8.677868924580238342e+09,3.048349634426823468e+05
2.542215271662760644e-11,5.535634696336892128e+09,1.049510849315097439e+05
5.451221480204588904e-11,1.150909573792534113e+09,9.016532746045734257e+02
4.219733256153387703e-11,1.160357730518776321e+10,5.575244597076525912e+06
8.487838388521570670e-11,1.819306526297190094e+10,1.352642260061926842e+08
5.223167587482182243e-11,1.927812234288980103e+10,6.442457643269582838e+07
5.992747303994403664e-11,6.826757077183327675e+09,1.348882336994286161e+06
4.487070200116615723e-11,2.212770844656123352e+10,8.183898220419415832e+07
7.794103045284953038e-11,9.232304831713960648e+09,7.629210939339136705e+06
7.200458121575566296e-11,2.637454471631034470e+10,4.172228346840661168e+08
7.171951006677010994e-11,1.925616040955849838e+10,1.209207767239076942e+08
7.944349495621490725e-11,2.882648941953527832e+10,7.135130889022403955e+08
4.587455158453950600e-11,1.288854890371403885e+10,1.002171814637056924e+07
2.071772571157859588e-11,6.976129392079898834e+09,1.757929165268507204e+05
8.361400997334293899e-11,2.041516181234502792e+10,2.070186808618715107e+08
4.109702370049660869e-11,2.253693817671421814e+10,7.376442663935595751e+07
7.225863544508121266e-11,1.990210909891042709e+10,1.398367976617353261e+08
9.896193184371105125e-11,8.287407042798067093e+09,7.987311332228767686e+06
7.315855619003064746e-11,5.922328867547738075e+09,1.138642193585050059e+06
9.160171580181301266e-11,2.190995257736451721e+10,3.280879877517659068e+08
1.120194537710392430e-11,3.381367855351411343e+09,2.836965466097596618e+03
6.433457228680780562e-11,1.131310404292692757e+10,1.171129750703286007e+07
1.875904229693657025e-11,1.307371753632324600e+10,1.773947652206406230e+06
8.852541677419963652e-11,2.999990623491621780e+10,1.030170096950296164e+09
9.642229777281566878e-11,1.010053403412687874e+10,1.672368746453920752e+07
1.307382197821146254e-11,2.420081162020559692e+10,9.858556815400972962e+06
2.199352153320172463e-11,1.764467665301798630e+10,8.043997538435458206e+06
8.494849316344560665e-11,1.637667223737312126e+10,8.924035631665222347e+07
7.181977842906550330e-11,1.658425095045433235e+10,6.706282323874486983e+07
9.834919989274083920e-11,2.124983323443443298e+10,3.353694823757790327e+08
7.808582753671913917e-11,2.648608636668051529e+10,4.987099941802741289e+08
6.347710670721106052e-11,1.819864116517223740e+10,7.574438074846263230e+07
5.853189283359027725e-11,1.361949493125073051e+10,2.033113024493488669e+07
1.088806237367639562e-11,3.325099507234086037e+09,2.506207523796846999e+03
8.054332337946650761e-11,3.873998263015540600e+09,2.526944885351740522e+05
4.456016077669188069e-11,9.639694463133152008e+09,2.963515494173432700e+06
1.959878795635923729e-11,2.507913582891373825e+10,2.544466209206308424e+07
5.921513174014664972e-11,2.348933597348836136e+10,1.800412123959702849e+08
4.329664661005749333e-11,1.677335236013882399e+09,2.566121369301343748e+03
6.452721594572388928e-11,2.067960035671865845e+10,1.297075683039408624e+08
1.150049140500163482e-11,7.363446463353475571e+09,6.723579361787661037e+04
2.484785004176082370e-11,2.232050048611480713e+10,2.596471637854900584e+07
5.858478368367118169e-11,5.429651591350795746e+09,5.158831116315398249e+05
6.489166746015777756e-11,1.535118684232277489e+10,4.026227359266547114e+07
1.739927433455427505e-11,1.746422268180854034e+10,4.833149066945920698e+06
6.727400879004475667e-11,2.527094872838460541e+10,3.087823105339749455e+08
8.570990335303993202e-11,1.937512145411893082e+10,1.769550219676973522e+08
3.581052633207381876e-11,1.225034609670578766e+10,4.986344694595025852e+06
5.691977007761897615e-11,2.870395792651702499e+10,3.604033409174400568e+08
9.155073474308329901e-11,1.654425958746875572e+10,1.079319632603718489e+08
7.326637167211901667e-11,1.085934056404582787e+10,1.289734507686239108e+07
2.860500951626200897e-11,7.753612617601114273e+09,5.113568242025320069e+05
9.698434074986534156e-11,1.937703077279785919e+10,2.266591653683997095e+08
4.078675395661422414e-11,9.353802006658977509e+09,2.201327792515834328e+06
8.417821967460364575e-11,2.734621185596324158e+10,6.552275636937268972e+08
5.072657281511438754e-11,2.111755930103437805e+10,8.705326007783858478e+07
8.107908059831451472e-11,2.131573074609169388e+10,2.307213572927486897e+08
9.288304067176741532e-11,8.834849690005895615e+09,9.086884706386474892e+06
9.124510005204505084e-11,5.354623395528532982e+09,1.183666606436146889e+06
8.241422145888404440e-11,3.448102335649360657e+09,1.660437880889863591e+05
3.906750978100933313e-11,2.792605229072725296e+10,1.529200113426375985e+08
9.213666980174195323e-11,1.809092541467312241e+10,1.558700311342989504e+08
2.380057966828723926e-11,1.979776240250251770e+10,1.485945630024201982e+07
3.341754789604107715e-11,2.095683899471570969e+10,3.666106687996092439e+07
6.817179016644167188e-11,1.144940193470657539e+10,1.379433795386435091e+07
7.733630082177542463e-11,1.430823210722915077e+10,4.320822802849980444e+07
1.453026548759873566e-11,8.566038931668299675e+09,1.965330988634862297e+05
3.419777548199709973e-11,4.781610164457934380e+09,1.057281917668558162e+05
4.321298922937962527e-11,2.181428806455242920e+10,7.177144828439031541e+07
8.625218719248277186e-11,2.931566791131659317e+10,8.964177146670875549e+08
1.017256217749930892e-11,8.567690957988147736e+09,9.640158437592838891e+04
9.009960221278441318e-11,6.840548404862217903e+09,3.073783716363279149e+06
4.012575026214649025e-11,1.604597332276949501e+10,1.835971249519512802e+07
6.549161983685584268e-11,8.118251646044546127e+09,3.221237547865520697e+06
9.421847085055134152e-11,4.824937677955451965e+09,8.320265461826868122e+05
1.554386904076535033e-11,7.659703083575872421e+09,1.438118191922074475e+05
5.907281090223165565e-11,2.633279529782664108e+10,2.791086948874283433e+08
2.999957428447557406e-11,2.978586310112397003e+10,1.151572372201125622e+08
7.320227374117625660e-11,1.046770834078801727e+10,1.111730891741962731e+07
8.360364967221229967e-11,1.157288465799225044e+10,2.165460030256762728e+07
3.216244995284738439e-11,2.449339595022587204e+10,6.251756211510093510e+07
8.739051141424999489e-11,2.351431840819967270e+09,4.037854291838077188e+04
2.596721234783062526e-11,1.315743868316629791e+10,3.486835506465631071e+06
5.320650422462587237e-11,2.149863065119620895e+10,1.027511267966682911e+08
2.181543500789074418e-11,2.165645923724505997e+10,1.777732010348388553e+07
3.767650364953569535e-11,2.014257918516780853e+10,3.986288187984641641e+07
4.367141991440423730e-11,3.178028503252997875e+09,3.364514401286277280e+04
7.257402235365289898e-11,1.166817505249119377e+10,1.686109626567557827e+07
3.851651072810545033e-11,2.069560315974538422e+10,4.635502455526202172e+07
5.766897926335440779e-11,2.934225532200574112e+10,4.021087346902750731e+08
6.861881918146772416e-11,1.561799761406700706e+10,4.821632266812253743e+07
8.071617900864081079e-11,1.715974648356505585e+10,9.699911150264351070e+07
3.641845862943936194e-11,2.599209742730849838e+10,1.008875892856302708e+08
1.507144951543995872e-11,6.021810646992650032e+09,5.165395317070867168e+04
3.133468691867867312e-11,2.018170047003749084e+10,2.778451047754170373e+07
5.913522794245091251e-11,7.912318346281399727e+09,2.369855290144551080e+06
8.899095319878488663e-11,1.330692356772002029e+10,4.283974798392483592e+07
6.917903820257251334e-11,1.852538712996464920e+10,9.653459584450334311e+07
6.465509294217589145e-11,7.627174278672196388e+09,2.446191537743106484e+06
1.285951825615525563e-11,1.883228769301633835e+10,3.559876358882374596e+06
5.482331372764134633e-11,9.288205605921926498e+09,3.866862304897626862e+06
3.978116182571643367e-11,8.268515624704380989e+09,1.278957400764493970e+06
4.126747839847680027e-11,2.232221466117374420e+10,7.163949808801399171e+07
9.634492409516314794e-11,2.714513337302819443e+10,8.343866110598627329e+08
2.471206644728923877e-11,1.528511155264403915e+10,5.739582123717745766e+06
1.795309459826559251e-11,5.522855524117597580e+09,5.185923613840416510e+04
3.745802446086934804e-11,1.407931808065491104e+10,9.505360019358094782e+06
6.784285080586093604e-11,2.400946858389181137e+10,2.573928842427717745e+08
3.426477263048670628e-11,5.968444853217274666e+09,2.576478803906906105e+05
7.352387743779663923e-11,6.448250127306928635e+09,1.616217823378101457e+06
7.255826825995563543e-11,2.647432031258683395e+10,4.298676553256987929e+08
4.943746684560742778e-11,2.240751998172299576e+10,1.043616047550485730e+08
8.512293635262536413e-11,2.068445266733130264e+10,2.259300872044961751e+08
3.914051879074923433e-11,2.844733721719763565e+10,1.646992430807074308e+08
6.608744142135165547e-11,2.268968802581547165e+10,1.958621425017282963e+08
5.860206751701907742e-11,6.250310476265695572e+09,9.063848599093653029e+05
1.645247104040842910e-11,2.958464077196695709e+10,3.376129663436299562e+07
4.125031921644288021e-11,2.877326184731321335e+10,1.910264922461407185e+08
6.068246972356893944e-11,5.025253620148771286e+09,4.061211700982846087e+05
9.784517002638870983e-11,1.998096220725781250e+10,2.604352020775342584e+08
8.052864821851846108e-11,7.839957834948366165e+09,4.236178725687461905e+06
5.328162964996499793e-11,9.171667828351768494e+09,3.472652759990386199e+06
2.768234253129489859e-11,2.217033397700614548e+10,3.138469874409764633e+07
3.429662230980384059e-11,1.415655198918524981e+09,8.169975075711289492e+02
1.381816197268564567e-11,1.713872613518336868e+10,2.829002992297833785e+06
6.234227309003354481e-11,2.901398411931398010e+10,4.503268446341454983e+08
4.818072041808583005e-11,1.982574678903667831e+10,6.123458493373513222e+07
6.926884725557079855e-11,9.101833682077701569e+09,5.692613082254723646e+06
5.783162798053983139e-11,2.994775566446049118e+10,4.367769168513752818e+08
4.751057243697168420e-11,9.467598269553398132e+09,3.134878990462553222e+06
4.168233774614347617e-11,8.761381755169107437e+09,1.769891230786875589e+06
1.365600218688143614e-11,1.064080383129024696e+10,4.131049409526792006e+05
9.846703635209638623e-11,1.341363839468513298e+10,5.414710713846172392e+07
1.676775596377286670e-11,7.353068491796012878e+09,1.421241932147999178e+05
1.229194808444869960e-11,2.508523395020897388e+09,1.034683144977281017e+03
2.937726262054504299e-11,2.159913858289408875e+10,3.190358062284759805e+07
2.225676220006991396e-11,3.780991804274758339e+09,1.750836907409801643e+04
8.149895534100038727e-11,1.591727811311433029e+10,7.335203413095548749e+07
2.364666980145890481e-11,6.077664970726615906e+09,1.319383522611327935e+05
4.059550602742821483e-11,2.631909378509856033e+10,1.315477336761420071e+08
1.119235428851624926e-11,1.577279801809297371e+10,1.334122251161865890e+06
9.384121789357429729e-11,1.721613839593304825e+10,1.328284899021083862e+08
3.889363551080556625e-11,2.095218065584644699e+10,4.961728088303948194e+07
8.585905714335538239e-11,2.387316327801708221e+10,4.032076960368456841e+08
9.657413572114825717e-11,2.875148394257808304e+10,1.044028410657385588e+09
7.547068187361828440e-11,6.987174846201357841e+09,2.347586970847464632e+06
3.346676688283379844e-11,1.223237636702954483e+10,4.329553414617789909e+06
5.429309272629024827e-11,1.206180507305989456e+10,1.077345505092900060e+07
8.043867451139286477e-11,1.181405601798025322e+10,2.176724824838848412e+07
7.287815413458187722e-11,2.109651354861740875e+10,1.789801374427116513e+08
8.448145284077221107e-11,1.882318234076538849e+10,1.533476021897536814e+08
5.901168184496205475e-11,2.504475860847458649e+10,2.294590052475953400e+08
6.917523446347782970e-11,2.363651867991879654e+10,2.517627705957911611e+08
4.268766016472880219e-11,2.735864565090156174e+10,1.687926286210062802e+08
2.722656585223883461e-11,2.653626030549064255e+10,6.107341103963900357e+07
7.275162391965280765e-11,2.621390046377024078e+10,4.160171619027494788e+08
1.025941069484221162e-11,4.484419171140790939e+09,7.361543266767490422e+03
8.054928471694554423e-11,8.512727296442992210e+09,5.890754690008066595e+06
1.065098983582625490e-11,1.128309445474010468e+10,3.176055477825429407e+05
6.551208285684515919e-11,2.728762922455086708e+09,4.115290395198617625e+04
6.351524655946059555e-11,2.528636071568136978e+10,2.758919823462609649e+08
1.949611787188845947e-11,4.910914438641551018e+09,3.823345942935829953e+04
6.329820626199905672e-11,1.957063268752416992e+10,1.004190815618235469e+08
7.820623569460130448e-11,9.171308838035741806e+09,7.480337024825037457e+06
5.823927623950211319e-11,3.512416894083401203e+09,8.927998882123306976e+04
7.054844955541645266e-11,2.520459530215281677e+10,3.361324702710019350e+08
7.378045414349503378e-11,1.964458871335113525e+10,1.384802057415950298e+08
2.853188941469250075e-11,6.394707711403953552e+09,2.354077819021592441e+05
9.339548557719793943e-11,2.787277941052175522e+10,8.675990886023283005e+08
3.947873041371001416e-11,1.743058394387564850e+10,2.469285027884243056e+07
6.253317604837265711e-11,1.754994097715369797e+10,6.365418346248480678e+07
1.928645994833085511e-11,1.562917412510304689e+09,3.838290539809168536e+02
9.967645153352167072e-11,1.692110137060078144e+09,1.408603953841913426e+04
6.887269976881432624e-11,3.594694626152768135e+09,1.369747332164859981e+05
5.156070701213657026e-11,1.229357319791804314e+10,1.048349501827548072e+07
6.095077716620317380e-11,1.704199177811168480e+10,5.381825884229326248e+07
1.244694900634079763e-11,1.632492612454209137e+10,1.891957607340385672e+06
3.160716814572278784e-11,2.483499780149778366e+10,6.371379403071345389e+07
9.772201509254126360e-11,5.822427937022259712e+09,1.897972511239797808e+06
1.729283680262084606e-11,1.602697063886429024e+10,3.393947374869668391e+06
2.275308046411244611e-11,2.564315050240206528e+10,3.737706823352529854e+07
6.157695350509479731e-11,2.555932431095448971e+09,2.798513678425130638e+04
7.965749128070082499e-11,1.591800836403866959e+10,7.008750312780949473e+07
8.675858442557993015e-11,8.685615513782333374e+09,7.406036717375671491e+06
8.751054545579964110e-11,2.905737281026686478e+10,8.923648551256457567e+08
7.841999407643860571e-11,3.637715674312272549e+09,1.862374390630162088e+05
4.128919621720489956e-11,1.136233919081407166e+10,4.908204344011805952e+06
6.234230385144765496e-11,5.246155718023915291e+09,5.091268102028918220e+05
8.318108065965872224e-11,1.272521269435806656e+10,3.131424354530415311e+07
2.249612573630237793e-11,2.340517904693865967e+10,2.562345926532227173e+07
1.732785158391994861e-11,2.619625996997156620e+09,2.445347011055427174e+03
5.127266762605133900e-11,1.299464958000331688e+10,1.293537022966809943e+07
3.793063027857004818e-11,2.563420257856798172e+10,1.037335067715873271e+08
1.033612570237440200e-11,6.995656699156716347e+09,4.424741517229013698e+04
5.651771659203195907e-11,2.613387168383777237e+10,2.481282013679319024e+08
4.356799987798776433e-11,2.467389179027489662e+09,1.216687292892251389e+04
8.948210899077880390e-11,5.532152402462076187e+09,1.297004857069328893e+06
4.007584231290149030e-11,2.312541405450996780e+10,7.758697420548656583e+07
6.964039572233132749e-11,7.097647548956226349e+09,2.128308925413455814e+06
6.112705423854917456e-11,4.027894332307470322e+09,1.700898764355764142e+05
3.696999491243435635e-11,1.675874481562199211e+10,1.852489815436654538e+07
5.208508507833997290e-11,1.261621077474680138e+10,1.186335415272733383e+07
4.308939647069447779e-11,8.945966841158697128e+09,2.055820731039690785e+06
3.138274449771213172e-11,1.673819117883802652e+09,1.336919051139739850e+03
1.793102841183714083e-11,1.387618784622859716e+09,2.061479616534977310e+02
1.469091932315643068e-11,1.087710718562170219e+10,5.219458944131282042e+05
3.004328100809216674e-11,1.182456105826705742e+10,3.047263035097795539e+06
1.749873566033467798e-11,2.274589418632649899e+09,1.417481844904270929e+03
2.355681206939828408e-11,1.098834419831650734e+10,1.397704403443820542e+06
2.124278969423543044e-11,2.789324824643383789e+10,4.500984740555793792e+07
4.359689922112918824e-11,1.582775325176320648e+10,2.052456810711656883e+07
3.143564659080344887e-11,1.087064685773834610e+10,2.384193106154930312e+06
1.039679796901987669e-11,2.316592240875003815e+10,5.257665179503493942e+06
1.296209059474027968e-11,2.203676578551141357e+10,6.719989548634381965e+06
9.910482538195966831e-11,2.303391309107495499e+10,4.671787082038128376e+08
3.206300351906105465e-11,1.853611039005419540e+10,2.078440760530658439e+07
1.367448412535767087e-11,1.868315723345848799e+09,3.940152712504089436e+02
6.634088108273018312e-11,3.178026614333289146e+09,7.764065741794410860e+04
5.964769426514600730e-11,2.583226990991956329e+10,2.642661359945421219e+08
4.499663672951344248e-11,2.612081313104491425e+10,1.569748417398826480e+08
7.599986503079796551e-11,1.268341042195325089e+10,2.579971794673632085e+07
9.432846113996751165e-11,2.752926365827391434e+10,8.440521629963635206e+08
4.567197271553496289e-11,1.967309422931057358e+10,5.336938379805491865e+07
4.377932442238609294e-11,2.334239562542712784e+10,9.602975698779067397e+07
5.627650131015200534e-11,1.428220760116636086e+10,2.271446574897605553e+07
3.110284897521762798e-11,1.214217455264090157e+10,3.630631631820357405e+06
2.565765197564083007e-11,1.236384484214402580e+10,2.655734690726409666e+06
4.498129145038363420e-11,1.043002850063192177e+10,4.137670652627215255e+06
7.093171246797701839e-11,9.191045073355577469e+09,6.206568708388694562e+06
1.132930044275051122e-11,2.880388269040147018e+10,1.446766535845299251e+07
2.245557229085298743e-11,7.020690326235244751e+09,2.118482954757853004e+05
8.272973092335250225e-11,1.293770496755506706e+10,3.309170354972153530e+07
3.989307624757894024e-11,1.471564221326636314e+10,1.285830672181582265e+07
6.032403228032794817e-11,1.429868987886689186e+10,2.621957190973913297e+07
1.499443169246692486e-11,6.181325761420400620e+09,5.676340897829768073e+04
5.956961590301667158e-11,1.155680737563887024e+10,1.093296289024032839e+07
1.249642840229834090e-11,1.415732895102427673e+10,1.081476456029836088e+06
2.865325925902889146e-11,1.184412796199036217e+10,2.790171174484701827e+06
5.031071186850532364e-11,3.763457808074121952e+09,8.781482980061804119e+04
5.714310713522464263e-11,3.094568763049016953e+09,5.178744540449621127e+04
2.127775505467487058e-11,2.588733444214051056e+10,3.390599512846583873e+07
5.131330281035603820e-11,6.764921220657335281e+09,9.536242437086018035e+05
8.024351513789386983e-11,1.113697007215634727e+10,1.711247156940620020e+07
7.352086739790672741e-11,2.912835454347852707e+10,6.357061560293684006e+08
4.321716797738026205e-11,1.278073737028056335e+10,8.601060925352081656e+06
5.465302131638681876e-11,9.830367065245655060e+09,4.821075014439543709e+06
8.191025133313875952e-11,7.196887386556717873e+09,3.112474592050414998e+06
3.368584563188057617e-11,1.533216393462716484e+10,1.079621374261514097e+07
2.261984305456505472e-11,1.952831136260303116e+10,1.271445351030605473e+07
9.721065001158392129e-11,1.767817593808295059e+10,1.583353882376111150e+08
8.857066135696425949e-11,1.427914546701149559e+10,5.621561214629685879e+07
8.867690627161514089e-11,3.593313976504763126e+09,2.267252905842811451e+05
5.294550353423469297e-11,1.605188544228042221e+10,3.201209116852046549e+07
1.318168793696145268e-11,7.031234429442780495e+09,7.343877357068359561e+04
7.686671574458247855e-11,2.222044418465848541e+10,2.441370173760750592e+08
8.111420726345991725e-11,2.767285730793187714e+10,6.366754146400731802e+08
9.686177097507546823e-11,2.632215924183066177e+10,7.492505952613978386e+08
1.322025034259420647e-11,3.328957011514031887e+09,3.712011941987389037e+03
8.315304924673120129e-11,1.137373470558698273e+10,1.998688512121801451e+07
4.031183095352610903e-11,8.332170470056943893e+09,1.354203731994835427e+06
6.999307423854566613e-11,1.827877400435239315e+09,9.457759710959602671e+03
9.105042664505530563e-11,2.996377138351436996e+10,1.084843036795154095e+09
3.264562942119985934e-11,7.956269737190289497e+09,7.384135881993446965e+05
9.940853976234123210e-11,4.791172086515005112e+09,9.005604233038472012e+05
1.340638222715862489e-11,1.993128170648931885e+10,4.841460403023486957e+06
2.032440271564446941e-11,6.185497038968029022e+09,1.045720997749703529e+05
5.326099670071685121e-11,7.797002568079636574e+09,1.812801738060859498e+06
7.470557348888504518e-11,3.052225878496799469e+09,8.376618340300163254e+04
9.338445390711566029e-11,1.879484513655034256e+10,1.862574616663294733e+08
8.625443027950700202e-11,2.142085761347762680e+10,2.662155956593143046e+08
9.734620074318682770e-11,2.043821222643846893e+10,2.818522661588733792e+08
4.972227754822184143e-11,9.319731476525575638e+09,3.224134008215198293e+06
4.656838528111194682e-11,1.958827272837740326e+10,5.454585266967867315e+07
6.305050830650106197e-11,2.695529941273694992e+10,3.478514035789424181e+08
7.227540793102650767e-11,8.228154476134911537e+09,4.139850268833081704e+06
9.125930396570328456e-11,7.329480108607220650e+09,4.156154920080322307e+06
6.328210831916718911e-11,2.472021204258437347e+10,2.508506497521141469e+08
9.153711546238770360e-11,1.058817333585655594e+10,1.819713257735649869e+07
4.741105292624907553e-11,2.729830491624258041e+10,2.064595468941262960e+08
7.942225915430789443e-11,2.383070402769382477e+10,3.426323767499080300e+08
9.982607110597101899e-11,4.387387390662701607e+09,6.385740150847980985e+05
1.708927342553648065e-11,2.183122850942368031e+09,1.147232749402991203e+03
7.365196332494247281e-11,2.403632351558136749e+10,3.046825483003706932e+08
9.128438729943086400e-11,1.404252900638798332e+10,5.586525194666425884e+07
9.050418139121266748e-11,3.268107778586490154e+09,1.615919706068203086e+05
8.854827314557706576e-11,2.658295840394687271e+10,6.503755368182626963e+08
3.508724410134648907e-11,1.582984899955533743e+09,1.336886011308929028e+03
4.656708143475533995e-11,2.167895728750808716e+10,8.133319806666252017e+07
5.572870265578812862e-11,1.618530845800046158e+10,3.665312188593549281e+07
9.727055313237644688e-11,1.584133923991917038e+10,1.025198872827239186e+08
3.390063136301624743e-11,2.524398079209197235e+10,7.808679549406015873e+07
6.944464907573806243e-11,2.011699994787245560e+10,1.347496606954500973e+08
7.838012273103921718e-11,1.901093407351260757e+10,1.372849039105993211e+08
2.320194087186100274e-11,2.615987850151403046e+10,4.197792751300613582e+07
8.833094168690068161e-11,2.765328144050435257e+10,7.529655219199860096e+08
5.547061205464220831e-11,1.942664006618544006e+10,7.490060011383935809e+07
9.606662888398905324e-11,2.732276187460369110e+10,8.505713034685256481e+08
9.007220415667558000e-11,1.495650945113557434e+10,6.992914118866771460e+07
9.526950746783879229e-11,3.902135472606892109e+09,3.639286621089887340e+05
2.645361505566626888e-11,1.489719661084082603e+09,5.960416879859444634e+02
8.511841602753074459e-11,2.072392949875339270e+09,2.311141673036796055e+04
8.765374133045483894e-11,2.885567102993174362e+10,8.719537170921984911e+08
9.525504820123375956e-11,5.074903150269721985e+09,1.040839839941476006e+06
6.845923371959604666e-11,2.534023542406396866e+09,3.341951154509015032e+04
4.316788565418094933e-11,2.916549365553657532e+10,2.202175858447103202e+08
6.282028779820260180e-11,1.273920037774470520e+10,1.793894536786337942e+07
2.420938861524166763e-11,2.871829626551705170e+10,6.532114725000644475e+07
9.965675580217763328e-11,1.917997424147175217e+10,2.298431682355484664e+08
7.499979903942947008e-11,9.702828509527088165e+09,8.617205911747051403e+06
4.056010386298626408e-11,1.534909231066055298e+10,1.572108897809626907e+07
9.269872446109307927e-11,1.170409271999602699e+10,2.784850885882763565e+07
7.411517872957501290e-11,2.842647971072216034e+10,5.888991632369878292e+08
3.998120895639359767e-11,1.227511892552522087e+10,6.265785048571863212e+06
9.364460549124792363e-11,1.697486992651099396e+10,1.250632478672149926e+08
3.919076861056348439e-11,2.566627684451098919e+09,1.152690402944005291e+04
3.879649211052576870e-11,1.260933703487462997e+09,6.580235196939568141e+02
1.267522263002905061e-11,1.483858582199400139e+10,1.341820660327747930e+06
7.308172835799672222e-11,8.682659781048540115e+09,5.247924157502292655e+06
1.972014192551651726e-11,1.222109012599860954e+10,1.497735424840506399e+06
1.438050219748836182e-11,1.189492552466275024e+10,7.149129461796701653e+05
6.904609806542020857e-11,2.160763095980650711e+10,1.765085677193585634e+08
9.715196862015969781e-11,5.544415635710997581e+09,1.542477429236663273e+06
1.577586614385202463e-11,2.885343801099662399e+10,2.823653703915772587e+07
7.838620904279660843e-11,3.109683968161480904e+09,9.936664969937129354e+04
3.057944428419776621e-11,7.729791825738657951e+09,5.772383221600324614e+05
8.751097439252035863e-11,5.091073527806946754e+09,8.897321360996030271e+05
1.109298571483836196e-11,1.378676264799109459e+10,7.666817143990150653e+05
2.747343259913626257e-11,3.843065899538648605e+09,2.847318835379837401e+04
9.776307439420177196e-11,4.827312493272319794e+09,8.975726124975304119e+05
6.178514273503207289e-11,1.243032416794897652e+10,1.573316746530909464e+07
2.185472066940868839e-11,1.137628472726152897e+09,1.383500708914931749e+02
1.042474214440039306e-11,2.711031219859964371e+10,9.720811448307923973e+06
4.681289929801908437e-11,4.576198225936105728e+09,1.662070547184020397e+05
4.909837972995901694e-11,9.777414057302536011e+09,3.807796964233900886e+06
5.795230568028236065e-11,2.737296727132029724e+10,3.117170855857440233e+08
7.127181211330097278e-11,1.251427902190156746e+10,2.150569273184815422e+07
2.385776243511815292e-11,1.432069737921900177e+10,4.126353706504291389e+06
3.865264418536080145e-11,2.358087110351249695e+10,7.788531963005566597e+07
1.476871493673712259e-11,1.601011080569492912e+10,2.465130144061184023e+06
9.968534788845920187e-11,8.359395398886725426e+09,8.389701382604386657e+06
4.814652802330568015e-11,2.265440648195089722e+10,1.033229818649873286e+08
7.106365999486464722e-11,5.704741431385312080e+09,9.249736844745175913e+05
3.567368926454450412e-11,2.610893389291236877e+10,9.849273643198542297e+07
2.279960892910550520e-11,1.170681495927626801e+10,1.686213634199295891e+06
2.741810986605311363e-11,1.407157690655409431e+10,5.081613534534750506e+06
1.136713090654090966e-11,2.237072597998067856e+10,5.481928071800273843e+06
