N,f,f_noisy
5.583462991775950179e+00,1.084530888437919227e+00,1.066357996460753466e+00
5.587908424094242932e+00,1.084769639056364587e+00,1.067003304756255710e+00
5.592353856412535684e+00,1.085008066847757968e+00,1.105681192460176154e+00
5.596799288730828437e+00,1.085246172450220481e+00,1.045528808414937005e+00
5.601244721049121189e+00,1.085483956500236546e+00,1.111605291560006981e+00
5.605690153367414830e+00,1.085721419632658780e+00,1.100788334643139299e+00
5.610135585685707582e+00,1.085958562480712208e+00,1.074280299431373376e+00
5.614581018004000335e+00,1.086195385675999825e+00,1.075223917266600049e+00
5.619026450322293087e+00,1.086431889848509025e+00,1.113450863217143372e+00
5.623471882640586728e+00,1.086668075626614272e+00,1.076949671341099979e+00
5.627917314958879480e+00,1.086903943637083314e+00,1.060761759193803888e+00
5.632362747277172232e+00,1.087139494505082071e+00,1.100652223105752059e+00
5.636808179595464985e+00,1.087374728854180184e+00,1.104981770798475482e+00
5.641253611913758625e+00,1.087609647306354566e+00,1.071870682958953491e+00
5.645699044232051378e+00,1.087844250481995623e+00,1.097968956824699083e+00
5.650144476550344130e+00,1.088078538999911027e+00,1.066632090322394477e+00
5.654589908868636883e+00,1.088312513477331933e+00,1.060767967288411828e+00
5.659035341186929635e+00,1.088546174529917421e+00,1.072049419502478118e+00
5.663480773505223276e+00,1.088779522771758490e+00,1.108651705176852520e+00
5.667926205823516028e+00,1.089012558815383391e+00,1.106457334039056217e+00
5.672371638141808781e+00,1.089245283271763620e+00,1.088338286631706175e+00
5.676817070460101533e+00,1.089477696750316804e+00,1.051084776771259666e+00
5.681262502778395174e+00,1.089709799858912032e+00,1.087250910274738747e+00
5.685707935096687926e+00,1.089941593203876735e+00,1.089629419591556569e+00
5.690153367414980679e+00,1.090173077389997580e+00,1.118062834131037464e+00
5.694598799733273431e+00,1.090404253020529346e+00,1.111667161071636656e+00
5.699044232051566183e+00,1.090635120697195815e+00,1.106169917057918450e+00
5.703489664369859824e+00,1.090865681020197542e+00,1.091313107544574557e+00
5.707935096688152576e+00,1.091095934588214966e+00,1.107817251302331885e+00
5.712380529006445329e+00,1.091325881998413738e+00,1.095234391795673945e+00
5.716825961324738081e+00,1.091555523846448272e+00,1.092084584785435242e+00
5.721271393643031722e+00,1.091784860726467743e+00,1.096247471228598558e+00
5.725716825961324474e+00,1.092013893231120081e+00,1.104604567649473790e+00
5.730162258279617227e+00,1.092242621951557080e+00,1.082403100596576184e+00
5.734607690597909979e+00,1.092471047477437507e+00,1.098632745192623883e+00
5.739053122916202732e+00,1.092699170396933761e+00,1.070544034925010379e+00
5.743498555234496372e+00,1.092926991296734984e+00,1.080259292194252208e+00
5.747943987552789125e+00,1.093154510762051945e+00,1.110927601779830631e+00
5.752389419871081877e+00,1.093381729376621925e+00,1.082969719541833076e+00
5.756834852189374629e+00,1.093608647722712490e+00,1.115371480828383444e+00
5.761280284507668270e+00,1.093835266381127491e+00,1.094127355807868351e+00
5.765725716825961022e+00,1.094061585931208613e+00,1.083788878559402757e+00
5.770171149144253775e+00,1.094287606950843816e+00,1.099042836334053419e+00
5.774616581462546527e+00,1.094513330016468666e+00,1.117184223234349183e+00
5.779062013780840168e+00,1.094738755703071442e+00,1.099514898385353989e+00
5.783507446099132920e+00,1.094963884584198466e+00,1.090965163268508897e+00
5.787952878417425673e+00,1.095188717231957654e+00,1.083326356286624437e+00
5.792398310735718425e+00,1.095413254217023402e+00,1.096307256929187401e+00
5.796843743054011178e+00,1.095637496108641251e+00,1.088774436722152128e+00
5.801289175372304818e+00,1.095861443474630326e+00,1.097323015096480558e+00
5.805734607690597571e+00,1.096085096881390442e+00,1.105135976087126215e+00
5.810180040008890323e+00,1.096308456893904104e+00,1.087721735916907573e+00
5.814625472327183076e+00,1.096531524075742059e+00,1.087478189520904248e+00
5.819070904645476716e+00,1.096754298989067955e+00,1.100117953931522230e+00
5.823516336963769469e+00,1.096976782194640565e+00,1.055514902502564523e+00
5.827961769282062221e+00,1.097198974251821113e+00,1.116100502648778248e+00
5.832407201600354973e+00,1.097420875718574163e+00,1.100762305072225278e+00
5.836852633918647726e+00,1.097642487151475166e+00,1.098751770826944307e+00
5.841298066236941366e+00,1.097863809105711796e+00,1.086983030653710047e+00
5.845743498555234119e+00,1.098084842135089501e+00,1.119091656909309229e+00
5.850188930873526871e+00,1.098305586792036603e+00,1.067202981412159524e+00
5.854634363191819624e+00,1.098526043627606752e+00,1.104959062712901563e+00
5.859079795510113264e+00,1.098746213191483578e+00,1.102254050623309611e+00
5.863525227828406017e+00,1.098966096031985362e+00,1.069088077308269824e+00
5.867970660146698769e+00,1.099185692696068584e+00,1.106419434334403595e+00
5.872416092464991522e+00,1.099405003729333030e+00,1.113941847032301036e+00
5.876861524783285162e+00,1.099624029676024239e+00,1.107669221869868492e+00
5.881306957101577915e+00,1.099842771079038828e+00,1.114964664136979478e+00
5.885752389419870667e+00,1.100061228479928710e+00,1.067959518397089358e+00
5.890197821738163420e+00,1.100279402418903985e+00,1.131195924861154722e+00
5.894643254056456172e+00,1.100497293434838486e+00,1.099628312614870929e+00
5.899088686374749813e+00,1.100714902065272005e+00,1.081925748716262348e+00
5.903534118693042565e+00,1.100932228846416061e+00,1.075638454877411165e+00
5.907979551011335317e+00,1.101149274313156790e+00,1.091265602299670956e+00
5.912424983329628070e+00,1.101366038999059604e+00,1.081934621901289750e+00
5.916870415647921710e+00,1.101582523436372529e+00,1.111414048443170266e+00
5.921315847966214463e+00,1.101798728156030860e+00,1.110264594800248084e+00
5.925761280284507215e+00,1.102014653687660051e+00,1.102224859378967858e+00
5.930206712602799968e+00,1.102230300559581044e+00,1.099117996810593967e+00
5.934652144921092720e+00,1.102445669298812936e+00,1.099819673098946904e+00
5.939097577239386361e+00,1.102660760431077414e+00,1.105065512583995879e+00
5.943543009557679113e+00,1.102875574480803644e+00,1.096461190277490561e+00
5.947988441875971866e+00,1.103090111971129827e+00,1.082660527658666272e+00
5.952433874194264618e+00,1.103304373423908968e+00,1.108858531202238096e+00
5.956879306512558259e+00,1.103518359359711987e+00,1.094007979043667644e+00
5.961324738830851011e+00,1.103732070297831713e+00,1.118407043976753057e+00
5.965770171149143764e+00,1.103945506756287109e+00,1.108107136469002496e+00
5.970215603467436516e+00,1.104158669251825708e+00,1.108138257788929382e+00
5.974661035785729268e+00,1.104371558299929168e+00,1.114704796450604052e+00
5.979106468104022909e+00,1.104584174414816600e+00,1.091956791187878695e+00
5.983551900422315661e+00,1.104796518109446346e+00,1.112848090203912177e+00
5.987997332740608414e+00,1.105008589895523530e+00,1.119881966340748214e+00
5.992442765058901166e+00,1.105220390283499610e+00,1.106511168841534110e+00
5.996888197377194807e+00,1.105431919782580374e+00,1.149718620804764724e+00
6.001333629695487559e+00,1.105643178900724166e+00,1.091006984131047464e+00
6.005779062013780312e+00,1.105854168144652983e+00,1.152127602129557449e+00
6.010224494332073064e+00,1.106064888019848480e+00,1.114571769522777034e+00
6.014669926650366705e+00,1.106275339030560856e+00,1.145526458624811728e+00
6.019115358968659457e+00,1.106485521679811068e+00,1.108192620985642751e+00
6.023560791286952210e+00,1.106695436469393057e+00,1.132941644468293818e+00
6.028006223605244962e+00,1.106905083899879516e+00,1.115017845627069848e+00
6.032451655923537714e+00,1.107114464470625670e+00,1.147441642533139738e+00
6.036897088241831355e+00,1.107323578679769271e+00,1.080136623443411770e+00
6.041342520560124107e+00,1.107532427024238597e+00,1.094270203449954515e+00
6.045787952878416860e+00,1.107741009999753556e+00,1.094481992829444916e+00
6.050233385196709612e+00,1.107949328100830799e+00,1.120382634304712965e+00
6.054678817515003253e+00,1.108157381820784826e+00,1.125779670667979016e+00
6.059124249833296005e+00,1.108365171651734649e+00,1.105586104453990304e+00
6.063569682151588758e+00,1.108572698084604902e+00,1.124685404953959633e+00
6.068015114469881510e+00,1.108779961609130504e+00,1.110998358528835883e+00
6.072460546788174263e+00,1.108986962713859770e+00,1.076488256587711634e+00
6.076905979106467903e+00,1.109193701886158845e+00,1.096564772344639893e+00
6.081351411424760656e+00,1.109400179612213266e+00,1.090461333494239460e+00
6.085796843743053408e+00,1.109606396377033288e+00,1.125895672320677221e+00
6.090242276061346161e+00,1.109812352664457213e+00,1.105689699533424442e+00
6.094687708379639801e+00,1.110018048957152725e+00,1.120661566103958062e+00
6.099133140697932554e+00,1.110223485736623772e+00,1.078429090719140282e+00
6.103578573016225306e+00,1.110428663483210565e+00,1.132385674683011212e+00
6.108024005334518058e+00,1.110633582676096243e+00,1.081055175583427674e+00
6.112469437652811699e+00,1.110838243793306424e+00,1.095185280174424181e+00
6.116914869971104451e+00,1.111042647311716980e+00,1.083523895033637663e+00
6.121360302289397204e+00,1.111246793707054037e+00,1.099942686401575553e+00
6.125805734607689956e+00,1.111450683453898414e+00,1.148491006636280343e+00
6.130251166925982709e+00,1.111654317025689842e+00,1.134611613467337188e+00
6.134696599244276349e+00,1.111857694894729631e+00,1.147768833375240716e+00
6.139142031562569102e+00,1.112060817532183110e+00,1.115165818302249923e+00
6.143587463880861854e+00,1.112263685408084068e+00,1.120561402382414196e+00
6.148032896199154607e+00,1.112466298991338753e+00,1.100371239765834064e+00
6.152478328517448247e+00,1.112668658749727424e+00,1.116656789588559739e+00
6.156923760835741000e+00,1.112870765149908570e+00,1.102561172707416270e+00
6.161369193154033752e+00,1.113072618657422019e+00,1.123628805237846029e+00
6.165814625472326505e+00,1.113274219736692494e+00,1.101280382236714539e+00
6.170260057790619257e+00,1.113475568851032493e+00,1.101705444289074132e+00
6.174705490108912898e+00,1.113676666462645848e+00,1.120021932788438424e+00
6.179150922427205650e+00,1.113877513032630828e+00,1.070322829119469299e+00
6.183596354745498402e+00,1.114078109020982810e+00,1.103133473562374567e+00
6.188041787063791155e+00,1.114278454886599601e+00,1.135385115234891940e+00
6.192487219382084795e+00,1.114478551087281000e+00,1.125928055907058356e+00
6.196932651700377548e+00,1.114678398079735233e+00,1.078438975769554942e+00
6.201378084018670300e+00,1.114877996319581177e+00,1.118416590585591841e+00
6.205823516336963053e+00,1.115077346261351021e+00,1.129310254253302226e+00
6.210268948655256693e+00,1.115276448358493599e+00,1.106732027381687855e+00
6.214714380973549446e+00,1.115475303063377499e+00,1.135470187634500583e+00
6.219159813291842198e+00,1.115673910827295279e+00,1.111945274875915768e+00
6.223605245610134951e+00,1.115872272100465246e+00,1.128787046481735556e+00
6.228050677928427703e+00,1.116070387332033897e+00,1.128747393306549940e+00
6.232496110246721344e+00,1.116268256970082140e+00,1.147144191682685888e+00
6.236941542565014096e+00,1.116465881461625509e+00,1.113960259206052905e+00
6.241386974883306848e+00,1.116663261252617501e+00,1.121803773181403230e+00
6.245832407201599601e+00,1.116860396787954013e+00,1.129887589004702875e+00
6.250277839519893242e+00,1.117057288511476898e+00,1.113203957969578717e+00
6.254723271838185994e+00,1.117253936865972852e+00,1.117486065666256412e+00
6.259168704156478746e+00,1.117450342293182075e+00,1.116282192892548819e+00
6.263614136474771499e+00,1.117646505233797827e+00,1.144922501164820083e+00
6.268059568793064251e+00,1.117842426127470423e+00,1.092625641884672261e+00
6.272505001111357892e+00,1.118038105412809013e+00,1.109179748247301811e+00
6.276950433429650644e+00,1.118233543527387575e+00,1.156978047336765014e+00
6.281395865747943397e+00,1.118428740907744912e+00,1.141677575389374200e+00
6.285841298066236149e+00,1.118623697989388432e+00,1.137158115428611671e+00
6.290286730384529790e+00,1.118818415206798367e+00,1.075879651606266751e+00
6.294732162702822542e+00,1.119012892993429320e+00,1.116344496676225928e+00
6.299177595021115295e+00,1.119207131781713604e+00,1.095220191149603783e+00
6.303623027339408047e+00,1.119401132003065014e+00,1.123469989927956325e+00
6.308068459657700799e+00,1.119594894087880599e+00,1.072908799055505291e+00
6.312513891975994440e+00,1.119788418465543334e+00,1.163828638664976767e+00
6.316959324294287192e+00,1.119981705564426555e+00,1.127527302353507954e+00
6.321404756612579945e+00,1.120174755811896183e+00,1.127611852496086753e+00
6.325850188930872697e+00,1.120367569634312943e+00,1.069076984904218541e+00
6.330295621249166338e+00,1.120560147457035471e+00,1.105980216514653502e+00
6.334741053567459090e+00,1.120752489704424981e+00,1.127849025667317040e+00
6.339186485885751843e+00,1.120944596799845483e+00,1.129943457509782423e+00
6.343631918204044595e+00,1.121136469165667782e+00,1.130254966584487208e+00
6.348077350522338236e+00,1.121328107223272363e+00,1.136359637961286584e+00
6.352522782840630988e+00,1.121519511393053392e+00,1.154606121899366178e+00
6.356968215158923741e+00,1.121710682094418710e+00,1.157600991561106074e+00
6.361413647477216493e+00,1.121901619745794942e+00,1.121533121767930297e+00
6.365859079795509246e+00,1.122092324764630833e+00,1.080462090502670724e+00
6.370304512113802886e+00,1.122282797567396795e+00,1.125116026922271306e+00
6.374749944432095639e+00,1.122473038569591131e+00,1.138684099034442232e+00
6.379195376750388391e+00,1.122663048185742030e+00,1.126187251418687030e+00
6.383640809068681143e+00,1.122852826829408013e+00,1.155024512702771400e+00
6.388086241386974784e+00,1.123042374913183261e+00,1.121032330610427064e+00
6.392531673705267536e+00,1.123231692848701169e+00,1.154637936357011174e+00
6.396977106023560289e+00,1.123420781046633010e+00,1.122014031186794325e+00
6.401422538341853041e+00,1.123609639916693936e+00,1.140683943655587562e+00
6.405867970660145794e+00,1.123798269867646304e+00,1.130320444888813780e+00
6.410313402978439434e+00,1.123986671307299456e+00,1.133514510522816598e+00
6.414758835296732187e+00,1.124174844642514159e+00,1.125062489109153185e+00
6.419204267615024939e+00,1.124362790279205715e+00,1.112935996228181956e+00
6.423649699933317692e+00,1.124550508622345957e+00,1.154886317294605558e+00
6.428095132251611332e+00,1.124738000075966138e+00,1.148268546295214909e+00
6.432540564569904085e+00,1.124925265043158706e+00,1.154698922862267052e+00
6.436985996888196837e+00,1.125112303926081747e+00,1.142601617773986389e+00
6.441431429206489589e+00,1.125299117125959647e+00,1.112503353251600657e+00
6.445876861524783230e+00,1.125485705043087759e+00,1.102567119089516767e+00
6.450322293843075983e+00,1.125672068076833510e+00,1.111792385663473492e+00
6.454767726161368735e+00,1.125858206625640401e+00,1.121408642705671088e+00
6.459213158479661487e+00,1.126044121087027561e+00,1.140923567090886825e+00
6.463658590797954240e+00,1.126229811857597074e+00,1.109483056105676102e+00
6.468104023116247880e+00,1.126415279333033093e+00,1.100933818338507342e+00
6.472549455434540633e+00,1.126600523908104501e+00,1.094897204215497410e+00
6.476994887752833385e+00,1.126785545976670022e+00,1.127093404132122778e+00
6.481440320071126138e+00,1.126970345931678219e+00,1.119561615956057743e+00
6.485885752389419778e+00,1.127154924165170824e+00,1.097749045674812240e+00
6.490331184707712531e+00,1.127339281068286292e+00,1.119701940353293734e+00
6.494776617026005283e+00,1.127523417031261355e+00,1.108533409208775744e+00
6.499222049344298036e+00,1.127707332443433241e+00,1.116774546121023892e+00
6.503667481662590788e+00,1.127891027693242787e+00,1.125307115519905476e+00
6.508112913980884429e+00,1.128074503168237985e+00,1.131652352246120152e+00
6.512558346299177181e+00,1.128257759255073989e+00,1.124374554675725779e+00
6.517003778617469933e+00,1.128440796339517771e+00,1.141856754730323997e+00
6.521449210935762686e+00,1.128623614806449682e+00,1.148579883044163807e+00
6.525894643254056326e+00,1.128806215039867444e+00,1.142406420623012453e+00
6.530340075572349079e+00,1.128988597422884599e+00,1.136984271341085151e+00
6.534785507890641831e+00,1.129170762337738498e+00,1.117713887109181625e+00
6.539230940208934584e+00,1.129352710165788531e+00,1.108618906964875528e+00
6.543676372527228224e+00,1.129534441287521007e+00,1.136090679353304989e+00
6.548121804845520977e+00,1.129715956082548933e+00,1.179190696245050241e+00
6.552567237163813729e+00,1.129897254929618233e+00,1.099188900995719864e+00
6.557012669482106482e+00,1.130078338206607746e+00,1.141606162183849582e+00
6.561458101800399234e+00,1.130259206290530338e+00,1.097350236918110067e+00
6.565903534118692875e+00,1.130439859557539117e+00,1.166525854596524914e+00
6.570348966436985627e+00,1.130620298382926769e+00,1.120646605250179784e+00
6.574794398755278380e+00,1.130800523141129110e+00,1.149525361372501164e+00
6.579239831073571132e+00,1.130980534205726862e+00,1.113230018260088716e+00
6.583685263391864773e+00,1.131160331949450315e+00,1.119186732564540820e+00
6.588130695710157525e+00,1.131339916744176888e+00,1.120251767397764109e+00
6.592576128028450277e+00,1.131519288960939340e+00,1.165817721165310461e+00
6.597021560346743030e+00,1.131698448969923998e+00,1.149575936111233876e+00
6.601466992665035782e+00,1.131877397140474528e+00,1.148416088229688992e+00
6.605912424983329423e+00,1.132056133841093271e+00,1.151561292513903378e+00
6.610357857301622175e+00,1.132234659439446567e+00,1.133755666223561498e+00
6.614803289619914928e+00,1.132412974302363873e+00,1.109298313149419624e+00
6.619248721938207680e+00,1.132591078795840644e+00,1.134008571442828517e+00
6.623694154256501321e+00,1.132768973285041891e+00,1.136312873993046368e+00
6.628139586574794073e+00,1.132946658134304174e+00,1.132438494704521847e+00
6.632585018893086826e+00,1.133124133707136938e+00,1.135176206628124129e+00
6.637030451211379578e+00,1.133301400366225176e+00,1.138859119249361340e+00
6.641475883529672330e+00,1.133478458473433204e+00,1.154817462822886664e+00
6.645921315847965971e+00,1.133655308389804661e+00,1.150407102699159356e+00
6.650366748166258724e+00,1.133831950475566064e+00,1.138134034518070825e+00
6.654812180484551476e+00,1.134008385090129023e+00,1.115373656013669335e+00
6.659257612802844228e+00,1.134184612592092245e+00,1.146295888945283004e+00
6.663703045121137869e+00,1.134360633339243751e+00,1.128312670731182132e+00
6.668148477439430621e+00,1.134536447688563099e+00,1.165600658792047994e+00
6.672593909757723374e+00,1.134712055996224267e+00,1.139440650979596459e+00
6.677039342076016126e+00,1.134887458617596767e+00,1.127699499323709720e+00
6.681484774394309767e+00,1.135062655907249640e+00,1.132024417074484424e+00
6.685930206712602519e+00,1.135237648218950346e+00,1.117540057394795339e+00
6.690375639030895272e+00,1.135412435905671202e+00,1.133928948445016571e+00
6.694821071349188024e+00,1.135587019319588498e+00,1.137288192508074891e+00
6.699266503667480777e+00,1.135761398812086043e+00,1.125931723152414188e+00
6.703711935985774417e+00,1.135935574733757170e+00,1.144022621371334703e+00
6.708157368304067170e+00,1.136109547434405398e+00,1.175538865760075824e+00
6.712602800622359922e+00,1.136283317263050208e+00,1.120529324481543076e+00
6.717048232940652674e+00,1.136456884567925263e+00,1.109063927658708204e+00
6.721493665258946315e+00,1.136630249696482187e+00,1.119493549937966570e+00
6.725939097577239068e+00,1.136803412995394558e+00,1.180446871231667805e+00
6.730384529895531820e+00,1.136976374810556134e+00,1.122035200523376020e+00
6.734829962213824572e+00,1.137149135487086848e+00,1.099708035168493359e+00
6.739275394532117325e+00,1.137321695369331698e+00,1.136785189102687665e+00
6.743720826850410965e+00,1.137494054800865850e+00,1.125063870842430758e+00
6.748166259168703718e+00,1.137666214124494424e+00,1.150465987731547512e+00
6.752611691486996470e+00,1.137838173682255150e+00,1.108885322123016604e+00
6.757057123805289223e+00,1.138009933815422370e+00,1.151044574950671917e+00
6.761502556123582863e+00,1.138181494864506149e+00,1.102164769565000757e+00
6.765947988441875616e+00,1.138352857169255827e+00,1.130301223417539358e+00
6.770393420760168368e+00,1.138524021068663350e+00,1.136163954136007570e+00
6.774838853078461121e+00,1.138694986900962380e+00,1.129990969413021240e+00
6.779284285396754761e+00,1.138865755003633184e+00,1.128593497500604670e+00
6.783729717715047514e+00,1.139036325713403075e+00,1.099190739049064502e+00
6.788175150033340266e+00,1.139206699366249298e+00,1.139874714251939869e+00
6.792620582351633018e+00,1.139376876297400587e+00,1.128334024467022578e+00
6.797066014669925771e+00,1.139546856841338718e+00,1.150601205626842205e+00
6.801511446988219411e+00,1.139716641331802283e+00,1.150879258667983462e+00
6.805956879306512164e+00,1.139886230101786690e+00,1.142530709295974445e+00
6.810402311624804916e+00,1.140055623483547720e+00,1.137885812108292871e+00
6.814847743943097669e+00,1.140224821808603517e+00,1.178206037199848621e+00
6.819293176261391309e+00,1.140393825407733930e+00,1.176238583472228427e+00
6.823738608579684062e+00,1.140562634610986725e+00,1.159724939939545285e+00
6.828184040897976814e+00,1.140731249747676479e+00,1.169889940764738290e+00
6.832629473216269567e+00,1.140899671146387684e+00,1.152554859185658254e+00
6.837074905534562319e+00,1.141067899134976527e+00,1.170755092095175698e+00
6.841520337852855960e+00,1.141235934040573552e+00,1.129209896857735762e+00
6.845965770171148712e+00,1.141403776189584107e+00,1.092741655828190606e+00
6.850411202489441465e+00,1.141571425907691895e+00,1.104365993049357453e+00
6.854856634807734217e+00,1.141738883519859638e+00,1.164259881652083717e+00
6.859302067126027858e+00,1.141906149350333077e+00,1.141487373560007734e+00
6.863747499444320610e+00,1.142073223722639641e+00,1.147152626497666805e+00
6.868192931762613362e+00,1.142240106959593327e+00,1.178104486745921164e+00
6.872638364080906115e+00,1.142406799383295590e+00,1.158235676698261996e+00
6.877083796399198867e+00,1.142573301315136902e+00,1.149499053052261965e+00
6.881529228717492508e+00,1.142739613075799188e+00,1.135590793005295751e+00
6.885974661035785260e+00,1.142905734985257160e+00,1.160059099350437828e+00
6.890420093354078013e+00,1.143071667362781652e+00,1.142687125463315523e+00
6.894865525672370765e+00,1.143237410526938724e+00,1.179946879606664112e+00
6.899310957990664406e+00,1.143402964795595667e+00,1.151645263714769385e+00
6.903756390308957158e+00,1.143568330485918771e+00,1.138031151340000768e+00
6.908201822627249911e+00,1.143733507914377778e+00,1.160750215147657638e+00
6.912647254945542663e+00,1.143898497396746539e+00,1.100162725789566087e+00
6.917092687263836304e+00,1.144063299248106125e+00,1.139775842359031843e+00
6.921538119582129056e+00,1.144227913782845052e+00,1.149288982487501665e+00
6.925983551900421809e+00,1.144392341314662387e+00,1.158566313935699643e+00
6.930428984218714561e+00,1.144556582156569524e+00,1.148205300944805662e+00
6.934874416537007313e+00,1.144720636620891741e+00,1.132721671429603338e+00
6.939319848855300954e+00,1.144884505019268861e+00,1.126981264029995655e+00
6.943765281173593706e+00,1.145048187662659700e+00,1.149777341692556742e+00
6.948210713491886459e+00,1.145211684861341617e+00,1.136245428203887187e+00
6.952656145810179211e+00,1.145374996924913624e+00,1.164894686978994454e+00
6.957101578128472852e+00,1.145538124162297944e+00,1.128939986949643925e+00
6.961547010446765604e+00,1.145701066881741559e+00,1.142935148003023205e+00
6.965992442765058357e+00,1.145863825390817103e+00,1.157162012079776314e+00
6.970437875083351109e+00,1.146026399996427525e+00,1.116827444859403551e+00
6.974883307401643862e+00,1.146188791004804086e+00,1.122652656590447773e+00
6.979328739719937502e+00,1.146350998721511916e+00,1.139381612586155113e+00
6.983774172038230255e+00,1.146513023451448454e+00,1.152320348458081956e+00
6.988219604356523007e+00,1.146674865498848339e+00,1.125047509630421994e+00
6.992665036674815759e+00,1.146836525167282295e+00,1.157581392650905538e+00
6.997110468993109400e+00,1.146998002759660462e+00,1.169658813862864077e+00
7.001555901311402152e+00,1.147159298578234843e+00,1.135203190452290789e+00
7.006001333629694905e+00,1.147320412924599076e+00,1.155586067837796049e+00
7.010446765947987657e+00,1.147481346099691324e+00,1.161511331984313999e+00
7.014892198266281298e+00,1.147642098403797162e+00,1.172179181205504239e+00
7.019337630584574050e+00,1.147802670136548908e+00,1.130828515229769460e+00
7.023783062902866803e+00,1.147963061596928735e+00,1.103511744425484498e+00
7.028228495221159555e+00,1.148123273083270890e+00,1.122626985435849489e+00
7.032673927539452308e+00,1.148283304893262358e+00,1.118345177165915638e+00
7.037119359857745948e+00,1.148443157323944641e+00,1.125524678442669346e+00
7.041564792176038701e+00,1.148602830671716202e+00,1.155355242407979599e+00
7.046010224494331453e+00,1.148762325232334014e+00,1.150521716305845432e+00
7.050455656812624206e+00,1.148921641300914454e+00,1.205457485340446500e+00
7.054901089130917846e+00,1.149080779171935962e+00,1.149103553537427214e+00
7.059346521449210599e+00,1.149239739139241490e+00,1.152618060687357948e+00
7.063791953767503351e+00,1.149398521496036718e+00,1.164704668543139920e+00
7.068237386085796103e+00,1.149557126534895168e+00,1.158023067683682017e+00
7.072682818404088856e+00,1.149715554547760199e+00,1.190795375897815589e+00
7.077128250722382496e+00,1.149873805825943451e+00,1.119200741937723897e+00
7.081573683040675249e+00,1.150031880660128847e+00,1.158781545886544473e+00
7.086019115358968001e+00,1.150189779340373919e+00,1.186889758727597943e+00
7.090464547677260754e+00,1.150347502156112478e+00,1.099468545294854938e+00
7.094909979995554394e+00,1.150505049396152168e+00,1.126595284317214896e+00
7.099355412313847147e+00,1.150662421348681796e+00,1.109483132492381285e+00
7.103800844632139899e+00,1.150819618301269553e+00,1.138298310302970018e+00
7.108246276950432652e+00,1.150976640540864349e+00,1.145770771675888700e+00
7.112691709268725404e+00,1.151133488353799361e+00,1.171022948979528966e+00
7.117137141587019045e+00,1.151290162025792485e+00,1.133279495335389964e+00
7.121582573905311797e+00,1.151446661841948549e+00,1.172298434350896867e+00
7.126028006223604550e+00,1.151602988086758872e+00,1.143837439105229725e+00
7.130473438541897302e+00,1.151759141044107260e+00,1.136666433487460992e+00
7.134918870860190943e+00,1.151915120997267783e+00,1.133217605009776197e+00
7.139364303178483695e+00,1.152070928228906110e+00,1.132891850571901227e+00
7.143809735496776447e+00,1.152226563021083949e+00,1.142014095386085337e+00
7.148255167815069200e+00,1.152382025655260156e+00,1.125893738340493888e+00
7.152700600133362840e+00,1.152537316412289181e+00,1.146437555804030284e+00
7.157146032451655593e+00,1.152692435572425733e+00,1.167607296222115343e+00
7.161591464769948345e+00,1.152847383415326776e+00,1.129195839513618127e+00
7.166036897088241098e+00,1.153002160220049310e+00,1.157824644887889276e+00
7.170482329406533850e+00,1.153156766265056365e+00,1.138881585578845002e+00
7.174927761724827491e+00,1.153311201828216337e+00,1.166111287051197820e+00
7.179373194043120243e+00,1.153465467186804094e+00,1.156861006149722870e+00
7.183818626361412996e+00,1.153619562617503425e+00,1.181011992391466814e+00
7.188264058679705748e+00,1.153773488396409030e+00,1.170906510416116708e+00
7.192709490997999389e+00,1.153927244799028307e+00,1.157823170049968597e+00
7.197154923316292141e+00,1.154080832100279119e+00,1.153228630121572174e+00
7.201600355634584893e+00,1.154234250574496246e+00,1.150417627958938427e+00
7.206045787952877646e+00,1.154387500495431818e+00,1.133943224461537280e+00
7.210491220271170398e+00,1.154540582136254212e+00,1.179168078784957663e+00
7.214936652589464039e+00,1.154693495769551381e+00,1.125781050596492694e+00
7.219382084907756791e+00,1.154846241667334183e+00,1.160047283588690359e+00
7.223827517226049544e+00,1.154998820101033719e+00,1.136211689444430073e+00
7.228272949544342296e+00,1.155151231341505991e+00,1.141358840747156878e+00
7.232718381862635937e+00,1.155303475659033019e+00,1.172408583222639633e+00
7.237163814180928689e+00,1.155455553323323503e+00,1.150523539714340959e+00
7.241609246499221442e+00,1.155607464603514600e+00,1.158154261138059971e+00
7.246054678817514194e+00,1.155759209768173257e+00,1.189830098970755756e+00
7.250500111135807835e+00,1.155910789085299095e+00,1.170688638350655175e+00
7.254945543454100587e+00,1.156062202822323082e+00,1.143888102669420981e+00
7.259390975772393340e+00,1.156213451246110857e+00,1.168120481585553039e+00
7.263836408090686092e+00,1.156364534622965623e+00,1.166381966572951345e+00
7.268281840408978844e+00,1.156515453218626366e+00,1.160360133160294405e+00
7.272727272727272485e+00,1.156666207298271187e+00,1.145709614910878971e+00
7.277172705045565237e+00,1.156816797126519081e+00,1.180661126988717058e+00
7.281618137363857990e+00,1.156967222967430375e+00,1.180123873328190021e+00
7.286063569682150742e+00,1.157117485084507846e+00,1.141912456961547084e+00
7.290509002000444383e+00,1.157267583740701156e+00,1.130245629106391814e+00
7.294954434318737135e+00,1.157417519198403522e+00,1.164288054270363970e+00
7.299399866637029888e+00,1.157567291719457048e+00,1.155832095999760778e+00
7.303845298955322640e+00,1.157716901565152279e+00,1.149747554123230930e+00
