d,v,v_noisy
6.598021782618359588e+00,6.586655980389245491e-01,7.451090149781808281e-01
6.604578795287841864e+00,6.596628964118129712e-01,7.213499718200182542e-01
6.611135807957324140e+00,6.606612128737663348e-01,6.175447864163829959e-01
6.617692820626805528e+00,6.616605492916715070e-01,6.392287697009306768e-01
6.624249833296287804e+00,6.626609075279383809e-01,6.318148343463869665e-01
6.630806845965770080e+00,6.636622894404630157e-01,6.966178082525421589e-01
6.637363858635252356e+00,6.646646968825851154e-01,6.491312761784445717e-01
6.643920871304734632e+00,6.656681317030501699e-01,6.223487060132085746e-01
6.650477883974216020e+00,6.666725957459692653e-01,6.945030537177760976e-01
6.657034896643698296e+00,6.676780908507784495e-01,7.437478079780348583e-01
6.663591909313180572e+00,6.686846188522008738e-01,6.754483094895035178e-01
6.670148921982662849e+00,6.696921815802044931e-01,6.446201724094343666e-01
6.676705934652145125e+00,6.707007808599638743e-01,6.355972544099874888e-01
6.683262947321626513e+00,6.717104185118195625e-01,6.649631388818570965e-01
6.689819959991108789e+00,6.727210963512386677e-01,6.770875371304145851e-01
6.696376972660591065e+00,6.737328161887740086e-01,6.880395694282603891e-01
6.702933985330073341e+00,6.747455798300237007e-01,7.145626849806939740e-01
6.709490997999555617e+00,6.757593890755929644e-01,6.867007572340855237e-01
6.716048010669037005e+00,6.767742457210516038e-01,5.824441299665958915e-01
6.722605023338519281e+00,6.777901515568960367e-01,7.310856142545708591e-01
6.729162036008001557e+00,6.788071083685066620e-01,8.372888638367455005e-01
6.735719048677483833e+00,6.798251179361096685e-01,6.416492228156077671e-01
6.742276061346966110e+00,6.808441820347356233e-01,6.170587144982101480e-01
6.748833074016448386e+00,6.818643024341789483e-01,7.524934765096062961e-01
6.755390086685929774e+00,6.828854808989589520e-01,7.733279604789842221e-01
6.761947099355412050e+00,6.839077191882773077e-01,7.012119185598604254e-01
6.768504112024894326e+00,6.849310190559789735e-01,7.925008813210415726e-01
6.775061124694376602e+00,6.859553822505122245e-01,7.819203953104769678e-01
6.781618137363858878e+00,6.869808105148855759e-01,7.379603306870053947e-01
6.788175150033340266e+00,6.880073055866309240e-01,8.182061781235626663e-01
6.794732162702822542e+00,6.890348691977591367e-01,5.998485944539637682e-01
6.801289175372304818e+00,6.900635030747220844e-01,7.486387273455102909e-01
6.807846188041787094e+00,6.910932089383715615e-01,6.359693209406613867e-01
6.814403200711269371e+00,6.921239885039166539e-01,6.568813350399808071e-01
6.820960213380750758e+00,6.931558434808861024e-01,6.831896284259432184e-01
6.827517226050233035e+00,6.941887755730850040e-01,6.775118438660570064e-01
6.834074238719715311e+00,6.952227864785552880e-01,6.942662402976629288e-01
6.840631251389197587e+00,6.962578778895347487e-01,8.123365862506745083e-01
6.847188264058679863e+00,6.972940514924151900e-01,7.174562792814265233e-01
6.853745276728161251e+00,6.983313089677026797e-01,6.776137155469548201e-01
6.860302289397643527e+00,6.993696519899774700e-01,6.731683607341760744e-01
6.866859302067125803e+00,7.004090822278506989e-01,6.916336169947067125e-01
6.873416314736608079e+00,7.014496013439247557e-01,6.170581173244608086e-01
6.879973327406090355e+00,7.024912109947532013e-01,8.056136207513427960e-01
6.886530340075572632e+00,7.035339128307975809e-01,6.668363612140313368e-01
6.893087352745054019e+00,7.045777084963882331e-01,8.007136573285787984e-01
6.899644365414536296e+00,7.056225996296832115e-01,6.362894221663998318e-01
6.906201378084018572e+00,7.066685878626255413e-01,6.644930738023914207e-01
6.912758390753500848e+00,7.077156748209044723e-01,6.709779171245219276e-01
6.919315403422983124e+00,7.087638621239122916e-01,7.335655961312801399e-01
6.925872416092464512e+00,7.098131513847037999e-01,7.503983319786123873e-01
6.932429428761946788e+00,7.108635442099563440e-01,6.496464223804899740e-01
6.938986441431429064e+00,7.119150421999271838e-01,6.357370136333431176e-01
6.945543454100911340e+00,7.129676469484135248e-01,7.063749566771452271e-01
6.952100466770393616e+00,7.140213600427089968e-01,7.284573186998156702e-01
6.958657479439875004e+00,7.150761830635663507e-01,7.391942256336435646e-01
6.965214492109357280e+00,7.161321175851523835e-01,6.150728734064021541e-01
6.971771504778839557e+00,7.171891651750088581e-01,7.915811516721440455e-01
6.978328517448321833e+00,7.182473273940110925e-01,7.145841618400757822e-01
6.984885530117804109e+00,7.193066057963248827e-01,7.400011151341595594e-01
6.991442542787285497e+00,7.203670019293680893e-01,7.474751698287863677e-01
6.997999555456767773e+00,7.214285173337673385e-01,6.752825410660802108e-01
7.004556568126250049e+00,7.224911535433177212e-01,7.730311710268897851e-01
7.011113580795732325e+00,7.235549120849403826e-01,8.126123311600376153e-01
7.017670593465214601e+00,7.246197944786417766e-01,7.479150460109372789e-01
7.024227606134696877e+00,7.256858022374730322e-01,6.879632744742600892e-01
7.030784618804178265e+00,7.267529368674877643e-01,7.020690338203582348e-01
7.037341631473660541e+00,7.278211998677004413e-01,7.393153646248494804e-01
7.043898644143142818e+00,7.288905927300466381e-01,7.387208686270474445e-01
7.050455656812625094e+00,7.299611169393396271e-01,7.852869371861229686e-01
7.057012669482107370e+00,7.310327739732306318e-01,6.909621545687687494e-01
7.063569682151588758e+00,7.321055653021664167e-01,7.213275113611690159e-01
7.070126694821071034e+00,7.331794923893489857e-01,7.530027327787008895e-01
7.076683707490553310e+00,7.342545566906926169e-01,7.398990617519144442e-01
7.083240720160035586e+00,7.353307596547846714e-01,7.272355482357898415e-01
7.089797732829517862e+00,7.364081027228421839e-01,6.922782265333372598e-01
7.096354745498999250e+00,7.374865873286715612e-01,7.152259716184622418e-01
7.102911758168481526e+00,7.385662148986278375e-01,7.386792938020817489e-01
7.109468770837963802e+00,7.396469868515712642e-01,7.985089748877874927e-01
7.116025783507446079e+00,7.407289045988281195e-01,7.361885633917278904e-01
7.122582796176928355e+00,7.418119695441484085e-01,8.154801160344503641e-01
7.129139808846409743e+00,7.428961830836636748e-01,7.820873323930137566e-01
7.135696821515892019e+00,7.439815466058486981e-01,7.598279400771871250e-01
7.142253834185374295e+00,7.450680614914758637e-01,7.670955821639107164e-01
7.148810846854856571e+00,7.461557291135776371e-01,7.561697319533871031e-01
7.155367859524338847e+00,7.472445508374027101e-01,7.300019476782578787e-01
7.161924872193821123e+00,7.483345280203761440e-01,7.172286184977049173e-01
7.168481884863302511e+00,7.494256620120579582e-01,8.179240653295832830e-01
7.175038897532784787e+00,7.505179541541009414e-01,7.167422647662725632e-01
7.181595910202267063e+00,7.516114057802107951e-01,8.063034348134148210e-01
7.188152922871749340e+00,7.527060182161032786e-01,7.182559789759955793e-01
7.194709935541231616e+00,7.538017927794652406e-01,7.650218611977105398e-01
7.201266948210713004e+00,7.548987307799103208e-01,7.931588602841920244e-01
7.207823960880195280e+00,7.559968335189412025e-01,8.234667754573239407e-01
7.214380973549677556e+00,7.570961022899052040e-01,7.773562750737884608e-01
7.220937986219159832e+00,7.581965383779555312e-01,7.162665114591586502e-01
7.227494998888642108e+00,7.592981430600100889e-01,7.016174464691848911e-01
7.234052011558123496e+00,7.604009176047074048e-01,7.250098987938152773e-01
7.240609024227605772e+00,7.615048632723704358e-01,8.027092078128157393e-01
7.247166036897088048e+00,7.626099813149610496e-01,7.110199937407254422e-01
7.253723049566570324e+00,7.637162729760411661e-01,8.103843360404715535e-01
7.260280062236052601e+00,7.648237394907316800e-01,7.640118841398632066e-01
7.266837074905533989e+00,7.659323820856704934e-01,6.804984747968133574e-01
7.273394087575016265e+00,7.670422019789739920e-01,7.336734325517267896e-01
7.279951100244498541e+00,7.681532003801924136e-01,7.907422973578120962e-01
7.286508112913980817e+00,7.692653784902724334e-01,7.242884444452426518e-01
7.293065125583463093e+00,7.703787375015136440e-01,7.825944942100208079e-01
7.299622138252945369e+00,7.714932785975300300e-01,7.944226953162341065e-01
7.306179150922426757e+00,7.726090029532080017e-01,6.596916219084811850e-01
7.312736163591909033e+00,7.737259117346646509e-01,6.644048658800852936e-01
7.319293176261391309e+00,7.748440060992095590e-01,7.281702047052769355e-01
7.325850188930873585e+00,7.759632871953018318e-01,6.946676954713318919e-01
7.332407201600355862e+00,7.770837561625109080e-01,7.952704908466089462e-01
7.338964214269837250e+00,7.782054141314747042e-01,7.716205920755070391e-01
7.345521226939319526e+00,7.793282622238605351e-01,7.401483632810516022e-01
7.352078239608801802e+00,7.804523015523234797e-01,7.890631662639527866e-01
7.358635252278284078e+00,7.815775332204657477e-01,8.023782656328359852e-01
7.365192264947766354e+00,7.827039583227980435e-01,6.806581451039876995e-01
7.371749277617247742e+00,7.838315779446957121e-01,7.337198252919984176e-01
7.378306290286730018e+00,7.849603931623633235e-01,7.646645067410557939e-01
7.384863302956212294e+00,7.860904050427900414e-01,8.646400926140263010e-01
7.391420315625694570e+00,7.872216146437108764e-01,7.746718830956407231e-01
7.397977328295176846e+00,7.883540230135670512e-01,8.525472028416030135e-01
7.404534340964658234e+00,7.894876311914648115e-01,7.214406136769856426e-01
7.411091353634140511e+00,7.906224402071376778e-01,7.294555751927626064e-01
7.417648366303622787e+00,7.917584510809027032e-01,8.190619935133993668e-01
7.424205378973105063e+00,7.928956648236231697e-01,7.662634041584797107e-01
7.430762391642587339e+00,7.940340824366685091e-01,8.641727709859330364e-01
7.437319404312069615e+00,7.951737049118731138e-01,8.366223049615925111e-01
7.443876416981551003e+00,7.963145332314975899e-01,7.437433265657271697e-01
7.450433429651033279e+00,7.974565683681886785e-01,7.297283308335541507e-01
7.456990442320515555e+00,7.985998112849400643e-01,8.450864475210959625e-01
7.463547454989997831e+00,7.997442629350512977e-01,8.183220208691138753e-01
7.470104467659480107e+00,8.008899242620902692e-01,8.208521264673513951e-01
7.476661480328961495e+00,8.020367961998526862e-01,7.440761959850793472e-01
7.483218492998443772e+00,8.031848796723209949e-01,8.187702350647670935e-01
7.489775505667926048e+00,8.043341755936290749e-01,7.314388215483927924e-01
7.496332518337408324e+00,8.054846848680181637e-01,8.242474291629701133e-01
7.502889531006890600e+00,8.066364083898016624e-01,8.332281281858605615e-01
7.509446543676371988e+00,8.077893470433235024e-01,7.696167824972391935e-01
7.516003556345854264e+00,8.089435017029201758e-01,7.753109877768520342e-01
7.522560569015336540e+00,8.100988732328813224e-01,9.760230611139042445e-01
7.529117581684818816e+00,8.112554624874097620e-01,8.241219931200234328e-01
7.535674594354301092e+00,8.124132703105859665e-01,8.167847927123077501e-01
7.542231607023782480e+00,8.135722975363242071e-01,7.589214991049950676e-01
7.548788619693264756e+00,8.147325449883391357e-01,8.460488118689103443e-01
7.555345632362747033e+00,8.158940134801038191e-01,8.254691007010889203e-01
7.561902645032229309e+00,8.170567038148107697e-01,8.325077412053326631e-01
7.568459657701711585e+00,8.182206167853361967e-01,8.803369629758603931e-01
7.575016670371193861e+00,8.193857531741997047e-01,8.493174343561787909e-01
7.581573683040675249e+00,8.205521137535263243e-01,9.522458071454323880e-01
7.588130695710157525e+00,8.217196992850083204e-01,7.964357093959647527e-01
7.594687708379639801e+00,8.228885105198673333e-01,7.866642863296425814e-01
7.601244721049122077e+00,8.240585481988161876e-01,8.712929523037331592e-01
7.607801733718604353e+00,8.252298130520201447e-01,7.834044301030420598e-01
7.614358746388085741e+00,8.264023057990610432e-01,8.713387261448748422e-01
7.620915759057568017e+00,8.275760271488969977e-01,7.681417475846693543e-01
7.627472771727050294e+00,8.287509777998263161e-01,8.342863844413578311e-01
7.634029784396532570e+00,8.299271584394506407e-01,9.378362391074430704e-01
7.640586797066014846e+00,8.311045697446343139e-01,8.371637854891925690e-01
7.647143809735496234e+00,8.322832123814705163e-01,8.556364717007126641e-01
7.653700822404978510e+00,8.334630870052428531e-01,9.337809923217251784e-01
7.660257835074460786e+00,8.346441942603867181e-01,8.651244755575686618e-01
7.666814847743943062e+00,8.358265347804538781e-01,8.148294810950769129e-01
7.673371860413425338e+00,8.370101091880742805e-01,8.311819516490961401e-01
7.679928873082906726e+00,8.381949180949207490e-01,9.257217586385472208e-01
7.686485885752389002e+00,8.393809621016703471e-01,9.221376601909641035e-01
7.693042898421871278e+00,8.405682417979695176e-01,9.170368954071176359e-01
7.699599911091353555e+00,8.417567577623957797e-01,8.490703868724717163e-01
7.706156923760835831e+00,8.429465105624220911e-01,8.117904189677547233e-01
7.712713936430318107e+00,8.441375007543816533e-01,8.637686798563269930e-01
7.719270949099799495e+00,8.453297288834284995e-01,7.675248233947421506e-01
7.725827961769281771e+00,8.465231954835052974e-01,7.756200071690553255e-01
7.732384974438764047e+00,8.477179010773043810e-01,8.120790705086087247e-01
7.738941987108246323e+00,8.489138461762332222e-01,8.465355813705671695e-01
7.745498999777728599e+00,8.501110312803784597e-01,8.789701109948614421e-01
7.752056012447209987e+00,8.513094568784694838e-01,7.361639362634530004e-01
7.758613025116692263e+00,8.525091234478449076e-01,9.444544256436957497e-01
7.765170037786174539e+00,8.537100314544138202e-01,8.489721814633244268e-01
7.771727050455656816e+00,8.549121813526244784e-01,8.968953689526738549e-01
7.778284063125139092e+00,8.561155735854255600e-01,9.435863047270860449e-01
7.784841075794620480e+00,8.573202085842335229e-01,8.860012783700050853e-01
7.791398088464102756e+00,8.585260867688968567e-01,9.558960433372079013e-01
7.797955101133585032e+00,8.597332085476611097e-01,8.433212747472825788e-01
7.804512113803067308e+00,8.609415743171342505e-01,8.077973885460217884e-01
7.811069126472549584e+00,8.621511844622524734e-01,8.653037286653341154e-01
7.817626139142030972e+00,8.633620393562451145e-01,8.214805468993300330e-01
7.824183151811513248e+00,8.645741393606026781e-01,9.449309248753501311e-01
7.830740164480995524e+00,8.657874848250387556e-01,7.673224740184023673e-01
7.837297177150477800e+00,8.670020760874596055e-01,8.944710449202620817e-01
7.843854189819960077e+00,8.682179134739277382e-01,8.850806095711111210e-01
7.850411202489442353e+00,8.694349972986310515e-01,8.922905788144821493e-01
7.856968215158923741e+00,8.706533278638464157e-01,8.520856135282524058e-01
7.863525227828406017e+00,8.718729054599073658e-01,8.310648212652176348e-01
7.870082240497888293e+00,8.730937303651714609e-01,8.658059860196509749e-01
7.876639253167370569e+00,8.743158028459866449e-01,7.873549693809436256e-01
7.883196265836852845e+00,8.755391231566577170e-01,8.164695702327747773e-01
7.889753278506334233e+00,8.767636915394140251e-01,8.517730381544528218e-01
7.896310291175816509e+00,8.779895082243764914e-01,8.250064757985100528e-01
7.902867303845298785e+00,8.792165734295258606e-01,8.450170451099916491e-01
7.909424316514781061e+00,8.804448873606692816e-01,9.042611963128773800e-01
7.915981329184263338e+00,8.816744502114091109e-01,7.567924304069105768e-01
7.922538341853744726e+00,8.829052621631088282e-01,8.381882811799471478e-01
7.929095354523227002e+00,8.841373233848642821e-01,7.996244718966568632e-01
7.935652367192709278e+00,8.853706340334686065e-01,9.003101081265592054e-01
7.942209379862191554e+00,8.866051942533831332e-01,9.312346208572399586e-01
7.948766392531673830e+00,8.878410041767045291e-01,8.927098665055308579e-01
7.955323405201155218e+00,8.890780639231331550e-01,8.075700698804377797e-01
7.961880417870637494e+00,8.903163735999443107e-01,8.568048548969130485e-01
7.968437430540119770e+00,8.915559333019549282e-01,8.528529785217284775e-01
7.974994443209602046e+00,8.927967431114925967e-01,8.962722367560485015e-01
7.981551455879084322e+00,8.940388030983669188e-01,9.504548703997152126e-01
7.988108468548566599e+00,8.952821133198375358e-01,8.684136603168467472e-01
7.994665481218047987e+00,8.965266738205845964e-01,9.845297264738965826e-01
8.001222493887530263e+00,8.977724846326776698e-01,9.226427971870126976e-01
8.007779506557012539e+00,8.990195457755468800e-01,9.694869400514307678e-01
8.014336519226494815e+00,9.002678572559523751e-01,8.835595516221889101e-01
8.020893531895977091e+00,9.015174190679555721e-01,8.288132653178219567e-01
8.027450544565457591e+00,9.027682311928881820e-01,1.046691314318326960e+00
8.034007557234939867e+00,9.040202935993256750e-01,9.104242419935586472e-01
8.040564569904422143e+00,9.052736062430545294e-01,8.690036600511872322e-01
8.047121582573904419e+00,9.065281690670468073e-01,8.336782521986825234e-01
8.053678595243386695e+00,9.077839820014291794e-01,7.957367599484752585e-01
8.060235607912868971e+00,9.090410449634555023e-01,9.845337531156155286e-01
8.066792620582351248e+00,9.102993578574780642e-01,9.237392620471954752e-01
8.073349633251833524e+00,9.115589205749190516e-01,9.171262342603458961e-01
8.079906645921315800e+00,9.128197329942451255e-01,8.766776086703206294e-01
8.086463658590798076e+00,9.140817949809352250e-01,9.374066260863138655e-01
8.093020671260280352e+00,9.153451063874561422e-01,9.746606895048196550e-01
8.099577683929762628e+00,9.166096670532358770e-01,8.705878109936890930e-01
8.106134696599244904e+00,9.178754768046324397e-01,8.965794130492825698e-01
8.112691709268727180e+00,9.191425354549118687e-01,8.351919532960069281e-01
8.119248721938209457e+00,9.204108428042169221e-01,8.488920423853087982e-01
8.125805734607691733e+00,9.216803986395437631e-01,8.916830579785134381e-01
8.132362747277172232e+00,9.229512027347136494e-01,9.326258838134133811e-01
8.138919759946654509e+00,9.242232548503481748e-01,1.035258456354939849e+00
8.145476772616136785e+00,9.254965547338424026e-01,9.538244328549828621e-01
8.152033785285619061e+00,9.267711021193377752e-01,9.455700911727977775e-01
8.158590797955101337e+00,9.280468967276991332e-01,9.333031865301758545e-01
8.165147810624581837e+00,9.293239382664877368e-01,9.822620944128817033e-01
8.171704823294064113e+00,9.306022264299371738e-01,9.190709672398447161e-01
8.178261835963546389e+00,9.318817608989264922e-01,8.809323828087869401e-01
8.184818848633028665e+00,9.331625413409577741e-01,8.984383089556323698e-01
8.191375861302510941e+00,9.344445674101287125e-01,9.377112359550884291e-01
8.197932873971993217e+00,9.357278387471121839e-01,9.685988256587311218e-01
8.204489886641475493e+00,9.370123549791279371e-01,9.697385894265807549e-01
8.211046899310957770e+00,9.382981157199221656e-01,9.541358484364621528e-01
8.217603911980440046e+00,9.395851205697417496e-01,9.351019155906232783e-01
8.224160924649922322e+00,9.408733691153110534e-01,9.801897166405308948e-01
8.230717937319404598e+00,9.421628609298092760e-01,9.632623731828459102e-01
8.237274949988886874e+00,9.434535955728472478e-01,1.023777097144155324e+00
8.243831962658369150e+00,9.447455725904447821e-01,9.205696831994887308e-01
8.250388975327851426e+00,9.460387915150070270e-01,9.639379237330834016e-01
8.256945987997333702e+00,9.473332518653039269e-01,9.375596993049221117e-01
8.263503000666815979e+00,9.486289531464453528e-01,9.258255647815857303e-01
8.270060013336296478e+00,9.499258948498622290e-01,1.006982732185494944e+00
8.276617026005778754e+00,9.512240764532843285e-01,9.766167734982366122e-01
8.283174038675261031e+00,9.525234974207157368e-01,9.380369215045579745e-01
8.289731051344743307e+00,9.538241572024181991e-01,9.466754547646037965e-01
8.296288064014225583e+00,9.551260552348859179e-01,9.287965264815629673e-01
8.302845076683706083e+00,9.564291909408277892e-01,1.001144692670592695e+00
8.309402089353188359e+00,9.577335637291460868e-01,9.749154614960089393e-01
8.315959102022670635e+00,9.590391729949148125e-01,9.908348630022726367e-01
8.322516114692152911e+00,9.603460181193618217e-01,9.694362024793751198e-01
8.329073127361635187e+00,9.616540984698475070e-01,1.017916183634136384e+00
8.335630140031117463e+00,9.629634133998453693e-01,1.040413348402711824e+00
8.342187152700599739e+00,9.642739622489235884e-01,9.355448136857148489e-01
8.348744165370082015e+00,9.655857443427253717e-01,9.397083515428956701e-01
8.355301178039564292e+00,9.668987589929494142e-01,9.661458125509986283e-01
8.361858190709046568e+00,9.682130054973325795e-01,9.355803482356588319e-01
8.368415203378528844e+00,9.695284831396311365e-01,9.637780516330394232e-01
8.374972216048011120e+00,9.708451911896017750e-01,1.024022102439280602e+00
8.381529228717493396e+00,9.721631289029851741e-01,9.441893251624542405e-01
8.388086241386975672e+00,9.734822955214873508e-01,9.272367956984113313e-01
8.394643254056457948e+00,9.748026902727627840e-01,9.811920717653256352e-01
8.401200266725940224e+00,9.761243123703977620e-01,1.021774805849287260e+00
8.407757279395420724e+00,9.774471610138917299e-01,9.764000192605668538e-01
8.414314292064903000e+00,9.787712353886431904e-01,9.298184094330185223e-01
8.420871304734385276e+00,9.800965346659319399e-01,1.002608568564286040e+00
8.427428317403867553e+00,9.814230580029020823e-01,9.772046573658864643e-01
8.433985330073349829e+00,9.827508045425488170e-01,9.624914685925246571e-01
8.440542342742830328e+00,9.840797734137000097e-01,9.918555173964289651e-01
8.447099355412312605e+00,9.854099637310044235e-01,1.015864006662730246e+00
8.453656368081794881e+00,9.867413745949120685e-01,9.600967649581496621e-01
8.460213380751277157e+00,9.880740050916636541e-01,9.964903966373721556e-01
8.466770393420759433e+00,9.894078542932739362e-01,1.015461211162273614e+00
8.473327406090241709e+00,9.907429212575172839e-01,9.475065333355552344e-01
8.479884418759723985e+00,9.920792050279149121e-01,9.932826343966588700e-01
8.486441431429206261e+00,9.934167046337203377e-01,9.752732689834153756e-01
8.492998444098688537e+00,9.947554190899069448e-01,9.875514697908179818e-01
8.499555456768170814e+00,9.960953473971526639e-01,1.037078719205967392e+00
8.506112469437653090e+00,9.974364885418298687e-01,1.049356452578090959e+00
8.512669482107135366e+00,9.987788414959904992e-01,1.013528134174049189e+00
8.519226494776617642e+00,1.000122405217354959e+00,1.067152486642751530e+00
8.525783507446098142e+00,1.001467178649299461e+00,9.546741047283315851e-01
8.532340520115580418e+00,1.002813160720845032e+00,1.042707436930545795e+00
8.538897532785062694e+00,1.004160350346644304e+00,9.790860753501565705e-01
8.545454545454544970e+00,1.005508746426972078e+00,9.827241692528918549e-01
8.552011558124027246e+00,1.006858347847714219e+00,1.085277302229819663e+00
8.558568570793509522e+00,1.008209153480355003e+00,1.057703995742591330e+00
8.565125583462991798e+00,1.009561162181968674e+00,1.081851276902463521e+00
8.571682596132474075e+00,1.010914372795209681e+00,1.092241171069457284e+00
8.578239608801956351e+00,1.012268784148301126e+00,9.026586841710414477e-01
8.584796621471438627e+00,1.013624395055024996e+00,1.062973037200392046e+00
8.591353634140920903e+00,1.014981204314715280e+00,9.663622451148827786e-01
8.597910646810401403e+00,1.016339210712247310e+00,1.065876139735621786e+00
8.604467659479883679e+00,1.017698413018029546e+00,1.146777897078184116e+00
8.611024672149365955e+00,1.019058809987993808e+00,1.021374213570817258e+00
8.617581684818848231e+00,1.020420400363589941e+00,9.231089843676985041e-01
8.624138697488330507e+00,1.021783182871775164e+00,1.044105412746271444e+00
8.630695710157812783e+00,1.023147156225008070e+00,1.024036379258562723e+00
8.637252722827295059e+00,1.024512319121240633e+00,1.107063086995046852e+00
8.643809735496777336e+00,1.025878670243912660e+00,1.142141049699965327e+00
8.650366748166259612e+00,1.027246208261942906e+00,1.027177299299160351e+00
8.656923760835741888e+00,1.028614931829725077e+00,9.697296148712093444e-01
8.663480773505222388e+00,1.029984839587118728e+00,9.820827000769160042e-01
8.670037786174704664e+00,1.031355930159448597e+00,9.634938773054690930e-01
8.676594798844186940e+00,1.032728202157491948e+00,9.622555563862130734e-01
8.683151811513669216e+00,1.034101654177480345e+00,1.012873538742810275e+00
8.689708824183151492e+00,1.035476284801090330e+00,1.058158490960988019e+00
8.696265836852633768e+00,1.036852092595440089e+00,9.820567758309031170e-01
8.702822849522116044e+00,1.038229076113086347e+00,1.030457566653702139e+00
8.709379862191598320e+00,1.039607233892018812e+00,1.188916669389346925e+00
8.715936874861080597e+00,1.040986564455656849e+00,9.537985975964694552e-01
8.722493887530562873e+00,1.042367066312846591e+00,1.076953696471497191e+00
8.729050900200045149e+00,1.043748737957857831e+00,1.055439807856376921e+00
8.735607912869525649e+00,1.045131577870380246e+00,1.036029269621192572e+00
8.742164925539007925e+00,1.046515584515522956e+00,1.077424055110314693e+00
8.748721938208490201e+00,1.047900756343810302e+00,1.030037561179826477e+00
8.755278950877972477e+00,1.049287091791180515e+00,1.002543113258231200e+00
8.761835963547454753e+00,1.050674589278985049e+00,1.063974231970343798e+00
8.768392976216937029e+00,1.052063247213987252e+00,1.048218932051874219e+00
8.774949988886419305e+00,1.053453063988360583e+00,1.083047810123917820e+00
8.781507001555901581e+00,1.054844037979687510e+00,1.001305395854650060e+00
8.788064014225383858e+00,1.056236167550961946e+00,9.999822805336553433e-01
8.794621026894866134e+00,1.057629451050586589e+00,1.141978932304795968e+00
8.801178039564346633e+00,1.059023886812372695e+00,1.058026899284838729e+00
8.807735052233828910e+00,1.060419473155545189e+00,1.092460892946850448e+00
8.814292064903311186e+00,1.061816208384738447e+00,1.033396386914979814e+00
8.820849077572793462e+00,1.063214090790000288e+00,1.067824180533463174e+00
8.827406090242275738e+00,1.064613118646792422e+00,1.067139317610457994e+00
8.833963102911758014e+00,1.066013290215994669e+00,1.023410280615683510e+00
8.840520115581240290e+00,1.067414603743902735e+00,1.100515934253880168e+00
8.847077128250722566e+00,1.068817057462235987e+00,1.133761841244879776e+00
8.853634140920204842e+00,1.070220649588136563e+00,1.088642445241173373e+00
8.860191153589687119e+00,1.071625378324173816e+00,1.127996850780164761e+00
8.866748166259169395e+00,1.073031241858347640e+00,1.112533368568247472e+00
8.873305178928649894e+00,1.074438238364092912e+00,1.069019480166675251e+00
8.879862191598132171e+00,1.075846366000282606e+00,1.083902400597641202e+00
8.886419204267614447e+00,1.077255622911234223e+00,1.025061669953800658e+00
8.892976216937096723e+00,1.078666007226710244e+00,1.091194267922810823e+00
8.899533229606578999e+00,1.080077517061929226e+00,1.083826688425286511e+00
8.906090242276061275e+00,1.081490150517565807e+00,1.150640562826053870e+00
8.912647254945543551e+00,1.082903905679760248e+00,1.028080755071824948e+00
8.919204267615025827e+00,1.084318780620121769e+00,1.022559660494869460e+00
8.925761280284508103e+00,1.085734773395737207e+00,1.116384299955502257e+00
8.932318292953990380e+00,1.087151882049175899e+00,9.979191339895159274e-01
8.938875305623470879e+00,1.088570104608498124e+00,1.095017629119354519e+00
8.945432318292953155e+00,1.089989439087262424e+00,1.132004013234727768e+00
8.951989330962435432e+00,1.091409883484530940e+00,1.015218012333003461e+00
8.958546343631917708e+00,1.092831435784880956e+00,1.117997093332684155e+00
8.965103356301399984e+00,1.094254093958411334e+00,1.106599829408946079e+00
8.971660368970882260e+00,1.095677855960750513e+00,1.153721351988303612e+00
8.978217381640364536e+00,1.097102719733067611e+00,1.053049954336303662e+00
8.984774394309846812e+00,1.098528683202079748e+00,1.070525923050878347e+00
8.991331406979329088e+00,1.099955744280062708e+00,1.061218161516342740e+00
8.997888419648811364e+00,1.101383900864860932e+00,1.055251626259305020e+00
9.004445432318293641e+00,1.102813150839896839e+00,1.147499596991167881e+00
9.011002444987774140e+00,1.104243492074184374e+00,1.145912384805840567e+00
9.017559457657256416e+00,1.105674922422336559e+00,1.198801300517827739e+00
9.024116470326738693e+00,1.107107439724577036e+00,1.174371100194177897e+00
9.030673482996220969e+00,1.108541041806755612e+00,1.042796926824005599e+00
9.037230495665703245e+00,1.109975726480354918e+00,1.113628230387553764e+00
9.043787508335185521e+00,1.111411491542507068e+00,1.144843203111258312e+00
9.050344521004667797e+00,1.112848334776002979e+00,1.175951083508892436e+00
9.056901533674150073e+00,1.114286253949308581e+00,1.099797684383296392e+00
9.063458546343632349e+00,1.115725246816574812e+00,1.036591635104469056e+00
9.070015559013114625e+00,1.117165311117654047e+00,1.088532099490332694e+00
9.076572571682595125e+00,1.118606444578112091e+00,1.071135119714909045e+00
9.083129584352077401e+00,1.120048644909243718e+00,1.129450828697250886e+00
9.089686597021559678e+00,1.121491909808087328e+00,1.170271004190444719e+00
9.096243609691041954e+00,1.122936236957438050e+00,1.188115376244277988e+00
9.102800622360524230e+00,1.124381624025865722e+00,1.134021551936425620e+00
9.109357635030006506e+00,1.125828068667728887e+00,1.142856123006226632e+00
9.115914647699488782e+00,1.127275568523190108e+00,1.155273467492063943e+00
9.122471660368971058e+00,1.128724121218235510e+00,1.111902199061021390e+00
9.129028673038453334e+00,1.130173724364686993e+00,1.168021270949391788e+00
9.135585685707935610e+00,1.131624375560222218e+00,1.228308986451062124e+00
