N,P,T,N_next,N_next_noisy
1.104657989256386088e+02,6.138105252918714427e+01,2.964292525958742530e+01,6.408891643984063746e-01,9.455037439194662330e-01
1.654258774704122459e+01,6.605878927847531656e+01,2.197161034271235280e+01,5.328298243244962151e+01,5.460168392849341501e+01
1.003335576721746314e+01,1.430826527738956031e+02,1.913262408494173883e+01,4.298191918735022909e+01,4.412037981812119369e+01
4.771104788846095346e+01,3.587056875130672751e+01,1.510193608305946356e+01,2.075678090445714474e+01,1.919098183322942575e+01
1.431588539504699220e+01,1.541687385113406883e+01,1.963926494953211233e+01,3.990710176380120799e+01,4.127061364761016193e+01
5.946928530103676280e+01,1.054138550602563100e+02,2.078968305558875329e+01,3.262788606088763999e+01,3.186364916616130571e+01
8.718613500514837256e+01,1.262088725080730427e+02,1.983699481999535408e+01,1.352695471717489539e+01,1.161400245193213010e+01
1.354425540437093289e+01,3.909688231891488641e+01,2.912302935946526006e+01,8.666495039439636727e+00,7.437022804029021827e+00
6.950958750196957681e+01,9.709858061306867683e+00,1.193043439439277620e+01,2.180106775680073383e+00,1.213592664435019453e+00
8.374232812576491369e+01,1.017679117935028472e+02,2.042715117420166138e+01,1.407037608535934758e+01,1.406342824501930799e+01
8.511635364521592351e+01,1.323791083151082262e+02,1.830686661577318830e+01,1.396189224313065580e+01,1.292991677014440910e+01
5.500203996261936901e+00,1.303935242153670515e+02,1.334326253046597088e+01,8.777221791998069733e+00,7.266976331218141461e+00
1.162119094516954476e+02,1.905774611059376156e+01,2.505912571706213754e+01,9.161773565281152720e-01,6.516833213968131755e-01
1.085771673994332360e+02,5.581781962486418536e+01,1.331926962282004645e+01,1.707069878851167788e+00,3.630973821644739807e+00
4.525466559274506295e+01,8.020118267879783502e+01,1.017435327094155006e+01,6.858388494607836172e+00,6.156037612219234845e+00
7.123046913759301901e+01,1.228593792484184277e+01,1.740532722151692013e+01,7.125800627927478814e+00,7.590054143377224172e+00
1.111381000378625430e+02,4.584190763013564407e+01,2.561328101923018963e+01,1.775885297110977756e+00,1.855832128340443754e+00
1.252771348889134089e+02,5.473887964260516981e+01,1.195581859617692189e+01,6.048793573017793301e-01,3.262947071496353324e+00
3.790974627424371590e+01,3.697566561722648970e+01,2.985764270339195647e+01,6.536095341295141026e+00,4.637837181635662276e+00
1.158539823595532710e+02,7.285485927085706237e+01,1.984707043203116683e+01,3.734190615151237402e+00,4.829572262366216506e+00
6.420555706596687173e+01,8.059110707838171095e+01,2.923775019745858472e+01,4.686730783475563378e+00,3.405345787675449820e+00
1.430209127175186836e+02,9.417208616300905533e+01,1.876334706664016139e+01,1.600155609566072279e+00,1.007740355545936772e+00
1.318764587574457607e+02,1.245892040594338539e+02,2.129538332956692770e+01,2.722629575034364091e+00,2.625947921640952032e+00
5.434073694310289682e+01,4.683137388173575744e+01,1.103784134234506276e+01,5.940413397684792152e+00,9.126499599482832181e+00
5.461504461914815778e+01,8.413422878094013413e+01,2.130687851901959462e+01,3.492475978923320667e+01,3.416175447894988082e+01
7.338954334843636218e+01,2.326050264810676893e+01,1.747171522922651477e+01,8.880266379940694677e+00,6.991382266692357739e+00
1.441360747042322714e+02,8.795097018802736955e+01,2.106815725840804276e+01,1.489381830205066093e+00,2.786745430546292202e+00
2.245310063849233373e+01,1.990939312458886334e+01,1.941822539441505668e+01,4.875053189745943882e+01,4.791129578912933340e+01
8.278628871034658232e+01,1.051960889454778822e+02,1.223377224146662812e+01,4.428756113548938167e+00,4.185805759858245878e+00
9.750890241206015219e+01,3.164740092616677458e+01,1.467185432331573658e+01,2.535508983722263743e+00,2.511467160778007024e+00
1.082882060892641789e+02,6.683967012512947292e+01,1.885812048375303362e+01,4.573862998566637472e+00,4.670851784147529884e+00
1.100011275996419080e+01,1.360181915495993508e+02,1.556855796106013479e+01,3.199671510415998910e+01,3.182657647580309757e+01
9.029798232685531900e+01,3.005717123163086413e+01,2.442329496059549498e+01,3.920965904590762552e+00,4.188722340564816626e+00
6.811571413109508910e+01,1.976009052499969698e+01,1.699457747512256844e+01,9.688075274954414340e+00,1.007543487719015829e+01
5.157311698794556065e+01,1.101821919849770808e+02,1.512658100005678818e+01,2.662624378264380098e+01,2.748016660086173957e+01
1.456098260639630269e+02,8.901296057020439889e+01,1.622744662273709793e+01,1.096970205007258281e+00,6.697370691075963389e-01
1.679833915276616096e+01,1.316639840231542848e+02,2.963537341744654441e+01,1.015565749832584075e+01,9.406927354970937571e+00
1.065950755882642369e+02,2.359289061847947977e+01,1.240117721760906555e+01,8.107731733838623445e-01,-2.527771052831915277e-01
3.144970888423023681e+01,1.442649575239900344e+02,1.783410467271484379e+01,6.510386295648420685e+01,6.569657185665340648e+01
1.422672411315692216e+02,9.513120574898984216e+01,2.702106019930064917e+01,6.356313616112542197e-01,5.893332164151390273e-01
7.554686930487751795e+01,1.414460190190005733e+02,1.043804966280789870e+01,3.370780081895173197e+00,3.923984653323006278e+00
6.855475110755212143e+01,2.899379883484517251e+01,1.433195516388781776e+01,7.265504793832183950e+00,7.803701035648055395e+00
3.802675032176902903e+01,1.293815575354099963e+02,2.780957817200305371e+01,1.857709910129847231e+01,2.026297603465307873e+01
8.053312945804063361e+01,9.598485281847541728e+01,1.951165702642281730e+01,1.540576075606775852e+01,1.561326585163479486e+01
1.297850144501080365e+02,8.592490518976356384e+01,2.431525378632121104e+01,1.715620445250550796e+00,2.467991761940613760e+00
1.173891890051755738e+01,1.353317648301311351e+02,2.836705394048399853e+01,1.238874282451408071e+01,1.118615299821926712e+01
9.907574876129864094e+01,1.339096503128833149e+02,2.698351084879187312e+01,3.435736591303688137e+00,2.355434915113734817e+00
2.283660365721662444e+01,1.400794255450294372e+02,2.531267694897134390e+01,4.176521946325438961e+01,4.145348171745003185e+01
3.453550062433807710e+01,1.375597539965832539e+02,1.530961693021371417e+01,4.371135756144550299e+01,4.249463988563105943e+01
1.282240221473569761e+02,6.390195136461518644e+01,2.881849595380872131e+01,4.632473548977585343e-01,1.152840572688906162e+00
1.176846289145726843e+01,8.577945213251183532e+01,2.534628342715888394e+01,2.659061765944791844e+01,2.525756487117359939e+01
1.100189615970680137e+02,1.340228623441144293e+02,1.370973173703336201e+01,2.816990921319102448e+00,2.885373940054815733e+00
9.620115439730307472e+00,2.481156644403017708e+01,2.478676377664361752e+01,1.975314547610035731e+01,1.729504985460075517e+01
7.692194812709144003e+01,6.299864405387885391e+00,1.796878022580928302e+01,4.567410915298474983e+00,3.462631191893129845e+00
9.390269013766740613e+01,2.662009529767909299e+01,1.443208302937409826e+01,2.500825896118012537e+00,2.161790559849065652e+00
2.290278196267411559e+01,7.281675209720916087e+01,1.855626119275027008e+01,6.300274920051565886e+01,6.274370951365043680e+01
1.205143294383056656e+02,3.663599837646425783e+01,2.141369958187638645e+01,1.922713803866309634e+00,1.310680605000340559e-01
3.393060621719080672e+01,8.288354311458553525e+01,1.027282709407545447e+01,9.352834307879644982e+00,9.461503386972109908e+00
7.187669038378444952e+01,4.394944929742805328e+01,2.739638937857616341e+01,5.012637585814388785e+00,5.987501614517672266e+00
3.680190048267714076e+01,3.696767314250222825e+01,2.533719123252504346e+01,2.655634267527905479e+01,2.720458308051665597e+01
1.147743024391995874e+02,3.916603274044196326e+01,1.328946107719028547e+01,1.060984699515965524e+00,4.024016350780571516e-01
3.842005664976289836e+01,3.216153011433982556e+01,1.466190705321352894e+01,2.434234906548361721e+01,2.375505222731507970e+01
4.006520718048157903e+01,1.487866961993311463e+02,2.233070375752908987e+01,5.540612341307996047e+01,5.421982313138051524e+01
2.814339742308543890e+00,5.609871983330404532e+01,1.567999213083123777e+01,4.862956585962426637e+00,5.492744580574385083e+00
1.350758021282933328e+02,4.831041551072666351e+01,2.252973256827507953e+01,1.241497486286879948e+00,2.683156324038834750e+00
6.005947450776998764e+00,8.198033113249771020e+00,2.747457575276899533e+01,5.132294044712641501e+00,4.606338569212115708e+00
4.787338069932295781e+01,6.641746747870048750e+01,2.427861132371144492e+01,2.874198276417808273e+01,2.704416469723030403e+01
9.740406716877701854e+01,1.123464335963096374e+02,1.699939631105165461e+01,7.539457195655513644e+00,7.739461438260412329e+00
5.048077433834849614e+01,3.155215041981255553e+01,2.542480224001146638e+01,1.607180044344713821e+01,1.677956986755366842e+01
8.998370888380485155e+01,1.423205965197185492e+02,1.900326594775863853e+01,1.253188056744857093e+01,9.809756717723477237e+00
5.532016609417895125e+01,1.088552636591998635e+02,1.869407223248818894e+01,3.678165455954039231e+01,3.692001059917257066e+01
1.321127173407154203e+02,1.200998696923872160e+02,1.098202436856161590e+01,5.394904264503346258e-01,2.703877406131175221e+00
2.468790322755451072e+01,8.700517054300279085e+01,2.451792678660868319e+01,4.543748086726481006e+01,4.625812847669450179e+01
3.743154246221493509e+00,1.245617731107527817e+02,2.430291255431229658e+01,8.515336424541274596e+00,9.065795225463730844e+00
1.585530054602880234e+01,2.818623284519312833e+01,1.556584416440290042e+01,3.207261049449495971e+01,3.247473177182002502e+01
7.907481351672697656e+01,7.475134079725869185e+01,2.574795307431004687e+01,7.594298458232872306e+00,8.656197279527532373e+00
8.924803624334663255e+01,5.575820280245312510e+00,2.989166684500694871e+01,3.881876573099992678e-01,-5.529795964969467237e-01
1.252515199377884869e+02,8.383300099319517074e+01,2.817629792789360010e+01,7.577109967669650725e-01,-8.762680567002800736e-02
1.432425493029042798e+02,5.200067093323666256e+01,2.885077536725498604e+01,2.307860877739690009e-01,6.383553966681053682e-01
6.079435930636218899e+01,8.459159454686628976e+01,2.604959662085394356e+01,1.419973248754584816e+01,1.351440314305547830e+01
1.237305809942464379e+02,1.320743134334195759e+02,1.485222964448932714e+01,2.256125017915306952e+00,2.514827438130101012e+00
6.137029228055185115e+01,6.218669003530865069e+01,2.785274886847698639e+01,7.535418921500719236e+00,5.622856437870326296e+00
5.622789656808794234e+01,8.294695831069516601e+01,2.769845773099665465e+01,1.043685547549407033e+01,1.119481013920870360e+01
2.077144892082225880e+01,1.453731610779908010e+02,1.701235558796768288e+01,6.042159085805882057e+01,6.126856227025865564e+01
1.304293541434655594e+02,8.972015738334515333e+01,2.520579505386791297e+01,1.450893382151144495e+00,1.494571284248402687e+00
5.107998230847327648e+01,1.244823473472572886e+02,1.145115226409143006e+01,1.037225381205714214e+01,1.053667675320523678e+01
9.735697406583950908e+01,1.041434151924720197e+02,1.319514914612181222e+01,3.469230242264747410e+00,5.089881327967990643e+00
7.805765635627514598e+01,3.221334543507217063e+01,1.465329828919410815e+01,5.606723959357840847e+00,4.523629331475836679e+00
1.495287912148056648e+02,1.369099271222885363e+02,1.936816983315912211e+01,1.599989116069468365e+00,6.868324597842464518e-01
3.908946335143176753e+01,5.416710644714017064e+01,1.511988975941763513e+01,3.093354189344700700e+01,2.983973559953155430e+01
8.317329819430173643e+01,1.292180476113775853e+02,1.410678561509511475e+01,7.836165782732996021e+00,7.411435611477450003e+00
1.186552063111005424e+02,6.693395733041778328e+01,1.012865319499481487e+01,4.564790175919766213e-01,-5.546709034163943564e-01
2.947106894754086071e+01,3.539149295202935974e+01,1.167556320353552657e+01,1.342697370381061894e+01,1.346402218099955839e+01
1.236528963712989366e+02,9.611903803209111175e+01,1.729042478950258754e+01,2.844420870664838397e+00,2.193684064665752498e+00
8.416729011601094612e+01,3.302555221807540420e+01,1.995988067086478779e+01,7.863745041619899290e+00,6.414595921964525438e+00
1.642434133852353995e+01,1.078468501979137955e+02,1.416960180454237950e+01,3.159615614308543385e+01,3.004597840691069877e+01
1.452404583453047451e+02,6.702551317470726744e+00,1.303701346404906403e+01,1.103659560428231629e-01,1.322023062924256642e+00
6.236588335792455950e+01,9.204685839558983673e+01,1.297812740983424007e+01,1.073852910764156476e+01,1.066965028968802010e+01
7.183552123259097755e+01,1.076768406243002971e+02,2.270994727051199646e+01,1.892030658607211180e+01,1.869296876173754640e+01
1.178848801908898452e+02,3.257069572300423488e+01,2.661250697546945787e+01,8.511313623329493927e-01,8.777009477359613010e-01
1.447309565403515137e+02,1.023542281495863904e+01,2.806063452817604542e+01,9.678751028972817916e-02,1.442539444558112172e-02
3.758524041218640122e+01,9.363963386829239255e+01,2.249297462797532532e+01,5.248614231262295959e+01,5.324225524820532485e+01
2.128865776002682253e+01,1.397155946393390877e+02,1.823213787770453109e+01,6.794692719316820728e+01,6.850918622136343572e+01
1.119649033998224041e+02,1.401952272729469939e+02,1.712344539782650088e+01,5.010407468151956145e+00,4.420699721798085235e+00
1.018785886761028365e+02,3.466346987582458183e+01,1.793175629117044423e+01,3.656592035859393963e+00,2.833064978646113286e+00
6.753156093660680881e+01,1.457695001755192550e+02,1.777422141150859147e+01,2.507434066624012203e+01,2.398761987767902681e+01
9.749342799415239824e+01,2.789837298819250933e+01,2.434819216973674116e+01,2.833001398040521313e+00,1.581870101828938280e+00
1.416783471152857601e+02,7.727239683564731365e+01,2.672912541136483711e+01,6.194826534273886187e-01,2.021628293497732543e+00
1.264447357801054892e+02,2.517784211433202657e+01,2.530664641371937407e+01,6.986186530209455015e-01,-2.179205816434721665e-01
8.566473728654807474e+01,1.178687547873759058e+02,1.348010591885733511e+01,5.955499275087818845e+00,3.936453481546172029e+00
1.363853885592423580e+02,1.388173115454358140e+02,1.815240042347881300e+01,2.368320425307108845e+00,1.524835963449578280e+00
1.370238093014561969e+02,4.943887765806976375e+01,2.231002497679256180e+01,1.200616808854085171e+00,4.122551145423948293e-01
1.159021878185096597e+02,1.436070051774651972e+02,1.389895058572263586e+01,2.472794829003317041e+00,2.802646443163117063e+00
1.866558237991045033e+01,9.986336249162782508e+01,1.005918317594902334e+01,9.100270511879720914e+00,8.214287926094341330e+00
8.469462918196221324e+01,1.119743624148978824e+02,1.822463999430661730e+01,1.329016461740392074e+01,1.382491768444059232e+01
9.148276640240744939e+01,1.177064156792730643e+02,1.519332785144971609e+01,7.145958740212805083e+00,7.534485714814359802e+00
1.320208833030050073e+02,1.430125753262721560e+02,2.879620195356959655e+01,6.346916960245096995e-01,1.901521214059465725e+00
7.791825501540637333e+01,1.001198910369014214e+02,1.958486459614802655e+01,1.720360194244038254e+01,1.937059502151390689e+01
9.227587659161041245e+01,1.013562994501779428e+02,1.231797813549078846e+01,3.191207104355225255e+00,6.040111229486152311e+00
1.075594201609744829e+02,3.992332469924271265e+01,2.715824529900823237e+01,1.254356745182391597e+00,2.605191388065156932e+00
1.349682275859427349e+01,1.376301899923943211e+02,1.231699231752917179e+01,1.736392223337956153e+01,1.620422191210293406e+01
9.395098614781089097e+00,1.153744253613096760e+02,1.521782994319185889e+01,2.509574468142987413e+01,2.469154528842834040e+01
5.529276137397753033e+00,1.414707257213860601e+02,1.940196142589203632e+01,2.151093151018599769e+01,2.175857765319730319e+01
1.691848405079403506e+01,9.557327996235497380e+01,1.424187552403574308e+01,3.204431716209991521e+01,3.411244466609623061e+01
3.906713779404155673e+01,3.549490819672106312e+01,1.979628706404307792e+01,4.363055830193221141e+01,4.430717863452938587e+01
8.209631862209953113e+00,9.637644330064925668e+01,2.306774878836728249e+01,2.765349645654181288e+01,2.885686886114460137e+01
8.987050515142601625e+01,8.358085329953675569e+01,1.177677516803063718e+01,2.692505864841209906e+00,2.518553983229408821e+00
8.627108845817136284e+01,2.776000892115310847e+01,1.206417749900085212e+01,1.850231517273016157e+00,2.440516013583682753e+00
6.883842745215578418e+01,4.688760104257853811e+01,2.661412717167006647e+01,7.240143861060333030e+00,7.958336117030563983e+00
2.333453692689331227e+00,1.459191176682759306e+02,2.808891501418144898e+01,1.629603372196180899e+00,1.173294876733089964e+00
7.835823141241608880e+01,1.478738592701135417e+02,1.600397303107265401e+01,1.403067947330050558e+01,1.480800743695485266e+01
1.982892485475071709e+01,8.091239656695131544e+01,2.567680612227611903e+01,3.401744587446636103e+01,3.508825646819262545e+01
1.760746252674945556e+00,5.737335171352524554e+01,1.004181073800091184e+01,4.524429494358535586e-01,2.940772146800376685e-01
1.196378811672795450e+02,1.082429928299900155e+02,1.408250045385982219e+01,2.002440394496878717e+00,3.020586928615702327e+00
1.366872987064823235e+02,6.395837931422158285e+00,2.802119047129579599e+01,1.098982134115650128e-01,1.757852923731677119e+00
1.177569451414249002e+01,1.399043387637482567e+02,2.092513920553680151e+01,4.974539774270920134e+01,4.981169768118601127e+01
9.919072428757257853e+01,6.655058542274338151e+01,1.742125248859652586e+01,5.754094584060903905e+00,5.754416761837625849e+00
8.939747208072866158e+00,1.283304083864720546e+01,2.369992083701560404e+01,1.988496259269587441e+01,1.957534529766943621e+01
8.774612463843689625e+01,6.142760712055095951e+01,2.545170538942626237e+01,5.343614561222500114e+00,4.724305104196528049e+00
9.396283297753279840e+01,1.132720669613304239e+02,2.313205428294052624e+01,8.411876365355833940e+00,8.568027512001505031e+00
8.842605093013769135e+01,4.086005965309288612e+00,2.342582319357032006e+01,2.083425560317397895e+00,1.671598708490231511e+00
1.485547159710171741e+02,1.327829628684373802e+02,2.511207645071836581e+01,9.736654789250753783e-01,6.616848205247520820e-01
9.243405166424795993e+01,5.552382893708531242e+01,1.663040121748177569e+01,6.112877401254288579e+00,5.339386127093964873e+00
2.575388603761982154e+01,7.260077497395006674e+01,1.720825954399537494e+01,5.635577634994832152e+01,5.481972824999068195e+01
1.399888257027937186e+02,4.884209429413256487e+01,1.002952328720047426e+01,1.627866895186897422e-01,-7.744574022076158304e-01
4.555268842527723194e+01,8.948385291865626812e+01,2.853678401795893649e+01,1.124382282146729928e+01,1.157282025142438009e+01
8.137447796093310615e+01,5.331369221101211053e+01,1.361660443231320450e+01,5.072968750724684561e+00,3.889830376797863920e+00
6.544431509849856354e+01,4.946525501691215965e+01,2.085848880177733378e+01,1.994269805566754883e+01,1.929472416209693009e+01
1.212040903531031546e+02,8.008648182776973101e+01,2.796053225194730274e+01,9.150847310308436455e-01,2.557244857980921271e+00
1.351645424475796986e+01,6.086026763241215320e+01,1.538715049950697278e+01,3.248088800917005159e+01,3.360740377364724196e+01
5.577433352764005292e+01,1.314388149010321456e+02,1.184737101614396693e+01,1.041320945190514458e+01,9.719793399540515466e+00
6.696461594913121473e+01,5.164711380971621679e+01,2.957621885326591737e+01,3.115168307181962248e+00,3.718547733957269674e+00
9.001466038744254661e+01,1.917751797495364841e+01,2.663937958411318263e+01,1.865181979963546732e+00,1.214896035456399126e+00
1.362782794600265390e+02,1.029774584515913176e+02,2.271650764291440794e+01,1.892658346782218004e+00,3.520247513379711979e+00
4.592322239314066934e+01,1.150779473910181849e+02,2.529670068676435335e+01,2.899425468146274909e+01,2.840856098612519176e+01
5.248496643192628142e+01,1.404220159815874354e+02,2.239213973462247864e+01,3.932795440476287752e+01,3.940967110512376337e+01
1.011289129946956962e+02,5.740815818205946641e+01,1.636758020981396555e+01,4.314475233615539196e+00,5.699283849865278029e+00
3.213465522889615045e+01,6.805611993544488314e+01,2.188075011801923608e+01,5.689249656492712148e+01,5.606461980544082024e+01
7.697249646750094598e+01,1.101261820678295749e+02,2.835731111252509962e+01,4.567676382967830406e+00,5.872210590606482761e+00
4.863843926721334299e+01,6.542401461143157348e+01,1.253929655198186843e+01,1.323785481927151508e+01,1.242040347970007730e+01
9.393876480019079622e+01,1.496026562815637533e+02,1.772676091885468708e+01,1.021461380403276209e+01,1.045280954890312586e+01
8.750483909835617169e+01,7.234740515207172962e+01,2.991796521205890258e+01,1.483588323919515783e+00,1.187973631073915737e+00
1.032006935546244222e+02,2.698531793532572109e+01,2.957210206760524329e+01,5.144052656897885045e-01,4.259002290862330953e-01
6.502474538446236352e+01,1.186864023525513261e+02,1.168138156540969597e+01,7.131711759382355353e+00,7.291802059411219616e+00
3.581331159667052333e+01,1.705300877345046473e+01,1.250291520436203996e+01,1.230925615747285562e+01,1.223491176541435266e+01
3.178011452812754101e+00,5.287444510563178568e+01,2.289554772674134853e+01,7.140705987587355530e+00,6.123372578463753158e+00
9.063816665246847037e+01,2.635255505990019387e+01,1.424187739900511929e+01,2.721770297954468898e+00,3.588350121363005130e+00
3.449739030977924870e+01,1.165936013436548819e+02,1.392844967345643070e+01,3.154586474173941824e+01,3.226640407068819627e+01
1.719115106412610228e+00,1.246989286995015789e+02,2.641862822597295946e+01,1.558277874639832028e+00,2.848114398872972686e+00
5.687928276605336464e+01,1.139777301168975612e+02,2.675368308968016251e+01,1.473250507255427344e+01,1.611745322938356040e+01
4.184563479798686814e+01,6.491391303594448914e+01,1.536769587286253724e+01,3.183431724097555815e+01,3.049034941470035420e+01
1.027276726103591500e+02,1.155999501904258864e+02,2.995766054917705290e+01,1.040744585129283362e+00,2.326255871677851417e+00
4.537143115423185691e+01,1.356887252942423174e+02,2.293097009630587380e+01,4.496819421602173605e+01,4.626592888980223250e+01
5.578132000065387075e+01,4.944667346959830212e+01,1.830515807548972873e+01,2.716119511619836402e+01,2.662895192264076627e+01
1.088629940765125070e+02,5.208823530431740068e+01,2.696399598215026572e+01,1.496954295093896770e+00,2.534358900963864514e+00
1.014490060195910672e+02,1.275099979658153302e+02,1.525306586494371963e+01,5.244148332249592315e+00,6.712379503845038897e+00
2.494895720369458303e+01,1.280398463732012146e+02,2.915085610410467609e+01,1.368914335616435807e+01,1.315030785265897784e+01
8.843492028327523258e+01,5.059444512089810075e+01,2.739669417725148293e+01,2.842610497699154415e+00,1.463851148475701303e+00
1.399922932890205232e+02,9.105309437829546937e+01,2.978727936157357092e+01,2.646451819342930389e-01,-9.489134427571582764e-02
1.364934375190358651e+02,9.227414277357091521e+01,2.429195570998318132e+01,1.416581779498876426e+00,4.209288843911221711e+00
1.275580080464188484e+02,3.882717840772504481e+00,1.576800233528279982e+01,3.456430752658378180e-01,5.819035280661357667e-01
4.302002170305038220e+01,9.049358321005740891e+01,2.624714672695170492e+01,2.375020568158773671e+01,2.253599622984327056e+01
1.439787821172685085e+02,1.336596655685125086e+02,1.575080978743348936e+01,1.340588040430707784e+00,1.087640768023709459e+00
3.074777520223506500e+01,1.211881352209365303e+02,1.845436531130223301e+01,6.678095186539687234e+01,6.578689965080022262e+01
6.088013982984811179e+01,1.215405017862506014e+02,2.380775366714099661e+01,2.456486387721826503e+01,2.416558328140157030e+01
1.800598959794842457e+01,1.357292085882096444e+02,1.166049584502508019e+01,1.684255873073314547e+01,1.693770284928998038e+01
8.527608873450928684e+01,9.344865526148998924e+01,2.813303466316284229e+01,3.440368043944700194e+00,8.787710390028347085e-01
1.086751836806466400e+02,1.201955823198053537e+02,2.897576699215815665e+01,1.243539006009867443e+00,1.603939787489252256e+00
1.034574774365792109e+02,1.443083000913137255e+02,2.877208834008512994e+01,1.724555798392877648e+00,3.139225435424308763e+00
2.070949261482638803e+00,1.245985128346540591e+02,2.714630727852574310e+01,1.749705787083215336e+00,1.552336981736712529e+00
1.473878356432318526e+02,8.792534997615872783e+01,2.109716642457957647e+01,1.328296047473073616e+00,9.456011245681059663e-01
4.719146063514466505e+01,5.818737906831788820e+01,1.474432246284427350e+01,2.334119365898454035e+01,2.443478410489937147e+01
1.114664034847054239e+02,8.612234198912230454e+01,1.119424261246029495e+01,1.020013040507345536e+00,-2.466255855521286566e-01
1.390637926637350290e+02,1.247891343691422463e+02,1.112898732485496822e+01,4.559937548422791642e-01,-7.898964262662944158e-01
1.172448706573489687e+02,1.442210457213100767e+02,1.934117694453048486e+01,4.934875780386048127e+00,3.544339717689522828e+00
7.896282601311519045e+01,1.789941763893626714e+01,2.203094473617671412e+01,6.396058098936113545e+00,6.238680142070455403e+00
8.126014207417448176e+01,9.954619353568220674e+01,1.094523382837880199e+01,2.968036846737673873e+00,3.362063824354875052e+00
2.242220957362509637e+01,7.723133222309263601e+01,2.375923211781231004e+01,4.993502511280625100e+01,4.984445216874637907e+01
5.792887050354252665e+01,4.145236259694866021e+01,2.404888470903535591e+01,1.782691620553879730e+01,1.837669242883688980e+01
1.235527943868077614e+02,3.283261084563060450e+01,2.299696574881356881e+01,1.378554673068360215e+00,2.209301873030812935e+00
1.024963412647406358e+02,1.243013604952119096e+02,1.848615108196879930e+01,7.501092863629196472e+00,7.997678130900713001e+00
9.986497737702809729e+01,3.082079813204179786e+01,1.984156831127687681e+01,4.000319878896434034e+00,3.191666072355172190e+00
1.025331339853245538e+02,1.366100162512427403e+02,2.814815883793574258e+01,2.155877309386156515e+00,1.887789620249825884e+00
5.308172596884718075e+01,9.940789213028475046e+01,1.655950525808441043e+01,3.141830029131319435e+01,3.266654748652361917e+01
1.470502530173642413e+02,2.373558750983911736e+01,1.882135856231602844e+01,5.255462799566970045e-01,-5.211403132669305549e-01
5.110844325130742760e+01,1.151854884659897351e+02,2.522526788065624004e+01,2.542101013712176538e+01,2.516758643263582584e+01
2.888242499714289480e+01,7.781210968322159260e+01,1.630627569650456365e+01,4.989505433759801889e+01,4.947778052393318404e+01
1.006390030245524656e+02,8.311210086356884119e+01,1.508030045985334766e+01,4.315472943243213066e+00,4.135384284282225487e+00
2.620960978422459675e+01,1.261877760039178327e+02,2.674196241471852886e+01,2.934325303377850602e+01,2.826758454204658833e+01
1.463156961579644246e+02,1.475073478015269188e+02,1.455589774046149820e+01,1.028788321492385638e+00,-3.205451810949251357e-01
8.675273778455968454e+01,5.739883673691699784e+01,2.225137041822068085e+01,8.766359589277707087e+00,1.132232356902719772e+01
1.890111901284442553e+01,1.064405179295741704e+02,2.839902363120411621e+01,1.627017699448152399e+01,1.721607807956919345e+01
4.519158321249289401e+00,1.623276225860455213e+01,1.346130647751566300e+01,4.960816621352893030e+00,4.248199386375518749e+00
9.057972525625814342e+01,7.844266397160133408e+01,2.959872499534791146e+01,1.559564239444549250e+00,1.500599263003060901e+00
7.280277696376963092e+00,7.984543119975363368e+01,2.795527656833962027e+01,7.959124285747155803e+00,8.635832801040450590e+00
8.813996242660774527e+00,1.071004003477175459e+01,2.111647959180843515e+01,2.454847370524884909e+01,2.420481272636716596e+01
6.245398169820574452e+01,6.546721156718531631e+01,2.461769241211769099e+01,1.658166270495105721e+01,1.719818627090425167e+01
6.779506420650290011e+01,1.124105006441108685e+02,2.354903007366401724e+01,1.983412933085448415e+01,1.921884463754433980e+01
1.245154291218445053e+02,7.186537909926304479e+00,1.027822252711759177e+01,1.014675870043254546e-01,-2.570615628154163113e-01
2.027987903005720938e+01,4.692629655990298687e+01,1.967762190227555053e+01,5.842201562480204302e+01,5.833724686896064071e+01
1.303815277017540097e+02,1.007604574807106985e+02,2.921250124910564594e+01,4.879977389733923809e-01,3.050222821630454995e-02
6.134531625870558713e+01,1.690484834295212124e+01,1.885350579888573819e+01,1.402128546883232119e+01,1.156846297820814407e+01
1.280940610948432550e+02,1.150361140977095431e+02,1.638302184400901496e+01,2.377944515717757668e+00,2.399096599747577052e+00
2.355054338211321507e+01,7.302016056419596168e+01,2.322178653365189049e+01,5.355092152789644899e+01,5.381254354362476988e+01
8.162380349752483610e+00,1.431260449424672458e+02,1.638325409611173455e+01,2.695930317615567162e+01,2.743549964465062629e+01
6.593807214263715366e+01,1.001629603532767874e+02,2.432198759967188550e+01,1.803920484822456771e+01,1.704521983992621514e+01
3.313229590685403991e+01,8.052276136595079947e+01,1.522366942442809901e+01,3.959463439316571964e+01,3.993888175876176660e+01
7.225965826752285182e+01,1.344157097634869729e+02,1.587042113189154691e+01,1.644110796918826978e+01,1.665680855607849153e+01
1.232092754068716971e+02,8.378927441983348956e+01,1.864835400224528428e+01,2.991846784296818829e+00,1.223028912890234299e+00
1.329288882732068373e+02,4.478808833939152834e+01,2.801072742488371858e+01,4.008323803415037578e-01,-1.801102925117753939e+00
1.393540910889814910e+01,9.001910720765451401e+01,1.417681451124043335e+01,2.761526811819055993e+01,2.809173870282650753e+01
3.930638973412099091e+01,3.409029583707425815e+01,2.539367711285179041e+01,2.392282721200868423e+01,2.296864187583976857e+01
