t,N,S,A,dN_dt,dN_dt_noisy
6.805361072214442686e+01,1.155265863368597456e+04,9.000375898779158206e+02,8.123159864876788205e+00,2.948179331198856516e+02,3.205997174354329786e+02
6.811362272454491062e+01,1.157035686640338463e+04,9.015699784512386259e+02,8.111367379143436196e+00,2.950050858441930473e+02,3.043924003078732312e+02
6.817363472694539439e+01,1.158806631564338022e+04,9.031037910112654572e+02,8.099601700072096122e+00,2.951917427292269167e+02,3.361074416298064307e+02
6.823364672934586395e+01,1.160578695162151234e+04,9.046390257402846373e+02,8.087862773470609667e+00,2.953779031811215532e+02,2.896764142165374665e+02
6.829365873174634771e+01,1.162351874453423079e+04,9.061756808134222183e+02,8.076150526754894088e+00,2.955635665906763734e+02,2.464046597940890706e+02
6.835367073414683148e+01,1.164126166455886778e+04,9.077137543986392529e+02,8.064464868949027476e+00,2.957487323331833977e+02,3.087233792057505184e+02
6.841368273654731524e+01,1.165901568183456948e+04,9.092532446570118054e+02,8.052805712220767020e+00,2.959333997932262719e+02,2.909777151568994213e+02
6.847369473894778480e+01,1.167678076641674124e+04,9.107941497433417908e+02,8.041173021835735568e+00,2.961175684227030160e+02,2.668887669542232288e+02
6.853370674134826857e+01,1.169455688833004569e+04,9.123364678055255581e+02,8.029566758882886290e+00,2.963012376747062717e+02,3.158391984123892371e+02
6.859371874374875233e+01,1.171234401758222702e+04,9.138801969844116684e+02,8.017986865948497410e+00,2.964844069868016732e+02,3.044142811644408084e+02
6.865373074614923610e+01,1.173014212416411465e+04,9.154253354138029408e+02,8.006433267116161545e+00,2.966670757808547023e+02,3.100272338388933235e+02
6.871374274854970565e+01,1.174795117804928668e+04,9.169718812204611140e+02,7.994905868372954139e+00,2.968492434633307653e+02,2.868779649397300204e+02
6.877375475095018942e+01,1.176577114916131177e+04,9.185198325245725073e+02,7.983404594271251931e+00,2.970309094680304725e+02,3.029423243954631175e+02
6.883376675335067318e+01,1.178360200734889440e+04,9.200691874400773713e+02,7.971929414868471397e+00,2.972120732878200897e+02,3.048422446124828298e+02
6.889377875575114274e+01,1.180144372243998805e+04,9.216199440740452928e+02,7.960480287744403860e+00,2.973927344069936112e+02,3.506323876032446378e+02
6.895379075815162651e+01,1.181929626424783601e+04,9.231721005266202837e+02,7.949057151866784743e+00,2.975728922939452445e+02,2.770540993601846935e+02
6.901380276055211027e+01,1.183715960257093684e+04,9.247256548910187348e+02,7.937659927591306896e+00,2.977525464009924576e+02,2.974377204142705864e+02
6.907381476295259404e+01,1.185503370719068880e+04,9.262806052535684103e+02,7.926288519400267241e+00,2.979316961674303457e+02,3.088474905355197393e+02
6.913382676535306359e+01,1.187291854782472365e+04,9.278369496943498689e+02,7.914942867693373074e+00,2.981103410805511658e+02,2.463667332976891657e+02
6.919383876775354736e+01,1.189081409413181973e+04,9.293946862871508756e+02,7.903622943228151065e+00,2.982884806693879796e+02,2.501994296465421712e+02
6.925385077015403112e+01,1.190872031575651090e+04,9.309538130989659521e+02,7.892328699677574555e+00,2.984661144487909610e+02,3.634406655736252674e+02
6.931386277255451489e+01,1.192663718233078362e+04,9.325143281899862586e+02,7.881060071994615335e+00,2.986432419173265771e+02,2.456296733074765370e+02
6.937387477495498445e+01,1.194456466347406422e+04,9.340762296135984570e+02,7.869816976412243648e+00,2.988198625570973945e+02,3.160677368967551502e+02
6.943388677735546821e+01,1.196250272878508258e+04,9.356395154165065833e+02,7.858599319674905104e+00,2.989959758445530156e+02,2.735492136626158413e+02
6.949389877975595198e+01,1.198045134778791908e+04,9.372041836394572556e+02,7.847407058489737963e+00,2.991715813212622948e+02,2.762767782387283546e+02
6.955391078215643574e+01,1.199841048996744757e+04,9.387702323168193743e+02,7.836240160969347279e+00,2.993466785483350918e+02,2.398709314201648226e+02
6.961392278455690530e+01,1.201638012479801910e+04,9.403376594762825107e+02,7.825098576483163093e+00,2.995212670704808033e+02,2.724991099007203843e+02
6.967393478695738906e+01,1.203436022174360369e+04,9.419064631388578164e+02,7.813982235574066237e+00,2.996953464157294320e+02,3.232267048808398613e+02
6.973394678935787283e+01,1.205235075025775950e+04,9.434766413188766592e+02,7.802891049960392067e+00,2.998689160952523025e+02,2.582066308677569282e+02
6.979395879175835660e+01,1.207035167976321463e+04,9.450481920242838214e+02,7.791824935461684198e+00,3.000419756307213675e+02,3.179047820409748510e+02
6.985397079415882615e+01,1.208836297960699449e+04,9.466211132572266251e+02,7.780783861004318958e+00,3.002145246132894840e+02,3.096134570937470016e+02
6.991398279655930992e+01,1.210638461911472041e+04,9.481954030134290861e+02,7.769767790190211798e+00,3.003865626336781816e+02,3.609356316142499281e+02
6.997399479895979368e+01,1.212441656760374462e+04,9.497710592820621969e+02,7.758776667689616602e+00,3.005580892657071672e+02,2.863220817679757033e+02
7.003400680136027745e+01,1.214245879438316661e+04,9.513480800457457462e+02,7.747810419241115909e+00,3.007291040661104944e+02,3.386315252421946411e+02
7.009401880376074701e+01,1.216051126875300179e+04,9.529264632805608244e+02,7.736868952609440520e+00,3.008996065755126210e+02,3.275656752027558127e+02
7.015403080616123077e+01,1.217857395996543710e+04,9.545062069565851743e+02,7.725952200633416034e+00,3.010695963704377505e+02,2.924695438508891812e+02
7.021404280856171454e+01,1.219664683721024085e+04,9.560873090380861186e+02,7.715060136879968056e+00,3.012390730825334799e+02,2.513503934144484901e+02
7.027405481096219830e+01,1.221472986966700955e+04,9.576697674829435982e+02,7.704192719961188374e+00,3.014080363312456257e+02,3.466912477188408843e+02
7.033406681336266786e+01,1.223282302650920246e+04,9.592535802426143619e+02,7.693349889453791945e+00,3.015764857187039070e+02,2.606448185433976619e+02
7.039407881576315162e+01,1.225092627690415611e+04,9.608387452621346938e+02,7.682531565899105352e+00,3.017444208295366934e+02,2.875419422508527987e+02
7.045409081816363539e+01,1.226903959000766918e+04,9.624252604801966982e+02,7.671737656905121661e+00,3.019118412381375833e+02,3.284071374381431951e+02
7.051410282056410495e+01,1.228716293491094257e+04,9.640131238298590688e+02,7.660968115610919504e+00,3.020787465800534619e+02,3.355574136438520441e+02
7.057411482296458871e+01,1.230529628066509576e+04,9.656023332382662829e+02,7.650222913968617533e+00,3.022451365196633333e+02,2.768817356349236434e+02
7.063412682536507248e+01,1.232343959631675534e+04,9.671928866262721840e+02,7.639502005206141533e+00,3.024110107042984055e+02,3.014509601273516637e+02
7.069413882776555624e+01,1.234159285090851699e+04,9.687847819084404364e+02,7.628805323413736517e+00,3.025763687635493397e+02,2.948190155014688685e+02
7.075415083016602580e+01,1.235975601347894190e+04,9.703780169930435022e+02,7.618132783543972941e+00,3.027412103090782693e+02,3.381879675765491697e+02
7.081416283256650956e+01,1.237792905304481974e+04,9.719725897823146852e+02,7.607484301269292537e+00,3.029055349589065145e+02,3.780445361843340493e+02
7.087417483496699333e+01,1.239611193855235251e+04,9.735684981730815934e+02,7.596859846254933935e+00,3.030693424031640006e+02,2.481727376375660299e+02
7.093418683736747710e+01,1.241430463893009801e+04,9.751657400561638269e+02,7.586259385193171667e+00,3.032326323341658849e+02,3.307253196336939709e+02
7.099419883976794665e+01,1.243250712310466406e+04,9.767643133162234790e+02,7.575682865535013910e+00,3.033954044262403613e+02,2.176501431190386029e+02
7.105421084216843042e+01,1.245071936000071946e+04,9.783642158317659323e+02,7.565130215492904320e+00,3.035576583355411344e+02,3.039796495004805479e+02
7.111422284456891418e+01,1.246894131854015723e+04,9.799654454751516823e+02,7.554601344982874167e+00,3.037193937010267177e+02,2.704558579825510947e+02
7.117423484696939795e+01,1.248717296760310819e+04,9.815680001131253221e+02,7.544096188790183177e+00,3.038806101979618006e+02,3.636351739012633857e+02
7.123424684936986750e+01,1.250541427601290707e+04,9.831718776070155172e+02,7.533614722708951383e+00,3.040413075582335978e+02,3.090323634072653931e+02
7.129425885177035127e+01,1.252366521258889043e+04,9.847770758121632753e+02,7.523156907360298185e+00,3.042014855006574408e+02,2.820983330619837943e+02
7.135427085417083504e+01,1.254192574615049671e+04,9.863835925778862475e+02,7.512722684027325570e+00,3.043611437256235490e+02,2.893817580843589212e+02
7.141428285657131880e+01,1.256019584551726985e+04,9.879914257474800934e+02,7.502311974655105686e+00,3.045202819149031370e+02,2.872614093536363953e+02
7.147429485897178836e+01,1.257847547950221815e+04,9.896005731583135230e+02,7.491924689323028019e+00,3.046788997408193609e+02,3.103282479976999753e+02
7.153430686137227212e+01,1.259676461685731010e+04,9.912110326425448648e+02,7.481560786046042466e+00,3.048369969411578495e+02,3.000925428297666144e+02
7.159431886377275589e+01,1.261506322630351679e+04,9.928228020267792999e+02,7.471220238192076479e+00,3.049945732786602548e+02,3.246711404981058990e+02
7.165433086617323966e+01,1.263337127656368830e+04,9.944358791317374653e+02,7.460902999923312073e+00,3.051516284976736983e+02,3.513594609554144199e+02
7.171434286857370921e+01,1.265168873636281205e+04,9.960502617722535206e+02,7.450609005965857179e+00,3.053081623236680571e+02,3.263505237308925757e+02
7.177435487097419298e+01,1.267001557442801641e+04,9.976659477572778769e+02,7.440338171629191422e+00,3.054641744630655467e+02,2.686840830319427482e+02
7.183436687337467674e+01,1.268835175946516574e+04,9.992829348901960884e+02,7.430090418789703222e+00,3.056196646358928888e+02,2.569054604413133234e+02
7.189437887577516051e+01,1.270669726011652892e+04,1.000901220969370797e+03,7.419865721877879849e+00,3.057746326340406995e+02,2.831120468643696313e+02
7.195439087817563006e+01,1.272505204501694243e+04,1.002520803787521572e+03,7.409664047741236992e+00,3.059290782455108229e+02,3.375255361748028236e+02
7.201440288057611383e+01,1.274341608280540277e+04,1.004141681131621453e+03,7.399485343694563788e+00,3.060830012391646733e+02,2.960315566292042035e+02
7.207441488297659760e+01,1.276178934212504828e+04,1.005763850782895247e+03,7.389329537519937929e+00,3.062364013645247383e+02,2.862092167922272097e+02
7.213442688537708136e+01,1.278017179162091998e+04,1.007387310516854427e+03,7.379196540015333206e+00,3.063892783548250236e+02,3.105377550890015073e+02
7.219443888777755092e+01,1.279856339989261323e+04,1.009012058103918889e+03,7.369086297051462786e+00,3.065416319932231204e+02,2.640758535054806657e+02
7.225445089017803468e+01,1.281696413549735553e+04,1.010638091309401261e+03,7.358998786110662493e+00,3.066934621086941206e+02,2.725136304586153528e+02
7.231446289257851845e+01,1.283537396699662168e+04,1.012265407893017482e+03,7.348933966902037263e+00,3.068447685131602043e+02,3.221545312694444192e+02
7.237447489497898800e+01,1.285379286295801830e+04,1.013894005608875545e+03,7.338891779506742985e+00,3.069955509989345046e+02,2.979009462116878240e+02
7.243448689737947177e+01,1.287222079195529841e+04,1.015523882205476980e+03,7.328872144377979403e+00,3.071458093385224970e+02,2.935487220758069498e+02
7.249449889977995554e+01,1.289065772255490265e+04,1.017155035425899769e+03,7.318874977283246430e+00,3.072955433036188424e+02,3.168245940631139774e+02
7.255451090218043930e+01,1.290910362326221002e+04,1.018787463008486498e+03,7.308900247922581528e+00,3.074447527404580569e+02,2.898986166450337691e+02
7.261452290458090886e+01,1.292755846256959376e+04,1.020421162686310595e+03,7.298947928222335513e+00,3.075934375036970891e+02,2.870047061068168546e+02
7.267453490698139262e+01,1.294602220897754160e+04,1.022056132186978971e+03,7.289017970367866361e+00,3.077415974280821729e+02,2.939472925520719286e+02
7.273454690938187639e+01,1.296449483099460849e+04,1.023692369232630313e+03,7.279110306822768273e+00,3.078892323282751704e+02,3.259678500016231624e+02
7.279455891178236016e+01,1.298297629713672904e+04,1.025329871539947362e+03,7.269224851147559008e+00,3.080363419997098617e+02,3.098309400713459354e+02
7.285457091418282971e+01,1.300146657588864400e+04,1.026968636820665779e+03,7.259361540436488625e+00,3.081829262733944006e+02,2.723449987331050579e+02
7.291458291658331348e+01,1.301996563568653073e+04,1.028608662781800376e+03,7.249520354009740153e+00,3.083289850403720607e+02,2.992372776044958300e+02
7.297459491898379724e+01,1.303847344497204904e+04,1.030249947125075323e+03,7.239701255960258486e+00,3.084745181774458160e+02,3.279212359709850375e+02
7.303460692138428101e+01,1.305698997219686680e+04,1.031892487546889924e+03,7.229904190566800004e+00,3.086195255410501659e+02,3.647420838357564890e+02
7.309461892378475056e+01,1.307551518582265999e+04,1.033536281738317257e+03,7.220129082293940570e+00,3.087640069670494540e+02,2.744933872033909097e+02
7.315463092618523433e+01,1.309404905431257794e+04,1.035181327385225813e+03,7.210375845309402898e+00,3.089079622829571008e+02,3.190640211044128023e+02
7.321464292858571810e+01,1.311259154607535856e+04,1.036827622168984590e+03,7.200644444405849498e+00,3.090513913874569312e+02,3.012889430829961839e+02
7.327465493098620186e+01,1.313114262950219745e+04,1.038475163766064497e+03,7.190934855305277651e+00,3.091942941989054248e+02,3.339598773032730605e+02
7.333466693338667142e+01,1.314970227299608086e+04,1.040123949847752328e+03,7.181247033904766042e+00,3.093366706151083463e+02,3.228233199345903586e+02
7.339467893578715518e+01,1.316827044497190946e+04,1.041773978080153711e+03,7.171580916196192312e+00,3.094785205130112331e+02,3.536438277452356829e+02
7.345469093818763895e+01,1.318684711385622722e+04,1.043425246124194246e+03,7.161936418553462858e+00,3.096198437488730519e+02,3.252033708171113631e+02
7.351470294058812271e+01,1.320543224805488899e+04,1.045077751636047196e+03,7.152313473333406613e+00,3.097606402049366920e+02,2.934072408380694696e+02
7.357471494298859227e+01,1.322402581592361275e+04,1.046731492267501608e+03,7.142712060618851666e+00,3.099009098314151629e+02,2.937431144860365180e+02
7.363472694538907604e+01,1.324262778582484134e+04,1.048386465665366359e+03,7.133132147726861660e+00,3.100406525670621249e+02,3.222071558585760158e+02
7.369473894778955980e+01,1.326123812613476730e+04,1.050042669471410818e+03,7.123573681979694427e+00,3.101798683294788361e+02,3.220281640122165641e+02
7.375475095019004357e+01,1.327985680524335839e+04,1.051700101322365526e+03,7.114036590704796659e+00,3.103185570149061618e+02,3.822566750424682596e+02
7.381476295259051312e+01,1.329848379154787108e+04,1.053358758850010645e+03,7.104520788423082323e+00,3.104567185075514999e+02,3.607467000975193514e+02
7.387477495499099689e+01,1.331711905339744408e+04,1.055018639681877175e+03,7.095026237272843872e+00,3.105943527596896843e+02,2.753870021884380321e+02
7.393478695739148066e+01,1.333576255912229135e+04,1.056679741440932503e+03,7.085552915514848671e+00,3.107314597502150377e+02,3.212382036234216685e+02
7.399479895979196442e+01,1.335441427706792092e+04,1.058342061745250248e+03,7.076100781603436474e+00,3.108680394369381474e+02,2.709383735958804209e+02
7.405481096219243398e+01,1.337307417559542773e+04,1.060005598208008678e+03,7.066669773909921126e+00,3.110040917560103253e+02,2.613337848844304858e+02
7.411482296459291774e+01,1.339174222308138269e+04,1.061670348437494567e+03,7.057259810879036088e+00,3.111396166219242900e+02,3.334459966652055982e+02
7.417483496699340151e+01,1.341041838788807945e+04,1.063336310037489284e+03,7.047870823693523690e+00,3.112746139709954036e+02,3.278270399623501135e+02
7.423484696939387106e+01,1.342910263832923374e+04,1.065003480607693291e+03,7.038502793273499591e+00,3.114090838110158188e+02,2.802520499809055536e+02
7.429485897179435483e+01,1.344779494272757074e+04,1.066671857743128157e+03,7.029155689005856189e+00,3.115430261395418938e+02,3.608536282824978798e+02
7.435487097419483860e+01,1.346649526942319608e+04,1.068341439034064251e+03,7.019829460107638752e+00,3.116764409321669405e+02,2.823493430471581291e+02
7.441488297659532236e+01,1.348520358677361037e+04,1.070012222066022787e+03,7.010524035626039208e+00,3.118093281423120402e+02,2.767774767079119442e+02
7.447489497899579192e+01,1.350391986314760106e+04,1.071684204419857679e+03,7.001239331202567584e+00,3.119416877101268710e+02,3.315202343527276980e+02
7.453490698139627568e+01,1.352264406686981783e+04,1.073357383672448577e+03,6.991975309402961969e+00,3.120735196437179297e+02,3.187016760151844892e+02
7.459491898379675945e+01,1.354137616624835937e+04,1.075031757396410967e+03,6.982731950008669308e+00,3.122048239794522146e+02,3.073895839503872480e+02
7.465493098619724321e+01,1.356011612961010724e+04,1.076707323159756243e+03,6.973509212883220343e+00,3.123356007318795946e+02,3.103236257448506876e+02
7.471494298859771277e+01,1.357886392530109879e+04,1.078384078525890573e+03,6.964307037634858588e+00,3.124658498930697306e+02,3.191798736308255684e+02
7.477495499099819654e+01,1.359761952168637072e+04,1.080062021053619674e+03,6.955125343805665494e+00,3.125955714326547650e+02,3.084081718601897251e+02
7.483496699339868030e+01,1.361638288711924361e+04,1.081741148297540576e+03,6.945964064517180958e+00,3.127247653433236110e+02,3.075496192948925227e+02
7.489497899579916407e+01,1.363515398990817994e+04,1.083421457808450441e+03,6.936823182165202439e+00,3.128534316894854896e+02,2.559747310294920339e+02
7.495499099819963362e+01,1.365393279837449882e+04,1.085102947132751979e+03,6.927702667059516095e+00,3.129815705241458659e+02,2.727227295438558485e+02
7.501500300060011739e+01,1.367271928086041589e+04,1.086785613812390920e+03,6.918602469170556546e+00,3.131091818775162210e+02,3.314376689871990607e+02
7.507501500300060115e+01,1.369151340572901609e+04,1.088469455384851699e+03,6.909522518129420199e+00,3.132362657568003215e+02,2.921072390433994883e+02
7.513502700540108492e+01,1.371031514135704674e+04,1.090154469383257947e+03,6.900462731213144352e+00,3.133628221569048833e+02,3.297186199302560112e+02
7.519503900780155448e+01,1.372912445607850532e+04,1.091840653337062804e+03,6.891423074558024275e+00,3.134888511441508854e+02,3.505527681215206712e+02
7.525505101020203824e+01,1.374794131821693918e+04,1.093528004771718315e+03,6.882403528523091119e+00,3.136143528092131874e+02,3.029658280157603372e+02
7.531506301260252201e+01,1.376676569611823652e+04,1.095216521208361428e+03,6.873404053241257472e+00,3.137393272199246326e+02,3.222284206602171821e+02
7.537507501500300577e+01,1.378559755815086282e+04,1.096906200163815811e+03,6.864424588423408302e+00,3.138637744207924243e+02,3.761580678241530791e+02
7.543508701740347533e+01,1.380443687270547161e+04,1.098597039150597539e+03,6.855465053795423813e+00,3.139876944333850588e+02,3.348357637027914393e+02
7.549509901980395910e+01,1.382328360815971064e+04,1.100289035677360971e+03,6.846525387550399522e+00,3.141110873091628264e+02,3.693673022317029790e+02
7.555511102220444286e+01,1.384213773285244133e+04,1.101982187249212529e+03,6.837605574002752817e+00,3.142339531678303501e+02,3.602361647852527540e+02
7.561512302460492663e+01,1.386099921514063863e+04,1.103676491367139761e+03,6.828705583247375976e+00,3.143562921143045514e+02,3.369571025999385938e+02
7.567513502700539618e+01,1.387986802340551003e+04,1.105371945527962225e+03,6.819825364875834239e+00,3.144781042298561147e+02,3.111212913871437422e+02
7.573514702940587995e+01,1.389874412605250109e+04,1.107068547224333770e+03,6.810964847976358705e+00,3.145993895718923454e+02,2.893395835748258378e+02
7.579515903180636371e+01,1.391762749150095442e+04,1.108766293944874405e+03,6.802123952495765735e+00,3.147201481895225470e+02,2.813692085038515529e+02
7.585517103420684748e+01,1.393651808812721720e+04,1.110465183174860158e+03,6.793302650804647236e+00,3.148403802090786030e+02,3.294302482495166942e+02
7.591518303660731704e+01,1.395541588430666161e+04,1.112165212395789013e+03,6.784500922742508600e+00,3.149600857719879059e+02,3.290055870722316627e+02
7.597519503900780080e+01,1.397432084844049496e+04,1.113866379085138533e+03,6.775718727581817369e+00,3.150792649957303411e+02,3.098405987547492941e+02
7.603520704140828457e+01,1.399323294895576328e+04,1.115568680716362906e+03,6.766956004011780657e+00,3.151979179735972707e+02,3.406519094061952160e+02
7.609521904380875412e+01,1.401215215430422904e+04,1.117272114758910902e+03,6.758212671409096650e+00,3.153160447762496688e+02,2.971799313459552536e+02
7.615523104620923789e+01,1.403107843291947756e+04,1.118976678678756116e+03,6.749488676507906959e+00,3.154336455168727866e+02,3.487402175602084640e+02
7.621524304860972165e+01,1.405001175320587572e+04,1.120682369938542479e+03,6.740784005153488856e+00,3.155507203679024428e+02,3.167509323114860535e+02
7.627525505101020542e+01,1.406895208359173012e+04,1.122389185997063578e+03,6.732098626098903082e+00,3.156672694824598011e+02,3.145774722090428099e+02
7.633526705341067498e+01,1.408789939253278499e+04,1.124097124309236506e+03,6.723432487435375471e+00,3.157832929891488334e+02,3.157750940797648695e+02
7.639527905581115874e+01,1.410685364851223312e+04,1.125806182326104363e+03,6.714785516592283621e+00,3.158987909918360515e+02,3.129410526883003172e+02
7.645529105821164251e+01,1.412581482002398297e+04,1.127516357495045440e+03,6.706157638624496542e+00,3.160137635952182222e+02,3.906616922450798484e+02
7.651530306061212627e+01,1.414478287551956419e+04,1.129227647260406684e+03,6.697548833463367046e+00,3.161282109856166471e+02,2.677826161111885312e+02
7.657531506301259583e+01,1.416375778346137849e+04,1.130940049062961407e+03,6.688959079153285359e+00,3.162421333512298816e+02,3.215588096646838494e+02
7.663532706541307959e+01,1.418273951234083324e+04,1.132653560339753540e+03,6.680388332988088429e+00,3.163555308553916348e+02,3.536787165355633533e+02
7.669533906781356336e+01,1.420172803067831410e+04,1.134368178524095811e+03,6.671836531522559177e+00,3.164684036363652240e+02,3.379937952135408636e+02
7.675535107021404713e+01,1.422072330701988540e+04,1.136083901045615221e+03,6.663303594226651860e+00,3.165807518123102682e+02,3.075182926610921754e+02
7.681536307261451668e+01,1.423972530988521976e+04,1.137800725330878095e+03,6.654789479860695245e+00,3.166925755612434159e+02,3.688962062877484982e+02
7.687537507501500045e+01,1.425873400777894130e+04,1.139518648803294809e+03,6.646294174311102587e+00,3.168038751040794523e+02,2.847490893711089939e+02
7.693538707741548421e+01,1.427774936923493078e+04,1.141237668882697108e+03,6.637817643874598161e+00,3.169146506382865027e+02,2.777257667467395663e+02
7.699539907981596798e+01,1.429677136281756975e+04,1.142957782985331050e+03,6.629359834032968912e+00,3.170249023359267539e+02,3.340670192238990808e+02
7.705541108221643753e+01,1.431579995712165328e+04,1.144678988523859516e+03,6.620920669545078852e+00,3.171346303435647087e+02,2.735005363065739061e+02
7.711542308461692130e+01,1.433483512074400824e+04,1.146401282907712812e+03,6.612500085358364643e+00,3.172438348262917884e+02,2.459053422372933255e+02
7.717543508701740507e+01,1.435387682224523269e+04,1.148124663543536144e+03,6.604098067618103585e+00,3.173525160265754721e+02,3.438391151584154386e+02
7.723544708941788883e+01,1.437292503020838922e+04,1.149849127834612773e+03,6.595714591423916140e+00,3.174606741754121231e+02,3.403011835540252150e+02
7.729545909181835839e+01,1.439197971324850914e+04,1.151574673180784657e+03,6.587349610985961057e+00,3.175683094780540614e+02,3.395369153663575617e+02
7.735547109421884215e+01,1.441104084001260708e+04,1.153301296978455866e+03,6.579003059624931815e+00,3.176754221137846343e+02,3.030512877732608104e+02
7.741548309661932592e+01,1.443010837917086610e+04,1.155028996620699900e+03,6.570674859384944888e+00,3.177820122495489841e+02,3.232703960802292613e+02
7.747549509901980969e+01,1.444918229935898853e+04,1.156757769497939080e+03,6.562364983210604130e+00,3.178880801295356378e+02,2.889282827822621584e+02
7.753550710142027924e+01,1.446826256921587628e+04,1.158487612997571432e+03,6.554073414720168245e+00,3.179936260175313691e+02,3.700241622159110761e+02
7.759551910382076301e+01,1.448734915741374607e+04,1.160218524503699427e+03,6.545800116653373912e+00,3.180986501513593225e+02,3.418293776964927702e+02
7.765553110622124677e+01,1.450644203265821307e+04,1.161950501397128392e+03,6.537545030787309308e+00,3.182031527425324384e+02,3.404708349136390098e+02
7.771554310862173054e+01,1.452554116368702489e+04,1.163683541055385376e+03,6.529308079351253014e+00,3.183071339780812536e+02,2.598075917508822386e+02
7.777555511102220009e+01,1.454464651922580197e+04,1.165417640853245985e+03,6.521089212900597509e+00,3.184105940898845120e+02,3.426296554095810052e+02
7.783556711342268386e+01,1.456375806797878431e+04,1.167152798162861700e+03,6.512888420206389029e+00,3.185135333693062876e+02,3.633326940287470848e+02
7.789557911582316763e+01,1.458287577868173867e+04,1.168889010353254662e+03,6.504705672339109235e+00,3.186159520861112924e+02,3.551038146555324602e+02
7.795559111822363718e+01,1.460199962010523632e+04,1.170626274790294019e+03,6.496540919334721664e+00,3.187178504834107571e+02,3.423917605573057585e+02
7.801560312062412095e+01,1.462112956105467129e+04,1.172364588836698658e+03,6.488394090194716135e+00,3.188192287774361375e+02,3.187905137065461645e+02
7.807561512302460471e+01,1.464026557034919279e+04,1.174103949852290043e+03,6.480265115737553927e+00,3.189200871907283954e+02,3.086651017730770832e+02
7.813562712542508848e+01,1.465940761677264527e+04,1.175844355194560421e+03,6.472153981263965683e+00,3.190204260292468916e+02,3.370696765978133840e+02
7.819563912782555803e+01,1.467855566913060466e+04,1.177585802218111894e+03,6.464060665976361975e+00,3.191202455940613163e+02,3.306033262679821974e+02
7.825565113022604180e+01,1.469770969626481929e+04,1.179328288274540000e+03,6.455985127972088122e+00,3.192195461592415313e+02,3.263107820708170834e+02
7.831566313262652557e+01,1.471686966705319355e+04,1.181071810712428942e+03,6.447927304243437518e+00,3.193183279716297989e+02,3.100415855679593164e+02
7.837567513502700933e+01,1.473603555040350511e+04,1.182816366877433211e+03,6.439887117549348616e+00,3.194165912607294331e+02,3.698542870984924207e+02
7.843568713742747889e+01,1.475520731519639594e+04,1.184561954112935382e+03,6.431864537770146661e+00,3.195143363289776062e+02,2.844790375630980748e+02
7.849569913982796265e+01,1.477438493031371945e+04,1.186308569759778948e+03,6.423859551701897708e+00,3.196115635076037051e+02,3.189325898332411953e+02
7.855571114222844642e+01,1.479356836467444555e+04,1.188056211155939991e+03,6.415872125305972062e+00,3.197082731009882650e+02,3.023028469173093526e+02
7.861572314462893019e+01,1.481275758723503168e+04,1.189804875636528323e+03,6.407902203369452820e+00,3.198044653859351456e+02,3.507657568286608694e+02
7.867573514702939974e+01,1.483195256698855519e+04,1.191554560533797712e+03,6.399949710464470698e+00,3.199001406128658118e+02,3.628145858316942167e+02
7.873574714942988351e+01,1.485115327292332768e+04,1.193305263177632014e+03,6.392014595635867380e+00,3.199952990719016270e+02,3.573179642962097091e+02
7.879575915183036727e+01,1.487035967400692789e+04,1.195056980895741162e+03,6.384096849409695018e+00,3.200899411183485199e+02,3.427521565711033418e+02
7.885577115423085104e+01,1.488957173924147901e+04,1.196809711013140259e+03,6.376196445414175962e+00,3.201840670862427487e+02,2.781060077918425009e+02
7.891578315663132059e+01,1.490878943766787415e+04,1.198563450852118876e+03,6.368313336035326344e+00,3.202776772816934567e+02,3.827146585080832892e+02
7.897579515903180436e+01,1.492801273836579276e+04,1.200318197732241742e+03,6.360447452416952530e+00,3.203707719826534799e+02,3.358716546698929619e+02
7.903580716143228813e+01,1.494724161043348067e+04,1.202073948970587708e+03,6.352598726325994427e+00,3.204633514713443674e+02,3.172094541214398760e+02
7.909581916383277189e+01,1.496647602293723503e+04,1.203830701882323638e+03,6.344767144286025840e+00,3.205554161151894732e+02,3.212004339986311834e+02
7.915583116623324145e+01,1.498571594496810212e+04,1.205588453780157579e+03,6.336952687395868367e+00,3.206469662772197466e+02,3.104613922676717266e+02
7.921584316863372521e+01,1.500496134565716420e+04,1.207347201974213249e+03,6.329155315444886298e+00,3.207380022921859108e+02,3.334544194739003160e+02
7.927585517103420898e+01,1.502421219417550492e+04,1.209106943772027989e+03,6.321374966913624327e+00,3.208285244663288154e+02,3.301335587096469339e+02
7.933586717343469275e+01,1.504346845972742994e+04,1.210867676478637122e+03,6.313611566363883654e+00,3.209185330882588687e+02,3.101155317182577846e+02
7.939587917583516230e+01,1.506273011149281956e+04,1.212629397397225603e+03,6.305865086327975710e+00,3.210080285219473808e+02,2.439112854186830646e+02
7.945589117823564607e+01,1.508199711865758036e+04,1.214392103828846757e+03,6.298135514904231513e+00,3.210970111583407629e+02,3.200433711069015885e+02
7.951590318063612983e+01,1.510126945044854801e+04,1.216155793072106917e+03,6.290422819090155215e+00,3.211854813601619298e+02,3.354905600473470031e+02
7.957591518303659939e+01,1.512054707613378196e+04,1.217920462423165873e+03,6.282726944509097855e+00,3.212734394612696178e+02,3.370584748080393638e+02
7.963592718543708315e+01,1.513982996502129026e+04,1.219686109175755973e+03,6.275047816822028501e+00,3.213608857685634348e+02,3.167569357452928216e+02
