R,T,f,f_noisy
2.839540655845028994e+01,1.635269886490426217e+01,1.204512849987303458e+00,1.189355175341892279e+00
3.710863185989548185e+01,1.612908737895743627e+01,1.103030723853337003e+00,1.080368911748811112e+00
4.722261751859939238e+01,2.294753459465466960e+01,2.274617946114117828e+00,2.290499697379943189e+00
1.220781377401624646e+01,1.866218915320762761e+01,1.822535226507177697e+00,1.793291666348137303e+00
2.438890258844952186e+01,2.375356948563880621e+01,2.596277696652177447e+00,2.561963144324043817e+00
3.770232240210826546e+01,2.388853978374785214e+01,2.388317581968911085e+00,2.365327073842227179e+00
1.051672934529319825e+01,3.476866069260832859e+01,9.996264475238982872e-01,1.029757476979478170e+00
5.054575362894798474e+00,2.251572592078134960e+01,1.453519474351118834e+00,1.456510471137179019e+00
7.332137837040150430e+00,3.267578528724436637e+01,1.180295475420985785e+00,1.120565596187170332e+00
4.661855529601673709e+01,3.376580069906098913e+01,1.100948565316017147e+00,1.085795719589556674e+00
3.957654754925243168e+01,3.145320130590957319e+01,1.585424113147165359e+00,1.617835309469730642e+00
1.042033711206764757e+01,3.014098561275178056e+01,1.985654871848623992e+00,2.079192469006467814e+00
1.286541626881445577e+00,2.958826312619261145e+01,1.684940106243542901e-01,1.113763110182567351e-01
3.207204107781217317e+01,1.977536702818222381e+01,1.887979239865872350e+00,1.904906004568298394e+00
1.643439056449303592e+01,2.896441181625552375e+01,2.402702415147393911e+00,2.389765001306626058e+00
1.178375337976102699e+01,3.084417809754673456e+01,1.917242389108058553e+00,1.958518360948671155e+00
1.037800404604349502e+01,2.119141411932814378e+01,2.233467690713402565e+00,2.255945439579206013e+00
2.387515549723027419e+01,2.758663556474012069e+01,2.478741702050899942e+00,2.552350547437940875e+00
1.744144697252379572e+01,1.586491697019124203e+01,1.216303193026696317e+00,1.242275738140426800e+00
4.704075594852877629e+01,1.350004182659428587e+01,6.323137891549648337e-01,6.050581235435195104e-01
2.851143013104935520e+01,3.402144240702432398e+01,1.126429906258452407e+00,1.099500247349487925e+00
4.505624416254507025e+01,2.395550146416307058e+01,2.352685682233977449e+00,2.372963187719833833e+00
4.626961393059599459e+01,3.057985395411338203e+01,1.739513698566520050e+00,1.759260858037749564e+00
4.505655825771508205e+01,3.379230954837986189e+01,1.097922538415282645e+00,1.217819401794552725e+00
2.516810178117229313e+01,2.730464261748802812e+01,2.481827932214823562e+00,2.565644568198103492e+00
2.937283345224935616e+01,2.919395838109312891e+01,2.117975049623034511e+00,2.059296132004281521e+00
2.694581563532308266e+01,1.628026988931581087e+01,1.203889102033921299e+00,1.221400341822598934e+00
1.503042296497773211e+00,2.819938931978349572e+01,2.480541654956055497e-01,1.815047224271760240e-01
4.734729785565779281e+01,3.199260101759901787e+01,1.454775016172075164e+00,1.371991171386108821e+00
7.978972478588624462e+00,1.589358639470205503e+01,9.825164598029302310e-01,1.019693759875065719e+00
2.789606757399776527e+01,1.306901794949887297e+01,6.153135963534039909e-01,6.429009730056618466e-01
3.429106891104748200e+01,2.941285408770535170e+01,2.017673236705240569e+00,1.965744846988390027e+00
3.942215260152324419e+01,1.050858569081512961e+01,2.945521377427987031e-01,3.767364746477253057e-01
2.734004739073684220e+01,1.328222910044086547e+01,6.501460321459255898e-01,6.012675356709108465e-01
3.213598851199191841e+01,1.876251554145338574e+01,1.680409667552398068e+00,1.622023248495064518e+00
4.144191329521369482e+01,1.503882905469081877e+01,8.873706817417500448e-01,9.200015928127515119e-01
3.235465366455096614e+01,3.378626641030545841e+01,1.144363056566658265e+00,1.155409983852435873e+00
3.350866986915558954e+01,2.335634263062728166e+01,2.395376605713455120e+00,2.387351205665013687e+00
4.277557677449696882e+01,1.701062821409837511e+01,1.260854330376048660e+00,1.257501038731000387e+00
4.133877512318868241e+00,1.054764519319284410e+01,1.539047466455260860e-01,1.650947862084524709e-01
2.616679201505332131e+01,2.378579502443954752e+01,2.555072537411927414e+00,2.548093538124485580e+00
1.814325176181473154e+00,2.349239112760960069e+01,3.712828583909025260e-01,3.626576149768506729e-01
7.993615481484908969e+00,1.881336557155949407e+01,1.537331009462043818e+00,1.442533175028721359e+00
1.911067503739508400e+00,2.290698067316516529e+01,3.963682075561951734e-01,3.292701392557118023e-01
4.337895407763544853e+01,2.295554209423541892e+01,2.286964702565113861e+00,2.317512181081252010e+00
1.682204179113558240e+01,1.502389092942138227e+01,1.038250213224110263e+00,1.003035168701775559e+00
2.629599476364315436e+01,3.221767401379104001e+01,1.538343105947806544e+00,1.565602768903391784e+00
3.946926793045997783e+01,2.105632650568148279e+01,2.058662646475932334e+00,2.120435841438215174e+00
3.460039282511435488e+01,1.937654245540707265e+01,1.784238772650544202e+00,1.766491231328122691e+00
4.635257074453258497e+01,1.416416614835734045e+01,7.339650648646680597e-01,7.481135539318223282e-01
2.474528259178807943e+01,1.592464121219692430e+01,1.153194702897768487e+00,1.257018525236702988e+00
3.527067184420250356e+01,2.612608469887521068e+01,2.409803854234324305e+00,2.444550636350001582e+00
4.345385611010470939e+01,1.739004980447225535e+01,1.336138107858719781e+00,1.428231799396286750e+00
5.806252640408139598e+00,1.503998534777733198e+01,6.542792584691814461e-01,7.309496111648854377e-01
2.375783036429872652e+01,2.285900427073022456e+01,2.534455950231668364e+00,2.572123967707725001e+00
4.855715791022752192e+00,2.864560638466254616e+01,1.299147516638567090e+00,1.293552828567379853e+00
2.806973592564557052e+01,1.621888249907112467e+01,1.179822295000628962e+00,1.137722618338851355e+00
1.601099064846552977e+01,1.844320956147369373e+01,1.830142206328830845e+00,1.774557306852712513e+00
4.210466452102312473e+01,1.000438147102348196e+01,2.522563457557971955e-01,2.765727924898606638e-01
2.368485304039067074e+01,2.205091952496174201e+01,2.434081483780581312e+00,2.457490652614320759e+00
8.563317384043132918e+00,3.212554891297030224e+01,1.414315446415928879e+00,1.405584336014293889e+00
4.373226718977822003e+01,3.266997014630138096e+01,1.323331235461303379e+00,1.365754554515633323e+00
2.158034208608351179e+01,2.989465813232976643e+01,2.133693054827927593e+00,2.103466199110770152e+00
1.475706488278567097e+00,1.515443120566573576e+01,1.009145834403875203e-01,1.564255368459469553e-01
1.380009850005697736e+01,1.834764246664785503e+01,1.791093634908158538e+00,1.793093988147464568e+00
1.946342137959507212e+01,1.206013183504749264e+01,5.180915194096450405e-01,5.162751906206167751e-01
1.799093876373703882e+00,2.376463156551528755e+01,3.688086804154764309e-01,3.687950155665031815e-01
7.435520991980843597e+00,2.664500970114325540e+01,2.091085443586613746e+00,2.086155879747387587e+00
1.517718900497515833e+01,1.567233679148963432e+01,1.177561391863240159e+00,1.301974606279676205e+00
1.721037311034137218e+01,3.281673479297584350e+01,1.522463003682819283e+00,1.441887012225439024e+00
2.216018348887160272e+01,2.400522918317786036e+01,2.669317887560625824e+00,2.678179014749715758e+00
1.523208181314055842e+01,1.637329457144987543e+01,1.335674701370909601e+00,1.397880010837862397e+00
1.637307794283549001e+01,1.797473279547811842e+01,1.716575959403745077e+00,1.752451612032371209e+00
2.337289935382044348e+01,2.686574000697174824e+01,2.572371273443537998e+00,2.557267174858174563e+00
1.792067094235923719e+01,1.944489659271560811e+01,2.052779477118069185e+00,2.139785528328911113e+00
3.761440441444873528e+01,1.421800337993925822e+01,7.563306481889924271e-01,7.029060053007083475e-01
3.916300533833199893e+01,2.178540543733883794e+01,2.170809524408347180e+00,2.105494717922435477e+00
1.374465210429309803e+00,1.528483280546871370e+01,9.120628002849590077e-02,1.196098081751164333e-01
8.523564489684622103e+00,2.706843380883369932e+01,2.245465586041046624e+00,2.172742095979395494e+00
5.540047622697293228e+00,2.061664577524525654e+01,1.394681100152463493e+00,1.275783612504132636e+00
1.796700068259944061e+01,1.660217911469451124e+01,1.380274237261776449e+00,1.424418569148176328e+00
1.813489739170891468e+01,1.383205005616866146e+01,8.019330578821403099e-01,8.400005735131621520e-01
3.759000822457712587e+01,1.298271108857956158e+01,5.707340080614551336e-01,6.073483512086276237e-01
3.661124622087918823e+01,1.340881856079964152e+01,6.333443771197877492e-01,6.089708198855813270e-01
4.417952926178892170e+01,1.926377926420499165e+01,1.713759498083660127e+00,1.722906804468127273e+00
3.430840200529398487e+01,1.969260694217060603e+01,1.849491936944342774e+00,1.801225608032220205e+00
2.997893994489432146e+01,2.948835536822756254e+01,2.055526250515935072e+00,2.142243810846567786e+00
4.971949347375943518e+01,1.844123219313002693e+01,1.539916795488448287e+00,1.579468008063670714e+00
3.227735239590074912e+01,1.066880357576654070e+01,3.177297837245926515e-01,3.548425873431035882e-01
1.977885203122918867e+01,1.719064208859126808e+01,1.498230141874704824e+00,1.400730904829373014e+00
1.558597368021952256e+01,1.169737133938987483e+01,4.793291281575112195e-01,5.196942303570054600e-01
2.269691126609280740e+00,1.834895360819402654e+01,3.507870576772581517e-01,4.254856587763261033e-01
4.723484991404576760e+01,2.250107200598688806e+01,2.228836568784902550e+00,2.289649673067271074e+00
3.775566036757902566e+01,1.691296200099942482e+01,1.257044124526369266e+00,1.296500641316194358e+00
1.916518646490644784e+01,1.234350468988590066e+01,5.584061436173236581e-01,5.583582851658404067e-01
4.381380723751923512e+01,2.481731807599118866e+01,2.382073387801131314e+00,2.364981745438379246e+00
3.826471474776401749e+01,3.026269300027697540e+01,1.829715820521462311e+00,1.859797904802406476e+00
2.352608163980422518e+01,3.017309523477208799e+01,2.035020908353693869e+00,2.054159376143561921e+00
4.781127556825545355e+01,1.976802005660222505e+01,1.803348108862812049e+00,1.815166835382104660e+00
4.467377649225570480e+01,2.131265504749280026e+01,2.077230019486626222e+00,2.061768782147175294e+00
2.257928802106676258e+01,3.082329379800467706e+01,1.912560055087449529e+00,1.996622881483721246e+00
2.163699180813996392e+01,2.437133025103578277e+01,2.699117420116052379e+00,2.640725255506253255e+00
8.008944576426287654e+00,1.742857218548859777e+01,1.272188921965928365e+00,1.271057299175324173e+00
5.569152846773893550e+00,3.150708359565675920e+01,1.112122496238385105e+00,1.083113452598920334e+00
1.818192399871426801e+01,3.430430668837196606e+01,1.174104313182074755e+00,1.225706465586617666e+00
1.112251795213839500e+01,3.032166720571864360e+01,1.996081222391508314e+00,2.067605297756222260e+00
3.895941330282626236e+00,2.612303127762223909e+01,1.143849301019798093e+00,1.206053743060311545e+00
3.690624724669958567e+01,3.272326980700029964e+01,1.335402805900550494e+00,1.373173164988475303e+00
4.807819352279211955e+01,3.231058259953793055e+01,1.389159526489174068e+00,1.319029427665173726e+00
3.452572486653115647e+01,2.002231983328860565e+01,1.911328065560607525e+00,2.015389700937924022e+00
4.541790766459097028e+01,3.228775157126659678e+01,1.397766019467664211e+00,1.423600823946396643e+00
4.358316359408621565e+01,2.741376626552317219e+01,2.248848599114725122e+00,2.243425436864884492e+00
3.247969127391619537e+01,1.791578569305007207e+01,1.498191882840667954e+00,1.499266912646404215e+00
2.636933912047251383e+01,2.965766521864568261e+01,2.083512742896458825e+00,2.066536786213878596e+00
1.821611892715711889e+01,1.693800305138972817e+01,1.456494293233586701e+00,1.477688321869777388e+00
2.500132069082859587e+01,1.165676695120719764e+01,4.418785827303268743e-01,4.573869731358570778e-01
1.640197159932418813e+01,1.365200796557717311e+01,7.757330056738428459e-01,7.577280033905077206e-01
9.017300527241333796e+00,1.119682073391064492e+01,3.597418612292535012e-01,2.312472893904796434e-01
2.501868675434559108e+01,1.166401804498184447e+01,4.426607678293737469e-01,4.409047010769751584e-01
3.322729666058599207e+01,1.473781689472345491e+01,8.597622589920143055e-01,8.836040568039893461e-01
2.947309844266923662e+01,1.286364902521395948e+01,5.785133152082402308e-01,6.048217074528564607e-01
3.702222825539691087e+01,2.135363967283185360e+01,2.121964990629521264e+00,2.114291740590736879e+00
1.713052803577190275e+01,1.380753306565240202e+01,8.016801795328997171e-01,8.243459180060700442e-01
5.047540077197861796e-01,2.915889337918655499e+01,2.819094056763174136e-02,7.960688758948049337e-02
1.102664642362485736e+01,2.606720238313901561e+01,2.611752454999896944e+00,2.588239940871703393e+00
1.483992105117151006e+01,1.641664313906625949e+01,1.343959877246197365e+00,1.417273829517128769e+00
2.787869091701435309e+01,3.327162129924909095e+01,1.288921081279903458e+00,1.191163166188857314e+00
1.977785000970585472e+01,1.231380981218829263e+01,5.514299855295053954e-01,4.883775588435518844e-01
3.305475807201634808e+01,1.611619602231182569e+01,1.120443688591425957e+00,1.075186441072655041e+00
1.158517446981228005e+01,1.921961684308332963e+01,1.921915554356260047e+00,1.799692218882482875e+00
2.366685558914057097e+01,3.245463990064844495e+01,1.523487339071807334e+00,1.473499208020168094e+00
6.111841547237319983e-01,2.401034417284383693e+01,4.897055258459745430e-02,1.113891513664165556e-01
3.447186969224259201e+01,2.724180111479052613e+01,2.329296452195527056e+00,2.391372905458156062e+00
4.333525887201311377e+01,2.666140513855800975e+01,2.319833405380280045e+00,2.324701328516590504e+00
4.300355223796216109e+01,3.205765060145664336e+01,1.450013822349051962e+00,1.536063920685950546e+00
4.379682825468940877e+01,1.697218139441937268e+01,1.250912874758987714e+00,1.262887385756297443e+00
1.020853350210107635e+01,2.956499197608487961e+01,2.082230525878111749e+00,2.057339928047299260e+00
4.908035378718708586e+01,1.113110137328902383e+01,3.460687035752636476e-01,3.581502420444044321e-01
2.779281774912684000e+01,1.560849144313179337e+01,1.058343992721913374e+00,1.051486662203718225e+00
9.686199628902702585e+00,2.028593755877499660e+01,2.006402701822192824e+00,2.043199374847192828e+00
5.007176091518357630e+00,1.837787615375532368e+01,9.877230122204340157e-01,9.125704802327639920e-01
4.013296018873801607e+00,1.199886832975446538e+01,2.214020448011894959e-01,2.713727919677509370e-01
3.202988313149620581e+01,3.330566480119042438e+01,1.244685456920797684e+00,1.221709120361371692e+00
3.161510330453704398e+01,2.801292620880649409e+01,2.271504717938247264e+00,2.314270868763760092e+00
3.944451185757782241e+01,2.057241229088014478e+01,1.977067688326295647e+00,1.900015678233976324e+00
3.310143645783231392e+01,1.747971162679589341e+01,1.400944683196587937e+00,1.379981750423973530e+00
2.621047851691215769e+01,1.219839499007929184e+01,5.033932324455818730e-01,5.072963934630926319e-01
8.559671467363152431e+00,3.070605626848200842e+01,1.696461384897951508e+00,1.741534016345509750e+00
3.685645542876449099e+01,1.657577059432454902e+01,1.192709286031464977e+00,1.131832732572872091e+00
7.010085691753447090e-01,3.364998886946288081e+01,3.080152096544888987e-02,1.141737337608867142e-01
3.318512881481719745e+01,1.693687177525518806e+01,1.286734615509240065e+00,1.310867789259415828e+00
8.682876711439028838e+00,3.464643091187004131e+01,9.340065208736498814e-01,9.077177499534945238e-01
8.361218774458542669e+00,3.073241719954766538e+01,1.668299988154871460e+00,1.729165089864275417e+00
4.535155312493986202e+01,2.769645979343812314e+01,2.210824624241219283e+00,2.215960175392350795e+00
4.639980553716299028e+01,3.459638884467970854e+01,9.454438286475530528e-01,1.003358677683114486e+00
3.615412801163508050e+01,2.201035941082310643e+01,2.223751052403859063e+00,2.339908442841197811e+00
1.181635711011341527e+01,1.875706011906563475e+01,1.828457716857920357e+00,1.866884135740849437e+00
2.373413043471632022e+01,1.235514704181757928e+01,5.364022857931317612e-01,5.100683126146300372e-01
1.763681392316286178e+01,3.159291118283688959e+01,1.812450388465478790e+00,1.791165016695921430e+00
6.321425130433830475e+00,1.310451028802442863e+01,4.612167163464295783e-01,4.903444336653529079e-01
1.222239911116997924e+01,1.193872295529434169e+01,4.947198526295241705e-01,5.091151234842120621e-01
3.369459172572411454e+00,2.452996684344826051e+01,9.625779974227883784e-01,9.209264992451389187e-01
4.862879748630864185e+01,1.174034678138120746e+01,4.084054974934198667e-01,3.750000217121209345e-01
1.219661156673459956e+01,1.374906839489661081e+01,7.678518658334863023e-01,8.011409672975959850e-01
1.966295001483747029e+01,1.755013231666277207e+01,1.584275926575666738e+00,1.701610845118731730e+00
1.270734540473546481e+01,1.673713575754501548e+01,1.388804217120057194e+00,1.257285848054660260e+00
3.273717674695168967e+01,1.255351493767513915e+01,5.249392077487667896e-01,5.611350146399028960e-01
2.834520154376901147e+01,2.235225589147360381e+01,2.372932495797577257e+00,2.362380136646493600e+00
3.840045685738094505e+01,1.902450295427025395e+01,1.688146634575626859e+00,1.727114870262636215e+00
1.065140633087027222e+00,2.064303777280032648e+01,1.212268224227801006e-01,1.646128913260437865e-01
1.063142988508884201e+01,2.627040839418522467e+01,2.564981268785540891e+00,2.567623173037468121e+00
3.013751756023667383e+01,1.615464306198722255e+01,1.148518877217144629e+00,1.097720199866034863e+00
2.904006304232708757e+01,3.133263488803887498e+01,1.695227662534149138e+00,1.625375067858999323e+00
4.130970854305825668e+01,1.247441849099653766e+01,4.986473869737056419e-01,4.049384525440474225e-01
4.487069796480225747e+00,1.957922133352554539e+01,1.016390253817981648e+00,1.077507533829727526e+00
1.887204840840496800e+01,2.727201956476508826e+01,2.637483306682715689e+00,2.626998188394865874e+00
2.048592890039900993e+01,2.553408602267597871e+01,2.731894398838577320e+00,2.704880650470649517e+00
2.589483262803618047e+01,2.773693148217099491e+01,2.411869324801194203e+00,2.397983354259874744e+00
1.789574635183316786e+01,3.366139481139465772e+01,1.320132965524264179e+00,1.253159579604435470e+00
3.686615467663833101e+01,2.013104908207838051e+01,1.913246429878639576e+00,1.928477158854692508e+00
5.663477137439870468e+00,2.091590424135491588e+01,1.459964357920896294e+00,1.525899432723086147e+00
3.501014164276942342e+00,3.383937127078785068e+01,4.641486076078766287e-01,5.210716391464247366e-01
1.601809980187125504e+01,1.585076656901119563e+01,1.218011619492954001e+00,1.139721665931568095e+00
4.923733738622994238e+00,1.241893856562652232e+01,3.091793864191174079e-01,3.773549806095650161e-01
1.992435988188805140e+01,2.751910319802957972e+01,2.584229010734377052e+00,2.546017165998060161e+00
2.913230659567009440e+01,3.100820008524715732e+01,1.763251487952433916e+00,1.667603874690295696e+00
4.667386862525913394e+00,1.639209434881122363e+01,6.783579894457489878e-01,6.168843776752183095e-01
2.325989651911070055e+01,1.146138558075618619e+01,4.264851066413152814e-01,3.781594010790625959e-01
2.798822310218364606e+01,2.690736775058772778e+01,2.461389748103216313e+00,2.461042356086214244e+00
2.844469466737039198e+01,3.204347454951480501e+01,1.548579480958705901e+00,1.496980707309393477e+00
1.995034213523260824e+00,3.171032285492735525e+01,2.832754178484624408e-01,2.077631448094660049e-01
3.877509743529479636e+01,1.302982317291841596e+01,5.750551159614436525e-01,5.618304142048785588e-01
3.623872339779828877e+01,1.919762074242687788e+01,1.735970389158532967e+00,1.832165586298211579e+00
1.520205333450255480e+01,2.328878904006675299e+01,2.729942381454409261e+00,2.694824837334979240e+00
2.383159880745539994e+01,1.189361374577883268e+01,4.758343606800150560e-01,4.990470364525023128e-01
3.708950303271272730e+01,1.752381000505631548e+01,1.385590773915887031e+00,1.389588115477360386e+00
4.178669917450478977e+01,1.901659054406126970e+01,1.671986855021956098e+00,1.804890240731684692e+00
1.276196268842324777e+01,1.603618550624605632e+01,1.231943693922649574e+00,1.137030785939675548e+00
3.865618877045562130e+01,2.205618444141897072e+01,2.210583500204324814e+00,2.265352582565073547e+00
2.149781929372725031e+01,2.335421259704391161e+01,2.640979772908106149e+00,2.576910523118100649e+00
4.768144415783338985e+01,2.563290036292098151e+01,2.361965252237477220e+00,2.332344489536470444e+00
4.397909200331252322e+01,3.073644363413319880e+01,1.714248228533934215e+00,1.709414145864263546e+00
1.822058039384961958e+01,1.768982783250599766e+01,1.634890373216255410e+00,1.794194683306157501e+00
1.831170945401230910e+01,2.394869610418458450e+01,2.757491413348405640e+00,2.719341147834239525e+00
2.454887513924563791e+01,1.373498366578972707e+01,7.401163880971297626e-01,6.456721824347129157e-01
4.805191743529864112e+01,2.458908895772271208e+01,2.366659339221808711e+00,2.431527519238870116e+00
7.627036789297789277e+00,1.317271696721289587e+01,5.397129990134511557e-01,4.977511935969459733e-01
2.767061269236345922e+01,2.748256525930836958e+01,2.406302955355803075e+00,2.394155437671268594e+00
3.256168234494615632e+01,1.514218136345080090e+01,9.360286891014349964e-01,9.348265979542221826e-01
3.614272618401729176e+01,2.104692451763917305e+01,2.079966737603274218e+00,2.084816176882319017e+00
3.822185111531728019e+00,3.265405898483210478e+01,6.299923580379457322e-01,6.214854266201012001e-01
3.016610822268011916e+01,1.487536430060920623e+01,9.008610157775693850e-01,9.142488375762720665e-01
2.279683120462554768e+01,1.314766619546974802e+01,6.574428305278801066e-01,6.768108106396673040e-01
1.730113618055909441e+01,2.831915972902299927e+01,2.511263247112393682e+00,2.553959388023290700e+00
4.854151939708838626e+01,2.476727526345711539e+01,2.368406134225735205e+00,2.347044477430752174e+00
5.748441530616946515e+00,3.192348725220709227e+01,1.082672963797378873e+00,1.045236456629633714e+00
3.558024323234281638e+01,1.379075345947642361e+01,6.938055704146641745e-01,6.406280564813114919e-01
1.061584288435836676e+01,3.403774455100504071e+01,1.151103425851571993e+00,1.180738870860031930e+00
4.743106332894413413e+01,2.579382646795131606e+01,2.357103410221130346e+00,2.354788502961324692e+00
2.526557067511031818e+01,3.356476829177861987e+01,1.255623735267708874e+00,1.283283963839100483e+00
2.294268577062972980e+01,1.469694611322905686e+01,9.253311250722638936e-01,9.522409371630574659e-01
1.280083316058769682e+01,3.154052978782047134e+01,1.794874750954093212e+00,1.879168597621823533e+00
2.692207992062423472e+01,2.593705584202607639e+01,2.553130202118210512e+00,2.563505456896562507e+00
4.328428332402917533e+01,2.424914516606771286e+01,2.371559235577750169e+00,2.409177801412253128e+00
4.067627419970597735e+00,3.253888671646495823e+01,6.907649101287020033e-01,6.306354188139613459e-01
3.308221183680726796e+01,3.230027689813478275e+01,1.447527160724034090e+00,1.393512076914536379e+00
7.754442154578677027e+00,3.333547408473648233e+01,1.103360383141913204e+00,1.087773495851695138e+00
1.164098846244788454e+01,3.291271040211128707e+01,1.437315962044609208e+00,1.376480078253886852e+00
4.276569863284677808e+01,2.055401868533811793e+01,1.959013058113229899e+00,1.993492719002787350e+00
4.077442369980770920e+00,2.422474029068990475e+01,1.215569507235927160e+00,1.148916867822211030e+00
3.671770871848903539e+01,3.231927220538833012e+01,1.420058975048000827e+00,1.423478125984786402e+00
3.363729625950672819e+00,1.399522926913257947e+01,2.867300621084896139e-01,1.638252810335095733e-01
2.572239216302702047e+01,1.088923899419259911e+01,3.554992381730135986e-01,3.002602520027463084e-01
3.136364538130561641e+01,1.429867370766427825e+01,7.926245601879857716e-01,7.756727933745384274e-01
7.776427564780997947e+00,2.204979062033710946e+01,2.029900590993786835e+00,2.016948606650525555e+00
4.020442488051094188e+01,1.597919435846715785e+01,1.063857939093869165e+00,9.742756519255553194e-01
1.144003360906674516e+01,2.373884951587005432e+01,2.631812069563855161e+00,2.637245523518478407e+00
2.404628304696194618e+01,1.720628343916578018e+01,1.441308000436844594e+00,1.490051201872008679e+00
1.239391995901019072e+01,1.603484448699701659e+01,1.223668307020698398e+00,1.256080327282578457e+00
3.829750315933140570e+01,1.640369676853052994e+01,1.152637684168206222e+00,1.119708530946310843e+00
1.293149532995478879e+01,1.522844465005701764e+01,1.061749815644598138e+00,1.032384973736171219e+00
1.347803862707273836e+01,3.479642553680052686e+01,1.064268316871927578e+00,1.004953302786955494e+00
1.102750451303845303e+00,1.924475164988322717e+01,1.123298923634886010e-01,1.438192920940865316e-01
4.504196110973503409e+01,1.793798917965212425e+01,1.444505041532724965e+00,1.516587983420322638e+00
2.163049656466184523e+00,1.120772367671976077e+01,7.552925724626571857e-02,4.923148347123942892e-02
1.607202915849990887e+01,2.097608514743296837e+01,2.392520954088394713e+00,2.307630050741005689e+00
3.252685452922457898e+01,2.868228751615933447e+01,2.160329226921444690e+00,2.170329439051689402e+00
1.693824382381376026e+01,1.512619973486787828e+01,1.059145182925070428e+00,1.094533654130396938e+00
3.006170194461973111e+01,3.371150948317425389e+01,1.176449357519658401e+00,1.040343165033403849e+00
1.854596121920710061e+01,2.809652074818789558e+01,2.529217648701948207e+00,2.536135450683556947e+00
4.405758059305646412e+01,2.998319961281664447e+01,1.858179129333376700e+00,1.966398478317418652e+00
8.369471206469452085e+00,2.443039774211456105e+01,2.311168884378921096e+00,2.352201264850405593e+00
1.411316343543381979e+00,3.073184112596523221e+01,1.769401683074099674e-01,2.044631083535327631e-01
5.435150181398830327e+00,1.456144846395857861e+01,5.583056685220488813e-01,5.784117323883022355e-01
2.643760583273815712e+01,2.237438603980850615e+01,2.414380888303930828e+00,2.467475829368663831e+00
2.981730063117891305e+01,1.076775508057807329e+01,3.320605074360796216e-01,2.850021447457323220e-01
4.177818950953376032e+01,2.389815452905959248e+01,2.362928187562985283e+00,2.320661297441135584e+00
4.775507510398497857e+01,1.855715955255648453e+01,1.565695608831465524e+00,1.586074074276172308e+00
2.036456903130824259e+01,2.402543532665541903e+01,2.716816035842709809e+00,2.682549568618191493e+00
4.127291113567247294e+01,3.199233446869455832e+01,1.468438692874569185e+00,1.481373813885308977e+00
2.055590246904239393e+01,2.026622316028668536e+01,2.188280522696269159e+00,2.092652398514749379e+00
1.884752268537149789e+01,2.374948964944550056e+01,2.734614500579394036e+00,2.772512233765125789e+00
7.068367258930885022e+00,3.422368474462933108e+01,8.849329168399703294e-01,9.272814874499620830e-01
4.349834248390298796e+01,2.488593244686999384e+01,2.383791012427996847e+00,2.385974907532859568e+00
1.713730955885521823e+01,3.071851465558007988e+01,2.023091086477928346e+00,2.031312233535333078e+00
3.251120950509433527e+01,2.730594214638792394e+01,2.346131362231006268e+00,2.427163916516168474e+00
2.609969120560818467e+01,1.523713849581747937e+01,1.000299333548421377e+00,9.461446021543211682e-01
4.984345748411329424e+01,3.280367904736385043e+01,1.287688167271072492e+00,1.242030334456811325e+00
1.315388212010652680e+01,1.892065544415103417e+01,1.912383087480989952e+00,1.857692772785217272e+00
2.779918295716735344e+01,3.151309523680831859e+01,1.672723443876624971e+00,1.651486935313847715e+00
3.958679672751326706e+01,2.106274451852647189e+01,2.059045429526098481e+00,2.008487933475679998e+00
9.958509482572299731e+00,1.577038472349485865e+01,1.082529297596553697e+00,1.084381721456000758e+00
4.124710315690803952e+01,2.595957013961260174e+01,2.372576783993106009e+00,2.340039943693151603e+00
2.812940174994994535e+01,1.537341480169050456e+01,1.009292883545153341e+00,9.368354275623846927e-01
5.624193934610169698e+00,2.792732385871036627e+01,1.573203893396587949e+00,1.495695006587851150e+00
4.841880998719855711e+01,1.095680391232730244e+01,3.298044797524151139e-01,3.903873350964868205e-01
2.088665252494809010e+01,2.527631852274997470e+01,2.727389976435676822e+00,2.723946035537999411e+00
2.403260604706881765e+01,2.789879876246649104e+01,2.432879280582757264e+00,2.421512389366029083e+00
3.933088301643655882e+01,1.529709659781950393e+01,9.384751227508715266e-01,9.398036020210220887e-01
4.824954596474764656e+01,1.154956758640245695e+01,3.882357542063242239e-01,3.841176484141168856e-01
1.265415704968608779e+01,2.554356272957926066e+01,2.738306746454090668e+00,2.776112393233209019e+00
7.240191671955219732e+00,3.327442863076159085e+01,1.063223432699093918e+00,1.091336384108855695e+00
3.736417931739066489e+01,3.335490390485688295e+01,1.204482147833651151e+00,1.174996760515957694e+00
3.401335664071872600e+01,1.564823320064170886e+01,1.023742885231003319e+00,9.825665323703393073e-01
2.260276688833581815e+01,3.429018459320792545e+01,1.132288557698619691e+00,1.077952518270564930e+00
3.255654151483586389e+01,1.451314983023364213e+01,8.236129363972850559e-01,7.610563715867059154e-01
4.723542404165533526e+01,2.279738201940391207e+01,2.260102836974175133e+00,2.330210118977692257e+00
4.217459343030350283e+01,1.405668491851208479e+01,7.215711234810628927e-01,6.757441617478420204e-01
2.862687580996060177e+01,2.960885147439192977e+01,2.053608483391418993e+00,1.952656193714336741e+00
4.547702505827179209e+01,3.312370999084493661e+01,1.228711264060587949e+00,1.186537040967711398e+00
4.568911785518175606e+01,1.812732846611908855e+01,1.481876113671998008e+00,1.442458028956413507e+00
