r,E
1.076455291058211472e+00,1.030575150036765475e+00
1.077215443088617608e+00,1.028909554274913596e+00
1.077975595119023744e+00,1.027248016602235969e+00
1.078735747149429880e+00,1.025590523997778281e+00
1.079495899179835794e+00,1.023937063491738630e+00
1.080256051210241930e+00,1.022287622165223064e+00
1.081016203240648066e+00,1.020642187150015756e+00
1.081776355271054202e+00,1.019000745628338089e+00
1.082536507301460116e+00,1.017363284832619286e+00
1.083296659331866252e+00,1.015729792045258151e+00
1.084056811362272388e+00,1.014100254598396811e+00
1.084816963392678524e+00,1.012474659873686678e+00
1.085577115423084438e+00,1.010852995302061519e+00
1.086337267453490574e+00,1.009235248363507864e+00
1.087097419483896710e+00,1.007621406586838964e+00
1.087857571514302846e+00,1.006011457549470745e+00
1.088617723544708760e+00,1.004405388877194882e+00
1.089377875575114896e+00,1.002803188243957866e+00
1.090138027605521032e+00,1.001204843371637843e+00
1.090898179635927168e+00,9.996103420298255715e-01
1.091658331666333082e+00,9.980196720356031559e-01
1.092418483696739218e+00,9.964328212533253293e-01
1.093178635727145354e+00,9.948497775944049604e-01
1.093938787757551490e+00,9.932705290170940060e-01
1.094698939787957404e+00,9.916950635262721248e-01
1.095459091818363540e+00,9.901233691732276299e-01
1.096219243848769676e+00,9.885554340554505437e-01
1.096979395879175812e+00,9.869912463164177696e-01
1.097739547909581725e+00,9.854307941453842590e-01
1.098499699939987861e+00,9.838740657771719578e-01
1.099259851970393997e+00,9.823210494919630831e-01
1.100020004000800133e+00,9.807717336150942877e-01
1.100780156031206047e+00,9.792261065168476053e-01
1.101540308061612183e+00,9.776841566122478344e-01
1.102300460092018319e+00,9.761458723608580357e-01
1.103060612122424455e+00,9.746112422665776931e-01
1.103820764152830369e+00,9.730802548774402094e-01
1.104580916183236505e+00,9.715528987854110676e-01
1.105341068213642641e+00,9.700291626261918765e-01
1.106101220244048777e+00,9.685090350790184210e-01
1.106861372274454691e+00,9.669925048664660405e-01
1.107621524304860827e+00,9.654795607542494551e-01
1.108381676335266963e+00,9.639701915510321406e-01
1.109141828365673099e+00,9.624643861082280427e-01
1.109901980396079235e+00,9.609621333198112847e-01
1.110662132426485149e+00,9.594634221221217674e-01
1.111422284456891285e+00,9.579682414936735446e-01
1.112182436487297421e+00,9.564765804549673067e-01
1.112942588517703557e+00,9.549884280682983118e-01
1.113702740548109471e+00,9.535037734375694241e-01
1.114462892578515607e+00,9.520226057081029314e-01
1.115223044608921743e+00,9.505449140664551377e-01
1.115983196639327879e+00,9.490706877402309560e-01
1.116743348669733793e+00,9.475999159978981679e-01
1.117503500700139929e+00,9.461325881486054579e-01
1.118263652730546065e+00,9.446686935419985609e-01
1.119023804760952201e+00,9.432082215680409609e-01
1.119783956791358115e+00,9.417511616568307042e-01
1.120544108821764251e+00,9.402975032784210985e-01
1.121304260852170387e+00,9.388472359426445202e-01
1.122064412882576523e+00,9.374003491989313375e-01
1.122824564912982437e+00,9.359568326361351609e-01
1.123584716943388573e+00,9.345166758823548747e-01
1.124344868973794709e+00,9.330798686047626633e-01
1.125105021004200845e+00,9.316464005094259315e-01
1.125865173034606759e+00,9.302162613411383285e-01
1.126625325065012895e+00,9.287894408832426674e-01
1.127385477095419031e+00,9.273659289574631703e-01
1.128145629125825167e+00,9.259457154237338283e-01
1.128905781156231081e+00,9.245287901800280927e-01
1.129665933186637217e+00,9.231151431621895664e-01
1.130426085217043353e+00,9.217047643437651372e-01
1.131186237247449489e+00,9.202976437358387773e-01
1.131946389277855403e+00,9.188937713868619017e-01
1.132706541308261539e+00,9.174931373824910530e-01
1.133466693338667675e+00,9.160957318454223675e-01
1.134226845369073811e+00,9.147015449352273730e-01
1.134986997399479725e+00,9.133105668481911188e-01
1.135747149429885861e+00,9.119227878171480839e-01
1.136507301460291997e+00,9.105381981113243040e-01
1.137267453490698133e+00,9.091567880361729470e-01
1.138027605521104046e+00,9.077785479332192153e-01
1.138787757551510182e+00,9.064034681798962545e-01
1.139547909581916318e+00,9.050315391893923866e-01
1.140308061612322454e+00,9.036627514104903502e-01
1.141068213642728368e+00,9.022970953274129791e-01
1.141828365673134504e+00,9.009345614596662166e-01
1.142588517703540640e+00,8.995751403618854614e-01
1.143348669733946776e+00,8.982188226236809125e-01
1.144108821764352690e+00,8.968655988694846926e-01
1.144868973794758826e+00,8.955154597583978582e-01
1.145629125825164962e+00,8.941683959840396323e-01
1.146389277855571098e+00,8.928243982743958584e-01
1.147149429885977012e+00,8.914834573916695648e-01
1.147909581916383148e+00,8.901455641321293077e-01
1.148669733946789284e+00,8.888107093259648428e-01
1.149429885977195420e+00,8.874788838371343580e-01
1.150190038007601334e+00,8.861500785632223653e-01
1.150950190038007470e+00,8.848242844352873782e-01
1.151710342068413606e+00,8.835014924177224671e-01
1.152470494098819742e+00,8.821816935081062683e-01
1.153230646129225656e+00,8.808648787370603195e-01
1.153990798159631792e+00,8.795510391681045093e-01
1.154750950190037928e+00,8.782401658975156344e-01
1.155511102220444064e+00,8.769322500541858467e-01
1.156271254250849978e+00,8.756272827994791008e-01
1.157031406281256114e+00,8.743252553270915994e-01
1.157791558311662250e+00,8.730261588629136815e-01
1.158551710342068386e+00,8.717299846648877137e-01
1.159311862372474300e+00,8.704367240228720881e-01
1.160072014402880436e+00,8.691463682585010009e-01
1.160832166433286572e+00,8.678589087250498935e-01
1.161592318463692708e+00,8.665743368072962305e-01
1.162352470494098622e+00,8.652926439213883825e-01
1.163112622524504758e+00,8.640138215147036282e-01
1.163872774554910894e+00,8.627378610657199243e-01
1.164632926585317030e+00,8.614647540838794582e-01
1.165393078615722944e+00,8.601944921094564211e-01
1.166153230646129080e+00,8.589270667134230042e-01
1.166913382676535216e+00,8.576624694973193908e-01
1.167673534706941352e+00,8.564006920931226396e-01
1.168433686737347266e+00,8.551417261631156785e-01
1.169193838767753402e+00,8.538855633997564087e-01
1.169953990798159538e+00,8.526321955255505847e-01
1.170714142828565674e+00,8.513816142929226949e-01
1.171474294858971588e+00,8.501338114840877314e-01
1.172234446889377724e+00,8.488887789109227366e-01
1.172994598919783860e+00,8.476465084148435691e-01
1.173754750950189996e+00,8.464069918666751180e-01
1.174514902980596132e+00,8.451702211665287345e-01
1.175275055011002046e+00,8.439361882436764439e-01
1.176035207041408182e+00,8.427048850564253790e-01
1.176795359071814318e+00,8.414763035919970990e-01
1.177555511102220454e+00,8.402504358664032447e-01
1.178315663132626367e+00,8.390272739243231914e-01
1.179075815163032503e+00,8.378068098389807039e-01
1.179835967193438639e+00,8.365890357120269183e-01
1.180596119223844775e+00,8.353739436734159973e-01
1.181356271254250689e+00,8.341615258812877798e-01
1.182116423284656825e+00,8.329517745218457669e-01
1.182876575315062961e+00,8.317446818092408822e-01
1.183636727345469097e+00,8.305402399854524553e-01
1.184396879375875011e+00,8.293384413201704275e-01
1.185157031406281147e+00,8.281392781106780010e-01
1.185917183436687283e+00,8.269427426817356208e-01
1.186677335467093419e+00,8.257488273854660665e-01
1.187437487497499333e+00,8.245575246012375459e-01
1.188197639527905469e+00,8.233688267355487866e-01
1.188957791558311605e+00,8.221827262219169041e-01
1.189717943588717741e+00,8.209992155207623821e-01
1.190478095619123655e+00,8.198182871192956078e-01
1.191238247649529791e+00,8.186399335314044068e-01
1.191998399679935927e+00,8.174641472975440193e-01
1.192758551710342063e+00,8.162909209846230807e-01
1.193518703740747977e+00,8.151202471858944865e-01
1.194278855771154113e+00,8.139521185208430376e-01
1.195039007801560249e+00,8.127865276350783041e-01
1.195799159831966385e+00,8.116234672002236028e-01
1.196559311862372299e+00,8.104629299138075282e-01
1.197319463892778435e+00,8.093049084991557063e-01
1.198079615923184571e+00,8.081493957052829913e-01
1.198839767953590707e+00,8.069963843067868847e-01
1.199599919983996621e+00,8.058458671037402876e-01
1.200360072014402757e+00,8.046978369215852522e-01
1.201120224044808893e+00,8.035522866110276219e-01
1.201880376075214807e+00,8.024092090479325590e-01
1.202640528105620943e+00,8.012685971332176305e-01
1.203400680136027079e+00,8.001304437927512225e-01
1.204160832166433215e+00,7.989947419772482906e-01
1.204920984196839129e+00,7.978614846621663315e-01
1.205681136227245265e+00,7.967306648476029096e-01
1.206441288257651401e+00,7.956022755581941830e-01
1.207201440288057537e+00,7.944763098430132064e-01
1.207961592318463451e+00,7.933527607754685684e-01
1.208721744348869587e+00,7.922316214532026946e-01
1.209481896379275723e+00,7.911128849979939259e-01
1.210242048409681859e+00,7.899965445556539345e-01
1.211002200440087773e+00,7.888825932959317999e-01
1.211762352470493909e+00,7.877710244124118688e-01
1.212522504500900045e+00,7.866618311224176097e-01
1.213282656531306181e+00,7.855550066669133580e-01
1.214042808561712095e+00,7.844505443104068387e-01
1.214802960592118231e+00,7.833484373408516888e-01
1.215563112622524367e+00,7.822486790695518666e-01
1.216323264652930503e+00,7.811512628310658402e-01
1.217083416683336416e+00,7.800561819831099974e-01
1.217843568713742552e+00,7.789634299064640555e-01
1.218603720744148688e+00,7.778730000048769133e-01
1.219363872774554824e+00,7.767848857049720612e-01
1.220124024804960738e+00,7.756990804561540997e-01
1.220884176835366874e+00,7.746155777305145929e-01
1.221644328865773010e+00,7.735343710227405856e-01
1.222404480896179146e+00,7.724554538500212342e-01
1.223164632926585060e+00,7.713788197519567680e-01
1.223924784956991196e+00,7.703044622904651195e-01
1.224684936987397332e+00,7.692323750496929957e-01
1.225445089017803468e+00,7.681625516359242845e-01
1.226205241048209382e+00,7.670949856774896825e-01
1.226965393078615518e+00,7.660296708246763231e-01
1.227725545109021654e+00,7.649666007496400688e-01
1.228485697139427790e+00,7.639057691463154720e-01
1.229245849169833704e+00,7.628471697303267351e-01
1.230006001200239840e+00,7.617907962389005583e-01
1.230766153230645976e+00,7.607366424307775432e-01
1.231526305261052112e+00,7.596847020861264843e-01
1.232286457291458026e+00,7.586349690064556617e-01
1.233046609321864162e+00,7.575874370145262438e-01
1.233806761352270298e+00,7.565420999542684655e-01
1.234566913382676434e+00,7.554989516906936986e-01
1.235327065413082348e+00,7.544579861098107409e-01
1.236087217443488484e+00,7.534191971185387748e-01
1.236847369473894620e+00,7.523825786446255437e-01
1.237607521504300756e+00,7.513481246365616428e-01
1.238367673534706892e+00,7.503158290634969196e-01
1.239127825565112806e+00,7.492856859151585391e-01
1.239887977595518942e+00,7.482576892017648307e-01
1.240648129625925078e+00,7.472318329539472392e-01
1.241408281656331214e+00,7.462081112226641721e-01
1.242168433686737128e+00,7.451865180791221732e-01
1.242928585717143264e+00,7.441670476146922120e-01
1.243688737747549400e+00,7.431496939408303026e-01
1.244448889777955536e+00,7.421344511889962359e-01
1.245209041808361450e+00,7.411213135105736427e-01
1.245969193838767586e+00,7.401102750767896143e-01
1.246729345869173722e+00,7.391013300786348772e-01
1.247489497899579858e+00,7.380944727267868544e-01
1.248249649929985772e+00,7.370896972515279533e-01
1.249009801960391908e+00,7.360869979026688492e-01
1.249769953990798044e+00,7.350863689494696596e-01
1.250530106021204180e+00,7.340878046805633383e-01
1.251290258051610094e+00,7.330912994038781827e-01
1.252050410082016230e+00,7.320968474465582299e-01
1.252810562112422366e+00,7.311044431548909817e-01
1.253570714142828502e+00,7.301140808942275795e-01
1.254330866173234416e+00,7.291257550489094186e-01
1.255091018203640552e+00,7.281394600221899882e-01
1.255851170234046688e+00,7.271551902361621522e-01
1.256611322264452824e+00,7.261729401316817656e-01
1.257371474294858738e+00,7.251927041682938446e-01
1.258131626325264874e+00,7.242144768241578490e-01
1.258891778355671009e+00,7.232382525959740738e-01
1.259651930386077145e+00,7.222640259989105971e-01
1.260412082416483059e+00,7.212917915665296720e-01
1.261172234446889195e+00,7.203215438507143409e-01
1.261932386477295331e+00,7.193532774215970482e-01
1.262692538507701467e+00,7.183869868674869208e-01
1.263452690538107381e+00,7.174226667947981584e-01
1.264212842568513517e+00,7.164603118279773142e-01
1.264972994598919653e+00,7.154999166094349050e-01
1.265733146629325789e+00,7.145414757994709154e-01
1.266493298659731703e+00,7.135849840762078511e-01
1.267253450690137839e+00,7.126304361355173533e-01
1.268013602720543975e+00,7.116778266909524753e-01
1.268773754750950111e+00,7.107271504736775158e-01
1.269533906781356025e+00,7.097784022323988529e-01
1.270294058811762161e+00,7.088315767332947770e-01
1.271054210842168297e+00,7.078866687599486562e-01
1.271814362872574433e+00,7.069436731132798801e-01
1.272574514902980347e+00,7.060025846114759140e-01
1.273334666933386483e+00,7.050633980899236875e-01
1.274094818963792619e+00,7.041261084011437577e-01
1.274854970994198755e+00,7.031907104147228083e-01
1.275615123024604669e+00,7.022571990172459255e-01
1.276375275055010805e+00,7.013255691122303181e-01
1.277135427085416941e+00,7.003958156200608132e-01
1.277895579115823077e+00,6.994679334779214663e-01
1.278655731146228991e+00,6.985419176397326124e-01
1.279415883176635127e+00,6.976177630760826975e-01
1.280176035207041263e+00,6.966954647741656625e-01
1.280936187237447399e+00,6.957750177377153289e-01
1.281696339267853313e+00,6.948564169869410057e-01
1.282456491298259449e+00,6.939396575584629856e-01
1.283216643328665585e+00,6.930247345052495955e-01
1.283976795359071721e+00,6.921116428965531364e-01
1.284736947389477635e+00,6.912003778178466007e-01
1.285497099419883771e+00,6.902909343707606116e-01
1.286257251450289907e+00,6.893833076730209175e-01
1.287017403480696043e+00,6.884774928583861087e-01
1.287777555511101957e+00,6.875734850765856665e-01
1.288537707541508093e+00,6.866712794932567920e-01
1.289297859571914229e+00,6.857708712898850090e-01
1.290058011602320365e+00,6.848722556637407699e-01
1.290818163632726279e+00,6.839754278278200594e-01
1.291578315663132415e+00,6.830803830107819996e-01
1.292338467693538551e+00,6.821871164568900081e-01
1.293098619723944687e+00,6.812956234259509580e-01
1.293858771754350601e+00,6.804058991932546707e-01
1.294618923784756737e+00,6.795179390495150740e-01
1.295379075815162873e+00,6.786317383008098059e-01
1.296139227845569009e+00,6.777472922685228163e-01
1.296899379875974923e+00,6.768645962892834156e-01
1.297659531906381059e+00,6.759836457149088762e-01
1.298419683936787195e+00,6.751044359123459238e-01
1.299179835967193331e+00,6.742269622636124504e-01
1.299939987997599244e+00,6.733512201657398943e-01
1.300700140028005380e+00,6.724772050307148419e-01
1.301460292058411516e+00,6.716049122854232944e-01
1.302220444088817652e+00,6.707343373715919377e-01
1.302980596119223788e+00,6.698654757457326303e-01
1.303740748149629702e+00,6.689983228790846725e-01
1.304500900180035838e+00,6.681328742575590729e-01
1.305261052210441974e+00,6.672691253816828150e-01
1.306021204240848110e+00,6.664070717665425692e-01
1.306781356271254024e+00,6.655467089417292925e-01
1.307541508301660160e+00,6.646880324512821625e-01
1.308301660332066296e+00,6.638310378536346201e-01
1.309061812362472432e+00,6.629757207215594139e-01
1.309821964392878346e+00,6.621220766421134218e-01
1.310582116423284482e+00,6.612701012165824732e-01
1.311342268453690618e+00,6.604197900604295013e-01
1.312102420484096754e+00,6.595711388032390321e-01
1.312862572514502668e+00,6.587241430886636717e-01
1.313622724544908804e+00,6.578787985743710376e-01
1.314382876575314940e+00,6.570351009319901348e-01
1.315143028605721076e+00,6.561930458470593974e-01
1.315903180636126990e+00,6.553526290189727321e-01
1.316663332666533126e+00,6.545138461609275593e-01
1.317423484696939262e+00,6.536766929998730769e-01
1.318183636727345398e+00,6.528411652764569695e-01
1.318943788757751312e+00,6.520072587449756707e-01
1.319703940788157448e+00,6.511749691733197398e-01
1.320464092818563584e+00,6.503442923429257894e-01
1.321224244848969720e+00,6.495152240487229722e-01
1.321984396879375634e+00,6.486877600990836878e-01
1.322744548909781770e+00,6.478618963157714017e-01
1.323504700940187906e+00,6.470376285338912403e-01
1.324264852970594042e+00,6.462149526018395873e-01
1.325025005000999956e+00,6.453938643812543452e-01
1.325785157031406092e+00,6.445743597469636432e-01
1.326545309061812228e+00,6.437564345869380977e-01
1.327305461092218364e+00,6.429400848022407411e-01
1.328065613122624278e+00,6.421253063069776168e-01
1.328825765153030414e+00,6.413120950282489297e-01
1.329585917183436550e+00,6.405004469061004180e-01
1.330346069213842686e+00,6.396903578934749479e-01
1.331106221244248600e+00,6.388818239561645518e-01
1.331866373274654736e+00,6.380748410727605791e-01
1.332626525305060872e+00,6.372694052346082882e-01
1.333386677335467008e+00,6.364655124457573310e-01
1.334146829365872922e+00,6.356631587229156777e-01
1.334906981396279058e+00,6.348623400954003237e-01
1.335667133426685194e+00,6.340630526050922144e-01
1.336427285457091330e+00,6.332652923063887274e-01
1.337187437487497244e+00,6.324690552661569320e-01
1.337947589517903380e+00,6.316743375636862945e-01
1.338707741548309516e+00,6.308811352906438241e-01
1.339467893578715652e+00,6.300894445510277775e-01
1.340228045609121565e+00,6.292992614611209179e-01
1.340988197639527701e+00,6.285105821494449962e-01
1.341748349669933837e+00,6.277234027567162311e-01
1.342508501700339973e+00,6.269377194357991234e-01
1.343268653730745887e+00,6.261535283516622696e-01
1.344028805761152023e+00,6.253708256813313993e-01
1.344788957791558159e+00,6.245896076138475195e-01
1.345549109821964295e+00,6.238098703502206188e-01
1.346309261852370209e+00,6.230316101033858134e-01
1.347069413882776345e+00,6.222548230981588269e-01
1.347829565913182481e+00,6.214795055711924698e-01
1.348589717943588617e+00,6.207056537709334521e-01
1.349349869973994531e+00,6.199332639575774184e-01
1.350110022004400667e+00,6.191623324030263165e-01
1.350870174034806803e+00,6.183928553908456527e-01
1.351630326065212939e+00,6.176248292162209719e-01
1.352390478095618853e+00,6.168582501859150025e-01
1.353150630126024989e+00,6.160931146182248019e-01
1.353910782156431125e+00,6.153294188429399014e-01
1.354670934186837261e+00,6.145671592013000062e-01
1.355431086217243175e+00,6.138063320459523631e-01
1.356191238247649311e+00,6.130469337409093500e-01
1.356951390278055447e+00,6.122889606615088409e-01
1.357711542308461583e+00,6.115324091943700191e-01
1.358471694338867497e+00,6.107772757373541861e-01
1.359231846369273633e+00,6.100235566995220182e-01
1.359991998399679769e+00,6.092712485010928214e-01
1.360752150430085905e+00,6.085203475734046741e-01
1.361512302460491819e+00,6.077708503588727940e-01
1.362272454490897955e+00,6.070227533109487927e-01
1.363032606521304091e+00,6.062760528940807081e-01
1.363792758551710227e+00,6.055307455836737018e-01
1.364552910582116141e+00,6.047868278660482044e-01
1.365313062612522277e+00,6.040442962384016123e-01
1.366073214642928413e+00,6.033031472087678759e-01
1.366833366673334549e+00,6.025633772959781975e-01
1.367593518703740463e+00,6.018249830296221736e-01
1.368353670734146599e+00,6.010879609500066056e-01
1.369113822764552735e+00,6.003523076081198617e-01
1.369873974794958871e+00,5.996180195655896883e-01
1.370634126825365007e+00,5.988850933946471278e-01
1.371394278855770921e+00,5.981535256780863286e-01
1.372154430886177057e+00,5.974233130092262423e-01
1.372914582916583193e+00,5.966944519918737644e-01
1.373674734946989329e+00,5.959669392402845434e-01
1.374434886977395243e+00,5.952407713791252331e-01
1.375195039007801379e+00,5.945159450434355231e-01
1.375955191038207515e+00,5.937924568785920565e-01
1.376715343068613651e+00,5.930703035402687950e-01
1.377475495099019565e+00,5.923494816944022689e-01
1.378235647129425701e+00,5.916299880171513870e-01
1.378995799159831837e+00,5.909118191948634635e-01
1.379755951190237973e+00,5.901949719240359160e-01
1.380516103220643886e+00,5.894794429112801826e-01
1.381276255251050022e+00,5.887652288732843076e-01
1.382036407281456158e+00,5.880523265367774144e-01
1.382796559311862294e+00,5.873407326384942895e-01
1.383556711342268208e+00,5.866304439251376346e-01
1.384316863372674344e+00,5.859214571533428728e-01
1.385077015403080480e+00,5.852137690896429545e-01
1.385837167433486616e+00,5.845073765104326080e-01
1.386597319463892530e+00,5.838022762019323686e-01
1.387357471494298666e+00,5.830984649601533842e-01
1.388117623524704802e+00,5.823959395908628878e-01
1.388877775555110938e+00,5.816946969095486697e-01
1.389637927585516852e+00,5.809947337413847723e-01
1.390398079615922988e+00,5.802960469211955186e-01
1.391158231646329124e+00,5.795986332934226493e-01
1.391918383676735260e+00,5.789024897120895741e-01
1.392678535707141174e+00,5.782076130407682868e-01
1.393438687737547310e+00,5.775140001525436162e-01
1.394198839767953446e+00,5.768216479299806965e-01
1.394958991798359582e+00,5.761305532650907724e-01
1.395719143828765496e+00,5.754407130592968933e-01
1.396479295859171632e+00,5.747521242234007177e-01
1.397239447889577768e+00,5.740647836775496504e-01
1.397999599919983904e+00,5.733786883512024257e-01
1.398759751950389818e+00,5.726938351830970220e-01
1.399519903980795954e+00,5.720102211212163557e-01
1.400280056011202090e+00,5.713278431227570842e-01
1.401040208041608226e+00,5.706466981540951888e-01
1.401800360072014140e+00,5.699667831907548887e-01
1.402560512102420276e+00,5.692880952173744458e-01
1.403320664132826412e+00,5.686106312276753005e-01
1.404080816163232548e+00,5.679343882244293207e-01
1.404840968193638462e+00,5.672593632194267155e-01
1.405601120224044598e+00,5.665855532334433953e-01
1.406361272254450734e+00,5.659129552962104404e-01
1.407121424284856870e+00,5.652415664463816825e-01
1.407881576315262784e+00,5.645713837315020633e-01
1.408641728345668920e+00,5.639024042079764376e-01
1.409401880376075056e+00,5.632346249410377093e-01
1.410162032406481192e+00,5.625680430047168556e-01
1.410922184436887106e+00,5.619026554818111752e-01
1.411682336467293242e+00,5.612384594638519797e-01
1.412442488497699378e+00,5.605754520510767280e-01
1.413202640528105514e+00,5.599136303523957192e-01
1.413962792558511428e+00,5.592529914853633377e-01
1.414722944588917564e+00,5.585935325761457459e-01
1.415483096619323700e+00,5.579352507594929067e-01
1.416243248649729836e+00,5.572781431787062756e-01
1.417003400680135750e+00,5.566222069856104904e-01
1.417763552710541886e+00,5.559674393405216186e-01
1.418523704740948022e+00,5.553138374122188470e-01
1.419283856771354158e+00,5.546613983779143942e-01
1.420044008801760071e+00,5.540101194232235349e-01
1.420804160832166207e+00,5.533599977421352900e-01
1.421564312862572343e+00,5.527110305369833387e-01
1.422324464892978479e+00,5.520632150184168196e-01
1.423084616923384393e+00,5.514165484053712429e-01
1.423844768953790529e+00,5.507710279250382923e-01
1.424604920984196665e+00,5.501266508128394017e-01
1.425365073014602801e+00,5.494834143123946690e-01
1.426125225045008715e+00,5.488413156754958777e-01
1.426885377075414851e+00,5.482003521620764097e-01
1.427645529105820987e+00,5.475605210401843781e-01
1.428405681136227123e+00,5.469218195859533171e-01
1.429165833166633037e+00,5.462842450835747599e-01
1.429925985197039173e+00,5.456477948252693722e-01
1.430686137227445309e+00,5.450124661112594193e-01
1.431446289257851445e+00,5.443782562497413435e-01
1.432206441288257359e+00,5.437451625568570091e-01
1.432966593318663495e+00,5.431131823566671679e-01
1.433726745349069631e+00,5.424823129811230382e-01
1.434486897379475767e+00,5.418525517700399918e-01
1.435247049409881903e+00,5.412238960710690217e-01
1.436007201440287817e+00,5.405963432396708734e-01
1.436767353470693953e+00,5.399698906390872910e-01
1.437527505501100089e+00,5.393445356403158142e-01
1.438287657531506225e+00,5.387202756220821342e-01
1.439047809561912139e+00,5.380971079708132265e-01
1.439807961592318275e+00,5.374750300806107051e-01
1.440568113622724411e+00,5.368540393532247323e-01
1.441328265653130547e+00,5.362341331980274850e-01
1.442088417683536461e+00,5.356153090319865084e-01
1.442848569713942597e+00,5.349975642796379605e-01
1.443608721744348733e+00,5.343808963730629635e-01
1.444368873774754869e+00,5.337653027518578508e-01
1.445129025805160783e+00,5.331507808631120726e-01
1.445889177835566919e+00,5.325373281613792198e-01
1.446649329865973055e+00,5.319249421086533758e-01
1.447409481896379191e+00,5.313136201743429154e-01
1.448169633926785105e+00,5.307033598352448589e-01
1.448929785957191241e+00,5.300941585755194474e-01
1.449689937987597377e+00,5.294860138866647192e-01
1.450450090018003513e+00,5.288789232674924179e-01
1.451210242048409427e+00,5.282728842241015688e-01
1.451970394078815563e+00,5.276678942698534991e-01
1.452730546109221699e+00,5.270639509253484123e-01
1.453490698139627835e+00,5.264610517183989646e-01
1.454250850170033749e+00,5.258591941840066175e-01
1.455011002200439885e+00,5.252583758643359912e-01
1.455771154230846021e+00,5.246585943086917725e-01
1.456531306261252157e+00,5.240598470734931791e-01
1.457291458291658071e+00,5.234621317222503123e-01
1.458051610322064207e+00,5.228654458255389548e-01
1.458811762352470343e+00,5.222697869609779220e-01
1.459571914382876479e+00,5.216751527132040822e-01
1.460332066413282393e+00,5.210815406738484867e-01
1.461092218443688528e+00,5.204889484415125001e-01
1.461852370474094664e+00,5.198973736217444852e-01
1.462612522504500800e+00,5.193068138270161560e-01
1.463372674534906714e+00,5.187172666766983742e-01
1.464132826565312850e+00,5.181287297970380568e-01
1.464892978595718986e+00,5.175412008211350834e-01
1.465653130626125122e+00,5.169546773889184266e-01
1.466413282656531036e+00,5.163691571471240582e-01
1.467173434686937172e+00,5.157846377492698586e-01
1.467933586717343308e+00,5.152011168556350773e-01
1.468693738747749444e+00,5.146185921332355750e-01
1.469453890778155358e+00,5.140370612558018415e-01
1.470214042808561494e+00,5.134565219037556805e-01
1.470974194838967630e+00,5.128769717641883386e-01
1.471734346869373766e+00,5.122984085308373015e-01
1.472494498899779680e+00,5.117208299040642006e-01
1.473254650930185816e+00,5.111442335908318313e-01
1.474014802960591952e+00,5.105686173046830589e-01
1.474774954990998088e+00,5.099939787657170598e-01
1.475535107021404002e+00,5.094203157005685600e-01
1.476295259051810138e+00,5.088476258423847431e-01
1.477055411082216274e+00,5.082759069308041555e-01
1.477815563112622410e+00,5.077051567119343911e-01
1.478575715143028324e+00,5.071353729383305531e-01
1.479335867173434460e+00,5.065665533689726052e-01
1.480096019203840596e+00,5.059986957692453879e-01
1.480856171234246732e+00,5.054317979109157477e-01
1.481616323264652646e+00,5.048658575721122199e-01
1.482376475295058782e+00,5.043008725373021583e-01
1.483136627325464918e+00,5.037368405972716401e-01
1.483896779355871054e+00,5.031737595491042603e-01
1.484656931386276968e+00,5.026116271961595938e-01
1.485417083416683104e+00,5.020504413480519901e-01
1.486177235447089240e+00,5.014901998206300338e-01
1.486937387477495376e+00,5.009309004359557838e-01
1.487697539507901290e+00,5.003725410222835679e-01
1.488457691538307426e+00,4.998151194140391107e-01
1.489217843568713562e+00,4.992586334517997715e-01
1.489977995599119698e+00,4.987030809822733946e-01
1.490738147629525612e+00,4.981484598582777146e-01
1.491498299659931748e+00,4.975947679387198730e-01
1.492258451690337884e+00,4.970420030885771001e-01
1.493018603720744020e+00,4.964901631788749548e-01
1.493778755751149934e+00,4.959392460866687280e-01
1.494538907781556070e+00,4.953892496950219604e-01
1.495299059811962206e+00,4.948401718929875681e-01
1.496059211842368342e+00,4.942920105755870264e-01
1.496819363872774256e+00,4.937447636437911624e-01
1.497579515903180392e+00,4.931984290045000607e-01
1.498339667933586528e+00,4.926530045705232452e-01
1.499099819963992664e+00,4.921084882605607502e-01
1.499859971994398800e+00,4.915648779991824702e-01
1.500620124024804714e+00,4.910221717168099520e-01
1.501380276055210850e+00,4.904803673496952454e-01
1.502140428085616985e+00,4.899394628399038609e-01
1.502900580116023121e+00,4.893994561352935646e-01
1.503660732146429035e+00,4.888603451894963925e-01
1.504420884176835171e+00,4.883221279618984445e-01
1.505181036207241307e+00,4.877848024176221209e-01
1.505941188237647443e+00,4.872483665275064713e-01
1.506701340268053357e+00,4.867128182680881543e-01
1.507461492298459493e+00,4.861781556215827305e-01
1.508221644328865629e+00,4.856443765758665654e-01
1.508981796359271765e+00,4.851114791244569568e-01
1.509741948389677679e+00,4.845794612664950929e-01
1.510502100420083815e+00,4.840483210067254571e-01
1.511262252450489951e+00,4.835180563554795641e-01
1.512022404480896087e+00,4.829886653286559195e-01
1.512782556511302001e+00,4.824601459477029231e-01
1.513542708541708137e+00,4.819324962395992173e-01
1.514302860572114273e+00,4.814057142368370346e-01
1.515063012602520409e+00,4.808797979774027676e-01
1.515823164632926323e+00,4.803547455047600945e-01
1.516583316663332459e+00,4.798305548678308829e-01
1.517343468693738595e+00,4.793072241209780371e-01
1.518103620724144731e+00,4.787847513239876229e-01
1.518863772754550645e+00,4.782631345420507718e-01
