t,H,H_slow,V_freq,dH_dt,dH_dt_noisy
1.788357671534306803e+01,3.015189068251999394e-01,3.365021682885936949e-01,2.632916717576795282e-02,-1.760332183639545280e-03,-1.403392528778140465e-03
1.794358871774354824e+01,3.014133858184380177e-01,3.364321522139494536e-01,2.640380204689769805e-02,-1.756333495118360052e-03,-1.818271006221868283e-03
1.800360072014402846e+01,3.013081042789854114e-01,3.363620654418512101e-01,2.647836052604591456e-02,-1.752350739255281731e-03,-1.870905644798111570e-03
1.806361272254450867e+01,3.012030612581056421e-01,3.362919085876489578e-01,2.655284273037094439e-02,-1.748383840998784557e-03,-1.779951181436855009e-03
1.812362472494498888e+01,3.010982558110915641e-01,3.362216822638897096e-01,2.662724877670955698e-02,-1.744432725629127719e-03,-1.840688782349352449e-03
1.818363672734546910e+01,3.009936869972338891e-01,3.361513870803390369e-01,2.670157878157917997e-02,-1.740497318755711634e-03,-1.880793178486419616e-03
1.824364872974594931e+01,3.008893538798209644e-01,3.360810236439812915e-01,2.677583286117789924e-02,-1.736577546317001619e-03,-1.708938817523368353e-03
1.830366073214642952e+01,3.007852555261388838e-01,3.360105925590193832e-01,2.685001113138446582e-02,-1.732673334580478453e-03,-1.790856841190496557e-03
1.836367273454690974e+01,3.006813910074715435e-01,3.359400944268750022e-01,2.692411370775828205e-02,-1.728784610142573321e-03,-1.441009891374041459e-03
1.842368473694738995e+01,3.005777593991004748e-01,3.358695298461883416e-01,2.699814070553940848e-02,-1.724911299928621848e-03,-1.724870971337597036e-03
1.848369673934787016e+01,3.004743597803051225e-01,3.357988994128184856e-01,2.707209223964857428e-02,-1.721053331192810322e-03,-1.656270935666524563e-03
1.854370874174835038e+01,3.003711912343625112e-01,3.357282037198429103e-01,2.714596842468715646e-02,-1.717210631518100231e-03,-1.526806257918139880e-03
1.860372074414883059e+01,3.002682528485475233e-01,3.356574433575579830e-01,2.721976937493719717e-02,-1.713383128816202243e-03,-1.773534299317110815e-03
1.866373274654931080e+01,3.001655437141326765e-01,3.355866189134786848e-01,2.729349520436139681e-02,-1.709570751327494677e-03,-1.422223443309706889e-03
1.872374474894979102e+01,3.000630629263882909e-01,3.355157309723385550e-01,2.736714602660311052e-02,-1.705773427620999212e-03,-1.832312270125021746e-03
1.878375675135027123e+01,2.999608095845824329e-01,3.354447801160898579e-01,2.744072195498636207e-02,-1.701991086594310636e-03,-1.863656626971535663e-03
1.884376875375075144e+01,2.998587827919809157e-01,3.353737669239035823e-01,2.751422310251582307e-02,-1.698223657473550870e-03,-1.771477061243601370e-03
1.890378075615123166e+01,2.997569816558472988e-01,3.353026919721693311e-01,2.758764958187682678e-02,-1.694471069813327339e-03,-1.717414548206754737e-03
1.896379275855171187e+01,2.996554052874428331e-01,3.352315558344953761e-01,2.766100150543537167e-02,-1.690733253496667053e-03,-1.970996893516477420e-03
1.902380476095218853e+01,2.995540528020265714e-01,3.351603590817086586e-01,2.773427898523810400e-02,-1.687010138734985377e-03,-1.694029095560754729e-03
1.908381676335266874e+01,2.994529233188552020e-01,3.350891022818547338e-01,2.780748213301234215e-02,-1.683301656068026189e-03,-2.016798974155910654e-03
1.914382876575314896e+01,2.993520159611833820e-01,3.350177860001978258e-01,2.788061106016605575e-02,-1.679607736363838456e-03,-1.401180056254738848e-03
1.920384076815362917e+01,2.992513298562632373e-01,3.349464107992209949e-01,2.795366587778787618e-02,-1.675928310818687768e-03,-1.692127701100226570e-03
1.926385277055410938e+01,2.991508641353448072e-01,3.348749772386257484e-01,2.802664669664708605e-02,-1.672263310957052863e-03,-1.800654855896247596e-03
1.932386477295458960e+01,2.990506179336758774e-01,3.348034858753323184e-01,2.809955362719363664e-02,-1.668612668631570123e-03,-1.850280292288284658e-03
1.938387677535506981e+01,2.989505903905018691e-01,3.347319372634796619e-01,2.817238677955813050e-02,-1.664976316022970249e-03,-1.741862410864609533e-03
1.944388877775555002e+01,2.988507806490660057e-01,3.346603319544253496e-01,2.824514626355183536e-02,-1.661354185640060918e-03,-1.705970079326146142e-03
1.950390078015603024e+01,2.987511878566093126e-01,3.345886704967456771e-01,2.831783218866667715e-02,-1.657746210319678212e-03,-1.866648403441950252e-03
1.956391278255651045e+01,2.986518111643703954e-01,3.345169534362354979e-01,2.839044466407523309e-02,-1.654152323226632838e-03,-1.838111341991199811e-03
1.962392478495699066e+01,2.985526497275858282e-01,3.344451813159083908e-01,2.846298379863074907e-02,-1.650572457853694518e-03,-1.688007458866001885e-03
1.968393678735747088e+01,2.984537027054897096e-01,3.343733546759966035e-01,2.853544970086712568e-02,-1.647006548021523464e-03,-1.751163297580651552e-03
1.974394878975795109e+01,2.983549692613139959e-01,3.343014740539511087e-01,2.860784247899892177e-02,-1.643454527878648701e-03,-1.455611907142984529e-03
1.980396079215843130e+01,2.982564485622883899e-01,3.342295399844413817e-01,2.868016224092135441e-02,-1.639916331901435098e-03,-1.412342257052330184e-03
1.986397279455891152e+01,2.981581397796403410e-01,3.341575529993556781e-01,2.875240909421029889e-02,-1.636391894894037406e-03,-1.633187654174059460e-03
1.992398479695939173e+01,2.980600420885949342e-01,3.340855136278009785e-01,2.882458314612229566e-02,-1.632881151988346477e-03,-1.538161237577440922e-03
1.998399679935987194e+01,2.979621546683750566e-01,3.340134223961027105e-01,2.889668450359453994e-02,-1.629384038643994469e-03,-1.896421713369018502e-03
2.004400880176035216e+01,2.978644767022014528e-01,3.339412798278051930e-01,2.896871327324488168e-02,-1.625900490648285457e-03,-1.498416948761762540e-03
2.010402080416083237e+01,2.977670073772925030e-01,3.338690864436713590e-01,2.904066956137183603e-02,-1.622430444116177220e-03,-1.628547138018830026e-03
2.016403280656131258e+01,2.976697458848642786e-01,3.337968427616826439e-01,2.911255347395457632e-02,-1.618973835490231800e-03,-1.522040172300064302e-03
2.022404480896179280e+01,2.975726914201306528e-01,3.337245492970393190e-01,2.918436511665293068e-02,-1.615530601540600755e-03,-1.295459375221868874e-03
2.028405681136227301e+01,2.974758431822765448e-01,3.336522065621788102e-01,2.925610459480929015e-02,-1.612100679362788239e-03,-2.068272230631661244e-03
2.034406881376275322e+01,2.973792003654260330e-01,3.335798150730293066e-01,2.932777201409276016e-02,-1.608684005634181471e-03,-1.556494369823495675e-03
2.040408081616323344e+01,2.972827621725647740e-01,3.335073753393967277e-01,2.939936747950929255e-02,-1.605280517759532025e-03,-1.825104330393104721e-03
2.046409281856371365e+01,2.971865278188204340e-01,3.334348878626768875e-01,2.947089109516575281e-02,-1.601890154141237012e-03,-1.483450815860339446e-03
2.052410482096419386e+01,2.970904965225878436e-01,3.333623531419886432e-01,2.954234296490147044e-02,-1.598512853449014434e-03,-1.861175540934707686e-03
2.058411682336467408e+01,2.969946675055291085e-01,3.332897716741738403e-01,2.961372319228824934e-02,-1.595148554619891905e-03,-1.694228468020690659e-03
2.064412882576515429e+01,2.968990399925734991e-01,3.332171439537973123e-01,2.968503188063034703e-02,-1.591797196858151138e-03,-1.551250445706076325e-03
2.070414082816563450e+01,2.968036132119175607e-01,3.331444704731469364e-01,2.975626913296450932e-02,-1.588458719635315805e-03,-1.465756842348241423e-03
2.076415283056611472e+01,2.967083863950250033e-01,3.330717517222335777e-01,2.982743505205993212e-02,-1.585133062690109902e-03,-1.570174244822795419e-03
2.082416483296659138e+01,2.966133587766267565e-01,3.329989881887912562e-01,2.989852974041828579e-02,-1.581820166028428259e-03,-1.740386353825990658e-03
2.088417683536707159e+01,2.965185295947210253e-01,3.329261803582768131e-01,2.996955330027371855e-02,-1.578519969923320929e-03,-1.689226413466402444e-03
2.094418883776755180e+01,2.964238980905731236e-01,3.328533287138702446e-01,3.004050583359283225e-02,-1.575232414914942008e-03,-1.398331836665066275e-03
2.100420084016803202e+01,2.963294635087157514e-01,3.327804337364745346e-01,3.011138744207470658e-02,-1.571957441810548778e-03,-1.573057364947856541e-03
2.106421284256851223e+01,2.962352250969486067e-01,3.327074959047156555e-01,3.018219822715087833e-02,-1.568694991684444449e-03,-1.905457871052655943e-03
2.112422484496899244e+01,2.961411821063387739e-01,3.326345156949426229e-01,3.025293828998536910e-02,-1.565445005877975568e-03,-1.396712464224037289e-03
2.118423684736947266e+01,2.960473337912205016e-01,3.325614935812275519e-01,3.032360773147465063e-02,-1.562207425999493846e-03,-1.478957730056799013e-03
2.124424884976995287e+01,2.959536794091952583e-01,3.324884300353653788e-01,3.039420665224767254e-02,-1.558982193924336214e-03,-1.384299084873946923e-03
2.130426085217043308e+01,2.958602182211316767e-01,3.324153255268743057e-01,3.046473515266585538e-02,-1.555769251794784924e-03,-1.623094745070121324e-03
2.136427285457091330e+01,2.957669494911657204e-01,3.323421805229953008e-01,3.053519333282307680e-02,-1.552568542020072752e-03,-1.386937238334750785e-03
2.142428485697139351e+01,2.956738724867004064e-01,3.322689954886925423e-01,3.060558129254569576e-02,-1.549380007276319679e-03,-1.761592991276654703e-03
2.148429685937187372e+01,2.955809864784061380e-01,3.321957708866531411e-01,3.067589913139253180e-02,-1.546203590506545905e-03,-1.432203628333454009e-03
2.154430886177235394e+01,2.954882907402204273e-01,3.321225071772873072e-01,3.074614694865486844e-02,-1.543039234920621540e-03,-1.641115296846232989e-03
2.160432086417283415e+01,2.953957845493480061e-01,3.320492048187281275e-01,3.081632484335646710e-02,-1.539886883995260532e-03,-1.405016543011231283e-03
2.166433286657331436e+01,2.953034671862609373e-01,3.319758642668318438e-01,3.088643291425354973e-02,-1.536746481473996381e-03,-1.335617658190718388e-03
2.172434486897379458e+01,2.952113379346983368e-01,3.319024859751776857e-01,3.095647125983480921e-02,-1.533617971367145713e-03,-1.680816001768851682e-03
2.178435687137427479e+01,2.951193960816665962e-01,3.318290703950678155e-01,3.102643997832140940e-02,-1.530501297951803071e-03,-1.540747193851551861e-03
2.184436887377475500e+01,2.950276409174394376e-01,3.317556179755275503e-01,3.109633916766697467e-02,-1.527396405771827038e-03,-1.519605480480627335e-03
2.190438087617523522e+01,2.949360717355575812e-01,3.316821291633050839e-01,3.116616892555760729e-02,-1.524303239637789069e-03,-1.286370276069663662e-03
2.196439287857571543e+01,2.948446878328291887e-01,3.316086044028718205e-01,3.123592934941186658e-02,-1.521221744626989961e-03,-1.379110126353033736e-03
2.202440488097619564e+01,2.947534885093294754e-01,3.315350441364219858e-01,3.130562053638079323e-02,-1.518151866083415624e-03,-1.762007374885507516e-03
2.208441688337667586e+01,2.946624730684009319e-01,3.314614488038729045e-01,3.137524258334788152e-02,-1.515093549617731010e-03,-1.423571897476019494e-03
2.214442888577715607e+01,2.945716408166532685e-01,3.313878188428649452e-01,3.144479558692910015e-02,-1.512046741107254955e-03,-1.363028899231427237e-03
2.220444088817763628e+01,2.944809910639634154e-01,3.313141546887614641e-01,3.151427964347289223e-02,-1.509011386695949773e-03,-1.084250207510401151e-03
2.226445289057811650e+01,2.943905231234755226e-01,3.312404567746488615e-01,3.158369484906016489e-02,-1.505987432794402177e-03,-1.841817252145240384e-03
2.232446489297859671e+01,2.943002363116009601e-01,3.311667255313365810e-01,3.165304129950428230e-02,-1.502974826079794650e-03,-1.610245286066592889e-03
2.238447689537907692e+01,2.942101299480182619e-01,3.310929613873569433e-01,3.172231909035109348e-02,-1.499973513495910654e-03,-1.233299275878443554e-03
2.244448889777955713e+01,2.941202033556732376e-01,3.310191647689654793e-01,3.179152831687890451e-02,-1.496983442253098200e-03,-1.767997501974436728e-03
2.250450090018003735e+01,2.940304558607788610e-01,3.309453361001405969e-01,3.186066907409849935e-02,-1.494004559828270712e-03,-1.733896676613215938e-03
2.256451290258051756e+01,2.939408867928154367e-01,3.308714758025838587e-01,3.192974145675311209e-02,-1.491036813964883613e-03,-1.387620374888823976e-03
2.262452490498099422e+01,2.938514954845302674e-01,3.307975842957197044e-01,3.199874555931846859e-02,-1.488080152672914373e-03,-1.284398420497157673e-03
2.268453690738147444e+01,2.937622812719381526e-01,3.307236619966956725e-01,3.206768147600274482e-02,-1.485134524228871183e-03,-1.618870621703982033e-03
2.274454890978195465e+01,2.936732434943208347e-01,3.306497093203822901e-01,3.213654930074659466e-02,-1.482199877175745251e-03,-1.374174442717332988e-03
2.280456091218243486e+01,2.935843814911217597e-01,3.305757266815363971e-01,3.220534912744683204e-02,-1.479276160067070564e-03,-1.455885106181081150e-03
2.286457291458291508e+01,2.934956945986963994e-01,3.305017144970893161e-01,3.227408105019335949e-02,-1.476363321198638501e-03,-1.172613514394891567e-03
2.292458491698339529e+01,2.934071821688302717e-01,3.304276731732524452e-01,3.234274516193581112e-02,-1.473461310134625141e-03,-1.473764998076372438e-03
2.298459691938387550e+01,2.933188435570988628e-01,3.303536031135959061e-01,3.241134155531847499e-02,-1.470570076748750621e-03,-1.272520614355137150e-03
2.304460892178435572e+01,2.932306781217294822e-01,3.302795047198400780e-01,3.247987032276215130e-02,-1.467689571130496515e-03,-1.648313142993349575e-03
2.310462092418483593e+01,2.931426852236012071e-01,3.302053783918555974e-01,3.254833155646410375e-02,-1.464819743585074607e-03,-1.501795513477479065e-03
2.316463292658531614e+01,2.930548642262449932e-01,3.301312245276631363e-01,3.261672534839810816e-02,-1.461960544633432967e-03,-1.481301435385796832e-03
2.322464492898579635e+01,2.929672144958435642e-01,3.300570435234338462e-01,3.268505179031443164e-02,-1.459111925012226453e-03,-1.231290335515181512e-03
2.328465693138627657e+01,2.928797354012314669e-01,3.299828357734889139e-01,3.275331097373983258e-02,-1.456273835673809781e-03,-1.340351227769718493e-03
2.334466893378675678e+01,2.927924263138950711e-01,3.299086016702998392e-01,3.282150298997755372e-02,-1.453446227786227112e-03,-1.603796854044940885e-03
2.340468093618723699e+01,2.927052866079725146e-01,3.298343416044882681e-01,3.288962793010734992e-02,-1.450629052733192099e-03,-1.314235499997205067e-03
2.346469293858771721e+01,2.926183156602537583e-01,3.297600559648261598e-01,3.295768588498543955e-02,-1.447822262114082693e-03,-1.293696006828559848e-03
2.352470494098819742e+01,2.925315128501806416e-01,3.296857451382356197e-01,3.302567694524456005e-02,-1.445025807743935062e-03,-1.467354952207824449e-03
2.358471694338867763e+01,2.924448775598466610e-01,3.296114095097890662e-01,3.309360120129393318e-02,-1.442239641653410634e-03,-1.493772104659772367e-03
2.364472894578915785e+01,2.923584091739973578e-01,3.295370494627090641e-01,3.316145874331927201e-02,-1.439463716088816916e-03,-1.478224365173327979e-03
2.370474094818963806e+01,2.922721070800298193e-01,3.294626653783684356e-01,3.322924966128278090e-02,-1.436697983512061523e-03,-1.775696464709838104e-03
2.376475295059011827e+01,2.921859706679931779e-01,3.293882576362901493e-01,3.329697404492315549e-02,-1.433942396600676461e-03,-1.396193794975752979e-03
2.382476495299059849e+01,2.920999993305881670e-01,3.293138266141475423e-01,3.336463198375559658e-02,-1.431196908247778232e-03,-1.384281322402322297e-03
2.388477695539107870e+01,2.920141924631675101e-01,3.292393726877640425e-01,3.343222356707178239e-02,-1.428461471562083446e-03,-1.601567176313881385e-03
2.394478895779155891e+01,2.919285494637355871e-01,3.291648962311133353e-01,3.349974888393988937e-02,-1.425736039867880195e-03,-1.277246789892866720e-03
2.400480096019203913e+01,2.918430697329487122e-01,3.290903976163194189e-01,3.356720802320459218e-02,-1.423020566705029792e-03,-1.697613953869754827e-03
2.406481296259251934e+01,2.917577526741149674e-01,3.290158772136563825e-01,3.363460107348704986e-02,-1.420315005828958095e-03,-1.530677570107549530e-03
2.412482496499299955e+01,2.916725976931942022e-01,3.289413353915485727e-01,3.370192812318491965e-02,-1.417619311210644231e-03,-1.512663125008954605e-03
2.418483696739347977e+01,2.915876041987981449e-01,3.288667725165706490e-01,3.376918926047234315e-02,-1.414933437036612791e-03,-1.017431470638828755e-03
2.424484896979395998e+01,2.915027716021902915e-01,3.287921889534474174e-01,3.383638457329997407e-02,-1.412257337708924289e-03,-1.732094150360500521e-03
2.430486097219444019e+01,2.914180993172859613e-01,3.287175850650539410e-01,3.390351414939494351e-02,-1.409590967845178629e-03,-1.297064916803926295e-03
2.436487297459492041e+01,2.913335867606522411e-01,3.286429612124153743e-01,3.397057807626086695e-02,-1.406934282278492557e-03,-1.218509626760699979e-03
2.442488497699539707e+01,2.912492333515080967e-01,3.285683177547072953e-01,3.403757644117787196e-02,-1.404287236057504863e-03,-1.328742123249531401e-03
2.448489697939587728e+01,2.911650385117242612e-01,3.284936550492553731e-01,3.410450933120257044e-02,-1.401649784446370312e-03,-1.165288195575692361e-03
2.454490898179635749e+01,2.910810016658233468e-01,3.284189734515355896e-01,3.417137683316807256e-02,-1.399021882924744893e-03,-1.599569420350029428e-03
2.460492098419683771e+01,2.909971222409796221e-01,3.283442733151740733e-01,3.423817903368396587e-02,-1.396403487187784093e-03,-1.852455207650221918e-03
2.466493298659731792e+01,2.909133996670192901e-01,3.282695549919471545e-01,3.430491601913635002e-02,-1.393794553146143755e-03,-1.240430975352091025e-03
2.472494498899779813e+01,2.908298333764204324e-01,3.281948188317814763e-01,3.437158787568779517e-02,-1.391195036925974016e-03,-1.630360669860192024e-03
2.478495699139827835e+01,2.907464228043126764e-01,3.281200651827538839e-01,3.443819468927739047e-02,-1.388604894868894143e-03,-1.453884870178081190e-03
2.484496899379875856e+01,2.906631673884778055e-01,3.280452943910913688e-01,3.450473654562069559e-02,-1.386024083532028973e-03,-1.621793283016984477e-03
2.490498099619923877e+01,2.905800665693490936e-01,3.279705068011712910e-01,3.457121353020978227e-02,-1.383452559687960333e-03,-1.172984188298054195e-03
2.496499299859971899e+01,2.904971197900118596e-01,3.278957027555210457e-01,3.463762572831319275e-02,-1.380890280324759134e-03,-1.207860233351274772e-03
2.502500500100019920e+01,2.904143264962030790e-01,3.278208825948183969e-01,3.470397322497598136e-02,-1.378337202645955016e-03,-1.522349935027353818e-03
2.508501700340067941e+01,2.903316861363116064e-01,3.277460466578912546e-01,3.477025610501968678e-02,-1.375793284070552826e-03,-1.195094915148620790e-03
2.514502900580115963e+01,2.902491981613781746e-01,3.276711952817177864e-01,3.483647445304233897e-02,-1.373258482233023076e-03,-1.349003030369079741e-03
2.520504100820163984e+01,2.901668620250951180e-01,3.275963288014264174e-01,3.490262835341846615e-02,-1.370732754983289801e-03,-1.398610521095239225e-03
2.526505301060212005e+01,2.900846771838068161e-01,3.275214475502957190e-01,3.496871789029908778e-02,-1.368216060386747042e-03,-1.356732727978273833e-03
2.532506501300260027e+01,2.900026430965093049e-01,3.274465518597545199e-01,3.503474314761170771e-02,-1.365708356724236287e-03,-1.406258228694227475e-03
2.538507701540308048e+01,2.899207592223782548e-01,3.273716420611132438e-01,3.510070420924032292e-02,-1.363209602288049070e-03,-1.240208549525855398e-03
2.544508901780356069e+01,2.898390250169911586e-01,3.272967184882382141e-01,3.516660115930391600e-02,-1.360719755069645515e-03,-1.298650240981029120e-03
2.550510102020404091e+01,2.897574399495380093e-01,3.272217814655064005e-01,3.523243408090428325e-02,-1.358238774179836884e-03,-1.428132203466601349e-03
2.556511302260452112e+01,2.896760034925934257e-01,3.271468313149322182e-01,3.529820305686628273e-02,-1.355766619005361294e-03,-1.154515469842249797e-03
2.562512502500500133e+01,2.895947151208683179e-01,3.270718683570398300e-01,3.536390816982844937e-02,-1.353303249105903584e-03,-1.475598372058668870e-03
2.568513702740548155e+01,2.895135743112100535e-01,3.269968929108628686e-01,3.542954950224302957e-02,-1.350848624214101394e-03,-1.293461895600610907e-03
2.574514902980596176e+01,2.894325805426022358e-01,3.269219052939448256e-01,3.549512713637596045e-02,-1.348402704235529548e-03,-1.263971629985066519e-03
2.580516103220644197e+01,2.893517332961649258e-01,3.268469058223388846e-01,3.556064115430685596e-02,-1.345965449248702657e-03,-1.050204037281396614e-03
2.586517303460692219e+01,2.892710320551543646e-01,3.267718948106077548e-01,3.562609163792904848e-02,-1.343536819505069049e-03,-1.444625092174862740e-03
2.592518503700740240e+01,2.891904763049632510e-01,3.266968725718238931e-01,3.569147866894956111e-02,-1.341116775429008166e-03,-9.925002861669268532e-04
2.598519703940788261e+01,2.891100655331206304e-01,3.266218394175695594e-01,3.575680232888910071e-02,-1.338705277617836635e-03,-1.303472287293351616e-03
2.604520904180836283e+01,2.890297992292918949e-01,3.265467956579364839e-01,3.582206269908207869e-02,-1.336302286841799594e-03,-1.375097668972314214e-03
2.610522104420884304e+01,2.889496768852787278e-01,3.264717416015262552e-01,3.588725986067659718e-02,-1.333907764044057684e-03,-1.468402314231779865e-03
2.616523304660932325e+01,2.888696979950192145e-01,3.263966775554500432e-01,3.595239389463446289e-02,-1.331521670340709597e-03,-1.214262986529803185e-03
2.622524504900979991e+01,2.887898620545876760e-01,3.263216038253287099e-01,3.601746488173115934e-02,-1.329143967020765191e-03,-1.319356918132288774e-03
2.628525705141028013e+01,2.887101685621949465e-01,3.262465207152927538e-01,3.608247290255588852e-02,-1.326774615546167171e-03,-1.547496468731724209e-03
2.634526905381076034e+01,2.886306170181880959e-01,3.261714285279824765e-01,3.614741803751152227e-02,-1.324413577551774614e-03,-1.549991012803501877e-03
2.640528105621124055e+01,2.885512069250504852e-01,3.260963275645478165e-01,3.621230036681465092e-02,-1.322060814845356022e-03,-1.433164656405462763e-03
2.646529305861172077e+01,2.884719377874019886e-01,3.260212181246482377e-01,3.627711997049554160e-02,-1.319716289407620556e-03,-1.454917490181854107e-03
2.652530506101220098e+01,2.883928091119986603e-01,3.259461005064531181e-01,3.634187692839817296e-02,-1.317379963392177264e-03,-1.099319485046735276e-03
2.658531706341268119e+01,2.883138204077330125e-01,3.258709750066413613e-01,3.640657132018020048e-02,-1.315051799125565440e-03,-1.039944139531529671e-03
2.664532906581316141e+01,2.882349711856338481e-01,3.257958419204015632e-01,3.647120322531298420e-02,-1.312731759107235545e-03,-1.139019834333733841e-03
2.670534106821364162e+01,2.881562609588662616e-01,3.257207015414321227e-01,3.653577272308158180e-02,-1.310419806009559610e-03,-1.238846028003346865e-03
2.676535307061412183e+01,2.880776892427318603e-01,3.256455541619409089e-01,3.660027989258474862e-02,-1.308115902677831240e-03,-1.393763544246752820e-03
2.682536507301460205e+01,2.879992555546683763e-01,3.255704000726456493e-01,3.666472481273492373e-02,-1.305820012130258674e-03,-1.294923369946209641e-03
2.688537707541508226e+01,2.879209594142501105e-01,3.254952395627737083e-01,3.672910756225824386e-02,-1.303532097557977797e-03,-1.126590696352268613e-03
2.694538907781556247e+01,2.878428003431874882e-01,3.254200729200620312e-01,3.679342821969455724e-02,-1.301252122325037390e-03,-8.750576755803748941e-04
2.700540108021604269e+01,2.877647778653274480e-01,3.253449004307573666e-01,3.685768686339737504e-02,-1.298980049968418218e-03,-1.116400208908059502e-03
2.706541308261652290e+01,2.876868915066531640e-01,3.252697223796160997e-01,3.692188357153394079e-02,-1.296715844198015680e-03,-1.352798273056960397e-03
2.712542508501700311e+01,2.876091407952842682e-01,3.251945390499042521e-01,3.698601842208516788e-02,-1.294459468896664092e-03,-1.286854453742486545e-03
2.718543708741748333e+01,2.875315252614765726e-01,3.251193507233975932e-01,3.705009149284566733e-02,-1.292210888120108071e-03,-1.388719868350474706e-03
2.724544908981796354e+01,2.874540444376224579e-01,3.250441576803815291e-01,3.711410286142375475e-02,-1.289970066097043296e-03,-1.446449781286926473e-03
2.730546109221844375e+01,2.873766978582504295e-01,3.249689601996511579e-01,3.717805260524143646e-02,-1.287736967229079210e-03,-1.324585367672672124e-03
2.736547309461892397e+01,2.872994850600254502e-01,3.248937585585112697e-01,3.724194080153440944e-02,-1.285511556090766783e-03,-1.246388617649743600e-03
2.742548509701940418e+01,2.872224055817487742e-01,3.248185530327762915e-01,3.730576752735206836e-02,-1.283293797429593298e-03,-9.161134800940804596e-04
2.748549709941988439e+01,2.871454589643581135e-01,3.247433438967703423e-01,3.736953285955751242e-02,-1.281083656165991902e-03,-1.270677162175313114e-03
2.754550910182036461e+01,2.870686447509273598e-01,3.246681314233272886e-01,3.743323687482752460e-02,-1.278881097393328586e-03,-1.007409482400641477e-03
2.760552110422084482e+01,2.869919624866669183e-01,3.245929158837905781e-01,3.749687964965258552e-02,-1.276686086377922143e-03,-9.231882701529745602e-04
2.766553310662132503e+01,2.869154117189233744e-01,3.245176975480133508e-01,3.756046126033686650e-02,-1.274498588559038956e-03,-1.258737014507097787e-03
2.772554510902180525e+01,2.868389919971797153e-01,3.244424766843585495e-01,3.762398178299823648e-02,-1.272318569548893004e-03,-9.507587920256452708e-04
2.778555711142228546e+01,2.867627028730554417e-01,3.243672535596986428e-01,3.768744129356827594e-02,-1.270145995132670146e-03,-1.127158914218893363e-03
2.784556911382276567e+01,2.866865439003060678e-01,3.242920284394158470e-01,3.775083986779223522e-02,-1.267980831268493425e-03,-1.351487890260416559e-03
2.790558111622324589e+01,2.866105146348237320e-01,3.242168015874020703e-01,3.781417758122906925e-02,-1.265823044087469908e-03,-1.212787039117694220e-03
2.796559311862372610e+01,2.865346146346368084e-01,3.241415732660588578e-01,3.787745450925143753e-02,-1.263672599893671603e-03,-1.259097036284685363e-03
2.802560512102420276e+01,2.864588434599100175e-01,3.240663437362974464e-01,3.794067072704567639e-02,-1.261529465164135458e-03,-1.307997271153125756e-03
2.808561712342468297e+01,2.863832006686625187e-01,3.239911132605536870e-01,3.800382630992753252e-02,-1.259393606195040489e-03,-1.299149852794027112e-03
2.814562912582516319e+01,2.863076858194728014e-01,3.239158821009262557e-01,3.806692133314817234e-02,-1.257264989324483571e-03,-1.228423128629885794e-03
2.820564112822564340e+01,2.862322984817672333e-01,3.238406505119216239e-01,3.812995587113408857e-02,-1.255143581782912875e-03,-1.168307353686469591e-03
2.826565313062612361e+01,2.861570382268526225e-01,3.237654187467345901e-01,3.819292999814401929e-02,-1.253029350952648141e-03,-1.430005725984393947e-03
2.832566513302660383e+01,2.860819046277428002e-01,3.236901870573702378e-01,3.825584378828165988e-02,-1.250922264353577888e-03,-1.252799796752816688e-03
2.838567713542708404e+01,2.860068972591590652e-01,3.236149556946433803e-01,3.831869731549565616e-02,-1.248822289643178492e-03,-1.553293294032179542e-03
2.844568913782756425e+01,2.859320156975299065e-01,3.235397249081791160e-01,3.838149065357962519e-02,-1.246729394616508113e-03,-1.194570294760466519e-03
2.850570114022804447e+01,2.858572595209910583e-01,3.234644949464123287e-01,3.844422387617210668e-02,-1.244643547206208435e-03,-1.119923652049931509e-03
2.856571314262852468e+01,2.857826283093856667e-01,3.233892660565880761e-01,3.850689705675662544e-02,-1.242564715482518539e-03,-1.209773747810557109e-03
2.862572514502900489e+01,2.857081216442640681e-01,3.233140384847613125e-01,3.856951026866162896e-02,-1.240492867653267099e-03,-1.183322237269518375e-03
2.868573714742948511e+01,2.856337391088838440e-01,3.232388124757971104e-01,3.863206358506055677e-02,-1.238427972063868912e-03,-1.120439351351935810e-03
2.874574914982996532e+01,2.855594802882099881e-01,3.231635882733703835e-01,3.869455707897175717e-02,-1.236369997197356123e-03,-1.369390166040756075e-03
2.880576115223044553e+01,2.854853447689146839e-01,3.230883661199662749e-01,3.875699082325857747e-02,-1.234318911674347867e-03,-1.282128683539265771e-03
2.886577315463092575e+01,2.854113321393773051e-01,3.230131462568798240e-01,3.881936489062927376e-02,-1.232274684253068485e-03,-1.130090275489911526e-03
2.892578515703140596e+01,2.853374419896847480e-01,3.229379289242160223e-01,3.888167935363710109e-02,-1.230237283829367471e-03,-1.029860136883538856e-03
2.898579715943188617e+01,2.852636739116309883e-01,3.228627143608899797e-01,3.894393428468023027e-02,-1.228206679436690853e-03,-1.149222399167640438e-03
2.904580916183236639e+01,2.851900274987173578e-01,3.227875028046267580e-01,3.900612975600180332e-02,-1.226182840246108942e-03,-7.156109557750700784e-04
2.910582116423284660e+01,2.851165023461524339e-01,3.227122944919614822e-01,3.906826583968991962e-02,-1.224165735566310267e-03,-1.242437850003284654e-03
