X,A,A_noisy
6.937719493220715350e+00,4.890575218434300431e-01,4.908821527318900646e-01
6.946588130695709573e+00,4.895060308325139831e-01,5.091129999594443678e-01
6.955456768170704684e+00,4.899538229285496094e-01,4.933262826979918914e-01
6.964325405645698908e+00,4.904008989119420514e-01,5.113951974146910828e-01
6.973194043120693131e+00,4.908472595664145066e-01,4.906724586425373347e-01
6.982062680595687354e+00,4.912929056789687721e-01,4.940662168689280986e-01
6.990931318070682465e+00,4.917378380398449433e-01,4.746880248911719558e-01
6.999799955545676688e+00,4.921820574424843886e-01,4.985992124954615745e-01
7.008668593020670912e+00,4.926255646834896695e-01,4.727960483512175793e-01
7.017537230495665135e+00,4.930683605625877375e-01,4.999339474561083629e-01
7.026405867970660246e+00,4.935104458825899099e-01,5.034821216960826407e-01
7.035274505445654469e+00,4.939518214493562320e-01,4.980957007983963236e-01
7.044143142920648692e+00,4.943924880717561754e-01,4.839015703193869644e-01
7.053011780395642916e+00,4.948324465616327217e-01,4.920285535531994103e-01
7.061880417870638027e+00,4.952716977337637827e-01,4.686004596520556009e-01
7.070749055345632250e+00,4.957102424058269508e-01,4.884863395731187663e-01
7.079617692820626473e+00,4.961480813983623062e-01,4.985236052654321015e-01
7.088486330295620697e+00,4.965852155347350028e-01,4.966162496559358153e-01
7.097354967770615808e+00,4.970216456411014061e-01,4.932746959492289029e-01
7.106223605245610031e+00,4.974573725463709573e-01,5.105756909208558625e-01
7.115092242720604254e+00,4.978923970821724221e-01,5.013529644807076524e-01
7.123960880195598477e+00,4.983267200828177534e-01,4.982315718669630411e-01
7.132829517670593589e+00,4.987603423852659534e-01,5.005780899979442866e-01
7.141698155145587812e+00,4.991932648290903218e-01,4.883567696066031805e-01
7.150566792620582035e+00,4.996254882564420408e-01,4.976898176672595597e-01
7.159435430095576258e+00,5.000570135120172566e-01,4.801680057224552711e-01
7.168304067570571370e+00,5.004878414430203870e-01,4.725006923886840293e-01
7.177172705045565593e+00,5.009179728991333125e-01,4.971450665512549549e-01
7.186041342520559816e+00,5.013474087324794048e-01,5.104102052344354767e-01
7.194909979995554039e+00,5.017761497975912199e-01,4.904093813214773223e-01
7.203778617470549150e+00,5.022041969513763027e-01,5.058340150395922441e-01
7.212647254945543374e+00,5.026315510530854347e-01,4.847339664667162928e-01
7.221515892420537597e+00,5.030582129642784395e-01,5.024918495746734104e-01
7.230384529895531820e+00,5.034841835487918749e-01,5.033664025272938103e-01
7.239253167370526931e+00,5.039094636727081689e-01,5.035476532432180408e-01
7.248121804845521154e+00,5.043340542043217578e-01,4.895123898475407520e-01
7.256990442320515378e+00,5.047579560141071120e-01,5.100210452193718602e-01
7.265859079795509601e+00,5.051811699746889817e-01,5.119035740314994420e-01
7.274727717270504712e+00,5.056036969608088683e-01,5.107943408606020474e-01
7.283596354745498935e+00,5.060255378492948264e-01,5.286897694191452501e-01
7.292464992220493158e+00,5.064466935190304886e-01,5.026696315169533191e-01
7.301333629695487382e+00,5.068671648509234240e-01,5.086102403611771905e-01
7.310202267170482493e+00,5.072869527278754953e-01,5.193668535576250189e-01
7.319070904645476716e+00,5.077060580347518837e-01,4.940515650642998136e-01
7.327939542120470939e+00,5.081244816583515567e-01,4.987873407991261221e-01
7.336808179595465162e+00,5.085422244873767372e-01,5.194801325982640883e-01
7.345676817070460274e+00,5.089592874124030386e-01,5.053676356361808120e-01
7.354545454545454497e+00,5.093756713258509317e-01,5.012050054282151113e-01
7.363414092020448720e+00,5.097913771219549917e-01,5.146514932365269246e-01
7.372282729495442943e+00,5.102064056967365868e-01,4.964659765412267056e-01
7.381151366970438055e+00,5.106207579479731251e-01,5.120023865193612522e-01
7.390020004445432278e+00,5.110344347751704097e-01,5.005278328330953208e-01
7.398888641920426501e+00,5.114474370795346614e-01,5.048248687599234952e-01
7.407757279395420724e+00,5.118597657639423204e-01,4.850536500520477023e-01
7.416625916870415836e+00,5.122714217329150665e-01,5.143407394949824907e-01
7.425494554345410059e+00,5.126824058925880667e-01,5.151004457983959783e-01
7.434363191820404282e+00,5.130927191506861051e-01,5.112349909687836647e-01
7.443231829295398505e+00,5.135023624164932743e-01,5.067448106373103611e-01
7.452100466770393616e+00,5.139113366008276618e-01,5.161947861245765878e-01
7.460969104245387840e+00,5.143196426160127066e-01,5.291102328236934049e-01
7.469837741720382063e+00,5.147272813758516641e-01,5.235206342352369813e-01
7.478706379195376286e+00,5.151342537956002943e-01,5.079683513233168579e-01
7.487575016670371397e+00,5.155405607919407718e-01,5.179851828507157085e-01
7.496443654145365620e+00,5.159462032829538192e-01,5.134261567929160330e-01
7.505312291620359844e+00,5.163511821880960584e-01,5.218057962868017929e-01
7.514180929095354067e+00,5.167554984281697017e-01,5.087172374258086549e-01
7.523049566570349178e+00,5.171591529253011243e-01,5.321821680669700516e-01
7.531918204045343401e+00,5.175621466029121098e-01,5.097592281779423917e-01
7.540786841520337624e+00,5.179644803856964241e-01,5.079821605158348907e-01
7.549655478995331848e+00,5.183661551995938366e-01,5.219459271087099062e-01
7.558524116470326959e+00,5.187671719717658059e-01,5.353785743770665961e-01
7.567392753945321182e+00,5.191675316305695009e-01,5.023749751134055641e-01
7.576261391420315405e+00,5.195672351055352634e-01,5.202991531546093951e-01
7.585130028895309628e+00,5.199662833273404061e-01,5.264387904186441647e-01
7.593998666370304740e+00,5.203646772277854549e-01,5.476414716224733414e-01
7.602867303845298963e+00,5.207624177397710552e-01,5.058241480996642503e-01
7.611735941320293186e+00,5.211595057972722156e-01,5.326692360885633137e-01
7.620604578795287409e+00,5.215559423353175461e-01,5.143800024245451796e-01
7.629473216270282521e+00,5.219517282899629462e-01,5.188118093116150797e-01
7.638341853745276744e+00,5.223468645982697334e-01,5.321275904591576955e-01
7.647210491220270967e+00,5.227413521982815503e-01,5.234728226604893342e-01
7.656079128695265190e+00,5.231351920290006063e-01,5.096221008310374279e-01
7.664947766170260302e+00,5.235283850303665831e-01,5.214979350240090961e-01
7.673816403645254525e+00,5.239209321432317656e-01,5.201912809343925970e-01
7.682685041120248748e+00,5.243128343093405030e-01,5.262591763459446570e-01
7.691553678595242971e+00,5.247040924713057830e-01,5.153663380199593469e-01
7.700422316070238082e+00,5.250947075725881374e-01,5.182224883939378079e-01
7.709290953545232306e+00,5.254846805574737711e-01,5.221516836027035868e-01
7.718159591020226529e+00,5.258740123710508030e-01,5.261631858892699132e-01
7.727028228495220752e+00,5.262627039591907252e-01,5.245781652900147751e-01
7.735896865970215863e+00,5.266507562685243116e-01,5.309835013525171510e-01
7.744765503445210086e+00,5.270381702464230766e-01,5.334709489786776393e-01
7.753634140920204310e+00,5.274249468409758501e-01,5.306991699096450521e-01
7.762502778395198533e+00,5.278110870009690148e-01,5.211540603794485582e-01
7.771371415870193644e+00,5.281965916758653012e-01,5.125638670139824882e-01
7.780240053345187867e+00,5.285814618157842482e-01,5.195693029908522442e-01
7.789108690820182090e+00,5.289656983714804417e-01,5.219755369533111145e-01
7.797977328295176314e+00,5.293493022943240867e-01,5.265458418036146337e-01
7.806845965770171425e+00,5.297322745362810226e-01,5.386449190785749241e-01
7.815714603245165648e+00,5.301146160498925175e-01,5.289983613390518702e-01
7.824583240720159871e+00,5.304963277882550621e-01,5.205224040574993882e-01
7.833451878195154094e+00,5.308774107050017177e-01,5.172123697143827803e-01
7.842320515670149206e+00,5.312578657542826877e-01,5.295477398093220156e-01
7.851189153145143429e+00,5.316376938907443339e-01,5.285145929125261155e-01
7.860057790620137652e+00,5.320168960695124127e-01,5.207419643709156887e-01
7.868926428095131875e+00,5.323954732461716466e-01,5.152840635499114086e-01
7.877795065570126987e+00,5.327734263767467393e-01,5.286414633082456849e-01
7.886663703045121210e+00,5.331507564176855007e-01,5.363574234504785432e-01
7.895532340520115433e+00,5.335274643258371974e-01,5.349169288790442955e-01
7.904400977995109656e+00,5.339035510584376754e-01,5.186109670726102294e-01
7.913269615470104767e+00,5.342790175730887103e-01,5.291628108936301533e-01
7.922138252945098991e+00,5.346538648277407990e-01,5.319566901581062046e-01
7.931006890420093214e+00,5.350280937806755066e-01,5.245736559080422801e-01
7.939875527895087437e+00,5.354017053904872592e-01,5.337636440305789653e-01
7.948744165370082548e+00,5.357747006160652470e-01,5.285727356731874105e-01
7.957612802845076772e+00,5.361470804165774373e-01,5.446235030466324289e-01
7.966481440320070995e+00,5.365188457514521447e-01,5.292018868798429310e-01
7.975350077795065218e+00,5.368899975803602675e-01,5.523745961909903857e-01
7.984218715270060329e+00,5.372605368631997447e-01,5.467179613833575980e-01
7.993087352745054552e+00,5.376304645600777921e-01,5.408975663710087201e-01
8.001955990220048776e+00,5.379997816312946934e-01,5.401310745635777844e-01
8.010824627695043887e+00,5.383684890373257037e-01,5.520774825123189178e-01
8.019693265170038998e+00,5.387365877388062829e-01,5.348215770930732083e-01
8.028561902645032333e+00,5.391040786965146658e-01,5.430774924893144728e-01
8.037430540120027445e+00,5.394709628713572069e-01,5.368106823963713081e-01
8.046299177595020780e+00,5.398372412243500618e-01,5.550535310871743677e-01
8.055167815070015891e+00,5.402029147166043099e-01,5.370652498946775211e-01
8.064036452545011002e+00,5.405679843093110781e-01,5.379218767016830105e-01
8.072905090020004337e+00,5.409324509637241096e-01,5.143873791042826715e-01
8.081773727494999449e+00,5.412963156411458865e-01,5.436250347085054280e-01
8.090642364969992784e+00,5.416595793029108652e-01,5.379113550066846328e-01
8.099511002444987895e+00,5.420222429103714878e-01,5.475485952379561816e-01
8.108379639919981230e+00,5.423843074248814178e-01,5.275444340273276467e-01
8.117248277394976341e+00,5.427457738077829941e-01,5.338692407938846474e-01
8.126116914869971453e+00,5.431066430203893569e-01,5.560343444992869033e-01
8.134985552344964788e+00,5.434669160239719021e-01,5.356170561271172970e-01
8.143854189819959899e+00,5.438265937797451821e-01,5.456346411713430822e-01
8.152722827294955010e+00,5.441856772488515848e-01,5.531799964235493139e-01
8.161591464769948345e+00,5.445441673923485659e-01,5.451844034101449576e-01
8.170460102244943457e+00,5.449020651711924401e-01,5.453669835526422371e-01
8.179328739719936792e+00,5.452593715462258350e-01,5.572351971385229863e-01
8.188197377194931903e+00,5.456160874781631476e-01,5.401577113325829460e-01
8.197066014669927014e+00,5.459722139275765551e-01,5.516022558291642230e-01
8.205934652144920349e+00,5.463277518548819156e-01,5.435261399526231108e-01
8.214803289619915461e+00,5.466827022203268882e-01,5.352950061331033238e-01
8.223671927094910572e+00,5.470370659839747240e-01,5.474044063761231982e-01
8.232540564569903907e+00,5.473908441056931640e-01,5.606239271440427441e-01
8.241409202044899018e+00,5.477440375451403387e-01,5.459803868173125352e-01
8.250277839519892353e+00,5.480966472617512242e-01,5.410670858053585608e-01
8.259146476994887465e+00,5.484486742147252070e-01,5.463380160930979557e-01
8.268015114469882576e+00,5.488001193630129837e-01,5.439093228282664283e-01
8.276883751944875911e+00,5.491509836653039045e-01,5.542196033117315901e-01
8.285752389419871022e+00,5.495012680800130944e-01,5.394235515062124620e-01
8.294621026894866134e+00,5.498509735652691299e-01,5.588290923431344925e-01
8.303489664369859469e+00,5.502001010789006052e-01,5.543132973172275602e-01
8.312358301844854580e+00,5.505486515784255852e-01,5.627914187044839034e-01
8.321226939319847915e+00,5.508966260210387267e-01,5.462967104241706062e-01
8.330095576794843026e+00,5.512440253635974008e-01,5.606584165703677458e-01
8.338964214269838138e+00,5.515908505626121450e-01,5.416008339030368157e-01
8.347832851744831473e+00,5.519371025742338954e-01,5.579737771784720746e-01
8.356701489219826584e+00,5.522827823542414416e-01,5.500212765756352651e-01
8.365570126694821695e+00,5.526278908580314342e-01,5.414191967976028641e-01
8.374438764169815030e+00,5.529724290406047293e-01,5.608841398104223996e-01
8.383307401644810142e+00,5.533163978565566188e-01,5.678803956784930218e-01
8.392176039119803477e+00,5.536597982600649503e-01,5.715732526466691388e-01
8.401044676594798588e+00,5.540026312048783597e-01,5.585552317909470155e-01
8.409913314069793699e+00,5.543448976443058340e-01,5.519659719787352037e-01
8.418781951544787034e+00,5.546865985312061653e-01,5.695018044578811223e-01
8.427650589019782146e+00,5.550277348179746273e-01,5.455469618640699236e-01
8.436519226494777257e+00,5.553683074565357591e-01,5.568003973814135144e-01
8.445387863969770592e+00,5.557083173983291546e-01,5.409034031426087630e-01
8.454256501444765703e+00,5.560477655943019126e-01,5.574944880664982616e-01
8.463125138919759038e+00,5.563866529948948703e-01,5.589759276874199934e-01
8.471993776394754150e+00,5.567249805500353865e-01,5.526695497835957260e-01
8.480862413869749261e+00,5.570627492091250188e-01,5.675613492574533847e-01
8.489731051344742596e+00,5.573999599210299749e-01,5.561321001132069064e-01
8.498599688819737707e+00,5.577366136340706770e-01,5.625090597342993215e-01
8.507468326294732819e+00,5.580727112960125469e-01,5.634815590457704637e-01
8.516336963769726154e+00,5.584082538540543483e-01,5.571876779969403559e-01
8.525205601244721265e+00,5.587432422548214150e-01,5.330803148056100227e-01
8.534074238719714600e+00,5.590776774443517727e-01,5.549278249218175807e-01
8.542942876194709712e+00,5.594115603680906990e-01,5.610189885915660701e-01
8.551811513669704823e+00,5.597448919708780668e-01,5.495369946340973311e-01
8.560680151144698158e+00,5.600776731969403510e-01,5.605519501058371379e-01
8.569548788619693269e+00,5.604099049898814133e-01,5.454010373678714885e-01
8.578417426094688381e+00,5.607415882926723993e-01,5.669478895258590612e-01
8.587286063569681716e+00,5.610727240476433009e-01,5.672368913017749037e-01
8.596154701044676827e+00,5.614033131964731860e-01,5.653772352043299199e-01
8.605023338519670162e+00,5.617333566801817613e-01,5.567987768353270805e-01
8.613891975994665273e+00,5.620628554391210452e-01,5.648853332334707877e-01
8.622760613469660385e+00,5.623918104129651541e-01,5.496557036553274544e-01
8.631629250944653720e+00,5.627202225407020864e-01,5.547528463629053386e-01
8.640497888419648831e+00,5.630480927606263952e-01,5.671600434226994336e-01
8.649366525894643942e+00,5.633754220103281973e-01,5.564418750385562440e-01
8.658235163369637277e+00,5.637022112266873997e-01,5.610353440619449961e-01
8.667103800844632389e+00,5.640284613458625973e-01,5.636367021155579415e-01
8.675972438319625724e+00,5.643541733032861885e-01,5.748171545640033964e-01
8.684841075794620835e+00,5.646793480336523841e-01,5.577163310378902006e-01
8.693709713269615946e+00,5.650039864709119897e-01,5.591600716250327840e-01
8.702578350744609281e+00,5.653280895482627466e-01,5.580598200136700493e-01
8.711446988219604393e+00,5.656516581981427816e-01,5.488212532656436826e-01
8.720315625694599504e+00,5.659746933522210588e-01,5.675944026343908710e-01
8.729184263169592839e+00,5.662971959413913847e-01,5.452669021889910983e-01
8.738052900644587950e+00,5.666191668957630823e-01,5.581537084093018963e-01
8.746921538119581285e+00,5.669406071446545514e-01,5.796003399715904392e-01
8.755790175594576397e+00,5.672615176165858308e-01,5.669987391921083031e-01
8.764658813069571508e+00,5.675818992392694939e-01,5.445301107056538248e-01
8.773527450544564843e+00,5.679017529396055419e-01,5.574710594145264597e-01
8.782396088019559954e+00,5.682210796436721889e-01,5.845069100649210592e-01
8.791264725494555066e+00,5.685398802767200888e-01,5.652867096518044976e-01
8.800133362969548401e+00,5.688581557631645635e-01,5.869859200497270502e-01
8.809002000444543512e+00,5.691759070265781650e-01,5.631626887869071174e-01
8.817870637919536847e+00,5.694931349896846795e-01,5.445773708208223596e-01
8.826739275394531958e+00,5.698098405743509121e-01,5.719988869733705350e-01
8.835607912869527070e+00,5.701260247015815796e-01,5.672893533553796663e-01
8.844476550344520405e+00,5.704416882915108733e-01,5.727662087432974225e-01
8.853345187819515516e+00,5.707568322633970181e-01,5.597207170592151115e-01
8.862213825294510627e+00,5.710714575356147238e-01,5.598136306477100588e-01
8.871082462769503962e+00,5.713855650256491892e-01,5.649326703328005905e-01
8.879951100244499074e+00,5.716991556500902183e-01,5.605022387405921291e-01
8.888819737719492409e+00,5.720122303246241158e-01,5.800494312557162857e-01
8.897688375194487520e+00,5.723247899640292458e-01,5.829867722917735362e-01
8.906557012669482631e+00,5.726368354821687046e-01,5.699338662820975232e-01
8.915425650144475966e+00,5.729483677919848805e-01,5.818650376276801595e-01
8.924294287619471078e+00,5.732593878054919045e-01,5.657523667825599123e-01
8.933162925094466189e+00,5.735698964337717642e-01,5.699144870260886009e-01
8.942031562569459524e+00,5.738798945869669765e-01,5.566079836261390579e-01
8.950900200044454635e+00,5.741893831742738152e-01,5.862316936533618073e-01
8.959768837519447970e+00,5.744983631039399796e-01,5.686058433909928489e-01
8.968637474994443082e+00,5.748068352832541583e-01,5.869164521124559109e-01
8.977506112469438193e+00,5.751148006185440309e-01,5.871826546719858264e-01
8.986374749944431528e+00,5.754222600151688294e-01,5.802644302483784822e-01
8.995243387419426639e+00,5.757292143775146753e-01,5.777180950196579845e-01
9.004112024894421751e+00,5.760356646089883625e-01,5.654076015263365118e-01
9.012980662369415086e+00,5.763416116120123611e-01,5.847315465364734122e-01
9.021849299844410197e+00,5.766470562880190442e-01,5.826196116892982113e-01
9.030717937319403532e+00,5.769519995374468024e-01,5.878758226649467566e-01
9.039586574794398643e+00,5.772564422597329381e-01,5.806500269895447097e-01
9.048455212269393755e+00,5.775603853533091137e-01,5.652257312123677435e-01
9.057323849744387090e+00,5.778638297155972436e-01,5.664509463906022280e-01
9.066192487219382201e+00,5.781667762430029445e-01,5.875162400522442319e-01
9.075061124694377312e+00,5.784692258309122037e-01,5.948918674765587555e-01
9.083929762169370647e+00,5.787711793736847188e-01,5.762027071053401617e-01
9.092798399644365759e+00,5.790726377646503442e-01,5.783682903955660315e-01
9.101667037119359094e+00,5.793736018961040957e-01,5.825981968878705120e-01
9.110535674594354205e+00,5.796740726593004878e-01,5.817650790630448654e-01
9.119404312069349317e+00,5.799740509444506475e-01,5.829566544653878024e-01
9.128272949544342652e+00,5.802735376407156531e-01,5.776606005215959572e-01
9.137141587019337763e+00,5.805725336362035360e-01,5.824514392167380317e-01
9.146010224494332874e+00,5.808710398179642853e-01,5.750874617538971334e-01
9.154878861969326209e+00,5.811690570719848514e-01,5.799542850947608796e-01
9.163747499444321321e+00,5.814665862831861487e-01,5.880627196992453953e-01
9.172616136919314656e+00,5.817636283354173932e-01,5.821460707313502736e-01
9.181484774394309767e+00,5.820601841114519948e-01,5.755843622256231473e-01
9.190353411869304878e+00,5.823562544929848928e-01,5.850872195540968157e-01
9.199222049344298213e+00,5.826518403606258945e-01,5.714065612335501587e-01
9.208090686819293325e+00,5.829469425938978988e-01,5.761564496190811901e-01
9.216959324294286660e+00,5.832415620712314563e-01,5.725102250004237003e-01
9.225827961769281771e+00,5.835356996699612164e-01,5.861115220511193824e-01
9.234696599244276882e+00,5.838293562663220415e-01,5.899929716257799051e-01
9.243565236719270217e+00,5.841225327354453434e-01,5.801734166204826071e-01
9.252433874194265329e+00,5.844152299513550863e-01,5.751869538432582418e-01
9.261302511669260440e+00,5.847074487869635684e-01,5.891261250815923445e-01
9.270171149144253775e+00,5.849991901140683126e-01,5.872122145856967235e-01
9.279039786619248886e+00,5.852904548033481813e-01,5.692651287271438543e-01
9.287908424094242221e+00,5.855812437243602675e-01,5.949632311863217726e-01
9.296777061569237333e+00,5.858715577455352319e-01,5.947856536935072214e-01
9.305645699044232444e+00,5.861613977341748605e-01,5.832205062290006792e-01
9.314514336519225779e+00,5.864507645564477345e-01,5.853618176604479251e-01
9.323382973994220890e+00,5.867396590773872322e-01,5.852983229800681197e-01
9.332251611469216002e+00,5.870280821608864219e-01,5.817981455628012943e-01
9.341120248944209337e+00,5.873160346696955081e-01,5.911749988914498655e-01
9.349988886419204448e+00,5.876035174654191673e-01,5.798469143022313421e-01
9.358857523894197783e+00,5.878905314085131062e-01,5.842980331371864233e-01
9.367726161369192894e+00,5.881770773582793987e-01,5.890319143454839645e-01
9.376594798844188006e+00,5.884631561728658200e-01,5.709726268413300998e-01
9.385463436319181341e+00,5.887487687092611832e-01,5.829519435753431900e-01
9.394332073794176452e+00,5.890339158232925643e-01,5.758116463952825947e-01
9.403200711269171563e+00,5.893185983696227481e-01,5.839397700743852448e-01
9.412069348744164898e+00,5.896028172017465652e-01,5.836424890673331811e-01
9.420937986219160010e+00,5.898865731719896699e-01,5.869922683176014289e-01
9.429806623694153345e+00,5.901698671315031008e-01,5.905428237930868685e-01
9.438675261169148456e+00,5.904526999302630585e-01,5.791179108191055747e-01
9.447543898644143567e+00,5.907350724170665757e-01,5.924704168668202264e-01
9.456412536119136902e+00,5.910169854395296296e-01,5.726585790786971053e-01
9.465281173594132014e+00,5.912984398440837008e-01,5.993413715999251767e-01
9.474149811069127125e+00,5.915794364759739965e-01,5.894571548705438424e-01
9.483018448544120460e+00,5.918599761792567859e-01,5.983867621928135039e-01
9.491887086019115571e+00,5.921400597967962920e-01,5.716415074449260336e-01
9.500755723494108906e+00,5.924196881702624706e-01,6.047733746514641906e-01
9.509624360969104018e+00,5.926988621401296786e-01,5.883408519410866511e-01
9.518492998444099129e+00,5.929775825456718996e-01,5.948757568488171055e-01
9.527361635919092464e+00,5.932558502249627441e-01,5.929097926985125167e-01
9.536230273394087575e+00,5.935336660148717858e-01,5.914117862560780425e-01
9.545098910869082687e+00,5.938110307510636732e-01,5.877193224173603570e-01
9.553967548344076022e+00,5.940879452679931338e-01,5.726460574593816855e-01
9.562836185819071133e+00,5.943644103989065286e-01,6.054252444011314349e-01
9.571704823294064468e+00,5.946404269758364114e-01,6.119611982910497794e-01
9.580573460769059579e+00,5.949159958296019735e-01,5.875572818182106527e-01
9.589442098244054691e+00,5.951911177898050465e-01,6.074002510803706567e-01
9.598310735719048026e+00,5.954657936848291033e-01,6.037238245861761277e-01
9.607179373194043137e+00,5.957400243418373709e-01,5.981783493685146613e-01
9.616048010669038248e+00,5.960138105867697211e-01,5.936271659307977844e-01
9.624916648144031583e+00,5.962871532443426714e-01,6.012517515287353342e-01
9.633785285619026695e+00,5.965600531380459426e-01,5.891464028788291341e-01
9.642653923094020030e+00,5.968325110901411268e-01,5.925749653346221724e-01
9.651522560569015141e+00,5.971045279216599111e-01,5.908707300814906027e-01
9.660391198044010252e+00,5.973761044524024122e-01,5.890487762992535625e-01
9.669259835519003587e+00,5.976472415009357331e-01,5.912870126109291968e-01
9.678128472993998699e+00,5.979179398845916316e-01,6.031011449907425215e-01
9.686997110468993810e+00,5.981882004194648550e-01,6.040902080540628827e-01
9.695865747943987145e+00,5.984580239204124741e-01,5.895779327038468409e-01
9.704734385418982257e+00,5.987274112010512184e-01,5.972286490412712645e-01
9.713603022893975592e+00,5.989963630737570321e-01,5.962907512598466520e-01
9.722471660368970703e+00,5.992648803496625209e-01,5.811032791513672802e-01
9.731340297843965814e+00,5.995329638386558413e-01,6.100198306083886024e-01
9.740208935318959149e+00,5.998006143493794795e-01,5.881147075723152096e-01
9.749077572793954261e+00,6.000678326892291414e-01,6.107498375695844528e-01
9.757946210268949372e+00,6.003346196643516430e-01,5.763626157159573715e-01
9.766814847743942707e+00,6.006009760796436892e-01,5.921767103596770054e-01
9.775683485218937818e+00,6.008669027387513184e-01,6.079136940203118122e-01
9.784552122693931153e+00,6.011324004440679047e-01,6.049653763806038809e-01
9.793420760168926265e+00,6.013974699967331583e-01,6.059216775307503244e-01
9.802289397643921376e+00,6.016621121966321262e-01,6.007315133911003135e-01
9.811158035118914711e+00,6.019263278423934160e-01,6.220435341695296216e-01
9.820026672593909822e+00,6.021901177313889741e-01,6.024097876536549379e-01
9.828895310068904934e+00,6.024534826597321979e-01,6.054260687543325803e-01
9.837763947543898269e+00,6.027164234222770478e-01,5.950645332746691274e-01
9.846632585018893380e+00,6.029789408126180472e-01,5.946182287773703612e-01
9.855501222493886715e+00,6.032410356230867299e-01,6.166638908619898052e-01
9.864369859968881826e+00,6.035027086447538602e-01,6.170006936447285373e-01
9.873238497443876938e+00,6.037639606674262138e-01,5.853583061438425439e-01
9.882107134918870273e+00,6.040247924796460222e-01,5.982014427412757351e-01
9.890975772393865384e+00,6.042852048686910837e-01,6.166174803941203431e-01
9.899844409868860495e+00,6.045451986205732098e-01,6.052458627595045382e-01
9.908713047343853830e+00,6.048047745200371139e-01,6.144255333148210818e-01
9.917581684818848942e+00,6.050639333505599682e-01,5.868110661555275831e-01
9.926450322293842277e+00,6.053226758943509589e-01,6.070706251133619613e-01
9.935318959768837388e+00,6.055810029323496213e-01,6.056553412128494740e-01
9.944187597243832499e+00,6.058389152442266168e-01,6.064368813954207349e-01
9.953056234718825834e+00,6.060964136083807352e-01,5.995190666644475419e-01
9.961924872193820946e+00,6.063534988019416705e-01,6.059288268247809972e-01
9.970793509668816057e+00,6.066101716007653577e-01,6.244325072381599062e-01
9.979662147143809392e+00,6.068664327794360824e-01,5.960200576337473244e-01
9.988530784618804503e+00,6.071222831112659257e-01,6.064275552507775169e-01
9.997399422093797838e+00,6.073777233682926546e-01,6.042848512561418417e-01
1.000626805956879295e+01,6.076327543212802773e-01,6.049416701947404329e-01
1.001513669704378806e+01,6.078873767397184880e-01,6.260820452848813167e-01
1.002400533451878140e+01,6.081415913918217786e-01,6.241004002995585997e-01
1.003287397199377651e+01,6.083953990445295501e-01,6.047130963718678753e-01
1.004174260946877162e+01,6.086488004635048910e-01,6.140346021637484997e-01
1.005061124694376495e+01,6.089017964131355765e-01,6.006962602228208548e-01
1.005947988441876007e+01,6.091543876565318483e-01,6.124467808687320547e-01
1.006834852189375340e+01,6.094065749555276357e-01,6.057055786052845114e-01
1.007721715936874851e+01,6.096583590706796674e-01,6.246180415553329590e-01
1.008608579684374362e+01,6.099097407612668054e-01,6.145648471293201354e-01
1.009495443431873696e+01,6.101607207852906001e-01,5.995962369838886419e-01
1.010382307179373207e+01,6.104112998994741801e-01,5.923679916055517580e-01
1.011269170926872718e+01,6.106614788592626963e-01,5.994353079213609048e-01
1.012156034674372052e+01,6.109112584188230999e-01,6.323150542345206127e-01
1.013042898421871563e+01,6.111606393310428098e-01,6.013917160999997513e-01
1.013929762169370896e+01,6.114096223475320446e-01,5.971486405832606703e-01
1.014816625916870407e+01,6.116582082186207137e-01,6.048800046198423708e-01
1.015703489664369918e+01,6.119063976933609705e-01,6.070080076628818766e-01
1.016590353411869252e+01,6.121541915195245487e-01,6.184558677932546766e-01
1.017477217159368763e+01,6.124015904436059810e-01,6.048019100054863317e-01
1.018364080906868274e+01,6.126485952108187139e-01,6.295667467302307196e-01
1.019250944654367608e+01,6.128952065650982162e-01,6.130740524274973513e-01
1.020137808401867119e+01,6.131414252491009798e-01,6.163088820243121102e-01
1.021024672149366452e+01,6.133872520042036314e-01,6.278858359309890114e-01
1.021911535896865963e+01,6.136326875705042649e-01,6.155715873441403030e-01
1.022798399644365475e+01,6.138777326868223305e-01,6.172681536564339488e-01
1.023685263391864808e+01,6.141223880906973021e-01,6.207471082744540070e-01
1.024572127139364319e+01,6.143666545183912309e-01,6.071414254236434660e-01
1.025458990886863830e+01,6.146105327048869693e-01,6.093249220223853069e-01
1.026345854634363164e+01,6.148540233838885039e-01,6.218619425482093677e-01
1.027232718381862675e+01,6.150971272878225093e-01,6.073386991623630493e-01
1.028119582129362009e+01,6.153398451478371278e-01,6.096907107971036854e-01
1.029006445876861520e+01,6.155821776938025236e-01,6.251609015647733303e-01
1.029893309624361031e+01,6.158241256543111053e-01,6.219821878096870593e-01
1.030780173371860364e+01,6.160656897566786361e-01,6.196518835577463635e-01
1.031667037119359875e+01,6.163068707269433455e-01,6.049411165860957285e-01
1.032553900866859209e+01,6.165476692898664846e-01,6.366255091313495207e-01
1.033440764614358720e+01,6.167880861689338801e-01,6.153892235692222101e-01
1.034327628361858231e+01,6.170281220863538252e-01,6.139466042433332493e-01
1.035214492109357565e+01,6.172677777630594109e-01,6.155628239032900906e-01
1.036101355856857076e+01,6.175070539187095253e-01,6.091174513084599562e-01
1.036988219604356587e+01,6.177459512716860779e-01,6.150805619208574715e-01
