lam,h,c,c_noisy
2.937925094834258566e+00,5.744890419352629563e-01,1.609633608050915266e+00,1.611544522784432498e+00
1.151629379965050770e+00,6.327896186821596602e-02,7.670843252890665598e-01,7.723922534599070300e-01
1.319571387221588177e+00,2.890854424293992087e-01,1.211926866108212764e+00,1.222519346260864781e+00
6.917583445832460320e-01,9.619245262248030670e-01,1.100264360797387431e+00,1.100030433025849463e+00
2.816657583284265520e+00,9.628553978653430212e-01,2.197115608171011480e+00,2.195395554549810058e+00
1.804552821264312046e+00,4.107713036174764909e-01,1.462714484896388445e+00,1.464239411604491892e+00
1.612071409534106881e+00,8.086943748574532131e-01,1.683549634068060241e+00,1.676317006804169507e+00
2.729377445151185633e+00,4.669637265983472285e-01,1.411502189050054978e+00,1.409495725369036112e+00
2.779572152302038468e+00,2.362696299710724257e-01,1.332253657584595130e+00,1.336413511700036638e+00
1.020754050549436798e+00,3.569971777075328645e-01,1.321141182346367460e+00,1.324015106285385324e+00
8.126952540756957610e-01,5.204366465684084897e-01,1.193316783829955874e+00,1.182923891161396179e+00
2.701547152709804944e+00,4.154120244194658418e-01,1.351180188936325521e+00,1.347953603176489157e+00
2.891932974206305129e+00,4.395981216018080007e-01,1.392792169040846462e+00,1.371674618638087484e+00
1.858126003128434345e+00,1.661598407272590339e-01,1.104681824328168416e+00,1.112698850297972886e+00
2.321099538541932628e+00,7.308716653006488428e-01,1.972468648835782323e+00,1.967144382578897455e+00
5.482485387190525472e-01,2.356956811684789432e-01,9.737670993248912499e-01,9.761404295267175346e-01
1.726503493885892082e+00,7.963717993360922565e-01,1.740438970113656225e+00,1.729417219815840401e+00
7.002180139637146361e-01,8.684789462149893335e-01,1.107053629858831378e+00,1.106163113073125981e+00
8.288065811407250294e-01,8.844133059765763027e-01,1.205615710815814312e+00,1.210012686579639452e+00
6.385595569610570399e-01,7.864895143655665777e-01,1.056584502670085968e+00,1.066322824662015334e+00
1.840518049421282942e+00,9.355426607928707394e-01,1.800113584467245342e+00,1.786416039425386071e+00
1.937758981485072418e+00,7.231756773100841418e-01,1.831772381595933474e+00,1.840098619917961420e+00
1.573826106643060552e+00,1.716079386260108142e-01,1.034175734376569178e+00,1.032417909495441988e+00
2.289426432465623940e+00,2.918751798987848090e-01,1.233726837911864216e+00,1.225852855918901030e+00
7.073619091178602325e-01,1.566148055546454643e-01,9.040575479657007030e-01,9.086904593898673665e-01
1.081086882743775623e+00,9.860470958039936340e-01,1.378882501385345627e+00,1.375799695404894996e+00
9.423633979356045298e-01,2.131062744986072510e-01,1.058231577883355534e+00,1.055121545605255839e+00
1.769096529419922348e+00,3.126302170205181308e-01,1.167943978889431467e+00,1.160754649134073668e+00
2.476203760447157620e+00,4.479931249960115713e-01,1.393294696768245577e+00,1.395364291289634018e+00
9.439098380623651696e-01,1.658737365240215977e-01,8.646799245672377454e-01,8.648783874068044497e-01
2.751869308391305946e+00,4.128277022400474450e-01,1.356841141171003295e+00,1.354929795426821348e+00
1.376009517234521473e+00,9.215059951556312523e-01,1.557076144545491259e+00,1.547344902842954895e+00
9.964700377042358115e-01,8.677164185653938322e-01,1.323255537708447838e+00,1.317955305222346496e+00
1.134612752791554602e+00,4.055049550087219679e-01,1.395536695751961487e+00,1.399372123656162259e+00
2.418386687513509159e+00,1.520787853607989404e-01,1.151979916804962922e+00,1.164572379166885829e+00
5.191106367181346215e-01,9.884234527673531057e-01,9.513533339699700164e-01,9.508926005663483894e-01
1.569683735401798730e+00,3.840372155384134123e-01,1.450513034949268754e+00,1.464449574321538217e+00
1.226640940136620062e+00,9.105263469811506472e-01,1.469564272136599570e+00,1.469260367599093176e+00
1.830360330767712096e+00,7.903488503635494045e-01,1.789722695031601862e+00,1.778625960911484283e+00
1.485732692770394658e+00,8.213861078647126668e-01,1.617214341076934403e+00,1.623327017886200929e+00
7.318029474606175810e-01,9.254109311194919085e-02,7.192670981663645824e-01,7.094160116254498716e-01
8.815017873268369275e-01,6.412854216688718134e-01,1.243645113891965970e+00,1.247465862205952680e+00
2.905452048778852880e+00,6.940907057976622996e-01,1.930045066366527173e+00,1.940544444226174559e+00
1.908942970453355370e+00,5.059270420305639337e-01,1.685229135894891872e+00,1.681952063537648367e+00
2.799815370574470830e+00,9.017767806941356934e-02,9.374155658092810928e-01,9.363353538102313633e-01
2.885213545742586927e+00,9.422271717376746736e-01,2.212437652109849218e+00,2.236899752942879793e+00
2.005599649829717279e+00,6.139770828754852472e-01,1.822916609339639837e+00,1.825111548751653379e+00
2.784743607054796399e+00,5.022562767042607623e-01,1.471284863216218985e+00,1.473730865286042802e+00
1.550301335718656359e+00,5.164914479210929166e-01,1.623266841493300472e+00,1.630877854245684766e+00
1.242518297902751145e+00,2.766410015590635152e-01,1.194354456481110605e+00,1.193181651627021278e+00
2.528371684784747497e+00,7.873530621975230459e-02,8.780182576498313241e-01,8.769463239942421051e-01
1.321023133249361159e+00,9.291100804932507229e-01,1.525490494468736413e+00,1.529109994338928358e+00
1.161747923401052596e+00,6.067334938568355041e-01,1.427777956873590437e+00,1.403693641735199282e+00
1.693264585982554360e+00,9.951277830967671933e-01,1.728056324506485275e+00,1.742011722467548429e+00
1.513585784839379222e+00,3.432564428362486764e-01,1.337325555582488112e+00,1.326478665383141964e+00
2.895288076172049863e+00,1.294910442112419680e-01,1.103454671399543230e+00,1.092500395748617015e+00
2.747579804635123857e+00,1.079395210541752165e-01,1.016730471333824326e+00,1.021932363622970907e+00
2.306995591407769552e+00,4.632285806651003091e-01,1.465972767427408119e+00,1.466060928555963372e+00
2.735978313711266097e+00,1.537662908174379506e-01,1.175920230921351450e+00,1.163254968393812483e+00
1.129224832932696376e+00,1.916978081313996940e-01,9.238012137617561681e-01,9.257381226062065815e-01
1.156116316958623935e+00,8.989777779120118328e-01,1.426333933611271698e+00,1.414767689169551090e+00
1.362579437186002052e+00,1.371575483748312119e-01,9.627371464079512720e-01,9.556034413276330852e-01
1.990825817729539926e+00,5.194540225739797679e-01,1.705400578526334421e+00,1.690212010037729140e+00
5.610739085641940349e-01,4.494609245419552424e-01,9.895356015152304563e-01,9.811002074961389097e-01
7.474964974267888085e-01,6.199988778275872248e-01,1.144232163313329886e+00,1.148022317957927863e+00
1.130690707801951689e+00,6.752240588325097992e-02,7.838260072057720018e-01,7.848774735699525218e-01
7.410199111089030843e-01,3.792043462451310520e-01,1.137379872655212232e+00,1.140290734303045728e+00
1.129062032694946982e+00,4.156016259490875053e-01,1.394534923012643368e+00,1.403562378718081760e+00
7.560636075025501945e-01,3.511822735361290748e-01,1.147474531402639553e+00,1.146868470665238560e+00
1.242075720499165037e+00,5.020895154752458983e-02,7.007288850765135413e-01,6.939603979566953962e-01
1.588069445980608618e+00,3.246022963780190729e-01,1.243481026939264211e+00,1.240508869086443200e+00
1.862821299789558571e+00,4.181749801008549650e-01,1.466974013707270874e+00,1.483247884120970861e+00
2.511085878159301288e+00,7.449574036261713550e-02,8.553822853239640978e-01,8.555373315164683801e-01
1.226264984684741766e+00,1.940094888025089559e-01,9.350261155040315852e-01,9.380345086240133856e-01
1.461825174867029009e+00,1.344748499700360034e-01,9.877741572610370113e-01,9.866335150036393831e-01
2.670199158069085588e+00,2.944181600631767259e-01,1.333723636984256666e+00,1.335990880728174623e+00
5.456802846961177345e-01,5.724843359415232591e-01,9.757241601517755436e-01,9.798490389926004518e-01
1.784195457870613843e+00,5.457200936049609874e-01,1.718675476383824119e+00,1.718403745588286791e+00
7.958521385598413822e-01,1.474847806632370029e-01,8.255220720314353500e-01,8.237942006494530789e-01
5.336662639024911670e-01,7.836621753820828262e-01,9.647803067534793664e-01,9.567974889537830263e-01
2.715984931639502165e+00,2.408326848456340818e-01,1.326033818680184106e+00,1.317407769860074795e+00
2.164314292299531317e+00,4.866721837508009574e-01,1.581528375725921531e+00,1.585408313851560447e+00
1.664180533637744652e+00,1.729131147686491232e-01,1.061139042849686742e+00,1.068426179664285991e+00
2.525686919518701945e+00,7.176909255502483820e-01,2.002041511655030970e+00,2.011071852812001293e+00
2.889995097932632984e+00,8.528211265231384619e-01,2.168979530075878071e+00,2.169335242949926190e+00
1.952767653486113142e+00,7.516250981478282966e-01,1.841652990114391208e+00,1.833237831658410366e+00
1.639705804716307558e+00,5.458717760500284566e-01,1.669544132328564245e+00,1.675649640937346918e+00
5.019477629308556343e-01,9.287203035360758197e-01,9.352780546125458727e-01,9.412395394321402264e-01
2.870169651723169846e+00,9.806735178411357667e-01,2.217882744637917014e+00,2.202704200202046270e+00
2.442180983167736130e+00,5.226220223883998317e-01,1.600941743409701745e+00,1.608770274121067656e+00
7.642821724371788861e-01,5.703547814702105700e-01,1.157095211388323497e+00,1.162725724049100684e+00
1.618449666604291348e+00,8.538912688073296842e-01,1.687843377616583984e+00,1.704289332934593615e+00
1.116260586508257324e+00,6.090196943848067423e-01,1.399811352221072669e+00,1.388385829958567186e+00
2.867894171253316138e+00,5.685396699557601075e-01,1.610570443637920013e+00,1.597620083649398337e+00
1.257804461767927151e+00,9.958806890054064942e-01,1.488357173691178925e+00,1.496026647386128339e+00
8.563662728025479565e-01,1.453822852656126430e-01,8.115814452027055870e-01,7.934927569003440428e-01
2.746746990337399996e+00,2.521946146384305698e-01,1.339279193448862815e+00,1.331819087372893895e+00
1.259761983253599560e+00,2.128853885814284141e-01,9.705665419089487544e-01,9.595075335433032038e-01
8.244117219034317046e-01,3.224914871987936138e-01,1.193303953692543162e+00,1.183036212756358285e+00
6.554174103371780413e-01,7.480795723956555898e-01,1.070615480057297342e+00,1.051436755790156941e+00
9.073959833297011723e-01,3.843425685958691274e-01,1.255739336256471272e+00,1.253209419807797875e+00
1.584939089110387389e+00,9.240228727007561149e-01,1.671343464442911708e+00,1.680914611153355942e+00
1.127047636563718314e+00,8.465830407761246734e-01,1.408078189819553572e+00,1.412331202406743147e+00
2.189993782834348313e+00,3.946761992225376603e-01,1.309932206593409809e+00,1.314228734400651133e+00
2.724550617461180213e+00,8.527135723106070708e-01,2.135300466785939211e+00,2.131593866947987692e+00
8.664251035081811381e-01,5.339380488786686918e-01,1.232430878064590063e+00,1.246716819731936710e+00
5.951839834188406009e-01,5.343772339209106326e-01,1.019595799659517965e+00,1.024725868289606989e+00
2.400292339624161109e+00,9.854254540303937215e-01,2.048268220743355794e+00,2.058620270829944587e+00
2.157674228100439073e+00,6.032114099374918936e-01,1.838473781679308416e+00,1.822898567977293771e+00
2.670416598548273512e+00,6.382226770683573358e-01,1.851786330736351793e+00,1.855111084078475026e+00
7.962281254302195910e-01,7.394253699493257281e-01,1.181403330597534440e+00,1.169897971781223234e+00
2.245980515272730571e+00,9.299800207488670423e-02,9.432750448551988631e-01,9.466533598019127860e-01
1.205670533446561166e+00,3.087597773731132755e-01,1.313788241607669827e+00,1.315672258470299338e+00
9.634022231035078709e-01,8.343389644890276680e-01,1.300881014623568532e+00,1.289561181840451765e+00
1.448954539764565563e+00,3.196689005844150500e-01,1.276689285575700827e+00,1.278370339840764647e+00
2.623487740336972518e+00,7.767820923184196591e-01,2.068351185423498162e+00,2.079850019889500246e+00
2.543413440221613531e+00,2.430187054315319228e-01,1.295481700446393436e+00,1.300417556781696238e+00
2.598228333147858393e+00,2.119037374190707035e-01,1.279520544497870338e+00,1.285359908570451459e+00
1.113424925138338573e+00,2.885116047358611269e-01,1.272000892655144266e+00,1.263356924596671371e+00
1.629649251544309063e+00,3.478808538799391115e-01,1.311087697859894430e+00,1.304279310167038242e+00
9.399069764754315326e-01,2.967837431225180400e-01,1.253073073664621173e+00,1.241955660911765014e+00
1.054463494417179348e+00,8.700804250926642558e-01,1.361595709949652733e+00,1.362883606896259536e+00
2.607552381041627232e+00,5.617467019121276106e-01,1.663787972616396438e+00,1.675614894621043405e+00
7.671194520825102003e-01,5.283380323943484003e-01,1.159160283019228688e+00,1.163478713276096199e+00
2.794144885456810723e+00,1.537756555661736191e-01,1.178774192506703677e+00,1.178739944432461551e+00
2.909242794139166755e+00,7.745076318461908693e-01,2.084476700164356711e+00,2.073310932602467460e+00
1.595587010581541287e+00,4.225659246562591398e-01,1.540538987273440075e+00,1.544956339930296352e+00
1.994329069960821155e+00,3.678939696042400342e-01,1.273090702568576926e+00,1.270713232345256571e+00
2.909110057371561364e+00,4.062892508599302288e-01,1.384035841943880740e+00,1.365059427123012536e+00
2.302850982272737212e+00,6.696348949969537223e-01,1.927023859872956102e+00,1.909805973564575376e+00
2.473341865408552387e+00,5.741356300262919765e-01,1.738563776206253575e+00,1.735186175129040498e+00
2.358258506188078751e+00,7.963389053366617398e-01,2.007145985512814867e+00,1.998238921578772143e+00
6.393732251224597540e-01,2.541836558468343332e-01,1.050139579128102518e+00,1.066599858301002124e+00
2.458358493296735503e+00,4.624200948780331499e-01,1.429117154985830140e+00,1.429476264834601773e+00
2.245756340443406440e+00,1.248672298376988371e-01,1.063971281642182465e+00,1.053645944313527760e+00
1.349440364362143097e+00,3.636097738388530676e-01,1.430005073808538585e+00,1.425160434909727325e+00
6.092077637441618565e-01,9.372667714129137018e-01,1.031705954810810955e+00,1.047586333974937389e+00
1.383251646816514357e+00,5.546661428838494112e-01,1.550648506371598900e+00,1.541229113424914532e+00
1.883197882917772237e+00,9.098096926090165626e-02,9.244497407064103944e-01,9.321452983193053710e-01
1.401973162640787418e+00,2.764709635015514810e-01,1.134179049050870747e+00,1.138567714904044514e+00
1.953253928741965240e+00,9.486355300138038515e-01,1.853700906072778709e+00,1.868353534262503723e+00
1.492739796763752791e+00,4.169122292115795547e-01,1.528551992400510207e+00,1.533870859203568138e+00
2.237861773968352175e+00,7.487206836507025454e-01,1.953085362855540463e+00,1.949113181298863573e+00
2.840577404058954869e+00,9.378541642352329344e-01,2.198254218306032293e+00,2.203540150734738301e+00
5.374942132003242001e-01,8.549922237284918181e-01,9.682810509081982708e-01,9.689842128355925510e-01
2.046691137777384206e+00,7.176058260941832190e-01,1.875407461784251550e+00,1.885150448620183772e+00
2.526329880427923502e+00,1.519613958451124791e-01,1.159082053995984962e+00,1.158513993264653541e+00
5.602674713170523457e-01,3.457293486167360430e-01,9.884418171123356966e-01,1.008192984792528391e+00
1.646317857461828904e+00,3.735118163150327741e-01,1.394112633884402319e+00,1.393163618900757017e+00
2.516693700713997561e+00,5.201644724240982454e-01,1.571314550497562967e+00,1.575761524338701536e+00
2.210214281254629487e+00,7.665988449493456036e-01,1.947605358863462310e+00,1.941144899334473539e+00
1.458099551067026711e+00,1.007760262311306609e-01,9.286606779079797924e-01,9.299980870347938078e-01
1.353473243984534946e+00,1.892202540076887707e-01,9.609744014527165090e-01,9.613368663962122973e-01
5.813084450707892703e-01,3.372766859426539754e-01,1.006824233390561041e+00,1.008616028377480323e+00
1.750957037489531132e+00,4.260775657936271554e-01,1.524751257154463246e+00,1.533821895628471266e+00
2.551213250792756959e+00,1.013675203964410632e-01,9.855833586812411395e-01,9.803434930204429909e-01
2.562204589917219444e+00,8.851401783777914645e-01,2.097042165736498820e+00,2.088726983684402239e+00
2.283791753905257238e+00,1.787067626779950125e-01,1.191416120944134072e+00,1.202567062307659418e+00
1.736977463187611370e+00,6.132542517408483551e-01,1.727757743486190378e+00,1.725032916456581411e+00
1.115381903067830027e+00,8.894436857239339522e-01,1.400751712001264471e+00,1.394217275008557522e+00
1.204518255473194799e+00,6.460922494414341744e-01,1.454426850764240609e+00,1.466042099408878308e+00
9.315531250798301244e-01,5.560271124496536377e-01,1.278256374825710306e+00,1.286131414957518260e+00
1.323636273580434786e+00,7.483365962952928108e-01,1.525901006789339709e+00,1.499719008303487255e+00
5.154693534657690535e-01,8.362962616496555368e-01,9.479651767682110153e-01,9.443465541596630652e-01
1.634415398071483283e+00,7.778423856391960545e-01,1.693975404592368061e+00,1.701938451453876011e+00
2.456657982283809272e+00,1.924280286388864725e-01,1.234645967837637803e+00,1.243105284871885097e+00
1.326797397104751752e+00,8.110045761838073908e-01,1.528330713587692680e+00,1.523385306293309371e+00
2.636505578700150565e+00,5.031214758721880287e-01,1.495651800622051386e+00,1.511380085660979589e+00
1.892447589339415925e+00,5.684571683714618739e-01,1.762740706574477567e+00,1.755028745789591893e+00
2.460883936721033116e+00,5.403193941122864663e-01,1.647021800924917567e+00,1.644901631715786738e+00
2.989731136206034368e+00,4.456950596593600156e-01,1.410568885171772591e+00,1.412031442012459559e+00
7.629677084788697439e-01,8.779054585398763377e-01,1.156186973174513799e+00,1.156328376587591800e+00
1.513905946691684878e+00,4.190949498839081633e-01,1.533637745688164244e+00,1.541861699106331640e+00
9.124503675232129574e-01,3.957373866838923004e-01,1.260032695871039721e+00,1.270395151000578871e+00
8.366473638707347948e-01,3.438413546241618768e-01,1.204257300993717417e+00,1.204026223609968360e+00
2.289576159019504509e+00,5.631982935400764445e-01,1.755922575104267747e+00,1.770051951615726260e+00
5.117694616898069704e-01,3.079416769628801620e-01,9.440372718381315753e-01,9.374441344190976855e-01
1.984408168016738694e+00,1.857729696038097345e-01,1.146662840155305396e+00,1.144768422673355213e+00
2.791131556013404680e+00,5.129978816552167586e-01,1.492780637191914117e+00,1.510130012496668783e+00
1.552905879863769378e+00,2.522242490388454939e-01,1.054119518271567690e+00,1.055332451047469089e+00
2.216952515379223776e+00,1.831412501869911225e-01,1.187630397332677612e+00,1.198500970278734146e+00
8.288948226499230909e-01,6.664853676526326653e-01,1.205631793415989250e+00,1.201603119257269592e+00
2.383849252737493707e+00,5.586815597560719215e-01,1.721666765403703225e+00,1.719293182870320180e+00
2.436532235812645553e+00,5.905423642854045196e-01,1.790053426905438227e+00,1.789271550581406078e+00
1.964637894787606420e+00,2.389447281511821175e-01,1.148100912600543033e+00,1.150085835512725030e+00
2.791837216912087971e+00,2.258169254054838704e-01,1.322823907302352442e+00,1.319743333426440790e+00
1.876502329855279205e+00,5.694607679680090406e-01,1.759614207471604796e+00,1.760072295170449497e+00
1.988467203952153151e+00,9.199710503347310331e-01,1.868900933881800785e+00,1.875860324014538172e+00
5.416477608370611208e-01,3.245789986025042761e-01,9.715589614417635689e-01,9.838549323355332277e-01
2.554097923454444086e+00,7.424649149904709589e-01,2.029395783204190451e+00,2.030787806396482598e+00
1.360373771878107041e+00,6.542563006312505924e-02,7.884955379139090281e-01,7.952632907120757988e-01
2.232468068561512364e+00,1.488062671966273731e-01,1.128874793527537834e+00,1.138265432542374223e+00
1.730660358774906982e+00,2.614121708332050043e-01,1.088652495122820030e+00,1.078263085252729292e+00
8.881485289655006721e-01,9.481523754990925368e-02,7.874634315903182857e-01,7.721382592577830106e-01
1.696157612566727257e+00,4.629041231457924899e-01,1.612833527359429642e+00,1.629241278354319311e+00
2.830699010409878813e+00,4.447211948681670801e-01,1.389070353080217979e+00,1.402525704651784055e+00
2.135260019538348431e+00,7.084204187554872245e-01,1.905771491354401714e+00,1.906674920908698168e+00
7.814173038205716182e-01,9.223444648112182065e-02,7.420687553821011528e-01,7.458960680991677528e-01
1.849957251731534580e+00,2.910693711967397013e-01,1.134013266449378277e+00,1.124975788214703787e+00
2.758918061345466910e+00,8.606529133421507716e-01,2.147446003766202871e+00,2.134018958103137020e+00
5.652310409815750614e-01,2.443105622086082507e-01,9.890410830074221060e-01,9.925169808674549898e-01
5.035275780147325797e-01,2.595089902734342702e-01,9.353849513392781256e-01,9.209313832744115969e-01
2.548484257019311361e+00,8.992404860719214188e-01,2.094958871551265922e+00,2.104375968218290094e+00
1.982232046347734533e+00,5.752058400260846582e-01,1.786424819038272771e+00,1.779986626606328670e+00
2.377810848030385227e+00,9.647129255869056619e-02,9.611927021264042859e-01,9.644098146757783541e-01
1.308135480607401924e+00,4.069662553542771621e-01,1.475748044794662261e+00,1.495320664852825665e+00
1.908444609582193641e+00,3.951726924872721036e-01,1.375756835573364700e+00,1.394859677529986408e+00
8.724808523888802902e-01,8.983205959781834782e-01,1.237328755487305587e+00,1.234942136420456027e+00
7.924294278400102476e-01,2.766424944648281925e-01,1.162699684463866845e+00,1.173637603762310411e+00
1.882451134147013372e+00,1.386588981683278821e-01,1.069189942927920134e+00,1.059245234490141074e+00
2.627093774889009747e+00,2.617086569869966350e-01,1.319966798402122610e+00,1.314449633455237132e+00
1.856414801061001540e+00,7.020138975431511330e-01,1.793864200723799929e+00,1.797857084736421029e+00
5.417539750189699355e-01,9.374197454082672243e-01,9.721621233380257632e-01,9.862689011871264011e-01
5.084425062647239812e-01,8.465767942199282636e-01,9.413929453974650974e-01,9.359797225539101539e-01
2.402450797802075044e+00,5.877028255786592714e-01,1.790664871349036957e+00,1.796353582354683232e+00
1.411735703079865623e+00,1.767089311269041119e-01,9.798716874969232160e-01,9.811778453565898062e-01
9.936331916386665908e-01,7.290235713668212769e-01,1.321238193193003951e+00,1.308954462819191811e+00
1.146223490509872711e+00,6.015173551657033713e-01,1.418181657304103949e+00,1.417133151024663640e+00
2.805815084321981345e+00,4.107578567886970844e-01,1.364968469606727020e+00,1.380179338698456215e+00
1.699253902568858887e+00,5.800251275540645457e-01,1.704065876735841645e+00,1.703427955297146745e+00
8.454393491257790050e-01,7.642199305514115748e-01,1.217777030192774168e+00,1.223054740729530465e+00
9.514748029524560113e-01,2.114025674758265305e-01,1.046902157875623240e+00,1.055431252351697768e+00
6.548949083585295927e-01,1.859645264978219692e-01,1.018634048503017642e+00,1.011574365776244822e+00
2.867175497372447701e+00,2.799597616000349953e-01,1.375361281063952168e+00,1.387893723866749252e+00
1.641121729850968824e+00,4.263712306392618001e-01,1.545052278710654203e+00,1.560294020559427564e+00
1.625133097565858886e+00,2.025550563492459766e-01,1.047853370594096223e+00,1.064031505769770680e+00
6.471681203533738991e-01,5.425641170044993578e-01,1.063744520997968346e+00,1.077089639457478265e+00
1.189527968262122037e+00,6.712941443656829099e-01,1.445802688333689190e+00,1.441433451412737599e+00
2.527825487431739404e+00,9.619834045905145681e-01,2.095877191445043586e+00,2.090298040679934299e+00
2.609536600547049723e+00,6.792816923305547983e-01,1.948666862959786306e+00,1.941094580810355463e+00
1.621146283943208033e+00,1.714428911375542874e-01,1.048439762615216431e+00,1.039649463457477330e+00
1.200368991936861418e+00,3.258147297431494005e-01,1.353694704416086969e+00,1.346013462564009222e+00
2.894906690303585162e+00,2.557533445740539091e-01,1.367070384426609886e+00,1.377193644695696717e+00
1.306920082299146024e+00,5.025590467142090345e-01,1.504419811422766484e+00,1.519229536802722658e+00
1.183329162243058397e+00,7.922727988947699806e-01,1.442932930577492279e+00,1.436779161173575847e+00
8.572343081123809938e-01,9.977554005437285767e-01,1.226351922746982348e+00,1.234658575520903190e+00
1.728278189137081533e+00,6.885837747176495327e-01,1.734310694398088604e+00,1.721919403877844035e+00
2.601713795329455792e+00,6.178088877691174652e-01,1.818154000931455183e+00,1.815116788907059631e+00
1.799008869624765694e+00,1.274382800500260537e-01,1.035064242520985722e+00,1.025344240901885806e+00
2.555416689927988649e+00,3.827079226488888097e-01,1.309152064012819361e+00,1.293119007107820684e+00
1.309864496872207962e+00,9.277844849198570998e-01,1.518988987689398273e+00,1.519720382326441577e+00
2.215670105588102068e+00,3.440164382275915367e-01,1.231601627302490121e+00,1.232567062607702546e+00
9.399860466578087159e-01,8.829516784251709161e-02,8.017995279366131323e-01,7.979148996755526246e-01
1.645048007843447957e+00,3.684844058154719826e-01,1.377497526662199157e+00,1.372450669199241968e+00
1.270611329790448885e+00,4.809453643600474781e-01,1.482149695982018178e+00,1.472481823853596161e+00
1.250681925840943398e+00,9.406989471389358703e-01,1.484048421168383980e+00,1.482882257064122022e+00
2.398271383948086033e+00,8.152804062749025027e-01,2.025529442556186943e+00,2.019688388654410360e+00
1.042797334447057800e+00,6.988301485486915210e-01,1.353696486479812222e+00,1.356239631307516458e+00
1.761607242053568445e+00,9.378055025269965705e-01,1.761655467578457035e+00,1.749762905241692756e+00
1.407758381427170358e+00,8.487428929055336191e-01,1.574601835122997118e+00,1.576998513240566835e+00
2.712972351495344103e+00,1.153264045042643737e-01,1.046009164510647516e+00,1.051235875537933850e+00
1.073432919972295396e+00,6.634340287420535942e-01,1.373343933144130835e+00,1.385867856958740596e+00
1.369834206201982374e+00,6.971039778781503715e-01,1.551118996407505390e+00,1.561722005410399294e+00
2.274051314449325290e+00,1.039012078281974782e-01,9.898991101851173369e-01,9.919135543040124015e-01
1.238542255419269988e+00,2.768032458416773700e-01,1.196566443823373405e+00,1.189857309094917603e+00
2.330619308871146877e+00,8.762410560626041622e-01,2.010784974408496240e+00,1.992616497943184406e+00
2.949721727169727359e+00,6.902369928663011356e-01,1.910128820324866528e+00,1.910155738916277324e+00
1.405244614015099369e+00,9.534768842034495595e-01,1.573718045966699064e+00,1.587925630279551470e+00
1.842588442620234801e+00,8.238966026170232437e-01,1.797266580257517843e+00,1.813917191341265056e+00
5.525107259813453187e-01,1.848265187244115815e-01,9.658866070564025019e-01,9.405934986837863887e-01
2.502633306531464985e+00,4.660701769531792604e-01,1.430290836289561662e+00,1.422818037210882958e+00
1.437234917404001555e+00,3.907942899314140739e-01,1.482228098370113933e+00,1.478807710641363959e+00
2.023977090542037782e+00,2.790772281341158401e-01,1.162697442274481352e+00,1.152378372359239567e+00
1.013353385857921563e+00,6.724586232302198763e-01,1.334225381178694825e+00,1.336163298349136053e+00
2.172161704023098494e+00,1.995616921675048561e-01,1.195374718729752761e+00,1.195834681274658751e+00
1.745480371413558274e+00,5.468525299939015483e-01,1.707970433021485324e+00,1.702878164448743403e+00
2.982394111682548754e+00,5.931230966109404257e-01,1.646311641516746249e+00,1.646024591612218702e+00
2.871904605221076157e+00,1.329961457820361681e-01,1.115312857597313023e+00,1.099476968514098596e+00
1.926026170619489886e+00,2.150311633644960141e-01,1.139347633242128843e+00,1.129710060360491264e+00
9.291262910715674117e-01,8.209126512619995264e-01,1.277286972031063783e+00,1.268404044396345798e+00
1.219604778315993121e+00,8.270828981194460194e-01,1.465130710020265514e+00,1.474159489969075976e+00
1.856312671245067936e+00,7.412852113893313444e-01,1.798003715639886035e+00,1.781812075105607240e+00
2.503116603857037159e+00,2.299220493084004890e-01,1.280328574757392257e+00,1.278264044328716320e+00
2.727786517123479637e+00,5.231697492462956678e-01,1.526928045950838086e+00,1.534764490440282181e+00
2.697284205483057029e+00,9.716872237364582165e-01,2.158700924629204820e+00,2.158221583554862377e+00
2.447212257755933873e+00,5.106119218836627782e-01,1.564064379220823975e+00,1.572232658256151216e+00
1.639022192930732258e+00,7.114667372259217970e-01,1.693134428527780511e+00,1.686672944566089516e+00
1.930484606874975473e+00,6.190184575231088004e-01,1.803496932776347705e+00,1.807909280942233243e+00
1.141734292607217149e+00,8.635668321075747889e-01,1.417321047752764240e+00,1.426417864569266225e+00
1.892604031528211550e+00,4.344468852186050278e-01,1.508702280383895866e+00,1.531078454486618501e+00
1.436754556569824537e+00,9.568061838938671793e-01,1.591362197206650286e+00,1.598700444626758976e+00
1.880902785926919618e+00,5.161869426293171914e-01,1.702707623805245873e+00,1.717050425009550851e+00
5.910064225987511355e-01,9.359019368529668537e-01,1.015977298474676660e+00,1.016172014449204797e+00
7.317285475277125473e-01,7.716168578302590175e-01,1.131987806565980303e+00,1.133058820860698201e+00
2.141040270450232708e+00,9.510515524982302571e-01,1.938093091823617442e+00,1.953867081071384071e+00
1.570827423796574251e+00,4.844939458278527677e-01,1.615080278276687764e+00,1.621009566254029810e+00
1.056530730529416928e+00,6.819101475896867104e-01,1.362556874013403307e+00,1.376842903822316222e+00
2.920652965771312282e+00,9.881012755706836126e-01,2.235225972961617735e+00,2.242433547049251352e+00
5.458046850167250774e-01,6.313117801783282301e-01,9.758381892434182525e-01,9.971662337762728923e-01
2.847072955335232525e+00,5.729184222869019294e-01,1.627105321099338697e+00,1.651053351733045904e+00
2.608968631538938432e+00,2.755311649081428893e-01,1.318484944065557940e+00,1.310266005550261292e+00
