w,I
4.832397633799852338e+04,5.613585067336449280e-04
4.834623993021491333e+04,5.617626384681609830e-04
4.836851377960756508e+04,5.621672354847817663e-04
4.839079789090203121e+04,5.625722986248702815e-04
4.841309226882610528e+04,5.629778287318661046e-04
4.843539691810980003e+04,5.633838266512908050e-04
4.845771184348517272e+04,5.637902932307521740e-04
4.848003704968678358e+04,5.641972293199585360e-04
4.850237254145106272e+04,5.646046357707139784e-04
4.852471832351672492e+04,5.650125134369316871e-04
4.854707440062466776e+04,5.654208631746389336e-04
4.856944077751788427e+04,5.658296858419826049e-04
4.859181745894182677e+04,5.662389822992414546e-04
4.861420444964386115e+04,5.666487534088237178e-04
4.863660175437362341e+04,5.670590000352788203e-04
4.865900937788293959e+04,5.674697230453039929e-04
4.868142732492573850e+04,5.678809233077486071e-04
4.870385560025843006e+04,5.682926016936276203e-04
4.872629420863930136e+04,5.687047590761173466e-04
4.874874315482895327e+04,5.691173963305710699e-04
4.877120244359017670e+04,5.695305143345218623e-04
4.879367207968784351e+04,5.699441139676884394e-04
4.881615206788933574e+04,5.703581961119901216e-04
4.883864241296391992e+04,5.707727616515413053e-04
4.886114311968316906e+04,5.711878114726659907e-04
4.888365419282084622e+04,5.716033464639037453e-04
4.890617563715282449e+04,5.720193675160142573e-04
4.892870745745746535e+04,5.724358755219904546e-04
4.895124965851504385e+04,5.728528713770568784e-04
4.897380224510812695e+04,5.732703559786816094e-04
4.899636522202148626e+04,5.736883302265832069e-04
4.901893859404201066e+04,5.741067950227350452e-04
4.904152236595907016e+04,5.745257512713796257e-04
4.906411654256397014e+04,5.749451998790252151e-04
4.908672112865030067e+04,5.753651417544600492e-04
4.910933612901386368e+04,5.757855778087575364e-04
4.913196154845258570e+04,5.762065089552823299e-04
4.915459739176688890e+04,5.766279361097032289e-04
4.917724366375910904e+04,5.770498601899913364e-04
4.919990036923390289e+04,5.774722821164333941e-04
4.922256751299813186e+04,5.778952028116380712e-04
4.924524509986077464e+04,5.783186232005403009e-04
4.926793313463332015e+04,5.787425442104170018e-04
4.929063162212919269e+04,5.791669667708834995e-04
4.931334056716410851e+04,5.795918918139074047e-04
4.933605997455602483e+04,5.800173202738150100e-04
4.935878984912500164e+04,5.804432530872961687e-04
4.938153019569363096e+04,5.808696911934204494e-04
4.940428101908642566e+04,5.812966355336316067e-04
4.942704232413020509e+04,5.817240870517643861e-04
4.944981411565404414e+04,5.821520466940490780e-04
4.947259639848910592e+04,5.825805154091181310e-04
4.949538917746911466e+04,5.830094941480204636e-04
4.951819245742968633e+04,5.834389838642179945e-04
4.954100624320880161e+04,5.838689855136014722e-04
4.956383053964663122e+04,5.842995000544958959e-04
4.958666535158551414e+04,5.847305284476660451e-04
4.960951068387028499e+04,5.851620716563324170e-04
4.963236654134774290e+04,5.855941306461672153e-04
4.965523292886700074e+04,5.860267063853106129e-04
4.967810985127939784e+04,5.864597998443745472e-04
4.970099731343843450e+04,5.868934119964521520e-04
4.972389532020012120e+04,5.873275438171300092e-04
4.974680387642242567e+04,5.877621962844868479e-04
4.976972298696564394e+04,5.881973703791077476e-04
4.979265265669231303e+04,5.886330670840915101e-04
4.981559289046709455e+04,5.890692873850552139e-04
4.983854369315723306e+04,5.895060322701523199e-04
4.986150506963186490e+04,5.899433027300667086e-04
4.988447702476250561e+04,5.903810997580295934e-04
4.990745956342280260e+04,5.908194243498249417e-04
4.993045269048894988e+04,5.912582775038035697e-04
4.995345641083908413e+04,5.916976602208806483e-04
4.997647072935369215e+04,5.921375735045515329e-04
4.999949565091550903e+04,5.925780183608984853e-04
5.002253118040953268e+04,5.930189957985991306e-04
5.004557732272287831e+04,5.934605068289316608e-04
5.006863408274524409e+04,5.939025524657923997e-04
5.009170146536827815e+04,5.943451337256918992e-04
5.011477947548596421e+04,5.947882516277713111e-04
5.013786811799444695e+04,5.952319071938070487e-04
5.016096739779244672e+04,5.956761014482268336e-04
5.018407731978061202e+04,5.961208354181074184e-04
5.020719788886196329e+04,5.965661101331888984e-04
5.023032910994178383e+04,5.970119266258845777e-04
5.025347098792760517e+04,5.974582859312866073e-04
5.027662352772913437e+04,5.979051890871747666e-04
5.029978673425862507e+04,5.983526371340316431e-04
5.032296061243030272e+04,5.988006311150408968e-04
5.034614516716076469e+04,5.992491720761028732e-04
5.036934040336874750e+04,5.996982610658398074e-04
5.039254632597558521e+04,6.001478991356128459e-04
5.041576293990455451e+04,6.005980873395184690e-04
5.043899025008131866e+04,6.010488267344065967e-04
5.046222826143379643e+04,6.015001183798863353e-04
5.048547697889218398e+04,6.019519633383349760e-04
5.050873640738884569e+04,6.024043626749065600e-04
5.053200655185872893e+04,6.028573174575467325e-04
5.055528741723873827e+04,6.033108287569915497e-04
5.057857900846815755e+04,6.037648976467840673e-04
5.060188133048844611e+04,6.042195252032791109e-04
5.062519438824366080e+04,6.046747125056614906e-04
5.064851818667980115e+04,6.051304606359422062e-04
5.067185273074526776e+04,6.055867706789767706e-04
5.069519802539073862e+04,6.060436437224712806e-04
5.071855407556916907e+04,6.065010808569928262e-04
5.074192088623568998e+04,6.069590831759765371e-04
5.076529846234803699e+04,6.074176517757432555e-04
5.078868680886589573e+04,6.078767877554959584e-04
5.081208593075136741e+04,6.083364922173391644e-04
5.083549583296872879e+04,6.087967662662828374e-04
5.085891652048483957e+04,6.092576110102606007e-04
5.088234799826856033e+04,6.097190275601275687e-04
5.090579027129111637e+04,6.101810170296769354e-04
5.092924334452604671e+04,6.106435805356496237e-04
5.095270722294917505e+04,6.111067191977426335e-04
5.097618191153850785e+04,6.115704341386163064e-04
5.099966741527467093e+04,6.120347264839144912e-04
5.102316373914024734e+04,6.124995973622585814e-04
5.104667088812025031e+04,6.129650479052704999e-04
5.107018886720186129e+04,6.134310792475729159e-04
5.109371768137488834e+04,6.138976925268123386e-04
5.111725733563111862e+04,6.143648888836543464e-04
5.114080783496474032e+04,6.148326694618013680e-04
5.116436918437224085e+04,6.153010354080026573e-04
5.118794138885242137e+04,6.157699878720629665e-04
5.121152445340628037e+04,6.162395280068513285e-04
5.123511838303741388e+04,6.167096569683185123e-04
5.125872318275143334e+04,6.171803759154968066e-04
5.128233885755635129e+04,6.176516860105169329e-04
5.130596541246238485e+04,6.181235884186146593e-04
5.132960285248236323e+04,6.185960843081495571e-04
5.135325118263113109e+04,6.190691748506035917e-04
5.137691040792592685e+04,6.195428612205986863e-04
5.140058053338630998e+04,6.200171445959057207e-04
5.142426156403416098e+04,6.204920261574558074e-04
5.144795350489355769e+04,6.209675070893474471e-04
5.147165636099121184e+04,6.214435885788670202e-04
5.149537013735582877e+04,6.219202718164844497e-04
5.151909483901854401e+04,6.223975579958761868e-04
5.154283047101271222e+04,6.228754483139280294e-04
5.156657703837430745e+04,6.233539439707561558e-04
5.159033454614131188e+04,6.238330461697049563e-04
5.161410299935413786e+04,6.243127561173668740e-04
5.163788240305552608e+04,6.247930750235903196e-04
5.166167276229042182e+04,6.252740041014893209e-04
5.168547408210641879e+04,6.257555445674627126e-04
5.170928636755311891e+04,6.262376976411924024e-04
5.173310962368255423e+04,6.267204645456633198e-04
5.175694385554908513e+04,6.272038465071711139e-04
5.178078906820929842e+04,6.276878447553344053e-04
5.180464526672241482e+04,6.281724605231099644e-04
5.182851245614969230e+04,6.286576950467961814e-04
5.185239064155480446e+04,6.291435495660487867e-04
5.187627982800376776e+04,6.296300253238925606e-04
5.190018002056482510e+04,6.301171235667293565e-04
5.192409122430886782e+04,6.306048455443595676e-04
5.194801344430881727e+04,6.310931925099792002e-04
5.197194668564002495e+04,6.315821657202009068e-04
5.199589095338018524e+04,6.320717664350633102e-04
5.201984625260922621e+04,6.325619959180402195e-04
5.204381258840974624e+04,6.330528554360623141e-04
5.206778996586633730e+04,6.335443462595138908e-04
5.209177839006607246e+04,6.340364696622544398e-04
5.211577786609835312e+04,6.345292269216287273e-04
5.213978839905481436e+04,6.350226193184756868e-04
5.216380999402976886e+04,6.355166481371501020e-04
5.218784265611954470e+04,6.360113146655194637e-04
5.221188639042293653e+04,6.365066201949879298e-04
5.223594120204108185e+04,6.370025660205034818e-04
5.226000709607735189e+04,6.374991534405691999e-04
5.228408407763780997e+04,6.379963837572639714e-04
5.230817215183053486e+04,6.384942582762416236e-04
5.233227132376607187e+04,6.389927783067520656e-04
5.235638159855732374e+04,6.394919451616510458e-04
5.238050298131943418e+04,6.399917601574107778e-04
5.240463547717023175e+04,6.404922246141421657e-04
5.242877909122957499e+04,6.409933398555910100e-04
5.245293382861979626e+04,6.414951072091635946e-04
5.247709969446557807e+04,6.419975280059330835e-04
5.250127669389386574e+04,6.425006035806533986e-04
5.252546483203428943e+04,6.430043352717783019e-04
5.254966411401850928e+04,6.435087244214621541e-04
5.257387454498066654e+04,6.440137723755812735e-04
5.259809613005726715e+04,6.445194804837447783e-04
5.262232887438706530e+04,6.450258500993042354e-04
5.264657278311152913e+04,6.455328825793778388e-04
5.267082786137414223e+04,6.460405792848478070e-04
5.269509411432089109e+04,6.465489415803832600e-04
5.271937154710011964e+04,6.470579708344519282e-04
5.274366016486244189e+04,6.475676684193292605e-04
5.276795997276115668e+04,6.480780357111226011e-04
5.279227097595163650e+04,6.485890740897701061e-04
5.281659317959171312e+04,6.491007849390628606e-04
5.284092658884160483e+04,6.496131696466566968e-04
5.286527120886380726e+04,6.501262296040830361e-04
5.288962704482349363e+04,6.506399662067713320e-04
5.291399410188792535e+04,6.511543808540498288e-04
5.293837238522683037e+04,6.516694749491673544e-04
5.296276190001232317e+04,6.521852498993056801e-04
5.298716265141878830e+04,6.527017071155893869e-04
5.301157464462333883e+04,6.532188480131116692e-04
5.303599788480512507e+04,6.537366740109311911e-04
5.306043237714580755e+04,6.542551865320981068e-04
5.308487812682941876e+04,6.547743870036632765e-04
5.310933513904227584e+04,6.552942768566919277e-04
5.313380341897343169e+04,6.558148575262863142e-04
5.315828297181397647e+04,6.563361304515857170e-04
5.318277380275751057e+04,6.568580970757909466e-04
5.320727591700002813e+04,6.573807588461737759e-04
5.323178931973980798e+04,6.579041172140930949e-04
5.325631401617785741e+04,6.584281736350151848e-04
5.328085001151723554e+04,6.589529295685154532e-04
5.330539731096353353e+04,6.594783864783025033e-04
5.332995591972470720e+04,6.600045458322302766e-04
5.335452584301103343e+04,6.605314091023096546e-04
5.337910708603550302e+04,6.610589777647340451e-04
5.340369965401318041e+04,6.615872532998785154e-04
5.342830355216164025e+04,6.621162371923253794e-04
5.345291878570087283e+04,6.626459309308754732e-04
5.347754535985315306e+04,6.631763360085624667e-04
5.350218327984349162e+04,6.637074539226751977e-04
5.352683255089898012e+04,6.642392861747604916e-04
5.355149317824922764e+04,6.647718342706472302e-04
5.357616516712625162e+04,6.653050997204584946e-04
5.360084852276436868e+04,6.658390840386252266e-04
5.362554325040064577e+04,6.663737887439114905e-04
5.365024935527422349e+04,6.669092153594144727e-04
5.367496684262675990e+04,6.674453654125900694e-04
5.369969571770234325e+04,6.679822404352673063e-04
5.372443598574736097e+04,6.685198419636587466e-04
5.374918765201095084e+04,6.690581715383883557e-04
5.377395072174432426e+04,6.695972307044922595e-04
5.379872520020124648e+04,6.701370210114435729e-04
5.382351109263788385e+04,6.706775440131661692e-04
5.384830840431272372e+04,6.712188012680483408e-04
5.387311714048700378e+04,6.717607943389687121e-04
5.389793730642404989e+04,6.723035247932969980e-04
5.392276890738972725e+04,6.728469942029216512e-04
5.394761194865233847e+04,6.733912041442613548e-04
5.397246643548247812e+04,6.739361561982807431e-04
5.399733237315352017e+04,6.744818519505156639e-04
5.402220976694094134e+04,6.750282929910756714e-04
5.404709862212273583e+04,6.755754809146692890e-04
5.407199894397934258e+04,6.761234173206189706e-04
5.409691073779352882e+04,6.766721038128753040e-04
5.412183400885081937e+04,6.772215420000433569e-04
5.414676876243884908e+04,6.777717334953848455e-04
5.417171500384778483e+04,6.783226799168449138e-04
5.419667273837025277e+04,6.788743828870662288e-04
5.422164197130117827e+04,6.794268440334042675e-04
5.424662270793829521e+04,6.799800649879542049e-04
5.427161495358140382e+04,6.805340473875521072e-04
5.429661871353290189e+04,6.810887928738039877e-04
5.432163399309758825e+04,6.816443030930992514e-04
5.434666079758261913e+04,6.822005796966266328e-04
5.437169913229792292e+04,6.827576243403997826e-04
5.439674900255554530e+04,6.833154386852627977e-04
5.442181041367007856e+04,6.838740243969153743e-04
5.444688337095857423e+04,6.844333831459290711e-04
5.447196787974042672e+04,6.849935166077624881e-04
5.449706394533779530e+04,6.855544264627894558e-04
5.452217157307498564e+04,6.861161143963016374e-04
5.454729076827883546e+04,6.866785820985356337e-04
5.457242153627865628e+04,6.872418312646909810e-04
5.459756388240610977e+04,6.878058635949440289e-04
5.462271781199562975e+04,6.883706807944758041e-04
5.464788333038378187e+04,6.889362845734772148e-04
5.467306044290971477e+04,6.895026766471764809e-04
5.469824915491500724e+04,6.900698587358544212e-04
5.472344947174361005e+04,6.906378325648619091e-04
5.474866139874226792e+04,6.912065998646474115e-04
5.477388494125985744e+04,6.917761623707625179e-04
5.479912010464780906e+04,6.923465218238878532e-04
5.482436689426004887e+04,6.929176799698532436e-04
5.484962531545284583e+04,6.934896385596498597e-04
5.487489537358525558e+04,6.940623993494641521e-04
5.490017707401848747e+04,6.946359641006776345e-04
5.492547042211633379e+04,6.952103345798990846e-04
5.495077542324504611e+04,6.957855125589804818e-04
5.497609208277324069e+04,6.963614998150335954e-04
5.500142040607234230e+04,6.969382981304599088e-04
5.502676039851592213e+04,6.975159092929550646e-04
5.505211206548012706e+04,6.980943350955386801e-04
5.507747541234359232e+04,6.986735773365723452e-04
5.510285044448730332e+04,6.992536378197745841e-04
5.512823716729507578e+04,6.998345183542539240e-04
5.515363558615287184e+04,7.004162207545130145e-04
5.517904570644922933e+04,7.009987468404769257e-04
5.520446753357518901e+04,7.015820984375129889e-04
5.522990107292414905e+04,7.021662773764480352e-04
5.525534632989232341e+04,7.027512854935982116e-04
5.528080330987810157e+04,7.033371246307759195e-04
5.530627201828245597e+04,7.039237966353187629e-04
5.533175246050883288e+04,7.045113033601081969e-04
5.535724464196307963e+04,7.050996466635890431e-04
5.538274856805386662e+04,7.056888284097994138e-04
5.540826424419200339e+04,7.062788504683756990e-04
5.543379167579092609e+04,7.068697147145855267e-04
5.545933086826655199e+04,7.074614230293455432e-04
5.548488182703718485e+04,7.080539772992398449e-04
5.551044455752395152e+04,7.086473794165518538e-04
5.553601906515016162e+04,7.092416312792710394e-04
5.556160535534170776e+04,7.098367347911236020e-04
5.558720343352701457e+04,7.104326918615922045e-04
5.561281330513686407e+04,7.110295044059348384e-04
5.563843497560489777e+04,7.116271743452176743e-04
5.566406845036691811e+04,7.122257036063211338e-04
5.568971373486134689e+04,7.128250941219713317e-04
5.571537083452909428e+04,7.134253478307608920e-04
5.574103975481348607e+04,7.140264666771687892e-04
5.576672050116068567e+04,7.146284526115915733e-04
5.579241307901903201e+04,7.152313075903524772e-04
5.581811749383947608e+04,7.158350335757313401e-04
5.584383375107549364e+04,7.164396325359877020e-04
5.586956185618293966e+04,7.170451064453786921e-04
5.589530181462054315e+04,7.176514572841939405e-04
5.592105363184920861e+04,7.182586870387624089e-04
5.594681731333245261e+04,7.188667977014852415e-04
5.597259286453631648e+04,7.194757912708561482e-04
5.599838029092925717e+04,7.200856697514842813e-04
5.602417959798256925e+04,7.206964351541261110e-04
5.604999079116975190e+04,7.213080894956925811e-04
5.607581387596692366e+04,7.219206347992854298e-04
5.610164885785272782e+04,7.225340730942167054e-04
5.612749574230822327e+04,7.231484064160304502e-04
5.615335453481733566e+04,7.237636368065376120e-04
5.617922524086617341e+04,7.243797663138229828e-04
5.620510786594347883e+04,7.249967969922809776e-04
5.623100241554053355e+04,7.256147309026371017e-04
5.625690889515102754e+04,7.262335701119695258e-04
5.628282731027153932e+04,7.268533166937448655e-04
5.630875766640080838e+04,7.274739727278249028e-04
5.633469996904025902e+04,7.280955403005048582e-04
5.636065422369381849e+04,7.287180215045327989e-04
5.638662043586785148e+04,7.293414184391332732e-04
5.641259861107159668e+04,7.299657332100435237e-04
5.643858875481649011e+04,7.305909679295214017e-04
5.646459087261662353e+04,7.312171247163826637e-04
5.649060496998862072e+04,7.318442056960221135e-04
5.651663105245154293e+04,7.324722130004373459e-04
5.654266912552733265e+04,7.331011487682666944e-04
5.656871919474013703e+04,7.337310151447960609e-04
5.659478126561675163e+04,7.343618142819968633e-04
5.662085534368653316e+04,7.349935483385496710e-04
5.664694143448125396e+04,7.356262194798671899e-04
5.667303954353559675e+04,7.362598298781315590e-04
5.669914967638644885e+04,7.368943817123051925e-04
5.672527183857333875e+04,7.375298771681655825e-04
5.675140603563837794e+04,7.381663184383325128e-04
5.677755227312610077e+04,7.388037077222902845e-04
5.680371055658393743e+04,7.394420472264249047e-04
5.682988089156154456e+04,7.400813391640368799e-04
5.685606328361123451e+04,7.407215857553773198e-04
5.688225773828788806e+04,7.413627892276728739e-04
5.690846426114881615e+04,7.420049518151511023e-04
5.693468285775426193e+04,7.426480757590787473e-04
5.696091353366665135e+04,7.432921633077721425e-04
5.698715629445111699e+04,7.439372167166366772e-04
5.701341114567534532e+04,7.445832382481920586e-04
5.703967809290946025e+04,7.452302301720965978e-04
5.706595714172651060e+04,7.458781947651883012e-04
5.709224829770177166e+04,7.465271343114952786e-04
5.711855156641318899e+04,7.471770511022743410e-04
5.714486695344129112e+04,7.478279474360391898e-04
5.717119446436904400e+04,7.484798256185839441e-04
5.719753410478236037e+04,7.491326879630257497e-04
5.722388588026935031e+04,7.497865367898141030e-04
5.725024979642083781e+04,7.504413744267737860e-04
5.727662585883020074e+04,7.510972032091288268e-04
5.730301407309329807e+04,7.517540254795316646e-04
5.732941444480889913e+04,7.524118435881023978e-04
5.735582697957801429e+04,7.530706598924412527e-04
5.738225168300435325e+04,7.537304767576711922e-04
5.740868856069418689e+04,7.543912965564629610e-04
5.743513761825628899e+04,7.550531216690654435e-04
5.746159886130232917e+04,7.557159544833432852e-04
5.748807229544623260e+04,7.563797973947943487e-04
5.751455792630462383e+04,7.570446528065883111e-04
5.754105575949671766e+04,7.577105231295965882e-04
5.756756580064419541e+04,7.583774107824190055e-04
5.759408805537167791e+04,7.590453181914271668e-04
5.762062252930604154e+04,7.597142477907787650e-04
5.764716922807685478e+04,7.603842020224581321e-04
5.767372815731629089e+04,7.610551833363075717e-04
5.770029932265898242e+04,7.617271941900543566e-04
5.772688272974253778e+04,7.624002370493546381e-04
5.775347838420679182e+04,7.630743143878079750e-04
5.778008629169430060e+04,7.637494286870004844e-04
5.780670645785021043e+04,7.644255824365341154e-04
5.783333888832216326e+04,7.651027781340575488e-04
5.785998358876076236e+04,7.657810182853092397e-04
5.788664056481883745e+04,7.664603054041318380e-04
5.791330982215195399e+04,7.671406420125176156e-04
5.793999136641828954e+04,7.678220306406395839e-04
5.796668520327849546e+04,7.685044738268788150e-04
5.799339133839620627e+04,7.691879741178734480e-04
5.802010977743728290e+04,7.698725340685305066e-04
5.804684052607034391e+04,7.705581562420744718e-04
5.807358358996659081e+04,7.712448432100755787e-04
5.810033897479974985e+04,7.719325975524836446e-04
5.812710668624649406e+04,7.726214218576707860e-04
5.815388672998575930e+04,7.733113187224516932e-04
5.818067911169923173e+04,7.740022907521259144e-04
5.820748383707119501e+04,7.746943405605126584e-04
5.823430091178844305e+04,7.753874707699815860e-04
5.826113034154075285e+04,7.760816840114995391e-04
5.828797213202014973e+04,7.767769829246473461e-04
5.831482628892140929e+04,7.774733701576687188e-04
5.834169281794193375e+04,7.781708483675007192e-04
5.836857172478162829e+04,7.788694202198081281e-04
5.839546301514337392e+04,7.795690883890299579e-04
5.842236669473234360e+04,7.802698555583988593e-04
5.844928276925643149e+04,7.809717244199879593e-04
5.847621124442617293e+04,7.816746976747450133e-04
5.850315212595462071e+04,7.823787780325261237e-04
5.853010541955780354e+04,7.830839682121438789e-04
5.855707113095404202e+04,7.837902709413868685e-04
5.858404926586440706e+04,7.844976889570686894e-04
5.861103983001258894e+04,7.852062250050611224e-04
5.863804282912480994e+04,7.859158818403304530e-04
5.866505826893029007e+04,7.866266622269862605e-04
5.869208615516052669e+04,7.873385689383003913e-04
5.871912649354977475e+04,7.880516047567590011e-04
5.874617928983493766e+04,7.887657724740963815e-04
5.877324454975543631e+04,7.894810748913294379e-04
5.880032227905369655e+04,7.901975148188114658e-04
5.882741248347442888e+04,7.909150950762492815e-04
5.885451516876511596e+04,7.916338184927566727e-04
5.888163034067588160e+04,7.923536879068909366e-04
5.890875800495938165e+04,7.930747061666854059e-04
5.893589816737128422e+04,7.937968761297066944e-04
5.896305083366954932e+04,7.945202006630724782e-04
5.899021600961490913e+04,7.952446826435045132e-04
5.901739370097074425e+04,7.959703249573659312e-04
5.904458391350297461e+04,7.966971305006979951e-04
5.907178665298053966e+04,7.974251021792755009e-04
5.909900192517467076e+04,7.981542429086252097e-04
5.912622973585938598e+04,7.988845556140814668e-04
5.915347009081135184e+04,7.996160432308250165e-04
5.918072299580979598e+04,8.003487087039192144e-04
5.920798845663694374e+04,8.010825549883655384e-04
5.923526647907734150e+04,8.018175850491264653e-04
5.926255706891831505e+04,8.025538018611791391e-04
5.928986023194986046e+04,8.032912084095567874e-04
5.931717597396451310e+04,8.040298076893848253e-04
5.934450430075784243e+04,8.047696027059388600e-04
5.937184521812773892e+04,8.055105964746674596e-04
5.939919873187485791e+04,8.062527920212476636e-04
5.942656484780254686e+04,8.069961923816261831e-04
5.945394357171670708e+04,8.077408006020592992e-04
5.948133490942626668e+04,8.084866197391681573e-04
5.950873886674247478e+04,8.092336528599666312e-04
5.953615544947937451e+04,8.099819030419144490e-04
5.956358466345369379e+04,8.107313733729616450e-04
5.959102651448470715e+04,8.114820669515886761e-04
5.961848100839474500e+04,8.122339868868645339e-04
5.964594815100845881e+04,8.129871362984718991e-04
5.967342794815329398e+04,8.137415183167672058e-04
5.970092040565938805e+04,8.144971360828196730e-04
5.972842552935943240e+04,8.152539927484577084e-04
5.975594332508918887e+04,8.160120914763256119e-04
5.978347379868673306e+04,8.167714354399121992e-04
5.981101695599294180e+04,8.175320278236064206e-04
5.983857280285140587e+04,8.182938718227462591e-04
5.986614134510826261e+04,8.190569706436592792e-04
5.989372258861272712e+04,8.198213275037233424e-04
5.992131653921632824e+04,8.205869456313943629e-04
5.994892320277342515e+04,8.213538282662689741e-04
5.997654258514106914e+04,8.221219786591262707e-04
6.000417469217889447e+04,8.228914000719755135e-04
6.003181952974957676e+04,8.236620957781158690e-04
6.005947710371816356e+04,8.244340690621675257e-04
6.008714741995249642e+04,8.252073232201312175e-04
6.011483048432313080e+04,8.259818615594358192e-04
6.014252630270321242e+04,8.267576873989852934e-04
6.017023488096894289e+04,8.275348040692197303e-04
6.019795622499888123e+04,8.283132149121467903e-04
6.022569034067440953e+04,8.290929232814054544e-04
6.025343723387961654e+04,8.298739325423124284e-04
6.028119691050118126e+04,8.306562460719098479e-04
6.030896937642886769e+04,8.314398672590305470e-04
6.033675463755477540e+04,8.322247995043287414e-04
6.036455269977385615e+04,8.330110462203442132e-04
6.039236356898376107e+04,8.337986108315526175e-04
6.042018725108473882e+04,8.345874967744122122e-04
6.044802375198014488e+04,8.353777074974335715e-04
6.047587307757565577e+04,8.361692464612060409e-04
6.050373523377981473e+04,8.369621171384703786e-04
6.053161022650375526e+04,8.377563230141611477e-04
6.055949806166169583e+04,8.385518675854757801e-04
6.058739874517022690e+04,8.393487543619072106e-04
6.061531228294876928e+04,8.401469868653126160e-04
6.064323868091949407e+04,8.409465686299627454e-04
6.067117794500727905e+04,8.417475032025987331e-04
6.069913008113962132e+04,8.425497941424816466e-04
6.072709509524711029e+04,8.433534450214624171e-04
6.075507299326270731e+04,8.441584594240175102e-04
6.078306378112221864e+04,8.449648409473176644e-04
6.081106746476407716e+04,8.457725932012770051e-04
6.083908405012980074e+04,8.465817198086235179e-04
6.086711354316330107e+04,8.473922244049354778e-04
6.089515594981132745e+04,8.482041106387124647e-04
6.092321127602338674e+04,8.490173821714282719e-04
6.095127952775170706e+04,8.498320426775895619e-04
6.097936071095115767e+04,8.506480958447895343e-04
6.100745483157970011e+04,8.514655453737812177e-04
6.103556189559769700e+04,8.522843949785152001e-04
6.106368190896835586e+04,8.531046483862098854e-04
6.109181487765751808e+04,8.539263093374078713e-04
6.111996080763414648e+04,8.547493815860467484e-04
6.114811970486957580e+04,8.555738688994973720e-04
6.117629157533802208e+04,8.563997750586412744e-04
6.120447642501645169e+04,8.572271038579246582e-04
6.123267425988458126e+04,8.580558591054199789e-04
6.126088508592476137e+04,8.588860446228842749e-04
6.128910890912247851e+04,8.597176642458353871e-04
6.131734573546559113e+04,8.605507218235902310e-04
6.134559557094484626e+04,8.613852212193426425e-04
6.137385842155363207e+04,8.622211663102196484e-04
6.140213429328845814e+04,8.630585609873568176e-04
6.143042319214823510e+04,8.638974091559406543e-04
6.145872512413475488e+04,8.647377147352875272e-04
6.148704009525258880e+04,8.655794816589016749e-04
6.151536811150904396e+04,8.664227138745414503e-04
6.154370917891411227e+04,8.672674153442801442e-04
6.157206330348088522e+04,8.681135900445839399e-04
6.160043049122488446e+04,8.689612419663558232e-04
6.162881074816451292e+04,8.698103751150177646e-04
6.165720408032082196e+04,8.706609935105663394e-04
6.168561049371800618e+04,8.715131011876557773e-04
6.171402999438268307e+04,8.723667021956432819e-04
6.174246258834434411e+04,8.732218005986677441e-04
6.177090828163526749e+04,8.740784004757153362e-04
6.179936708029052534e+04,8.749365059206899850e-04
6.182783899034783099e+04,8.757961210424719187e-04
6.185632401784804824e+04,8.766572499650071137e-04
6.188482216883447109e+04,8.775198968273492531e-04
6.191333344935327477e+04,8.783840657837465715e-04
6.194185786545331939e+04,8.792497610037037625e-04
6.197039542318662279e+04,8.801169866720665470e-04
6.199894612860759662e+04,8.809857469890688356e-04
6.202750998777359200e+04,8.818560461704203325e-04
6.205608700674473948e+04,8.827278884473729968e-04
6.208467719158394902e+04,8.836012780667928165e-04
6.211328054835682269e+04,8.844762192912285475e-04
6.214189708313212759e+04,8.853527163989979073e-04
6.217052680198102462e+04,8.862307736842391830e-04
6.219916971097763599e+04,8.871103954569992686e-04
6.222782581619873235e+04,8.879915860432989342e-04
6.225649512372426398e+04,8.888743497852234646e-04
6.228517763963661127e+04,8.897586910409728588e-04
6.231387337002107233e+04,8.906446141849522517e-04
6.234258232096576830e+04,8.915321236078446645e-04
6.237130449856160703e+04,8.924212237166858144e-04
6.240003990890217392e+04,8.933119189349350217e-04
6.242878855808425578e+04,8.942042137025697519e-04
6.245755045220706961e+04,8.950981124761386333e-04
6.248632559737275005e+04,8.959936197288520966e-04
6.251511399968613114e+04,8.968907399506561001e-04
6.254391566525523376e+04,8.977894776483239620e-04
6.257273060019052355e+04,8.986898373455114381e-04
6.260155881060539105e+04,8.995918235828523476e-04
6.263040030261604988e+04,9.004954409180337092e-04
6.265925508234155132e+04,9.014006939258771643e-04
6.268812315590359503e+04,9.023075871984129193e-04
6.271700452942713309e+04,9.032161253449792759e-04
6.274589920903951861e+04,9.041263129922790095e-04
6.277480720087106602e+04,9.050381547844766218e-04
6.280372851105480368e+04,9.059516553832747772e-04
6.283266314572694682e+04,9.068668194680104717e-04
6.286161111102616269e+04,9.077836517357157483e-04
6.289057241309407982e+04,9.087021569012179853e-04
6.291954705807514256e+04,9.096223396972185011e-04
6.294853505211663287e+04,9.105442048743793990e-04
6.297753640136854665e+04,9.114677572014020634e-04
6.300655111198408849e+04,9.123930014651327608e-04
6.303557919011890772e+04,9.133199424706209702e-04
6.306462064193162951e+04,9.142485850412230327e-04
6.309367547358357842e+04,9.151789340186827076e-04
6.312274369123931683e+04,9.161109942632350393e-04
6.315182530106583727e+04,9.170447706536668554e-04
6.318092030923312268e+04,9.179802680874261630e-04
