N,trial_temperature,C
1.530996344922143351e+02,2.805669831627309918e+02,6.296538410599973545e+00
1.529813662052291363e+02,3.027259500729405772e+02,1.950914192974313011e+01
1.107045171734842199e+02,2.908878703354725985e+02,1.241097909107117836e+01
3.558395502677070965e+01,2.989866716782432263e+02,1.146874839286758885e+01
7.785465483639472950e+01,2.857921011656666792e+02,9.390403034785164138e+00
5.887917352960611339e+01,3.064359202264490705e+02,2.352089163807746885e+01
1.934088452337518333e+02,2.880533839072562046e+02,8.205704246992032935e+00
1.292798697341167156e+02,2.981801534401239451e+02,1.709710826860518296e+01
1.818985295156363406e+02,2.887405952473108641e+02,8.887927455180037128e+00
5.993579415724306614e+01,2.813960687913875631e+02,6.705335839159253908e+00
8.635907165857189227e+01,2.787572238502730215e+02,6.364859646211293409e+00
1.139070928140140211e+02,3.043976393813547929e+02,2.364659541186000880e+01
7.159090849467155238e+01,2.953925608456782470e+02,1.520598202456987735e+01
9.184342580363581021e+01,2.957371961544748160e+02,1.611669589814566805e+01
1.202621043830250613e+02,2.822103297705675686e+02,7.585931542120032844e+00
6.628908895764889841e+00,2.873321512973287781e+02,6.177116011735128698e-01
6.862241982453774369e+01,2.998191589833447210e+02,1.858669991888733364e+01
1.044118242349336478e+00,2.895717536903064797e+02,2.202399919328291295e-02
9.702498677833291651e+01,2.925279289957050537e+02,1.370699315412618802e+01
1.219921323510076121e+02,2.844779276746280630e+02,8.589558984644730444e+00
1.950510155306784910e+01,2.799978507379836401e+02,2.216214927461691353e+00
4.917678602681454691e+01,2.935124707830493094e+02,1.147938265110201073e+01
1.609943723907437345e+02,3.020286749260939132e+02,1.835379865954655898e+01
1.682160304100699477e+02,2.791208920613004807e+02,5.503392145983390549e+00
7.815891759980256381e+01,2.823024827620733959e+02,7.720256941759181757e+00
1.630305223777041306e+02,3.047074678741992670e+02,2.051462633037275651e+01
5.615091035339640513e+01,3.012971158936415463e+02,1.817230304658162510e+01
1.415155362403828576e+02,3.015002708993386591e+02,1.921211097937542789e+01
1.095458681077657701e+02,3.048452476357465457e+02,2.432211758614141672e+01
8.857971670162982036e+01,3.022699754889276846e+02,2.196612487457336726e+01
1.316320129585815550e+02,2.872481584324645496e+02,9.756251677578102743e+00
3.664745140340798013e+00,2.954492358684709075e+02,3.159548396559431205e-01
3.332624509896270837e+01,3.073256418613353276e+02,1.567965004234426907e+01
5.947086941320333864e+01,2.869173376260907276e+02,9.092250262579224085e+00
1.364319593441500444e+02,2.953142883982325202e+02,1.457032648670246644e+01
1.415408273589134751e+02,3.010236933197767257e+02,1.879612335266854828e+01
1.364714040130193098e+02,2.965996961028508849e+02,1.551067841230505095e+01
1.537558042061847345e+02,2.954217705370112981e+02,1.382093257860487867e+01
1.683076064173318898e+01,2.903370930041779161e+02,3.090824789303386222e+00
2.207189277465558419e+01,2.960542508096275469e+02,5.841602596960306037e+00
1.712148808921606644e+02,2.844792469400829305e+02,7.366075962774996100e+00
7.201071283926575006e+01,2.849060866675365560e+02,8.768081905067649728e+00
1.141058868062184359e+02,2.810793538241736655e+02,7.193475618516285586e+00
1.011970583409494253e+02,2.976726861723556112e+02,1.765763187752718721e+01
1.257058516961872954e+02,2.891880375817044637e+02,1.099304966029096242e+01
1.631239553436250134e+01,3.047207674680250875e+02,5.763733935932211061e+00
1.541882550469164528e+02,2.813591513495511549e+02,6.565294735487412936e+00
2.555706330446757946e+01,2.787130327260402396e+02,2.865679990575278335e+00
1.365935179049729982e+02,2.855546806778776272e+02,8.772931757892914462e+00
8.102627773099143837e+01,2.885126554572559030e+02,1.097215991419957071e+01
9.896006557636553680e+01,2.982602613823582942e+02,1.819545443359101000e+01
1.346670531377881730e+02,2.859401588453176259e+02,9.010201064199934606e+00
7.482954738843172038e+01,3.051604509679548300e+02,2.437691031165065070e+01
1.016145679894296450e+01,2.996041395307481139e+02,2.235154094638141409e+00
1.928780987925995021e+02,3.075500842020730943e+02,2.059443356762921695e+01
1.050127029821752700e+02,3.069989827029129970e+02,2.690866152383686938e+01
1.486867835711113059e+02,3.022907704508131133e+02,1.942793355466189098e+01
1.067276719111103347e+02,3.045770500054795775e+02,2.414582409522441608e+01
1.641176936313244710e+02,2.880981025703038085e+02,9.180696025759971235e+00
1.133586196384574549e+02,2.900996112380895511e+02,1.185462083446334169e+01
2.542861879905199629e+01,3.024227652514039164e+02,9.339160628581968382e+00
1.287394063665052499e+02,2.921227547160300446e+02,1.270081344685197067e+01
3.537539321795987490e+01,2.898820444677373871e+02,7.292521040914220265e+00
1.649071728683088907e+02,2.806216081561326519e+02,6.069923361290253006e+00
1.365312584940902525e+02,2.873940839659766766e+02,9.695562319470820256e+00
1.880219189904784116e+02,2.852117948239153975e+02,7.202466923965393342e+00
1.261870771187605840e+02,2.896916730327009191e+02,1.127467468249832017e+01
4.580745639349943588e+01,2.990769113641296713e+02,1.431381501255782140e+01
1.118703716192313351e+02,3.012628972030288423e+02,2.060325466093001268e+01
1.545826831150195062e+02,2.919148523339255803e+02,1.157344041007467439e+01
1.426657712074901951e+02,2.833857669420181082e+02,7.638517149323572397e+00
6.911704449429552710e+01,2.819118723379836524e+02,7.308160112841711076e+00
1.314148789701570479e+02,2.830884337512851516e+02,7.760543752874317747e+00
1.871185431989137840e+02,2.813115155897465343e+02,5.828820431933660728e+00
1.372771985768075353e+02,3.037558304862583327e+02,2.156493899259019997e+01
7.409297904824128977e+01,2.868094742707109503e+02,9.815760428250419167e+00
1.822409077463022697e+02,2.931291868477558751e+02,1.109560095886933695e+01
1.656972143529063715e+02,2.814138283881314919e+02,6.332709312261970425e+00
1.711815682931663787e+02,3.040953946143723670e+02,1.935228408490529262e+01
2.226143396196702184e+01,2.787661807923731772e+02,2.445575953786361723e+00
5.887493789449691661e+01,2.819836482636100641e+02,6.876363071788087034e+00
1.582354327293802498e+02,2.879506791890096906e+02,9.302589888799616347e+00
5.568669168105216016e+01,3.023390037673560755e+02,1.897977455912455014e+01
1.566748117601336254e+01,2.874092446628978905e+02,2.417451124503718241e+00
1.369699364820446021e+02,2.865803571216592900e+02,9.267053924238782159e+00
1.600547213393287507e+02,2.806538042296346021e+02,6.183132826780934010e+00
1.287117938199325522e+02,2.888664469631253269e+02,1.072273905809471728e+01
6.962382394857590384e+01,2.987910145475100876e+02,1.778770437777649960e+01
1.123948904745421800e+02,3.026845066248869216e+02,2.196468620918336967e+01
5.282470338044626956e+00,3.015710284310381439e+02,8.053026562740134286e-01
1.129696694948585787e+02,3.006323755574248935e+02,1.996845141304507720e+01
1.715034337683005390e+02,2.789359325226600390e+02,5.382544778238513850e+00
1.653259376789944213e+01,2.991752445342258966e+02,4.581616922655650903e+00
7.728055991301856409e+01,2.906965774740652932e+02,1.220763115538635013e+01
3.380787978777084390e+01,2.852657680854895830e+02,5.486917209346800384e+00
7.662157143001805082e+01,3.052776472243092485e+02,2.464265724794217860e+01
3.588527001602172195e+00,2.974915904987990984e+02,3.336802468140567246e-01
1.657248210463979206e+02,3.028182086715942773e+02,1.867740899030360779e+01
9.975241875791230939e+01,2.799989042650250894e+02,6.870640066655600897e+00
8.774769504689346888e+01,2.825787980802891752e+02,7.971494554571309621e+00
1.207571484116538016e+02,3.054229446369043330e+02,2.435161645685797183e+01
1.701556126467251886e+02,3.057757310807470503e+02,2.090527497320863048e+01
5.896088424005315431e+01,2.889754277371404783e+02,1.011007296841237668e+01
5.423587750865061707e+01,2.962392589559917724e+02,1.398949335159862528e+01
1.084934733472018387e+01,2.797755930370984174e+02,9.462838235765602679e-01
5.401341965292488112e+01,2.953991978820570807e+02,1.339000736834516125e+01
1.417615779274781573e+01,2.817799465543855035e+02,1.571104432543022789e+00
9.270138947603577151e+00,2.926011109744474084e+02,1.394364118035268607e+00
1.109933818798630512e+02,2.790804047449577752e+02,6.429528548280309508e+00
3.758314259330736462e+01,3.008828915391330838e+02,1.319333455985735704e+01
1.577728669101885117e+01,2.896003664191781581e+02,2.721888518026901682e+00
1.834262335412547031e+02,3.059108304547619355e+02,1.995104624517794534e+01
3.059804460165403484e+01,2.803939350557458852e+02,3.814806936144692351e+00
1.987132735406959938e+01,3.057210683538434637e+02,7.911701818763943628e+00
1.941649336071133405e+02,2.789661667176684432e+02,4.970238854422482255e+00
1.337264258164255750e+02,3.051777980582355099e+02,2.322071468662033666e+01
1.454250542922964087e+02,2.974833644797738543e+02,1.571748683261510848e+01
1.130775951682189060e+02,2.958153007488390926e+02,1.585824532288243383e+01
1.500755310991567093e+01,2.840576375662187729e+02,1.918647644768941563e+00
1.685335708420963670e+02,3.055955166752355012e+02,2.087476503365268599e+01
8.418777183684629506e+01,2.795619307007860357e+02,6.658743741970552854e+00
7.910109705085858423e+01,3.032230315473725568e+02,2.262031303542525862e+01
2.792653955687346468e+01,3.076618224023116568e+02,1.314121836088865081e+01
2.353075728042482240e+01,2.887399372806648898e+02,4.421986035478369104e+00
1.049269406491493868e+02,2.980739476327165676e+02,1.792929271817923009e+01
1.141799743242534220e+02,3.038097326876321063e+02,2.302259954577723988e+01
1.042184230064697772e+02,2.945493531557780784e+02,1.509895941180542422e+01
1.230118109128886488e+02,2.785286949175023778e+02,6.082358291366258385e+00
1.756510491544005959e+02,2.854180224275521027e+02,7.627365071694613086e+00
1.013367641439662208e+02,2.963495794635614402e+02,1.655523535765041032e+01
7.645038806127384134e+01,2.827303854450678386e+02,7.874816761299618939e+00
5.205796781350512248e+01,2.801616836615123134e+02,5.796590756977781034e+00
6.206248184853002670e+01,3.076968508118210934e+02,2.549448651098120777e+01
1.126006036184478205e+02,2.780032402040279180e+02,6.013785138635401317e+00
1.592790958921064259e+02,2.787879970563651000e+02,5.564366989636138072e+00
8.878308495647588927e+01,2.806400826699442632e+02,7.130632704512474440e+00
9.111703134414264937e+00,2.991212049481061968e+02,1.832807572462602952e+00
3.844274624481126779e+01,2.782240506425150102e+02,4.170422448106105406e+00
1.903979445156679517e+01,2.973080644680393902e+02,5.108148171577359342e+00
6.733533939192588491e+01,3.041780686831593812e+02,2.257414229079775225e+01
1.371909549561175936e+02,3.050933976307889566e+02,2.288146643880788744e+01
1.185522316490690855e+02,2.811460730538300936e+02,7.160668690223605637e+00
1.327633904016899180e+02,2.853297956901875523e+02,8.760750227130877477e+00
9.146443105317136713e+01,2.831760122529791488e+02,8.267460094610097343e+00
2.284632685327029478e+01,2.955183639434659995e+02,5.946822092426503836e+00
5.995493505282923508e+01,3.032233125082235574e+02,2.055770935752604345e+01
1.026811353053685991e+02,2.828612429347426769e+02,8.093962969296141452e+00
9.993582804945806686e+01,2.909685332511090792e+02,1.262563603435770609e+01
4.948861618870493118e+01,2.893685486731191645e+02,9.319513209841881363e+00
1.652350100752048547e+02,2.953405515589681158e+02,1.319985166018082090e+01
8.722935386142096092e+01,2.971258037812236239e+02,1.720659746735872986e+01
1.692457689069753712e+02,2.952049850511672844e+02,1.291624618453676909e+01
5.383303343597079049e+01,2.935675577064246795e+02,1.219580107807450986e+01
1.884459775887528679e+02,2.959817009179697607e+02,1.244860740201167104e+01
2.325961193384380010e+01,2.813099507376099950e+02,2.960239992951441579e+00
1.540673156124363743e+02,2.818323422532509994e+02,6.747069135411571494e+00
5.017104148934146579e+00,2.946734035084537595e+02,5.379926331328446221e-01
4.802781204476070087e+01,2.838881536674520021e+02,6.799423560340297712e+00
1.742401075577284644e+02,2.948430462433892671e+02,1.245077877383253728e+01
7.067089496244614111e+01,3.004999494805936138e+02,1.938249860440521033e+01
1.865634191186984197e+02,3.022442518281353614e+02,1.677310232572915538e+01
1.859539831239484897e+02,2.818224577259792341e+02,6.024234347188394345e+00
1.602383228018075556e+02,2.804280784733115865e+02,6.099760175091460290e+00
7.982498439573832627e+01,2.792893004180916705e+02,6.500430211764897770e+00
1.717954321837594875e+02,2.923468914406858516e+02,1.110578544641032117e+01
9.196376304883504815e+01,2.822444769268491314e+02,7.839554881203755876e+00
2.610826682203993698e+01,3.028029395927554219e+02,9.803108335503885939e+00
1.705397154149164862e+02,2.849845535161396128e+02,7.590696612280722455e+00
1.634330941799572656e+02,2.914173052439861635e+02,1.093093511021391251e+01
2.797752265000856298e+01,2.863972029746100247e+02,4.790455897571877841e+00
1.734387768787130994e+02,2.839003215364797938e+02,7.078291142926759427e+00
1.042736475676464920e+02,3.062468896401369420e+02,2.607298536650598564e+01
1.489745609439230236e+02,2.801661258059547208e+02,6.234689705168567464e+00
5.436702813913222343e+01,2.999670921554998699e+02,1.675943764003574543e+01
4.387683528050828130e+01,2.856396147493443323e+02,7.012461117823893808e+00
1.698142501666279429e+02,2.810616426688155229e+02,6.118192515928067898e+00
1.204425458136608427e+02,2.830795848575233435e+02,7.967726701052565197e+00
3.039338765612164650e+01,2.894239689650601122e+02,6.120782636554430667e+00
7.380814716408963250e+01,2.975485279571888100e+02,1.705302316280199548e+01
1.719481278260709303e+02,2.986126306885479380e+02,1.504284672179164417e+01
9.418843276111515195e+01,2.815364813819421101e+02,7.528324903677042990e+00
6.803372622686629256e+01,2.905929404478097240e+02,1.170499159248535470e+01
6.884981911192214454e+01,2.814900031958061390e+02,7.123608663883087111e+00
1.651041962445595743e+02,2.836198564119569596e+02,7.181096090748849470e+00
9.140550648041819670e+01,2.849307741161337617e+02,9.127220910229418394e+00
1.897223470442105224e+02,3.060906438932643709e+02,1.960377862590291898e+01
6.312783002941310428e+01,2.863744866285888975e+02,9.071023140234498072e+00
1.515395855046479596e+02,2.837442262264643205e+02,7.575002934967669077e+00
5.785539304544656147e+01,3.074930917508742709e+02,2.440898937175365901e+01
1.537999215931877472e+02,2.987995566492290891e+02,1.624391456886743512e+01
4.501997318983670837e+00,2.909591057978348658e+02,3.723804973179659639e-01
2.683437533075514025e+01,3.066893740866015037e+02,1.202985023367655870e+01
5.259212439937626016e+01,3.038259415843865554e+02,1.962740057215448530e+01
1.741483009616557638e+02,3.059001203765976129e+02,2.069086694719203479e+01
6.517717689297197126e+01,2.971954653166592948e+02,1.607120698624063948e+01
9.722158269896240768e+01,2.856230279387950191e+02,9.485763975578912266e+00
2.230185948890300907e+01,3.025734190831642536e+02,7.997679452793200916e+00
1.137689789179140547e+02,3.026911694430706348e+02,2.191122495771215384e+01
2.010291225473330101e+01,2.975758606475271790e+02,5.560736862114469936e+00
2.917886522680157313e+01,3.073162858732418385e+02,1.360164866243853332e+01
1.603935066430241534e+02,2.901681995169732886e+02,1.036665743504616444e+01
4.953814696227966152e+01,2.896913393433484885e+02,9.484600227429716313e+00
1.318948850720448185e+01,3.044713003662755568e+02,4.168960952379264562e+00
1.207631511668200659e+02,2.884230657623130583e+02,1.068257225947888855e+01
3.015353104811529761e+01,3.070921691683386712e+02,1.396587995869930765e+01
1.151052802501610728e+01,3.051045970460583590e+02,3.474684796375071549e+00
1.662799109892342813e+02,2.981046422253472201e+02,1.501022222943971762e+01
8.003938136987791552e+01,3.051553606104751566e+02,2.472381944780070029e+01
1.732295401382757802e+02,2.824365327137177246e+02,6.531161300104201928e+00
1.490622621425249861e+02,2.985984831742532037e+02,1.636453504731832709e+01
4.099184196799983226e+01,3.007039157145831041e+02,1.413182952340430987e+01
1.787744788131258744e+01,2.859426230254278494e+02,2.695764467022972788e+00
3.510009322898770989e+01,2.826920358927623056e+02,4.946780936578956123e+00
9.942145272896813424e+01,2.781561133521991565e+02,6.157922282201194086e+00
7.219187977494713948e+01,2.889692179019183982e+02,1.095058551672303082e+01
1.665644265906436203e+02,2.957859295823847106e+02,1.342117310250209705e+01
9.437892776766159386e+01,2.969084024236790924e+02,1.707408155167360420e+01
1.113951903883207137e+02,2.840276797350172160e+02,8.552126386908662781e+00
7.810299664702294820e+01,2.998562501171323333e+02,1.930447616753808049e+01
1.512251673346339658e+02,2.865161774121178837e+02,8.826250217027071798e+00
1.380990184659486317e+02,3.042495290168727706e+02,2.198318424120599701e+01
1.374686944809694751e+02,2.968856831823018751e+02,1.567730754927591619e+01
1.545472832920752069e+02,3.067860235374502622e+02,2.317002046630357626e+01
8.032261961470402412e+01,2.902984988659110854e+02,1.204656856417907207e+01
2.469808240671267541e+01,2.841822028193930123e+02,3.703073290037534715e+00
1.637687553855027147e+02,2.980846501507017479e+02,1.513903714957946001e+01
6.975897462665361104e+01,3.002795912172905446e+02,1.910183784948316443e+01
1.386607605952351321e+02,2.975539059643900828e+02,1.612726973102771311e+01
1.977047159655388953e+02,2.855386969408255595e+02,7.066028668881946473e+00
1.406505853535122128e+02,2.830920643457390611e+02,7.559859099002100180e+00
1.814304604951198883e+02,2.996309854248598299e+02,1.519905673135187385e+01
3.657634778263122222e+00,2.804634839882945698e+02,1.523800092886943292e-01
1.211397765008306067e+02,2.886687283202692242e+02,1.081400663157285713e+01
2.036721574544863955e+01,2.904900526237826739e+02,4.025639101330804159e+00
1.746284215340636479e+02,3.079999030016374491e+02,2.257973512713543940e+01
1.920893028532257745e+02,2.874143455525450577e+02,7.975487768777366426e+00
7.796561929600903440e+00,3.020008396071092420e+02,1.609219778814836799e+00
2.751900872341270698e+01,2.952186310203634321e+02,7.316298972603811457e+00
1.667194459947297105e+02,2.939069023145239044e+02,1.223507778792150447e+01
1.376903989709337282e+02,2.941216389142630874e+02,1.368236185319532794e+01
1.963498975406158422e+02,2.989481033459666719e+02,1.387811373000748638e+01
1.515453297756345421e+02,3.043649169310488105e+02,2.109207121852541889e+01
1.192438248303888884e+02,2.957916977570747008e+02,1.563479195532559984e+01
1.083094074876051707e+02,2.910546499288800533e+02,1.256627716742344880e+01
2.963604581795586501e+00,2.804052753523111505e+02,1.030235527179059057e-01
1.569791261390426200e+02,2.809731016513953819e+02,6.362810554178838451e+00
7.741635549512982095e+01,2.869376149618618683e+02,9.988400128640595454e+00
2.222398670350542815e+01,3.029094508574969495e+02,8.083262196206273842e+00
1.098201246254353833e+02,3.012648303174017315e+02,2.068160354323720185e+01
7.462258528223823362e+01,2.787006916234626601e+02,6.188647000042883484e+00
1.215657330355450654e+02,2.983582072655710249e+02,1.760220414243550735e+01
4.317753217725837089e+00,2.845828756517449847e+02,2.534755038754344381e-01
3.383024620344892952e+01,3.000556901580497993e+02,1.147374035949475335e+01
1.084263550338951774e+02,2.825823981979490895e+02,7.914374791541998633e+00
1.223715758285710820e+02,2.928460553541270315e+02,1.339701197672350119e+01
1.736061769529223042e+01,2.950319544984226354e+02,4.045883237787753828e+00
1.276391972135434116e+02,3.031078779948806527e+02,2.157425817218000574e+01
1.684030085250549575e+02,2.970087463318471919e+02,1.413506318666913053e+01
5.806994155647432621e+01,2.896382890655577285e+02,1.038990575387952120e+01
1.047448249494019592e+02,3.066592668205348673e+02,2.652677859910728841e+01
1.813177357097064260e+02,2.940802685387607767e+02,1.167096081431702181e+01
1.408889773639075997e+02,2.881993178248749814e+02,9.988329136671795894e+00
4.213774326373489032e+01,2.849864958113114994e+02,6.559748380500766807e+00
1.933320423247022575e+02,2.970107214891012291e+02,1.282519360779908624e+01
6.907293374851367673e+01,2.866418641448196354e+02,9.525083204580623075e+00
1.650162857249569583e+02,3.052547019199619740e+02,2.085046819899513082e+01
9.105097766897515044e+01,2.988112682424493300e+02,1.870822313415496652e+01
1.581637448784954358e+02,2.990162731856120786e+02,1.615046511013279584e+01
1.842636121520190500e+02,2.861050169206957321e+02,7.664439880802062177e+00
1.806419434484107285e+02,2.825047828229605784e+02,6.381726947327100774e+00
1.611158896701991807e+02,2.805325196575682867e+02,6.118175622054125462e+00
6.527149384912063113e+01,3.058545368524764854e+02,2.403577454323650642e+01
1.826133032282961040e+02,2.956802676703514976e+02,1.255333712268517488e+01
3.151461504432400673e+01,2.974459611060370889e+02,9.437061206584397510e+00
5.277880034791305519e+01,2.986450058566024381e+02,1.545910160251401422e+01
1.296242915902432458e+02,2.888097261393516533e+02,1.066418594409331178e+01
1.498880429281478825e+02,2.917671366626508416e+02,1.167578442374106018e+01
1.101692035591275953e+01,2.858269368258637542e+02,1.320681029213991664e+00
5.450397023241581707e+01,2.819120105149564779e+02,6.579291569553617158e+00
7.443760951829494843e+01,2.995320221357438868e+02,1.879794773261262009e+01
1.696020583478230321e+02,3.072920702530861377e+02,2.235331161944221989e+01
1.381554148026252538e+00,2.858286458186084360e+02,3.165482606427481860e-02
1.781091204482677597e+02,2.840419466257195609e+02,7.012700435695504275e+00
6.761138113519058379e+01,2.935647999890719007e+02,1.361034931345081844e+01
1.236981371948257049e+02,2.853637085993564142e+02,8.986275542133917327e+00
1.872163966584412833e+02,2.819568320806435509e+02,6.041474764560600619e+00
1.325811043458116778e+01,2.848893480174922956e+02,1.670544332684775535e+00
1.095054374393788947e+02,3.042063399632689311e+02,2.364431316853505649e+01
4.522128091789599580e+01,3.077784790701282418e+02,2.104068892179216377e+01
1.407472497166008338e+02,2.877941810421945092e+02,9.779390580535672228e+00
1.637458476085583072e+02,2.889374668875781822e+02,9.607436024061417612e+00
5.000363934018477607e+01,3.023035130519577933e+02,1.771802680843576638e+01
1.721190196826194381e+02,2.793980329387792949e+02,5.516713462688206171e+00
3.630528063575882669e+01,2.905766607067237715e+02,7.741761306209353322e+00
9.653438156333942288e+01,2.992054799839960992e+02,1.905881662948317157e+01
2.712523962855842186e+01,2.993687509350810956e+02,8.758440979366998391e+00
6.219582473619558982e+01,2.978026681225873631e+02,1.622104228514368529e+01
7.545125069962715258e+01,2.802531329343996731e+02,6.801928658956968299e+00
1.393581160930769727e+02,2.890360431577495319e+02,1.049028848641683886e+01
6.405317372103316131e+01,2.983747618893917775e+02,1.689192218967421866e+01
1.064014097045280778e+02,3.073195744710404256e+02,2.722700546518577269e+01
1.306127224123564190e+02,2.931220664973106977e+02,1.329191267795468789e+01
1.573613291413280137e+02,2.947169791209293521e+02,1.318032131912674920e+01
5.941414741398259736e+01,3.038538938903191138e+02,2.105904743743109364e+01
1.221353837302835288e+01,2.831949765313717080e+02,1.354794069168166581e+00
4.817336329796729189e+01,2.978431384172801586e+02,1.400062597817521670e+01
1.096434484505303573e+02,2.851506741513255747e+02,9.130907779074856734e+00
1.756577742950910306e+02,2.907313002424689898e+02,1.008482960126889516e+01
1.318514289145770135e+02,2.961297108241013802e+02,1.537441389514669865e+01
1.218484832832555753e+02,2.848556975296609153e+02,8.774912508834896485e+00
7.322712588609954665e+00,2.964471941651893303e+02,1.127198192157472745e+00
1.001093270200069725e+02,2.865740057992295533e+02,9.981298231838344748e+00
6.684945781463967762e+01,2.855191540945217525e+02,8.853136777786076550e+00
7.013586890329871437e+01,3.000574634425935301e+02,1.893662874921325923e+01
1.919182210548607372e+02,3.050466896962360579e+02,1.857584373646450970e+01
3.353001358900620943e+01,2.927777016061834843e+02,8.012593376760072772e+00
1.858517583394281303e+01,2.826788160594319947e+02,2.398891039054322771e+00
6.171274297458889180e+01,2.915303290489533765e+02,1.181216799783195270e+01
1.288969701151814036e+02,3.018028985350604785e+02,2.026381878959136174e+01
5.465210837185393444e+01,2.831397705378109890e+02,7.062717088327125303e+00
1.414583512235725493e+02,2.836361208213519944e+02,7.774974817413622397e+00
1.393232820414574746e+02,3.043527451509518755e+02,2.199494453386849102e+01
8.820062113639865231e+01,3.001457103259203336e+02,1.989797877408848592e+01
1.671051592685827245e+02,2.983632268972392581e+02,1.514656071633620549e+01
6.543292488176774668e+01,3.063937971212389471e+02,2.463814188178619702e+01
1.250155649205442074e+02,3.004376083025677531e+02,1.923730148032828069e+01
1.084645715098532861e+02,2.834313556651024442e+02,8.305639569729414973e+00
1.526713041156975237e+01,3.075703180399657981e+02,5.928034713828366442e+00
7.009792804524592214e+01,3.067309605317033174e+02,2.563679206755223561e+01
1.130645719443357535e+02,2.821640554691194325e+02,7.671941279873128572e+00
1.952354315027928067e+02,2.976354781454390945e+02,1.311008215650496922e+01
1.569466777276130642e+02,2.850758184499466097e+02,8.004854628444416420e+00
9.670049222603371675e+01,2.864534494776052611e+02,9.931818304454589352e+00
4.009762404141871883e+01,2.999003454934546085e+02,1.335557994651290414e+01
5.472253155167738470e+01,2.784299881368122556e+02,5.389316679173878022e+00
9.442380361827151347e+00,2.946952339329483266e+02,1.585258099505096663e+00
1.167345816101852876e+02,3.069799835717041105e+02,2.630481214356824182e+01
8.542181514665645636e+01,2.974749104714172745e+02,1.746681697177764292e+01
1.320500067095398720e+02,2.863812072573217620e+02,9.298018071150281116e+00
1.067610440903047362e+02,3.079459541356487762e+02,2.794963593838851068e+01
8.394004349952628274e+01,2.867595844167793757e+02,1.002934864635432355e+01
7.105316901647279337e+01,2.860290156087956461e+02,9.293778991291253178e+00
9.083827057660064597e+00,2.879732453427140513e+02,1.079675445051264226e+00
1.966104470451909094e+02,2.908416948910535780e+02,9.355187219256125175e+00
1.596426040878667507e+01,2.845721398190993341e+02,2.150294391236767577e+00
6.067751875614346702e+00,2.795605414431250892e+02,3.589161378816186354e-01
4.384528068320515359e+01,2.993094537064421843e+02,1.399054631175853913e+01
2.810106308682125587e+01,2.808768880733877040e+02,3.584217306049947815e+00
1.590921345873230734e+02,2.934316670135665390e+02,1.229085543183379770e+01
3.117430322767024720e+01,2.832527568662688964e+02,4.545619356520004928e+00
6.865006332731348948e+01,3.041921659845847330e+02,2.274622870455914381e+01
3.636427815719263101e+00,2.932822048463031024e+02,2.817640709392199017e-01
1.863822484535698436e+02,2.947753155819997346e+02,1.183857706608630878e+01
6.488703851833675174e+01,2.986401868853583892e+02,1.720118759197194436e+01
1.687328041280858031e+02,3.016618930462245771e+02,1.752685766549998903e+01
1.924250334278722505e+02,3.067084316647359401e+02,1.990979108506539674e+01
1.457629521427782038e+02,2.841936291512427601e+02,7.913299539728682497e+00
5.288762899648806837e+01,2.896196996900305862e+02,9.850146007981729568e+00
9.893694947257510819e+01,2.894432466273033242e+02,1.165960563716033782e+01
1.567477358640797718e+02,2.891869545013588549e+02,9.979935906174288718e+00
1.400305852531310222e+02,2.987894967744318251e+02,1.702597625044153418e+01
1.656867679479296669e+02,2.964377748352745243e+02,1.389586068388018347e+01
1.093702743016383039e+02,3.028738882156633849e+02,2.227677592802569606e+01
1.318430184248009880e+02,3.014170882895711543e+02,1.973758831006747627e+01
7.327604858645591435e+01,3.052675644664498691e+02,2.435808109176254632e+01
3.908985116217253619e+01,3.044168210056799921e+02,1.606387297852472074e+01
1.397508128890100920e+02,3.040833453073485089e+02,2.170395727899807170e+01
1.573585869706670026e+00,2.816045715563525391e+02,3.297886387118919432e-02
1.569923073185796056e+02,2.857717868583893051e+02,8.312882976339935226e+00
2.439410859215831895e+00,2.886376839186966663e+02,1.075463300874932859e-01
1.237433832056909750e+02,2.797883754370225233e+02,6.541788829652816162e+00
1.193281562814739800e+02,3.031238214300151981e+02,2.206801676021114744e+01
2.199697173895337343e+01,2.820457735572153979e+02,2.877653019854196970e+00
1.188482560681979123e+02,2.972109993319215278e+02,1.676877193769726304e+01
1.518115655913962314e+02,2.864530781083128090e+02,8.778929928765105473e+00
1.076623996851213292e+02,2.805990519593966042e+02,7.064221571708252156e+00
1.348793495725319360e+02,3.030392365194684317e+02,2.104597525642361688e+01
1.420256708283945670e+02,2.972875055655356391e+02,1.574940345363585692e+01
4.197606659470898194e+01,2.835807321152454961e+02,6.056427999423989128e+00
1.853966847762487760e+02,3.057994269764018327e+02,1.969958297353323218e+01
6.618074835920326393e+01,2.949971558040093100e+02,1.450919030808338483e+01
1.171566892625128844e+02,2.951206285970555427e+02,1.519692746883758083e+01
2.153339477464266949e+01,2.785823283577692564e+02,2.324761794778688273e+00
1.992845983907868117e+02,2.787159760038552463e+02,4.808099322256011554e+00
1.311740805999338875e+02,2.806841668546408073e+02,6.767709666788595868e+00
9.289534106016864712e+01,2.896830067564669662e+02,1.182427304322842687e+01
1.136578295119381323e+02,2.945951639083913847e+02,1.491205151359131342e+01
6.410476136242431622e+00,2.938533718529745897e+02,7.961156886223410556e-01
