Co,Vm,Vm_noisy
2.518337408312958559e+01,-4.001446898403770991e-02,-4.188598453551765216e-02
2.520537897310513387e+01,-3.999271968756921980e-02,-3.884216004037028408e-02
2.522738386308068570e+01,-3.997098544377080537e-02,-4.239672200995640156e-02
2.524938875305623398e+01,-3.994926623055806980e-02,-3.974291544154343742e-02
2.527139364303178581e+01,-3.992756202589573672e-02,-4.037720859569753074e-02
2.529339853300733409e+01,-3.990587280779755303e-02,-3.849986416605460926e-02
2.531540342298288593e+01,-3.988419855432604605e-02,-3.986687848083098062e-02
2.533740831295843776e+01,-3.986253924359245415e-02,-4.018730880712514941e-02
2.535941320293398604e+01,-3.984089485375658102e-02,-3.870628981509138811e-02
2.538141809290953788e+01,-3.981926536302658748e-02,-4.070788173134151644e-02
2.540342298288508616e+01,-3.979765074965890131e-02,-4.070611170417503394e-02
2.542542787286063799e+01,-3.977605099195809929e-02,-3.847913285065743955e-02
2.544743276283618627e+01,-3.975446606827669205e-02,-3.936389653119083676e-02
2.546943765281173810e+01,-3.973289595701505472e-02,-3.968098002934655061e-02
2.549144254278728638e+01,-3.971134063662121183e-02,-4.041736558459196882e-02
2.551344743276283822e+01,-3.968980008559077483e-02,-3.991816253436421269e-02
2.553545232273838650e+01,-3.966827428246673393e-02,-4.014475610031345565e-02
2.555745721271393833e+01,-3.964676320583934710e-02,-3.941176257720965803e-02
2.557946210268948661e+01,-3.962526683434606373e-02,-3.953361044528554136e-02
2.560146699266503845e+01,-3.960378514667124705e-02,-3.982121618805847807e-02
2.562347188264058673e+01,-3.958231812154613255e-02,-3.971798958142574304e-02
2.564547677261613856e+01,-3.956086573774870996e-02,-3.814240963188107042e-02
2.566748166259168684e+01,-3.953942797410352900e-02,-3.896088354663886089e-02
2.568948655256723868e+01,-3.951800480948153282e-02,-3.919091861676287508e-02
2.571149144254278696e+01,-3.949659622280007193e-02,-3.967809359668671154e-02
2.573349633251833879e+01,-3.947520219302257105e-02,-3.925204556932854888e-02
2.575550122249388707e+01,-3.945382269915857082e-02,-3.955843674552810690e-02
2.577750611246943890e+01,-3.943245772026345713e-02,-3.928845757194502492e-02
2.579951100244498718e+01,-3.941110723543839872e-02,-3.905212691949749154e-02
2.582151589242053902e+01,-3.938977122383018753e-02,-4.012664590961458055e-02
2.584352078239608730e+01,-3.936844966463114853e-02,-4.014218517498974875e-02
2.586552567237163913e+01,-3.934714253707895931e-02,-4.188030667126744350e-02
2.588753056234718741e+01,-3.932584982045654598e-02,-4.058862050715975056e-02
2.590953545232273925e+01,-3.930457149409189582e-02,-3.933267130697924024e-02
2.593154034229829108e+01,-3.928330753735804343e-02,-3.735133131955421099e-02
2.595354523227383936e+01,-3.926205792967280006e-02,-3.726992156248524340e-02
2.597555012224939119e+01,-3.924082265049870510e-02,-3.958464739319958459e-02
2.599755501222493947e+01,-3.921960167934293584e-02,-4.235768861380388717e-02
2.601955990220049131e+01,-3.919839499575702296e-02,-3.903313740270768217e-02
2.604156479217603959e+01,-3.917720257933694078e-02,-3.890862548206176080e-02
2.606356968215159142e+01,-3.915602440972273945e-02,-3.781275970730052505e-02
2.608557457212713970e+01,-3.913486046659865603e-02,-4.003328181739065905e-02
2.610757946210269154e+01,-3.911371072969278134e-02,-3.950786988565650054e-02
2.612958435207823982e+01,-3.909257517877706700e-02,-3.945824355778658477e-02
2.615158924205379165e+01,-3.907145379366715188e-02,-3.915305964560912566e-02
2.617359413202933993e+01,-3.905034655422219558e-02,-4.039364770869586369e-02
2.619559902200489176e+01,-3.902925344034485072e-02,-3.874656918708713205e-02
2.621760391198044005e+01,-3.900817443198106166e-02,-3.980154827288674702e-02
2.623960880195599188e+01,-3.898710950911991879e-02,-3.896381649341278813e-02
2.626161369193154016e+01,-3.896605865179368633e-02,-3.915531966121548607e-02
2.628361858190709199e+01,-3.894502184007740675e-02,-4.131057092378668388e-02
2.630562347188264027e+01,-3.892399905408911592e-02,-3.881079481327756597e-02
2.632762836185819211e+01,-3.890299027398939902e-02,-4.023950452088451840e-02
2.634963325183374039e+01,-3.888199547998149458e-02,-4.005508863242815409e-02
2.637163814180929222e+01,-3.886101465231104474e-02,-3.996696730740353226e-02
2.639364303178484050e+01,-3.884004777126606744e-02,-4.035781157392048096e-02
2.641564792176039234e+01,-3.881909481717674831e-02,-3.920033961306765291e-02
2.643765281173594062e+01,-3.879815577041537816e-02,-4.164283513709188256e-02
2.645965770171149245e+01,-3.877723061139617955e-02,-3.962213617384700848e-02
2.648166259168704073e+01,-3.875631932057529289e-02,-3.879452431431797133e-02
2.650366748166259256e+01,-3.873542187845049195e-02,-3.852460176408235154e-02
2.652567237163814440e+01,-3.871453826556123939e-02,-3.778803846686817902e-02
2.654767726161369268e+01,-3.869366846248845776e-02,-3.771103532605192543e-02
2.656968215158924451e+01,-3.867281244985442540e-02,-3.777138246128323301e-02
2.659168704156479279e+01,-3.865197020832268626e-02,-3.894884060773542295e-02
2.661369193154034463e+01,-3.863114171859792501e-02,-3.954251178341607748e-02
2.663569682151589291e+01,-3.861032696142584208e-02,-4.045973918877278364e-02
2.665770171149144474e+01,-3.858952591759303580e-02,-3.928810703677693139e-02
2.667970660146699302e+01,-3.856873856792690514e-02,-3.860667387352414992e-02
2.670171149144254485e+01,-3.854796489329549714e-02,-3.904412025652999330e-02
2.672371638141809314e+01,-3.852720487460744442e-02,-3.958110429467578267e-02
2.674572127139364497e+01,-3.850645849281179173e-02,-3.771285920016794607e-02
2.676772616136919325e+01,-3.848572572889793347e-02,-3.671771782961467945e-02
2.678973105134474508e+01,-3.846500656389545414e-02,-3.883186066650014256e-02
2.681173594132029336e+01,-3.844430097887408665e-02,-3.719537299603284386e-02
2.683374083129584520e+01,-3.842360895494346257e-02,-3.792811863818426610e-02
2.685574572127139348e+01,-3.840293047325318149e-02,-3.945040607539974931e-02
2.687775061124694531e+01,-3.838226551499255429e-02,-3.832956306647940931e-02
2.689975550122249359e+01,-3.836161406139051988e-02,-3.904984074132226285e-02
2.692176039119804543e+01,-3.834097609371563131e-02,-3.718224465074695950e-02
2.694376528117359371e+01,-3.832035159327578516e-02,-3.715493922508059793e-02
2.696577017114914554e+01,-3.829974054141822154e-02,-3.786385612671951811e-02
2.698777506112469382e+01,-3.827914291952941306e-02,-3.863565697702629059e-02
2.700977995110024565e+01,-3.825855870903490524e-02,-3.779431371556202929e-02
2.703178484107579393e+01,-3.823798789139921245e-02,-3.791615680530174143e-02
2.705378973105134577e+01,-3.821743044812577622e-02,-3.700941939747014880e-02
2.707579462102689405e+01,-3.819688636075673632e-02,-3.706062945201938491e-02
2.709779951100244588e+01,-3.817635561087295154e-02,-3.741336730818776990e-02
2.711980440097799772e+01,-3.815583818009379152e-02,-3.942506721162717526e-02
2.714180929095354600e+01,-3.813533405007708821e-02,-3.750488360822994832e-02
2.716381418092909783e+01,-3.811484320251899705e-02,-3.707792457581064044e-02
2.718581907090464611e+01,-3.809436561915393454e-02,-3.849833786061770957e-02
2.720782396088019794e+01,-3.807390128175440480e-02,-3.904478875557686884e-02
2.722982885085574623e+01,-3.805345017213092318e-02,-3.733272606741865757e-02
2.725183374083129806e+01,-3.803301227213193303e-02,-3.928977914275796901e-02
2.727383863080684634e+01,-3.801258756364368774e-02,-3.859683849765860320e-02
2.729584352078239817e+01,-3.799217602859011195e-02,-3.835602704336565916e-02
2.731784841075794645e+01,-3.797177764893278074e-02,-3.901934177262919579e-02
2.733985330073349829e+01,-3.795139240667066288e-02,-3.995352074021309152e-02
2.736185819070904657e+01,-3.793102028384023883e-02,-3.623231124508825146e-02
2.738386308068459840e+01,-3.791066126251515372e-02,-3.832196618651927816e-02
2.740586797066014668e+01,-3.789031532480629377e-02,-3.935468791418546969e-02
2.742787286063569852e+01,-3.786998245286161968e-02,-3.614802495874743643e-02
2.744987775061124680e+01,-3.784966262886604871e-02,-3.772312196693081154e-02
2.747188264058679863e+01,-3.782935583504136445e-02,-3.645991129745172754e-02
2.749388753056234691e+01,-3.780906205364614747e-02,-3.626688056972821039e-02
2.751589242053789874e+01,-3.778878126697565037e-02,-3.872225892766788247e-02
2.753789731051344702e+01,-3.776851345736161047e-02,-3.705674513539085335e-02
2.755990220048899886e+01,-3.774825860717233306e-02,-3.699123904468871321e-02
2.758190709046454714e+01,-3.772801669881244852e-02,-3.862361866927658399e-02
2.760391198044009897e+01,-3.770778771472283603e-02,-3.868615460482911772e-02
2.762591687041564725e+01,-3.768757163738054722e-02,-3.658989149341362879e-02
2.764792176039119909e+01,-3.766736844929873679e-02,-3.747900820606522854e-02
2.766992665036674737e+01,-3.764717813302648208e-02,-3.874266540052230534e-02
2.769193154034229920e+01,-3.762700067114872066e-02,-3.844369052994698471e-02
2.771393643031785103e+01,-3.760683604628620863e-02,-3.763341990967822293e-02
2.773594132029339931e+01,-3.758668424109534029e-02,-3.831907371135162554e-02
2.775794621026895115e+01,-3.756654523826806480e-02,-3.565483512376452224e-02
2.777995110024449943e+01,-3.754641902053185154e-02,-3.533529896388409863e-02
2.780195599022005126e+01,-3.752630557064953742e-02,-3.665628883037214819e-02
2.782396088019559954e+01,-3.750620487141920201e-02,-3.796216359717040356e-02
2.784596577017115138e+01,-3.748611690567416749e-02,-3.858942034740629051e-02
2.786797066014669966e+01,-3.746604165628280442e-02,-3.799250626477488485e-02
2.788997555012225149e+01,-3.744597910614849701e-02,-3.499616835115935271e-02
2.791198044009779977e+01,-3.742592923820951128e-02,-3.593276324765427854e-02
2.793398533007335161e+01,-3.740589203543893959e-02,-3.815133339779663846e-02
2.795599022004889989e+01,-3.738586748084458261e-02,-3.765553707249642140e-02
2.797799511002445172e+01,-3.736585555746881754e-02,-3.618460233065844134e-02
2.800000000000000000e+01,-3.734585624838856338e-02,-3.758422272617065185e-02
2.802200488997555183e+01,-3.732586953671516994e-02,-3.759635110698331117e-02
2.804400977995110011e+01,-3.730589540559436923e-02,-3.664308446483081905e-02
2.806601466992665195e+01,-3.728593383820600488e-02,-3.627627220802782243e-02
2.808801955990220023e+01,-3.726598481776416394e-02,-3.705771545816805707e-02
2.811002444987775206e+01,-3.724604832751699651e-02,-3.483394661435754158e-02
2.813202933985330034e+01,-3.722612435074654919e-02,-3.694778208857865676e-02
2.815403422982885218e+01,-3.720621287076878586e-02,-3.734231363149136118e-02
2.817603911980440046e+01,-3.718631387093343510e-02,-3.887330135937419606e-02
2.819804400977995229e+01,-3.716642733462391379e-02,-3.812007758415912606e-02
2.822004889975550057e+01,-3.714655324525720226e-02,-3.713237368875416805e-02
2.824205378973105240e+01,-3.712669158628385119e-02,-3.722224096978102997e-02
2.826405867970660069e+01,-3.710684234118778041e-02,-3.838277793946564403e-02
2.828606356968215252e+01,-3.708700549348623726e-02,-3.419243903935623163e-02
2.830806845965770435e+01,-3.706718102672969251e-02,-3.641289475506073042e-02
2.833007334963325263e+01,-3.704736892450181951e-02,-3.662487054203428238e-02
2.835207823960880447e+01,-3.702756917041926527e-02,-3.709158619647194566e-02
2.837408312958435275e+01,-3.700778174813168508e-02,-3.710097093487192688e-02
2.839608801955990458e+01,-3.698800664132164545e-02,-3.895189245771668585e-02
2.841809290953545286e+01,-3.696824383370442973e-02,-3.683317203340449875e-02
2.844009779951100469e+01,-3.694849330902809370e-02,-3.792595129531834558e-02
2.846210268948655298e+01,-3.692875505107325734e-02,-3.820736033116419600e-02
2.848410757946210481e+01,-3.690902904365309795e-02,-3.519244173164946810e-02
2.850611246943765309e+01,-3.688931527061321825e-02,-3.678457094681869544e-02
2.852811735941320492e+01,-3.686961371583156316e-02,-3.645592787057914952e-02
2.855012224938875320e+01,-3.684992436321837123e-02,-3.690227124910469558e-02
2.857212713936430504e+01,-3.683024719671603581e-02,-3.724361520428914191e-02
2.859413202933985332e+01,-3.681058220029904959e-02,-3.796561405993863214e-02
2.861613691931540515e+01,-3.679092935797394909e-02,-3.595814878488011457e-02
2.863814180929095343e+01,-3.677128865377915501e-02,-3.772071004840677616e-02
2.866014669926650527e+01,-3.675166007178490291e-02,-3.790034210724381458e-02
2.868215158924205355e+01,-3.673204359609322234e-02,-3.788559278080999571e-02
2.870415647921760538e+01,-3.671243921083784667e-02,-3.627952870613893738e-02
2.872616136919315366e+01,-3.669284690018400491e-02,-3.614599381241687809e-02
2.874816625916870549e+01,-3.667326664832850497e-02,-3.593235496236156512e-02
2.877017114914425377e+01,-3.665369843949948386e-02,-3.673584048709931799e-02
2.879217603911980561e+01,-3.663414225795651874e-02,-3.674225863302219702e-02
2.881418092909535389e+01,-3.661459808799036320e-02,-3.525403924983062237e-02
2.883618581907090572e+01,-3.659506591392295421e-02,-3.801009542631243049e-02
2.885819070904645400e+01,-3.657554572010732891e-02,-3.586362253445534581e-02
2.888019559902200584e+01,-3.655603749092749266e-02,-3.634379514814298218e-02
2.890220048899755767e+01,-3.653654121079840528e-02,-3.699847194655393745e-02
2.892420537897310595e+01,-3.651705686416588381e-02,-3.735487539799926121e-02
2.894621026894865778e+01,-3.649758443550640136e-02,-3.802525007257707979e-02
2.896821515892420607e+01,-3.647812390932725357e-02,-3.795515991668232253e-02
2.899022004889975790e+01,-3.645867527016622561e-02,-3.760958862347209275e-02
2.901222493887530618e+01,-3.643923850259161989e-02,-3.677246382975436767e-02
2.903422982885085801e+01,-3.641981359120221445e-02,-3.433980965391728729e-02
2.905623471882640629e+01,-3.640040052062713111e-02,-3.704394257047614880e-02
2.907823960880195813e+01,-3.638099927552577301e-02,-3.654132843178308637e-02
2.910024449877750641e+01,-3.636160984058769280e-02,-3.679085590312646675e-02
2.912224938875305824e+01,-3.634223220053259956e-02,-3.776339245073544182e-02
2.914425427872860652e+01,-3.632286634011022003e-02,-3.725339626052389524e-02
2.916625916870415836e+01,-3.630351224410025696e-02,-3.478525180575723491e-02
2.918826405867970664e+01,-3.628416989731228504e-02,-3.624973363300192791e-02
2.921026894865525847e+01,-3.626483928458561212e-02,-3.775328595080615357e-02
2.923227383863080675e+01,-3.624552039078939719e-02,-3.830758165453460040e-02
2.925427872860635858e+01,-3.622621320082232421e-02,-3.485691088291579393e-02
2.927628361858190686e+01,-3.620691769961273399e-02,-3.651315310368068862e-02
2.929828850855745870e+01,-3.618763387211837435e-02,-3.753507282820328639e-02
2.932029339853300698e+01,-3.616836170332644179e-02,-3.539387687496167723e-02
2.934229828850855881e+01,-3.614910117825350516e-02,-3.638229685248633993e-02
2.936430317848410709e+01,-3.612985228194532522e-02,-3.676785758804618220e-02
2.938630806845965893e+01,-3.611061499947687548e-02,-3.615697790934578604e-02
2.940831295843520721e+01,-3.609138931595225197e-02,-3.469614628122855843e-02
2.943031784841075904e+01,-3.607217521650455533e-02,-3.700878831921432244e-02
2.945232273838630732e+01,-3.605297268629585605e-02,-3.525895737486382103e-02
2.947432762836185915e+01,-3.603378171051705575e-02,-3.589676644274296391e-02
2.949633251833741099e+01,-3.601460227438796347e-02,-3.654528280160863896e-02
2.951833740831295927e+01,-3.599543436315702505e-02,-3.442604877966459753e-02
2.954034229828851110e+01,-3.597627796210137174e-02,-3.630831973865505935e-02
2.956234718826405938e+01,-3.595713305652670222e-02,-3.577784187673113681e-02
2.958435207823961122e+01,-3.593799963176726869e-02,-3.640618483281708034e-02
2.960635696821515950e+01,-3.591887767318568958e-02,-3.721905605866685646e-02
2.962836185819071133e+01,-3.589976716617297725e-02,-3.556317170277433631e-02
2.965036674816625961e+01,-3.588066809614843394e-02,-3.693813454293074644e-02
2.967237163814181145e+01,-3.586158044855956156e-02,-3.408615006809813386e-02
2.969437652811735973e+01,-3.584250420888202004e-02,-3.427565802744551166e-02
2.971638141809291156e+01,-3.582343936261946776e-02,-3.637944746481788783e-02
2.973838630806845984e+01,-3.580438589530367949e-02,-3.638283346386655265e-02
2.976039119804401167e+01,-3.578534379249424108e-02,-3.661077237680833429e-02
2.978239608801955995e+01,-3.576631303977865356e-02,-3.403264979661323880e-02
2.980440097799511179e+01,-3.574729362277213884e-02,-3.693127491260659451e-02
2.982640586797066007e+01,-3.572828552711768829e-02,-3.684066133207585664e-02
2.984841075794621190e+01,-3.570928873848587537e-02,-3.666248756350441729e-02
2.987041564792176018e+01,-3.569030324257489728e-02,-3.657668106828496080e-02
2.989242053789731202e+01,-3.567132902511038067e-02,-3.419198772685174553e-02
2.991442542787286030e+01,-3.565236607184538165e-02,-3.602251071763913626e-02
2.993643031784841213e+01,-3.563341436856038574e-02,-3.543867002738994992e-02
2.995843520782396041e+01,-3.561447390106307898e-02,-3.579168800807257245e-02
2.998044009779951224e+01,-3.559554465518836169e-02,-3.575534002194596939e-02
3.000244498777506053e+01,-3.557662661679834165e-02,-3.357680374221281433e-02
3.002444987775061236e+01,-3.555771977178212584e-02,-3.374613381804006385e-02
3.004645476772616064e+01,-3.553882410605588293e-02,-3.500114851235822111e-02
3.006845965770171247e+01,-3.551993960556267677e-02,-3.616580279339805942e-02
3.009046454767726431e+01,-3.550106625627245244e-02,-3.316724704790174894e-02
3.011246943765281259e+01,-3.548220404418196000e-02,-3.536406295471228312e-02
3.013447432762836442e+01,-3.546335295531467119e-02,-3.637621179191369292e-02
3.015647921760391270e+01,-3.544451297572071696e-02,-3.626080796119498378e-02
3.017848410757946453e+01,-3.542568409147681813e-02,-3.536957725674111375e-02
3.020048899755501282e+01,-3.540686628868621594e-02,-3.469037641372527819e-02
3.022249388753056465e+01,-3.538805955347864435e-02,-3.818208803831743547e-02
3.024449877750611293e+01,-3.536926387201019123e-02,-3.498150026027382203e-02
3.026650366748166476e+01,-3.535047923046324286e-02,-3.541187077757199791e-02
3.028850855745721304e+01,-3.533170561504653251e-02,-3.479462781258521598e-02
3.031051344743276488e+01,-3.531294301199489755e-02,-3.618419087102658221e-02
3.033251833740831316e+01,-3.529419140756932805e-02,-3.430044669995879758e-02
3.035452322738386499e+01,-3.527545078805689738e-02,-3.574840588586328249e-02
3.037652811735941327e+01,-3.525672113977062344e-02,-3.412026655418647081e-02
3.039853300733496511e+01,-3.523800244904946172e-02,-3.288990550479625741e-02
3.042053789731051339e+01,-3.521929470225827058e-02,-3.495289026061443316e-02
3.044254278728606522e+01,-3.520059788578763782e-02,-3.482881379227344143e-02
3.046454767726161350e+01,-3.518191198605391534e-02,-3.486022425002865271e-02
3.048655256723716533e+01,-3.516323698949912896e-02,-3.685007822208987566e-02
3.050855745721271362e+01,-3.514457288259087431e-02,-3.466958044889661972e-02
3.053056234718826545e+01,-3.512591965182231685e-02,-3.662566742300302908e-02
3.055256723716381373e+01,-3.510727728371204615e-02,-3.764365120786806324e-02
3.057457212713936556e+01,-3.508864576480409669e-02,-3.513934582014905522e-02
3.059657701711491384e+01,-3.507002508166783689e-02,-3.439624401084031419e-02
3.061858190709046568e+01,-3.505141522089792044e-02,-3.590206265970728033e-02
3.064058679706601396e+01,-3.503281616911418234e-02,-3.670154654751121154e-02
3.066259168704156579e+01,-3.501422791296163184e-02,-3.366255422746492615e-02
3.068459657701711762e+01,-3.499565043911037621e-02,-3.661262574352310700e-02
3.070660146699266591e+01,-3.497708373425553047e-02,-3.391807338429075891e-02
3.072860635696821774e+01,-3.495852778511721048e-02,-3.526179040067489029e-02
3.075061124694376602e+01,-3.493998257844035255e-02,-3.608090030567927958e-02
3.077261613691931785e+01,-3.492144810099481050e-02,-3.465137186339591752e-02
3.079462102689486613e+01,-3.490292433957518231e-02,-3.740646910523187652e-02
3.081662591687041797e+01,-3.488441128100074756e-02,-3.565752591164919605e-02
3.083863080684596625e+01,-3.486590891211552995e-02,-3.492457373573763096e-02
3.086063569682151808e+01,-3.484741721978801970e-02,-3.496861183865234562e-02
3.088264058679706636e+01,-3.482893619091133319e-02,-3.350714709025756632e-02
3.090464547677261820e+01,-3.481046581240301169e-02,-3.590515244958748797e-02
3.092665036674816648e+01,-3.479200607120502831e-02,-3.429331636680477829e-02
3.094865525672371831e+01,-3.477355695428364230e-02,-3.499750462050840727e-02
3.097066014669926659e+01,-3.475511844862947536e-02,-3.404321283696948308e-02
3.099266503667481842e+01,-3.473669054125731737e-02,-3.438608548759469752e-02
3.101466992665036670e+01,-3.471827321920616105e-02,-3.362059846496804477e-02
3.103667481662591854e+01,-3.469986646953907711e-02,-3.485942933491895102e-02
3.105867970660146682e+01,-3.468147027934318644e-02,-3.329918394319531655e-02
3.108068459657701865e+01,-3.466308463572958382e-02,-3.468011727233642066e-02
3.110268948655256693e+01,-3.464470952583333790e-02,-3.540534108094148952e-02
3.112469437652811877e+01,-3.462634493681329695e-02,-3.459966530832671999e-02
3.114669926650366705e+01,-3.460799085585220675e-02,-3.448315607864098353e-02
3.116870415647921888e+01,-3.458964727015648166e-02,-3.307865617644241418e-02
3.119070904645476716e+01,-3.457131416695630871e-02,-3.574810963758117549e-02
3.121271393643031900e+01,-3.455299153350543245e-02,-3.454188204574826226e-02
3.123471882640586728e+01,-3.453467935708118275e-02,-3.580788844878050187e-02
3.125672371638141911e+01,-3.451637762498440537e-02,-3.359315981863638528e-02
3.127872860635697094e+01,-3.449808632453944812e-02,-3.362402363206735967e-02
3.130073349633251922e+01,-3.447980544309400819e-02,-3.384210206492780509e-02
3.132273838630807106e+01,-3.446153496801912519e-02,-3.588800292941260461e-02
3.134474327628361934e+01,-3.444327488670911180e-02,-3.553260188783254753e-02
3.136674816625917117e+01,-3.442502518658155375e-02,-3.452609776587992757e-02
3.138875305623471945e+01,-3.440678585507715020e-02,-3.403963104784762245e-02
3.141075794621027129e+01,-3.438855687965975544e-02,-3.367658450008282484e-02
3.143276283618581957e+01,-3.437033824781624003e-02,-3.485070758831433635e-02
3.145476772616137140e+01,-3.435212994705648393e-02,-3.421019255980078944e-02
3.147677261613691968e+01,-3.433393196491331401e-02,-3.470742580479540401e-02
3.149877750611247151e+01,-3.431574428894246243e-02,-3.481494381834764062e-02
3.152078239608801979e+01,-3.429756690672242786e-02,-3.464263090813859275e-02
3.154278728606357163e+01,-3.427939980585454488e-02,-3.537079810070436342e-02
3.156479217603911991e+01,-3.426124297396282437e-02,-3.331017328156204993e-02
3.158679706601467174e+01,-3.424309639869396044e-02,-3.284706084594625486e-02
3.160880195599022002e+01,-3.422496006771725413e-02,-3.363495981496322090e-02
3.163080684596577186e+01,-3.420683396872453014e-02,-3.465901161261705776e-02
3.165281173594132014e+01,-3.418871808943013679e-02,-3.271699608993076935e-02
3.167481662591687197e+01,-3.417061241757084200e-02,-3.513342456697707283e-02
3.169682151589242025e+01,-3.415251694090581241e-02,-3.300947330343737690e-02
3.171882640586797208e+01,-3.413443164721655099e-02,-3.316751825721386826e-02
3.174083129584352037e+01,-3.411635652430680676e-02,-3.289847153840723404e-02
3.176283618581907220e+01,-3.409829156000258182e-02,-3.583596989068272426e-02
3.178484107579462048e+01,-3.408023674215204801e-02,-3.373051795968574212e-02
3.180684596577017231e+01,-3.406219205862542898e-02,-3.456487795401479157e-02
3.182885085574572059e+01,-3.404415749731513896e-02,-3.325574658257356153e-02
3.185085574572127243e+01,-3.402613304613544276e-02,-3.383592980756033874e-02
3.187286063569682426e+01,-3.400811869302265006e-02,-3.611964349398610885e-02
3.189486552567237254e+01,-3.399011442593499049e-02,-3.332883084089077047e-02
3.191687041564792437e+01,-3.397212023285248877e-02,-3.214926903336088465e-02
3.193887530562347266e+01,-3.395413610177693692e-02,-3.346031786876635383e-02
3.196088019559902449e+01,-3.393616202073194282e-02,-3.315255955953347322e-02
3.198288508557457277e+01,-3.391819797776277068e-02,-3.372207094989435744e-02
3.200488997555012816e+01,-3.390024396093632014e-02,-3.334262536419670131e-02
3.202689486552567644e+01,-3.388229995834104308e-02,-3.437145430593429446e-02
3.204889975550122472e+01,-3.386436595808699906e-02,-3.216174851707118143e-02
3.207090464547677300e+01,-3.384644194830562641e-02,-3.146698152284037320e-02
3.209290953545232128e+01,-3.382852791714988788e-02,-3.448338756787888704e-02
3.211491442542786956e+01,-3.381062385279404864e-02,-3.324737957489023316e-02
3.213691931540342495e+01,-3.379272974343372482e-02,-3.410283086034574668e-02
3.215892420537897323e+01,-3.377484557728585579e-02,-3.205922555509765209e-02
3.218092909535452861e+01,-3.375697134258848903e-02,-3.341766592277534142e-02
3.220293398533007689e+01,-3.373910702760095359e-02,-3.278235477376146428e-02
3.222493887530562517e+01,-3.372125262060363809e-02,-3.379870621287733162e-02
3.224694376528117346e+01,-3.370340810989799762e-02,-3.248472676894523931e-02
3.226894865525672174e+01,-3.368557348380656763e-02,-3.277927215692057195e-02
3.229095354523227002e+01,-3.366774873067276269e-02,-3.318574981568009341e-02
3.231295843520782540e+01,-3.364993383886095285e-02,-3.295360856886755951e-02
3.233496332518337368e+01,-3.363212879675640810e-02,-3.495238627658339009e-02
3.235696821515892907e+01,-3.361433359276516653e-02,-3.262713161700329934e-02
3.237897310513447735e+01,-3.359654821531406904e-02,-3.447890562204674464e-02
3.240097799511002563e+01,-3.357877265285066221e-02,-3.402290372427264897e-02
3.242298288508557391e+01,-3.356100689384314273e-02,-3.339737694032757220e-02
3.244498777506112219e+01,-3.354325092678032971e-02,-3.268750501784841583e-02
3.246699266503667758e+01,-3.352550474017165077e-02,-3.252279371616821624e-02
3.248899755501222586e+01,-3.350776832254698939e-02,-3.310702799565109350e-02
3.251100244498778125e+01,-3.349004166245678898e-02,-3.313111821088512293e-02
3.253300733496332953e+01,-3.347232474847182393e-02,-3.264657569761360983e-02
3.255501222493887781e+01,-3.345461756918330365e-02,-3.415919030724263311e-02
3.257701711491442609e+01,-3.343692011320270607e-02,-3.328699647427975361e-02
3.259902200488997437e+01,-3.341923236916184703e-02,-3.397647627149021077e-02
3.262102689486552265e+01,-3.340155432571273453e-02,-3.501586716751853984e-02
3.264303178484107804e+01,-3.338388597152757570e-02,-3.444104776733639128e-02
3.266503667481662632e+01,-3.336622729529867964e-02,-3.218151196304778333e-02
3.268704156479218170e+01,-3.334857828573846439e-02,-3.386020065446638388e-02
3.270904645476772998e+01,-3.333093893157940135e-02,-3.490657201807391419e-02
3.273105134474327826e+01,-3.331330922157393903e-02,-3.321010405031189772e-02
3.275305623471882654e+01,-3.329568914449441280e-02,-3.384006199540568610e-02
3.277506112469437483e+01,-3.327807868913313510e-02,-3.369382479166017214e-02
3.279706601466992311e+01,-3.326047784430222892e-02,-3.353835969320610733e-02
3.281907090464547849e+01,-3.324288659883360003e-02,-3.291357017876919006e-02
3.284107579462102677e+01,-3.322530494157893699e-02,-3.297655908168234395e-02
3.286308068459658216e+01,-3.320773286140963482e-02,-3.331398029172962655e-02
3.288508557457213044e+01,-3.319017034721673254e-02,-3.295308509949818748e-02
3.290709046454767872e+01,-3.317261738791089237e-02,-3.322493925044643637e-02
3.292909535452322700e+01,-3.315507397242235810e-02,-3.275819881495928287e-02
3.295110024449877528e+01,-3.313754008970083709e-02,-3.237873570228529119e-02
3.297310513447432356e+01,-3.312001572871557664e-02,-3.313523386513970992e-02
3.299511002444987895e+01,-3.310250087845526684e-02,-3.108195420274768167e-02
3.301711491442542723e+01,-3.308499552792788789e-02,-3.400803659928330891e-02
3.303911980440098262e+01,-3.306749966616086278e-02,-3.349733921168812634e-02
3.306112469437653090e+01,-3.305001328220084217e-02,-3.316439656034272931e-02
3.308312958435207918e+01,-3.303253636511373215e-02,-3.162761292570335364e-02
3.310513447432762746e+01,-3.301506890398468036e-02,-3.192075867051519938e-02
3.312713936430318284e+01,-3.299761088791795111e-02,-3.251163753656534372e-02
3.314914425427873113e+01,-3.298016230603693227e-02,-3.364680815946909098e-02
3.317114914425427941e+01,-3.296272314748409371e-02,-3.239243742246071533e-02
3.319315403422982769e+01,-3.294529340142089008e-02,-3.284950638150963692e-02
3.321515892420538307e+01,-3.292787305702779554e-02,-3.308420946790700118e-02
3.323716381418093135e+01,-3.291046210350420664e-02,-3.155445177642977883e-02
3.325916870415647963e+01,-3.289306053006840064e-02,-3.123446897558646712e-02
