T,B_ext,C,C_noisy
2.502038436264809107e+01,2.372905248893959929e+00,1.656946486837845296e+05,1.657737595817851543e+05
2.015200452819131272e+01,3.415838180863985052e+00,9.844397796607516648e+04,9.915179751545540057e+04
1.283320859355322341e+01,6.633754240162308413e+00,4.348541760699976294e+04,4.357143639662360511e+04
2.387217799615734748e+01,5.821101058164137143e+00,1.559171515291702526e+05,1.567120898788996274e+05
1.854937867617231717e+01,1.248141739328302080e+00,7.945301576971793838e+04,7.974245796568141668e+04
7.071471791143857821e+00,9.712529488922125864e-01,1.437786903233010707e+04,1.563943641509797635e+04
2.398621652554557215e+01,6.645565266298616436e+00,1.611080801062999526e+05,1.609322841965586122e+05
1.450348797798636191e+01,2.792254549064732139e+00,4.797885065774217946e+04,4.646311769818073662e+04
2.672156450655305804e+01,7.430774699189985455e+00,2.179075185477923078e+05,2.183075701596964500e+05
2.029163201826578344e+01,2.514929857150952408e+00,9.886991193198137626e+04,9.871711165569463628e+04
5.383237106428088836e+00,8.734458641970404003e-01,1.025624737071436903e+04,9.355025992102908276e+03
2.294359519970008421e+01,7.181791543336136563e+00,1.462328610269496567e+05,1.468352814830282005e+05
1.785496683281279573e+01,3.322537103142719772e+00,7.463225427758328442e+04,7.487675873139382747e+04
1.670580428607252799e+01,4.971959453016220998e+00,6.687138794625108130e+04,6.728332615304060164e+04
1.317238908801539843e+01,2.563921390140266432e+00,3.977020914991560858e+04,3.946276139543791942e+04
2.022381709810786177e+01,4.978894599190765824e+00,1.021476345002409071e+05,1.023299031271700806e+05
2.835403858532948629e+00,5.816753497975933662e+00,2.331049540534602420e+04,2.354575902118979138e+04
1.561117331183544188e+01,7.821680310621776933e+00,6.367308074331470561e+04,6.531463671686578164e+04
2.812969484564181499e+01,4.287403878043134497e-01,2.231240064724147087e+05,2.224913436902904359e+05
6.941146979309217535e+00,7.555640125563047427e+00,2.834492115305625703e+04,2.833521401846566732e+04
4.973388422827895283e+00,4.451476134718775235e+00,2.012260210266962167e+04,2.045917242901904319e+04
1.290508999105056809e+01,1.192015087352998215e+00,3.747197764654169441e+04,3.587654973990345025e+04
1.606580281638708385e+01,7.733024919912785400e+00,6.706508030102499470e+04,6.558233456115391164e+04
1.191924920266524701e+01,6.252418134837898656e+00,3.834334765318382415e+04,4.034672964619955019e+04
1.503428985740765533e+01,1.601289177827488253e+00,5.070310354508919409e+04,4.906851851295214874e+04
2.056537569195664616e+01,5.581423465005334705e+00,1.076842848567579058e+05,1.082160943155640271e+05
2.399057848804727300e+01,7.006032698510797907e+00,1.627598192879103590e+05,1.619752107873006316e+05
2.496153119657985364e+00,3.152915186784162493e+00,2.051868211658065775e+04,1.981275902153586139e+04
1.206965420841975067e+01,4.201961808162133494e-01,3.291688771217046451e+04,3.108305217571854882e+04
1.895769656428851135e+01,2.751097336920338421e-01,8.320243327159958426e+04,8.236925009219863568e+04
1.606554153537980589e+00,2.540146214974150496e-01,3.002994056046316018e+03,3.728544275387221660e+03
2.852668648835845389e+01,7.761190750425873475e+00,2.623052122493524221e+05,2.610206251215046505e+05
1.958380832320537124e+01,4.139374328150773330e+00,9.322852021471575426e+04,9.377929007903189631e+04
1.506510655647334396e+01,2.204964480980953212e-01,5.051702690396497928e+04,5.080682732211241819e+04
1.400111475507652870e+01,3.427150302258263892e-01,4.360971975719618786e+04,4.547664938409715251e+04
5.270472776255179959e+00,5.044182948017577495e+00,2.184522157613023955e+04,2.140627801161685420e+04
2.921395089474371876e+00,6.200626379694277546e+00,2.316358967371706603e+04,2.433224765997966097e+04
2.074803451408191890e+01,7.029863735000927427e+00,1.141374380363856908e+05,1.149596418190590193e+05
2.779559804518169841e+01,9.967474299675682659e-01,2.164392399736592197e+05,2.161740716876398074e+05
2.397868655446171005e+01,3.911722986623088261e+00,1.517146766903931275e+05,1.501764424006271875e+05
1.622175712724979624e+00,2.161031704998947589e+00,1.974299640480446760e+04,2.113922875592198761e+04
2.130085976378544910e+00,7.251778784779657983e+00,1.265628758974628545e+04,1.139422785184100940e+04
1.586709644463478419e+01,7.159383772587399442e+00,6.420851890373539936e+04,6.377060914755931299e+04
1.762465964283175168e+01,1.300004750503987339e+00,7.087957274233680801e+04,7.169651104183698772e+04
1.858404571219636736e+01,7.956737854130533805e+00,9.132516575369134080e+04,9.235742465482512489e+04
2.640471993787534899e+01,4.222687375890012973e+00,1.957357683325803664e+05,1.949537301386342151e+05
2.703810785570315645e+01,7.129554573058933364e+00,2.229175809723518614e+05,2.228879794128960057e+05
2.968953849589165372e+01,1.107447672872491573e+00,2.590977884247081529e+05,2.588586033657939988e+05
1.067545216302494104e+01,2.175028656546011518e+00,2.739899315280036535e+04,2.849193483521405142e+04
1.458777235775899683e+01,1.049946614098806741e+00,4.748348613718531124e+04,4.980027200830265792e+04
2.981525007521266701e+01,3.185201599130717653e+00,2.672714046865472337e+05,2.655787593729412765e+05
2.131052105969950361e+01,4.966604311980677089e+00,1.156144586136473517e+05,1.164621498053827963e+05
2.665612535657570170e+00,2.693732252737586208e+00,1.744603743429617680e+04,1.480222521065745605e+04
2.737699618941286772e+01,2.136117428126192763e+00,2.094351976039847650e+05,2.094482089982370671e+05
1.888350936399877966e+01,6.293394076284500649e+00,9.010717766628245590e+04,8.908155198162945453e+04
6.617655301258232647e+00,6.118966170806075411e+00,2.474926151915754235e+04,2.659169390000934072e+04
1.108414258701104060e+01,5.355690694054169754e+00,3.322520686066846974e+04,3.337909774934694724e+04
1.775211947114976141e+01,5.161430010419656433e+00,7.644059424184754607e+04,7.575908037498843623e+04
1.993022687934030301e+01,7.782422708193843519e+00,1.062619073700836452e+05,1.058000429794779920e+05
1.291112578605987515e+01,7.656493898078321259e+00,4.586422237440472963e+04,4.533207380376567016e+04
2.258641378243967424e+01,5.332365145312292221e+00,1.342561751389049168e+05,1.344303633768254076e+05
1.645196924602203481e+01,2.792327537752202105e+00,6.203422488873953989e+04,6.188793755363830860e+04
2.926797637948718389e+01,3.678958796183603219e+00,2.558495646791307081e+05,2.564562588350636070e+05
2.575138582843223034e+01,5.384313547383779763e+00,1.875818361622715311e+05,1.890065776630518667e+05
5.352799755558940831e+00,6.524066081800487638e+00,2.581214053631033676e+04,2.646094667969975853e+04
3.989543050951787073e+00,3.027596327902419837e+00,1.565384454588380868e+04,1.451979172675752307e+04
2.575235819794728798e+01,5.664633551123214872e+00,1.887946457330662233e+05,1.872926244370666973e+05
1.862418950127412032e+01,5.757765356251485223e+00,8.616954207531535940e+04,8.547077901408383332e+04
2.931048342735240908e+01,4.254028173324417850e+00,2.593743092860206962e+05,2.603485334055071871e+05
1.363920860441595195e+01,4.896672571846773181e+00,4.508654077649582177e+04,4.477662123435537069e+04
6.199652826473329270e+00,7.589429975140058460e+00,2.805334249875037858e+04,2.743583764110453922e+04
2.072662044882934040e+00,1.942672832431505903e+00,1.524608467226977154e+04,1.537399603824021324e+04
2.328895692959893537e+01,6.905948802607615455e+00,1.506232802230944217e+05,1.493139187197223655e+05
3.422019951640877800e+00,6.179128323115933519e+00,2.494413004101151091e+04,2.389025189846741705e+04
1.967319142780644370e+01,1.057400822368093962e+00,9.086446095277508721e+04,9.133651197109384520e+04
1.734276343828400968e+01,2.032863636769363325e+00,6.883206912227024441e+04,6.855165214133013797e+04
2.244748129165594008e+01,1.961307961266379074e+00,1.254789528501038440e+05,1.250597093261701084e+05
2.837284662705823024e+01,4.143211070289495090e+00,2.369005211197344470e+05,2.371943335181522125e+05
7.859123221140831284e+00,2.771900529026440907e+00,1.869693872402994748e+04,1.815593286108769826e+04
1.499551868818254796e+01,4.401142235404418734e+00,5.303604917761559773e+04,5.240122995954512589e+04
2.279529999315433741e+01,4.444332730799311904e+00,1.348825222303411574e+05,1.344571978299975162e+05
6.868386889161672393e+00,7.925971421634665504e+00,2.906930899565850268e+04,2.962673304058673239e+04
3.668337081291902280e+00,4.005032294650032298e+00,2.051307162905689620e+04,2.056840506959900813e+04
5.002666611599280166e+00,7.256251291918198731e+00,2.717562725043914907e+04,2.607062448461355962e+04
2.801895158756536119e+01,7.605056223699517837e+00,2.486758392234694329e+05,2.483955115775299200e+05
2.389333088744081834e+01,6.865024417891063990e+00,1.604733557003256574e+05,1.610729628322931239e+05
6.811914671716399639e+00,6.445115396080569603e+00,2.567120725067023886e+04,2.740165279809034837e+04
1.460802165243675121e+00,6.268244200381635878e+00,6.817052513192326842e+03,5.760375070479522037e+03
1.949675133851622633e+01,3.128117449018311902e+00,9.076754615909990389e+04,9.108069130609478452e+04
1.033529952263228324e+01,6.068611781201767919e+00,3.176259425859148905e+04,3.152325210253728437e+04
7.610683798243833564e+00,6.670136991214954847e+00,2.688920393490157585e+04,2.765280941395290938e+04
6.787113481520431257e+00,3.581252518185005229e+00,1.817284287599511299e+04,1.858868123001247295e+04
1.469453554383187743e+01,5.627723380716838975e+00,5.282716712083343009e+04,5.418893076049368392e+04
1.092529216572101092e+01,1.876773430461197378e+00,2.822038543372197819e+04,2.870087751832599315e+04
2.826630146479463690e+01,1.120013384510171406e+00,2.265967560207835631e+05,2.260925262069718156e+05
1.741073684445315806e+01,7.686861570247784492e+00,7.875155631259565416e+04,7.825335762277981848e+04
2.710365819623852701e+01,4.465760468532182337e+00,2.107100828316637781e+05,2.110852166831521317e+05
2.781452129267240281e+01,6.585553265316281824e+00,2.369527885678081075e+05,2.373181110180258402e+05
2.710384221159065277e+01,7.613539055481556517e+00,2.275152309452622139e+05,2.297333229177787143e+05
1.545201922533326311e+01,5.537485637596168964e+00,5.798268460896622855e+04,5.953329237465690676e+04
1.791539737606527893e+01,6.142066681949801321e+00,7.993308909749635495e+04,7.884752912154942169e+04
1.649350814998726023e+01,2.009686364581058982e+00,6.174599131319974549e+04,6.206994924929028639e+04
1.587640941382533866e+00,5.823804582330718738e+00,1.007789312151251579e+04,8.846728424746570454e+03
2.844589167301163712e+01,7.037632325631685504e+00,2.548913884942156437e+05,2.533598873656752694e+05
5.381620239981214304e+00,1.885947646304657610e+00,1.204473457626666277e+04,1.273251462760116920e+04
1.705022140698859090e+01,9.820857438396393135e-01,6.578691640768600337e+04,6.629728287575277500e+04
2.079678784687630255e+01,6.212113308065712047e+00,1.122835840661264083e+05,1.113229088563646801e+05
2.380287728170048567e+01,1.627474210608417238e-01,1.440799478990072967e+05,1.456003581317484495e+05
1.672447220871451634e+01,1.050313312141076594e+00,6.311706261935671500e+04,6.221281043456894258e+04
1.953421549187405404e+01,2.804004973265083578e+00,9.077410964832060563e+04,8.969396089575994120e+04
2.498617142547873016e+01,1.612425297501062005e+00,1.640266640498483030e+05,1.646303359046618280e+05
1.966232234892884634e+01,7.611605251297746122e+00,1.024891017056451092e+05,1.026934698604320001e+05
2.033841265061640513e+01,4.274029641800729529e+00,1.020645025289493642e+05,1.019160326280531881e+05
2.576750962546286772e+01,2.243401028511480710e+00,1.786235792338130123e+05,1.785615433383796189e+05
3.128938340550448061e+00,1.752464618217102199e-01,5.197802997205904830e+03,5.404818729120042917e+03
1.603711047346558161e+01,4.411454407820655454e+00,6.065542715189159935e+04,6.052631566507392563e+04
1.770008689076014718e+00,4.317565160835071580e+00,1.926742040152736809e+04,1.910785339836740968e+04
5.390198968950755010e+00,2.820276982899038387e+00,1.457466479437552152e+04,1.282090485735905531e+04
1.826686012291833139e+00,4.130233815412852394e+00,2.052279734887081213e+04,1.928148308531186922e+04
2.612100339901874690e+01,4.145773470155333484e+00,1.899894856171643478e+05,1.905546139697128965e+05
1.056240832207943292e+01,1.607645097414842184e+00,2.651379108663777515e+04,2.586231276297458317e+04
1.611280501304346302e+01,7.109655684413131560e+00,6.605719500095909461e+04,6.656149876563741418e+04
2.383048020168362413e+01,3.538024481818074385e+00,1.484675517678600445e+05,1.496103558746622875e+05
2.097800791774376350e+01,3.000493585730263035e+00,1.076417121362932085e+05,1.073133826218284084e+05
2.786312225437262668e+01,1.332533167474348801e+00,2.182300257702090312e+05,2.184917728179513942e+05
1.520430697296675326e+01,1.895885187903015634e+00,5.204184762141116516e+04,5.396258833468145167e+04
2.137069663599742952e+01,5.160347103640067878e+00,1.168818707997982419e+05,1.175246862689382688e+05
2.616488539783912159e+01,2.364815937431121284e+00,1.861578615267937130e+05,1.878615948202387081e+05
4.108713668117900397e+00,1.612795311288746092e+00,9.856219095565109455e+03,1.127462062043563310e+04
1.462579960736693074e+01,4.114881366633671433e+00,5.017593418523325818e+04,5.087279250854031125e+04
3.551833493730501168e+00,5.966594043092015021e+00,2.509236995075993400e+04,2.498886822144296821e+04
1.715196650189336225e+01,1.990042399702759646e+00,6.716166587511885155e+04,6.638282185687596211e+04
1.008724704657576510e+01,2.701827059671582099e+00,2.559063710063519102e+04,2.456231646032700155e+04
2.537444992140748923e+01,1.402070727514193038e-03,1.697401250211658480e+05,1.701899792857460270e+05
1.458304521558241440e+01,3.856294247987757551e+00,4.958215739331845543e+04,5.001522701674263953e+04
5.723963719944461737e+00,7.080175652150495047e+00,2.694714681995130377e+04,2.678562127752105516e+04
2.632799491926400748e+01,7.254390446816442406e+00,2.084615665413155511e+05,2.092463979438206588e+05
1.335009940396811778e+01,6.366290602345524796e+00,4.580658763788221404e+04,4.524739080711480347e+04
1.571626023435928055e+00,1.649417985813035337e+00,1.619056584991231284e+04,1.721751848791516386e+04
8.791976899023278946e+00,2.671245589327313041e+00,2.115107922526737821e+04,2.118808576019453903e+04
1.210988323249004139e+01,6.592421872151978945e-01,3.316157286663113337e+04,3.312797078403410706e+04
1.761085301309846862e+00,4.404682100964892655e+00,1.881058888936790754e+04,1.881033608966190150e+04
5.063234520554433793e+00,5.326403104365841301e+00,2.286592054413023288e+04,2.277472361310455017e+04
9.598757194833931194e+00,1.815147773276683196e+00,2.293609941859646642e+04,2.523774388530053329e+04
1.078991555959393622e+01,7.301355133752269744e+00,3.577170129024625203e+04,3.428104544828471990e+04
1.368980446822780728e+01,4.481673338616914748e+00,4.480601683065448742e+04,4.496994768365265190e+04
9.630916617799519130e+00,2.039454262863960032e+00,2.324652040741052406e+04,2.439731863254915152e+04
1.029937899681271141e+01,2.551914494552997681e+00,2.624119409989125415e+04,2.690489367352083718e+04
1.440028446991500743e+01,5.397036802230959829e+00,5.052148586498328950e+04,5.024206004115406540e+04
1.120604964299834094e+01,3.022366909668994239e+00,3.045481634874942029e+04,3.206442829614999573e+04
2.274379248523259278e+01,1.349761081580562738e+00,1.290459649575217918e+05,1.280576090640885377e+05
2.365105363255814197e+01,3.771329739948428461e+00,1.461896534121216100e+05,1.449813294921322376e+05
1.512312951564646291e+00,1.691146497749988598e+00,1.708223955063013636e+04,1.760770482134261692e+04
5.700674145471798404e+00,5.461898818826783852e+00,2.289699339540756773e+04,2.155160882926701743e+04
3.952755172893363422e+00,3.397326648078482059e+00,1.735425041188938849e+04,1.515464689039527002e+04
1.123319231909866289e+01,2.112697316702243810e+00,2.973760242464583280e+04,3.055427256454423332e+04
1.133155604766784919e+01,1.226256017973971879e+00,2.964074953956530226e+04,3.034499857873920701e+04
2.272949976793407245e+01,9.544675483454598819e-01,1.285862908756275574e+05,1.292636562238502520e+05
2.215608364455548340e+01,1.090821939455885570e+00,1.207950642415589973e+05,1.203441534327261761e+05
2.659002724428037823e+01,2.964409364545597114e+00,1.955829613173521939e+05,1.957521864854648302e+05
2.080694258896011206e+01,3.101634221494593113e+00,1.057003399699250731e+05,1.048074128850508132e+05
1.827049006872596593e+01,6.236273717832820473e+00,8.363323468307929579e+04,8.523750954919600917e+04
2.983566284321259943e+01,2.701194301801608688e+00,2.661321654059956199e+05,2.668638628386372584e+05
1.961703473699235545e+01,2.140171442452931672e-01,9.003718721273753908e+04,9.072377407967999170e+04
1.229468098799285691e+01,2.301005468349205607e+00,3.490667738907278545e+04,3.310294150373414595e+04
9.838247206593255356e+00,5.431588286047599468e-01,2.315480367891952847e+04,2.390155806961017151e+04
2.036788740841800838e+00,2.671665154622088423e+00,2.023404484476045764e+04,2.161596896509321596e+04
2.838001308095610398e+01,4.000343041915804143e+00,2.364788115340051590e+05,2.376038539632289903e+05
2.282654849817761189e+01,2.212147840319816261e+00,1.310959682325215254e+05,1.318259137931332807e+05
1.193515974711690930e+01,7.499215007634880692e-01,3.232056263818409934e+04,3.231967725683165918e+04
2.637576585632440285e+01,4.741541784317180763e+00,1.970829482218606281e+05,1.967667528381497250e+05
2.312478237747790999e+01,6.484061760088632553e+00,1.463321058167101291e+05,1.468886243759075878e+05
1.449002762736005145e+01,6.455390475127067873e+00,5.291520612737246847e+04,5.326926778148503217e+04
2.871771699958400248e+01,3.125766418112712053e+00,2.409692406616223161e+05,2.411878871022292296e+05
2.687958622778617368e+01,3.620049615197696191e+00,2.031474222044170601e+05,2.028613893136372208e+05
1.393534045678658728e+01,6.663454015361496729e+00,4.978274228122116619e+04,5.133790456955219270e+04
1.338328813002139306e+01,4.598825680331450450e+00,4.319173875570319069e+04,4.211148371042190411e+04
5.399179650835603361e+00,2.377143099356351819e+00,1.330896846510614887e+04,1.328803344347997154e+04
3.969806718311978067e+00,6.882266750610162909e+00,2.600797039472651886e+04,2.547130308739641987e+04
1.135910698914573125e+01,7.777378140279028962e+00,3.889511492040827579e+04,3.984975473989231978e+04
7.223293345697241463e+00,6.502933505829965988e+00,2.609881087414607828e+04,2.742200626839328834e+04
2.989541385418104547e+00,5.159370008839116117e+00,2.410209199208226346e+04,2.525287416983176081e+04
2.232891252836945384e+01,7.271446338240095564e+00,1.371067050547221443e+05,1.378054566978487419e+05
2.887409317496911854e+01,7.139386431852138060e+00,2.662394813549467362e+05,2.649420745267027523e+05
2.093426305311926328e+01,3.207142346652354092e+00,1.074081918440157751e+05,1.093333320984961319e+05
2.731554186410380325e+01,7.132080502805310473e+00,2.290951055550161691e+05,2.295730494378727162e+05
2.624064129754546215e+01,5.572405204967415315e+00,1.979082372536976181e+05,1.978079087520755711e+05
1.973557670593070057e+01,2.533051421776023382e+00,9.265588774043862941e+04,9.267577579184474598e+04
1.615577443421621950e+01,6.290452869966618898e+00,6.472590690466298838e+04,6.441185170603526058e+04
1.137914038156679730e+01,2.220160976444712553e+00,3.047436712136573988e+04,3.086645665113526775e+04
1.535430909159655144e+01,5.301654243863032079e-01,5.257113366944462177e+04,5.285803889194693329e+04
1.031630659354346413e+01,1.168642548984695217e+00,2.526458078010927420e+04,2.493148823786757566e+04
5.989933642222195154e+00,3.829826348514062673e-01,1.125896738770040974e+04,8.881817808683093972e+03
1.536448314901054779e+01,5.324857743941899813e-01,5.264359525673304597e+04,5.261110802181367035e+04
2.017356774054533020e+01,1.516101406311505251e+00,9.663536824172732304e+04,9.707644150124886073e+04
1.797413848156379501e+01,9.163676880684672454e-01,7.388531737769657047e+04,7.437202263422196847e+04
2.239686099811132181e+01,3.633164695306193792e+00,1.273411522870753251e+05,1.271991971613578207e+05
1.074313763711889180e+01,1.218410581008768645e+00,2.705302779347147225e+04,2.747234395522512568e+04
1.002785176239874732e+00,6.130845881339697989e+00,2.348043708174353469e+03,3.299238728078555141e+03
7.167126187578198859e+00,5.141504762604484746e+00,2.260275492871428651e+04,2.216777341734270885e+04
9.401165868363106526e+00,2.053325804501203500e+00,2.244477847006109369e+04,2.380108658707332506e+04
1.704004114330133746e+01,7.446918815759709709e+00,7.473881337303409236e+04,7.293029194384973380e+04
1.229409394508019737e+01,7.404191399002533203e-01,3.410950053149994346e+04,3.294303063780980301e+04
2.007248452703987951e+01,1.957182727139784362e+00,9.583305274549631577e+04,9.499579366639905493e+04
7.494344638879922194e+00,2.950277389786664983e+00,1.814009972140170430e+04,1.587896801513682840e+04
1.457250125424397069e+01,7.185484768207503592e+00,5.486389555411160836e+04,5.393911512965628208e+04
1.065138191656327837e+00,4.483310135310027533e+00,6.514909278009158697e+03,7.669653355472812109e+03
2.090271153686939698e+01,5.517376356732968112e+00,1.117439562527605885e+05,1.128923706381192314e+05
2.609540418764404635e+01,5.331649644338562588e+00,1.939923226363138238e+05,1.940823792143355531e+05
2.590107100809904495e+01,7.058448192466125981e+00,1.985958223065648344e+05,2.001877491257974470e+05
2.636581857345440127e+01,2.231098046214199826e+00,1.896914613716492895e+05,1.899129898250995320e+05
6.687827708301640861e+00,6.260797432347161795e+00,2.514460872703948917e+04,2.468413266716945509e+04
2.946121737027122123e+01,3.619524394524873401e-01,2.530443356771878025e+05,2.532678441388669016e+05
1.698973161059956283e+01,1.794717261802174058e+00,6.566505869945659651e+04,6.553819808486998954e+04
6.381813924003603589e+00,3.291500018807999695e+00,1.689216898251364182e+04,1.757290743347613898e+04
3.640567811192573444e+00,2.680920369201703402e+00,1.456951005441792586e+04,1.317918821264602957e+04
3.058294637320004838e+00,6.396378655214292053e-01,5.854945058863461782e+03,6.779403881444848594e+03
1.947205274370484673e+01,7.457812736380935448e+00,9.978706968001690984e+04,9.936200745366752381e+04
1.922905042083988292e+01,5.764136386818077717e+00,9.259642300024129509e+04,9.338759679051328567e+04
2.381597664383346924e+01,3.383171933081646543e+00,1.478997087880508625e+05,1.464742466013429512e+05
2.009983146014418409e+01,2.393507720574685749e+00,9.655431863451669051e+04,9.616650437822332606e+04
1.606270458566570625e+01,7.034863968253732835e-01,5.780731079556234909e+04,5.787951927438630082e+04
5.721827728354170084e+00,6.625938005914242979e+00,2.595467364844523036e+04,2.678851733022505869e+04
2.229974156432666987e+01,2.104246590183855403e+00,1.236097946929813043e+05,1.224835784539973392e+05
1.117762596082525040e+00,7.567996438228122180e+00,2.136705396457368806e+03,3.679091333172968916e+03
2.014886334605452234e+01,2.219798968081660107e+00,9.693327834657645144e+04,9.737974206095469708e+04
5.794008578418825550e+00,7.886857891798413789e+00,2.841965239551512786e+04,2.793331013349225395e+04
5.605562514329247570e+00,6.634373503855252707e+00,2.599521183862077669e+04,2.712121622024475073e+04
2.727666748733850355e+01,5.662867133900199690e+00,2.197739975252959994e+05,2.198690052215919422e+05
2.789079516318639662e+01,7.870844430297505134e+00,2.475793006656667567e+05,2.486507253728246433e+05
2.188827701691752381e+01,3.843315011463393382e+00,1.207774140733782697e+05,1.229263257964690274e+05
7.629784973601799081e+00,2.802259238101002303e+00,1.818684580898658169e+04,1.889773455832076797e+04
1.461191480013683375e+01,7.536470533816252981e-01,4.755738662574285991e+04,4.707020812194058090e+04
1.103974957114591859e+01,6.909731578507805061e+00,3.591431841287429415e+04,3.552053903513748082e+04
4.410531894597597535e+00,9.934432921678171269e-01,8.605654167928430979e+03,9.144516938328511969e+03
7.867668166139988095e+00,6.203913456941894111e-01,1.644624415871150632e+04,1.671255666952323372e+04
2.681097293022220995e+00,4.649589389903443504e+00,2.355434265659111043e+04,2.278378994030459580e+04
2.919666923440304274e+01,5.569109700419865305e-01,2.469603783642528579e+05,2.463423770622988231e+05
7.852560311824310801e+00,1.199701886366915105e+00,1.674474183228773472e+04,1.736059020937376408e+04
1.222677879657144828e+01,2.416042341332087062e+00,3.465590131371578900e+04,3.682659730676248728e+04
8.151778115905624844e+00,2.155883442414404882e+00,1.859332295850840819e+04,1.616023313079856416e+04
1.988642678104240247e+01,8.171247800560443864e-01,9.308611334520188393e+04,9.375573577268789813e+04
1.731335039937982501e+01,3.952721885271553326e+00,7.055921078031451907e+04,7.036399213601947122e+04
2.320430805785954220e+01,2.887840945366480838e+00,1.376024237233727763e+05,1.383233360835824569e+05
1.331092492111591641e+00,3.405772087296104367e+00,1.768616617028183464e+04,1.848880844499221348e+04
6.935585185203564151e+00,5.206530686139271502e+00,2.253942962794453706e+04,2.258830485660519480e+04
1.836339412619926392e+01,1.969485779835911110e+00,7.809819090567831881e+04,7.715841537468279421e+04
1.772044097429263587e+01,6.826443164172440348e+00,7.959792666311877838e+04,7.830565366162851569e+04
2.490871813633716059e+01,7.918139171188922631e-01,1.620181758956483391e+05,1.602845606086996559e+05
3.335859072685384508e+00,3.065350826728175271e+00,1.717804119407081089e+04,1.830871087428811006e+04
1.176342229987361776e+01,5.527046260724828741e+00,3.638432039220609295e+04,3.619034570388087013e+04
1.270892804265800535e+01,4.970907527256313685e+00,4.006547567213641014e+04,3.956572132732974569e+04
1.587778073157675252e+01,5.675818074294718407e+00,6.141341833530187432e+04,6.115652788028745999e+04
1.119144735763963361e+01,7.571646339646291857e+00,3.781604521392069000e+04,3.657703757440386107e+04
2.230542395196993155e+01,3.241935706265081762e+00,1.253367355250011460e+05,1.256185040110581322e+05
4.025067413853661513e+00,3.493089357233573722e+00,1.764349351821212622e+04,1.886329240205263704e+04
2.758169914424875024e+00,7.628598806652113318e+00,1.852018464409893204e+04,1.957326072756207213e+04
1.009141200513669467e+01,1.872245302083582530e+00,2.482279035169011331e+04,2.337442621080447134e+04
3.591682392324582196e+00,7.740603410004869289e-01,6.899027974168269793e+03,8.160276466691550013e+03
1.237992801161118273e+01,5.606113023369466042e+00,3.940228153340431163e+04,3.869536240578244906e+04
1.777448265200874289e+01,6.722624027279089809e+00,7.987495068328900379e+04,7.810546983793943946e+04
3.441499374005080547e+00,2.045470191619591205e+00,1.169529363506911977e+04,1.055803181731430232e+04
1.433408078897394589e+01,4.676433858419795087e-01,4.570785425216142175e+04,4.481382869925974956e+04
1.710421151441062193e+01,5.410357680188072393e+00,7.102828864746703766e+04,7.102186189515249862e+04
1.737163930007558221e+01,7.053911855844737566e+00,7.684150106412718014e+04,7.588692375161490054e+04
1.875878630144940828e+00,6.947303313576753681e+00,1.034889548943521913e+04,8.951918438213784611e+03
2.342379445704139584e+01,9.695434153338933214e-01,1.386380327159529261e+05,1.383933757334564580e+05
2.193783795022525851e+01,2.943238637576600425e+00,1.198519434234662476e+05,1.216315545705503027e+05
9.613324175769173863e+00,4.252412492821360246e+00,2.611461398850765181e+04,2.546493942229819731e+04
1.466901748315568810e+01,6.059563986492264576e-01,4.790111325561667763e+04,4.833054775740769401e+04
2.243627450401351453e+01,2.407619201618021343e+00,1.258605743881244562e+05,1.259345252070117131e+05
2.518816719314422059e+01,2.885308974099606516e+00,1.695663586306004727e+05,1.720250712662304577e+05
8.183776120490389161e+00,1.931579361998737809e+00,1.841878323408267170e+04,1.666289443639765523e+04
2.335413079481238441e+01,3.857979021254070773e+00,1.418156245490424335e+05,1.428288525727162778e+05
1.330175271753717681e+01,4.273348031054051255e+00,4.229789626683397364e+04,4.111261514571886801e+04
2.864165415307410711e+01,5.002528116134714153e+00,2.470900075990745681e+05,2.465420234891059517e+05
2.647259935547602439e+01,6.635661962922623225e+00,2.079378940243955876e+05,2.078484634950066684e+05
1.138175417013412094e+01,2.460744906401919785e+00,3.068620982964615177e+04,3.363333956630933972e+04
1.143514291245165460e+01,4.463582753339067288e+00,3.327725975071360881e+04,3.257147983870153257e+04
1.508923998056815208e+01,1.195194773052712378e+00,5.090156261380977230e+04,4.915434480905505916e+04
2.885869910350829315e+01,4.668508466471267937e+00,2.505277328868847399e+05,2.517277942172003677e+05
5.175435694740118997e+00,1.015269429508126819e+00,1.001934089006023896e+04,9.243047489854892774e+03
1.691813672885940179e+01,5.594420882978678122e+00,6.974609374652878614e+04,6.952136466936489160e+04
1.978361187885734296e+01,1.645498036304256395e+00,9.239648383348611242e+04,9.237424514726267080e+04
2.188159715831316277e+01,3.535015845644535304e+00,1.200978854515060084e+05,1.201876000781683397e+05
2.946330671402426660e+00,7.249298875146273247e+00,2.116610486033429333e+04,2.100872662910416693e+04
1.838014421126714026e+01,1.560116576194945814e+00,7.798735981940165220e+04,7.823503452267765533e+04
1.406278999866951374e+01,1.007253182550319259e+00,4.413141941146739555e+04,4.448972704353545851e+04
1.084308988355987502e+01,5.862131113287359696e+00,3.318391818014362070e+04,3.397379678699521173e+04
2.914553661647602212e+01,4.725528084306276355e+00,2.576815512662885012e+05,2.572863606155813031e+05
4.074844533088716858e+00,7.015515920706270059e+00,2.621178607615118744e+04,2.551921069354790234e+04
