t,A,R,S_a,dA_dt,dA_dt_noisy
1.452290458091618275e+00,1.571623202011367959e-01,8.998331140685651430e-01,8.998331140685651430e-01,1.005379402946688927e-01,1.000256454996814592e-01
1.456291258251650289e+00,1.575647707281944976e-01,8.994674517895034915e-01,8.994674517895034915e-01,1.006469224240078286e-01,1.010364686885678182e-01
1.460292058411682303e+00,1.579676560847018685e-01,8.991013030987877741e-01,8.991013030987877741e-01,1.007553283905430613e-01,1.126519765689493330e-01
1.464292858571714318e+00,1.583709739590775656e-01,8.987346688956375784e-01,8.987346688956375784e-01,1.008631557060686024e-01,1.079687366197664145e-01
1.468293658731746332e+00,1.587747220305622819e-01,8.983675500893353316e-01,8.983675500893353316e-01,1.009704018949666438e-01,8.877762645486204918e-02
1.472294458891778346e+00,1.591788979692185246e-01,8.979999475992276325e-01,8.979999475992276325e-01,1.010770644942928231e-01,1.056531471013783946e-01
1.476295259051810360e+00,1.595834994359307257e-01,8.976318623547240305e-01,8.976318623547240305e-01,1.011831410538609755e-01,1.086340331476523674e-01
1.480296059211842374e+00,1.599885240824052701e-01,8.972632952952979135e-01,8.972632952952979135e-01,1.012886291363277458e-01,1.225266880956051851e-01
1.484296859371874389e+00,1.603939695511703845e-01,8.968942473704860641e-01,8.968942473704860641e-01,1.013935263172763973e-01,8.460203534973448347e-02
1.488297659531906403e+00,1.607998334755762482e-01,8.965247195398885482e-01,8.965247195398885482e-01,1.014978301853008136e-01,9.613430718596090163e-02
1.492298459691938417e+00,1.612061134797949380e-01,8.961547127731693818e-01,8.961547127731693818e-01,1.016015383420888069e-01,1.149352502229621514e-01
1.496299259851970431e+00,1.616128071788203724e-01,8.957842280500556420e-01,8.957842280500556420e-01,1.017046484025050379e-01,8.815394541643810367e-02
1.500300060012002445e+00,1.620199121784685059e-01,8.954132663603381337e-01,8.954132663603381337e-01,1.018071579946738803e-01,8.981255215542661985e-02
1.504300860172034460e+00,1.624274260753770516e-01,8.950418287038711673e-01,8.950418287038711673e-01,1.019090647600614796e-01,1.070798867138644528e-01
1.508301660332066474e+00,1.628353464570057585e-01,8.946699160905724479e-01,8.946699160905724479e-01,1.020103663535578409e-01,1.121944529623456754e-01
1.512302460492098488e+00,1.632436709016361620e-01,8.942975295404231861e-01,8.942975295404231861e-01,1.021110604435583741e-01,9.542425556980282941e-02
1.516303260652130502e+00,1.636523969783718335e-01,8.939246700834682091e-01,8.939246700834682091e-01,1.022111447120450656e-01,1.076124164349656770e-01
1.520304060812162517e+00,1.640615222471381307e-01,8.935513387598157387e-01,8.935513387598157387e-01,1.023106168546673439e-01,1.034801695489668133e-01
1.524304860972194531e+00,1.644710442586823640e-01,8.931775366196375021e-01,8.931775366196375021e-01,1.024094745808224183e-01,1.175969649210097528e-01
1.528305661132226545e+00,1.648809605545737689e-01,8.928032647231688435e-01,8.928032647231688435e-01,1.025077156137356171e-01,1.024925312166482527e-01
1.532306461292258559e+00,1.652912686672034781e-01,8.924285241407082792e-01,8.924285241407082792e-01,1.026053376905399633e-01,1.125078108102206265e-01
1.536307261452290351e+00,1.657019661197844940e-01,8.920533159526182754e-01,8.920533159526182754e-01,1.027023385623554441e-01,9.367115996921279719e-02
1.540308061612322366e+00,1.661130504263517715e-01,8.916776412493244708e-01,8.916776412493244708e-01,1.027987159943682532e-01,1.009499274997480295e-01
1.544308861772354380e+00,1.665245190917621632e-01,8.913015011313161207e-01,8.913015011313161207e-01,1.028944677659091589e-01,1.019274232282909726e-01
1.548309661932386394e+00,1.669363696116943907e-01,8.909248967091459859e-01,8.909248967091459859e-01,1.029895916705319131e-01,1.143806711453841662e-01
1.552310462092418408e+00,1.673485994726491288e-01,8.905478291034301108e-01,8.905478291034301108e-01,1.030840855160910230e-01,1.088802159112955970e-01
1.556311262252450422e+00,1.677612061519489217e-01,8.901702994448484896e-01,8.901702994448484896e-01,1.031779471248193275e-01,9.566041581188362841e-02
1.560312062412482437e+00,1.681741871177382386e-01,8.897923088741442887e-01,8.897923088741442887e-01,1.032711743334050747e-01,1.100908519702044341e-01
1.564312862572514451e+00,1.685875398289834459e-01,8.894138585421241805e-01,8.894138585421241805e-01,1.033637649930687075e-01,1.110700777573448567e-01
1.568313662732546465e+00,1.690012617354728075e-01,8.890349496096583426e-01,8.890349496096583426e-01,1.034557169696391776e-01,1.023392597464447135e-01
1.572314462892578479e+00,1.694153502778165399e-01,8.886555832476805694e-01,8.886555832476805694e-01,1.035470281436300377e-01,1.009704049933119463e-01
1.576315263052610494e+00,1.698298028874467014e-01,8.882757606371880499e-01,8.882757606371880499e-01,1.036376964103149501e-01,1.016996639560893978e-01
1.580316063212642508e+00,1.702446169866172754e-01,8.878954829692414785e-01,8.878954829692414785e-01,1.037277196798030987e-01,8.677779561991426360e-02
1.584316863372674522e+00,1.706597899884041980e-01,8.875147514449651664e-01,8.875147514449651664e-01,1.038170958771139629e-01,1.057045259583601349e-01
1.588317663532706536e+00,1.710753192967052472e-01,8.871335672755468194e-01,8.871335672755468194e-01,1.039058229422517854e-01,1.062516022345245809e-01
1.592318463692738550e+00,1.714912023062401258e-01,8.867519316822375375e-01,8.867519316822375375e-01,1.039938988302797074e-01,9.533861359268981650e-02
1.596319263852770565e+00,1.719074364025504897e-01,8.863698458963520377e-01,8.863698458963520377e-01,1.040813215113936818e-01,1.115057840101443543e-01
1.600320064012802579e+00,1.723240189619998086e-01,8.859873111592687644e-01,8.859873111592687644e-01,1.041680889709955815e-01,9.043841961275932151e-02
1.604320864172834593e+00,1.727409473517735328e-01,8.856043287224291127e-01,8.856043287224291127e-01,1.042541992097663212e-01,9.873607099583675550e-02
1.608321664332866607e+00,1.731582189298790098e-01,8.852208998473385382e-01,8.852208998473385382e-01,1.043396502437385909e-01,9.958745955382307391e-02
1.612322464492898622e+00,1.735758310451454567e-01,8.848370258055655579e-01,8.848370258055655579e-01,1.044244401043688125e-01,1.242995384242580187e-01
1.616323264652930636e+00,1.739937810372240157e-01,8.844527078787424168e-01,8.844527078787424168e-01,1.045085668386092209e-01,8.851672620603041886e-02
1.620324064812962650e+00,1.744120662365877539e-01,8.840679473585649761e-01,8.840679473585649761e-01,1.045920285089794038e-01,1.102183310610420214e-01
1.624324864972994664e+00,1.748306839645316080e-01,8.836827455467921588e-01,8.836827455467921588e-01,1.046748231936371065e-01,1.140960559695267384e-01
1.628325665133026678e+00,1.752496315494707635e-01,8.832971037493169142e-01,8.832971037493169142e-01,1.047569489910217949e-01,1.085342046314204667e-01
1.632326465293058693e+00,1.756689064935267885e-01,8.829110232168400074e-01,8.829110232168400074e-01,1.048384040664810113e-01,1.166564835100149106e-01
1.636327265453090707e+00,1.760885061393196449e-01,8.825245052675551038e-01,8.825245052675551038e-01,1.049191865587069672e-01,9.489180968744273525e-02
1.640328065613122721e+00,1.765084277619382858e-01,8.821375512513394135e-01,8.821375512513394135e-01,1.049992946059741666e-01,8.219670858285227366e-02
1.644328865773154735e+00,1.769286686313585877e-01,8.817501625267348819e-01,8.817501625267348819e-01,1.050787263637374402e-01,1.127469052534400829e-01
1.648329665933186750e+00,1.773492260124433229e-01,8.813623404609480794e-01,8.813623404609480794e-01,1.051574800046696789e-01,9.319919835795878460e-02
1.652330466093218542e+00,1.777700971649422423e-01,8.809740864298503116e-01,8.809740864298503116e-01,1.052355537186998036e-01,1.019715549532404508e-01
1.656331266253250556e+00,1.781912793434919651e-01,8.805854018179775089e-01,8.805854018179775089e-01,1.053129457130499852e-01,9.352448573880220439e-02
1.660332066413282570e+00,1.786127697976160611e-01,8.801962880185304483e-01,8.801962880185304483e-01,1.053896542122727542e-01,1.159130727817680589e-01
1.664332866573314584e+00,1.790345657717249961e-01,8.798067464333744203e-01,8.798067464333744203e-01,1.054656774582874990e-01,1.141171798069617049e-01
1.668333666733346599e+00,1.794566645051161868e-01,8.794167784730395621e-01,8.794167784730395621e-01,1.055410137104168533e-01,9.834037709134690886e-02
1.672334466893378613e+00,1.798790632319739458e-01,8.790263855567205242e-01,8.790263855567205242e-01,1.056156612454225707e-01,1.146505796915191777e-01
1.676335267053410627e+00,1.803017591813695364e-01,8.786355691122769151e-01,8.786355691122769151e-01,1.056896183575411624e-01,1.069023909507383213e-01
1.680336067213442641e+00,1.807247495772610624e-01,8.782443305762327457e-01,8.782443305762327457e-01,1.057628833585189526e-01,1.043689950529214788e-01
1.684336867373474655e+00,1.811480316384936895e-01,8.778526713937768733e-01,8.778526713937768733e-01,1.058354545776470090e-01,1.064096211980706669e-01
1.688337667533506670e+00,1.815716025787993682e-01,8.774605930187627800e-01,8.774605930187627800e-01,1.059073303617957124e-01,1.038798367632961517e-01
1.692338467693538684e+00,1.819954596067970276e-01,8.770680969137089056e-01,8.770680969137089056e-01,1.059785090754488679e-01,1.121285617135585472e-01
1.696339267853570698e+00,1.824195999259925483e-01,8.766751845497978701e-01,8.766751845497978701e-01,1.060489891007374286e-01,1.091524648051682561e-01
1.700340068013602712e+00,1.828440207347786783e-01,8.762818574068774735e-01,8.762818574068774735e-01,1.061187688374731486e-01,1.026240973731349232e-01
1.704340868173634727e+00,1.832687192264351450e-01,8.758881169734599181e-01,8.758881169734599181e-01,1.061878467031814322e-01,1.162504041613370009e-01
1.708341668333666741e+00,1.836936925891284877e-01,8.754939647467222530e-01,8.754939647467222530e-01,1.062562211331344181e-01,1.001414649854961564e-01
1.712342468493698755e+00,1.841189380059123082e-01,8.750994022325061517e-01,8.750994022325061517e-01,1.063238905803832457e-01,1.091932270110577696e-01
1.716343268653730769e+00,1.845444526547270481e-01,8.747044309453179123e-01,8.747044309453179123e-01,1.063908535157900709e-01,1.106124072283132254e-01
1.720344068813762783e+00,1.849702337084000447e-01,8.743090524083286796e-01,8.743090524083286796e-01,1.064571084280601376e-01,1.212451790264254398e-01
1.724344868973794798e+00,1.853962783346456422e-01,8.739132681533741120e-01,8.739132681533741120e-01,1.065226538237728782e-01,1.014682401902831932e-01
1.728345669133826812e+00,1.858225836960650246e-01,8.735170797209547144e-01,8.735170797209547144e-01,1.065874882274132351e-01,1.240183126905173017e-01
1.732346469293858826e+00,1.862491469501463826e-01,8.731204886602357274e-01,8.731204886602357274e-01,1.066516101814024009e-01,1.084132596976266488e-01
1.736347269453890840e+00,1.866759652492646915e-01,8.727234965290467938e-01,8.727234965290467938e-01,1.067150182461281960e-01,1.047752491396024693e-01
1.740348069613922855e+00,1.871030357406820166e-01,8.723261048938825146e-01,8.723261048938825146e-01,1.067777109999751839e-01,1.000529834905890814e-01
1.744348869773954869e+00,1.875303555665472355e-01,8.719283153299022260e-01,8.719283153299022260e-01,1.068396870393546610e-01,1.127026212298999908e-01
1.748349669933986883e+00,1.879579218638961491e-01,8.715301294209296668e-01,8.715301294209296668e-01,1.069009449787338972e-01,1.073902974231577129e-01
1.752350470094018897e+00,1.883857317646515095e-01,8.711315487594535334e-01,8.711315487594535334e-01,1.069614834506653761e-01,9.592539079138752423e-02
1.756351270254050911e+00,1.888137823956229921e-01,8.707325749466270359e-01,8.707325749466270359e-01,1.070213011058157582e-01,9.574242934322939325e-02
1.760352070414082926e+00,1.892420708785071959e-01,8.703332095922683420e-01,8.703332095922683420e-01,1.070803966129942886e-01,1.015252045349889498e-01
1.764352870574114718e+00,1.896705943298875874e-01,8.699334543148599108e-01,8.699334543148599108e-01,1.071387686591809413e-01,1.003787086204692564e-01
1.768353670734146732e+00,1.900993498612346677e-01,8.695333107415491591e-01,8.695333107415491591e-01,1.071964159495545771e-01,1.180994398668266665e-01
1.772354470894178746e+00,1.905283345789057226e-01,8.691327805081482394e-01,8.691327805081482394e-01,1.072533372075202829e-01,1.210087201872220714e-01
1.776355271054210760e+00,1.909575455841450720e-01,8.687318652591338175e-01,8.687318652591338175e-01,1.073095311747368497e-01,1.159951274134119331e-01
1.780356071214242775e+00,1.913869799730839039e-01,8.683305666476475171e-01,8.683305666476475171e-01,1.073649966111436121e-01,1.109436855114542403e-01
1.784356871374274789e+00,1.918166348367402740e-01,8.679288863354951422e-01,8.679288863354951422e-01,1.074197322949872052e-01,1.031373502165411210e-01
1.788357671534306803e+00,1.922465072610193004e-01,8.675268259931478987e-01,8.675268259931478987e-01,1.074737370228481120e-01,1.080185691320505736e-01
1.792358471694338817e+00,1.926765943267128856e-01,8.671243872997409508e-01,8.671243872997409508e-01,1.075270096096663797e-01,1.163740796699518354e-01
1.796359271854370832e+00,1.931068931094999108e-01,8.667215719430748644e-01,8.667215719430748644e-01,1.075795488887677787e-01,1.288892712260009121e-01
1.800360072014402846e+00,1.935374006799462088e-01,8.663183816196142750e-01,8.663183816196142750e-01,1.076313537118890745e-01,1.167603457649070142e-01
1.804360872174434860e+00,1.939681141035044798e-01,8.659148180344888868e-01,8.659148180344888868e-01,1.076824229492032992e-01,1.048783015062560581e-01
1.808361672334466874e+00,1.943990304405143477e-01,8.655108829014930283e-01,8.655108829014930283e-01,1.077327554893447725e-01,1.081130062470536529e-01
1.812362472494498888e+00,1.948301467462024150e-01,8.651065779430855418e-01,8.651065779430855418e-01,1.077823502394335553e-01,1.029569012279152318e-01
1.816363272654530903e+00,1.952614600706821246e-01,8.647019048903903382e-01,8.647019048903903382e-01,1.078312061250999154e-01,1.000072203656057479e-01
1.820364072814562917e+00,1.956929674589539259e-01,8.642968654831955089e-01,8.642968654831955089e-01,1.078793220905084199e-01,1.060369020683287755e-01
1.824364872974594931e+00,1.961246659509051082e-01,8.638914614699543248e-01,8.638914614699543248e-01,1.079266970983815965e-01,1.098828440204327600e-01
1.828365673134626945e+00,1.965565525813099401e-01,8.634856946077844597e-01,8.634856946077844597e-01,1.079733301300234705e-01,1.263323459967991003e-01
1.832366473294658960e+00,1.969886243798295855e-01,8.630795666624684337e-01,8.630795666624684337e-01,1.080192201853429762e-01,1.085395448848769095e-01
1.836367273454690974e+00,1.974208783710121318e-01,8.626730794084531695e-01,8.626730794084531695e-01,1.080643662828765644e-01,1.216379470325109208e-01
1.840368073614722988e+00,1.978533115742925896e-01,8.622662346288507695e-01,8.622662346288507695e-01,1.081087674598112253e-01,1.257836582710585849e-01
1.844368873774755002e+00,1.982859210039928932e-01,8.618590341154375167e-01,8.618590341154375167e-01,1.081524227720067205e-01,1.089405014746037820e-01
1.848369673934787016e+00,1.987187036693218722e-01,8.614514796686547626e-01,8.614514796686547626e-01,1.081953312940177048e-01,1.242733201701800849e-01
1.852370474094819031e+00,1.991516565743753631e-01,8.610435730976083724e-01,8.610435730976083724e-01,1.082374921191157635e-01,1.153868461648046018e-01
1.856371274254851045e+00,1.995847767181360144e-01,8.606353162200689466e-01,8.606353162200689466e-01,1.082789043593108264e-01,1.041035514097146675e-01
1.860372074414883059e+00,2.000180610944734261e-01,8.602267108624718217e-01,8.602267108624718217e-01,1.083195671453727194e-01,1.109713673938615003e-01
1.864372874574915073e+00,2.004515066921441768e-01,8.598177588599169585e-01,8.598177588599169585e-01,1.083594796268520372e-01,1.085882578073013444e-01
1.868373674734947087e+00,2.008851104947917410e-01,8.594084620561689425e-01,8.594084620561689425e-01,1.083986409721012095e-01,1.060752506726516942e-01
1.872374474894979102e+00,2.013188694809464330e-01,8.589988223036572057e-01,8.589988223036572057e-01,1.084370503682948739e-01,1.064492380383455367e-01
1.876375275055011116e+00,2.017527806240256016e-01,8.585888414634758048e-01,8.585888414634758048e-01,1.084747070214504006e-01,1.099168000561802916e-01
1.880376075215042908e+00,2.021868408923334359e-01,8.581785214053835320e-01,8.581785214053835320e-01,1.085116101564477936e-01,1.128534215612699565e-01
1.884376875375074922e+00,2.026210472490611314e-01,8.577678640078038041e-01,8.577678640078038041e-01,1.085477590170495776e-01,9.969894026546229082e-02
1.888377675535106937e+00,2.030553966522867515e-01,8.573568711578246626e-01,8.573568711578246626e-01,1.085831528659204487e-01,1.084892762459585130e-01
1.892378475695138951e+00,2.034898860549752275e-01,8.569455447511989954e-01,8.569455447511989954e-01,1.086177909846465089e-01,9.339424076519645124e-02
1.896379275855170965e+00,2.039245124049784974e-01,8.565338866923444261e-01,8.565338866923444261e-01,1.086516726737543764e-01,1.112596276665564626e-01
1.900380076015202979e+00,2.043592726450353947e-01,8.561218988943429808e-01,8.561218988943429808e-01,1.086847972527300310e-01,1.149207920105438790e-01
1.904380876175234993e+00,2.047941638883537807e-01,8.557095831794437890e-01,8.557095831794437890e-01,1.087171640847483800e-01,1.103567124683464545e-01
1.908381676335267008e+00,2.052291832870073440e-01,8.552969413565704171e-01,8.552969413565704171e-01,1.087487725575259356e-01,1.116073040767133623e-01
1.912382476495299022e+00,2.056643277735554221e-01,8.548839753665069541e-01,8.548839753665069541e-01,1.087796220472259795e-01,1.146790530828226407e-01
1.916383276655331036e+00,2.060995942799510872e-01,8.544706871561128514e-01,8.544706871561128514e-01,1.088097119496271858e-01,1.021587035074571909e-01
1.920384076815363050e+00,2.065349797381951236e-01,8.540570786779497769e-01,8.540570786779497769e-01,1.088390416801935101e-01,1.064485530869476171e-01
1.924384876975395064e+00,2.069704810803361106e-01,8.536431518902817261e-01,8.536431518902817261e-01,1.088676106740519567e-01,1.139768311122097977e-01
1.928385677135427079e+00,2.074060952384704504e-01,8.532289087570744668e-01,8.532289087570744668e-01,1.088954183859695835e-01,1.189142757332610212e-01
1.932386477295459093e+00,2.078418191447422292e-01,8.528143512479964272e-01,8.528143512479964272e-01,1.089224642903307005e-01,1.128716783037832239e-01
1.936387277455491107e+00,2.082776497313433284e-01,8.523994813384178082e-01,8.523994813384178082e-01,1.089487478811138055e-01,1.344773421046657480e-01
1.940388077615523121e+00,2.087135839305134799e-01,8.519843010094111380e-01,8.519843010094111380e-01,1.089742686718683656e-01,1.080606629500196481e-01
1.944388877775555136e+00,2.091496186745400443e-01,8.515688122477512723e-01,8.515688122477512723e-01,1.089990261956913647e-01,1.189956304892398203e-01
1.948389677935587150e+00,2.095857508957582327e-01,8.511530170459150613e-01,8.511530170459150613e-01,1.090230200052039466e-01,1.216902967877047798e-01
1.952390478095619164e+00,2.100219775265510236e-01,8.507369174020815716e-01,8.507369174020815716e-01,1.090462496725276564e-01,1.077085512091098818e-01
1.956391278255651178e+00,2.104582954993491628e-01,8.503205153201319755e-01,8.503205153201319755e-01,1.090687147892605846e-01,1.008635859672331603e-01
1.960392078415683192e+00,2.108947017466311358e-01,8.499038128096497724e-01,8.499038128096497724e-01,1.090904149664534556e-01,9.726438569118153743e-02
1.964392878575715207e+00,2.113311932009232230e-01,8.494868118859204564e-01,8.494868118859204564e-01,1.091113498345857025e-01,1.107341198328774118e-01
1.968393678735747221e+00,2.117677667947994724e-01,8.490695145699320712e-01,8.490695145699320712e-01,1.091315190435410420e-01,1.202344385889293349e-01
1.972394478895779235e+00,2.122044194608816714e-01,8.486519228883743216e-01,8.486519228883743216e-01,1.091509222625832720e-01,1.118676062511374525e-01
1.976395279055811249e+00,2.126411481318394026e-01,8.482340388736393511e-01,8.482340388736393511e-01,1.091695591803316934e-01,1.108981199340292323e-01
1.980396079215843264e+00,2.130779497403900158e-01,8.478158645638216306e-01,8.478158645638216306e-01,1.091874295047366855e-01,1.053952906746096208e-01
1.984396879375875278e+00,2.135148212192986283e-01,8.473974020027175147e-01,8.473974020027175147e-01,1.092045329630547956e-01,1.148148302909905022e-01
1.988397679535907292e+00,2.139517595013781248e-01,8.469786532398256851e-01,8.469786532398256851e-01,1.092208693018240778e-01,8.786255878738685743e-02
1.992398479695939084e+00,2.143887615194891016e-01,8.465596203303470402e-01,8.465596203303470402e-01,1.092364382868390160e-01,1.115601708005861809e-01
1.996399279855971098e+00,2.148258242065400614e-01,8.461403053351844727e-01,8.461403053351844727e-01,1.092512397031256410e-01,1.095325027986552430e-01
2.000400080016003113e+00,2.152629444954871629e-01,8.457207103209433141e-01,8.457207103209433141e-01,1.092652733549161759e-01,9.556187088929876672e-02
2.004400880176035127e+00,2.157001193193343602e-01,8.453008373599307790e-01,8.453008373599307790e-01,1.092785390656238753e-01,1.310345183070625030e-01
2.008401680336067141e+00,2.161373456111333469e-01,8.448806885301566316e-01,8.448806885301566316e-01,1.092910366778177128e-01,9.541690436227184824e-02
2.012402480496099155e+00,2.165746203039836393e-01,8.444602659153322977e-01,8.444602659153322977e-01,1.093027660531965956e-01,9.852756108471999452e-02
2.016403280656131169e+00,2.170119403310325212e-01,8.440395716048719743e-01,8.440395716048719743e-01,1.093137270725643428e-01,9.730509599703608681e-02
2.020404080816163184e+00,2.174493026254749883e-01,8.436186076938915201e-01,8.436186076938915201e-01,1.093239196358034016e-01,1.204275976533902837e-01
2.024404880976195198e+00,2.178867041205538313e-01,8.431973762832092323e-01,8.431973762832092323e-01,1.093333436618495608e-01,1.004524950502576480e-01
2.028405681136227212e+00,2.183241417495596359e-01,8.427758794793456243e-01,8.427758794793456243e-01,1.093419990886658477e-01,1.160285632183079702e-01
2.032406481296259226e+00,2.187616124458307554e-01,8.423541193945232042e-01,8.423541193945232042e-01,1.093498858732166179e-01,1.152249873984291240e-01
2.036407281456291241e+00,2.191991131427532269e-01,8.419320981466668075e-01,8.419320981466668075e-01,1.093570039914416037e-01,1.119537081019230107e-01
2.040408081616323255e+00,2.196366407737609938e-01,8.415098178594032641e-01,8.415098178594032641e-01,1.093633534382297823e-01,9.628756437166068050e-02
2.044408881776355269e+00,2.200741922723356558e-01,8.410872806620619535e-01,8.410872806620619535e-01,1.093689342273931608e-01,1.032478704475149611e-01
2.048409681936387283e+00,2.205117645720066077e-01,8.406644886896739166e-01,8.406644886896739166e-01,1.093737463916404640e-01,1.261048960919812223e-01
2.052410482096419297e+00,2.209493546063510672e-01,8.402414440829728548e-01,8.402414440829728548e-01,1.093777899825509325e-01,9.647024598872475099e-02
2.056411282256451312e+00,2.213869593089939636e-01,8.398181489883942419e-01,8.398181489883942419e-01,1.093810650705477616e-01,1.010645154668633749e-01
2.060412082416483326e+00,2.218245756136079938e-01,8.393946055580761012e-01,8.393946055580761012e-01,1.093835717448716355e-01,1.077611065170678423e-01
2.064412882576515340e+00,2.222622004539136498e-01,8.389708159498582285e-01,8.389708159498582285e-01,1.093853101135542349e-01,1.174752108339279510e-01
2.068413682736547354e+00,2.226998307636791907e-01,8.385467823272830801e-01,8.385467823272830801e-01,1.093862803033916059e-01,1.119026722094402931e-01
2.072414482896579369e+00,2.231374634767205878e-01,8.381225068595947736e-01,8.381225068595947736e-01,1.093864824599173197e-01,1.168069240528707003e-01
2.076415283056611383e+00,2.235750955269016904e-01,8.376979917217399763e-01,8.376979917217399763e-01,1.093859167473759525e-01,9.871297441765600200e-02
2.080416083216643397e+00,2.240127238481340322e-01,8.372732390943674607e-01,8.372732390943674607e-01,1.093845833486961072e-01,1.188323492878562287e-01
2.084416883376675411e+00,2.244503453743769139e-01,8.368482511638279941e-01,8.368482511638279941e-01,1.093824824654635458e-01,1.150727706312517640e-01
2.088417683536707425e+00,2.248879570396374317e-01,8.364230301221747821e-01,8.364230301221747821e-01,1.093796143178943914e-01,9.343396876665804873e-02
2.092418483696739440e+00,2.253255557779704488e-01,8.359975781671629136e-01,8.359975781671629136e-01,1.093759791448079000e-01,1.247751412238806007e-01
2.096419283856771454e+00,2.257631385234786237e-01,8.355718975022500272e-01,8.355718975022500272e-01,1.093715772035997458e-01,1.322955558053523217e-01
2.100420084016803468e+00,2.262007022103122988e-01,8.351459903365955340e-01,8.351459903365955340e-01,1.093664087702146681e-01,1.016806351987476070e-01
2.104420884176835482e+00,2.266382437726696675e-01,8.347198588850612833e-01,8.347198588850612833e-01,1.093604741391193680e-01,1.099170023052864070e-01
2.108421684336867497e+00,2.270757601447966900e-01,8.342935053682112301e-01,8.342935053682112301e-01,1.093537736232755020e-01,1.233279994543509533e-01
2.112422484496899511e+00,2.275132482609870110e-01,8.338669320123114348e-01,8.338669320123114348e-01,1.093463075541121765e-01,9.453390525984015080e-02
2.116423284656931525e+00,2.279507050555821535e-01,8.334401410493303963e-01,8.334401410493303963e-01,1.093380762814989693e-01,8.943947309080146901e-02
2.120424084816963539e+00,2.283881274629713243e-01,8.330131347169383860e-01,8.330131347169383860e-01,1.093290801737183682e-01,9.635963895171914539e-02
2.124424884976995553e+00,2.288255124175915256e-01,8.325859152585082246e-01,8.325859152585082246e-01,1.093193196174385429e-01,1.036486517538778712e-01
2.128425685137027568e+00,2.292628568539275546e-01,8.321584849231147274e-01,8.321584849231147274e-01,1.093087950176859363e-01,1.035243728978370581e-01
2.132426485297059582e+00,2.297001577065119204e-01,8.317308459655348152e-01,8.317308459655348152e-01,1.092975067978177589e-01,1.153709785362437151e-01
2.136427285457091596e+00,2.301374119099249826e-01,8.313030006462477361e-01,8.313030006462477361e-01,1.092854553994945521e-01,1.119708191191251534e-01
2.140428085617123610e+00,2.305746163987947572e-01,8.308749512314348440e-01,8.308749512314348440e-01,1.092726412826527660e-01,9.681186863596212555e-02
2.144428885777155624e+00,2.310117681077971663e-01,8.304466999929797089e-01,8.304466999929797089e-01,1.092590649254771146e-01,1.149328646263656495e-01
2.148429685937187639e+00,2.314488639716557883e-01,8.300182492084680064e-01,8.300182492084680064e-01,1.092447268243731118e-01,1.279855402411851639e-01
2.152430486097219653e+00,2.318859009251419967e-01,8.295896011611877396e-01,8.295896011611877396e-01,1.092296274939393019e-01,1.212001702846421392e-01
2.156431286257251667e+00,2.323228759030749602e-01,8.291607581401289062e-01,8.291607581401289062e-01,1.092137674669397540e-01,1.191248419437751782e-01
2.160432086417283681e+00,2.327597858403215869e-01,8.287317224399836091e-01,8.287317224399836091e-01,1.091971472942764310e-01,1.093989265794901300e-01
2.164432886577315251e+00,2.331966276717965525e-01,8.283024963611466118e-01,8.283024963611466118e-01,1.091797675449615868e-01,1.190160814914071052e-01
2.168433686737347266e+00,2.336333983324623831e-01,8.278730822097142283e-01,8.278730822097142283e-01,1.091616288060896639e-01,9.950030060639390717e-02
2.172434486897379280e+00,2.340700947573292612e-01,8.274434822974854331e-01,8.274434822974854331e-01,1.091427316828100513e-01,1.166528780528405806e-01
2.176435287057411294e+00,2.345067140131733840e-01,8.270136988380926146e-01,8.270136988380926146e-01,1.091230767973800642e-01,1.082505926025685988e-01
2.180436087217443308e+00,2.349432532649871896e-01,8.265837339755520707e-01,8.265837339755520707e-01,1.091026647888124756e-01,1.204117217676069773e-01
2.184436887377475323e+00,2.353797094612204432e-01,8.261535900319042502e-01,8.261535900319042502e-01,1.090814963151526956e-01,1.137416018277313673e-01
2.188437687537507337e+00,2.358160795512538321e-01,8.257232693341718388e-01,8.257232693341718388e-01,1.090595720522992834e-01,9.816077419517575675e-02
2.192438487697539351e+00,2.362523604892914353e-01,8.252927742112768916e-01,8.252927742112768916e-01,1.090368926939155186e-01,1.103168222286506212e-01
2.196439287857571365e+00,2.366885492343605846e-01,8.248621069940414996e-01,8.248621069940414996e-01,1.090134589513645502e-01,1.211956736494824161e-01
2.200440088017603379e+00,2.371246427503120591e-01,8.244312700151870121e-01,8.244312700151870121e-01,1.089892715536444345e-01,9.769693270297644117e-02
2.204440888177635394e+00,2.375606380058198908e-01,8.240002656093344813e-01,8.240002656093344813e-01,1.089643312473237424e-01,1.033729324654770881e-01
2.208441688337667408e+00,2.379965319743815311e-01,8.235690961130045507e-01,8.235690961130045507e-01,1.089386387964768194e-01,1.012519087125993977e-01
2.212442488497699422e+00,2.384323216343176843e-01,8.231377638646174555e-01,8.231377638646174555e-01,1.089121949826191704e-01,9.395573557816155885e-02
2.216443288657731436e+00,2.388680039687725021e-01,8.227062712044929116e-01,8.227062712044929116e-01,1.088850006046432339e-01,1.184976833573401916e-01
2.220444088817763451e+00,2.393035759657133332e-01,8.222746204748505594e-01,8.222746204748505594e-01,1.088570564787539330e-01,1.219670295086141970e-01
2.224444888977795465e+00,2.397390346179310294e-01,8.218428140198092979e-01,8.218428140198092979e-01,1.088283634384043658e-01,1.168287955089746255e-01
