t,E,A,G,dE_dt,dE_dt_noisy
8.137627525505100934e+00,9.677159753625105054e+00,6.271039262806221259e+00,1.819659983410491844e+00,2.820047379033824297e-01,3.061379116535581923e-01
8.143628725745148955e+00,9.678850899726638701e+00,6.271162928492024058e+00,1.823293597573639291e+00,2.815980567408238322e-01,2.553092858206684745e-01
8.149629925985196977e+00,9.680539602361330154e+00,6.271282178737677349e+00,1.826933044601183997e+00,2.811904173810186869e-01,3.420555190904226994e-01
8.155631126225244998e+00,9.682225855788678004e+00,6.271397010544934147e+00,1.830578331044187435e+00,2.807818205149367197e-01,2.859173716660682318e-01
8.161632326465293019e+00,9.683909654272021328e+00,6.271507420918134734e+00,1.834229463446669151e+00,2.803722668341336322e-01,3.382871158696951208e-01
8.167633526705341040e+00,9.685590992078541461e+00,6.271613406864201323e+00,1.837886448345606993e+00,2.799617570307445513e-01,3.961191474680831326e-01
8.173634726945389062e+00,9.687269863479258447e+00,6.271714965392643393e+00,1.841549292270936888e+00,2.795502917974860280e-01,3.179767106804150534e-01
8.179635927185437083e+00,9.688946262749034588e+00,6.271812093515552355e+00,1.845218001745553504e+00,2.791378718276470439e-01,2.528038986491453199e-01
8.185637127425485104e+00,9.690620184166570894e+00,6.271904788247606888e+00,1.848892583285309144e+00,2.787244978150886787e-01,2.574391260455312636e-01
8.191638327665533126e+00,9.692291622014408858e+00,6.271993046606068489e+00,1.852573043399014852e+00,2.783101704542422228e-01,3.074378877731655524e-01
8.197639527905581147e+00,9.693960570578935787e+00,6.272076865610783258e+00,1.856259388588439752e+00,2.778948904401041808e-01,2.922901612947920724e-01
8.203640728145629168e+00,9.695627024150372364e+00,6.272156242284183669e+00,1.859951625348311266e+00,2.774786584682333856e-01,2.358271602905838704e-01
8.209641928385677190e+00,9.697290977022783309e+00,6.272231173651284131e+00,1.863649760166315117e+00,2.770614752347488885e-01,2.436559994534499285e-01
8.215643128625725211e+00,9.698952423494073827e+00,6.272301656739686315e+00,1.867353799523095326e+00,2.766433414363262955e-01,3.099324429004359782e-01
8.221644328865773232e+00,9.700611357865989604e+00,6.272367688579574718e+00,1.871063749892254213e+00,2.762242577701931046e-01,3.935591763132580412e-01
8.227645529105821254e+00,9.702267774444116810e+00,6.272429266203719322e+00,1.874779617740351956e+00,2.758042249341292607e-01,1.442858558687322990e-01
8.233646729345869275e+00,9.703921667537883877e+00,6.272486386647474710e+00,1.878501409526907695e+00,2.753832436264600503e-01,3.115790505175961567e-01
8.239647929585917296e+00,9.705573031460557942e+00,6.272539046948780062e+00,1.882229131704398206e+00,2.749613145460555463e-01,2.644089553949718341e-01
8.245649129825965318e+00,9.707221860529244850e+00,6.272587244148158270e+00,1.885962790718258786e+00,2.745384383923270555e-01,3.135066740793364115e-01
8.251650330066013339e+00,9.708868149064896258e+00,6.272630975288717714e+00,1.889702393006883030e+00,2.741146158652213449e-01,3.175006847684850309e-01
8.257651530306061360e+00,9.710511891392298978e+00,6.272670237416152261e+00,1.893447945001623056e+00,2.736898476652236400e-01,2.763317519171510361e-01
8.263652730546109382e+00,9.712153081840083857e+00,6.272705027578738601e+00,1.897199453126788615e+00,2.732641344933464111e-01,2.224654571422366445e-01
8.269653930786157403e+00,9.713791714740722227e+00,6.272735342827338911e+00,1.900956923799648202e+00,2.728374770511332592e-01,2.029848823759835552e-01
8.275655131026205424e+00,9.715427784430524127e+00,6.272761180215399968e+00,1.904720363430428609e+00,2.724098760406515884e-01,1.787009416109933690e-01
8.281656331266253446e+00,9.717061285249641855e+00,6.272782536798953146e+00,1.908489778422314487e+00,2.719813321644908299e-01,3.330986121762366525e-01
8.287657531506301467e+00,9.718692211542068193e+00,6.272799409636614421e+00,1.912265175171449005e+00,2.715518461257597771e-01,2.610667278379100176e-01
8.293658731746349488e+00,9.720320557655634630e+00,6.272811795789584366e+00,1.916046560066934079e+00,2.711214186280817007e-01,2.441076702601538972e-01
8.299659931986397510e+00,9.721946317942016691e+00,6.272819692321648155e+00,1.919833939490828811e+00,2.706900503755932386e-01,2.568040798342735576e-01
8.305661132226445531e+00,9.723569486756728608e+00,6.272823096299176449e+00,1.923627319818151493e+00,2.702577420729397328e-01,2.032843561531111343e-01
8.311662332466493552e+00,9.725190058459121545e+00,6.272822004791121842e+00,1.927426707416878493e+00,2.698244944252731203e-01,2.850552234013261077e-01
8.317663532706541574e+00,9.726808027412396029e+00,6.272816414869025969e+00,1.931232108647943813e+00,2.693903081382478248e-01,3.353253829404376218e-01
8.323664732946589595e+00,9.728423387983584192e+00,6.272806323607010626e+00,1.935043529865240863e+00,2.689551839180179815e-01,3.258782154565661449e-01
8.329665933186637616e+00,9.730036134543563975e+00,6.272791728081784868e+00,1.938860977415620468e+00,2.685191224712339952e-01,1.902291689098479788e-01
8.335667133426685638e+00,9.731646261467053804e+00,6.272772625372641464e+00,1.942684457638891526e+00,2.680821245050396540e-01,3.362577186954872621e-01
8.341668333666731883e+00,9.733253763132609038e+00,6.272749012561457782e+00,1.946513976867821238e+00,2.676441907270692422e-01,2.294323459907524621e-01
8.347669533906779904e+00,9.734858633922629068e+00,6.272720886732697565e+00,1.950349541428137101e+00,2.672053218454444323e-01,1.715577085833061566e-01
8.353670734146827925e+00,9.736460868223353771e+00,6.272688244973405602e+00,1.954191157638522469e+00,2.667655185687686226e-01,2.052919067982378887e-01
8.359671934386875947e+00,9.738060460424863507e+00,6.272651084373213948e+00,1.958038831810619440e+00,2.663247816061262707e-01,2.179990760438735853e-01
8.365673134626923968e+00,9.739657404921075567e+00,6.272609402024339254e+00,1.961892570249028855e+00,2.658831116670812289e-01,2.655357196500792716e-01
8.371674334866971989e+00,9.741251696109753055e+00,6.272563195021581883e+00,1.965752379251309634e+00,2.654405094616691940e-01,2.138417358123568535e-01
8.377675535107020011e+00,9.742843328392497781e+00,6.272512460462327688e+00,1.969618265107978994e+00,2.649969757003964865e-01,1.894847026614000507e-01
8.383676735347068032e+00,9.744432296174750263e+00,6.272457195446546230e+00,1.973490234102512231e+00,2.645525110942387181e-01,2.513278093376736244e-01
8.389677935587116053e+00,9.746018593865795054e+00,6.272397397076791670e+00,1.977368292511343384e+00,2.641071163546346856e-01,3.603023134943132977e-01
8.395679135827164075e+00,9.747602215878751863e+00,6.272333062458202768e+00,1.981252446603864126e+00,2.636607921934841503e-01,2.285432480740541006e-01
8.401680336067212096e+00,9.749183156630589764e+00,6.272264188698505549e+00,1.985142702642424872e+00,2.632135393231456177e-01,2.864262150956328745e-01
8.407681536307260117e+00,9.750761410542107654e+00,6.272190772908006196e+00,1.989039066882333895e+00,2.627653584564306755e-01,2.667627000179039753e-01
8.413682736547308139e+00,9.752336972037955576e+00,6.272112812199598153e+00,1.992941545571858430e+00,2.623162503066047702e-01,3.952196360163334754e-01
8.419683936787356160e+00,9.753909835546616947e+00,6.272030303688760355e+00,1.996850144952223349e+00,2.618662155873787700e-01,1.669533076044048270e-01
8.425685137027404181e+00,9.755479995500417445e+00,6.271943244493554559e+00,2.000764871257611599e+00,2.614152550129109631e-01,3.161843373736599183e-01
8.431686337267452203e+00,9.757047446335526786e+00,6.271851631734627119e+00,2.004685730715165537e+00,2.609633692977995079e-01,1.968941195077938411e-01
8.437687537507500224e+00,9.758612182491948062e+00,6.271755462535209880e+00,2.008612729544984266e+00,2.605105591570815449e-01,2.308897964560747695e-01
8.443688737747548245e+00,9.760174198413533730e+00,6.271654734021118394e+00,2.012545873960126741e+00,2.600568253062287560e-01,2.552227426365581420e-01
8.449689937987596267e+00,9.761733488547969628e+00,6.271549443320755479e+00,2.016485170166608665e+00,2.596021684611462543e-01,4.189064785510482891e-01
8.455691138227644288e+00,9.763290047346787404e+00,6.271439587565104112e+00,2.020430624363404704e+00,2.591465893381647012e-01,2.209963238239983918e-01
8.461692338467692309e+00,9.764843869265355636e+00,6.271325163887736309e+00,2.024382242742448490e+00,2.586900886540446365e-01,1.642458829916277896e-01
8.467693538707740331e+00,9.766394948762885164e+00,6.271206169424805132e+00,2.028340031488630402e+00,2.582326671259650430e-01,3.231008471430263373e-01
8.473694738947788352e+00,9.767943280302425535e+00,6.271082601315050908e+00,2.032303996779800670e+00,2.577743254715242349e-01,2.158125200550190803e-01
8.479695939187836373e+00,9.769488858350872107e+00,6.270954456699797674e+00,2.036274144786766271e+00,2.573150644087371930e-01,2.451675467242026007e-01
8.485697139427884395e+00,9.771031677378955393e+00,6.270821732722953179e+00,2.040250481673293592e+00,2.568548846560290144e-01,2.556527935088162007e-01
8.491698339667932416e+00,9.772571731870018041e+00,6.270684426588974958e+00,2.044233013532754217e+00,2.563937869501158318e-01,2.612432262291604634e-01
8.497699539907980437e+00,9.774109016361153479e+00,6.270542535770896819e+00,2.048221746152111056e+00,2.559317721075644592e-01,2.474248406897198715e-01
8.503700740148028459e+00,9.775643525363191699e+00,6.270396057448723859e+00,2.052216685621322423e+00,2.554688408502420183e-01,2.688566626489446998e-01
8.509701940388076480e+00,9.777175253384006837e+00,6.270244988755345972e+00,2.056217838077003535e+00,2.550049938848881759e-01,2.743729739966753733e-01
8.515703140628124501e+00,9.778704194935823324e+00,6.270089326831634224e+00,2.060225209643128164e+00,2.545402319203793340e-01,2.972363728312762965e-01
8.521704340868172523e+00,9.780230344535228326e+00,6.269929068826437302e+00,2.064238806431028639e+00,2.540745556677245220e-01,2.327128988727414360e-01
8.527705541108220544e+00,9.781753696703159306e+00,6.269764211896586836e+00,2.068258634539395846e+00,2.536079658400647308e-01,2.161714586723195441e-01
8.533706741348268565e+00,9.783274245964909355e+00,6.269594753206890303e+00,2.072284700054281004e+00,2.531404631526676940e-01,1.999629492193150115e-01
8.539707941588316586e+00,9.784791986850127188e+00,6.269420689930138124e+00,2.076317009049092555e+00,2.526720483229241143e-01,2.823074933313840518e-01
8.545709141828364608e+00,9.786306913892815373e+00,6.269242019247097453e+00,2.080355567584598830e+00,2.522027220703476624e-01,2.498878148105418973e-01
8.551710342068412629e+00,9.787819021631333882e+00,6.269058738346519277e+00,2.084400381708926719e+00,2.517324851165685384e-01,2.793927136879602036e-01
8.557711542308460650e+00,9.789328304608392983e+00,6.268870844425130429e+00,2.088451457457562110e+00,2.512613381853310290e-01,2.781711502761246013e-01
8.563712742548508672e+00,9.790834757371062125e+00,6.268678334687639797e+00,2.092508800853349449e+00,2.507892820024921754e-01,3.350831286702224410e-01
8.569713942788556693e+00,9.792338374470764606e+00,6.268481206346734780e+00,2.096572417906492625e+00,2.503163172960140015e-01,2.606915720743657738e-01
8.575715143028604714e+00,9.793839150463277576e+00,6.268279456623083945e+00,2.100642314614553641e+00,2.498424447959676220e-01,2.874610106304707480e-01
8.581716343268652736e+00,9.795337079908732036e+00,6.268073082745333480e+00,2.104718496962454388e+00,2.493676652345222511e-01,1.892381739197815660e-01
8.587717543508700757e+00,9.796832157371618166e+00,6.267862081950110742e+00,2.108800970922474427e+00,2.488919793459457575e-01,1.948768955364481026e-01
8.593718743748748778e+00,9.798324377420778220e+00,6.267646451482023373e+00,2.112889742454253206e+00,2.484153878666023330e-01,2.328285005763842952e-01
8.599719943988796800e+00,9.799813734629406525e+00,6.267426188593657521e+00,2.116984817504788285e+00,2.479378915349469414e-01,1.871020077442245855e-01
8.605721144228844821e+00,9.801300223575058368e+00,6.267201290545579617e+00,2.121086202008437116e+00,2.474594910915232093e-01,2.819391519810806046e-01
8.611722344468892842e+00,9.802783838839641106e+00,6.266971754606335487e+00,2.125193901886915260e+00,2.469801872789594288e-01,1.803275478652434094e-01
8.617723544708940864e+00,9.804264575009414173e+00,6.266737578052452129e+00,2.129307923049296836e+00,2.464999808419673366e-01,2.499191317787529953e-01
8.623724744948988885e+00,9.805742426674997958e+00,6.266498758168434158e+00,2.133428271392015851e+00,2.460188725273354526e-01,1.231140914523554120e-01
8.629725945189036906e+00,9.807217388431361371e+00,6.266255292246767361e+00,2.137554952798864427e+00,2.455368630839294131e-01,1.902978769136621506e-01
8.635727145429084928e+00,9.808689454877832503e+00,6.266007177587917809e+00,2.141687973140993684e+00,2.450539532626856420e-01,2.281021864492382978e-01
8.641728345669132949e+00,9.810158620618091518e+00,6.265754411500328303e+00,2.145827338276913743e+00,2.445701438166105746e-01,2.316181594733493498e-01
8.647729545909180970e+00,9.811624880260177761e+00,6.265496991300425478e+00,2.149973054052493726e+00,2.440854355007745502e-01,1.545031483324607602e-01
8.653730746149228992e+00,9.813088228416480874e+00,6.265234914312612702e+00,2.154125126300961757e+00,2.435998290723121462e-01,2.490332830269353648e-01
8.659731946389277013e+00,9.814548659703747902e+00,6.264968177869274513e+00,2.158283560842904070e+00,2.431133252904156272e-01,2.918565267255798235e-01
8.665733146629325034e+00,9.816006168743079741e+00,6.264696779310773955e+00,2.162448363486266345e+00,2.426259249163323917e-01,2.750379451782125062e-01
8.671734346869373056e+00,9.817460750159932914e+00,6.264420715985456134e+00,2.166619540026353707e+00,2.421376287133646388e-01,2.092084754914692035e-01
8.677735547109421077e+00,9.818912398584117796e+00,6.264139985249643772e+00,2.170797096245828506e+00,2.416484374468617080e-01,2.122835955384347606e-01
8.683736747349469098e+00,9.820361108649802162e+00,6.263854584467639874e+00,2.174981037914713866e+00,2.411583518842193019e-01,1.818433377992471900e-01
8.689737947589517120e+00,9.821806874995504089e+00,6.263564511011727731e+00,2.179171370790390583e+00,2.406673727948742680e-01,2.721567725254722125e-01
8.695739147829565141e+00,9.823249692264102606e+00,6.263269762262170026e+00,2.183368100617598895e+00,2.401755009503051541e-01,3.122584428379028831e-01
8.701740348069613162e+00,9.824689555102827043e+00,6.262970335607208838e+00,2.187571233128437598e+00,2.396827371240246585e-01,2.133849633489983688e-01
8.707741548309661184e+00,9.826126458163262356e+00,6.262666228443066530e+00,2.191780774042364044e+00,2.391890820915782978e-01,1.542981787441892738e-01
8.713742748549709205e+00,9.827560396101349127e+00,6.262357438173944857e+00,2.195996729066195474e+00,2.386945366305415206e-01,2.486947487607864549e-01
8.719743948789757226e+00,9.828991363577385343e+00,6.262043962212025860e+00,2.200219103894107242e+00,2.381991015205140449e-01,2.735875727258406109e-01
8.725745149029805248e+00,9.830419355256019287e+00,6.261725797977470975e+00,2.204447904207633702e+00,2.377027775431197476e-01,1.015965850568651130e-01
8.731746349269853269e+00,9.831844365806254871e+00,6.261402942898420143e+00,2.208683135675668208e+00,2.372055654820020010e-01,2.441233674636109352e-01
8.737747549509901290e+00,9.833266389901455184e+00,6.261075394410996253e+00,2.212924803954463115e+00,2.367074661228181220e-01,3.449268151068601851e-01
8.743748749749949312e+00,9.834685422219333617e+00,6.260743149959298925e+00,2.217172914687628893e+00,2.362084802532400385e-01,2.772408607247244805e-01
8.749749949989997333e+00,9.836101457441959184e+00,6.260406206995408063e+00,2.221427473506135897e+00,2.357086086629482935e-01,2.632315487090710615e-01
8.755751150230045354e+00,9.837514490255760080e+00,6.260064562979384739e+00,2.225688486028313484e+00,2.352078521436282710e-01,2.553139160098815696e-01
8.761752350470093376e+00,9.838924515351513023e+00,6.259718215379268536e+00,2.229955957859848237e+00,2.347062114889696405e-01,2.878011525537026438e-01
8.767753550710141397e+00,9.840331527424355684e+00,6.259367161671079316e+00,2.234229894593787069e+00,2.342036874946603620e-01,1.871453248043130624e-01
8.773754750950189418e+00,9.841735521173774259e+00,6.259011399338815451e+00,2.238510301810536340e+00,2.337002809583842433e-01,1.914333908365346004e-01
8.779755951190237440e+00,9.843136491303614122e+00,6.258650925874458260e+00,2.242797185077859190e+00,2.331959926798190530e-01,2.535744581245258922e-01
8.785757151430285461e+00,9.844534432522076273e+00,6.258285738777964902e+00,2.247090549950879534e+00,2.326908234606286374e-01,1.984243562361101554e-01
8.791758351670333482e+00,9.845929339541713787e+00,6.257915835557274598e+00,2.251390401972078958e+00,2.321847741044653635e-01,2.451198951152050720e-01
8.797759551910381504e+00,9.847321207079437144e+00,6.257541213728305962e+00,2.255696746671298936e+00,2.316778454169636792e-01,1.360497212354440377e-01
8.803760752150429525e+00,9.848710029856510673e+00,6.257161870814957005e+00,2.260009589565738608e+00,2.311700382057360059e-01,2.690677713914676472e-01
8.809761952390477546e+00,9.850095802598550776e+00,6.256777804349105132e+00,2.264328936159957895e+00,2.306613532803716282e-01,2.730099238903633818e-01
8.815763152630525568e+00,9.851478520035533037e+00,6.256389011870608918e+00,2.268654791945873050e+00,2.301517914524314756e-01,2.323356865572943908e-01
8.821764352870573589e+00,9.852858176901786891e+00,6.255995490927306335e+00,2.272987162402761552e+00,2.296413535354465685e-01,2.378625005928513003e-01
8.827765553110621610e+00,9.854234767935995620e+00,6.255597239075012084e+00,2.277326052997258543e+00,2.291300403449112455e-01,3.101625946300733960e-01
8.833766753350669632e+00,9.855608287881196361e+00,6.255194253877525590e+00,2.281671469183357726e+00,2.286178526982853842e-01,1.744631213041851758e-01
8.839767953590717653e+00,9.856978731484785428e+00,6.254786532906623009e+00,2.286023416402413133e+00,2.281047914149844091e-01,1.824469586007232969e-01
8.845769153830765674e+00,9.858346093498511209e+00,6.254374073742059892e+00,2.290381900083136024e+00,2.275908573163811788e-01,1.729005426206085272e-01
8.851770354070813696e+00,9.859710368678474168e+00,6.253956873971572961e+00,2.294746925641597546e+00,2.270760512258008790e-01,2.058395426630235669e-01
8.857771554310861717e+00,9.861071551785133948e+00,6.253534931190877444e+00,2.299118498481227402e+00,2.265603739685164708e-01,1.760028779180979330e-01
8.863772754550909738e+00,9.862429637583305819e+00,6.253108243003670630e+00,2.303496623992813852e+00,2.260438263717464702e-01,2.278962502311934479e-01
8.869773954790957760e+00,9.863784620842155348e+00,6.252676807021626537e+00,2.307881307554505490e+00,2.255264092646509511e-01,1.929895689646966561e-01
8.875775155031005781e+00,9.865136496335205507e+00,6.252240620864401244e+00,2.312272554531808133e+00,2.250081234783302131e-01,1.525506674955615094e-01
8.881776355271053802e+00,9.866485258840336670e+00,6.251799682159629334e+00,2.316670370277586599e+00,2.244889698458168992e-01,1.469800830370801004e-01
8.887777555511101824e+00,9.867830903139779508e+00,6.251353988542925677e+00,2.321074760132065151e+00,2.239689492020788819e-01,2.845518045461505885e-01
8.893778755751149845e+00,9.869173424020122098e+00,6.250903537657883646e+00,2.325485729422827497e+00,2.234480623840088276e-01,2.200041214863316108e-01
8.899779955991197866e+00,9.870512816272308143e+00,6.250448327156078676e+00,2.329903283464815011e+00,2.229263102304271937e-01,2.115594190136989849e-01
8.905781156231245888e+00,9.871849074691633419e+00,6.249988354697064707e+00,2.334327427560328960e+00,2.224036935820743466e-01,2.237321728522249364e-01
8.911782356471293909e+00,9.873182194077751106e+00,6.249523617948375076e+00,2.338758166999028720e+00,2.218802132816097838e-01,2.177621074894024178e-01
8.917783556711341930e+00,9.874512169234670012e+00,6.249054114585523401e+00,2.343195507057932669e+00,2.213558701736062506e-01,2.591615169527244911e-01
8.923784756951389951e+00,9.875838994970751017e+00,6.248579842292001807e+00,2.347639453001418186e+00,2.208306651045492952e-01,2.489436165143110169e-01
8.929785957191437973e+00,9.877162666098710631e+00,6.248100798759285368e+00,2.352090010081222093e+00,2.203045989228329393e-01,1.908192116051393994e-01
8.935787157431485994e+00,9.878483177457077602e+00,6.247616981765901301e+00,2.356547183440623527e+00,2.197776725005742282e-01,1.786013196399101888e-01
8.941788357671534015e+00,9.879800523981895566e+00,6.247128389405594895e+00,2.361010977829258728e+00,2.192498867939201013e-01,1.649138473658653126e-01
8.947789557911582037e+00,9.881114700531290040e+00,6.246635019426119761e+00,2.365481398400753221e+00,2.187212426594966619e-01,1.561646778489175214e-01
8.953790758151630058e+00,9.882425701954707264e+00,6.246136869533303937e+00,2.369958450356134172e+00,2.181917409419117382e-01,2.882990229454289177e-01
8.959791958391678079e+00,9.883733523107181895e+00,6.245633937446752881e+00,2.374442138877101094e+00,2.176613824893521842e-01,1.718344207561313119e-01
8.965793158631726101e+00,9.885038158849328127e+00,6.245126220899845038e+00,2.378932469126025406e+00,2.171301681535826589e-01,1.161778784765003097e-01
8.971794358871774122e+00,9.886339604047353902e+00,6.244613717639734496e+00,2.383429446245950878e+00,2.165980987899382981e-01,1.744238756970617754e-01
8.977795559111822143e+00,9.887637853573044922e+00,6.244096425427349217e+00,2.387933075360593627e+00,2.160651752573250484e-01,1.766470905417405202e-01
8.983796759351870165e+00,9.888932902303775307e+00,6.243574342037392810e+00,2.392443361574341676e+00,2.155313984182147813e-01,2.320239791262047602e-01
8.989797959591918186e+00,9.890224745122502270e+00,6.243047465258342754e+00,2.396960309972255843e+00,2.149967691386414081e-01,1.706976398493724179e-01
8.995799159831966207e+00,9.891513376917769662e+00,6.242515792892450399e+00,2.401483925620068849e+00,2.144612882881949956e-01,2.411989416400285302e-01
9.001800360072014229e+00,9.892798792583706202e+00,6.241979322755742743e+00,2.406014213564186210e+00,2.139249567400255403e-01,2.333513054701032707e-01
9.007801560312062250e+00,9.894080987020027251e+00,6.241438052678020654e+00,2.410551178831685348e+00,2.133877753708294245e-01,2.767292512725772480e-01
9.013802760552110271e+00,9.895359955132029484e+00,6.240891980502861536e+00,2.415094826430315589e+00,2.128497450608572983e-01,3.211993990145335376e-01
9.019803960792158293e+00,9.896635691830597992e+00,6.240341104087615776e+00,2.419645161348499940e+00,2.123108666939003131e-01,3.547560729504466992e-01
9.025805161032206314e+00,9.897908192032200958e+00,6.239785421303407631e+00,2.424202188555331539e+00,2.117711411572928970e-01,2.793128733014311749e-01
9.031806361272254335e+00,9.899177450658893207e+00,6.239224930035137007e+00,2.428765913000578092e+00,2.112305693419054275e-01,1.532455532780740703e-01
9.037807561512302357e+00,9.900443462638312653e+00,6.238659628181479455e+00,2.433336339614677879e+00,2.106891521421461189e-01,1.904791824920695209e-01
9.043808761752350378e+00,9.901706222903685628e+00,6.238089513654883511e+00,2.437913473308741974e+00,2.101468904559498085e-01,2.225291976065150168e-01
9.049809961992398399e+00,9.902965726393819779e+00,6.237514584381572469e+00,2.442497318974554243e+00,2.096037851847825095e-01,3.130101603845981684e-01
9.055811162232446421e+00,9.904221968053111169e+00,6.236934838301545270e+00,2.447087881484570016e+00,2.090598372336315292e-01,2.428908538634903802e-01
9.061812362472494442e+00,9.905474942831537177e+00,6.236350273368574726e+00,2.451685165691917856e+00,2.085150475110064683e-01,2.686836677411458818e-01
9.067813562712542463e+00,9.906724645684663599e+00,6.235760887550209297e+00,2.456289176430398236e+00,2.079694169289330041e-01,1.992718228483429388e-01
9.073814762952590485e+00,9.907971071573641098e+00,6.235166678827769537e+00,2.460899918514482643e+00,2.074229464029490044e-01,2.369371712184823453e-01
9.079815963192638506e+00,9.909214215465203424e+00,6.234567645196354313e+00,2.465517396739317135e+00,2.068756368521046385e-01,2.427852496506161806e-01
9.085817163432686527e+00,9.910454072331670972e+00,6.233963784664832808e+00,2.470141615880718344e+00,2.063274891989539395e-01,1.835120644257993983e-01
9.091818363672734549e+00,9.911690637150949001e+00,6.233355095255852518e+00,2.474772580695175694e+00,2.057785043695565808e-01,2.446449025522739740e-01
9.097819563912782570e+00,9.912923904906527639e+00,6.232741575005834811e+00,2.479410295919851404e+00,2.052286832934691052e-01,2.587692129797822815e-01
9.103820764152830591e+00,9.914153870587480100e+00,6.232123221964973148e+00,2.484054766272579151e+00,2.046780269037449251e-01,1.967597401659541279e-01
9.109821964392878613e+00,9.915380529188469794e+00,6.231500034197239302e+00,2.488705996451864966e+00,2.041265361369303255e-01,2.550338628428714949e-01
9.115823164632926634e+00,9.916603875709741445e+00,6.230872009780376253e+00,2.493363991136888114e+00,2.035742119330594679e-01,2.859719474490650670e-01
9.121824364872974655e+00,9.917823905157124642e+00,6.230239146805904404e+00,2.498028754987498878e+00,2.030210552356525033e-01,2.063360521594931329e-01
9.127825565113022677e+00,9.919040612542033841e+00,6.229601443379117143e+00,2.502700292644220781e+00,2.024670669917107979e-01,2.024831758805469006e-01
9.133826765353070698e+00,9.920253992881473692e+00,6.228958897619083501e+00,2.507378608728249247e+00,2.019122481517139356e-01,1.864313834003919479e-01
9.139827965593118719e+00,9.921464041198026607e+00,6.228311507658645496e+00,2.512063707841452054e+00,2.013565996696182747e-01,1.703911268183196659e-01
9.145829165833166741e+00,9.922670752519863413e+00,6.227659271644421679e+00,2.516755594566368881e+00,2.008001225028483994e-01,2.086076798351319539e-01
9.151830366073214762e+00,9.923874121880743360e+00,6.227002187736803585e+00,2.521454273466212648e+00,2.002428176122975634e-01,1.796514750209392552e-01
9.157831566313262783e+00,9.925074144320003455e+00,6.226340254109959282e+00,2.526159749084867290e+00,1.996846859623248038e-01,1.840856530423086446e-01
9.163832766553310805e+00,9.926270814882572679e+00,6.225673468951828937e+00,2.530872025946890425e+00,1.991257285207478356e-01,1.604511648127316392e-01
9.169833966793358826e+00,9.927464128618963102e+00,6.225001830464130137e+00,2.535591108557510243e+00,1.985659462588420521e-01,1.217635412609600065e-01
9.175835167033406847e+00,9.928654080585268105e+00,6.224325336862352565e+00,2.540317001402629060e+00,1.980053401513373057e-01,1.511431355650220132e-01
9.181836367273454869e+00,9.929840665843171266e+00,6.223643986375762438e+00,2.545049708948820211e+00,1.974439111764120236e-01,2.138937826742660642e-01
9.187837567513502890e+00,9.931023879459937476e+00,6.222957777247399846e+00,2.549789235643329821e+00,1.968816603156932077e-01,1.377247416193521923e-01
9.193838767753550911e+00,9.932203716508421820e+00,6.222266707734078750e+00,2.554535585914075924e+00,1.963185885542474418e-01,1.639198938757165380e-01
9.199839967993598933e+00,9.933380172067057146e+00,6.221570776106388756e+00,2.559288764169649788e+00,1.957546968805840004e-01,2.778627032280878706e-01
9.205841168233646954e+00,9.934553241219868269e+00,6.220869980648693343e+00,2.564048774799313701e+00,1.951899862866467439e-01,2.515157745105063292e-01
9.211842368473694975e+00,9.935722919056459546e+00,6.220164319659132524e+00,2.568815622173002744e+00,1.946244577678135634e-01,1.599536551495820691e-01
9.217843568713742997e+00,9.936889200672025524e+00,6.219453791449617519e+00,2.573589310641324790e+00,1.940581123228866112e-01,2.242270836616519769e-01
9.223844768953789242e+00,9.938052081167342067e+00,6.218738394345837861e+00,2.578369844535557842e+00,1.934909509540990724e-01,1.609766537287417032e-01
9.229845969193837263e+00,9.939211555648771679e+00,6.218018126687255176e+00,2.583157228167656694e+00,1.929229746671010659e-01,2.743024329969757646e-01
9.235847169433885284e+00,9.940367619228263507e+00,6.217292986827105850e+00,2.587951465830244935e+00,1.923541844709638626e-01,1.630694997040860184e-01
9.241848369673933306e+00,9.941520267023346236e+00,6.216562973132402803e+00,2.592752561796618060e+00,1.917845813781724473e-01,1.958704163962167732e-01
9.247849569913981327e+00,9.942669494157140520e+00,6.215828083983931940e+00,2.597560520320745692e+00,1.912141664046229650e-01,2.604545972171099510e-01
9.253850770154029348e+00,9.943815295758348327e+00,6.215088317776253035e+00,2.602375345637268467e+00,1.906429405696186130e-01,1.492491025953035511e-01
9.259851970394077370e+00,9.944957666961256493e+00,6.214343672917702399e+00,2.607197041961500261e+00,1.900709048958667546e-01,2.552976152777993724e-01
9.265853170634125391e+00,9.946096602905738493e+00,6.213594147830391101e+00,2.612025613489426856e+00,1.894980604094764765e-01,1.486254934309045872e-01
9.271854370874173412e+00,9.947232098737252670e+00,6.212839740950202305e+00,2.616861064397705938e+00,1.889244081399514830e-01,2.008341953834696381e-01
9.277855571114221434e+00,9.948364149606842233e+00,6.212080450726796599e+00,2.621703398843667543e+00,1.883499491201896525e-01,1.735692144779096557e-01
9.283856771354269455e+00,9.949492750671133479e+00,6.211316275623607552e+00,2.626552620965314944e+00,1.877746843864804838e-01,1.833494325563027050e-01
9.289857971594317476e+00,9.950617897092342901e+00,6.210547214117843495e+00,2.631408734881322431e+00,1.871986149784964359e-01,1.952031299799396324e-01
9.295859171834365497e+00,9.951739584038266528e+00,6.209773264700488404e+00,2.636271744691037533e+00,1.866217419392951493e-01,1.829045223363699735e-01
