t,N,P,R,dN_dt,dN_dt_noisy
3.068613722744549221e+01,6.660289195242329185e+01,1.023251351201641235e+00,1.260322555911719933e+00,1.409819994372690388e+01,1.575686354454208882e+01
3.072614522904581236e+01,6.716348019780819811e+01,1.025921704089648001e+00,1.275095356496350307e+00,1.392509073619575943e+01,1.291711273726726539e+01
3.076615323064612895e+01,6.771708247695119098e+01,1.028627982688008258e+00,1.289883675153542075e+00,1.374900946268698121e+01,1.194804361403147297e+01
3.080616123224644909e+01,6.826358419787482035e+01,1.031369984564548981e+00,1.304685509525650211e+00,1.357017315426973170e+01,1.448895203843760981e+01
3.084616923384676923e+01,6.880287945794123061e+01,1.034147512858036189e+00,1.319498887308042878e+00,1.338879779041755214e+01,1.432294220920883987e+01
3.088617723544708937e+01,6.933487104385243072e+01,1.036960376278175833e+00,1.334321866249107202e+00,1.320509780077929918e+01,1.244291447471107404e+01
3.092618523704740952e+01,6.985947022182327260e+01,1.039808388890888446e+00,1.349152537177335853e+00,1.301928565165439444e+01,1.152642863875787604e+01
3.096619323864772966e+01,7.037659664997613618e+01,1.042691369710812221e+00,1.363989032044151450e+00,1.283157141448539562e+01,1.275938082328763556e+01
3.100620124024804980e+01,7.088617862864116148e+01,1.045609143230310956e+00,1.378829515035153719e+00,1.264216222880312657e+01,1.086425683959337718e+01
3.104620924184836994e+01,7.138815241024398972e+01,1.048561539128454623e+00,1.393672183972966661e+00,1.245126211096763491e+01,1.208229746430888341e+01
3.108621724344869008e+01,7.188246217747338562e+01,1.051548392255767794e+00,1.408515270484740567e+00,1.225907156123741437e+01,1.004815936122563258e+01
3.112622524504901023e+01,7.236906004328119479e+01,1.054569542634229862e+00,1.423357040002152019e+00,1.206578717717391669e+01,1.179784141360555338e+01
3.116623324664933037e+01,7.284790605088235793e+01,1.057624835457275481e+00,1.438195791761404330e+00,1.187160128091067079e+01,9.720251010714692441e+00
3.120624124824965051e+01,7.331896817375486819e+01,1.060714121089793682e+00,1.453029858803226659e+00,1.167670156051553576e+01,1.140786195907824840e+01
3.124624924984997065e+01,7.378222155686214023e+01,1.063837254777953323e+00,1.467857609268701458e+00,1.148127103048356368e+01,1.296578229099424284e+01
3.128625725145029079e+01,7.423764857906832049e+01,1.066994096515921253e+00,1.482677450955990350e+00,1.128548770420003677e+01,1.098479247843424567e+01
3.132626525305061094e+01,7.468523886476256735e+01,1.070184511220326318e+00,1.497487827135228100e+00,1.108952429684138608e+01,1.182476287870632703e+01
3.136627325465093108e+01,7.512498845191556995e+01,1.073408368525035739e+00,1.512287214919093570e+00,1.089354829819097503e+01,1.021647155343251256e+01
3.140628125625125122e+01,7.555689979201072504e+01,1.076665542781133578e+00,1.527074125262796178e+00,1.069772173587478648e+01,9.769238696768367092e+00
3.144628925785157136e+01,7.598098175004408006e+01,1.079955913056920291e+00,1.541847102964076344e+00,1.050220095052069169e+01,8.967122576488659291e+00
3.148629725945189151e+01,7.639724960452439007e+01,1.083279363137913620e+00,1.556604726663205041e+00,1.030713638286506928e+01,1.130944484571864628e+01
3.152630526105221165e+01,7.680572501055701196e+01,1.086635781515512100e+00,1.571345608844562536e+00,1.011267238936682489e+01,1.001569265878579529e+01
3.156631326265253179e+01,7.720643471518262402e+01,1.090025060949361801e+00,1.586068397642554251e+00,9.918947639806317440e+00,1.150126590758522660e+01
3.160632126425285193e+01,7.759941106495831775e+01,1.093447098581701304e+00,1.600771778977058135e+00,9.726094746804104574e+00,8.506276236602294816e+00
3.164632926585317207e+01,7.798469156218774856e+01,1.096901795938143520e+00,1.615454471644537149e+00,9.534240330609431879e+00,9.269147929706941014e+00
3.168633726745349222e+01,7.836231837026657843e+01,1.100389058797943687e+00,1.630115226501206216e+00,9.343505134529838330e+00,9.379691922584488140e+00
3.172634526905381236e+01,7.873233831368257540e+01,1.103908797193999813e+00,1.644752826463031115e+00,9.154003929743183221e+00,1.052217562834456643e+01
3.176635327065413250e+01,7.909480287801555676e+01,1.107460925412852681e+00,1.659366086505729587e+00,8.965845428350197821e+00,1.074278007961062009e+01
3.180636127225445264e+01,7.944976820720381738e+01,1.111045361993892699e+00,1.673953853661979130e+00,8.779132205887126617e+00,8.084538848337210482e+00
3.184636927385477279e+01,7.979729419713817151e+01,1.114662029445690816e+00,1.688515007372840326e+00,8.593961080838870004e+00,7.413677168989281974e+00
3.188637727545509293e+01,8.013744436247452541e+01,1.118310854170455171e+00,1.703048462184806322e+00,8.410423143203864527e+00,6.626577665008447582e+00
3.192638527705541307e+01,8.047028582550431963e+01,1.121991766542296931e+00,1.717553163604862210e+00,8.228603731019846990e+00,9.517326899744359636e+00
3.196639327865573321e+01,8.079588876715469326e+01,1.125704700767058641e+00,1.732028086475051909e+00,8.048582688924179607e+00,7.912588458037367545e+00
3.200640128025604980e+01,8.111432642698855489e+01,1.129449594882313779e+00,1.746472234972477722e+00,7.870434364893076129e+00,7.172957450889368758e+00
3.204640928185636994e+01,8.142567510320458268e+01,1.133226390757366975e+00,1.760884642609305439e+00,7.694227611523133170e+00,7.592787604887444530e+00
3.208641728345669009e+01,8.173001411421887497e+01,1.137035034081427032e+00,1.775264372183864570e+00,7.520025811991653875e+00,4.911117339382450986e+00
3.212642528505701023e+01,8.202742485693700303e+01,1.140875474061755046e+00,1.789610516160225151e+00,7.347887392205824320e+00,5.571254366521642076e+00
3.216643328665733037e+01,8.231799099778528728e+01,1.144747663480717437e+00,1.803922198505151231e+00,7.177865755012313720e+00,8.061668041885022618e+00
3.220644128825765051e+01,8.260179816789076312e+01,1.148651558644895099e+00,1.818198570303089401e+00,7.010009479938157817e+00,7.354042033790118893e+00
3.224644928985797065e+01,8.287893371221919381e+01,1.152587119313373432e+00,1.832438808850548773e+00,6.844362504348748821e+00,6.942441997441073376e+00
3.228645729145829080e+01,8.314948668957497091e+01,1.156554308697741673e+00,1.846642117656100091e+00,6.680964175175659214e+00,5.627277264751322505e+00
3.232646529305861094e+01,8.341354787260119963e+01,1.160553093462093344e+00,1.860807726440376841e+00,6.519849302217904707e+00,7.055194351090035454e+00
3.236647329465893108e+01,8.367120955477534494e+01,1.164583443657511541e+00,1.874934890938808385e+00,6.361048320734242090e+00,8.086953646268232987e+00
3.240648129625925122e+01,8.392256475043167541e+01,1.168645332454118835e+00,1.889022894112472706e+00,6.204587801541944003e+00,4.927319565572812365e+00
3.244648929785957137e+01,8.416770757853608131e+01,1.172738736284173022e+00,1.903071045619947554e+00,6.050490310299722729e+00,6.012327181682014299e+00
3.248649729945989151e+01,8.440673285627950406e+01,1.176863634708573247e+00,1.917078678268143488e+00,5.898774708471814066e+00,5.410590980108167969e+00
3.252650530106021165e+01,8.463973605490615171e+01,1.181020010401918841e+00,1.931045147852744615e+00,5.749456255741785426e+00,6.057068090531284810e+00
3.256651330266053179e+01,8.486681329971354160e+01,1.185207849152509541e+00,1.944969833158209038e+00,5.602546687528915825e+00,5.563121474034080194e+00
3.260652130426085193e+01,8.508806136680526322e+01,1.189427139861049865e+00,1.958852135947982021e+00,5.458054293947443014e+00,5.257434338796093343e+00
3.264652930586117208e+01,8.530357718641282361e+01,1.193677874354184709e+00,1.972691480696804556e+00,5.315984286925195867e+00,4.380168940167874503e+00
3.268653730746149222e+01,8.551345765528273546e+01,1.197960047340158374e+00,1.986487316507367984e+00,5.176338994930167026e+00,5.106753740743055658e+00
3.272654530906181236e+01,8.571779972153802873e+01,1.202273656419599268e+00,2.000239113730095664e+00,5.039117899196371653e+00,4.370826739741882072e+00
3.276655331066213250e+01,8.591670020204912817e+01,1.206618702006006405e+00,2.013946362556253700e+00,4.904317825888607096e+00,4.703921246787174937e+00
3.280656131226245265e+01,8.611025578243391010e+01,1.210995187325748956e+00,2.027608573017951610e+00,4.771933031097232103e+00,4.654419253755002650e+00
3.284656931386277279e+01,8.629856301705764565e+01,1.215403118418066919e+00,2.041225274988143212e+00,4.641955284239438484e+00,5.242250803890866173e+00
3.288657731546309293e+01,8.648171824437386590e+01,1.219842504096223745e+00,2.054796017996800117e+00,4.514374001012543047e+00,3.878056669453318950e+00
3.292658531706341307e+01,8.665981704103202787e+01,1.224313355734770958e+00,2.068320371864434737e+00,4.389176656021605893e+00,4.011756452584235078e+00
3.296659331866373321e+01,8.683295443447872231e+01,1.228815687370704568e+00,2.081797926793984566e+00,4.266348740505762294e+00,5.284315642276864899e+00
3.300660132026405336e+01,8.700122480817367432e+01,1.233349515604793334e+00,2.095228290082729483e+00,4.145873902801538335e+00,3.873546707181847459e+00
3.304660932186437350e+01,8.716472187211785183e+01,1.237914859585082183e+00,2.108611085900433668e+00,4.027734047905483727e+00,3.711769827403310185e+00
3.308661732346469364e+01,8.732353866285346555e+01,1.242511741006893322e+00,2.121945955289345598e+00,3.911909417174543435e+00,4.722179564582204669e+00
3.312662532506501378e+01,8.747776754344084793e+01,1.247140184112809358e+00,2.135232556164045725e+00,3.798378665939315724e+00,4.016904850847594410e+00
3.316663332666533393e+01,8.762749997048551620e+01,1.251800215570283203e+00,2.148470562969494679e+00,3.687119084144653947e+00,3.724361708025590190e+00
3.320664132826565407e+01,8.777282622852662541e+01,1.256491864399497116e+00,2.161659668229345854e+00,3.578106838385012978e+00,3.744302323552510803e+00
3.324664932986597421e+01,8.791383564722953281e+01,1.261215162011060986e+00,2.174799580170224456e+00,3.471316912952210565e+00,2.178296607079459601e+00
3.328665733146629435e+01,8.805061654304198271e+01,1.265970142129649201e+00,2.187890021161425391e+00,3.366723218918275862e+00,3.774926867908872108e+00
3.332666533306661449e+01,8.818325621919404966e+01,1.270756840793999976e+00,2.200930727714910162e+00,3.264298664730706179e+00,4.538096631934310565e+00
3.336667333466693464e+01,8.831184096569815267e+01,1.275575296356916910e+00,2.213921450485311304e+00,3.164015224602128029e+00,3.693931669010410257e+00
3.340668133626725478e+01,8.843645604464619225e+01,1.280425549472880453e+00,2.226861954185030967e+00,3.065844014111418048e+00,1.459666953286112623e+00
3.344668933786757492e+01,8.855718539330820249e+01,1.285307642932658423e+00,2.239752017624661917e+00,2.969755543924446961e+00,3.205015841584780922e+00
3.348669733946789506e+01,8.867411162226319732e+01,1.290221621718683487e+00,2.252591434719890984e+00,2.875719785789591754e+00,1.922994867363979177e+00
3.352670534106821520e+01,8.878731615957642020e+01,1.295167532951736922e+00,2.265380011534048776e+00,2.783706143276234890e+00,2.510366517913961815e+00
3.356671334266853535e+01,8.889687924029627197e+01,1.300145425863016069e+00,2.278117565811137002e+00,2.693683517845778752e+00,2.777593237936816895e+00
3.360672134426885549e+01,8.900287990645442449e+01,1.305155351794134999e+00,2.290803926975825355e+00,2.605620366110929176e+00,1.368589843391354810e+00
3.364672934586917563e+01,8.910539600706573538e+01,1.310197364197122960e+00,2.303438936133453296e+00,2.519484755083397864e+00,3.811590195251405078e+00
3.368673734746949577e+01,8.920450416720051123e+01,1.315271518600790834e+00,2.316022445892249593e+00,2.435244435590029788e+00,2.323582776953041940e+00
3.372674534906981592e+01,8.930027952584913464e+01,1.320377872468512681e+00,2.328554320900548369e+00,2.352867064348680870e+00,3.103273454289250388e+00
3.376675335067013606e+01,8.939279584451824689e+01,1.325516485280744172e+00,2.341034437822534287e+00,2.272320184834799583e+00,2.865800043475645431e+00
3.380676135227045620e+01,8.948212563244437945e+01,1.330687418460639426e+00,2.353462682946034779e+00,2.193571194961049464e+00,3.496927866270227447e+00
3.384676935387077634e+01,8.956834014612549311e+01,1.335890735364996695e+00,2.365838952054862165e+00,2.116587393541925266e+00,3.268355767822041624e+00
3.388677735547109648e+01,8.965150938932100644e+01,1.341126501284259032e+00,2.378163150428810546e+00,2.041336024672926186e+00,5.281758343880731399e-01
3.392678535707141663e+01,8.973170211305179578e+01,1.346394783442513621e+00,2.390435192843658463e+00,1.967784320411245069e+00,1.972595223375742890e+00
3.396679335867173677e+01,8.980898578894171180e+01,1.351695650953709027e+00,2.402655003365183450e+00,1.895899559483313013e+00,-2.765059571591095278e-01
3.400680136027205691e+01,8.988342639795041578e+01,1.357029174710651764e+00,2.414822516073044323e+00,1.825649246290653060e+00,1.341872264642444135e+00
3.404680936187237705e+01,8.995508855927988634e+01,1.362395427461033037e+00,2.426937674595794903e+00,1.757001064948403801e+00,2.435423751042229856e+00
3.408681736347269720e+01,9.002403566358768217e+01,1.367794483737676314e+00,2.439000430197445723e+00,1.689922828503084951e+00,2.568219481303680496e+00
3.412682536507301734e+01,9.009032987423110228e+01,1.373226419854650215e+00,2.451010741726966646e+00,1.624382512729876993e+00,2.878208470944331410e+00
3.416683336667333748e+01,9.015403212726721449e+01,1.378691313907268956e+00,2.462968575618289080e+00,1.560348289328728377e+00,1.148570639679037164e+00
3.420684136827365762e+01,9.021520213145282696e+01,1.384189245772091681e+00,2.474873905890304204e+00,1.497788557761722039e+00,1.783752638879589458e+00
3.424684936987397776e+01,9.027389836093213660e+01,1.389720297073483657e+00,2.486726713976668890e+00,1.436671980764811174e+00,1.500345611596766826e+00
3.428685737147429791e+01,9.033017789365844408e+01,1.395284551079134960e+00,2.498526989294330924e+00,1.376967621551191456e+00,2.610654433327145973e+00
3.432686537307461805e+01,9.038409648670420893e+01,1.400882092773976018e+00,2.510274729082220269e+00,1.318644922122282459e+00,2.873944912809444752e+00
3.436687337467493819e+01,9.043570874724298392e+01,1.406513008798905284e+00,2.521969936583345007e+00,1.261673616596785230e+00,8.701403179172157998e-01
3.440688137627525833e+01,9.048506813676026184e+01,1.412177387445741727e+00,2.533612620976074759e+00,1.206023753636922713e+00,4.957658720903280525e+00
3.444688937787557848e+01,9.053222697105360339e+01,1.417875318657225270e+00,2.545202797374140236e+00,1.151665720569623019e+00,1.115624986390237661e+00
3.448689737947589862e+01,9.057723642023249511e+01,1.423606894027016123e+00,2.556740486826633685e+00,1.098570266463403833e+00,6.996818331690912718e-01
3.452690538107621876e+01,9.062014651248691166e+01,1.429372206788240396e+00,2.568225716240026379e+00,1.046708521713186180e+00,1.614548558460404237e+00
3.456691338267653890e+01,9.066100605663412182e+01,1.435171351708629528e+00,2.579658518494040376e+00,9.960520715143719173e-01,1.723244456572208483e+00
3.460692138427685904e+01,9.069986258110691324e+01,1.441004425148592283e+00,2.591038933111286635e+00,9.465730170148800582e-01,1.462187271777036113e+00
3.464692938587717919e+01,9.073676256023799169e+01,1.446871525023562199e+00,2.602367004380964577e+00,8.982438429411159220e-01,2.185672094302568702e-01
3.468693738747749933e+01,9.077175143748027608e+01,1.452772750789562251e+00,2.613642781121825021e+00,8.510374200114041443e-01,2.294838391528808863e+00
3.472694538907781947e+01,9.080487362540705476e+01,1.458708203443204621e+00,2.624866316682172407e+00,8.049270220368693884e-01,8.307508859316824479e-01
3.476695339067813961e+01,9.083617250571185764e+01,1.464677985521691816e+00,2.636037668939862577e+00,7.598863422443695725e-01,2.270356508926429484e+00
3.480696139227845975e+01,9.086569042920852723e+01,1.470682201102815778e+00,2.647156900302304994e+00,7.158895088464474199e-01,2.082451370360574927e+00
3.484696939387877990e+01,9.089346872541781863e+01,1.476720955749164954e+00,2.658224077506283756e+00,6.729110936325373160e-01,-6.259441357013217910e-01
3.488697739547910004e+01,9.091954756127537962e+01,1.482794356473163155e+00,2.669239272510387284e+00,6.309262217184192778e-01,-3.733869052124250132e-01
3.492698539707942018e+01,9.094396608487173239e+01,1.488902511777556725e+00,2.680202561555550034e+00,5.899104879366854348e-01,-4.343226498737360330e-01
3.496699339867974032e+01,9.096676254394695604e+01,1.495045531613525602e+00,2.691114024229976476e+00,5.498398895520368868e-01,7.769174501433794289e-01
3.500700140028006047e+01,9.098797428594706105e+01,1.501223527380636469e+00,2.701973743468637057e+00,5.106908380874131126e-01,5.428049605882114825e-01
3.504700940188038061e+01,9.100763775802413136e+01,1.507436611926843861e+00,2.712781805553264203e+00,4.724401706225256348e-01,7.200154101565152676e-01
3.508701740348070075e+01,9.102578850703625335e+01,1.513684899548488838e+00,2.723538300112355426e+00,4.350651605459407989e-01,-3.976456488368895759e-01
3.512702540508102089e+01,9.104246118224051543e+01,1.519968505987990826e+00,2.734243320101505059e+00,3.985435259611582737e-01,8.056908918765639527e-01
3.516703340668134103e+01,9.105768954203196586e+01,1.526287548359001267e+00,2.744896961700129534e+00,3.628534351219041554e-01,1.747958044890163265e+00
3.520704140828166118e+01,9.107150631936413276e+01,1.532642145170057590e+00,2.755499325207707795e+00,3.279736069175918090e-01,-1.025621107728148074e+00
3.524704940988198132e+01,9.108394342313883385e+01,1.539032416322978714e+00,2.766050513687889012e+00,2.938831830098012077e-01,8.008793936223490562e-02
3.528705741148230146e+01,9.109503199574558607e+01,1.545458483092240431e+00,2.776550632569017907e+00,2.605616969737551969e-01,4.915674514770143055e-01
3.532706541308262160e+01,9.110480241306160565e+01,1.551920468124977415e+00,2.786999789644130754e+00,2.279890819655525647e-01,8.093850338519711918e-02
3.536707341468294175e+01,9.111328428445189331e+01,1.558418495440981211e+00,2.797398095070958490e+00,1.961456780004287026e-01,-1.798176675846627215e-02
3.540708141628325478e+01,9.112050645276914906e+01,1.564952690432700910e+00,2.807745661371923607e+00,1.650122388552981434e-01,1.917276223400569135e+00
3.544708941788357492e+01,9.112649699666992831e+01,1.571523179863689057e+00,2.818042603420403136e+00,1.345699370382131832e-01,1.401637441823017527e+00
3.548709741948389507e+01,9.113128325202377766e+01,1.578130091804792468e+00,2.828289038341624817e+00,1.048003556605463515e-01,9.381952989866985115e-01
3.552710542108421521e+01,9.113489167721505169e+01,1.584773555651500576e+00,2.838485086342156016e+00,7.568558588857943192e-02,-7.015139775028800262e-01
3.556711342268453535e+01,9.113734803120975414e+01,1.591453702129706604e+00,2.848630869567363888e+00,4.720811128602608875e-02,2.272814831257879309e+00
3.560712142428485549e+01,9.113867743486994755e+01,1.598170663277252324e+00,2.858726511723260977e+00,1.935077128738971197e-02,3.652534340097763899e-01
3.564712942588517564e+01,9.113890437095371055e+01,1.604924572443928499e+00,2.868772138076503886e+00,-7.903233968617584537e-03,-6.008791768092787144e-01
3.568713742748549578e+01,9.113805268411516636e+01,1.611715564291474445e+00,2.878767875454396385e+00,-3.457033906849904525e-02,-3.869476205373350575e-01
3.572714542908581592e+01,9.113614558090446849e+01,1.618543774793578915e+00,2.888713852244886304e+00,-6.066660900741016604e-02,-5.649952281651116071e-01
3.576715343068613606e+01,9.113320562976780081e+01,1.625409341235878991e+00,2.898610198396567306e+00,-8.620773511825419178e-02,2.020328908843078253e+00
3.580716143228645620e+01,9.112925478756305608e+01,1.632312402188466960e+00,2.908457045307440758e+00,-1.112090491928743319e-01,7.997792648386839454e-02
3.584716943388677635e+01,9.112431431884402855e+01,1.639253097466008890e+00,2.918254526373399216e+00,-1.356854647276817261e-01,-8.636578178493614644e-02
3.588717743548709649e+01,9.111840483125187973e+01,1.646231568174213455e+00,2.928002776679992092e+00,-1.596514978347185476e-01,-2.326263657152964903e+00
3.592718543708741663e+01,9.111154641054491776e+01,1.653247956684380293e+00,2.937701932232691604e+00,-1.831213559737561170e-01,5.406888963035083595e-01
3.596719343868773677e+01,9.110375862203447639e+01,1.660302406632809813e+00,2.947352129949290411e+00,-2.061089359603833771e-01,-1.277604893045574119e+00
3.600720144028805692e+01,9.109506051058498599e+01,1.667395062920802529e+00,2.956953507659905167e+00,-2.286278211733199228e-01,-1.371584454919716034e+00
3.604720944188837706e+01,9.108547060061391676e+01,1.674526071714660391e+00,2.966506204106974742e+00,-2.506912789310238310e-01,3.488664190329853199e-01
3.608721744348869720e+01,9.107500689609177869e+01,1.681695580445685678e+00,2.976010358945260226e+00,-2.723122580321355457e-01,-1.148720775218604828e+00
3.612722544508901734e+01,9.106368688161964542e+01,1.688903737809722250e+00,2.985466112737060307e+00,-2.935033871863437227e-01,5.293315633195770920e-01
3.616723344668933748e+01,9.105152755791874597e+01,1.696150693725155589e+00,2.994873606869726590e+00,-3.142769968657344037e-01,7.946160910827613222e-01
3.620724144828965763e+01,9.103854532025545154e+01,1.703436599333346679e+00,3.004232984230054360e+00,-3.346450345089762024e-01,-2.137039954999852220e+00
3.624724944988997777e+01,9.102475608136413143e+01,1.710761607018560948e+00,3.013544388442740640e+00,-3.546191464708172703e-01,-5.037291813391149287e-01
3.628725745149029791e+01,9.101017533750956545e+01,1.718125870395800892e+00,3.022807963530795838e+00,-3.742107212033971564e-01,-1.961028690114555717e+00
3.632726545309061805e+01,9.099481816848697235e+01,1.725529544310806074e+00,3.032023853915541078e+00,-3.934308876029684043e-01,-4.683648704177255651e-01
3.636727345469093819e+01,9.097869923762199562e+01,1.732972784840053793e+00,3.041192204416610867e+00,-4.122905134681662531e-01,4.869074650380595948e-01
3.640728145629125834e+01,9.096183279177068925e+01,1.740455749290758636e+00,3.050313160251949984e+00,-4.308002040662346488e-01,-1.807627569971459014e+00
3.644728945789157848e+01,9.094423266131956041e+01,1.747978596200872925e+00,3.059386867037816593e+00,-4.489703008039382937e-01,1.340189509934970991e+00
3.648729745949189862e+01,9.092591226020171291e+01,1.755541485339081165e+00,3.068413470788713848e+00,-4.668108800106667289e-01,-7.914520188900296960e-01
3.652730546109221876e+01,9.090688462091502231e+01,1.763144577678522396e+00,3.077393117838596481e+00,-4.843317755047404916e-01,-1.681899575544383518e+00
3.656731346269253891e+01,9.088716229816652969e+01,1.770788035378282999e+00,3.086325955398662835e+00,-5.015425119769316709e-01,-6.408598639577853806e-01
3.660732146429285905e+01,9.086675743694600271e+01,1.778472021813616744e+00,3.095212131074369655e+00,-5.184523504699640739e-01,2.583223772549392283e-01
3.664732946589317919e+01,9.084568185491586689e+01,1.786196701568037337e+00,3.104051792469756155e+00,-5.350703434359527222e-01,-1.928003639463916397e+00
3.668733746749349933e+01,9.082394704241121985e+01,1.793962240433319533e+00,3.112845087187445792e+00,-5.514053338683373440e-01,-5.656712950166314924e-01
3.672734546909381947e+01,9.080156416243977446e+01,1.801768805409498020e+00,3.121592162828646710e+00,-5.674659545044740128e-01,-1.957278450777253376e+00
3.676735347069413962e+01,9.077854405068195831e+01,1.809616564704868313e+00,3.130293166993149079e+00,-5.832606270966502748e-01,6.042855444278507626e-01
3.680736147229445976e+01,9.075489721549078581e+01,1.817505687735986530e+00,3.138948247279328641e+00,-5.987975617493095370e-01,-4.609246689166658362e-01
3.684736947389477990e+01,9.073063383789200032e+01,1.825436345127669169e+00,3.147557551284143607e+00,-6.140847563208033932e-01,-1.056769610634200607e+00
3.688737747549510004e+01,9.070576377990134631e+01,1.833408708710670965e+00,3.156121226578557870e+00,-6.291300015135510293e-01,3.883564728675230615e-01
3.692738547709542019e+01,9.068029659775000084e+01,1.841422951488122184e+00,3.164639420816911741e+00,-6.439408892098361648e-01,-1.950552148807665809e+00
3.696739347869574033e+01,9.065424144874427270e+01,1.849479247644230329e+00,3.173112282079383117e+00,-6.585247490035328610e-01,-1.070211542609280198e+00
3.700740148029606047e+01,9.062760721708310996e+01,1.857577772560970786e+00,3.181539958224740783e+00,-6.728887331502484415e-01,1.154629833857856669e+00
3.704740948189638061e+01,9.060040253403074928e+01,1.865718702817161789e+00,3.189922596806360033e+00,-6.870398298234459133e-01,-8.301062102875143012e-01
3.708741748349670075e+01,9.057263577791670173e+01,1.873902216188465975e+00,3.198260345072223121e+00,-7.009848627449084546e-01,6.365760681125054443e-01
3.712742548509702090e+01,9.054431507413578117e+01,1.882128491647388602e+00,3.206553349964920141e+00,-7.147304908584013461e-01,-5.389945405369347409e-01
3.716743348669734104e+01,9.051544829514806167e+01,1.890397709363279111e+00,3.214801758121648145e+00,-7.282832080451839829e-01,-1.447908169729916761e+00
3.720744148829766118e+01,9.048604306047890589e+01,1.898710050702330454e+00,3.223005715874212029e+00,-7.416493428803248023e-01,-1.007870713994401646e+00
3.724744948989798132e+01,9.045610673671896507e+01,1.907065698227578654e+00,3.231165369249023644e+00,-7.548350584285294929e-01,-6.979010168621367916e-01
3.728745749149830147e+01,9.042564644278635910e+01,1.915464835698638790e+00,3.239280863953395873e+00,-7.678463556261023726e-01,-1.197860071269006177e+00
3.732746549309862161e+01,9.039466907130076834e+01,1.923907648051351504e+00,3.247352345446617772e+00,-7.806890874681799986e-01,-1.625390817228419493e+00
3.736747349469894175e+01,9.036318119466464793e+01,1.932394321383998026e+00,3.255379959281283320e+00,-7.933688955451856373e-01,-1.595760573642335700e+00
3.740748149629926189e+01,9.033118916886083127e+01,1.940925042987705629e+00,3.263363850571948888e+00,-8.058912801149764604e-01,-2.310359216878672406e+00
3.744748949789958203e+01,9.029869915747858045e+01,1.949500001349519396e+00,3.271304163902603257e+00,-8.182616161923563780e-01,-7.291583462535027316e-01
3.748749749949990218e+01,9.026571713171361466e+01,1.958119386152402219e+00,3.279201043326664511e+00,-8.304851534426065385e-01,-4.584043085377658144e-01
3.752750550110022232e+01,9.023224887036808184e+01,1.966783388275235689e+00,3.287054632366982698e+00,-8.425670161013858461e-01,-1.152671140526605464e-01
3.756751350270054246e+01,9.019829995985060123e+01,1.975492199792818981e+00,3.294865074015838946e+00,-8.545122029204019753e-01,-2.682098448651334621e+00
3.760752150430086260e+01,9.016387579417623499e+01,1.984246013975869971e+00,3.302632510734945459e+00,-8.663255871381192463e-01,-8.245786560870116411e-02
3.764752950590118274e+01,9.012898157496645979e+01,1.993045025291024119e+00,3.310357084455445520e+00,-8.780119164749233818e-01,-9.171179892334292427e-01
3.768753750750150289e+01,9.009362231144923783e+01,2.001889429400835585e+00,3.318038936577913933e+00,-8.895758131522670809e-01,-2.340191765019512093e+00
3.772754550910182303e+01,9.005780283634966565e+01,2.010779423166509261e+00,3.325678207951321408e+00,-9.010217845928094604e-01,-8.251866721447034259e-01
3.776755351070214317e+01,9.002152778512352427e+01,2.019715204621248539e+00,3.333275039113980043e+00,-9.123542094398278124e-01,-1.197593982767484189e-01
3.780756151230246331e+01,8.998480155835976291e+01,2.028696972964367795e+00,3.340829570282393579e+00,-9.235773124727622019e-01,-4.231565812902569057e-01
3.784756951390278346e+01,8.994762840881183763e+01,2.037724928599029983e+00,3.348341940991616639e+00,-9.346952231580214487e-01,-2.313679855256750573e-01
3.788757751550310360e+01,8.991001244490632871e+01,2.046799273133458552e+00,3.355812290084392302e+00,-9.457119780291733946e-01,-2.237754292262694733e-02
3.792758551710342374e+01,8.987195763074289800e+01,2.055920209380938779e+00,3.363240755711150332e+00,-9.566315207262325870e-01,-8.267426586628379148e-02
3.796759351870374388e+01,8.983346778609436001e+01,2.065087941359816881e+00,3.370627475330010281e+00,-9.674577020508907665e-01,-1.024907750899971326e+00
3.800760152030406402e+01,8.979454658640663922e+01,2.074302674293500015e+00,3.377972585706778830e+00,-9.781942800372274149e-01,-3.082424888531775320e+00
3.804760952190438417e+01,8.975519756279875594e+01,2.083564614610456722e+00,3.385276222914950672e+00,-9.888449200376667747e-01,-1.770076492460813222e+00
3.808761752350470431e+01,8.971542410206286888e+01,2.092873969944217372e+00,3.392538522335708073e+00,-9.994131948238882401e-01,-6.648170564419599859e-01
3.812762552510502445e+01,8.967522944666423257e+01,2.102230949133372384e+00,3.399759618657922644e+00,-1.009902584702221162e+00,-1.500775406076674034e+00
3.816763352670534459e+01,8.963461670081635191e+01,2.111635762225936297e+00,3.406939645869675903e+00,-1.020316481700131561e+00,-3.559342733911916579e-01
3.820764152830566474e+01,8.959358884113832744e+01,2.121088620480246156e+00,3.414078737377581607e+00,-1.030658196779063118e+00,-2.538400917956404879e-01
3.824764952990598488e+01,8.955214864724754875e+01,2.130589736306500281e+00,3.421177026166871471e+00,-1.040930913637494903e+00,-1.013575302308337145e+00
3.828765753150630502e+01,8.951029877893751063e+01,2.140139323328993814e+00,3.428234644456419122e+00,-1.051137740461415504e+00,8.080493619066986266e-01
3.832766553310662516e+01,8.946804178887416015e+01,2.149737596395997041e+00,3.435251723660618151e+00,-1.061281718502113058e+00,-2.056814660053588817e+00
