N,P,L,L_noisy
1.170692022562741519e+00,1.318426260932845651e+01,4.128186857721630965e+00,4.130515326451395630e+00
3.685464539580668664e+00,2.372522446716986622e+01,3.091174644813379224e+00,3.094804254007757383e+00
3.618766235622383309e+00,2.797279024867319919e+01,3.179245000422835421e+00,3.186287512182680359e+00
2.596253879332624948e+01,4.711838632755492640e+00,1.979128029275820211e+00,1.972311888108395861e+00
1.089023312585541881e+01,1.024356800715992222e+01,2.243676682688297674e+00,2.241216336542101839e+00
3.289556006372713615e+00,2.184234183430571719e+01,3.166074053107527764e+00,3.163847586582451576e+00
4.940301839864337019e+00,1.761440248258504226e+01,2.743608793165277504e+00,2.742043389727381264e+00
1.841098128834841363e+00,2.534610127116870260e+01,3.995947773986927576e+00,3.983826598410554087e+00
2.795101816972789521e+01,1.934693694280904808e+01,2.080573005837409450e+00,2.080035025362925172e+00
2.427881968414765890e+00,2.873271737752550692e+01,3.670121652071502982e+00,3.655595785737125514e+00
1.878710083623994009e+01,2.464175997018764264e+01,2.199529181369258790e+00,2.200964648358749720e+00
7.337945340330237265e+00,1.492346065584224668e+01,2.470149145945955915e+00,2.472783384522307948e+00
2.128201437840577981e+01,1.467241177007353592e+01,2.112972378056657607e+00,2.115909489757017869e+00
2.135231331682236444e+00,7.344883353572938312e+00,2.993305663882792622e+00,2.987230255563565251e+00
2.753716813854111933e+00,2.614481988939661505e+01,3.452590931422315990e+00,3.457316170514095344e+00
2.268241048154826967e+00,3.052938773710545561e+01,3.805281112608370542e+00,3.800911576262622216e+00
1.477669215317134999e+01,2.887266352039445039e+01,2.296140753028708570e+00,2.289956617266141414e+00
2.476090085511484418e+01,1.859553651708509747e+01,2.102376661850713813e+00,2.097427516984313289e+00
1.462779931452061710e+01,2.812158578316443069e+01,2.296138706492771409e+00,2.291853515185300338e+00
3.174426708772438044e+00,2.370832594897467338e+00,2.276101892787759873e+00,2.276919439979482096e+00
1.490147940488823330e+01,1.086386601928429485e+01,2.163751417295329826e+00,2.167831470815604344e+00
9.939208688064143260e+00,2.864772538960501880e+00,2.070613280271429879e+00,2.060063000044073611e+00
4.188585837779196908e+00,1.713721636591907682e+01,2.853938645223535353e+00,2.851192260035222859e+00
1.059868256605078107e+00,3.358777158216657455e+00,2.901593648677724069e+00,2.906063506934185803e+00
1.324160114105951802e+00,1.758538813955235014e+01,4.219885328079792330e+00,4.220866302793612412e+00
8.920091201970270944e+00,5.006956566509056294e+00,2.180935194364267637e+00,2.183444060811602583e+00
1.128128911384973065e+00,2.852999545060253084e+01,5.040125595779984202e+00,5.032602240932066984e+00
4.958495432648827972e+00,2.672581874387960355e+01,2.876696478629022113e+00,2.881440165694707733e+00
1.345671827142153631e+01,1.297183795570886744e+01,2.215356313371251495e+00,2.207511592498760500e+00
7.272767235811081754e+00,2.145202564335390605e+01,2.559457567054192140e+00,2.560407924374338062e+00
6.070268417159393692e+00,2.149514064078982756e+01,2.666934860632292015e+00,2.673741147586731870e+00
1.436345462212556434e+00,1.907241335013254968e+01,4.161914190752451503e+00,4.171310942701686564e+00
8.170230270351392932e-01,2.843400308700563883e+01,5.823426995937924566e+00,5.825984678688156393e+00
5.744693282924150379e-01,2.131349784566657135e+01,6.262964259912084053e+00,6.267369105921875239e+00
6.044629685466313962e-01,1.434398371529708882e+01,5.421960067093539060e+00,5.418928408922679907e+00
1.291453320723060072e+00,1.252484742781214955e+01,3.934240648876368152e+00,3.931833428215188775e+00
4.904719300095433887e+00,7.214568018427626406e+00,2.472952979654939210e+00,2.478800096511877271e+00
2.833593779665786627e+00,2.070286936138732159e+00,2.256030134012795063e+00,2.256038165925157379e+00
1.153157886232328622e+00,9.158666745830009503e+00,3.779149211888059412e+00,3.778512642768754315e+00
1.726607084117558255e+00,1.964144926429322524e+01,3.899061182857449293e+00,3.892008392356514079e+00
3.304795295482925166e+00,2.394228460161543381e+01,3.203466029326454301e+00,3.204218984215927879e+00
1.317073857089959610e+01,1.059375790776269088e+00,1.932659181661886105e+00,1.935888498697299287e+00
7.333499059282634569e+00,3.048916779864995519e+01,2.638867532484466150e+00,2.634896685108263803e+00
5.911616125991221438e-01,2.933704737052691769e+01,6.797837643765952897e+00,6.795302244653709245e+00
3.590737102989625118e+00,2.077552252824326828e+01,3.059653418840936556e+00,3.067555701821040870e+00
1.070781977573411092e+00,3.106310547954817736e+01,5.261577460772312698e+00,5.262468791518056577e+00
1.655739985388200353e+01,2.662839662759510784e+00,1.987815899960478250e+00,1.986372931732553138e+00
1.872680007675284841e+01,8.726272086561406738e+00,2.086678013670518528e+00,2.080993099723821960e+00
4.844486543934099387e+00,4.068700233537955846e+00,2.315408241439449011e+00,2.312310346283043661e+00
1.019564923550727364e+01,2.375839595184902464e+01,2.413265663069441569e+00,2.412015681814234203e+00
8.320903831526752725e+00,2.877429647116452927e+01,2.551955505876188468e+00,2.558801145132257204e+00
1.417183038879453427e+01,3.063684529745589913e+01,2.319724275233975952e+00,2.316671801743064751e+00
1.565837063870742840e+00,2.024063168841033189e+01,4.074275489896094449e+00,4.083247168733424637e+00
1.278436927847244942e+00,1.371974513127047146e+01,4.035890744522290241e+00,4.031247305437536177e+00
1.061745391829064999e+01,4.722059319492274199e+00,2.130075378577301670e+00,2.128287444553171426e+00
2.537246899297279512e+01,6.998888298494401639e+00,2.013427969789180594e+00,2.017645688028735229e+00
1.281211574314479629e+00,1.240833823644662992e+01,3.936544612100379759e+00,3.935343637444704168e+00
5.111613672348954474e+00,8.079060213735775875e+00,2.486412774448889973e+00,2.482261464236886983e+00
4.641673740965710948e+00,3.122880813982911619e+01,2.985268159550850786e+00,2.984608942493442552e+00
2.307878951864048123e+00,7.522309604384726178e+00,2.946486930907085799e+00,2.948730493374230655e+00
1.078962281693364211e+01,2.202251430934513809e+00,2.023272107777803974e+00,2.014693436703558937e+00
8.575718173224496921e-01,5.847563245619622485e+00,3.620878943752857904e+00,3.619636262024114703e+00
2.291109641992379764e+00,1.955152784685922907e+00,2.282911798895845834e+00,2.282365115773587583e+00
2.920604404721667269e+00,1.890099001332573359e+00,2.217359011649312706e+00,2.215340272849684489e+00
2.474843571696509770e+01,4.932621774233467704e+00,1.988833689135080185e+00,1.992510469466975076e+00
8.236935113541868247e+00,2.526731893840573306e+01,2.529203983124858723e+00,2.526361222277279328e+00
9.186761111760494813e+00,2.240993777819946331e+01,2.449757576678472049e+00,2.447935002435540408e+00
2.997435706399589961e+01,3.330497813283827213e+00,1.939043698765585244e+00,1.939231911702397948e+00
1.265367985120949390e+00,1.692512672269909402e+01,4.257634907661125290e+00,4.261279153132703001e+00
5.917409714872594151e+00,1.821235865366230655e+01,2.636955422268093763e+00,2.635849609179855335e+00
7.769781096223110639e-01,2.686473162541623694e+01,5.869069153313499321e+00,5.876652139668007813e+00
9.725538752207333326e-01,1.801846574029956471e+01,4.802275115827032259e+00,4.797736524326913887e+00
8.645509556567535725e+00,3.086649050445544518e+01,2.546014530053412717e+00,2.552447101815082942e+00
1.471273690918291166e+01,3.020411815743687711e+01,2.303894526165130241e+00,2.299605418409576885e+00
6.753272640905983337e+00,2.172291742660596725e+01,2.604716794789891487e+00,2.603901462380012077e+00
5.369225983917775835e+00,2.378778312759157743e+01,2.779322985951446334e+00,2.781143216878283919e+00
1.273007665781954501e+01,2.460809355501270090e+01,2.327953110349342047e+00,2.338227309655640518e+00
2.507868557060783132e+01,3.156469558277494158e+01,2.147248817973734791e+00,2.151727948707000238e+00
2.211507486804477196e+01,1.896959678365807633e+01,2.129669869172074570e+00,2.127640554924290051e+00
1.371190672507503017e+01,6.160562901030005811e+00,2.110906654949572747e+00,2.117402250527531393e+00
2.933195408722533148e+00,1.381223341763193702e+01,3.059725201660464577e+00,3.058656677135996205e+00
1.152465090232041689e+01,1.913262593406304646e+01,2.325808436266740387e+00,2.321851206985241944e+00
1.302444490207218752e+00,1.017230037255730579e+01,3.729227808091199581e+00,3.731471231550132828e+00
2.025374285533797902e+01,7.806317981004530893e+00,2.060452078093011341e+00,2.060924432333177680e+00
1.571737108970701291e+00,2.358684583405631585e+01,4.198541111253506486e+00,4.203309443089822572e+00
2.768485826129042593e+01,2.979597023232991759e+01,2.118518029051859042e+00,2.115769337231122371e+00
1.719524869340679274e+00,2.020639897271139418e+01,3.927380787362192649e+00,3.929288304850497404e+00
1.474178296717130632e+00,1.295627821298644378e+01,3.783408836766067651e+00,3.786581583430241427e+00
1.981577516265616845e+00,3.117059377639331430e+01,4.030108547656887197e+00,4.031498775454640970e+00
3.644396927227219418e+00,2.294232431376990533e+01,3.087714266218331893e+00,3.087569348557875237e+00
1.134898517892287018e+00,3.129143848293190899e+01,5.133044079776040824e+00,5.129555987905585646e+00
1.472006500893992209e+00,3.016716852224569223e+01,4.538033623692649954e+00,4.542552382649426512e+00
1.867567742741493220e+01,1.531619317463705165e+01,2.147990195423460591e+00,2.148676317925022783e+00
2.264631266921208308e+01,1.923470101543205857e+01,2.125486968168302404e+00,2.127968488030846483e+00
9.446239160757925468e-01,1.334627964486971408e+01,4.484661996467075085e+00,4.482908105262771947e+00
3.046205791405049990e+00,1.696849430913198020e+01,3.123439598082129010e+00,3.123504656535839974e+00
2.789461814567859133e+00,2.015861524841760044e+01,3.299676884190352322e+00,3.294490744231828749e+00
1.485228695791814957e+01,1.019500783946409506e+01,2.156494712331679775e+00,2.156922338807358841e+00
7.469403037995847150e+00,1.423637295084794196e+01,2.451053481043684812e+00,2.454879532661956354e+00
2.657846039715220154e+00,2.670579768062894388e+01,3.508179124734853271e+00,3.508644091165252554e+00
1.262962381190442507e+01,2.355676660038603032e+01,2.324256150322402181e+00,2.328553114374993349e+00
5.956895641704803346e+00,5.836549239897170338e+00,2.336188907447941610e+00,2.337753459858554983e+00
1.178272385284121704e+00,4.763605176957323550e+00,3.142360462988944558e+00,3.149179746139040947e+00
1.283461220554764282e+01,2.675156540690714024e+01,2.337579822465117640e+00,2.336629574304353696e+00
3.364681315669738382e+00,1.181998637762583648e+01,2.875262849800536813e+00,2.867069698667772393e+00
1.888435453751854354e+01,2.979425195936119408e+01,2.219431092928042748e+00,2.221593534073470710e+00
7.618109868245490190e+00,1.074535319645994136e+01,2.380508332386506609e+00,2.379682384947118923e+00
9.283904057805150156e-01,4.384602723763531884e+00,3.238322289349552907e+00,3.233450822438139749e+00
1.107780816757929365e+01,2.882944223042752796e+01,2.410777150222187526e+00,2.414033477011801487e+00
5.400596622831332461e+00,1.387483127467803889e+01,2.614076461327234924e+00,2.615398107023508167e+00
4.591770726572694805e+00,2.026634288043785759e+01,2.843239848595863428e+00,2.845466541605536470e+00
2.788218870578421438e+00,1.093519538679353253e+01,2.989803405952052184e+00,2.988141526198118569e+00
7.545519085282482052e+00,2.029321657186421746e+01,2.526623373511282633e+00,2.527608609332521628e+00
6.479012538371315966e-01,2.353991980465674416e+01,6.129540571378809588e+00,6.130812266599586557e+00
3.934252988985635469e+00,3.130901120365938439e+01,3.141718511976321793e+00,3.150591787509030350e+00
2.303787651755256860e+01,2.661369002741714507e+00,1.950610726247696380e+00,1.947190927425402895e+00
1.156790625634344316e+00,3.027810548655680734e+01,5.051473008905789541e+00,5.051420537908002828e+00
8.761945388990247663e-01,1.824947002203525415e+01,5.027950736902477402e+00,5.029770035963825769e+00
2.684956588578420345e+00,5.619058463492867972e+00,2.696443511704946783e+00,2.687819577074469723e+00
4.195059705818872331e+00,3.096547156466204243e+01,3.074783139864905479e+00,3.066768298027764406e+00
2.336091708023220637e+00,2.522812027249685585e+01,3.643281611395457809e+00,3.654110703249596970e+00
3.626522290196793286e+00,7.204995564081516868e+00,2.627502591175195690e+00,2.618666996406887382e+00
7.918300486736120192e+00,2.262801592689567087e+01,2.525828364721169006e+00,2.528703010444445454e+00
1.284251871517590082e+01,2.814837670672934067e+01,2.345116975641002632e+00,2.340875848610679988e+00
6.176002615506831495e-01,1.321754634878863044e+01,5.238814006660253320e+00,5.234998206146497246e+00
2.386228646614581450e+00,2.628260200662826840e+00,2.399809380223973054e+00,2.389896755702611397e+00
6.310390453502050079e+00,2.066050218056631138e+00,2.095178885045182682e+00,2.090675192183555797e+00
5.447048122987973029e-01,1.984306658302483317e+00,2.668626052079816180e+00,2.672547945157334404e+00
2.436599838960097486e+01,3.107461415790026038e+01,2.153092005912569107e+00,2.146148291707986377e+00
6.893608655965239862e+00,1.704007552158424588e+01,2.532997192699191658e+00,2.535974327100900538e+00
3.642335060884677844e+00,1.854423736380119259e+00,2.168103234765720533e+00,2.169669723512463566e+00
3.134300563926058381e+00,2.328020742125077369e+00,2.273069421978366922e+00,2.283160933475128829e+00
9.137269524582559699e-01,2.054620892356811268e+01,5.098360660695684388e+00,5.095987992779395626e+00
6.558151134878400512e-01,2.502742722131532460e+01,6.205020319491977077e+00,6.211337389687991539e+00
8.125157843052942752e+00,2.824072197312859345e+01,2.561028732984560907e+00,2.565473077755767939e+00
2.197642845777860643e+01,4.862396291124326808e+00,2.003885510673258263e+00,2.002452168586666748e+00
1.282097480432007153e+01,1.615792657316446679e+01,2.262039458125058022e+00,2.253724678180377250e+00
5.459074947980495640e-01,9.373997856870921908e+00,4.860702987232723871e+00,4.868250189130656658e+00
5.864916849402305177e-01,2.910064279102117624e+01,6.806235316248640643e+00,6.799413371719422727e+00
4.079006090114188687e+00,2.874261211877617228e+01,3.072513752708724510e+00,3.070146672945610611e+00
5.227816391192544820e+00,6.037518408202950937e+00,2.394951123890751710e+00,2.399367006590752638e+00
5.986122783175207296e+00,3.183235918475581983e+01,2.786744455530200337e+00,2.792324233374166909e+00
1.805820766788495746e+01,1.736291358157379960e+01,2.170638111905014433e+00,2.166410878424224418e+00
1.974745706127040634e+01,2.862702397060336779e+01,2.201815037862114632e+00,2.201655029432623589e+00
2.871343388888930193e+01,5.291359732380905179e+00,1.975059819296688612e+00,1.973766927086341827e+00
1.959863277227040790e+00,9.428236044115795522e+00,3.222162201071683274e+00,3.228069993949595151e+00
3.404958950156993236e+00,5.068543129632876010e+00,2.527478267512864196e+00,2.540001434383768686e+00
2.922760366530106779e+01,1.334265619663153046e+01,2.042356108964076267e+00,2.033206674836476768e+00
8.796724369007437261e+00,2.024559170892512228e+01,2.449802628957293837e+00,2.454384743507215028e+00
6.325545300649780822e-01,1.143821247935814611e+01,4.954703312582108055e+00,4.940412435697574267e+00
2.071525607418799808e+01,9.277455033988996291e+00,2.073146064154600232e+00,2.073216396015423513e+00
6.244639936159464888e+00,2.538690204560244013e+01,2.694237523818304503e+00,2.688693601198558714e+00
1.105146078643998830e+00,2.471099391187354399e+01,4.919386725820023010e+00,4.929345819770572845e+00
2.076274918954578830e+00,2.175330143945990713e+01,3.708699498367427516e+00,3.709531341008932781e+00
5.322744218490399248e+00,2.100054129037616946e+01,2.747270688903053593e+00,2.743586830163274648e+00
7.239148292383969618e+00,3.115688799425114297e+01,2.652193241074886298e+00,2.649696676801342132e+00
2.687245574899731704e+00,3.066891385505349632e+01,3.571119181137664800e+00,3.568242702377453668e+00
1.053302370363222451e+01,2.166291493808513380e+01,2.382658109835935178e+00,2.383599667878748551e+00
4.430126804329296064e+00,1.182026920878978338e+01,2.684084393645626676e+00,2.683293651293728210e+00
2.705433206357520604e+01,1.525596533521146192e+01,2.067231146923727891e+00,2.070510574793635428e+00
1.646702314979290804e+01,2.186421499611214614e+01,2.224166711437236987e+00,2.231868016846860314e+00
9.244094158668662020e-01,2.628075606697688826e+01,5.400613440620629646e+00,5.404120500855166931e+00
7.625626180842806079e-01,1.273193577062187742e+01,4.791153533979860768e+00,4.785023518741340354e+00
1.646928395233123865e+01,2.295045501060245741e+01,2.230155053739935944e+00,2.222036019707505972e+00
6.020146493619471073e+00,2.331134075547450379e+01,2.694755798151299508e+00,2.690978700523020795e+00
2.721718214274974912e+01,1.748435917163211784e+01,2.077472187210516186e+00,2.082738263532065037e+00
2.978174648436913152e+00,1.997460621590624541e+01,3.225193398371209774e+00,3.223518157602883072e+00
1.041812661026917830e+00,3.040904115366772587e+01,5.301356129112459570e+00,5.298018265017076622e+00
5.817560101408959516e-01,8.527857225672086372e+00,4.605914617744374162e+00,4.606606030533403562e+00
1.163134367815322179e+01,2.776055161010451044e+01,2.383303629217711439e+00,2.376225999469754324e+00
7.038457861328686338e-01,2.494412225207424072e+01,6.010115119911591641e+00,6.004418481303245514e+00
6.981153711004853157e+00,5.097428186676363993e+00,2.252770965584829366e+00,2.255322592710876872e+00
5.023838876523398334e+00,8.877346592481282883e+00,2.522394913222141710e+00,2.520879145757600526e+00
1.032843065482069278e+01,8.600068349907218135e+00,2.231299057301086464e+00,2.229032876090633941e+00
2.384248037692355382e+01,1.705494289737179514e+01,2.102623891825141644e+00,2.104212066951724136e+00
1.316864190958976444e+00,1.174111454997745874e+01,3.847063008946107754e+00,3.844138652930203737e+00
3.606725374032208276e+00,1.805442616219212226e+01,2.996655780824981186e+00,2.993224325592168000e+00
1.084828376045424037e+01,1.822178933184733296e+01,2.340755463559401672e+00,2.338456412746733104e+00
1.144968226265886457e+00,3.171313925883432816e+01,5.127924928743908595e+00,5.130938031689466605e+00
7.287533894726391237e-01,1.651950014176887294e+01,5.266951962097152773e+00,5.267251061775758636e+00
8.798238905746293970e-01,2.911797375618301942e+01,5.665068016372173609e+00,5.659095028448792419e+00
2.268047580505474059e+01,3.046959286683563306e+01,2.169871976601257302e+00,2.168356692028611477e+00
1.266739800573510699e+01,2.760196961932787474e+01,2.347520647215953993e+00,2.350761766848210588e+00
1.135875701267296867e+00,2.597482215981220577e+01,4.917839079745343511e+00,4.927192839461127960e+00
5.336104761488758008e-01,2.528944627647883792e+01,6.806315178326692639e+00,6.800603408366082903e+00
6.809397351226689210e+00,1.312145511494595951e+01,2.475950878774414665e+00,2.477643555244657403e+00
1.867966682041892090e+00,2.451587065215684902e+01,3.948220691036063990e+00,3.946926949651987204e+00
1.271474883964375913e+00,2.684678084095795114e+01,4.717342581870743956e+00,4.721470179054804817e+00
1.131905343937180897e+00,1.487735350796689460e+01,4.308566519496680236e+00,4.310814294383260581e+00
3.456671628319551548e+00,2.280742810027775036e+01,3.136262506788292992e+00,3.143623391326996863e+00
2.030228196892392312e+00,8.272497043037139619e+00,3.106889381651366300e+00,3.109486636162739348e+00
2.348651380536643885e+01,5.340051864976913976e+00,2.002399388484373599e+00,1.999673821923229067e+00
5.072283625074058833e+00,3.078658858471016657e+01,2.904906459722337519e+00,2.902213493831441227e+00
1.993106172076535287e+01,1.830482181556220667e+01,2.151183170800327282e+00,2.153210921348912787e+00
2.203522062196704923e+01,2.651901890310059073e+01,2.163759906111906162e+00,2.165734622059029224e+00
1.993157953802602833e+01,3.050246383999103017e+01,2.206010062551476913e+00,2.217999748889404099e+00
3.846835909422766431e+00,2.245775684568515373e+01,3.028836963393317205e+00,3.037218626991645021e+00
5.446870790171900900e+00,2.480050839255547857e+01,2.781705428198167240e+00,2.775837536436291941e+00
4.456184241167028937e+00,8.787534662751603776e+00,2.582309392655428582e+00,2.584060516634296256e+00
5.432522552821901218e-01,2.356724275653153455e+01,6.611232821828642692e+00,6.604577877521800033e+00
2.408963566918113131e+01,2.827082526182278244e+01,2.147187761496621494e+00,2.138909377018024749e+00
9.281785005805310851e-01,8.308047129430548239e+00,3.942803741171035714e+00,3.946521471178249474e+00
4.820569224103675943e+00,4.805582257378602229e+00,2.363279928537076469e+00,2.366038666202302299e+00
8.181277890909983697e+00,2.507193906875463441e+01,2.531120778508343161e+00,2.525927939536658062e+00
1.250665594392203239e+01,1.630646256610761569e+00,1.972728418017211771e+00,1.980946851707704459e+00
4.603888840206034949e+00,5.069964084546671579e+00,2.396356399014191840e+00,2.391468549366690510e+00
6.845510059896938948e+00,1.186551927140219931e+01,2.449438859281078518e+00,2.443600217375345274e+00
1.478071850797967990e+01,7.248148027816615269e+00,2.115013600480882605e+00,2.118276691587982707e+00
6.970449044248518078e+00,3.049497034877876445e+01,2.670868757580186159e+00,2.671973450308763987e+00
7.668591651727516556e+00,1.756186486197782770e+01,2.485561456772117594e+00,2.484758916767273451e+00
1.650455182402740206e+01,9.693178985481987198e+00,2.125246048976109137e+00,2.124910719811604398e+00
6.753160190357679893e-01,1.679080039559126991e+00,2.475468700427981616e+00,2.476587704384274335e+00
4.178100277731693346e+00,1.809438583030503978e+01,2.875874297014593850e+00,2.875176397085849711e+00
5.574212470867183633e-01,1.773056499823590215e+01,5.986591815193295751e+00,5.985729290851890205e+00
9.293033745669568857e-01,1.192857330873377464e+01,4.373628287271083437e+00,4.364148503827751213e+00
5.618995967479454290e-01,1.700465603472480325e+01,5.888696136743892140e+00,5.881986329913844180e+00
1.734915809235533501e+01,1.706487219685191548e+01,2.179282491975040426e+00,2.182337239826654063e+00
1.928832117471422247e+00,7.229624752482513017e+00,3.065623700760497172e+00,3.062102196308263746e+00
4.222990576347659619e+00,2.854991577710088535e+01,3.037576305600334425e+00,3.040302271895892972e+00
1.255549071300518627e+01,1.470984486704503880e+01,2.254867464107241926e+00,2.261044783603470165e+00
8.393300161588490127e+00,1.262691264470476860e+01,2.374580718819807590e+00,2.372805964687565439e+00
2.218693945934657563e+01,6.163566023963101159e+00,2.023128730167802480e+00,2.024543579074518096e+00
3.714625586803638413e+00,8.346555103124185138e+00,2.668832447608929570e+00,2.679214829842822887e+00
8.871778359600977382e+00,2.099634502660526181e+01,2.453179156734728306e+00,2.456653834946295856e+00
1.745697756801615341e+01,1.016366175754559542e+01,2.118060895411661093e+00,2.127270264565417790e+00
7.755012905648123178e-01,7.249581831243890662e+00,3.993335971875843438e+00,4.001003007145413903e+00
3.423288826655160211e+00,1.694516529570547902e+01,3.015482296689694586e+00,3.019249098437300383e+00
7.168645508658565424e-01,2.412055191698155809e+01,5.906922635292626289e+00,5.906363166485507854e+00
4.890315529650195003e+00,8.711414298848193738e+00,2.530457101512924911e+00,2.526247133846747150e+00
1.803680662222445052e+00,1.146957985622738008e+01,3.441487208083452209e+00,3.435928718135840221e+00
1.561360038006757556e+01,1.005433024069117387e+00,1.919265082352199725e+00,1.921696727025606011e+00
3.402687244707903957e+00,1.594314021095255995e+01,2.994364162323452483e+00,2.996705079206826383e+00
9.741424904163605847e-01,2.843568065208316753e+01,5.378477777813273519e+00,5.377604666773110331e+00
1.786365018431936491e+01,2.911076298141371410e+01,2.233795360745609138e+00,2.238037692651042132e+00
2.859060001618302316e+00,2.566937608408890981e+01,3.397817951137673376e+00,3.394795265565957454e+00
5.420253197134585754e-01,7.391494695025511596e+00,4.464169665857538938e+00,4.469720761198094472e+00
1.502240389076214822e+00,1.135107665864333804e+01,3.648233723215314583e+00,3.648433758539245009e+00
2.399820286483342890e+00,3.554563475458891730e+00,2.537168191976449716e+00,2.536986559097546667e+00
5.567194264536725612e-01,1.806814314123895926e+01,6.025602190786890411e+00,6.025600824301992731e+00
8.873797335181704549e-01,2.163981202941763371e+01,5.232062936136701481e+00,5.231569979752778821e+00
1.683478677582760374e+00,8.033697621447146275e+00,3.257470929723589759e+00,3.269912251165233208e+00
1.991792821074785058e+00,2.929275114329004381e+01,3.977105975112735337e+00,3.969048375966997444e+00
2.999524932019244527e+00,1.836648418714054287e+01,3.176742292606713480e+00,3.177628405325622296e+00
1.691139732360323888e+00,8.902885268597845680e+00,3.327538279543678090e+00,3.333758810490373481e+00
1.858517430216513278e+00,1.088866866639286535e+01,3.372332750975541860e+00,3.375920316238404606e+00
3.316010946759415212e+00,2.191351760864496967e+01,3.159540576169380444e+00,3.158030166310843878e+00
2.112319738167816929e+00,1.271167177496735334e+01,3.337270788551292000e+00,3.345971393672376060e+00
1.076968063482397930e+01,6.230324191124680944e+00,2.168481510354865360e+00,2.163139046066036908e+00
1.224142709725735401e+01,1.561390274230016040e+01,2.272224106976471258e+00,2.265692626327880266e+00
5.375053112970074043e-01,7.553192678781205593e+00,4.511376858450130811e+00,4.514217211264792695e+00
9.709446512321410205e-01,2.216485792295378587e+01,5.065809569724511796e+00,5.058537220718346994e+00
7.586122342648624617e-01,1.416464076130411875e+01,4.955643327112879248e+00,4.943753578348045963e+00
2.120429929717350337e+00,9.186702102221195432e+00,3.132643059582448153e+00,3.137057492771088363e+00
2.150082640528474975e+00,5.751742069649140809e+00,2.847551833075024685e+00,2.851358584638127081e+00
1.074797033058156970e+01,4.698561749838656709e+00,2.126648733839573868e+00,2.130310168154291084e+00
9.912133165635740539e+00,5.226935015391556583e+00,2.161667989239969501e+00,2.159230633516548981e+00
1.853688964179138665e+01,1.248708628761418815e+01,2.127305866052787486e+00,2.128220596691234423e+00
8.193015720258991053e+00,1.301883260829154842e+01,2.390839296978020556e+00,2.386012664086808233e+00
5.726902384042018568e+00,2.516556065660217811e+01,2.750425487920212575e+00,2.759097243953275935e+00
2.931195801077110374e+01,1.146712791948123389e+01,2.030072149925875813e+00,2.034027271183397989e+00
6.926022872660667851e+00,1.829316433950511023e+00,2.059003250040596367e+00,2.062714530402447455e+00
2.463256844327202266e+00,9.916396189853172061e+00,3.044345763534252569e+00,3.034595839829719477e+00
1.741374114503114301e+00,3.104740460843444794e+00,2.604449925141484989e+00,2.608486435361434541e+00
5.788170119707609640e-01,1.135270247416059242e+01,5.097424742223410021e+00,5.104894602333316378e+00
2.386661618599429957e+01,1.650132928742374361e+01,2.099362075356494550e+00,2.105443385784731447e+00
1.089624992950736093e+01,9.572072881239288122e+00,2.232599286796413729e+00,2.236544938475396371e+00
2.341345213540963588e+00,3.905945815458516268e+00,2.594160862926573774e+00,2.594156077081425593e+00
1.798453889069446276e+01,1.937347441422907579e+01,2.184311448020935131e+00,2.182602283784659924e+00
1.136484281902396098e+01,2.612573932034345248e+01,2.382960763164125417e+00,2.385968971592219656e+00
3.358293180447723181e+00,2.601463809111738712e+01,3.224703883851082864e+00,3.226617730630069847e+00
2.503210397243072904e+01,1.311234487018675843e+01,2.069069206281604956e+00,2.070251078933534217e+00
1.931040292485492671e+01,1.502769225889107219e+01,2.137813389384292329e+00,2.136267265650347191e+00
3.105329241388153250e+00,2.682088430952579827e+01,3.324605410143275375e+00,3.333011692782902546e+00
2.872488211864801855e+00,1.882044951128436949e+01,3.233059709723575814e+00,3.227220493262596079e+00
9.304824146625100267e-01,1.021142951000586407e+01,4.183348724203251656e+00,4.183235561924191437e+00
7.604407253456602067e-01,2.766878365861438027e+01,5.972475622661742811e+00,5.969574718297796068e+00
2.158462233268692909e+00,3.113734029358123578e+01,3.893303446657955913e+00,3.898463661898410315e+00
1.203801064699953072e+00,2.619886733509111920e+01,4.804424648929711772e+00,4.811577056466183500e+00
6.621552842550414431e-01,2.099255878425157462e+01,5.874892798803013072e+00,5.881113243007064284e+00
1.015697135962540365e+01,2.917685456068037197e+01,2.452737656569125235e+00,2.456514692477917539e+00
2.559090513129749311e+01,2.866512242342703587e+01,2.133652226632440474e+00,2.126639216750040529e+00
8.341622150400693769e+00,1.342767659327787300e+01,2.389657465742331066e+00,2.400063629280062560e+00
2.053629999313193366e+01,2.863681194837057831e+01,2.190705887484797110e+00,2.193289367932670153e+00
1.764469148940990095e+01,2.259307016924873324e+01,2.207623419145268606e+00,2.207081102920284366e+00
7.042914054710170291e+00,1.081557425938209072e+01,2.415096855801320608e+00,2.415204358781894101e+00
4.248687670700163288e+00,2.537550487112064701e+01,2.987694514040841298e+00,2.985996918372583409e+00
2.164575870523286039e+00,9.603123783723260587e+00,3.140649533297932283e+00,3.142768936161551174e+00
3.794132643636153102e+00,3.054391019496924820e+00,2.309467201773082845e+00,2.311018040813635821e+00
1.862964432975620976e+00,5.528489877315694301e+00,2.921989073672778048e+00,2.920188573444444380e+00
1.011417774897185096e+00,2.484057710049199397e+00,2.667963317182958427e+00,2.655113859999080894e+00
3.799586516823776350e+00,3.063382375777486288e+00,2.309958551007846417e+00,2.309782944332606558e+00
