t,I1,I2,R,dI1_dt,dI1_dt_noisy
1.311862372474494798e+01,6.815958820609260379e-06,7.887785828976883185e-01,9.032024334791858289e-01,-1.492285525430647472e-05,8.825021316035604755e-04
1.313062612522504402e+01,6.639182260369705657e-06,7.888111704846912930e-01,9.032179890938174527e-01,-1.453692522721269318e-05,-3.446005354925312479e-03
1.314262852570514006e+01,6.466975983630656577e-06,7.888433922508273355e-01,9.032333953167033247e-01,-1.416093234002547559e-05,-5.112336238373661398e-04
1.315463092618523611e+01,6.299221226882135153e-06,7.888752522605455564e-01,9.032486534974267789e-01,-1.379461983186115264e-05,-2.324678687351525088e-04
1.316663332666533215e+01,6.135801829283036426e-06,7.889067545397572268e-01,9.032637649756332099e-01,-1.343773650150926867e-05,-8.209332563528413344e-04
1.317863572714542819e+01,5.976606084504676764e-06,7.889379030689628314e-01,9.032787310800372005e-01,-1.309004076832247275e-05,1.457622091989658510e-03
1.319063812762552423e+01,5.821527553503117640e-06,7.889687017669807512e-01,9.032935531256711670e-01,-1.275130245862842350e-05,-1.149855641490377502e-03
1.320264052810562028e+01,5.670462003364018849e-06,7.889991545130492501e-01,9.033082324173616895e-01,-1.242129610793655961e-05,-7.414509932806060376e-04
1.321464292858571632e+01,5.523307345623697446e-06,7.890292651473660435e-01,9.033227702498158873e-01,-1.209980083028743853e-05,6.318537389476698010e-05
1.322664532906581236e+01,5.379963636269128588e-06,7.890590374710878541e-01,9.033371679076215299e-01,-1.178660032254991925e-05,1.445911588308370363e-03
1.323864772954590840e+01,5.240333075737944691e-06,7.890884752463307450e-01,9.033514266652469260e-01,-1.148148286861511554e-05,-4.538067181640360642e-04
1.325065013002600445e+01,5.104320008918434581e-06,7.891175821961701198e-01,9.033655477870413675e-01,-1.118424134348914897e-05,3.022010300460024803e-03
1.326265253050610049e+01,4.971830925149544341e-06,7.891463620046405003e-01,9.033795325272341303e-01,-1.089467321728675008e-05,-1.826331273264743564e-03
1.327465493098619653e+01,4.842774458220876465e-06,7.891748183167356379e-01,9.033933821299355849e-01,-1.061258055912770306e-05,2.562416124109043441e-03
1.328665733146629258e+01,4.717061386372694093e-06,7.892029547384088461e-01,9.034070978291366405e-01,-1.033777004093806876e-05,-1.725980872262266978e-03
1.329865973194638862e+01,4.594604632295912538e-06,7.892307748365722242e-01,9.034206808487085238e-01,-1.007005294115805616e-05,-3.362030168929066492e-04
1.331066213242648466e+01,4.475319263132108607e-06,7.892582821390975445e-01,9.034341324024034448e-01,-9.809245148358592154e-06,7.182831255867393660e-04
1.332266453290658070e+01,4.359122490473512130e-06,7.892854801348155869e-01,9.034474536938540412e-01,-9.555167164768277002e-06,4.100124555354638274e-03
1.333466693338667675e+01,4.245933670363016122e-06,7.893123722735163605e-01,9.034606459165734904e-01,-9.307644109712759868e-06,1.782344649196475382e-03
1.334666933386677279e+01,4.135674287625707964e-06,7.893389619661524970e-01,9.034737102539928122e-01,-9.066505688622777397e-06,-8.207922048025098963e-04
1.335867173434686883e+01,4.028267334337263449e-06,7.893652525980484613e-01,9.034866478819508773e-01,-8.831584833891776407e-06,2.589406646349550530e-03
1.337067413482696487e+01,3.923640195912687550e-06,7.893912475012389018e-01,9.034994599637877766e-01,-8.602724034913124775e-06,-4.360125338223261857e-04
1.338267653530706092e+01,3.821722925982743952e-06,7.894169499617459396e-01,9.035121476514229588e-01,-8.379771560263694877e-06,-1.591271484159559237e-03
1.339467893578715696e+01,3.722446964024341433e-06,7.894423632328189111e-01,9.035247120877161198e-01,-8.162578649333438274e-06,8.892068049240316402e-04
1.340668133626725300e+01,3.625745135360534286e-06,7.894674905349337024e-01,9.035371544064673133e-01,-7.950999514738758754e-06,1.809906965518550271e-04
1.341868373674734904e+01,3.531551651160521474e-06,7.894923350557933039e-01,9.035494757324169512e-01,-7.744891344678288844e-06,1.899587843181792506e-03
1.343068613722744509e+01,3.439802108439646629e-06,7.895168999503275886e-01,9.035616771812458037e-01,-7.544114305232247984e-06,-1.107020842599859035e-03
1.344268853770754113e+01,3.350433490059398476e-06,7.895411883406932008e-01,9.035737598595749986e-01,-7.348531542606485219e-06,7.556584637792437224e-04
1.345469093818763717e+01,3.263384164727408715e-06,7.895652033162740002e-01,9.035857248649660223e-01,-7.158009185322263511e-06,1.261940656484215103e-03
1.346669333866773322e+01,3.178593886997457102e-06,7.895889479336803962e-01,9.035975732859207188e-01,-6.972416346352981652e-06,5.491187027550073138e-04
1.347869573914782926e+01,3.096003797269465525e-06,7.896124252167497914e-01,9.036093062018814015e-01,-6.791625125208713887e-06,-6.475868930792483204e-05
1.349069813962792530e+01,3.015556421789502230e-06,7.896356381565466931e-01,9.036209246832305197e-01,-6.615510609969815736e-06,-1.401852258791971666e-03
1.350270054010802134e+01,2.937195672649778443e-06,7.896585897113621577e-01,9.036324297912909920e-01,-6.443950879270478644e-06,1.801059631831504471e-03
1.351470294058811739e+01,2.860866847788652172e-06,7.896812828067145684e-01,9.036438225783262057e-01,-6.276827004233342227e-06,2.681721736206333392e-04
1.352670534106821343e+01,2.786516630990625253e-06,7.897037203353488577e-01,9.036551040875397955e-01,-6.114023050356144112e-06,9.864939219673578893e-04
1.353870774154830947e+01,2.714093091886345032e-06,7.897259051572370625e-01,9.036662753530757541e-01,-5.955426079351378095e-06,-7.075119078005354502e-04
1.355071014202840551e+01,2.643545641065907258e-06,7.897478401004442983e-01,9.036773374001964010e-01,-5.800926052452616155e-06,2.022245543185148976e-05
1.356271254250850156e+01,2.574824727253430476e-06,7.897695279751963948e-01,9.036882912483080732e-01,-5.650415167754504551e-06,-2.080106398577191620e-03
1.357471494298859760e+01,2.507884160232103423e-06,7.897909715395743380e-01,9.036991379040800743e-01,-5.503792959169587973e-06,1.655467973124343677e-04
1.358671734346869364e+01,2.442679299591291576e-06,7.898121735145587907e-01,9.037098783641978050e-01,-5.360962324232893531e-06,1.525059684984389572e-03
1.359871974394878968e+01,2.379166365813317527e-06,7.898331365940868265e-01,9.037205136173742659e-01,-5.221828013875934134e-06,1.807647441457882898e-04
1.361072214442888395e+01,2.317302440273471563e-06,7.898538634450517071e-01,9.037310446443497236e-01,-5.086296633692985473e-06,1.713699324402796461e-03
1.362272454490897999e+01,2.257045465239972710e-06,7.898743567073029936e-01,9.037414724178922665e-01,-4.954276645177143418e-06,6.208666876001666659e-04
1.363472694538907604e+01,2.198354243874025056e-06,7.898946189936464357e-01,9.037517979027973603e-01,-4.825678366927151146e-06,2.722887581671708853e-03
1.364672934586917208e+01,2.141188440229780904e-06,7.899146528898440822e-01,9.037620220558879591e-01,-4.700413975825101048e-06,-3.847996782814306553e-04
1.365873174634926812e+01,2.085508579254350096e-06,7.899344609546143925e-01,9.037721458260148388e-01,-4.578397508185899944e-06,-3.281838850614005477e-03
1.367073414682936416e+01,2.031276046787800005e-06,7.899540457196319032e-01,9.037821701540560415e-01,-4.459544860878960083e-06,8.605169133102614836e-04
1.368273654730946021e+01,1.978453089563154269e-06,7.899734096895276725e-01,9.037920959729170978e-01,-4.343773792422658041e-06,-3.347227495475477523e-04
1.369473894778955625e+01,1.927002815206394484e-06,7.899925553418889468e-01,9.038019242075314708e-01,-4.231003924052123087e-06,-1.952817768489371669e-03
1.370674134826965229e+01,1.876889192236459995e-06,7.900114851272589389e-01,9.038116557748597790e-01,-4.121156740760900514e-06,1.298409559104769361e-03
1.371874374874974833e+01,1.828077050065246830e-06,7.900302014691376051e-01,9.038212915838903516e-01,-4.014155592317002389e-06,5.246441229169580790e-04
1.373074614922984438e+01,1.780532078997608344e-06,7.900487067639809791e-01,9.038308325356390061e-01,-3.909925694253883584e-06,8.867672781749858695e-04
1.374274854970994042e+01,1.734220830231355423e-06,7.900670033812012827e-01,9.038402795231490483e-01,-3.808394128836844534e-06,-6.685602957022195557e-04
1.375475095019003646e+01,1.689110715857256703e-06,7.900850936631671484e-01,9.038496334314913838e-01,-3.709489846005391394e-06,3.903848386495044646e-04
1.376675335067013251e+01,1.645170008859037505e-06,7.901029799252035080e-01,9.038588951377646286e-01,-3.613143664292009708e-06,5.050649446465576469e-04
1.377875575115022855e+01,1.602367566477579178e-06,7.901206644686650238e-01,9.038680655141702047e-01,-3.519287664237223495e-06,3.545790925419163228e-03
1.379075815163032459e+01,1.560674291425614322e-06,7.901381495591847104e-01,9.038771454233699432e-01,-3.427858398365287091e-06,-1.371347387315734797e-03
1.380276055211042063e+01,1.520062596526583139e-06,7.901554374206759546e-01,9.038861357167548016e-01,-3.338795716631848287e-06,-2.432719483142355309e-05
1.381476295259051668e+01,1.480505404976443241e-06,7.901725302551676489e-01,9.038950372388342425e-01,-3.252040571687044361e-06,7.244675839676059485e-04
1.382676535307061272e+01,1.441976150257988457e-06,7.901894302428059680e-01,9.039038508272365657e-01,-3.167535019320870728e-06,-3.452741387210119927e-03
1.383876775355070876e+01,1.404448776140847140e-06,7.902061395418547018e-01,9.039125773127086871e-01,-3.085222219081772498e-06,-3.209021957075468626e-03
1.385077015403080480e+01,1.367897736681482799e-06,7.902226602886950335e-01,9.039212175191166931e-01,-3.005046434880604794e-06,4.328631695220740670e-03
1.386277255451090085e+01,1.332297996223195162e-06,7.902389945978257613e-01,9.039297722634453969e-01,-2.926953035580233331e-06,-3.537164860358916682e-03
1.387477495499099689e+01,1.297625029396118267e-06,7.902551445618629655e-01,9.039382423557984492e-01,-2.850888495571045023e-06,1.147007400814947222e-03
1.388677735547109293e+01,1.263854821117222156e-06,7.902711122515403419e-01,9.039466285993983385e-01,-2.776800395332672706e-06,-1.699227612524477089e-03
1.389877975595118897e+01,1.230963866590311608e-06,7.902868997157089792e-01,9.039549317905863912e-01,-2.704637421982179614e-06,-1.529024842924244865e-03
1.391078215643128502e+01,1.198929171306027194e-06,7.903025089813375814e-01,9.039631527188228821e-01,-2.634349369808988213e-06,-3.967684157914493082e-03
1.392278455691138106e+01,1.167728251041844218e-06,7.903179420535120236e-01,9.039712921666869239e-01,-2.565887140796804539e-06,-1.804043031791491714e-03
1.393478695739147710e+01,1.137339131862073992e-06,7.903332009154360183e-01,9.039793509098762447e-01,-2.499202745132814598e-06,1.566258028262231157e-03
1.394678935787157315e+01,1.107740350117862137e-06,7.903482875284306708e-01,9.039873297172078548e-01,-2.434249301704404810e-06,-2.779919931134729703e-03
1.395879175835166919e+01,1.078910952447190915e-06,7.903632038319343689e-01,9.039952293506171577e-01,-2.370981038583647496e-06,1.188482779644981207e-03
1.397079415883176523e+01,1.050830495774876688e-06,7.903779517435032265e-01,9.040030505651587278e-01,-2.309353293499828369e-06,6.242861454036684275e-04
1.398279655931186127e+01,1.023479047312571609e-06,7.903925331588105285e-01,9.040107941090058663e-01,-2.249322514300231610e-06,4.034355276190484431e-03
1.399479895979195732e+01,9.968371845587627804e-07,7.904069499516473973e-01,9.040184607234508229e-01,-2.190846259399448498e-06,-9.512580127748302035e-04
1.400680136027205336e+01,9.708859897663098495e-07,7.904212039741724816e-01,9.040260511429678569e-01,-2.133883186058921528e-06,2.524694195219550664e-03
1.401880376075214940e+01,9.456069323414308778e-07,7.904352970731974848e-01,9.040335660995042488e-01,-2.078392792401212383e-06,1.775659515690478779e-03
1.403080616123224544e+01,9.209830777388001067e-07,7.904492310570018221e-01,9.040410063144048713e-01,-2.024338074802208899e-06,-5.753611727113728007e-04
1.404280856171234149e+01,8.969982706166610784e-07,7.904630077012996248e-01,9.040483724994505810e-01,-1.971683733228674199e-06,-3.327883661605560931e-03
1.405481096219243753e+01,8.736366414218487959e-07,7.904766287644965361e-01,9.040556653606128812e-01,-1.920395087184099153e-06,3.016960364085831750e-03
1.406681336267253357e+01,8.508826063897892993e-07,7.904900959876899336e-01,9.040628855980544776e-01,-1.870438076002433282e-06,-2.730648249763086097e-03
1.407881576315262961e+01,8.287208675444998773e-07,7.905034110946688175e-01,9.040700339061290558e-01,-1.821779259134942629e-06,-9.486536845047261607e-04
1.409081816363272566e+01,8.071364126985889618e-07,7.905165757919135894e-01,9.040771109733811706e-01,-1.774385816430335418e-06,1.764578694183943121e-03
1.410282056411282170e+01,7.861145154532565510e-07,7.905295917685966067e-01,9.040841174825461346e-01,-1.728225548408271106e-06,2.230182912038163132e-03
1.411482296459291774e+01,7.656407351982933626e-07,7.905424606965814061e-01,9.040910541105505738e-01,-1.683266876526394721e-06,-1.692576659192504074e-03
1.412682536507301378e+01,7.457009171120818925e-07,7.905551842304233690e-01,9.040979215285117609e-01,-1.639478843441018661e-06,-6.564285063989050927e-05
1.413882776555310983e+01,7.262811921615954620e-07,7.905677640073696111e-01,9.041047204017382821e-01,-1.596831113261558692e-06,-5.187537152519593837e-04
1.415083016603320587e+01,7.073679771023988528e-07,7.905802016473586491e-01,9.041114513897291483e-01,-1.555293971798878493e-06,2.361561857192926318e-03
1.416283256651330191e+01,6.889479744786477780e-07,7.905924987530205117e-01,9.041181151461749055e-01,-1.514838326807632779e-06,5.007751910035029494e-03
1.417483496699339796e+01,6.710081726230897287e-07,7.906046569096771837e-01,9.041247123189565249e-01,-1.475435708222751272e-06,-3.661249086748087547e-03
1.418683736747349400e+01,6.535358456570630216e-07,7.906166776853418288e-01,9.041312435501464018e-01,-1.437058268390163065e-06,1.831408761700147481e-03
1.419883976795359004e+01,6.365185534904971161e-07,7.906285626307196779e-01,9.041377094760074673e-01,-1.399678782291890756e-06,-5.717750432595741089e-03
1.421084216843368608e+01,6.199441418219132499e-07,7.906403132792071409e-01,9.041441107269938549e-01,-1.363270647765622780e-06,2.676947368152905659e-05
1.422284456891378213e+01,6.038007421384231684e-07,7.906519311468924727e-01,9.041504479277506778e-01,-1.327807885718870861e-06,-2.218896855784094346e-03
1.423484696939387817e+01,5.880767717157303951e-07,7.906634177325554402e-01,9.041567216971139187e-01,-1.293265140337841988e-06,3.982344315079767473e-03
1.424684936987397421e+01,5.727609336181293850e-07,7.906747745176674336e-01,9.041629326481104290e-01,-1.259617679291108333e-06,3.314774389228274435e-04
1.425885177035407025e+01,5.578422166985061593e-07,7.906860029663916878e-01,9.041690813879580402e-01,-1.226841393928207890e-06,-1.474770337305503437e-03
1.427085417083416630e+01,5.433098750958365725e-07,7.906971045277958465e-01,9.041751685186910636e-01,-1.194912754387231364e-06,-9.998206221720278789e-04
1.428285657131426234e+01,5.291535901995945754e-07,7.907080806510372595e-01,9.041811946417493973e-01,-1.163809166034326628e-06,-1.151755313250481944e-03
1.429485897179435838e+01,5.153641327937425947e-07,7.907189327419619218e-01,9.041871603459759044e-01,-1.133510425922324697e-06,3.754897066994532522e-04
1.430686137227445442e+01,5.019325672219175397e-07,7.907296621850155027e-01,9.041930662132228180e-01,-1.103996972824731166e-06,-3.174009377322395864e-04
1.431886377275455047e+01,4.888501070268011326e-07,7.907402703513140008e-01,9.041989128205634163e-01,-1.075249569898173006e-06,1.310695898393146076e-03
1.433086617323464651e+01,4.761081149501200671e-07,7.907507585986436327e-01,9.042047007402913561e-01,-1.047249304807815560e-06,3.079474914544574199e-03
1.434286857371474255e+01,4.636981029326459556e-07,7.907611282714609446e-01,9.042104305399211173e-01,-1.019977589849875055e-06,1.401804116225118055e-03
1.435487097419483860e+01,4.516117321141950644e-07,7.907713807008927009e-01,9.042161027821882247e-01,-9.934161620712838164e-07,-2.452999511570257921e-03
1.436687337467493464e+01,4.398408128336287375e-07,7.907815172047361063e-01,9.042217180250486930e-01,-9.675470833865626081e-07,-3.248581160055356940e-03
1.437887577515503068e+01,4.283773046288530784e-07,7.907915390874585837e-01,9.042272768216794709e-01,-9.423527406919431776e-07,-1.511781404052095837e-03
1.439087817563512672e+01,4.172133162368192153e-07,7.908014476401977744e-01,9.042327797204779971e-01,-9.178158459768129115e-07,2.105512712773489892e-03
1.440288057611522277e+01,4.063411055935227715e-07,7.908112441407614268e-01,9.042382272650628661e-01,-8.939194364325092295e-07,-6.709902267671304620e-04
1.441488297659531881e+01,3.957530798340046596e-07,7.908209298536280629e-01,9.042436199942730513e-01,-8.706468745585397395e-07,-1.336016285027726664e-03
1.442688537707541485e+01,3.854417952923504461e-07,7.908305060299459788e-01,9.042489584421686821e-01,-8.479818482662573761e-07,2.757171337634990054e-04
1.443888777755551089e+01,3.753999575016906161e-07,7.908399739075340218e-01,9.042542431380303780e-01,-8.259083709800538387e-07,-2.831877807553808985e-03
1.445089017803560694e+01,3.656204211942004146e-07,7.908493347108812577e-01,9.042594746063594702e-01,-8.044107817361134688e-07,-2.279459854120319349e-03
1.446289257851570298e+01,3.560961903011001111e-07,7.908585896511469704e-01,9.042646533668784459e-01,-7.834737452787832589e-07,1.019867376673667340e-03
1.447489497899579902e+01,3.468204179526548409e-07,7.908677399261608842e-01,9.042697799345299492e-01,-7.630822521545954154e-07,-6.070700680685992869e-04
1.448689737947589329e+01,3.377864064781758224e-07,7.908767867204228308e-01,9.042748548194780023e-01,-7.432216188040045208e-07,-9.072157057998396414e-04
1.449889977995598933e+01,3.289876074060151695e-07,7.908857312051029709e-01,9.042798785271070061e-01,-7.238774876508617417e-07,6.345461731453571480e-04
1.451090218043608537e+01,3.204176214635738851e-07,7.908945745380417947e-01,9.042848515580221846e-01,-7.050358271897153380e-07,-1.170447442188807729e-03
1.452290458091618142e+01,3.120701985772966202e-07,7.909033178637500106e-01,9.042897744080496958e-01,-6.866829320709286863e-07,-1.373268776057420121e-03
1.453490698139627746e+01,3.039392378726726268e-07,7.909119623134087673e-01,9.042946475682362983e-01,-6.688054231836984025e-07,-9.202891304905319245e-04
1.454690938187637350e+01,2.960187876742362873e-07,7.909205090048692099e-01,9.042994715248495741e-01,-6.513902477370034808e-07,1.204589787975461190e-03
1.455891178235646954e+01,2.883030407739919963e-07,7.909289590448640439e-01,9.043042467600685974e-01,-6.344246689294331907e-07,1.190054467734768737e-04
1.457091418283656559e+01,2.807865415769321539e-07,7.909373135452495429e-01,9.043089737574016018e-01,-6.178967218884738335e-07,-2.389813066074510193e-03
1.458291658331666163e+01,2.734645027869854456e-07,7.909455735776439456e-01,9.043136529878318397e-01,-6.017959106396655063e-07,-6.067156249690558575e-04
1.459491898379675767e+01,2.663322840434275943e-07,7.909537401951465263e-01,9.043182849159312475e-01,-5.861120609692371503e-07,1.295861740841644039e-03
1.460692138427685371e+01,2.593853161964898834e-07,7.909618144409119589e-01,9.043228700024577016e-01,-5.708351538542249336e-07,3.740933051159900206e-03
1.461892378475694976e+01,2.526191013073591559e-07,7.909697973481498723e-01,9.043274087043546849e-01,-5.559553255113555823e-07,-2.285263939569413642e-03
1.463092618523704580e+01,2.460292126481778152e-07,7.909776899401246286e-01,9.043319014747512874e-01,-5.414628674448210496e-07,6.765291252296010355e-04
1.464292858571714184e+01,2.396112947020438776e-07,7.909854932301559893e-01,9.043363487629627606e-01,-5.273482264929563844e-07,-5.180239018572079966e-04
1.465493098619723789e+01,2.333610631630108930e-07,7.909932082216185600e-01,9.043407510144896300e-01,-5.136020048738437735e-07,1.650525271619634245e-03
1.466693338667733393e+01,2.272743049360879979e-07,7.910008359079420126e-01,9.043451086710185827e-01,-5.002149602298648862e-07,8.986097396719033457e-04
1.467893578715742997e+01,2.213468781372399417e-07,7.910083772726109741e-01,9.043494221704219127e-01,-4.871780056712178272e-07,2.943866637475958149e-03
1.469093818763752601e+01,2.155747120933870340e-07,7.910158332891653599e-01,9.043536919467574098e-01,-4.744822098184205089e-07,1.038427322339402319e-03
1.470294058811762206e+01,2.099538073424050650e-07,7.910232049211998184e-01,9.043579184302691365e-01,-4.621187968438177539e-07,-1.090688743254658588e-03
1.471494298859771810e+01,2.044802356331255702e-07,7.910304931223641756e-01,9.043621020473865402e-01,-4.500791465121139394e-07,-1.077636435505088678e-03
1.472694538907781414e+01,1.991501399253354600e-07,7.910376988363632123e-01,9.043662432207247859e-01,-4.383547942199477523e-07,8.106618646400384504e-04
1.473894778955791018e+01,1.939597343897774165e-07,7.910448229969568867e-01,9.043703423690850896e-01,-4.269374310345280624e-07,7.894594414181462351e-04
1.475095019003800623e+01,1.889053044081495762e-07,7.910518665279601125e-01,9.043743999074542739e-01,-4.158189037313488582e-07,4.795458716267073269e-03
1.476295259051810227e+01,1.839832065731056618e-07,7.910588303432426471e-01,9.043784162470046573e-01,-4.049912148310016165e-07,3.352260448116358826e-03
1.477495499099819831e+01,1.791898686882550358e-07,7.910657153467295366e-01,9.043823917950947200e-01,-3.944465226351065990e-07,-2.347551151272746304e-03
1.478695739147829435e+01,1.745217897681625148e-07,7.910725224324007820e-01,9.043863269552685491e-01,-3.841771412613709632e-07,7.000654144058483276e-04
1.479895979195839040e+01,1.699755400383486078e-07,7.910792524842913398e-01,9.043902221272559494e-01,-3.741755406778035470e-07,-2.662351898277858647e-03
1.481096219243848644e+01,1.655477609352894103e-07,7.910859063764913435e-01,9.043940777069723325e-01,-3.644343467360924668e-07,-3.311718225785392072e-03
1.482296459291858248e+01,1.612351651064164190e-07,7.910924849731457709e-01,9.043978940865192717e-01,-3.549463412041695631e-07,1.486737056544215401e-03
1.483496699339867853e+01,1.570345364101168498e-07,7.910989891284547770e-01,9.044016716541837253e-01,-3.457044617979754604e-07,1.103149361628515211e-03
1.484696939387877457e+01,1.529427299157335576e-07,7.911054196866735833e-01,9.044054107944384802e-01,-3.367018022124416496e-07,-2.077472290476231956e-03
1.485897179435887061e+01,1.489566719035647726e-07,7.911117774821121440e-01,9.044091118879421520e-01,-3.279316121517050004e-07,3.287045544584912479e-03
1.487097419483896665e+01,1.450733598648644434e-07,7.911180633391359240e-01,9.044127753115391855e-01,-3.193872973585748730e-07,-1.955459246297946551e-03
1.488297659531906270e+01,1.412898987298086072e-07,7.911242780796898799e-01,9.044164014408929697e-01,-3.110624994073994417e-07,-2.335767824792746566e-03
1.489497899579915874e+01,1.376038124500599175e-07,7.911304225258199985e-01,9.044199906519886367e-01,-3.029517817264303828e-07,1.304933491058330591e-03
1.490698139627925478e+01,1.340128607796595152e-07,7.911364974602437261e-01,9.044235433073543051e-01,-2.950502262706145967e-07,4.415820412048321775e-04
1.491898379675935082e+01,1.305148355411464650e-07,7.911425036562573787e-01,9.044270597658116140e-01,-2.873529850357735539e-07,-3.213033549227008721e-04
1.493098619723944687e+01,1.271075587339844233e-07,7.911484418800135421e-01,9.044305403832465506e-01,-2.798552759129275365e-07,-1.344115210778407045e-04
1.494298859771954291e+01,1.237888825345616655e-07,7.911543128905217381e-01,9.044339855126091177e-01,-2.725523827050907662e-07,4.473290301343504178e-04
1.495499099819963895e+01,1.205566892961911384e-07,7.911601174396477587e-01,9.044373955039135549e-01,-2.654396551436917204e-07,-2.794254111528142437e-04
1.496699339867973499e+01,1.174088915491103279e-07,7.911658562721143317e-01,9.044407707042381173e-01,-2.585125089046245657e-07,-3.452682490709787144e-04
1.497899579915983104e+01,1.143434320004814181e-07,7.911715301255004551e-01,9.044441114577256302e-01,-2.517664256239400720e-07,-3.792165143758522133e-03
1.499099819963992708e+01,1.113582835343911851e-07,7.911771397302419517e-01,9.044474181055826012e-01,-2.451969529131808270e-07,-2.684167928972247107e-03
1.500300060012002312e+01,1.084514492118509707e-07,7.911826858096311366e-01,9.044506909860801080e-01,-2.387997043743680544e-07,1.221660340941148858e-03
1.501500300060011917e+01,1.056209622707968413e-07,7.911881690798169275e-01,9.044539304345532438e-01,-2.325703596146460991e-07,-1.408834351253003330e-03
1.502700540108021521e+01,1.028648861260894155e-07,7.911935902498049566e-01,9.044571367834013387e-01,-2.265046642605916990e-07,1.090160013559147035e-03
1.503900780156031125e+01,1.001813143695139440e-07,7.911989500214572368e-01,9.044603103620877382e-01,-2.205984299721921458e-07,2.470707200061346767e-03
1.505101020204040729e+01,9.756837076978030924e-08,7.912042490894924951e-01,9.044634514971401362e-01,-2.148475344565024210e-07,-7.101165004313144454e-04
1.506301260252050334e+01,9.502420927252301216e-08,7.912094881414860614e-01,9.044665605121504637e-01,-2.092479214809825769e-07,5.657303147646897557e-04
1.507501500300059938e+01,9.254701400030113276e-08,7.912146678578699799e-01,9.044696377277745558e-01,-2.037956008865246793e-07,4.152749097956489124e-03
1.508701740348069542e+01,9.013499925259846220e-08,7.912197889119326755e-01,9.044726834617325961e-01,-1.984866486001751899e-07,1.389672797978491227e-03
1.509901980396079146e+01,8.778640950582331766e-08,7.912248519698192872e-01,9.044756980288091164e-01,-1.933172066475564923e-07,3.683554344296028227e-03
1.511102220444088751e+01,8.549951941330871431e-08,7.912298576905314462e-01,9.044786817408525526e-01,-1.882834831649956366e-07,3.066625824344994082e-03
1.512302460492098355e+01,8.327263380531220651e-08,7.912348067259276085e-01,9.044816349067754668e-01,-1.833817524113641921e-07,1.506537317289858300e-03
1.513502700540107959e+01,8.110408768901607313e-08,7.912396997207225002e-01,9.044845578325549917e-01,-1.786083547796370708e-07,-2.239661312022715170e-04
1.514702940588117563e+01,7.899224624852710576e-08,7.912445373124877834e-01,9.044874508212320530e-01,-1.739596968081731532e-07,-1.684161026167909194e-03
1.515903180636127168e+01,7.693550484487675430e-08,7.912493201316513902e-01,9.044903141729119245e-01,-1.694322511917253934e-07,-2.223565411295925099e-03
1.517103420684136772e+01,7.493228901602117991e-08,7.912540488014981888e-01,9.044931481847638954e-01,-1.650225567921855378e-07,9.724928468057465487e-04
1.518303660732146376e+01,7.298105447684101676e-08,7.912587239381693172e-01,9.044959531510218254e-01,-1.607272186490670576e-07,9.362060261309361475e-04
1.519503900780155980e+01,7.108028711914161028e-08,7.912633461506627386e-01,9.044987293629833669e-01,-1.565429079897337867e-07,-3.494009589733936775e-04
1.520704140828165585e+01,6.922850301165289806e-08,7.912679160408329082e-01,9.045014771090104100e-01,-1.524663622393787634e-07,1.696780295810957706e-03
1.521904380876175189e+01,6.742424840002947596e-08,7.912724342033909952e-01,9.045041966745290818e-01,-1.484943850307574072e-07,-1.209222723071325936e-03
1.523104620924184793e+01,6.566609970685049231e-08,7.912769012259046608e-01,9.045068883420297468e-01,-1.446238462136814871e-07,2.220293512376163552e-03
1.524304860972194398e+01,6.395274631189635988e-08,7.912813176986061015e-01,9.045095523949095995e-01,-1.408518641855805041e-07,7.987327770805430563e-05
1.525505101020204002e+01,6.228321432882235711e-08,7.912856842092875764e-01,9.045121891162951622e-01,-1.371762987676319524e-07,-7.279032785989865320e-05
1.526705341068213606e+01,6.065654526327385654e-08,7.912900013112837971e-01,9.045147987763489938e-01,-1.335950434895294007e-07,-6.801890024193907722e-07
1.527905581116223210e+01,5.907178748265507266e-08,7.912942695519954439e-01,9.045173816426805846e-01,-1.301060068165699457e-07,-1.973126595758636773e-04
1.529105821164232815e+01,5.752800018691974741e-08,7.912984894739176767e-01,9.045199379807348228e-01,-1.267071209004103260e-07,4.976401869536541817e-03
1.530306061212242419e+01,5.602425340857108402e-08,7.913026616146403569e-01,9.045224680537919948e-01,-1.233963415840723842e-07,-3.223163054636790561e-03
1.531506301260252023e+01,5.455962801266177347e-08,7.913067865068481588e-01,9.045249721229678963e-01,-1.201716484068393934e-07,3.543249159151893863e-04
1.532706541308261627e+01,5.313321569679398127e-08,7.913108646783202360e-01,9.045274504472138322e-01,-1.170310446090470880e-07,2.488095347633505813e-03
1.533906781356271232e+01,5.174411899111936731e-08,7.913148966519306660e-01,9.045299032833161723e-01,-1.139725571367696873e-07,1.434912132587906576e-03
1.535107021404280836e+01,5.039145125833905273e-08,7.913188829456478945e-01,9.045323308858970179e-01,-1.109942366464035755e-07,-6.042749376511869679e-04
1.536307261452290263e+01,4.907433669370385822e-08,7.913228240725352913e-01,9.045347335074138684e-01,-1.080941575091505140e-07,3.480133954276164003e-03
1.537507501500299867e+01,4.779191032501346354e-08,7.913267205407508165e-01,9.045371113981597322e-01,-1.052704178153998860e-07,-2.137090985949178547e-03
1.538707741548309471e+01,4.654331801261766489e-08,7.913305728535470207e-01,9.045394648062627940e-01,-1.025211393790174885e-07,-2.612694780575841851e-03
