t,P,C,W,N,dP_dt,dP_dt_noisy
4.836967393478695421e+00,7.076885928816274707e-02,3.062061053870192562e-01,2.501525530506342257e-02,-4.377646117282073535e-01,9.267242900605826561e-02,8.974807299015422068e-02
4.840968193638727435e+00,7.113954340910323693e-02,3.065163734261559525e-01,2.520344122032647932e-02,-4.373318981041913189e-01,9.263248161588440166e-02,8.920102638307102205e-02
4.844968993798759449e+00,7.151006670484265360e-02,3.068254134546399836e-01,2.539164848716429779e-02,-4.368986469585389165e-01,9.259203180787961562e-02,9.029298099521124166e-02
4.848969793958791463e+00,7.188042716746212424e-02,3.071332260216278476e-01,2.557987629190987960e-02,-4.364648632485715329e-01,9.255108079873324012e-02,9.556418374429123674e-02
4.852970594118823477e+00,7.225062279377560126e-02,3.074398116847715801e-01,2.576812382171329852e-02,-4.360305519222882342e-01,9.250962980817185877e-02,9.280872948677787448e-02
4.856971394278855492e+00,7.262065158720107383e-02,3.077451710053865086e-01,2.595639026516372364e-02,-4.355957179166289883e-01,9.246768005618927200e-02,8.649469213280772117e-02
4.860972194438887506e+00,7.299051155910855904e-02,3.080493045452593615e-01,2.614467481249488010e-02,-4.351603661567797765e-01,9.242523276116222652e-02,9.090994818851617920e-02
4.864972994598919520e+00,7.336020072000364045e-02,3.083522128895090364e-01,2.633297665263532872e-02,-4.347245015643801391e-01,9.238228915289838084e-02,9.562340878515492026e-02
4.868973794758951534e+00,7.372971708511687206e-02,3.086538966319011257e-01,2.652129497531625565e-02,-4.342881290517523474e-01,9.233885046427829646e-02,1.016926101800626758e-01
4.872974594918983549e+00,7.409905867480742758e-02,3.089543563737962018e-01,2.670962897121385154e-02,-4.338512535215077182e-01,9.229491793064774352e-02,8.658314797003799357e-02
4.876975395079015563e+00,7.446822351456308664e-02,3.092535927241503169e-01,2.689797783194930805e-02,-4.334138798665466696e-01,9.225049278981042877e-02,9.394316926005304158e-02
4.880976195239047577e+00,7.483720963500027634e-02,3.095516062995146700e-01,2.708634075008882827e-02,-4.329760129700586657e-01,9.220557628201986322e-02,9.091183489794307793e-02
4.884976995399079591e+00,7.520601507186401580e-02,3.098483977240356624e-01,2.727471691914361632e-02,-4.325376577055223271e-01,9.216016964997182648e-02,9.628776683403308945e-02
4.888977795559111605e+00,7.557463786602794387e-02,3.101439676294551195e-01,2.746310553356987386e-02,-4.320988189367052645e-01,9.211427413879649806e-02,9.436204902537682904e-02
4.892978595719143620e+00,7.594307606349434692e-02,3.104383166551099027e-01,2.765150578876882093e-02,-4.316595015176643568e-01,9.206789099605051929e-02,9.942877553475459873e-02
4.896979395879175634e+00,7.631132771539407555e-02,3.107314454479323529e-01,2.783991688108667165e-02,-4.312197102927454173e-01,9.202102147170942992e-02,9.461827598308247822e-02
4.900980196039207648e+00,7.667939087798665565e-02,3.110233546624497913e-01,2.802833800781465157e-02,-4.307794500965833051e-01,9.197366681815954959e-02,8.924810025701501726e-02
4.904980996199239662e+00,7.704726361266019119e-02,3.113140449607850191e-01,2.821676836718898032e-02,-4.303387257541021471e-01,9.192582829019030344e-02,8.923286239929385799e-02
4.908981796359271677e+00,7.741494398593143367e-02,3.116035170126560394e-01,2.840520715839089244e-02,-4.298975420805150605e-01,9.187750714498638116e-02,9.390525769357202512e-02
4.912982596519303691e+00,7.778243006944571269e-02,3.118917714953759468e-01,2.859365358154662001e-02,-4.294559038813242080e-01,9.182870464211963235e-02,9.380342058924258375e-02
4.916983396679335705e+00,7.814971993997701927e-02,3.121788090938533711e-01,2.878210683772741002e-02,-4.290138159523209094e-01,9.177942204354148925e-02,1.037691083814684945e-01
4.920984196839367719e+00,7.851681167942795025e-02,3.124646305005919777e-01,2.897056612894950353e-02,-4.285712830795855854e-01,9.172966061357479273e-02,1.001113242119027746e-01
4.924984996999399733e+00,7.888370337482969452e-02,3.127492364156906901e-01,2.915903065817414611e-02,-4.281283100394876473e-01,9.167942161890596520e-02,8.581152985703069391e-02
4.928985797159431748e+00,7.925039311834208844e-02,3.130326275468437447e-01,2.934749962930759473e-02,-4.276849015986856628e-01,9.162870632857714193e-02,9.337983030744491375e-02
4.932986597319463762e+00,7.961687900725358813e-02,3.133148046093406913e-01,2.953597224720110742e-02,-4.272410625141273566e-01,9.157751601397814967e-02,8.492257170713519987e-02
4.936987397479495776e+00,7.998315914398124171e-02,3.135957683260662265e-01,2.972444771765094668e-02,-4.267967975330493879e-01,9.152585194883855468e-02,8.324746747024192040e-02
4.940988197639527790e+00,8.034923163607073093e-02,3.138755194275003046e-01,2.991292524739837949e-02,-4.263521113929776285e-01,9.147371540921975241e-02,9.519144541643330404e-02
4.944988997799559804e+00,8.071509459619635729e-02,3.141540586517181377e-01,3.010140404412967735e-02,-4.259070088217269956e-01,9.142110767350683509e-02,9.417984533873262343e-02
4.948989797959591819e+00,8.108074614216104203e-02,3.144313867443903066e-01,3.028988331647611276e-02,-4.254614945374015078e-01,9.136803002240084792e-02,8.617519105071580476e-02
4.952990598119623833e+00,8.144618439689631229e-02,3.147075044587824277e-01,3.047836227401397313e-02,-4.250155732483942295e-01,9.131448373891047632e-02,9.953291742940313658e-02
4.956991398279655847e+00,8.181140748846232880e-02,3.149824125557555421e-01,3.066684012726454342e-02,-4.245692496533873261e-01,9.126047010834432982e-02,8.637262046084286105e-02
4.960992198439687861e+00,8.217641355004785819e-02,3.152561118037658927e-01,3.085531608769410961e-02,-4.241225284413521202e-01,9.120599041830267095e-02,8.536734851256932988e-02
4.964992998599719876e+00,8.254120071997030073e-02,3.155286029788649804e-01,3.104378936771396563e-02,-4.236754142915489796e-01,9.115104595866956039e-02,9.441413706576970433e-02
4.968993798759751890e+00,8.290576714167564865e-02,3.157998868646994528e-01,3.123225918068041340e-02,-4.232279118735272627e-01,9.109563802160459967e-02,9.220033075018235769e-02
4.972994598919783904e+00,8.327011096373852783e-02,3.160699642525114372e-01,3.142072474089475237e-02,-4.227800258471255956e-01,9.103976790153515963e-02,9.023722789669100242e-02
4.976995399079815918e+00,8.363423033986219779e-02,3.163388359411380413e-01,3.160918526360329689e-02,-4.223317608624715946e-01,9.098343689514802601e-02,9.064810773064320426e-02
4.980996199239847932e+00,8.399812342887852390e-02,3.166065027370118523e-01,3.179763996499734846e-02,-4.218831215599819773e-01,9.092664630138139192e-02,9.204565025767402764e-02
4.984996999399879947e+00,8.436178839474794966e-02,3.168729654541605489e-01,3.198608806221323736e-02,-4.214341125703624513e-01,9.086939742141696141e-02,9.017149749267278080e-02
4.988997799559911961e+00,8.472522340655960771e-02,3.171382249142071230e-01,3.217452877333228101e-02,-4.209847385146080478e-01,9.081169155867156728e-02,8.994916721726638198e-02
4.992998599719943975e+00,8.508842663853120880e-02,3.174022819463698797e-01,3.236296131738080478e-02,-4.205350040040026771e-01,9.075353001878926074e-02,8.127374657545702319e-02
4.996999399879975989e+00,8.545139627000908344e-02,3.176651373874622708e-01,3.255138491433013509e-02,-4.200849136401194062e-01,9.069491410963302636e-02,8.398510727958469202e-02
5.001000200040008004e+00,8.581413048546818190e-02,3.179267920818930615e-01,3.273979878509661323e-02,-4.196344720148204033e-01,9.063584514127687175e-02,9.369059299289067555e-02
5.005001000200040018e+00,8.617662747630809583e-02,3.181872468747807825e-01,3.292820215238066034e-02,-4.191836837087403178e-01,9.057632442243197801e-02,8.705481997019851037e-02
5.009001800360072032e+00,8.653888544101950853e-02,3.184465026114965402e-01,3.311659424051804218e-02,-4.187325532917596238e-01,9.051635326017865024e-02,9.324231955573716868e-02
5.013002600520104046e+00,8.690090257889114544e-02,3.187045601618885837e-01,3.330497427255359189e-02,-4.182810853282492025e-01,9.045593297249120146e-02,9.663325246871949659e-02
5.017003400680136060e+00,8.726267709444468501e-02,3.189614204031819833e-01,3.349334147251473853e-02,-4.178292843727612338e-01,9.039506487938812895e-02,8.862031074714597778e-02
5.021004200840168075e+00,8.762420719762489818e-02,3.192170842192470492e-01,3.368169506550451608e-02,-4.173771549698568339e-01,9.033375030254515992e-02,9.174859920926058121e-02
5.025005001000200089e+00,8.798549110379973170e-02,3.194715525005991097e-01,3.387003427770157032e-02,-4.169247016541063333e-01,9.027199056528673049e-02,1.006543727991801723e-01
5.029005801160232103e+00,8.834652703376023875e-02,3.197248261443986772e-01,3.405835833636015886e-02,-4.164719289500889432e-01,9.020978699257731215e-02,9.368446520414504264e-02
5.033006601320264117e+00,8.870731321372062050e-02,3.199769060544513932e-01,3.424666646981014417e-02,-4.160188413723930334e-01,9.014714091101318216e-02,9.935651006476986513e-02
5.037007401480296132e+00,8.906784787531818459e-02,3.202277931412081946e-01,3.443495790745702140e-02,-4.155654434256161323e-01,9.008405364881376387e-02,9.775108891838416025e-02
5.041008201640328146e+00,8.942812925561340054e-02,3.204774883217649251e-01,3.462323187978188360e-02,-4.151117396043647045e-01,9.002052653581300856e-02,9.378732828341868055e-02
5.045009001800360160e+00,8.978815559708984428e-02,3.207259925198628348e-01,3.481148761834142180e-02,-4.146577343932543180e-01,8.995656090345104106e-02,8.939709209633231457e-02
5.049009801960392174e+00,9.014792514765422593e-02,3.209733066658881362e-01,3.499972435576796659e-02,-4.142034322669095880e-01,8.989215808476543057e-02,8.568219041858768370e-02
5.053010602120424188e+00,9.050743616063640362e-02,3.212194316968723373e-01,3.518794132576944650e-02,-4.137488376899642328e-01,8.982731941438287793e-02,8.426882946677104191e-02
5.057011402280456203e+00,9.086668689478934191e-02,3.214643685564919084e-01,3.537613776312939495e-02,-4.132939551170609627e-01,8.976204622851031989e-02,9.219369090191666116e-02
5.061012202440488217e+00,9.122567561428913951e-02,3.217081181950686708e-01,3.556431290370697107e-02,-4.128387889928516463e-01,8.969633986492675515e-02,9.203725674830072478e-02
5.065013002600520231e+00,9.158440058873505707e-02,3.219506815695694635e-01,3.575246598443693191e-02,-4.123833437519970890e-01,8.963020166297439029e-02,8.875709062281088302e-02
5.069013802760552245e+00,9.194286009314944774e-02,3.221920596436063655e-01,3.594059624332966718e-02,-4.119276238191673656e-01,8.956363296355024373e-02,9.380596486898323816e-02
5.073014602920584259e+00,9.230105240797782662e-02,3.224322533874365293e-01,3.612870291947115065e-02,-4.114716336090413762e-01,8.949663510909738884e-02,8.647394953738164747e-02
5.077015403080616274e+00,9.265897581908880132e-02,3.226712637779623472e-01,3.631678525302298871e-02,-4.110153775263072351e-01,8.942920944359668278e-02,9.498030478415261935e-02
5.081016203240648288e+00,9.301662861777414137e-02,3.229090917987312848e-01,3.650484248522239267e-02,-4.105588599656621041e-01,8.936135731255778758e-02,8.956139263648839333e-02
5.085017003400680302e+00,9.337400910074875049e-02,3.231457384399359367e-01,3.669287385838219256e-02,-4.101020853118121368e-01,8.929308006301087119e-02,8.911144718410804466e-02
5.089017803560712316e+00,9.373111557015063877e-02,3.233812046984141930e-01,3.688087861589080946e-02,-4.096450579394726454e-01,8.922437904349794779e-02,8.922301255860062841e-02
5.093018603720744331e+00,9.408794633354095049e-02,3.236154915776489061e-01,3.706885600221230398e-02,-4.091877822133678788e-01,8.915525560406420413e-02,8.866229922014158549e-02
5.097019403880776345e+00,9.444449970390400573e-02,3.238486000877682791e-01,3.725680526288632777e-02,-4.087302624882313551e-01,8.908571109624949247e-02,1.015270325378930943e-01
5.101020204040808359e+00,9.480077399964717544e-02,3.240805312455454223e-01,3.744472564452815816e-02,-4.082725031088054179e-01,8.901574687307965694e-02,8.095814772734163944e-02
5.105021004200840373e+00,9.515676754460104803e-02,3.243112860743988524e-01,3.763261639482867044e-02,-4.078145084098416806e-01,8.894536428905794323e-02,8.983147700796693946e-02
5.109021804360872387e+00,9.551247866801926278e-02,3.245408656043920481e-01,3.782047676255435864e-02,-4.073562827161006372e-01,8.887456470015647758e-02,9.509509564685177108e-02
5.113022604520904402e+00,9.586790570457864868e-02,3.247692708722337840e-01,3.800830599754733558e-02,-4.068978303423519405e-01,8.880334946380745442e-02,9.239091472667006200e-02
5.117023404680936416e+00,9.622304699437914111e-02,3.249965029212778522e-01,3.819610335072531893e-02,-4.064391555933744016e-01,8.873171993889472642e-02,8.722131008035836908e-02
5.121024204840968430e+00,9.657790088294380959e-02,3.252225628015232295e-01,3.838386807408163126e-02,-4.059802627639556571e-01,8.865967748574506146e-02,9.736028260682924595e-02
5.125025005001000444e+00,9.693246572121885785e-02,3.254474515696141879e-01,3.857159942068521391e-02,-4.055211561388926689e-01,8.858722346611956622e-02,8.324475917729115548e-02
5.129025805161032459e+00,9.728673986557359599e-02,3.256711702888399063e-01,3.875929664468063390e-02,-4.050618399929912794e-01,8.851435924320498472e-02,8.198287859461382554e-02
5.133026605321064473e+00,9.764072167780052380e-02,3.258937200291349701e-01,3.894695900128804233e-02,-4.046023185910664344e-01,8.844108618160528845e-02,9.128143899626733893e-02
5.137027405481096487e+00,9.799440952511519198e-02,3.261151018670788715e-01,3.913458574680322988e-02,-4.041425961879422379e-01,8.836740564733266967e-02,8.109505664116753443e-02
5.141028205641128501e+00,9.834780178015635477e-02,3.263353168858964537e-01,3.932217613859757127e-02,-4.036826770284516752e-01,8.829331900779933961e-02,7.640357024296626220e-02
5.145029005801160515e+00,9.870089682098584505e-02,3.265543661754575222e-01,3.950972943511807389e-02,-4.032225653474370008e-01,8.821882763180860509e-02,9.263326082044860688e-02
5.149029805961192530e+00,9.905369303108865764e-02,3.267722508322772890e-01,3.969724489588735000e-02,-4.027622653697493504e-01,8.814393288954629202e-02,9.195068445264847901e-02
5.153030606121224544e+00,9.940618879937292152e-02,3.269889719595158728e-01,3.988472178150362368e-02,-4.023017813102490736e-01,8.806863615257219668e-02,9.173007046728945402e-02
5.157031406281256558e+00,9.975838252016985819e-02,3.272045306669786879e-01,4.007215935364073084e-02,-4.018411173738054565e-01,8.799293879381139827e-02,8.555558307039075328e-02
5.161032206441288572e+00,1.001102725940956201e-01,3.274189280645958822e-01,4.025955687579029635e-02,-4.013802777547447742e-01,8.791684218454086375e-02,8.883157282298757840e-02
5.165033006601320587e+00,1.004618574285865706e-01,3.276321652579406440e-01,4.044691361360870652e-02,-4.009192666370765545e-01,8.784034769234114193e-02,8.301371480112890167e-02
5.169033806761352601e+00,1.008131354338305946e-01,3.278442433791949329e-01,4.063422883139115177e-02,-4.004580881971134820e-01,8.776345669534578453e-02,9.643521272840906156e-02
5.173034606921384615e+00,1.011641050254271368e-01,3.280551635676077216e-01,4.082150179447154720e-02,-3.999967466011587480e-01,8.768617057319354202e-02,9.164129183071578755e-02
5.177035407081416629e+00,1.015147646245758567e-01,3.282649269680849580e-01,4.100873176938869130e-02,-3.995352460053652743e-01,8.760849070636873848e-02,9.131977106821982659e-02
5.181036207241448643e+00,1.018651126580766286e-01,3.284735347311895648e-01,4.119591802388627988e-02,-3.990735905557361018e-01,8.753041847619237592e-02,7.778049477165920045e-02
5.185037007401480658e+00,1.022151475583295555e-01,3.286809880131414396e-01,4.138305982691289214e-02,-3.986117843881240574e-01,8.745195526481343296e-02,9.148846548476285978e-02
5.189037807561512672e+00,1.025648677633349548e-01,3.288872879758175660e-01,4.157015644862199766e-02,-3.981498316282318095e-01,8.737310245519992746e-02,9.484296256510672818e-02
5.193038607721544686e+00,1.029142717166933452e-01,3.290924357867516803e-01,4.175720716037198410e-02,-3.976877363916120900e-01,8.729386143113010421e-02,9.337517185936697328e-02
5.197039407881576700e+00,1.032633578676054875e-01,3.292964326191346047e-01,4.194421123472608787e-02,-3.972255027836673613e-01,8.721423357718370573e-02,9.115988525616620930e-02
5.201040208041608714e+00,1.036121246708723576e-01,3.294992796518141920e-01,4.213116794545247734e-02,-3.967631348996501495e-01,8.713422027873299336e-02,8.712943443358465989e-02
5.205041008201640729e+00,1.039605705868951180e-01,3.297009780692951031e-01,4.231807656752419738e-02,-3.963006368246628219e-01,8.705382292193417082e-02,8.534465868565895008e-02
5.209041808361672743e+00,1.043086940816752017e-01,3.299015290617391405e-01,4.250493637711916933e-02,-3.958380126336575322e-01,8.697304289371822483e-02,8.998125132181263031e-02
5.213042608521704757e+00,1.046564936268142287e-01,3.301009338249650260e-01,4.269174665162023263e-02,-3.953752663914364973e-01,8.689188158178250132e-02,8.880572836076931764e-02
5.217043408681736771e+00,1.050039676995140336e-01,3.302991935604482898e-01,4.287850666961511015e-02,-3.949124021526517758e-01,8.681034037458153219e-02,8.799221302651079324e-02
5.221044208841768786e+00,1.053511147825766797e-01,3.304963094753217145e-01,4.306521571089640121e-02,-3.944494239618053233e-01,8.672842066131852823e-02,8.518229692737344649e-02
5.225045009001800800e+00,1.056979333644044589e-01,3.306922827823747801e-01,4.325187305646162328e-02,-3.939863358532489923e-01,8.664612383193631695e-02,9.505240647156347478e-02
5.229045809161832814e+00,1.060444219389998638e-01,3.308871147000541635e-01,4.343847798851315639e-02,-3.935231418511845325e-01,8.656345127710873832e-02,8.072423481612880924e-02
5.233046609321864828e+00,1.063905790059656020e-01,3.310808064524632943e-01,4.362502979045830565e-02,-3.930598459696635905e-01,8.648040438823169362e-02,8.636724210917127997e-02
5.237047409481895954e+00,1.067364030705045541e-01,3.312733592693627438e-01,4.381152774690919710e-02,-3.925964522125878764e-01,8.639698455741452732e-02,8.349608019346804744e-02
5.241048209641927969e+00,1.070818926434199958e-01,3.314647743861700580e-01,4.399797114368299289e-02,-3.921329645737086089e-01,8.631319317747093711e-02,9.147340841792522825e-02
5.245049009801959983e+00,1.074270462411152649e-01,3.316550530439595912e-01,4.418435926780161366e-02,-3.916693870366272923e-01,8.622903164191050851e-02,9.338143917838191699e-02
5.249049809961991997e+00,1.077718623855939140e-01,3.318441964894628393e-01,4.437069140749191204e-02,-3.912057235747952166e-01,8.614450134492974975e-02,9.236494554898108666e-02
5.253050610122024011e+00,1.081163396044597796e-01,3.320322059750681065e-01,4.455696685218563796e-02,-3.907419781515135138e-01,8.605960368140326555e-02,8.983663959019573542e-02
5.257051410282056025e+00,1.084604764309168717e-01,3.322190827588207829e-01,4.474318489251943171e-02,-3.902781547199332124e-01,8.597434004687513898e-02,7.896133016447509645e-02
5.261052210442088040e+00,1.088042714037694425e-01,3.324048281044232889e-01,4.492934482033482391e-02,-3.898142572230553493e-01,8.588871183755002192e-02,9.629487537528165497e-02
5.265053010602120054e+00,1.091477230674219728e-01,3.325894432812347978e-01,4.511544592867823555e-02,-3.893502895937308028e-01,8.580272045028433658e-02,8.838620089815757419e-02
5.269053810762152068e+00,1.094908299718791167e-01,3.327729295642716245e-01,4.530148751180099187e-02,-3.888862557546602927e-01,8.571636728257772675e-02,8.517405105759365269e-02
5.273054610922184082e+00,1.098335906727458122e-01,3.329552882342070030e-01,4.548746886515929455e-02,-3.884221596183946024e-01,8.562965373256400947e-02,8.573715671313762721e-02
5.277055411082216096e+00,1.101760037312271567e-01,3.331365205773711424e-01,4.567338928541424259e-02,-3.879580050873341901e-01,8.554258119900257085e-02,8.384498553074455629e-02
5.281056211242248111e+00,1.105180677141284901e-01,3.333166278857512821e-01,4.585924807043183227e-02,-3.874937960537295778e-01,8.545515108126970627e-02,8.757455394488876388e-02
5.285057011402280125e+00,1.108597811938553668e-01,3.334956114569914698e-01,4.604504451928294328e-02,-3.870295363996812399e-01,8.536736477934958600e-02,8.691820381990260358e-02
5.289057811562312139e+00,1.112011427484135839e-01,3.336734725943928392e-01,4.623077793224334570e-02,-3.865652299971393258e-01,8.527922369382580359e-02,8.347872346549228828e-02
5.293058611722344153e+00,1.115421509614091117e-01,3.338502126069135545e-01,4.641644761079372072e-02,-3.861008807079041039e-01,8.519072922587246632e-02,7.234127204199508610e-02
5.297059411882376168e+00,1.118828044220481766e-01,3.340258328091685880e-01,4.660205285761961219e-02,-3.856364923836256287e-01,8.510188277724548001e-02,8.492627610200562116e-02
5.301060212042408182e+00,1.122231017251372059e-01,3.342003345214299981e-01,4.678759297661148897e-02,-3.851720688658039071e-01,8.501268575027395857e-02,8.739686553147146819e-02
5.305061012202440196e+00,1.125630414710828420e-01,3.343737190696267625e-01,4.697306727286468253e-02,-3.847076139857888433e-01,8.492313954785135621e-02,8.755397877231298198e-02
5.309061812362472210e+00,1.129026222658919693e-01,3.345459877853448893e-01,4.715847505267943551e-02,-3.842431315647801826e-01,8.483324557342676597e-02,8.406592056954832748e-02
5.313062612522504224e+00,1.132418427211716733e-01,3.347171420058272506e-01,4.734381562356086703e-02,-3.837786254138276787e-01,8.474300523099624616e-02,8.700957907831328997e-02
5.317063412682536239e+00,1.135807014541292403e-01,3.348871830739738042e-01,4.752908829421900738e-02,-3.833140993338308711e-01,8.465241992509421609e-02,8.979401462727909511e-02
5.321064212842568253e+00,1.139191970875722132e-01,3.350561123383414275e-01,4.771429237456876332e-02,-3.828495571155393629e-01,8.456149106078456046e-02,8.221023964796522754e-02
5.325065013002600267e+00,1.142573282499172727e-01,3.352239311487200113e-01,4.789942717618569240e-02,-3.823850025397784735e-01,8.447022004187830502e-02,9.180161526897144542e-02
5.329065813162632281e+00,1.145950935750597727e-01,3.353906408438563913e-01,4.808449201346114144e-02,-3.819204393786415630e-01,8.437860826607564146e-02,7.460281675697101600e-02
5.333066613322664296e+00,1.149324917022504361e-01,3.355562427901126465e-01,4.826948619957996400e-02,-3.814558713937257761e-01,8.428665714047851865e-02,7.798141447188317033e-02
5.337067413482696310e+00,1.152695212763666655e-01,3.357207383619983387e-01,4.845440904868358878e-02,-3.809913023363231122e-01,8.419436807366784126e-02,7.966864332179074415e-02
5.341068213642728324e+00,1.156061809479346364e-01,3.358841289386699791e-01,4.863925987624098668e-02,-3.805267359475466016e-01,8.410174247428414684e-02,7.187940892690643235e-02
5.345069013802760338e+00,1.159424693731292838e-01,3.360464159039310283e-01,4.882403799904866393e-02,-3.800621759583303061e-01,8.400878175101900158e-02,7.900996864585506374e-02
5.349069813962792352e+00,1.162783852137742602e-01,3.362076006462317301e-01,4.900874273523068286e-02,-3.795976260894291521e-01,8.391548731260611849e-02,9.015734719078802306e-02
5.353070614122824367e+00,1.166139271373420327e-01,3.363676845586694442e-01,4.919337340423862726e-02,-3.791330900514190416e-01,8.382186056781297523e-02,9.002950589407589244e-02
5.357071414282856381e+00,1.169490938169537725e-01,3.365266690389881465e-01,4.937792932685163699e-02,-3.786685715446969080e-01,8.372790292543173807e-02,8.421469523906276178e-02
5.361072214442888395e+00,1.172838839313794235e-01,3.366845554895789849e-01,4.956240982517638727e-02,-3.782040742594805494e-01,8.363361579427103232e-02,9.223862562796089626e-02
5.365073014602920409e+00,1.176182961650377168e-01,3.368413453174798344e-01,4.974681422264708858e-02,-3.777396018758089058e-01,8.353900058314688015e-02,8.473645168287785578e-02
5.369073814762952424e+00,1.179523292079960872e-01,3.369970399343755751e-01,4.993114184402550754e-02,-3.772751580635416158e-01,8.344405870087434618e-02,8.095499891779307788e-02
5.373074614922984438e+00,1.182859817559707705e-01,3.371516407565979812e-01,5.011539201540093219e-02,-3.768107464823595154e-01,8.334879155625872504e-02,8.455694540317280905e-02
5.377075415083016452e+00,1.186192525103267059e-01,3.373051492051256650e-01,5.029956406419019976e-02,-3.763463707817643056e-01,8.325320055808699271e-02,8.256746750626747788e-02
5.381076215243048466e+00,1.189521401780776616e-01,3.374575667055842443e-01,5.048365731913770360e-02,-3.758820346010787183e-01,8.315728711511911897e-02,8.683695441761911382e-02
5.385077015403080480e+00,1.192846434718860954e-01,3.376088946882461195e-01,5.066767111031535153e-02,-3.754177415694462949e-01,8.306105263607951872e-02,7.554579943731251634e-02
5.389077815563112495e+00,1.196167611100632522e-01,3.377591345880306961e-01,5.085160476912261446e-02,-3.749534953058317188e-01,8.296449852964839222e-02,8.796157324630453356e-02
5.393078615723144509e+00,1.199484918165691361e-01,3.379082878445042737e-01,5.103545762828648469e-02,-3.744892994190205937e-01,8.286762620445320415e-02,8.056999254851060499e-02
5.397079415883176523e+00,1.202798343210124826e-01,3.380563559018800457e-01,5.121922902186151066e-02,-3.740251575076193880e-01,8.277043706905995446e-02,8.704705215161123721e-02
5.401080216043208537e+00,1.206107873586508006e-01,3.382033402090180996e-01,5.140291828522978307e-02,-3.735610731600556567e-01,8.267293253196481007e-02,7.496773152273288054e-02
5.405081016203240551e+00,1.209413496703903718e-01,3.383492422194253613e-01,5.158652475510091401e-02,-3.730970499545778196e-01,8.257511400158530634e-02,8.047882072432387124e-02
5.409081816363272566e+00,1.212715200027861956e-01,3.384940633912558172e-01,5.177004776951208559e-02,-3.726330914592553833e-01,8.247698288625199270e-02,8.286729898800307414e-02
5.413082616523304580e+00,1.216012971080420446e-01,3.386378051873102368e-01,5.195348666782798747e-02,-3.721692012319787191e-01,8.237854059419978670e-02,8.688580373895560260e-02
5.417083416683336594e+00,1.219306797440104784e-01,3.387804690750363945e-01,5.213684079074087929e-02,-3.717053828204592292e-01,8.227978853355945310e-02,7.619213318770015619e-02
5.421084216843368608e+00,1.222596666741927462e-01,3.389220565265287921e-01,5.232010948027054908e-02,-3.712416397622291808e-01,8.218072811234898578e-02,9.051794939189276856e-02
5.425085017003400623e+00,1.225882566677389263e-01,3.390625690185290475e-01,5.250329207976432710e-02,-3.707779755846418723e-01,8.208136073846541980e-02,8.449467811348299051e-02
5.429085817163432637e+00,1.229164484994477863e-01,3.392020080324256170e-01,5.268638793389708586e-02,-3.703143938048716333e-01,8.198168781967590801e-02,7.935281072766037225e-02
5.433086617323464651e+00,1.232442409497668950e-01,3.393403750542537400e-01,5.286939638867122621e-02,-3.698508979299136579e-01,8.188171076360947764e-02,8.796822093454988167e-02
5.437087417483496665e+00,1.235716328047925527e-01,3.394776715746957163e-01,5.305231679141671208e-02,-3.693874914565841716e-01,8.178143097774853709e-02,8.229498609286169108e-02
5.441088217643528679e+00,1.238986228562698466e-01,3.396138990890806841e-01,5.323514849079102884e-02,-3.689241778715202091e-01,8.168084986942027170e-02,8.747233477297641779e-02
5.445089017803560694e+00,1.242252099015925815e-01,3.397490590973846758e-01,5.341789083677921796e-02,-3.684609606511800584e-01,8.157996884578842811e-02,9.319570788952229179e-02
5.449089817963592708e+00,1.245513927438033491e-01,3.398831531042306731e-01,5.360054318069385620e-02,-3.679978432618427053e-01,8.147878931384458512e-02,8.532143120213749043e-02
5.453090618123624722e+00,1.248771701915934729e-01,3.400161826188885517e-01,5.378310487517505567e-02,-3.675348291596082229e-01,8.137731268039996579e-02,7.874391536254979340e-02
5.457091418283656736e+00,1.252025410593030352e-01,3.401481491552750258e-01,5.396557527419047762e-02,-3.670719217903976594e-01,8.127554035207686101e-02,7.914700317512111949e-02
5.461092218443688751e+00,1.255275041669208780e-01,3.402790542319538702e-01,5.414795373303531167e-02,-3.666091245899529283e-01,8.117347373530028887e-02,8.408624546719262183e-02
5.465093018603720765e+00,1.258520583400846438e-01,3.404088993721355316e-01,5.433023960833230359e-02,-3.661464409838370293e-01,8.107111423628954316e-02,8.251064132175833787e-02
5.469093818763752779e+00,1.261762024100806512e-01,3.405376861036776281e-01,5.451243225803173442e-02,-3.656838743874338826e-01,8.096846326104989444e-02,7.680331344328494847e-02
5.473094618923784793e+00,1.264999352138440059e-01,3.406654159590844499e-01,5.469453104141142052e-02,-3.652214282059483286e-01,8.086552221536416618e-02,7.752497463723427573e-02
5.477095419083816807e+00,1.268232555939586281e-01,3.407920904755073477e-01,5.487653531907672744e-02,-3.647591058344062942e-01,8.076229250478431099e-02,8.409120265119528204e-02
5.481096219243848822e+00,1.271461623986570866e-01,3.409177111947445105e-01,5.505844445296056294e-02,-3.642969106576544602e-01,8.065877553462326432e-02,9.239226738892976354e-02
5.485097019403880836e+00,1.274686544818207923e-01,3.410422796632410214e-01,5.524025780632335625e-02,-3.638348460503607051e-01,8.055497270994636805e-02,6.740313580340667743e-02
5.489097819563912850e+00,1.277907307029798600e-01,3.411657974320889131e-01,5.542197474375311350e-02,-3.633729153770136611e-01,8.045088543556316862e-02,8.407046612467677926e-02
