P,pH,CO2,S,S_noisy
5.698289541708103201e+01,7.395257244978131084e+00,2.079377603176423861e+01,8.735692268512664782e-01,8.667935302801078601e-01
9.380549256921652557e+01,7.558127736568607702e+00,2.018443071272937317e+01,9.810509166090298772e-01,9.326809292369996340e-01
2.857854048237449263e+00,7.498752846522143578e+00,4.357101030560952637e+01,1.318191099015316448e-01,1.302951215689057141e-01
8.670068272514441787e+01,7.351294074405316792e+00,2.600938355731571505e+01,9.483827047409061350e-01,9.404400314062236754e-01
9.628483791406139858e+01,7.379540331005340903e+00,3.844284780863173978e+01,9.630022084149820749e-01,9.685013348803244160e-01
5.469032364693059378e+01,7.354624236276368521e+00,5.757006693613084281e+01,7.865023550430020327e-01,7.903991463063925194e-01
9.682046238634030999e+01,7.380850821148460028e+00,4.483053011722688552e+01,9.625051162754860723e-01,9.792794761419960636e-01
7.077346121523288502e+01,7.524073035892907768e+00,3.210493417272940064e+01,9.493575867090972009e-01,9.488046011004451774e-01
5.497729559490561257e+01,7.280245526190118888e+00,3.234501489837300880e+01,7.934199110769493135e-01,8.090685469224873083e-01
4.690382677160443592e+01,7.428961362944946245e+00,3.471857972529633685e+01,7.998701278570927720e-01,7.483612674273184551e-01
4.717350168643529429e+01,7.349293173475154539e+00,3.422770282839238831e+01,7.579813111100306422e-01,7.356677694185439487e-01
6.851767598033872275e+01,7.467931716466816638e+00,5.007376203475988063e+01,9.229485334841766031e-01,9.571773894254286263e-01
2.421603150881907851e+01,7.427812058453496569e+00,4.079774324220728232e+01,4.135577036108052384e-01,3.888873256564452929e-01
7.182471132585659745e+01,7.206142769328939934e+00,5.561249284875876242e+01,8.314394489112251208e-01,8.255733535307208104e-01
4.960798396571993152e+01,7.514449053224485198e+00,2.931380912009188933e+01,8.687158761905032778e-01,8.825679468923951498e-01
6.779155963528064888e+01,7.429149106079385945e+00,5.145625556532975509e+01,9.079862986587319273e-01,8.900519066304928284e-01
9.414531329081178512e+01,7.370379464083347543e+00,3.104188197088649659e+01,9.606465916740455357e-01,9.748140815778607582e-01
2.411191449741104265e+01,7.220258011291882383e+00,4.065022907623151838e+01,3.062643481130894463e-01,2.774192191933587681e-01
4.091932632764093114e+01,7.223868133401827762e+00,4.496201918539586728e+01,5.630277527623364087e-01,5.244776290876775882e-01
2.824085276854710003e+01,7.545760623841570869e+00,3.969570186003714696e+01,5.877175859911292211e-01,5.608485399655187553e-01
6.214965056996026860e+00,7.435834461189556599e+00,4.068797822726309477e+01,1.425466981791852772e-01,1.091893498992324296e-01
6.258688101110147528e+01,7.374254114756292999e+00,3.608038116463482226e+01,8.798506878512007967e-01,8.792135003553253059e-01
6.322348148574467785e+01,7.550948168890284862e+00,4.790160212377134030e+01,9.292824637711861735e-01,9.226436771124951752e-01
9.994167416397945658e+01,7.378890391883002664e+00,3.872101274440402818e+01,9.666779667327913828e-01,9.729635185616777315e-01
6.050166347007755974e+01,7.209141259704493265e+00,2.860682050167115520e+01,8.030672012348988309e-01,7.820693118331700777e-01
4.021453979826970482e+01,7.468404975966084436e+00,5.943133822091517260e+01,6.875171558800665661e-01,7.380923033087127827e-01
9.021471321453383041e+01,7.408225535230070768e+00,5.427019561624469901e+01,9.557226654704631397e-01,9.535302489039124696e-01
2.523047798249230311e+00,7.454276722577475311e+00,2.298597342091408180e+01,1.325450352645925201e-01,1.313466874905166726e-01
3.096798995511316477e+01,7.409149497449186050e+00,3.196835373683495263e+01,5.697897333356889416e-01,5.786229360545956935e-01
7.544097567421243866e+01,7.279956179695320273e+00,4.526989771730958978e+01,8.918220420635413204e-01,8.866700469901158677e-01
1.698721433864574237e+01,7.361730383597586247e+00,4.241370380391283845e+01,2.429016143313710019e-01,2.299911986521883112e-01
3.676236154276637791e+01,7.505636519395731732e+00,2.775884747878718173e+01,7.425533033192505128e-01,7.439892741861569014e-01
8.505730001924430894e+01,7.421568487162647720e+00,3.342017006563899884e+01,9.559746011596004234e-01,9.740701527613385702e-01
3.512279028516779533e+01,7.465345372811493796e+00,2.821439247912198311e+01,6.917148578803572478e-01,7.047500389221380557e-01
2.505311018450402116e+01,7.519099585730669055e+00,2.206867563581469938e+01,5.542630295529975548e-01,5.728246366304086123e-01
8.916823855980410940e+01,7.510409628374192792e+00,5.652066737896279847e+01,9.687758376610728916e-01,9.572202236965912103e-01
8.664303322187318912e+00,7.314682213287010626e+00,3.604919168234341953e+01,1.539644502464267151e-01,1.381984160114356208e-01
8.581248892079118207e+01,7.327545711078044199e+00,2.259410533058808923e+01,9.433818590436671148e-01,9.832052005036936437e-01
3.222307712234988486e+01,7.324824076877201051e+00,3.834880371709331115e+01,5.135521853254892966e-01,5.085143900214512680e-01
2.157068699830249869e+01,7.357216291733270630e+00,3.944533169746485157e+01,3.266828601304622159e-01,3.359967350495209337e-01
4.929999754291843317e+01,7.493228702802191776e+00,5.038730775046073518e+01,8.293870764573172405e-01,8.439055132348302068e-01
4.885839336050392490e+01,7.548036003208686395e+00,4.097841688371772761e+01,8.646461702530275906e-01,8.928162172924078988e-01
9.650500173842929996e+01,7.247894692035554698e+00,4.691715621181575102e+01,9.374890480715296626e-01,9.102244834018321518e-01
7.549796525447011675e+01,7.319271845253676467e+00,2.575242593600460950e+01,9.172923989695311864e-01,9.074510143847471788e-01
4.655212092140598656e+01,7.468933443023299645e+00,4.431606239344372966e+01,8.016567632295310553e-01,7.927508971292258622e-01
5.638536975839586773e+01,7.414379386872065325e+00,3.881242322620148855e+01,8.593694802825012635e-01,8.531078665309169695e-01
3.251845844593447055e+01,7.514143242208628060e+00,5.186789378547310037e+01,6.123725875624971282e-01,5.638878852570029521e-01
9.828943764110533721e+01,7.436734670229793842e+00,5.893234061018339531e+01,9.686111374806449792e-01,9.664592155827087527e-01
3.920794150867274652e+01,7.557841514548716333e+00,4.331241955168302127e+01,7.738470426010227721e-01,7.157435772635130089e-01
8.868325327099039157e+01,7.505054967357259521e+00,3.426415273043349430e+01,9.713144011221744867e-01,9.770562690801386507e-01
6.595164138297894851e+01,7.379657556849577027e+00,2.720818473127825854e+01,9.030227300637189147e-01,9.135596843691264901e-01
9.169826317122145554e+01,7.376418216388045401e+00,2.217242431323141716e+01,9.601387554982921957e-01,9.718872022997340210e-01
3.610219840736572650e+01,7.281869462626747946e+00,2.246257125183720760e+01,5.994544398954189113e-01,5.751528066185099819e-01
4.225294623385386217e+01,7.524449288895439736e+00,3.196518288434048927e+01,8.101884305373429074e-01,8.290893869044603237e-01
3.756336934647973891e+01,7.581024357898134447e+00,4.697734343931892198e+01,7.585521083627496663e-01,7.410739629797568062e-01
8.287723900193721249e+01,7.559647271230895527e+00,4.671300125778792278e+01,9.696795564174776061e-01,9.449430133672097609e-01
9.535915376383898945e+01,7.427039180865613766e+00,2.652692502439185418e+01,9.697675016465739928e-01,9.499709221809720106e-01
8.263236388816123679e+01,7.549955945589218231e+00,2.467362571785145775e+01,9.714445142527248223e-01,9.543037490228397646e-01
4.569070597999078132e+01,7.217688162514805938e+00,4.709994166312075947e+01,6.189094997447854851e-01,6.221796885116750442e-01
8.308057601537787207e+01,7.327275690571410038e+00,2.235032951404916091e+01,9.383620225417946825e-01,9.546822366228934209e-01
7.328845052831508156e+01,7.224061581147877220e+00,5.496161682947053606e+01,8.489924350257367358e-01,8.067913141163112201e-01
5.239419052736867144e+01,7.408222146657020168e+00,4.446728153725483423e+01,8.205228788374040461e-01,8.095373380841536237e-01
1.916600595009708030e+01,7.230435834299569819e+00,3.802036031962873608e+01,2.456337361604113145e-01,2.635131691862580006e-01
2.454922241120072002e+01,7.414005008252288143e+00,4.947794326207089455e+01,3.836055507373603013e-01,3.875294495926412397e-01
7.067266126894239164e+01,7.251702665374310186e+00,2.880604624544720593e+01,8.770539236573399178e-01,8.870893894466790330e-01
2.067520129055793277e+01,7.555225747749709342e+00,4.506210704712753312e+01,3.944343600277969153e-01,3.643409406361273195e-01
5.647425247728775588e+01,7.531946048308123309e+00,5.859454190676314767e+01,8.858059984898724037e-01,9.047807467526145508e-01
8.061468204443985996e+01,7.354475328460759798e+00,2.493933753987260005e+01,9.382905854975837068e-01,9.069117020076202795e-01
6.573590966004195479e+01,7.463897105075534277e+00,3.805609604747482422e+01,9.200811784372439073e-01,9.238826077178269314e-01
6.136581600139413695e+01,7.464453427623094051e+00,3.641249326625364802e+01,9.052589130446211385e-01,9.324840608623810034e-01
2.651560297380609654e+01,7.433192430324290889e+00,5.720530482652404203e+01,4.097422841514865022e-01,4.473292919484258001e-01
1.287366089270343572e+01,7.553987136606524544e+00,5.960431852960503818e+01,1.983256590940799535e-01,2.085563900950061778e-01
4.357075124930045895e+00,7.462109649621504026e+00,4.341725622648661442e+01,1.350148452018053724e-01,1.526342292409711976e-01
5.587669263269903652e+00,7.372180435036091772e+00,3.009907722515784911e+01,1.414141839600564776e-01,1.292875512766213375e-01
2.394448359255634173e+01,7.348707708745963352e+00,4.596001860984436860e+01,3.473402540216847800e-01,3.377113713769664405e-01
5.621058523142188790e+01,7.280187974431324704e+00,2.307933557033799588e+01,8.167705696781922819e-01,8.401590371059437512e-01
4.294434585477264932e+01,7.213810154014693055e+00,3.152086585508485328e+01,6.256905575052178481e-01,6.257226851546671131e-01
2.120579415281674329e+01,7.305273119301032736e+00,3.513126857860030583e+01,3.094959779026181801e-01,3.069497014253982359e-01
3.096602672910212917e+01,7.440534829216686852e+00,5.628549308689309782e+01,5.101195731751864137e-01,4.819084111714449503e-01
4.666387778469809433e+01,7.496029478730521944e+00,3.788724859307712478e+01,8.275631512045190652e-01,8.305749707624139333e-01
8.009528076051144296e+01,7.200766139235822649e+00,4.880333231752551626e+01,8.770637618662829871e-01,8.899810300079357139e-01
6.593698574076628915e+01,7.580505390950321498e+00,5.485067717705947388e+01,9.407131041242852154e-01,9.248297146194762730e-01
5.049647553559127644e+00,7.565639320910024779e+00,3.419475807325099481e+01,1.422023317009164234e-01,1.320607352519417299e-01
4.867038061058674003e+01,7.455168032622493612e+00,3.676470321336296365e+01,8.258566383939333067e-01,8.574657703143511167e-01
1.941371694532887915e+01,7.587911038445782630e+00,2.902925405171481898e+01,4.349862027006747289e-01,4.385515256836519660e-01
8.562845390371299459e+01,7.221455995648510040e+00,2.850281624782371992e+01,9.162985506611216469e-01,9.105266777494216424e-01
8.860551914296762277e+01,7.299693833374986340e+00,4.412897506039051621e+01,9.351280597531363981e-01,9.123884039663496814e-01
5.591180640020094472e+01,7.239596132045651444e+00,5.747135797552075331e+01,7.247871236401514095e-01,7.123955430145304524e-01
7.390439620577710400e+01,7.493656721959341738e+00,4.030947625225145714e+01,9.473559495658933072e-01,9.423560245450630646e-01
6.899131924910815883e+01,7.558378018982767621e+00,2.281814708774923162e+01,9.543191902287385675e-01,9.817017472530129574e-01
8.186665191778922690e+01,7.582410907063946937e+00,3.447549338596277835e+01,9.729881641491820998e-01,9.607782701855371865e-01
2.860275868858285264e+01,7.448266215334326645e+00,4.100481582346578335e+01,5.204194893497822161e-01,5.563062046991033016e-01
2.369954309939067016e+01,7.364125743629296394e+00,5.783192098149653759e+01,3.151960603812650197e-01,2.966223040422477641e-01
7.488459650578167270e+01,7.248026571864416567e+00,5.812890125925220985e+01,8.635711023864756086e-01,8.564193662899545201e-01
9.594911068329039949e+01,7.277405010303153787e+00,3.547827524238216768e+01,9.466930505992654510e-01,9.635639235574837702e-01
2.375196446089826452e+01,7.347204364341246574e+00,2.891936818093867245e+01,3.958591897317518815e-01,3.910552911090502404e-01
5.720962437044907034e+01,7.291342712435300299e+00,5.824338008463632121e+01,7.691086876372410508e-01,7.525034467892288692e-01
5.487773174065434745e+01,7.590049137288117365e+00,4.665220393864619552e+01,9.091446605247919255e-01,9.065077922951584322e-01
3.798226411611571507e+01,7.284158833604964300e+00,2.300046801116280903e+01,6.278099074558003423e-01,6.367841573243789854e-01
7.527354088680520761e+01,7.215512921689477999e+00,3.553465007123828201e+01,8.763740306444359751e-01,8.420593463474549401e-01
1.404486841990799029e+01,7.262549203169285761e+00,3.955317595049478285e+01,1.901812536398093112e-01,1.852105267248359000e-01
3.780593030898113227e+01,7.212324552060463745e+00,3.745260664728012046e+01,5.323512784517824281e-01,5.301645459627495338e-01
4.367565563064825795e+01,7.211485148404291223e+00,2.145770308368492607e+01,6.605370843556449545e-01,6.524621291571316428e-01
9.534697815182353509e+01,7.250743506764303348e+00,2.740280301889214698e+01,9.430190720183919684e-01,9.577261933459717547e-01
6.874607524760897093e+01,7.513126695979428504e+00,3.373515412162419125e+01,9.422790021963748375e-01,9.309079588060573673e-01
7.138492898371173112e+01,7.476257261654186692e+00,2.350851504455793517e+01,9.442053076480784179e-01,9.369150106763517449e-01
9.997932321670582212e+01,7.230070939526243023e+00,3.772951329090989248e+01,9.430601222168039088e-01,9.438129739640545024e-01
2.345109179793295695e+01,7.405485506099343418e+00,3.453415870539321730e+01,4.045665913711039563e-01,4.191435732574131379e-01
6.074913660801493620e+01,7.422094950369835686e+00,2.078688770574009226e+01,9.002258910640250633e-01,8.958026387110709088e-01
1.165850788047614195e+01,7.533738472586016144e+00,5.212293649593573264e+01,1.890105157280597969e-01,2.193424611460949303e-01
1.708717074170327166e+01,7.419593106326446197e+00,3.076877203620650292e+01,2.907557630526874659e-01,2.726013970522129237e-01
6.991665625640864334e+01,7.585374071025230869e+00,5.402502869052501921e+01,9.515523298808769015e-01,9.772826169275585784e-01
8.277235934002484896e+01,7.576827331063701543e+00,2.544558081843963038e+01,9.742562460177216499e-01,9.570998149955083356e-01
6.394396137007679215e+01,7.467392482923948194e+00,3.453152093150630719e+01,9.170668435983889699e-01,9.138055139588714404e-01
5.839850656162877129e+01,7.494035911323762456e+00,5.468699943914360517e+01,8.857448251660462457e-01,8.930257488733972515e-01
7.927244190328934792e+01,7.504620562000163808e+00,3.143441193328211014e+01,9.607424981285960230e-01,1.001839295353790016e+00
9.566750469402062151e+01,7.594383168809998530e+00,3.405245211558351315e+01,9.839201659215144335e-01,1.001836688854576218e+00
9.262669515196616032e+01,7.431865764950426723e+00,3.504479788182290179e+01,9.665383187985184810e-01,9.584210618073796262e-01
8.106892367610241479e+01,7.266587908400387263e+00,2.168124294091765236e+01,9.201217415868699900e-01,9.461041238987044633e-01
4.377967254522113905e+01,7.365319140872670367e+00,2.129161276707187511e+01,7.569768931747490326e-01,7.527027950768748754e-01
7.686706679229283168e+01,7.433969366891135522e+00,5.379901302304207888e+01,9.355461009927468208e-01,9.197171838667538291e-01
2.414939891955468099e+01,7.318352262871707481e+00,5.997711125434247492e+01,2.959305240529813696e-01,3.049042178887150234e-01
9.050081913752548246e+01,7.287823457819412987e+00,3.091517124586753340e+01,9.412119146196492592e-01,9.431013315803151720e-01
2.869369611179661916e+01,7.491443172052338895e+00,5.761766914328018885e+01,4.952530764740668001e-01,5.143264038193314791e-01
9.805808640737448911e+01,7.571560906223611553e+00,3.769437818853611333e+01,9.834588171264307954e-01,9.724640498434845570e-01
3.086664224128168854e+01,7.447824502873695351e+00,5.107262535175593854e+01,5.319721383162867578e-01,5.396022082695052235e-01
2.714424439860142968e+01,7.354274557586921723e+00,3.138085793254287026e+01,4.598053602846042809e-01,4.724963469412996608e-01
3.429641676179871013e+01,7.589297984211526682e+00,4.210755055376634459e+01,7.267099993255957679e-01,7.322709105166094190e-01
4.902904761874920325e+01,7.483126765338965924e+00,3.520628265332315010e+01,8.442967479625635985e-01,8.437170773207364194e-01
2.081986370358935190e+01,7.590857270747507712e+00,2.442446544473679637e+01,4.901796646334756202e-01,4.762272971516556264e-01
2.710859601109557815e+01,7.576350561577363862e+00,3.594886584968198662e+01,5.971821015719056547e-01,6.152571373990134429e-01
8.853942027002399584e+01,7.384725073221122926e+00,4.818470276167120403e+01,9.509161868944296936e-01,9.536606769006783502e-01
9.320066175608955916e+01,7.435286464715252563e+00,3.068072605377677675e+01,9.681786243458381236e-01,9.781047037960152180e-01
1.638260837863144559e+01,7.359306834127351316e+00,4.454288334495710444e+01,2.291989442688440737e-01,2.221833794516322458e-01
4.469377141617593452e+01,7.406045087859767229e+00,5.048253410988282752e+01,7.292632651303223579e-01,7.295234989451654384e-01
4.256479444563959902e+01,7.447207938689259343e+00,3.331017442547101837e+01,7.680315154795198662e-01,7.472869556454254658e-01
8.300062247938487303e+01,7.318645262444698041e+00,4.988009869369916771e+01,9.240422590129967473e-01,9.257527649157127891e-01
6.638098097554964738e+01,7.370791909043199475e+00,2.051791034791356694e+01,9.060734613728986808e-01,9.213776678459848490e-01
4.139612588833686857e+01,7.531687712008115376e+00,5.301912998035295743e+01,7.642342027209828581e-01,7.660940684425795455e-01
7.908088350412336354e+01,7.491055052908206946e+00,2.098452066612665234e+01,9.604606189871396360e-01,9.776484751975045295e-01
6.090994789451928426e+01,7.262407086966415015e+00,2.277188469109433555e+01,8.390034999968544183e-01,8.452617096393078011e-01
2.172674852838765247e+01,7.248562647444610541e+00,3.860199776279353046e+01,2.865582108704562980e-01,3.138353434708426315e-01
7.947018744927626699e+01,7.532278263314930555e+00,3.484133974793083155e+01,9.642208673066816615e-01,9.604198746636256612e-01
4.709811413174654859e+01,7.339612727453237007e+00,5.613218980254055168e+01,6.986718282597362828e-01,6.658992237286780469e-01
8.880809952237078164e+01,7.571538734959498917e+00,4.562522053121996635e+01,9.767703600000927633e-01,9.854201245818041688e-01
6.685764033821767782e+01,7.325746492857547310e+00,4.398872125565855384e+01,8.737692260891773977e-01,8.704654363316260968e-01
1.596346460470278750e+01,7.243672293209852064e+00,2.732275122060567796e+01,2.279671145742117599e-01,2.084812469285585723e-01
7.591089395759684066e+01,7.559089577166806961e+00,3.197066418210220462e+01,9.635858633594633904e-01,9.766111705179186808e-01
5.853936953270574861e+01,7.366126855157135722e+00,4.974654931777946842e+01,8.367271316631123002e-01,8.420137144482050529e-01
5.461636635590277677e+01,7.448597972650810917e+00,2.635784121636294941e+01,8.758791416066552538e-01,8.847859136453476436e-01
4.255401792115601012e+01,7.328196069507013632e+00,4.771646954463930967e+01,6.538314460771784686e-01,6.471839270614446749e-01
6.662613423147166714e+01,7.448944729959538158e+00,3.720112475297263188e+01,9.194041415340530321e-01,9.233450848190081217e-01
7.265689034302134530e+00,7.490837674898796372e+00,2.736893476405236925e+01,1.598042465558579539e-01,1.648910274389664421e-01
5.087952268523133625e+01,7.591084015531088802e+00,5.679086811937783352e+01,8.777819931677171006e-01,9.132750952985511095e-01
9.361516516270826571e+01,7.221437019390215539e+00,2.726733947951911929e+01,9.340079291883641721e-01,9.203287338991904543e-01
2.128184658453836420e+01,7.577782006278152238e+00,2.685342248597633130e+01,4.857304591098422497e-01,4.855205751186943419e-01
1.456432599517108883e+01,7.422573806735938362e+00,5.569401866044190541e+01,2.004581144667391679e-01,2.077353107121321096e-01
4.164151410737952830e+01,7.259600754367649955e+00,5.023262569136743139e+01,5.824915587442633935e-01,5.479958202223553787e-01
5.243153375249382719e+01,7.586651245995638781e+00,5.249710945122247097e+01,8.902238720947385220e-01,8.581645047461746723e-01
3.827605762289170599e+01,7.512620906741894977e+00,2.511744431428788360e+01,7.715735863403279104e-01,8.148899537568841112e-01
4.891016192701233933e+01,7.280064458891374102e+00,2.615430043644421687e+01,7.506680663912791429e-01,7.153256873180457998e-01
6.779214460357613348e+01,7.479071173250266824e+00,2.941027100954202211e+01,9.342278033104256529e-01,9.457263862035307778e-01
7.948507828678206977e+01,7.550301634925539851e+00,4.680985161111384940e+01,9.642543797514578907e-01,9.472898716301664246e-01
6.107557201591053975e+00,7.357645759339208169e+00,4.256335117875975982e+01,1.394924507242579492e-01,1.242292486692353204e-01
3.878950919426053190e+01,7.221009809040810801e+00,4.099103343013312184e+01,5.419142369041431984e-01,5.022637388186963481e-01
6.230386068498492591e+01,7.213755486684601870e+00,3.109931801292351849e+01,8.137648067735293589e-01,7.957500353270223759e-01
3.070650386215864280e+00,7.212700731074870752e+00,3.206689354790974278e+01,1.319345288202123101e-01,1.476221011302859543e-01
9.497041249474092695e+01,7.588059537521293585e+00,2.822529277189601515e+01,9.834202964936238356e-01,9.556454396752935843e-01
6.444127668956316768e+01,7.406968716407538622e+00,5.820176758190936539e+01,8.789786255917673152e-01,8.908871631986029493e-01
4.901536376175382514e+01,7.211024822404905166e+00,3.277118994931748119e+01,6.943206307766816021e-01,7.005865857636532912e-01
4.538311588801987284e+01,7.217135751511291275e+00,3.820463530201659097e+01,6.407970864258154542e-01,6.811631324128633036e-01
1.557851051204354498e+01,7.452209147400878919e+00,2.035261885966828288e+01,2.988706166383331975e-01,2.893799449731788709e-01
7.559245305446993690e+00,7.510031318984713877e+00,4.346808897197290378e+01,1.527639183018166813e-01,1.780321990858727832e-01
6.841570403083137819e+01,7.551493186750046327e+00,2.187503163973690334e+01,9.523179173227906968e-01,9.700952964076194895e-01
9.247462780941339133e+01,7.249837371498378147e+00,5.337678981976718262e+01,9.266437341163029640e-01,9.209103657699372336e-01
7.944448168592100501e+01,7.395586149331154324e+00,4.149707411412938995e+01,9.384240306650211139e-01,9.051649108862978022e-01
3.123979157233550907e+00,7.308051585249947024e+00,2.693637845587101509e+01,1.328458668301732981e-01,1.630346744219034472e-01
4.857879712464686861e+00,7.562588939238982455e+00,2.330531226131277833e+01,1.450131382935397339e-01,1.177253601766689028e-01
5.175319131099460890e+01,7.557969188629369839e+00,4.612973914449199953e+01,8.818112900412590216e-01,8.723429709888030903e-01
5.775314843587390357e+01,7.265000237525199189e+00,4.532368625008088259e+01,7.842223776893051390e-01,8.018859084893088518e-01
6.102829398301518893e+01,7.597836892706526513e+00,2.121461281104992480e+01,9.448637578204280851e-01,9.671828691962938152e-01
8.772645771895378175e+01,7.411134368794500382e+00,3.289259738717822756e+01,9.582152267180669147e-01,9.413062927949071845e-01
8.988871302464180246e+01,7.556477728652946091e+00,3.597623595472559543e+01,9.772614311760065009e-01,9.766213974580419954e-01
9.894014865838875039e+01,7.255372383643624801e+00,3.339855013608337231e+01,9.476565574335301667e-01,9.424849885921431358e-01
3.402999186687824817e+01,7.308751432827300221e+00,3.290885805238204398e+01,5.521048080518200507e-01,5.757359795634673372e-01
4.738584356614278192e+01,7.252497330704940737e+00,2.039376590639627196e+01,7.305677214480525983e-01,7.806603889316710010e-01
9.936930198089841326e+01,7.359260079956535527e+00,4.636621344984337867e+01,9.619856239632780248e-01,9.253878874528793652e-01
7.033591672104313375e+01,7.448330215599034076e+00,5.315220849622429000e+01,9.213465120856139112e-01,9.396749702852993380e-01
6.686056587244809002e+00,7.334686612636879488e+00,2.180781872777842878e+01,1.500892278231041876e-01,9.292572028496970393e-02
9.104560768109909930e+01,7.306805871406309549e+00,4.889903236266315645e+01,9.394652804385970057e-01,9.397466078818899060e-01
6.205060093227169915e+01,7.514669703814225166e+00,3.967902445566368641e+01,9.205001442244709065e-01,8.983244537454871947e-01
2.017751292498500248e+01,7.505948308540303593e+00,4.890439814358764181e+01,3.427989675358376065e-01,3.826353433380386693e-01
3.542517641772734294e+01,7.467784534702708754e+00,5.589798043482946355e+01,6.183468285875244330e-01,6.216741991535456036e-01
5.818826991875263133e+01,7.458071500520982333e+00,5.309702350666270121e+01,8.718919999792454911e-01,8.571565650201297126e-01
6.562387796740310364e+01,7.589121135409691910e+00,5.004325501527102915e+01,9.439604174690130467e-01,9.339741603748366039e-01
4.166211906275612620e+01,7.582824694903916196e+00,3.757519617101515053e+01,8.255811366714107535e-01,8.140752216305662259e-01
7.469155049867336515e+01,7.466618257265614567e+00,3.464095287163034698e+01,9.456557779349464843e-01,9.494220101062001982e-01
5.374982604676488052e+01,7.339616376887610372e+00,4.854235507196214883e+01,7.871110846189239840e-01,7.839481152113297879e-01
9.750102281273211702e+01,7.383947939809179850e+00,5.026616926798811136e+01,9.625296840876723659e-01,9.756473955673028442e-01
8.549611024188934039e+01,7.469215677369188455e+00,2.983730357427150182e+01,9.642234545216349373e-01,9.950286761601287999e-01
1.585955778621845269e+01,7.526203304090024027e+00,3.599932172635745076e+01,2.929885828327323805e-01,3.070168237708820747e-01
1.120568144980092740e+01,7.351379816395120947e+00,4.986003775536289595e+01,1.645283013676661354e-01,1.400082404135842840e-01
8.549942971023384075e+01,7.483231677556160477e+00,4.199729431392242418e+01,9.638688082206043894e-01,9.313926720908847212e-01
6.116533657331510199e+01,7.487888267812573773e+00,4.733559963611623544e+01,9.036042294295802968e-01,8.884958389164662185e-01
9.764613307958235566e+01,7.412701408666221070e+00,2.192297315668240287e+01,9.706531186154905289e-01,9.917174239016851578e-01
4.414764316679928413e+01,7.444833628592338215e+00,2.343316721826483118e+01,8.007419692636721376e-01,7.940410061903651062e-01
1.875053895933998760e+01,7.579471498757002657e+00,5.537405656933663778e+01,3.281763719346915686e-01,3.148249155531598897e-01
4.661846291152086152e+00,7.297133641621575073e+00,3.401121089114700169e+01,1.356495077287490914e-01,1.384151588848667458e-01
7.708988744932049997e+01,7.545297440130380728e+00,2.297938985586330674e+01,9.648420269046120712e-01,9.365315079127838338e-01
9.268275007325755155e+00,7.508956416155796454e+00,2.288076545918247362e+01,1.906172934190376034e-01,1.678307389856517617e-01
6.474641211561510090e+01,7.252870041118404387e+00,4.217861337795476118e+01,8.324431681386502691e-01,8.426496766428397400e-01
5.679081311690057987e+01,7.301643181838468166e+00,2.654345242314542830e+01,8.263523689378604598e-01,8.202892990796960548e-01
7.421726371979096371e+01,7.298065398063318554e+00,2.836464102955458699e+01,9.059419094216834001e-01,8.968771845798730880e-01
9.444523503719878477e+01,7.407160553514474444e+00,4.137777656629891965e+01,9.641714074809372148e-01,9.705241079872672927e-01
2.441562754803249291e+01,7.338595026451321779e+00,2.402422957764424183e+01,4.198090257193295982e-01,4.081116016557134185e-01
4.877780517689904372e+01,7.420057111770220537e+00,2.700884912746095523e+01,8.235718798173008448e-01,8.098460588860473264e-01
7.540464480421653093e+01,7.422216636539965329e+00,4.788838792642615516e+01,9.320690861385472203e-01,9.228728828878737245e-01
2.103345869058639650e+01,7.596298571081733009e+00,2.066723435215104132e+01,5.118123241939579460e-01,5.238647359761898770e-01
1.010915072578959695e+01,7.400251614732501260e+00,4.366873436451530210e+01,1.653252231081868417e-01,1.665216218226109046e-01
1.466427567408030086e+01,7.562812564595909670e+00,5.386190574707657674e+01,2.393951743129666410e-01,2.155032226194404377e-01
9.323711059203347418e+01,7.580252811184975847e+00,2.081119587264216975e+01,9.822677054559918464e-01,9.762065671654076571e-01
7.915309509850486336e+01,7.543251220894553022e+00,3.335444318605259184e+01,9.655328410385249915e-01,9.784973195675511493e-01
2.084067422413529513e+01,7.522255769804027992e+00,2.987191694595273361e+01,4.290701808240913184e-01,4.664852196872288914e-01
2.573083253762891154e+00,7.513412210019081883e+00,3.593751027559369504e+01,1.318792378834619805e-01,1.090321580410229529e-01
6.414408215562434634e+01,7.356405872450915595e+00,2.215118731138834107e+01,8.919938097252770870e-01,8.987645156062475937e-01
3.286878112898607185e+01,7.503430589060088529e+00,2.483774682988648763e+01,6.892858053963387688e-01,6.841108398600316276e-01
2.356750675952205398e+01,7.533506849560747121e+00,4.987688644302276941e+01,4.349761904650701894e-01,4.514865792013152967e-01
2.075600809208699005e+01,7.379062625909249995e+00,3.076018672344019578e+01,3.464491681253011879e-01,3.554402676716225118e-01
4.775031099446054839e+01,7.481386169035841860e+00,5.781883693885352216e+01,7.951185958331408177e-01,8.245621339879570799e-01
3.488289394504759144e+01,7.293838671523060313e+00,5.043709569343425159e+01,4.977308996810985708e-01,5.081199177265908196e-01
9.408151189705755257e+01,7.256000669225509014e+00,3.326852393597931012e+01,9.401335099073970802e-01,9.292312436628189509e-01
5.702286026209871039e+01,7.584343078512389091e+00,3.182238792111782999e+01,9.256862202105561321e-01,9.149143566469704059e-01
9.011248832509014051e+01,7.423288023426609428e+00,5.236354381437144667e+01,9.586024356474038832e-01,9.667134378417464591e-01
