S,I,v
3.370037929862547688e-01,2.490696983033121370e+00,6.539333725104129469e-02
1.860515972090719927e+01,2.166281717848660193e+00,6.160257645344782151e-01
4.866228213898001087e+00,3.511380375135944032e+00,3.529043185196712451e-01
5.485707153856630214e+00,4.199255287933350012e+00,3.262150456729405179e-01
7.575282281534557072e+00,7.992796475606080975e+00,2.105786055831826986e-01
1.882070044299599232e+01,1.520089260976732470e+00,6.672581377652603285e-01
7.101204650045956690e+00,4.502694622824598092e+00,3.487739702179937229e-01
8.679543838471484918e+00,6.437487346722581272e+00,2.822976669954208595e-01
6.040294722798721594e+00,2.509498595575077928e+00,4.759895767939316680e-01
1.952727619753069277e+01,4.164227626110300839e+00,4.869109501899211989e-01
7.360658774858281461e+00,1.336055582220767590e+00,6.356935986028993124e-01
1.762394677693672529e+00,2.495773701537954636e+00,2.526781498357842937e-01
1.319384964535762528e+01,5.684791020045820709e+00,3.707885773900173598e-01
1.436043792223797766e+01,3.740671103284758381e+00,4.895555597670195880e-01
7.507596381480875714e+00,4.397798956792108527e+00,3.637603590821475996e-01
4.306564593452759659e+00,8.876087118605894943e+00,1.268590070240471768e-01
8.244103878553202591e+00,9.522602168139537859e-01,6.961496995273416255e-01
8.837457389196037738e+00,6.265702652687259899e+00,2.919228795169884760e-01
1.990646608741843337e+01,5.208479478624949088e+00,4.339614000391999737e-01
1.718286297852832334e+01,1.596185265602818593e+00,6.612908514491254719e-01
1.245608707855703123e+01,3.837931832051126868e+00,4.687662355223748412e-01
3.958967162578267640e+00,1.626282167590556993e+00,5.001991386144694074e-01
1.378949897564177540e+01,2.414367401415151715e+00,5.842885521228995405e-01
1.520408014541306230e+01,5.905514192523732220e+00,3.765712196071342999e-01
1.600235900017519253e+00,7.717330602483750468e+00,6.812538851094050718e-02
7.651781682372924998e+00,7.198475320400222088e+00,2.368424166753669013e-01
6.604271171161595788e+00,4.015376516044852018e+00,3.682886186170971077e-01
1.145158331996818646e+01,8.012025013828980136e+00,2.615200865258802132e-01
1.309575904552893100e+01,6.961576792445750783e+00,3.149400770614366740e-01
3.709616988928390313e+00,1.592165928805512332e+00,4.921857400904174895e-01
9.446222778662914266e+00,5.274407309474891115e+00,3.478101040247133513e-01
1.984414094206429979e+01,4.761688276206268000e+00,4.558976280406737414e-01
4.154675206247450125e-01,5.805463612709723442e+00,2.924893091249446825e-02
7.482772875397833978e+00,2.273529555737106911e+00,5.325347306079135645e-01
6.752818030740466604e+00,3.379235120066184095e+00,4.180317348448688852e-01
8.171102098448733031e+00,3.264564521847255207e+00,4.564269677204784159e-01
1.739695493894116041e+01,9.754446930221517320e+00,2.589697483917126619e-01
8.822270262159529253e+00,2.229007502880353542e-02,8.289543465049827864e-01
1.767325222977035182e+01,6.378112747272038696e+00,3.714189352727755855e-01
1.155324287630174851e+01,5.914681180287275630e+00,3.435115517651618489e-01
8.549892129199204049e+00,3.236076803732546914e+00,4.652186047995816587e-01
5.120831444389140508e+00,4.895328666783584026e+00,2.756387558587146680e-01
1.648991572090044500e+01,8.864068971014903653e+00,2.775880230441330476e-01
1.291959030826517107e+01,2.895644983913471471e+00,5.405143524923649023e-01
4.323298790654970247e+00,4.800461493151820136e+00,2.543874343681996053e-01
2.688402819756161133e+00,1.357199858094654266e+00,4.594660247485998217e-01
2.596083440197744174e+00,7.365566760488254872e+00,1.091179967151490182e-01
1.819053206070116957e+01,7.798412467436599549e-01,7.329119962335809424e-01
8.127491598161558528e+00,1.568218036480550914e+00,6.193459746596448046e-01
1.642412510778301993e+01,3.572747308806960564e+00,5.114124919652859314e-01
1.791770564591955761e+01,4.889980947944242651e+00,4.417336875618254610e-01
4.604027651106255448e+00,6.056563471374047936e+00,2.092985994217580747e-01
7.481897613107586498e-01,3.962767198131933455e-02,4.164257479078430912e-01
3.688688122259087265e+00,8.308496616290490522e+00,1.229389878889022708e-01
1.548227624265601143e+01,7.182784902331888155e+00,3.259348646916614411e-01
4.067222048111237553e-01,3.610565185299400071e+00,5.232481218667986433e-02
1.132622799435541694e+01,4.754854706566543854e+00,4.006291565632115192e-01
3.906208635202130797e+00,3.060846488690916800e+00,3.491106778426064650e-01
1.535654757936666215e+01,9.793663957036981671e+00,2.447987924069491283e-01
9.639576358946150947e+00,4.303146484591263032e+00,4.063319566739404531e-01
1.102669078762766652e+01,5.504151036383797546e-01,7.625385855256913148e-01
5.938824312315641230e+00,7.556569314870062115e+00,1.930938685887452211e-01
9.185912223592930914e+00,3.070030199436860840e+00,4.884857582335391246e-01
1.009680798621385378e+00,3.987081837521551098e+00,1.052969479268773684e-01
1.620944097669141115e+01,9.241103283990314665e+00,2.651334514658947317e-01
1.815922857518506461e+01,5.643280382838100628e-01,7.531948760129022480e-01
1.507768564239549036e+01,4.772497642458597866e+00,4.323385681341107567e-01
9.962883221712244719e+00,8.804227405201624279e+00,2.212295947189384659e-01
1.689130855393613118e+01,5.440782824329795098e+00,4.090314040382815874e-01
1.760354284032224770e-01,3.540661873043843499e+00,2.415881278928722065e-02
1.335255239906539515e+01,6.083894520214453649e+00,3.537506667635939572e-01
1.537097975457944798e+01,8.145149066038209540e+00,2.918500830502026577e-01
6.600459120126174639e+00,2.415410452549481057e+00,4.995559081194880791e-01
1.714577664978515870e+01,9.908086786958019587e+00,2.535762523566758575e-01
1.037810319861357383e-01,8.056157842116173029e+00,4.669774947848351690e-03
1.267919220762888344e+01,3.557259335265938738e-01,7.866051728252890785e-01
6.090377221514248873e+00,4.393858000975006561e+00,3.311358043117242356e-01
1.260969568282703257e+01,4.868680997073467687e+00,4.074413809741077586e-01
5.102037325050837069e+00,3.159893788152992045e+00,3.885367715720444148e-01
4.274619414730279843e+00,9.864353815380392021e+00,1.096072335526439429e-01
1.256059169743014614e+01,6.600877187872182361e+00,3.241897990985505018e-01
9.989002930261978719e+00,8.804533266616211051e+00,2.215340360761679783e-01
3.826885697349734272e+00,1.242169679726732312e+00,5.467395746406918944e-01
1.773488110525478945e+01,5.413252976478242218e+00,4.148083698418486565e-01
1.765949457354845720e+01,4.788864691828509379e+00,4.458289045871075551e-01
1.103641126008673545e+01,7.260900063969017992e+00,2.824569491240203067e-01
1.415131094798747391e+01,3.964968688016355713e+00,4.736995640724711021e-01
9.082596027565367436e+00,8.954394868103353389e+00,2.062769350665837054e-01
1.604872295098027024e+01,8.714717313770410811e+00,2.790387164640689144e-01
1.669373930099238379e+01,1.373369396913165508e+00,6.807154648935579422e-01
1.530677801574896080e+01,3.412536624874388025e+00,5.168613224198722600e-01
4.938661901700888812e+00,2.688728383700189628e+00,4.241008312766771371e-01
5.873203579398640350e-01,3.607450692927651748e+00,7.329746162796965669e-02
1.319923625799708233e+01,7.647455219260359982e+00,2.908623816015549757e-01
8.284028120220218838e+00,1.847590612557483691e+00,5.904031775410838456e-01
1.789579081776670222e+01,5.903821896909411393e-01,7.514499976880808507e-01
1.721096579817950456e+01,5.468436193735547235e+00,4.094530369058046460e-01
1.072166667050523614e+01,7.857844362414483363e+00,2.583340243786541035e-01
7.611138598044698611e+00,1.018383243573395269e+00,6.800916427245062845e-01
1.428849186441457064e+01,8.350073962182962717e+00,2.771455164261408255e-01
1.421645694069683863e+01,1.607965213849906760e+00,6.566927813139133985e-01
1.367742957344648502e+01,6.453711789747118566e-01,7.531821540532142034e-01
1.686423868137267945e+01,5.678295964143393881e+00,3.976366020171620552e-01
1.158863984637205036e+01,7.447108876571643776e+00,2.819566420734959666e-01
1.036926524882008493e+01,1.489207953640492299e-02,8.312129358487038155e-01
1.038647185878729218e+01,3.150294282318413241e+00,4.976158665448651708e-01
1.779071509458499278e+01,1.323277645552669579e+00,6.846926187008424147e-01
7.398347555209798365e+00,5.426841786484320806e+00,3.047392410562726472e-01
1.685412561022705447e+01,7.755031276191525436e+00,3.147462221693828055e-01
1.014730231878776756e+01,5.704819169086220221e+00,3.362300231067209544e-01
1.798245120309601930e+00,2.608073483025248329e+00,2.474174686062904360e-01
9.034741547520665605e+00,2.466879899137814913e+00,5.389451851976857499e-01
5.894808313152872792e+00,6.547777920035832366e+00,2.247821212586499362e-01
1.060491238881041909e+01,8.348595223773665808e+00,2.417263032466430983e-01
1.708086612117435266e+01,5.587655259288749399e+00,4.030915330767667615e-01
3.671164991687100532e+00,6.486349607057110056e+00,1.662056987748435910e-01
9.556970023411269111e+00,4.450091536503412826e+00,3.959957713482692987e-01
1.169179480953030215e+01,6.309908001308129677e+00,3.274179220035470794e-01
1.541942419886629878e+01,9.675497975450294774e+00,2.482414576050423205e-01
1.882544155377735251e+01,8.064473258244142073e+00,3.157425373142352942e-01
1.105709683657802600e+01,8.117868715131870694e-02,8.219699674886192797e-01
1.844019857536133955e+01,5.336544126273583544e+00,4.218413609392372421e-01
6.797523350676255127e+00,5.112099551926019281e+00,3.079514544185703584e-01
1.530996344922143315e+01,8.556610542436682287e-01,7.302274760915492546e-01
1.529813662052291434e+01,8.241983357646855524e+00,2.882350843400144913e-01
1.107045171734842093e+01,4.295956778490866768e+00,4.251517442798921631e-01
3.558395502677071054e+00,6.995557226081072777e+00,1.485299055308314797e-01
7.785465483639472772e+00,2.597367055222218113e+00,5.068529920986564186e-01
5.887917352960610806e+00,9.478640075483022898e+00,1.462360602502642271e-01
1.934088452337518049e+01,3.351127969085405667e+00,5.348681108922096472e-01
1.292798697341167014e+01,6.726717813374647470e+00,3.226183822013712899e-01
1.818985295156363335e+01,3.580198415770294851e+00,5.174237913877275385e-01
5.993579415724306081e+00,1.132022930462522892e+00,6.362871300447690004e-01
8.635907165857188872e+00,2.524079500910136886e-01,7.948502280784910390e-01
1.139070928140140104e+01,8.799213127118271416e+00,2.373283805011069392e-01
7.159090849467155238e+00,5.797520281892739824e+00,2.825003549198040198e-01
9.184342580363580311e+00,5.912398718158263122e+00,3.128000530666817935e-01
1.202621043830250613e+01,1.403443256855848587e+00,6.696968852270838157e-01
6.628908895764890064e-01,3.110717099109590045e+00,9.580011228354563813e-02
6.862241982453774369e+00,7.273052994448231168e+00,2.201087097075680454e-01
1.044118242349336562e-01,3.857251230102167749e+00,1.308792176174635585e-02
9.702498677833290230e+00,4.842642998568356560e+00,3.749708895665828656e-01
1.219921323510076050e+01,2.159309224876028388e+00,5.976068982278337494e-01
1.950510155306784732e+00,6.659502459945509933e-01,5.036047107931623801e-01
4.917678602681454514e+00,5.170823594349762686e+00,2.558537045685158051e-01
1.609943723907437274e+01,8.009558308697968698e+00,3.013382889851658475e-01
1.682160304100699477e+01,3.736306871001604524e-01,7.758568281995088523e-01
7.815891759980256204e+00,1.434160920691136543e+00,6.306585531871039541e-01
1.630305223777041235e+01,8.902489291399753313e+00,2.752588592070084883e-01
5.615091035339640158e+00,7.765705297880519886e+00,1.804460481585899445e-01
1.415155362403828398e+01,7.833423633112889917e+00,2.927161205280479073e-01
1.095458681077657737e+01,8.948415878582174798e+00,2.285992636484224516e-01
8.857971670162982036e+00,8.089991829642560361e+00,2.271957217602000867e-01
1.316320129585815302e+01,3.082719477488185866e+00,5.278562006524234462e-01
3.664745140340797680e-01,5.816411956156965601e+00,2.587454410967511900e-02
3.332624509896270570e+00,9.775213953778441933e+00,9.108623488377752542e-02
5.947086941320333331e+00,2.972445875363577628e+00,4.306974774853123966e-01
1.364319593441500267e+01,5.771429466077502290e+00,3.706186970594901875e-01
1.415408273589134680e+01,7.674564439925566361e+00,2.981410097674270232e-01
1.364714040130193062e+01,6.199898700950288166e+00,3.512025227926570126e-01
1.537558042061847274e+01,5.807256845670424106e+00,3.822796814419240907e-01
1.683076064173318676e+00,4.112364334725978843e+00,1.544358943699486175e-01
2.207189277465558153e+00,6.018083603209173127e+00,1.236814339283080211e-01
1.712148808921606502e+01,2.159748980027641707e+00,6.149207631214814729e-01
7.201071283926574473e+00,2.302028889178844295e+00,5.241248359525230160e-01
1.141058868062184395e+01,1.026451274724554663e+00,7.078082376313937774e-01
1.011970583409494218e+01,6.557562057451864490e+00,2.981844678763938550e-01
1.257058516961872918e+01,3.729345860568148652e+00,4.770668131968892611e-01
1.631239553436250045e+00,8.906922489341694060e+00,5.647484286833090450e-02
1.541882550469164492e+01,1.119717116517046085e+00,7.042756034393520270e-01
2.555706330446757768e+00,2.376775753467508245e-01,6.501842318523016750e-01
1.365935179049729875e+01,2.518226892625871294e+00,5.750970491024292031e-01
8.102627773099143837e+00,3.504218485751964263e+00,4.365964760472440531e-01
9.896006557636551904e+00,6.753420460786099255e+00,2.873933699500272887e-01
1.346670531377881552e+01,2.646719615105876944e+00,5.636436999465075370e-01
7.482954738843171860e+00,9.053483655984939205e+00,1.813426315487453588e-01
1.016145679894296272e+00,7.201379843582708773e+00,4.997866158558935540e-02
1.928780987925994950e+01,9.850028067357696315e+00,2.669179607934550336e-01
1.050127029821752700e+01,9.666327567637665652e+00,2.054688698246008305e-01
1.486867835711113095e+01,8.096923483604363980e+00,2.896826837882748862e-01
1.067276719111103311e+01,8.859016668493200797e+00,2.279418655668347116e-01
1.641176936313244639e+01,3.366034190101272472e+00,5.249824147160678800e-01
1.133586196384574407e+01,4.033203746029842662e+00,4.449027745227581709e-01
2.542861879905199185e+00,8.140921750467979834e+00,9.392441972623481738e-02
1.287394063665052535e+01,4.707584905343353832e+00,4.189140818955004453e-01
3.537539321795987401e+00,3.960681489245788889e+00,2.687718100286707323e-01
1.649071728683088622e+01,8.738693853775447717e-01,7.271736057772092421e-01
1.365312584940902596e+01,3.131361321992228497e+00,5.274544667535766562e-01
1.880219189904784116e+01,2.403931607971791173e+00,5.984710785452506121e-01
1.261870771187605733e+01,3.897224344233634952e+00,4.662592609977554980e-01
4.580745639349943055e+00,7.025637121376549388e+00,1.768190997373505491e-01
1.118703716192313280e+01,7.754299067676278412e+00,2.670356100278131195e-01
1.545826831150194991e+01,4.638284111308527358e+00,4.421846545223146463e-01
1.426657712074901774e+01,1.795255647339365490e+00,6.396710861902962231e-01
6.911704449429552533e+00,1.303957445994556874e+00,6.320892908002583299e-01
1.314148789701570230e+01,1.696144583761726166e+00,6.451713966546155365e-01
1.871185431989137982e+01,1.103838529915516231e+00,7.027608118930767089e-01
1.372771985768075353e+01,8.585276828752782308e+00,2.654006092393856320e-01
7.409297904824128089e+00,2.936491423570309678e+00,4.690884821047177078e-01
1.822409077463022342e+01,5.043062282585299982e+00,4.353025256759616157e-01
1.656972143529063501e+01,1.137942796043825977e+00,7.021739876168485717e-01
1.711815682931663574e+01,8.698464871457463943e+00,2.864016254452256272e-01
2.226143396196702096e+00,2.553935974577270507e-01,6.182025429405662020e-01
5.887493789449690595e+00,1.327882754536688914e+00,6.071805231971051375e-01
1.582354327293802498e+01,3.316893063003236719e+00,5.258189924512824964e-01
5.568669168105215839e+00,8.113001255785363242e+00,1.704322941372049816e-01
1.566748117601336254e+00,3.136414887632632542e+00,1.913812951332507506e-01
1.369699364820445808e+01,2.860119040553100511e+00,5.481703100227023340e-01
1.600547213393287294e+01,8.846014098782051249e-01,7.267228853835566715e-01
1.287117938199325451e+01,3.622148987708434298e+00,4.868784145448564193e-01
6.962382394857590029e+00,6.930338182503367861e+00,2.335699618016149615e-01
1.123948904745421729e+01,8.228168874962310753e+00,2.524620840092540175e-01
5.282470338044626956e-01,7.857009477012714349e+00,2.384904367014589396e-02
1.129696694948585645e+01,7.544125185808292500e+00,2.753836800778047822e-01
1.715034337683005461e+01,3.119775075533492981e-01,7.810456957240020648e-01
1.653259376789944168e+00,7.058414844741959016e+00,7.921630706952477452e-02
7.728055991301856054e+00,4.232192491355100117e+00,3.786326946401329940e-01
3.380787978777084035e+00,2.421922695163196693e+00,3.794821794720049102e-01
7.662157143001803838e+00,9.092549074769745943e+00,1.831144733825811610e-01
3.588527001602171973e-01,6.497196832933037847e+00,2.170496982689750290e-02
1.657248210463979277e+01,8.272736223864766814e+00,2.959937353913272839e-01
9.975241875791230228e+00,6.663014216750240415e-01,7.449747016214796069e-01
8.774769504689347244e+00,1.526266026763057893e+00,6.323628527290118262e-01
1.207571484116537874e+01,9.140981545634769390e+00,2.348226832620628757e-01
1.701556126467251673e+01,9.258577026915691732e+00,2.697984774239708949e-01
5.896088424005315076e+00,3.658475912380165784e+00,3.746840222033222534e-01
5.423587750865061174e+00,6.079752985330591386e+00,2.309130038601518720e-01
1.084934733472018298e+00,5.918643456994732155e-01,3.843410152134927871e-01
5.401341965292487224e+00,5.799732627352366165e+00,2.416401501726445078e-01
1.417615779274781440e+00,1.259982184795169768e+00,3.380247531861929056e-01
9.270138947603577817e-01,4.867036991482470931e+00,7.730633309588298696e-02
1.109933818798630512e+01,3.601349149859334187e-01,7.862340594833957530e-01
3.758314259330735929e+00,7.627630513044369565e+00,1.390420925392743257e-01
1.577728669101885028e+00,3.866788806392712274e+00,1.566777638661522309e-01
1.834262335412546818e+01,9.303610151587303534e+00,2.762965664991063885e-01
3.059804460165403306e+00,7.979783519152872096e-01,5.748350002325137709e-01
1.987132735406959672e+00,9.240356117947824188e+00,6.373101833415055484e-02
1.941649336071133192e+01,3.220555725561391469e-01,7.718859586467484712e-01
1.337264258164255715e+01,9.059266019411841953e+00,2.487985479902973251e-01
1.454250542922963874e+01,6.494454826591279151e+00,3.459868657696464900e-01
1.130775951682189095e+01,5.938433582946370137e+00,3.396449386319993491e-01
1.500755310991567004e+00,2.019212522072927563e+00,2.651057411095423255e-01
1.685335708420963385e+01,9.198505558411834926e+00,2.704443199910874784e-01
8.418777183684628795e+00,5.206435669286813006e-01,7.556768305856450541e-01
7.910109705085857534e+00,8.407677182457527820e+00,2.042274826554195122e-01
2.792653955687346201e+00,9.887274134103886780e+00,7.742161175353999558e-02
2.353075728042481884e+00,3.579979093554971570e+00,2.263863494359543427e-01
1.049269406491493761e+01,6.691315877572192150e+00,2.975746601779328815e-01
1.141799743242534149e+01,8.603244229210702088e+00,2.431881380700646467e-01
1.042184230064697559e+01,5.516451051926017257e+00,3.490253191911089070e-01
1.230118109128886417e+01,1.762316391674578764e-01,8.085647482030858813e-01
1.756510491544005603e+01,2.472674142517376161e+00,5.916326194022025753e-01
1.013367641439662137e+01,6.116526487853821692e+00,3.170956950903318083e-01
7.645038806127383069e+00,1.576795148355951692e+00,6.111619562621545265e-01
5.205796781350511715e+00,7.205612205041000973e-01,6.781637448463774254e-01
6.206248184853002670e+00,9.898950270607025814e+00,1.435576404602798839e-01
1.126006036184478099e+01,1.080068009314816280e-03,8.322139902329604988e-01
1.592790958921064259e+01,2.626656854550257769e-01,7.900855209033126325e-01
8.878308495647587506e+00,8.800275566480875167e-01,7.112442061349044664e-01
9.111703134414265159e-01,7.040401649368728698e+00,4.669118343176649477e-02
3.844274624481126779e+00,7.468354750500116879e-02,7.542868431787143058e-01
1.903979445156679162e+00,6.436021489346456015e+00,1.008136253326346182e-01
6.733533939192587248e+00,8.726022894386460393e+00,1.771173754608795226e-01
1.371909549561175723e+01,9.031132543596314122e+00,2.524931205296426784e-01
1.185522316490690820e+01,1.048691017943372827e+00,7.068219103854642693e-01
1.327633904016899002e+01,2.443265230062523496e+00,5.792497647329877264e-01
9.146443105317136002e+00,1.725337417659720263e+00,6.146066860255356978e-01
2.284632685327029566e+00,5.839454647821993305e+00,1.318293358100181834e-01
5.995493505282922797e+00,8.407770836074513809e+00,1.715855318222745118e-01
1.026811353053685849e+01,1.620414311580901101e+00,6.365107466555540716e-01
9.993582804945805975e+00,4.322844417036357356e+00,4.100333226522354102e-01
4.948861618870492585e+00,3.789516224373052911e+00,3.359543555893841349e-01
1.652350100752048334e+01,5.780183852989372539e+00,3.909320553080994354e-01
8.722935386142095737e+00,6.375267927074550478e+00,2.855390289171945151e-01
1.692457689069753712e+01,5.734995017055760869e+00,3.953577860741311345e-01
5.383303343597078516e+00,5.189185902141556284e+00,2.686102849226219558e-01
1.884459775887528465e+01,5.993900305989910748e+00,3.936593318384735696e-01
2.325961193384380010e+00,1.103316912536670413e+00,4.667354588837305807e-01
1.540673156124363530e+01,1.277447417750332548e+00,6.892665590533303410e-01
5.017104148934146135e-01,5.557801169484588577e+00,3.711232655520180918e-02
4.802781204476069377e+00,1.962717889150663586e+00,4.946594064046198058e-01
1.742401075577284431e+01,5.614348747796422678e+00,4.036984932184363162e-01
7.067089496244614466e+00,7.499983160197868592e+00,2.166704612907825456e-01
1.865634191186984125e+01,8.081417276045124609e+00,3.143064083402800080e-01
1.859539831239484542e+01,1.274152575326402692e+00,6.881712402483294300e-01
1.602383228018075556e+01,8.093594911038581863e-01,7.340704034149673207e-01
7.982498439573832094e+00,4.297668060305603888e-01,7.653791627382569018e-01
1.717954321837594733e+01,4.782297146895290396e+00,4.438808778395825216e-01
9.196376304883504105e+00,1.414825642283038531e+00,6.495346054808186498e-01
2.610826682203993609e+00,8.267646530918481673e+00,9.399586961821905506e-02
1.705397154149164862e+01,2.328184505379871094e+00,6.016549430759873252e-01
1.634330941799572656e+01,4.472435081328725914e+00,4.565583901433615810e-01
2.797752265000856386e+00,2.799067658203344688e+00,3.099947607247109382e-01
1.734387768787130923e+01,1.966773845493257067e+00,6.306052660340806248e-01
1.042736475676464813e+01,9.415629880045639055e+00,2.107426778167234838e-01
1.489745609439230201e+01,7.220419353182438993e-01,7.441744816260099649e-01
5.436702813913221632e+00,7.322364051833281984e+00,1.890435341256832269e-01
4.387683528050827952e+00,2.546538249781452379e+00,4.162472436566619360e-01
1.698142501666279358e+01,1.020547556271839129e+00,7.126967560626544795e-01
1.204425458136608285e+01,1.693194952507780515e+00,6.406246076439456871e-01
3.039338765612164650e+00,3.807989655020031172e+00,2.533365332898057098e-01
7.380814716408962362e+00,6.516175985729598885e+00,2.567835316066913731e-01
1.719481278260709445e+01,6.870876896182640081e+00,3.489317625100972764e-01
9.418843276111514839e+00,1.178827127314046042e+00,6.789303831833705116e-01
6.803372622686628013e+00,4.197646815936566966e+00,3.610414954927115838e-01
6.884981911192214810e+00,1.163334398602041686e+00,6.498963568297351223e-01
1.651041962445595601e+01,1.873285470652323870e+00,6.373607132570725531e-01
9.140550648041818604e+00,2.310258038711262785e+00,5.551346178621470173e-01
1.897223470442104798e+01,9.363547964421458758e+00,2.780418005173116436e-01
6.312783002941309896e+00,2.791495542862962864e+00,4.566706818815083890e-01
1.515395855046479490e+01,1.914742075488107265e+00,6.314158638047414618e-01
5.785539304544655259e+00,9.831030583624762897e+00,1.378529851366148973e-01
1.537999215931877472e+01,6.933185549743036802e+00,3.346702077998606750e-01
4.501997318983670393e-01,4.319701932611615725e+00,4.642016177447475661e-02
2.683437533075513581e+00,9.563124695533831598e+00,7.851945869034625269e-02
5.259212439937625660e+00,8.608647194795523205e+00,1.524688507660895698e-01
1.741483009616557709e+01,9.300040125532543556e+00,2.710831930115271682e-01
6.517717689297197303e+00,6.398488438886439589e+00,2.441138705208042159e-01
9.722158269896240768e+00,2.541009312931677755e+00,5.410178030785693926e-01
2.230185948890301084e+00,8.191139694388084536e+00,8.347506093966594598e-02
1.137689789179140476e+01,8.230389814356886546e+00,2.538742675143237371e-01
2.010291225473329835e+00,6.525286882509064412e+00,1.036038344354548169e-01
2.917886522680157135e+00,9.772095291080614032e+00,8.167568365926827778e-02
1.603935066430241463e+01,4.056066505657758725e+00,4.793012668875422655e-01
4.953814696227965442e+00,3.897113114449493043e+00,3.288427804736291926e-01
1.318948850720448096e+00,8.823766788758511836e+00,4.728145017932743749e-02
1.207631511668200552e+01,3.474355254104351864e+00,4.905279760780256737e-01
3.015353104811529850e+00,9.697389722779549359e+00,8.485432250157472212e-02
1.151052802501610683e+00,9.034865682019455946e+00,4.029607261536170826e-02
1.662799109892342742e+01,6.701547408449074261e+00,3.521393771216630997e-01
8.003938136987789775e+00,9.051786870158391451e+00,1.890918043586089226e-01
1.732295401382757660e+01,1.478844237905910797e+00,6.713845293141043058e-01
1.490622621425249683e+01,6.866161058084402136e+00,3.337860106987776687e-01
4.099184196799982693e+00,7.567971904861028776e+00,1.496474258386594480e-01
1.787744788131258478e+00,2.647541008475944313e+00,2.434805716096525297e-01
3.510009322898770545e+00,1.564011964254100606e+00,4.851148475437941920e-01
9.942145272896812713e+00,5.203778406639103515e-02,8.261078643708956726e-01
7.219187977494712527e+00,3.656405967306125326e+00,4.076276762297464384e-01
1.665644265906436061e+01,5.928643194128241589e+00,3.849933987483055153e-01
9.437892776766158676e+00,6.302800807893033763e+00,2.993779735978523981e-01
1.113951903883206995e+01,2.009226578339078362e+00,6.042522057662635948e-01
7.810299664702294642e+00,7.285416705710769492e+00,2.365946437787221912e-01
1.512251673346339587e+01,2.838725804039297085e+00,5.569436271096369628e-01
1.380990184659486175e+01,8.749843005624256875e+00,2.612430402423501774e-01
1.374686944809694467e+01,6.295227727433965192e+00,3.479180131774758378e-01
1.545472832920751927e+01,9.595341179150095101e+00,2.505548779487520861e-01
8.032261961470402056e+00,4.099499621970358554e+00,3.931420886227199318e-01
2.469808240671267363e+00,2.060734273130999661e+00,3.553768339871173909e-01
1.637687553855026934e+01,6.694883383567250767e+00,3.508162804974083726e-01
6.975897462665360926e+00,7.426530405763523746e+00,2.173149594461182832e-01
1.386607605952351285e+01,6.517968654796698402e+00,3.395105237661841246e-01
1.977047159655388597e+01,2.512898980275195537e+00,5.915205071198221809e-01
1.406505853535122164e+01,1.697354781913013033e+00,6.480335319732510868e-01
1.814304604951198741e+01,7.210328474953281663e+00,3.415188916516350703e-01
3.657634778263121889e-01,8.211613294315212030e-01,1.554350949719615904e-01
1.211397765008305960e+01,3.556242773423078596e+00,4.850421682521496858e-01
2.036721574544864133e+00,4.163350874594222262e+00,1.762447464077692705e-01
1.746284215340636337e+01,9.999967667212489530e+00,2.531764921818133729e-01
1.920893028532257674e+01,3.138115184181682338e+00,5.482874961329425867e-01
7.796561929600903662e-01,8.000279869036413416e+00,3.359044039892888217e-02
2.751900872341270343e+00,5.739543673454478245e+00,1.551668169334449732e-01
1.667194459947297247e+01,5.302300771507972854e+00,4.145535184937285123e-01
1.376903989709337317e+01,5.373879638087700528e+00,3.910124235838559059e-01
1.963498975406158209e+01,6.982701115322218044e+00,3.574211251319823757e-01
1.515453297756345208e+01,8.788305643682935653e+00,2.705945908812058542e-01
1.192438248303888848e+01,5.930565919024909149e+00,3.468102789926483798e-01
1.083094074876051671e+01,4.351549976293354938e+00,4.188959895765794750e-01
2.963604581795586390e-01,8.017584507703745533e-01,1.316384448887530645e-01
1.569791261390425952e+01,9.910338837984622451e-01,7.166250200943795612e-01
7.741635549512982273e+00,2.979204987287293882e+00,4.720021896886441581e-01
2.222398670350542726e+00,8.303150285832323618e+00,8.167973359876148920e-02
1.098201246254353869e+01,7.754943439133917593e+00,2.647076858317006787e-01
7.462258528223822296e+00,2.335638744875456752e-01,7.906712849828436696e-01
1.215657330355450583e+01,6.786069088523674964e+00,3.126678882871634091e-01
4.317753217725837089e-01,2.194291883914991637e+00,9.214825980732230248e-02
3.383024620344893041e+00,7.351896719349932496e+00,1.345320258878473230e-01
1.084263550338951632e+01,1.527466065983033028e+00,6.504851986262663033e-01
1.223715758285710642e+01,4.948685118042336128e+00,3.994240971816742647e-01
1.736061769529222865e+00,5.677318166140875810e+00,1.093546062538108821e-01
1.276391972135433939e+01,8.369292664960209294e+00,2.634239977923141240e-01
1.684030085250549647e+01,6.336248777282389000e+00,3.683955667343409845e-01
5.806994155647432265e+00,3.879429688519237196e+00,3.565545158535192161e-01
1.047448249494019379e+01,9.553088940178284361e+00,2.078955598922689330e-01
1.813177357097064046e+01,5.360089512920261257e+00,4.192862411985495696e-01
1.408889773639075749e+01,3.399772608291664611e+00,5.109257289383316580e-01
4.213774326373489032e+00,2.328831937103832406e+00,4.305844447802308905e-01
1.933320423247022291e+01,6.336907163033744794e+00,3.813978215516423687e-01
6.907293374851367851e+00,2.880621381606544240e+00,4.631307826085476198e-01
