pH,Temp,A,A_noisy
5.604865984743350182e+00,2.836720718263374010e+02,5.145832991462492600e+01,5.061313135926423001e+01
5.304746354697948085e+00,3.006184429626619590e+02,2.168960162742969189e+01,2.188738226339661352e+01
8.462223280583337726e+00,2.907326060665922114e+02,2.534057546733010469e+01,2.586250174926858492e+01
7.219531765894671160e+00,3.206797444406013256e+02,8.192475866459463418e+01,8.444232658951196413e+01
1.001925045889796451e+01,3.099895255099863220e+02,9.616191766622048220e+00,9.043544032048151493e+00
9.072885799793542816e+00,2.937525197259122365e+02,1.378976918053474776e+01,1.273372431265815763e+01
5.129542775020337508e+00,3.049253147456389570e+02,1.584804429109936130e+01,1.402566607165953805e+01
5.360164302404175629e+00,3.029594968465083866e+02,2.173512445161738782e+01,2.166580258515198310e+01
6.738749629626970439e+00,3.040194071070743576e+02,7.905923282776306849e+01,7.993035430627675453e+01
5.754212085391220199e+00,3.080968382075154750e+02,3.097360173607586376e+01,3.141560249750729028e+01
4.454295740196049458e+00,2.997133481486369533e+02,1.032655155161669924e+01,1.006551405667591403e+01
5.574107009665616452e+00,3.181320449384776339e+02,1.892378997502284221e+01,1.949367622574392911e+01
7.784946761564698114e+00,2.920503616433472303e+02,5.789074401596566588e+01,5.770414187993330302e+01
5.334096531610081904e+00,2.985762831687549124e+02,2.387685578434319211e+01,2.385733060771095637e+01
3.963565402378188551e+00,3.058067375134266399e+02,8.556738369434865987e+00,6.855120579402467662e+00
6.501762138651919543e+00,3.167056971849499405e+02,5.806200330424477585e+01,5.948677318884635667e+01
4.309517328888403220e+00,2.973789261341181032e+02,9.900034339837178621e+00,1.032390142457000692e+01
1.006027655529089060e+01,2.834044305016582825e+02,8.347363686236748848e+00,8.402989427582822302e+00
5.176431105924814702e+00,3.199515182932593689e+02,1.234276972246691706e+01,1.099855975980324807e+01
8.097537449993257752e+00,2.903984244259652314e+02,3.983580898322605890e+01,3.991436283455830392e+01
9.719391085484023307e+00,2.805867836208037147e+02,8.640183119630671982e+00,1.097626030683253084e+01
1.039281163275231279e+01,3.149593582945215076e+02,8.880334886116715509e+00,8.401856507613318925e+00
5.613327649027878508e+00,3.090602758773097776e+02,2.517669028284634081e+01,2.452642753506416895e+01
9.030396957707871763e+00,3.012640692060469405e+02,1.723711593788375041e+01,1.836969079209310252e+01
5.976330037340476409e+00,3.221827803298090771e+02,2.816055537850334645e+01,2.731324013036772769e+01
4.000733633201050132e+00,2.838937373856386444e+02,1.001027727555759839e+01,9.929798081889577688e+00
4.993130004901368046e+00,3.137324329657128033e+02,1.185811410277708688e+01,1.255239261779369642e+01
1.098835166978612676e+01,2.810507944573321879e+02,8.035673777071835389e+00,7.375151783039189723e+00
9.750873483545005271e+00,3.058490718728382376e+02,1.040973224360492111e+01,1.047726507285254804e+01
3.106218456470752898e+00,2.927773474820110096e+02,8.156443092775509385e+00,8.002109113103369253e+00
3.950422769749576624e+00,3.054873793526667214e+02,8.549147873712227508e+00,8.633041074129572223e+00
3.947778489454211837e+00,2.794877433206145270e+02,1.031658596829714902e+01,1.092194076758019428e+01
9.703233505969944162e+00,3.220437856465908908e+02,1.372303045507334751e+01,1.358388977617163107e+01
4.511707274880032870e+00,2.999121672612619136e+02,1.061857371606539679e+01,1.122118803252140395e+01
3.774831467983736921e+00,3.013753569322288399e+02,8.454875672836795530e+00,8.013248928066545318e+00
6.094010128451465391e+00,2.817038209482601587e+02,7.601950013403498474e+01,7.648510160404561020e+01
9.897649432979914508e+00,3.135699633869627405e+02,1.052866047725736287e+01,1.274708887875958396e+01
5.362855045512486818e+00,2.974815771244167877e+02,2.558812263106790041e+01,2.538750348118115596e+01
1.077750468744623547e+01,2.781673114004047989e+02,8.048535349907645298e+00,8.828414633549005686e+00
1.026168922847255871e+01,2.934655387328415372e+02,8.390832185534666365e+00,8.407672788774405603e+00
1.006447627192351923e+01,3.129828403551827023e+02,9.688168128666566403e+00,8.465221416315962699e+00
7.009416393373058440e+00,2.952859411470187183e+02,8.450786018773753483e+01,8.486247747410790510e+01
9.898160583046648142e+00,2.940359434298285350e+02,8.926665032498146246e+00,9.810709251607908854e+00
9.876986232759064066e+00,2.788944204142960643e+02,8.402328583355490821e+00,7.782837103662019196e+00
3.374140369351710689e+00,2.886541013539287519e+02,8.365793826806049438e+00,1.023347225394505244e+01
5.032256876277595659e+00,2.976471046044506465e+02,1.708889695253103014e+01,1.746710217114438279e+01
7.945864448339413855e+00,2.890970650796175505e+02,4.575651084031097326e+01,4.678248250274183562e+01
7.030086765048427999e+00,3.106284953667475293e+02,8.231904712774409916e+01,8.159544800519296359e+01
8.677265498749738626e+00,3.090741999045241641e+02,3.327511892733369336e+01,3.261947254996481149e+01
3.386212925163966325e+00,3.137178218101804532e+02,8.099577630960107300e+00,7.824104265682431780e+00
9.309137517534617601e+00,2.880264676349967203e+02,1.051425263198625437e+01,1.014306742056944266e+01
3.899213711813673378e+00,2.948508705725964774e+02,8.858567281259848158e+00,8.925866757648558192e+00
3.959997629488506199e+00,2.841760059445056186e+02,9.803918228783050637e+00,9.788874761341073594e+00
4.239708668415521409e+00,2.936123212149322512e+02,9.989163881682298296e+00,1.030246441186836570e+01
6.500300201784321885e+00,3.027600324085574925e+02,7.200648142107694127e+01,7.119625784007222080e+01
8.410080851754718978e+00,2.982295581480653937e+02,3.418724601334680813e+01,3.462227538198356314e+01
6.119034506148633312e+00,3.204343407180439840e+02,3.529781028064973469e+01,3.484577040695593553e+01
7.050051134015176579e+00,2.932423772409449612e+02,8.383726276868138427e+01,8.485945812873150373e+01
6.045444513239053741e+00,2.892994494368066967e+02,6.627028407092004159e+01,6.551126666907167362e+01
1.093607362062286015e+01,3.082350180721269339e+02,8.181873395276888061e+00,7.535973013220378824e+00
4.092249904955855833e+00,2.805668690045455378e+02,1.100045759045376315e+01,1.076029417184419756e+01
9.385659471921456998e+00,2.879350909964589960e+02,1.010601477065400289e+01,1.093892210348247396e+01
6.375536902139107731e+00,2.925168368541138193e+02,7.626162518516757416e+01,7.709374273547778955e+01
1.057915736620401148e+01,3.167804082755482113e+02,8.627459172662939935e+00,7.641281350852914045e+00
4.954446821802759082e+00,3.106402421061208088e+02,1.210004697592820655e+01,1.229171156330981596e+01
3.151140499532736783e+00,3.168016955880093519e+02,8.049943662508910691e+00,8.240415481726069302e+00
8.671299965134789289e+00,3.020603811225683444e+02,2.739605438990309594e+01,2.559496882138026308e+01
9.033058170407887388e+00,3.021094935334954812e+02,1.756388068029470872e+01,1.832959803400616750e+01
4.829294330722956552e+00,3.022377124390343965e+02,1.269543110896725047e+01,1.198418512680083836e+01
3.259289769772276912e+00,2.881328107621707204e+02,8.289634480706675745e+00,7.776291873113370556e+00
9.344115227443396066e+00,2.876183636739227154e+02,1.027119635798903197e+01,1.193271935509085324e+01
9.243012020518399652e+00,2.967205700107685971e+02,1.266728864158666745e+01,1.316528417329875822e+01
6.616835694506426613e+00,3.032503126348810270e+02,7.587578973830112261e+01,7.699454080540674283e+01
5.312268550571469738e+00,3.202394971157846726e+02,1.376152762624763248e+01,1.344091232270368685e+01
9.475908331850380506e+00,3.186674920421529009e+02,1.603345077060410873e+01,1.809898029433706412e+01
3.400447867952697045e+00,2.801290328827420808e+02,8.643488333786054412e+00,9.892137479596005534e+00
5.226544213328700117e+00,2.785105589208733932e+02,3.936436231784922768e+01,3.777688297324714028e+01
1.016042373365737461e+01,3.102314945370651458e+02,9.187208418907058416e+00,9.397631149840323772e+00
3.288456323167687323e+00,2.995229745896564282e+02,8.164360794726512438e+00,6.477256742326090944e+00
4.043833524609118157e+00,2.858322229905604672e+02,9.979618068921842777e+00,1.100298722741060686e+01
6.027394010394989010e+00,2.915141356652470677e+02,6.282647638975801385e+01,6.485744407023688041e+01
5.177866505060682911e+00,2.887103725619102761e+02,2.653493173895078172e+01,2.682684258337468108e+01
4.554462252151130208e+00,2.877684723356687186e+02,1.350087276360620869e+01,1.315138929961057102e+01
1.029499845370614963e+01,2.891344077542019591e+02,8.283457035752352482e+00,7.483309765665316249e+00
4.309345534129694677e+00,3.088819596903580305e+02,9.049573748533278561e+00,9.742735685616919383e+00
3.621157647531490831e+00,3.118690562354711346e+02,8.187144421258860660e+00,8.545976917659706018e+00
3.295448395255120566e+00,3.122186989388779921e+02,8.086984803529826848e+00,6.021076641128312978e+00
5.716890281242476668e+00,2.834281639120985687e+02,5.754848643347054349e+01,5.530667553896255839e+01
3.230296522292460004e+00,2.975545465910992107e+02,8.159888498108868404e+00,7.646457753005765134e+00
6.503975532199460119e+00,2.932702106681426244e+02,7.951694182495046448e+01,7.803018136624936574e+01
7.307515872914057020e+00,3.059643353244775312e+02,8.419402276824227727e+01,8.575587595962255705e+01
6.567044478895653903e+00,3.104831739323748820e+02,6.757151284451833817e+01,6.867488963264823099e+01
6.219478915980881872e+00,2.932143527372526250e+02,6.970184783737779810e+01,6.904306368966325635e+01
7.135299586838233843e+00,3.014937224042578237e+02,8.458224241241897801e+01,8.502251538600161496e+01
3.942402136720657424e+00,3.068622319033617032e+02,8.502622753033305614e+00,8.024739006562233712e+00
4.290802698871729604e+00,2.911502246567936254e+02,1.055378137187411980e+01,1.065428572497167181e+01
8.349492138182350587e+00,2.910048930324756498e+02,2.956548805456260709e+01,2.830280310535382782e+01
1.031061332235356076e+01,2.897172459247436791e+02,8.282758988327117322e+00,8.807097489728331396e+00
6.801301541788083327e+00,3.046256293155008734e+02,8.031114274422736798e+01,8.098544972406835996e+01
4.302617038825445661e+00,3.007283031143613243e+02,9.567520606604142941e+00,9.871317457458394173e+00
8.945634559083149639e+00,2.930953142192393557e+02,1.535121896212590187e+01,1.569457503725482361e+01
3.172930445045199832e+00,2.806142160913267958e+02,8.371052572817188064e+00,7.671320337720693772e+00
3.981961017356582033e+00,3.126602072773144982e+02,8.412044371643791152e+00,9.489076500878123710e+00
8.470073831796575803e+00,2.929696718176950299e+02,2.692386267023615787e+01,2.546227670642469576e+01
7.897422270755165563e+00,2.792318412667324310e+02,3.576706256875704071e+01,3.461668342807779197e+01
5.103397547402706458e+00,3.121958899914254744e+02,1.327571702857031966e+01,1.430869896553603482e+01
7.699747477113051630e+00,3.008900268044535551e+02,7.169016358743765238e+01,7.208213056028992582e+01
6.723504535533249893e+00,2.914186061677647217e+02,8.411373176974173305e+01,8.399355115101977276e+01
1.089880259304322507e+01,2.846330020298287877e+02,8.054374850878742720e+00,8.479097787691268096e+00
6.098002592824472323e+00,3.084655976693073285e+02,4.637816502048480771e+01,4.701656957298177275e+01
9.248251780655774468e+00,3.056279932623972400e+02,1.519296763050214238e+01,1.559784370458318925e+01
5.218969291978046599e+00,3.224759210922112516e+02,1.226167408818513671e+01,1.224452700904798164e+01
3.547366368735787923e+00,3.208938111952494410e+02,8.102407438974500664e+00,8.419138125831516106e+00
3.173872535587316968e+00,2.932752141055724451e+02,8.177742262526233930e+00,8.985578437340802083e+00
1.078458672294095777e+01,2.840520267445559170e+02,8.068317879100252554e+00,8.340791385595140994e+00
6.892602518733848882e+00,2.803201831017012751e+02,8.105635184510769875e+01,8.183643159084418528e+01
9.854145401543931371e+00,2.782358674107791217e+02,8.407065661528958955e+00,5.893587481398645522e+00
1.052036691205634789e+01,3.106023330676071055e+02,8.531599206371083710e+00,7.919208999663874593e+00
6.671964807891012761e+00,3.200119522693481144e+02,6.312406755923720425e+01,6.337991405368968856e+01
4.511813557693375110e+00,2.994207047606292349e+02,1.068702142334243632e+01,1.066602238507004152e+01
9.427191570515809360e+00,3.012244555571234628e+02,1.192377915746722294e+01,1.300271420386113874e+01
4.428622180042596668e+00,2.830256953407520655e+02,1.345178995958457158e+01,1.558838652390036827e+01
5.427331623052167764e+00,2.899013740760927362e+02,3.508781271098495580e+01,3.480615117846095785e+01
3.055857859499822027e+00,3.170829386646501007e+02,8.039572754240953856e+00,7.702995122608339074e+00
3.597384976673857260e+00,2.909856709560298214e+02,8.534145217723468235e+00,8.211133702160427816e+00
1.036722800578654180e+01,2.815094455226613377e+02,8.153131000842405385e+00,7.147261841154550766e+00
9.286699139338086439e+00,2.799418716706012447e+02,9.649181915794773801e+00,1.016628344374594839e+01
9.253765096030473813e+00,3.002915973942098162e+02,1.347299704050189462e+01,1.181078736098268500e+01
1.048142198649449952e+01,2.885789288382702011e+02,8.178903365328535457e+00,7.506995489924160658e+00
6.859298174458406727e+00,2.842002025798809086e+02,8.341589528900996697e+01,8.209647125933226164e+01
4.476639426540967470e+00,2.893604320573267046e+02,1.225554054020145323e+01,1.117189245431791100e+01
6.847560795826878710e+00,2.963003640785022981e+02,8.416283361174878053e+01,8.468481699335974611e+01
8.960925277154952795e+00,2.857169897146401354e+02,1.277936450947277081e+01,1.440571290575614860e+01
9.778217862299939611e+00,3.145937140960834881e+02,1.146471279724622860e+01,1.056135958240401962e+01
1.032178042705876564e+01,2.901914310701551472e+02,8.283161767022457767e+00,7.939469055143419496e+00
7.199932948727972182e+00,3.100867873147340674e+02,8.442716172732140478e+01,8.580781055451589623e+01
9.521576148629605996e+00,2.834833608374405571e+02,9.195953112883948677e+00,9.359161167797308778e+00
9.570872007254877190e+00,2.968521607578144312e+02,1.026742265289894362e+01,1.084753897967936531e+01
5.385377636446551541e+00,2.938246796217917449e+02,2.945514716596944282e+01,2.896505957096062644e+01
5.015233446582078258e+00,3.105101595369631013e+02,1.271312697331117469e+01,1.379410701557446828e+01
9.379520286229249493e+00,2.910959091895219899e+02,1.054902536071236696e+01,9.515199952587593657e+00
4.450891769544282006e+00,2.914340993516755134e+02,1.159041797421435938e+01,1.179367773689619803e+01
9.194471861260389289e+00,2.898000237892791802e+02,1.158514859791625895e+01,1.306441089018212232e+01
5.241917069116159844e+00,3.176593637650557866e+02,1.354974867719897524e+01,1.345904736882026853e+01
9.970613796633671200e+00,3.035828980420450307e+02,9.306960290965687221e+00,1.048201469475039538e+01
3.708952725977464837e+00,2.892691047319049744e+02,8.759902776148496883e+00,8.839198564462909857e+00
6.273214949004255914e+00,2.809625040792178083e+02,8.142489263821173040e+01,7.973250417015889013e+01
5.999674052180457906e+00,3.034729208786882850e+02,4.704563002702237640e+01,4.536613211091894726e+01
1.058133502801261017e+01,2.930157461571546946e+02,8.182954781474748529e+00,8.208783753628035029e+00
8.016233189761509337e+00,3.082779879517782433e+02,6.508960016451820252e+01,6.529286527439482768e+01
8.409755926097080447e+00,2.865976058050077313e+02,2.373361052230798052e+01,2.469031385843862836e+01
7.862870430455472182e+00,3.078998995863877326e+02,7.148802423281038898e+01,7.216936361930788735e+01
7.326074305400104514e+00,3.219404937228837298e+02,8.325452546663001385e+01,8.417693712956862839e+01
7.143959874273473787e+00,2.996479312862036863e+02,8.433508793729663466e+01,8.405432768273823285e+01
6.181828297934919725e+00,3.189872717155901682e+02,3.951196318170873667e+01,3.904260346304389628e+01
5.802986430084191127e+00,3.082196617265878444e+02,3.283894783828822028e+01,3.309597583114508268e+01
9.552205602392730199e+00,2.918429113782191280e+02,9.800937445174248808e+00,9.838189827360441342e+00
1.065204598608050901e+01,2.945260823153263345e+02,8.169148797281167163e+00,7.968490390239438170e+00
1.065412740645902190e+01,2.807669637723070650e+02,8.075661998286204124e+00,6.922093362715585840e+00
9.567663157793745654e+00,2.952400408183401623e+02,1.009456253056547048e+01,8.813039601875864548e+00
7.658500637046936177e+00,3.018503950640080120e+02,7.413517901248637543e+01,7.072436489573857443e+01
1.019101481254818609e+01,3.019048475295599019e+02,8.724820137755312288e+00,8.459964556778068356e+00
8.927235621530194010e+00,2.815902459985163659e+02,1.206664081355718388e+01,1.059006838709682441e+01
6.893266081366431486e+00,2.813105267391461553e+02,8.159713219687228047e+01,8.192251107151314216e+01
8.466095297761565774e+00,2.842146195404540094e+02,2.049842851875853356e+01,2.197690629304281629e+01
4.915366549102950344e+00,3.206691569210797752e+02,1.035486056372167418e+01,1.084547571657118326e+01
9.117608454013627295e+00,3.122718497846110495e+02,2.072889154253224575e+01,1.900020301922546295e+01
6.619498238492708353e+00,2.876401242062638630e+02,8.402702196651596012e+01,8.353254901029528412e+01
3.587243964836022592e+00,3.186745738892942654e+02,8.124582366656877497e+00,9.704762868880962401e+00
3.595678707449056155e+00,3.133864896366139305e+02,8.163818427250877363e+00,8.700742312566037029e+00
4.763395963292798463e+00,3.143271952158203248e+02,1.024909094290340938e+01,9.777925725194917206e+00
8.079119096028687608e+00,2.880961239085470993e+02,3.798702244870372624e+01,4.022487023503323655e+01
9.760500590390975617e+00,3.190167433985866978e+02,1.241589276801276043e+01,1.224902139720752459e+01
9.051711849835081480e+00,3.146361616150437612e+02,2.397228639910131420e+01,2.358518339825327459e+01
4.675647025650206068e+00,3.084053449697547649e+02,1.045973276290723852e+01,1.181200257447893698e+01
5.277088849215610722e+00,3.059704836362051878e+02,1.815396049169371651e+01,1.906234489620260675e+01
4.889404993487096895e+00,2.933571965292749724e+02,1.635983905236090763e+01,1.570280715848775799e+01
4.867271189912404594e+00,2.920900829802529302e+02,1.651437136043828247e+01,1.686906124532534079e+01
8.032556061854783991e+00,2.817004403209108432e+02,3.275558521044494853e+01,3.266885345634810278e+01
5.184193414409682177e+00,2.821888347842777875e+02,3.311690438793326763e+01,3.145024298286009312e+01
4.670040932179722937e+00,2.949639819306079289e+02,1.281221621072535477e+01,1.314867228282376743e+01
7.419383697151842760e+00,2.952513134333509583e+02,7.702805347607089459e+01,7.672957984416238730e+01
5.934569716737205347e+00,3.015992414258078611e+02,4.591280136959964864e+01,4.666219219848586164e+01
9.265294517161004606e+00,3.214507064330807680e+02,2.187071272890603169e+01,2.323877611184667558e+01
1.020771464571338427e+01,2.861706126616778647e+02,8.291659260322283842e+00,8.715842427757007016e+00
5.200803367958488188e+00,3.074971836377449677e+02,1.608117974708387976e+01,1.502911431277867926e+01
8.173072170804562830e+00,3.116457224570083895e+02,6.102156764682300860e+01,6.220261473170144484e+01
9.967430760421112979e+00,3.144800437207208006e+02,1.025758555619687229e+01,9.112867710610894179e+00
8.110102172967195600e+00,2.923675183640456225e+02,4.157780169413020133e+01,4.088642754969412607e+01
8.952454350405478323e+00,2.853387700165434353e+02,1.276657522581015236e+01,1.295344254267928896e+01
6.371533642044505896e+00,3.219131769537293621e+02,4.589765963303194951e+01,4.646222963028218089e+01
8.872161906220897620e+00,3.185631297802682411e+02,3.355181100178122477e+01,3.154994024811077580e+01
4.227980850376762412e+00,3.004801853830456366e+02,9.340964884322222161e+00,8.733449916052737905e+00
8.940857449524989065e+00,2.798227040307808693e+02,1.155732025604090474e+01,9.861074892787167201e+00
5.527444419264844200e+00,2.968981479548917832e+02,3.214040121791953197e+01,3.265248762243393799e+01
3.613217122590137720e+00,3.220313227656984623e+02,8.113012597841958495e+00,8.496163469510060295e+00
3.497081815905074720e+00,2.845710901253931411e+02,8.614976232999570271e+00,8.854086314266899294e+00
6.928395369782622382e+00,2.993079904608612765e+02,8.424036498771479842e+01,8.380304789001348809e+01
3.308316399287732246e+00,3.139238338686028555e+02,8.082409227489973702e+00,6.866520902254963588e+00
9.841335810778717885e+00,2.796484475261904663e+02,8.457287657813219894e+00,7.456567988400454539e+00
9.306118266942270623e+00,2.924329931072030604e+02,1.123175558736682866e+01,1.144234692587155244e+01
4.448474359440603543e+00,3.108013812762856674e+02,9.309474967471402351e+00,8.578688799600600490e+00
7.968392905086234101e+00,2.800747145960474427e+02,3.364750662385547741e+01,3.486098536237230405e+01
6.359920216350372080e+00,2.978360478748278410e+02,7.094750938330670920e+01,7.244251549938155677e+01
4.166545482657693533e+00,3.051456009241850325e+02,8.915600998900140794e+00,7.754778527749952133e+00
7.710661615614469611e+00,3.165508823957508184e+02,8.178974631922065441e+01,8.197285785287203908e+01
9.288569362186169798e+00,2.861345409643225253e+02,1.036424493480482134e+01,1.050093277714223028e+01
9.362060254577610152e+00,2.805634302684641739e+02,9.443387468978938770e+00,9.245423325423493210e+00
9.342682151572873295e+00,2.789232683226878748e+02,9.365567325702651047e+00,9.388357541414759311e+00
9.048822678030068900e+00,2.863769901015509163e+02,1.208880211670252258e+01,1.116446831863523315e+01
8.609898757483090748e+00,2.921171957520664932e+02,2.194033594586154479e+01,2.241573014057055246e+01
6.133963813867651105e+00,2.919321702198409980e+02,6.733156579919274520e+01,6.600758868375075394e+01
5.371268592716284651e+00,2.971987576137572091e+02,2.608612620088306500e+01,2.687959266204788733e+01
8.840260770475129704e+00,3.084848965864887305e+02,2.653008074468736055e+01,2.610736671414366228e+01
9.856713528469636998e+00,2.780616700502474714e+02,8.400332676253359665e+00,8.492339077134326786e+00
6.457236554035022280e+00,3.040402717573971358e+02,6.901501778402283094e+01,7.116536768092147724e+01
3.740294536773224543e+00,3.035010206545502456e+02,8.375982565221505638e+00,8.463148137153787331e+00
3.670502271970867092e+00,2.832294960817685023e+02,8.989141647714246730e+00,8.530143956369158786e+00
9.468623236946399402e+00,3.024323275913703810e+02,1.180655484626821305e+01,1.166127656717837269e+01
7.481957299385241456e+00,3.195640372409224597e+02,8.465253859965949346e+01,8.533571863762787757e+01
4.095219351450005263e+00,2.901225542657795131e+02,9.741833519591835966e+00,7.441378280603534456e+00
9.460849129133777069e+00,3.085443027931245297e+02,1.322941886474175810e+01,1.251376099089069704e+01
3.951697382828000649e+00,3.071378131783336016e+02,8.506301234464112682e+00,9.287313257407568301e+00
9.798864185299185792e+00,2.872393624088692832e+02,8.791865146335075210e+00,6.844142037356482078e+00
8.845063201897927385e+00,3.068410092961280498e+02,2.516310087641491933e+01,2.488115050432328701e+01
4.875935200977839834e+00,3.225607312020998734e+02,9.977719641691084718e+00,1.009184868750461206e+01
7.329806384381973849e+00,3.168175213802723533e+02,8.434787629118901009e+01,8.316624492235537502e+01
7.135747215156442280e+00,2.817829838642687150e+02,7.520207972735431667e+01,7.493610827400775065e+01
1.025684545005234938e+01,3.023817868764851937e+02,8.639297267808260017e+00,8.482236350759261967e+00
4.678645071396177357e+00,2.877879872276982383e+02,1.517016744373530379e+01,1.713173590706007587e+01
5.425481978559663965e+00,2.862436456747371949e+02,3.918637264113457519e+01,3.914893578242224237e+01
1.017093583572919613e+01,3.030223383794188408e+02,8.804412186673197027e+00,8.482131289169249300e+00
4.277536598700410586e+00,3.031471617656335411e+02,9.306034299183131964e+00,9.089041244633056849e+00
8.571311402070410423e+00,2.874853214697314456e+02,1.996960917370341804e+01,1.925232326004361383e+01
9.820316598770062910e+00,3.165478760896050971e+02,1.145634828083490397e+01,1.257490009429076672e+01
1.049057742032009699e+01,3.169602912402406218e+02,8.774900115273753798e+00,8.374872717514573850e+00
5.261340810799867818e+00,2.967669671539272258e+02,2.299010239670354139e+01,2.429512948954603502e+01
5.060821109220094982e+00,3.011899706929408467e+02,1.612093576273855788e+01,1.541459724630357897e+01
4.268467015003399645e+00,2.835691915405967052e+02,1.172345717828208045e+01,1.102450077978643961e+01
8.019617229658312141e+00,3.004166351371076189e+02,5.606674339835390697e+01,5.640008802344315342e+01
1.075882037234560507e+01,3.142764098862576247e+02,8.368571416609691838e+00,8.720171570272672312e+00
8.363693406464440372e+00,2.895208703735227687e+02,2.767898588148217698e+01,2.754195641575528697e+01
8.992413573354447465e+00,2.815056216083481786e+02,1.150322891459611796e+01,1.167179486913300046e+01
5.817629614836772767e+00,2.785494869609358375e+02,6.855499263487619999e+01,7.037851283582122619e+01
3.370748170873445915e+00,2.952943383487672691e+02,8.249801933163725565e+00,6.590116205585279552e+00
9.037665471510628379e+00,2.827961457436125556e+02,1.141588196889073181e+01,1.100216142153822574e+01
8.930529590229667747e+00,2.977354355622084086e+02,1.758176159486616896e+01,1.621464635865925530e+01
3.040836774581171298e+00,3.209120507860435509e+02,8.031898440279290341e+00,7.100942279602175944e+00
9.324503536903399947e+00,3.091748578486327688e+02,1.522663406295350264e+01,1.551120953243630751e+01
4.065684567765282864e+00,3.019328594387588396e+02,8.859000736661835518e+00,9.138754111254314694e+00
8.570668351082826319e+00,2.924816087126447997e+02,2.330931159812767461e+01,2.467167688705327322e+01
5.895454843407018863e+00,3.137103218006840848e+02,3.176652647267274787e+01,3.321992907867666389e+01
1.060491635529286114e+01,3.137378581040854328e+02,8.510942636838061404e+00,9.053468990039666764e+00
6.381997407852623816e+00,3.208751509712025154e+02,4.749654198955757778e+01,4.897658702881019366e+01
4.992473881192446505e+00,2.858035339965741741e+02,2.302667844244004414e+01,2.331497048506297531e+01
1.018123302253956197e+01,2.814879523189135853e+02,8.234491655407223831e+00,9.835447975751543837e+00
9.135152735711240979e+00,3.004350952211335084e+02,1.511536205389043985e+01,1.516850425632911481e+01
6.693996741310450638e+00,2.990690022607894321e+02,8.078237339971144593e+01,8.175073353563776379e+01
5.222169094939819622e+00,3.044039854238585576e+02,1.775067574853251173e+01,1.690171670313038277e+01
6.088036969598804582e+00,2.927936472243672483e+02,6.423300049033929326e+01,6.480696090069341153e+01
3.751296702600177113e+00,2.883379743541237872e+02,8.882753007880426210e+00,9.986042666450023475e+00
7.016200202975019451e+00,2.848547243662981714e+02,8.094737866839763285e+01,8.033962861639130892e+01
6.661165015656157706e+00,2.888156845511594497e+02,8.413307031987683615e+01,8.617775291860429832e+01
8.175150071775821203e+00,2.985136589451672648e+02,4.569276412210810889e+01,4.621436488640361517e+01
1.037695699622733869e+01,3.143349958430490574e+02,8.885724110434063405e+00,1.059636718318152759e+01
9.624316937294679519e+00,3.150371074904047077e+02,1.296417079904179914e+01,1.188537951508861035e+01
1.019838360707538349e+01,2.926765334501192797e+02,8.432425734113305538e+00,9.156518612058013318e+00
6.694835827742121381e+00,3.133111457910864601e+02,7.046600829962207513e+01,6.978507529493170125e+01
8.291073046498420140e+00,3.187004931060121180e+02,6.252873448535291345e+01,6.173670481264945664e+01
7.469693883537371626e+00,2.967479039694206904e+02,7.655809779171468676e+01,7.710037574716984921e+01
3.266109372088942031e+00,2.937781124514228850e+02,8.213627427773952050e+00,8.230947433966692373e+00
9.167958142151078960e+00,3.013896245180990263e+02,1.495367364359314699e+01,1.546660268315390674e+01
4.083625624019081357e+00,3.051235550010185875e+02,8.758646434859041818e+00,8.593531857322751932e+00
3.232361777161615102e+00,2.922532610113972282e+02,8.215287064181175936e+00,7.309765867321202037e+00
6.896041580587619180e+00,2.966488952835202326e+02,8.443484237108214074e+01,8.396369492425563408e+01
6.879843569426569161e+00,3.122113462974159575e+02,7.794241159933365282e+01,7.811495191387251680e+01
4.590471070465266479e+00,3.060141147476980450e+02,1.028826326693011062e+01,1.081026761834083594e+01
1.052793014888306367e+01,2.994768509987181346e+02,8.294527113685193243e+00,8.235923002352370403e+00
1.073120246376739750e+01,2.947738572029039119e+02,8.142953197802944132e+00,9.491401899227678740e+00
8.141774452347771529e+00,3.199935507251208264e+02,7.056604027829520476e+01,7.043703776029703079e+01
1.020969474691003498e+01,3.059380196768270821e+02,8.855494675571756957e+00,1.057841463975736218e+01
5.981726517832874457e+00,3.038667176598700621e+02,4.568292381614704567e+01,4.524851045067585886e+01
8.770487397361753423e+00,2.848598944564199087e+02,1.488129678996770089e+01,1.627312819405227273e+01
4.278917142733689616e+00,3.198220199369262673e+02,8.577332496540547524e+00,8.086804070382440202e+00
6.943070164293569491e+00,3.036840256656728343e+02,8.335201202987904878e+01,8.412483045876493293e+01
9.524977053519496195e+00,2.821961768671165487e+02,9.099320839685127282e+00,8.692278276083152733e+00
9.944276531889421733e+00,2.815956945973851475e+02,8.406587116822798578e+00,7.755097430157413818e+00
5.041297993155441581e+00,2.785680443511450903e+02,3.121572341083496838e+01,3.258831782339114369e+01
8.343040096964529084e+00,3.048646581701649438e+02,4.457285898192233020e+01,4.578412534355131669e+01
3.726301361074442653e+00,3.204495391092321483e+02,8.157772128442292825e+00,7.024570534445261139e+00
8.657253436335889063e+00,2.881417560736781525e+02,1.839593324728863166e+01,1.755724063715101124e+01
