c,D,R0,R0_noisy
2.852072729146408037e+01,1.686700308197126930e+01,4.500930080607304373e-01,3.700005173060893493e-01
5.887158770463228663e+00,5.488334097204078610e+00,3.341721942568572246e+00,3.353975139358926327e+00
1.960310588224030681e+01,5.661348719845840094e+00,1.604809476253948652e+00,1.616174794995935082e+00
2.819280235716049887e+01,1.007931459854159328e+01,6.446209781625811264e-01,6.747624414734693099e-01
1.308328396984484776e+01,1.889671516103742510e+00,1.775955322259273883e+00,1.799354666367254607e+00
2.993022587623705633e+01,1.225017763450055064e+01,4.940906287452893064e-01,4.462416054840107060e-01
2.778353242475280993e+01,9.334803741639683849e+00,6.961310662124915449e-01,7.514453686643357555e-01
1.652031618948327463e+01,7.970047276701932581e+00,1.887799048952562009e+00,1.967726989688348915e+00
4.101591542701790161e+00,5.198300977641463483e+00,3.084852154049121165e+00,3.070843416053655517e+00
5.292512026433874084e+00,7.367401314247413069e+00,3.548094647843856642e+00,3.520166217893132998e+00
2.564247889753047360e+01,1.142429780561751862e+01,7.456978868693268092e-01,7.361433034756674765e-01
1.118189239579042926e+01,6.024226614240784983e+00,2.838897381351308091e+00,2.820894401046172728e+00
3.206187889828379323e+00,1.464576813226211272e+01,3.351354441104456239e+00,3.396568201044446678e+00
2.410773661919751021e+01,1.800743869818698073e+01,6.403279902661780376e-01,6.871765260322301172e-01
2.088174946624653305e+00,7.353450139647614847e+00,2.577749312935776249e+00,2.610323416374987993e+00
4.329975241955537513e+00,4.531704232075869143e+00,2.962035204373852260e+00,2.948027483900876877e+00
1.749700309954582522e+01,1.571036873550897006e+01,1.287909314505575109e+00,1.291826478227376285e+00
1.743558295629383537e+01,2.131625721728748868e+00,1.560488103142613880e+00,1.612978815464706006e+00
2.265776486921697952e+01,6.937279544386623087e+00,1.207796511555592422e+00,1.240671915460467956e+00
2.142650389552381185e+01,7.212235484308823885e+00,1.315509761133307531e+00,1.327659088147533417e+00
1.171887823048278676e+01,4.320642040332367095e+00,2.641815281361279855e+00,2.660738034949527542e+00
5.287547191179300832e+00,1.319427418785662098e+01,3.536137626207817686e+00,3.594937005656431150e+00
2.343828490669133302e+01,1.590465227516524038e+01,7.394550864086274489e-01,7.224988720069677184e-01
2.796503613467380234e+01,5.411255934435307502e+00,8.633639909278815194e-01,8.137831394020552667e-01
2.801402045035225541e+01,7.566145892421825891e+00,7.585955726749916694e-01,7.426506386261230164e-01
2.483772412639933425e+00,1.155544925592001881e+01,3.073121988349022171e+00,3.169433854765849823e+00
2.183210345828395660e+01,1.902780300943083702e+01,7.616920765725688769e-01,7.233137477499655965e-01
1.165339259841729813e+01,1.745812187210019317e+01,2.091802479924021796e+00,2.154503707035974269e+00
1.989014806948815206e+01,1.402199767456955470e+01,1.103256056461869861e+00,1.049694741807644105e+00
2.793211198548140928e+01,9.155559234271375857e+00,6.947366521266716832e-01,6.978742153150110372e-01
1.615934718692182770e+01,1.214288568470527352e+01,1.661994239289735997e+00,1.696858609806346729e+00
2.711285525163084031e+01,9.089659889160381923e+00,7.466794308300453986e-01,7.293207432521552347e-01
2.192939218854320771e+01,1.032341207951630402e+01,1.086000772501934497e+00,1.055660956648727389e+00
2.141778554670792190e+01,1.768872118218855150e+01,8.310288781439100214e-01,8.531228637614637345e-01
2.002952065768601386e+01,1.388566477149263712e+01,1.095496181849572315e+00,1.044977574226219508e+00
2.756391665776107303e+01,5.277255597608315085e+00,8.960915036152992119e-01,9.519464713516512244e-01
1.167505643478182975e+00,1.033007310763619557e+01,1.924584934580796380e+00,1.896556900675591795e+00
1.465756906707822615e+01,1.705770515000354237e+01,1.603263599321775867e+00,1.629215004962336399e+00
2.059840689359702637e+01,3.893249009973461572e+00,1.522484512380910759e+00,1.494515640620722952e+00
6.228976104960890936e+00,3.191040124024643987e+00,2.686252770771343723e+00,2.681627120935233144e+00
2.777867905735877940e+00,1.669425169476907200e+01,3.177867026177891407e+00,3.172225499788250858e+00
2.464685964626637471e+01,8.843882063943228289e+00,9.301063451042504981e-01,9.806026558896459022e-01
2.732532327564302577e+01,1.000002110012920653e+01,6.966685980672800982e-01,7.273718903553967330e-01
6.809338392397740414e+00,1.669296699456199207e+01,3.135024345386544731e+00,3.078736945907548872e+00
2.446387401360642855e+01,6.260848727670235370e+00,1.082440917081069376e+00,1.011543105146091914e+00
2.560853274749872455e+01,6.243903026052873173e+00,9.907887374094688226e-01,9.330847699054022337e-01
1.467096972202276817e+01,1.025125018377501362e+01,2.024307613350736723e+00,1.983590756973789171e+00
1.728322632061438568e+01,1.281703346651923958e+01,1.465367690321961902e+00,1.518943030666482841e+00
3.158184909280719932e+00,1.252756987907272368e+01,3.363480145961440737e+00,3.372575604836408836e+00
8.536718178154089287e+00,1.618717177765024928e+01,2.814078782389093369e+00,2.869839030548413383e+00
2.969880704056425813e+01,8.223445096254263120e+00,6.352991740413171939e-01,5.967221096798136504e-01
1.001455856906621378e+01,1.268161290765327998e+01,2.740144595129907490e+00,2.726931938275903189e+00
5.351471099388700914e+00,1.489285307726916940e+01,3.452959382485655926e+00,3.431580197192518167e+00
6.038894324878906872e+00,6.904581101257877052e+00,3.514097575990667188e+00,3.437541236453395932e+00
2.967005597622646818e+00,1.615096457079089376e+01,3.252088693571426159e+00,3.313092923488488939e+00
2.170529217672264721e+01,9.808889044085731257e+00,1.135023881018546010e+00,1.081358139651189765e+00
2.677765930200719513e+00,2.148926652015049843e+00,1.513913172934050033e+00,1.452426888368228752e+00
1.655461962495472505e+01,7.468511027956109771e+00,1.914544536962025090e+00,1.929967164562886861e+00
1.764562675941624903e+01,9.398757919263530880e+00,1.630999944338450636e+00,1.683168981270503961e+00
1.945661487946973267e+01,3.125909543758347731e+00,1.588099141214541987e+00,1.628966086026316873e+00
2.375152190297013988e+01,9.603456711322492012e+00,9.634309825308663422e-01,9.896266932491648571e-01
7.250470367885919920e+00,4.533257810350435513e+00,3.130645109871301290e+00,3.207346014327426609e+00
1.045113258292133551e+01,1.285030655065532201e+01,2.637173699535250826e+00,2.607818704803335219e+00
2.082836979308476089e+01,1.415222736792667035e+01,1.007747635113893869e+00,9.242493175100856551e-01
1.826049557768953235e+01,1.521189799827431521e+01,1.222384537603050658e+00,1.250414286554141885e+00
9.985174488889821731e+00,1.661844081200638357e+01,2.477870370794717836e+00,2.460772489915872274e+00
4.212512702554639610e+00,1.857159998456046068e+01,3.339792021793113630e+00,3.371783180813082037e+00
2.965816582255713385e+01,7.286678162472512099e+00,6.761447565611015120e-01,7.723237145605386100e-01
5.322756424307411471e+00,4.441607854790570187e+00,3.074408459008647565e+00,3.128661978404044586e+00
6.786743505293312495e+00,1.317118201687855361e+01,3.350727199310446824e+00,3.368397500283880852e+00
1.826560677997465021e+01,1.742345432720659204e+01,1.127401072251253078e+00,1.100351534514238949e+00
1.271515712872304071e+01,1.103176529205135203e+01,2.317333186842611692e+00,2.373640632804105532e+00
2.021055842851144035e+01,6.613491252023681710e+00,1.484958706665675310e+00,1.539487991865992056e+00
2.914015629412650554e+01,6.165359167728570178e+00,7.555153946501659279e-01,7.973711818375416316e-01
3.842906766826872822e+00,1.777994534150810679e+01,3.359070975548298588e+00,3.373541963817724643e+00
1.776581342208860192e+01,1.743168174803531656e+01,1.181453964247332511e+00,1.137941940033071475e+00
2.164502597354498192e+01,1.736290866652978337e+01,8.235805284600811182e-01,8.389820237918632628e-01
2.109585334394506972e+01,1.931343585331540780e+01,8.081079088421961876e-01,8.735212050499765457e-01
1.054836371821370378e+01,1.031408963659493239e+01,2.794102513191386805e+00,2.761220277254978317e+00
2.808154701650702467e+00,8.977368302736820738e+00,3.140227868532420974e+00,3.173869150695586505e+00
5.804099350063899543e+00,4.542685919041371534e+00,3.134506220997723691e+00,3.237159147678140059e+00
2.197119802038796621e+01,1.706321806790447582e+01,8.081754993204404158e-01,8.444892713884336599e-01
2.052973261501981384e+01,1.142461150244805523e+01,1.165080790003791611e+00,1.198102105932216555e+00
2.484169827872884539e+01,3.144206273431023213e+00,1.131393285709236807e+00,1.142494102079961715e+00
5.960361259789006105e+00,1.588416291257092716e+01,3.326314365725161259e+00,3.366508194764948225e+00
1.804305407354701885e+01,7.063956635702990816e+00,1.728793273464486413e+00,1.885973334049159345e+00
2.362315959788064745e+01,1.239662434397043356e+01,8.481958399796157844e-01,8.143552981753796605e-01
1.881498001414112053e+01,1.788814722366351617e+01,1.053213699677930215e+00,1.021809695547290842e+00
2.146479257813759745e+01,2.202470608539253583e+00,1.275131706129893905e+00,1.294072235104337665e+00
1.477929424404718528e+00,8.640403531548201954e+00,2.174996526837659427e+00,2.127824961024809447e+00
6.065973167717352510e+00,1.656275702438610153e+01,3.271814475313949089e+00,3.233512753566289089e+00
2.569171630350255242e+01,4.594048677452045482e+00,1.059099714412198079e+00,1.012535983352752078e+00
2.529116270456933435e+01,6.592236018677761322e+00,9.973667191461523807e-01,1.000117743568153195e+00
1.708779867972057431e+01,2.814739281949459215e+00,1.770532455480856360e+00,1.670579054138172204e+00
8.921430020459439447e+00,5.045679901850498084e+00,3.089687822352430224e+00,3.056622373715440766e+00
2.804734893899422943e+01,1.328053635924121956e+01,5.516530807343795750e-01,4.951712082415099525e-01
1.992577472959514395e+01,1.955415676846668660e+01,8.953096690852019313e-01,8.754346808806378055e-01
9.756553610654531639e+00,1.647547330683950406e+01,2.535155980016698063e+00,2.558702062371970509e+00
2.545099939190302862e+01,3.801798538288650775e+00,1.094772246002908123e+00,1.118104697811948434e+00
9.559865679978882369e+00,7.209068298676538866e+00,3.116528326838253093e+00,3.121760879637181851e+00
4.452210625457999171e+00,5.469632715498708109e+00,3.211937204696096781e+00,3.239736811566694463e+00
2.020992189146016216e+01,1.046464766191750506e+01,1.251395755153129841e+00,1.236601027209268011e+00
1.999211117655137926e+01,1.591314050946156300e+01,1.014181297646965518e+00,1.010346618466053670e+00
2.320496887280338782e+01,3.166629086266886439e+00,1.258885707730039716e+00,1.221016211510082217e+00
2.460680570282366375e+01,8.311941447948871797e+00,9.604657857221114980e-01,9.680645176368166682e-01
1.841389917512899643e+01,3.096939888957894293e+00,1.686657505102542087e+00,1.669829854033027861e+00
4.501602537582883201e+00,1.836449021568335027e+01,3.343738641628839492e+00,3.260356993554318183e+00
2.833480234468852643e+01,5.563396150970925547e+00,8.325643497398904636e-01,8.337680111630939583e-01
1.240094232583733280e+01,1.947230340973087337e+01,1.844767501894078565e+00,1.957164856122644903e+00
2.951650276281959862e+01,1.814025975385088429e+01,3.911373252919934096e-01,3.128227843766515637e-01
1.291094838911287290e+01,1.831827999575957477e+01,1.817095296231492352e+00,1.820347383273329900e+00
7.604824293803800650e+00,3.560054962230158271e+00,2.839559554535790120e+00,2.750043653676317312e+00
1.128766247293365499e+00,1.677378446712933879e+01,1.980840892493605843e+00,2.058791371595563024e+00
2.943750871051691220e+01,2.088072679829021894e+00,7.848623377290899761e-01,8.783380967184093446e-01
9.599447192567675202e+00,7.717139024310589512e+00,3.103156746273109778e+00,3.157002864301047484e+00
2.983628185411675204e+01,7.790948124996710078e+00,6.455519000933750418e-01,7.197887134147006316e-01
1.737516102113538130e+00,1.547059808962933225e+01,2.595503246518295448e+00,2.586529092846698852e+00
1.043126527081386534e+01,4.109203236102221268e+00,2.766554742459056637e+00,2.731813191586602851e+00
2.045363839916685933e+01,1.405258288277219769e+01,1.046914599394904277e+00,9.788950175439741219e-01
1.682562459702212720e+01,1.963814950897755907e+01,1.201196896632138689e+00,1.198205556000732752e+00
5.507121319160517281e+00,1.024392441030624035e+01,3.612457108631339953e+00,3.657221107902626667e+00
1.340586369629548358e+01,7.427989010943723436e+00,2.427353875143186013e+00,2.449327311374450478e+00
1.213581390896062473e+01,1.463443360204691146e+01,2.176450096295494241e+00,2.164650146072211179e+00
2.247832761291340908e+00,7.856112428515912072e+00,2.738712498523417693e+00,2.823051211073728695e+00
1.603225752600041432e+01,1.392355612937437037e+01,1.572726103637531514e+00,1.508383596440444840e+00
1.838732112632595506e+00,8.763341175698393215e+00,2.511616034515181450e+00,2.469873151738664951e+00
4.475924833104268252e+00,1.061976901443864563e+01,3.601722328275041907e+00,3.648521275694814214e+00
1.193285676644339866e+01,1.366040253753484635e+01,2.281210884843523079e+00,2.185763539689546064e+00
7.511702834041666499e+00,1.104737100888029033e+01,3.342931271355007006e+00,3.278483256219641540e+00
2.484827916642168688e+01,6.552643785863110359e+00,1.034975890169945067e+00,1.028074419470838219e+00
8.354911866989997549e+00,2.715701379811659599e+00,2.467050795798547469e+00,2.497125137020675734e+00
2.966721327100114891e+01,1.776622207179622492e+01,3.918431812721450136e-01,4.222268794793424540e-01
2.614051296818028192e+01,1.407522219915805906e+01,6.280398033084086951e-01,6.873769611408986346e-01
1.151833547884910658e+01,1.869294010189069599e+00,1.858066453411491681e+00,1.884414575710259498e+00
2.956164277643554783e+01,1.939932265199885109e+01,3.708346947875293398e-01,3.233076693802315882e-01
2.129860381920662604e+01,3.335339173882649000e+00,1.432464752613319847e+00,1.412100917551802670e+00
1.276630615264035651e+00,1.240850607869573174e+01,2.113928669734416843e+00,2.090627696103791067e+00
2.487900695942541418e+01,1.528804125496405319e+01,6.660794799666444055e-01,7.064882068590331299e-01
2.487167218981050354e+01,1.510104132771077801e+01,6.718835353438816771e-01,7.067354967681759303e-01
2.637428197854270806e+01,1.896787141911694974e+01,5.020333392685945029e-01,4.795322490507946123e-01
2.819351435089185642e+01,1.563159501517988481e+01,4.885097446903072793e-01,4.044094711878534198e-01
8.321626094491071157e+00,1.108441595880148611e+01,3.191888978436319135e+00,3.200775451828612006e+00
5.907724681826069357e+00,1.508668591010879290e+01,3.378063080330092838e+00,3.302459029589554174e+00
1.056629615667401723e+01,1.143750357798213102e+01,2.713437062328776683e+00,2.659359487984886528e+00
1.585709020058289731e+01,9.664458344648837240e+00,1.873752809119184848e+00,1.881035557225309685e+00
2.603383396707201314e+01,3.468992866443500578e+00,1.052077822490292469e+00,1.064054137588876126e+00
4.078999646136110435e+00,1.646781169323785221e+01,3.423641199031994375e+00,3.385090324703623477e+00
2.824582876364025807e+01,1.387505561929241260e+01,5.269067903157500510e-01,5.269275537543377519e-01
6.284498209704506344e+00,2.094357653202954417e+00,2.087759292974968428e+00,2.103970836247529341e+00
2.249382615418489095e+01,7.121724260326215195e+00,1.212978048145067378e+00,1.299698031323533787e+00
2.993123381016467732e+01,1.341130168149934576e+01,4.656504112929904515e-01,5.019231009872688887e-01
2.688621735909001131e+01,5.277029784673391788e+00,9.430609885044473062e-01,9.054092418665143915e-01
2.954524066032069740e+01,2.982715554671288682e+00,8.270786994524802482e-01,8.033957588540661110e-01
1.673474022377926218e+01,1.900164014364658982e+01,1.236573084765729469e+00,1.251156764928053278e+00
1.467694402400793230e+01,1.456930907154152344e+01,1.738167557282261688e+00,1.778351558400318888e+00
2.843408933647184256e+01,2.330484027614672993e+00,8.574760544813155860e-01,8.557643392585788655e-01
2.402339017873998372e+01,1.661231391838461491e+01,6.813454206200588725e-01,6.750627708687467754e-01
9.721585559370552687e+00,1.433819109846319151e+01,2.686052804585278064e+00,2.756817261204440594e+00
1.106036035711526999e+01,4.602936542605955417e+00,2.764938733946083804e+00,2.765803047411210969e+00
2.424947695275618997e+01,1.811418052873918327e+01,6.294986706239009688e-01,5.293813692253931391e-01
2.198779579027702624e+01,6.233085784560903342e+00,1.313666321359659550e+00,1.450385071784470181e+00
2.034950504615170797e+00,7.473143464542309822e+00,2.552237983022461520e+00,2.534686512934428038e+00
2.529504323881055683e+01,1.366207145165972747e+01,6.897853400612196095e-01,6.654836804252736160e-01
1.633491949338419147e+01,8.014884268360141562e+00,1.912716106491347379e+00,1.929951221475508572e+00
4.345095172638274050e+00,1.448195724560392605e+01,3.508419406669658347e+00,3.513395149084396873e+00
8.108078250607125170e+00,1.692506762701196266e+01,2.857493307580547981e+00,2.898413827808048460e+00
8.789459981220053564e+00,1.462769110121910465e+01,2.864317112701419088e+00,2.868319639951617983e+00
2.001212977903681889e+01,6.103035636696693800e+00,1.535824732987461028e+00,1.568502196437566942e+00
2.869605578632470255e+01,1.432522414218541940e+01,4.959618529286727306e-01,4.567393031826302296e-01
1.188026024790733715e+01,2.134606678988345330e+00,1.984495678146182662e+00,1.867359673262605879e+00
9.461129006037173994e+00,1.664334028656737985e+01,2.586839217783013289e+00,2.605113196399867270e+00
3.720684904950587235e+00,6.495369438669436946e+00,3.228417222744836224e+00,3.175521338569981644e+00
2.070270710605089803e+01,6.503305880534820282e+00,1.435420795003517380e+00,1.356214431447916091e+00
1.684755039532047505e+01,1.242338795554397102e+01,1.547049703490442241e+00,1.554098343606571397e+00
5.579273907144594702e+00,3.340615794256465154e+00,2.710400325374426433e+00,2.716153614735060451e+00
2.351005002817834644e+00,1.939308559145165844e+01,2.945115236730750929e+00,2.968748354897831732e+00
7.058547363511303629e+00,9.685664282846881079e+00,3.470102218388826376e+00,3.522503482461038171e+00
2.332655761245073123e+01,8.793059733850366655e+00,1.041437640477332227e+00,1.031523855822603419e+00
2.166518374407604952e+01,7.725051411092524134e+00,1.260013235322573921e+00,1.178724111194632274e+00
1.935606311492962917e+01,3.450793173215417120e+00,1.627824336529632099e+00,1.666034819409976553e+00
9.795194260109857609e+00,1.368475315810452919e+01,2.715860677052264194e+00,2.745791928942989291e+00
1.553365313305308426e+01,1.346002139659669083e+01,1.673044524592482984e+00,1.619005224817450905e+00
1.812899368386709753e+01,1.057476229816577629e+01,1.490585589926061605e+00,1.584214588238225030e+00
1.892491182026514096e+01,1.723467769373950986e+01,1.066730303134322488e+00,1.025456892335613102e+00
1.269652558139560838e+01,1.694503718024617456e+01,1.930319779153461646e+00,1.980226444409646458e+00
2.917372735038453513e+00,4.987621362950145354e+00,2.651470850866511242e+00,2.686001676777107328e+00
1.699725938517237722e+01,1.008936919213571137e+01,1.675178856135833838e+00,1.624373781804627548e+00
8.558621383813589389e+00,1.991918454105836744e+01,2.578233967016919426e+00,2.553635230817423718e+00
2.921985198710930831e+01,1.899429682477846981e+01,3.882898660366937427e-01,4.183256288814649615e-01
2.409817259582119675e+01,1.918132742447449957e+01,6.135370889808589023e-01,6.654598173230047431e-01
4.272001018010979756e+00,1.421429166723384263e+01,3.515016639587620340e+00,3.479620754099215230e+00
2.751755197612227377e+01,1.705086894575246959e+01,4.883711349621196463e-01,4.556390961709626541e-01
7.000321766596830919e+00,1.687273128844068637e+01,3.087524659051838594e+00,3.023283971024508077e+00
1.860769782768925751e+01,4.169937883199417605e+00,1.744036746721530085e+00,1.808014461547720497e+00
2.013335596669634242e+01,1.729408238223732575e+00,1.232358929578720508e+00,1.276625390171056695e+00
1.112456480876066145e+01,1.951308112650012205e+01,2.076067499762990654e+00,2.069929896817808590e+00
3.952245369683896836e+00,2.797907332075451503e+00,2.209478510867517009e+00,2.144764920859612456e+00
1.323729631223091552e+01,9.797560379544377085e+00,2.308345622110422823e+00,2.299380747913071232e+00
4.934537940745519435e+00,1.057217522651893127e+01,3.619928344238378060e+00,3.619279643483231279e+00
3.189328106522590023e+00,9.529773250958076147e+00,3.323929024595383641e+00,3.347415087408684098e+00
6.846834391198346914e+00,1.860733180330834458e+01,3.012728914836496852e+00,2.921779827655248241e+00
5.161051961731138782e+00,1.506949258987331142e+01,3.460729117657078024e+00,3.495732969633981835e+00
7.372427375665765226e+00,4.612496910596523669e+00,3.142887013819060549e+00,3.128531566365184258e+00
2.542647514262415598e+01,5.031023735022301935e+00,1.063184710699551339e+00,1.111744853878118500e+00
5.954989681533383816e+00,3.379667500928663415e+00,2.753251145963838464e+00,2.780626109996407802e+00
7.997383533127439215e+00,6.174020602680116099e+00,3.309175212500665264e+00,3.257607786314309806e+00
2.952373655605090619e+01,1.268674161944180590e+01,5.001669262217500744e-01,4.997026608272495118e-01
2.586031473731238250e+01,7.271537312392847952e+00,9.183382541271766231e-01,8.934869668353976335e-01
6.714299739762410013e+00,8.164618702859698374e+00,3.526116273358204545e+00,3.534977911624128666e+00
1.124978289787484442e+01,3.107647199780656955e+00,2.431963939528082985e+00,2.390348314351956382e+00
1.416179537532183197e+01,1.426994988774044693e+01,1.839506254191431101e+00,1.815966323719537368e+00
1.747941999518345213e+01,1.573199720288038783e+01,1.288999989527402690e+00,1.264149380194913075e+00
2.476421124970790189e+01,1.582269592132491098e+01,6.579796185215829318e-01,5.674069586145116251e-01
1.102970154905500166e+01,2.987481091322062632e+00,2.412119534702888757e+00,2.434506348449597013e+00
1.898012775122290563e+01,1.224009165559033363e+01,1.289389004495506308e+00,1.382748798733037354e+00
2.559351756985223858e+01,6.401100387692391536e+00,9.838035585048778842e-01,9.623620576485609757e-01
1.163885389293174200e+01,1.033346522603536677e+01,2.574939063800378847e+00,2.595876722225867184e+00
1.377385628578003818e+01,6.563455187927322854e+00,2.401146308866036527e+00,2.380517422187197418e+00
7.042805006865227924e+00,1.915377272564892408e+01,2.941669040045915118e+00,2.817479919669179100e+00
4.904862796954112092e+00,1.786158714412071191e+01,3.344114385719461513e+00,3.295004319625361777e+00
7.895611261706997119e+00,1.205878884004068574e+01,3.215756810264004617e+00,3.295978977309098390e+00
2.008860793183600535e+01,9.342362279996418550e+00,1.331163832353668308e+00,1.440665766239424439e+00
8.282785200063877085e+00,1.885892867747188362e+01,2.699950170496279167e+00,2.699394566173547449e+00
2.035200173490763476e+01,4.599902835488354214e+00,1.550935620821945360e+00,1.508883856747549990e+00
7.107344210824715347e+00,8.800394740225915058e+00,3.481626099162281829e+00,3.521223371249439182e+00
2.419074422345995146e+01,1.491630502731138996e+01,7.199591024610928480e-01,6.730126091402438560e-01
2.038728566339968395e+01,1.238794791909845205e+00,1.008158379401125737e+00,1.022262535817095586e+00
2.635219970513229626e+01,6.388038153666428798e+00,9.275764447481729125e-01,9.279864730917553040e-01
2.160863634227401420e+01,8.673020614584256549e+00,1.209361164925536025e+00,1.170407803667969038e+00
2.834002000505200769e+01,5.243863780151201581e+00,8.466062727438330437e-01,8.761987025198919588e-01
2.474434349865300575e+01,1.393454891742722346e+01,7.154071946924863701e-01,7.121568152765608284e-01
1.010408443322074312e+01,1.840501201051189994e+01,2.342370075052333522e+00,2.429450924649631638e+00
1.191533194555217889e+01,1.970235223122166701e+00,1.894000622333003259e+00,1.950301564698117884e+00
2.332235759041889622e+01,1.434449976464060583e+01,7.978769694038434501e-01,8.017246792866680183e-01
1.583911265636518628e+01,1.424703943515900129e+01,1.581849277221539118e+00,1.517156128999205045e+00
2.916576182704559628e+01,9.936857267586143294e+00,5.988696331870039247e-01,5.496082861852296109e-01
1.287310239342311036e+01,1.806325370416014664e+01,1.837189348727176874e+00,1.890009546539167973e+00
9.163955007449713364e+00,5.188450774375655605e+00,3.079148484997988433e+00,3.119117582655539955e+00
2.235908368383789124e+01,1.223973779004800022e+01,9.553181428519571528e-01,8.988170095259930825e-01
2.545796961405434544e+01,1.685830857978808694e+01,5.922864049940357312e-01,5.948213090943569314e-01
4.045952112798715028e+00,3.230239747447615439e+00,2.433930775509673516e+00,2.395336769336410931e+00
6.229920563673330136e+00,5.328960532675051986e+00,3.316403279735898657e+00,3.259300256957564201e+00
6.931659456204649850e+00,7.553826367689811860e+00,3.491920904015125782e+00,3.406269479359480989e+00
9.433139467146554935e+00,5.173291342708060014e+00,3.044104492462567091e+00,3.037056995061925946e+00
2.121747820099193760e+01,7.700699924076558567e+00,1.308176426640260237e+00,1.305398414170557464e+00
2.081948970814926980e+01,1.445756902930653176e+01,9.959194357408494014e-01,9.758542078592697955e-01
7.693365897914291374e+00,1.127772865035734284e+01,3.298589420791265603e+00,3.235813607965547067e+00
2.201502194075705177e+01,4.874670193404302410e+00,1.372028160904315675e+00,1.385944529025794125e+00
2.970505802535917894e+01,1.455628026932859242e+01,4.493548449115700727e-01,4.205297737754964404e-01
7.640016816544155986e+00,2.142323838597828267e+00,2.155266929671955545e+00,2.189326376853859557e+00
2.642215736837369278e+01,6.021002645191945390e+00,9.409704817083965889e-01,9.515917530154006654e-01
6.081378408408966152e+00,6.861456094250406146e+00,3.509551362024545540e+00,3.486667511805256581e+00
2.623181894196957131e+01,7.656514317980156470e+00,8.719137330046667911e-01,9.169210327394418103e-01
2.579357450285241882e+01,9.059524329520062480e+00,8.351246373436231885e-01,7.975349140687710836e-01
2.676987211242548526e+01,1.990745544860346428e+01,4.677229334918175940e-01,4.326643040627304315e-01
1.190416513842779267e+01,1.211091413315046239e+01,2.395915365126994434e+00,2.398515607273290495e+00
3.054885369289957797e+00,8.569209556417256124e+00,3.220126626887958476e+00,3.256792024070092495e+00
1.627707159386838143e+01,6.620041828435211606e+00,2.003565074447639205e+00,1.994092958124044301e+00
2.664199135797356988e+01,1.665425233606241306e+01,5.368671909092286310e-01,5.424520806488982716e-01
1.174388509723564233e+01,3.004335238872750224e+00,2.352669598062196776e+00,2.365950865781905055e+00
2.826060877633394863e+00,8.982217639280136723e+00,3.148804281307556963e+00,3.132534038693751910e+00
5.921025410054804539e+00,1.651246372852597943e+01,3.296765428125313147e+00,3.309477463942335884e+00
2.616447674193263495e+01,1.371186600827229363e+01,6.373114945944140519e-01,6.482083128598392641e-01
2.153629675339265503e+01,1.570975721916474832e+01,8.867222004115646872e-01,8.029079970659005472e-01
1.150830313117201165e+01,1.041648674702616617e+01,2.594937093379176662e+00,2.659924227302846944e+00
1.053769055117933107e+01,1.487387258255975553e+01,2.478285036998240987e+00,2.550671002198051873e+00
3.574366480680349234e+00,1.147025480708132861e+01,3.474312479483349758e+00,3.481896394120366001e+00
1.117366531680947972e+01,7.841312645144713933e+00,2.812258853923714774e+00,2.864060266381672104e+00
8.437769685073115866e+00,4.507312046120845572e+00,3.048187968836246764e+00,3.055404778745253846e+00
1.867017332418268438e+01,6.428501492874983292e+00,1.682679985625455510e+00,1.722583971891799237e+00
4.585688259705429815e+00,1.255503379041514300e+01,3.576365648908066852e+00,3.626749123372151384e+00
1.476986535115470467e+01,4.181939010333499240e+00,2.220772685706115190e+00,2.200731976951249447e+00
1.228288679373372005e+01,6.098987083238423423e+00,2.658159588276819196e+00,2.682179970504919186e+00
1.565990726784369080e+01,5.208063787933927991e+00,2.135044076986566619e+00,2.204784673989438115e+00
2.161311739598432702e+00,9.425719962386775563e+00,2.797433078308336096e+00,2.852689617414837731e+00
2.086816446221942201e+01,1.071503637964749345e+01,1.168498685153601890e+00,1.246029441821825845e+00
1.959300647044696220e+01,1.777960233784420296e+01,9.825315594492389781e-01,1.056363867533908873e+00
5.821541591980111896e+00,4.931245594280252220e+00,3.229794207468127620e+00,3.261089399061444016e+00
1.067263372125819565e+01,5.839404348997903504e+00,2.915061001901776194e+00,2.869865013767648243e+00
2.326282684670053058e+01,1.655785337216800457e+01,7.319092093514416586e-01,7.641833808673069717e-01
1.791226605411059225e+01,5.416551160109564833e+00,1.823880122394471170e+00,1.871522631616243215e+00
2.911675218367728490e+01,1.169806263758460219e+01,5.453127077254915633e-01,5.899481060197957483e-01
1.159671818047892344e+01,4.425454310609244324e+00,2.671535136672358313e+00,2.644212533057858749e+00
1.104316954014818641e+01,4.872793106628261484e+00,2.796751035686475539e+00,2.836168183939379972e+00
1.927386589169826436e+01,3.835043207843949808e+00,1.658726320942939925e+00,1.633089647576230874e+00
2.544327884128371764e+01,1.061828987761353460e+01,7.908469899855777863e-01,8.291368498275117904e-01
1.304966428141349866e+01,4.979296637333712638e+00,2.512916017598783913e+00,2.611169780840200350e+00
1.213412968501900657e+01,7.062342642028872852e+00,2.666721181738834989e+00,2.621107468583779188e+00
1.604202710614519845e+01,1.801776506421300539e+01,1.363801128500196969e+00,1.345581845600053894e+00
2.777188511683722538e+01,1.336825671053728293e+01,5.626435787662996679e-01,5.679249385114568671e-01
2.146397831919363064e+00,1.785982501978164994e+00,1.141840841395060036e+00,1.208194235613354373e+00
