t,M,P,E,dP_dt,dP_dt_noisy
3.132626525305060738e+01,4.461636875910452993e-01,6.171510534900322975e-01,4.907800440427156907e-01,-5.466407521081961818e-08,-5.412926909904091505e-03
3.135027005401079947e+01,4.461636873099149581e-01,6.171510521005453276e-01,4.907800447195834193e-01,-5.367492289520825466e-08,1.036286518087337245e-02
3.137427485497099156e+01,4.461636870512079578e-01,6.171510507348291208e-01,4.907800454040252003e-01,-5.267543901066318313e-08,1.057579298645512644e-02
3.139827965593118364e+01,4.461636868144920332e-01,6.171510493936078756e-01,4.907800460950589305e-01,-5.166703442860409723e-08,-1.876892545106560381e-02
3.142228445689137573e+01,4.461636865993356960e-01,6.171510480775642682e-01,4.907800467917325382e-01,-5.065107649970812531e-08,4.340047630781437914e-04
3.144628925785156781e+01,4.461636864053081242e-01,6.171510467873400074e-01,4.907800474931239831e-01,-4.962888963677691834e-08,1.205251390720108243e-02
3.147029405881175990e+01,4.461636862319793284e-01,6.171510455235350578e-01,4.907800481983412011e-01,-4.860175403798017157e-08,-2.082525567799270449e-02
3.149429885977195198e+01,4.461636860789199854e-01,6.171510442867083057e-01,4.907800489065222704e-01,-4.757090665830077114e-08,1.693283587444791710e-02
3.151830366073214407e+01,4.461636859457014936e-01,6.171510430773771150e-01,4.907800496168352455e-01,-4.653754118177921839e-08,1.594414473889654849e-02
3.154230846169233615e+01,4.461636858318960841e-01,6.171510418960174382e-01,4.907800503284783233e-01,-4.550280724435751267e-08,2.144410623506706748e-02
3.156631326265252824e+01,4.461636857370765985e-01,6.171510407430641498e-01,4.907800510406796768e-01,-4.446781143307987350e-08,-1.472741501395395496e-02
3.159031806361272032e+01,4.461636856608167667e-01,6.171510396189103798e-01,4.907800517526974549e-01,-4.343361642566989644e-08,2.914087854477145391e-03
3.161432286457291241e+01,4.461636856026909292e-01,6.171510385239084018e-01,4.907800524638200046e-01,-4.240124176768667041e-08,2.983311358228114135e-02
3.163832766553310449e+01,4.461636855622742037e-01,6.171510374583685232e-01,4.907800531733656491e-01,-4.137166270679060176e-08,1.661998039486636478e-02
3.166233246649329658e+01,4.461636855391424294e-01,6.171510364225601952e-01,4.907800538806827428e-01,-4.034581202461140492e-08,-1.500053164732153589e-02
3.168633726745348866e+01,4.461636855328722784e-01,6.171510354167112355e-01,4.907800545851496721e-01,-3.932457803834665810e-08,5.266015548677061009e-03
3.171034206841368075e+01,4.461636855430409221e-01,6.171510344410083837e-01,4.907800552861749099e-01,-3.830880662691882321e-08,2.917054277151467576e-02
3.173434686937387283e+01,4.461636855692265868e-01,6.171510334955966348e-01,4.907800559831969611e-01,-3.729929878848459168e-08,-7.670299886706566459e-04
3.175835167033406492e+01,4.461636856110079985e-01,6.171510325805799058e-01,4.907800566756844174e-01,-3.629681297190323619e-08,8.374224408340447817e-03
3.178235647129425701e+01,4.461636856679647156e-01,6.171510316960205911e-01,4.907800573631357910e-01,-3.530206352242437617e-08,5.212356058846536605e-02
3.180636127225444909e+01,4.461636857396769629e-01,6.171510308419400070e-01,4.907800580450798478e-01,-3.431572206946675863e-08,8.223495537647014086e-06
3.183036607321464118e+01,4.461636858257257976e-01,6.171510300183177256e-01,4.907800587210751631e-01,-3.333841569475026745e-08,-1.417099947339600435e-03
3.185437087417483326e+01,4.461636859256929988e-01,6.171510292250923513e-01,4.907800593907105102e-01,-3.237072862538603601e-08,-1.938216289826038760e-02
3.187837567513502535e+01,4.461636860391610115e-01,6.171510284621607445e-01,4.907800600536046942e-01,-3.141320109589784693e-08,-1.245121701294356342e-02
3.190238047609521743e+01,4.461636861657130582e-01,6.171510277293787983e-01,4.907800607094064960e-01,-3.046633051395630787e-08,3.042204271516687694e-02
3.192638527705540952e+01,4.461636863049330826e-01,6.171510270265606612e-01,4.907800613577948945e-01,-2.953057018362237329e-08,-2.082821902932382400e-03
3.195039007801560160e+01,4.461636864564058058e-01,6.171510263534794039e-01,4.907800619984786783e-01,-2.860632972168097865e-08,-2.304239269291586539e-02
3.197439487897579369e+01,4.461636866197166706e-01,6.171510257098666852e-01,4.907800626311968895e-01,-2.769397589030830886e-08,-1.795358999534036465e-02
3.199839967993598577e+01,4.461636867944517859e-01,6.171510250954127530e-01,4.907800632557185461e-01,-2.679383148684877369e-08,7.817046134129407037e-04
3.202240448089617786e+01,4.461636869801981486e-01,6.171510245097664438e-01,4.907800638718427533e-01,-2.590617551034846144e-08,1.595571748971183132e-02
3.204640928185636994e+01,4.461636871765433110e-01,6.171510239525354047e-01,4.907800644793984812e-01,-2.503124418851143673e-08,-1.424660072182096227e-02
3.207041408281656203e+01,4.461636873830757133e-01,6.171510234232858716e-01,4.907800650782450091e-01,-2.416922961767653533e-08,1.488728502744289875e-02
3.209441888377675411e+01,4.461636875993844620e-01,6.171510229215425580e-01,4.907800656682714813e-01,-2.332028045670675453e-08,-9.166334783305099543e-03
3.211842368473694620e+01,4.461636878250593852e-01,6.171510224467889882e-01,4.907800662493971289e-01,-2.248450201025598005e-08,7.696010951567289031e-03
3.214242848569713829e+01,4.461636880596910881e-01,6.171510219984673862e-01,4.907800668215713258e-01,-2.166195608999110789e-08,1.094221358270687852e-02
3.216643328665733037e+01,4.461636883028708422e-01,6.171510215759784534e-01,4.907800673847733108e-01,-2.085266084805859066e-08,1.267534122697196695e-02
3.219043808761752246e+01,4.461636885541908071e-01,6.171510211786814804e-01,4.907800679390125209e-01,-2.005659058279540830e-08,-8.134706150254479226e-03
3.221444288857771454e+01,4.461636888132436973e-01,6.171510208058947899e-01,4.907800684843283689e-01,-1.927367679344094142e-08,-2.909808236980852749e-03
3.223844768953790663e+01,4.461636890796230603e-01,6.171510204568948499e-01,4.907800690207903549e-01,-1.850380695889164429e-08,1.056794344181809231e-02
3.226245249049809871e+01,4.461636893529232206e-01,6.171510201309170496e-01,4.907800695484980102e-01,-1.774682481525680089e-08,-2.546482887614015186e-02
3.228645729145829080e+01,4.461636896327391133e-01,6.171510198271554781e-01,4.907800700675808425e-01,-1.700253146608154964e-08,3.821812464503188903e-03
3.231046209241848288e+01,4.461636899186665617e-01,6.171510195447627023e-01,4.907800705781985573e-01,-1.627068346721216585e-08,1.061584007099752001e-02
3.233446689337867497e+01,4.461636902103019997e-01,6.171510192828499886e-01,4.907800710805407807e-01,-1.555099438110829624e-08,2.118494475430967097e-02
3.235847169433886705e+01,4.461636905072426384e-01,6.171510190404871921e-01,4.907800715748271703e-01,-1.484313413846471974e-08,-4.678703862102445623e-04
3.238247649529905914e+01,4.461636908090864662e-01,6.171510188167029787e-01,4.907800720613075263e-01,-1.414672914923364999e-08,-3.440121389132222082e-03
3.240648129625925122e+01,4.461636911154321372e-01,6.171510186104844919e-01,4.907800725402616804e-01,-1.346136252466934025e-08,3.049839954844342418e-03
3.243048609721944331e+01,4.461636914258790831e-01,6.171510184207775751e-01,4.907800730119993848e-01,-1.278657324466081491e-08,-1.446526731435473362e-02
3.245449089817963539e+01,4.461636917400275126e-01,6.171510182464866601e-01,4.907800734768606454e-01,-1.212185724019931854e-08,-4.012939483894933761e-03
3.247849569913982748e+01,4.461636920574782450e-01,6.171510180864749895e-01,4.907800739352153330e-01,-1.146666708806698409e-08,8.319696764216070323e-03
3.250250050010001956e+01,4.461636923778330432e-01,6.171510179395642837e-01,4.907800743874634608e-01,-1.082041106714726197e-08,5.747837057624683235e-03
3.252650530106021165e+01,4.461636927006941145e-01,6.171510178045349626e-01,4.907800748340350738e-01,-1.018245493478175945e-08,-2.078579551957415381e-02
3.255051010202040374e+01,4.461636930256647204e-01,6.171510176801260350e-01,4.907800752753902485e-01,-9.552120039391098771e-09,-6.453181071792701666e-03
3.257451490298059582e+01,4.461636933523486781e-01,6.171510175650353203e-01,4.907800757120190371e-01,-8.928684569475819899e-09,-4.223510973420268461e-02
3.259851970394078791e+01,4.461636936803504705e-01,6.171510174579190044e-01,4.907800761444416904e-01,-8.311383442594078019e-09,1.603404362822543477e-02
3.262252450490097999e+01,4.461636940092755244e-01,6.171510173573921954e-01,4.907800765732084347e-01,-7.699407583716677550e-09,-1.064854021317732796e-02
3.264652930586117208e+01,4.461636943387298770e-01,6.171510172620284784e-01,4.907800769988994727e-01,-7.091904674627613758e-09,4.746653311747790760e-03
3.267053410682136416e+01,4.461636946683203431e-01,6.171510171703600278e-01,4.907800774221251494e-01,-6.487978515545833602e-09,-2.204350708360997002e-02
3.269453890778155625e+01,4.461636949976543476e-01,6.171510170808779394e-01,4.907800778435258415e-01,-5.886690107592684740e-09,-1.781039458100991922e-03
3.271854370874174833e+01,4.461636953263402594e-01,6.171510169920317868e-01,4.907800782637719572e-01,-5.287056237257559133e-09,8.793946240594180397e-03
3.274254850970194042e+01,4.461636956539871135e-01,6.171510169022295100e-01,4.907800786835638807e-01,-4.688050087020556589e-09,1.947663929580883621e-02
3.276655331066213250e+01,4.461636959802044999e-01,6.171510168098381932e-01,4.907800791036321386e-01,-4.088602179042055695e-09,-2.739509417232063870e-02
3.279055811162232459e+01,4.461636963076000550e-01,6.171510167211833320e-01,4.907800795223389301e-01,-3.491160971424989157e-09,1.665247315289496849e-02
3.281456291258251667e+01,4.461636966419650352e-01,6.171510166519957874e-01,4.907800799348573939e-01,-2.902888929234848092e-09,-3.515652665143503396e-03
3.283856771354270876e+01,4.461636969828365329e-01,6.171510166020888200e-01,4.907800803408163270e-01,-2.324310882650948429e-09,-1.574796631023739693e-02
3.286257251450290084e+01,4.461636973295595721e-01,6.171510165707471129e-01,4.907800807400092280e-01,-1.755706913186827478e-09,9.265821092626446917e-03
3.288657731546309293e+01,4.461636976814938316e-01,6.171510165572671180e-01,4.907800811322375889e-01,-1.197347054837649694e-09,-6.165613158248264662e-03
3.291058211642328502e+01,4.461636980380139783e-01,6.171510165609563892e-01,4.907800815173109510e-01,-6.494889903674305742e-10,-6.220065205688199428e-03
3.293458691738347710e+01,4.461636983985094451e-01,6.171510165811343596e-01,4.907800818950467936e-01,-1.123798831770272955e-10,-1.437865962309553720e-02
3.295859171834366919e+01,4.461636987623844863e-01,6.171510166171314538e-01,4.907800822652707562e-01,4.137447329188859158e-10,4.139189456521611896e-03
3.298259651930386127e+01,4.461636991290581777e-01,6.171510166682899756e-01,4.907800826278163608e-01,9.286600932689736965e-10,3.969266077934402795e-04
3.300660132026405336e+01,4.461636994979645277e-01,6.171510167339634423e-01,4.907800829825252342e-01,1.432153035052508017e-09,-3.822690056210851194e-03
3.303060612122424544e+01,4.461636998685522548e-01,6.171510168135169172e-01,4.907800833292470521e-01,1.924021525434582713e-09,-1.946248148105131706e-02
3.305461092218443753e+01,4.461637002402849550e-01,6.171510169063267881e-01,4.907800836678393730e-01,2.404074411765932950e-09,-1.060046256812836006e-02
3.307861572314462961e+01,4.461637006126410454e-01,6.171510170117813221e-01,4.907800839981679708e-01,2.872131948938871915e-09,7.670858680533691916e-03
3.310262052410482170e+01,4.461637009851138203e-01,6.171510171292797775e-01,4.907800843201064467e-01,3.328025632853837124e-09,2.518492805187126649e-02
3.312662532506501378e+01,4.461637013572113952e-01,6.171510172582330700e-01,4.907800846335365619e-01,3.771598255930541654e-09,-9.214630356450511164e-04
3.315063012602520587e+01,4.461637017284566520e-01,6.171510173980635505e-01,4.907800849383480157e-01,4.202703796085671684e-09,2.787308294724278809e-02
3.317463492698539795e+01,4.461637020983873492e-01,6.171510175482051164e-01,4.907800852344385567e-01,4.621206972643676636e-09,-6.078044538056115616e-04
3.319863972794559004e+01,4.461637024665561224e-01,6.171510177081031001e-01,4.907800855217139824e-01,5.026984051248462038e-09,-2.219346321325109395e-02
3.322264452890578212e+01,4.461637028325303178e-01,6.171510178772141586e-01,4.907800858000880839e-01,5.419922760596662670e-09,1.222535903845581133e-02
3.324664932986597421e+01,4.461637031958922694e-01,6.171510180550066060e-01,4.907800860694826461e-01,5.799921654059403409e-09,-1.970216728190777797e-02
3.327065413082616629e+01,4.461637035562390774e-01,6.171510182409599699e-01,4.907800863298275584e-01,6.166890775816114001e-09,7.641502794864260886e-03
3.329465893178635838e+01,4.461637039131825522e-01,6.171510184345656569e-01,4.907800865810607038e-01,6.520750772676109364e-09,2.099876224004545641e-02
3.331866373274655047e+01,4.461637042663495478e-01,6.171510186353259542e-01,4.907800868231278479e-01,6.861434420635248443e-09,-6.554137853052416710e-03
3.334266853370674255e+01,4.461637046153815733e-01,6.171510188427552501e-01,4.907800870559829720e-01,7.188884765252367970e-09,-2.160416809214633308e-03
3.336667333466692753e+01,4.461637049599351257e-01,6.171510190563789244e-01,4.907800872795879399e-01,7.503056870250546240e-09,4.892420916911813938e-02
3.339067813562711962e+01,4.461637052996813568e-01,6.171510192757340141e-01,4.907800874939127755e-01,7.803916235449293026e-09,4.389886627943511387e-03
3.341468293658731170e+01,4.461637056343064622e-01,6.171510195003688803e-01,4.907800876989353855e-01,8.091440101276603514e-09,4.892012231087512243e-03
3.343868773754750379e+01,4.461637059635112368e-01,6.171510197298436529e-01,4.907800878946417256e-01,8.365616782635143522e-09,1.522203387038528408e-02
3.346269253850769587e+01,4.461637062870114634e-01,6.171510199637295635e-01,4.907800880810258559e-01,8.626445419102068968e-09,-2.345601081733340258e-03
3.348669733946788796e+01,4.461637066045377464e-01,6.171510202016095015e-01,4.907800882580898305e-01,8.873937390463382258e-09,-2.143858437240967613e-03
3.351070214042808004e+01,4.461637069158354563e-01,6.171510204430777913e-01,4.907800884258435858e-01,9.108113846467702501e-09,7.239008848497595003e-03
3.353470694138827213e+01,4.461637072206648402e-01,6.171510206877401927e-01,4.907800885843052741e-01,9.329008260339222147e-09,-4.816862094777409758e-02
3.355871174234846421e+01,4.461637075188010226e-01,6.171510209352140119e-01,4.907800887335009299e-01,9.536664929976623739e-09,2.791080545879135941e-02
3.358271654330865630e+01,4.461637078100338383e-01,6.171510211851278793e-01,4.907800888734647482e-01,9.731138839175201838e-09,-2.169377066755323949e-02
3.360672134426884838e+01,4.461637080941679989e-01,6.171510214371220826e-01,4.907800890042387509e-01,9.912497239694673112e-09,-2.190854138935523221e-02
3.363072614522904047e+01,4.461637083710231488e-01,6.171510216908481228e-01,4.907800891258731757e-01,1.008081759734658078e-08,1.040379465911056914e-02
3.365473094618923255e+01,4.461637086404336983e-01,6.171510219459691582e-01,4.907800892384261426e-01,1.023618959039573895e-08,1.763324933003172800e-04
3.367873574714942464e+01,4.461637089022487679e-01,6.171510222021596714e-01,4.907800893419638766e-01,1.037871266706957840e-08,-2.533051467636524001e-02
3.370274054810961673e+01,4.461637091563325219e-01,6.171510224591058025e-01,4.907800894365605959e-01,1.050849895989358629e-08,3.873828197399881764e-03
3.372674534906980881e+01,4.461637094025637795e-01,6.171510227165049045e-01,4.907800895222984572e-01,1.062567081544507630e-08,-2.313247825777057370e-02
3.375075015003000090e+01,4.461637096408363479e-01,6.171510229740660991e-01,4.907800895992678325e-01,1.073036207110966700e-08,-1.426739943027425898e-02
3.377475495099019298e+01,4.461637098710587446e-01,6.171510232315096101e-01,4.907800896675668656e-01,1.082271819385915990e-08,-3.037712615449233294e-02
3.379875975195038507e+01,4.461637100931543642e-01,6.171510234885674295e-01,4.907800897273019713e-01,1.090289497573948552e-08,-1.687077713528806200e-02
3.382276455291057715e+01,4.461637103070613675e-01,6.171510237449828740e-01,4.907800897785874472e-01,1.097106011593851349e-08,7.580320260255948503e-03
3.384676935387076924e+01,4.461637105127329028e-01,6.171510240005106951e-01,4.907800898215455843e-01,1.102739222158533039e-08,2.102943755753150946e-03
3.387077415483096132e+01,4.461637107101368294e-01,6.171510242549171910e-01,4.907800898563068337e-01,1.107208144612847889e-08,5.821734367748306917e-03
3.389477895579115341e+01,4.461637108992558831e-01,6.171510245079800949e-01,4.907800898830094183e-01,1.110532854564638683e-08,1.805492251620550992e-02
3.391878375675134549e+01,4.461637110800875661e-01,6.171510247594885756e-01,4.907800899017998875e-01,1.112734593355924062e-08,-1.212110347456175560e-03
3.394278855771153758e+01,4.461637112526442572e-01,6.171510250092433481e-01,4.907800899128326177e-01,1.113835707000632169e-08,-1.353696310127920979e-02
3.396679335867172966e+01,4.461637114169532681e-01,6.171510252570564514e-01,4.907800899162700348e-01,1.113859662837946018e-08,-5.944304567045598925e-03
3.399079815963192175e+01,4.461637115730565095e-01,6.171510255027514713e-01,4.907800899122826688e-01,1.112831046756745934e-08,3.254775195571048274e-02
3.401480296059211383e+01,4.461637117210109360e-01,6.171510257461635396e-01,4.907800899010488771e-01,1.110775577073397358e-08,3.101034927644079407e-04
3.403880776155230592e+01,4.461637118608882679e-01,6.171510259871390014e-01,4.907800898827552882e-01,1.107720065673944987e-08,6.016797317164158596e-03
3.406281256251249800e+01,4.461637119927750472e-01,6.171510262255359702e-01,4.907800898575964132e-01,1.103692462423033760e-08,-2.281273477870591516e-03
3.408681736347269009e+01,4.461637121167725817e-01,6.171510264612237728e-01,4.907800898257747568e-01,1.098721849612793733e-08,4.534498475054551773e-03
3.411082216443288218e+01,4.461637122329971672e-01,6.171510266940833933e-01,4.907800897875008728e-01,1.092838414207264464e-08,8.249768610033885591e-03
3.413482696539307426e+01,4.461637123415798101e-01,6.171510269240071400e-01,4.907800897429934750e-01,1.086073464495740382e-08,-5.434507303402039049e-04
3.415883176635326635e+01,4.461637124426663381e-01,6.171510271508988676e-01,4.907800896924789935e-01,1.078459391234964926e-08,-3.455731979370605094e-03
3.418283656731345843e+01,4.461637125364175116e-01,6.171510273746737552e-01,4.907800896361922405e-01,1.070029806427008623e-08,-1.596562489909472346e-02
3.420684136827365052e+01,4.461637126230088013e-01,6.171510275952586388e-01,4.907800895743757441e-01,1.060819332376894408e-08,-1.725208703202522204e-02
3.423084616923384260e+01,4.461637127026306660e-01,6.171510278125916793e-01,4.907800895072801928e-01,1.050863765450493759e-08,7.759886759915620574e-03
3.425485097019403469e+01,4.461637127754882193e-01,6.171510280266226944e-01,4.907800894351643795e-01,1.040200017787817899e-08,1.457428403119888707e-02
3.427885577115422677e+01,4.461637128418015075e-01,6.171510282373126044e-01,4.907800893582949242e-01,1.028866131180805610e-08,1.806069260260212417e-02
3.430286057211441886e+01,4.461637129018054537e-01,6.171510284446340977e-01,4.907800892769465517e-01,1.016901235439959805e-08,7.114359171084124953e-04
3.432686537307461094e+01,4.461637129557496917e-01,6.171510286485712982e-01,4.907800891914021468e-01,1.004345612232171447e-08,-1.683030686850573582e-02
3.435087017403480303e+01,4.461637130038987875e-01,6.171510288491196539e-01,4.907800891019523659e-01,9.912406534473561237e-09,1.221102712997175314e-02
3.437487497499499511e+01,4.461637130465320733e-01,6.171510290462861592e-01,4.907800890088960255e-01,9.776288278917633079e-09,1.192297941547699851e-02
3.439887977595518720e+01,4.461637130839437027e-01,6.171510292400893549e-01,4.907800889125400468e-01,9.635538089636241921e-09,-3.035707923620300022e-02
3.442288457691537928e+01,4.461637131164427617e-01,6.171510294305589950e-01,4.907800888131991224e-01,9.490603469775038548e-09,1.565707091333523940e-02
3.444688937787557137e+01,4.461637131443531024e-01,6.171510296177366017e-01,4.907800887111962163e-01,9.341942802665315071e-09,1.126103466349699135e-02
3.447089417883576346e+01,4.461637131680133983e-01,6.171510298016749108e-01,4.907800886068622304e-01,9.190026267758000245e-09,3.289191982604553616e-02
3.449489897979595554e+01,4.461637131877770890e-01,6.171510299824383150e-01,4.907800885005360048e-01,9.035334647133907993e-09,-2.285103548967647169e-02
3.451890378075614763e+01,4.461637132040126574e-01,6.171510301601025317e-01,4.907800883925644841e-01,8.878360518993488881e-09,-2.590071109868301996e-02
3.454290858171633971e+01,4.461637132171032416e-01,6.171510303347548243e-01,4.907800882833026068e-01,8.719607175189381110e-09,1.533895610950606649e-02
3.456691338267653180e+01,4.461637132274468009e-01,6.171510305064937807e-01,4.907800881731133602e-01,8.559589287360225285e-09,-3.617736804513369681e-02
3.459091818363672388e+01,4.461637132354562274e-01,6.171510306754297570e-01,4.907800880623677808e-01,8.398832712641635112e-09,-1.492020375310532630e-02
3.461492298459691597e+01,4.461637132415592344e-01,6.171510308416841006e-01,4.907800879514447878e-01,8.237875021022134092e-09,-2.211800849341612890e-02
3.463892778555710805e+01,4.461637132461982458e-01,6.171510310053901494e-01,4.907800878407314604e-01,8.077263913275345431e-09,-2.053547379510585816e-02
3.466293258651730014e+01,4.461637132498306735e-01,6.171510311666923432e-01,4.907800877306228160e-01,7.917559191605860747e-09,-3.835744061672150679e-02
3.468693738747749222e+01,4.461637132529286398e-01,6.171510313257465574e-01,4.907800876215220320e-01,7.759331427381610524e-09,-5.059825138015386879e-03
3.471094218843768431e+01,4.461637132559791996e-01,6.171510314827205468e-01,4.907800875138400576e-01,7.603162627267678886e-09,1.914230102405121633e-02
3.473494698939787639e+01,4.461637132594841737e-01,6.171510316377929461e-01,4.907800874079961129e-01,7.449645594848064434e-09,8.506032624024903108e-03
3.475895179035806848e+01,4.461637132639602044e-01,6.171510317911543808e-01,4.907800873044173007e-01,7.299385013093129260e-09,8.593062913867579103e-03
3.478295659131826056e+01,4.461637132699388664e-01,6.171510319430065783e-01,4.907800872035387729e-01,7.152996167603120625e-09,-7.413192522907146274e-03
3.480696139227845265e+01,4.461637132779663895e-01,6.171510320935629235e-01,4.907800871058037306e-01,7.011105696008712584e-09,2.857189034579918005e-02
3.483096619323864473e+01,4.461637132886040469e-01,6.171510322430482365e-01,4.907800870116633685e-01,6.874351560215430368e-09,1.026014413452963278e-02
3.485497099419883682e+01,4.461637133024277668e-01,6.171510323916986618e-01,4.907800869215768746e-01,6.743383157425952845e-09,2.070410691656060509e-02
3.487897579515902891e+01,4.461637133200284100e-01,6.171510325397620012e-01,4.907800868360114865e-01,6.618860209917087900e-09,-3.115042078516894880e-02
3.490298059611922099e+01,4.461637133420116030e-01,6.171510326874973806e-01,4.907800867554424906e-01,6.501454458129884983e-09,6.649513185701013719e-03
3.492698539707941308e+01,4.461637133689979051e-01,6.171510328351754726e-01,4.907800866803532225e-01,6.391848772491215414e-09,-2.301071124077377905e-02
3.495099019803960516e+01,4.461637134016225859e-01,6.171510329830783848e-01,4.907800866112349003e-01,6.290736820346864988e-09,6.756636184164672987e-03
3.497499499899979725e+01,4.461637134405357918e-01,6.171510331314995490e-01,4.907800865485868469e-01,6.198823787606499991e-09,3.768039924082993222e-03
3.499899979995998933e+01,4.461637134811184402e-01,6.171510332808816113e-01,4.907800864870668911e-01,6.108509087443536600e-09,-2.263965945772440300e-02
3.502300460092018142e+01,4.461637135182247027e-01,6.171510334313048407e-01,4.907800864210164482e-01,6.011748265866145857e-09,3.362114541876116709e-03
3.504700940188037350e+01,4.461637135519447850e-01,6.171510335825233229e-01,4.907800863507086331e-01,5.908932870779537438e-09,2.299767484093682632e-02
3.507101420284056559e+01,4.461637135823682820e-01,6.171510337342965835e-01,4.907800862764117866e-01,5.800448149573256273e-09,9.871718471053850252e-03
3.509501900380075767e+01,4.461637136095838452e-01,6.171510338863899214e-01,4.907800861983891982e-01,5.686671994409309150e-09,1.167873383183430820e-02
3.511902380476094976e+01,4.461637136336791820e-01,6.171510340385742976e-01,4.907800861168991613e-01,5.567974414866228017e-09,-1.728793054897152445e-02
3.514302860572114184e+01,4.461637136547411120e-01,6.171510341906263353e-01,4.907800860321949177e-01,5.444718759184397072e-09,-1.361676994099375766e-02
3.516703340668133393e+01,4.461637136728555664e-01,6.171510343423284306e-01,4.907800859445247132e-01,5.317261492221447838e-09,-2.223482018845079899e-02
3.519103820764152601e+01,4.461637136881075327e-01,6.171510344934684200e-01,4.907800858541316313e-01,5.185951085229234536e-09,2.575799079164823712e-03
3.521504300860171810e+01,4.461637137005811105e-01,6.171510346438401351e-01,4.907800857612539258e-01,5.051129181588009942e-09,2.365384906042292124e-02
3.523904780956191019e+01,4.461637137103594553e-01,6.171510347932428475e-01,4.907800856661245770e-01,4.913130291495093616e-09,8.636865426865406384e-03
3.526305261052210227e+01,4.461637137175248347e-01,6.171510349414818242e-01,4.907800855689717912e-01,4.772281070319905893e-09,-6.849137620334955158e-05
3.528705741148229436e+01,4.461637137221585170e-01,6.171510350883675500e-01,4.907800854700185011e-01,4.628901512093719361e-09,-2.233153049487661759e-02
3.531106221244248644e+01,4.461637137243409934e-01,6.171510352337165051e-01,4.907800853694828103e-01,4.483304422153722157e-09,8.834709797016997157e-03
3.533506701340267853e+01,4.461637137241517004e-01,6.171510353773509427e-01,4.907800852675776038e-01,4.335794639986900734e-09,-4.754936110845992513e-03
3.535907181436287061e+01,4.461637137216693527e-01,6.171510355190985564e-01,4.907800851645108264e-01,4.186670787831303642e-09,-3.795282545506576538e-02
3.538307661532306270e+01,4.461637137169714995e-01,6.171510356587928126e-01,4.907800850604854270e-01,4.036223549830353363e-09,-3.443576858053808837e-02
3.540708141628325478e+01,4.461637137101350237e-01,6.171510357962728399e-01,4.907800849556993028e-01,3.884736671233568472e-09,-6.755198269689494280e-03
3.543108621724344687e+01,4.461637137012356980e-01,6.171510359313835403e-01,4.907800848503451885e-01,3.732486208996022015e-09,-1.781412413559919916e-02
3.545509101820363895e+01,4.461637136903485179e-01,6.171510360639754778e-01,4.907800847446109893e-01,3.579741891801546672e-09,3.292056192554103367e-02
3.547909581916383104e+01,4.461637136775474244e-01,6.171510361939047673e-01,4.907800846386793925e-01,3.426765010638987974e-09,7.182231243083659396e-04
3.550310062012402312e+01,4.461637136629056366e-01,6.171510363210334082e-01,4.907800845327281447e-01,3.273810694759404782e-09,-2.065067138349852005e-02
3.552710542108421521e+01,4.461637136464952080e-01,6.171510364452288400e-01,4.907800844269299967e-01,3.121125996541351810e-09,-9.689274676496403491e-03
3.555111022204440729e+01,4.461637136283875815e-01,6.171510365663643860e-01,4.907800843214525921e-01,2.968951445803114098e-09,3.176076129720437763e-02
3.557511502300459938e+01,4.461637136086530342e-01,6.171510366843190321e-01,4.907800842164585231e-01,2.817519856312955540e-09,-1.883878307584893261e-02
3.559911982396479146e+01,4.461637135873610105e-01,6.171510367989774259e-01,4.907800841121054414e-01,2.667056991922933662e-09,1.539111789284688947e-02
3.562312462492498355e+01,4.461637135645800667e-01,6.171510369102297666e-01,4.907800840085458915e-01,2.517781289013143464e-09,8.777334224128990892e-03
3.564712942588517564e+01,4.461637135403778154e-01,6.171510370179721372e-01,4.907800839059273668e-01,2.369903884247293036e-09,2.930525874935401703e-02
3.567113422684536772e+01,4.461637135148210365e-01,6.171510371221061719e-01,4.907800838043924196e-01,2.223629003150762173e-09,1.063773582974464511e-02
3.569513902780555981e+01,4.461637134879754552e-01,6.171510372225392782e-01,4.907800837040784403e-01,2.079153182954485146e-09,-7.944361034200745145e-03
3.571914382876575189e+01,4.461637134599059085e-01,6.171510373191844145e-01,4.907800836051179338e-01,1.936665883217614237e-09,1.057186679407797793e-02
3.574314862972594398e+01,4.461637134306765118e-01,6.171510374119604236e-01,4.907800835076382984e-01,1.796349707872124668e-09,1.406325651138234196e-03
3.576715343068613606e+01,4.461637134003501592e-01,6.171510375007916993e-01,4.907800834117618249e-01,1.658379267244214361e-09,1.948597533024375161e-02
3.579115823164632815e+01,4.461637133689891344e-01,6.171510375856082975e-01,4.907800833176058641e-01,1.522922760122114028e-09,-1.136119939740138024e-03
3.581516303260652023e+01,4.461637133366545549e-01,6.171510376663460473e-01,4.907800832252827150e-01,1.390140447199428309e-09,3.950233675052579330e-02
3.583916783356671232e+01,4.461637133034067615e-01,6.171510377429463290e-01,4.907800831348996806e-01,1.260185816809311632e-09,-1.898028707104634566e-03
3.586317263452690440e+01,4.461637132693051511e-01,6.171510378153562959e-01,4.907800830465589015e-01,1.133204918790653437e-09,8.893948815481941134e-03
3.588717743548709649e+01,4.461637132344082324e-01,6.171510378835288746e-01,4.907800829603576331e-01,1.009336364488078175e-09,-1.292091804864113451e-02
