t,s,v,dv_dt
5.471094218843768342e-01,1.433626920492557799e+00,5.119034976890029398e+00,8.499774045268825517e+00
5.481096219243848378e-01,1.438751229782749608e+00,5.127534273730117498e+00,8.495419613586147278e+00
5.491098219643928413e-01,1.443884037930154740e+00,5.136029212779410713e+00,8.491060196273824801e+00
5.501100220044008449e-01,1.449025340576374887e+00,5.144519789059191162e+00,8.486695806998920233e+00
5.511102220444088484e-01,1.454175133357883176e+00,5.153005997604369171e+00,8.482326459432670163e+00
5.521104220844168520e-01,1.459333411906027500e+00,5.161487833463485053e+00,8.477952167250421667e+00
5.531106221244248555e-01,1.464500171847028298e+00,5.169965291698703780e+00,8.473572944131536389e+00
5.541108221644328591e-01,1.469675408801979444e+00,5.178438367385820307e+00,8.469188803759324813e+00
5.551110222044408626e-01,1.474859118386848023e+00,5.186907055614257800e+00,8.464799759820952119e+00
5.561112222444488662e-01,1.480051296212474554e+00,5.195371351487066747e+00,8.460405826007372454e+00
5.571114222844568697e-01,1.485251937884572104e+00,5.203831250120926732e+00,8.456007016013243671e+00
5.581116223244648733e-01,1.490461039003728283e+00,5.212286746646143776e+00,8.451603343536849167e+00
5.591118223644728769e-01,1.495678595165402580e+00,5.220737836206652993e+00,8.447194822280014392e+00
5.601120224044808804e-01,1.500904601959928364e+00,5.229184513960018599e+00,8.442781465948037578e+00
5.611122224444888840e-01,1.506139054972512437e+00,5.237626775077430352e+00,8.438363288249600913e+00
5.621124224844968875e-01,1.511381949783234369e+00,5.246064614743707111e+00,8.433940302896697716e+00
5.631126225245048911e-01,1.516633281967047608e+00,5.254498028157297718e+00,8.429512523604554275e+00
5.641128225645128946e-01,1.521893047093778151e+00,5.262927010530275673e+00,8.425079964091542806e+00
5.651130226045208982e-01,1.527161240728125424e+00,5.271351557088345352e+00,8.420642638079113951e+00
5.661132226445289017e-01,1.532437858429662736e+00,5.279771663070838450e+00,8.416200559291709737e+00
5.671134226845369053e-01,1.537722895752835717e+00,5.288187323730713096e+00,8.411753741456690747e+00
5.681136227245449088e-01,1.543016348246963876e+00,5.296598534334557407e+00,8.407302198304250851e+00
5.691138227645529124e-01,1.548318211456239490e+00,5.305005290162585929e+00,8.402845943567349707e+00
5.701140228045609160e-01,1.553628480919728716e+00,5.313407586508644087e+00,8.398384990981620390e+00
5.711142228445689195e-01,1.558947152171370254e+00,5.321805418680202848e+00,8.393919354285301893e+00
5.721144228845769231e-01,1.564274220739976684e+00,5.330198781998360502e+00,8.389449047219159183e+00
5.731146229245849266e-01,1.569609682149233354e+00,5.338587671797846212e+00,8.384974083526403277e+00
5.741148229645929302e-01,1.574953531917699268e+00,5.346972083427014688e+00,8.380494476952609517e+00
5.751150230046009337e-01,1.580305765558805975e+00,5.355352012247850624e+00,8.376010241245644750e+00
5.761152230446089373e-01,1.585666378580859348e+00,5.363727453635965148e+00,8.371521390155592712e+00
5.771154230846169408e-01,1.591035366487037583e+00,5.372098402980598486e+00,8.367027937434665219e+00
5.781156231246249444e-01,1.596412724775392533e+00,5.380464855684619074e+00,8.362529896837134658e+00
5.791158231646329480e-01,1.601798448938849040e+00,5.388826807164521782e+00,8.358027282119252277e+00
5.801160232046409515e-01,1.607192534465205602e+00,5.397184252850432351e+00,8.353520107039166476e+00
5.811162232446489551e-01,1.612594976837133487e+00,5.405537188186101183e+00,8.349008385356855300e+00
5.821164232846569586e-01,1.618005771532177617e+00,5.413885608628908663e+00,8.344492130834039401e+00
5.831166233246649622e-01,1.623424914022756127e+00,5.422229509649863388e+00,8.339971357234110982e+00
5.841168233646729657e-01,1.628852399776159920e+00,5.430568886733602163e+00,8.335446078322048535e+00
5.851170234046809693e-01,1.634288224254554001e+00,5.438903735378388227e+00,8.330916307864351111e+00
5.861172234446889728e-01,1.639732382914975695e+00,5.447234051096114804e+00,8.326382059628951282e+00
5.871174234846969764e-01,1.645184871209335764e+00,5.455559829412302442e+00,8.321843347385140532e+00
5.881176235247049799e-01,1.650645684584419071e+00,5.463881065866098119e+00,8.317300184903498206e+00
5.891178235647129835e-01,1.656114818481882800e+00,5.472197756010279690e+00,8.312752585955802687e+00
5.901180236047209871e-01,1.661592268338257350e+00,5.480509895411251442e+00,8.308200564314967451e+00
5.911182236447289906e-01,1.667078029597559130e+00,5.488817479649435782e+00,8.303644133754740864e+00
5.921184236847369942e-01,1.672572097878077590e+00,5.497120504326062473e+00,8.299083308045899443e+00
5.931186237247449977e-01,1.678074468667062336e+00,5.505418965055795866e+00,8.294518100960198481e+00
5.941188237647530013e-01,1.683585137383276642e+00,5.513712857465459471e+00,8.289948526271004425e+00
5.951190238047610048e-01,1.689104099441825824e+00,5.522002177195576067e+00,8.285374597752365844e+00
5.961192238447690084e-01,1.694631350254158120e+00,5.530286919900365916e+00,8.280796329178945925e+00
5.971194238847770119e-01,1.700166885228064917e+00,5.538567081247746771e+00,8.276213734325940763e+00
5.981196239247849045e-01,1.705710699767678751e+00,5.546842656919333869e+00,8.271626826969002977e+00
5.991198239647929080e-01,1.711262789273477747e+00,5.555113642610441715e+00,8.267035620884168878e+00
6.001200240048009116e-01,1.716823149142280069e+00,5.563380034030082300e+00,8.262440129847771431e+00
6.011202240448089151e-01,1.722391774767247918e+00,5.571641826900963324e+00,8.257840367636385182e+00
6.021204240848169187e-01,1.727968661537885309e+00,5.579899016959492641e+00,8.253236348026725011e+00
6.031206241248249222e-01,1.733553804840040069e+00,5.588151599955775595e+00,8.248628084795585735e+00
6.041208241648329258e-01,1.739147200055901621e+00,5.596399571653615013e+00,8.244015591719762170e+00
6.051210242048409294e-01,1.744748842564002755e+00,5.604642927830511212e+00,8.239398882575972749e+00
6.061212242448489329e-01,1.750358727739218745e+00,5.612881664277662885e+00,8.234777971140781361e+00
6.071214242848569365e-01,1.755976850952767787e+00,5.621115776799967101e+00,8.230152871190526298e+00
6.081216243248649400e-01,1.761603207572210561e+00,5.629345261216016638e+00,8.225523596501240320e+00
6.091218243648729436e-01,1.767237792961450671e+00,5.637570113358104429e+00,8.220890160848574268e+00
6.101220244048809471e-01,1.772880602480733980e+00,5.645790329072220892e+00,8.216252578007729568e+00
6.111222244448889507e-01,1.778531631486649278e+00,5.654005904218053935e+00,8.211610861753369406e+00
6.121224244848969542e-01,1.784190875332128501e+00,5.662216834668988064e+00,8.206965025859556562e+00
6.131226245249049578e-01,1.789858329366445844e+00,5.670423116312107048e+00,8.202315084099664588e+00
6.141228245649129613e-01,1.795533988935217984e+00,5.678624745048193923e+00,8.197661050246317416e+00
6.151230246049209649e-01,1.801217849380404523e+00,5.686821716791725656e+00,8.193002938071300534e+00
6.161232246449289685e-01,1.806909906040308433e+00,5.695014027470880258e+00,8.188340761345495267e+00
6.171234246849369720e-01,1.812610154249574057e+00,5.703201673027533225e+00,8.183674533838797061e+00
6.181236247249449756e-01,1.818318589339189773e+00,5.711384649417256654e+00,8.179004269320046205e+00
6.191238247649529791e-01,1.824035206636485551e+00,5.719562952609321016e+00,8.174329981556947899e+00
6.201240248049609827e-01,1.829760001465135177e+00,5.727736578586694272e+00,8.169651684315999418e+00
6.211242248449689862e-01,1.835492969145153808e+00,5.735905523346044532e+00,8.164969391362417284e+00
6.221244248849769898e-01,1.841234104992900633e+00,5.744069782897734733e+00,8.160283116460059105e+00
6.231246249249849933e-01,1.846983404321076661e+00,5.752229353265827072e+00,8.155592873371350748e+00
6.241248249649929969e-01,1.852740862438725822e+00,5.760384230488080348e+00,8.150898675857213505e+00
6.251250250050010004e-01,1.858506474651235196e+00,5.768534410615954400e+00,8.146200537676982378e+00
6.261252250450090040e-01,1.864280236260333679e+00,5.776679889714603000e+00,8.141498472588343915e+00
6.271254250850170076e-01,1.870062142564093755e+00,5.784820663862880963e+00,8.136792494347250937e+00
6.281256251250250111e-01,1.875852188856929947e+00,5.792956729153337925e+00,8.132082616707853262e+00
6.291258251650330147e-01,1.881650370429600150e+00,5.801088081692224563e+00,8.127368853422421324e+00
6.301260252050410182e-01,1.887456682569204069e+00,5.809214717599487265e+00,8.122651218241275117e+00
6.311262252450490218e-01,1.893271120559185228e+00,5.817336633008769908e+00,8.117929724912709588e+00
6.321264252850570253e-01,1.899093679679328517e+00,5.825453824067416519e+00,8.113204387182916477e+00
6.331266253250650289e-01,1.904924355205762865e+00,5.833566286936466838e+00,8.108475218795915040e+00
6.341268253650730324e-01,1.910763142410959237e+00,5.841674017790658979e+00,8.103742233493477443e+00
6.351270254050810360e-01,1.916610036563731079e+00,5.849777012818429434e+00,8.099005445015055926e+00
6.361272254450890395e-01,1.922465032929234985e+00,5.857875268221913068e+00,8.094264867097702876e+00
6.371274254850970431e-01,1.928328126768970030e+00,5.865968780216940459e+00,8.089520513476008645e+00
6.381276255251050467e-01,1.934199313340778215e+00,5.874057545033042338e+00,8.084772397882019845e+00
6.391278255651130502e-01,1.940078587898844020e+00,5.882141558913446033e+00,8.080020534045164737e+00
6.401280256051210538e-01,1.945965945693694410e+00,5.890220818115077250e+00,8.075264935692187507e+00
6.411282256451290573e-01,1.951861381972199716e+00,5.898295318908558293e+00,8.070505616547070105e+00
6.421284256851370609e-01,1.957764891977572308e+00,5.906365057578210731e+00,8.065742590330957640e+00
6.431286257251450644e-01,1.963676470949367925e+00,5.914430030422054507e+00,8.060975870762089102e+00
6.441288257651530680e-01,1.969596114123484343e+00,5.922490233751805278e+00,8.056205471555724529e+00
6.451290258051610715e-01,1.975523816732162263e+00,5.930545663892877961e+00,8.051431406424068626e+00
6.461292258451690751e-01,1.981459574003985313e+00,5.938596317184385853e+00,8.046653689076203264e+00
6.471294258851770786e-01,1.987403381163879601e+00,5.946642189979137960e+00,8.041872333218005764e+00
6.481296259251850822e-01,1.993355233433113938e+00,5.954683278643644329e+00,8.037087352552088504e+00
6.491298259651930858e-01,1.999315126029300060e+00,5.962719579558109828e+00,8.032298760777717206e+00
6.501300260052010893e-01,2.005283054166392187e+00,5.970751089116438592e+00,8.027506571590743434e+00
6.511302260452090929e-01,2.011259013054687017e+00,5.978777803726232243e+00,8.022710798683526434e+00
6.521304260852170964e-01,2.017242997900825063e+00,5.986799719808791664e+00,8.017911455744869187e+00
6.531306261252251000e-01,2.023235003907787544e+00,5.994816833799112565e+00,8.013108556459940246e+00
6.541308261652331035e-01,2.029235026274900378e+00,6.002829142145890806e+00,8.008302114510200909e+00
6.551310262052409961e-01,2.035243060197830633e+00,6.010836641311518846e+00,8.003492143573343043e+00
6.561312262452489996e-01,2.041259100868589638e+00,6.018839327772090186e+00,7.998678657323201158e+00
6.571314262852570032e-01,2.047283143475530753e+00,6.026837198017392261e+00,7.993861669429693784e+00
6.581316263252650067e-01,2.053315183203348937e+00,6.034830248550911769e+00,7.989041193558747977e+00
6.591318263652730103e-01,2.059355215233083847e+00,6.042818475889832897e+00,7.984217243372224715e+00
6.601320264052810138e-01,2.065403234742115846e+00,6.050801876565039095e+00,7.979389832527850501e+00
6.611322264452890174e-01,2.071459236904169110e+00,6.058780447121110413e+00,7.974558974679146317e+00
6.621324264852970209e-01,2.077523216889310742e+00,6.066754184116323501e+00,7.969724683475354787e+00
6.631326265253050245e-01,2.083595169863950325e+00,6.074723084122656047e+00,7.964886972561366463e+00
6.641328265653130281e-01,2.089675090990839479e+00,6.082687143725781453e+00,7.960045855577654983e+00
6.651330266053210316e-01,2.095762975429073194e+00,6.090646359525071496e+00,7.955201346160199805e+00
6.661332266453290352e-01,2.101858818334088941e+00,6.098600728133595439e+00,7.950353457940419588e+00
6.671334266853370387e-01,2.107962614857667116e+00,6.106550246178120034e+00,7.945502204545097591e+00
6.681336267253450423e-01,2.114074360147930598e+00,6.114494910299111297e+00,7.940647599596314166e+00
6.691338267653530458e-01,2.120194049349344745e+00,6.122434717150732730e+00,7.935789656711372153e+00
6.701340268053610494e-01,2.126321677602718285e+00,6.130369663400844438e+00,7.930928389502731157e+00
6.711342268453690529e-01,2.132457240045202429e+00,6.138299745731005785e+00,7.926063811577933826e+00
6.721344268853770565e-01,2.138600731810290423e+00,6.146224960836472739e+00,7.921195936539535687e+00
6.731346269253850600e-01,2.144752148027819327e+00,6.154145305426200530e+00,7.916324777985033201e+00
6.741348269653930636e-01,2.150911483823967352e+00,6.162060776222840985e+00,7.911450349506798929e+00
6.751350270054010672e-01,2.157078734321257407e+00,6.169971369962744312e+00,7.906572664692003372e+00
6.761352270454090707e-01,2.163253894638553554e+00,6.177877083395958202e+00,7.901691737122552794e+00
6.771354270854170743e-01,2.169436959891062777e+00,6.185777913286229612e+00,7.896807580375013735e+00
6.781356271254250778e-01,2.175627925190335432e+00,6.193673856411001211e+00,7.891920208020544614e+00
6.791358271654330814e-01,2.181826785644264355e+00,6.201564909561414929e+00,7.887029633624826452e+00
6.801360272054410849e-01,2.188033536357084863e+00,6.209451069542311075e+00,7.882135870747992712e+00
6.811362272454490885e-01,2.194248172429374311e+00,6.217332333172225667e+00,7.877238932944560901e+00
6.821364272854570920e-01,2.200470688958054311e+00,6.225208697283393988e+00,7.872338833763359744e+00
6.831366273254650956e-01,2.206701081036388068e+00,6.233080158721749697e+00,7.867435586747462573e+00
6.841368273654730991e-01,2.212939343753982158e+00,6.240946714346922164e+00,7.862529205434118040e+00
6.851370274054811027e-01,2.219185472196784747e+00,6.248808361032242686e+00,7.857619703354677299e+00
6.861372274454891063e-01,2.225439461447087819e+00,6.256665095664734721e+00,7.852707094034530044e+00
6.871374274854971098e-01,2.231701306583525835e+00,6.264516915145125431e+00,7.847791390993030802e+00
6.881376275255051134e-01,2.237971002681075738e+00,6.272363816387835023e+00,7.842872607743432312e+00
6.891378275655131169e-01,2.244248544811056956e+00,6.280205796320984746e+00,7.837950757792816248e+00
6.901380276055211205e-01,2.250533928041131837e+00,6.288042851886391560e+00,7.833025854642023056e+00
6.911382276455291240e-01,2.256827147435306102e+00,6.295874980039571689e+00,7.828097911785587115e+00
6.921384276855371276e-01,2.263128198053927065e+00,6.303702177749738844e+00,7.823166942711660354e+00
6.931386277255451311e-01,2.269437074953685407e+00,6.311524441999805113e+00,7.818232960901952744e+00
6.941388277655531347e-01,2.275753773187614293e+00,6.319341769786378293e+00,7.813295979831658578e+00
6.951390278055611383e-01,2.282078287805089811e+00,6.327154158119767224e+00,7.808356012969387194e+00
6.961392278455691418e-01,2.288410613851830089e+00,6.334961604023975568e+00,7.803413073777099029e+00
6.971394278855771454e-01,2.294750746369897065e+00,6.342764104536706249e+00,7.798467175710033672e+00
6.981396279255851489e-01,2.301098680397694274e+00,6.350561656709361458e+00,7.793518332216642364e+00
6.991398279655931525e-01,2.307454410969969505e+00,6.358354257607038207e+00,7.788566556738523161e+00
7.001400280056011560e-01,2.313817933117810810e+00,6.366141904308533661e+00,7.783611862710346330e+00
7.011402280456091596e-01,2.320189241868651386e+00,6.373924593906341585e+00,7.778654263559793947e+00
7.021404280856171631e-01,2.326568332246265136e+00,6.381702323506655006e+00,7.773693772707488847e+00
7.031406281256251667e-01,2.332955199270770663e+00,6.389475090229362664e+00,7.768730403566923570e+00
7.041408281656331702e-01,2.339349837958627276e+00,6.397242891208053450e+00,7.763764169544401739e+00
7.051410282056411738e-01,2.345752243322638542e+00,6.405005723590011968e+00,7.758795084038959899e+00
7.061412282456491774e-01,2.352162410470803877e+00,6.412763584476280698e+00,7.753823160480746601e+00
7.071414282856571809e-01,2.358580334666202205e+00,6.420516470890659910e+00,7.748848412351087234e+00
7.081416283256651845e-01,2.365006010928273561e+00,6.428264380021387225e+00,7.743870853027413403e+00
7.091418283656731880e-01,2.371439434261357615e+00,6.436007309077551142e+00,7.738890495875017095e+00
7.101420284056811916e-01,2.377880599667745454e+00,6.443745255281045914e+00,7.733907354252150590e+00
7.111422284456891951e-01,2.384329502147680468e+00,6.451478215866574217e+00,7.728921441509951862e+00
7.121424284856970877e-01,2.390786136699358355e+00,6.459206188081648037e+00,7.723932770992387731e+00
7.131426285257050912e-01,2.397250498318927558e+00,6.466929169186587778e+00,7.718941356036183699e+00
7.141428285657130948e-01,2.403722582000487940e+00,6.474647156454520491e+00,7.713947209970769769e+00
7.151430286057210983e-01,2.410202382736090776e+00,6.482360147171382536e+00,7.708950346118211172e+00
7.161432286457291019e-01,2.416689895515740982e+00,6.490068138635917805e+00,7.703950777793146187e+00
7.171434286857371054e-01,2.423185115327394445e+00,6.497771128159677723e+00,7.698948518302725752e+00
7.181436287257451090e-01,2.429688037156958913e+00,6.505469113067023024e+00,7.693943580946548622e+00
7.191438287657531125e-01,2.436198655988295769e+00,6.513162090695121975e+00,7.688935979016598310e+00
7.201440288057611161e-01,2.442716966803217371e+00,6.520850058393952153e+00,7.683925725797180029e+00
7.211442288457691197e-01,2.449242964581487492e+00,6.528533013526296003e+00,7.678912834564863843e+00
7.221444288857771232e-01,2.455776644300823985e+00,6.536210953467748830e+00,7.673897318588410954e+00
7.231446289257851268e-01,2.462318000936895235e+00,6.543883875606709921e+00,7.668879191128725736e+00
7.241448289657931303e-01,2.468867029463321927e+00,6.551551777344388761e+00,7.663858465438779355e+00
7.251450290058011339e-01,2.475423724851677942e+00,6.559214656094802365e+00,7.658835154763557362e+00
7.261452290458091374e-01,2.481988082071487689e+00,6.566872509284776172e+00,7.653809272339993086e+00
7.271454290858171410e-01,2.488560096090229212e+00,6.574525334353944928e+00,7.648780831396907232e+00
7.281456291258251445e-01,2.495139761873331530e+00,6.582173128754748248e+00,7.643749845154946598e+00
7.291458291658331481e-01,2.501727074384175964e+00,6.589815889952436834e+00,7.638716326826518355e+00
7.301460292058411516e-01,2.508322028584096142e+00,6.597453615425068918e+00,7.633680289615734083e+00
7.311462292458491552e-01,2.514924619432378439e+00,6.605086302663509379e+00,7.628641746718344940e+00
7.321464292858571588e-01,2.521534841886260203e+00,6.612713949171433292e+00,7.623600711321677714e+00
7.331466293258651623e-01,2.528152690900931088e+00,6.620336552465322377e+00,7.618557196604578863e+00
7.341468293658731659e-01,2.534778161429533938e+00,6.627954110074467664e+00,7.613511215737348792e+00
7.351470294058811694e-01,2.541411248423162572e+00,6.635566619540967714e+00,7.608462781881682346e+00
7.361472294458891730e-01,2.548051946830863113e+00,6.643174078419727735e+00,7.603411908190610191e+00
7.371474294858971765e-01,2.554700251599634431e+00,6.650776484278464906e+00,7.598358607808429532e+00
7.381476295259051801e-01,2.561356157674426370e+00,6.658373834697699500e+00,7.593302893870653492e+00
7.391478295659131836e-01,2.568019659998141968e+00,6.665966127270764652e+00,7.588244779503940052e+00
7.401480296059211872e-01,2.574690753511635677e+00,6.673553359603799251e+00,7.583184277826042319e+00
7.411482296459291907e-01,2.581369433153714699e+00,6.681135529315749721e+00,7.578121401945738356e+00
7.421484296859371943e-01,2.588055693861137652e+00,6.688712634038372684e+00,7.573056164962773451e+00
7.431486297259451979e-01,2.594749530568615903e+00,6.696284671416230516e+00,7.567988579967801499e+00
7.441488297659532014e-01,2.601450938208812236e+00,6.703851639106694904e+00,7.562918660042324603e+00
7.451490298059612050e-01,2.608159911712342183e+00,6.711413534779947732e+00,7.557846418258627352e+00
7.461492298459692085e-01,2.614876446007773136e+00,6.718970356118974863e+00,7.552771867679723528e+00
7.471494298859772121e-01,2.621600536021624350e+00,6.726522100819573247e+00,7.547695021359292156e+00
7.481496299259852156e-01,2.628332176678367382e+00,6.734068766590346478e+00,7.542615892341618888e+00
7.491498299659932192e-01,2.635071362900426539e+00,6.741610351152708347e+00,7.537534493661533830e+00
7.501500300060012227e-01,2.641818089608176656e+00,6.749146852240878403e+00,7.532450838344352917e+00
7.511502300460092263e-01,2.648572351719946649e+00,6.756678267601885501e+00,7.527364939405819300e+00
7.521504300860172298e-01,2.655334144152015519e+00,6.764204594995566922e+00,7.522276809852042945e+00
7.531506301260252334e-01,2.662103461818616346e+00,6.771725832194566586e+00,7.517186462679440240e+00
7.541508301660332370e-01,2.668880299631933184e+00,6.779241976984337725e+00,7.512093910874675373e+00
7.551510302060412405e-01,2.675664652502101948e+00,6.786753027163142882e+00,7.506999167414596386e+00
7.561512302460492441e-01,2.682456515337210856e+00,6.794258980542049464e+00,7.501902245266185432e+00
7.571514302860572476e-01,2.689255883043301765e+00,6.801759834944935967e+00,7.496803157386492167e+00
7.581516303260652512e-01,2.696062750524365725e+00,6.809255588208488419e+00,7.491701916722574239e+00
7.591518303660732547e-01,2.702877112682348759e+00,6.816746238182199491e+00,7.486598536211442223e+00
7.601520304060812583e-01,2.709698964417147415e+00,6.824231782728372053e+00,7.481493028779997445e+00
7.611522304460892618e-01,2.716528300626610548e+00,6.831712219722115620e+00,7.476385407344976031e+00
7.621524304860972654e-01,2.723365116206539760e+00,6.839187547051348126e+00,7.471275684812888507e+00
7.631526305261052689e-01,2.730209406050687182e+00,6.846657762616795928e+00,7.466163874079958518e+00
7.641528305661132725e-01,2.737061165050759026e+00,6.854122864331993803e+00,7.461049988032069535e+00
7.651530306061212761e-01,2.743920388096412477e+00,6.861582850123284061e+00,7.455934039544701797e+00
7.661532306461292796e-01,2.750787070075257468e+00,6.869037717929816544e+00,7.450816041482877239e+00
7.671534306861372832e-01,2.757661205872854904e+00,6.876487465703551294e+00,7.445696006701098213e+00
7.681536307261451757e-01,2.764542790372718439e+00,6.883932091409254106e+00,7.440573948043290642e+00
7.691538307661531793e-01,2.771431818456315366e+00,6.891371593024501863e+00,7.435449878342747176e+00
7.701540308061611828e-01,2.778328285003062170e+00,6.898805968539675426e+00,7.430323810422067687e+00
7.711542308461691864e-01,2.785232184890330309e+00,6.906235215957968521e+00,7.425195757093099758e+00
7.721544308861771899e-01,2.792143512993440879e+00,6.913659333295377962e+00,7.420065731156885391e+00
7.731546309261851935e-01,2.799062264185668614e+00,6.921078318580714317e+00,7.414933745403597953e+00
7.741548309661931970e-01,2.805988433338239663e+00,6.928492169855590355e+00,7.409799812612488878e+00
7.751550310062012006e-01,2.812922015320332925e+00,6.935900885174431707e+00,7.404663945551826387e+00
7.761552310462092041e-01,2.819863004999078715e+00,6.943304462604470650e+00,7.399526156978842195e+00
7.771554310862172077e-01,2.826811397239559653e+00,6.950702900225746106e+00,7.394386459639671116e+00
7.781556311262252112e-01,2.833767186904811108e+00,6.958096196131107192e+00,7.389244866269290668e+00
7.791558311662332148e-01,2.840730368855820309e+00,6.965484348426209671e+00,7.384101389591474884e+00
7.801560312062412184e-01,2.847700937951525013e+00,6.972867355229517727e+00,7.378956042318725927e+00
7.811562312462492219e-01,2.854678889048817503e+00,6.980245214672305742e+00,7.373808837152219020e+00
7.821564312862572255e-01,2.861664217002540589e+00,6.987617924898652966e+00,7.368659786781751819e+00
7.831566313262652290e-01,2.868656916665490275e+00,6.994985484065448844e+00,7.363508903885683132e+00
7.841568313662732326e-01,2.875656982888413093e+00,7.002347890342390357e+00,7.358356201130874297e+00
7.851570314062812361e-01,2.882664410520009213e+00,7.009705141911982906e+00,7.353201691172635890e+00
7.861572314462892397e-01,2.889679194406930662e+00,7.017057236969538536e+00,7.348045386654671773e+00
7.871574314862972432e-01,2.896701329393780888e+00,7.024404173723181266e+00,7.342887300209017809e+00
7.881576315263052468e-01,2.903730810323115641e+00,7.031745950393838207e+00,7.337727444455993009e+00
7.891578315663132503e-01,2.910767632035443420e+00,7.039082565215248444e+00,7.332565832004135586e+00
7.901580316063212539e-01,2.917811789369224140e+00,7.046414016433956817e+00,7.327402475450154107e+00
7.911582316463292575e-01,2.924863277160870023e+00,7.053740302309318366e+00,7.322237387378862650e+00
7.921584316863372610e-01,2.931922090244745593e+00,7.061061421113495662e+00,7.317070580363132848e+00
7.931586317263452646e-01,2.938988223453167237e+00,7.068377371131457032e+00,7.311902066963837932e+00
7.941588317663532681e-01,2.946061671616403199e+00,7.075688150660981890e+00,7.306731859729788781e+00
7.951590318063612717e-01,2.953142429562674920e+00,7.082993758012657182e+00,7.301559971197686849e+00
7.961592318463692752e-01,2.960230492118154810e+00,7.090294191509877386e+00,7.296386413892065548e+00
7.971594318863772788e-01,2.967325854106967586e+00,7.097589449488845403e+00,7.291211200325231623e+00
7.981596319263852823e-01,2.974428510351190713e+00,7.104879530298570778e+00,7.286034342997218971e+00
7.991598319663932859e-01,2.981538455670853516e+00,7.112164432300874140e+00,7.280855854395719362e+00
8.001600320064012895e-01,2.988655684883935848e+00,7.119444153870381875e+00,7.275675746996042470e+00
8.011602320464092930e-01,2.995780192806372533e+00,7.126718693394529680e+00,7.270494033261048372e+00
8.021604320864172966e-01,3.002911974252048921e+00,7.133988049273560783e+00,7.265310725641100476e+00
8.031606321264253001e-01,3.010051024032801781e+00,7.141252219920527722e+00,7.260125836574006897e+00
8.041608321664333037e-01,3.017197336958421072e+00,7.148511203761287902e+00,7.254939378484968060e+00
8.051610322064413072e-01,3.024350907836649061e+00,7.155764999234511592e+00,7.249751363786515412e+00
8.061612322464493108e-01,3.031511731473179427e+00,7.163013604791673927e+00,7.244561804878469680e+00
8.071614322864573143e-01,3.038679802671657715e+00,7.170257018897058465e+00,7.239370714147874253e+00
8.081616323264653179e-01,3.045855116233682214e+00,7.177495240027758072e+00,7.234178103968943674e+00
8.091618323664733214e-01,3.053037666958803964e+00,7.184728266673673147e+00,7.228983986703015674e+00
8.101620324064813250e-01,3.060227449644524089e+00,7.191956097337512510e+00,7.223788374698489001e+00
8.111622324464893286e-01,3.067424459086297794e+00,7.199178730534791626e+00,7.218591280290773682e+00
8.121624324864973321e-01,3.074628690077531257e+00,7.206396164793836157e+00,7.213392715802234179e+00
8.131626325265053357e-01,3.081840137409583846e+00,7.213608398655779297e+00,7.208192693542140539e+00
8.141628325665133392e-01,3.089058795871765017e+00,7.220815430674560886e+00,7.202991225806608000e+00
8.151630326065213428e-01,3.096284660251338750e+00,7.228017259416930962e+00,7.197788324878548138e+00
8.161632326465293463e-01,3.103517725333519550e+00,7.235213883462447093e+00,7.192584003027612916e+00
8.171634326865373499e-01,3.110757985901474676e+00,7.242405301403474382e+00,7.187378272510143162e+00
8.181636327265453534e-01,3.118005436736323688e+00,7.249591511845186353e+00,7.182171145569111737e+00
8.191638327665533570e-01,3.125260072617137119e+00,7.256772513405564951e+00,7.176962634434074673e+00
8.201640328065613605e-01,3.132521888320938697e+00,7.263948304715399651e+00,7.171752751321113450e+00
8.211642328465693641e-01,3.139790878622704451e+00,7.271118884418288353e+00,7.166541508432787921e+00
8.221644328865773677e-01,3.147067038295360941e+00,7.278284251170637376e+00,7.161328917958074136e+00
8.231646329265853712e-01,3.154350362109789252e+00,7.285444403641661459e+00,7.156114992072319936e+00
8.241648329665933748e-01,3.161640844834820108e+00,7.292599340513382877e+00,7.150899742937188996e+00
8.251650330066012673e-01,3.168938481237237426e+00,7.299749060480630547e+00,7.145683182700608427e+00
8.261652330466092709e-01,3.176243266081777872e+00,7.306893562251045360e+00,7.140465323496711925e+00
8.271654330866172744e-01,3.183555194131129973e+00,7.314032844545073075e+00,7.135246177445795368e+00
8.281656331266252780e-01,3.190874260145933672e+00,7.321166906095968763e+00,7.130025756654259084e+00
8.291658331666332815e-01,3.198200458884780772e+00,7.328295745649795023e+00,7.124804073214555444e+00
8.301660332066412851e-01,3.205533785104217159e+00,7.335419361965423768e+00,7.119581139205139131e+00
8.311662332466492886e-01,3.212874233558737913e+00,7.342537753814534440e+00,7.114356966690410289e+00
8.321664332866572922e-01,3.220221799000792195e+00,7.349650919981613129e+00,7.109131567720671896e+00
8.331666333266652957e-01,3.227576476180781473e+00,7.356758859263956118e+00,7.103904954332064925e+00
8.341668333666732993e-01,3.234938259847057740e+00,7.363861570471668117e+00,7.098677138546527488e+00
8.351670334066813028e-01,3.242307144745927072e+00,7.370959052427659586e+00,7.093448132371737103e+00
8.361672334466893064e-01,3.249683125639499792e+00,7.378051303948400808e+00,7.088217947815265596e+00
8.371674334866973100e-01,3.257066197564192578e+00,7.385138323569178098e+00,7.082986597087492342e+00
