t,A,P_free,C,dA_dt,dA_dt_noisy
1.274254850970194042e+01,4.350123912794166436e+00,1.343775341155509784e-01,5.631690505618384135e-01,1.796493086539652229e-02,4.284757374868373297e-02
1.275255051010202045e+01,4.350303252941325916e+00,1.343723333864562386e-01,5.631724178754751176e-01,1.789596644160396099e-02,1.780768150127929467e-03
1.276255251050210049e+01,4.350481904619516449e+00,1.343671530684495130e-01,5.631757720567837078e-01,1.782726617624139087e-02,1.959949161405937293e-02
1.277255451090218052e+01,4.350659870465888091e+00,1.343619930810834862e-01,5.631791131562399189e-01,1.775882906280895623e-02,3.019989095619952935e-02
1.278255651130226056e+01,4.350837153107840471e+00,1.343568533434119361e-01,5.631824412250718837e-01,1.769065409800810174e-02,2.486578462373331688e-02
1.279255851170234060e+01,4.351013755163025465e+00,1.343517337739898176e-01,5.631857563152604662e-01,1.762274028174144747e-02,1.460192056466874493e-02
1.280256051210242063e+01,4.351189679239346297e+00,1.343466342908732070e-01,5.631890584795390398e-01,1.755508661711377427e-02,3.495629685928214325e-02
1.281256251250250067e+01,4.351364927934959326e+00,1.343415548116192737e-01,5.631923477713937087e-01,1.748769211043194050e-02,6.802763532775125965e-03
1.282256451290258070e+01,4.351539503838270484e+00,1.343364952532863921e-01,5.631956242450631978e-01,1.742055577120672771e-02,4.357594474024412828e-03
1.283256651330266074e+01,4.351713409527937948e+00,1.343314555324340298e-01,5.631988879555388516e-01,1.735367661215234114e-02,2.303438224147644903e-02
1.284256851370274077e+01,4.351886647572870359e+00,1.343264355651227482e-01,5.632021389585644133e-01,1.728705364918867171e-02,2.742355636858411633e-03
1.285257051410282081e+01,4.352059220532230377e+00,1.343214352669143130e-01,5.632053773106365790e-01,1.722068590143796540e-02,-6.558811628228189416e-03
1.286257251450290084e+01,4.352231130955431126e+00,1.343164545528715559e-01,5.632086030690043321e-01,1.715457239123054090e-02,2.598343876851053752e-02
1.287257451490298088e+01,4.352402381382135310e+00,1.343114933375585129e-01,5.632118162916694981e-01,1.708871214410197237e-02,2.470221527030633593e-02
1.288257651530306092e+01,4.352572974342258760e+00,1.343065515350403138e-01,5.632150170373865228e-01,1.702310418879482423e-02,2.434597281822932849e-02
1.289257851570314095e+01,4.352742912355970439e+00,1.343016290588831818e-01,5.632182053656622500e-01,1.695774755725842908e-02,1.208303611041715298e-02
1.290258051610322099e+01,4.352912197933688887e+00,1.342967258221545446e-01,5.632213813367563660e-01,1.689264128464981751e-02,1.872210256154324681e-02
1.291258251650330102e+01,4.353080833576083108e+00,1.342918417374229234e-01,5.632245450116810659e-01,1.682778440933613284e-02,7.174518626911640176e-03
1.292258451690338106e+01,4.353248821777677691e+00,1.342869767286837823e-01,5.632276964382710860e-01,1.676317597859745823e-02,3.410668804472402615e-02
1.293258651730346109e+01,4.353416165020196793e+00,1.342821307357782712e-01,5.632308356462542021e-01,1.669881505362363905e-02,2.460905756866812316e-02
1.294258851770354113e+01,4.353582865769776156e+00,1.342773036916432294e-01,5.632339626737120630e-01,1.663470069715319855e-02,2.405726142085538172e-02
1.295259051810362116e+01,4.353748926483765658e+00,1.342724955287582789e-01,5.632370775594101042e-01,1.657083197481146186e-02,-2.929015434254885614e-03
1.296259251850370120e+01,4.353914349610747969e+00,1.342677061791694437e-01,5.632401803427691256e-01,1.650720795511473327e-02,2.458022839501357304e-02
1.297259451890378124e+01,4.354079137590532333e+00,1.342629355744892339e-01,5.632432710638662909e-01,1.644382770947536154e-02,3.138354792928895604e-02
1.298259651930386127e+01,4.354243292854159009e+00,1.342581836458966171e-01,5.632463497634342398e-01,1.638069031219993588e-02,2.854331116867366708e-02
1.299259851970394131e+01,4.354406817823898379e+00,1.342534503241369637e-01,5.632494164828615313e-01,1.631779484048914708e-02,2.420909819845414729e-02
1.300260052010402134e+01,4.354569714913249179e+00,1.342487355395222126e-01,5.632524712641927556e-01,1.625514037444078519e-02,1.624556868414413213e-02
1.301260252050410138e+01,4.354731986526941157e+00,1.342440392219306222e-01,5.632555141501280893e-01,1.619272599704829618e-02,1.277439752449786511e-02
1.302260452090418141e+01,4.354893635060932411e+00,1.342393613008069919e-01,5.632585451840236290e-01,1.613055079420155913e-02,2.214696765039038395e-02
1.303260652130426145e+01,4.355054662902411167e+00,1.342347017051625513e-01,5.632615644098912799e-01,1.606861385468810743e-02,1.989630741266173661e-02
1.304260852170434148e+01,4.355215072429795775e+00,1.342300603635749601e-01,5.632645718723988670e-01,1.600691427019304558e-02,1.837065957405156075e-02
1.305261052210442152e+01,4.355374866012733825e+00,1.342254372041883914e-01,5.632675676168698020e-01,1.594545113529889646e-02,1.285320366740873993e-02
1.306261252250450156e+01,4.355534046012101257e+00,1.342208321547134209e-01,5.632705516892838604e-01,1.588422354748839083e-02,3.269678882674272036e-02
1.307261452290458159e+01,4.355692614780006799e+00,1.342162451424270819e-01,5.632735241362759604e-01,1.582323060714257990e-02,4.144797685182730410e-03
1.308261652330466163e+01,4.355850574659784868e+00,1.342116760941728659e-01,5.632764850051373839e-01,1.576247141754164027e-02,1.553614685942080603e-02
1.309261852370474166e+01,4.356007927986002670e+00,1.342071249363607499e-01,5.632794343438151108e-01,1.570194508486646989e-02,9.900136356973510132e-03
1.310262052410482170e+01,4.356164677084454873e+00,1.342025915949671133e-01,5.632823722009117073e-01,1.564165071819914599e-02,2.596208119910772827e-02
1.311262252450490173e+01,4.356320824272167158e+00,1.341980759955348490e-01,5.632852986256859928e-01,1.558158742952149567e-02,2.988640250246430569e-02
1.312262452490498177e+01,4.356476371857394447e+00,1.341935780631732522e-01,5.632882136680521512e-01,1.552175433371769109e-02,2.796264274182037879e-02
1.313262652530506180e+01,4.356631322139621787e+00,1.341890977225580761e-01,5.632911173785807302e-01,1.546215054857325022e-02,2.301622236615818995e-02
1.314262852570514184e+01,4.356785677409561686e+00,1.341846348979315595e-01,5.632940098084976421e-01,1.540277519477725732e-02,1.376755429977177467e-03
1.315263052610522188e+01,4.356939439949158555e+00,1.341801895131023992e-01,5.632968910096849413e-01,1.534362739592043390e-02,3.615595447138371388e-02
1.316263252650530191e+01,4.357092612031586931e+00,1.341757614914456664e-01,5.632997610346802686e-01,1.528470627849799757e-02,2.045166717424448666e-02
1.317263452690538195e+01,4.357245195921247927e+00,1.341713507559030016e-01,5.633026199366772957e-01,1.522601097190895425e-02,1.414137852194079573e-02
1.318263652730546198e+01,4.357397193873774555e+00,1.341669572289824475e-01,5.633054677695255030e-01,1.516754060845500185e-02,1.538254656960224079e-02
1.319263852770554202e+01,4.357548608136029067e+00,1.341625808327584490e-01,5.633083045877300687e-01,1.510929432334437439e-02,1.171410298682835915e-02
1.320264052810562205e+01,4.357699440947790492e+00,1.341582214932419692e-01,5.633111304413397358e-01,1.505127125664697252e-02,1.929007698388510161e-02
1.321264252850570209e+01,4.357849694542375474e+00,1.341538791571997014e-01,5.633139453564329768e-01,1.499347056295043112e-02,1.809514864405647322e-02
1.322264452890578212e+01,4.357999371135802491e+00,1.341495537664063042e-01,5.633167493652668778e-01,1.493589140014853212e-02,1.133489094348150497e-02
1.323264652930586216e+01,4.358148472935424955e+00,1.341452452610491786e-01,5.633195425020953717e-01,1.487853292832455598e-02,-1.082038143943021141e-02
1.324264852970594220e+01,4.358297002140737675e+00,1.341409535809409415e-01,5.633223248017412699e-01,1.482139431017032161e-02,1.447018095969059871e-02
1.325265053010602223e+01,4.358444960943379520e+00,1.341366786655193433e-01,5.633250962995962619e-01,1.476447471098553399e-02,1.953283427338054976e-02
1.326265253050610227e+01,4.358592351527130759e+00,1.341324204538472953e-01,5.633278570316210265e-01,1.470777329868128147e-02,1.996945174760453648e-02
1.327265453090618230e+01,4.358739176067916610e+00,1.341281788846128697e-01,5.633306070343450100e-01,1.465128924377634423e-02,1.311663923601947071e-02
1.328265653130626234e+01,4.358885436733804575e+00,1.341239538961293276e-01,5.633333463448668699e-01,1.459502171939994208e-02,1.912816941403401583e-02
1.329265853170634237e+01,4.359031135685006220e+00,1.341197454263350630e-01,5.633360750008539197e-01,1.453896990129305289e-02,2.482215930566280399e-02
1.330266053210642241e+01,4.359176275073875395e+00,1.341155534127936866e-01,5.633387930405423516e-01,1.448313296780645576e-02,9.780630142167788185e-03
1.331266253250650244e+01,4.359320857044908237e+00,1.341113777926938866e-01,5.633415005027375688e-01,1.442751009990209110e-02,2.909030055408837190e-02
1.332266453290658248e+01,4.359464883734745833e+00,1.341072185028495678e-01,5.633441974268136310e-01,1.437210048115472594e-02,-5.179482537054521524e-03
1.333266653330666252e+01,4.359608357272170664e+00,1.341030754796998514e-01,5.633468838527135869e-01,1.431690329774981674e-02,1.706417960559111421e-03
1.334266853370674255e+01,4.359751279778110167e+00,1.340989486593088809e-01,5.633495598209493638e-01,1.426191773848718702e-02,5.210468234733004952e-03
1.335267053410682259e+01,4.359893653365634059e+00,1.340948379773661270e-01,5.633522253726018780e-01,1.420714299477712772e-02,-1.023752409997829432e-02
1.336267253450690262e+01,4.360035480139954345e+00,1.340907433691861106e-01,5.633548805493210354e-01,1.415257826064494906e-02,4.154952050317083784e-03
1.337267453490698266e+01,4.360176762198427092e+00,1.340866647697085134e-01,5.633575253933253979e-01,1.409822273272912097e-02,2.658194248909293705e-02
1.338267653530706269e+01,4.360317501630550652e+00,1.340826021134982893e-01,5.633601599474026278e-01,1.404407561028221674e-02,2.645936626280805115e-02
1.339267853570714273e+01,4.360457700517968327e+00,1.340785553347454417e-01,5.633627842549094877e-01,1.399013609517064938e-02,1.496372072243270027e-02
1.340268053610722276e+01,4.360597360934464817e+00,1.340745243672651910e-01,5.633653983597711745e-01,1.393640339187629529e-02,3.114642305925603358e-02
1.341268253650730280e+01,4.360736484945967995e+00,1.340705091444979180e-01,5.633680023064822073e-01,1.388287670749616121e-02,1.627777890695810553e-02
1.342268453690738284e+01,4.360875074610548907e+00,1.340665095995091649e-01,5.633705961401058726e-01,1.382955525174292544e-02,8.851435685580388846e-03
1.343268653730746287e+01,4.361013131978423552e+00,1.340625256649896069e-01,5.633731799062744461e-01,1.377643823694357783e-02,1.619274593077173890e-02
1.344268853770754291e+01,4.361150659091949322e+00,1.340585572732551356e-01,5.633757536511889707e-01,1.372352487804293086e-02,1.235205877440391162e-02
1.345269053810762294e+01,4.361287657985625899e+00,1.340546043562467760e-01,5.633783174216194789e-01,1.367081439260217635e-02,2.103014899760215911e-02
1.346269253850770298e+01,4.361424130686097911e+00,1.340506668455307415e-01,5.633808712649051031e-01,1.361830600079980136e-02,-1.412200396734203389e-03
1.347269453890778301e+01,4.361560079212152274e+00,1.340467446722983513e-01,5.633834152289535213e-01,1.356599892543006169e-02,2.356014835874235130e-02
1.348269653930786305e+01,4.361695505574719078e+00,1.340428377673661409e-01,5.633859493622417336e-01,1.351389239190650682e-02,8.918625080021310228e-03
1.349269853970794308e+01,4.361830411777062544e+00,1.340389460615533102e-01,5.633884737133726395e-01,1.346198562841213753e-02,2.201521579351471691e-02
1.350270054010802134e+01,4.361964799819541660e+00,1.340350695020720295e-01,5.633909883119517792e-01,1.341027787380666414e-02,-2.000124144657194902e-03
1.351270254050810138e+01,4.362098671687945739e+00,1.340312080408913309e-01,5.633934931823834091e-01,1.335876837501098757e-02,9.166181820488105217e-03
1.352270454090818141e+01,4.362232029357206109e+00,1.340273616252488920e-01,5.633959883547743352e-01,1.330745638009084297e-02,1.408808858359300066e-02
1.353270654130826145e+01,4.362364874795243708e+00,1.340235302020600650e-01,5.633984738597227482e-01,1.325634113945156622e-02,2.227086742896320845e-02
1.354270854170834149e+01,4.362497209962975298e+00,1.340197137179179043e-01,5.634009497283182233e-01,1.320542190583970377e-02,1.030111214121123830e-03
1.355271054210842152e+01,4.362629036814310801e+00,1.340159121190930835e-01,5.634034159921409435e-01,1.315469793434211054e-02,2.982914049342967611e-02
1.356271254250850156e+01,4.362760357296151525e+00,1.340121253515339783e-01,5.634058726832628095e-01,1.310416848238638021e-02,1.793080323242153204e-02
1.357271454290858159e+01,4.362891173348395490e+00,1.340083533608666944e-01,5.634083198342466625e-01,1.305383280974105331e-02,7.796078625709981780e-03
1.358271654330866163e+01,4.363021486903931212e+00,1.340045960923949009e-01,5.634107574781462846e-01,1.300369017851682463e-02,2.517671052039762922e-02
1.359271854370874166e+01,4.363151299888643031e+00,1.340008534911000526e-01,5.634131856485070644e-01,1.295373985316551624e-02,1.398085008339181382e-02
1.360272054410882170e+01,4.363280614221406672e+00,1.339971255016411955e-01,5.634156043793652202e-01,1.290398110048193714e-02,2.448695090759423279e-02
1.361272254450890173e+01,4.363409431814092798e+00,1.339934120683551333e-01,5.634180137052482440e-01,1.285441318960278689e-02,3.608589127707050731e-02
1.362272454490898177e+01,4.363537754571565230e+00,1.339897131352562609e-01,5.634204136611747904e-01,1.280503539200747443e-02,2.049031916859327812e-02
1.363272654530906181e+01,4.363665584391680063e+00,1.339860286460367311e-01,5.634228042826546767e-01,1.275584698151904783e-02,7.489052345818700447e-03
1.364272854570914184e+01,4.363792923165289217e+00,1.339823585440663156e-01,5.634251856056888830e-01,1.270684723430377805e-02,8.449772880392295016e-03
1.365273054610922188e+01,4.363919772776235995e+00,1.339787027723924884e-01,5.634275576667695518e-01,1.265803542887064537e-02,1.848357889265530782e-02
1.366273254650930191e+01,4.364046135101357748e+00,1.339750612737403701e-01,5.634299205028798774e-01,1.260941084607432316e-02,1.548846501701190044e-02
1.367273454690938195e+01,4.364172012010485879e+00,1.339714339905127838e-01,5.634322741514944388e-01,1.256097276911283256e-02,4.230673133582930207e-03
1.368273654730946198e+01,4.364297405366444060e+00,1.339678208647902269e-01,5.634346186505788667e-01,1.251272048352872202e-02,5.831625327268930709e-03
1.369273854770954202e+01,4.364422317025050901e+00,1.339642218383308714e-01,5.634369540385898434e-01,1.246465327720937266e-02,1.912247357003130435e-02
1.370274054810962205e+01,4.364546748835117285e+00,1.339606368525705637e-01,5.634392803544754358e-01,1.241677044038769218e-02,3.588375414900068366e-02
1.371274254850970209e+01,4.364670702638447253e+00,1.339570658486228527e-01,5.634415976376746515e-01,1.236907126564296133e-02,-1.393460254743643031e-02
1.372274454890978213e+01,4.364794180269839785e+00,1.339535087672788782e-01,5.634439059281177720e-01,1.232155504789807232e-02,1.956071642612529013e-02
1.373274654930986216e+01,4.364917183557086133e+00,1.339499655490075380e-01,5.634462052662262410e-01,1.227422108442355331e-02,1.016374925420680808e-02
1.374274854970994220e+01,4.365039714320971598e+00,1.339464361339554044e-01,5.634484956929127764e-01,1.222706867483641657e-02,2.002071581223828500e-02
1.375275055011002223e+01,4.365161774375275527e+00,1.339429204619466685e-01,5.634507772495810363e-01,1.218009712109871523e-02,2.085731090175145172e-02
1.376275255051010227e+01,4.365283365526768655e+00,1.339394184724832515e-01,5.634530499781259527e-01,1.213330572752144287e-02,1.266168657790692209e-02
1.377275455091018230e+01,4.365404489575216651e+00,1.339359301047447492e-01,5.634553139209336203e-01,1.208669380076118904e-02,1.926958330539237790e-03
1.378275655131026234e+01,4.365525148313379233e+00,1.339324552975883764e-01,5.634575691208812964e-01,1.204026064982288702e-02,-1.930258285207056557e-03
1.379275855171034237e+01,4.365645343527008393e+00,1.339289939895491055e-01,5.634598156213372899e-01,1.199400558605952238e-02,-6.747781299872124966e-03
1.380276055211042241e+01,4.365765076996579452e+00,1.339255461227943922e-01,5.634620534615337739e-01,1.194792792486705502e-02,2.417138392721621815e-02
1.381276255251050245e+01,4.365884350498386191e+00,1.339221116577802850e-01,5.634642826595507303e-01,1.190202699389919516e-02,9.805003336329245339e-03
1.382276455291058248e+01,4.366003165793194363e+00,1.339186905493861268e-01,5.634665032402672580e-01,1.185630212315996745e-02,6.453552449574408503e-03
1.383276655331066252e+01,4.366121524634709594e+00,1.339152827510239896e-01,5.634687152303867741e-01,1.181075264434747196e-02,9.033558536083535762e-03
1.384276855371074255e+01,4.366239428770422037e+00,1.339118882158303048e-01,5.634709186570343586e-01,1.176537789124665334e-02,-1.629299292719068454e-03
1.385277055411082259e+01,4.366356879941602820e+00,1.339085068966659464e-01,5.634731135477570874e-01,1.172017719973181271e-02,1.476632299494241157e-02
1.386277255451090262e+01,4.366473879883304932e+00,1.339051387461161757e-01,5.634752999305240317e-01,1.167514990776630235e-02,2.486216486820425758e-02
1.387277455491098266e+01,4.366590430324364114e+00,1.339017837164906688e-01,5.634774778337261480e-01,1.163029535540172077e-02,2.301490166311134788e-02
1.388277655531106269e+01,4.366706532987398859e+00,1.338984417598234888e-01,5.634796472861760552e-01,1.158561288477899520e-02,-4.072377827498203928e-03
1.389277855571114273e+01,4.366822189588808634e+00,1.338951128278730585e-01,5.634818083171085901e-01,1.154110184013018570e-02,2.517622067821970178e-02
1.390278055611122277e+01,4.366937401838775656e+00,1.338917968721222984e-01,5.634839609561803631e-01,1.149676156777548752e-02,3.854392620512132016e-03
1.391278255651130280e+01,4.367052171441264008e+00,1.338884938437784333e-01,5.634861052334698694e-01,1.145259141612606224e-02,-7.676931236301587358e-03
1.392278455691138284e+01,4.367166500094020520e+00,1.338852036937731305e-01,5.634882411794774892e-01,1.140859073568278870e-02,-8.861316184233559989e-04
1.393278655731146287e+01,4.367280389488573000e+00,1.338819263727624997e-01,5.634903688251255982e-01,1.136475887903881654e-02,1.699617766588277720e-03
1.394278855771154291e+01,4.367393841310233782e+00,1.338786618311269550e-01,5.634924882017583458e-01,1.132109520087495880e-02,1.125161679747456803e-02
1.395279055811162294e+01,4.367506857238094398e+00,1.338754100189714080e-01,5.634945993411418774e-01,1.127759905796615891e-02,9.578443281036911477e-04
1.396279255851170298e+01,4.367619438945030019e+00,1.338721708861250748e-01,5.634967022754643340e-01,1.123426980917788254e-02,-3.868184798621403589e-03
1.397279455891178301e+01,4.367731588097697681e+00,1.338689443821416691e-01,5.634987970373354083e-01,1.119110681546597874e-02,8.546166464152956527e-03
1.398279655931186305e+01,4.367843306356538058e+00,1.338657304562992367e-01,5.635008836597871218e-01,1.114810943987873393e-02,3.038714886781445843e-02
1.399279855971194308e+01,4.367954595375771021e+00,1.338625290576002658e-01,5.635029621762731589e-01,1.110527704755662204e-02,4.081768223670612789e-03
1.400280056011202312e+01,4.368065456803401858e+00,1.338593401347716039e-01,5.635050326206690885e-01,1.106260900573222128e-02,1.570514416022967402e-02
1.401280256051210316e+01,4.368175892281215056e+00,1.338561636362645413e-01,5.635070950272724755e-01,1.102010468373063046e-02,1.181957299602528870e-02
1.402280456091218319e+01,4.368285903444779628e+00,1.338529995102547276e-01,5.635091494308028803e-01,1.097776345296969103e-02,3.755844059491543485e-02
1.403280656131226323e+01,4.368395491923444673e+00,1.338498477046422275e-01,5.635111958664014153e-01,1.093558468696027852e-02,-8.046996909634510781e-03
1.404280856171234326e+01,4.368504659340343821e+00,1.338467081670515757e-01,5.635132343696315216e-01,1.089356776130469273e-02,2.184738423345448238e-02
1.405281056211242330e+01,4.368613407312390784e+00,1.338435808448315556e-01,5.635152649764783028e-01,1.085171205370200065e-02,-1.962137904299134789e-03
1.406281256251250333e+01,4.368721737450282028e+00,1.338404656850555041e-01,5.635172877233487476e-01,1.081001694394179147e-02,4.885864403740436228e-03
1.407281456291258337e+01,4.368829651358497657e+00,1.338373626345210898e-01,5.635193026470719513e-01,1.076848181390868686e-02,9.801665279974565437e-03
1.408281656331266340e+01,4.368937150635296973e+00,1.338342716397503407e-01,5.635213097848985608e-01,1.072710604758138342e-02,4.258796806556178899e-02
1.409281856371274344e+01,4.369044236872723808e+00,1.338311926469897828e-01,5.635233091745014411e-01,1.068588903103312449e-02,3.055835928199864861e-03
1.410282056411282348e+01,4.369150911656602965e+00,1.338281256022102739e-01,5.635253008539752306e-01,1.064483015243058994e-02,-8.244010980052781518e-03
1.411282256451290351e+01,4.369257176566542888e+00,1.338250704511070588e-01,5.635272848618364527e-01,1.060392880203547827e-02,2.357756480544773853e-02
1.412282456491298355e+01,4.369363033178667699e+00,1.338220271454054477e-01,5.635292612296489700e-01,1.056318437491605977e-02,2.170823291615027809e-03
1.413282656531306358e+01,4.369468483063737807e+00,1.338189956520324242e-01,5.635312299714383411e-01,1.052259627701920830e-02,8.093092740112287076e-03
1.414282856571314362e+01,4.369573527778546129e+00,1.338159759307507579e-01,5.635331911098263591e-01,1.048216391515212342e-02,1.024174568570955859e-02
1.415283056611322365e+01,4.369678168874120416e+00,1.338129679406750705e-01,5.635351446682815846e-01,1.044188669783341350e-02,1.141177455364233810e-02
1.416283256651330369e+01,4.369782407895997700e+00,1.338099716406856154e-01,5.635370906706334004e-01,1.040176403543498218e-02,8.700377751866066392e-03
1.417283456691338372e+01,4.369886246384226958e+00,1.338069869894285002e-01,5.635390291410714569e-01,1.036179534018256965e-02,1.303935969992310769e-02
1.418283656731346376e+01,4.369989685873367335e+00,1.338040139453155197e-01,5.635409601041457828e-01,1.032198002615544730e-02,1.419557604851288263e-02
1.419283856771354380e+01,4.370092727892490814e+00,1.338010524665242118e-01,5.635428835847673401e-01,1.028231750928638999e-02,1.882154569146578249e-02
1.420284056811362383e+01,4.370195373965176877e+00,1.337981025109978572e-01,5.635447996082071365e-01,1.024280720736400752e-02,5.970475848367387886e-03
1.421284256851370387e+01,4.370297625609518732e+00,1.337951640364454797e-01,5.635467082000968908e-01,1.020344854002908086e-02,2.716147106480044753e-03
1.422284456891378390e+01,4.370399484338119755e+00,1.337922370003418182e-01,5.635486093864288115e-01,1.016424092877840635e-02,-4.712618578921329293e-04
1.423284656931386394e+01,4.370500951658093491e+00,1.337893213599274100e-01,5.635505031935554854e-01,1.012518379696344950e-02,1.605227279865543977e-02
1.424284856971394397e+01,4.370602029071065431e+00,1.337864170722084800e-01,5.635523896481900996e-01,1.008627656979033116e-02,9.623295117829179166e-03
1.425285057011402401e+01,4.370702718073170345e+00,1.337835240939570236e-01,5.635542687774063308e-01,1.004751867432021606e-02,1.557956438859854631e-02
1.426285257051410404e+01,4.370803020155056728e+00,1.337806423817107515e-01,5.635561406086384562e-01,1.000890953946947937e-02,1.539087195762819243e-02
1.427285457091418408e+01,4.370902936801880578e+00,1.337777718917731173e-01,5.635580051696809090e-01,9.970448596010622611e-03,2.682921792955667364e-02
1.428285657131426412e+01,4.371002469493310727e+00,1.337749125802133732e-01,5.635598624886889452e-01,9.932135276571746330e-03,1.200718623224210704e-02
1.429285857171434415e+01,4.371101619703527064e+00,1.337720644028664030e-01,5.635617125941781991e-01,9.893969015635356579e-03,1.741768218253598316e-02
1.430286057211442419e+01,4.371200388901218759e+00,1.337692273153329447e-01,5.635635555150249054e-01,9.855949249542653168e-03,-2.169949013405482463e-03
1.431286257251450422e+01,4.371298778549588704e+00,1.337664012729793683e-01,5.635653912804655663e-01,9.818075416488797336e-03,-9.849413454107360660e-04
1.432286457291458426e+01,4.371396790106348185e+00,1.337635862309378976e-01,5.635672199200972843e-01,9.780346956525853841e-03,6.662969498482246289e-03
1.433286657331466429e+01,4.371494425023720432e+00,1.337607821441064160e-01,5.635690414638777623e-01,9.742763311563179540e-03,-2.424413446581291307e-03
1.434286857371474433e+01,4.371591684748438844e+00,1.337579889671485500e-01,5.635708559421250818e-01,9.705323925366826643e-03,1.660125610327830431e-02
1.435287057411482436e+01,4.371688570721747880e+00,1.337552066544936968e-01,5.635726633855179246e-01,9.668028243559945167e-03,-3.662499639183261491e-03
1.436287257451490440e+01,4.371785084379403941e+00,1.337524351603370243e-01,5.635744638250953509e-01,9.630875713620978829e-03,1.031470590097811370e-02
1.437287457491498444e+01,4.371881227151673599e+00,1.337496744386393321e-01,5.635762572922569102e-01,9.593865784887717352e-03,-1.498709043010829078e-02
1.438287657531506447e+01,4.371977000463334484e+00,1.337469244431273019e-01,5.635780438187627528e-01,9.556997908555089905e-03,-1.490799325498363623e-03
1.439287857571514451e+01,4.372072405733673506e+00,1.337441851272932192e-01,5.635798234367335180e-01,9.520271537674832030e-03,6.129918174985361096e-03
1.440288057611522454e+01,4.372167444376491297e+00,1.337414564443951959e-01,5.635815961786502237e-01,9.483686127157164858e-03,6.893289258504917486e-03
1.441288257651530458e+01,4.372262117800097769e+00,1.337387383474570590e-01,5.635833620773544883e-01,9.447241133769851418e-03,-8.469216299892903810e-03
1.442288457691538461e+01,4.372356427407313895e+00,1.337360307892683786e-01,5.635851211660484195e-01,9.410936016139515026e-03,1.049762680706415804e-02
1.443288657731546287e+01,4.372450374595470812e+00,1.337333337223844953e-01,5.635868734782945033e-01,9.374770234750112730e-03,1.912341052178295059e-02
1.444288857771554291e+01,4.372543960756412496e+00,1.337306470991264096e-01,5.635886190480159375e-01,9.338743251945141877e-03,1.582114730432116964e-02
1.445289057811562294e+01,4.372637187278144211e+00,1.337279708749075369e-01,5.635903579056020796e-01,9.302854533279003579e-03,2.717023888899919651e-03
1.446289257851570298e+01,4.372730055546665717e+00,1.337253050213256800e-01,5.635920900626910646e-01,9.267103554547323485e-03,3.394135172861936084e-03
1.447289457891578301e+01,4.372822566933979083e+00,1.337226495042211638e-01,5.635938155378823478e-01,9.231489793251793086e-03,-2.631513023742627910e-03
1.448289657931586305e+01,4.372914722806309662e+00,1.337200042879609918e-01,5.635955343515822724e-01,9.196012728129754343e-03,1.549389267424933908e-02
1.449289857971594309e+01,4.373006524525064442e+00,1.337173693367142702e-01,5.635972465245034924e-01,9.160671839552159135e-03,2.357726021707170702e-02
1.450290058011602312e+01,4.373097973446830267e+00,1.337147446144521523e-01,5.635989520776648609e-01,9.125466609527121964e-03,3.865911854521865247e-03
1.451290258051610316e+01,4.373189070923378274e+00,1.337121300849478944e-01,5.636006510323917640e-01,9.090396521696131327e-03,-7.887784147781670696e-03
1.452290458091618319e+01,4.373279818301658572e+00,1.337095257117768277e-01,5.636023434103157870e-01,9.055461061337144457e-03,1.105550348738612923e-02
1.453290658131626323e+01,4.373370216923803788e+00,1.337069314583163859e-01,5.636040292333748258e-01,9.020659715363449349e-03,1.609835395642876532e-02
1.454290858171634326e+01,4.373460268127127293e+00,1.337043472877461336e-01,5.636057085238133091e-01,8.985991972325330090e-03,-1.823524652492559961e-02
1.455291058211642330e+01,4.373549973244125866e+00,1.337017731630476547e-01,5.636073813041816427e-01,8.951457322406597417e-03,1.033501771872838600e-02
1.456291258251650333e+01,4.373639333602474366e+00,1.336992090470046912e-01,5.636090475973369873e-01,8.917055257430223092e-03,3.056092505423863015e-02
1.457291458291658337e+01,4.373728350525031949e+00,1.336966549022030049e-01,5.636107074264424810e-01,8.882785270853246762e-03,1.708926136515013378e-02
1.458291658331666341e+01,4.373817025329838515e+00,1.336941106910304877e-01,5.636123608149676834e-01,8.848646857769593144e-03,1.435323486699415299e-02
1.459291858371674344e+01,4.373905359330114706e+00,1.336915763756771347e-01,5.636140077866885756e-01,8.814639514909433649e-03,1.283585228816009477e-02
1.460292058411682348e+01,4.373993353834263687e+00,1.336890519181350157e-01,5.636156483656874494e-01,8.780762740640782327e-03,1.939975095358738300e-02
1.461292258451690351e+01,4.374081010145868476e+00,1.336865372801982477e-01,5.636172825763529071e-01,8.747016034967664000e-03,-6.646565031017959146e-04
1.462292458491698355e+01,4.374168329563694613e+00,1.336840324234631339e-01,5.636189104433798613e-01,8.713398899530835906e-03,2.600208751609052460e-04
1.463292658531706358e+01,4.374255313381690158e+00,1.336815373093279691e-01,5.636205319917695356e-01,8.679910837608606489e-03,1.275560392654996947e-02
1.464292858571714362e+01,4.374341962888982138e+00,1.336790518989931786e-01,5.636221472468294635e-01,8.646551354116432941e-03,1.793257909212737575e-03
1.465293058611722365e+01,4.374428279369880990e+00,1.336765761534613184e-01,5.636237562341736007e-01,8.613319955606935086e-03,1.120034415775487784e-02
1.466293258651730369e+01,4.374514264103877892e+00,1.336741100335369359e-01,5.636253589797222130e-01,8.580216150270769671e-03,-1.054540868603315654e-02
