pH,temperature,ionic_strength,k_turn
6.377124767938643579e+00,2.860478775345818576e+02,4.845117321397345300e-01,3.539367866151341246e+01
4.649367623865673593e+00,2.854558324110204808e+02,5.904160576877723887e-01,8.273780834281973640e+00
5.830401543353293192e+00,2.999446601558591396e+02,8.572889559177336860e-01,9.346628004163810033e+01
5.904507035404553683e+00,3.162412231662778481e+02,3.190059490654312269e-01,2.471423431077668624e+02
5.217862501510729167e+00,2.996931563021746001e+02,6.689023852078029853e-01,6.065053480501402561e+01
5.471818787619398883e+00,3.023416144655894868e+02,7.758008379104378571e-01,9.026492502628973114e+01
6.099594156012875246e+00,3.075724044716919252e+02,2.713923789728062488e-02,1.698976146911582532e+02
8.811306974573771100e+00,3.054440801808680135e+02,3.777276555266203539e-01,1.949481049169886404e+01
6.294302844907915251e+00,2.884216914763491673e+02,9.098986414268152023e-01,4.299598236041475019e+01
8.750675060561587060e+00,3.056747922452859711e+02,1.558138658556212364e-01,2.064089245337203238e+01
4.152660357917778100e+00,2.951867121074333795e+02,4.498908499973243713e-01,7.809118692201055367e+00
4.330551292866097413e+00,2.861811890547173221e+02,4.125415465073562493e-01,5.138082239110130622e+00
4.139079530986346178e+00,2.860099421845728216e+02,3.795591534015824720e-01,3.464381650060407658e+00
7.329723191311771302e+00,2.982106804930885460e+02,4.014244880449375219e-01,8.485525047411050537e+01
5.101163455568975991e+00,3.142454174754581686e+02,4.603834411780928781e-01,1.323496361198362763e+02
6.882100906465242751e+00,2.859313066600328739e+02,7.467808455176948579e-01,3.540913810766762282e+01
7.976830678027122978e+00,3.192566216403001249e+02,4.384014788508227567e-01,1.238491864141081322e+02
5.659069593292518796e+00,2.959817381428863996e+02,9.272242505657195544e-01,6.449353478619063651e+01
5.228387463545433711e+00,2.929784978962343303e+02,7.818485334782507845e-01,3.625987820155049945e+01
7.627042935702874615e+00,3.031494812632861340e+02,8.239971134662580354e-01,9.955485503067554021e+01
6.379488966497851798e+00,2.876723107635660313e+02,2.484053603397764209e-01,4.119819419707994257e+01
4.746050730246502702e+00,2.897933229910864270e+02,5.004743027799183341e-01,1.496685540852152663e+01
4.437225587348443412e+00,3.104801860284777604e+02,3.731189139076725447e-01,4.030637317878152004e+01
7.685837505697103111e+00,3.058960808141923735e+02,1.329773681464367641e-01,1.032123646995429169e+02
8.302061674394623836e+00,2.989822750146643671e+02,6.541824008606699214e-01,3.905662549931570027e+01
8.451810391417565071e+00,3.056479753502297854e+02,8.256337386988462645e-01,4.115841640216101638e+01
6.550445037423518357e+00,2.958697291425908134e+02,6.143803192277282887e-01,8.017935481631542416e+01
4.767272831823236245e+00,3.061442835794483699e+02,9.748524099482227534e-01,4.844132938940786914e+01
5.128287061392390100e+00,3.052040967589586558e+02,2.171473014849409355e-01,8.782782179581330695e+01
6.267619445104675613e+00,3.081061905332495598e+02,6.252153519843306473e-01,1.730633619852664538e+02
8.259286868028068440e+00,2.868180343340199556e+02,6.586540492402839231e-01,2.006446105818349324e+01
7.250987094176343462e+00,3.095309340676993202e+02,9.234399717194866630e-01,1.678534334782530095e+02
5.371034784766621328e+00,3.028754994893865273e+02,2.033994660104657404e-01,9.417646750286913004e+01
7.779693207785896902e+00,3.174373690740405323e+02,7.032463045645906963e-01,1.553742690645375433e+02
6.177200876603050617e+00,3.145083397037231521e+02,7.834656634093225547e-01,2.368321963986859657e+02
8.913819725970826724e+00,3.021898016907037459e+02,9.943689554442757261e-01,1.540167451568482271e+01
6.143635687424026770e+00,3.072008902056150532e+02,3.325804715968294634e-02,1.668003059302394036e+02
8.185981744517730974e+00,3.013553091632599603e+02,2.761283165886495583e-01,4.896606085973694888e+01
4.072708156805097346e+00,3.062249293921390176e+02,9.251986421806812633e-01,1.286887662959006029e+01
7.591106325465840854e+00,2.956209909898618662e+02,4.977474979985795911e-01,6.397746280136066588e+01
5.992392213924560451e+00,3.025635723805652901e+02,6.140031569218944441e-01,1.183249907234333023e+02
6.495046539949173692e+00,2.860476407963825523e+02,8.869188624526730402e-01,3.557356814716473536e+01
4.994129001827894321e+00,3.045381505491021130e+02,1.277655776943097676e-01,7.609149950495367420e+01
8.647557568634944403e+00,3.015322185579501593e+02,9.813217561863579741e-01,2.521735872789102828e+01
4.998225066905937375e+00,2.932610443181272899e+02,5.015733359819859460e-01,2.936387506580807027e+01
6.807933520375716974e+00,3.140020645422749226e+02,4.086112752314478014e-01,2.307059265020988619e+02
6.986728117884015710e+00,3.137574632188153032e+02,7.537037609758361345e-01,2.211837887022414577e+02
8.292217136497558982e+00,3.019591646301639116e+02,5.512250373967878536e-01,4.491832889381594640e+01
6.333332698428049135e+00,3.192114796267658221e+02,4.510771449967361235e-01,2.964981248206018449e+02
8.149456405804743397e+00,3.011951510202790132e+02,4.277398095176546122e-02,4.648774971232308673e+01
6.619482821134523576e+00,3.020243362429457079e+02,4.887422871389986989e-01,1.223774303251969400e+02
8.781673297113094634e+00,3.094602715016257548e+02,6.853017284995845948e-01,2.443475076300240190e+01
7.583039168661342977e+00,3.080979669447708602e+02,4.522230940584645031e-01,1.289825005799035011e+02
8.560526304920076157e+00,2.958148150067204938e+02,1.560535137020151730e-01,2.008604644403085970e+01
8.711802661543272208e+00,3.179025522105151822e+02,5.114117807233723445e-01,3.289042000223988538e+01
8.011230781590294114e+00,3.166668558101815734e+02,1.248964037430039531e-01,1.028759400155563526e+02
4.611837732977534188e+00,2.872284721491631672e+02,8.605997871662728338e-01,8.664685426588555117e+00
4.622142991171746651e+00,2.903763947684681170e+02,1.032355358981757593e-01,1.582448604209052156e+01
7.081208751485256414e+00,3.091482971480538140e+02,2.016445433916581043e-01,1.710756851898453874e+02
5.356033413809829113e+00,3.023009500423889335e+02,8.636667176100430721e-02,9.396530618412239733e+01
5.925761621131361956e+00,2.898252545951344814e+02,7.520036973902527455e-01,4.467142174221981321e+01
4.869140883118136642e+00,2.986785253234817219e+02,8.296175364490553372e-01,3.502234596867202754e+01
7.810858315301937971e+00,2.990314877809810810e+02,3.389538924719884827e-01,6.710047237095145078e+01
8.272488518227735455e+00,3.052352733897363919e+02,7.219749907021038027e-01,5.381291655248305972e+01
4.664023135321441416e+00,3.121655158171935796e+02,9.823361160673598214e-01,5.769843234817773237e+01
6.584174683820173790e+00,2.975484846197113598e+02,9.287895810227574378e-01,9.041699711295622421e+01
5.975064649987935184e+00,3.083553845727883527e+02,9.660735272602855028e-01,1.649561561862581129e+02
7.950076589903999569e+00,3.082446738664367558e+02,2.342765769988633395e-01,8.850882313013576663e+01
6.324961500877385845e+00,3.037486220736076348e+02,5.640149444529415357e-01,1.349556377680949311e+02
7.654045245740864090e+00,3.057813236423950229e+02,6.185502208853241868e-01,1.107761535310238372e+02
6.830519382897033864e+00,2.906078086716066764e+02,2.586607195789794589e-01,5.305810179357133194e+01
8.891240570097737717e+00,3.016487542174343162e+02,9.001915652212755248e-02,1.298714975923829229e+01
6.098165379739735492e+00,3.001216444560949981e+02,4.431292059239073100e-01,1.037843058305068240e+02
8.938354348300363128e+00,3.047861677964504565e+02,9.108875847726229935e-01,1.585921490467327288e+01
6.077192916465674166e+00,3.035367180233229192e+02,7.664058512818945623e-02,1.322999926057984794e+02
4.913343256954044058e+00,2.850975365515255362e+02,5.351462180903020505e-01,1.245763298276284559e+01
7.910405302187049514e+00,3.029582465789666230e+02,7.542159155772720780e-01,7.755072146366994446e+01
5.358595011765793892e+00,3.020061384961919657e+02,7.482780262339631117e-01,8.074195277718185082e+01
6.828773654175279262e+00,2.939278740354390038e+02,8.957960760042176229e-01,6.900034904687244364e+01
7.230075399456633356e+00,3.001375632399574442e+02,2.634245118335723501e-01,9.869411913548489679e+01
4.998386290765049367e+00,2.881847053886231720e+02,3.722044148962254662e-01,1.957241673111806435e+01
4.172034678390122764e+00,3.155493214515486784e+02,2.250316502788474726e-01,3.418572412950868511e+01
8.935166717799788216e+00,3.157105444631448563e+02,9.195671305123114259e-01,2.087576546328205396e+01
8.086950715389532363e+00,3.171958361012041223e+02,5.413352063697262073e-01,1.016870234792804553e+02
4.618526274797384978e+00,3.125399872710260070e+02,6.838340376739107107e-01,5.725331918980110402e+01
8.239847150615791094e+00,3.153992674865981485e+02,3.636612678942338084e-01,7.430280455002380791e+01
5.290651008758044505e+00,3.071138531810790369e+02,9.645948826256125486e-01,1.026234093872771922e+02
5.236423701941630426e+00,3.109255317459388834e+02,7.443367406428137711e-02,1.451251402516403175e+02
7.863081751915812490e+00,3.011474030810632030e+02,5.785658521963988471e-02,6.711116413473575903e+01
7.786810061785610415e+00,3.073552341822634162e+02,5.329184299967876237e-01,1.058242657644997564e+02
8.229786719660204142e+00,2.872330837765879892e+02,7.334278714073828587e-01,2.148952064311114540e+01
4.683260039433293720e+00,3.049901500083259407e+02,3.104036402688101770e-01,4.581300151149357447e+01
7.737930876125428625e+00,2.968027520390132850e+02,4.246651886969790013e-01,6.271569086681962091e+01
6.349119371366031217e+00,2.876762187963777251e+02,8.733971227797933112e-01,4.059140506477638866e+01
5.629417040636927716e+00,3.004698544425983755e+02,4.369278794668834953e-01,9.064165060979360078e+01
7.671514387744537089e+00,3.126902446360810472e+02,3.745850033509051102e-01,1.442621734376634208e+02
8.225715404791007046e+00,3.144020313202356647e+02,7.608414917160309932e-01,7.801081067644254574e+01
5.612303787815863032e+00,2.892672019156244119e+02,8.711038170450912110e-01,3.644973240441240137e+01
4.774057783302310121e+00,2.873630220914805022e+02,3.506992217719765437e-01,1.317086070832874611e+01
8.958423591669440356e+00,2.985755073079110957e+02,8.194842348429228762e-01,1.207545211170724286e+01
8.595949946189490376e+00,2.985508716368560727e+02,5.141911831852912229e-01,2.332690789673280207e+01
5.449205749080187289e+00,3.148673808958222367e+02,6.984165764183770664e-01,1.820013569124097330e+02
8.072071539998326273e+00,3.055602128583423678e+02,9.122198832905865640e-01,7.316035756492489384e+01
4.448466111081932794e+00,3.126338792070652062e+02,4.216015874764089677e-01,4.548809413086831199e+01
8.562729537268273461e+00,2.906398425385914948e+02,7.161776105691941563e-02,1.451604541483805200e+01
7.873261176325018873e+00,2.868234979630896646e+02,8.056722859144398452e-01,2.875727658718091462e+01
4.984315573802632571e+00,3.183386736721047328e+02,8.335594796395588701e-02,1.638469117345250936e+02
5.478436234988496523e+00,2.857444267406066842e+02,4.680020372359371406e-01,2.504446709875190180e+01
6.977774274204996630e+00,3.092754477119125909e+02,8.971430988277073748e-01,1.790909131140950876e+02
5.778788321156964614e+00,2.993973636773524163e+02,2.183766585310318309e-01,9.216691094851000798e+01
7.681169079737272476e+00,2.998073804000171094e+02,3.731496055676600254e-01,7.789700479249712828e+01
6.961814346719967794e+00,3.184995198123485238e+02,6.416785239129809693e-01,2.705280314735476281e+02
5.035143262839948619e+00,3.086119703611535101e+02,6.314798523882206860e-01,8.749322995752110899e+01
7.050547549419878379e+00,3.133593376522425160e+02,9.821601193430536947e-01,2.142939026584539022e+02
4.070295425744559381e+00,2.956677004343203521e+02,4.482869917611052024e-01,6.832156727696900411e+00
4.558739076515220923e+00,2.855270751570095626e+02,1.694300193803050525e-01,8.507667533760095324e+00
4.806039085533257982e+00,2.961318930040042119e+02,6.528056724668473976e-01,2.698816410716109004e+01
5.768388560097069018e+00,3.135206462871457234e+02,3.576202731567315052e-01,2.079621110862478019e+02
4.059548691705089141e+00,2.937174394406159195e+02,8.201039144922762647e-01,5.120759588928788020e+00
8.649537618318392518e+00,2.925819860124703382e+02,1.184180901394884661e-01,1.429562762362470352e+01
5.197544777361306600e+00,2.972898313129758208e+02,9.891560924913889163e-01,4.808788898060573302e+01
5.353192752225283790e+00,2.996973935077667193e+02,2.636485833831585524e-01,7.376903266744076859e+01
5.878211628526270438e+00,3.129747876646212603e+02,7.139191709648623485e-02,2.165703996604735835e+02
8.703693578642209161e+00,2.903203124134185487e+02,8.364502919038699913e-01,1.321645285066981401e+01
5.759096645740189757e+00,3.007594311798860645e+02,7.514211677528306321e-01,9.630910828536056556e+01
6.155664281022986017e+00,3.075312057135290615e+02,2.049558461478497573e-01,1.675611681599822020e+02
5.492536362512241865e+00,2.937832450845127710e+02,1.883961275038714342e-02,5.779271713421351819e+01
8.881225175258968818e+00,2.995747966913860409e+02,9.993113246446987397e-01,1.492026397350375255e+01
5.824286124336252257e+00,2.896761945377726875e+02,2.735101547013639167e-01,4.385651151150763383e+01
4.417687104948159416e+00,2.937352079553828617e+02,9.685884929323330672e-01,1.044895059552882977e+01
7.289911971195383700e+00,3.048967685701603614e+02,5.030845368226790626e-01,1.290119604344667721e+02
7.583024603577381839e+00,2.980923488614966459e+02,8.266056377146789869e-01,7.623694383914256889e+01
5.861205120975094829e+00,3.003922963487723905e+02,8.830203185809721855e-01,9.742937592152479453e+01
5.056925777249436926e+00,3.160663049151206110e+02,1.550828283702387345e-01,1.518417134173589034e+02
6.046257255917890205e+00,2.883329107588488114e+02,6.288956956542656185e-01,4.087217335176733002e+01
6.195341052561818884e+00,3.069299592844054132e+02,5.058938070228754524e-01,1.609675287852307690e+02
8.976499016939305520e+00,3.032296781751873027e+02,1.713707859257627419e-01,1.207037910367984601e+01
8.292176627770935227e+00,2.905866484296098520e+02,8.460137831549405796e-01,2.517175893588748536e+01
7.104544492099757136e+00,2.984327614121789338e+02,6.731928352188347731e-01,9.204925673236186867e+01
4.969589739341273571e+00,2.906919875865669383e+02,4.790422896289135979e-01,2.286206494584240190e+01
7.439572606945169753e+00,2.934502859049530343e+02,3.451833368531351809e-01,5.858989410239138351e+01
7.794995011410317254e+00,3.056692996738330521e+02,9.432120853561164475e-01,9.945589996819373368e+01
4.376943693471738506e+00,3.120106571086931240e+02,6.142108156914173334e-01,3.614681276624132522e+01
5.897432583510784809e+00,3.101946636214007640e+02,2.705164260436757062e-01,1.839567446212892037e+02
5.634238987729044190e+00,2.990538178061569852e+02,3.343776332625881809e-01,8.333490138393166546e+01
6.852156613057333701e+00,3.130420875484014118e+02,5.392929680868878695e-01,2.195020941197848288e+02
7.265266091841439788e+00,3.093655187735601544e+02,1.672574579245230120e-01,1.609250717428840289e+02
4.906938941941806576e+00,2.905725807508192702e+02,4.853624173677821285e-01,2.067092067962359181e+01
6.348297180568571285e+00,3.034604255831621344e+02,8.143938590922718268e-02,1.345207028791760422e+02
8.960839432679472694e+00,3.016659089667219291e+02,5.675313747294523370e-02,1.087430818378368613e+01
4.079263196136870384e+00,3.053191226444840254e+02,2.414573084144210624e-01,1.554985056699018031e+01
5.854968059145184256e+00,2.929573534450798888e+02,3.854007476238986984e-01,5.757958223808749665e+01
5.671562319281524545e+00,2.968273229202316656e+02,9.160918397252079681e-02,7.556866255218032791e+01
6.027915100112746671e+00,2.964259758264653897e+02,1.317779096538712336e-01,8.044649636792583181e+01
8.345968577623407825e+00,3.191405642557753026e+02,1.052601011425486344e-01,6.091005052923716789e+01
6.191525191497369462e+00,2.850780152626007862e+02,6.282848330652389679e-01,3.142183000939499848e+01
8.415390007479988554e+00,3.073233946154521163e+02,7.521016416723694809e-01,4.610358759713314925e+01
6.877699215151193535e+00,3.057013841310054545e+02,9.598722168114397491e-01,1.500690569116586346e+02
6.123088474673167525e+00,2.963262688130639049e+02,2.837346155919602819e-01,8.028066953259946104e+01
5.261515438288729030e+00,3.021336503337425370e+02,9.921219697368561796e-01,7.261383546539197198e+01
8.118069276608151696e+00,3.160242413985521353e+02,1.604698901682629075e-01,8.719072350049650311e+01
7.221002590016374789e+00,2.951347574436971399e+02,6.788985233310210754e-01,7.138810624764714419e+01
5.061130349410796647e+00,3.018016152260313447e+02,2.235224066640991991e-01,6.528389305495923622e+01
4.650352467275417290e+00,2.897501995033313165e+02,7.398297544452765440e-01,1.196840028507866371e+01
4.627156643265765368e+00,3.107794836617088663e+02,4.348667065519783992e-01,5.631861651951859216e+01
8.545359814246525687e+00,2.877294443636027950e+02,3.730202152735924148e-01,1.393035909290231444e+01
6.016957687980291070e+00,2.904887631276819207e+02,9.371743775352168182e-01,4.834925471964147903e+01
8.101538971804778555e+00,2.975046155808243498e+02,3.165794825358014819e-01,4.551420540588448915e+01
8.476810463798884143e+00,3.021149333178048551e+02,8.210309698529939526e-01,3.449890511718382413e+01
5.131665238971421239e+00,3.061979721498091749e+02,9.962454722657845263e-01,8.149963012764763448e+01
4.162861749073054618e+00,2.851386968519346397e+02,2.996374348392433218e-02,4.849672239530498530e+00
4.901680432728413805e+00,3.140797381570167204e+02,9.386158887851140387e-01,9.394104043205619803e+01
7.864893528305531234e+00,3.101397471581615832e+02,1.253468361471996861e-01,1.023104440706223670e+02
4.077065880605809767e+00,2.976369781485478825e+02,8.124373663220585406e-01,7.285184622486191586e+00
6.820660300089301131e+00,3.016419914729829088e+02,1.448359002765751968e-01,1.176859742653363838e+02
4.956333827940233583e+00,2.957129627104181964e+02,4.619704328247192238e-01,3.407140000950083447e+01
7.833303411901171742e+00,3.192778238496294421e+02,6.561687084310185991e-01,1.530359863641047866e+02
6.396878482147274170e+00,3.000610126960694402e+02,9.239269124705271619e-01,1.065685962155627777e+02
6.745399695383835770e+00,2.869264528627343225e+02,4.982143451304743564e-01,3.888332451395316980e+01
5.467041284501417131e+00,3.114479926020451899e+02,3.271156562228088593e-01,1.619509798119017034e+02
6.282892518490686307e+00,2.957451056980290218e+02,6.936646035470863669e-01,7.778951720484111831e+01
4.228563014728991654e+00,2.989547864313254308e+02,5.326841750453215063e-01,1.188112789274459224e+01
8.047598235349600060e+00,3.173438614939661306e+02,4.501851547543333498e-01,1.070033112293096167e+02
8.537494616880669795e+00,2.869751481339933434e+02,8.884622902021525048e-01,1.419350754066555886e+01
7.763237598591832267e+00,3.017037417486050686e+02,3.834653953311746855e-01,8.126144799740488622e+01
6.478111362239257431e+00,3.158147959182056752e+02,7.745198125697232150e-02,2.579753521406286723e+02
8.218921747220134577e+00,3.040427398851542762e+02,9.202407965129162370e-01,5.635683014818167891e+01
4.019104378995784543e+00,2.973923165556534514e+02,5.020564481922721312e-01,6.876696796739656392e+00
7.329787034941054102e+00,3.062936308207505931e+02,1.028358358412724410e-01,1.328964366077860006e+02
7.836929586577751294e+00,3.135080217311337378e+02,6.878257645933399944e-02,1.158070855578002210e+02
5.633281185961350523e+00,2.934539365839231664e+02,4.831986018439610175e-01,5.385512483839845999e+01
8.282858454719889352e+00,3.196783037543530668e+02,1.397306339938697295e-01,7.041701496587054976e+01
4.000950008036717520e+00,3.131965524474065887e+02,2.752129999695288043e-01,2.053675661219460125e+01
7.160601057193186847e+00,2.862450407673430846e+02,6.789701255282284409e-01,3.547294415650518573e+01
5.505119904903077455e+00,3.003785030034125043e+02,3.149854535109312681e-01,8.518760189511051806e+01
7.143139618800762314e+00,3.020403834897571187e+02,5.935456320490065663e-01,1.147881294362476865e+02
5.256793297751467087e+00,2.960596282585354970e+02,7.004091875801594647e-01,4.813913809710284397e+01
5.048899350434743916e+00,3.195252383538313552e+02,3.878954528379392475e-01,1.620357136845938157e+02
7.130801934027674704e+00,3.081030701575526223e+02,4.059852909829295697e-01,1.611250781857526988e+02
6.484674103080899421e+00,3.158158664331567138e+02,6.521257337586644498e-02,2.579035955378983545e+02
4.936403441545159865e+00,2.893475938790435862e+02,3.103524448635806010e-01,2.039829535787654180e+01
8.430874649561506118e+00,3.039463854176738664e+02,9.027162927797723890e-01,4.031596374336965027e+01
8.411933309936799219e+00,3.017610264213997766e+02,9.860238588783089009e-01,3.833332397157771254e+01
6.747842025147421374e+00,3.104131502238915346e+02,6.518425338707350969e-01,1.960012525777306678e+02
7.530480137685295006e+00,2.988773904080572379e+02,8.084012753378385652e-01,8.226069342894372483e+01
6.256933675267680073e+00,3.163403820383617244e+02,3.704876529586079714e-01,2.618461663900283725e+02
8.007216821854338917e+00,3.155015105981964325e+02,1.711361847233834610e-01,1.021986949862611169e+02
8.169281231405122412e+00,2.898067928891960605e+02,4.244569837027420967e-01,2.680323353627403904e+01
7.820798496419336665e+00,2.969438781870603634e+02,5.660909153804768307e-02,5.551305086942105760e+01
5.215744196407258393e+00,2.944105493429506737e+02,4.813667791799699502e-01,4.190277363748398898e+01
4.122442300989915154e+00,2.976260774252467627e+02,4.734805292339647753e-01,8.803490524125729522e+00
7.291265391456553502e+00,3.117660932674112360e+02,1.148771646618698822e-01,1.760990279052003018e+02
6.056288472417140412e+00,2.914665671439511812e+02,4.266849532129094458e-01,5.389204266854788017e+01
8.471304225569523894e+00,2.870663376639183184e+02,1.110297249709038536e-01,1.389426861002571911e+01
8.299237637733543949e+00,3.041395266780743896e+02,6.679077700096194281e-01,4.923549393603168767e+01
6.668760469976190208e+00,3.125024552684507171e+02,2.604437281719929609e-01,2.185773117252595910e+02
5.887220753277562224e+00,2.885643413525068581e+02,9.677379678101760696e-01,3.919891326942796894e+01
7.564947704626776570e+00,3.142252588676403775e+02,1.332409964043521633e-01,1.617255561630512659e+02
7.546848477562019930e+00,2.906278782484747012e+02,5.950547281435645264e-01,4.587154327143213095e+01
7.411414465690072007e+00,2.872587991264114748e+02,1.172948521240228664e-01,3.596590224482115161e+01
8.212120271701678575e+00,3.048740358745018852e+02,3.975326997121189088e-01,5.597978240911608339e+01
6.886592926224133215e+00,3.110648810680007728e+02,6.939422610192084173e-01,1.988565737265410291e+02
6.580217399201026218e+00,2.850521222783773965e+02,5.372011274722782170e-01,3.272283812700273842e+01
6.584540668037008437e+00,2.960260299881144306e+02,4.241438107887837705e-01,8.127179031983601476e+01
8.444903290096732462e+00,2.896314717594343620e+02,8.828175811906471271e-01,1.929341328677252321e+01
5.833755667138140311e+00,3.039939462526951388e+02,3.821082277301950936e-01,1.250832488579476092e+02
8.209579299052023771e+00,3.121426094666703648e+02,9.075302685091294341e-01,7.603168240337900841e+01
6.524447818790896747e+00,3.049668670918017597e+02,5.281124672117727403e-01,1.467034937690988556e+02
4.426694753846633468e+00,2.941282571905883856e+02,2.222389962235864769e-01,1.387188041406845862e+01
6.244909936562981656e+00,2.936340796469823431e+02,4.331848999965882685e-01,6.627678712785964876e+01
5.455981988229365420e+00,3.079172227201254373e+02,2.853343258284790074e-01,1.333998119739671893e+02
6.639425223319201486e+00,3.142200832832078277e+02,5.216586002128058563e-01,2.376634985989769007e+02
8.266549276676972369e+00,3.045567934075106109e+02,6.951202703032369201e-02,4.577538526379432682e+01
4.897277636102286280e+00,3.077022236246999114e+02,4.990639859716149984e-01,7.075266632108983345e+01
6.376123121460118170e+00,3.005753203777619547e+02,5.147784696518891145e-01,1.106616034057770861e+02
6.912511258675955617e+00,3.070846780045784499e+02,7.553756472010858536e-01,1.611815284252450340e+02
7.849101557504095439e+00,3.188642429140760441e+02,8.760977961286722793e-02,1.340551034614791490e+02
8.704884812506872294e+00,3.132256564038544866e+02,6.928245961615867587e-01,3.128392353696554196e+01
6.753039406175384229e+00,2.852841254050296129e+02,2.113462512377290159e-01,3.355727621250715487e+01
8.608090094311894092e+00,3.036779044419575371e+02,3.883714155103519250e-01,2.738778245952284252e+01
5.682794811727702289e+00,3.028923484317410839e+02,5.102505402190469219e-01,1.086180153738169025e+02
7.821598856588300563e+00,2.879948136898528332e+02,6.055254298484037401e-01,3.236893853149907585e+01
7.818627291588672534e+00,3.138469417517640068e+02,5.655698660549463019e-01,1.317521615523923231e+02
6.756394903856387302e+00,3.000358487247180506e+02,9.894381922307563526e-01,1.069512668890137377e+02
4.868943593637455436e+00,3.094844502912837356e+02,1.328369133811255487e-01,8.745546118991084938e+01
5.931021478301374827e+00,2.940907846932777829e+02,2.468432413430564909e-01,6.519109794608743869e+01
5.454250591196133868e+00,3.181752402641905633e+02,9.172261480375653031e-01,2.092835064120899347e+02
8.834393096325422690e+00,2.967289478917988959e+02,4.958450662917467944e-01,1.373172042203300869e+01
7.223112304877304268e+00,3.085435123468112693e+02,5.712899358469201161e-01,1.604475353106927003e+02
8.545189183809958067e+00,2.975306944551960555e+02,1.466781459975591562e-01,2.227244591492987880e+01
5.480798848171936299e+00,2.889620802566188331e+02,9.833380010327893439e-01,3.208667553367990877e+01
6.144700292928941820e+00,2.858834278253185630e+02,6.894385939107698924e-01,3.349385782074600115e+01
6.836861628492814091e+00,3.157972459449139251e+02,6.872296050140810353e-01,2.491542051682932026e+02
5.773640916951546131e+00,3.052913209866246120e+02,6.840731782556693785e-01,1.300008364124011564e+02
6.282498135769744252e+00,3.056933955135539236e+02,1.325875576074517226e-01,1.530408217080457121e+02
6.996535286005654442e+00,2.899120513989954588e+02,6.905916765491206810e-01,4.952136672687827712e+01
4.141429871752886349e+00,2.958875098468835745e+02,1.846195884904455464e-01,9.385521087558409192e+00
5.699055774485873194e+00,3.104556854805688317e+02,6.127952485878500610e-01,1.695482902127573084e+02
4.001108498551491088e+00,2.985003793053575691e+02,3.408406038414500960e-01,7.713714670172519661e+00
6.412688110008364362e+00,3.019492504949892577e+02,1.457098344727084938e-01,1.222187025307259773e+02
7.040003325402201639e+00,2.925575822870661113e+02,5.772074648564636673e-02,6.011021543898652908e+01
4.464952300328337564e+00,2.873308258609809513e+02,7.914687612473542133e-01,6.716483407231598868e+00
5.210472010723983693e+00,3.030978825802241658e+02,2.207649014710233101e-02,9.466751517377804248e+01
8.019959105295068724e+00,3.130334540804428798e+02,3.052439359378542050e-01,9.665395601894370259e+01
8.201407799247988351e+00,2.863077074048505892e+02,2.675279849257976572e-01,1.980009629347536659e+01
5.938666271351823234e+00,2.900195632224189808e+02,2.798606781153621381e-01,4.678996364146392750e+01
8.071118652706132934e+00,3.161587125198991544e+02,2.207955591940370110e-01,9.598872980487747952e+01
5.385701265160713902e+00,3.121799685425818325e+02,5.825134853141121782e-01,1.533959750041548489e+02
7.530541111567408130e+00,3.124169827158951307e+02,4.698726237533128458e-01,1.614694583809851451e+02
6.727283118285572350e+00,3.163194555750376367e+02,6.504090800785707061e-02,2.564362217396914616e+02
6.200495394513311886e+00,3.133149714037489844e+02,5.761904495484669875e-01,2.253045851195412297e+02
7.282211380868883310e+00,2.957895181712086696e+02,2.892345008616121205e-01,7.288427290208659315e+01
4.066953395485949585e+00,3.053574418465493636e+02,2.936146877346645367e-01,1.469322459139192816e+01
4.812217213541776673e+00,3.192132488382245583e+02,2.221107485345345522e-01,1.250667189133441468e+02
5.469117321939782173e+00,2.954035605637725439e+02,6.474887744600883455e-01,5.553457898059482289e+01
7.402813048847990629e+00,3.052000031312712736e+02,9.721571202642804721e-01,1.264173417151131673e+02
7.531176566806871087e+00,3.118609755397394565e+02,4.208716309941673561e-01,1.572845926991363683e+02
7.403804120930133514e+00,3.066996454533260135e+02,6.594478225678850336e-01,1.356176512734105870e+02
7.838085532818712231e+00,3.053253989598464955e+02,2.239476311462178237e-01,8.869226384185382983e+01
4.397757805068673420e+00,2.993932751715409495e+02,1.973400336038008684e-01,2.012172489765164229e+01
4.529444542076773494e+00,3.060632926112321002e+02,8.008208142498374205e-01,3.265858527496184394e+01
8.276755801310569538e+00,2.925591214300967522e+02,8.553932644065238566e-01,2.902433250739674619e+01
5.784188764805671568e+00,2.930571011121259630e+02,6.382347738828404449e-01,5.554228443730473685e+01
6.841856452417548695e+00,2.885925794615359337e+02,2.405488771942436155e-01,4.480446250923810680e+01
6.517514028667070747e+00,3.079514672010815275e+02,1.639425429479024754e-01,1.745509275890679248e+02
7.133312856688123205e+00,2.980527105119884936e+02,5.345835840449002507e-01,8.903476012824698671e+01
4.384733556139761568e+00,3.161742287126959354e+02,6.718055741896507005e-01,4.491168932733192065e+01
7.848951131832071937e+00,2.889190099078096523e+02,4.559705550469032032e-01,3.382891161860474938e+01
4.617011640815768203e+00,2.858318715137136223e+02,2.329037375141705946e-01,9.278740253546699179e+00
7.406872309170175583e+00,2.938137941241905651e+02,9.191577757607675148e-01,6.174195448326656077e+01
6.010710495753553317e+00,2.972647647001318774e+02,3.777414608706419208e-01,8.364362882244897435e+01
