t,J,A,maturation_resource_level,adult_energy_reserve_level,dA_dt
4.110822164432886616e+00,1.397841915802236485e+02,8.438230597629532781e+01,4.835842490758562873e-01,8.584891245600001497e-01,7.163036000869075437e+00
4.120824164832966652e+00,1.399312237907938368e+02,8.445395198177396878e+01,4.833282584432917472e-01,8.581142041575539059e-01,7.163299467977662260e+00
4.130826165233046687e+00,1.400783965826871054e+02,8.452560062273879282e+01,4.830724115616314984e-01,8.577394027349295458e-01,7.163562153314728675e+00
4.140828165633126723e+00,1.402257098045466535e+02,8.459725189008341317e+01,4.828167076007448544e-01,8.573647203129695082e-01,7.163824008752256667e+00
4.150830166033206758e+00,1.403731633059631463e+02,8.466890577394849515e+01,4.825611457703361529e-01,8.569901569108190342e-01,7.164084987381508896e+00
4.160832166433286794e+00,1.405207569368360225e+02,8.474056226419519078e+01,4.823057252887363311e-01,8.566157125474409550e-01,7.164345042549681963e+00
4.170834166833366830e+00,1.406684905473734375e+02,8.481222135040518140e+01,4.820504453829033698e-01,8.562413872416162475e-01,7.164604127860867422e+00
4.180836167233446865e+00,1.408163639880921778e+02,8.488388302188064927e+01,4.817953052884221266e-01,8.558671810119437007e-01,7.164862197177005676e+00
4.190838167633526901e+00,1.409643771098178036e+02,8.495554726764426334e+01,4.815403042495042807e-01,8.554930938768398052e-01,7.165119204618861204e+00
4.200840168033606936e+00,1.411125297636845346e+02,8.502721407643920770e+01,4.812854415189884438e-01,8.551191258545390861e-01,7.165375104566981790e+00
4.210842168433686972e+00,1.412608218011353642e+02,8.509888343672918154e+01,4.810307163583400492e-01,8.547452769630939917e-01,7.165629851662680849e+00
4.220844168833767007e+00,1.414092530739218887e+02,8.517055533669837075e+01,4.807761280376515178e-01,8.543715472203748940e-01,7.165883400809001103e+00
4.230846169233847043e+00,1.415578234341044777e+02,8.524222976425147635e+01,4.805216758356419815e-01,8.539979366440697550e-01,7.166135707171707558e+00
4.240848169633927078e+00,1.417065327340522174e+02,8.531390670701370027e+01,4.802673590396576153e-01,8.536244452516846826e-01,7.166386726180279609e+00
4.250850170034007114e+00,1.418553808264427971e+02,8.538558615233073112e+01,4.800131769456713604e-01,8.532510730605437077e-01,7.166636413528875593e+00
4.260852170434087149e+00,1.420043675642627647e+02,8.545726808726881529e+01,4.797591288582831459e-01,8.528778200877884519e-01,7.166884725177364857e+00
4.270854170834167185e+00,1.421534928008072427e+02,8.552895249861462901e+01,4.795052140907196669e-01,8.525046863503787931e-01,7.167131617352281658e+00
4.280856171234247221e+00,1.423027563896801269e+02,8.560063937287542046e+01,4.792514319648345511e-01,8.521316718650921995e-01,7.167377046547864339e+00
4.290858171634327256e+00,1.424521581847940013e+02,8.567232869627891034e+01,4.789977818111083030e-01,8.517587766485240630e-01,7.167620969527050079e+00
4.300860172034407292e+00,1.426016980403701382e+02,8.574402045477330603e+01,4.787442629686483597e-01,8.513860007170878097e-01,7.167863343322477654e+00
4.310862172434487327e+00,1.427513758112772848e+02,8.581571463374410769e+01,4.784908748057332684e-01,8.510133440859993792e-01,7.168104125874001475e+00
4.320864172834567363e+00,1.429011913551144630e+02,8.588741121638551590e+01,4.782376168299505848e-01,8.506408067639885662e-01,7.168343279482527919e+00
4.330866173234647398e+00,1.430511445307475071e+02,8.595911018488709487e+01,4.779844886045205299e-01,8.502683887573964094e-01,7.168580768222081900e+00
4.340868173634727434e+00,1.432012351972200861e+02,8.603081152125299980e+01,4.777314896952087331e-01,8.498960900726796330e-01,7.168816556270858342e+00
4.350870174034807469e+00,1.433514632137494687e+02,8.610251520730462005e+01,4.774786196701946706e-01,8.495239107164161974e-01,7.169050607907055728e+00
4.360872174434887505e+00,1.435018284397264381e+02,8.617422122468066448e+01,4.772258781000716099e-01,8.491518506953049661e-01,7.169282887509078606e+00
4.370874174834967540e+00,1.436523307347154059e+02,8.624592955483704770e+01,4.769732645578467767e-01,8.487799100161658172e-01,7.169513359555727661e+00
4.380876175235047576e+00,1.438029699584542698e+02,8.631764017904704644e+01,4.767207786189411323e-01,8.484080886859396431e-01,7.169741988626369356e+00
4.390878175635127612e+00,1.439537459708544702e+02,8.638935307840112898e+01,4.764684198611894850e-01,8.480363867116884613e-01,7.169968739401166857e+00
4.400880176035207647e+00,1.441046586320010761e+02,8.646106823380706885e+01,4.762161878648406010e-01,8.476648041005951928e-01,7.170193576661247903e+00
4.410882176435287683e+00,1.442557078021526706e+02,8.653278562598994483e+01,4.759640822125569271e-01,8.472933408599639948e-01,7.170416465288909080e+00
4.420884176835367718e+00,1.444068933417413518e+02,8.660450523549205570e+01,4.757121024894149230e-01,8.469219969972198170e-01,7.170637370267822774e+00
4.430886177235446866e+00,1.445582151113728457e+02,8.667622704267300549e+01,4.754602482829046739e-01,8.465507725199089561e-01,7.170856256683221908e+00
4.440888177635526901e+00,1.447096729718264214e+02,8.674795102770966082e+01,4.752085191829302779e-01,8.461796674356983905e-01,7.171073089722113103e+00
4.450890178035606937e+00,1.448612667840548340e+02,8.681967717059616518e+01,4.749569147818096804e-01,8.458086817523762235e-01,7.171287834673472084e+00
4.460892178435686972e+00,1.450129964091844670e+02,8.689140545114392467e+01,4.747054346742745623e-01,8.454378154778519061e-01,7.171500456928453282e+00
4.470894178835767008e+00,1.451648617085152466e+02,8.696313584898163640e+01,4.744540784574705072e-01,8.450670686201554593e-01,7.171710921980588793e+00
4.480896179235847043e+00,1.453168625435205854e+02,8.703486834355527435e+01,4.742028457309569456e-01,8.446964411874383627e-01,7.171919195425987326e+00
4.490898179635927079e+00,1.454689987758955851e+02,8.710660291408683520e+01,4.739517360998579121e-01,8.443259331878116836e-01,7.172125243062280830e+00
4.500900180036007114e+00,1.456212702691711627e+02,8.717833953828250060e+01,4.737007492644645934e-01,8.439555446249997761e-01,7.172329033732705028e+00
4.510902180436087150e+00,1.457736768890443955e+02,8.725007819212339655e+01,4.734498850288245131e-01,8.435852754980935897e-01,7.172530539636612801e+00
4.520904180836167185e+00,1.459262185014102045e+02,8.732181885138925281e+01,4.731991432002940479e-01,8.432151258062809962e-01,7.172729733129816765e+00
4.530906181236247221e+00,1.460788949722334849e+02,8.739356149175077348e+01,4.729485235841833224e-01,8.428450955490773833e-01,7.172926586550323336e+00
4.540908181636327257e+00,1.462317061675489640e+02,8.746530608876955171e+01,4.726980259837560983e-01,8.424751847263254323e-01,7.173121072217949035e+00
4.550910182036407292e+00,1.463846519534614004e+02,8.753705261789816916e+01,4.724476502002299405e-01,8.421053933381955625e-01,7.173313162433938572e+00
4.560912182436487328e+00,1.465377321961453561e+02,8.760880105448008237e+01,4.721973960327759401e-01,8.417357213851855979e-01,7.173502829480566945e+00
4.570914182836567363e+00,1.466909467618453959e+02,8.768055137374976482e+01,4.719472632785191024e-01,8.413661688681207673e-01,7.173690045620753963e+00
4.580916183236647399e+00,1.468442955168759738e+02,8.775230355083253642e+01,4.716972517325380698e-01,8.409967357881540373e-01,7.173874783097689445e+00
4.590918183636727434e+00,1.469977783276214325e+02,8.782405756074474823e+01,4.714473611878650106e-01,8.406274221467655572e-01,7.174057014134404220e+00
4.600920184036807470e+00,1.471513950605361174e+02,8.789581337839359776e+01,4.711975914354861183e-01,8.402582279457633252e-01,7.174236710933427297e+00
4.610922184436887505e+00,1.473051455821442062e+02,8.796757097857728525e+01,4.709479422643410018e-01,8.398891531872824112e-01,7.174413845676361312e+00
4.620924184836967541e+00,1.474590297590398507e+02,8.803933033598491420e+01,4.706984134613231840e-01,8.395201978737857340e-01,7.174588390523501502e+00
4.630926185237047576e+00,1.476130474578870917e+02,8.811109142519653403e+01,4.704490048112797140e-01,8.391513620080636171e-01,7.174760317613438687e+00
4.640928185637127612e+00,1.477671985454199159e+02,8.818285422068314006e+01,4.701997160970114997e-01,8.387826455932337888e-01,7.174929599062675578e+00
4.650930186037207648e+00,1.479214828884421991e+02,8.825461869680664506e+01,4.699505470992730305e-01,8.384140486327414932e-01,7.175096206965218215e+00
4.660932186437287683e+00,1.480759003538277625e+02,8.832638482781990774e+01,4.697014975967725992e-01,8.380455711303596011e-01,7.175260113392200267e+00
4.670934186837367719e+00,1.482304508085203452e+02,8.839815258786673269e+01,4.694525673661721354e-01,8.376772130901883884e-01,7.175421290391465590e+00
4.680936187237447754e+00,1.483851341200269474e+02,8.846992195058058428e+01,4.692037562107733706e-01,8.373089745152380026e-01,7.175579710909609332e+00
4.690938187637527790e+00,1.485399501585143014e+02,8.854169288743931077e+01,4.689550640698597062e-01,8.369408554022853552e-01,7.175735352345284923e+00
4.700940188037607825e+00,1.486948987949900811e+02,8.861346536922306427e+01,4.687064909172359850e-01,8.365728557468050663e-01,7.175888193290667516e+00
4.710942188437687861e+00,1.488499799004514443e+02,8.868523936666009888e+01,4.684580367213769803e-01,8.362049755447432675e-01,7.176038212228439406e+00
4.720944188837767896e+00,1.490051933458854876e+02,8.875701485042615957e+01,4.682097014455259831e-01,8.358372147925108298e-01,7.176185387533944748e+00
4.730946189237847932e+00,1.491605390022691324e+02,8.882879179114441115e+01,4.679614850476948584e-01,8.354695734869834745e-01,7.176329697474364444e+00
4.740948189637927968e+00,1.493160167405692960e+02,8.890057015938548091e+01,4.677133874806637115e-01,8.351020516255017734e-01,7.176471120207904342e+00
4.750950190038008003e+00,1.494716264317426919e+02,8.897234992566748701e+01,4.674654086919812768e-01,8.347346492058712597e-01,7.176609633782951470e+00
4.760952190438088039e+00,1.496273679467360012e+02,8.904413106045595327e+01,4.672175486239646403e-01,8.343673662263620949e-01,7.176745216137272010e+00
4.770954190838168074e+00,1.497832411564857580e+02,8.911591353416390859e+01,4.669698072136993505e-01,8.340002026857095130e-01,7.176877845097155983e+00
4.780956191238248110e+00,1.499392459319184638e+02,8.918769731715180171e+01,4.667221843930394742e-01,8.336331585831134872e-01,7.177007498376618777e+00
4.790958191638328145e+00,1.500953821439503884e+02,8.925948237972757227e+01,4.664746800886073741e-01,8.332662339182387301e-01,7.177134153576521847e+00
4.800960192038408181e+00,1.502516496634877967e+02,8.933126869214659393e+01,4.662272942217940419e-01,8.328994286912151379e-01,7.177257788183792009e+00
4.810962192438488216e+00,1.504080483614268360e+02,8.940305622461170287e+01,4.659800267087588210e-01,8.325327429026371240e-01,7.177378379570544809e+00
4.820964192838568252e+00,1.505645781086535351e+02,8.947484494727321191e+01,4.657328774604294619e-01,8.321661765535640631e-01,7.177495904993267395e+00
4.830966193238648287e+00,1.507212387760437764e+02,8.954663483022885373e+01,4.654858463825022330e-01,8.317997296455201806e-01,7.177610341591961429e+00
4.840968193638728323e+00,1.508780302344634379e+02,8.961842584352386609e+01,4.652389333754419209e-01,8.314334021804945518e-01,7.177721666389319743e+00
4.850970194038808359e+00,1.510349523547682224e+02,8.969021795715090661e+01,4.649921383344815529e-01,8.310671941609411029e-01,7.177829856289866584e+00
4.860972194438888394e+00,1.511920050078273334e+02,8.976201114103042755e+01,4.647454611511109279e-01,8.307011055897023377e-01,7.177934888127497359e+00
4.870974194838968430e+00,1.513491880660139373e+02,8.983380536381754666e+01,4.644989017955416521e-01,8.303351364660302991e-01,7.178036741374117291e+00
4.880976195239048465e+00,1.515065014039407174e+02,8.990560059235262713e+01,4.642524603474360578e-01,8.299692867843564414e-01,7.178135399187910437e+00
4.890978195639127613e+00,1.516639448963240397e+02,8.997739679333713525e+01,4.640061368860555202e-01,8.296035565393886646e-01,7.178230844792818033e+00
4.900980196039207648e+00,1.518215184178077095e+02,9.004919393346395395e+01,4.637599314831589714e-01,8.292379457263886477e-01,7.178323061237692926e+00
4.910982196439287684e+00,1.519792218429629713e+02,9.012099197941732598e+01,4.635138442030032335e-01,8.288724543411716272e-01,7.178412031395152937e+00
4.920984196839367719e+00,1.521370550462885092e+02,9.019279089787291070e+01,4.632678751023428521e-01,8.285070823801063966e-01,7.178497737960432445e+00
4.930986197239447755e+00,1.522950179022103896e+02,9.026459065549774152e+01,4.630220242304300404e-01,8.281418298401154177e-01,7.178580163450218876e+00
4.940988197639527790e+00,1.524531102850822037e+02,9.033639121895025426e+01,4.627762916290148465e-01,8.277766967186748204e-01,7.178659290201526488e+00
4.950990198039607826e+00,1.526113320691848969e+02,9.040819255488025874e+01,4.625306773323451526e-01,8.274116830138142920e-01,7.178735100370517763e+00
4.960992198439687861e+00,1.527696831287269390e+02,9.047999462992896724e+01,4.622851813671664534e-01,8.270467887241169658e-01,7.178807575931350549e+00
4.970994198839767897e+00,1.529281633378441825e+02,9.055179741072896604e+01,4.620398037527220780e-01,8.266820138487198655e-01,7.178876698675004775e+00
4.980996199239847932e+00,1.530867725705999192e+02,9.062360086390428648e+01,4.617945445007530791e-01,8.263173583873134609e-01,7.178942450208129600e+00
4.990998199639927968e+00,1.532455107009848803e+02,9.069540495607027708e+01,4.615494036154982882e-01,8.259528223401420011e-01,7.179004811951870124e+00
5.001000200040008004e+00,1.534043776029172932e+02,9.076720965383371720e+01,4.613043810936942601e-01,8.255884057080029592e-01,7.179063765140696773e+00
5.011002200440088039e+00,1.535633731502427395e+02,9.083901492379276021e+01,4.610594769245753843e-01,8.252241084922480319e-01,7.179119290821230237e+00
5.021004200840168075e+00,1.537224972167342969e+02,9.091082073253699036e+01,4.608146910898736626e-01,8.248599306947818066e-01,7.179171369851052198e+00
5.031006201240248110e+00,1.538817496760924257e+02,9.098262704664733747e+01,4.605700235638190421e-01,8.244958723180632054e-01,7.179219982897551589e+00
5.041008201640328146e+00,1.540411304019451109e+02,9.105443383269611957e+01,4.603254743131391380e-01,8.241319333651041523e-01,7.179265110436718444e+00
5.051010202040408181e+00,1.542006392681471141e+02,9.112624105700520261e+01,4.600810433141993561e-01,8.237681138386300228e-01,7.179306733323066680e+00
5.061012202440488217e+00,1.543602761510231574e+02,9.119804868386735563e+01,4.598367306715227532e-01,8.234044137355308601e-01,7.179344836768990490e+00
5.071014202840568252e+00,1.545200409279916585e+02,9.126985667665879021e+01,4.595925365385540862e-01,8.230408330507644754e-01,7.179379407720801964e+00
5.081016203240648288e+00,1.546799334763496176e+02,9.134166499878286061e+01,4.593484610592352135e-01,8.226773717799268359e-01,7.179410432885847904e+00
5.091018203640728323e+00,1.548399536732719355e+02,9.141347361366911173e+01,4.591045043683838478e-01,8.223140299192227554e-01,7.179437898742673241e+00
5.101020204040808359e+00,1.550001013958115834e+02,9.148528248477316538e+01,4.588606665916933336e-01,8.219508074654653385e-01,7.179461791539625715e+00
5.111022204440888395e+00,1.551603765208995469e+02,9.155709157557686240e+01,4.586169478457330362e-01,8.215877044160768694e-01,7.179482097293485410e+00
5.121024204840968430e+00,1.553207789253447970e+02,9.162890084958812054e+01,4.583733482379479529e-01,8.212247207690880346e-01,7.179498801788023243e+00
5.131026205241048466e+00,1.554813084858343188e+02,9.170071027034104816e+01,4.581298678666589907e-01,8.208618565231384778e-01,7.179511890572625177e+00
5.141028205641128501e+00,1.556419650789331399e+02,9.177251980139588738e+01,4.578865068210628553e-01,8.204991116774762450e-01,7.179521348960864913e+00
5.151030206041208537e+00,1.558027485810842734e+02,9.184432940633902831e+01,4.576432651812319397e-01,8.201364862319585614e-01,7.179527162029103238e+00
5.161032206441288572e+00,1.559636588686087464e+02,9.191613904878296637e+01,4.574001430181146577e-01,8.197739801870509435e-01,7.179529314615066937e+00
5.171034206841368608e+00,1.561246958177056285e+02,9.198794869236641603e+01,4.571571403935349998e-01,8.194115935438277543e-01,7.179527791316418828e+00
5.181036207241448643e+00,1.562858593044519466e+02,9.205975830075418287e+01,4.569142573601929769e-01,8.190493263039720917e-01,7.179522576489349106e+00
5.191038207641528679e+00,1.564471492048027983e+02,9.213156783763722046e+01,4.566714939616641766e-01,8.186871784697759002e-01,7.179513654247145382e+00
5.201040208041608714e+00,1.566085653945912384e+02,9.220337726673264456e+01,4.564288502324002073e-01,8.183251500441397486e-01,7.179501008458754718e+00
5.211042208441688750e+00,1.567701077495283641e+02,9.227518655178370466e+01,4.561863261977284201e-01,8.179632410305727186e-01,7.179484622747356326e+00
5.221044208841768786e+00,1.569317761452032869e+02,9.234699565655981246e+01,4.559439218738518540e-01,8.176014514331928495e-01,7.179464480488923606e+00
5.231046209241848821e+00,1.570935704570872247e+02,9.241880454485314544e+01,4.557016372681025329e-01,8.172397812567139264e-01,7.179440564819306481e+00
5.241048209641928857e+00,1.572554905617723762e+02,9.249061317948685712e+01,4.554594724469019362e-01,8.168782305032018520e-01,7.179412860945181052e+00
5.251050210042008892e+00,1.574175363383035915e+02,9.256242152127479983e+01,4.552174275994070873e-01,8.165167991693215166e-01,7.179381358346356379e+00
5.261052210442088928e+00,1.575797076658434435e+02,9.263422953087169276e+01,4.549755029161478004e-01,8.161554872519317660e-01,7.179346046639942358e+00
5.271054210842168963e+00,1.577420044233927001e+02,9.270603716898651214e+01,4.547336985773639539e-01,8.157942947485320451e-01,7.179306915172756653e+00
5.281056211242248999e+00,1.579044264897904668e+02,9.277784439638240599e+01,4.544920147530052690e-01,8.154332216572626191e-01,7.179263953019729527e+00
5.291058211642329034e+00,1.580669737437140157e+02,9.284965117387680777e+01,4.542504516027316974e-01,8.150722679769049073e-01,7.179217148982333541e+00
5.301060212042409070e+00,1.582296460636790130e+02,9.292145746234133696e+01,4.540090092759130891e-01,8.147114337068805945e-01,7.179166491586975951e+00
5.311062212442489106e+00,1.583924433280392634e+02,9.299326322270187006e+01,4.537676879116294137e-01,8.143507188472527414e-01,7.179111969083408873e+00
5.321064212842569141e+00,1.585553654149869089e+02,9.306506841593851220e+01,4.535264876386705946e-01,8.139901233987247853e-01,7.179053569443122562e+00
5.331066213242649177e+00,1.587184122025523436e+02,9.313687300308558292e+01,4.532854085755366191e-01,8.136296473626413173e-01,7.178991280357742255e+00
5.341068213642729212e+00,1.588815835686042135e+02,9.320867694523165881e+01,4.530444508304374840e-01,8.132692907409876382e-01,7.178925089237427670e+00
5.351070214042809248e+00,1.590448793908494451e+02,9.328048020351953085e+01,4.528036145012932501e-01,8.129090535363897585e-01,7.178854983209241425e+00
5.361072214442888395e+00,1.592082995468331887e+02,9.335228273914619024e+01,4.525628996757340428e-01,8.125489357521147316e-01,7.178780949115557419e+00
5.371074214842968431e+00,1.593718439139389602e+02,9.342408451336292785e+01,4.523223064310998298e-01,8.121889373920700983e-01,7.178702973512411489e+00
5.381076215243048466e+00,1.595355123693884138e+02,9.349588548747522054e+01,4.520818348344408100e-01,8.118290584608045535e-01,7.178621042667900021e+00
5.391078215643128502e+00,1.596993047902415412e+02,9.356768562284275959e+01,4.518414849425171353e-01,8.114692989635076126e-01,7.178535142560543036e+00
5.401080216043208537e+00,1.598632210533966145e+02,9.363948488087952171e+01,4.516012568017989670e-01,8.111096589060092787e-01,7.178445258877649948e+00
5.411082216443288573e+00,1.600272610355900724e+02,9.371128322305365543e+01,4.513611504484665304e-01,8.107501382947807089e-01,7.178351377013688861e+00
5.421084216843368608e+00,1.601914246136698807e+02,9.378308061066815071e+01,4.511211659236505911e-01,8.103907371362001344e-01,7.178253482595193802e+00
5.431086217243448644e+00,1.603557116669232130e+02,9.385487700300843983e+01,4.508813033953564253e-01,8.100314554309370196e-01,7.178151565719446126e+00
5.441088217643528679e+00,1.605201220757546707e+02,9.392667235840683304e+01,4.506415630833332520e-01,8.096722931776135779e-01,7.178045618377936421e+00
5.451090218043608715e+00,1.606846557203713246e+02,9.399846663527678459e+01,4.504019451955520448e-01,8.093132503755549045e-01,7.177935632237270269e+00
5.461092218443688751e+00,1.608493124807860113e+02,9.407025979210916944e+01,4.501624499288466863e-01,8.089543270247435691e-01,7.177821598658332469e+00
5.471094218843768786e+00,1.610140922368173619e+02,9.414205178747236857e+01,4.499230774689140233e-01,8.085955231258195042e-01,7.177703508694557755e+00
5.481096219243848822e+00,1.611789948680896600e+02,9.421384258001222634e+01,4.496838279903138114e-01,8.082368386800801163e-01,7.177581353090140226e+00
5.491098219643928857e+00,1.613440202540330404e+02,9.428563212845203623e+01,4.494447016564688258e-01,8.078782736894801753e-01,7.177455122278360022e+00
5.501100220044008893e+00,1.615091682738833185e+02,9.435742039159259775e+01,4.492056986196647506e-01,8.075198281566319247e-01,7.177324806379757227e+00
5.511102220444088928e+00,1.616744388066820477e+02,9.442920732831211694e+01,4.489668190210502341e-01,8.071615020848048605e-01,7.177190395200424788e+00
5.521104220844168964e+00,1.618398317312766039e+02,9.450099289756634846e+01,4.487280629906367779e-01,8.068032954779261745e-01,7.177051878230226833e+00
5.531106221244248999e+00,1.620053469263200441e+02,9.457277705838845350e+01,4.484894306472989034e-01,8.064452083405804217e-01,7.176909244641043628e+00
5.541108221644329035e+00,1.621709842702711626e+02,9.464455976988909924e+01,4.482509220987742071e-01,8.060872406780094090e-01,7.176762483285000549e+00
5.551110222044409070e+00,1.623367436413945768e+02,9.471634099125641626e+01,4.480125374416630279e-01,8.057293924961124176e-01,7.176611582692688174e+00
5.561112222444489106e+00,1.625026249177605564e+02,9.478812068175598426e+01,4.477742767614287245e-01,8.053716638014462026e-01,7.176456531071396583e+00
5.571114222844569142e+00,1.626686279772451940e+02,9.485989880073086056e+01,4.475361401323976196e-01,8.050140546012249931e-01,7.176297316303328344e+00
5.581116223244649177e+00,1.628347526975302912e+02,9.493167530760160844e+01,4.472981276177590004e-01,8.046565649033203815e-01,7.176133925943814162e+00
5.591118223644729213e+00,1.630009989561034160e+02,9.500345016186619773e+01,4.470602392695651184e-01,8.042991947162614341e-01,7.175966347219529418e+00
5.601120224044809248e+00,1.631673666302763479e+02,9.507522332308525392e+01,4.468224751297941721e-01,8.039419440491822888e-01,7.175794567063944029e+00
5.611122224444889284e+00,1.633338555987698442e+02,9.514699474961534520e+01,4.465848353150345118e-01,8.035848129078800861e-01,7.175618575103495544e+00
5.621124224844969319e+00,1.635004657425566279e+02,9.521876439794770874e+01,4.463473200539992969e-01,8.032278012933307121e-01,7.175438365016122866e+00
5.631126225245049355e+00,1.636671969425493103e+02,9.529053222454575689e+01,4.461099295699341716e-01,8.028709092069604703e-01,7.175253930375856903e+00
5.641128225645129390e+00,1.638340490794391258e+02,9.536229818597010421e+01,4.458726640743224112e-01,8.025141366508594665e-01,7.175065264422647360e+00
5.651130226045209426e+00,1.640010220336960458e+02,9.543406223887853912e+01,4.456355237668847002e-01,8.021574836277816090e-01,7.174872360060488674e+00
5.661132226445289461e+00,1.641681156855687505e+02,9.550582434002599541e+01,4.453985088355792432e-01,8.018009501411442752e-01,7.174675209855562841e+00
5.671134226845369497e+00,1.643353299150845714e+02,9.557758444626459493e+01,4.451616194566019868e-01,8.014445361950289781e-01,7.174473806034364465e+00
5.681136227245449533e+00,1.645026646020495207e+02,9.564934251454366176e+01,4.449248557943861204e-01,8.010882417941804778e-01,7.174268140481826705e+00
5.691138227645529568e+00,1.646701196260482902e+02,9.572109850190965119e+01,4.446882180016026864e-01,8.007320669440076699e-01,7.174058204739441891e+00
5.701140228045609604e+00,1.648376948664442807e+02,9.579285236550620652e+01,4.444517062191600254e-01,8.003760116505829192e-01,7.173843990003397231e+00
5.711142228445689639e+00,1.650053902023795445e+02,9.586460406257414490e+01,4.442153205762041090e-01,8.000200759206422818e-01,7.173625487122657240e+00
5.721144228845769675e+00,1.651732055127748993e+02,9.593635355045147151e+01,4.439790611901185402e-01,7.996642597615856163e-01,7.173402686597105671e+00
5.731146229245849710e+00,1.653411406763297578e+02,9.600810078657333690e+01,4.437429281665242198e-01,7.993085631814766945e-01,7.173175578575625266e+00
5.741148229645929746e+00,1.655091955715222696e+02,9.607984572847209392e+01,4.435069215992798464e-01,7.989529861890425355e-01,7.172944152854205058e+00
5.751150230046009781e+00,1.656773700766092361e+02,9.615158833377724079e+01,4.432710415704815277e-01,7.985975287936745159e-01,7.172708398874051205e+00
5.761152230446089817e+00,1.658456640696261672e+02,9.622332856021547798e+01,4.430352881504628915e-01,7.982421910054270375e-01,7.172468305719656101e+00
5.771154230846169852e+00,1.660140774283872531e+02,9.629506636561065136e+01,4.427996613977952522e-01,7.978869728350187485e-01,7.172223862116904769e+00
5.781156231246249888e+00,1.661826100304853639e+02,9.636680170788380906e+01,4.425641613592872226e-01,7.975318742938317662e-01,7.171975056431138640e+00
5.791158231646329924e+00,1.663512617540287977e+02,9.643853454446353624e+01,4.423287881095559482e-01,7.971768953920688183e-01,7.171721878084056812e+00
5.801160232046409959e+00,1.665200324798559848e+02,9.651026483052126537e+01,4.420935418628768598e-01,7.968220361337997604e-01,7.171464321592909030e+00
5.811162232446489995e+00,1.666889220891780496e+02,9.658199252085476871e+01,4.418584228492092869e-01,7.964672965226451407e-01,7.171202382132571884e+00
5.821164232846569142e+00,1.668579304629581088e+02,9.665371757037914335e+01,4.416234312860432554e-01,7.961126765629003010e-01,7.170936054510907098e+00
5.831166233246649178e+00,1.670270574819150795e+02,9.672543993412375585e+01,4.413885673786348551e-01,7.957581762595243857e-01,7.170665333175186618e+00
5.841168233646729213e+00,1.671963030265237364e+02,9.679715956723225645e+01,4.411538313200059624e-01,7.954037956181395641e-01,7.170390212210056013e+00
5.851170234046809249e+00,1.673656669770145413e+02,9.686887642496260753e+01,4.409192232909445730e-01,7.950495346450313638e-01,7.170110685335620460e+00
5.861172234446889284e+00,1.675351492133738134e+02,9.694059046268699831e+01,4.406847434600043578e-01,7.946953933471485598e-01,7.169826745905425014e+00
5.871174234846969320e+00,1.677047496153437010e+02,9.701230163589194433e+01,4.404503919835051073e-01,7.943413717321033962e-01,7.169538386904525495e+00
5.881176235247049355e+00,1.678744680624220962e+02,9.708400990017818799e+01,4.402161690055324539e-01,7.939874698081710314e-01,7.169245600947457220e+00
5.891178235647129391e+00,1.680443044338626919e+02,9.715571521126081223e+01,4.399820746579379827e-01,7.936336875842903149e-01,7.168948380276271237e+00
5.901180236047209426e+00,1.682142586086749816e+02,9.722741752496911261e+01,4.397481090603391207e-01,7.932800250700631217e-01,7.168646716758541260e+00
5.911182236447289462e+00,1.683843304656242879e+02,9.729911679724673945e+01,4.395142723201193591e-01,7.929264822757547959e-01,7.168340601885361707e+00
5.921184236847369498e+00,1.685545198832316771e+02,9.737081298415154151e+01,4.392805645324279751e-01,7.925730592122938178e-01,7.168030026769346641e+00
5.931186237247449533e+00,1.687248267397740733e+02,9.744250604185570808e+01,4.390469857801801989e-01,7.922197558912721371e-01,7.167714982142632252e+00
5.941188237647529569e+00,1.688952509132841158e+02,9.751419592664566949e+01,4.388135361340572138e-01,7.918665723249447286e-01,7.167395458354843818e+00
5.951190238047609604e+00,1.690657922815503014e+02,9.758588259492218242e+01,4.385802156525061557e-01,7.915135085262301473e-01,7.167071445371114180e+00
5.961192238447689640e+00,1.692364507221168992e+02,9.765756600320021619e+01,4.383470243817400025e-01,7.911605645087099736e-01,7.166742932770036489e+00
5.971194238847769675e+00,1.694072261126248407e+02,9.772924610783618959e+01,4.381139623740428202e-01,7.908077402857791594e-01,7.166409910408882311e+00
5.981196239247849711e+00,1.695781183332906039e+02,9.780092286304656568e+01,4.378810298147996494e-01,7.904550358649757857e-01,7.166072373077041036e+00
5.991198239647929746e+00,1.697491272652860346e+02,9.787259622220494748e+01,4.376482269348640486e-01,7.901024512520776755e-01,7.165730317320010201e+00
6.001200240048009782e+00,1.699202527895077708e+02,9.794426613882366439e+01,4.374155539515890423e-01,7.897499864535738601e-01,7.165383739270665409e+00
6.011202240448089817e+00,1.700914947865886120e+02,9.801593256654449249e+01,4.371830110697283445e-01,7.893976414766121774e-01,7.165032634679183943e+00
6.021204240848169853e+00,1.702628531368975189e+02,9.808759545913866873e+01,4.369505984814368027e-01,7.890454163289988276e-01,7.164676998911000183e+00
6.031206241248249889e+00,1.704343277205395566e+02,9.815925477050687675e+01,4.367183163662700651e-01,7.886933110191987062e-01,7.164316826944746808e+00
