t,x,y,vx,vy,dvx_dt,dvx_dt_noisy
2.286457291458291685e+00,-2.416721999504800600e-01,-4.918643486302188284e-01,1.038961960036870913e+00,-9.119910967002975433e-01,7.636225992210448066e-01,7.662658906135911829e-01
2.288457691538307692e+00,-2.395923410625071803e-01,-4.936835210809283336e-01,1.040476960714650678e+00,-9.068206927875470669e-01,7.511070603366805098e-01,7.555604463560267048e-01
2.290458091618323699e+00,-2.375094766966504012e-01,-4.954923691060242885e-01,1.041967121446981670e+00,-9.016686606761529221e-01,7.387845417571888840e-01,7.354607822493219871e-01
2.292458491698339706e+00,-2.354236560753579788e-01,-4.972909293057632407e-01,1.043432823708930313e+00,-8.965348962630396157e-01,7.266515001227208392e-01,7.286219717651983840e-01
2.294458891778355714e+00,-2.333349275194604167e-01,-4.990792381560645863e-01,1.044874441501424611e+00,-8.914192905830037317e-01,7.147044190513238693e-01,7.172478094928781411e-01
2.296459291858371721e+00,-2.312433386969308668e-01,-5.008573318919211648e-01,1.046292342315809920e+00,-8.863217329243522347e-01,7.029398116057588020e-01,7.206863626711758064e-01
2.298459691938387728e+00,-2.291489366228850189e-01,-5.026252465073995923e-01,1.047686887133850275e+00,-8.812421108289023586e-01,6.913542214640796546e-01,6.845146238194927957e-01
2.300460092018403735e+00,-2.270517676595812662e-01,-5.043830177556398731e-01,1.049058430427727950e+00,-8.761803100919819398e-01,6.799442240255022529e-01,6.798392820299282713e-01
2.302460492098419742e+00,-2.249518775164205397e-01,-5.061306811488560653e-01,1.050407320160043900e+00,-8.711362147624288621e-01,6.687064274529728181e-01,6.723450255756693306e-01
2.304460892178435749e+00,-2.228493112499464468e-01,-5.078682719583355043e-01,1.051733897783816429e+00,-8.661097071425917227e-01,6.576374736538570520e-01,6.403896043929030446e-01
2.306461292258451756e+00,-2.207441132638451875e-01,-5.095958252144393574e-01,1.053038498242483190e+00,-8.611006677883292770e-01,6.467340392001598159e-01,6.307043555258778911e-01
2.308461692338467763e+00,-2.186363273089455272e-01,-5.113133757066022911e-01,1.054321449969899405e+00,-8.561089755090107722e-01,6.359928361896911575e-01,6.576510198979692579e-01
2.310462092418483770e+00,-2.165259964832189077e-01,-5.130209579833325817e-01,1.055583074890338757e+00,-8.511345073675156137e-01,6.254106130496071003e-01,6.077394235129903732e-01
2.312462492498499778e+00,-2.144131632317793634e-01,-5.147186063522123378e-01,1.056823688418493390e+00,-8.461771386802339201e-01,6.149841552837274072e-01,6.207334467302799696e-01
2.314462892578515785e+00,-2.122978693468834943e-01,-5.164063548798971670e-01,1.058043599459473461e+00,-8.412367430170659688e-01,6.047102861650510697e-01,5.962280321044053366e-01
2.316463292658531792e+00,-2.101801559679306042e-01,-5.180842373921162869e-01,1.059243110408807587e+00,-8.363131922014223063e-01,5.945858673748801726e-01,5.869542663473689137e-01
2.318463692738547799e+00,-2.080600635814625621e-01,-5.197522874736726362e-01,1.060422517152442845e+00,-8.314063563102241927e-01,5.846077995899512381e-01,5.647825505472278129e-01
2.320464092818563806e+00,-2.059376320211638023e-01,-5.214105384684426525e-01,1.061582109066744106e+00,-8.265161036739029354e-01,5.747730230189818101e-01,5.657656372957283741e-01
2.322464492898579813e+00,-2.038129004678614353e-01,-5.230590234793766058e-01,1.062722169018495144e+00,-8.216423008764004443e-01,5.650785178900223915e-01,5.729223040450591720e-01
2.324464892978595820e+00,-2.016859074495252202e-01,-5.246977753684981538e-01,1.063842973364897304e+00,-8.167848127551686765e-01,5.555213048899999562e-01,5.416338764808348305e-01
2.326465293058611827e+00,-1.995566909068182126e-01,-5.263268267458183214e-01,1.064944792399077134e+00,-8.119435029879710219e-01,5.460984457828178540e-01,5.520527145862357266e-01
2.328465693138627834e+00,-1.974252891349304317e-01,-5.279462097681754118e-01,1.066027896263127328e+00,-8.071182426399053922e-01,5.368070470055548160e-01,5.399400244990406605e-01
2.330466093218643842e+00,-1.952917393655505818e-01,-5.295559563320860752e-01,1.067092544732160420e+00,-8.023088976152853435e-01,5.276442550882172178e-01,5.478272780817411425e-01
2.332466493298659849e+00,-1.931560780702573921e-01,-5.311560981101087764e-01,1.068138990261978449e+00,-7.975153311493791142e-01,5.186072578646488962e-01,5.138619220320717051e-01
2.334466893378675856e+00,-1.910183412907658917e-01,-5.327466665073212759e-01,1.069167480374449308e+00,-7.927374067320345219e-01,5.096932857862895849e-01,5.223274261783176220e-01
2.336467293458691863e+00,-1.888785646389274375e-01,-5.343276926613204081e-01,1.070178257657507181e+00,-7.879749881076787421e-01,5.008996120709745536e-01,5.097883016133889500e-01
2.338467693538707870e+00,-1.867367832967297414e-01,-5.358992074422223029e-01,1.071171559765152104e+00,-7.832279392753186409e-01,4.922235528147241301e-01,4.893568686415412650e-01
2.340468093618723877e+00,-1.845930320162968152e-01,-5.374612414526621640e-01,1.072147619417450404e+00,-7.784961244885405529e-01,4.836624670678816296e-01,4.670329071785199737e-01
2.342468493698739884e+00,-1.824473451198890539e-01,-5.390138250277943799e-01,1.073106664400534704e+00,-7.737794082555105035e-01,4.752137568769423948e-01,4.903081606728074693e-01
2.344468893778755891e+00,-1.802997564999030966e-01,-5.405569882352926347e-01,1.074048917566603478e+00,-7.690776553389738757e-01,4.668748672933813459e-01,4.532309782349459026e-01
2.346469293858771898e+00,-1.781502996188719656e-01,-5.420907608753494644e-01,1.074974596833921492e+00,-7.643907307562555209e-01,4.586432863507695079e-01,4.539091268245415423e-01
2.348469693938787906e+00,-1.759990075094650108e-01,-5.436151724806769225e-01,1.075883915186819584e+00,-7.597184997792599814e-01,4.505165450114347325e-01,4.593483104114365889e-01
2.350470094018803913e+00,-1.738459127744879096e-01,-5.451302523165060254e-01,1.076777080675694886e+00,-7.550608279344711571e-01,4.424922170839049596e-01,4.536517727718378246e-01
2.352470494098819920e+00,-1.716910475868826391e-01,-5.466360293805869741e-01,1.077654296417010160e+00,-7.504175810029527494e-01,4.345679191123401619e-01,4.261134521507602968e-01
2.354470894178835927e+00,-1.695344436897275597e-01,-5.481325324031892654e-01,1.078515760593295125e+00,-7.457886250203478173e-01,4.267413102391377500e-01,4.264212933801554972e-01
2.356471294258851934e+00,-1.673761323962372760e-01,-5.496197898471013588e-01,1.079361666453144686e+00,-7.411738262768787777e-01,4.190100920418662889e-01,4.164243076211727734e-01
2.358471694338867941e+00,-1.652161445897628034e-01,-5.510978299076312314e-01,1.080192202311220706e+00,-7.365730513173478489e-01,4.113720083456630650e-01,4.231875941014867082e-01
2.360472094418883948e+00,-1.630545107237914570e-01,-5.525666805126054903e-01,1.081007551548250678e+00,-7.319861669411368288e-01,4.038248450122003397e-01,4.288711787540095410e-01
2.362472494498899955e+00,-1.608912608219468798e-01,-5.540263693223703712e-01,1.081807892611028388e+00,-7.274130402022066511e-01,3.963664297063022035e-01,3.780675614511028737e-01
2.364472894578915962e+00,-1.587264244779890143e-01,-5.554769237297911832e-01,1.082593399012413693e+00,-7.228535384090981619e-01,3.889946316412691840e-01,3.981588607411118974e-01
2.366473294658931970e+00,-1.565600312400367566e-01,-5.569183709046869879e-01,1.083364242850920922e+00,-7.183075313232544223e-01,3.817073622899405105e-01,3.531256085208732687e-01
2.368473694738947977e+00,-1.543921106980586655e-01,-5.583507377475780409e-01,1.084120594908305923e+00,-7.137748919402072678e-01,3.745025753249702216e-01,3.746432390466166718e-01
2.370474094818963984e+00,-1.522226915340459397e-01,-5.597740507995043746e-01,1.084862616169927962e+00,-7.092554909866614077e-01,3.673782638381966059e-01,3.562904185987047501e-01
2.372474494898979991e+00,-1.500518021479546049e-01,-5.611883363616729792e-01,1.085590464136508393e+00,-7.047492002811003298e-01,3.603324615851060120e-01,3.802506494862065156e-01
2.374474894978995998e+00,-1.478794706728909503e-01,-5.625936204977237676e-01,1.086304292969514140e+00,-7.002558928182363029e-01,3.533632426640515578e-01,3.550269279470621431e-01
2.376475295059012005e+00,-1.457057249751116668e-01,-5.639899290337299087e-01,1.087004253491157701e+00,-6.957754427690102661e-01,3.464687211419394397e-01,3.391010036623815505e-01
2.378475695139028012e+00,-1.435305926540237087e-01,-5.653772875581974944e-01,1.087690493184397145e+00,-6.913077254805919392e-01,3.396470506660929090e-01,3.346539221190046876e-01
2.380476095219044019e+00,-1.413541010421843214e-01,-5.667557214220653172e-01,1.088363156192935666e+00,-6.868526174763800451e-01,3.328964240631807070e-01,3.271434665427584432e-01
2.382476495299060026e+00,-1.391762772053011243e-01,-5.681252557387058699e-01,1.089022383321222698e+00,-6.824099964560015330e-01,3.262150729260612225e-01,3.280981890116880795e-01
2.384476895379076034e+00,-1.369971479422319727e-01,-5.694859153839240129e-01,1.089668312034452358e+00,-6.779797412953125768e-01,3.196012671893696533e-01,3.180197824855725552e-01
2.386477295459092041e+00,-1.348167397849850957e-01,-5.708377249959581956e-01,1.090301076458564999e+00,-6.735617320463977986e-01,3.130533146946449796e-01,3.196121704344602188e-01
2.388477695539108048e+00,-1.326350789987190137e-01,-5.721807089754794573e-01,1.090920807380246549e+00,-6.691558499375706015e-01,3.065695607457732952e-01,3.219721715650202265e-01
2.390478095619123611e+00,-1.304521915817430655e-01,-5.735148914855917601e-01,1.091527632246927615e+00,-6.647619773733742798e-01,3.001483876554894570e-01,3.071625081245643041e-01
2.392478495699139618e+00,-1.282681032655153819e-01,-5.748402964518329883e-01,1.092121675166785710e+00,-6.603799979345778004e-01,2.937882142836545363e-01,2.815281838066135967e-01
2.394478895779155625e+00,-1.260828395146459391e-01,-5.761569475621732828e-01,1.092703056908742587e+00,-6.560097963781817976e-01,2.874874955680230548e-01,2.712494275031632207e-01
2.396479295859171632e+00,-1.238964255268945047e-01,-5.774648682670159294e-01,1.093271894902466235e+00,-6.516512586374146876e-01,2.812447220481436028e-01,2.736905267915865636e-01
2.398479695939187639e+00,-1.217088862331711374e-01,-5.787640817791972481e-01,1.093828303238370214e+00,-6.473042718217335567e-01,2.750584193830631907e-01,2.855905720261605052e-01
2.400480096019203646e+00,-1.195202462975362562e-01,-5.800546110739867034e-01,1.094372392667613214e+00,-6.429687242168244943e-01,2.689271478634498447e-01,2.655766663267963290e-01
2.402480496099219653e+00,-1.173305301172005571e-01,-5.813364788890867940e-01,1.094904270602099716e+00,-6.386445052846021486e-01,2.628495019187367943e-01,2.561737737279709548e-01
2.404480896179235661e+00,-1.151397618243115012e-01,-5.826097077254377421e-01,1.095424041135507176e+00,-6.343315056668835661e-01,2.568241096235366339e-01,2.582069352015954333e-01
2.406481296259251668e+00,-1.129479657264643583e-01,-5.838743200290371638e-01,1.095931810026694375e+00,-6.300296182113612753e-01,2.508496331066256135e-01,2.366943736107114671e-01
2.408481696339267675e+00,-1.107551659005269890e-01,-5.851303379681448424e-01,1.096427679431581259e+00,-6.257387374353283738e-01,2.449247672217341742e-01,2.335314900050412534e-01
2.410482096419283682e+00,-1.085613859574819928e-01,-5.863777833753701652e-01,1.096911745709465924e+00,-6.214587587148173720e-01,2.390482385323838832e-01,2.441514927844786187e-01
2.412482496499299689e+00,-1.063666493490453835e-01,-5.876166778987328421e-01,1.097384103187701854e+00,-6.171895788244194936e-01,2.332188054226352614e-01,2.301872704935530312e-01
2.414482896579315696e+00,-1.041709793676666718e-01,-5.888470430016621293e-01,1.097844844161696365e+00,-6.129310959372853418e-01,2.274352575818721356e-01,2.229028951609669518e-01
2.416483296659331703e+00,-1.019743991465287825e-01,-5.900688999629974951e-01,1.098294058894911052e+00,-6.086832096251245661e-01,2.216964154886339744e-01,2.248727657417990133e-01
2.418483696739347710e+00,-9.977693165954809595e-02,-5.912822698769885088e-01,1.098731835618862229e+00,-6.044458208582058623e-01,2.160011298939354396e-01,2.101524178621273498e-01
2.420484096819363717e+00,-9.757859972137444826e-02,-5.924871736532946187e-01,1.099158260533120934e+00,-6.002188320053569726e-01,2.103482813045002564e-01,2.034853708388734972e-01
2.422484496899379725e+00,-9.537942598739113098e-02,-5.936836320169851522e-01,1.099573417805311815e+00,-5.960021468339647965e-01,2.047367794663079443e-01,2.001386778409711964e-01
2.424484896979395732e+00,-9.317943295371486356e-02,-5.948716655085395377e-01,1.099977389571114683e+00,-5.917956705099751691e-01,1.991655628488382401e-01,2.051917687399542334e-01
2.426485297059411739e+00,-9.097864295719582106e-02,-5.960512944838474159e-01,1.100370255934263186e+00,-5.875993095978933045e-01,1.936335981303789755e-01,1.942317974875910069e-01
2.428485697139427746e+00,-8.877707817541766189e-02,-5.972225391142079731e-01,1.100752094966545913e+00,-5.834129720607831304e-01,1.881398796847419119e-01,1.761939038379788103e-01
2.430486097219443753e+00,-8.657476062669745842e-02,-5.983854193863307191e-01,1.101122982707805287e+00,-5.792365672602678428e-01,1.826834290697163521e-01,1.796528599244242574e-01
2.432486497299459760e+00,-8.437171217008571089e-02,-5.995399551023350426e-01,1.101482993165938895e+00,-5.750700059565297950e-01,1.772632945175752761e-01,1.837455337820883550e-01
2.434486897379475767e+00,-8.216795450536644452e-02,-6.006861658797503223e-01,1.101832198316898159e+00,-5.709132003083102758e-01,1.718785504279261300e-01,1.905860698594948888e-01
2.436487297459491774e+00,-7.996350917305705686e-02,-6.018240711515160379e-01,1.102170668104688778e+00,-5.667660638729097311e-01,1.665282968631898453e-01,1.551047569419703454e-01
2.438487697539507781e+00,-7.775839755440844270e-02,-6.029536901659815484e-01,1.102498470441371392e+00,-5.626285116061877645e-01,1.612116590469721555e-01,1.645970119874573812e-01
2.440488097619523788e+00,-7.555264087140492468e-02,-6.040750419869062027e-01,1.102815671207060921e+00,-5.585004598625628036e-01,1.559277868655770671e-01,1.533403040974234965e-01
2.442488497699539796e+00,-7.334626018676426717e-02,-6.051881454934594506e-01,1.103122334249926562e+00,-5.543818263950126557e-01,1.506758543729000976e-01,1.589310487410226513e-01
2.444488897779555803e+00,-7.113927640393769014e-02,-6.062930193802205103e-01,1.103418521386191564e+00,-5.502725303550741742e-01,1.454550592989233282e-01,1.499506090720839901e-01
2.446489297859571810e+00,-6.893171038844947418e-02,-6.073896822531541506e-01,1.103704294072888281e+00,-5.461724920427298846e-01,1.402646227792953004e-01,1.549863918567034593e-01
2.448489697939587817e+00,-6.672358313816385833e-02,-6.084781527294230719e-01,1.103979715373448300e+00,-5.420816328866692180e-01,1.351037891884414310e-01,1.402982982111875276e-01
2.450490098019603824e+00,-6.451491525979968777e-02,-6.095584490245199438e-01,1.104244842752771794e+00,-5.379998765263608318e-01,1.299718247203714427e-01,1.245206915980823642e-01
2.452490498099619831e+00,-6.230572724389769196e-02,-6.106305892071742791e-01,1.104499732276644774e+00,-5.339271478988906194e-01,1.248680173918478298e-01,1.194820856100549528e-01
2.454490898179635838e+00,-6.009603948633487902e-02,-6.116945912175162370e-01,1.104744438920864491e+00,-5.298633731839045291e-01,1.197916766099677427e-01,1.238471777071390306e-01
2.456491298259651845e+00,-5.788587228832453579e-02,-6.127504728670761791e-01,1.104979016571237649e+00,-5.258084798036091190e-01,1.147421327065246272e-01,1.186915646007705299e-01
2.458491698339667852e+00,-5.567524585641626250e-02,-6.137982518387852249e-01,1.105203518023582410e+00,-5.217623964227712241e-01,1.097187364773974522e-01,1.336981091532514765e-01
2.460492098419683860e+00,-5.346418030249594500e-02,-6.148379456869745852e-01,1.105417994983726615e+00,-5.177250529487178454e-01,1.047208587270930524e-01,1.214841859237490024e-01
2.462492498499699867e+00,-5.125269564378577558e-02,-6.158695718373760064e-01,1.105622498067508452e+00,-5.136963805313364828e-01,9.974788981855897685e-02,8.801210629480842040e-02
2.464492898579715874e+00,-4.904081180284422525e-02,-6.168931475871218817e-01,1.105817076800777343e+00,-5.096763115630750240e-01,9.479923922837112105e-02,9.830148718610666470e-02
2.466493298659731881e+00,-4.682854860756606452e-02,-6.179086901047448066e-01,1.106001779619392167e+00,-5.056647796789415228e-01,8.987433510739428755e-02,7.656444649370838795e-02
2.468493698739747888e+00,-4.461592579118235646e-02,-6.189162164301779123e-01,1.106176653869222815e+00,-5.016617197565046427e-01,8.497262384700013382e-02,6.841585488980685137e-02
2.470494098819763895e+00,-4.240296299226048449e-02,-6.199157434747546436e-01,1.106341745806149524e+00,-4.976670679158930466e-01,8.009356965092190306e-02,8.752902966534900631e-02
2.472494498899779902e+00,-4.018967975470408294e-02,-6.209072880212089807e-01,1.106497100596062655e+00,-4.936807615197959520e-01,7.523665411281497961e-02,8.075412944326654241e-02
2.474494898979795909e+00,-3.797609552775310648e-02,-6.218908667236754395e-01,1.106642762314863138e+00,-4.897027391734629642e-01,7.040137579958316572e-02,6.001569785621306552e-02
2.476495299059811916e+00,-3.576222966598380931e-02,-6.228664961076887385e-01,1.106778773948462691e+00,-4.857329407247038544e-01,6.558724984052624607e-02,8.202411722151156659e-02
2.478495699139827924e+00,-3.354810142930872430e-02,-6.238341925701841317e-01,1.106905177392782713e+00,-4.817713072638888372e-01,6.079380752235246516e-02,5.101810822734952761e-02
2.480496099219843931e+00,-3.133372998297669770e-02,-6.247939723794975198e-01,1.107022013453755838e+00,-4.778177811239485151e-01,5.602059589009603102e-02,4.434331207862933499e-02
2.482496499299859938e+00,-2.911913439757284061e-02,-6.257458516753648947e-01,1.107129321847324599e+00,-4.738723058803737120e-01,5.126717735397174486e-02,5.779335956817202580e-02
2.484496899379875945e+00,-2.690433364901858443e-02,-6.266898464689227843e-01,1.107227141199441878e+00,-4.699348263512156954e-01,4.653312930219189597e-02,4.874251475934741201e-02
2.486497299459891952e+00,-2.468934661857166007e-02,-6.276259726427082519e-01,1.107315509046071123e+00,-4.660052885970860093e-01,4.181804371976544088e-02,4.021296371007711257e-02
2.488497699539907959e+00,-2.247419210382218049e-02,-6.285542459657249559e-01,1.107394462021403347e+00,-4.620836398217852414e-01,3.712152683220679844e-02,3.645086850319716187e-02
2.490498099619923966e+00,-2.025888901944778581e-02,-6.294746823469697938e-01,1.107464039097874497e+00,-4.581698267952663550e-01,3.244319908736462837e-02,3.468120699994990674e-02
2.492498499699939973e+00,-1.804345611964174381e-02,-6.303872974264542739e-01,1.107524276574865851e+00,-4.542637986835984520e-01,2.778269432255799434e-02,2.638689446506964006e-02
2.494498899779955980e+00,-1.582791202673148462e-02,-6.312921066593663033e-01,1.107575208979552750e+00,-4.503655063023144778e-01,2.313965944566115374e-02,2.141461076285078313e-02
2.496499299859971988e+00,-1.361227530269226368e-02,-6.321891254210915134e-01,1.107616870355231153e+00,-4.464749013932239330e-01,1.851375420655098150e-02,-4.458126801135074702e-04
2.498499699939987995e+00,-1.139656444914718958e-02,-6.330783690072127046e-01,1.107649294261317863e+00,-4.425919366244127073e-01,1.390465085352480916e-02,4.850371934281387520e-04
2.500500100020004002e+00,-9.180797907367194491e-03,-6.339598526335104012e-01,1.107672513773349410e+00,-4.387165655902434125e-01,9.312033795791093554e-03,1.542152949901870983e-02
2.502500500100020009e+00,-6.964994058271063715e-03,-6.348335914359621857e-01,1.107686561482983612e+00,-4.348487428113551045e-01,4.735599272010344862e-03,-2.307409632456599094e-03
2.504500900180036016e+00,-4.749171222425418309e-03,-6.356996004707433645e-01,1.107691469497998460e+00,-4.309884237346632840e-01,1.750550248593128744e-04,5.626987615976350617e-03
2.506501300260052023e+00,-2.533347660044708155e-03,-6.365578947142266353e-01,1.107687269442292122e+00,-4.271355647333600070e-01,-4.369880018412116915e-03,7.984758974044478541e-03
2.508501700340068030e+00,-3.175415709912414453e-04,-6.374084890629819755e-01,1.107673992455883827e+00,-4.232901231069140513e-01,-8.899476059465541780e-03,-1.244898432394983198e-02
2.510502100420084037e+00,1.898228905224841334e-03,-6.382513983337768648e-01,1.107651669194912758e+00,-4.194520570810704174e-01,-1.341399273643787728e-02,-1.058429492300702254e-02
2.512502500500100044e+00,4.113945689445577814e-03,-6.390866372635762849e-01,1.107620329831639161e+00,-4.156213258078508277e-01,-1.791367942562509946e-02,2.851085042161780742e-03
2.514502900580116052e+00,6.329590762865145576e-03,-6.399142205095427194e-01,1.107580004054443457e+00,-4.117978893655535044e-01,-2.239877553732953427e-02,-1.544941911419407676e-02
2.516503300660132059e+00,8.545146167029886441e-03,-6.407341626490357100e-01,1.107530721067826462e+00,-4.079817087587531144e-01,-2.686951080591720026e-02,-8.450772498403820443e-03
2.518503700740148066e+00,1.076059400383829606e-02,-6.415464781796126337e-01,1.107472509592409615e+00,-4.041727459183008797e-01,-3.132610557413416374e-02,-1.599203503499337098e-02
2.520504100820164073e+00,1.297591643554105167e-02,-6.423511815190281471e-01,1.107405397864934971e+00,-4.003709637013246336e-01,-3.576877107173322135e-02,-2.823516757652187389e-02
2.522504500900180080e+00,1.519109568474097394e-02,-6.431482870052342982e-01,1.107329413638264981e+00,-3.965763258912286537e-01,-4.019770968846433923e-02,-4.131664730270179914e-02
2.524504900980196087e+00,1.740611403439304428e-02,-6.439378088963805258e-01,1.107244584181382496e+00,-3.927887971976937731e-01,-4.461311524148459107e-02,-5.303305057384009868e-02
2.526505301060212094e+00,1.962095382780441877e-02,-6.447197613708138819e-01,1.107150936279391207e+00,-3.890083432566772692e-01,-4.901517323724469827e-02,-6.013215313246836335e-02
2.528505701140228101e+00,2.183559746863440038e-02,-6.454941585270786986e-01,1.107048496233514756e+00,-3.852349306304130305e-01,-5.340406112791161453e-02,-4.854077178109891810e-02
2.530506101220244108e+00,2.405002742089446671e-02,-6.462610143839166987e-01,1.106937289861097629e+00,-3.814685268074115010e-01,-5.777994856238756471e-02,-5.309811479563963932e-02
2.532506501300260116e+00,2.626422620894823534e-02,-6.470203428802672185e-01,1.106817342495604706e+00,-3.777091002024595690e-01,-6.214299763198741222e-02,-6.388921971231442676e-02
2.534506901380276123e+00,2.847817641733992391e-02,-6.477721578756990839e-01,1.106688678990500607e+00,-3.739566201525816869e-01,-6.649336311048731352e-02,-5.800869929962132465e-02
2.536507301460292130e+00,3.069186060412713163e-02,-6.485164733496773248e-01,1.106551325544882447e+00,-3.702110551052720244e-01,-7.083119251119898707e-02,-7.687656365463046981e-02
2.538507701540308137e+00,3.290526136382272704e-02,-6.492533031927860687e-01,1.106405307928291615e+00,-3.664723747055111946e-01,-7.515662644369498768e-02,-6.405443576258310068e-02
2.540508101620324144e+00,3.511836139510605276e-02,-6.499826610898103985e-01,1.106250650329579477e+00,-3.627405507492549863e-01,-7.946979897791245362e-02,-7.906972833005125600e-02
2.542508501700340151e+00,3.733114344239510385e-02,-6.507045606826460382e-01,1.106087376789043786e+00,-3.590155556194299935e-01,-8.377083774332019783e-02,-8.413410350112585090e-02
2.544508901780356158e+00,3.954359029584653129e-02,-6.514190155702987983e-01,1.105915511198427570e+00,-3.552973622859336156e-01,-8.805986414215320746e-02,-8.806259711194786011e-02
2.546509301860372165e+00,4.175568479135566974e-02,-6.521260393088846863e-01,1.105735077300919800e+00,-3.515859443056343903e-01,-9.233699355772909123e-02,-9.332290632557432852e-02
2.548509701940388172e+00,4.396740981055648895e-02,-6.528256454116301288e-01,1.105546098691155388e+00,-3.478812758223716051e-01,-9.660233555791777893e-02,-7.171969267463057518e-02
2.550510102020404180e+00,4.617874828082163541e-02,-6.535178473488715278e-01,1.105348598815214967e+00,-3.441833315669555748e-01,-1.008559940938370814e-01,-1.169711923853131164e-01
2.552510502100420187e+00,4.838968317526240459e-02,-6.542026585480558154e-01,1.105142600970625111e+00,-3.404920868571672532e-01,-1.050980676938459563e-01,-1.033258422560279777e-01
2.554510902180436194e+00,5.060019751272877564e-02,-6.548800923937398988e-01,1.104928128306357893e+00,-3.368075175977588986e-01,-1.093286496529093516e-01,-9.688758775951877844e-02
2.556511302260452201e+00,5.281027435780937668e-02,-6.555501622275909934e-01,1.104705203822831328e+00,-3.331296002804533529e-01,-1.135478282174068043e-01,-1.063726976916815892e-01
2.558511702340468208e+00,5.501989682083148481e-02,-6.562128813483866230e-01,1.104473850371909371e+00,-3.294583119839444851e-01,-1.177556867654585698e-01,-1.207765064825312706e-01
2.560512102420484215e+00,5.722904805786105387e-02,-6.568682630120143973e-01,1.104234090656901701e+00,-3.257936303738971362e-01,-1.219523039828426525e-01,-1.045510937406742835e-01
2.562512502500500222e+00,5.943771127070268667e-02,-6.575163204314724563e-01,1.103985947232563491e+00,-3.221355337029469523e-01,-1.261377540345756387e-01,-1.368226826122324602e-01
2.564512902580516229e+00,6.164586970689966278e-02,-6.581570667768689153e-01,1.103729442505096525e+00,-3.184840008107004961e-01,-1.303121067322312032e-01,-1.433750680294135216e-01
2.566513302660532236e+00,6.385350665973391071e-02,-6.587905151754221977e-01,1.103464598732147417e+00,-3.148390111237352462e-01,-1.344754276970685503e-01,-1.287947220677444493e-01
2.568513702740548243e+00,6.606060546822603574e-02,-6.594166787114609241e-01,1.103191438022808946e+00,-3.112005446555997090e-01,-1.386277785190445921e-01,-1.531724765313748626e-01
2.570514102820564251e+00,6.826714951713529211e-02,-6.600355704264240231e-01,1.102909982337620276e+00,-3.075685820068131404e-01,-1.427692169117820153e-01,-1.665487144414481702e-01
2.572514502900580258e+00,7.047312223695958999e-02,-6.606472033188606208e-01,1.102620253488565405e+00,-3.039431043648657127e-01,-1.468997968635651352e-01,-1.380709304862851317e-01
2.574514902980596265e+00,7.267850710393550240e-02,-6.612515903444300402e-01,1.102322273139074715e+00,-3.003240935042186255e-01,-1.510195687844370360e-01,-1.434060656582326621e-01
2.576515303060612272e+00,7.488328764003826521e-02,-6.618487444159019129e-01,1.102016062804024310e+00,-2.967115317863038282e-01,-1.551285796494674130e-01,-1.478057110200328983e-01
2.578515703140628279e+00,7.708744741298180492e-02,-6.624386784031560671e-01,1.101701643849736234e+00,-2.931054021595244086e-01,-1.592268731382643909e-01,-1.641015845851056809e-01
2.580516103220644286e+00,7.929097003621868311e-02,-6.630214051331826397e-01,1.101379037493977808e+00,-2.895056881592540377e-01,-1.633144897707987375e-01,-1.614850284939053082e-01
2.582516503300660293e+00,8.149383916894008262e-02,-6.635969373900818535e-01,1.101048264805962740e+00,-2.859123739078375803e-01,-1.673914670396130233e-01,-1.770447328220375038e-01
2.584516903380676300e+00,8.369603851607593237e-02,-6.641652879150642397e-01,1.100709346706350011e+00,-2.823254441145907068e-01,-1.714578395384829257e-01,-1.541143274723563716e-01
2.586517303460692307e+00,8.589755181907128556e-02,-6.647264694463673740e-01,1.100362304214846265e+00,-2.787448836212770842e-01,-1.755136390557664738e-01,-1.676033965407219828e-01
2.588517703540708315e+00,8.809836281827067295e-02,-6.652804948378207017e-01,1.100007159244015043e+00,-2.751706761223927655e-01,-1.795588945794349134e-01,-1.721363338557327372e-01
2.590518103620724322e+00,9.029845531685475046e-02,-6.658273767698983381e-01,1.099643932826346981e+00,-2.716028074762888433e-01,-1.835936326385793349e-01,-2.030934800476456858e-01
2.592518503700740329e+00,9.249781316452446167e-02,-6.663671278804763620e-01,1.099272645848543561e+00,-2.680412641217100878e-01,-1.876178773426800950e-01,-1.795448569027812691e-01
2.594518903780756336e+00,9.469642025310569255e-02,-6.668997607873329292e-01,1.098893319186583506e+00,-2.644860328161040552e-01,-1.916316504760601780e-01,-1.766919302562465766e-01
2.596519303860772343e+00,9.689426051654929928e-02,-6.674252880881477168e-01,1.098505973705721894e+00,-2.609371006356209777e-01,-1.956349716054076593e-01,-1.834723507489339211e-01
2.598519703940788350e+00,9.909131793093114982e-02,-6.679437223605022567e-01,1.098110630260491494e+00,-2.573944549751138178e-01,-1.996278581842101663e-01,-1.917365548262451591e-01
2.600520104020804357e+00,1.012875765144520268e-01,-6.684550761618798242e-01,1.097707309694701872e+00,-2.538580835481381026e-01,-2.036103256541655360e-01,-2.036198973444622029e-01
2.602520504100820364e+00,1.034830203274377664e-01,-6.689593620296656606e-01,1.097296032841440061e+00,-2.503279743869523677e-01,-2.075823875436359212e-01,-2.110007160161863626e-01
