D,rho,L,L_noisy
3.137106671005355008e+00,5.569672280382355067e-01,2.912454896017897088e+00,2.926429121848972414e+00
1.742156750193511794e+00,7.822194811300932082e-01,3.368647701850121745e+00,3.353835299555849581e+00
1.149314584572646680e+01,9.113294024371169921e-02,1.912196453424852560e+00,1.892297850234154977e+00
9.726742015151311760e-01,6.132793559426400476e-01,3.463041113480744393e+00,3.450071672258745004e+00
6.617638524774272391e+00,3.041878597062900313e-01,2.333848562043679742e+00,2.328177894180119001e+00
1.533469145189070204e+01,1.365460283814037834e-01,1.805693205060823425e+00,1.799908782940974561e+00
2.465698139003824618e-01,8.070787110937857056e-01,4.116228246629095366e+00,4.122301718367521239e+00
9.535781791949055064e-01,8.305355995772475408e-01,3.662451470248355268e+00,3.665136833967985730e+00
6.825173042940788548e+01,1.247314077503754587e-01,1.434859780239216231e+00,1.422399007592525688e+00
7.907949052663595069e+01,4.308978805822101243e-01,1.513190172044966753e+00,1.518863971745855190e+00
9.487816780039540276e+01,8.953522700144264101e-01,1.718903611040620616e+00,1.737644424457432724e+00
1.341459303064012620e-01,6.365462226488912689e-01,4.113085014949587226e+00,4.125055557740290091e+00
3.016659597249458358e+01,3.646772912921055210e-01,1.693732621547734407e+00,1.703643696024569776e+00
6.394806695179021006e+01,1.545169222618240912e-01,1.455856324870223872e+00,1.456058104155437460e+00
5.079644511812272611e+01,8.872840601858845710e-01,1.870154940300004398e+00,1.879991254246449861e+00
1.395802302641402548e+01,5.487123140355592010e-01,2.074200879201009151e+00,2.064539551001313367e+00
1.063795205572807312e+01,3.491698688280285290e-01,2.094494772586255493e+00,2.102004918956286161e+00
1.441517268918418004e+01,2.250320041473575783e-01,1.876408786065532297e+00,1.875536301870720735e+00
5.304658793675645079e+00,8.464201253469867403e-01,2.853832580113550677e+00,2.865141637092345039e+00
2.318783703812957597e+01,5.869238465011845651e-01,1.886798960366823374e+00,1.891459065879401935e+00
3.204710559792047775e+00,7.730206973995324381e-03,2.503019099750432019e+00,2.492120301893308465e+00
4.762253390518374485e-01,5.727249784257345544e-01,3.679914471409064802e+00,3.681194400943800016e+00
1.918876724203068540e-01,6.953272358375389706e-01,4.077764353328936942e+00,4.089946568027055029e+00
5.305999074655237990e+01,4.516232064592874962e-01,1.600896299405776491e+00,1.589603960555108442e+00
1.839233820118106877e+01,1.145374206892738750e-01,1.726614178191302695e+00,1.721022779409456138e+00
3.401933401167053228e-01,3.359497218867874002e-01,3.559500256987545797e+00,3.551813526903668361e+00
2.933423939882556652e+01,4.314479013231424798e-01,1.732354355794019085e+00,1.717397896389561529e+00
7.962331572124454748e-01,4.866475444658746596e-01,3.425228808428455451e+00,3.434841491181152229e+00
8.071698218980543515e+00,8.887608630669520393e-02,2.093840966762541722e+00,2.106950939792402000e+00
1.170734922198191974e+00,3.066938409015688149e-01,3.130883036128400132e+00,3.138883468198970572e+00
4.390250075028403476e-01,4.321417711819779961e-01,3.574228866204939070e+00,3.576654569359311697e+00
3.363769987452682741e-01,2.096971930905084658e-01,3.441558139743796207e+00,3.441037825900651548e+00
1.632491513342912148e-01,4.747834597045257760e-02,3.460632880030028335e+00,3.463026683035274722e+00
1.672305696683050458e-01,7.427838844200086721e-02,3.482537557569770126e+00,3.475221998398859480e+00
1.611649627695902753e-01,4.582820271412016977e-01,3.882997557953209444e+00,3.891936013957726370e+00
1.861042537844686817e-01,1.400144967499124087e-02,3.397485446812649634e+00,3.407940370053033519e+00
3.177516884791421603e+01,1.180330810907233158e-01,1.576953952541896076e+00,1.586279387881935232e+00
3.576226166913052840e+00,2.672273112345316393e-01,2.634192952569581525e+00,2.628883470392393562e+00
2.430815765599314560e-01,3.437774573552197510e-01,3.660737472237922674e+00,3.661521515657390591e+00
3.758235120132107809e+00,3.945092168697477697e-01,2.700815820491729635e+00,2.699158012301936083e+00
4.245114461434775777e+00,3.690276444973836778e-01,2.620088347828888331e+00,2.637974095708561784e+00
3.088702679388558359e+00,6.449666234595995140e-02,2.558611570418889869e+00,2.560408532438115614e+00
4.163505031703928494e-01,8.127127931996378507e-01,3.951859098875227794e+00,3.933038389935923806e+00
2.009988912044286202e+00,7.658212015186074417e-01,3.290826327705697274e+00,3.294811384214007877e+00
4.097975529172390452e+01,3.597841861499650462e-01,1.618683026108958423e+00,1.637505688599668385e+00
1.416466909700130783e+00,8.032875575918718702e-01,3.476202211902629902e+00,3.483053969064855426e+00
3.250541602112791306e+00,7.852135496292420580e-01,3.074332917327198711e+00,3.083127714427660759e+00
6.176283140472406785e+01,7.936835708551026602e-01,1.739928515040915169e+00,1.740289127709404138e+00
4.993490107406478584e-01,2.257964882413114049e-01,3.342618463419301467e+00,3.322904568557449423e+00
1.501492130732055585e+01,4.561389499329850383e-01,1.983881107225070828e+00,1.965778529684541365e+00
2.828290426702302796e+00,8.736123019931201217e-01,3.217495015973001582e+00,3.205035538225642799e+00
2.301991628352462627e+01,4.693548010411950910e-01,1.824033021259982679e+00,1.822764700889585310e+00
1.199556047294611849e+00,7.472303864858423905e-01,3.497000325572288570e+00,3.500100310537201498e+00
4.237169569651699774e+00,4.862687991812116306e-01,2.705090968850901056e+00,2.711985110372296059e+00
1.273086259956496047e+00,7.981161820433386733e-01,3.516596634001881050e+00,3.513192053574234031e+00
3.966867744824821784e+01,4.608614068307943512e-01,1.669842271696842628e+00,1.679411564280953506e+00
5.552053840247007344e+01,6.962158184987136123e-01,1.705744752155289534e+00,1.702947264571493369e+00
7.860747596073514032e+00,1.034653942083282457e-01,2.116484378232715624e+00,2.109439483079245115e+00
8.771234243708171618e+01,5.371223654944494719e-01,1.532976472973611282e+00,1.541492890128060234e+00
1.570966940139391355e+01,2.602956122971735939e-02,1.743190138263981837e+00,1.734045688432940047e+00
3.099358373748967921e+01,5.445645620246932772e-01,1.773757264416788715e+00,1.746466415108577808e+00
4.832389695626795145e+01,5.626830836385586787e-01,1.670582954321426783e+00,1.659983386731947785e+00
6.542101611848712972e-01,8.348134068498916927e-01,3.811222336284162626e+00,3.812163931739191547e+00
9.120818025251594463e+01,1.469733467630940649e-01,1.394421911566612327e+00,1.363620133976115811e+00
1.483344651552348070e+00,8.396554132892205535e-01,3.487712165234680306e+00,3.484140784772894683e+00
3.101970272347840396e+00,8.011238627781924748e-01,3.111206470215361897e+00,3.107885566627731855e+00
3.475131115280135630e-01,5.072679142218815551e-01,3.717810353380650135e+00,3.703545793690957488e+00
2.913643114895182862e+01,6.643728303701922078e-02,1.575969223294231281e+00,1.561144188648253106e+00
1.024926872618627582e+00,8.384039077680282004e-01,3.640579280159119246e+00,3.635954660678126338e+00
1.169589165265741570e+01,4.995968698534112851e-01,2.134537600199761798e+00,2.129066598503413843e+00
4.519254348759063622e-01,2.338510358446730664e-01,3.379884166277177471e+00,3.392483351371093914e+00
1.132632923685201298e+00,5.026039137196677276e-01,3.309189498586626144e+00,3.312938129037954038e+00
1.421456123858655829e+00,4.166309863024535431e-01,3.148935493605427460e+00,3.133126939150371548e+00
5.127102286934898112e-01,8.686704328465309766e-02,3.207189412830965036e+00,3.198642898132597612e+00
1.274061306231116519e-01,4.469563379419814741e-01,3.928650931116242528e+00,3.935702346387462747e+00
2.044686588109892966e+01,4.438547933199071122e-02,1.660488003766002585e+00,1.679447771455581551e+00
7.096823252154956663e+01,7.686600469540333380e-02,1.412882205999473673e+00,1.416747200936915974e+00
4.772474017506877497e-01,7.012532768692126828e-01,3.799728748281779644e+00,3.802835873728374505e+00
3.075771687349388439e-01,3.972379537599917687e-01,3.647680525408397934e+00,3.666288050050118041e+00
1.103602119966523132e+00,8.706631748419154659e-01,3.639008250366982278e+00,3.638781535926792099e+00
1.771323991360810590e-01,6.840615790889341685e-01,4.088578891559263795e+00,4.085487881975916835e+00
8.896078925479665500e+00,1.617213609813467345e-01,2.082954671046724826e+00,2.068822183223808064e+00
1.275432729977329593e+00,5.228157923703528054e-01,3.280317302031889426e+00,3.275187141209612296e+00
4.868953902260620303e+00,7.489998337519361282e-01,2.825779139259305683e+00,2.847566266685287228e+00
5.218551324264733893e+01,2.203398745258012270e-01,1.515493255817126350e+00,1.501275841892239171e+00
3.843598247395663492e+01,4.329438914994027665e-01,1.664767976030968821e+00,1.664879893099101338e+00
5.821442030457696859e+01,8.640144159849177941e-01,1.811394640365342479e+00,1.797311366085819317e+00
6.385180083214852687e+01,3.555116859806184970e-01,1.526327416103980372e+00,1.527612173584497857e+00
5.881093448723928141e+00,3.519084280119600394e-01,2.431470949728608666e+00,2.440347421763129798e+00
3.212926995609743930e+00,2.781272680820853771e-01,2.693016023052651864e+00,2.690579529854519869e+00
1.296717873092388673e-01,7.060955290123591688e-01,4.194016526044171300e+00,4.201319998747166551e+00
2.029195703703556286e-01,4.659740023708554557e-01,3.831009026418604968e+00,3.838217464673693513e+00
3.730526974610946844e+00,3.342816122004831914e-01,2.661218227830769667e+00,2.665688475991838668e+00
3.698493960341190245e+01,8.312067606076388726e-01,1.906433793723318670e+00,1.923596273717478100e+00
1.985654489909155718e+00,8.426145437343754985e-01,3.360694751434745609e+00,3.368483126974726183e+00
1.026096217940900002e-01,6.342884011845687509e-01,4.176077855856475729e+00,4.173028260195132511e+00
4.334203700402398107e-01,1.648825254657171890e-01,3.327733532554742801e+00,3.320925297069821536e+00
1.905071388852519476e+01,5.427276043633515457e-01,1.933035339127902486e+00,1.924582275652858998e+00
2.987128913691624033e-01,2.282434959207899905e-01,3.491944409400820959e+00,3.496703083777171095e+00
3.969437840286453301e-01,6.650123171918682630e-01,3.826927715468671387e+00,3.823690497326169613e+00
7.188002055192104223e-01,5.405362077408201182e-01,3.509623500769824656e+00,3.536915171159867644e+00
6.727444594055715932e+00,6.813514818094345005e-01,2.583154175120753404e+00,2.601578651176934986e+00
3.230105180573710300e+01,5.316516857562402221e-01,1.755737926143807748e+00,1.753592686148744528e+00
4.536119762682289669e-01,6.309219150297157297e-01,3.750670373120526424e+00,3.747379060578896581e+00
6.286423302960781001e+00,8.715717518346340897e-01,2.773419676637332909e+00,2.790321442170497157e+00
3.888855797944453130e+00,4.430132922819747243e-01,2.718582687468185544e+00,2.699749089655135492e+00
2.160690783450696983e+00,8.347684411207491051e-01,3.315056120569320086e+00,3.310540609976269089e+00
5.511395419714836486e+00,3.252317740103876642e-01,2.449866557088007823e+00,2.459374126597961396e+00
2.769207956241860913e+01,1.857084536854661794e-01,1.637253551549137320e+00,1.628132575839947638e+00
4.492252613644709403e-01,8.969663607285546236e-01,4.005651750154110680e+00,4.000883450423176058e+00
3.102433295530280244e+00,6.005575992382974349e-01,2.951649079803159825e+00,2.948137668142213119e+00
1.966806719824443217e-01,6.674140457675398208e-02,3.437838823189486082e+00,3.444446908154551679e+00
3.465075207815871750e+00,7.931240456713857245e-01,3.047513153279032050e+00,3.048888422127263187e+00
2.360606355025862868e+01,6.480895660462504537e-01,1.917654058968928155e+00,1.921674933071809477e+00
9.900945546089219818e+01,1.434130006592593265e-02,1.341780409763659643e+00,1.347733247015493019e+00
2.673493682889259038e+00,4.494596982368647131e-01,2.906490972406883699e+00,2.906790354688654876e+00
7.759079507159570843e-01,8.998702223715768778e-01,3.805747111446358133e+00,3.816852773428844880e+00
5.476596515410657950e+00,3.670494162851755671e-01,2.481435254725838035e+00,2.474145666014781586e+00
1.303935665607296901e+00,8.523679474257428446e-01,3.553641446757686229e+00,3.539280231801420040e+00
2.243918955888777322e-01,3.947124244570640039e-01,3.732766199681745167e+00,3.714997481633620868e+00
3.745378525525750568e+00,7.223035851910794003e-01,2.949857130207243827e+00,2.933647032417619371e+00
2.496934057306014054e+01,7.779250370444268370e-01,1.987090217600128828e+00,1.981585060304652979e+00
4.713916247552473493e+01,5.275376882054456651e-01,1.659978737484727906e+00,1.670279206417291107e+00
8.596735466544868132e+01,4.621836985906938589e-01,1.508844162978973280e+00,1.510585830552693132e+00
1.268159468322732186e+00,7.007525706837072210e-01,3.434212704797658500e+00,3.428227238702304724e+00
5.688470795185800455e-01,2.964694017477606525e-01,3.367193970822269122e+00,3.356495414892112450e+00
2.150118127138537505e-01,4.322902875644554221e-01,3.781730814094465210e+00,3.776441957581159414e+00
2.035615513079502836e+00,4.093675435162908993e-01,2.996313373616561915e+00,2.992276709762597520e+00
2.636826051073123978e+01,7.679536180438910620e-01,1.961159418065408611e+00,1.955508424156416680e+00
5.057482199346531315e-01,8.294110071040817767e-01,3.899868256073479422e+00,3.885542812866051854e+00
3.537524808242550733e+01,1.592108187383079188e-01,1.569871281633928195e+00,1.565113203422705546e+00
1.365246442225605961e+01,7.688262439921462743e-01,2.237049635333530517e+00,2.247220996667321113e+00
4.007084138299925602e-01,3.139300405927436532e-01,3.490659193750028866e+00,3.468913104334073960e+00
7.856961361779762676e+00,3.935346160268632376e-01,2.292478251481698148e+00,2.290072164757254392e+00
2.877905627262029498e+01,4.963124573984258048e-02,1.572097425636260759e+00,1.550883942087935452e+00
6.289427255392425309e+01,6.586675518264040186e-01,1.656453811414934529e+00,1.658284287520713551e+00
3.066509334961641242e-01,5.033459171596704751e-01,3.751612896898889993e+00,3.744138002989807035e+00
2.924459295602295228e+01,3.205129322155148008e-01,1.681877499033177070e+00,1.661020622352250342e+00
2.125921692900792337e+01,3.893585074919683753e-01,1.809295558105508794e+00,1.810302580004843120e+00
5.384742275413569867e-01,8.183489972733204443e-01,3.867130521302308388e+00,3.885304574837832092e+00
7.651458587010411261e-01,1.765172423496967347e-01,3.165258998604030261e+00,3.166347913937551883e+00
7.434505665661924922e+01,4.049118798841064848e-01,1.515412302151194712e+00,1.527030216989018196e+00
1.219124822188028867e+00,4.738792914319415739e-01,3.256520778379393022e+00,3.255805734357704040e+00
7.360855898550198173e-01,7.700876809604343398e-01,3.708098762145144889e+00,3.686522853863523963e+00
1.445550797424665568e+01,8.385249242338402853e-01,2.263741890676035595e+00,2.268646725582275536e+00
2.504482672796053411e-01,2.327807003763917859e-01,3.543259608219815782e+00,3.539076815151693811e+00
2.815191547424804153e+00,7.175808806149537589e-02,2.603693922317824594e+00,2.589073073041095796e+00
1.186859686761944754e+00,1.586806769432110575e-01,3.002560399278540348e+00,3.010408766017771409e+00
4.285080932624576455e+00,5.174460263728813264e-02,2.399796465864699968e+00,2.402665041519238098e+00
6.452833087455990047e+00,3.323481260452916253e-01,2.366252236529994057e+00,2.360998140122812394e+00
8.323813896347607155e+00,2.171160498735768829e-01,2.151486226824381731e+00,2.160166921078402691e+00
1.982426865555473761e+00,1.425024574172040204e-04,2.691103890210726934e+00,2.682383170532796512e+00
4.579280284624738329e+01,7.705721386821265950e-01,1.800949458838170480e+00,1.807383782225571389e+00
3.213869788208418043e+01,7.893993752289156784e-01,1.914577754253320663e+00,1.905173149560887680e+00
6.310639277529908497e+01,1.338457923596833299e-01,1.451218385550746115e+00,1.456557933167806906e+00
2.176290793658890887e+00,2.309232813462053779e-01,2.829513610079033903e+00,2.818506130633540607e+00
1.549736077468669571e+01,8.827177019423662063e-01,2.268123359718173138e+00,2.283015241748384216e+00
1.959238743873370270e+00,7.001448558483250872e-01,3.247925394484732831e+00,3.250468469484891987e+00
6.860381444169424414e-01,4.774788968467278405e-01,3.469215789718789189e+00,3.483544540878720230e+00
9.029409330431336755e+00,3.006667835019305457e-01,2.155847582667054674e+00,2.147623122891856084e+00
6.885912067986787122e+01,4.983962235327466517e-01,1.565837468253725495e+00,1.561076444524050144e+00
2.587757897773281002e+01,6.796613839148928360e-01,1.906683080956821374e+00,1.915079728941969428e+00
7.171422725648165519e-01,1.029313228865814389e-01,3.121065410126466766e+00,3.093628238643373329e+00
4.834118242977820112e-01,1.055936800100633760e-01,3.241355358945763321e+00,3.230687450399290839e+00
2.065077636424535967e+01,6.386945126579798848e-02,1.665987748701986515e+00,1.676319518224803184e+00
1.304323858223302857e+01,2.271218700980831007e-01,1.923055015988168082e+00,1.927706109227111719e+00
3.897671547139373871e+01,8.152062873224277251e-01,1.878369375058632329e+00,1.888157068482810397e+00
2.748430965206761223e-01,5.436547300042567088e-02,3.344671344431833671e+00,3.341573735560986247e+00
3.846251764207494972e+01,5.138362580151615289e-01,1.701908626977692851e+00,1.707548620793724048e+00
1.985529564001979885e+00,6.996990133415471602e-01,3.241580833873388912e+00,3.234272391171220562e+00
6.607488792736421201e-01,3.429130080143817372e-01,3.360873060456756267e+00,3.347153456780532110e+00
1.070863182980759110e+00,8.385587080764580481e-01,3.622992407089966616e+00,3.606044457352800325e+00
9.561184792414789513e+01,3.750652200129807601e-01,1.459410451652549678e+00,1.453893355942245336e+00
7.380679979362976439e+01,7.462388551531990988e-01,1.666562395869698676e+00,1.661072981645453694e+00
1.783356242968408278e-01,1.290077620499706645e-01,3.523369057753124700e+00,3.517075283777157502e+00
8.821966477030658282e-01,6.404471556823283507e-01,3.523925372599471917e+00,3.488437322889492709e+00
1.441242545335700953e+01,2.136235875214698987e-01,1.870615413426910623e+00,1.850629377426545208e+00
1.276366493568868721e-01,3.888917577801945247e-01,3.867835138475460788e+00,3.862508813583526379e+00
1.281654489980097456e-01,5.078784751996558988e-01,3.990617770502693507e+00,3.993487936778668868e+00
1.363549411484929752e-01,4.751871391177003856e-01,3.941717514613545692e+00,3.935929588363075382e+00
4.030273321833021782e+01,8.645998621279435969e-01,1.911406737988348814e+00,1.902637765984841689e+00
1.002760732664850218e+00,7.120229457494628988e-01,3.537852806134498262e+00,3.514768072802981980e+00
9.041063058428949750e-01,8.462406605880676280e-02,3.031789338862853178e+00,3.052004329252612447e+00
2.399006712558663779e+01,6.393924784398041794e-01,1.906701567892235882e+00,1.895690455097566618e+00
9.030231299408298939e-01,1.611521199127129433e-01,3.097769780658580441e+00,3.114603747035571413e+00
1.641695345121842564e+01,3.291528532870650059e-01,1.875164827154841563e+00,1.890771686324776990e+00
1.282396090049407134e+00,2.039591932960846052e-02,2.862428801234024878e+00,2.865168091893034230e+00
7.808326057045212876e-01,1.077915039429364064e-01,3.098660930855578144e+00,3.092934836804951182e+00
1.451040529011992097e+00,6.474128615271702580e-01,3.333345778033035778e+00,3.334667933344858337e+00
3.192359024733323891e-01,3.140231165557595405e-01,3.556543139898593608e+00,3.545012720158200015e+00
1.678933284232129453e-01,8.690306595242758281e-01,4.292493994019655368e+00,4.295101295286634979e+00
4.107753170384228980e+01,4.884589493516624525e-01,1.674151872555971865e+00,1.674181394034467862e+00
4.028557245289683664e+01,7.439932511270918036e-01,1.817403726962093513e+00,1.822723409641576087e+00
2.412481705136013677e+00,8.933738006498820328e-01,3.311992573106946391e+00,3.321496941593384378e+00
1.161792790599997360e+01,8.808614375218055681e-01,2.415195108598082729e+00,2.432523493472211307e+00
3.872120363942887877e+01,4.399501990690911080e-01,1.666151387660609551e+00,1.662268229315442936e+00
1.486517847068510534e+00,5.200789209424240278e-01,3.216803477546947843e+00,3.227237361724540676e+00
1.365937994132706912e+01,1.233754342233021190e-01,1.848381722756739620e+00,1.840465026950450556e+00
1.838121692236715532e+01,5.840079659838083304e-01,1.972083711526871230e+00,1.963138062051658528e+00
1.714840887924137802e-01,3.212462476658128896e-01,3.727768492398050526e+00,3.721587928044856941e+00
2.597085326478835721e-01,7.019999848585083413e-01,3.996189873856525576e+00,3.986370217298628837e+00
1.782337511496808347e+01,5.128728858415406711e-01,1.942348610599847314e+00,1.952151253783193985e+00
1.309021597874287934e+01,4.979626276766062620e-01,2.074847163818716478e+00,2.084079575203333867e+00
3.595857277818970688e-01,7.016324390893429186e-01,3.894130295935541053e+00,3.906853413405935171e+00
3.021313344422593161e+01,7.532608115780679015e-01,1.906934306611955954e+00,1.906681303319314846e+00
2.527571867693968954e+01,5.674769925558592609e-01,1.847045116465120929e+00,1.849788932425993737e+00
9.959340618145768875e-01,8.825361745109677747e-02,3.003289199033230439e+00,2.997504929047229538e+00
1.049170322280614354e+00,4.445728026026935509e-01,3.288311270811895781e+00,3.276801658333398315e+00
2.146426294705091053e-01,7.966911009760352380e-01,4.147658085780657089e+00,4.152128267285972285e+00
2.169948705777205777e+00,6.634251574255459749e-01,3.171668550739059178e+00,3.174352281852224511e+00
2.134439160188997819e-01,5.339797380499518020e-01,3.885552838106956841e+00,3.874482705456379517e+00
4.267970665339645642e+00,5.636811389975450448e-02,2.404756985242588740e+00,2.410610309909055005e+00
7.477388584317944620e+00,8.766371352442834386e-01,2.672280604032553519e+00,2.654863330606556104e+00
5.569592589840269170e+00,2.420989847353010108e-02,2.251908129563571670e+00,2.250118144722326186e+00
1.640384403949489978e-01,1.253078493587106435e-01,3.538818911666317124e+00,3.532515773295161754e+00
7.328436700802065218e+00,6.144875675063643516e-02,2.129874190150388369e+00,2.124581427988160520e+00
1.805696654744146201e+01,5.584018670849458799e-01,1.963856063771704186e+00,1.953021486219452152e+00
2.664155828221785871e-01,4.342478440009501783e-01,3.724725298535056073e+00,3.734250239449675046e+00
6.098603344537769644e+00,8.412850726194902595e-01,2.766837072161895783e+00,2.772496554282386949e+00
2.865275760078880296e+01,5.613464956430205266e-01,1.805181790618732407e+00,1.817015993286844155e+00
3.809415320987697973e-01,5.072699379411155229e-01,3.689567375058510290e+00,3.690872348544961934e+00
5.498506748184478710e+01,2.041495804654224269e-02,1.436747097021301434e+00,1.423766560479342580e+00
8.236491304004582048e+01,8.583876488170534280e-01,1.718338510425311050e+00,1.714548495245862947e+00
1.364374734430379021e+01,4.079827483021641332e-01,2.001158279828159969e+00,1.989243101774424538e+00
4.131495690378466179e+01,2.392582672995797466e-01,1.568589149820694528e+00,1.573057101470493935e+00
6.536543272721463405e-01,4.499979609199697972e-01,3.460975460535772097e+00,3.472962519826254812e+00
9.883372433232052501e+00,8.514007260640091834e-01,2.482994276279118395e+00,2.486155180194914216e+00
6.003890506478492739e+01,6.802295937210903753e-01,1.678367841045390163e+00,1.672242631906793564e+00
1.362031219377557167e-01,9.351655546217949033e-02,3.547242743206531213e+00,3.543409471981696868e+00
2.900504936618152385e+01,4.977079919645732708e-01,1.768221182609246211e+00,1.770125682635912634e+00
5.137708988194134019e-01,3.826486625307429779e-01,3.478551795608094022e+00,3.463948221672589423e+00
2.531275034523656231e+01,1.419473588414055520e-01,1.641852498032539742e+00,1.643198519465135288e+00
8.457823554522127196e+00,6.006636489596264283e-01,2.386895317420496099e+00,2.388730296195739733e+00
2.538831113148697938e+01,1.448389208055324562e-01,1.642297698592674937e+00,1.636695269836152988e+00
1.595823811166926509e+00,6.329199398491474060e-01,3.281357110254877085e+00,3.277016757584423345e+00
2.242064707841415760e+00,5.467779578489307957e-01,3.062933137193880828e+00,3.064471583624730489e+00
5.927778613086205439e+01,2.093309957135607580e-01,1.488033959709450738e+00,1.479651071236888882e+00
1.635690388925483407e-01,6.010721651861142961e-02,3.473059078008230216e+00,3.464654450068263891e+00
2.941725738868614659e-01,5.510337100400003463e-01,3.810425331277934813e+00,3.818025039922014585e+00
8.288906323858419967e+01,5.427766960731111867e-01,1.546270134263655782e+00,1.548303841459037988e+00
5.492295811727736066e+01,2.872344676673779795e-01,1.530154014884751668e+00,1.546740650892903579e+00
2.758062877165179949e-01,2.318907907291194725e-01,3.516943148888524107e+00,3.506863368899239219e+00
8.324873655206883427e+01,6.716584338325221060e-01,1.600624486911525146e+00,1.582614828424970144e+00
6.257002010950639681e-01,5.031376316793663150e-01,3.524026656393685286e+00,3.533214445235364209e+00
4.745922028066976139e+01,4.055184724795518614e-01,1.605694342193670021e+00,1.615035786381582961e+00
5.179951372202862814e+01,4.060374897823118001e-01,1.587419469845916975e+00,1.579797636585234644e+00
1.178249816877443706e-01,8.315791967220339531e-01,4.349716037993042406e+00,4.334787467864077648e+00
1.069387011345658001e-01,1.305033088020379761e-02,3.512857824388313510e+00,3.512135918476336105e+00
9.571600945115366077e-01,7.993191841729194724e-01,3.633232705823039588e+00,3.615453651930942147e+00
6.216349619886098310e+01,3.925793962635944490e-01,1.545302057288142628e+00,1.541612410821555201e+00
2.366088937583725027e+01,2.928596206918312669e-02,1.612231123339867178e+00,1.590122001339749458e+00
1.447281248876465254e+00,6.320788376207729931e-01,3.321490834412904825e+00,3.318811376777221156e+00
3.750010134864152178e+01,1.442086328045161792e-01,1.551859341688951455e+00,1.530345838986991724e+00
8.369229763690498869e-01,4.310476115149334264e-01,3.358447354837929222e+00,3.355758958823556348e+00
1.102179192189990387e+00,3.842611167221674506e-01,3.218553552786323824e+00,3.233398665391430615e+00
3.727648601823977947e-01,8.383685800094033969e-01,4.013937453759197638e+00,4.010930501501539958e+00
7.562289748127764710e+01,6.175698785198007190e-01,1.596346415134033192e+00,1.603698800952682690e+00
2.575679963816736162e+01,8.008173899208460567e-01,1.994154272098645375e+00,1.987383504651060839e+00
2.439351676665691304e+00,7.878131077639262125e-01,3.218800643666069661e+00,3.209515813275005680e+00
6.206256372467959803e-01,6.099611563081167587e-01,3.624253865775060035e+00,3.608903082034739640e+00
7.905672177222352559e+01,8.128757213418329464e-01,1.692828930999745518e+00,1.702852015628281368e+00
1.550457608900684292e+00,1.792960542279063152e-01,2.922577173162633990e+00,2.921607375856823730e+00
4.286636853498425048e-01,7.059291571418538913e-01,3.840433915794606357e+00,3.856257098472395395e+00
1.879183299436038457e+00,5.836386656906479287e-01,3.170696917490638089e+00,3.158498732388619779e+00
1.436696820866855795e+01,8.473136395665074039e-01,2.274186918221529297e+00,2.271535994212504406e+00
2.051419110372059507e+01,5.952317175127302962e-01,1.935819542799211535e+00,1.936181410679758130e+00
2.123032567881915911e-01,6.264718757227553114e-01,3.979830777313574153e+00,3.993512494299587878e+00
6.883230334616673929e+01,4.752703122772549693e-01,1.556802396589256565e+00,1.574571743101860877e+00
1.056117545848065475e+01,5.906007275482484387e-01,2.249993876830527206e+00,2.243047943255028098e+00
1.539881445964795814e-01,5.104982748337103526e-01,3.948023726928927779e+00,3.936220887810431890e+00
3.253189133524970345e+01,1.612603853033357237e-01,1.588965216824674842e+00,1.571126762042720726e+00
8.235902766686731979e+01,1.152300445251262934e-01,1.400894594403493176e+00,1.413781826090738214e+00
3.260190118904688461e+01,4.885214707175565829e-01,1.731715003487986682e+00,1.730355061179118525e+00
1.069928208754065135e-01,5.075013825110777921e-01,4.032637873906317338e+00,4.025663104766279865e+00
2.625830717811725723e+00,7.403800379594190906e-01,3.144579529857694844e+00,3.143565129791337842e+00
5.854924806253523073e+00,7.105790574570427509e-01,2.688428264458100347e+00,2.662339179732008176e+00
4.613134118419378638e+01,7.042639316361257729e-01,1.756543501772976690e+00,1.738777171516134867e+00
3.223156968307119286e+00,5.865097083925299160e-01,2.921728919409007030e+00,2.930566942277734288e+00
1.705970221738730142e-01,3.134072353684650425e-01,3.721063847666684410e+00,3.724504173205203994e+00
6.317954808197291072e+01,2.370929700576862500e-03,1.407835885749250782e+00,1.408816680680174072e+00
7.164854797688099097e+01,8.006002501014102268e-01,1.708050950557089109e+00,1.697514081452845769e+00
2.873999214115054102e+00,6.458719617239370159e-01,3.024880042588054874e+00,3.030233493076776252e+00
1.446532546083707793e-01,8.372320509550175149e-01,4.301264906519110198e+00,4.318523959774450027e+00
3.286033885030521873e+01,6.391708388898799109e-01,1.809249961155581010e+00,1.796477278795889587e+00
1.678873713524035338e+01,9.236463996672340457e-03,1.710582731056171646e+00,1.710201099769994570e+00
8.197892884008042813e+01,1.056740283537472014e-01,1.398647156967778749e+00,1.393765319684142190e+00
1.051819174358850639e-01,1.615842245303516223e-01,3.672262062242648284e+00,3.675338180590543402e+00
2.025271953661619939e+00,3.096821232668647284e-01,2.920176876493978835e+00,2.919782624359030354e+00
7.102433823434618487e-01,4.486815131707280746e-01,3.431402156559423933e+00,3.429395957007910223e+00
2.104336979225361892e-01,2.111379592246968862e-01,3.566155559453447310e+00,3.556797405985874239e+00
1.604736785226495499e+01,8.970702796106855281e-01,2.264881521969309475e+00,2.264185669427438263e+00
