t,N,D,Phi,dN_dt,dN_dt_noisy
8.571714342868574477e+00,8.569228570323968597e+03,2.243239131822802506e+02,5.427364975711841844e+00,-6.410149008121078396e+01,-6.163411645765887670e+01
8.581716343268654512e+00,8.568587702462747984e+03,2.244704497918806680e+02,5.431859222962465594e+00,-6.404652201478495499e+01,-6.093592203341063396e+01
8.591718343668734548e+00,8.567947383842752970e+03,2.246168142903885041e+02,5.436350239508943361e+00,-6.399165264918894991e+01,-6.477471924654808788e+01
8.601720344068814583e+00,8.567307613477481937e+03,2.247630068933193286e+02,5.440838027815111388e+00,-6.393688165346918595e+01,-5.643361171893646855e+01
8.611722344468894619e+00,8.566668390384098529e+03,2.249090278158683418e+02,5.445322590342217772e+00,-6.388220869838113458e+01,-6.395429016673990219e+01
8.621724344868974654e+00,8.566029713583422563e+03,2.250548772729104883e+02,5.449803929548918902e+00,-6.382763345637954444e+01,-6.462541032296816468e+01
8.631726345269054690e+00,8.565391582099939114e+03,2.252005554790003714e+02,5.454282047891282126e+00,-6.377315560160724317e+01,-6.263747552811280883e+01
8.641728345669134725e+00,8.564753994961789431e+03,2.253460626483723104e+02,5.458756947822783978e+00,-6.371877480988422349e+01,-6.226439003976854991e+01
8.651730346069214761e+00,8.564116951200776384e+03,2.254913989949402549e+02,5.463228631794309287e+00,-6.366449075869746821e+01,-6.263326224917315699e+01
8.661732346469294797e+00,8.563480449852368110e+03,2.256365647322978987e+02,5.467697102254153840e+00,-6.361030312719037738e+01,-6.496965639421209460e+01
8.671734346869374832e+00,8.562844489955685276e+03,2.257815600737185946e+02,5.472162361648023499e+00,-6.355621159615219540e+01,-6.066860965311738596e+01
8.681736347269454868e+00,8.562209070553515630e+03,2.259263852321553827e+02,5.476624412419031529e+00,-6.350221584800749497e+01,-6.345056812021786641e+01
8.691738347669534903e+00,8.561574190692306729e+03,2.260710404202409904e+02,5.481083257007703047e+00,-6.344831556680668427e+01,-6.042737523344256800e+01
8.701740348069614939e+00,8.560939849422164116e+03,2.262155258502878041e+02,5.485538897851970574e+00,-6.339451043821458143e+01,-6.066138671518632464e+01
8.711742348469694974e+00,8.560306045796856779e+03,2.263598417342879827e+02,5.489991337387178483e+00,-6.334080014950154691e+01,-6.593851060816926690e+01
8.721744348869775010e+00,8.559672778873811694e+03,2.265039882839132872e+02,5.494440578046078549e+00,-6.328718438953279701e+01,-6.529581064339448915e+01
8.731746349269855045e+00,8.559040047714117463e+03,2.266479657105151659e+02,5.498886622258833512e+00,-6.323366284875817200e+01,-6.528212912437901139e+01
8.741748349669935081e+00,8.558407851382526133e+03,2.267917742251248114e+02,5.503329472453015292e+00,-6.318023521920264329e+01,-6.272608009801995621e+01
8.751750350070015116e+00,8.557776188947447736e+03,2.269354140384530751e+02,5.507769131053604994e+00,-6.312690119445699111e+01,-6.306267294945539703e+01
8.761752350470095152e+00,8.557145059480952114e+03,2.270788853608904674e+02,5.512205600482994683e+00,-6.307366046966689055e+01,-6.257850999059890995e+01
8.771754350870175188e+00,8.556514462058770732e+03,2.272221884025072143e+02,5.516638883160984719e+00,-6.302051274152404403e+01,-6.468593436028970700e+01
8.781756351270255223e+00,8.555884395760296684e+03,2.273653233730532293e+02,5.521068981504784645e+00,-6.296745770825623367e+01,-6.215316297642542054e+01
8.791758351670335259e+00,8.555254859668584686e+03,2.275082904819580847e+02,5.525495897929014077e+00,-6.291449506961834004e+01,-6.014428585008182182e+01
8.801760352070415294e+00,8.554625852870345625e+03,2.276510899383310971e+02,5.529919634845703591e+00,-6.286162452688205349e+01,-6.556881395617352837e+01
8.811762352470495330e+00,8.553997374455955651e+03,2.277937219509611850e+02,5.534340194664291168e+00,-6.280884578282712027e+01,-6.323643627012225465e+01
8.821764352870575365e+00,8.553369423519448901e+03,2.279361867283170682e+02,5.538757579791625751e+00,-6.275615854173184971e+01,-6.229414703272533416e+01
8.831766353270655401e+00,8.552741999158521139e+03,2.280784844785470113e+02,5.543171792631964578e+00,-6.270356250936373499e+01,-6.299766366652444560e+01
8.841768353670735436e+00,8.552115100474529754e+03,2.282206154094790804e+02,5.547582835586975847e+00,-6.265105739297013088e+01,-6.307931228248791911e+01
8.851770354070813696e+00,8.551488726572490123e+03,2.283625797286209433e+02,5.551990711055736050e+00,-6.259864290126995456e+01,-5.909411493217941569e+01
8.861772354470893731e+00,8.550862876561081066e+03,2.285043776431600406e+02,5.556395421434733528e+00,-6.254631874444339701e+01,-6.001218373487378699e+01
8.871774354870973767e+00,8.550237549526806106e+03,2.286460093609333342e+02,5.560796969125950895e+00,-6.249408463376659029e+01,-6.082729474711428708e+01
8.881776355271053802e+00,8.549612744419695446e+03,2.287874750945808842e+02,5.565195356572021801e+00,-6.244194028004665142e+01,-6.399633940682956990e+01
8.891778355671133838e+00,8.548988460325950655e+03,2.289287750512288255e+02,5.569590586170515500e+00,-6.238988539739671069e+01,-5.793867195745300336e+01
8.901780356071213873e+00,8.548364696362974428e+03,2.290699094366327131e+02,5.573982660307704506e+00,-6.233791970174002017e+01,-6.164611437629524460e+01
8.911782356471293909e+00,8.547741451650419549e+03,2.292108784562805397e+02,5.578371581367703058e+00,-6.228604291039857799e+01,-6.347199479607989758e+01
8.921784356871373944e+00,8.547118725310194350e+03,2.293516823153926794e+02,5.582757351732465345e+00,-6.223425474208397645e+01,-6.293900930502164925e+01
8.931786357271453980e+00,8.546496516466460889e+03,2.294923212189220010e+02,5.587139973781787283e+00,-6.218255491688944403e+01,-6.319121215520484469e+01
8.941788357671534015e+00,8.545874824245634954e+03,2.296327953715537831e+02,5.591519449893302962e+00,-6.213094315628040931e+01,-5.791786986835774087e+01
8.951790358071614051e+00,8.545253647776389698e+03,2.297731049777056285e+02,5.595895782442487310e+00,-6.207941918308762297e+01,-6.169704523173413691e+01
8.961792358471694087e+00,8.544632986189648364e+03,2.299132502415277202e+02,5.600268973802657868e+00,-6.202798272149721015e+01,-6.192934335561172077e+01
8.971794358871774122e+00,8.544012838618591559e+03,2.300532313669025655e+02,5.604639026344969466e+00,-6.197663349704333768e+01,-6.630985781567983395e+01
8.981796359271854158e+00,8.543393204198651802e+03,2.301930485574451097e+02,5.609005942438418657e+00,-6.192537123659963072e+01,-6.047775073204510221e+01
8.991798359671934193e+00,8.542774082067517156e+03,2.303327020165027648e+02,5.613369724449843723e+00,-6.187419566837098728e+01,-6.401718758254136787e+01
9.001800360072014229e+00,8.542155471365131234e+03,2.304721919471553235e+02,5.617730374743920230e+00,-6.182310652188596123e+01,-6.410901978937874901e+01
9.011802360472094264e+00,8.541537371233685917e+03,2.306115185522150455e+02,5.622087895683167247e+00,-6.177210352798766735e+01,-6.057298813205964905e+01
9.021804360872174300e+00,8.540919780817635910e+03,2.307506820342265712e+02,5.626442289627942017e+00,-6.172118641882661905e+01,-6.347400345319955761e+01
9.031806361272254335e+00,8.540302699263682371e+03,2.308896825954670078e+02,5.630793558936442622e+00,-6.167035492785316819e+01,-6.002468502684132545e+01
9.041808361672334371e+00,8.539686125720783821e+03,2.310285204379458435e+02,5.635141705964708869e+00,-6.161960878980812595e+01,-5.940182261391113627e+01
9.051810362072414406e+00,8.539070059340156149e+03,2.311671957634050329e+02,5.639486733066619628e+00,-6.156894774071639631e+01,-6.517373758169814835e+01
9.061812362472494442e+00,8.538454499275265334e+03,2.313057087733189405e+02,5.643828642593893719e+00,-6.151837151787856328e+01,-6.181659158761515727e+01
9.071814362872574478e+00,8.537839444681831083e+03,2.314440596688943685e+02,5.648167436896091687e+00,-6.146787985986304648e+01,-6.464151579768535782e+01
9.081816363272654513e+00,8.537224894717828647e+03,2.315822486510705289e+02,5.652503118320614028e+00,-6.141747250649910939e+01,-6.156734047212862038e+01
9.091818363672734549e+00,8.536610848543490647e+03,2.317202759205190432e+02,5.656835689212700302e+00,-6.136714919886850339e+01,-5.956875324185605081e+01
9.101820364072814584e+00,8.535997305321297972e+03,2.318581416776439994e+02,5.661165151915431792e+00,-6.131690967929807812e+01,-6.407056441110852063e+01
9.111822364472894620e+00,8.535384264215988878e+03,2.319958461225818951e+02,5.665491508769729734e+00,-6.126675369135284654e+01,-5.768843406987502931e+01
9.121824364872974655e+00,8.534771724394557168e+03,2.321333894552016375e+02,5.669814762114357087e+00,-6.121668097982785639e+01,-6.186596325758658566e+01
9.131826365273054691e+00,8.534159685026248553e+03,2.322707718751045718e+02,5.674134914285914100e+00,-6.116669129074119837e+01,-6.356182689082048398e+01
9.141828365673134726e+00,8.533548145282562473e+03,2.324079935816244529e+02,5.678451967618844520e+00,-6.111678437132650288e+01,-6.139541907528820985e+01
9.151830366073214762e+00,8.532937104337255732e+03,2.325450547738275304e+02,5.682765924445431160e+00,-6.106695997002583454e+01,-5.951341051457603015e+01
9.161832366473294798e+00,8.532326561366335227e+03,2.326819556505123785e+02,5.687076787095795893e+00,-6.101721783648196151e+01,-6.380308442853788620e+01
9.171834366873374833e+00,8.531716515548065217e+03,2.328186964102100660e+02,5.691384557897903207e+00,-6.096755772153215958e+01,-6.099608964382874632e+01
9.181836367273454869e+00,8.531106966062963693e+03,2.329552772511840431e+02,5.695689239177556651e+00,-6.091797937720014033e+01,-6.369760436974569728e+01
9.191838367673534904e+00,8.530497912093800551e+03,2.330916983714302262e+02,5.699990833258400613e+00,-6.086848255668934371e+01,-5.849339021364033897e+01
9.201840368073614940e+00,8.529889352825603055e+03,2.332279599686769416e+02,5.704289342461920320e+00,-6.081906701437577567e+01,-6.054332122871048938e+01
9.211842368473694975e+00,8.529281287445650378e+03,2.333640622403849534e+02,5.708584769107439172e+00,-6.076973250580158492e+01,-6.165510221442838201e+01
9.221844368873775011e+00,8.528673715143475420e+03,2.335000053837474070e+02,5.712877115512124071e+00,-6.072047878766721851e+01,-5.868550583890507255e+01
9.231846369273855046e+00,8.528066635110870266e+03,2.336357895956899142e+02,5.717166383990980094e+00,-6.067130561782533960e+01,-6.328452813702099888e+01
9.241848369673935082e+00,8.527460046541873453e+03,2.337714150728705249e+02,5.721452576856853156e+00,-6.062221275527349462e+01,-6.144558634248498663e+01
9.251850370074015117e+00,8.526853948632782703e+03,2.339068820116796417e+02,5.725735696420430898e+00,-6.057319996014763319e+01,-5.691816282613142164e+01
9.261852370474095153e+00,8.526248340582151286e+03,2.340421906082401904e+02,5.730015744990238247e+00,-6.052426699371540053e+01,-6.081039975464354086e+01
9.271854370874175189e+00,8.525643221590780740e+03,2.341773410584074497e+02,5.734292724872643632e+00,-6.047541361836891838e+01,-5.780029175665409014e+01
9.281856371274255224e+00,8.525038590861733610e+03,2.343123335577691648e+02,5.738566638371853657e+00,-6.042663959761944170e+01,-6.007516769697650716e+01
9.291858371674335260e+00,8.524434447600320709e+03,2.344471683016454904e+02,5.742837487789917539e+00,-6.037794469608877534e+01,-6.181719461945824179e+01
9.301860372074415295e+00,8.523830791014112037e+03,2.345818454850889907e+02,5.747105275426722670e+00,-6.032932867950455602e+01,-6.086177142173271193e+01
9.311862372474495331e+00,8.523227620312927684e+03,2.347163653028846966e+02,5.751370003579998169e+00,-6.028079131469291951e+01,-6.016692323156013344e+01
9.321864372874575366e+00,8.522624934708845103e+03,2.348507279495500200e+02,5.755631674545312215e+00,-6.023233236957196368e+01,-6.109235980085777129e+01
9.331866373274655402e+00,8.522022733416191841e+03,2.349849336193348392e+02,5.759890290616075603e+00,-6.018395161314600728e+01,-6.187335507266648449e+01
9.341868373674735437e+00,8.521421015651556445e+03,2.351189825062214140e+02,5.764145854083536413e+00,-6.013564881549814345e+01,-6.174043217169244713e+01
9.351870374074815473e+00,8.520819780633775736e+03,2.352528748039244704e+02,5.768398367236785340e+00,-6.008742374778518069e+01,-6.309635962131257259e+01
9.361872374474895508e+00,8.520219027583940260e+03,2.353866107058911439e+02,5.772647832362753029e+00,-6.003927618223065110e+01,-5.986106964235294470e+01
9.371874374874975544e+00,8.519618755725401570e+03,2.355201904053009798e+02,5.776894251746210962e+00,-5.999120589211815968e+01,-5.924704420230848001e+01
9.381876375275055580e+00,8.519018964283757668e+03,2.356536140950659615e+02,5.781137627669769685e+00,-5.994321265178615477e+01,-5.848861284768870661e+01
9.391878375675135615e+00,8.518419652486863924e+03,2.357868819678305385e+02,5.785377962413879693e+00,-5.989529623662150470e+01,-6.355046872808337355e+01
9.401880376075215651e+00,8.517820819564831254e+03,2.359199942159715135e+02,5.789615258256834984e+00,-5.984745642305301772e+01,-5.827972097999418111e+01
9.411882376475295686e+00,8.517222464750022482e+03,2.360529510315981554e+02,5.793849517474766841e+00,-5.979969298854564386e+01,-5.987790513406265802e+01
9.421884376875375722e+00,8.516624587277057799e+03,2.361857526065521711e+02,5.798080742341647387e+00,-5.975200571159439278e+01,-6.265323761532888369e+01
9.431886377275455757e+00,8.516027186382807486e+03,2.363183991324076771e+02,5.802308935129290468e+00,-5.970439437171870622e+01,-5.955272414682249149e+01
9.441888377675535793e+00,8.515430261306397369e+03,2.364508908004711714e+02,5.806534098107349884e+00,-5.965685874945575051e+01,-5.807166912712958862e+01
9.451890378075615828e+00,8.514833811289208825e+03,2.365832278017816463e+02,5.810756233543317606e+00,-5.960939862635552799e+01,-5.860855716399051829e+01
9.461892378475695864e+00,8.514237835574876954e+03,2.367154103271105043e+02,5.814975343702529997e+00,-5.956201378497422638e+01,-5.815535930970953160e+01
9.471894378875775899e+00,8.513642333409292405e+03,2.368474385669615572e+02,5.819191430848159818e+00,-5.951470400886881862e+01,-5.766803513865572484e+01
9.481896379275855935e+00,8.513047304040594099e+03,2.369793127115710547e+02,5.823404497241222444e+00,-5.946746908259109432e+01,-5.771955457287119629e+01
9.491898379675935971e+00,8.512452746719183779e+03,2.371110329509076280e+02,5.827614545140573199e+00,-5.942030879168208912e+01,-5.953520888938025024e+01
9.501900380076016006e+00,8.511858660697709638e+03,2.372425994746724029e+02,5.831821576802907359e+00,-5.937322292266617296e+01,-6.358168413965526611e+01
9.511902380476096042e+00,8.511265045231079057e+03,2.373740124722989151e+02,5.836025594482761925e+00,-5.932621126304610470e+01,-6.088867440789239538e+01
9.521904380876176077e+00,8.510671899576453143e+03,2.375052721329530812e+02,5.840226600432512072e+00,-5.927927360129604040e+01,-5.861008132453218167e+01
9.531906381276256113e+00,8.510079222993243093e+03,2.376363786455332843e+02,5.844424596902374702e+00,-5.923240972685766792e+01,-6.021415536960657278e+01
9.541908381676336148e+00,8.509487014743119289e+03,2.377673321986702888e+02,5.848619586140407556e+00,-5.918561943013332893e+01,-5.785685501351544957e+01
9.551910382076416184e+00,8.508895274090004023e+03,2.378981329807273823e+02,5.852811570392507434e+00,-5.913890250248095981e+01,-5.758526629251411322e+01
9.561912382476496219e+00,8.508304000300073312e+03,2.380287811798001769e+02,5.857000551902411978e+00,-5.909225873620908942e+01,-5.903754751355077701e+01
9.571914382876576255e+00,8.507713192641760543e+03,2.381592769837167225e+02,5.861186532911699665e+00,-5.904568792457070003e+01,-5.532731371983447133e+01
9.581916383276656290e+00,8.507122850385747370e+03,2.382896205800375640e+02,5.865369515659788924e+00,-5.899918986175822511e+01,-6.099025574486118018e+01
9.591918383676736326e+00,8.506532972804974634e+03,2.384198121560555990e+02,5.869549502383939021e+00,-5.895276434289820600e+01,-5.713064767771055585e+01
9.601920384076816362e+00,8.505943559174635084e+03,2.385498518987961631e+02,5.873726495319248286e+00,-5.890641116404600552e+01,-5.989158317095253636e+01
9.611922384476896397e+00,8.505354608772178835e+03,2.386797399950170870e+02,5.877900496698656774e+00,-5.886013012218052154e+01,-6.046106275040275335e+01
9.621924384876976433e+00,8.504766120877304274e+03,2.388094766312085255e+02,5.882071508752945377e+00,-5.881392101519861626e+01,-5.767629047534858699e+01
9.631926385277056468e+00,8.504178094771970791e+03,2.389390619935930999e+02,5.886239533710733163e+00,-5.876778364191051196e+01,-6.003901118061445175e+01
9.641928385677136504e+00,8.503590529740387865e+03,2.390684962681259265e+02,5.890404573798480925e+00,-5.872171780203416347e+01,-5.704313983860193105e+01
9.651930386077216539e+00,8.503003425069018704e+03,2.391977796404944172e+02,5.894566631240490295e+00,-5.867572329619031279e+01,-6.104831067062676198e+01
9.661932386477296575e+00,8.502416780046582062e+03,2.393269122961185076e+02,5.898725708258902856e+00,-5.862979992589754374e+01,-5.859863205778574979e+01
9.671934386877376610e+00,8.501830593964052241e+03,2.394558944201505142e+02,5.902881807073699250e+00,-5.858394749356665443e+01,-6.030980733817367678e+01
9.681936387277456646e+00,8.501244866114653632e+03,2.395847261974752200e+02,5.907034929902703624e+00,-5.853816580249656454e+01,-5.904712192172899421e+01
9.691938387677536682e+00,8.500659595793871631e+03,2.397134078127097894e+02,5.911185078961576522e+00,-5.849245465686857415e+01,-5.927527734016858574e+01
9.701940388077616717e+00,8.500074782299438084e+03,2.398419394502037960e+02,5.915332256463821103e+00,-5.844681386174124782e+01,-6.074275262394795050e+01
9.711942388477696753e+00,8.499490424931344023e+03,2.399703212940393371e+02,5.919476464620782252e+00,-5.840124322304660609e+01,-5.712868389044301409e+01
9.721944388877776788e+00,8.498906522991832389e+03,2.400985535280308341e+02,5.923617705641642139e+00,-5.835574254758404322e+01,-6.088422962998565424e+01
9.731946389277856824e+00,8.498323075785403489e+03,2.402266363357251748e+02,5.927755981733425550e+00,-5.831031164301606395e+01,-6.030849077692791838e+01
9.741948389677936859e+00,8.497740082618807719e+03,2.403545699004016569e+02,5.931891295100996331e+00,-5.826495031786350864e+01,-5.651944798053899888e+01
9.751950390078016895e+00,8.497157542801051022e+03,2.404823544050720443e+02,5.936023647947059168e+00,-5.821965838150009631e+01,-5.631017767948449659e+01
9.761952390478096930e+00,8.496575455643394889e+03,2.406099900324804821e+02,5.940153042472159584e+00,-5.817443564414912771e+01,-5.687554509346757214e+01
9.771954390878176966e+00,8.495993820459354538e+03,2.407374769651035820e+02,5.944279480874682164e+00,-5.812928191687655044e+01,-5.748520073492523608e+01
9.781956391278255225e+00,8.495412636564698914e+03,2.408648153851502798e+02,5.948402965350853222e+00,-5.808419701158868520e+01,-5.356365194437416477e+01
9.791958391678335261e+00,8.494831903277450692e+03,2.409920054745621201e+02,5.952523498094739907e+00,-5.803918074102568880e+01,-6.049399156594931526e+01
9.801960392078415296e+00,8.494251619917886273e+03,2.411190474150128864e+02,5.956641081298247542e+00,-5.799423291875785935e+01,-5.951620928143759670e+01
9.811962392478495332e+00,8.493671785808539425e+03,2.412459413879089141e+02,5.960755717151123179e+00,-5.794935335918108876e+01,-5.997190826723395674e+01
9.821964392878575367e+00,8.493092400274194006e+03,2.413726875743888911e+02,5.964867407840954705e+00,-5.790454187751157633e+01,-5.614162421261402613e+01
9.831966393278655403e+00,8.492513462641891238e+03,2.414992861553239720e+02,5.968976155553169960e+00,-5.785979828978179285e+01,-5.731777839593338086e+01
9.841968393678735438e+00,8.491934972240924253e+03,2.416257373113177209e+02,5.973081962471035844e+00,-5.781512241283650155e+01,-5.562715054749320132e+01
9.851970394078815474e+00,8.491356928402843550e+03,2.417520412227061399e+02,5.977184830775661872e+00,-5.777051406432724434e+01,-5.585898939982089217e+01
9.861972394478895509e+00,8.490779330461447898e+03,2.418781980695576124e+02,5.981284762645995734e+00,-5.772597306270819217e+01,-5.820922297826778191e+01
9.871974394878975545e+00,8.490202177699733511e+03,2.420042080344369708e+02,5.985381760279838481e+00,-5.768149922640543537e+01,-5.935229256336004511e+01
9.881976395279055581e+00,8.489625469369824714e+03,2.421300713011691244e+02,5.989475825884952087e+00,-5.763709237415702091e+01,-5.965399230476728576e+01
9.891978395679135616e+00,8.489049204808483410e+03,2.422557880488819819e+02,5.993566961633618462e+00,-5.759275232679829060e+01,-5.320140490354544482e+01
9.901980396079215652e+00,8.488473383355025362e+03,2.423813584564198038e+02,5.997655169695832456e+00,-5.754847890595470972e+01,-5.564483221193916762e+01
9.911982396479295687e+00,8.487898004350206975e+03,2.425067827024020630e+02,6.001740452239745949e+00,-5.750427193402003923e+01,-5.634920791563936149e+01
9.921984396879375723e+00,8.487323067136230748e+03,2.426320609652232747e+02,6.005822811431668740e+00,-5.746013123415247037e+01,-5.816879211819297524e+01
9.931986397279455758e+00,8.486748571056743458e+03,2.427571934230531383e+02,6.009902249436068544e+00,-5.741605663027019091e+01,-5.784285297179344099e+01
9.941988397679535794e+00,8.486174515456832523e+03,2.428821802538364523e+02,6.013978768415568332e+00,-5.737204794704689448e+01,-5.809023221857334818e+01
9.951990398079615829e+00,8.485600899683029638e+03,2.430070216352931425e+02,6.018052370530948991e+00,-5.732810500990825631e+01,-5.800567466702411679e+01
9.961992398479695865e+00,8.485027723083312594e+03,2.431317177449182623e+02,6.022123057941149327e+00,-5.728422764502698783e+01,-6.212122638223001303e+01
9.971994398879775900e+00,8.484454985007103460e+03,2.432562687599819924e+02,6.026190832803264286e+00,-5.724041567931965346e+01,-5.739281451258224820e+01
9.981996399279855936e+00,8.483882684805261306e+03,2.433806748575296410e+02,6.030255697272546733e+00,-5.719666894044206629e+01,-5.799093627391031447e+01
9.991998399679935972e+00,8.483310821830098575e+03,2.435049362143816154e+02,6.034317653502406564e+00,-5.715298725678491110e+01,-5.660307461025067255e+01
1.000200040008001601e+01,8.482739395435361075e+03,2.436290530071334786e+02,6.038376703644409815e+00,-5.710937045747061802e+01,-5.671969133113156403e+01
1.001200240048009604e+01,8.482168404976247984e+03,2.437530254121559210e+02,6.042432849848281329e+00,-5.706581837234858767e+01,-5.538838238569758943e+01
1.002200440088017608e+01,8.481597849809393665e+03,2.438768536055947038e+02,6.046486094261902089e+00,-5.702233083199155317e+01,-5.707762939285675685e+01
1.003200640128025611e+01,8.481027729292884032e+03,2.440005377633708008e+02,6.050536439031310110e+00,-5.697890766769154425e+01,-5.541404408313773899e+01
1.004200840168033615e+01,8.480458042786242004e+03,2.441240780611802279e+02,6.054583886300702211e+00,-5.693554871145596508e+01,-6.208643475443339810e+01
1.005201040208041618e+01,8.479888789650436593e+03,2.442474746744941569e+02,6.058628438212429579e+00,-5.689225379600412680e+01,-5.912360796515280015e+01
1.006201240248049622e+01,8.479319969247882909e+03,2.443707277785589156e+02,6.062670096907002204e+00,-5.684902275476218847e+01,-5.342613716063699059e+01
1.007201440288057626e+01,8.478751580942436703e+03,2.444938375483958737e+02,6.066708864523088884e+00,-5.680585542186105386e+01,-5.927289321729705307e+01
1.008201640328065629e+01,8.478183624099398003e+03,2.446168041588016422e+02,6.070744743197511895e+00,-5.676275163213097130e+01,-5.734936117018140322e+01
1.009201840368073633e+01,8.477616098085509293e+03,2.447396277843478458e+02,6.074777735065254092e+00,-5.671971122109857788e+01,-5.533450415090938890e+01
1.010202040408081636e+01,8.477049002268960976e+03,2.448623085993812936e+02,6.078807842259453587e+00,-5.667673402498309088e+01,-5.847017322780700255e+01
1.011202240448089640e+01,8.476482336019382274e+03,2.449848467780239218e+02,6.082835066911405519e+00,-5.663381988069215822e+01,-5.521707089031063020e+01
1.012202440488097643e+01,8.475916098707850324e+03,2.451072424941727661e+02,6.086859411150562948e+00,-5.659096862581873211e+01,-5.947548151779179904e+01
1.013202640528105647e+01,8.475350289706881085e+03,2.452294959214999892e+02,6.090880877104536850e+00,-5.654818009863674888e+01,-6.040319246610263093e+01
1.014202840568113650e+01,8.474784908390438432e+03,2.453516072334529099e+02,6.094899466899094342e+00,-5.650545413809794582e+01,-5.919235874065899594e+01
1.015203040608121654e+01,8.474219954133926876e+03,2.454735766032538891e+02,6.098915182658158685e+00,-5.646279058382805260e+01,-5.979852541182333425e+01
1.016203240648129658e+01,8.473655426314197030e+03,2.455954042039005571e+02,6.102928026503812831e+00,-5.642018927612303969e+01,-5.648390802571058344e+01
1.017203440688137661e+01,8.473091324309543779e+03,2.457170902081655015e+02,6.106938000556294988e+00,-5.637765005594565082e+01,-5.704152872181474976e+01
1.018203640728145665e+01,8.472527647499699015e+03,2.458386347885965506e+02,6.110945106934001281e+00,-5.633517276492199244e+01,-5.570661758203335978e+01
1.019203840768153668e+01,8.471964395265847998e+03,2.459600381175166319e+02,6.114949347753483977e+00,-5.629275724533761149e+01,-5.839254618551048281e+01
1.020204040808161672e+01,8.471401566990614810e+03,2.460813003670237720e+02,6.118950725129454149e+00,-5.625040334013414167e+01,-5.119288859726952268e+01
1.021204240848169675e+01,8.470839162058064176e+03,2.462024217089911531e+02,6.122949241174779011e+00,-5.620811089290606333e+01,-5.642735254956112811e+01
1.022204440888177679e+01,8.470277179853708731e+03,2.463234023150670282e+02,6.126944898000483697e+00,-5.616587974789683813e+01,-5.628571452530442087e+01
1.023204640928185682e+01,8.469715619764505391e+03,2.464442423566748630e+02,6.130937697715749479e+00,-5.612370974999527107e+01,-5.524038947810458922e+01
1.024204840968193686e+01,8.469154481178851711e+03,2.465649420050131653e+02,6.134927642427914662e+00,-5.608160074473312307e+01,-5.659680025207566700e+01
1.025205041008201690e+01,8.468593763486589523e+03,2.466855014310555987e+02,6.138914734242476356e+00,-5.603955257828044978e+01,-5.733059414619872030e+01
1.026205241048209693e+01,8.468033466079006757e+03,2.468059208055509828e+02,6.142898975263087813e+00,-5.599756509744270261e+01,-5.585396801075206241e+01
1.027205441088217697e+01,8.467473588348831981e+03,2.469262002990231792e+02,6.146880367591559313e+00,-5.595563814965777283e+01,-5.414608298948395770e+01
1.028205641128225700e+01,8.466914129690238042e+03,2.470463400817712909e+02,6.150858913327859057e+00,-5.591377158299178518e+01,-5.461025347881369640e+01
1.029205841168233704e+01,8.466355089498843881e+03,2.471663403238694059e+02,6.154834614570110496e+00,-5.587196524613653992e+01,-5.401580453839543594e+01
1.030206041208241707e+01,8.465796467171709082e+03,2.472862011951668819e+02,6.158807473414595890e+00,-5.583021898840598851e+01,-5.698578038485415220e+01
1.031206241248249711e+01,8.465238262107337505e+03,2.474059228652880904e+02,6.162777491955755416e+00,-5.578853265973270936e+01,-5.736513608323181757e+01
1.032206441288257714e+01,8.464680473705679105e+03,2.475255055036325871e+02,6.166744672286184503e+00,-5.574690611066472457e+01,-5.176457196466207478e+01
1.033206641328265718e+01,8.464123101368124480e+03,2.476449492793749982e+02,6.170709016496637389e+00,-5.570533919236265774e+01,-5.620911872276646193e+01
1.034206841368273722e+01,8.463566144497510322e+03,2.477642543614651629e+02,6.174670526676023563e+00,-5.566383175659598237e+01,-5.473244426469011614e+01
1.035207041408281725e+01,8.463009602498113964e+03,2.478834209186279622e+02,6.178629204911412209e+00,-5.562238365574000909e+01,-5.417053997798871734e+01
1.036207241448289729e+01,8.462453474775657014e+03,2.480024491193634333e+02,6.182585053288026877e+00,-5.558099474277287300e+01,-5.276399003883484085e+01
1.037207441488297732e+01,8.461897760737310819e+03,2.481213391319467121e+02,6.186538073889250811e+00,-5.553966487127206619e+01,-5.826612133824180972e+01
1.038207641528305736e+01,8.461342459791680085e+03,2.482400911244281190e+02,6.190488268796622506e+00,-5.549839389541187984e+01,-5.648253235389028504e+01
1.039207841568313739e+01,8.460787571348821075e+03,2.483587052646330449e+02,6.194435640089839268e+00,-5.545718166995931142e+01,-5.634776827998983606e+01
1.040208041608321743e+01,8.460233094820232509e+03,2.484771817201620365e+02,6.198380189846754540e+00,-5.541602805027190470e+01,-5.604218942543033677e+01
1.041208241648329746e+01,8.459679029618851928e+03,2.485955206583907113e+02,6.202321920143378797e+00,-5.537493289229450966e+01,-6.022340312284392638e+01
1.042208441688337750e+01,8.459125375159068426e+03,2.487137222464698993e+02,6.206260833053880432e+00,-5.533389605255524657e+01,-5.554908824234887277e+01
1.043208641728345754e+01,8.458572130856706281e+03,2.488317866513254728e+02,6.210196930650584868e+00,-5.529291738816414181e+01,-6.110326392191511502e+01
1.044208841768353757e+01,8.458019296129039503e+03,2.489497140396584882e+02,6.214130215003973667e+00,-5.525199675680858036e+01,-5.467780996101215862e+01
