t,q,n,s,dq_dt,dq_dt_noisy
2.452490498099620098e+01,7.999915306342517685e-01,2.613456320797383214e-01,-8.692974662620419485e-03,4.963255534890563070e-06,-4.021605511669188067e-03
2.454490898179636105e+01,7.999916293395143985e-01,2.613456489228804247e-01,-8.658298906456796812e-03,4.905444654935931661e-06,2.150958419937077856e-03
2.456491298259652112e+01,7.999917268960183847e-01,2.613456655698864206e-01,-8.623761209648642817e-03,4.848306052834185317e-06,-2.169535494611430151e-03
2.458491698339668119e+01,7.999918233170947302e-01,2.613456820230343203e-01,-8.589361024819696863e-03,4.791831936112842818e-06,-1.370713873165237779e-03
2.460492098419684126e+01,7.999919186157038453e-01,2.613456982845387411e-01,-8.555097808396220846e-03,4.736014729082919884e-06,2.599907104298630756e-03
2.462492498499700133e+01,7.999920128046852374e-01,2.613457143565935392e-01,-8.520971018792140167e-03,4.680846926532672242e-06,-1.245477242856525947e-03
2.464492898579716140e+01,7.999921058967576215e-01,2.613457302413719763e-01,-8.486980116409050673e-03,4.626321093668888615e-06,1.608813781337621943e-03
2.466493298659732147e+01,7.999921979045190312e-01,2.613457459410264416e-01,-8.453124563636215186e-03,4.572429866058137978e-06,-4.985313067077308964e-05
2.468493698739748154e+01,7.999922888404462640e-01,2.613457614576889521e-01,-8.419403824850565238e-03,4.519165949958282158e-06,-9.102356045710431999e-04
2.470494098819764162e+01,7.999923787168956579e-01,2.613457767934705966e-01,-8.385817366416695867e-03,4.466522121869196855e-06,-1.471049024132067970e-03
2.472494498899780169e+01,7.999924675461027590e-01,2.613457919504619809e-01,-8.352364656686876027e-03,4.414491228734024127e-06,-5.583738433159407197e-03
2.474494898979796176e+01,7.999925553401818767e-01,2.613458069307329490e-01,-8.319045166001036440e-03,4.363066188205420261e-06,-2.626482852025660824e-03
2.476495299059812183e+01,7.999926421111269725e-01,2.613458217363326397e-01,-8.285858366686778276e-03,4.312239988130984946e-06,1.166619651232295038e-04
2.478495699139828190e+01,7.999927278708108824e-01,2.613458363692896524e-01,-8.252803733059369679e-03,4.262005687014558806e-06,2.258322994563972898e-04
2.480496099219844197e+01,7.999928126309857612e-01,2.613458508316118256e-01,-8.219880741421744033e-03,4.212356413761758613e-06,-4.854327977182324935e-03
2.482496499299860204e+01,7.999928964032827494e-01,2.613458651252862919e-01,-8.187088870064506904e-03,4.163285367880883330e-06,2.632646130735158147e-03
2.484496899379876211e+01,7.999929791992123063e-01,2.613458792522795893e-01,-8.154427599265925627e-03,4.114785819293380333e-06,1.347262295873689160e-03
2.486497299459892218e+01,7.999930610301640987e-01,2.613458932145376057e-01,-8.121896411291941453e-03,4.066851108404485410e-06,-4.278163025838304344e-03
2.488497699539908226e+01,7.999931419074070016e-01,2.613459070139855234e-01,-8.089494790396159138e-03,4.019474646108738647e-06,-3.499282234774868210e-03
2.490498099619924233e+01,7.999932218420887642e-01,2.613459206525278189e-01,-8.057222222819850413e-03,3.972649913990638056e-06,1.156083054192211289e-03
2.492498499699940240e+01,7.999933008452365657e-01,2.613459341320483742e-01,-8.025078196791955720e-03,3.926370464004688131e-06,-5.645246804528577904e-03
2.494498899779956247e+01,7.999933789277569041e-01,2.613459474544103101e-01,-7.993062202529084212e-03,3.880629918545792517e-06,-2.591285371620110148e-03
2.496499299859972254e+01,7.999934561004349298e-01,2.613459606214562081e-01,-7.961173732235512016e-03,3.835421970844906492e-06,-5.197640731850487663e-04
2.498499699939988261e+01,7.999935323739355564e-01,2.613459736350078333e-01,-7.929412280103180499e-03,3.790740384323560589e-06,-7.373488624756749463e-04
2.500500100020004268e+01,7.999936077588025718e-01,2.613459864968664115e-01,-7.897777342311701476e-03,3.746578993119534324e-06,-5.245200827105651756e-04
2.502500500100020275e+01,7.999936822654588608e-01,2.613459992088124073e-01,-7.866268417028353735e-03,3.702931701961786279e-06,8.230690730492104014e-04
2.504500900180036282e+01,7.999937559042066271e-01,2.613460117726056908e-01,-7.834885004408079570e-03,3.659792486045330817e-06,-2.743748328801187946e-03
2.506501300260052290e+01,7.999938286852271707e-01,2.613460241899854264e-01,-7.803626606593496058e-03,3.617155391166319507e-06,-1.806702566897418205e-03
2.508501700340068297e+01,7.999939006185811108e-01,2.613460364626700727e-01,-7.772492727714882046e-03,3.575014533596793753e-06,5.821231635101751199e-03
2.510502100420084304e+01,7.999939717142080520e-01,2.613460485923574939e-01,-7.741482873890185093e-03,3.533364100284722210e-06,-4.549258002394591938e-03
2.512502500500100311e+01,7.999940419819268067e-01,2.613460605807248482e-01,-7.710596553225022333e-03,3.492198348728634827e-06,-1.686125593360932777e-03
2.514502900580115963e+01,7.999941114314356172e-01,2.613460724294286441e-01,-7.679833275812682214e-03,3.451511606852190395e-06,-1.640827352777848711e-06
2.516503300660131970e+01,7.999941800723167074e-01,2.613460841401055723e-01,-7.649192553673404837e-03,3.411298270340928781e-06,-2.273564996234257903e-03
2.518503700740147977e+01,7.999942479141575191e-01,2.613460957143933783e-01,-7.618673898937871475e-03,3.371552731589011669e-06,3.338483797814861646e-03
2.520504100820163984e+01,7.999943149661837838e-01,2.613461071538679681e-01,-7.588276827240685377e-03,3.332269594764329368e-06,-1.083207004396319340e-04
2.522504500900179991e+01,7.999943812374147312e-01,2.613461184600698317e-01,-7.558000857140917753e-03,3.293443584845752882e-06,1.951247518952756339e-03
2.524504900980195998e+01,7.999944467367855472e-01,2.613461296345251927e-01,-7.527845508965508650e-03,3.255069475853830272e-06,-8.172515957249824534e-03
2.526505301060212005e+01,7.999945114731472628e-01,2.613461406787457864e-01,-7.497810304809266954e-03,3.217142090919543711e-06,3.246762776320777019e-03
2.528505701140228012e+01,7.999945754552670873e-01,2.613461515942290814e-01,-7.467894768534873856e-03,3.179656302092717402e-06,3.131783390241098079e-03
2.530506101220244020e+01,7.999946386918277419e-01,2.613461623824580582e-01,-7.438098425772880253e-03,3.142607030736053923e-06,-2.585037376884127738e-03
2.532506501300260027e+01,7.999947011914280148e-01,2.613461730449013198e-01,-7.408420803921706745e-03,3.105989247203319303e-06,3.609624252674443080e-03
2.534506901380276034e+01,7.999947629625825396e-01,2.613461835830131474e-01,-7.378861432147646240e-03,3.069797970973001432e-06,4.881843312299541230e-04
2.536507301460292041e+01,7.999948240137219058e-01,2.613461939982334448e-01,-7.349419841384859618e-03,3.034028270586705777e-06,2.479871523616081295e-03
2.538507701540308048e+01,7.999948843531923259e-01,2.613462042919876827e-01,-7.320095564335379196e-03,2.998675263847816377e-06,5.139023588383562734e-03
2.540508101620324055e+01,7.999949439892563019e-01,2.613462144656870101e-01,-7.290888135469107863e-03,2.963734117434427193e-06,3.712429538941536859e-06
2.542508501700340062e+01,7.999950029300919585e-01,2.613462245207281431e-01,-7.261797091023817347e-03,2.929200047293156101e-06,-3.336349057991885338e-03
2.544508901780356069e+01,7.999950611837932657e-01,2.613462344584934205e-01,-7.232821969005151681e-03,2.895068318512307638e-06,-3.254632836189161240e-04
2.546509301860372076e+01,7.999951187583702605e-01,2.613462442803508035e-01,-7.203962309186623739e-03,2.861334245194990008e-06,-4.119714087975336232e-03
2.548509701940388084e+01,7.999951756617487142e-01,2.613462539876539870e-01,-7.175217653109616962e-03,2.827993190657590572e-06,-2.693916078245965455e-03
2.550510102020404091e+01,7.999952319017704649e-01,2.613462635817420665e-01,-7.146587544083386236e-03,2.795040567237740772e-06,-2.576814434724624975e-03
2.552510502100420098e+01,7.999952874861929741e-01,2.613462730639399267e-01,-7.118071527185055279e-03,2.762471836557792507e-06,-2.415453800041238684e-03
2.554510902180436105e+01,7.999953424226897702e-01,2.613462824355580194e-01,-7.089669149259619253e-03,2.730282509267633940e-06,3.224757107566390661e-03
2.556511302260452112e+01,7.999953967188503379e-01,2.613462916978923634e-01,-7.061379958919943023e-03,2.698468145112858289e-06,2.237731798372319392e-03
2.558511702340468119e+01,7.999954503821796736e-01,2.613463008522247666e-01,-7.033203506546762025e-03,2.667024353198133900e-06,-2.962001707387219244e-03
2.560512102420484126e+01,7.999955034200991744e-01,2.613463098998224377e-01,-7.005139344288681402e-03,2.635946791469594267e-06,3.131481217136585816e-03
2.562512502500500133e+01,7.999955558399457489e-01,2.613463188419383187e-01,-6.977187026062176868e-03,2.605231167238453050e-06,-5.304045851327878272e-03
2.564512902580516140e+01,7.999956076489722623e-01,2.613463276798109747e-01,-6.949346107551595576e-03,2.574873236923642855e-06,-2.229002274980825763e-03
2.566513302660532148e+01,7.999956588543476466e-01,2.613463364146645929e-01,-6.921616146209153518e-03,2.544868805989642594e-06,-6.710279921219940808e-04
2.568513702740548155e+01,7.999957094631564569e-01,2.613463450477089278e-01,-6.893996701254938124e-03,2.515213729209688732e-06,3.320826747331280006e-03
2.570514102820564162e+01,7.999957594823993157e-01,2.613463535801394122e-01,-6.866487333676905662e-03,2.485903910408297185e-06,1.940150525300717715e-03
2.572514502900580169e+01,7.999958089189926902e-01,2.613463620131370457e-01,-6.839087606230884707e-03,2.456935302594239439e-06,1.127239677607356442e-03
2.574514902980596176e+01,7.999958577797687820e-01,2.613463703478685063e-01,-6.811797083440571804e-03,2.428303908028412338e-06,3.678469274192996616e-03
2.576515303060612183e+01,7.999959060714759707e-01,2.613463785854859833e-01,-6.784615331597536672e-03,2.400005777966255788e-06,1.922573726279756508e-03
2.578515703140628190e+01,7.999959538007814785e-01,2.613463867271280106e-01,-6.757541918715415964e-03,2.372037011098479876e-06,3.877854040581552465e-03
2.580516103220644197e+01,7.999960009743590783e-01,2.613463947739342319e-01,-6.730576412876996747e-03,2.344393702138156341e-06,-2.581536479715801531e-03
2.582516503300660204e+01,7.999960475986314101e-01,2.613464027270012147e-01,-6.703718385257771001e-03,2.317072092881056779e-06,-5.291150735061068110e-03
2.584516903380676212e+01,7.999960936798704569e-01,2.613464105874001020e-01,-6.676967409710785062e-03,2.290068513309597660e-06,-1.466597644051870252e-03
2.586517303460692219e+01,7.999961392242900260e-01,2.613464183561917120e-01,-6.650323061657837341e-03,2.263379327381222295e-06,2.283568856230773058e-03
2.588517703540708226e+01,7.999961842380457488e-01,2.613464260344272039e-01,-6.623784918089481791e-03,2.237000933030538320e-06,5.740655540711575664e-04
2.590518103620724233e+01,7.999962287272345263e-01,2.613464336231475782e-01,-6.597352557565025304e-03,2.210929762496859835e-06,2.465759845965321759e-03
2.592518503700740240e+01,7.999962726978950833e-01,2.613464411233838991e-01,-6.571025560212527712e-03,2.185162282000878830e-06,1.931144728542553849e-03
2.594518903780756247e+01,7.999963161560078584e-01,2.613464485361572387e-01,-6.544803507728802656e-03,2.159694991811819231e-06,1.348394892845161458e-03
2.596519303860772254e+01,7.999963591074946700e-01,2.613464558624787326e-01,-6.518685983379417584e-03,2.134524426444743483e-06,2.258872365641945417e-03
2.598519703940788261e+01,7.999964015582190502e-01,2.613464631033494689e-01,-6.492672571998692882e-03,2.109647154467320618e-06,-2.346503978082604275e-03
2.600520104020804268e+01,7.999964435139862440e-01,2.613464702597607658e-01,-6.466762859989703613e-03,2.085059778501829063e-06,3.086067113671616888e-03
2.602520504100820276e+01,7.999964849805429878e-01,2.613464773326936719e-01,-6.440956435324277779e-03,2.060758935357309453e-06,-3.215643670956739187e-03
2.604520904180836283e+01,7.999965259635778425e-01,2.613464843231194101e-01,-6.415252887542996323e-03,2.036741295836265357e-06,-5.375808894961893371e-04
2.606521304260852290e+01,7.999965664687207489e-01,2.613464912319992672e-01,-6.389651807755193993e-03,2.013003564996944912e-06,-4.442714307109732128e-03
2.608521704340868297e+01,7.999966065015433614e-01,2.613464980602845378e-01,-6.364152788638960216e-03,1.989542481959997933e-06,1.325114974952754229e-03
2.610522104420884304e+01,7.999966460675590474e-01,2.613465048089164133e-01,-6.338755424441136488e-03,1.966354819910366487e-06,-4.853136973351236498e-03
2.612522504500900311e+01,7.999966851722227767e-01,2.613465114788262600e-01,-6.313459310977318981e-03,1.943437386164247508e-06,4.028721668423294010e-03
2.614522904580916318e+01,7.999967238209308995e-01,2.613465180709353963e-01,-6.288264045631855939e-03,1.920787022301121093e-06,-4.229472179107561861e-03
2.616523304660932325e+01,7.999967620190218121e-01,2.613465245861552044e-01,-6.263169227357852017e-03,1.898400603775049622e-06,5.868069612115038840e-04
2.618523704740948332e+01,7.999967997717750690e-01,2.613465310253870189e-01,-6.238174456677161341e-03,1.876275040437199044e-06,-6.114273478135135581e-04
2.620524104820964340e+01,7.999968370844122711e-01,2.613465373895222932e-01,-6.213279335680394443e-03,1.854407276016916213e-06,-2.824748082363423996e-03
2.622524504900980347e+01,7.999968739620963998e-01,2.613465436794424890e-01,-6.188483468026915665e-03,1.832794288514034947e-06,3.561146314646055581e-03
2.624524904980996354e+01,7.999969104099319273e-01,2.613465498960189648e-01,-6.163786458944840556e-03,1.811433090135539354e-06,-1.477444494183311526e-03
2.626525305061012361e+01,7.999969464329653723e-01,2.613465560401132537e-01,-6.139187915231041071e-03,1.790320726971840334e-06,4.213135551100504438e-03
2.628525705141028368e+01,7.999969820361846340e-01,2.613465621125768967e-01,-6.114687445251140371e-03,1.769454279389028273e-06,-3.271051390895012619e-03
2.630526105221044375e+01,7.999970172245189914e-01,2.613465681142513319e-01,-6.090284658939515428e-03,1.748830862030570717e-06,-2.599067458373375758e-03
2.632526505301060382e+01,7.999970520028398813e-01,2.613465740459682274e-01,-6.065979167799298750e-03,1.728447623363341244e-06,-6.195188645268494797e-03
2.634526905381076389e+01,7.999970863759597872e-01,2.613465799085490371e-01,-6.041770584902374057e-03,1.708301746330191440e-06,1.471855285037572533e-03
2.636527305461092396e+01,7.999971203486333504e-01,2.613465857028054451e-01,-6.017658524889380606e-03,1.688390447700665627e-06,2.565171579469744962e-03
2.638527705541108404e+01,7.999971539255563702e-01,2.613465914295390879e-01,-5.993642603969708861e-03,1.668710978658448704e-06,4.870273033487743878e-04
2.640528105621124411e+01,7.999971871113666921e-01,2.613465970895414991e-01,-5.969722439921504829e-03,1.649260624282222828e-06,-6.729948780078015558e-04
2.642528505701140418e+01,7.999972199106920590e-01,2.613466026836028799e-01,-5.945897651034854833e-03,1.630036675492121284e-06,-2.952876442900048345e-03
2.644528905781156425e+01,7.999972523280510783e-01,2.613466082124944467e-01,-5.922167857122632301e-03,1.611036487114258624e-06,6.872993771091094606e-03
2.646529305861172432e+01,7.999972843678021528e-01,2.613466136769602710e-01,-5.898532681165863899e-03,1.592257507825910170e-06,2.046014452428051265e-03
2.648529705941188439e+01,7.999973160342629397e-01,2.613466190777373743e-01,-5.874991747545947433e-03,1.573697210117042490e-06,-5.723794361818139616e-03
2.650530106021204446e+01,7.999973473317107953e-01,2.613466244155558948e-01,-5.851544682033157571e-03,1.555353090031195853e-06,-1.115804157813043637e-03
2.652530506101220453e+01,7.999973782643825526e-01,2.613466296911390874e-01,-5.828191111786653646e-03,1.537222667296919177e-06,-8.020151717688423984e-03
2.654530906181236460e+01,7.999974088364746327e-01,2.613466349052032123e-01,-5.804930665354475321e-03,1.519303485263904386e-06,4.560309987919353332e-03
2.656531306261252467e+01,7.999974390521434886e-01,2.613466400584577576e-01,-5.781762972673544325e-03,1.501593110643819943e-06,5.758239992296974689e-03
2.658531706341268475e+01,7.999974689155047169e-01,2.613466451516052169e-01,-5.758687665069662717e-03,1.484089134032278393e-06,4.211820490731210676e-03
2.660532106421284482e+01,7.999974984306338355e-01,2.613466501853413670e-01,-5.735704375257515489e-03,1.466789169454357020e-06,-3.407518430194739754e-04
2.662532506501300489e+01,7.999975276015659498e-01,2.613466551603548238e-01,-5.712812737340667961e-03,1.449690854561062270e-06,-1.957570522639497275e-03
2.664532906581316496e+01,7.999975564322957533e-01,2.613466600773275972e-01,-5.690012386811568387e-03,1.432791850630494634e-06,-4.394677534952764857e-03
2.666533306661332503e+01,7.999975849267778605e-01,2.613466649369345363e-01,-5.667302960551546219e-03,1.416089842373710175e-06,1.422533359775126705e-03
2.668533706741348510e+01,7.999976130889260295e-01,2.613466697398438288e-01,-5.644684096830811237e-03,1.399582538391537471e-06,-2.416429885249102641e-03
2.670534106821364517e+01,7.999976409226140506e-01,2.613466744867165570e-01,-5.622155435308455289e-03,1.383267670654930100e-06,-1.305195148938132106e-03
2.672534506901380524e+01,7.999976684316751907e-01,2.613466791782070864e-01,-5.599716617032453152e-03,1.367142994831566450e-06,-2.096608543084115678e-03
2.674534906981396531e+01,7.999976956199024158e-01,2.613466838149627325e-01,-5.577367284439659068e-03,1.351206290156757664e-06,-1.101587719453373188e-03
2.676535307061412539e+01,7.999977224910483908e-01,2.613466883976240940e-01,-5.555107081355811077e-03,1.335455359434537982e-06,2.525862114418963699e-03
2.678535707141428546e+01,7.999977490488252574e-01,2.613466929268247196e-01,-5.532935652995525817e-03,1.319888029168940026e-06,4.906395041149207333e-03
2.680536107221444553e+01,7.999977752969048561e-01,2.613466974031913859e-01,-5.510852645962304591e-03,1.304502149434866955e-06,2.844595549300478585e-04
2.682536507301460560e+01,7.999978012389188375e-01,2.613467018273438192e-01,-5.488857708248529033e-03,1.289295593814045976e-06,-1.091710296977479793e-04
2.684536907381476567e+01,7.999978268784582180e-01,2.613467061998949736e-01,-5.466950489235460238e-03,1.274266259656471415e-06,-3.513998949017110504e-03
2.686537307461492574e+01,7.999978522190739350e-01,2.613467105214509756e-01,-5.445130639693243971e-03,1.259412067755938160e-06,-3.862151094380647260e-03
2.688537707541508581e+01,7.999978772642762914e-01,2.613467147926108458e-01,-5.423397811780906325e-03,1.244730962676563330e-06,-3.362664568774528795e-03
2.690538107621524588e+01,7.999979020175354005e-01,2.613467190139668883e-01,-5.401751659046354591e-03,1.230220912493395567e-06,2.498316470499502631e-03
2.692538507701540595e+01,7.999979264822810743e-01,2.613467231861044127e-01,-5.380191836426378126e-03,1.215879908858514098e-06,5.833582561065194221e-04
2.694538907781556603e+01,7.999979506619024905e-01,2.613467273096019006e-01,-5.358718000246646615e-03,1.201705967197318880e-06,2.753722429846815374e-03
2.696539307861572610e+01,7.999979745597488590e-01,2.613467313850309504e-01,-5.337329808221714413e-03,1.187697126318903277e-06,1.117853004401738555e-03
2.698539707941588617e+01,7.999979981791286443e-01,2.613467354129561659e-01,-5.316026919455012732e-03,1.173851448872727008e-06,-1.365725714919588949e-03
2.700540108021604269e+01,7.999980215233102321e-01,2.613467393939353234e-01,-5.294808994438862659e-03,1.160167020958965527e-06,-3.895551587911441020e-03
2.702540508101620276e+01,7.999980445955215957e-01,2.613467433285193708e-01,-5.273675695054451731e-03,1.146641952324757821e-06,-1.262130288723525970e-03
2.704540908181636283e+01,7.999980673989556257e-01,2.613467472172532058e-01,-5.252626684438773709e-03,1.133274373240257418e-06,-4.453138064994827811e-03
2.706541308261652290e+01,7.999980899368065446e-01,2.613467510606819477e-01,-5.231661625654595270e-03,1.120062413146099846e-06,5.875877450075039574e-03
2.708541708341668297e+01,7.999981122121291310e-01,2.613467548593269574e-01,-5.210780184705123518e-03,1.107004283203653956e-06,6.622861440409314121e-04
2.710542108421684304e+01,7.999981342279203211e-01,2.613467586136997145e-01,-5.189982029433171280e-03,1.094098228446511685e-06,-1.254402898567756391e-03
2.712542508501700311e+01,7.999981559871492953e-01,2.613467623243068694e-01,-5.169266828908353900e-03,1.081342510138688059e-06,5.860363694240802376e-03
2.714542908581716318e+01,7.999981774927574785e-01,2.613467659916505204e-01,-5.148634253427086631e-03,1.068735405775353665e-06,-1.302824207519454481e-03
2.716543308661732326e+01,7.999981987476585399e-01,2.613467696162277698e-01,-5.128083974512585505e-03,1.056275209083559500e-06,1.533143136932950705e-03
2.718543708741748333e+01,7.999982197547383933e-01,2.613467731985312237e-01,-5.107615664914867334e-03,1.043960230022953984e-06,-6.376451046030694224e-04
2.720544108821764340e+01,7.999982405168549748e-01,2.613467767390485474e-01,-5.087228998610750577e-03,1.031788794916703547e-06,9.348490516269875907e-04
2.722544508901780347e+01,7.999982610368387981e-01,2.613467802382627436e-01,-5.066923650803853603e-03,1.019759246126671804e-06,-1.252861060802930694e-03
2.724544908981796354e+01,7.999982813174923990e-01,2.613467836966521518e-01,-5.046699297924596428e-03,1.007869942379638194e-06,1.346335396570304092e-03
2.726545309061812361e+01,7.999983013615904470e-01,2.613467871146902821e-01,-5.026555617630200715e-03,9.961192587028802849e-07,4.162555233926195329e-03
2.728545709141828368e+01,7.999983211718799669e-01,2.613467904928458707e-01,-5.006492288804686303e-03,9.845055862946473939e-07,-3.949761841270485983e-03
2.730546109221844375e+01,7.999983407510802280e-01,2.613467938315829353e-01,-4.986508991558877280e-03,9.730273325899369361e-07,-6.847498522250672001e-03
2.732546509301860382e+01,7.999983601018827439e-01,2.613467971313608307e-01,-4.966605407230396778e-03,9.616829212611606137e-07,3.942406223839118977e-03
2.734546909381876389e+01,7.999983792269510507e-01,2.613468003926340266e-01,-4.946781218383668709e-03,9.504707923490169361e-07,3.690452271381965718e-04
2.736547309461892397e+01,7.999983981289210400e-01,2.613468036158523855e-01,-4.927036108809917762e-03,9.393894020678258962e-07,2.502581421347245972e-03
2.738547709541908404e+01,7.999984168104010696e-01,2.613468068014609957e-01,-4.907369763527171143e-03,9.284372227410666924e-07,-1.011412856813644285e-03
2.740548109621924411e+01,7.999984352739711868e-01,2.613468099499001163e-01,-4.887781868780255966e-03,9.176127432577621513e-07,4.532705294802822499e-03
2.742548509701940418e+01,7.999984535221841275e-01,2.613468130616053431e-01,-4.868272112040799258e-03,9.069144684871524915e-07,5.373514021744600286e-03
2.744548909781956425e+01,7.999984715575647609e-01,2.613468161370075538e-01,-4.848840182007230562e-03,8.963409196048520297e-07,-3.674379263441516618e-03
2.746549309861972432e+01,7.999984893826098675e-01,2.613468191765327409e-01,-4.829485768604780196e-03,8.858906342236836904e-07,1.896696686270505283e-03
2.748549709941988439e+01,7.999985069997889164e-01,2.613468221806023450e-01,-4.810208562985477526e-03,8.755621659385406745e-07,-1.985442178203393471e-03
2.750550110022004446e+01,7.999985244115432881e-01,2.613468251496329220e-01,-4.791008257528154429e-03,8.653540847827419765e-07,-5.018420603238827812e-03
2.752550510102020453e+01,7.999985416202867183e-01,2.613468280840363644e-01,-4.771884545838443563e-03,8.552649769682026992e-07,-1.061334752663258474e-03
2.754550910182036461e+01,7.999985586284050765e-01,2.613468309842197912e-01,-4.752837122748779231e-03,8.452934450162416686e-07,1.568356201102892502e-03
2.756551310262052468e+01,7.999985754382564762e-01,2.613468338505854915e-01,-4.733865684318393913e-03,8.354381076930600763e-07,-4.303004564480864859e-03
2.758551710342068475e+01,7.999985920521713867e-01,2.613468366835312584e-01,-4.714969927833324338e-03,8.256975999452126033e-07,-4.056322525304759119e-03
2.760552110422084482e+01,7.999986084724522994e-01,2.613468394834498332e-01,-4.696149551806405413e-03,8.160705730955071886e-07,3.565959114003029295e-03
2.762552510502100489e+01,7.999986247013741725e-01,2.613468422507294608e-01,-4.677404255977274557e-03,8.065556945831366971e-07,-7.820203792445015495e-05
2.764552910582116496e+01,7.999986407411838751e-01,2.613468449857535014e-01,-4.658733741312370835e-03,7.971516482897870281e-07,1.037329294843619817e-03
2.766553310662132503e+01,7.999986565941008543e-01,2.613468476889006520e-01,-4.640137710004930624e-03,7.878571341495354562e-07,-3.649793956522613854e-03
2.768553710742148510e+01,7.999986722623213531e-01,2.613468503605455573e-01,-4.621615865319225053e-03,7.786708656752412569e-07,-2.176567429470041039e-03
2.770554110822164517e+01,7.999986877480412817e-01,2.613468530010630841e-01,-4.603167910420430040e-03,7.695915565464999178e-07,1.650346106544777413e-04
2.772554510902180525e+01,7.999987030533569632e-01,2.613468556108107799e-01,-4.584793551208709086e-03,7.606179788182210834e-07,3.566806475180594690e-04
2.774554910982196532e+01,7.999987181803268621e-01,2.613468581901399190e-01,-4.566492495158327655e-03,7.517489267205323485e-07,2.195407467507740930e-04
2.776555311062212539e+01,7.999987331309906802e-01,2.613468607393985566e-01,-4.548264450824632613e-03,7.429832054604041024e-07,4.591701464411325484e-03
2.778555711142228546e+01,7.999987479073691343e-01,2.613468632589314722e-01,-4.530109127844058302e-03,7.343196313522982199e-07,2.632213179275377096e-04
2.780556111222244553e+01,7.999987625114638456e-01,2.613468657490801150e-01,-4.512026236934121338e-03,7.257570318837041650e-07,-4.892683507044782130e-03
2.782556511302260560e+01,7.999987769452573394e-01,2.613468682101827700e-01,-4.494015489893424080e-03,7.172942457155606019e-07,-2.910546940023373344e-03
2.784556911382276567e+01,7.999987912107132670e-01,2.613468706425745580e-01,-4.476076599601654625e-03,7.089301225524493955e-07,-4.454653068610334686e-04
2.786557311462292574e+01,7.999988053097762952e-01,2.613468730465871581e-01,-4.458209280019583345e-03,7.006635232081180566e-07,3.592750465416727317e-03
2.788557711542308581e+01,7.999988192443718837e-01,2.613468754225491408e-01,-4.440413246189066354e-03,6.924933197361117046e-07,-2.371591999373104387e-03
2.790558111622324589e+01,7.999988330164066186e-01,2.613468777707858015e-01,-4.422688214233045506e-03,6.844183952348415636e-07,-1.483725834050240088e-03
2.792558511702340596e+01,7.999988466277681010e-01,2.613468800916191603e-01,-4.405033901355544929e-03,6.764376439130961841e-07,-3.869852171154632581e-04
2.794558911782356603e+01,7.999988600803247252e-01,2.613468823853680734e-01,-4.387450025841675358e-03,6.685499712206613357e-07,-2.458411272004552752e-03
2.796559311862372610e+01,7.999988733759261228e-01,2.613468846523480660e-01,-4.369936307057631537e-03,6.607542935882621511e-07,-2.822928827448261541e-03
2.798559711942388617e+01,7.999988865164026075e-01,2.613468868928713884e-01,-4.352492465450692218e-03,6.530495387535134751e-07,-1.047014872144721434e-03
2.800560112022404624e+01,7.999988995035658412e-01,2.613468891072471822e-01,-4.335118222549221891e-03,6.454346453706256104e-07,2.672208535113339625e-03
2.802560512102420631e+01,7.999989123392080570e-01,2.613468912957812029e-01,-4.317813300962669056e-03,6.379085634665760299e-07,1.118916896471145546e-03
2.804560912182436638e+01,7.999989250251029471e-01,2.613468934587760417e-01,-4.300577424381566219e-03,6.304702539205778780e-07,-1.224848235758187447e-03
2.806561312262452645e+01,7.999989375630047750e-01,2.613468955965309592e-01,-4.283410317577532496e-03,6.231186889853587637e-07,8.625177873737007806e-04
2.808561712342468653e+01,7.999989499546490412e-01,2.613468977093421630e-01,-4.266311706403269274e-03,6.158528518968476608e-07,-4.253812944124898097e-03
2.810562112422484660e+01,7.999989622017520396e-01,2.613468997975023078e-01,-4.249281317792563684e-03,6.086717371349935050e-07,2.659645779924303503e-03
2.812562512502500667e+01,7.999989743060111902e-01,2.613469018613011619e-01,-4.232318879760287728e-03,6.015743502287836088e-07,1.875573773188612047e-03
2.814562912582516674e+01,7.999989862691048170e-01,2.613469039010248851e-01,-4.215424121402397417e-03,5.945597078868279787e-07,5.326181958099623220e-04
2.816563312662532681e+01,7.999989980926922595e-01,2.613469059169566955e-01,-4.198596772895933638e-03,5.876268379325976109e-07,-5.320600254107648967e-03
2.818563712742548688e+01,7.999990097784138721e-01,2.613469079093763692e-01,-4.181836565499023016e-03,5.807747793047733632e-07,5.790514283287945263e-03
2.820564112822564695e+01,7.999990213278910245e-01,2.613469098785605182e-01,-4.165143231550874452e-03,5.740025820575903795e-07,-9.248047270490188099e-03
2.822564512902580702e+01,7.999990327427258796e-01,2.613469118247824796e-01,-4.148516504471782586e-03,5.673093074914113953e-07,-3.406948872838891362e-03
2.824564912982596709e+01,7.999990440245018375e-01,2.613469137483123705e-01,-4.131956118763128669e-03,5.606940278926021782e-07,-3.169663891549761182e-03
2.826565313062612717e+01,7.999990551747830914e-01,2.613469156494170331e-01,-4.115461810007374488e-03,5.541558267943288434e-07,1.727704718362852538e-03
2.828565713142628724e+01,7.999990661951148496e-01,2.613469175283600898e-01,-4.099033314868071043e-03,5.476937988466575156e-07,-4.926330137472521679e-03
2.830566113222644731e+01,7.999990770870234469e-01,2.613469193854019434e-01,-4.082670371089849870e-03,5.413070497517652030e-07,3.325877518907885281e-04
