t,C,S_ads,theta_occ,dC_dt,dC_dt_noisy
1.147829565913182570e+01,2.605608856492934677e+01,2.835794429248173643e+01,3.355771689325205975e-01,-5.370099869354465483e-01,-7.777320530534055365e-01
1.148809761952390396e+01,2.605082785293540582e+01,2.834757796257446216e+01,3.356286438161575347e-01,-5.363911604749027617e-01,4.832052521888341445e-02
1.149789957991598222e+01,2.604557319206639576e+01,2.833722730672251089e+01,3.356798526385529335e-01,-5.357752418082561974e-01,-5.349720505720240160e-01
1.150770154030806047e+01,2.604032455385567602e+01,2.832689231196904700e+01,3.357307961273505725e-01,-5.351622145686265597e-01,-5.988191264991252760e-01
1.151750350070013873e+01,2.603508191000274508e+01,2.831657296522852008e+01,3.357814750087662614e-01,-5.345520624748223426e-01,-1.239831112568358318e+00
1.152730546109221699e+01,2.602984523237322989e+01,2.830626925328667198e+01,3.358318900075878410e-01,-5.339447693313204013e-01,-4.586492803839496979e-01
1.153710742148429702e+01,2.602461449299890006e+01,2.829598116280054043e+01,3.358820418471752944e-01,-5.333403190282410833e-01,-2.104086154869219683e-01
1.154690938187637528e+01,2.601938966407765363e+01,2.828570868029845897e+01,3.359319312494605247e-01,-5.327386955413011549e-01,-9.298234331615236048e-01
1.155671134226845354e+01,2.601417071797353486e+01,2.827545179218004634e+01,3.359815589349476328e-01,-5.321398829318004786e-01,-7.856797941561675103e-01
1.156651330266053179e+01,2.600895762721671645e+01,2.826521048471622066e+01,3.360309256227127506e-01,-5.315438653465998087e-01,2.586844326638468861e-01
1.157631526305261005e+01,2.600375036450350663e+01,2.825498474404919591e+01,3.360800320304040967e-01,-5.309506270180754939e-01,-4.418175524436441237e-01
1.158611722344468831e+01,2.599854890269635277e+01,2.824477455619247124e+01,3.361288788742418099e-01,-5.303601522641061550e-01,-6.746569750566072665e-01
1.159591918383676656e+01,2.599335321482383421e+01,2.823457990703084874e+01,3.361774668690182266e-01,-5.297724254880380457e-01,-1.098263820157706849e+00
1.160572114422884482e+01,2.598816327408066940e+01,2.822440078232041216e+01,3.362257967280977144e-01,-5.291874311786690654e-01,-8.389769468191925483e-01
1.161552310462092308e+01,2.598297905382771233e+01,2.821423716768855172e+01,3.362738691634166721e-01,-5.286051539102141206e-01,-6.536032794309691862e-01
1.162532506501300134e+01,2.597780052759195257e+01,2.820408904863393929e+01,3.363216848854836405e-01,-5.280255783422740379e-01,1.565383472645847096e-01
1.163512702540507959e+01,2.597262766906651166e+01,2.819395641052654256e+01,3.363692446033791361e-01,-5.274486892198249066e-01,-8.326960383109484054e-01
1.164492898579715963e+01,2.596746045211065024e+01,2.818383923860762863e+01,3.364165490247557622e-01,-5.268744713731772222e-01,3.702934123598500271e-01
1.165473094618923788e+01,2.596229885074977162e+01,2.817373751798975690e+01,3.364635988558381530e-01,-5.263029097179678928e-01,-9.906468181933989481e-01
1.166453290658131614e+01,2.595714283917540044e+01,2.816365123365677547e+01,3.365103948014230295e-01,-5.257339892551176064e-01,-7.045273916681442650e-01
1.167433486697339440e+01,2.595199239174520756e+01,2.815358037046382123e+01,3.365569375648792549e-01,-5.251676950708166203e-01,-1.033958711153576959e-01
1.168413682736547266e+01,2.594684748298299226e+01,2.814352491313734106e+01,3.366032278481476125e-01,-5.246040123364954511e-01,-6.447014779040370902e-01
1.169393878775755091e+01,2.594170808679974982e+01,2.813348484715125153e+01,3.366492663543220187e-01,-5.240429260049630500e-01,-9.391739472052663684e-01
1.170374074814962917e+01,2.593657417673744092e+01,2.812346015848929071e+01,3.366950537855759595e-01,-5.234844209051798813e-01,-5.894061266460171034e-01
1.171354270854170743e+01,2.593144572775845091e+01,2.811345083162589020e+01,3.367405908375203372e-01,-5.229284824399922371e-01,-2.985722357255254922e-01
1.172334466893378568e+01,2.592632271496985652e+01,2.810345685093635737e+01,3.367858782043206545e-01,-5.223750960885196193e-01,-1.380242203513044608e+00
1.173314662932586394e+01,2.592120511360267088e+01,2.809347820072006741e+01,3.368309165787726767e-01,-5.218242473980092555e-01,-6.460924202723444809e-01
1.174294858971794220e+01,2.591609289901181867e+01,2.808351486520045270e+01,3.368757066523026533e-01,-5.212759219837854729e-01,-5.759442342096082745e-01
1.175275055011002046e+01,2.591098604667615746e+01,2.807356682852501351e+01,3.369202491149670964e-01,-5.207301055292221648e-01,-7.226039854920551786e-01
1.176255251050210049e+01,2.590588453219846343e+01,2.806363407476529659e+01,3.369645446554531132e-01,-5.201867837856815058e-01,-1.525087505961862933e-01
1.177235447089417875e+01,2.590078833130544211e+01,2.805371658791693079e+01,3.370085939610779624e-01,-5.196459425724873071e-01,-8.039220273304246156e-01
1.178215643128625700e+01,2.589569741984771412e+01,2.804381435189958438e+01,3.370523977177894426e-01,-5.191075677768717256e-01,-7.013649920700391061e-01
1.179195839167833526e+01,2.589061177379983292e+01,2.803392735055700058e+01,3.370959566101656701e-01,-5.185716453539397364e-01,-4.997503516726761186e-01
1.180176035207041352e+01,2.588553136926027420e+01,2.802405556765697270e+01,3.371392713214151349e-01,-5.180381613266273888e-01,-1.536136141688973500e-01
1.181156231246249178e+01,2.588045618245143231e+01,2.801419898689136190e+01,3.371823425333768109e-01,-5.175071017856565092e-01,-6.280884106095117048e-01
1.182136427285457003e+01,2.587538618971963444e+01,2.800435759187609008e+01,3.372251709265199349e-01,-5.169784528894965092e-01,2.413201825613819906e-01
1.183116623324664829e+01,2.587032136753511935e+01,2.799453136615113280e+01,3.372677571799442275e-01,-5.164522008643244178e-01,-9.703113508761885830e-01
1.184096819363872655e+01,2.586526169249205864e+01,2.798472029318053700e+01,3.373101019713796722e-01,-5.159283320039778076e-01,1.273288441630650025e-01
1.185077015403080480e+01,2.586020714130854969e+01,2.797492435635239971e+01,3.373522059771867920e-01,-5.154068326699254854e-01,-9.443176082252576764e-01
1.186057211442288306e+01,2.585515769082660498e+01,2.796514353897888583e+01,3.373940698723563725e-01,-5.148876892912159775e-01,-5.964209302791531053e-01
1.187037407481496309e+01,2.585011331801216983e+01,2.795537782429621387e+01,3.374356943305096279e-01,-5.143708883644508845e-01,-3.323477956806764055e-01
1.188017603520704135e+01,2.584507399995510823e+01,2.794562719546467378e+01,3.374770800238981461e-01,-5.138564164537271495e-01,5.135635141761245581e-01
1.188997799559911961e+01,2.584003971386920995e+01,2.793589163556860910e+01,3.375182276234039436e-01,-5.133442601906095248e-01,-6.543118686406251827e-02
1.189977995599119787e+01,2.583501043709219047e+01,2.792617112761642417e+01,3.375591377985393549e-01,-5.128344062740950449e-01,-7.157658310525668588e-01
1.190958191638327612e+01,2.582998614708568041e+01,2.791646565454058049e+01,3.375998112174471433e-01,-5.123268414705677287e-01,1.372327163252928806e-01
1.191938387677535438e+01,2.582496682143524680e+01,2.790677519919761096e+01,3.376402485469005010e-01,-5.118215526137541715e-01,-6.186740050606074348e-01
1.192918583716743264e+01,2.581995243785037175e+01,2.789709974436809858e+01,3.376804504523028827e-01,-5.113185266046960109e-01,-9.070414547545198047e-01
1.193898779755951089e+01,2.581494297416446315e+01,2.788743927275669066e+01,3.377204175976881717e-01,-5.108177504117090706e-01,-2.864754045183678377e-01
1.194878975795158915e+01,2.580993840833485820e+01,2.787779376699209877e+01,3.377601506457207359e-01,-5.103192110703398399e-01,-4.630837870536914092e-01
1.195859171834366741e+01,2.580493871844281273e+01,2.786816320962708815e+01,3.377996502576952609e-01,-5.098228956833317227e-01,-3.298971205171402632e-02
1.196839367873574567e+01,2.579994388269350480e+01,2.785854758313849189e+01,3.378389170935367503e-01,-5.093287914205868461e-01,-7.841979734942434721e-01
1.197819563912782570e+01,2.579495387941603823e+01,2.784894686992719315e+01,3.378779518118006364e-01,-5.088368855191243156e-01,-3.180851366886617848e-01
1.198799759951990396e+01,2.578996868706344614e+01,2.783936105231815361e+01,3.379167550696728362e-01,-5.083471652830597876e-01,-1.910724988656753998e-01
1.199779955991198221e+01,2.578498828421267675e+01,2.782979011256037793e+01,3.379553275229695286e-01,-5.078596180835406315e-01,-3.688368383082005764e-01
1.200760152030406047e+01,2.578001264956461114e+01,2.782023403282694218e+01,3.379936698261372663e-01,-5.073742313587317199e-01,-5.218659974044107530e-01
1.201740348069613873e+01,2.577504176194404550e+01,2.781069279521497606e+01,3.380317826322531416e-01,-5.068909926137736832e-01,-8.557001796592741405e-01
1.202720544108821699e+01,2.577007560029970534e+01,2.780116638174567356e+01,3.380696665930243983e-01,-5.064098894207367252e-01,-5.453399374304296332e-02
1.203700740148029524e+01,2.576511414370423836e+01,2.779165477436428944e+01,3.381073223587889309e-01,-5.059309094185993061e-01,-4.373186592623826696e-01
1.204680936187237350e+01,2.576015737135421801e+01,2.778215795494014273e+01,3.381447505785147856e-01,-5.054540403132001813e-01,-2.573020540587717120e-01
1.205661132226445176e+01,2.575520526257013998e+01,2.777267590526660257e+01,3.381819518998004925e-01,-5.049792698772082034e-01,-6.803683903075041783e-01
1.206641328265653001e+01,2.575025779679642568e+01,2.776320860706110594e+01,3.382189269688750666e-01,-5.045065859500885708e-01,-4.980007405790125574e-01
1.207621524304860827e+01,2.574531495360141520e+01,2.775375604196515411e+01,3.382556764305976738e-01,-5.040359764380575314e-01,-1.022649972290416764e+00
1.208601720344068831e+01,2.574037671267738148e+01,2.774431819154430201e+01,3.382922009284580755e-01,-5.035674293140619540e-01,-4.608047817461609630e-01
1.209581916383276656e+01,2.573544305384050901e+01,2.773489503728816885e+01,3.383285011045762958e-01,-5.031009326177278140e-01,-1.204957707905722208e-01
1.210562112422484482e+01,2.573051395703092226e+01,2.772548656061043104e+01,3.383645775997028426e-01,-5.026364744553433184e-01,-4.561398314154272438e-01
1.211542308461692308e+01,2.572558940231265723e+01,2.771609274284883284e+01,3.384004310532185422e-01,-5.021740429998100552e-01,-7.247763774068771703e-02
1.212522504500900133e+01,2.572066936987367569e+01,2.770671356526516860e+01,3.384360621031345384e-01,-5.017136264906092435e-01,-3.452583854292732846e-01
1.213502700540107959e+01,2.571575384002586517e+01,2.769734900904530406e+01,3.384714713860925150e-01,-5.012552132337777522e-01,1.806731017758812508e-01
1.214482896579315785e+01,2.571084279320503896e+01,2.768799905529915861e+01,3.385066595373644738e-01,-5.007987916018636909e-01,-5.958236076782650326e-01
1.215463092618523611e+01,2.570593620997093254e+01,2.767866368506071595e+01,3.385416271908527341e-01,-5.003443500339006533e-01,-1.319659463310355552e+00
1.216443288657731436e+01,2.570103407100720361e+01,2.766934287928801339e+01,3.385763749790901000e-01,-4.998918770353633079e-01,-2.836477624925782259e-01
1.217423484696939262e+01,2.569613635712143918e+01,2.766003661886316323e+01,3.386109035332397488e-01,-4.994413611781460816e-01,-5.820361051169273825e-01
1.218403680736147088e+01,2.569124304924514135e+01,2.765074488459232427e+01,3.386452134830951199e-01,-4.989927911005187511e-01,-9.861394822418485528e-01
1.219383876775354913e+01,2.568635412843374510e+01,2.764146765720571963e+01,3.386793054570801931e-01,-4.985461555071024620e-01,-1.729134765457198686e-01
1.220364072814562917e+01,2.568146957586660051e+01,2.763220491735764028e+01,3.387131800822493211e-01,-4.981014431688306487e-01,-3.659368735415118867e-01
1.221344268853770743e+01,2.567658937284699050e+01,2.762295664562642727e+01,3.387468379842870636e-01,-4.976586429229152841e-01,-2.749893419556053709e-01
1.222324464892978568e+01,2.567171350080212022e+01,2.761372282251448951e+01,3.387802797875086314e-01,-4.972177436728211219e-01,-6.634057190661668546e-01
1.223304660932186394e+01,2.566684194128310992e+01,2.760450342844829663e+01,3.388135061148593863e-01,-4.967787343882239526e-01,-3.982551522643464903e-01
1.224284856971394220e+01,2.566197467596501625e+01,2.759529844377837549e+01,3.388465175879151747e-01,-4.963416041049839578e-01,-3.691720820272715309e-01
1.225265053010602045e+01,2.565711168664681097e+01,2.758610784877931366e+01,3.388793148268822719e-01,-4.959063419251155125e-01,3.914212113457344877e-01
1.226245249049809871e+01,2.565225295525139160e+01,2.757693162364975947e+01,3.389118984505972154e-01,-4.954729370167481051e-01,-8.374528192460904963e-01
1.227225445089017697e+01,2.564739846382558497e+01,2.756776974851242556e+01,3.389442690765271382e-01,-4.950413786140970274e-01,-5.002884783927949996e-01
1.228205641128225523e+01,2.564254819454013301e+01,2.755862220341408175e+01,3.389764273207692691e-01,-4.946116560174349530e-01,-3.126817498826116593e-01
1.229185837167433348e+01,2.563770212907438406e+01,2.754948896898277866e+01,3.390083738001538061e-01,-4.941837583553381208e-01,-1.356577221403037825e+00
1.230166033206641174e+01,2.563286024849281475e+01,2.754037002663307376e+01,3.390401091309930837e-01,-4.937576745323370986e-01,-1.295241858246433786e+00
1.231146229245849177e+01,2.562802253516615281e+01,2.753126535650528695e+01,3.390716339227506926e-01,-4.933333939714747984e-01,5.895757914424304413e-01
1.232126425285057003e+01,2.562318897159561004e+01,2.752217493866099574e+01,3.391029487834514300e-01,-4.929109061636571809e-01,-1.376470382994491315e+00
1.233106621324264829e+01,2.561835954037205454e+01,2.751309875312565012e+01,3.391340543198427260e-01,-4.924902006519431552e-01,-2.050256283243136468e-01
1.234086817363472655e+01,2.561353422417601777e+01,2.750403677988859386e+01,3.391649511373946435e-01,-4.920712670314584258e-01,-9.161839700637445238e-01
1.235067013402680480e+01,2.560871300577769105e+01,2.749498899890305736e+01,3.391956398402998785e-01,-4.916540949493883872e-01,-8.732341463249539970e-01
1.236047209441888306e+01,2.560389586803692907e+01,2.748595539008615063e+01,3.392261210314738151e-01,-4.912386741049026284e-01,-1.482501126241073663e+00
1.237027405481096132e+01,2.559908279390324992e+01,2.747693593331887385e+01,3.392563953125545262e-01,-4.908249942491211826e-01,-9.411942804117949812e-01
1.238007601520303957e+01,2.559427376641583152e+01,2.746793060844611745e+01,3.392864632839025507e-01,-4.904130451850745587e-01,-9.822373743323359330e-02
1.238987797559511783e+01,2.558946876870350806e+01,2.745893939527665495e+01,3.393163255446011717e-01,-4.900028167676557800e-01,-1.184374237225912285e+00
1.239967993598719609e+01,2.558466778398478425e+01,2.744996227358313945e+01,3.393459826924564715e-01,-4.895942989035706461e-01,-1.918808587326794046e-01
1.240948189637927435e+01,2.557987079556782106e+01,2.744099922310212136e+01,3.393754353239968879e-01,-4.891874815513013175e-01,-3.325386068770092574e-01
1.241928385677135438e+01,2.557507778685044286e+01,2.743205022353403066e+01,3.394046840344736582e-01,-4.887823547210539132e-01,5.203687949551423220e-01
1.242908581716343264e+01,2.557028874132013030e+01,2.742311525454318755e+01,3.394337294178607078e-01,-4.883789084747256481e-01,-7.256457001035833132e-01
1.243888777755551089e+01,2.556550364255403096e+01,2.741419429575779176e+01,3.394625720668545399e-01,-4.879771329258497659e-01,1.437298866755526427e-01
1.244868973794758915e+01,2.556072247421895227e+01,2.740528732676993684e+01,3.394912125728742902e-01,-4.875770182395591235e-01,-4.314254111883913945e-02
1.245849169833966741e+01,2.555594522007136504e+01,2.739639432713559941e+01,3.395196515260617831e-01,-4.871785546325426708e-01,-6.305127632916853742e-01
1.246829365873174567e+01,2.555117186395739992e+01,2.738751527637464278e+01,3.395478895152814203e-01,-4.867817323729983769e-01,-1.318259726841081392e+00
1.247809561912382392e+01,2.554640238981284384e+01,2.737865015397081336e+01,3.395759271281203473e-01,-4.863865417805897096e-01,2.683336480126642387e-01
1.248789757951590218e+01,2.554163678166315421e+01,2.736979893937174424e+01,3.396037649508882317e-01,-4.859929732264038904e-01,-1.168187426148174834e+00
1.249769953990798044e+01,2.553687502362344475e+01,2.736096161198896226e+01,3.396314035686174848e-01,-4.856010171329216973e-01,-7.223089934443195359e-01
1.250750150030005869e+01,2.553211709989849254e+01,2.735213815119787384e+01,3.396588435650630955e-01,-4.852106639739464100e-01,-4.362239397385303530e-02
1.251730346069213695e+01,2.552736299478273096e+01,2.734332853633777205e+01,3.396860855227027964e-01,-4.848219042745895990e-01,7.315588012205331836e-02
1.252710542108421699e+01,2.552261269266026389e+01,2.733453274671183308e+01,3.397131300227368422e-01,-4.844347286112160589e-01,-9.071580766902105353e-01
1.253690738147629524e+01,2.551786617800485146e+01,2.732575076158712690e+01,3.397399776450881759e-01,-4.840491276113976227e-01,-5.000499705605100376e-01
1.254670934186837350e+01,2.551312343537991367e+01,2.731698256019461013e+01,3.397666289684024288e-01,-4.836650919538776350e-01,-6.129543129885520747e-01
1.255651130226045176e+01,2.550838444943853389e+01,2.730822812172911185e+01,3.397930845700478653e-01,-4.832826123685336484e-01,1.074966754226476251e-01
1.256631326265253001e+01,2.550364920492345888e+01,2.729948742534936557e+01,3.398193450261152715e-01,-4.829016796363223563e-01,7.694150074541368234e-01
1.257611522304460827e+01,2.549891768666709169e+01,2.729076045017798080e+01,3.398454109114182886e-01,-4.825222845892502832e-01,-1.397465697349216551e+00
1.258591718343668653e+01,2.549418987959150229e+01,2.728204717530145018e+01,3.398712827994929686e-01,-4.821444181103231585e-01,-2.393296311818876587e-02
1.259571914382876479e+01,2.548946576870841696e+01,2.727334757977016366e+01,3.398969612625982739e-01,-4.817680711335095012e-01,-1.910855759586871816e+00
1.260552110422084304e+01,2.548474533911922890e+01,2.726466164259838365e+01,3.399224468717155223e-01,-4.813932346437033161e-01,-4.743600485613796436e-01
1.261532306461292130e+01,2.548002857601499116e+01,2.725598934276427343e+01,3.399477401965489420e-01,-4.810198996766725799e-01,-1.035412161651266372e+00
1.262512502500499956e+01,2.547531546467641661e+01,2.724733065920987229e+01,3.399728418055251722e-01,-4.806480573190254901e-01,5.152613377360009128e-01
1.263492698539707781e+01,2.547060599047387797e+01,2.723868557084110975e+01,3.399977522657936513e-01,-4.802776987081704974e-01,-3.970934345576408453e-01
1.264472894578915785e+01,2.546590013886741133e+01,2.723005405652779842e+01,3.400224721432264507e-01,-4.799088150322727842e-01,-8.482946890101665804e-01
1.265453090618123611e+01,2.546119789540671619e+01,2.722143609510364115e+01,3.400470020024182194e-01,-4.795413975302071918e-01,-7.291978248846173738e-01
1.266433286657331436e+01,2.545649924573115186e+01,2.721283166536622389e+01,3.400713424066862389e-01,-4.791754374915377923e-01,-7.668233135126496514e-01
1.267413482696539262e+01,2.545180417556973751e+01,2.720424074607701925e+01,3.400954939180705350e-01,-4.788109262564574919e-01,-3.846551219751135897e-01
1.268393678735747088e+01,2.544711267074115923e+01,2.719566331596139008e+01,3.401194570973337661e-01,-4.784478552157516162e-01,-5.575220904056052973e-01
1.269373874774954913e+01,2.544242471715375586e+01,2.718709935370857878e+01,3.401432325039610571e-01,-4.780862158107730409e-01,-1.501434288200120259e-01
1.270354070814162739e+01,2.543774030080553317e+01,2.717854883797172150e+01,3.401668206961603880e-01,-4.777259995333764664e-01,2.924045414289689893e-01
1.271334266853370565e+01,2.543305940778416030e+01,2.717001174736783042e+01,3.401902222308623158e-01,-4.773671979259050957e-01,-1.266611744721631294e-01
1.272314462892578391e+01,2.542838202426695915e+01,2.716148806047781505e+01,3.402134376637199753e-01,-4.770098025811302378e-01,-1.090011326433176997e+00
1.273294658931786216e+01,2.542370813652092565e+01,2.715297775584646445e+01,3.402364675491092449e-01,-4.766538051422282152e-01,-1.288557208385220809e+00
1.274274854970994042e+01,2.541903773090270846e+01,2.714448081198245788e+01,3.402593124401285807e-01,-4.762991973027297377e-01,-8.540089601305806966e-01
1.275255051010202045e+01,2.541437079385861963e+01,2.713599720735835419e+01,3.402819728885990713e-01,-4.759459708064834871e-01,5.066166134838312463e-02
1.276235247049409871e+01,2.540970731192463106e+01,2.712752692041060598e+01,3.403044494450645496e-01,-4.755941174476179256e-01,-6.431181942802923768e-01
1.277215443088617697e+01,2.540504727172637800e+01,2.711906992953954543e+01,3.403267426587914257e-01,-4.752436290705066568e-01,-8.090300386087987405e-01
1.278195639127825523e+01,2.540039065997916268e+01,2.711062621310940202e+01,3.403488530777686871e-01,-4.748944975697186877e-01,-4.057532186667773821e-01
1.279175835167033348e+01,2.539573746348793293e+01,2.710219574944827414e+01,3.403707812487080098e-01,-4.745467148899926713e-01,-1.182309689685699938e+00
1.280156031206241174e+01,2.539108766914731774e+01,2.709377851684816108e+01,3.403925277170438690e-01,-4.742002730261880572e-01,-1.043864133860833876e+00
1.281136227245449000e+01,2.538644126394159173e+01,2.708537449356494520e+01,3.404140930269330956e-01,-4.738551640232468998e-01,-2.186924514185104029e-01
1.282116423284656825e+01,2.538179823494470000e+01,2.707698365781838845e+01,3.404354777212554306e-01,-4.735113799761698772e-01,-6.250881264302809992e-01
1.283096619323864651e+01,2.537715856932024749e+01,2.706860598779214655e+01,3.404566823416130816e-01,-4.731689130299603363e-01,-6.997870340752192497e-01
1.284076815363072477e+01,2.537252225432149544e+01,2.706024146163376187e+01,3.404777074283310001e-01,-4.728277553795869892e-01,-3.140102427213349867e-01
1.285057011402280303e+01,2.536788927729137200e+01,2.705189005745465280e+01,3.404985535204567149e-01,-4.724878992699652613e-01,-7.649235008603697539e-01
1.286037207441488306e+01,2.536325962566246517e+01,2.704355175333013150e+01,3.405192211557604431e-01,-4.721493369958977837e-01,-8.152948602772350783e-01
1.287017403480696132e+01,2.535863328695702634e+01,2.703522652729940390e+01,3.405397108707350351e-01,-4.718120609020450829e-01,-7.017171421688821464e-01
1.287997599519903957e+01,2.535401024878696674e+01,2.702691435736554482e+01,3.405600232005959738e-01,-4.714760633828936065e-01,-1.701657688270940549e-01
1.288977795559111783e+01,2.534939049885385742e+01,2.701861522149552997e+01,3.405801586792814306e-01,-4.711413368827024328e-01,-4.412313690221008611e-01
1.289957991598319609e+01,2.534477402493499198e+01,2.701032909763587497e+01,3.406001178394802986e-01,-4.708078738899930116e-01,-1.068106666228148427e+00
1.290938187637527435e+01,2.534016081390413433e+01,2.700205596484615711e+01,3.406199012139649596e-01,-4.704756665488911693e-01,-6.220041238134952355e-01
1.291918383676735260e+01,2.533555085298820586e+01,2.699379580195640926e+01,3.406395093317301503e-01,-4.701447071483473295e-01,-1.460327439226940527e-01
1.292898579715943086e+01,2.533094413005496293e+01,2.698554858715952420e+01,3.406589427190538921e-01,-4.698149882423763302e-01,4.655609833360622174e-01
1.293878775755150912e+01,2.532634063303638428e+01,2.697731429863938502e+01,3.406782019010419216e-01,-4.694865024244361251e-01,-1.040663498485411731e+00
1.294858971794358737e+01,2.532174034992865685e+01,2.696909291457086155e+01,3.406972874016278019e-01,-4.691592423273975854e-01,-2.998915953031361381e-01
1.295839167833566563e+01,2.531714326879220422e+01,2.696088441311980688e+01,3.407161997435727008e-01,-4.688332006235027549e-01,-5.982073390311815064e-01
1.296819363872774566e+01,2.531254937775164748e+01,2.695268877244306083e+01,3.407349394484656679e-01,-4.685083700242982374e-01,-5.574865161817121884e-02
1.297799559911982392e+01,2.530795866499583724e+01,2.694450597068846420e+01,3.407535070367234686e-01,-4.681847432806129916e-01,-2.434072546225796718e-01
1.298779755951190218e+01,2.530337111877785006e+01,2.693633598599483392e+01,3.407719030275905836e-01,-4.678623131825005999e-01,2.682261406879067334e-01
1.299759951990398044e+01,2.529878672741496004e+01,2.692817879649197721e+01,3.407901279391392091e-01,-4.675410725591921945e-01,-2.078156214218870312e-01
1.300740148029605869e+01,2.529420547928867791e+01,2.692003438030069162e+01,3.408081822882694234e-01,-4.672210142790547138e-01,-7.397776703935083908e-01
1.301720344068813695e+01,2.528962736284472612e+01,2.691190271553276148e+01,3.408260665907089093e-01,-4.669021312495518217e-01,-7.361987203391959778e-01
1.302700540108021521e+01,2.528505236659304245e+01,2.690378378029095785e+01,3.408437813610131206e-01,-4.665844164171879527e-01,-2.638093615586233343e-01
1.303680736147229346e+01,2.528048047910778706e+01,2.689567755266904214e+01,3.408613271125652822e-01,-4.662678627674656795e-01,-2.687962680551705397e-01
1.304660932186437172e+01,2.527591168902733898e+01,2.688758401075176252e+01,3.408787043575764453e-01,-4.659524633248528502e-01,7.330161704678483936e-01
1.305641128225644998e+01,2.527134598505428897e+01,2.687950313261485746e+01,3.408959136070853213e-01,-4.656382111527168632e-01,3.725281486800805508e-01
1.306621324264852824e+01,2.526678335595545732e+01,2.687143489632504867e+01,3.409129553709582816e-01,-4.653250993533015745e-01,-1.052114275540829258e+00
1.307601520304060649e+01,2.526222379056187251e+01,2.686337927994005170e+01,3.409298301578896906e-01,-4.650131210676686777e-01,-2.899007231808912177e-01
1.308581716343268653e+01,2.525766727776878540e+01,2.685533626150856534e+01,3.409465384754013506e-01,-4.647022694756604011e-01,-1.130196700159955547e+00
1.309561912382476478e+01,2.525311380653566573e+01,2.684730581907027869e+01,3.409630808298430571e-01,-4.643925377958506573e-01,-1.292230985655514530e+00
1.310542108421684304e+01,2.524856336588619854e+01,2.683928793065586760e+01,3.409794577263922655e-01,-4.640839192855032991e-01,-9.231091856414841423e-02
1.311522304460892130e+01,2.524401594490829481e+01,2.683128257428699825e+01,3.409956696690542022e-01,-4.637764072405321514e-01,-1.879026407179538172e-01
1.312502500500099956e+01,2.523947153275407018e+01,2.682328972797632716e+01,3.410117171606616981e-01,-4.634699949954477205e-01,-9.827538921639525915e-01
1.313482696539307781e+01,2.523493011863987334e+01,2.681530936972748691e+01,3.410276007028755774e-01,-4.631646759233243316e-01,3.586786931259416944e-01
1.314462892578515607e+01,2.523039169184626473e+01,2.680734147753511465e+01,3.410433207961842683e-01,-4.628604434357486141e-01,-9.516454081858956027e-01
1.315443088617723433e+01,2.522585624171801655e+01,2.679938602938482006e+01,3.410588779399038595e-01,-4.625572909827759815e-01,-1.046421481556110811e+00
1.316423284656931258e+01,2.522132375766413048e+01,2.679144300325321382e+01,3.410742726321784324e-01,-4.622552120528968800e-01,-1.359461013428826526e-01
1.317403480696139084e+01,2.521679422915782354e+01,2.678351237710788979e+01,3.410895053699795065e-01,-4.619542001729817216e-01,-3.514849273152060305e-01
1.318383676735346910e+01,2.521226764573652446e+01,2.677559412890742152e+01,3.411045766491066500e-01,-4.616542489082453571e-01,-5.419082493926616895e-01
1.319363872774554913e+01,2.520774399700188795e+01,2.676768823660138352e+01,3.411194869641869798e-01,-4.613553518621964500e-01,-4.948882683126784032e-01
1.320344068813762739e+01,2.520322327261978401e+01,2.675979467813033352e+01,3.411342368086753840e-01,-4.610575026766072781e-01,-3.491571070473433736e-01
1.321324264852970565e+01,2.519870546232029795e+01,2.675191343142581601e+01,3.411488266748546327e-01,-4.607606950314568905e-01,-5.305506879058745628e-01
1.322304460892178390e+01,2.519419055589774459e+01,2.674404447441036581e+01,3.411632570538350451e-01,-4.604649226449026855e-01,-5.467173567854212157e-01
1.323284656931386216e+01,2.518967854321063982e+01,2.673618778499750093e+01,3.411775284355548221e-01,-4.601701792732173502e-01,-1.408148523606441938e+00
1.324264852970594042e+01,2.518516941418173261e+01,2.672834334109173327e+01,3.411916413087798250e-01,-4.598764587107746493e-01,-1.130857141715608138e+00
1.325245049009801868e+01,2.518066315879798367e+01,2.672051112058855793e+01,3.412055961611037969e-01,-4.595837547899801478e-01,-1.541089696285993238e-01
1.326225245049009693e+01,2.517615976711057257e+01,2.671269110137446035e+01,3.412193934789480854e-01,-4.592920613812445652e-01,-8.114425066045918289e-01
1.327205441088217519e+01,2.517165922923489774e+01,2.670488326132691626e+01,3.412330337475618647e-01,-4.590013723929402545e-01,-1.864047428370883552e-01
1.328185637127425345e+01,2.516716153535057643e+01,2.669708757831438817e+01,3.412465174510220245e-01,-4.587116817713514649e-01,1.590202678514782697e-01
1.329165833166633170e+01,2.516266667570144122e+01,2.668930403019632180e+01,3.412598450722331700e-01,-4.584229835006379261e-01,-6.358983967248523772e-01
1.330146029205841174e+01,2.515817464059554709e+01,2.668153259482315676e+01,3.412730170929277329e-01,-4.581352716028002092e-01,-3.166503809312575246e-01
1.331126225245049000e+01,2.515368542040516786e+01,2.667377325003631938e+01,3.412860339936658605e-01,-4.578485401376202191e-01,5.803896832517236870e-01
1.332106421284256825e+01,2.514919900556678911e+01,2.666602597366822280e+01,3.412988962538354154e-01,-4.575627832026381014e-01,-1.100949620458652745e-01
