t,V_C,dielectric_absorption_voltage,secondary_dielectric_absorption_voltage,resistor_temperature_rise,dV_C_dt
8.861772354470895743e-03,4.943542188535700710e+00,7.841107617024001719e+00,1.045621359247735604e+01,5.947270881109825019e-03,-4.892724749757670679e+02
8.871774354870975293e-03,4.938650948125531848e+00,7.835312229143173823e+00,1.045345617147702910e+01,5.949706804804050578e-03,-4.887800718057889071e+02
8.881776355271054843e-03,4.933764630164994891e+00,7.829518653055823840e+00,1.045069768485397610e+01,5.952137896438359013e-03,-4.882881808810395228e+02
8.891778355671136128e-03,4.928883229532627475e+00,7.823726894982623747e+00,1.044793813560145601e+01,5.954564165652737051e-03,-4.877968016292066977e+02
8.901780356071215677e-03,4.924006741112757268e+00,7.817936961121257688e+00,1.044517752670863331e+01,5.956985622067104136e-03,-4.873059334787236594e+02
8.911782356471295227e-03,4.919135159795499312e+00,7.812148857646408651e+00,1.044241586116057796e+01,5.959402275281308094e-03,-4.868155758587678861e+02
8.921784356871374777e-03,4.914268480476754242e+00,7.806362590709764682e+00,1.043965314193826366e+01,5.961814134875127735e-03,-4.863257281992615617e+02
8.931786357271456062e-03,4.909406698058210949e+00,7.800578166440018890e+00,1.043688937201857136e+01,5.964221210408270253e-03,-4.858363899308699274e+02
8.941788357671535611e-03,4.904549807447348364e+00,7.794795590942871222e+00,1.043412455437428932e+01,5.966623511420371222e-03,-4.853475604850037257e+02
8.951790358071615161e-03,4.899697803557431897e+00,7.789014870301022242e+00,1.043135869197410948e+01,5.969021047430999802e-03,-4.848592392938154489e+02
8.961792358471696446e-03,4.894850681307513440e+00,7.783236010574176689e+00,1.042859178778262930e+01,5.971413827939651801e-03,-4.843714257902011582e+02
8.971794358871775996e-03,4.890008435622434924e+00,7.777459017799049690e+00,1.042582384476035351e+01,5.973801862425753145e-03,-4.838841194077999717e+02
8.981796359271855545e-03,4.885171061432822981e+00,7.771683897989354328e+00,1.042305486586369234e+01,5.976185160348660742e-03,-4.833973195809933259e+02
8.991798359671935095e-03,4.880338553675096058e+00,7.765910657135810524e+00,1.042028485404495974e+01,5.978563731147658149e-03,-4.829110257449044639e+02
9.001800360072016380e-03,4.875510907291456419e+00,7.760139301206141482e+00,1.041751381225237516e+01,5.980937584241963374e-03,-4.824252373353986627e+02
9.011802360472095930e-03,4.870688117229896363e+00,7.754369836145079020e+00,1.041474174343007064e+01,5.983306729030720209e-03,-4.819399537890830629e+02
9.021804360872175479e-03,4.865870178444195560e+00,7.748602267874353799e+00,1.041196865051807308e+01,5.985671174893002558e-03,-4.814551745433053611e+02
9.031806361272255029e-03,4.861057085893921048e+00,7.742836602292703319e+00,1.040919453645232551e+01,5.988030931187815313e-03,-4.809708990361544352e+02
9.041808361672336314e-03,4.856248834544427240e+00,7.737072845275870137e+00,1.040641940416466760e+01,5.990386007254092614e-03,-4.804871267064601170e+02
9.051810362072415864e-03,4.851445419366857692e+00,7.731311002676600985e+00,1.040364325658285338e+01,5.992736412410697849e-03,-4.800038569937919988e+02
9.061812362472495413e-03,4.846646835338143333e+00,7.725551080324646769e+00,1.040086609663053530e+01,5.995082155956425393e-03,-4.795210893384599444e+02
9.071814362872574963e-03,4.841853077425293250e+00,7.719793084135578631e+00,1.039808792723773223e+01,5.997423247258191342e-03,-4.790388231796717946e+02
9.081816363272656248e-03,4.837064140596153194e+00,7.714037020028702507e+00,1.039530875133341148e+01,5.999759695700388265e-03,-4.785570579568101834e+02
9.091818363672735798e-03,4.832280019847794428e+00,7.708282893733254149e+00,1.039252857182667533e+01,6.002091510522075332e-03,-4.780757931127530469e+02
9.101820364072815348e-03,4.827500710182762944e+00,7.702530710957886662e+00,1.038974739162274474e+01,6.004418700943912370e-03,-4.775950280910805645e+02
9.111822364472896632e-03,4.822726206608896504e+00,7.696780477391999220e+00,1.038696521362306946e+01,6.006741276169183345e-03,-4.771147623360521379e+02
9.121824364872976182e-03,4.817956504139322860e+00,7.691032198705737066e+00,1.038418204072534401e+01,6.009059245383801574e-03,-4.766349952926067317e+02
9.131826365273055732e-03,4.813191597792459753e+00,7.685285880549983517e+00,1.038139787582350060e+01,6.011372617756302779e-03,-4.761557264063618504e+02
9.141828365673135282e-03,4.808431482592014028e+00,7.679541528556371510e+00,1.037861272180770200e+01,6.013681402437852895e-03,-4.756769551236134816e+02
9.151830366073216566e-03,4.803676153566984297e+00,7.673799148337272058e+00,1.037582658156435755e+01,6.015985608562243736e-03,-4.751986808913366076e+02
9.161832366473296116e-03,4.798925605751658274e+00,7.668058745485804906e+00,1.037303945797611071e+01,6.018285245245890390e-03,-4.747209031571838409e+02
9.171834366873375666e-03,4.794179834185614553e+00,7.662320325575831426e+00,1.037025135392183905e+01,6.020580321587837291e-03,-4.742436213694858225e+02
9.181836367273455216e-03,4.789438833913721716e+00,7.656583894161954618e+00,1.036746227227666495e+01,6.022870846669754752e-03,-4.737668349772507099e+02
9.191838367673536500e-03,4.784702599986136562e+00,7.650849456779523550e+00,1.036467221591194310e+01,6.025156829555940695e-03,-4.732905434301628134e+02
9.201840368073616050e-03,4.779971127458308544e+00,7.645117018944632470e+00,1.036188118769526767e+01,6.027438279293315451e-03,-4.728147461785847554e+02
9.211842368473695600e-03,4.775244411390977106e+00,7.639386586154115477e+00,1.035908919049047050e+01,6.029715204911430433e-03,-4.723394426735550837e+02
9.221844368873776884e-03,4.770522446850169906e+00,7.633658163885551851e+00,1.035629622715762288e+01,6.031987615422461195e-03,-4.718646323667885554e+02
9.231846369273856434e-03,4.765805228907206370e+00,7.627931757597266049e+00,1.035350230055303022e+01,6.034255519821210036e-03,-4.713903147106764777e+02
9.241848369673935984e-03,4.761092752638696801e+00,7.622207372728325936e+00,1.035070741352923918e+01,6.036518927085105131e-03,-4.709164891582851737e+02
9.251850370074015534e-03,4.756385013126537942e+00,7.616485014698540112e+00,1.034791156893503405e+01,6.038777846174202268e-03,-4.704431551633568347e+02
9.261852370474096818e-03,4.751682005457920077e+00,7.610764688908462361e+00,1.034511476961543153e+01,6.041032286031182245e-03,-4.699703121803091221e+02
9.271854370874176368e-03,4.746983724725323484e+00,7.605046400739393420e+00,1.034231701841169127e+01,6.043282255581354338e-03,-4.694979596642338606e+02
9.281856371274255918e-03,4.742290166026517539e+00,7.599330155553373878e+00,1.033951831816131239e+01,6.045527763732651098e-03,-4.690260970708980608e+02
9.291858371674335468e-03,4.737601324464561614e+00,7.593615958693189505e+00,1.033671867169802638e+01,6.047768819375635291e-03,-4.685547238567428394e+02
9.301860372074416752e-03,4.732917195147805067e+00,7.587903815482366809e+00,1.033391808185180416e+01,6.050005431383493823e-03,-4.680838394788833625e+02
9.311862372474496302e-03,4.728237773189889026e+00,7.582193731225181921e+00,1.033111655144885788e+01,6.052237608612040347e-03,-4.676134433951085612e+02
9.321864372874575852e-03,4.723563053709742832e+00,7.576485711206649931e+00,1.032831408331163203e+01,6.054465359899713524e-03,-4.671435350638810178e+02
9.331866373274655402e-03,4.718893031831587592e+00,7.570779760692531113e+00,1.032551068025881413e+01,6.056688694067582229e-03,-4.666741139443360566e+02
9.341868373674736686e-03,4.714227702684931742e+00,7.565075884929327366e+00,1.032270634510532403e+01,6.058907619919338614e-03,-4.662051794962823692e+02
9.351870374074816236e-03,4.709567061404579036e+00,7.559374089144290210e+00,1.031990108066232281e+01,6.061122146241301571e-03,-4.657367311802015024e+02
9.361872374474895786e-03,4.704911103130617001e+00,7.553674378545407464e+00,1.031709488973721101e+01,6.063332281802417609e-03,-4.652687684572464377e+02
9.371874374874977071e-03,4.700259823008427595e+00,7.547976758321413904e+00,1.031428777513361972e+01,6.065538035354259977e-03,-4.648012907892432963e+02
9.381876375275056620e-03,4.695613216188682770e+00,7.542281233641790372e+00,1.031147973965142839e+01,6.067739415631025202e-03,-4.643342976386892929e+02
9.391878375675136170e-03,4.690971277827341801e+00,7.536587809656758452e+00,1.030867078608674525e+01,6.069936431349540022e-03,-4.638677884687537016e+02
9.401880376075215720e-03,4.686334003085657507e+00,7.530896491497283129e+00,1.030586091723191799e+01,6.072129091209255321e-03,-4.634017627432769473e+02
9.411882376475297005e-03,4.681701387130169145e+00,7.525207284275072794e+00,1.030305013587553553e+01,6.074317403892250458e-03,-4.629362199267698088e+02
9.421884376875376554e-03,4.677073425132711293e+00,7.519520193082583681e+00,1.030023844480242445e+01,6.076501378063228070e-03,-4.624711594844150113e+02
9.431886377275456104e-03,4.672450112270403189e+00,7.513835222993010987e+00,1.029742584679364192e+01,6.078681022369520140e-03,-4.620065808820647817e+02
9.441888377675535654e-03,4.667831443725656726e+00,7.508152379060295978e+00,1.029461234462649166e+01,6.080856345441083659e-03,-4.615424835862415307e+02
9.451890378075616939e-03,4.663217414686173790e+00,7.502471666319120658e+00,1.029179794107451151e+01,6.083027355890503231e-03,-4.610788670641384215e+02
9.461892378475696488e-03,4.658608020344947143e+00,7.496793089784916653e+00,1.028898263890747522e+01,6.085194062312987602e-03,-4.606157307836174937e+02
9.471894378875776038e-03,4.654003255900258651e+00,7.491116654453853663e+00,1.028616644089139776e+01,6.087356473286374865e-03,-4.601530742132105729e+02
9.481896379275857323e-03,4.649403116555679283e+00,7.485442365302846568e+00,1.028334934978852999e+01,6.089514597371127255e-03,-4.596908968221183045e+02
9.491898379675936873e-03,4.644807597520073550e+00,7.479770227289556317e+00,1.028053136835735870e+01,6.091668443110334619e-03,-4.592291980802101534e+02
9.501900380076016422e-03,4.640216694007593290e+00,7.474100245352383709e+00,1.027771249935261366e+01,6.093818019029711812e-03,-4.587679774580249159e+02
9.511902380476095972e-03,4.635630401237680331e+00,7.468432424410475612e+00,1.027489274552525522e+01,6.095963333637603038e-03,-4.583072344267689004e+02
9.521904380876177257e-03,4.631048714435067382e+00,7.462766769363721409e+00,1.027207210962249029e+01,6.098104395424975774e-03,-4.578469684583166668e+02
9.531906381276256807e-03,4.626471628829778027e+00,7.457103285092757439e+00,1.026925059438775456e+01,6.100241212865425110e-03,-4.573871790252107417e+02
9.541908381676336356e-03,4.621899139657125843e+00,7.451441976458959005e+00,1.026642820256072675e+01,6.102373794415173747e-03,-4.569278656006612778e+02
9.551910382076415906e-03,4.617331242157713511e+00,7.445782848304446588e+00,1.026360493687732323e+01,6.104502148513068528e-03,-4.564690276585454285e+02
9.561912382476497191e-03,4.612767931577432812e+00,7.440125905452085853e+00,1.026078080006969628e+01,6.106626283580584777e-03,-4.560106646734072342e+02
9.571914382876576741e-03,4.608209203167469958e+00,7.434471152705486752e+00,1.025795579486623588e+01,6.108746208021823693e-03,-4.555527761204580770e+02
9.581916383276656290e-03,4.603655052184296714e+00,7.428818594848999979e+00,1.025512992399157142e+01,6.110861930223511485e-03,-4.550953614755752596e+02
9.591918383676735840e-03,4.599105473889677498e+00,7.423168236647721407e+00,1.025230319016656999e+01,6.112973458555002841e-03,-4.546384202153028582e+02
9.601920384076817125e-03,4.594560463550664053e+00,7.417520082847489427e+00,1.024947559610833281e+01,6.115080801368278328e-03,-4.541819518168500736e+02
9.611922384476896675e-03,4.590020016439604333e+00,7.411874138174889382e+00,1.024664714453020409e+01,6.117183966997943520e-03,-4.537259557580932778e+02
9.621924384876976225e-03,4.585484127834129175e+00,7.406230407337247357e+00,1.024381783814176217e+01,6.119282963761232472e-03,-4.532704315175727174e+02
9.631926385277057509e-03,4.580952793017162961e+00,7.400588895022632840e+00,1.024098767964882484e+01,6.121377799958003380e-03,-4.528153785744947868e+02
9.641928385677137059e-03,4.576426007276922725e+00,7.394949605899862277e+00,1.023815667175344757e+01,6.123468483870743787e-03,-4.523607964087308346e+02
9.651930386077216609e-03,4.571903765906911055e+00,7.389312544618491962e+00,1.023532481715392173e+01,6.125555023764565378e-03,-4.519066845008165956e+02
9.661932386477296159e-03,4.567386064205922303e+00,7.383677715808824260e+00,1.023249211854477814e+01,6.127637427887206584e-03,-4.514530423319523038e+02
9.671934386877377443e-03,4.562872897478040812e+00,7.378045124081902273e+00,1.022965857861678529e+01,6.129715704469033445e-03,-4.509998693840024657e+02
9.681936387277456993e-03,4.558364261032643583e+00,7.372414774029518725e+00,1.022682420005695114e+01,6.131789861723036146e-03,-4.505471651394957462e+02
9.691938387677536543e-03,4.553860150184394051e+00,7.366786670224203526e+00,1.022398898554851598e+01,6.133859907844834217e-03,-4.500949290816244002e+02
9.701940388077616093e-03,4.549360560253248309e+00,7.361160817219234431e+00,1.022115293777096134e+01,6.135925851012672197e-03,-4.496431606942437043e+02
9.711942388477697377e-03,4.544865486564449775e+00,7.355537219548629935e+00,1.021831605940000820e+01,6.137987699387420504e-03,-4.491918594618729230e+02
9.721944388877776927e-03,4.540374924448535410e+00,7.349915881727154598e+00,1.021547835310761343e+01,6.140045461112577166e-03,-4.487410248696932058e+02
9.731946389277856477e-03,4.535888869241331278e+00,7.344296808250316388e+00,1.021263982156197159e+01,6.142099144314264354e-03,-4.482906564035500310e+02
9.741948389677937761e-03,4.531407316283951658e+00,7.338680003594365786e+00,1.020980046742751490e+01,6.144148757101234454e-03,-4.478407535499495111e+02
9.751950390078017311e-03,4.526930260922803484e+00,7.333065472216297565e+00,1.020696029336491151e+01,6.146194307564862257e-03,-4.473913157960614058e+02
9.761952390478096861e-03,4.522457698509582791e+00,7.327453218553849901e+00,1.020411930203107254e+01,6.148235803779151902e-03,-4.469423426297166770e+02
9.771954390878176411e-03,4.517989624400423843e+00,7.321843247031158519e+00,1.020127749607972589e+01,6.150273253805258432e-03,-4.464938335393088664e+02
9.781956391278257695e-03,4.513526033933472625e+00,7.316235562205054777e+00,1.019843487817668048e+01,6.152306665814337439e-03,-4.460457880111858344e+02
9.791958391678337245e-03,4.509066922467550143e+00,7.310630168504050452e+00,1.019559145097322883e+01,6.154336047887950384e-03,-4.455982055341628438e+02
9.801960392078416795e-03,4.504612285378229330e+00,7.305027070260358357e+00,1.019274721710900877e+01,6.156361408030788795e-03,-4.451510855990545110e+02
9.811962392478496345e-03,4.500162118045920145e+00,7.299426271790178333e+00,1.018990217922021024e+01,6.158382754232542312e-03,-4.447044276972825969e+02
9.821964392878577629e-03,4.495716415855869563e+00,7.293827777393704359e+00,1.018705633993956816e+01,6.160400094467893481e-03,-4.442582313208761775e+02
9.831966393278657179e-03,4.491275174198161579e+00,7.288231591355123662e+00,1.018420970189636776e+01,6.162413436696519489e-03,-4.438124959624711892e+02
9.841968393678736729e-03,4.486838388467714545e+00,7.282637717942609612e+00,1.018136226771644104e+01,6.164422788863095637e-03,-4.433672211153101443e+02
9.851970394078816279e-03,4.482406054064283829e+00,7.277046161408328828e+00,1.017851404002216853e+01,6.166428158897289263e-03,-4.429224062732421316e+02
9.861972394478897563e-03,4.477978166392460935e+00,7.271456925988438513e+00,1.017566502143247753e+01,6.168429554713764085e-03,-4.424780509307224179e+02
9.871974394878977113e-03,4.473554720861675271e+00,7.265870015903088230e+00,1.017281521456284743e+01,6.170426984212178459e-03,-4.420341545828118797e+02
9.881976395279056663e-03,4.469135712886188827e+00,7.260285435356417238e+00,1.016996462202529905e+01,6.172420455277187121e-03,-4.415907167251779697e+02
9.891978395679137948e-03,4.464721137885101498e+00,7.254703188536553604e+00,1.016711324642840530e+01,6.174409975778437712e-03,-4.411477368540922726e+02
9.901980396079217497e-03,4.460310991282351978e+00,7.249123279615622195e+00,1.016426109037728942e+01,6.176395553570575118e-03,-4.407052144664332332e+02
9.911982396479297047e-03,4.455905268506710648e+00,7.243545712749734022e+00,1.016140815647361606e+01,6.178377196493238001e-03,-4.402631490596828030e+02
9.921984396879376597e-03,4.451503964991787576e+00,7.237970492078991569e+00,1.015855444731560375e+01,6.180354912371060529e-03,-4.398215401319291118e+02
9.931986397279457882e-03,4.447107076176026297e+00,7.232397621727487902e+00,1.015569996549801601e+01,6.182328709013671514e-03,-4.393803871818636821e+02
9.941988397679537431e-03,4.442714597502710028e+00,7.226827105803312001e+00,1.015284471361216667e+01,6.184298594215696145e-03,-4.389396897087832485e+02
9.951990398079616981e-03,4.438326524419954566e+00,7.221258948398537214e+00,1.014998869424591454e+01,6.186264575756752516e-03,-4.384994472125881089e+02
9.961992398479696531e-03,4.433942852380713617e+00,7.215693153589231912e+00,1.014713190998366876e+01,6.188226661401455969e-03,-4.380596591937824655e+02
9.971994398879777816e-03,4.429563576842776129e+00,7.210129725435452386e+00,1.014427436340638522e+01,6.190184858899416484e-03,-4.376203251534740275e+02
9.981996399279857365e-03,4.425188693268769846e+00,7.204568667981249952e+00,1.014141605709157012e+01,6.192139175985237817e-03,-4.371814445933752040e+02
9.991998399679936915e-03,4.420818197126156868e+00,7.199009985254663846e+00,1.013855699361327289e+01,6.194089620378519234e-03,-4.367430170158000351e+02
1.000200040008001820e-02,4.416452083887232760e+00,7.193453681267723887e+00,1.013569717554209504e+01,6.196036199783858112e-03,-4.363050419236658968e+02
1.001200240048009775e-02,4.412090349029135439e+00,7.187899760016454920e+00,1.013283660544518661e+01,6.197978921890841264e-03,-4.358675188204935012e+02
1.002200440088017730e-02,4.407732988033833621e+00,7.182348225480867931e+00,1.012997528588624263e+01,6.199917794374055352e-03,-4.354304472104057595e+02
1.003200640128025685e-02,4.403379996388133932e+00,7.176799081624967158e+00,1.012711321942550846e+01,6.201852824893079943e-03,-4.349938265981276118e+02
1.004200840168033813e-02,4.399031369583680906e+00,7.171252332396746532e+00,1.012425040861977443e+01,6.203784021092490983e-03,-4.345576564889863107e+02
1.005201040208041768e-02,4.394687103116952542e+00,7.165707981728193232e+00,1.012138685602238475e+01,6.205711390601858189e-03,-4.341219363889111378e+02
1.006201240248049723e-02,4.390347192489265638e+00,7.160166033535285024e+00,1.011852256418322327e+01,6.207634941035747658e-03,-4.336866658044328915e+02
1.007201440288057678e-02,4.386011633206771343e+00,7.154626491717987591e+00,1.011565753564873127e+01,6.209554679993718393e-03,-4.332518442426835463e+02
1.008201640328065807e-02,4.381680420780456053e+00,7.149089360160259865e+00,1.011279177296188969e+01,6.211470615060327508e-03,-4.328174712113965370e+02
1.009201840368073762e-02,4.377353550726145848e+00,7.143554642730054027e+00,1.010992527866223156e+01,6.213382753805124156e-03,-4.323835462189061900e+02
1.010202040408081717e-02,4.373031018564500272e+00,7.138022343279308402e+00,1.010705805528584023e+01,6.215291103782655605e-03,-4.319500687741474962e+02
1.011202240448089672e-02,4.368712819821015003e+00,7.132492465643955448e+00,1.010419010536534046e+01,6.217195672532461158e-03,-4.315170383866563952e+02
1.012202440488097800e-02,4.364398950026023627e+00,7.126965013643917324e+00,1.010132143142991090e+01,6.219096467579079100e-03,-4.310844545665683540e+02
1.013202640528105755e-02,4.360089404714695860e+00,7.121439991083109433e+00,1.009845203600527519e+01,6.220993496432038021e-03,-4.306523168246200726e+02
1.014202840568113710e-02,4.355784179427034886e+00,7.115917401749434212e+00,1.009558192161370727e+01,6.222886766585864621e-03,-4.302206246721466982e+02
1.015203040608121839e-02,4.351483269707881796e+00,7.110397249414787346e+00,1.009271109077402429e+01,6.224776285520081109e-03,-4.297893776210843271e+02
1.016203240648129794e-02,4.347186671106915590e+00,7.104879537835057768e+00,1.008983954600159905e+01,6.226662060699202604e-03,-4.293585751839680142e+02
1.017203440688137749e-02,4.342894379178649622e+00,7.099364270750120554e+00,1.008696728980834578e+01,6.228544099572740599e-03,-4.289282168739318308e+02
1.018203640728145704e-02,4.338606389482433379e+00,7.093851451883845805e+00,1.008409432470273082e+01,6.230422409575202963e-03,-4.284983022047095460e+02
1.019203840768153832e-02,4.334322697582452477e+00,7.088341084944090653e+00,1.008122065318976368e+01,6.232296998126089609e-03,-4.280688306906325806e+02
1.020204040808161787e-02,4.330043299047729555e+00,7.082833173622708145e+00,1.007834627777100778e+01,6.234167872629898556e-03,-4.276398018466321673e+02
1.021204240848169742e-02,4.325768189452123380e+00,7.077327721595539245e+00,1.007547120094456972e+01,6.236035040476119867e-03,-4.272112151882377020e+02
1.022204440888177697e-02,4.321497364374327965e+00,7.071824732522414614e+00,1.007259542520510820e+01,6.237898509039241715e-03,-4.267830702315757776e+02
1.023204640928185825e-02,4.317230819397873454e+00,7.066324210047158161e+00,1.006971895304382514e+01,6.239758285678746047e-03,-4.263553664933721166e+02
1.024204840968193780e-02,4.312968550111127897e+00,7.060826157797586156e+00,1.006684178694847631e+01,6.241614377739108585e-03,-4.259281034909496384e+02
1.025205041008201735e-02,4.308710552107294589e+00,7.055330579385501899e+00,1.006396392940336071e+01,6.243466792549803163e-03,-4.255012807422289143e+02
1.026205241048209864e-02,4.304456820984411181e+00,7.049837478406700164e+00,1.006108538288932408e+01,6.245315537425295653e-03,-4.250748977657279966e+02
1.027205441088217819e-02,4.300207352345355893e+00,7.044346858440972525e+00,1.005820614988376960e+01,6.247160619665049174e-03,-4.246489540805618503e+02
1.028205641128225774e-02,4.295962141797839529e+00,7.038858723052094035e+00,1.005532623286063654e+01,6.249002046553520616e-03,-4.242234492064424671e+02
1.029205841168233729e-02,4.291721184954409019e+00,7.033373075787833884e+00,1.005244563429041982e+01,6.250839825360163249e-03,-4.237983826636784670e+02
1.030206041208241857e-02,4.287484477432449204e+00,7.027889920179951844e+00,1.004956435664015935e+01,6.252673963339423248e-03,-4.233737539731751554e+02
1.031206241248249812e-02,4.283252014854181056e+00,7.022409259744201826e+00,1.004668240237344357e+01,6.254504467730744033e-03,-4.229495626564338977e+02
1.032206441288257767e-02,4.279023792846659902e+00,7.016931097980322996e+00,1.004379977395040946e+01,6.256331345758563665e-03,-4.225258082355522333e+02
1.033206641328265722e-02,4.274799807041779864e+00,7.011455438372050430e+00,1.004091647382774255e+01,6.258154604632314849e-03,-4.221024902332239890e+02
1.034206841368273851e-02,4.270580053076267646e+00,7.005982284387105352e+00,1.003803250445867334e+01,6.259974251546424930e-03,-4.216796081727381420e+02
1.035207041408281806e-02,4.266364526591690520e+00,7.000511639477205783e+00,1.003514786829298622e+01,6.261790293680317629e-03,-4.212571615779792182e+02
1.036207241448289761e-02,4.262153223234450117e+00,6.995043507078055889e+00,1.003226256777700698e+01,6.263602738198410444e-03,-4.208351499734276331e+02
1.037207441488297889e-02,4.257946138655781532e+00,6.989577890609352195e+00,1.002937660535361175e+01,6.265411592250118115e-03,-4.204135728841577588e+02
1.038207641528305844e-02,4.253743268511760434e+00,6.984114793474783589e+00,1.002648998346222697e+01,6.267216862969846557e-03,-4.199924298358402552e+02
1.039207841568313799e-02,4.249544608463296846e+00,6.978654219062029540e+00,1.002360270453882585e+01,6.269018557476999792e-03,-4.195717203547391136e+02
1.040208041608321754e-02,4.245350154176136037e+00,6.973196170742758326e+00,1.002071477101592833e+01,6.270816682875978224e-03,-4.191514439677135897e+02
1.041208241648329882e-02,4.241159901320859404e+00,6.967740651872630586e+00,1.001782618532260116e+01,6.272611246256173424e-03,-4.187316002022171801e+02
1.042208441688337837e-02,4.236973845572888031e+00,6.962287665791299318e+00,1.001493694988446492e+01,6.274402254691974212e-03,-4.183121885862971681e+02
1.043208641728345792e-02,4.232791982612474690e+00,6.956837215822407217e+00,1.001204706712368164e+01,6.276189715242764915e-03,-4.178932086485950776e+02
1.044208841768353747e-02,4.228614308124710952e+00,6.951389305273587560e+00,1.000915653945896544e+01,6.277973634952924500e-03,-4.174746599183455942e+02
1.045209041808361876e-02,4.224440817799522740e+00,6.945943937436463322e+00,1.000626536930557542e+01,6.279754020851826581e-03,-4.170565419253774166e+02
1.046209241848369831e-02,4.220271507331674776e+00,6.940501115586653391e+00,1.000337355907532100e+01,6.281530879953840275e-03,-4.166388542001123483e+02
1.047209441888377786e-02,4.216106372420766135e+00,6.935060842983761908e+00,1.000048111117656191e+01,6.283304219258329347e-03,-4.162215962735650692e+02
1.048209641928385741e-02,4.211945408771232913e+00,6.929623122871388041e+00,9.997588028014197548e+00,6.285074045749653067e-03,-4.158047676773435342e+02
1.049209841968393869e-02,4.207788612092220326e+00,6.924187958477900473e+00,9.994694311989771762e+00,6.286840366397801125e-03,-4.153883679436335683e+02
1.050210042008401824e-02,4.203635978077902458e+00,6.918755353138115183e+00,9.991799965515184567e+00,6.288603188261189005e-03,-4.149723966029251869e+02
1.051210242048409779e-02,4.199487502434867459e+00,6.913325310117133249e+00,9.988904990993370703e+00,6.290362518353622041e-03,-4.145568531871896312e+02
1.052210442088417908e-02,4.195343180889576473e+00,6.907897832568609786e+00,9.986009390813240572e+00,6.292118363599270674e-03,-4.141417372307333835e+02
1.053210642128425863e-02,4.191203009172911997e+00,6.902472923633001578e+00,9.983113167360549767e+00,6.293870730909379048e-03,-4.137270482684054969e+02
1.054210842168433818e-02,4.187066983020177879e+00,6.897050586437560860e+00,9.980216323017881308e+00,6.295619627182258947e-03,-4.133127858355987883e+02
1.055211042208441773e-02,4.182935098171100208e+00,6.891630824096339758e+00,9.977318860164661629e+00,6.297365059303297596e-03,-4.128989494682494978e+02
1.056211242248449901e-02,4.178807350369824647e+00,6.886213639710192069e+00,9.974420781177157025e+00,6.299107034144952461e-03,-4.124855387028362088e+02
1.057211442288457856e-02,4.174683735364921766e+00,6.880799036366768817e+00,9.971522088428466546e+00,6.300845558566752110e-03,-4.120725530763810411e+02
1.058211642328465811e-02,4.170564248909379046e+00,6.875387017140521806e+00,9.968622784288530880e+00,6.302580639415299689e-03,-4.116599921264474347e+02
1.059211842368473766e-02,4.166448886760608872e+00,6.869977585092700068e+00,9.965722871124127025e+00,6.304312283524266848e-03,-4.112478553911427639e+02
1.060212042408481894e-02,4.162337644680442317e+00,6.864570743271352526e+00,9.962822351298868284e+00,6.306040497714399812e-03,-4.108361424091148706e+02
1.061212242448489849e-02,4.158230518435136247e+00,6.859166494711329776e+00,9.959921227173209601e+00,6.307765288793514176e-03,-4.104248527195551901e+02
1.062212442488497804e-02,4.154127503795363552e+00,6.853764842434277860e+00,9.957019501104440451e+00,6.309486663556499245e-03,-4.100139858621963072e+02
1.063212642528505933e-02,4.150028596536222913e+00,6.848365789448644492e+00,9.954117175446690169e+00,6.311204628785315428e-03,-4.096035413773121832e+02
1.064212842568513888e-02,4.145933792437231702e+00,6.842969338749678165e+00,9.951214252550924400e+00,6.312919191248994241e-03,-4.091935188057184405e+02
1.065213042608521843e-02,4.141843087282331304e+00,6.837575493319422826e+00,9.948310734764948648e+00,6.314630357703639174e-03,-4.087839176887722488e+02
1.066213242648529798e-02,4.137756476859880905e+00,6.832184256126723199e+00,9.945406624433402953e+00,6.316338134892428291e-03,-4.083747375683714154e+02
1.067213442688537926e-02,4.133673956962664597e+00,6.826795630127223902e+00,9.942501923897767213e+00,6.318042529545607293e-03,-4.079659779869548970e+02
1.068213642728545881e-02,4.129595523387886935e+00,6.821409618263369445e+00,9.939596635496359411e+00,6.319743548380496456e-03,-4.075576384875025724e+02
1.069213842768553836e-02,4.125521171937172937e+00,6.816026223464402456e+00,9.936690761564335617e+00,6.321441198101486296e-03,-4.071497186135343327e+02
1.070214042808561791e-02,4.121450898416568975e+00,6.810645448646364564e+00,9.933784304433689982e+00,6.323135485400040168e-03,-4.067422179091107068e+02
1.071214242848569920e-02,4.117384698636544549e+00,6.805267296712097291e+00,9.930877266433251194e+00,6.324826416954693400e-03,-4.063351359188326342e+02
1.072214442888577875e-02,4.113322568411989621e+00,6.799891770551241166e+00,9.927969649888689574e+00,6.326513999431052429e-03,-4.059284721878402706e+02
1.073214642928585830e-02,4.109264503562215509e+00,6.794518873040237494e+00,9.925061457122511754e+00,6.328198239481794794e-03,-4.055222262618150921e+02
1.074214842968593785e-02,4.105210499910955768e+00,6.789148607042323924e+00,9.922152690454062451e+00,6.329879143746672612e-03,-4.051163976869765975e+02
1.075215043008601913e-02,4.101160553286362642e+00,6.783780975407538882e+00,9.919243352199522690e+00,6.331556718852506503e-03,-4.047109860100841843e+02
1.076215243048609868e-02,4.097114659521013280e+00,6.778415980972721577e+00,9.916333444671915132e+00,6.333230971413191662e-03,-4.043059907784371489e+02
