t,x,y,vx,vy,dvx_dt
3.090618123624725211e+00,2.515599450980495089e+00,2.384871639781009467e+00,-7.463317909714201059e-01,2.923230692590368940e-01,2.055163946367082051e-02
3.100620124024805246e+00,2.508135695104574570e+00,2.387776301477984919e+00,-7.461182203439956639e-01,2.884936281609363773e-01,2.215157085226893835e-02
3.110622124424885282e+00,2.500674155355907757e+00,2.390642677737855770e+00,-7.458887258056613456e-01,2.846675074256924121e-01,2.373580338801020706e-02
3.120624124824965318e+00,2.493214990143057808e+00,2.393470802199682446e+00,-7.456434650413954479e-01,2.808447892057456263e-01,2.530410916950436018e-02
3.130626125225045353e+00,2.485758356241765554e+00,2.396260709263222655e+00,-7.453825982212981538e-01,2.770255537391998479e-01,2.685625760542149215e-02
3.140628125625125389e+00,2.478304408794949065e+00,2.399012434088931389e+00,-7.451062880005908662e-01,2.732098793498217160e-01,2.839201522014859341e-02
3.150630126025204980e+00,2.470853301312704087e+00,2.401726012597959148e+00,-7.448146995196167630e-01,2.693978424470412358e-01,2.991114545146274228e-02
3.160632126425285016e+00,2.463405185672302267e+00,2.404401481472155488e+00,-7.445080004038404642e-01,2.655895175259509466e-01,3.141340843991333870e-02
3.170634126825365051e+00,2.455960212118194264e+00,2.407038878154064143e+00,-7.441863607638481426e-01,2.617849771673067538e-01,3.289856080960221890e-02
3.180636127225445087e+00,2.448518529262007526e+00,2.409638240846928348e+00,-7.438499531953475241e-01,2.579842920375275961e-01,3.436635544002788339e-02
3.190638127625525122e+00,2.441080284082546292e+00,2.412199608514685956e+00,-7.434989527791678876e-01,2.541875308886953899e-01,3.581654122865508133e-02
3.200640128025605158e+00,2.433645621925792923e+00,2.414723020881973437e+00,-7.431335370812600649e-01,2.503947605585550296e-01,3.724886284384627128e-02
3.210642128425685193e+00,2.426214686499723605e+00,2.417208518431008812e+00,-7.427538861586894248e-01,2.466060459676460703e-01,3.866306047773216542e-02
3.220644128825765229e+00,2.418787619179835868e+00,2.419656141992307496e+00,-7.423601830338359964e-01,2.428214498193946858e-01,4.005887043879555881e-02
3.230646129225845264e+00,2.411364559356945492e+00,2.422065932956739331e+00,-7.419526126148270340e-01,2.390410329750113638e-01,4.143602322732511944e-02
3.240648129625925300e+00,2.403945644791446234e+00,2.424437933444878457e+00,-7.415313622493481249e-01,2.352648544148528975e-01,4.279424395272542897e-02
3.250650130026005336e+00,2.396531011283689505e+00,2.426772186101031625e+00,-7.410966223357211557e-01,2.314929709984274442e-01,4.413325301028980796e-02
3.260652130426085371e+00,2.389120792673980809e+00,2.429068734093237314e+00,-7.406485863229049782e-01,2.277254374643943868e-01,4.545276578350367080e-02
3.270654130826165407e+00,2.381715120842583744e+00,2.431327621113266169e+00,-7.401874507104950762e-01,2.239623064305645284e-01,4.675249233330580623e-02
3.280656131226245442e+00,2.374314125709717338e+00,2.433548891376620116e+00,-7.397134150487232329e-01,2.202036283938999250e-01,4.803213707376646074e-02
3.290658131626325478e+00,2.366917935235556492e+00,2.435732589622533251e+00,-7.392266819384585297e-01,2.164494517305140253e-01,4.929139843361991791e-02
3.300660132026405513e+00,2.359526675420233754e+00,2.437878761113970505e+00,-7.387274570312061250e-01,2.126998226956715032e-01,5.052996850305373905e-02
3.310662132426485549e+00,2.352140470303837105e+00,2.439987451637630311e+00,-7.382159490291082538e-01,2.089547854237883973e-01,5.174753266514243999e-02
3.320664132826565584e+00,2.344759441966410840e+00,2.442058707503941939e+00,-7.376923696849435608e-01,2.052143819284321102e-01,5.294376921126923291e-02
3.330666133226645620e+00,2.337383710407797022e+00,2.444092575478041152e+00,-7.371569339711512292e-01,2.014786520589070817e-01,5.411834920853898778e-02
3.340668133626725655e+00,2.330013392805667216e+00,2.446089102327242859e+00,-7.366098606055757614e-01,1.977476333520193641e-01,5.527093698450143144e-02
3.350670134026805691e+00,2.322648604455079369e+00,2.448048335333811831e+00,-7.360513705797805395e-01,1.940213614165630096e-01,5.640118737436092961e-02
3.360672134426885727e+00,2.315289458422665980e+00,2.449970322125039957e+00,-7.354816885531773041e-01,1.902998696076177998e-01,5.750874738162567446e-02
3.370674134826965762e+00,2.307936065430541639e+00,2.451855110609216570e+00,-7.349010430849480802e-01,1.865831889691674517e-01,5.859325608742594477e-02
3.380676135227045354e+00,2.300588533856307016e+00,2.453702748975628012e+00,-7.343096666340451772e-01,1.828713482340997010e-01,5.965434417931286815e-02
3.390678135627125389e+00,2.293246969733044871e+00,2.455513285694558512e+00,-7.337077955591909673e-01,1.791643738242057748e-01,6.069163345811217497e-02
3.400680136027205425e+00,2.285911476749322713e+00,2.457286769517290637e+00,-7.330956701188783287e-01,1.754622898501813355e-01,6.170473632185148605e-02
3.410682136427285460e+00,2.278582156249191915e+00,2.459023249476103956e+00,-7.324735344713703133e-01,1.717651181116257308e-01,6.269325522572935516e-02
3.420684136827365496e+00,2.271259107232187269e+00,2.460722774884275044e+00,-7.318416366747002577e-01,1.680728780970422997e-01,6.365678211704026146e-02
3.430686137227445531e+00,2.263942426353327875e+00,2.462385395336079696e+00,-7.312002286866717826e-01,1.643855869838382611e-01,6.459489784391880818e-02
3.440688137627525567e+00,2.256632207667093493e+00,2.464011160569725245e+00,-7.305495668266538400e-01,1.607032595928264973e-01,6.550717225910374086e-02
3.450690138027605602e+00,2.249328542127073671e+00,2.465600120129208594e+00,-7.298899121069412077e-01,1.570259084105887493e-01,6.639316414630055951e-02
3.460692138427685638e+00,2.242031518469015605e+00,2.467152323837134009e+00,-7.292215288446678434e-01,1.533535437139260382e-01,6.725241837376129406e-02
3.470694138827765673e+00,2.234741222658391369e+00,2.468667821572180454e+00,-7.285446863825510988e-01,1.496861733352498058e-01,6.808446784920851869e-02
3.480696139227845709e+00,2.227457737848455466e+00,2.470146663248868002e+00,-7.278596591851173025e-01,1.460238026512113707e-01,6.888883296757664088e-02
3.490698139627925745e+00,2.220181144380244831e+00,2.471588898817558722e+00,-7.271667268387018712e-01,1.423664345827017341e-01,6.966502087554002354e-02
3.500700140028005780e+00,2.212911519782577496e+00,2.472994578264454901e+00,-7.264661740514488653e-01,1.387140695948517466e-01,7.041252469980290030e-02
3.510702140428085816e+00,2.205648938772054368e+00,2.474363751611600382e+00,-7.257582906533116551e-01,1.350667056970320246e-01,7.113082273741583306e-02
3.520704140828165851e+00,2.198393473253057451e+00,2.475696468916880999e+00,-7.250433715960522552e-01,1.314243384428528949e-01,7.181937760628802347e-02
3.530706141228245887e+00,2.191145192317752066e+00,2.476992780274023254e+00,-7.243217169532416566e-01,1.277869609301645615e-01,7.247763535397254431e-02
3.540708141628325922e+00,2.183904162043880159e+00,2.478252735720102962e+00,-7.235936323927923963e-01,1.241545638068575069e-01,7.310502526671447399e-02
3.550710142028405958e+00,2.176670444899344137e+00,2.479476384874530037e+00,-7.228594301321348281e-01,1.205271353435237724e-01,7.370096044360036069e-02
3.560712142428485993e+00,2.169444100662232255e+00,2.480663777352590138e+00,-7.221194268844810527e-01,1.169046613914666299e-01,7.426483356284654946e-02
3.570714142828566029e+00,2.162225185788623882e+00,2.481814962592747698e+00,-7.213739460066167508e-01,1.132871253129714151e-01,7.479601917918035636e-02
3.580716143228646065e+00,2.155013753336467719e+00,2.482929989827260098e+00,-7.206233177064177431e-01,1.096745079796412337e-01,7.529387298258324868e-02
3.590718143628726100e+00,2.147809852965583133e+00,2.484008908082177225e+00,-7.198678790428491014e-01,1.060667877723969199e-01,7.575773067811271411e-02
3.600720144028806136e+00,2.140613530937659270e+00,2.485051766177341470e+00,-7.191079739259661485e-01,1.024639405814770643e-01,7.618690680767564727e-02
3.610722144428885727e+00,2.133424830116255055e+00,2.486058612726388617e+00,-7.183439531169136805e-01,9.886593980643812452e-02,7.658069351080362686e-02
3.620724144828965763e+00,2.126243789966800080e+00,2.487029496136746509e+00,-7.175761742279263000e-01,9.527275635615389815e-02,7.693835922132746807e-02
3.630726145229045798e+00,2.119070446553680487e+00,2.487964464608703796e+00,-7.168050017308598143e-01,9.168435864977195204e-02,7.725914731039004724e-02
3.640728145629125834e+00,2.111904831838869345e+00,2.488863565861699545e+00,-7.160308088548965610e-01,8.810071284313722439e-02,7.754227772873176217e-02
3.650730146029205869e+00,2.104746974132682524e+00,2.489726847161085388e+00,-7.152539759614507942e-01,8.452178265779855537e-02,7.778694296736547720e-02
3.660732146429285905e+00,2.097596898125194009e+00,2.490554355471013892e+00,-7.144748910108340567e-01,8.094752935795752891e-02,7.799230720940102113e-02
3.670734146829365940e+00,2.090454624352485524e+00,2.491346137321967191e+00,-7.136939512598998725e-01,7.737791192541228213e-02,7.815750747819788513e-02
3.680736147229445976e+00,2.083320169196646088e+00,2.492102238810756099e+00,-7.129115632620436349e-01,7.381288705955751928e-02,7.828165199506598171e-02
3.690738147629526011e+00,2.076193544885773790e+00,2.492822705600521438e+00,-7.121281428672029401e-01,7.025240917738447000e-02,7.836381844808470998e-02
3.700740148029606047e+00,2.069074759493973126e+00,2.493507582920732712e+00,-7.113441152218572539e-01,6.669643041348094492e-02,7.840305216733708948e-02
3.710742148429686083e+00,2.061963816941357219e+00,2.494156915567189436e+00,-7.105599147690279116e-01,6.314490062003128013e-02,7.839836420157869634e-02
3.720744148829766118e+00,2.054860716994046932e+00,2.494770747902019359e+00,-7.097759852482785625e-01,5.959776736681638570e-02,7.834872929107516981e-02
3.730746149229846154e+00,2.047765454677035191e+00,2.495349123706149808e+00,-7.089927815563512592e-01,5.605497638057006793e-02,7.825308689470772405e-02
3.740748149629926189e+00,2.040678020258231751e+00,2.495892086034559476e+00,-7.082107696606018132e-01,5.251647138905884277e-02,7.811033893167816655e-02
3.750750150030006225e+00,2.033598399866979989e+00,2.496399677462005862e+00,-7.074304248895666447e-01,4.898219370312928422e-02,7.791934454163815249e-02
3.760752150430086260e+00,2.026526574470905118e+00,2.496871939944014684e+00,-7.066522353628148512e-01,4.545208309521324430e-02,7.767892352871966222e-02
3.770754150830166296e+00,2.019462519864845707e+00,2.497308914814758474e+00,-7.058767020269398618e-01,4.192607780828317560e-02,7.738785402278769432e-02
3.780756151230246331e+00,2.012406206670853237e+00,2.497710642787054791e+00,-7.051043386555599923e-01,3.840411455585210354e-02,7.704486994613721218e-02
3.790758151630326367e+00,2.005357600338195212e+00,2.498077163952367119e+00,-7.043356718493181123e-01,3.488612852197362640e-02,7.664865833897105407e-02
3.800760152030406402e+00,1.998316661143351602e+00,2.498408517780805749e+00,-7.035712410358815339e-01,3.137205336124196386e-02,7.619785653597860309e-02
3.810762152430486438e+00,1.991283344190016846e+00,2.498704743121125116e+00,-7.028115984699426777e-01,2.786182119879185987e-02,7.569104918587432618e-02
3.820764152830566474e+00,1.984257599093808055e+00,2.498965878144157049e+00,-7.020573103874995224e-01,2.435536301799287595e-02,7.512676721784218581e-02
3.830766153230646509e+00,1.977239369160770144e+00,2.499191960168177573e+00,-7.013089600576699612e-01,2.085260951244735650e-02,7.450349022694233159e-02
3.840768153630726545e+00,1.970228592219962271e+00,2.499383025882693232e+00,-7.005671447389237860e-01,1.735349012177675454e-02,7.381963765037678760e-02
3.850770154030806136e+00,1.963225199810065380e+00,2.499539111281945836e+00,-6.998324786101985939e-01,1.385793424786133793e-02,7.307357074026060717e-02
3.860772154430886172e+00,1.956229117115446892e+00,2.499660251655554610e+00,-6.991055930033369670e-01,1.036587134033918611e-02,7.226358950561329042e-02
3.870774154830966207e+00,1.949240262966162485e+00,2.499746481588516200e+00,-6.983871364030863615e-01,6.877230896607119948e-03,7.138792903726778882e-02
3.880776155231046243e+00,1.942258549837954318e+00,2.499797834961202891e+00,-6.976777744470994413e-01,3.391942461820073723e-03,7.044475562772270494e-02
3.890778155631126278e+00,1.935283883423556617e+00,2.499814344951087008e+00,-6.969781915672759176e-01,-9.006356610154067979e-05,6.943216596437309929e-02
3.900780156031206314e+00,1.928316162461920502e+00,2.499796044033019360e+00,-6.962890917479799269e-01,-3.568855796332710828e-03,6.834818445634777140e-02
3.910782156431286349e+00,1.921355278575676229e+00,2.499742964020453595e+00,-6.956111990003905898e-01,-7.044501306568952403e-03,6.719076003457415125e-02
3.920784156831366385e+00,1.914401115830233202e+00,2.499655136081058604e+00,-6.949452589650183532e-01,-1.051706467474007763e-02,6.595776513174977929e-02
3.930786157231446420e+00,1.907453550733770209e+00,2.499532590736718518e+00,-6.942920389117398505e-01,-1.398660797899146241e-02,6.464699124664022301e-02
3.940788157631526456e+00,1.900512452215998405e+00,2.499375357866434388e+00,-6.936523278174673290e-01,-1.745319073632603177e-02,6.325614444671777414e-02
3.950790158031606492e+00,1.893577681083793429e+00,2.499183466790007024e+00,-6.930269384588667592e-01,-2.091686847119110515e-02,6.178284517634117373e-02
3.960792158431686527e+00,1.886649090125262829e+00,2.498956946285410652e+00,-6.924167071950767527e-01,-2.437769323665382737e-02,6.022462274592698533e-02
3.970794158831766563e+00,1.879726523446654252e+00,2.498695824681270050e+00,-6.918224961802117434e-01,-2.783571139666998068e-02,5.857891571848678619e-02
3.980796159231846598e+00,1.872809816210768918e+00,2.498400129891038546e+00,-6.912451942818759187e-01,-3.129096281681340019e-02,5.684306927616635668e-02
3.990798159631926634e+00,1.865898794636960067e+00,2.498069889412999789e+00,-6.906857170811632196e-01,-3.474348086427599125e-02,5.501433027268763654e-02
4.000800160032006225e+00,1.858993275868199069e+00,2.497705130368782722e+00,-6.901450073456993906e-01,-3.819329188282026555e-02,5.308984334547816458e-02
4.010802160432086261e+00,1.852093067326934461e+00,2.497305879736767764e+00,-6.896240375461832883e-01,-4.164041298968606392e-02,5.106665221119445486e-02
4.020804160832166296e+00,1.845197966847047288e+00,2.496872164351666701e+00,-6.891238094110366807e-01,-4.508485266996189317e-02,4.894169342027548941e-02
4.030806161232246332e+00,1.838307761733665169e+00,2.496404011127678402e+00,-6.886453569054661328e-01,-4.852660653655748585e-02,4.671180047064630442e-02
4.040808161632326367e+00,1.831422228655906315e+00,2.495901447085921099e+00,-6.881897465904666111e-01,-5.196565687336983375e-02,4.437370054757998339e-02
4.050810162032406403e+00,1.824541133646880642e+00,2.495364499354431054e+00,-6.877580776228212622e-01,-5.540197263528313931e-02,4.192401017208194358e-02
4.060812162432486438e+00,1.817664231712735168e+00,2.494793195370851979e+00,-6.873514830218921956e-01,-5.883550731308740539e-02,3.935923536135277345e-02
4.070814162832566474e+00,1.810791266320775694e+00,2.494187563255027218e+00,-6.869711316915839694e-01,-6.226619685675492677e-02,3.667577396467437689e-02
4.080816163232646510e+00,1.803921969182854079e+00,2.493547631874651227e+00,-6.866182287305597765e-01,-6.569395794777789510e-02,3.386991481913211033e-02
4.090818163632726545e+00,1.797056059374468218e+00,2.492873431210629320e+00,-6.862940178639843625e-01,-6.911868246379108960e-02,3.093784605620732153e-02
4.100820164032806581e+00,1.790193243320900462e+00,2.492164992363392617e+00,-6.859997814847560438e-01,-7.254023739630910406e-02,2.787565430953346801e-02
4.110822164432886616e+00,1.783333214760290053e+00,2.491422347581710550e+00,-6.857368407317692149e-01,-7.595846453881828497e-02,2.467932467092513044e-02
4.120824164832966652e+00,1.776475653877894523e+00,2.490645531018209180e+00,-6.855065576453686083e-01,-7.937317391007446543e-02,2.134475348868757061e-02
4.130826165233046687e+00,1.769620227328624118e+00,2.489834578842864854e+00,-6.853103354764518151e-01,-8.278414500788344732e-02,1.786775002212408897e-02
4.140828165633126723e+00,1.762766587213389524e+00,2.488989529891700858e+00,-6.851496200439072259e-01,-8.619111660572564837e-02,1.424405619257414213e-02
4.150830166033206758e+00,1.755914370715530026e+00,2.488110425923907965e+00,-6.850259003803012003e-01,-8.959378342214101287e-02,1.046935981875735111e-02
4.160832166433286794e+00,1.749063200100815507e+00,2.487197311621844431e+00,-6.849407087318782894e-01,-9.299179612072888679e-02,6.539304186382953465e-03
4.170834166833366830e+00,1.742212682322521466e+00,2.486250235123127705e+00,-6.848956206451871642e-01,-9.638475636567007954e-02,2.449507213985784027e-03
4.180836167233446865e+00,1.735362408265120449e+00,2.485269249170072303e+00,-6.848922560405462656e-01,-9.977220977237478972e-02,-1.804409610251148099e-03
4.190838167633526901e+00,1.728511952495338955e+00,2.484254411373711502e+00,-6.849322782957527611e-01,-1.031536409441356911e-01,-6.226795238489110651e-03
4.200840168033606936e+00,1.721660872353729665e+00,2.483205785308507885e+00,-6.850173933031186158e-01,-1.065284594334737073e-01,-1.082192222561004225e-02
4.210842168433686972e+00,1.714808707935036258e+00,2.482123440537202352e+00,-6.851493494605086498e-01,-1.098959994642380311e-01,-1.559395341304375959e-02
4.220844168833767007e+00,1.707954981969153740e+00,2.481007452915491296e+00,-6.853299369411834929e-01,-1.132555170291311558e-01,-2.054690068969225458e-02
4.230846169233847043e+00,1.701099198938813561e+00,2.479857906757056973e+00,-6.855609845096916066e-01,-1.166061734050261034e-01,-2.568455550860064551e-02
4.240848169633927078e+00,1.694240844990174244e+00,2.478674895074474360e+00,-6.858443591958273133e-01,-1.199470340790163569e-01,-3.101043173154252597e-02
4.250850170034007114e+00,1.687379387198083114e+00,2.477458521645885092e+00,-6.861819577815465587e-01,-1.232770423158365547e-01,-3.652766556340830695e-02
4.260852170434087149e+00,1.680514273461659158e+00,2.476208901294493447e+00,-6.865757058872046237e-01,-1.265950160182826301e-01,-4.223892907989251766e-02
4.270854170834167185e+00,1.673644932490608195e+00,2.474926160072161263e+00,-6.870275570548534105e-01,-1.298996459832955086e-01,-4.814633554521635661e-02
4.280856171234247221e+00,1.666770773356914814e+00,2.473610438431060210e+00,-6.875394805345149685e-01,-1.331894703541705860e-01,-5.425130083544399406e-02
4.290858171634327256e+00,1.659891185224354970e+00,2.472261891978163373e+00,-6.881134612376833548e-01,-1.364628727191082025e-01,-6.055440979419980663e-02
4.300860172034407292e+00,1.653005537553115412e+00,2.470880694656252707e+00,-6.887514763677293761e-01,-1.397180430729603184e-01,-6.705522631513398391e-02
4.310862172434487327e+00,1.646113180094209927e+00,2.469467039602931013e+00,-6.894554901364460253e-01,-1.429529684486426644e-01,-7.375210220796470095e-02
4.320864172834567363e+00,1.639213442919712937e+00,2.468021139283226972e+00,-6.902274527401688342e-01,-1.461654317220787702e-01,-8.064197338794973358e-02
4.330866173234647398e+00,1.632305636950845074e+00,2.466543229985854069e+00,-6.910692720893660823e-01,-1.493529759998886985e-01,-8.772009777802801389e-02
4.340868173634727434e+00,1.625389053563681463e+00,2.465033573611305595e+00,-6.919828105252056050e-01,-1.525128971274931911e-01,-9.497977123138905131e-02
4.350870174034807469e+00,1.618462966725275010e+00,2.463492462272779182e+00,-6.929698353577679049e-01,-1.556421924095545417e-01,-1.024119901024587997e-01
4.360872174434887505e+00,1.611526633591627400e+00,2.461920220045481944e+00,-6.940320027920916512e-01,-1.587375429647607805e-01,-1.100050777534685442e-01
4.370874174834967540e+00,1.604579294578826643e+00,2.460317203099160022e+00,-6.951708565229431924e-01,-1.617953127059613139e-01,-1.177442832144283275e-01
4.380876175235047576e+00,1.597620175771568229e+00,2.458683806119668525e+00,-6.963877712596142633e-01,-1.648115029216113414e-01,-1.256113242700073185e-01
4.390878175635127612e+00,1.590648488942340233e+00,2.457020465862239433e+00,-6.976839365899515366e-01,-1.677817330831344045e-01,-1.335838511587785771e-01
4.400880176035207647e+00,1.583663437179604561e+00,2.455327667246381296e+00,-6.990602665741443289e-01,-1.707011860732285669e-01,-1.416349200667485764e-01
4.410882176435287683e+00,1.576664216799628537e+00,2.453605946023277973e+00,-7.005173661505107452e-01,-1.735645859317586914e-01,-1.497323638523439526e-01
4.420884176835367718e+00,1.569650017573217538e+00,2.451855889091572926e+00,-7.020555273110058447e-01,-1.763661962934931215e-01,-1.578381025686859673e-01
4.430886177235446866e+00,1.562620028379107628e+00,2.450078144081797138e+00,-7.036746261901751787e-01,-1.790997718434151342e-01,-1.659074770803363463e-01
4.440888177635526901e+00,1.555573441521135303e+00,2.448273425572152551e+00,-7.053740525086522606e-01,-1.817585256007601402e-01,-1.738884943863983068e-01
4.450890178035606937e+00,1.548509460592632170e+00,2.446442519867017218e+00,-7.071526080395800218e-01,-1.843351071071146208e-01,-1.817211632035719837e-01
4.460892178435686972e+00,1.541427302707273350e+00,2.444586287170028793e+00,-7.090084738083115568e-01,-1.868215930330008046e-01,-1.893366532400211355e-01
4.470894178835767008e+00,1.534326205718614888e+00,2.442705669527157397e+00,-7.109391070562699477e-01,-1.892094720637354510e-01,-1.966566124876644728e-01
4.480896179235847043e+00,1.527205437630981377e+00,2.440801699168340111e+00,-7.129411195033238391e-01,-1.914896350860353091e-01,-2.035925835031390796e-01
4.490898179635927079e+00,1.520064307122102720e+00,2.438875502337232160e+00,-7.150101662547737602e-01,-1.936523968927043593e-01,-2.100456134751061410e-01
4.500900180036007114e+00,1.512902168496463640e+00,2.436928302463273521e+00,-7.171408904138222296e-01,-1.956875080275902179e-01,-2.159057420603180399e-01
4.510902180436087150e+00,1.505718435915126552e+00,2.434961430374881441e+00,-7.193267682874022739e-01,-1.975841965892776442e-01,-2.210521142914442239e-01
4.520904180836167185e+00,1.498512596967916277e+00,2.432976327006282080e+00,-7.215600020554510108e-01,-1.993312533580498258e-01,-2.253534548892058842e-01
4.530906181236247221e+00,1.491284221811085997e+00,2.430974545495803607e+00,-7.238314496763796901e-01,-2.009170973348870237e-01,-2.286686413099829895e-01
4.540908181636327257e+00,1.484032979662279095e+00,2.428957757972589171e+00,-7.261305051331914395e-01,-2.023299034655156037e-01,-2.308482198067625668e-01
4.550910182036407292e+00,1.476758654774422475e+00,2.426927754679608640e+00,-7.284450329267742053e-01,-2.035577836504492699e-01,-2.317366310089714887e-01
4.560912182436487328e+00,1.469461158692332292e+00,2.424886443822207749e+00,-7.307613293921759734e-01,-2.045889418163086559e-01,-2.311748194826500624e-01
4.570914182836567363e+00,1.462140549445326565e+00,2.422835851412894925e+00,-7.330640899015149481e-01,-2.054119388832585102e-01,-2.290042585084717808e-01
4.580916183236647399e+00,1.454797045255963761e+00,2.420778113353463823e+00,-7.353364555236584499e-01,-2.060159613504697340e-01,-2.250715495847740444e-01
4.590918183636727434e+00,1.447431040667149560e+00,2.418715471101577918e+00,-7.375600683296094084e-01,-2.063911210962726395e-01,-2.192340398856184036e-01
4.600920184036807470e+00,1.440043121121543201e+00,2.416650257147601177e+00,-7.397152415894241440e-01,-2.065288450897558858e-01,-2.113664648166793114e-01
4.610922184436887505e+00,1.432634073963607646e+00,2.414584882861522175e+00,-7.417811349883719485e-01,-2.064222023736108358e-01,-2.013678740565414960e-01
4.620924184836967541e+00,1.425204900605258285e+00,2.412521818459200773e+00,-7.437360652068081279e-01,-2.060663518868052213e-01,-1.891694390722299390e-01
4.630926185237047576e+00,1.417756821064525052e+00,2.410463570597218386e+00,-7.455578430715472660e-01,-2.054588956341162342e-01,-1.747417566564681835e-01
4.640928185637127612e+00,1.410291279066630210e+00,2.408412656250609185e+00,-7.472242185330224551e-01,-2.046002881960548303e-01,-1.581020267725429251e-01
4.650930186037207648e+00,1.402809938215609620e+00,2.406371571994013081e+00,-7.487133662048959248e-01,-2.034941457329476344e-01,-1.393197699660513877e-01
4.660932186437287683e+00,1.395314676796482578e+00,2.404342761308426279e+00,-7.500044420620231023e-01,-2.021475346779994797e-01,-1.185210469205350975e-01
4.670934186837367719e+00,1.387807573767037006e+00,2.402328579144696441e+00,-7.510781460985469504e-01,-2.005711307557687395e-01,-9.589014266486795002e-02
4.680936187237447754e+00,1.380290891125098174e+00,2.400331254908852685e+00,-7.519173188092063143e-01,-1.987792924838434339e-01,-7.166847361882208722e-02
4.690938187637527790e+00,1.372767049751018043e+00,2.398352856762639540e+00,-7.525074754287209844e-01,-1.967899876088182176e-01,-4.615042644123903970e-02
4.700940188037607825e+00,1.365238599245823137e+00,2.396395255372662625e+00,-7.528373178884331107e-01,-1.946245755395019095e-01,-1.967578598826903724e-02
4.710942188437687861e+00,1.357708185506001142e+00,2.394460092607530122e+00,-7.528991290564389649e-01,-1.923074681465762881e-01,7.380405805213138826e-03
4.720944188837767896e+00,1.350178511394467984e+00,2.392548752797909906e+00,-7.526890646934967233e-01,-1.898656211876363353e-01,3.462074352557165113e-02
4.730946189237847932e+00,1.342652299079206246e+00,2.390662340178656198e+00,-7.522073147369773283e-01,-1.873279553791496743e-01,6.163954573385535540e-02
4.740948189637927968e+00,1.335132247903025648e+00,2.388801663155085464e+00,-7.514580987995489458e-01,-1.847246553561083804e-01,8.803768409782251891e-02
4.750950190038008003e+00,1.327620995669580584e+00,2.386967224479440652e+00,-7.504495416790539775e-01,-1.820864431478464440e-01,1.134368676588275449e-01
4.760952190438088039e+00,1.320121080538544822e+00,2.385159220368603172e+00,-7.491933926207204886e-01,-1.794438408160450860e-01,1.374922967484640268e-01
4.770954190838168074e+00,1.312634906303456361e+00,2.383377545656952368e+00,-7.477046329577408112e-01,-1.768264377873921267e-01,1.599032433038887202e-01
4.780956191238248110e+00,1.305164713091722328e+00,2.381621806562117527e+00,-7.460010070418071626e-01,-1.742622651671279499e-01,1.804204870924538406e-01
4.790958191638328145e+00,1.297712551693793737e+00,2.379891338991332539e+00,-7.441024673973382075e-01,-1.717772054637288215e-01,1.988509349147863647e-01
4.800960192038408181e+00,1.290280264765921281e+00,2.378185233211056460e+00,-7.420306110790162446e-01,-1.693945675192711775e-01,2.150588420081946672e-01
4.810962192438488216e+00,1.282869473103439573e+00,2.376502360215019483e+00,-7.398081108696397123e-01,-1.671347373182327234e-01,2.289646117346352261e-01
4.820964192838568252e+00,1.275481567590683207e+00,2.374841402390218903e+00,-7.374581741765194876e-01,-1.650149759930966131e-01,2.405410989001947608e-01
4.830966193238648287e+00,1.268117706601516348e+00,2.373200886293400202e+00,-7.350040316344143010e-01,-1.630493248098086323e-01,2.498081394072274586e-01
4.840968193638728323e+00,1.260778817580837208e+00,2.371579213344324089e+00,-7.324685134322221902e-01,-1.612486073753827687e-01,2.568262640925927376e-01
4.850970194038808359e+00,1.253465603526962013e+00,2.369974693012663725e+00,-7.298736667442402570e-01,-1.596205334842794588e-01,2.616895329024918060e-01
4.860972194438888394e+00,1.246178551959149949e+00,2.368385572350505619e+00,-7.272404601576206717e-01,-1.581698568467595212e-01,2.645186030805971589e-01
4.870974194838968430e+00,1.238917946949624760e+00,2.366810064617130394e+00,-7.245885512997498612e-01,-1.568985913351686190e-01,2.654540324259059281e-01
4.880976195239048465e+00,1.231683883543883029e+00,2.365246375910891263e+00,-7.219361176086371845e-01,-1.558062673776989815e-01,2.646501416553455055e-01
4.890978195639127613e+00,1.224476282596084875e+00,2.363692728118003128e+00,-7.192997462133802200e-01,-1.548901929347642481e-01,2.622698074480221964e-01
4.900980196039207648e+00,1.217294907282593597e+00,2.362147379996567764e+00,-7.166943712951742151e-01,-1.541457332760116095e-01,2.584799977035168173e-01
4.910982196439287684e+00,1.210139380062810632e+00,2.360608645397348493e+00,-7.141332528870595331e-01,-1.535665880560901642e-01,2.534481733202063602e-01
4.920984196839367719e+00,1.203009198792433398e+00,2.359074908284420680e+00,-7.116279837113265172e-01,-1.531450454429446328e-01,2.473395704464223521e-01
4.930986197239447755e+00,1.195903753674894654e+00,2.357544635790931764e+00,-7.091885244455149451e-01,-1.528722350317174017e-01,2.403151170142094895e-01
4.940988197639527790e+00,1.188822343465579578e+00,2.356016388665831407e+00,-7.068232554938882473e-01,-1.527383582108698401e-01,2.325299884120210492e-01
4.950990198039607826e+00,1.181764190360577560e+00,2.354488829378185599e+00,-7.045390348142779313e-01,-1.527328898659230383e-01,2.241326845308952986e-01
4.960992198439687861e+00,1.174728455588980758e+00,2.352960728495581577e+00,-7.023412740006138577e-01,-1.528447770922322091e-01,2.152644452147831899e-01
4.970994198839767897e+00,1.167714253140143876e+00,2.351430969079375988e+00,-7.002340087956604453e-01,-1.530626059672621775e-01,2.060589680411104019e-01
