v0,theta,R,R_noisy
3.572950201186203856e+01,1.128144104875019149e+00,4.142867242096888702e+01,4.071159017301618377e+01
1.110230710750406224e+01,6.962093445784136581e-01,8.329625085055106126e+00,8.229562154274816521e+00
3.211940860488842731e+01,4.171415139615603507e-01,3.267031708656360678e+01,3.201391387698038216e+01
3.424202883933929797e+01,3.146086587109139798e-01,2.813550020217719450e+01,2.793902366723390784e+01
2.817337168592581875e+01,9.541792965035551521e-01,3.547963140214218924e+01,3.541011642204112775e+01
2.285075493716132655e+01,1.238355179868344758e+00,1.783518780547285587e+01,1.845626958180811883e+01
3.322916419885272887e+01,9.338280781353840432e-01,4.496001403207360880e+01,4.353355541922156391e+01
1.083723737113521501e+01,4.651734059456216763e-01,5.978285044891364031e+00,6.669361329360517843e+00
3.706310704998908534e+01,1.194020976538892276e+00,3.907637556315470562e+01,3.864232528103281084e+01
2.609802771043252889e+01,1.008837887553356794e+00,3.062527428537504903e+01,3.078166942630640435e+01
2.756173787081700155e+01,7.643095256586451836e-01,3.592225567979387080e+01,3.633445179763014465e+01
2.994011464111011023e+01,4.030004357650384672e-01,2.884875067102168344e+01,2.847625191065438699e+01
2.405174848498680262e+01,8.818693966712107812e-01,2.928329159847971397e+01,2.924960179640351754e+01
1.891622610718529529e+01,1.281221584799862478e+00,1.188566710404754012e+01,1.214290040194242692e+01
1.744015132806700663e+01,4.284777061417138211e-01,1.333152671787693322e+01,1.328080177333961487e+01
1.495971231697824777e+01,6.138722900791875325e-01,1.329238246975134352e+01,1.293572920653938496e+01
1.043807341662702548e+01,8.422128576909146958e-01,7.638987169446334491e+00,7.745375361210983023e+00
3.565872059772860325e+01,1.106851316381571859e+00,4.252531412252437093e+01,4.259268482138050160e+01
3.917774821744585978e+01,4.930239547623974095e-01,4.794258475609242964e+01,4.720613872485770202e+01
3.066544686315211266e+01,4.720949518115230004e-01,3.356078510944799120e+01,3.425369290582936799e+01
1.915139541424172620e+01,9.152982788514132384e-01,2.057112606296508872e+01,2.069819438800455913e+01
2.202767175999619553e+01,7.359974882684761077e-01,2.592133468807232788e+01,2.472477462791502134e+01
3.434681931978046521e+01,1.017069449285717742e+00,4.446854833013667729e+01,4.406832180544017774e+01
2.432008536983317981e+01,4.178141489276297471e-01,2.201291105620694566e+01,2.288839049231855682e+01
2.174599910504458222e+01,8.191856307727345410e-01,2.558857870147779678e+01,2.639842206205668873e+01
3.338590288647588977e+01,1.208138455424616620e+00,3.298300572288900412e+01,3.313455172667091375e+01
1.819277229300698906e+01,8.219032967346291407e-01,1.951126396067144597e+01,1.868548360681761267e+01
1.324422057756734361e+01,3.611557608798056651e-01,6.769747242622274896e+00,6.667881951659249573e+00
2.188350594744983368e+01,7.422890649357540838e-01,2.570695405534538480e+01,2.625402166143308946e+01
3.649021225270080748e+01,1.067200301310705424e+00,4.594785897742737291e+01,4.616247752072932542e+01
3.986341216871836934e+01,7.184229877283427879e-01,5.821285430711224507e+01,5.806439552016107086e+01
1.662597207937241350e+01,9.241389130453838696e-01,1.641215453115851730e+01,1.606233421823482743e+01
3.341385878580734925e+01,1.178318354218952813e+00,3.493360293223817337e+01,3.536518478029388035e+01
1.314097469409090202e+01,7.025681904228120445e-01,1.126773558438807044e+01,1.118071491134066342e+01
2.978717117550284499e+01,5.864229960951237164e-01,3.673678946458453254e+01,3.691810054403389074e+01
1.364927531719743570e+01,1.088232238968637411e+00,1.026010924913459021e+01,1.052599721158090773e+01
1.651052153074293827e+01,6.946400889032333659e-01,1.641531055981986142e+01,1.725540196770418788e+01
3.344388501652054657e+01,5.381852225025629544e-01,4.103158297801905263e+01,4.114373613785602402e+01
1.335490713519458517e+01,6.995610365666016239e-01,1.156998355411824164e+01,1.172001888588469853e+01
2.549107989562524068e+01,4.220870068039389023e-01,2.378254136358605564e+01,2.290928617944829426e+01
2.025719246236818805e+01,7.321594039630712203e-01,2.285179516093276320e+01,2.342864125882990578e+01
3.972178573076794805e+01,9.548713292004449293e-01,5.620461705740711267e+01,5.666993343754257495e+01
3.294652248740280243e+01,1.057117523510362256e+00,4.049688978091102598e+01,4.051056115096224630e+01
1.852919746092425513e+01,9.683674056172553168e-01,1.895424559531214470e+01,1.783860937478377906e+01
3.947635665070960442e+01,1.066743260128806714e+00,5.096718001531788644e+01,5.070605480373955487e+01
2.907366798697995236e+01,1.185264021009575730e+00,2.840292131151255006e+01,2.846145247753148766e+01
1.469794040502458188e+01,9.769693498297631340e-01,1.299902559841835981e+01,1.406900378409251928e+01
1.855257224378508596e+01,4.595074227267607614e-01,1.563233622146784896e+01,1.594834472947787241e+01
3.432666778779788075e+01,7.079223216964336540e-01,4.774090284306679166e+01,4.815851829733244216e+01
3.875537592803284781e+01,8.973433521538007884e-01,5.589161803209632495e+01,5.632248866757726802e+01
1.109548748464823831e+01,1.119496984668418404e+00,6.862644260037455979e+00,7.551064949151710337e+00
2.716306629728848421e+01,6.417939002934707204e-01,3.366421999247729957e+01,3.311638889980666534e+01
1.594467891170051921e+01,4.550040112751321808e-01,1.206008763051972110e+01,1.165370966038043044e+01
3.121728056557133968e+01,1.291303082898229926e+00,2.451487364246501244e+01,2.394315117507501967e+01
1.013101623701375864e+01,6.932778837146702511e-01,7.013627740884263773e+00,6.890044326441443268e+00
3.222043042297805471e+01,8.915615706504471660e-01,4.389943025711967550e+01,4.374063946608257680e+01
2.612131975462150280e+01,1.233580895830819202e+00,2.201801923554350182e+01,2.208732573075771199e+01
2.908935394300777943e+01,6.741509379753016784e-01,3.767205224122967167e+01,3.717643118041544170e+01
2.446819496673578698e+01,7.104728568003744194e-01,2.998635708242819931e+01,3.005001781053899990e+01
3.023418980783128873e+01,5.658055949886100500e-01,3.680661232725095289e+01,3.639610246236618707e+01
3.501416547218838105e+01,1.234824709205261328e+00,3.327119834009761234e+01,3.434664928133692996e+01
1.222162077090331955e+01,7.791889059514296445e-01,1.013670501002345326e+01,9.888122978031645971e+00
2.021340538863916692e+01,9.506497759782668311e-01,2.191785544025858457e+01,2.321032070402485914e+01
1.596612958625068934e+01,1.048533663567810192e+00,1.394082952980155632e+01,1.477517412546088416e+01
2.375208217468830441e+01,8.318716749484489359e-01,2.908133433371353149e+01,2.849767901833423522e+01
2.813524874507307771e+01,1.004451167637822495e+00,3.418970824764873129e+01,3.468488564378441197e+01
2.217386686998367296e+01,4.022259311704832752e-01,1.855201851638521049e+01,1.887174857063501676e+01
3.357918980767372830e+01,6.279434198795070809e-01,4.456059600123105469e+01,4.380745742181994729e+01
1.034309062686357628e+01,4.084175670602046559e-01,4.651780177416637407e+00,4.971780479337971848e+00
1.486954336324113513e+01,3.132996398905654734e-01,7.158490389094893658e+00,7.128273078767871418e+00
1.410609204109291426e+01,6.735067078475047708e-01,1.253934691750198738e+01,1.272882360433279558e+01
1.271762631499182028e+01,1.247484750928649744e+00,6.755461773741488152e+00,6.343189121764905458e+00
2.811475009835402261e+01,8.905226506360148786e-01,3.644055893875481189e+01,3.642433263693905587e+01
3.056502917845605793e+01,1.187364239625557705e+00,3.036484622267954947e+01,3.058608897758218248e+01
2.080343474995248343e+01,1.136309759157952737e+00,1.884056183755827973e+01,1.876402442535346893e+01
3.116645138028918183e+01,1.265484149871524355e+00,2.626822402342346052e+01,2.597804594803080391e+01
2.083165836758659850e+01,9.055157934599418201e-01,2.348008697483646401e+01,2.341500388692136170e+01
2.761326750081088122e+01,3.520621289411843269e-01,2.293217014353624350e+01,2.245547690075634861e+01
1.120555435340816430e+01,1.122672423355356441e+00,6.950062546931534690e+00,7.135277735116530629e+00
2.032690933987134230e+01,1.040111909725915051e+00,2.056199489704809480e+01,1.929381687113755817e+01
1.172945236125942081e+01,1.036646410460753565e+00,8.403907114655483568e+00,9.172292035553516243e+00
3.262866194426026567e+01,6.401986413504026086e-01,4.321813461669832179e+01,4.326350121190070297e+01
2.991000008691254308e+01,1.251365824048873865e+00,2.567698277750286096e+01,2.592776572738754481e+01
3.568620583989617501e+01,1.051513294332712567e+00,4.533928361682063723e+01,4.578056324154352552e+01
3.637330132169513064e+01,7.785501628662425677e-01,5.228600215919945526e+01,5.167714239660316622e+01
2.644617159221158076e+01,8.967478718503445467e-01,3.336951695323399747e+01,3.452332143540658649e+01
1.430044706510926744e+01,9.572518828828262549e-01,1.259578912892934000e+01,1.204816606505374743e+01
1.905331075517683104e+01,9.619334381509174747e-01,1.987780212258667234e+01,2.012484543527880732e+01
2.915302328993128000e+01,4.917187072584093266e-01,3.217059030605103231e+01,3.234651624098745515e+01
3.059618708927053987e+01,8.599064503375626334e-01,4.129199692728359850e+01,4.196242178791350597e+01
3.112611028612665365e+01,5.919443707750318140e-01,3.918636649599193333e+01,3.919420634594471409e+01
1.302149609454193424e+01,1.189167856308954496e+00,8.028882755939941163e+00,7.334717726487651746e+00
1.374221215198609869e+01,5.191213792947035888e-01,1.033942803569495261e+01,1.051384441716326101e+01
3.173250795476424457e+01,3.535058174845834844e-01,2.806037869861809497e+01,2.683657508457725882e+01
1.247939896947658234e+01,7.730899188841273695e-01,1.050492926832726859e+01,1.041543029232345496e+01
2.530033249743749479e+01,1.185372285796958858e+00,2.322748620817877097e+01,2.300774898902540855e+01
2.314002551841046795e+01,1.101676317538873962e+00,2.325758177149665329e+01,2.404940612206207007e+01
3.459968019417182461e+01,7.887775580817000254e-01,4.899342450226474455e+01,4.886300021952848738e+01
1.265930128011607181e+01,1.120383864619659331e+00,8.626564032946486549e+00,8.410441519235890340e+00
3.222032100919464170e+01,1.041375811640684601e+00,3.991121505501921263e+01,3.954097936283747572e+01
2.003896426140794418e+01,8.913594778541646946e-01,2.226782880879288129e+01,2.184774815013022931e+01
3.041780213517719034e+01,7.506144624848611890e-01,4.105260566878247630e+01,4.078346363302821231e+01
1.488574379201714848e+01,1.264678783134552065e+00,8.431316008642212978e+00,8.739049847884409417e+00
2.858875543972510869e+01,1.018126487436610494e+00,3.456586243404627368e+01,3.391257640041624200e+01
3.252469687150387756e+01,4.876500667749083529e-01,3.717343025230137954e+01,3.707537239069500856e+01
3.076045952990552124e+01,7.248843551785431050e-01,4.143643678057254220e+01,4.070959931188266978e+01
3.304944150554378268e+01,1.099091721674995581e+00,3.876132778091091069e+01,3.868348397813630868e+01
2.839200005311912989e+01,5.766581895693891902e-01,3.409344130209554180e+01,3.418051362549597627e+01
2.550827394830432127e+01,9.398309400917708167e-01,3.108189443781938266e+01,3.046862884054134213e+01
3.011071012947419590e+01,1.222837449127937903e+00,2.768573948515573591e+01,2.740292817992487784e+01
1.360876039511113866e+01,7.534175155816533742e-01,1.215048456283606448e+01,1.220632409628576909e+01
3.001764272945743173e+01,1.104396422684435608e+00,3.371671468606599831e+01,3.410582460352808454e+01
1.444737695678420408e+01,1.242643771508014083e+00,8.494552914478710193e+00,8.973607638221476890e+00
2.406336750068269481e+01,1.085624081037146471e+00,2.515524931438847034e+01,2.510113127531188226e+01
2.391307760578193964e+01,7.711587936792323461e-01,2.939430149346092236e+01,2.889472830779402557e+01
1.345280085208791476e+01,4.907827350814021883e-01,9.522466729071291880e+00,8.708945309384407807e+00
1.651554908313197956e+01,1.281711553355848965e+00,9.538230925655009074e+00,9.929412072629803632e+00
3.172736835594896476e+01,6.278720272061804053e-01,4.129693457642578380e+01,4.199641465853373745e+01
2.915181282437225718e+01,3.386063616562443035e-01,2.395342772691676814e+01,2.413690771687188530e+01
2.450655051426265629e+01,1.259912927130720117e+00,1.878311921721647337e+01,1.956762104898319166e+01
3.048894333339801577e+01,1.154716591971228334e+00,3.202325584990900609e+01,3.179568097873602639e+01
2.169283563275664761e+01,7.066871052672523135e-01,2.512460100203076863e+01,2.492787037226349867e+01
2.428587243235537585e+01,7.008518021725380631e-01,2.956548517334107018e+01,3.035234266943457371e+01
2.264379719996268392e+01,8.981606577272716052e-01,2.666153525367444388e+01,2.615514146801915274e+01
3.268018115390583489e+01,5.984387575172398499e-01,4.206685505286601767e+01,4.236966671595543232e+01
1.196109387490798426e+01,3.627453322307868100e-01,5.496768644304272478e+00,5.689937507615636214e+00
3.440469742743166393e+01,8.802065649552683890e-01,4.808919070921479744e+01,4.816564320484291528e+01
1.031879516870815294e+01,4.408407300952700836e-01,5.082626167821369556e+00,5.950823552453234910e+00
1.973830689084844181e+01,5.900439302901177019e-01,2.031131680542079820e+01,1.986983975987000406e+01
3.917858382634311454e+01,4.461837978936811777e-01,4.481261600321531091e+01,4.459721321409028150e+01
1.677320236128388942e+01,3.830380566783413987e-01,1.124222774018801729e+01,1.019277399098145231e+01
2.081381144892941037e+01,1.271546309740293035e+00,1.419447780627763045e+01,1.366786659035025231e+01
1.501406416026338952e+01,1.207789612778901622e+00,9.818188539282751037e+00,9.559965888334989614e+00
3.524290645122651711e+01,5.325038171054830016e-01,4.372914826209064643e+01,4.353382255959373737e+01
1.531785074218005072e+01,3.507585234724248102e-01,8.692748842701231382e+00,8.590080599030615716e+00
2.176641864894799028e+01,1.039956074098044247e+00,2.280911533061801677e+01,2.295863004690721709e+01
2.033259675889443940e+01,8.845751653146673998e-01,2.281911183071770921e+01,2.248321029321870057e+01
1.637309592551995507e+01,1.163519583286253489e+00,1.234334761583790119e+01,1.134847823577539927e+01
2.664448194727879482e+01,1.110726131227854019e+00,2.823843268418103492e+01,2.831434399736830088e+01
2.081132694653354775e+01,9.632846496097640099e-01,2.272346718683737521e+01,2.293441330367366859e+01
3.825364998730399435e+01,1.291143230372003403e+00,3.252087494264950607e+01,3.193693804815415760e+01
2.374395003721069486e+01,7.802845717112047996e-01,2.911602794657693138e+01,2.872012829053633354e+01
3.151578241046007989e+01,1.070924608172795889e+00,3.755495864327410516e+01,3.843896020966407434e+01
1.082319828145914720e+01,9.255050988129676082e-01,7.938706834215976116e+00,8.454091414972722873e+00
3.514248118311394364e+01,3.923044533906261955e-01,3.519366585042818940e+01,3.573994715838612990e+01
2.777915750372507375e+01,1.160881489602081817e+00,2.778564728026837116e+01,2.812159057915555493e+01
1.898932993254160095e+01,8.952632658913473040e-01,2.047887570554781433e+01,2.055195096242060515e+01
2.656439221380923854e+01,5.235158717921486460e-01,2.939379864324354585e+01,2.913680564622427127e+01
1.036074792751995766e+01,3.144136123388118764e-01,3.094401083366205452e+00,3.381365975331506402e+00
1.463075196398584410e+01,4.553714010565765302e-01,1.038718482953385980e+01,1.028681977791922009e+01
3.128152169171933750e+01,1.049451406914989837e+00,3.802681526433454451e+01,3.780486316373122690e+01
2.400746610918734802e+01,3.164784687518530926e-01,1.680928139127333765e+01,1.680301969059668110e+01
3.692421191351156295e+01,1.088058237766452052e+00,4.558997648882539266e+01,4.554886580177922184e+01
3.131460300811701458e+01,1.287921999302461318e+00,2.486701836616298422e+01,2.531338343059820417e+01
3.816680898548914058e+01,1.199626974043634720e+00,4.021171492378640977e+01,3.972873122840069016e+01
3.555966886244273439e+01,6.124185566643280954e-01,4.756268638135720295e+01,4.881508930305186311e+01
1.360689259972450671e+01,9.628514300714663410e-01,1.154816721049316897e+01,1.104089588987525339e+01
3.538285027136457472e+01,3.069687188368395714e-01,2.879023556751005586e+01,2.857480692335850847e+01
3.085635696282708551e+01,1.010448843019945198e+00,3.867242697704691778e+01,3.914621577461809210e+01
1.551462038422714862e+01,4.136108207876491583e-01,1.055786739152176956e+01,1.013638666586256143e+01
1.427554769646632948e+01,1.150539512282357180e+00,1.007450680424119227e+01,9.831603115820747973e+00
1.916939064978368634e+01,3.916475557261817619e-01,1.438559472780056225e+01,1.439911892047440034e+01
3.425683512936786457e+01,4.972021101430318946e-01,4.036984031401296846e+01,3.887715674380959996e+01
2.164731572126720494e+01,3.114604327415204099e-01,1.401838374648564489e+01,1.376269973880824615e+01
2.622314674168159954e+01,4.438698667111251051e-01,2.576051520800418970e+01,2.527469645061984593e+01
2.503749041779573048e+01,1.078982978793791458e+00,2.687424574122824694e+01,2.674955502257340356e+01
2.893263372902834263e+01,6.869650254764632091e-01,3.760916292267898342e+01,3.785987395726471760e+01
2.304016440778492125e+01,4.059885538854222653e-01,1.982564159817767191e+01,2.014717899672572798e+01
1.204777620945715100e+01,1.037373003450206443e+00,8.798542936748180665e+00,9.554294678350590431e+00
3.882050599889773679e+01,8.426645377764998557e-01,5.677523473972305368e+01,5.750128508488642609e+01
2.716909260955011618e+01,1.111781452490619992e+00,2.899782980124173193e+01,2.951818335330553467e+01
1.109563494140409290e+01,1.209726509446045650e+00,5.817905983730383923e+00,5.798392885691526111e+00
1.589094630489632110e+01,4.622707854888559731e-01,1.215024947159960966e+01,1.267584022513364950e+01
3.825547381367889699e+01,1.149496697713597193e+00,4.396448874055002420e+01,4.346406772780127881e+01
3.876125143607228551e+01,7.395487681505381605e-01,5.645533627174047808e+01,5.640746042545112005e+01
2.535443903114742170e+01,4.695795184304007441e-01,2.557218396865936683e+01,2.629779293984157462e+01
2.087177758688235230e+01,7.317567881384008377e-01,2.390023472999611087e+01,2.429951959090844227e+01
2.314621718160887198e+01,1.148740659176193279e+00,2.170627216482624533e+01,2.100357139240828630e+01
2.005187612064322522e+01,1.255521976413491725e+00,1.397902462282713643e+01,1.368203467770039694e+01
2.499099004142862768e+01,8.735056467468460539e-01,3.102239252874964137e+01,3.147992805347892897e+01
2.865625243942359646e+01,1.141466046883753194e+00,2.996616615953017515e+01,3.027875775131061786e+01
1.423932488998538126e+01,6.509497545337408209e-01,1.257044226011388055e+01,1.311581938860569529e+01
3.909544268413190338e+01,1.089877747632894023e+00,4.904065507868217111e+01,4.815292663272725804e+01
1.642657802749516094e+01,6.778680581059284282e-01,1.615709151717190650e+01,1.552206255657466016e+01
1.265550344249922254e+01,8.371591213345501714e-01,1.075408904353209216e+01,1.063148747552398810e+01
2.870943971061499056e+01,9.727681304612538771e-01,3.600039935574458383e+01,3.551317981617372510e+01
2.077919332027708421e+01,6.349320859558942320e-01,2.272872836705214894e+01,2.271776631266271806e+01
3.261196158643834764e+01,6.254545480125706103e-01,4.278318250286498170e+01,4.279487471026666867e+01
1.551348009101590719e+01,1.236890531339304156e+00,9.698594146033448382e+00,9.879278729126502512e+00
2.656659433335125087e+01,8.307694582061755373e-01,3.412967706151012948e+01,3.407051708551234270e+01
1.397979590461357979e+01,7.966620974720421966e-01,1.276986159802334875e+01,1.306045542448423014e+01
3.497339088687087383e+01,7.449138604402822939e-01,4.942552583491841034e+01,4.982612821260102720e+01
1.721683479934393546e+01,9.260555676640149780e-01,1.733117393040840071e+01,1.741708885126244866e+01
3.886365186561900487e+01,1.209133749601080332e+00,4.043611906012903745e+01,3.982937873086765990e+01
1.687308780246839746e+01,6.623111104207630717e-01,1.672995858946243430e+01,1.738965296607614874e+01
2.768087553339353946e+01,1.179621610812948029e+00,2.675379217858492353e+01,2.687294826689473481e+01
2.298979556944880898e+01,5.167084745953598457e-01,2.364975829300872689e+01,2.387304887488475913e+01
3.891411453689337918e+01,5.430691053777751964e-01,5.037279572107890147e+01,5.046930904922690075e+01
2.092291227248210106e+01,6.542441758052370826e-01,2.323948133226742030e+01,2.243825193810319973e+01
2.773852487412924717e+01,6.775032419699553721e-01,3.533163685171766133e+01,3.563328857694509821e+01
3.687925169461314567e+01,4.587748111092619374e-01,4.219625876244125351e+01,4.187613417926880999e+01
1.299982630628879221e+01,3.071657480014421959e-01,5.232787339878188781e+00,4.628226167651648737e+00
2.512189092589362716e+01,3.268741606391931120e-01,1.860324682775937433e+01,1.926063446176045346e+01
3.631258788326522335e+01,7.618479784347920170e-01,5.207556556973160156e+01,5.193145107108388459e+01
1.820286602905149920e+01,8.522437016445501001e-01,1.943350126949990297e+01,1.958854782833014241e+01
1.402077880021235323e+01,1.123988929131174874e+00,1.020326224809847915e+01,1.066185067265058350e+01
2.790959791023763614e+01,1.177659091403048697e+00,2.716808365298281558e+01,2.799261008282462271e+01
3.478674395403052699e+01,6.638715611696237584e-01,4.768794510473528447e+01,4.678453092532754454e+01
3.683390355200839394e+01,9.934643093888371190e-01,4.969593346799987188e+01,4.933082272093983534e+01
2.496454054030937897e+01,9.283375957242410159e-01,3.031743118605065845e+01,3.066705007202607902e+01
1.616995194476958275e+01,7.091637151276315443e-01,1.596383033226939929e+01,1.563628634846057786e+01
1.039765088123790271e+01,1.029237580371428207e+00,6.835941126939507839e+00,5.202450079648727410e+00
2.195340361637422433e+01,1.243653169514176149e+00,1.656742022794536595e+01,1.664872440795524611e+01
1.426663169392565678e+01,5.558395153304522829e-01,1.157952778548203376e+01,1.170170824206089222e+01
2.803471628748471289e+01,4.280142388893898864e-01,2.756720563634498689e+01,2.797580692354753751e+01
3.104220785083887790e+01,9.891609273940162872e-01,3.964139925412904830e+01,3.976586009879028438e+01
3.079163236862548203e+01,1.166367779552501371e+00,3.184747295036342862e+01,3.163417224782081050e+01
1.650530351295108389e+01,1.006044773016607330e+00,1.533117577644577700e+01,1.544767356218067889e+01
3.975226121264836365e+01,3.081862769061508023e-01,3.386323981996132204e+01,3.385456293679373374e+01
3.366508188809098812e+01,3.262103771129039598e-01,2.839090223865711238e+01,2.814525972425486344e+01
2.961726695149008393e+01,9.491378468256512768e-01,3.813955663841240096e+01,3.827736218230833032e+01
3.445261847198100469e+01,5.626419954751742392e-01,4.375987922868302604e+01,4.394778806683083161e+01
3.869417562972405733e+01,1.158371169581287496e+00,4.401480178414994526e+01,4.351332138743080691e+01
2.076766696622018671e+01,7.765137527899468317e-01,2.389620896529612182e+01,2.442198493764247758e+01
3.400896887117210099e+01,1.049846353381489461e+00,4.258371206923913377e+01,4.300953342713542327e+01
2.300413624135030233e+01,1.183670701329005759e+00,2.022950762760814669e+01,2.063462543924208603e+01
2.238379117692246822e+01,1.075383384622665250e+00,2.287813215653470067e+01,2.150437872042190790e+01
3.980181049316617248e+01,1.258149294035839638e+00,3.745058627778213634e+01,3.751837055274714317e+01
1.469291849478718071e+01,8.027833333178013842e-01,1.387129713522309871e+01,1.381746238183627717e+01
2.541863596511441870e+01,3.801020211429089746e-01,2.171804518661803485e+01,2.122238783710204402e+01
3.437821963786232260e+01,1.063202834059545188e+00,4.261719703896162770e+01,4.291788282452434800e+01
2.969575996553449926e+01,1.026564861993201516e+00,3.617348973747230900e+01,3.542422022869149600e+01
2.223469469485605288e+01,6.972987821857061785e-01,2.596738557448120588e+01,2.659529621932033194e+01
3.374701152788847480e+01,6.918258801677634739e-01,4.639704938916064236e+01,4.659923001745670490e+01
1.753920890711407665e+01,8.413195160157875829e-01,1.837710178269641403e+01,1.813031216148938185e+01
2.593876451893045498e+01,8.293535922570198782e-01,3.300188262274215134e+01,3.372637944196784332e+01
2.560702052002492479e+01,7.612595534127291064e-01,3.238119395748289264e+01,3.262095599447432193e+01
1.512202202989184308e+01,1.077485602878297977e+00,1.233586548254320725e+01,1.251153800967379404e+01
1.585820180172126470e+01,8.992722597918387795e-01,1.538844518529628935e+01,1.473998296741436498e+01
3.612227272376262022e+01,6.859257642682268230e-01,5.062894470094232702e+01,5.090109009453431810e+01
1.373443378041626772e+01,1.174403107984921979e+00,9.046045904789826508e+00,9.761841410142729103e+00
3.954405810983033120e+01,8.387661483440340682e-01,5.817393062820352867e+01,5.873540405253638852e+01
2.051773674440554629e+01,3.482436443629071676e-01,1.437987832706085634e+01,1.373633893697434161e+01
3.935433469578117638e+01,4.459767995452477707e-01,4.506166883670054801e+01,4.576729369900154154e+01
3.194519645365450344e+01,4.477516311118905912e-01,3.418993394786973283e+01,3.500236416985518417e+01
2.519138851359052822e+01,1.032264667271623804e+00,2.850316665373945568e+01,2.893386593661049133e+01
3.665572557953088051e+01,1.081755807712198925e+00,4.548374901704734441e+01,4.529416105431887019e+01
1.370536294167220071e+01,3.243390478136986554e-01,6.335915637393178201e+00,5.582493665672920713e+00
2.726611820300448130e+01,6.821732127656285893e-01,3.456937262376791153e+01,3.411356800982272830e+01
3.228433488171808818e+01,1.164120657775390644e+00,3.414220275535127058e+01,3.385158756187094298e+01
3.226227498930853699e+01,1.057931261250599553e+00,3.932420789802824146e+01,3.946178643475384717e+01
1.966417481766260522e+01,4.831877311486238447e-01,1.781061264684876022e+01,1.808746756218163654e+01
1.214277807819340893e+01,6.258801027687008744e-01,9.348484207446315253e+00,8.972502664796857985e+00
3.898174286507797603e+01,7.129165340031873299e-01,5.646359685276908635e+01,5.563572801792034284e+01
3.781722441347460517e+01,6.997883058072014162e-01,5.404510293456904435e+01,5.383226029664666612e+01
1.989923494345183741e+01,6.073236684963458920e-01,2.086403228946630861e+01,2.018855509415809024e+01
3.548078961125206376e+01,5.971194991869461788e-01,4.687923694198743618e+01,4.754262001562737083e+01
1.485090403149799698e+01,1.184734201106890428e+00,1.010847891045045976e+01,9.479087056089028351e+00
1.887274317298811610e+01,5.039776370756501311e-01,1.720524252431669510e+01,1.743606799674175889e+01
3.968741085997974238e+01,7.912885180296764798e-01,5.858357935302795028e+01,5.898696169660352950e+01
1.367349244898073479e+01,9.114647434764200362e-01,1.199078284716054199e+01,1.148286856877449935e+01
2.812143899237628020e+01,4.729386067277719374e-01,2.979145428084155967e+01,3.028212624404691411e+01
3.245267219844767226e+01,4.941683711584711758e-01,3.738655885297185932e+01,3.729844423043453361e+01
3.473100197124541921e+01,1.280112768557296166e+00,2.939141739187202162e+01,2.897403600665403189e+01
3.827938084685388986e+01,7.321503032716174530e-01,5.545318143872776773e+01,5.495695551604705287e+01
1.254140264607184463e+01,8.439408493903728381e-01,1.057599962008757011e+01,1.061082645170314187e+01
3.210391565918040158e+01,1.090726683741593428e+00,3.764201459333499855e+01,3.816168104878481415e+01
3.027652395829961662e+01,8.802457800856229309e-01,4.049152899429737573e+01,3.951215209598142053e+01
2.559582146026919958e+01,3.758671262324881357e-01,2.173098816567876668e+01,2.201734150308512739e+01
1.833856467321718497e+01,1.174835379956282511e+00,1.449966852646380211e+01,1.439977092449311336e+01
3.583930773519072943e+01,5.194026598873013878e-01,4.405475907120691659e+01,4.364923500701691950e+01
2.122504404057421112e+01,7.723567345440904841e-01,2.467879773323353731e+01,2.460128759939300735e+01
3.034113795797732394e+01,1.262668972666381118e+00,2.547126132269005083e+01,2.544125109961255049e+01
2.030362490378153950e+01,1.029126352556999358e+00,2.075076482102581465e+01,2.069662004711458536e+01
2.368348316446572710e+01,6.728983999281876738e-01,2.817378427028522481e+01,2.855830042890705300e+01
3.954062057958350351e+01,4.372189510129871892e-01,4.470211363863014498e+01,4.422306135448717157e+01
1.671124083939281135e+01,7.628613834228143986e-01,1.705325859226954677e+01,1.802430954035682831e+01
3.559103616001632986e+01,7.141038355388138470e-01,5.017421529816845549e+01,5.060204849661665349e+01
1.240626172759358958e+01,5.194171722464751006e-01,8.593977306325811583e+00,8.271108177455595012e+00
3.900844750639953418e+01,1.132014240462330346e+00,4.629168492991743733e+01,4.529800702436733673e+01
2.939337156500178239e+01,7.970621447210612942e-01,3.935032986893128282e+01,3.931871334154621422e+01
2.064559450446792965e+01,8.783854408292071092e-01,2.339888451908130662e+01,2.317311275397026549e+01
3.424360120314381106e+01,3.487387879940702651e-01,3.081957748815816700e+01,3.117536395312140840e+01
3.275626387347003288e+01,8.006203826953155467e-01,4.556716885487808355e+01,4.591401473631058394e+01
3.914231515036328801e+01,1.222380701251208457e+00,3.973181773037267561e+01,4.068056528949425399e+01
3.143795187600350260e+01,1.087332925336131906e+00,3.672404497622970609e+01,3.664348239488445103e+01
3.362373893450063633e+01,5.248144095238473916e-01,4.071978833147466048e+01,4.110482000511234446e+01
2.191997577398886321e+01,9.432941753872909896e-01,2.486612237756073895e+01,2.463959286856058029e+01
3.495494846932911059e+01,4.233476018528626317e-01,3.706208961869671015e+01,3.686210696486244132e+01
3.355858909540017265e+01,3.717886533178255681e-01,3.164171881149533050e+01,3.240427803229203363e+01
2.519867140580674558e+01,1.146460479301635083e+00,2.470366866510890347e+01,2.462453628312163190e+01
