t,Np,Nd,dNd_dt,dNd_dt_noisy
2.924584916983396710e+01,5.368697189675784784e+02,1.467682856803772665e+03,-7.689577026808970572e+01,-7.774110807052669259e+01
2.926585317063412717e+01,5.357968381371466648e+02,1.466145146838286792e+03,-7.684447360516293202e+01,-7.643690429626879279e+01
2.928585717143428724e+01,5.347261013652827160e+02,1.464608463678099952e+03,-7.679310803377664740e+01,-7.747843737826701727e+01
2.930586117223444731e+01,5.336575043675514962e+02,1.463072808696510492e+03,-7.674167397223112630e+01,-7.648297155201633757e+01
2.932586517303460738e+01,5.325910428678615745e+02,1.461538183258843901e+03,-7.669017183770651513e+01,-7.860273432133691074e+01
2.934586917383476745e+01,5.315267125984651102e+02,1.460004588722453491e+03,-7.663860204626176653e+01,-7.588064738254713859e+01
2.936587317463492752e+01,5.304645092999579674e+02,1.458472026436719716e+03,-7.658696501283303348e+01,-7.573999360063319841e+01
2.938587717543508759e+01,5.294044287212797144e+02,1.456940497743050173e+03,-7.653526115123237616e+01,-7.649158324913511819e+01
2.940588117623524766e+01,5.283464666197135102e+02,1.455410003974879828e+03,-7.648349087414641190e+01,-7.631906793299832259e+01
2.942588517703540774e+01,5.272906187608861046e+02,1.453880546457671016e+03,-7.643165459313502197e+01,-7.481100350743177785e+01
2.944588917783556781e+01,5.262368809187680654e+02,1.452352126508913443e+03,-7.637975271862995896e+01,-7.746284734651196402e+01
2.946589317863572788e+01,5.251852488756733237e+02,1.450824745438123955e+03,-7.632778565993336883e+01,-7.724094231621859308e+01
2.948589717943588795e+01,5.241357184222598562e+02,1.449298404546847223e+03,-7.627575382521675351e+01,-7.736956011913220266e+01
2.950590118023604802e+01,5.230882853575288891e+02,1.447773105128654606e+03,-7.622365762151935087e+01,-7.664838779277489778e+01
2.952590518103620809e+01,5.220429454888256942e+02,1.446248848469144832e+03,-7.617149745474675626e+01,-7.718264737575512413e+01
2.954590918183636816e+01,5.209996946318387927e+02,1.444725635845944453e+03,-7.611927372966998462e+01,-7.608222525248103807e+01
2.956591318263652823e+01,5.199585286106007516e+02,1.443203468528706935e+03,-7.606698684992360882e+01,-7.671772365592269693e+01
2.958591718343668830e+01,5.189194432574875009e+02,1.441682347779113115e+03,-7.601463721800483597e+01,-7.746378633766020982e+01
2.960592118423684838e+01,5.178824344132189026e+02,1.440162274850871199e+03,-7.596222523527190162e+01,-7.751240297144663316e+01
2.962592518503700845e+01,5.168474979268580682e+02,1.438643250989716762e+03,-7.590975130194301812e+01,-7.469809419506158576e+01
2.964592918583716852e+01,5.158146296558120412e+02,1.437125277433412521e+03,-7.585721581709475458e+01,-7.592609463504830103e+01
2.966593318663732859e+01,5.147838254658314554e+02,1.435608355411748789e+03,-7.580461917866088584e+01,-7.603195700299545479e+01
2.968593718743748866e+01,5.137550812310107631e+02,1.434092486146542569e+03,-7.575196178343102815e+01,-7.572539219802801824e+01
2.970594118823764873e+01,5.127283928337877796e+02,1.432577670851639141e+03,-7.569924402704938871e+01,-7.578160614289353703e+01
2.972594518903780880e+01,5.117037561649441386e+02,1.431063910732910472e+03,-7.564646630401338712e+01,-7.489035336843102186e+01
2.974594918983796887e+01,5.106811671236051211e+02,1.429551206988255899e+03,-7.559362900767226279e+01,-7.503136997947703435e+01
2.976595319063812894e+01,5.096606216172395989e+02,1.428039560807602129e+03,-7.554073253022593804e+01,-7.613044027657980450e+01
2.978595719143828902e+01,5.086421155616601482e+02,1.426528973372903010e+03,-7.548777726272356858e+01,-7.631130431993685193e+01
2.980596119223844909e+01,5.076256448810229926e+02,1.425019445858140216e+03,-7.543476359506233564e+01,-7.652148438362343086e+01
2.982596519303860916e+01,5.066112055078280036e+02,1.423510979429322560e+03,-7.538169191598612429e+01,-7.663282321219770665e+01
2.984596919383876923e+01,5.055987933829187000e+02,1.422003575244485546e+03,-7.532856261308413082e+01,-7.392641697301378656e+01
2.986597319463892930e+01,5.045884044554822481e+02,1.420497234453692727e+03,-7.527537607278966902e+01,-7.619191530745408159e+01
2.988597719543908937e+01,5.035800346830494618e+02,1.418991958199034798e+03,-7.522213268037887701e+01,-7.724117847392052738e+01
2.990598119623924944e+01,5.025736800240089792e+02,1.417487747623776841e+03,-7.516883282148617695e+01,-7.601231728334370530e+01
2.992598519703940951e+01,5.015693364375998726e+02,1.415984603870070259e+03,-7.511547688188682059e+01,-7.590383857619850971e+01
2.994598919783956958e+01,5.005669999093869365e+02,1.414482528048118411e+03,-7.506206524236182531e+01,-7.473221362820203240e+01
2.996599319863972966e+01,4.995666664332409255e+02,1.412981521260261616e+03,-7.500859828254330353e+01,-7.589458086832868844e+01
2.998599719943988973e+01,4.985683320106209635e+02,1.411481584601892791e+03,-7.495507638106246873e+01,-7.442032331402579359e+01
3.000600120024004980e+01,4.975719926505742023e+02,1.409982719161458590e+03,-7.490149991554841336e+01,-7.451297294094685242e+01
3.002600520104020987e+01,4.965776443697361060e+02,1.408484926020458715e+03,-7.484786926262697193e+01,-7.358103974459201879e+01
3.004600920184036994e+01,4.955852831923303370e+02,1.406988206253446151e+03,-7.479418479791934260e+01,-7.262719171884582181e+01
3.006601320264053001e+01,4.945949051501686995e+02,1.405492560928027615e+03,-7.474044689604104974e+01,-7.189154277091012091e+01
3.008601720344069008e+01,4.936065062826512531e+02,1.403997991104862649e+03,-7.468665593060060814e+01,-7.333582128771784880e+01
3.010602120424085015e+01,4.926200826367662557e+02,1.402504497837664076e+03,-7.463281227419835773e+01,-7.579251259547498876e+01
3.012602520504101022e+01,4.916356302670901073e+02,1.401012082173198223e+03,-7.457891629842526982e+01,-7.498311569142680355e+01
3.014602920584117030e+01,4.906531452357875196e+02,1.399520745151284700e+03,-7.452496837386169659e+01,-7.427732223085038754e+01
3.016603320664133037e+01,4.896726236126114031e+02,1.398030487804796621e+03,-7.447096887007626265e+01,-7.240284136607995435e+01
3.018603720744149044e+01,4.886940614749026963e+02,1.396541311159659699e+03,-7.441691815562450074e+01,-7.374029782302731917e+01
3.020604120824165051e+01,4.877174549075908203e+02,1.395053216234853608e+03,-7.436281659804780020e+01,-7.315944419344501171e+01
3.022604520904181058e+01,4.867428000031931106e+02,1.393566204042410845e+03,-7.430866456387217056e+01,-7.448261644548396987e+01
3.024604920984197065e+01,4.857700928618153284e+02,1.392080275587417873e+03,-7.425446241860710472e+01,-7.366417792229643169e+01
3.026605321064213072e+01,4.847993295911513769e+02,1.390595431868013748e+03,-7.420021052674417206e+01,-7.348201827077393489e+01
3.028605721144229079e+01,4.838305063064833007e+02,1.389111673875391034e+03,-7.414590925175608049e+01,-7.460221774721917143e+01
3.030606121224245086e+01,4.828636191306813430e+02,1.387629002593795576e+03,-7.409155895609544018e+01,-7.331423099244109665e+01
3.032606521304261094e+01,4.818986641942041160e+02,1.386147419000526952e+03,-7.403716000119344187e+01,-7.296634940746717746e+01
3.034606921384277101e+01,4.809356376350982600e+02,1.384666924065937337e+03,-7.398271274745877690e+01,-7.414107848221459562e+01
3.036607321464293108e+01,4.799745355989987274e+02,1.383187518753432641e+03,-7.392821755427650032e+01,-7.291007102015767316e+01
3.038607721544309115e+01,4.790153542391285555e+02,1.381709204019471827e+03,-7.387367478000676613e+01,-7.222572006968665903e+01
3.040608121624325122e+01,4.780580897162990937e+02,1.380231980813567361e+03,-7.381908478198371881e+01,-7.375278484350690178e+01
3.042608521704341129e+01,4.771027381989098899e+02,1.378755850078284993e+03,-7.376444791651420019e+01,-7.376412573873747647e+01
3.044608921784357136e+01,4.761492958629486338e+02,1.377280812749243751e+03,-7.370976453887689672e+01,-7.401938183390333847e+01
3.046609321864373143e+01,4.751977588919912137e+02,1.375806869755115486e+03,-7.365503500332062004e+01,-7.427434446034659743e+01
3.048609721944389150e+01,4.742481234772018865e+02,1.374334022017626239e+03,-7.360025966306376688e+01,-7.344410851641809757e+01
3.050610122024405158e+01,4.733003858173328240e+02,1.372862270451554650e+03,-7.354543887029274174e+01,-7.395726572211991368e+01
3.052610522104421165e+01,4.723545421187247371e+02,1.371391615964732637e+03,-7.349057297616086259e+01,-7.380255363456119255e+01
3.054610922184437172e+01,4.714105885953062511e+02,1.369922059458046078e+03,-7.343566233078739458e+01,-7.420915360494771562e+01
3.056611322264453179e+01,4.704685214685943606e+02,1.368453601825433225e+03,-7.338070728325614311e+01,-7.491675538321378269e+01
3.058611722344469186e+01,4.695283369676942584e+02,1.366986243953886515e+03,-7.332570818161454440e+01,-7.426295227334084359e+01
3.060612122424485193e+01,4.685900313292992223e+02,1.365519986723450984e+03,-7.327066537287223014e+01,-7.294166794291514577e+01
3.062612522504501200e+01,4.676536007976908422e+02,1.364054831007225403e+03,-7.321557920300023170e+01,-7.439871757692705501e+01
3.064612922584517207e+01,4.667190416247389066e+02,1.362590777671361593e+03,-7.316045001692953065e+01,-7.380842391050015294e+01
3.066613322664533214e+01,4.657863500699014025e+02,1.361127827575064657e+03,-7.310527815854999290e+01,-7.146311803159991882e+01
3.068613722744549221e+01,4.648555224002244586e+02,1.359665981570593431e+03,-7.305006397070943081e+01,-7.192354820623224043e+01
3.070614122824565229e+01,4.639265548903424587e+02,1.358205240503259347e+03,-7.299480779521221052e+01,-7.368822384757683608e+01
3.072614522904581236e+01,4.629994438224780424e+02,1.356745605211427574e+03,-7.293950997281820037e+01,-7.233613054604289516e+01
3.074614922984596888e+01,4.620741854864421043e+02,1.355287076526516785e+03,-7.288417084324169082e+01,-7.353445678774883731e+01
3.076615323064612895e+01,4.611507761796333398e+02,1.353829655272998025e+03,-7.282879074515022921e+01,-7.120120157855274101e+01
3.078615723144628902e+01,4.602292122070391542e+02,1.352373342268396755e+03,-7.277337001616351131e+01,-7.335906371150106509e+01
3.080616123224644909e+01,4.593094898812348106e+02,1.350918138323290805e+03,-7.271790899285215914e+01,-7.263619229249127329e+01
3.082616523304660916e+01,4.583916055223840544e+02,1.349464044241312195e+03,-7.266240801073683997e+01,-7.127759939448709758e+01
3.084616923384676923e+01,4.574755554575399401e+02,1.348011060820017974e+03,-7.260686740443064480e+01,-7.343474416391694604e+01
3.086617323464692930e+01,4.565613360066316204e+02,1.346559188867424382e+03,-7.255128751043119451e+01,-7.124675330279254126e+01
3.088617723544708937e+01,4.556489435090135203e+02,1.345108429167400345e+03,-7.249566866151737088e+01,-7.331312000108880511e+01
3.090618123624724944e+01,4.547383743183002593e+02,1.343658782488242196e+03,-7.244001118801239159e+01,-7.220181544314202426e+01
3.092618523704740952e+01,4.538296247950043494e+02,1.342210249592234959e+03,-7.238431541933263702e+01,-7.267993011217824062e+01
3.094618923784756959e+01,4.529226913065360236e+02,1.340762831235652129e+03,-7.232858168398676924e+01,-7.241708672059031926e+01
3.096619323864772966e+01,4.520175702272034641e+02,1.339316528168755895e+03,-7.227281030957462349e+01,-7.211272000954575390e+01
3.098619723944788973e+01,4.511142579382126883e+02,1.337871341135796911e+03,-7.221700162278609980e+01,-7.229134601484460632e+01
3.100620124024804980e+01,4.502127508276674916e+02,1.336427270875014756e+03,-7.216115594940016820e+01,-7.317848935852377679e+01
3.102620524104820987e+01,4.493130452905695620e+02,1.334984318118637248e+03,-7.210527361428383131e+01,-7.123869379087528841e+01
3.104620924184836994e+01,4.484151377288185358e+02,1.333542483592881354e+03,-7.204935494139103014e+01,-7.132881561244225566e+01
3.106621324264853001e+01,4.475190245512116576e+02,1.332101768017952509e+03,-7.199340025376163510e+01,-7.070356372952849711e+01
3.108621724344869008e+01,4.466247021734442342e+02,1.330662172108044160e+03,-7.193740987352029492e+01,-7.055246171669101329e+01
3.110622124424885016e+01,4.457321670181092941e+02,1.329223696571339588e+03,-7.188138412187562665e+01,-7.322535194815083059e+01
3.112622524504901023e+01,4.448414155146977578e+02,1.327786342110009400e+03,-7.182532331911890822e+01,-7.053981203257033883e+01
3.114622924584917030e+01,4.439524440995983809e+02,1.326350109420214039e+03,-7.176922778462322583e+01,-7.047149311084272938e+01
3.116623324664933037e+01,4.430652492160978113e+02,1.324914999192101732e+03,-7.171309783684236550e+01,-7.224534103039995614e+01
3.118623724744949044e+01,4.421798273143804749e+02,1.323481012109809626e+03,-7.165693379330974722e+01,-7.061952918743978103e+01
3.120624124824965051e+01,4.412961748515286899e+02,1.322048148851463566e+03,-7.160073597063751549e+01,-7.013250479904206713e+01
3.122624524904981058e+01,4.404142882915224959e+02,1.320616410089177862e+03,-7.154450468451538825e+01,-7.208334018802077026e+01
3.124624924984997065e+01,4.395341641052399950e+02,1.319185796489055747e+03,-7.148824024970963364e+01,-7.286699959893309142e+01
3.126625325065013072e+01,4.386557987704570110e+02,1.317756308711188922e+03,-7.143194298006217480e+01,-7.179147950627218222e+01
3.128625725145029079e+01,4.377791887718471457e+02,1.316327947409657554e+03,-7.137561318848946712e+01,-6.858290612407712672e+01
3.130626125225045087e+01,4.369043306009819503e+02,1.314900713232530734e+03,-7.131925118698143251e+01,-7.108299073418113778e+01
3.132626525305061094e+01,4.360312207563308107e+02,1.313474606821866018e+03,-7.126285728660056407e+01,-7.247706673834503022e+01
3.134626925385077101e+01,4.351598557432609482e+02,1.312049628813709660e+03,-7.120643179748080343e+01,-7.145937906988780242e+01
3.136627325465093108e+01,4.342902320740374194e+02,1.310625779838096605e+03,-7.114997502882667391e+01,-7.214402724342332363e+01
3.138627725545109115e+01,4.334223462678231158e+02,1.309203060519050041e+03,-7.109348728891201574e+01,-7.149276788472870692e+01
3.140628125625125122e+01,4.325561948506787644e+02,1.307781471474582531e+03,-7.103696888507926133e+01,-7.094182476652242997e+01
3.142628525705141129e+01,4.316917743555630409e+02,1.306361013316694880e+03,-7.098042012373834098e+01,-7.354201712868020024e+01
3.144628925785157136e+01,4.308290813223322289e+02,1.304941686651376131e+03,-7.092384131036546080e+01,-7.056344052888607621e+01
3.146629325865173143e+01,4.299681122977407881e+02,1.303523492078604477e+03,-7.086723274950249163e+01,-6.945256311247105430e+01
3.148629725945189151e+01,4.291088638354407294e+02,1.302106430192346807e+03,-7.081059474475566162e+01,-7.100796355010216132e+01
3.150630126025205158e+01,4.282513324959821261e+02,1.300690501580558248e+03,-7.075392759879468940e+01,-7.113662252169966393e+01
3.152630526105221165e+01,4.273955148468127163e+02,1.299275706825182851e+03,-7.069723161335170403e+01,-6.960364116743687646e+01
3.154630926185237172e+01,4.265414074622781300e+02,1.297862046502153134e+03,-7.064050708922044919e+01,-7.190714571527992405e+01
3.156631326265253179e+01,4.256890069236220597e+02,1.296449521181390310e+03,-7.058375432625499002e+01,-7.182964450736356810e+01
3.158631726345269186e+01,4.248383098189856355e+02,1.295038131426804512e+03,-7.052697362336913045e+01,-7.191750968606565664e+01
3.160632126425285193e+01,4.239893127434082203e+02,1.293627877796293888e+03,-7.047016527853496370e+01,-7.062754323540062273e+01
3.162632526505301200e+01,4.231420122988267849e+02,1.292218760841745734e+03,-7.041332958878224701e+01,-7.001930261116504539e+01
3.164632926585317207e+01,4.222964050940763059e+02,1.290810781109035815e+03,-7.035646685019732161e+01,-7.044703979425719353e+01
3.166633326665333215e+01,4.214524877448894244e+02,1.289403939138028818e+03,-7.029957735792208950e+01,-6.974980113462399345e+01
3.168633726745349222e+01,4.206102568738967307e+02,1.287998235462577213e+03,-7.024266140615299037e+01,-6.941191420619053076e+01
3.170634126825365229e+01,4.197697091106267067e+02,1.286593670610523304e+03,-7.018571928814023408e+01,-6.968913402086872111e+01
3.172634526905381236e+01,4.189308410915056129e+02,1.285190245103696952e+03,-7.012875129618660708e+01,-7.093740510272786537e+01
3.174634926985397243e+01,4.180936494598576019e+02,1.283787959457917168e+03,-7.007175772164664806e+01,-7.033984541078298491e+01
3.176635327065413250e+01,4.172581308659045476e+02,1.282386814182991884e+03,-7.001473885492566751e+01,-6.876649165971524269e+01
3.178635727145429257e+01,4.164242819667663298e+02,1.280986809782717046e+03,-6.995769498547868182e+01,-7.100438157870230782e+01
3.180636127225445264e+01,4.155920994239593256e+02,1.279587946757953432e+03,-6.990062640232136459e+01,-7.015405010680730413e+01
3.182636527305461271e+01,4.147615798933267115e+02,1.278190225617789793e+03,-6.984353339597440424e+01,-7.026080720963923909e+01
3.184636927385477279e+01,4.139327200528541084e+02,1.276793646844613249e+03,-6.978641625270248028e+01,-6.996650491166346342e+01
3.186637327465493286e+01,4.131055165899523445e+02,1.275398210911612523e+03,-6.972927525729156173e+01,-7.080494374902347943e+01
3.188637727545509293e+01,4.122799661982998032e+02,1.274003918286814041e+03,-6.967211069370858922e+01,-7.102144419629590288e+01
3.190638127625525300e+01,4.114560655778424234e+02,1.272610769433081487e+03,-6.961492284510045181e+01,-6.705895886535095940e+01
3.192638527705541307e+01,4.106338114347934720e+02,1.271218764808117157e+03,-6.955771199379326220e+01,-6.861181090870559274e+01
3.194638927785557314e+01,4.098132004816337712e+02,1.269827904864461061e+03,-6.950047842129133358e+01,-7.021309565626870608e+01
3.196639327865573321e+01,4.089942294371115850e+02,1.268438190049491368e+03,-6.944322240827639803e+01,-6.950218738471788527e+01
3.198639727945589328e+01,4.081768950262426756e+02,1.267049620805423274e+03,-6.938594423460637017e+01,-6.870923571931307094e+01
3.200640128025604980e+01,4.073611939803104178e+02,1.265662197569311502e+03,-6.932864417931500611e+01,-6.967230515819669279e+01
3.202640528105621343e+01,4.065471230368650595e+02,1.264275920773046209e+03,-6.927132252061036866e+01,-6.865479895465718130e+01
3.204640928185636994e+01,4.057346789397253701e+02,1.262890790843358673e+03,-6.921397953587452889e+01,-6.982926422918467324e+01
3.206641328265653357e+01,4.049238584389764242e+02,1.261506808201814692e+03,-6.915661550166217353e+01,-6.951514465148191846e+01
3.208641728345669009e+01,4.041146582909719314e+02,1.260123973264821188e+03,-6.909923069370009330e+01,-6.918399944954148850e+01
3.210642128425685371e+01,4.033070752583319063e+02,1.258742286443620060e+03,-6.904182538688597504e+01,-6.949932089764305942e+01
3.212642528505701023e+01,4.025011061099449989e+02,1.257361748144293870e+03,-6.898439985528779061e+01,-7.143722234591196241e+01
3.214642928585717385e+01,4.016967476209662209e+02,1.255982358767760616e+03,-6.892695437214277376e+01,-6.890580228811295171e+01
3.216643328665733037e+01,4.008939965728191055e+02,1.254604118709778277e+03,-6.886948920985649636e+01,-6.860786719412817547e+01
3.218643728745749399e+01,4.000928497531936046e+02,1.253227028360940722e+03,-6.881200464000204420e+01,-6.833580817150708242e+01
3.220644128825765051e+01,3.992933039560483053e+02,1.251851088106681800e+03,-6.875450093331917856e+01,-6.974848594161753113e+01
3.222644528905781414e+01,3.984953559816080428e+02,1.250476298327271707e+03,-6.869697835971339828e+01,-6.835273099411735132e+01
3.224644928985797065e+01,3.976990026363662878e+02,1.249102659397819707e+03,-6.863943718825510132e+01,-6.842373660136487956e+01
3.226645329065813428e+01,3.969042407330829860e+02,1.247730171688271412e+03,-6.858187768717863264e+01,-7.035069555858521539e+01
3.228645729145829080e+01,3.961110670907864346e+02,1.246358835563412413e+03,-6.852430012388148839e+01,-7.072623542934074692e+01
3.230646129225845442e+01,3.953194785347715197e+02,1.244988651382864418e+03,-6.846670476492354851e+01,-6.799023418028760091e+01
3.232646529305861094e+01,3.945294718966015353e+02,1.243619619501088437e+03,-6.840909187602593988e+01,-6.936327721219485909e+01
3.234646929385877456e+01,3.937410440141063077e+02,1.242251740267381820e+03,-6.835146172207041104e+01,-6.734925539422721386e+01
3.236647329465893108e+01,3.929541917313841282e+02,1.240885014025881446e+03,-6.829381456709835163e+01,-6.615344327076748243e+01
3.238647729545909471e+01,3.921689118987997063e+02,1.239519441115560994e+03,-6.823615067431002501e+01,-6.881887758027608015e+01
3.240648129625925122e+01,3.913852013729862733e+02,1.238155021870232986e+03,-6.817847030606358771e+01,-6.886786506247422324e+01
3.242648529705941485e+01,3.906030570168435361e+02,1.236791756618546742e+03,-6.812077372387433627e+01,-6.813246984895859271e+01
3.244648929785957137e+01,3.898224756995396660e+02,1.235429645683990429e+03,-6.806306118841379771e+01,-6.738831451152842078e+01
3.246649329865973499e+01,3.890434542965093101e+02,1.234068689384889467e+03,-6.800533295950891954e+01,-6.914113217311872006e+01
3.248649729945989151e+01,3.882659896894555800e+02,1.232708888034408119e+03,-6.794758929614123133e+01,-6.670211763353276524e+01
3.250650130026005513e+01,3.874900787663480628e+02,1.231350241940546994e+03,-6.788983045644586412e+01,-6.689860887883295959e+01
3.252650530106021165e+01,3.867157184214248673e+02,1.229992751406146681e+03,-6.783205669771098201e+01,-6.717095021936927424e+01
3.254650930186037527e+01,3.859429055551905208e+02,1.228636416728883205e+03,-6.777426827637653162e+01,-6.831410925660020439e+01
3.256651330266053179e+01,3.851716370744180153e+02,1.227281238201273482e+03,-6.771646544803391521e+01,-6.680016335218988388e+01
3.258651730346069542e+01,3.844019098921468753e+02,1.225927216110669178e+03,-6.765864846742468330e+01,-6.680143560739419684e+01
3.260652130426085193e+01,3.836337209276850899e+02,1.224574350739262627e+03,-6.760081758843995203e+01,-6.880178848672490233e+01
3.262652530506101556e+01,3.828670671066070099e+02,1.223222642364082049e+03,-6.754297306411953628e+01,-6.545278876477763674e+01
3.264652930586117208e+01,3.821019453607556784e+02,1.221872091256994963e+03,-6.748511514665105437e+01,-6.778564247938236065e+01
3.266653330666133570e+01,3.813383526282404432e+02,1.220522697684705690e+03,-6.742724408736921760e+01,-6.705805811315357801e+01
3.268653730746149222e+01,3.805762858534391739e+02,1.219174461908757621e+03,-6.736936013675483537e+01,-6.789351557339422527e+01
3.270654130826165584e+01,3.798157419869961586e+02,1.217827384185530718e+03,-6.731146354443411894e+01,-6.692656677289794231e+01
3.272654530906181236e+01,3.790567179858243207e+02,1.216481464766244471e+03,-6.725355455917789982e+01,-6.609347214158574957e+01
3.274654930986197598e+01,3.782992108131028317e+02,1.215136703896954259e+03,-6.719563342890060653e+01,-6.800300208689014880e+01
3.276655331066213250e+01,3.775432174358086854e+02,1.213793101821564733e+03,-6.713770040116372684e+01,-6.879312626879288928e+01
3.278655731146229613e+01,3.767887348158271834e+02,1.212450658791550040e+03,-6.707975572488442140e+01,-6.752974121151946463e+01
3.280656131226245265e+01,3.760357599354799163e+02,1.211109375034285222e+03,-6.702179964507202214e+01,-6.832784565799967424e+01
3.282656531306261627e+01,3.752842897854861803e+02,1.209769250769327527e+03,-6.696383240543599413e+01,-6.772240513267723827e+01
3.284656931386277279e+01,3.745343213622588223e+02,1.208430286211841349e+03,-6.690585424894912592e+01,-6.703233725417969424e+01
3.286657331466293641e+01,3.737858516679019090e+02,1.207092481572595261e+03,-6.684786541784674796e+01,-6.691202282050001315e+01
3.288657731546309293e+01,3.730388777102128302e+02,1.205755837057965437e+03,-6.678986615362606472e+01,-6.549913719060084816e+01
3.290658131626325655e+01,3.722933965026804231e+02,1.204420352869931548e+03,-6.673185669704513145e+01,-6.774665504819374462e+01
3.292658531706341307e+01,3.715494050644866206e+02,1.203086029206081321e+03,-6.667383728812239951e+01,-6.632112888459484168e+01
3.294658931786357670e+01,3.708069004205049168e+02,1.201752866259606435e+03,-6.661580816613567890e+01,-6.712337561902189975e+01
3.296659331866373321e+01,3.700658796013020719e+02,1.200420864219305486e+03,-6.655776956962154145e+01,-6.519271253444358649e+01
3.298659731946389684e+01,3.693263396431360093e+02,1.199090023269581934e+03,-6.649972173637445394e+01,-6.397202324070696022e+01
3.300660132026405336e+01,3.685882775879581459e+02,1.197760343590446155e+03,-6.644166490344613862e+01,-6.613822516761095471e+01
3.302660532106421698e+01,3.678516904834112324e+02,1.196431825357512707e+03,-6.638359930714457846e+01,-6.470940825569449828e+01
3.304660932186437350e+01,3.671165753828312290e+02,1.195104468742003519e+03,-6.632552518303353395e+01,-6.685573077447256196e+01
3.306661332266453712e+01,3.663829293452455431e+02,1.193778273910744929e+03,-6.626744276593163363e+01,-6.786684927472374795e+01
3.308661732346469364e+01,3.656507494353747916e+02,1.192453241026169962e+03,-6.620935228991157828e+01,-6.747975080591108110e+01
3.310662132426485726e+01,3.649200327236309818e+02,1.191129370246316512e+03,-6.615125398829945880e+01,-6.773034392576632001e+01
3.312662532506501378e+01,3.641907762861194442e+02,1.189806661724829837e+03,-6.609314809367410248e+01,-6.704789741577484108e+01
3.314662932586517741e+01,3.634629772046368430e+02,1.188485115610958474e+03,-6.603503483786604988e+01,-6.627525354207928387e+01
3.316663332666533393e+01,3.627366325666731655e+02,1.187164732049559234e+03,-6.597691445195714266e+01,-6.482681100672925822e+01
3.318663732746549755e+01,3.620117394654097325e+02,1.185845511181092661e+03,-6.591878716627941515e+01,-6.521892805398321968e+01
3.320664132826565407e+01,3.612882949997210744e+02,1.184527453141626665e+03,-6.586065321041473908e+01,-6.539688936949535503e+01
3.322664532906581769e+01,3.605662962741732827e+02,1.183210558062833570e+03,-6.580251281319374357e+01,-6.622624888302755153e+01
3.324664932986597421e+01,3.598457403990254875e+02,1.181894826071992611e+03,-6.574436620269526088e+01,-6.646627852291658201e+01
3.326665333066613783e+01,3.591266244902284370e+02,1.180580257291987664e+03,-6.568621360624557326e+01,-6.565294895059938085e+01
3.328665733146629435e+01,3.584089456694259184e+02,1.179266851841309517e+03,-6.562805525041758870e+01,-6.549038852011261724e+01
3.330666133226645798e+01,3.576927010639533364e+02,1.177954609834053372e+03,-6.556989136103021565e+01,-6.531368015166303564e+01
3.332666533306661449e+01,3.569778878068391350e+02,1.176643531379921569e+03,-6.551172216314753882e+01,-6.514017403896909286e+01
3.334666933386677812e+01,3.562645030368033190e+02,1.175333616584221090e+03,-6.545354788107815125e+01,-6.557116183321741687e+01
3.336667333466693464e+01,3.555525438982591027e+02,1.174024865547865602e+03,-6.539536873837445796e+01,-6.732002503390665993e+01
3.338667733546709826e+01,3.548420075413110339e+02,1.172717278367373410e+03,-6.533718495783182334e+01,-6.645242398893586255e+01
3.340668133626725478e+01,3.541328911217569839e+02,1.171410855134869962e+03,-6.527899676148791741e+01,-6.610461109866022866e+01
3.342668533706741840e+01,3.534251918010861573e+02,1.170105595938084662e+03,-6.522080437062206215e+01,-6.352407166532371008e+01
3.344668933786757492e+01,3.527189067464810819e+02,1.168801500860354963e+03,-6.516260800575446410e+01,-6.558988047752740158e+01
3.346669333866773854e+01,3.520140331308156760e+02,1.167498569980621596e+03,-6.510440788664539014e+01,-6.442937375692093838e+01
3.348669733946789506e+01,3.513105681326570675e+02,1.166196803373433340e+03,-6.504620423229459902e+01,-6.358196575571970754e+01
3.350670134026805869e+01,3.506085089362637746e+02,1.164896201108942705e+03,-6.498799726094060247e+01,-6.465463360993842912e+01
3.352670534106821520e+01,3.499078527315876954e+02,1.163596763252909795e+03,-6.492978719005989774e+01,-6.532257875470446606e+01
3.354670934186837172e+01,3.492085967142721756e+02,1.162298489866698901e+03,-6.487157423636622866e+01,-6.516479524475246876e+01
3.356671334266853535e+01,3.485107380856529744e+02,1.161001381007280543e+03,-6.481335861581004565e+01,-6.583575130169731437e+01
3.358671734346869187e+01,3.478142740527588899e+02,1.159705436727232154e+03,-6.475514054357769567e+01,-6.444860164940173775e+01
3.360672134426885549e+01,3.471192018283101106e+02,1.158410657074734672e+03,-6.469692023409049852e+01,-6.356885043554332526e+01
3.362672534506901201e+01,3.464255186307200347e+02,1.157117042093577311e+03,-6.463869790100457635e+01,-6.406888648956859811e+01
3.364672934586917563e+01,3.457332216840935075e+02,1.155824591823152559e+03,-6.458047375720960304e+01,-6.380915658974722504e+01
3.366673334666933215e+01,3.450423082182286407e+02,1.154533306298461184e+03,-6.452224801482850580e+01,-6.380456706345841411e+01
3.368673734746949577e+01,3.443527754686148796e+02,1.153243185550107000e+03,-6.446402088521642781e+01,-6.245999781909057447e+01
3.370674134826965229e+01,3.436646206764349358e+02,1.151954229604302327e+03,-6.440579257896045817e+01,-6.503960568287446620e+01
3.372674534906981592e+01,3.429778410876705834e+02,1.150666438483942784e+03,-6.434756330606025188e+01,-6.419003945355309781e+01
