t,R,C,dR_dt,dR_dt_noisy
2.486497299459891952e+00,9.848793377637092838e-01,3.066048540251958832e-01,-3.542726755567660035e-07,-4.013054296896370610e-03
2.488497699539907959e+00,9.848793370583546203e-01,3.066048655957783753e-01,-3.507299392857543552e-07,-1.676996552463383243e-03
2.490498099619923966e+00,9.848793363601673345e-01,3.066048770486864417e-01,-3.472231007439763317e-07,5.594672558362450213e-03
2.492498499699939973e+00,9.848793356690761502e-01,3.066048883850897022e-01,-3.437518021620622477e-07,-3.489843395523044289e-03
2.494498899779955980e+00,9.848793349850101242e-01,3.066048996061521148e-01,-3.403156878245550132e-07,-4.312962022713750197e-03
2.496499299859971988e+00,9.848793343078987572e-01,3.066049107130319196e-01,-3.369144049580885536e-07,-4.739925413106618746e-02
2.498499699939987995e+00,9.848793336376718832e-01,3.066049217068817501e-01,-3.335476030652539947e-07,-3.354936769784474387e-02
2.500500100020004002e+00,9.848793329742596692e-01,3.066049325888485222e-01,-3.302149326755987602e-07,1.527340904313636595e-02
2.502500500100020009e+00,9.848793323175927261e-01,3.066049433600736007e-01,-3.269160483987398891e-07,-1.760784917721576123e-02
2.504500900180036016e+00,9.848793316676018872e-01,3.066049540216925218e-01,-3.236506038450936984e-07,1.362950782718875056e-02
2.506501300260052023e+00,9.848793310242184296e-01,3.066049645748352148e-01,-3.204182565663682425e-07,3.088627706288492314e-02
2.508501700340068030e+00,9.848793303873741856e-01,3.066049750206259472e-01,-3.172186698041645769e-07,-8.874087879880528801e-03
2.510502100420084037e+00,9.848793297570009875e-01,3.066049853601833797e-01,-3.140515020816359026e-07,7.073930482075052595e-03
2.512502500500100044e+00,9.848793291330312227e-01,3.066049955946203442e-01,-3.109164171677392119e-07,5.191160025305002756e-02
2.514502900580116052e+00,9.848793285153976118e-01,3.066050057250441774e-01,-3.078130810796331218e-07,1.737308324475756241e-02
2.516503300660132059e+00,9.848793279040334303e-01,3.066050157525564979e-01,-3.047411656631471288e-07,4.604654102761778639e-02
2.518503700740148066e+00,9.848793272988719538e-01,3.066050256782531513e-01,-3.017003372129956063e-07,3.833487464751477586e-02
2.520504100820164073e+00,9.848793266998470131e-01,3.066050355032244323e-01,-2.986902680468528359e-07,1.883371004776032698e-02
2.522504500900180080e+00,9.848793261068929938e-01,3.066050452285548622e-01,-2.957106368661754914e-07,-2.797639746230514649e-03
2.524504900980196087e+00,9.848793255199442820e-01,3.066050548553234667e-01,-2.927611170433497279e-07,-2.105013109200580546e-02
2.526505301060212094e+00,9.848793249389358184e-01,3.066050643846034429e-01,-2.898413874741212481e-07,-2.779273957944664031e-02
2.528505701140228101e+00,9.848793243638029882e-01,3.066050738174623813e-01,-2.869511315506390048e-07,1.215793641590018348e-02
2.530506101220244108e+00,9.848793237944812873e-01,3.066050831549622102e-01,-2.840900288070269397e-07,1.170430032684100820e-02
2.532506501300260116e+00,9.848793232309068779e-01,3.066050923981590848e-01,-2.812577679367489480e-07,-4.365836458585486100e-03
2.534506901380276123e+00,9.848793226730161443e-01,3.066051015481037201e-01,-2.784540363287568709e-07,2.121138107312863647e-02
2.536507301460292130e+00,9.848793221207456927e-01,3.066051106058408915e-01,-2.756785205393352811e-07,-1.511370353709923058e-02
2.538507701540308137e+00,9.848793215740326845e-01,3.066051195724098788e-01,-2.729309135085511429e-07,2.775520377186620549e-02
2.540508101620324144e+00,9.848793210328146142e-01,3.066051284488442996e-01,-2.702109095087390500e-07,9.999064087434898513e-04
2.542508501700340151e+00,9.848793204970293091e-01,3.066051372361719429e-01,-2.675182043110346797e-07,-9.084319127184487972e-04
2.544508901780356158e+00,9.848793199666149301e-01,3.066051459354151576e-01,-2.648524951298636410e-07,-7.097276981753132611e-06
2.546509301860372165e+00,9.848793194415100816e-01,3.066051545475904638e-01,-2.622134830099209779e-07,-2.465044133096098815e-03
2.548509701940388172e+00,9.848793189216537014e-01,3.066051630737087197e-01,-2.596008704391916666e-07,6.220634760734758406e-02
2.550510102020404180e+00,9.848793184069850604e-01,3.066051715147751766e-01,-2.570143617652842494e-07,-4.028825274305184584e-02
2.552510502100420187e+00,9.848793178974437623e-01,3.066051798717894239e-01,-2.544536621684745370e-07,4.430309140882784068e-03
2.554510902180436194e+00,9.848793173929699662e-01,3.066051881457452777e-01,-2.519184834626209124e-07,3.110240281499297710e-02
2.556511302260452201e+00,9.848793168935038311e-01,3.066051963376310030e-01,-2.494085316329108792e-07,1.793757690578140843e-02
2.558511702340468208e+00,9.848793163989864041e-01,3.066052044484291472e-01,-2.469235261814972660e-07,-7.552296216207939582e-03
2.560512102420484215e+00,9.848793159093585103e-01,3.066052124791165401e-01,-2.444631760911697427e-07,4.350278114224482434e-02
2.562512502500500222e+00,9.848793154245617520e-01,3.066052204306644602e-01,-2.420272012804147721e-07,-2.671256347134331674e-02
2.564512902580516229e+00,9.848793149445379536e-01,3.066052283040384130e-01,-2.396153207795403972e-07,-3.265764285827656849e-02
2.566513302660532236e+00,9.848793144692292723e-01,3.066052361001982973e-01,-2.372272551454113199e-07,1.420152684605512430e-02
2.568513702740548243e+00,9.848793139985783096e-01,3.066052438200982944e-01,-2.348627286263837988e-07,-3.636197989355427485e-02
2.570514102820564251e+00,9.848793135325280002e-01,3.066052514646869231e-01,-2.325214673581932345e-07,-5.944897634563274524e-02
2.572514502900580258e+00,9.848793130710217225e-01,3.066052590349070961e-01,-2.302032008627552528e-07,2.207193573999913228e-02
2.574514902980596265e+00,9.848793126140029663e-01,3.066052665316960080e-01,-2.279076554145831324e-07,1.903352990785549259e-02
2.576515303060612272e+00,9.848793121614158874e-01,3.066052739559851359e-01,-2.256345661422187732e-07,1.830694593902011669e-02
2.578515703140628279e+00,9.848793117132047525e-01,3.066052813087004059e-01,-2.233836648435350014e-07,-1.218700200076803727e-02
2.580516103220644286e+00,9.848793112693143836e-01,3.066052885907619707e-01,-2.211546892838534006e-07,4.573432037544292866e-03
2.582516503300660293e+00,9.848793108296899357e-01,3.066052958030843767e-01,-2.189473789770968182e-07,-2.413338340344020616e-02
2.584516903380676300e+00,9.848793103942767857e-01,3.066053029465764523e-01,-2.167614722992095011e-07,4.335856340384411367e-02
2.586517303460692307e+00,9.848793099630208658e-01,3.066053100221413641e-01,-2.145967140931848149e-07,1.977539169089711363e-02
2.588517703540708315e+00,9.848793095358839844e-01,3.066053170305111375e-01,-2.124530182334716244e-07,1.855618935623722793e-02
2.590518103620724322e+00,9.848793091128859034e-01,3.066053239717239642e-01,-2.103308468226483541e-07,-4.874982885351269307e-02
2.592518503700740329e+00,9.848793086939995334e-01,3.066053308462133864e-01,-2.082300529504532705e-07,2.018234286969415245e-02
2.594518903780756336e+00,9.848793082791912346e-01,3.066053376544766174e-01,-2.061504131845026677e-07,3.734909439912079826e-02
2.596519303860772343e+00,9.848793078684272562e-01,3.066053443970096493e-01,-2.040916998180541952e-07,3.040634804948450648e-02
2.598519703940788350e+00,9.848793074616745136e-01,3.066053510743071420e-01,-2.020536989943977346e-07,1.972805634121350959e-02
2.600520104020804357e+00,9.848793070588997001e-01,3.066053576868626451e-01,-2.000361902787517465e-07,-2.412926193191384735e-05
2.602520504100820364e+00,9.848793066600696200e-01,3.066053642351684871e-01,-1.980389547906469261e-07,-8.546019220330866584e-03
2.604520904180836371e+00,9.848793062651515218e-01,3.066053707197157197e-01,-1.960617816432197458e-07,1.504084607869041537e-02
2.606521304260852379e+00,9.848793058741125428e-01,3.066053771409942286e-01,-1.941044563968929992e-07,9.569039790477676041e-03
2.608521704340868386e+00,9.848793054869201535e-01,3.066053834994927341e-01,-1.921667709126051449e-07,5.909171092875375314e-03
2.610522104420884393e+00,9.848793051035418245e-01,3.066053897956986796e-01,-1.902485157190270115e-07,-7.730808918241111223e-03
2.612522504500900400e+00,9.848793047239452481e-01,3.066053960300982317e-01,-1.883494841758981408e-07,4.203122484865164099e-02
2.614522904580916407e+00,9.848793043480982279e-01,3.066054022031765580e-01,-1.864694718911596993e-07,-2.919626877437151574e-02
2.616523304660932414e+00,9.848793039759687895e-01,3.066054083154173826e-01,-1.846082772483104151e-07,-5.659960035793342370e-04
2.618523704740947977e+00,9.848793036075250695e-01,3.066054143673033749e-01,-1.827657002129168262e-07,-1.450470458543261579e-02
2.620524104820963984e+00,9.848793032427352045e-01,3.066054203593158722e-01,-1.809415392794999633e-07,2.580089526073218315e-02
2.622524504900979991e+00,9.848793028815678863e-01,3.066054262919351570e-01,-1.791356038782776494e-07,3.576185854675314330e-02
2.624524904980995998e+00,9.848793025239915844e-01,3.066054321656400683e-01,-1.773476973054854966e-07,3.110204367255941030e-02
2.626525305061012006e+00,9.848793021699748795e-01,3.066054379809084462e-01,-1.755776238565598391e-07,1.888500396633849276e-02
2.628525705141028013e+00,9.848793018194867965e-01,3.066054437382168540e-01,-1.738251966532100568e-07,-3.506522323719685197e-02
2.630526105221044020e+00,9.848793014724964712e-01,3.066054494380406337e-01,-1.720902294277681932e-07,5.203064559842876524e-02
2.632526505301060027e+00,9.848793011289728172e-01,3.066054550808537948e-01,-1.703725301949177151e-07,1.291723186683602434e-02
2.634526905381076034e+00,9.848793007888853035e-01,3.066054606671294036e-01,-1.686719178217721549e-07,-2.711749796838216348e-03
2.636527305461092041e+00,9.848793004522035099e-01,3.066054661973390272e-01,-1.669882118693344353e-07,5.373479146562285544e-04
2.638527705541108048e+00,9.848793001188969054e-01,3.066054716719532336e-01,-1.653212287344718590e-07,-8.488143662518774293e-03
2.640528105621124055e+00,9.848792997889352918e-01,3.066054770914413141e-01,-1.636707908647672127e-07,1.059685064730445624e-02
2.642528505701140062e+00,9.848792994622886932e-01,3.066054824562712278e-01,-1.620367235943831474e-07,7.754033166041509120e-03
2.644528905781156070e+00,9.848792991389270224e-01,3.066054877669099343e-01,-1.604188492598801474e-07,-9.002661560516826006e-03
2.646529305861172077e+00,9.848792988188207476e-01,3.066054930238230058e-01,-1.588170007449374310e-07,-6.424744473638767384e-02
2.648529705941188084e+00,9.848792985019400037e-01,3.066054982274749041e-01,-1.572310024677836537e-07,-8.781906072017746931e-04
2.650530106021204091e+00,9.848792981882553699e-01,3.066055033783288142e-01,-1.556606872565868827e-07,1.192074324530028109e-02
2.652530506101220098e+00,9.848792978777376472e-01,3.066055084768466998e-01,-1.541058912146731075e-07,1.315404201641692632e-02
2.654530906181236105e+00,9.848792975703576369e-01,3.066055135234894702e-01,-1.525664498069900787e-07,-3.836777585841989920e-03
2.656531306261252112e+00,9.848792972660861400e-01,3.066055185187165355e-01,-1.510421966943731320e-07,1.133271819438849519e-02
2.658531706341268119e+00,9.848792969648944018e-01,3.066055234629864179e-01,-1.495329743916862242e-07,2.570782397794998606e-02
2.660532106421284126e+00,9.848792966667537785e-01,3.066055283567561962e-01,-1.480386260521715514e-07,-1.175640510272272198e-02
2.662532506501300134e+00,9.848792963716355153e-01,3.066055332004817835e-01,-1.465589914984022357e-07,3.665682957647420359e-02
2.664532906581316141e+00,9.848792960795114126e-01,3.066055379946179271e-01,-1.450939211278257090e-07,-4.887910263944424821e-02
2.666533306661332148e+00,9.848792957903529377e-01,3.066055427396181532e-01,-1.436432573165280502e-07,-3.152635698623407895e-02
2.668533706741348155e+00,9.848792955041321129e-01,3.066055474359347111e-01,-1.422068527379138914e-07,-2.262876596623819569e-02
2.670534106821364162e+00,9.848792952208209606e-01,3.066055520840187953e-01,-1.407845591216982939e-07,-6.111180852144768028e-02
2.672534506901380169e+00,9.848792949403916142e-01,3.066055566843202129e-01,-1.393762291412858900e-07,-2.499420490204880621e-02
2.674534906981396176e+00,9.848792946628164291e-01,3.066055612372876049e-01,-1.379817189950394152e-07,3.120916140919055212e-02
2.676535307061412183e+00,9.848792943880678719e-01,3.066055657433685022e-01,-1.366008864911449905e-07,3.103809003042809142e-02
2.678535707141428190e+00,9.848792941161185199e-01,3.066055702030090480e-01,-1.352335901316781275e-07,2.433826334564997279e-03
2.680536107221444198e+00,9.848792938469411729e-01,3.066055746166543305e-01,-1.338796920546947433e-07,4.302491528875729276e-02
2.682536507301460205e+00,9.848792935805087412e-01,3.066055789847481616e-01,-1.325390557027628091e-07,5.987122959599160653e-03
2.684536907381476212e+00,9.848792933167942465e-01,3.066055833077331871e-01,-1.312115456841844718e-07,-1.244543012695202566e-02
2.686537307461492219e+00,9.848792930557710434e-01,3.066055875860506652e-01,-1.298970323804216065e-07,6.040639337538022263e-03
2.688537707541508226e+00,9.848792927974123756e-01,3.066055918201409103e-01,-1.285953828145114386e-07,-3.428793854480360458e-03
2.690538107621524233e+00,9.848792925416919308e-01,3.066055960104427935e-01,-1.273064720030969710e-07,1.839820920602795382e-02
2.692538507701540240e+00,9.848792922885831747e-01,3.066056001573940759e-01,-1.260301692174170540e-07,-3.757639202400422929e-02
2.694538907781556247e+00,9.848792920380600169e-01,3.066056042614314081e-01,-1.247663522219166765e-07,2.498524881692850905e-02
2.696539307861572254e+00,9.848792917900963673e-01,3.066056083229899976e-01,-1.235148970046839878e-07,-1.148829179460999703e-02
2.698539707941588262e+00,9.848792915446664686e-01,3.066056123425039970e-01,-1.222756858265672264e-07,2.138295313707061843e-02
2.700540108021604269e+00,9.848792913017444528e-01,3.066056163204062823e-01,-1.210485976732567082e-07,-3.852612609475732086e-02
2.702540508101620276e+00,9.848792910613047846e-01,3.066056202571286193e-01,-1.198335167762465403e-07,-1.048158621982398300e-02
2.704540908181636283e+00,9.848792908233221510e-01,3.066056241531014415e-01,-1.186303313638337187e-07,1.951461878424028649e-03
2.706541308261652290e+00,9.848792905877710169e-01,3.066056280087540165e-01,-1.174389236413553306e-07,2.253619828485546595e-02
2.708541708341668297e+00,9.848792903546265132e-01,3.066056318245143908e-01,-1.162591889702913051e-07,-3.043839298848542013e-02
2.710542108421684304e+00,9.848792901238634379e-01,3.066056356008094452e-01,-1.150910139968708279e-07,4.168599130670491704e-02
2.712542508501700311e+00,9.848792898954571440e-01,3.066056393380647838e-01,-1.139342964417977555e-07,1.206647294079143951e-02
2.714542908581716318e+00,9.848792896693827625e-01,3.066056430367047891e-01,-1.127889277252602795e-07,-1.314449824900540409e-02
2.716543308661732326e+00,9.848792894456159797e-01,3.066056466971527339e-01,-1.116548102031433842e-07,3.043243919989181007e-02
2.718543708741748333e+00,9.848792892241321484e-01,3.066056503198305028e-01,-1.105318378491482179e-07,2.567665043727895662e-03
2.720544108821764340e+00,9.848792890049072879e-01,3.066056539051590368e-01,-1.094199176265853168e-07,2.895731509786311428e-02
2.722544508901780347e+00,9.848792887879170843e-01,3.066056574535577783e-01,-1.083189482276036841e-07,5.807858689972106997e-02
2.724544908981796354e+00,9.848792885731377789e-01,3.066056609654451148e-01,-1.072288388359599054e-07,1.921310221262566981e-02
2.726545309061812361e+00,9.848792883605455017e-01,3.066056644412382126e-01,-1.061494953880082193e-07,-1.316709273874625691e-02
2.728545709141828368e+00,9.848792881501166052e-01,3.066056678813529612e-01,-1.050808269842384846e-07,-1.064279096560569529e-02
2.730546109221844375e+00,9.848792879418275525e-01,3.066056712862041400e-01,-1.040227443072083702e-07,1.456375463671735065e-02
2.732546509301860382e+00,9.848792877356551401e-01,3.066056746562051960e-01,-1.029751634795683657e-07,7.197532452180465355e-03
2.734546909381876389e+00,9.848792875315761641e-01,3.066056779917684660e-01,-1.019379998190572678e-07,-2.082585102682457667e-02
2.736547309461892397e+00,9.848792873295675321e-01,3.066056812933049547e-01,-1.009111696981257467e-07,-1.670283880181917466e-02
2.738547709541908404e+00,9.848792871296062623e-01,3.066056845612246673e-01,-9.989459062720307259e-08,1.664445083746420376e-02
2.740548109621924411e+00,9.848792869316698173e-01,3.066056877959361104e-01,-9.888818822134659570e-08,5.866736038334425390e-02
2.742548509701940418e+00,9.848792867357354375e-01,3.066056909978468470e-01,-9.789188257225411860e-08,-6.575928242458105311e-02
2.744548909781956425e+00,9.848792865417806963e-01,3.066056941673630520e-01,-9.690559929498299141e-08,1.809780653996875127e-02
2.746549309861972432e+00,9.848792863497835004e-01,3.066056973048897905e-01,-9.592927027735065337e-08,-5.276275504812140416e-03
2.748549709941988439e+00,9.848792861597214232e-01,3.066057004108307948e-01,-9.496281855314592235e-08,1.948402288068611446e-02
2.750550110022004446e+00,9.848792859715727044e-01,3.066057034855886876e-01,-9.400618083965639471e-08,2.169294044545100331e-02
2.752550510102020453e+00,9.848792857853153615e-01,3.066057065295649253e-01,-9.305928755365400207e-08,1.320859066676146124e-03
2.754550910182036461e+00,9.848792856009277452e-01,3.066057095431595769e-01,-9.212207491282597971e-08,-2.539943079762979269e-02
2.756551310262052468e+00,9.848792854183883172e-01,3.066057125267716565e-01,-9.119448043937161685e-08,-3.492638853205529831e-02
2.758551710342068475e+00,9.848792852376757612e-01,3.066057154807989016e-01,-9.027644540249291083e-08,-4.685455749127451913e-02
2.760552110422084482e+00,9.848792850587686498e-01,3.066057184056378282e-01,-8.936790710234454593e-08,3.055855063796580548e-02
2.762552510502100489e+00,9.848792848816461110e-01,3.066057213016837313e-01,-8.846881394131145271e-08,-5.242647612738817603e-03
2.764552910582116496e+00,9.848792847062869393e-01,3.066057241693307955e-01,-8.757910568979454524e-08,-1.350696176306958630e-02
2.766553310662132503e+00,9.848792845326705958e-01,3.066057270089718734e-01,-8.669873502453739889e-08,-6.943071969394864172e-03
2.768553710742148510e+00,9.848792843607763192e-01,3.066057298209987070e-01,-8.582764920994634394e-08,-3.348677878756351617e-02
2.770554110822164517e+00,9.848792841905836815e-01,3.066057326058016508e-01,-8.496580097827610700e-08,7.615279522225517142e-03
2.772554510902180525e+00,9.848792840220722544e-01,3.066057353637700600e-01,-8.411314184053608756e-08,3.296745328795305102e-02
2.774554910982196532e+00,9.848792838552218321e-01,3.066057380952919575e-01,-8.326962713800512006e-08,2.846143249964693325e-02
2.776555311062212539e+00,9.848792836900124303e-01,3.066057408007541452e-01,-8.243521568140899092e-08,-3.914505921590868270e-02
2.778555711142228546e+00,9.848792835264240653e-01,3.066057434805423143e-01,-8.160986483818355453e-08,3.408771548535895896e-02
2.780556111222244553e+00,9.848792833644371969e-01,3.066057461350407687e-01,-8.079354035794850120e-08,-1.910600316169874802e-02
2.782556511302260560e+00,9.848792832040319523e-01,3.066057487646328128e-01,-7.998620007998447079e-08,-4.782388661726921092e-02
2.784556911382276567e+00,9.848792830451891245e-01,3.066057513697004189e-01,-7.918781425031440335e-08,-3.073688507307961379e-02
2.786557311462292574e+00,9.848792828878891736e-01,3.066057539506242824e-01,-7.839834512135546163e-08,-2.416293117947147101e-02
2.788557711542308581e+00,9.848792827321132259e-01,3.066057565077840441e-01,-7.761776815717880140e-08,-1.737736262691320444e-04
2.790558111622324589e+00,9.848792825778420745e-01,3.066057590415580125e-01,-7.684605007884925953e-08,-2.579946367070624913e-02
2.792558511702340596e+00,9.848792824250569566e-01,3.066057615523233304e-01,-7.608316618390453812e-08,-3.775621260266440182e-02
2.794558911782356603e+00,9.848792822737392205e-01,3.066057640404559193e-01,-7.532909282459421263e-08,-6.612426207375378395e-03
2.796559311862372610e+00,9.848792821238702144e-01,3.066057665063305349e-01,-7.458380529845598517e-08,4.809752398603400758e-02
2.798559711942388617e+00,9.848792819754356165e-01,3.066057689503152162e-01,-7.384736508408984434e-08,-1.755884590708010548e-02
2.800560112022404624e+00,9.848792818288643058e-01,3.066057713721380140e-01,-7.312870051179309883e-08,1.160626475754312353e-02
2.802560512102420631e+00,9.848792816844138542e-01,3.066057737715607301e-01,-7.243309893545379907e-08,1.998598347637712321e-03
2.804560912182436638e+00,9.848792815420298608e-01,3.066057761487168132e-01,-7.175952729254753137e-08,6.645162109533706007e-02
2.806561312262452645e+00,9.848792814016589237e-01,3.066057785037398786e-01,-7.110697330947601813e-08,-4.745652509846028100e-02
2.808561712342468653e+00,9.848792812632484184e-01,3.066057808367637638e-01,-7.047444228192034643e-08,2.738447070593219221e-02
2.810562112422484660e+00,9.848792811267464975e-01,3.066057831479222506e-01,-6.986095579808448974e-08,-3.203469475595863841e-02
2.812562512502500667e+00,9.848792809921023128e-01,3.066057854373494540e-01,-6.926555740083273349e-08,-1.481045061606078850e-02
2.814562912582516674e+00,9.848792808592656822e-01,3.066057877051793779e-01,-6.868730467735062462e-08,-2.417110022139980045e-03
2.816563312662532681e+00,9.848792807281875339e-01,3.066057899515463037e-01,-6.812527933441892003e-08,7.965208691967168297e-02
2.818563712742548688e+00,9.848792805988193511e-01,3.066057921765846239e-01,-6.757857520800492068e-08,-1.907520033565835924e-02
2.820564112822564695e+00,9.848792804711139492e-01,3.066057943804287866e-01,-6.704631452802978231e-08,-4.722216987752295841e-02
2.822564512902580702e+00,9.848792803450244771e-01,3.066057965632134064e-01,-6.652762721270910617e-08,3.243402348090344139e-02
2.824564912982596709e+00,9.848792802205051933e-01,3.066057987250732086e-01,-6.602166663371988875e-08,-2.098096872991921102e-02
2.826565313062612717e+00,9.848792800975113559e-01,3.066058008661429746e-01,-6.552760820066616532e-08,-6.073824369875502859e-03
2.828565713142628724e+00,9.848792799759988892e-01,3.066058029865577628e-01,-6.504464142298438389e-08,-6.011106182478362500e-04
2.830566113222644731e+00,9.848792798559244943e-01,3.066058050864525208e-01,-6.457197254672308873e-08,2.424655067549764346e-03
2.832566513302660738e+00,9.848792797372459829e-01,3.066058071659625850e-01,-6.410883215957063896e-08,-4.253529817754449910e-03
2.834566913382676745e+00,9.848792796199219435e-01,3.066058092252231804e-01,-6.365446719724943136e-08,6.693847244884146980e-03
2.836567313462692752e+00,9.848792795039116310e-01,3.066058112643698097e-01,-6.320813925042578774e-08,9.683926847754339637e-03
2.838567713542708759e+00,9.848792793891755215e-01,3.066058132835379757e-01,-6.276913611102941104e-08,2.134800768631237716e-02
2.840568113622724766e+00,9.848792792756746461e-01,3.066058152828634031e-01,-6.233675778344327512e-08,-1.068089073424933338e-02
2.842568513702740773e+00,9.848792791633709243e-01,3.066058172624818723e-01,-6.191032328461965051e-08,-1.871831549419587445e-02
2.844568913782756781e+00,9.848792790522273854e-01,3.066058192225293300e-01,-6.148917552906141282e-08,-2.658881845585187725e-02
2.846569313862772344e+00,9.848792789422076144e-01,3.066058211631417230e-01,-6.107266956045798167e-08,1.481766143156041174e-02
2.848569713942788351e+00,9.848792788332763060e-01,3.066058230844553312e-01,-6.066018434780495738e-08,-1.157514290087227572e-03
2.850570114022804358e+00,9.848792787253988212e-01,3.066058249866063790e-01,-6.025111332075283599e-08,1.383005403458250487e-02
2.852570514102820365e+00,9.848792786185415205e-01,3.066058268697312572e-01,-5.984487136401206442e-08,1.345484620052542039e-02
2.854570914182836372e+00,9.848792785126714300e-01,3.066058287339664679e-01,-5.944088760090338042e-08,4.214686389297753188e-02
2.856571314262852379e+00,9.848792784077567974e-01,3.066058305794487349e-01,-5.903861821643374697e-08,5.187568350557683616e-03
2.858571714342868386e+00,9.848792783037664256e-01,3.066058324063147267e-01,-5.863753047008479768e-08,1.880922427972110331e-02
2.860572114422884393e+00,9.848792782006698943e-01,3.066058342147013893e-01,-5.823710896857292596e-08,-3.006480389447931112e-02
2.862572514502900400e+00,9.848792780984381157e-01,3.066058360047457243e-01,-5.783686699012413612e-08,-2.700759974161582450e-02
2.864572914582916408e+00,9.848792779970423350e-01,3.066058377765847887e-01,-5.743632475185833641e-08,-7.793501081433770739e-03
2.866573314662932415e+00,9.848792778964549077e-01,3.066058395303558615e-01,-5.703502684029082559e-08,-3.041799893038801827e-02
2.868573714742948422e+00,9.848792777966491885e-01,3.066058412661962773e-01,-5.663253918597455083e-08,1.723977381223950472e-02
2.870574114822964429e+00,9.848792776975990870e-01,3.066058429842435928e-01,-5.622843976538227651e-08,-3.332637593529778203e-02
2.872574514902980436e+00,9.848792775992795123e-01,3.066058446846353092e-01,-5.582232792677999100e-08,1.709519646064908659e-03
2.874574914982996443e+00,9.848792775016663725e-01,3.066058463675092050e-01,-5.541382491758284345e-08,-6.145244595131493792e-02
2.876575315063012450e+00,9.848792774047361309e-01,3.066058480330031144e-01,-5.500256394785907332e-08,-2.761954808769758254e-02
2.878575715143028457e+00,9.848792773084663610e-01,3.066058496812549827e-01,-5.458820198644964705e-08,-8.475937994925663785e-03
2.880576115223044464e+00,9.848792772128355244e-01,3.066058513124029217e-01,-5.417041518129828148e-08,-6.476046342045799729e-03
2.882576515303060471e+00,9.848792771178227490e-01,3.066058529265850985e-01,-5.374889414100358920e-08,-4.479119733305103601e-02
2.884576915383076479e+00,9.848792770234081617e-01,3.066058545239398470e-01,-5.332335145658007036e-08,2.716673653960151834e-03
2.886577315463092486e+00,9.848792769295726668e-01,3.066058561046056119e-01,-5.289351562298705289e-08,2.437154782406647166e-02
2.888577715543108493e+00,9.848792768362980565e-01,3.066058576687209491e-01,-5.245913511919830796e-08,1.620595767180494848e-02
2.890578115623124500e+00,9.848792767435670115e-01,3.066058592164245811e-01,-5.201997721471229852e-08,-1.646462863092492540e-02
2.892578515703140507e+00,9.848792766513631003e-01,3.066058607478552300e-01,-5.157582838588581353e-08,-1.468247253004185439e-02
2.894578915783156514e+00,9.848792765596706689e-01,3.066058622631518404e-01,-5.112649192895446504e-08,-2.965755816897798491e-02
2.896579315863172521e+00,9.848792764684749512e-01,3.066058637624535232e-01,-5.067179045803449355e-08,1.574464919350850381e-02
2.898579715943188528e+00,9.848792763777621806e-01,3.066058652458993339e-01,-5.021156782025748555e-08,3.604142073223105119e-02
2.900580116023204535e+00,9.848792762875192563e-01,3.066058667136286608e-01,-4.974568273974355748e-08,-1.314893663319588284e-02
2.902580516103220543e+00,9.848792761977339660e-01,3.066058681657808371e-01,-4.927401262011521510e-08,-4.244550094770713211e-02
2.904580916183236550e+00,9.848792761083949854e-01,3.066058696024953623e-01,-4.879645432165347074e-08,5.000057268668139411e-03
2.906581316263252557e+00,9.848792760194921003e-01,3.066058710239119578e-01,-4.831292851892321494e-08,1.769418728973477448e-02
2.908581716343268564e+00,9.848792759310154299e-01,3.066058724301703453e-01,-4.782336343600590567e-08,-6.805314406649075332e-02
2.910582116423284571e+00,9.848792758429564254e-01,3.066058738214103574e-01,-4.732771555215897763e-08,3.458853663088917989e-03
2.912582516503300578e+00,9.848792757553072041e-01,3.066058751977720487e-01,-4.682595616811724426e-08,5.410962766606485647e-02
2.914582916583316585e+00,9.848792756680606608e-01,3.066058765593955848e-01,-4.631807301591628345e-08,2.051614391766920162e-02
2.916583316663332592e+00,9.848792755812109112e-01,3.066058779064211315e-01,-4.580408058396656656e-08,1.376142421898081392e-02
2.918583716743348599e+00,9.848792754947524042e-01,3.066058792389890764e-01,-4.528400016079459078e-08,1.005298664912649374e-02
2.920584116823364607e+00,9.848792754086809209e-01,3.066058805572399182e-01,-4.475788201174779601e-08,2.654742577448448992e-02
2.922584516903380614e+00,9.848792753229926866e-01,3.066058818613142112e-01,-4.422578606111393640e-08,-2.352922557095971090e-02
2.924584916983396621e+00,9.848792752376852588e-01,3.066058831513527316e-01,-4.368780073815692333e-08,-2.113348874872556654e-02
2.926585317063412628e+00,9.848792751527567502e-01,3.066058844274962558e-01,-4.314402657357163662e-08,1.018918957832683735e-02
2.928585717143428635e+00,9.848792750682061614e-01,3.066058856898858376e-01,-4.259458358246703824e-08,-1.713327620684282002e-02
2.930586117223444642e+00,9.848792749840332705e-01,3.066058869386625307e-01,-4.203960826676400586e-08,6.467518465761589244e-03
2.932586517303460649e+00,9.848792749002389657e-01,3.066058881739674447e-01,-4.147926085940056851e-08,-4.781410357002068012e-02
2.934586917383476656e+00,9.848792748168248012e-01,3.066058893959420217e-01,-4.091371649805886079e-08,1.894882567914933300e-02
2.936587317463492663e+00,9.848792747337933307e-01,3.066058906047277044e-01,-4.034317163670309014e-08,2.117424496182423316e-02
2.938587717543508671e+00,9.848792746511477736e-01,3.066058918004659350e-01,-3.976783694015217918e-08,1.091907784594515910e-03
