t,N,P_i,dN_dt,dN_dt_noisy
1.322664532906581236e+01,8.519767687384513977e+01,5.843636945358136048e-01,-1.549532297748079657e-02,-5.301311438321739539e-02
1.325065013002600445e+01,8.519730375104983011e+01,5.850002678306813753e-01,-1.559193528588487254e-02,-6.380995767476110858e-02
1.327465493098619653e+01,8.519692836043819284e+01,5.856351296974733334e-01,-1.568535839464679782e-02,-1.872301979378795944e-01
1.329865973194638862e+01,8.519655077376292240e+01,5.862682847238206429e-01,-1.577566037329525273e-02,1.142668718480956136e-01
1.332266453290658070e+01,8.519617106161224740e+01,5.868997374856724791e-01,-1.586290822140057344e-02,4.202597503284927205e-02
1.334666933386677279e+01,8.519578929347022722e+01,5.875294925473837360e-01,-1.594716792327410815e-02,-1.807867007423088687e-02
1.337067413482696487e+01,8.519540553771686575e+01,5.881575544617160256e-01,-1.602850444830750121e-02,1.003377661765140205e-01
1.339467893578715696e+01,8.519501986162795504e+01,5.887839277698367901e-01,-1.610698175103664198e-02,-1.117499669101333498e-01
1.341868373674734904e+01,8.519463233137524583e+01,5.894086170013194126e-01,-1.618266277149515986e-02,-2.352764419564899734e-02
1.344268853770754113e+01,8.519424301202627703e+01,5.900316266741437721e-01,-1.625560943530857116e-02,1.562846742248213960e-01
1.346669333866773322e+01,8.519385196754451783e+01,5.906529612946957997e-01,-1.632588265404244510e-02,8.164075870876062735e-02
1.349069813962792530e+01,8.519345926078928244e+01,5.912726253577672564e-01,-1.639354232529832700e-02,-2.389385830413455758e-01
1.351470294058811739e+01,8.519306495351575848e+01,5.918906233465565103e-01,-1.645864733301571903e-02,-3.496667775730019634e-01
1.353870774154830947e+01,8.519266910637500700e+01,5.925069597326676485e-01,-1.652125554766392668e-02,-1.203116417570463947e-01
1.356271254250850156e+01,8.519227177891396252e+01,5.931216389761111429e-01,-1.658142382645166890e-02,8.954690704245744926e-02
1.358671734346869364e+01,8.519187302957541874e+01,5.937346655253035177e-01,-1.663920801355978085e-02,-6.388378688451093468e-02
1.361072214442888395e+01,8.519147291569805702e+01,5.943460438170673488e-01,-1.669466294037569298e-02,-3.846906941793505619e-02
1.363472694538907604e+01,8.519107149351640373e+01,5.949557782766314862e-01,-1.674784242567994852e-02,4.407930178728315662e-02
1.365873174634926812e+01,8.519066881816090131e+01,5.955638733176310540e-01,-1.679879927591443334e-02,-1.053190296733222259e-01
1.368273654730946021e+01,8.519026494365782298e+01,5.961703333421067841e-01,-1.684758528535823530e-02,4.440204262443684519e-03
1.370674134826965229e+01,8.518985992292931542e+01,5.967751627405061265e-01,-1.689425123635857062e-02,6.231557134468009018e-02
1.373074614922984438e+01,8.518945380779342713e+01,5.973783658916823613e-01,-1.693884689958302658e-02,2.976247512343496715e-02
1.375475095019003646e+01,8.518904664896403744e+01,5.979799471628948204e-01,-1.698142103419186810e-02,2.261312536337079654e-02
1.377875575115022855e+01,8.518863849605092753e+01,5.985799109098093318e-01,-1.702202138811337306e-02,-7.722663288336387155e-02
1.380276055211042063e+01,8.518822939755973778e+01,5.991782614764973314e-01,-1.706069469822324436e-02,3.436801981837966230e-02
1.382676535307061272e+01,8.518781940089198201e+01,5.997750031954369732e-01,-1.709748669059329984e-02,-5.986049398242403174e-02
1.385077015403080480e+01,8.518740855237153653e+01,6.003701403876190446e-01,-1.713244210463393813e-02,1.133622529515316835e-01
1.387477495499099689e+01,8.518699689773305295e+01,6.009636773684710054e-01,-1.716560513790810205e-02,2.398436687313273419e-01
1.389877975595118897e+01,8.518658447791153776e+01,6.015556184383220595e-01,-1.719701564252851256e-02,-9.118760387195462558e-02
1.392278455691138106e+01,8.518617133168130806e+01,6.021459678824954143e-01,-1.722671150600696421e-02,-2.346769187833811776e-01
1.394678935787157315e+01,8.518575749723646595e+01,6.027347299753785803e-01,-1.725473007964950511e-02,-5.979871971261477293e-02
1.397079415883176523e+01,8.518534301219089855e+01,6.033219089804238155e-01,-1.728110817864525472e-02,2.040340255441178835e-02
1.399479895979195732e+01,8.518492791357824956e+01,6.039075091501482362e-01,-1.730588208220851243e-02,8.770725061282763635e-02
1.401880376075214940e+01,8.518451223785196191e+01,6.044915347261335947e-01,-1.732908753373330057e-02,9.057246381639523503e-02
1.404280856171234149e+01,8.518409602088527777e+01,6.050739899390260579e-01,-1.735075974088218231e-02,-9.574589637237709838e-02
1.406681336267253357e+01,8.518367929797119587e+01,6.056548790085368728e-01,-1.737093337568396123e-02,-9.669446747610131732e-02
1.409081816363272566e+01,8.518326210382251418e+01,6.062342061434415896e-01,-1.738964257473440966e-02,1.093404492963138130e-01
1.411482296459291774e+01,8.518284447257180148e+01,6.068119755415806171e-01,-1.740692093924245398e-02,-1.266456911823781450e-01
1.413882776555310983e+01,8.518242643777139733e+01,6.073881913898592222e-01,-1.742280153514563779e-02,9.160033358631780587e-02
1.416283256651330191e+01,8.518200803239346897e+01,6.079628578642468639e-01,-1.743731689334460100e-02,-4.012610961369036250e-02
1.418683736747349400e+01,8.518158928882992598e+01,6.085359791297781928e-01,-1.745049900970130352e-02,5.918985983741358037e-02
1.421084216843368608e+01,8.518117023889246298e+01,6.091075593405522737e-01,-1.746237934517047563e-02,5.315409203120789738e-02
1.423484696939387817e+01,8.518075091381257380e+01,6.096776026397328074e-01,-1.747298882599501724e-02,6.019225928011276427e-02
1.425885177035407025e+01,8.518033134424152308e+01,6.102461131595484645e-01,-1.748235784375928858e-02,6.456031187560135054e-02
1.428285657131426234e+01,8.517991156025037469e+01,6.108130950212921073e-01,-1.749051625556674594e-02,-1.164296142717021754e-01
1.430686137227445442e+01,8.517949159132993486e+01,6.113785523353216789e-01,-1.749749338405059973e-02,1.225461747707836876e-02
1.433086617323464651e+01,8.517907146639082328e+01,6.119424892010597583e-01,-1.750331801762960993e-02,-1.610507688605608209e-02
1.435487097419483860e+01,8.517865121376345883e+01,6.125049097069934501e-01,-1.750801841056315311e-02,1.333278445420004246e-02
1.437887577515503068e+01,8.517823086119801701e+01,6.130658179306746058e-01,-1.751162228302405310e-02,1.058132171410377798e-01
1.440288057611522277e+01,8.517781043586444412e+01,6.136252179387198247e-01,-1.751415682129575657e-02,-4.462498093408874544e-02
1.442688537707541485e+01,8.517738996435248566e+01,6.141831137868102308e-01,-1.751564867782029467e-02,-8.871269093992006916e-02
1.445089017803560694e+01,8.517696947267168639e+01,6.147395095196916959e-01,-1.751612397138835320e-02,-9.032767158995665124e-02
1.447489497899579902e+01,8.517654898625134763e+01,6.152944091711749497e-01,-1.751560828719256335e-02,-4.859744606548256629e-02
1.449889977995598933e+01,8.517612852994055572e+01,6.158478167641350254e-01,-1.751412667698204473e-02,5.774692839912597131e-02
1.452290458091618142e+01,8.517570812800818203e+01,6.163997363105120364e-01,-1.751170365912813054e-02,-9.899326623392420976e-02
1.454690938187637350e+01,8.517528780426113144e+01,6.169501718156366055e-01,-1.750836332828242803e-02,9.841742618184710911e-02
1.457091418283656559e+01,8.517486758015147075e+01,6.174991272774064122e-01,-1.750412764965858514e-02,1.154101890359220117e-02
1.459491898379675767e+01,8.517444747489319923e+01,6.180466066734653374e-01,-1.749901655593433247e-02,-4.011010862046540670e-02
1.461892378475694976e+01,8.517402750738899897e+01,6.185926139709893024e-01,-1.749304968985931907e-02,-1.506581474684827726e-01
1.464292858571714184e+01,8.517360769626381511e+01,6.191371531269903583e-01,-1.748624643486351715e-02,7.007072013646628572e-03
1.466693338667733393e+01,8.517318805986484165e+01,6.196802280883174641e-01,-1.747862591499327323e-02,5.166830629424976062e-02
1.469093818763752601e+01,8.517276861626156403e+01,6.202218427916558197e-01,-1.747020699509604924e-02,-1.940467856677270952e-01
1.471494298859771810e+01,8.517234938324568816e+01,6.207620011635270885e-01,-1.746100828080976441e-02,1.017349488477553021e-01
1.473894778955791018e+01,8.517193037833121139e+01,6.213007071202895082e-01,-1.745104811860720417e-02,1.473236533707210083e-01
1.476295259051810227e+01,8.517151161875439414e+01,6.218379645681377799e-01,-1.744034459592747055e-02,1.640988509506503129e-02
1.478695739147829435e+01,8.517109312147371725e+01,6.223737774031031789e-01,-1.742891554113157326e-02,3.174917429545100894e-02
1.481096219243848644e+01,8.517067490316996725e+01,6.229081495110532218e-01,-1.741677852364453827e-02,2.239527211351637070e-01
1.483496699339867853e+01,8.517025698024617952e+01,6.234410847676922218e-01,-1.740395085398915853e-02,1.057851171311304656e-01
1.485897179435887061e+01,8.516983936882763828e+01,6.239725870385607331e-01,-1.739044958380553396e-02,-1.071661694771386120e-01
1.488297659531906270e+01,8.516942208476189080e+01,6.245026601790358844e-01,-1.737629150596298189e-02,-1.904081012070528781e-02
1.490698139627925478e+01,8.516900514361874741e+01,6.250313080343312677e-01,-1.736149315457069520e-02,-3.305459991629339928e-02
1.493098619723944687e+01,8.516858856069029571e+01,6.255585344394970493e-01,-1.734607080507544197e-02,-3.243375041459031771e-02
1.495499099819963895e+01,8.516817235099087213e+01,6.260843432194196367e-01,-1.733004047428288175e-02,-2.537568222503984172e-01
1.497899579915983104e+01,8.516775652925706197e+01,6.266087381888223451e-01,-1.731341792043394889e-02,5.838706613584063176e-02
1.500300060012002312e+01,8.516734110994771356e+01,6.271317231522646196e-01,-1.729621864321373437e-02,-8.096983034952102976e-02
1.502700540108021521e+01,8.516692610724395252e+01,6.276533019041424799e-01,-1.727845788390247606e-02,-9.133114361311832352e-04
1.505101020204040729e+01,8.516651153504916749e+01,6.281734782286884089e-01,-1.726015062533647892e-02,-3.087408499953624846e-02
1.507501500300059938e+01,8.516609740698898179e+01,6.286922558999713528e-01,-1.724131159199693286e-02,6.986822610980542025e-02
1.509901980396079146e+01,8.516568373641131018e+01,6.292096386818970544e-01,-1.722195525008096695e-02,-4.680282427784474009e-02
1.512302460492098355e+01,8.516527053638628786e+01,6.297256303282072754e-01,-1.720209580751763667e-02,-9.674490188653636635e-02
1.514702940588117563e+01,8.516485781970635571e+01,6.302402345824804630e-01,-1.718174721406029448e-02,3.606050079186451374e-02
1.517103420684136772e+01,8.516444559888620347e+01,6.307534551781316390e-01,-1.716092316135053863e-02,1.233276453226710145e-01
1.519503900780155980e+01,8.516403388616274128e+01,6.312652958384122881e-01,-1.713963708283827714e-02,-4.912070542151238811e-02
1.521904380876175189e+01,8.516362269349519920e+01,6.317757602764101366e-01,-1.711790215407837934e-02,1.198769006285448635e-01
1.524304860972194398e+01,8.516321203256504191e+01,6.322848521950498180e-01,-1.709573129253172397e-02,9.122583708144518799e-03
1.526705341068213606e+01,8.516280191477598294e+01,6.327925752870919851e-01,-1.707313715780145458e-02,-7.034608568590947075e-02
1.529105821164232815e+01,8.516239235125205198e+01,6.332989332359154622e-01,-1.705013215032735729e-02,1.354656478854881219e-01
1.531506301260252023e+01,8.516198335208380854e+01,6.338039297262788585e-01,-1.702672774060864924e-02,-9.888936129596086200e-02
1.533906781356271232e+01,8.516157492550257757e+01,6.343075684224660504e-01,-1.700293371142080900e-02,8.440188620005106834e-02
1.536307261452290263e+01,8.516116707940784636e+01,6.348098529743543272e-01,-1.697875953651006853e-02,-6.679735621534466095e-02
1.538707741548309471e+01,8.516075982158324109e+01,6.353107870225052078e-01,-1.695421457850621039e-02,2.806764998571286557e-02
1.541108221644328680e+01,8.516035315969654107e+01,6.358103741981646628e-01,-1.692930808891546235e-02,-1.403441386166628668e-01
1.543508701740347888e+01,8.515994710129972134e+01,6.363086181232632255e-01,-1.690404920821109158e-02,-1.006633113336281304e-01
1.545909181836367097e+01,8.515954165382888164e+01,6.368055224104155476e-01,-1.687844696575346859e-02,8.962678310421307026e-02
1.548309661932386305e+01,8.515913682460427481e+01,6.373010906629209549e-01,-1.685251027987888506e-02,1.959174911580627981e-03
1.550710142028405514e+01,8.515873262083034945e+01,6.377953264747630024e-01,-1.682624795793685735e-02,-1.299694631130372986e-02
1.553110622124424722e+01,8.515832904959567884e+01,6.382882334306099192e-01,-1.679966869627236292e-02,-6.078049289971439173e-02
1.555511102220443931e+01,8.515792611787303201e+01,6.387798151058141638e-01,-1.677278108025248571e-02,2.787528629253002016e-02
1.557911582316463139e+01,8.515752383251928848e+01,6.392700750664126463e-01,-1.674559358428595601e-02,-1.564725213440660845e-01
1.560312062412482348e+01,8.515712220027553769e+01,6.397590168691266177e-01,-1.671811457187999395e-02,-1.287116390045173475e-01
1.562712542508501556e+01,8.515672122776699382e+01,6.402466440613618914e-01,-1.669035229562254585e-02,-3.246938882859584652e-02
1.565113022604520765e+01,8.515632092150305255e+01,6.407329601812087327e-01,-1.666231489721425874e-02,-1.000904180150706396e-01
1.567513502700539973e+01,8.515592128787723425e+01,6.412179687574416365e-01,-1.663401040749690196e-02,-8.669338723805287972e-02
1.569913982796559182e+01,8.515552233316726927e+01,6.417016733095195491e-01,-1.660544674646224905e-02,-2.375577255130709858e-02
1.572314462892578391e+01,8.515512406353501262e+01,6.421840773475859798e-01,-1.657663172330892110e-02,-3.032876491795394314e-02
1.574714942988597599e+01,8.515472648502648667e+01,6.426651843724688895e-01,-1.654757303639264876e-02,-3.879824310014105132e-02
1.577115423084616808e+01,8.515432960357188108e+01,6.431449978756803576e-01,-1.651827827332930099e-02,1.500092836335523705e-01
1.579515903180636016e+01,8.515393342498552443e+01,6.436235213394172483e-01,-1.648875491094514700e-02,8.461882511652317473e-02
1.581916383276655225e+01,8.515353795496592682e+01,6.441007582365605444e-01,-1.645901031533725245e-02,1.065144415375518794e-01
1.584316863372674433e+01,8.515314319909573726e+01,6.445767120306757914e-01,-1.642905174187703210e-02,-1.924525187839386253e-02
1.586717343468693642e+01,8.515274916284180051e+01,6.450513861760128753e-01,-1.639888633528130413e-02,-6.686731511759232138e-02
1.589117823564712850e+01,8.515235585155507181e+01,6.455247841175063561e-01,-1.636852112952880134e-02,-1.617584388746609869e-01
1.591518303660732059e+01,8.515196327047071634e+01,6.459969092907749122e-01,-1.633796304797030530e-02,-5.115170352270067416e-02
1.593918783756751267e+01,8.515157142470800977e+01,6.464677651221216736e-01,-1.630721890329489554e-02,-2.249027705839735103e-01
1.596319263852770476e+01,8.515118031927040931e+01,6.469373550285343333e-01,-1.627629539760633293e-02,-7.465042710572894480e-02
1.598719743948789684e+01,8.515078995904555370e+01,6.474056824176850355e-01,-1.624519912238930885e-02,6.017869442098029709e-02
1.601120224044808893e+01,8.515040034880520636e+01,6.478727506879300435e-01,-1.621393655854497240e-02,1.459390878694841465e-01
1.603520704140828101e+01,8.515001149320531226e+01,6.483385632283104050e-01,-1.618251407641757567e-02,8.037817759199268608e-02
1.605921184236847310e+01,8.514962339678595526e+01,6.488031234185512863e-01,-1.615093793580690829e-02,-1.023109821639889838e-01
1.608321664332866519e+01,8.514923606397140077e+01,6.492664346290624167e-01,-1.611921428599139006e-02,3.314263799424484874e-02
1.610722144428885727e+01,8.514884949907006728e+01,6.497285002209380878e-01,-1.608734916574938723e-02,-9.500375167149581468e-02
1.613122624524904936e+01,8.514846370627448380e+01,6.501893235459582643e-01,-1.605534850333434349e-02,6.624203050547548821e-02
1.615523104620924144e+01,8.514807868901715437e+01,6.506489079586155189e-01,-1.602321754578639457e-02,-2.715933586430033936e-02
1.617923584716943353e+01,8.514769444942935195e+01,6.511072568008480221e-01,-1.599096036222746875e-02,6.982905108347886580e-02
1.620324064812962561e+01,8.514731098961517830e+01,6.515643733931230086e-01,-1.595858098296787375e-02,2.413309762403362257e-01
1.622724544908981770e+01,8.514692831164101960e+01,6.520202610474877813e-01,-1.592608339892542801e-02,7.632634693431158968e-02
1.625125025005000978e+01,8.514654641753557485e+01,6.524749230675693790e-01,-1.589347156164500063e-02,2.173515229762254808e-01
1.627525505101020187e+01,8.514616530928985583e+01,6.529283627485746866e-01,-1.586074938333226214e-02,1.883481914790340050e-03
1.629925985197039395e+01,8.514578498885711610e+01,6.533805833772904359e-01,-1.582792073678440659e-02,-4.879969280491722183e-02
1.632326465293058604e+01,8.514540545815297889e+01,6.538315882320832051e-01,-1.579498945547896938e-02,1.175754494655212035e-01
1.634726945389077812e+01,8.514502671905528075e+01,6.542813805828995299e-01,-1.576195933351343115e-02,1.566736961932052585e-01
1.637127425485097021e+01,8.514464877340422788e+01,6.547299636912655707e-01,-1.572883412564962669e-02,-7.123029358134344569e-02
1.639527905581116229e+01,8.514427162300226826e+01,6.551773408102875562e-01,-1.569561754729598135e-02,-8.032420987689654207e-03
1.641928385677135438e+01,8.514389526961417687e+01,6.556235151846513398e-01,-1.566231327454659095e-02,-1.591152661535905066e-01
1.644328865773154646e+01,8.514351971496699889e+01,6.560684900506228434e-01,-1.562892494411549649e-02,-3.563351270588464847e-02
1.646729345869173855e+01,8.514314496075009231e+01,6.565122686360476134e-01,-1.559545615343083114e-02,7.323776669679520068e-02
1.649129825965193064e+01,8.514277100861511371e+01,6.569548541603512648e-01,-1.556191046059041128e-02,-2.420039420091448651e-02
1.651530306061212272e+01,8.514239786017600409e+01,6.573962498345392591e-01,-1.552829138435285472e-02,-7.245030714252355397e-02
1.653930786157231481e+01,8.514202551700898880e+01,6.578364588611965713e-01,-1.549460240418909507e-02,-1.562185926249678170e-01
1.656331266253250689e+01,8.514165398065262025e+01,6.582754844344883560e-01,-1.546084696023974914e-02,2.136460303154193857e-02
1.658731746349269898e+01,8.514128325260772101e+01,6.587133297401595033e-01,-1.542702845336130224e-02,6.432703791318139519e-02
1.661132226445289106e+01,8.514091333433741227e+01,6.591499979555347499e-01,-1.539315024506393570e-02,4.425691803251283890e-02
1.663532706541308315e+01,8.514054422726709959e+01,6.595854922495186790e-01,-1.535921565763054275e-02,1.017235423732067504e-02
1.665933186637327523e+01,8.514017593278452978e+01,6.600198157825958312e-01,-1.532522797401725256e-02,-1.427317629078838079e-01
1.668333666733346377e+01,8.513980845223969141e+01,6.604529717068302608e-01,-1.529119043788895738e-02,1.608896736402296024e-01
1.670734146829365585e+01,8.513944178694490006e+01,6.608849631658663126e-01,-1.525710625364418149e-02,-2.091074271294333237e-02
1.673134626925384794e+01,8.513907593817474151e+01,6.613157932949278450e-01,-1.522297858638843593e-02,-2.970262358742152553e-02
1.675535107021404002e+01,8.513871090716611434e+01,6.617454652208186738e-01,-1.518881056196974555e-02,5.810404444160308102e-02
1.677935587117423211e+01,8.513834669511822995e+01,6.621739820619225725e-01,-1.515460526697509636e-02,-2.314732287874646244e-01
1.680336067213442419e+01,8.513798330319254148e+01,6.626013469282029389e-01,-1.512036574870734285e-02,-2.156708948195888362e-02
1.682736547309461628e+01,8.513762073251285756e+01,6.630275629212031285e-01,-1.508609501521185337e-02,-2.876505531319729914e-02
1.685137027405480836e+01,8.513725898416524274e+01,6.634526331340464544e-01,-1.505179603531736632e-02,2.217651715916399424e-02
1.687537507501500045e+01,8.513689805919806020e+01,6.638765606514358542e-01,-1.501747173853829054e-02,1.196985130389207896e-01
1.689937987597519253e+01,8.513653795862200013e+01,6.642993485496542228e-01,-1.498312501520615569e-02,3.223688788120356030e-02
1.692338467693538462e+01,8.513617868340999451e+01,6.647209998965643019e-01,-1.494875871634882003e-02,-1.981585987991155706e-01
1.694738947789557670e+01,8.513582023449731651e+01,6.651415177516087907e-01,-1.491437565382014441e-02,-4.882205095452143984e-02
1.697139427885576879e+01,8.513546261278152372e+01,6.655609051658100128e-01,-1.487997860020406904e-02,5.673191209081756420e-03
1.699539907981596087e+01,8.513510581912244390e+01,6.659791651817702496e-01,-1.484557028884303520e-02,-1.288463716440056694e-04
1.701940388077615296e+01,8.513474985434224607e+01,6.663963008336716287e-01,-1.481115341390015772e-02,-1.429374435916736241e-01
1.704340868173634505e+01,8.513439471922534096e+01,6.668123151472762355e-01,-1.477673063025441991e-02,-1.811525846200934264e-01
1.706741348269653713e+01,8.513404041451846638e+01,6.672272111399256689e-01,-1.474230455361436043e-02,4.015878336803782589e-02
1.709141828365672922e+01,8.513368694084351773e+01,6.676409918224750495e-01,-1.470787768358228220e-02,1.964563162097034826e-02
1.711542308461692130e+01,8.513333429749643244e+01,6.680536602160949133e-01,-1.467345133698394477e-02,-1.680355811523108825e-02
1.713942788557711339e+01,8.513298248371089016e+01,6.684652193147881949e-01,-1.463902675678063758e-02,-1.871812251168253616e-01
1.716343268653730547e+01,8.513263149891562875e+01,6.688756720983285442e-01,-1.460460535179741726e-02,1.628004313603889641e-01
1.718743748749749756e+01,8.513228134253392909e+01,6.692850215389831714e-01,-1.457018852136471310e-02,-3.045935630387029969e-01
1.721144228845768964e+01,8.513193201398364351e+01,6.696932706015129577e-01,-1.453577765531477439e-02,-5.094550596071049237e-02
1.723544708941788173e+01,8.513158351267719581e+01,6.701004222431722335e-01,-1.450137413402075026e-02,1.946137688883933792e-01
1.725945189037807381e+01,8.513123583802159544e+01,6.705064794137090001e-01,-1.446697932835583345e-02,-3.020956618945459110e-02
1.728345669133826590e+01,8.513088898941839489e+01,6.709114450553649300e-01,-1.443259459971990566e-02,8.774426917805958070e-03
1.730746149229845798e+01,8.513054296626374651e+01,6.713153221028752560e-01,-1.439822130000578682e-02,-1.323128652493508750e-01
1.733146629325865007e+01,8.513019776794833149e+01,6.717181134834685485e-01,-1.436386077162410402e-02,1.215001418413176049e-01
1.735547109421884215e+01,8.512985339385744510e+01,6.721198221168671605e-01,-1.432951434747486985e-02,-1.435918054216717976e-01
1.737947589517903424e+01,8.512950984337091143e+01,6.725204509152872268e-01,-1.429518335099189130e-02,1.114673397340364483e-02
1.740348069613922632e+01,8.512916711586316865e+01,6.729200027834381093e-01,-1.426086909611612441e-02,-7.703044610013545790e-04
1.742748549709941841e+01,8.512882521070316955e+01,6.733184806185229521e-01,-1.422657288726725255e-02,-1.192990284341229057e-01
1.745149029805961050e+01,8.512848412725448100e+01,6.737158873102383483e-01,-1.419229601936677909e-02,7.450564414143594216e-02
1.747549509901980258e+01,8.512814386487522711e+01,6.741122257407746732e-01,-1.415803977788598900e-02,-1.557538409008586144e-01
1.749949989997999467e+01,8.512780442291810346e+01,6.745074987848157511e-01,-1.412380543875713101e-02,-8.247225873211264102e-02
1.752350470094018675e+01,8.512746580073033442e+01,6.749017093095390774e-01,-1.408959426838407580e-02,-1.695981456000143078e-02
1.754750950190037884e+01,8.512712799765378691e+01,6.752948601746155965e-01,-1.405540752372580471e-02,-5.530517719668933546e-02
1.757151430286057092e+01,8.512679101302485662e+01,6.756869542322099242e-01,-1.402124645223423727e-02,3.275942100913059596e-02
1.759551910382076301e+01,8.512645484617448233e+01,6.760779943269803471e-01,-1.398711229179916415e-02,7.841837180841454424e-02
1.761952390478095509e+01,8.512611949642821685e+01,6.764679832960784900e-01,-1.395300627086015766e-02,-4.333038269620230476e-02
1.764352870574114718e+01,8.512578496310618448e+01,6.768569239691498707e-01,-1.391892960834617554e-02,-6.806552639555524253e-02
1.766753350670133926e+01,8.512545124552302411e+01,6.772448191683334562e-01,-1.388488351363115214e-02,-6.558270644000899208e-02
1.769153830766153135e+01,8.512511834298801716e+01,6.776316717082616625e-01,-1.385086918664768518e-02,-5.041026368720236822e-02
1.771554310862172343e+01,8.512478625480494543e+01,6.780174843960606879e-01,-1.381688781774315089e-02,6.714800165167379709e-02
1.773954790958191552e+01,8.512445498027221902e+01,6.784022600313502904e-01,-1.378294058784135245e-02,-3.554144124267727411e-02
1.776355271054210760e+01,8.512412451868277685e+01,6.787860014062436775e-01,-1.374902866826133163e-02,2.701492469819213871e-02
1.778755751150229969e+01,8.512379486932414352e+01,6.791687113053477276e-01,-1.371515322086658273e-02,-2.283043082419682762e-02
1.781156231246249178e+01,8.512346603147840085e+01,6.795503925057629901e-01,-1.368131539797623475e-02,-9.812783293922563987e-02
1.783556711342268386e+01,8.512313800442223055e+01,6.799310477770834638e-01,-1.364751634242367118e-02,7.272445764015407488e-02
1.785957191438287595e+01,8.512281078742685736e+01,6.803106798813968181e-01,-1.361375718750501562e-02,-1.174178829943316738e-01
1.788357671534306803e+01,8.512248437975806326e+01,6.806892915732841720e-01,-1.358003905696314462e-02,-1.296025938625155506e-02
1.790758151630326012e+01,8.512215878067623009e+01,6.810668855998205373e-01,-1.354636306507117638e-02,1.351560224425188139e-01
1.793158631726345220e+01,8.512183398943629697e+01,6.814434647005741530e-01,-1.351273031657740376e-02,-1.228234345249070297e-01
1.795559111822364429e+01,8.512151000528777445e+01,6.818190316076070401e-01,-1.347914190666976708e-02,-1.899799398779672063e-02
1.797959591918383637e+01,8.512118682747474452e+01,6.821935890454747797e-01,-1.344559892106467203e-02,-1.719237087627230598e-01
1.800360072014402846e+01,8.512086445523583222e+01,6.825671397312266242e-01,-1.341210243587909190e-02,-6.435372955811102802e-02
1.802760552110422054e+01,8.512054288780426248e+01,6.829396863744050528e-01,-1.337865351776734713e-02,-1.628386193690045392e-01
1.805161032206441263e+01,8.512022212440783164e+01,6.833112316770466599e-01,-1.334525322382695833e-02,-4.950397110722839361e-02
1.807561512302460471e+01,8.511990216426887912e+01,6.836817783336811560e-01,-1.331190260163950256e-02,-6.714164870738699442e-02
1.809961992398479680e+01,8.511958300660432997e+01,6.840513290313321448e-01,-1.327860268922975706e-02,-8.144130862634477164e-05
1.812362472494498888e+01,8.511926465062569491e+01,6.844198864495166790e-01,-1.324535451514030626e-02,1.451847362170033406e-01
1.814762952590518097e+01,8.511894709553318705e+01,6.847874532603819286e-01,-1.321215909319661819e-02,1.508629256852930811e-02
1.817163432686537305e+01,8.511863033951942725e+01,6.851540321474415274e-01,-1.317901654216058205e-02,5.263842873283387791e-02
1.819563912782556514e+01,8.511831438051804355e+01,6.855196257774391899e-01,-1.314592673773695708e-02,-1.821612068710991988e-02
1.821964392878575723e+01,8.511799921697603111e+01,6.858842367952375785e-01,-1.311289000141968586e-02,-3.756525154804019051e-02
1.824364872974594931e+01,8.511768484734531626e+01,6.862478678390869780e-01,-1.307990665516989282e-02,-9.647808909303962066e-02
1.826765353070614140e+01,8.511737127008265702e+01,6.866105215406257400e-01,-1.304697702124357761e-02,-1.931326591144618687e-01
1.829165833166633348e+01,8.511705848364974258e+01,6.869722005248803942e-01,-1.301410142237457990e-02,-6.152064582455396037e-03
1.831566313262652557e+01,8.511674648651313646e+01,6.873329074102649816e-01,-1.298128018161648356e-02,1.499310717331381326e-01
1.833966793358671765e+01,8.511643527714426227e+01,6.876926448085818322e-01,-1.294851362242788184e-02,3.468147356464400255e-02
1.836367273454690974e+01,8.511612485401947481e+01,6.880514153250212317e-01,-1.291580206863329749e-02,-6.631469793225953924e-02
1.838767753550710182e+01,8.511581521561997477e+01,6.884092215581610885e-01,-1.288314584445515720e-02,1.520574685187697783e-01
1.841168233646729391e+01,8.511550636043187978e+01,6.887660660999675999e-01,-1.285054527448004080e-02,-5.611289547064812755e-02
1.843568713742748599e+01,8.511519828694618184e+01,6.891219515357948078e-01,-1.281800068364091771e-02,-7.470197188997335092e-02
1.845969193838767453e+01,8.511489099365876143e+01,6.894768804443845989e-01,-1.278551239726333222e-02,-1.340549475670937407e-01
1.848369673934786661e+01,8.511458447907037339e+01,6.898308553978669266e-01,-1.275308074101921818e-02,-1.089581742493229144e-01
1.850770154030805870e+01,8.511427874168668950e+01,6.901838789617597003e-01,-1.272070604095532076e-02,-3.735699299813466379e-02
1.853170634126825078e+01,8.511397378001821323e+01,6.905359536949686738e-01,-1.268838862344878748e-02,1.872136781585645171e-01
1.855571114222844287e+01,8.511366959258042186e+01,6.908870821497876680e-01,-1.265612881530486789e-02,-3.327375014169735301e-02
1.857971594318863495e+01,8.511336617789358172e+01,6.912372668718983482e-01,-1.262392694357572509e-02,-1.157755570835851677e-01
1.860372074414882704e+01,8.511306353448291873e+01,6.915865104003703356e-01,-1.259178333575761144e-02,-7.313364627887111724e-02
1.862772554510901912e+01,8.511276166087850470e+01,6.919348152676612074e-01,-1.255969831962744365e-02,-3.484587439521258379e-02
