t,S,E,P_prod,dS_dt,dS_dt_noisy
9.877975595119023566e+00,1.527234934751592910e+01,9.652425017396230045e-01,7.193391010691697396e+00,-1.082672931556643015e+00,-1.086447133591016634e+00
9.889977995599119609e+00,1.525935368283106541e+01,9.651976532822902355e-01,7.201506431614999038e+00,-1.082828124385078361e+00,-1.072648455367367415e+00
9.901980396079215652e+00,1.524635615666395871e+01,9.651527923863550962e-01,7.209619889820109151e+00,-1.082982904623097875e+00,-1.085706176579294802e+00
9.913982796559311694e+00,1.523335677400763188e+01,9.651079190135615216e-01,7.217731383022892189e+00,-1.083137271512179645e+00,-1.086296913717201384e+00
9.925985197039407737e+00,1.522035553986489198e+01,9.650630331255679595e-01,7.225840908934582529e+00,-1.083291224291998534e+00,-1.075188522817921877e+00
9.937987597519503780e+00,1.520735245924833734e+01,9.650181346839467045e-01,7.233948465261780925e+00,-1.083444762200419964e+00,-1.081259500351337222e+00
9.949989997999599822e+00,1.519434753718035935e+01,9.649732236501841198e-01,7.242054049706456276e+00,-1.083597884473496142e+00,-1.083225458234686744e+00
9.961992398479695865e+00,1.518134077869314069e+01,9.649282999856808596e-01,7.250157659965944745e+00,-1.083750590345461173e+00,-1.082088635493786200e+00
9.973994798959791908e+00,1.516833218882864998e+01,9.648833636517518686e-01,7.258259293732950646e+00,-1.083902879048726620e+00,-1.096833082107454116e+00
9.985997199439887950e+00,1.515532177263865243e+01,9.648384146096257163e-01,7.266358948695546438e+00,-1.084054749813876839e+00,-1.079972713323970934e+00
9.997999599919983993e+00,1.514230953518469924e+01,9.647934528204455962e-01,7.274456622537171846e+00,-1.084206201869664543e+00,-1.071468222197628606e+00
1.001000200040008004e+01,1.512929548153813641e+01,9.647484782452684371e-01,7.282552312936635630e+00,-1.084357234443005469e+00,-1.079058069998922731e+00
1.002200440088017608e+01,1.511627961678009591e+01,9.647034908450656809e-01,7.290646017568112924e+00,-1.084507846758974825e+00,-1.100569617367227915e+00
1.003400680136027212e+01,1.510326194600150629e+01,9.646584905807226162e-01,7.298737734101147012e+00,-1.084658038040801742e+00,-1.082305435064198296e+00
1.004600920184036816e+01,1.509024247430308030e+01,9.646134774130387113e-01,7.306827460200649327e+00,-1.084807807509864830e+00,-1.094335056694121011e+00
1.005801160232046421e+01,1.507722120679532729e+01,9.645684513027276141e-01,7.314915193526899451e+00,-1.084957154385688183e+00,-1.087690550639310860e+00
1.007001400280056025e+01,1.506419814859854256e+01,9.645234122104169305e-01,7.323000931735544228e+00,-1.085106077885934717e+00,-1.084266980685024251e+00
1.008201640328065629e+01,1.505117330484281624e+01,9.644783600966487791e-01,7.331084672477597763e+00,-1.085254577226404171e+00,-1.097624882453599904e+00
1.009401880376075233e+01,1.503814668066802618e+01,9.644332949218790141e-01,7.339166413399443201e+00,-1.085402651621025560e+00,-1.072481597219345550e+00
1.010602120424084660e+01,1.502511828122384507e+01,9.643882166464776695e-01,7.347246152142830056e+00,-1.085550300281855174e+00,-1.086666916868225030e+00
1.011802360472094264e+01,1.501208811166972623e+01,9.643431252307291812e-01,7.355323886344878659e+00,-1.085697522419069028e+00,-1.078193458519663306e+00
1.013002600520103869e+01,1.499905617717492667e+01,9.642980206348318317e-01,7.363399613638073049e+00,-1.085844317240959978e+00,-1.079909518654551537e+00
1.014202840568113473e+01,1.498602248291848582e+01,9.642529028188980833e-01,7.371473331650268079e+00,-1.085990683953932834e+00,-1.072957117240840974e+00
1.015403080616123077e+01,1.497298703408923615e+01,9.642077717429545780e-01,7.379545038004684976e+00,-1.086136621762497922e+00,-1.074618938019696657e+00
1.016603320664132681e+01,1.495994983588580141e+01,9.641626273669421376e-01,7.387614730319914003e+00,-1.086282129869268198e+00,-1.101413731772116655e+00
1.017803560712142286e+01,1.494691089351659663e+01,9.641174696507155417e-01,7.395682406209910909e+00,-1.086427207474953027e+00,-1.086379098445308111e+00
1.019003800760151890e+01,1.493387021219982280e+01,9.640722985540438605e-01,7.403748063284002257e+00,-1.086571853778353747e+00,-1.108295908944777919e+00
1.020204040808161494e+01,1.492082779716347929e+01,9.640271140366101221e-01,7.411811699146880095e+00,-1.086716067976359223e+00,-1.091553837792841319e+00
1.021404280856171098e+01,1.490778365364534963e+01,9.639819160580116453e-01,7.419873311398605509e+00,-1.086859849263940303e+00,-1.080075622403002145e+00
1.022604520904180703e+01,1.489473778689301042e+01,9.639367045777599285e-01,7.427932897634607734e+00,-1.087003196834144259e+00,-1.078220230306138339e+00
1.023804760952190307e+01,1.488169020216382954e+01,9.638914795552802062e-01,7.435990455445682379e+00,-1.087146109878091460e+00,-1.074607850295946854e+00
1.025005001000199911e+01,1.486864090472496613e+01,9.638462409499123362e-01,7.444045982417994090e+00,-1.087288587584969823e+00,-1.091406364081466629e+00
1.026205241048209515e+01,1.485558989985336886e+01,9.638009887209100235e-01,7.452099476133074774e+00,-1.087430629142028593e+00,-1.084570988330849861e+00
1.027405481096219120e+01,1.484253719283577411e+01,9.637557228274410415e-01,7.460150934167822712e+00,-1.087572233734574789e+00,-1.086935497426255282e+00
1.028605721144228724e+01,1.482948278896871663e+01,9.637104432285875655e-01,7.468200354094507887e+00,-1.087713400545967435e+00,-1.075376532428207854e+00
1.029805961192238328e+01,1.481642669355851538e+01,9.636651498833456175e-01,7.476247733480765767e+00,-1.087854128757612893e+00,-1.072301128850741359e+00
1.031006201240247933e+01,1.480336891192128235e+01,9.636198427506253994e-01,7.484293069889597305e+00,-1.087994417548959758e+00,-1.091909750535755563e+00
1.032206441288257537e+01,1.479030944938291725e+01,9.635745217892514036e-01,7.492336360879376045e+00,-1.088134266097493308e+00,-1.050617916424829712e+00
1.033406681336267141e+01,1.477724831127911642e+01,9.635291869579621915e-01,7.500377604003840126e+00,-1.088273673578730838e+00,-1.088634080920524605e+00
1.034606921384276745e+01,1.476418550295536392e+01,9.634838382154102820e-01,7.508416796812095839e+00,-1.088412639166216778e+00,-1.092401523499159977e+00
1.035807161432286350e+01,1.475112102976693329e+01,9.634384755201623740e-01,7.516453936848617623e+00,-1.088551162031516251e+00,-1.082872761664044114e+00
1.037007401480295954e+01,1.473805489707888938e+01,9.633930988306995680e-01,7.524489021653248955e+00,-1.088689241344211966e+00,-1.081417317493633679e+00
1.038207641528305558e+01,1.472498711026608653e+01,9.633477081054167002e-01,7.532522048761198796e+00,-1.088826876271897337e+00,-1.083670733724275692e+00
1.039407881576315162e+01,1.471191767471317391e+01,9.633023033026230086e-01,7.540553015703046036e+00,-1.088964065980172258e+00,-1.095760832315280764e+00
1.040608121624324767e+01,1.469884659581459019e+01,9.632568843805418002e-01,7.548581920004735935e+00,-1.089100809632637334e+00,-1.074662799917463385e+00
1.041808361672334371e+01,1.468577387897455999e+01,9.632114512973102283e-01,7.556608759187582791e+00,-1.089237106390888110e+00,-1.088978867751940083e+00
1.043008601720343975e+01,1.467269952960710278e+01,9.631660040109800702e-01,7.564633530768267278e+00,-1.089372955414511734e+00,-1.074268253747691082e+00
1.044208841768353579e+01,1.465962355313602927e+01,9.631205424795168391e-01,7.572656232258839104e+00,-1.089508355861079636e+00,-1.075842737245938263e+00
1.045409081816363184e+01,1.464654595499493794e+01,9.630750666608003385e-01,7.580676861166715241e+00,-1.089643306886143748e+00,-1.102631859179482365e+00
1.046609321864372788e+01,1.463346674062722208e+01,9.630295765126243301e-01,7.588695414994680810e+00,-1.089777807643229846e+00,-1.099820938912538182e+00
1.047809561912382392e+01,1.462038591548606270e+01,9.629840719926970882e-01,7.596711891240889081e+00,-1.089911857283833330e+00,-1.100154188661937482e+00
1.049009801960391997e+01,1.460730348503443032e+01,9.629385530586406228e-01,7.604726287398859697e+00,-1.090045454957413229e+00,-1.087774679351499740e+00
1.050210042008401601e+01,1.459421945474509030e+01,9.628930196679911235e-01,7.612738600957481339e+00,-1.090178599811387095e+00,-1.089857458586379169e+00
1.051410282056411205e+01,1.458113383010059394e+01,9.628474717781991821e-01,7.620748829401009061e+00,-1.090311290991126114e+00,-1.087835538595786300e+00
1.052610522104420809e+01,1.456804661659328737e+01,9.628019093466291256e-01,7.628756970209069621e+00,-1.090443527639948007e+00,-1.098770635733776313e+00
1.053810762152430414e+01,1.455495781972530622e+01,9.627563323305596832e-01,7.636763020856652595e+00,-1.090575308899113471e+00,-1.086503835239959415e+00
1.055011002200440018e+01,1.454186744500857387e+01,9.627107406871835416e-01,7.644766978814117486e+00,-1.090706633907820189e+00,-1.076855587810137571e+00
1.056211242248449622e+01,1.452877549796480849e+01,9.626651343736077893e-01,7.652768841547192835e+00,-1.090837501803196830e+00,-1.104373448949654168e+00
1.057411482296459226e+01,1.451568198412551958e+01,9.626195133468533616e-01,7.660768606516974444e+00,-1.090967911720297945e+00,-1.093105864156773688e+00
1.058611722344468831e+01,1.450258690903200076e+01,9.625738775638553735e-01,7.668766271179923599e+00,-1.091097862792098860e+00,-1.088787805247066309e+00
1.059811962392478435e+01,1.448949027823534408e+01,9.625282269814631197e-01,7.676761832987872403e+00,-1.091227354149488793e+00,-1.092697859935292337e+00
1.061012202440488039e+01,1.447639209729642751e+01,9.624825615564400749e-01,7.684755289388019328e+00,-1.091356384921266853e+00,-1.093497659368855901e+00
1.062212442488497643e+01,1.446329237178592209e+01,9.624368812454635602e-01,7.692746637822931000e+00,-1.091484954234135829e+00,-1.073962314388683170e+00
1.063412682536507248e+01,1.445019110728428657e+01,9.623911860051254097e-01,7.700735875730541302e+00,-1.091613061212696634e+00,-1.078942386164848610e+00
1.064612922584516852e+01,1.443708830938177634e+01,9.623454757919314151e-01,7.708723000544153159e+00,-1.091740704979442755e+00,-1.083406755546181266e+00
1.065813162632526456e+01,1.442398398367842915e+01,9.622997505623014369e-01,7.716708009692435866e+00,-1.091867884654754262e+00,-1.099639880288668881e+00
1.067013402680536061e+01,1.441087813578408294e+01,9.622540102725694044e-01,7.724690900599427756e+00,-1.091994599356892692e+00,-1.069738532157174182e+00
1.068213642728545665e+01,1.439777077131835625e+01,9.622082548789836487e-01,7.732671670684534426e+00,-1.092120848201994621e+00,-1.088661821574770761e+00
1.069413882776555269e+01,1.438466189591066602e+01,9.621624843377063474e-01,7.740650317362528732e+00,-1.092246630304067878e+00,-1.098176389732474556e+00
1.070614122824564873e+01,1.437155151520021867e+01,9.621166986048139691e-01,7.748626838043552567e+00,-1.092371944774982673e+00,-1.095895717589671081e+00
1.071814362872574478e+01,1.435843963483600660e+01,9.620708976362969400e-01,7.756601230133115088e+00,-1.092496790724468259e+00,-1.097540076916045271e+00
1.073014602920584082e+01,1.434532626047681880e+01,9.620250813880599772e-01,7.764573491032091823e+00,-1.092621167260108050e+00,-1.071555800820494619e+00
1.074214842968593686e+01,1.433221139779123376e+01,9.619792498159219774e-01,7.772543618136730004e+00,-1.092745073487329854e+00,-1.090833203730562362e+00
1.075415083016603290e+01,1.431909505245761594e+01,9.619334028756156840e-01,7.780511608838639681e+00,-1.092868508509404535e+00,-1.092375311679977035e+00
1.076615323064612895e+01,1.430597723016412459e+01,9.618875405227882425e-01,7.788477460524802609e+00,-1.092991471427437356e+00,-1.114657593020619730e+00
1.077815563112622499e+01,1.429285793660871207e+01,9.618416627130007557e-01,7.796441170577566915e+00,-1.093113961340362650e+00,-1.085875858817590078e+00
1.079015803160632103e+01,1.427973717749911664e+01,9.617957694017285064e-01,7.804402736374647098e+00,-1.093235977344939824e+00,-1.103950936915791825e+00
1.080216043208641707e+01,1.426661495855286788e+01,9.617498605443609572e-01,7.812362155289129362e+00,-1.093357518535744477e+00,-1.104787084873208425e+00
1.081416283256651312e+01,1.425349128549729016e+01,9.617039360962016392e-01,7.820319424689463617e+00,-1.093478584005164844e+00,-1.087483007025524806e+00
1.082616523304660916e+01,1.424036616406949207e+01,9.616579960124682636e-01,7.828274541939469700e+00,-1.093599172843394918e+00,-1.102363258015259584e+00
1.083816763352670520e+01,1.422723960001637877e+01,9.616120402482924989e-01,7.836227504398333821e+00,-1.093719284138428449e+00,-1.085490934633369209e+00
1.085017003400680125e+01,1.421411159909464494e+01,9.615660687587203048e-01,7.844178309420613004e+00,-1.093838916976052955e+00,-1.082749986096567918e+00
1.086217243448689729e+01,1.420098216707077299e+01,9.615200814987117095e-01,7.852126954356229760e+00,-1.093958070439844832e+00,-1.111982019644753628e+00
1.087417483496699333e+01,1.418785130972103659e+01,9.614740784231410320e-01,7.860073436550472969e+00,-1.094076743611161362e+00,-1.095567843959844412e+00
1.088617723544708937e+01,1.417471903283150425e+01,9.614280594867964380e-01,7.868017753344004106e+00,-1.094194935569136717e+00,-1.110063115258248301e+00
1.089817963592718542e+01,1.416158534219803222e+01,9.613820246443802731e-01,7.875959902072846575e+00,-1.094312645390673744e+00,-1.095061985218821254e+00
1.091018203640728146e+01,1.414845024362626802e+01,9.613359738505092844e-01,7.883899880068396371e+00,-1.094429872150440630e+00,-1.085437892365378465e+00
1.092218443688737750e+01,1.413531374293164689e+01,9.612899070597139550e-01,7.891837684657414087e+00,-1.094546614920862027e+00,-1.108314888579914337e+00
1.093418683736747354e+01,1.412217584593939890e+01,9.612438242264392807e-01,7.899773313162031130e+00,-1.094662872772114826e+00,-1.076771274664725775e+00
1.094618923784756959e+01,1.410903655848454363e+01,9.611977253050439929e-01,7.907706762899744390e+00,-1.094778644772121279e+00,-1.098025056160914836e+00
1.095819163832766563e+01,1.409589588641189195e+01,9.611516102498011138e-01,7.915638031183418022e+00,-1.094893929986542114e+00,-1.106869607986938453e+00
1.097019403880776167e+01,1.408275383557604421e+01,9.611054790148980675e-01,7.923567115321287879e+00,-1.095008727478772981e+00,-1.096401900998581480e+00
1.098219643928785594e+01,1.406961041184139205e+01,9.610593315544360138e-01,7.931494012616951750e+00,-1.095123036309934239e+00,-1.087355289032685191e+00
1.099419883976795198e+01,1.405646562108211484e+01,9.610131678224302920e-01,7.939418720369380900e+00,-1.095236855538868292e+00,-1.109166188499147943e+00
1.100620124024804802e+01,1.404331946918218854e+01,9.609669877728105325e-01,7.947341235872912080e+00,-1.095350184222131373e+00,-1.095492843833614227e+00
1.101820364072814407e+01,1.403017196203537509e+01,9.609207913594204342e-01,7.955261556417248414e+00,-1.095463021413987992e+00,-1.109361146376715679e+00
1.103020604120824011e+01,1.401702310554522768e+01,9.608745785360177649e-01,7.963179679287463841e+00,-1.095575366166404274e+00,-1.083699904451159268e+00
1.104220844168833615e+01,1.400387290562509435e+01,9.608283492562744721e-01,7.971095601763996896e+00,-1.095687217529041524e+00,-1.094308488600715057e+00
1.105421084216843219e+01,1.399072136819810908e+01,9.607821034737766830e-01,7.979009321122656928e+00,-1.095798574549251336e+00,-1.100225423092385357e+00
1.106621324264852824e+01,1.397756849919720068e+01,9.607358411420243716e-01,7.986920834634618771e+00,-1.095909436272066495e+00,-1.085734571528255810e+00
1.107821564312862428e+01,1.396441430456508215e+01,9.606895622144321356e-01,7.994830139566426297e+00,-1.096019801740196975e+00,-1.109085914336175316e+00
1.109021804360872032e+01,1.395125879025426130e+01,9.606432666443280866e-01,8.002737233179990639e+00,-1.096129669994022393e+00,-1.100246537930079871e+00
1.110222044408881636e+01,1.393810196222704256e+01,9.605969543849550707e-01,8.010642112732591968e+00,-1.096239040071586013e+00,-1.077963854401504884e+00
1.111422284456891241e+01,1.392494382645550921e+01,9.605506253894695590e-01,8.018544775476875941e+00,-1.096347911008587195e+00,-1.097778574813227825e+00
1.112622524504900845e+01,1.391178438892154290e+01,9.605042796109425352e-01,8.026445218660857250e+00,-1.096456281838377844e+00,-1.083080672529803667e+00
1.113822764552910449e+01,1.389862365561681656e+01,9.604579170023588297e-01,8.034343439527921404e+00,-1.096564151591951086e+00,-1.094806792088736325e+00
1.115023004600920054e+01,1.388546163254278909e+01,9.604115375166174529e-01,8.042239435316815843e+00,-1.096671519297939712e+00,-1.103867768914787106e+00
1.116223244648929658e+01,1.387229832571071242e+01,9.603651411065317056e-01,8.050133203261658821e+00,-1.096778383982606186e+00,-1.099440597693746913e+00
1.117423484696939262e+01,1.385913374114162977e+01,9.603187277248289577e-01,8.058024740591939405e+00,-1.096884744669837541e+00,-1.096315404254173620e+00
1.118623724744948866e+01,1.384596788486637564e+01,9.602722973241504256e-01,8.065914044532508598e+00,-1.096990600381138270e+00,-1.101290737537567344e+00
1.119823964792958471e+01,1.383280076292557403e+01,9.602258498570518386e-01,8.073801112303589989e+00,-1.097095950135623887e+00,-1.105542967433226220e+00
1.121024204840968075e+01,1.381963238136964023e+01,9.601793852760027725e-01,8.081685941120772654e+00,-1.097200792950014270e+00,-1.105224709730985744e+00
1.122224444888977679e+01,1.380646274625877723e+01,9.601329035333872053e-01,8.089568528195012931e+00,-1.097305127838627437e+00,-1.112349807206264307e+00
1.123424684936987283e+01,1.379329186366298465e+01,9.600864045815029613e-01,8.097448870732637971e+00,-1.097408953813371335e+00,-1.096517921113982830e+00
1.124624924984996888e+01,1.378011973966204806e+01,9.600398883725620447e-01,8.105326965935338634e+00,-1.097512269883738734e+00,-1.093791461434690415e+00
1.125825165033006492e+01,1.376694638034554430e+01,9.599933548586908616e-01,8.113202811000176595e+00,-1.097615075056799672e+00,-1.090342076036312502e+00
1.127025405081016096e+01,1.375377179181284504e+01,9.599468039919295537e-01,8.121076403119582565e+00,-1.097717368337194133e+00,-1.115993230794503521e+00
1.128225645129025700e+01,1.374059598017310435e+01,9.599002357242326644e-01,8.128947739481350965e+00,-1.097819148727126937e+00,-1.089980471511832860e+00
1.129425885177035305e+01,1.372741895154527825e+01,9.598536500074685840e-01,8.136816817268643476e+00,-1.097920415226359303e+00,-1.098311475953944294e+00
1.130626125225044909e+01,1.371424071205810336e+01,9.598070467934203265e-01,8.144683633659997923e+00,-1.098021166832202633e+00,-1.112527326350875034e+00
1.131826365273054513e+01,1.370106126785011114e+01,9.597604260337844195e-01,8.152548185829310512e+00,-1.098121402539511182e+00,-1.097363051415030100e+00
1.133026605321064118e+01,1.368788062506962433e+01,9.597137876801719036e-01,8.160410470945850037e+00,-1.098221121340675843e+00,-1.090295173229045123e+00
1.134226845369073722e+01,1.367469878987475518e+01,9.596671316841078880e-01,8.168270486174252554e+00,-1.098320322225615930e+00,-1.093316114913790882e+00
1.135427085417083326e+01,1.366151576843340720e+01,9.596204579970315507e-01,8.176128228674519605e+00,-1.098419004181774739e+00,-1.091385731805451176e+00
1.136627325465092930e+01,1.364833156692327698e+01,9.595737665702962493e-01,8.183983695602023545e+00,-1.098517166194109329e+00,-1.089283821843043842e+00
1.137827565513102535e+01,1.363514619153184704e+01,9.595270573551694104e-01,8.191836884107503991e+00,-1.098614807245085867e+00,-1.089875234696486395e+00
1.139027805561112139e+01,1.362195964845639296e+01,9.594803303028325292e-01,8.199687791337067821e+00,-1.098711926314670961e+00,-1.099286426803161687e+00
1.140228045609121743e+01,1.360877194390397982e+01,9.594335853643815026e-01,8.207536414432187399e+00,-1.098808522380326558e+00,-1.119850828465271952e+00
1.141428285657131347e+01,1.359558308409146754e+01,9.593868224908259634e-01,8.215382750529709455e+00,-1.098904594417000391e+00,-1.106716910141231747e+00
1.142628525705140952e+01,1.358239307524550377e+01,9.593400416330899461e-01,8.223226796761839097e+00,-1.099000141397121100e+00,-1.095654180013301726e+00
1.143828765753150556e+01,1.356920192360252386e+01,9.592932427420115538e-01,8.231068550256157579e+00,-1.099095162290589567e+00,-1.104003890504334118e+00
1.145029005801160160e+01,1.355600963540875981e+01,9.592464257683428475e-01,8.238908008135611638e+00,-1.099189656064772036e+00,-1.092545833981682701e+00
1.146229245849169764e+01,1.354281621692022952e+01,9.591995906627504009e-01,8.246745167518513497e+00,-1.099283621684493450e+00,-1.091515440634659218e+00
1.147429485897179369e+01,1.352962167440274577e+01,9.591527373758145236e-01,8.254580025518542641e+00,-1.099377058112029903e+00,-1.099103501998738297e+00
1.148629725945188973e+01,1.351642601413190725e+01,9.591058658580297047e-01,8.262412579244752919e+00,-1.099469964307101089e+00,-1.080878093283419883e+00
1.149829965993198577e+01,1.350322924239310751e+01,9.590589760598048352e-01,8.270242825801560116e+00,-1.099562339226863195e+00,-1.109517668642377997e+00
1.151030206041208181e+01,1.349003136548152781e+01,9.590120679314627639e-01,8.278070762288745499e+00,-1.099654181825902022e+00,-1.090543598499963851e+00
1.152230446089217786e+01,1.347683238970214425e+01,9.589651414232401860e-01,8.285896385801468256e+00,-1.099745491056224544e+00,-1.104671351090757092e+00
1.153430686137227390e+01,1.346363232136971888e+01,9.589181964852885320e-01,8.293719693430240625e+00,-1.099836265867252694e+00,-1.107840929008363950e+00
1.154630926185236994e+01,1.345043116680880679e+01,9.588712330676727458e-01,8.301540682260959869e+00,-1.099926505205815364e+00,-1.094238352506565315e+00
1.155831166233246599e+01,1.343722893235375437e+01,9.588242511203722840e-01,8.309359349374876302e+00,-1.100016208016141306e+00,-1.106372345709661031e+00
1.157031406281256203e+01,1.342402562434869751e+01,9.587772505932805611e-01,8.317175691848618158e+00,-1.100105373239850692e+00,-1.091712483422689450e+00
1.158231646329265807e+01,1.341082124914756157e+01,9.587302314362052824e-01,8.324989706754173824e+00,-1.100193999815949120e+00,-1.112056936688131437e+00
1.159431886377275411e+01,1.339761581311406502e+01,9.586831935988679998e-01,8.332801391158906057e+00,-1.100282086680818949e+00,-1.100126247340259988e+00
1.160632126425285016e+01,1.338440932262171756e+01,9.586361370309046670e-01,8.340610742125537769e+00,-1.100369632768211980e+00,-1.108998931991246994e+00
1.161832366473294620e+01,1.337120178405381665e+01,9.585890616818651955e-01,8.348417756712169790e+00,-1.100456637009242344e+00,-1.103001417605404599e+00
1.163032606521304224e+01,1.335799320380345279e+01,9.585419675012136764e-01,8.356222431972263109e+00,-1.100543098332378289e+00,-1.104457211748878231e+00
1.164232846569313828e+01,1.334478358827350775e+01,9.584948544383283808e-01,8.364024764954647750e+00,-1.100629015663435517e+00,-1.112108709474469048e+00
1.165433086617323433e+01,1.333157294387664926e+01,9.584477224425015374e-01,8.371824752703522776e+00,-1.100714387925567639e+00,-1.094351591262549661e+00
1.166633326665333037e+01,1.331836127703534345e+01,9.584005714629397765e-01,8.379622392258456287e+00,-1.100799214039260399e+00,-1.113441649451268445e+00
1.167833566713342641e+01,1.330514859418184059e+01,9.583534014487634645e-01,8.387417680654380092e+00,-1.100883492922323015e+00,-1.110874388591882367e+00
1.169033806761352245e+01,1.329193490175818404e+01,9.583062123490075912e-01,8.395210614921600367e+00,-1.100967223489881075e+00,-1.092239711803258517e+00
1.170234046809361850e+01,1.327872020621620841e+01,9.582590041126208824e-01,8.403001192085783444e+00,-1.101050404654367210e+00,-1.091503001144289220e+00
1.171434286857371454e+01,1.326550451401753783e+01,9.582117766884662435e-01,8.410789409167968245e+00,-1.101133035325515541e+00,-1.094638582572107666e+00
1.172634526905381058e+01,1.325228783163358770e+01,9.581645300253207598e-01,8.418575263184562729e+00,-1.101215114410352136e+00,-1.097994708500595662e+00
1.173834766953390663e+01,1.323907016554556471e+01,9.581172640718758071e-01,8.426358751147336790e+00,-1.101296640813187455e+00,-1.078693915477114906e+00
1.175035007001400267e+01,1.322585152224446503e+01,9.580699787767367193e-01,8.434139870063434685e+00,-1.101377613435608582e+00,-1.113651667560226821e+00
1.176235247049409871e+01,1.321263190823107969e+01,9.580226740884227876e-01,8.441918616935364383e+00,-1.101458031176471675e+00,-1.109067912989870397e+00
1.177435487097419475e+01,1.319941133001598210e+01,9.579753499553678164e-01,8.449694988761002890e+00,-1.101537892931893969e+00,-1.111650667472158238e+00
1.178635727145429080e+01,1.318618979411954406e+01,9.579280063259193456e-01,8.457468982533594470e+00,-1.101617197595244679e+00,-1.092802609270757008e+00
1.179835967193438684e+01,1.317296730707192509e+01,9.578806431483394279e-01,8.465240595241754207e+00,-1.101695944057137888e+00,-1.098985844587895722e+00
1.181036207241448288e+01,1.315974387541307422e+01,9.578332603708038517e-01,8.473009823869457335e+00,-1.101774131205425000e+00,-1.090834271878708517e+00
1.182236447289457892e+01,1.314651950569273176e+01,9.577858579414028073e-01,8.480776665396058789e+00,-1.101851757925185415e+00,-1.092294134602653566e+00
1.183436687337467497e+01,1.313329420447043461e+01,9.577384358081405535e-01,8.488541116796270103e+00,-1.101928823098719423e+00,-1.104345072676517381e+00
1.184636927385477101e+01,1.312006797831550031e+01,9.576909939189354182e-01,8.496303175040175404e+00,-1.102005325605539543e+00,-1.110359292290312494e+00
1.185837167433486528e+01,1.310684083380704479e+01,9.576435322216199086e-01,8.504062837093227856e+00,-1.102081264322361642e+00,-1.112165763975413002e+00
1.187037407481496132e+01,1.309361277753397168e+01,9.575960506639406011e-01,8.511820099916246107e+00,-1.102156638123098498e+00,-1.080199901006834162e+00
1.188237647529505736e+01,1.308038381609497414e+01,9.575485491935581406e-01,8.519574960465419622e+00,-1.102231445878850691e+00,-1.092713212408773060e+00
1.189437887577515340e+01,1.306715395609853836e+01,9.575010277580475737e-01,8.527327415692299795e+00,-1.102305686457897060e+00,-1.096530366365993769e+00
1.190638127625524945e+01,1.305392320416294005e+01,9.574534863048976829e-01,8.535077462543814164e+00,-1.102379358725688929e+00,-1.105922663145891383e+00
1.191838367673534549e+01,1.304069156748195368e+01,9.574059247785493554e-01,8.542825097731777007e+00,-1.102452461542723583e+00,-1.104586443250339833e+00
1.193038607721544153e+01,1.302745905864814091e+01,9.573583430951431161e-01,8.550570315765124718e+00,-1.102524993746644588e+00,-1.106115915104276759e+00
1.194238847769553757e+01,1.301422568591875439e+01,9.573107411934994593e-01,8.558313112912941278e+00,-1.102596954188771905e+00,-1.105984802474351270e+00
1.195439087817563362e+01,1.300099145597980232e+01,9.572631190206319918e-01,8.566053486083264445e+00,-1.102668341723511025e+00,-1.126853335409526258e+00
1.196639327865572966e+01,1.298775637553524831e+01,9.572154765234245355e-01,8.573791432176195215e+00,-1.102739155202377308e+00,-1.103501149368690371e+00
1.197839567913582570e+01,1.297452045130702736e+01,9.571678136486312383e-01,8.581526948083906703e+00,-1.102809393473986432e+00,-1.106780730141327718e+00
1.199039807961592174e+01,1.296128369003503700e+01,9.571201303428759077e-01,8.589260030690642367e+00,-1.102879055384047957e+00,-1.100129492151376676e+00
1.200240048009601779e+01,1.294804609847714083e+01,9.570724265526524555e-01,8.596990676872714232e+00,-1.102948139775358438e+00,-1.100999744143663195e+00
1.201440288057611383e+01,1.293480768340916320e+01,9.570247022243250079e-01,8.604718883498506443e+00,-1.103016645487794101e+00,-1.094629465554539216e+00
1.202640528105620987e+01,1.292156845162489631e+01,9.569769573041275734e-01,8.612444647428466382e+00,-1.103084571358303734e+00,-1.103361064162629690e+00
1.203840768153630592e+01,1.290832840993609842e+01,9.569291917381642643e-01,8.620167965515115327e+00,-1.103151916220901807e+00,-1.095327598298132754e+00
1.205041008201640196e+01,1.289508756517248855e+01,9.568814054724090745e-01,8.627888834603044899e+00,-1.103218678906660921e+00,-1.128973109121548024e+00
1.206241248249649800e+01,1.288184592418175178e+01,9.568335984527064353e-01,8.635607251528915285e+00,-1.103284858243703814e+00,-1.114441629089447217e+00
1.207441488297659404e+01,1.286860349382953750e+01,9.567857706247703264e-01,8.643323213121453463e+00,-1.103350453057198033e+00,-1.086236025086572132e+00
1.208641728345669009e+01,1.285536028099946293e+01,9.567379219341850538e-01,8.651036716201460308e+00,-1.103415462169346384e+00,-1.115750651146526273e+00
1.209841968393678613e+01,1.284211629259310605e+01,9.566900523264049161e-01,8.658747757581801707e+00,-1.103479884399381827e+00,-1.106412932089634094e+00
1.211042208441688217e+01,1.282887153553001092e+01,9.566421617467543159e-01,8.666456334067417444e+00,-1.103543718563558373e+00,-1.096617683212612437e+00
1.212242448489697821e+01,1.281562601674768587e+01,9.565942501404275378e-01,8.674162442455310540e+00,-1.103606963475144642e+00,-1.112574159489264192e+00
