t,P,E,A,dP_dt,dP_dt_noisy
9.471894378875775899e+00,5.862263800963274374e-01,2.376879366254855963e+00,2.723766328919869029e+00,9.450877660384382484e-03,5.561759941571170485e-02
9.481896379275855935e+00,5.863211340134876215e-01,2.376552074858808705e+00,2.724904068801889068e+00,9.495994167719290502e-03,5.319385691071673583e-02
9.491898379675935971e+00,5.864163372135390295e-01,2.376225262786968440e+00,2.726042667654379414e+00,9.540718024128092001e-03,6.668215581674059519e-03
9.501900380076016006e+00,5.865119857789710123e-01,2.375898930273409704e+00,2.727182127524633071e+00,9.585053951374489234e-03,-9.562647647335291434e-02
9.511902380476096042e+00,5.866080758401484019e-01,2.375573077545504841e+00,2.728322450448864345e+00,9.629006615553103998e-03,-2.943257200560422254e-02
9.521904380876176077e+00,5.867046035753114008e-01,2.375247704823922668e+00,2.729463638452209295e+00,9.672580627048732449e-03,2.640238754614514585e-02
9.531906381276256113e+00,5.868015652105760260e-01,2.374922812322631138e+00,2.730605693548725732e+00,9.715780540493768047e-03,-1.482786052822887904e-02
9.541908381676336148e+00,5.868989570199334427e-01,2.374598400248893793e+00,2.731748617741392771e+00,9.758610854727400863e-03,4.297772127017440019e-02
9.551910382076416184e+00,5.869967753168916502e-01,2.374274468804547400e+00,2.732892413024236244e+00,9.801076022876942240e-03,4.864198127204807931e-02
9.561912382476496219e+00,5.870950164181470976e-01,2.373951018191709839e+00,2.734037081391208268e+00,9.843180496280079517e-03,1.121096106273796432e-02
9.571914382876576255e+00,5.871936767652833344e-01,2.373628048594356610e+00,2.735182624804981977e+00,9.884928577035101416e-03,1.028442836954408107e-01
9.581916383276656290e+00,5.872927528541804776e-01,2.373305560188789354e+00,2.736329045215501132e+00,9.926324503492678364e-03,-3.985032257408112344e-02
9.591918383676736326e+00,5.873922412165902829e-01,2.372983553146418512e+00,2.737476344564721220e+00,9.967372472542923578e-03,5.552028910223420766e-02
9.601920384076816362e+00,5.874921384201361452e-01,2.372662027633761106e+00,2.738624524786611669e+00,1.000807663958069860e-02,-1.462122353308251479e-02
9.611922384476896397e+00,5.875924410683127652e-01,2.372340983812442516e+00,2.739773587807154520e+00,1.004844111847713606e-02,-2.997487458707871061e-02
9.621924384876976433e+00,5.876931458004863718e-01,2.372020421839195592e+00,2.740923535544343981e+00,1.008846998154605545e-02,3.852923347779681207e-02
9.631926385277056468e+00,5.877942492918949435e-01,2.371700341865860651e+00,2.742074369908188647e+00,1.012816725951426466e-02,-2.165252120808416891e-02
9.641928385677136504e+00,5.878957482536475432e-01,2.371380744039385480e+00,2.743226092800708393e+00,1.016753694149064025e-02,5.213198602729640641e-02
9.651930386077216539e+00,5.879976394327250944e-01,2.371061628501826668e+00,2.744378706115937039e+00,1.020658297493476363e-02,-4.910810138597639096e-02
9.661932386477296575e+00,5.880999196119799377e-01,2.370742995390346941e+00,2.745532211739921902e+00,1.024530926562844391e-02,1.102450596842333846e-02
9.671934386877376610e+00,5.882025856101358308e-01,2.370424844837217382e+00,2.746686611550721580e+00,1.028371967764385442e-02,-3.286277643753174327e-02
9.681936387277456646e+00,5.883056342817880591e-01,2.370107176969816543e+00,2.747841907418408613e+00,1.032181803331511105e-02,-2.402084947495615463e-03
9.691938387677536682e+00,5.884090625174035472e-01,2.369789991910631333e+00,2.748998101205069045e+00,1.035960811320935093e-02,-9.210958969290888865e-03
9.701940388077616717e+00,5.885128672433205255e-01,2.369473289777254799e+00,2.750155194764800193e+00,1.039709365609520209e-02,-4.700137539907228712e-02
9.711942388477696753e+00,5.886170454217488635e-01,2.369157070682389676e+00,2.751313189943714210e+00,1.043427835891685973e-02,4.224826167400671378e-02
9.721944388877776788e+00,5.887215940507698475e-01,2.368841334733843951e+00,2.752472088579934084e+00,1.047116587676316657e-02,-5.274101118327716164e-02
9.731946389277856824e+00,5.888265101643364030e-01,2.368526082034535740e+00,2.753631892503598078e+00,1.050775982283985721e-02,-3.944671852495643116e-02
9.741948389677936859e+00,5.889317908322728723e-01,2.368211312682488412e+00,2.754792603536855733e+00,1.054406376844146953e-02,5.418162220155425812e-02
9.751950390078016895e+00,5.890374331602750146e-01,2.367897026770835023e+00,2.755954223493869648e+00,1.058008124292364460e-02,5.831709879331361396e-02
9.761952390478096930e+00,5.891434342899103394e-01,2.367583224387815211e+00,2.757116754180815921e+00,1.061581573367398335e-02,4.308807950071293774e-02
9.771954390878176966e+00,5.892497913986175506e-01,2.367269905616776082e+00,2.758280197395883260e+00,1.065127068608640037e-02,2.675330023486932260e-02
9.781956391278255225e+00,5.893565016997071027e-01,2.366957070536173546e+00,2.759444554929273430e+00,1.068644950353198064e-02,1.237000761838949331e-01
9.791958391678335261e+00,5.894635624423608666e-01,2.366644719219569204e+00,2.760609828563200807e+00,1.072135554733316676e-02,-5.064891507575756263e-02
9.801960392078415296e+00,5.895709709116143671e-01,2.366332851735637011e+00,2.761776020071898152e+00,1.075599213675715315e-02,-2.729341693023629167e-02
9.811962392478495332e+00,5.896787243897381181e-01,2.366021468154043461e+00,2.762943131231489158e+00,1.079036259588572744e-02,-3.977351010543594273e-02
9.821964392878575367e+00,5.897868202221884237e-01,2.365710568535690506e+00,2.764111163802546400e+00,1.082447017345344875e-02,5.489741179589226194e-02
9.831966393278655403e+00,5.898952558302517080e-01,2.365400152930619448e+00,2.765280119527201208e+00,1.085831802748732366e-02,2.440881537369768428e-02
9.841968393678735438e+00,5.900040286615815255e-01,2.365090221385400593e+00,2.766450000142074206e+00,1.089190928536853953e-02,6.559120591895103991e-02
9.851970394078815474e+00,5.901131361901984507e-01,2.364780773943135905e+00,2.767620807378277537e+00,1.092524704381298006e-02,5.871336365647172872e-02
9.861972394478895509e+00,5.902225759164902996e-01,2.364471810643456351e+00,2.768792542961413972e+00,1.095833436885007561e-02,-1.122913520139715710e-03
9.871974394878975545e+00,5.903323453672121301e-01,2.364163331522523226e+00,2.769965208611576024e+00,1.099117429580170890e-02,-3.077865912806360127e-02
9.881976395279055581e+00,5.904424420954862418e-01,2.363855336613028157e+00,2.771138806043347724e+00,1.102376982926428495e-02,-3.939872843599225016e-02
9.891978395679135616e+00,5.905528636808017318e-01,2.363547825944193104e+00,2.772313336965802399e+00,1.105612394308719271e-02,1.208398095244083426e-01
9.901980396079215652e+00,5.906636077290153830e-01,2.363240799541769910e+00,2.773488803082504450e+00,1.108823958035354273e-02,5.867940693074210484e-02
9.911982396479295687e+00,5.907746718723506651e-01,2.362934257428041196e+00,2.774665206091509351e+00,1.112011965336129338e-02,3.999672011287816464e-02
9.921984396879375723e+00,5.908860537693986226e-01,2.362628199621819025e+00,2.775842547685362316e+00,1.115176704360143489e-02,-6.564755057411209710e-03
9.931986397279455758e+00,5.909977511051169863e-01,2.362322626138446235e+00,2.777020829551099634e+00,1.118318460174233531e-02,5.132760636611041760e-04
9.941988397679535794e+00,5.911097615908312841e-01,2.362017536989795552e+00,2.778200053370247335e+00,1.121437514760631471e-02,-6.740231640555066628e-03
9.951990398079615829e+00,5.912220829642335085e-01,2.361712932184270031e+00,2.779380220818822078e+00,1.124534147015454622e-02,-5.693899957741912349e-03
9.961992398479695865e+00,5.913347129893834486e-01,2.361408811726802170e+00,2.780561333567332483e+00,1.127608632746496253e-02,-1.096488821026107147e-01
9.971994398879775900e+00,5.914476494567076914e-01,2.361105175618856133e+00,2.781743393280775578e+00,1.130661244671504750e-02,7.496641615150198210e-03
9.981996399279855936e+00,5.915608901830001765e-01,2.360802023858425525e+00,2.782926401618640355e+00,1.133692252416318436e-02,-8.519760812542982037e-03
9.991998399679935972e+00,5.916744330114217520e-01,2.360499356440033392e+00,2.784110360234905546e+00,1.136701922512928231e-02,2.511483538848521824e-02
1.000200040008001601e+01,5.917882758115006192e-01,2.360197173354734002e+00,2.785295270778040511e+00,1.139690518397656893e-02,2.113888334245286882e-02
1.001200240048009604e+01,5.919024164791323317e-01,2.359895474590111064e+00,2.786481134891006128e+00,1.142658300409371552e-02,5.336248267036868692e-02
1.002200440088017608e+01,5.920168529365792409e-01,2.359594260130279508e+00,2.787667954211252130e+00,1.145605525787618539e-02,1.007359123624606764e-02
1.003200640128025611e+01,5.921315831324710510e-01,2.359293529955883706e+00,2.788855730370719765e+00,1.148532448670774864e-02,5.060691410055283279e-02
1.004200840168033615e+01,5.922466050418045969e-01,2.358993284044097472e+00,2.790044464995840467e+00,1.151439320094382879e-02,-1.172577578734920745e-01
1.005201040208041618e+01,5.923619166659439550e-01,2.358693522368626727e+00,2.791234159707536744e+00,1.154326387989185188e-02,-4.424059034882491664e-02
1.006201240248049622e+01,5.924775160326203327e-01,2.358394244899705949e+00,2.792424816121220399e+00,1.157193897179426001e-02,9.714407882492424873e-02
1.007201440288057626e+01,5.925934011959320680e-01,2.358095451604100390e+00,2.793616435846795643e+00,1.160042089381113639e-02,-5.007552399208876903e-02
1.008201640328065629e+01,5.927095702102158636e-01,2.357797142449045591e+00,2.794809020495477636e+00,1.162871206382964928e-02,-3.036526387431199431e-03
1.009201840368073633e+01,5.928260211579238215e-01,2.357499317398224381e+00,2.796002571672178139e+00,1.165681486646485965e-02,4.628699162119451899e-02
1.010202040408081636e+01,5.929427521945312973e-01,2.357201976404931454e+00,2.797197090963898791e+00,1.168473159834437780e-02,-3.315124847225338345e-02
1.011202240448089640e+01,5.930597614950434693e-01,2.356905119420006134e+00,2.798392579953941528e+00,1.171246453326685311e-02,4.713118929280497166e-02
1.012202440488097643e+01,5.931770472534357852e-01,2.356608746391916753e+00,2.799589040222054681e+00,1.174001592286977314e-02,-6.037280637645693615e-02
1.013202640528105647e+01,5.932946076826536297e-01,2.356312857266759764e+00,2.800786473344434757e+00,1.176738799661769530e-02,-8.460792119002934208e-02
1.014202840568113650e+01,5.934124410146126571e-01,2.356017451988261513e+00,2.801984880893724217e+00,1.179458296178720333e-02,-5.537803210223897488e-02
1.015203040608121654e+01,5.935305455001983477e-01,2.355722530497777356e+00,2.803184264439014139e+00,1.182160300345652670e-02,-7.157176769642560610e-02
1.016203240648129658e+01,5.936489194092663402e-01,2.355428092734289880e+00,2.804384625545842891e+00,1.184845028449155180e-02,1.025548154480295307e-02
1.017203440688137661e+01,5.937675610306422103e-01,2.355134138634412455e+00,2.805585965776194790e+00,1.187512694553244375e-02,-4.721839701195076205e-03
1.018203640728145665e+01,5.938864686721216923e-01,2.354840668132386128e+00,2.806788286688502332e+00,1.190163510498265520e-02,2.761551467719848205e-02
1.019203840768153668e+01,5.940056406604706796e-01,2.354547681160081396e+00,2.807991589837645741e+00,1.192797685899438243e-02,-4.056674664532749358e-02
1.020204040808161672e+01,5.941250753414248909e-01,2.354255177646997321e+00,2.809195876774951195e+00,1.195415428145724102e-02,1.383920228530726715e-01
1.021204240848169675e+01,5.942447710796900928e-01,2.353963157520262417e+00,2.810401149048193936e+00,1.198016942398583140e-02,6.499128007609285447e-03
1.022204440888177679e+01,5.943647262589424329e-01,2.353671620704632872e+00,2.811607408201594716e+00,1.200602431590636066e-02,9.010154880716724629e-03
1.023204640928185682e+01,5.944849392818277733e-01,2.353380567122495659e+00,2.812814655775822459e+00,1.203172096424548476e-02,3.411472776151246167e-02
1.024204840968193686e+01,5.946054085699621350e-01,2.353089996693864094e+00,2.814022893307993378e+00,1.205726135371709695e-02,-8.227263298464307373e-04
1.025205041008201690e+01,5.947261325639316976e-01,2.352799909336382722e+00,2.815232122331670528e+00,1.208264744671078139e-02,-2.019339175124591768e-02
1.026205241048209693e+01,5.948471097232925775e-01,2.352510304965323762e+00,2.816442344376864693e+00,1.210788118327932317e-02,1.569780835054539192e-02
1.027205441088217697e+01,5.949683385265708280e-01,2.352221183493588441e+00,2.817653560970033944e+00,1.213296448112627379e-02,5.737184348547165469e-02
1.028205641128225700e+01,5.950898174712629940e-01,2.351932544831707439e+00,2.818865773634083194e+00,1.215789923559423835e-02,4.474585184004637589e-02
1.029205841168233704e+01,5.952115450738351132e-01,2.351644388887839110e+00,2.820078983888365087e+00,1.218268731965399532e-02,5.858670501318165302e-02
1.030206041208241707e+01,5.953335198697236041e-01,2.351356715567771705e+00,2.821293193248679110e+00,1.220733058389000814e-02,-1.668170432731410843e-02
1.031206241248249711e+01,5.954557404133350440e-01,2.351069524774922037e+00,2.822508403227272478e+00,1.223183085649065527e-02,-2.718325473098712197e-02
1.032206441288257714e+01,5.955782052780456137e-01,2.350782816410336373e+00,2.823724615332839250e+00,1.225618994323596223e-02,1.118145435933022291e-01
1.033206641328265718e+01,5.957009130562020971e-01,2.350496590372688654e+00,2.824941831070521214e+00,1.228040962748538911e-02,-3.140786326096389053e-04
1.034206841368273722e+01,5.958238623591209926e-01,2.350210846558282274e+00,2.826160051941907447e+00,1.230449167016589573e-02,3.558917896781263468e-02
1.035207041408281725e+01,5.959470518170888464e-01,2.349925584861050076e+00,2.827379279445032978e+00,1.232843780976144998e-02,4.862452975354381035e-02
1.036207241448289729e+01,5.960704800793624747e-01,2.349640805172553026e+00,2.828599515074382342e+00,1.235224976230037131e-02,8.277736736075111401e-02
1.037207441488297732e+01,5.961941458029110796e-01,2.349356507383659753e+00,2.829820760323908058e+00,1.237592923510305587e-02,-5.578548243914059623e-02
1.038207641528305736e+01,5.963180476383993511e-01,2.349072691386727918e+00,2.831043016690651726e+00,1.239947794389806290e-02,-1.220398351806204276e-02
1.039207841568313739e+01,5.964421843035002668e-01,2.348789357064686723e+00,2.832266285655023808e+00,1.242289752319725160e-02,-9.841767727565821355e-03
1.040208041608321743e+01,5.965665545345097964e-01,2.348506504298142783e+00,2.833490568693972644e+00,1.244618958543014520e-02,-3.207844793530680028e-03
1.041208241648329746e+01,5.966911570810476961e-01,2.348224132966162170e+00,2.834715867282417534e+00,1.246935572741186826e-02,-1.087424000363235582e-01
1.042208441688337750e+01,5.968159907060569536e-01,2.347942242946272184e+00,2.835942182893247399e+00,1.249239753033626332e-02,7.112592785495632994e-03
1.043208641728345754e+01,5.969410541858037877e-01,2.347660834114460471e+00,2.837169516997321228e+00,1.251531655976634294e-02,-1.327433467840080372e-01
1.044208841768353757e+01,5.970663463098780932e-01,2.347379906345175016e+00,2.838397871063467637e+00,1.253811436562685122e-02,2.689278426053738624e-02
1.045209041808361761e+01,5.971918658811933289e-01,2.347099459511325037e+00,2.839627246558486195e+00,1.256079248219604816e-02,3.890317824571486172e-02
1.046209241848369764e+01,5.973176117159860743e-01,2.346819493484279207e+00,2.840857644947145655e+00,1.258335242809605070e-02,4.195446943170060006e-02
1.047209441888377768e+01,5.974435826438165842e-01,2.346540008133867428e+00,2.842089067692185722e+00,1.260579570628683754e-02,-4.814828748598537489e-02
1.048209641928385771e+01,5.975697775075684559e-01,2.346261003328380834e+00,2.843321516254315284e+00,1.262812380405675672e-02,5.988051472185035307e-02
1.049209841968393775e+01,5.976961951634486292e-01,2.345982478934569571e+00,2.844554992092214185e+00,1.265033819301480955e-02,-3.104502526446739630e-02
1.050210042008401778e+01,5.978228344809878303e-01,2.345704434817645900e+00,2.845789496662531004e+00,1.267244032908182438e-02,-4.916891729658785792e-02
1.051210242048409782e+01,5.979496943430397948e-01,2.345426870841281541e+00,2.847025031419885721e+00,1.269443165248407279e-02,-3.679701701152080645e-02
1.052210442088417786e+01,5.980767736457819339e-01,2.345149786867609443e+00,2.848261597816868385e+00,1.271631358774355514e-02,-3.013559948696911683e-02
1.053210642128425789e+01,5.982040712987151121e-01,2.344873182757223340e+00,2.849499197304037779e+00,1.273808754367056206e-02,2.091355946089434870e-02
1.054210842168433793e+01,5.983315862246634254e-01,2.344597058369175979e+00,2.850737831329923644e+00,1.275975491335634704e-02,5.356029011610310975e-02
1.055211042208441796e+01,5.984593173597747562e-01,2.344321413560982670e+00,2.851977501341025789e+00,1.278131707416407803e-02,-9.272148519939978073e-02
1.056211242248449800e+01,5.985872636535201075e-01,2.344046248188617732e+00,2.853218208781814536e+00,1.280277538772200963e-02,-1.466107649540414337e-02
1.057211442288457803e+01,5.987154240686939355e-01,2.343771562106517603e+00,2.854459955094728940e+00,1.282413119991521189e-02,5.752271376453196167e-02
1.058211642328465807e+01,5.988437975814144831e-01,2.343497355167577734e+00,2.855702741720179461e+00,1.284538584087663304e-02,2.265513297907897211e-02
1.059211842368473810e+01,5.989723831811228916e-01,2.343223627223154804e+00,2.856946570096546179e+00,1.286654062498104878e-02,3.795520509832870509e-02
1.060212042408481814e+01,5.991011798705843105e-01,2.342950378123066280e+00,2.858191441660178356e+00,1.288759685083629147e-02,-6.234595162833772575e-02
1.061212242448489818e+01,5.992301866658868992e-01,2.342677607715589971e+00,2.859437357845396654e+00,1.290855580127536761e-02,6.034542645813072148e-02
1.062212442488497821e+01,5.993594025964424921e-01,2.342405315847464031e+00,2.860684320084490917e+00,1.292941874334890828e-02,-6.551778998155974310e-02
1.063212642528505825e+01,5.994888267049861552e-01,2.342133502363887843e+00,2.861932329807721942e+00,1.295018692831784168e-02,2.245376012977539498e-02
1.064212842568513828e+01,5.996184580475765191e-01,2.341862167108520687e+00,2.863181388443319264e+00,1.297086159164467789e-02,8.103373113604434019e-02
1.065213042608521832e+01,5.997482956935957787e-01,2.341591309923482189e+00,2.864431497417483818e+00,1.299144395298668098e-02,1.069589634453349397e-01
1.066213242648529835e+01,5.998783387257493604e-01,2.341320930649353649e+00,2.865682658154385720e+00,1.301193521618759785e-02,3.858876271850315842e-02
1.067213442688537839e+01,6.000085862400661441e-01,2.341051029125176264e+00,2.866934872076165153e+00,1.303233656927066386e-02,5.708079666718526846e-02
1.068213642728545842e+01,6.001390373458986849e-01,2.340781605188451575e+00,2.868188140602933256e+00,1.305264918443083122e-02,-1.726393252415701213e-02
1.069213842768553846e+01,6.002696911582503514e-01,2.340512658676276114e+00,2.869442465154917521e+00,1.307287422744224381e-02,-1.099933238435365015e-02
1.070214042808561850e+01,6.004005467788157135e-01,2.340244189428196009e+00,2.870697847157697158e+00,1.309301288092390436e-02,7.156418145030252198e-02
1.071214242848569675e+01,6.005316033591520108e-01,2.339976197276882441e+00,2.871954288024484825e+00,1.311306626679314968e-02,1.319338539041636435e-02
1.072214442888577679e+01,6.006628600656050976e-01,2.339708682053247113e+00,2.873211789166036478e+00,1.313303548930666587e-02,6.767344296256794060e-03
1.073214642928585683e+01,6.007943160736322064e-01,2.339441643587276243e+00,2.874470351992246986e+00,1.315292164202069847e-02,-5.737498336733290460e-02
1.074214842968593686e+01,6.009259705678013930e-01,2.339175081708031456e+00,2.875729977912148794e+00,1.317272580778866553e-02,2.070227470252573171e-02
1.075215043008601690e+01,6.010578227417924246e-01,2.338908996243648897e+00,2.876990668333913259e+00,1.319244905875260887e-02,4.548561941288452315e-02
1.076215243048609693e+01,6.011898717983960028e-01,2.338643387021339226e+00,2.878252424664849318e+00,1.321209245634075158e-02,-2.649638130568149341e-02
1.077215443088617697e+01,6.013221169495143181e-01,2.338378253867388068e+00,2.879515248311405262e+00,1.323165705126011504e-02,-1.212233407117658396e-02
1.078215643128625700e+01,6.014545574161606067e-01,2.338113596607156452e+00,2.880779140679166073e+00,1.325114388349207806e-02,9.227397368453675586e-02
1.079215843168633704e+01,6.015871924284594829e-01,2.337849415065079484e+00,2.882044103172857419e+00,1.327055398228788041e-02,2.218386143973102159e-02
1.080216043208641707e+01,6.017200212256468284e-01,2.337585709064667672e+00,2.883310137196340772e+00,1.328988836616146196e-02,-1.139793913088653354e-03
1.081216243248649711e+01,6.018530430560696809e-01,2.337322478428506045e+00,2.884577244152617848e+00,1.330914804288635400e-02,-4.353999142408052775e-02
1.082216443288657715e+01,6.019862571771863458e-01,2.337059722978254594e+00,2.885845425443827050e+00,1.332833400948879587e-02,-1.765061755456354825e-02
1.083216643328665718e+01,6.021196628555665065e-01,2.336797442534647828e+00,2.887114682471247029e+00,1.334744725224362716e-02,8.476347001681160814e-04
1.084216843368673722e+01,6.022532593668910028e-01,2.336535636917495662e+00,2.888385016635292679e+00,1.336648874666818143e-02,8.182288130735405896e-02
1.085217043408681725e+01,6.023870459959518309e-01,2.336274305945682972e+00,2.889656429335519139e+00,1.338545945751806743e-02,-1.713927545159428523e-02
1.086217243448689729e+01,6.025210220366524760e-01,2.336013449437168266e+00,2.890928921970617793e+00,1.340436033878095179e-02,1.031211487120836795e-01
1.087217443488697732e+01,6.026551867920075800e-01,2.335753067208985900e+00,2.892202495938420714e+00,1.342319233367211817e-02,-3.301119851387098597e-02
1.088217643528705736e+01,6.027895395741428297e-01,2.335493159077245195e+00,2.893477152635895777e+00,1.344195637462919368e-02,-4.437383866673479116e-03
1.089217843568713739e+01,6.029240797042955124e-01,2.335233724857129545e+00,2.894752893459151544e+00,1.346065338330681982e-02,5.563783577885271503e-02
1.090218043608721743e+01,6.030588065128138497e-01,2.334974764362898192e+00,2.896029719803432823e+00,1.347928427057182299e-02,1.469537713817655952e-03
1.091218243648729747e+01,6.031937193391575525e-01,2.334716277407884011e+00,2.897307633063124221e+00,1.349784993649738585e-02,-2.801525218353295016e-02
1.092218443688737750e+01,6.033288175318974877e-01,2.334458263804495726e+00,2.898586634631747927e+00,1.351635127035855088e-02,6.924180696274832326e-03
1.093218643728745754e+01,6.034641004487157900e-01,2.334200723364216135e+00,2.899866725901965037e+00,1.353478915062716892e-02,3.597041382207384619e-02
1.094218843768753757e+01,6.035995674564057500e-01,2.333943655897603886e+00,2.901147908265574227e+00,1.355316444496662553e-02,-7.223354629748586497e-02
1.095219043808761761e+01,6.037352179308721478e-01,2.333687061214291258e+00,2.902430183113512641e+00,1.357147801022579037e-02,1.144660722792270949e-03
1.096219243848769764e+01,6.038710512571308087e-01,2.333430939122985937e+00,2.903713551835856332e+00,1.358973069243657461e-02,8.122899469854290289e-03
1.097219443888777768e+01,6.040070668293088252e-01,2.333175289431471011e+00,2.904998015821818491e+00,1.360792332680527128e-02,-6.579464669478032185e-03
1.098219643928785771e+01,6.041432640506446683e-01,2.332920111946603203e+00,2.906283576459752549e+00,1.362605673771039028e-02,5.039386005665991153e-02
1.099219843968793775e+01,6.042796423334878542e-01,2.332665406474314640e+00,2.907570235137148185e+00,1.364413173869649665e-02,-1.478347673709723420e-02
1.100220044008801779e+01,6.044162010992994993e-01,2.332411172819612855e+00,2.908857993240634432e+00,1.366214913246843743e-02,-4.563593296848300618e-03
1.101220244048809782e+01,6.045529397786515435e-01,2.332157410786579455e+00,2.910146852155978792e+00,1.368010971088795547e-02,1.556223907901431620e-02
1.102220444088817786e+01,6.046898578112275269e-01,2.331904120178371453e+00,2.911436813268086343e+00,1.369801425496686154e-02,5.014046897073986403e-02
1.103220644128825789e+01,6.048269546458219237e-01,2.331651300797219939e+00,2.912727877961001077e+00,1.371586353486375920e-02,2.657732652478235827e-03
1.104220844168833793e+01,6.049642297403409197e-01,2.331398952444431405e+00,2.914020047617905451e+00,1.373365830987688385e-02,8.956352185496474494e-02
1.105221044208841796e+01,6.051016825599229154e-01,2.331147074920668416e+00,2.915313323621736785e+00,1.375139933076979792e-02,-3.163451567041661999e-02
1.106221244248849800e+01,6.052393125604819124e-01,2.330895668028417411e+00,2.916607707360448831e+00,1.376908736013598977e-02,7.809480497684027911e-02
1.107221444288857803e+01,6.053771192176836680e-01,2.330644731567659722e+00,2.917903200217299098e+00,1.378672313646328584e-02,-2.910435441906993742e-02
1.108221644328865807e+01,6.055151020181571697e-01,2.330394265337159432e+00,2.919199803573935270e+00,1.380430738504506705e-02,5.650983286251352530e-03
1.109221844368873811e+01,6.056532604546068788e-01,2.330144269135192570e+00,2.920497518812027682e+00,1.382184082403498104e-02,3.202415009241242616e-02
1.110222044408881814e+01,6.057915940258121745e-01,2.329894742759546666e+00,2.921796347313267539e+00,1.383932416444627611e-02,1.165813172274314524e-01
1.111222244448889818e+01,6.059301022366274658e-01,2.329645686007521643e+00,2.923096290459366919e+00,1.385675811014719372e-02,5.864806544280189854e-02
1.112222444488897821e+01,6.060687845979826349e-01,2.329397098675928923e+00,2.924397349632061882e+00,1.387414335785791542e-02,-6.418999119989263202e-03
1.113222644528905825e+01,6.062076406268822604e-01,2.329148980561091875e+00,2.925699526213108026e+00,1.389148059714617744e-02,7.884743637673223560e-02
1.114222844568913828e+01,6.063466698464062832e-01,2.328901331458845814e+00,2.927002821584283598e+00,1.390877051042582746e-02,3.223525265740500440e-03
1.115223044608921832e+01,6.064858717857097847e-01,2.328654151164537556e+00,2.928307237127389051e+00,1.392601377295160647e-02,-2.564627904203078262e-02
1.116223244648929835e+01,6.066252459800227648e-01,2.328407439473026752e+00,2.929612774224246152e+00,1.394321105281598472e-02,3.637744564215011217e-02
1.117223444688937839e+01,6.067647919706505855e-01,2.328161196178683667e+00,2.930919434256698430e+00,1.396036301094683019e-02,1.868390541261167465e-02
1.118223644728945843e+01,6.069045093049736384e-01,2.327915421075390956e+00,2.932227218606610286e+00,1.397747030110274569e-02,6.166078866426451949e-02
1.119223844768953846e+01,6.070443975364472333e-01,2.327670113956543219e+00,2.933536128655869657e+00,1.399453356987045982e-02,-1.349238463749520903e-02
1.120224044808961850e+01,6.071844562246021537e-01,2.327425274615047002e+00,2.934846165786384908e+00,1.401155345666121876e-02,3.308672833970748017e-02
1.121224244848969853e+01,6.073246849350439902e-01,2.327180902843320354e+00,2.936157331380086610e+00,1.402853059370706701e-02,4.575599723544550995e-02
1.122224444888977857e+01,6.074650832394535849e-01,2.326936998433293269e+00,2.937469626818926649e+00,1.404546560605840488e-02,2.794774358359241109e-02
1.123224644928985860e+01,6.076056507155869202e-01,2.326693561176408132e+00,2.938783053484879115e+00,1.406235911157976970e-02,1.261318250701186708e-02
1.124224844968993864e+01,6.077463869472750080e-01,2.326450590863618384e+00,2.940097612759939860e+00,1.407921172094606099e-02,-2.080170698360398612e-02
1.125225045009001867e+01,6.078872915244241115e-01,2.326208087285389414e+00,2.941413306026125607e+00,1.409602403763982048e-02,5.928361360540920083e-02
1.126225245049009871e+01,6.080283640430156344e-01,2.325966050231699445e+00,2.942730134665476616e+00,1.411279665794884508e-02,2.097402167357051081e-02
1.127225445089017875e+01,6.081696041051056767e-01,2.325724479492036867e+00,2.944048100060053130e+00,1.412953017096052477e-02,3.894472879640337171e-02
1.128225645129025878e+01,6.083110113188261447e-01,2.325483374855403795e+00,2.945367203591938043e+00,1.414622515856017726e-02,-3.392686884469427178e-03
1.129225845169033882e+01,6.084525852983834193e-01,2.325242736110312514e+00,2.946687446643235120e+00,1.416288219542716220e-02,1.481346673253476458e-02
1.130226045209041885e+01,6.085943256640594656e-01,2.325002563044789028e+00,2.948008830596071217e+00,1.417950184903177258e-02,-3.768189773620415212e-02
1.131226245249049889e+01,6.087362320422109452e-01,2.324762855446368626e+00,2.949331356832594064e+00,1.419608467963168197e-02,1.847234943642177968e-02
1.132226445289057892e+01,6.088783040652701040e-01,2.324523613102101205e+00,2.950655026734972708e+00,1.421263124026739266e-02,5.247314742298295198e-02
1.133226645329065896e+01,6.090205413717439953e-01,2.324284835798546833e+00,2.951979841685399286e+00,1.422914207676140297e-02,1.887880638075301043e-02
1.134226845369073899e+01,6.091629436062148129e-01,2.324046523321777524e+00,2.953305803066086366e+00,1.424561772771282264e-02,5.721525825362505646e-02
1.135227045409081903e+01,6.093055104193398908e-01,2.323808675457377682e+00,2.954632912259269162e+00,1.426205872449493040e-02,2.990758283062852629e-02
1.136227245449089907e+01,6.094482414678519255e-01,2.323571291990443655e+00,2.955961170647203762e+00,1.427846559125084402e-02,8.247129709221674709e-02
1.137227445489097910e+01,6.095911364145581990e-01,2.323334372705582851e+00,2.957290579612168457e+00,1.429483884489174406e-02,4.792357237251604340e-03
1.138227645529105914e+01,6.097341949283416884e-01,2.323097917386915068e+00,2.958621140536464189e+00,1.431117899509171121e-02,-6.762033233255378140e-02
