t,m,h,dm_dt,dm_dt_noisy
1.512302460492098355e+01,3.307207562810242640e-01,9.027299954834556717e-01,-1.776527455775445130e-05,4.986442037267298406e-03
1.513902780556111161e+01,3.307204718329939674e-01,9.026493302188057788e-01,-1.775771431564154845e-05,7.015514662007822297e-03
1.515503100620123966e+01,3.307201874861115942e-01,9.025687080582728283e-01,-1.775012712994239461e-05,9.215594223935521731e-03
1.517103420684136772e+01,3.307199032428815300e-01,9.024881289788524441e-01,-1.774252005173893032e-05,8.721830028547749095e-03
1.518703740748149578e+01,3.307196191060216561e-01,9.024075929575546828e-01,-1.773490072452810207e-05,-5.922353892153345333e-04
1.520304060812162383e+01,3.307193350784630170e-01,9.023270999714028129e-01,-1.772727738350021731e-05,-2.106003336232897816e-02
1.521904380876175189e+01,3.307190511633500973e-01,9.022466499974342025e-01,-1.771965885601078927e-05,-7.830035383087475750e-03
1.523504700940187995e+01,3.307187673640407666e-01,9.021662430126998755e-01,-1.771205456060909178e-05,3.328249329258673415e-03
1.525105021004200800e+01,3.307184836841061681e-01,9.020858789942645117e-01,-1.770447450762102637e-05,-4.926432688252150270e-03
1.526705341068213606e+01,3.307182001273307193e-01,9.020055579192068906e-01,-1.769692929805277704e-05,6.626125153791346048e-03
1.528305661132226412e+01,3.307179166977123885e-01,9.019252797646193365e-01,-1.768943012435408857e-05,7.750491619709872805e-03
1.529905981196239217e+01,3.307176333994621964e-01,9.018450445076078292e-01,-1.768198876934967689e-05,2.558741245222271752e-04
1.531506301260252023e+01,3.307173502370047702e-01,9.017648521252924487e-01,-1.767461760668331827e-05,1.857419640607445993e-02
1.533106621324264829e+01,3.307170672149779556e-01,9.016847025948067085e-01,-1.766732960011008213e-05,-9.972996745114870443e-03
1.534706941388277635e+01,3.307167843382328720e-01,9.016045958932982218e-01,-1.766013830373225346e-05,9.092923187634523521e-03
1.536307261452290440e+01,3.307165016118341350e-01,9.015245319979281469e-01,-1.765305786162463253e-05,-4.943513092394267658e-03
1.537907581516303246e+01,3.307162190410595781e-01,9.014445108858714084e-01,-1.764610300745983462e-05,-8.022309244118629862e-03
1.539507901580316052e+01,3.307159366314004201e-01,9.013645325343169201e-01,-1.763928906467482349e-05,5.670513410185476152e-03
1.541108221644328857e+01,3.307156543871596632e-01,9.012845969204568153e-01,-1.763262804636844816e-05,-6.373770321566054990e-03
1.542708541708341663e+01,3.307153722913158123e-01,9.012047040213410076e-01,-1.762607263937343571e-05,8.375263744521780143e-03
1.544308861772354469e+01,3.307150903335903114e-01,9.011248538140853581e-01,-1.761959430057746800e-05,-1.188055646648280769e-02
1.545909181836367274e+01,3.307148085094816503e-01,9.010450462758609058e-01,-1.761318056384131303e-05,1.382261599951376636e-04
1.547509501900380080e+01,3.307145268146947092e-01,9.009652813838515684e-01,-1.760681954078580080e-05,-8.646906042575903950e-03
1.549109821964392886e+01,3.307142452451405368e-01,9.008855591152551412e-01,-1.760049991945955572e-05,-2.562381096081604772e-03
1.550710142028405691e+01,3.307139637969366275e-01,9.008058794472824093e-01,-1.759421096557411968e-05,-3.931707627465622426e-03
1.552310462092418497e+01,3.307136824664068109e-01,9.007262423571580356e-01,-1.758794252118556223e-05,-1.149728175355468375e-02
1.553910782156431303e+01,3.307134012500810849e-01,9.006466478221196725e-01,-1.758168500499979192e-05,6.345214978012971019e-03
1.555511102220444108e+01,3.307131201446959490e-01,9.005670958194185172e-01,-1.757542941190071151e-05,-1.266001084141996774e-02
1.557111422284456914e+01,3.307128391471940709e-01,9.004875863263190894e-01,-1.756916731306124024e-05,-1.000846483687231961e-02
1.558711742348469720e+01,3.307125582547245646e-01,9.004081193200994537e-01,-1.756289085542983575e-05,8.709948795767126148e-03
1.560312062412482526e+01,3.307122774646427676e-01,9.003286947780509974e-01,-1.755659276193866081e-05,9.529846917316054516e-03
1.561912382476495331e+01,3.307119967745104083e-01,9.002493126774783194e-01,-1.755026633085132737e-05,6.476902487076940072e-03
1.563512702540508137e+01,3.307117161820954387e-01,9.001699729956997853e-01,-1.754390543554085191e-05,3.202862004321043853e-03
1.565113022604520943e+01,3.307114356853722570e-01,9.000906757100467503e-01,-1.753750452515578928e-05,2.258518783154743470e-02
1.566713342668533748e+01,3.307111552825214851e-01,9.000114207978644476e-01,-1.753105862317694275e-05,-1.229158518324132213e-02
1.568313662732546554e+01,3.307108749719300245e-01,8.999322082365109887e-01,-1.752456332763940861e-05,-7.627406376726328721e-03
1.569913982796559360e+01,3.307105947521912781e-01,8.998530380033581411e-01,-1.751801481203463240e-05,-1.013029255507636762e-02
1.571514302860572165e+01,3.307103146221047618e-01,8.997739100757912167e-01,-1.751140982318710737e-05,8.797076914664575878e-03
1.573114622924584971e+01,3.307100345806763819e-01,8.996948244312085174e-01,-1.750474568243398643e-05,2.692594723559637530e-03
1.574714942988597777e+01,3.307097546271184907e-01,8.996157810470222227e-01,-1.749802028540303755e-05,1.092236130643109773e-02
1.576315263052610582e+01,3.307094747608495533e-01,8.995367799006575016e-01,-1.749123210106895421e-05,9.540132090430680084e-03
1.577915583116623388e+01,3.307091949814945364e-01,8.994578209695531790e-01,-1.748438017193376659e-05,-2.433733957969891771e-03
1.579515903180636194e+01,3.307089152888845751e-01,8.993789042311611803e-01,-1.747746411398520827e-05,-8.371444148887045508e-03
1.581116223244648999e+01,3.307086356830571394e-01,8.993000296629473089e-01,-1.747048411601670459e-05,-1.010197013716732269e-02
1.582716543308661805e+01,3.307083561642562008e-01,8.992211972423902466e-01,-1.746344094052942886e-05,2.193927367532369846e-02
1.584316863372674611e+01,3.307080767329317883e-01,8.991424069469824421e-01,-1.745633592195594552e-05,9.500777134155756129e-03
1.585917183436687417e+01,3.307077973897404877e-01,8.990636587542295555e-01,-1.744917096781206656e-05,5.757870920935562187e-03
1.587517503500700222e+01,3.307075181355449978e-01,8.989849526416507919e-01,-1.744194855768377295e-05,-3.560746368760212520e-03
1.589117823564713028e+01,3.307072389714145189e-01,8.989062885867784569e-01,-1.743467174357415939e-05,-2.151416379359820646e-03
1.590718143628725834e+01,3.307069598986243641e-01,8.988276665671585119e-01,-1.742734414908464480e-05,-3.608348701781360825e-03
1.592318463692738639e+01,3.307066809186564038e-01,8.987490865603502410e-01,-1.741996997026151739e-05,-3.405268255549553230e-03
1.593918783756751267e+01,3.307064020331986764e-01,8.986705485439264729e-01,-1.741255397409713357e-05,-2.420240623998923257e-02
1.595519103820764073e+01,3.307061232441455556e-01,8.985920524954731370e-01,-1.740510149902951831e-05,-7.793992678119994206e-04
1.597119423884776879e+01,3.307058445535976943e-01,8.985135983925897074e-01,-1.739761845501175408e-05,-3.988734285796245033e-03
1.598719743948789684e+01,3.307055659638622469e-01,8.984351862128892030e-01,-1.739011132306789165e-05,2.732173121348118686e-03
1.600320064012802490e+01,3.307052874774524809e-01,8.983568159339977433e-01,-1.738258715473783855e-05,1.931013044540521532e-03
1.601920384076815296e+01,3.307050090970880540e-01,8.982784875335551034e-01,-1.737505357203572576e-05,8.369804879682958207e-03
1.603520704140828101e+01,3.307047308256949592e-01,8.982002009892141592e-01,-1.736751876792175242e-05,-2.938603230939453785e-04
1.605121024204840907e+01,3.307044526664054684e-01,8.981219562786416644e-01,-1.735999150506706279e-05,7.806957931263949421e-03
1.606721344268853713e+01,3.307041746225583001e-01,8.980437533795172511e-01,-1.735248111681131356e-05,-2.577178269600399058e-02
1.608321664332866519e+01,3.307038966976983407e-01,8.979655922695342074e-01,-1.734499750569162835e-05,-1.117411584324904533e-02
1.609921984396879324e+01,3.307036188955768119e-01,8.978874729263991439e-01,-1.733755114430302058e-05,1.709709041948169472e-02
1.611522304460892130e+01,3.307033412201513256e-01,8.978093953278323269e-01,-1.733015307475715971e-05,-1.235251913025473859e-02
1.613122624524904936e+01,3.307030636755857733e-01,8.977313594515669015e-01,-1.732281490797460410e-05,-2.950370505160144086e-03
1.614722944588917741e+01,3.307027862662503814e-01,8.976533652753498904e-01,-1.731554882475339063e-05,6.908719802121178304e-03
1.616323264652930547e+01,3.307025089967216558e-01,8.975754127769414170e-01,-1.730836757392328895e-05,-8.984504381693474498e-03
1.617923584716943353e+01,3.307022318717825482e-01,8.974975019341151494e-01,-1.730128447392786928e-05,7.066443667433695494e-03
1.619523904780956158e+01,3.307019548964220679e-01,8.974196327246581895e-01,-1.729431341085385654e-05,-1.443985877327619467e-02
1.621124224844968964e+01,3.307016780758358365e-01,8.973418051263708506e-01,-1.728746883976339799e-05,-1.929234930616917018e-02
1.622724544908981770e+01,3.307014014154256443e-01,8.972640191170668800e-01,-1.728076578368098470e-05,-1.345180377858891559e-02
1.624324864972994575e+01,3.307011249173092415e-01,8.971862746745480344e-01,-1.727421015737529153e-05,-1.669594835013380255e-02
1.625925185037007381e+01,3.307008485623749161e-01,8.971085717764737399e-01,-1.726774902420513680e-05,-3.358614969619249692e-04
1.627525505101020187e+01,3.307005723430085919e-01,8.970309104006042311e-01,-1.726136133196887190e-05,-3.336654690677473209e-03
1.629125825165032992e+01,3.307002962548514224e-01,8.969532905247350474e-01,-1.725503505703440688e-05,3.125520879386131309e-03
1.630726145229045798e+01,3.307000202937441236e-01,8.968757121266752730e-01,-1.724875873183873143e-05,-1.051619345959621359e-02
1.632326465293058604e+01,3.306997444557268073e-01,8.967981751842465377e-01,-1.724252144462423697e-05,2.527033119287846324e-02
1.633926785357071410e+01,3.306994687370392594e-01,8.967206796752839049e-01,-1.723631283996607255e-05,-1.113444596115275090e-03
1.635527105421084215e+01,3.306991931341206614e-01,8.966432255776352056e-01,-1.723012311774518857e-05,-6.164040101556723938e-04
1.637127425485097021e+01,3.306989176436098132e-01,8.965658128691613715e-01,-1.722394303368957047e-05,4.399377416419706331e-03
1.638727745549109827e+01,3.306986422623448552e-01,8.964884415277364349e-01,-1.721776389812523789e-05,-2.593215300610830342e-03
1.640328065613122632e+01,3.306983669873635456e-01,8.964111115312471956e-01,-1.721157757718361214e-05,-6.472419417168522905e-03
1.641928385677135438e+01,3.306980918159032057e-01,8.963338228575937761e-01,-1.720537649151088200e-05,7.007800569617030637e-04
1.643528705741148244e+01,3.306978167454006079e-01,8.962565754846891775e-01,-1.719915361672597065e-05,9.030576647252349168e-03
1.645129025805161049e+01,3.306975417734919764e-01,8.961793693904596125e-01,-1.719290248256011289e-05,6.500397618407867222e-03
1.646729345869173855e+01,3.306972668980130980e-01,8.961022045528439506e-01,-1.718661717339808881e-05,9.263616921532132412e-03
1.648329665933186661e+01,3.306969921169992666e-01,8.960250809497943836e-01,-1.718029232769535675e-05,-5.794987274568518670e-03
1.649929985997199466e+01,3.306967174286853384e-01,8.959479985592760931e-01,-1.717392313789478653e-05,-7.900191040633448847e-03
1.651530306061212272e+01,3.306964428315055660e-01,8.958709573592672504e-01,-1.716750535014910373e-05,1.989450322466310497e-02
1.653130626125225078e+01,3.306961683240938754e-01,8.957939573277590162e-01,-1.716103526439027860e-05,-2.536058687283395882e-03
1.654730946189237883e+01,3.306958939052834778e-01,8.957169984427555409e-01,-1.715450973352461439e-05,4.639782949795822134e-03
1.656331266253250689e+01,3.306956195741072579e-01,8.956400806822740757e-01,-1.714792616407112558e-05,7.242070462592400774e-03
1.657931586317263495e+01,3.306953453297976631e-01,8.955632040243450831e-01,-1.714128251552315962e-05,1.406788223717462399e-02
1.659531906381276301e+01,3.306950711717864255e-01,8.954863684470115714e-01,-1.713457730001533008e-05,-1.364941691214874644e-02
1.661132226445289106e+01,3.306947970997049513e-01,8.954095739283299826e-01,-1.712780958246229446e-05,-4.937820101974483428e-03
1.662732546509301912e+01,3.306945231133842089e-01,8.953328204463697482e-01,-1.712097898037834298e-05,-4.470054029132993108e-03
1.664332866573314718e+01,3.306942492128545075e-01,8.952561079792131782e-01,-1.711408566339167603e-05,-3.147920961455556461e-03
1.665933186637327523e+01,3.306939753983457186e-01,8.951794365049555724e-01,-1.710713035306399288e-05,-2.425945828310014860e-02
1.667533506701340329e+01,3.306937016702873877e-01,8.951028060017054422e-01,-1.710011432337621429e-05,-1.093061063291502237e-03
1.669133826765353135e+01,3.306934280293083450e-01,8.950262164475842885e-01,-1.709303939972928177e-05,-2.906882570815460393e-02
1.670734146829365940e+01,3.306931544762369835e-01,8.949496678207264910e-01,-1.708590795893027980e-05,2.853848071023176898e-03
1.672334466893378746e+01,3.306928810121013695e-01,8.948731600992795299e-01,-1.707872292944223602e-05,5.251398429774321169e-03
1.673934786957391552e+01,3.306926076381288548e-01,8.947966932614039859e-01,-1.707148779091227642e-05,5.857151912929998636e-03
1.675535107021404357e+01,3.306923343557464090e-01,8.947202672852734295e-01,-1.706420657364426940e-05,-1.216788084502808641e-02
1.677135427085417163e+01,3.306920611665805643e-01,8.946438821490744209e-01,-1.705688385932047080e-05,9.433421299699399840e-03
1.678735747149429969e+01,3.306917880724572489e-01,8.945675378310065096e-01,-1.704952477961374502e-05,-8.756122216276054221e-03
1.680336067213442774e+01,3.306915150754019539e-01,8.944912343092824569e-01,-1.704213501714513246e-05,-1.238531366015108159e-02
1.681936387277455580e+01,3.306912421776396771e-01,8.944149715621276808e-01,-1.703472080460954885e-05,-9.915324453605585051e-03
1.683536707341468386e+01,3.306909693815949791e-01,8.943387495677811438e-01,-1.702728892490068535e-05,-8.587409903867434732e-03
1.685137027405481192e+01,3.306906966898918165e-01,8.942625683044942431e-01,-1.701984671068079713e-05,1.618074536734076616e-03
1.686737347469493997e+01,3.306904241053537641e-01,8.941864277505320313e-01,-1.701240204447784787e-05,8.143094638504874000e-03
1.688337667533506803e+01,3.306901516310038480e-01,8.941103278841719959e-01,-1.700496335832468731e-05,-2.111756541807109644e-02
1.689937987597519609e+01,3.306898792700646017e-01,8.940342686837050579e-01,-1.699753963352312880e-05,-5.509767916258753381e-03
1.691538307661532414e+01,3.306896070259580656e-01,8.939582501274350168e-01,-1.699014040085211619e-05,8.922726372522497840e-03
1.693138627725545220e+01,3.306893349023058981e-01,8.938822721936786619e-01,-1.698277573984607880e-05,1.944966651900621388e-03
1.694738947789558026e+01,3.306890629029290984e-01,8.938063348607658831e-01,-1.697545627893370934e-05,5.000757438390597033e-03
1.696339267853570831e+01,3.306887910318482282e-01,8.937304381070396708e-01,-1.696819319509101920e-05,-1.506367788902989412e-02
1.697939587917583637e+01,3.306885192932834672e-01,8.936545819108556721e-01,-1.696099821411889419e-05,9.470413133156951185e-03
1.699539907981596443e+01,3.306882476916543911e-01,8.935787662505830786e-01,-1.695388360982430509e-05,-1.570639562859155527e-02
1.701140228045609248e+01,3.306879762315800830e-01,8.935029911046036277e-01,-1.694686220414520772e-05,1.883767778087364888e-03
1.702740548109622054e+01,3.306877049178791883e-01,8.934272564513126014e-01,-1.693994736695625392e-05,1.359563396151297621e-02
1.704340868173634860e+01,3.306874337555698595e-01,8.933515622691177160e-01,-1.693315301609654711e-05,1.877657074545355242e-02
1.705941188237647665e+01,3.306871627498697563e-01,8.932759085364401219e-01,-1.692649361688391974e-05,5.098439006846229062e-03
1.707541508301660471e+01,3.306868919056364930e-01,8.932002952317098510e-01,-1.691998263629590493e-05,8.792772036946623626e-03
1.709141828365673277e+01,3.306866212083375833e-01,8.931247223332261509e-01,-1.691357997264664181e-05,-6.080229921690214964e-03
1.710742148429686083e+01,3.306863506461406588e-01,8.930491898193243516e-01,-1.690725299355322342e-05,-4.831348575352731670e-03
1.712342468493698888e+01,3.306860802147332801e-01,8.929736976684077288e-01,-1.690098984638566115e-05,1.167733272402933856e-02
1.713942788557711694e+01,3.306858099099956871e-01,8.928982458588921034e-01,-1.689477921333615296e-05,-8.309544886933721054e-07
1.715543108621724500e+01,3.306855397280011877e-01,8.928228343692059532e-01,-1.688861031334809581e-05,-1.290026848923322370e-03
1.717143428685737305e+01,3.306852696650159351e-01,8.927474631777904124e-01,-1.688247290052014016e-05,-1.412246347477123971e-02
1.718743748749750111e+01,3.306849997174990397e-01,8.926721322630992717e-01,-1.687635726450864571e-05,1.489033421682904807e-03
1.720344068813762917e+01,3.306847298821024572e-01,8.925968416035989783e-01,-1.687025423012522563e-05,6.441763816596257283e-03
1.721944388877775722e+01,3.306844601556711005e-01,8.925215911777687472e-01,-1.686415515736450210e-05,-7.958558907561813153e-03
1.723544708941788528e+01,3.306841905352427280e-01,8.924463809641004497e-01,-1.685805194093226156e-05,-5.087656276428272062e-03
1.725145029005801334e+01,3.306839210180481103e-01,8.923712109410982807e-01,-1.685193701050913262e-05,1.578771402319842365e-02
1.726745349069814139e+01,3.306836516015108085e-01,8.922960810872795356e-01,-1.684580333005669672e-05,1.765815688158570932e-03
1.728345669133826945e+01,3.306833822832473957e-01,8.922209913811740556e-01,-1.683964439792851042e-05,-2.902776100247951140e-03
1.729945989197839396e+01,3.306831130610672353e-01,8.921459418013242271e-01,-1.683345424671744972e-05,-1.138666134764009311e-02
1.731546309261852201e+01,3.306828439329727032e-01,8.920709323262852042e-01,-1.682722744306142104e-05,-6.212617540253530420e-03
1.733146629325865007e+01,3.306825748971590206e-01,8.919959629346246865e-01,-1.682095908719927202e-05,-2.516783469502301487e-03
1.734746949389877813e+01,3.306823059520144215e-01,8.919210336049230303e-01,-1.681464481347039186e-05,1.367446386732370546e-02
1.736347269453890618e+01,3.306820370961198741e-01,8.918461443157735813e-01,-1.680828078919061053e-05,-6.121755262611661141e-03
1.737947589517903424e+01,3.306817683282493592e-01,8.917712950457820087e-01,-1.680186371509628795e-05,1.792655581094544995e-02
1.739547909581916230e+01,3.306814996473697588e-01,8.916964857735666383e-01,-1.679539082523329174e-05,-9.303673560333854120e-03
1.741148229645929035e+01,3.306812310526408560e-01,8.916217164777585635e-01,-1.678885988651290795e-05,-3.592656908147047207e-03
1.742748549709941841e+01,3.306809625434153910e-01,8.915469871370016453e-01,-1.678226919869796330e-05,8.418654209910480732e-03
1.744348869773954647e+01,3.306806941192388938e-01,8.914722977299522899e-01,-1.677561759380608031e-05,-2.418724928944639661e-03
1.745949189837967452e+01,3.306804257798499069e-01,8.913976482352795605e-01,-1.676890443666478880e-05,-8.319389328442731296e-03
1.747549509901980258e+01,3.306801575251798186e-01,8.913230386316651765e-01,-1.676212962410661422e-05,-1.335196244440850239e-03
1.749149829965993064e+01,3.306798893553529739e-01,8.912484688978035141e-01,-1.675529358520500001e-05,4.470369640704129587e-03
1.750750150030005869e+01,3.306796212706865634e-01,8.911739390124016058e-01,-1.674839728089960733e-05,-1.717409054577139632e-02
1.752350470094018675e+01,3.306793532716907902e-01,8.910994489541792518e-01,-1.674144220367712599e-05,-2.502104899690381010e-03
1.753950790158031481e+01,3.306790853590685919e-01,8.910249987018689088e-01,-1.673443037789046350e-05,-1.110100674894347154e-03
1.755551110222044287e+01,3.306788175337160296e-01,8.909505882342155791e-01,-1.672736435907873354e-05,-4.054204963615738906e-03
1.757151430286057092e+01,3.306785497967218990e-01,8.908762175299768105e-01,-1.672024723402276702e-05,7.336840416555881657e-03
1.758751750350069898e+01,3.306782821493679525e-01,8.908018865679232512e-01,-1.671308262035653414e-05,-5.702234777779102877e-03
1.760352070414082704e+01,3.306780145931288439e-01,8.907275953268377622e-01,-1.670587466698347789e-05,-3.661854360530331261e-03
1.761952390478095509e+01,3.306777471296722393e-01,8.906533437855160829e-01,-1.669862805345201373e-05,3.597272455718200472e-04
1.763552710542108315e+01,3.306774797608585947e-01,8.905791319227666092e-01,-1.669134798949756249e-05,7.271799595165103630e-03
1.765153030606121121e+01,3.306772124887412678e-01,8.905049597174103937e-01,-1.668404021544500626e-05,-2.228310216692549594e-03
1.766753350670133926e+01,3.306769453155666283e-01,8.904308271482810344e-01,-1.667671100184786592e-05,1.514929599801572227e-02
1.768353670734146732e+01,3.306766782437737806e-01,8.903567341942250080e-01,-1.666936714889155624e-05,-9.093852367386174793e-03
1.769953990798159538e+01,3.306764112759949525e-01,8.902826808341012255e-01,-1.666201598730931988e-05,1.284848150735354647e-02
1.771554310862172343e+01,3.306761444150550511e-01,8.902086670467814766e-01,-1.665466537671689284e-05,-8.594870176483360158e-03
1.773154630926185149e+01,3.306758776639721620e-01,8.901346928111499857e-01,-1.664732370708355003e-05,-1.647312143465826410e-03
1.774754950990197955e+01,3.306756110259569947e-01,8.900607581061038553e-01,-1.663999989688635939e-05,3.623821853778603098e-03
1.776355271054210760e+01,3.306753445044133266e-01,8.899868629105527340e-01,-1.663270339430367173e-05,2.053176590920273090e-02
1.777955591118223566e+01,3.306750781029378361e-01,8.899130072034189265e-01,-1.662544417631306448e-05,8.941636022354627900e-03
1.779555911182236372e+01,3.306748118253201030e-01,8.898391909636373942e-01,-1.661823274896889746e-05,-4.075246728318404968e-03
1.781156231246249178e+01,3.306745456755425527e-01,8.897654141701558661e-01,-1.661108014658352339e-05,1.297458007577062880e-02
1.782756551310261983e+01,3.306742796577805676e-01,8.896916768019346167e-01,-1.660399793212974373e-05,-2.153653046869194888e-03
1.784356871374274789e+01,3.306740137764024867e-01,8.896179788379466880e-01,-1.659699819721305314e-05,-7.931055561193689832e-03
1.785957191438287595e+01,3.306737480359693837e-01,8.895443202571776675e-01,-1.659009356103080535e-05,4.470256824305794338e-03
1.787557511502300400e+01,3.306734824412355112e-01,8.894707010386259105e-01,-1.658329717148243621e-05,9.281251831614864339e-04
1.789157831566313206e+01,3.306732169971478008e-01,8.893971211613022065e-01,-1.657662270361515144e-05,9.520087049928738221e-03
1.790758151630326012e+01,3.306729517088461412e-01,8.893235806042304459e-01,-1.657008436041496058e-05,-5.513953725833548904e-03
1.792358471694338817e+01,3.306726865791815850e-01,8.892500793464284126e-01,-1.656369003984192734e-05,3.798471286569409140e-03
1.793958791758351623e+01,3.306724215900777031e-01,8.891766173667720041e-01,-1.655739002436040774e-05,6.328935938323327834e-03
1.795559111822364429e+01,3.306721567332971401e-01,8.891031946442253808e-01,-1.655116169479997623e-05,2.763904433812001266e-03
1.797159431886377234e+01,3.306718920046716192e-01,8.890298111577943363e-01,-1.654499363828998426e-05,-3.063803145518705843e-04
1.798759751950390040e+01,3.306716274002197142e-01,8.889564668864967656e-01,-1.653887495911554595e-05,-6.992722615869124622e-03
1.800360072014402846e+01,3.306713629161462387e-01,8.888831618093631093e-01,-1.653279527713547026e-05,9.020985118276739559e-03
1.801960392078415651e+01,3.306710985488426346e-01,8.888098959054359094e-01,-1.652674472842063924e-05,1.355718258395912637e-03
1.803560712142428457e+01,3.306708342948868062e-01,8.887366691537701424e-01,-1.652071396499033007e-05,4.946519011123579404e-03
1.805161032206441263e+01,3.306705701510432860e-01,8.886634815334328863e-01,-1.651469415445139255e-05,-3.524297102760372280e-03
1.806761352270454069e+01,3.306703061142629574e-01,8.885903330235038755e-01,-1.650867697954028213e-05,1.136082304419802364e-04
1.808361672334466874e+01,3.306700421816832769e-01,8.885172236030749460e-01,-1.650265463874756033e-05,-1.038878257168593215e-02
1.809961992398479680e+01,3.306697783506282184e-01,8.884441532512501460e-01,-1.649661984549910532e-05,8.387563315125207402e-04
1.811562312462492486e+01,3.306695146186082179e-01,8.883711219471460696e-01,-1.649056582807284510e-05,7.635612670715039019e-03
1.813162632526505291e+01,3.306692509833203397e-01,8.882981296698913010e-01,-1.648448633015386910e-05,9.134483744681672762e-04
1.814762952590518097e+01,3.306689874426479991e-01,8.882251763986270809e-01,-1.647837560926623812e-05,8.577449729573180526e-03
1.816363272654530903e+01,3.306687239946611845e-01,8.881522621125067518e-01,-1.647222843771667389e-05,3.112632592789002506e-03
1.817963592718543708e+01,3.306684606376164015e-01,8.880793867906959793e-01,-1.646604010240027005e-05,1.362210026009078034e-02
1.819563912782556514e+01,3.306681973699567290e-01,8.880065504123726416e-01,-1.645980640420374730e-05,-1.916956127932231474e-03
1.821164232846569320e+01,3.306679341903115965e-01,8.879337529567272735e-01,-1.645352365785279769e-05,-1.640275578918694993e-02
1.822764552910582125e+01,3.306676710974970623e-01,8.878609944029624002e-01,-1.644718869184269572e-05,4.308435102163859186e-03
1.824364872974594931e+01,3.306674080905156465e-01,8.877882747302928701e-01,-1.644079884861870955e-05,-1.668335677624244000e-03
1.825965193038607737e+01,3.306671451685564422e-01,8.877155939179459665e-01,-1.643435198402098951e-05,-9.759368174810618274e-03
1.827565513102620542e+01,3.306668823309949490e-01,8.876429519451611849e-01,-1.642784646697925677e-05,6.496225732760672888e-03
1.829165833166633348e+01,3.306666195773931838e-01,8.875703487911904555e-01,-1.642128117979035906e-05,2.626870111366585124e-03
1.830766153230646154e+01,3.306663569074997922e-01,8.874977844352976986e-01,-1.641465551779908161e-05,4.436971363828399323e-03
1.832366473294658960e+01,3.306660943212497705e-01,8.874252588567596023e-01,-1.640796938896793566e-05,-3.340167477255881739e-03
1.833966793358671765e+01,3.306658318187647438e-01,8.873527720348648451e-01,-1.640122321402981420e-05,1.954070419263519327e-03
1.835567113422684571e+01,3.306655694003527990e-01,8.872803239489144289e-01,-1.639441792648799190e-05,2.526996023627760442e-03
1.837167433486697377e+01,3.306653070665085403e-01,8.872079145782217902e-01,-1.638755497193611355e-05,1.773016351044506486e-02
1.838767753550710182e+01,3.306650448179130342e-01,8.871355439021125777e-01,-1.638063630789166059e-05,-6.855978280894739312e-03
1.840368073614722988e+01,3.306647826554338643e-01,8.870632118999248750e-01,-1.637366440432330705e-05,-1.213156599782818366e-04
1.841968393678735794e+01,3.306645205801251874e-01,8.869909185510087557e-01,-1.636664224301254134e-05,3.622231480453452692e-03
1.843568713742748599e+01,3.306642585932276224e-01,8.869186638347270613e-01,-1.635957331719284369e-05,-1.726422883427118637e-02
1.845169033806761405e+01,3.306639966961683608e-01,8.868464477304545124e-01,-1.635246163195214208e-05,-1.604603613591388742e-02
1.846769353870774211e+01,3.306637348905609453e-01,8.867742702175783753e-01,-1.634531170341402273e-05,2.164183839657468980e-02
1.848369673934787016e+01,3.306634731782055470e-01,8.867021312754981288e-01,-1.633812855908467476e-05,-1.768752766517576666e-02
1.849969993998799822e+01,3.306632115610887990e-01,8.866300308836256860e-01,-1.633091773751982334e-05,5.732960528815070345e-03
1.851570314062812628e+01,3.306629500413839629e-01,8.865579690213851727e-01,-1.632368528836636301e-05,-8.498577745934089017e-03
1.853170634126825433e+01,3.306626886214506511e-01,8.864859456682129268e-01,-1.631643777165459053e-05,-7.647917465282968140e-03
1.854770954190838239e+01,3.306624273038349937e-01,8.864139608035578322e-01,-1.630918225813127176e-05,-1.984155822498155294e-02
1.856371274254851045e+01,3.306621660912697491e-01,8.863420144068807627e-01,-1.630192632892657478e-05,-9.023687649582402479e-03
1.857971594318863851e+01,3.306619049866740268e-01,8.862701064576552490e-01,-1.629467807566509219e-05,7.827491476961153521e-03
1.859571914382876656e+01,3.306616439931536200e-01,8.861982369353668121e-01,-1.628744609964705159e-05,-1.390371585526477445e-02
1.861172234446889462e+01,3.306613831140007287e-01,8.861264058195136295e-01,-1.628023951279200521e-05,5.937988563905032859e-03
1.862772554510902268e+01,3.306611223526939591e-01,8.860546130896057582e-01,-1.627306793570981736e-05,3.116704425550131247e-03
1.864372874574915073e+01,3.306608617128986571e-01,8.859828587251658005e-01,-1.626594149971294367e-05,2.016675705202421176e-02
1.865973194638927879e+01,3.306606011984665194e-01,8.859111427057287935e-01,-1.625887084508170766e-05,-4.761594703422235460e-03
1.867573514702940685e+01,3.306603408134358157e-01,8.858394650108418755e-01,-1.625186712156390101e-05,1.261788852490648531e-02
1.869173834766953490e+01,3.306600805620311667e-01,8.857678256200643974e-01,-1.624494198750048302e-05,8.872444600426899336e-03
1.870774154830966296e+01,3.306598204486639880e-01,8.856962245129684774e-01,-1.623810761122723711e-05,-2.882922280794080264e-03
1.872374474894979102e+01,3.306595604779319353e-01,8.856246616691378915e-01,-1.623137666902085829e-05,-1.664579126603068018e-02
1.873974794958991907e+01,3.306593006546192925e-01,8.855531370681692938e-01,-1.622476234627856506e-05,1.507817903351880116e-02
