I,v,v_noisy
2.729495443431873625e+01,5.268413169719104872e+01,5.091436467378417063e+01
2.731718159591019912e+01,5.268009559576647405e+01,5.298884099283284144e+01
2.733940875750166555e+01,5.267606373205239834e+01,5.266401994340076698e+01
2.736163591909312842e+01,5.267203609937823217e+01,5.163729256428726444e+01
2.738386308068459485e+01,5.266801269108739803e+01,5.216270390259737155e+01
2.740609024227605772e+01,5.266399350053725925e+01,5.430370023218299735e+01
2.742831740386752415e+01,5.265997852109909161e+01,5.187534607035728129e+01
2.745054456545899058e+01,5.265596774615806908e+01,5.301139793361351593e+01
2.747277172705045345e+01,5.265196116911322122e+01,5.177891020977953218e+01
2.749499888864191988e+01,5.264795878337736212e+01,5.108469985516049405e+01
2.751722605023338275e+01,5.264396058237708331e+01,5.484477455818749547e+01
2.753945321182484918e+01,5.263996655955273951e+01,5.317653300466379562e+01
2.756168037341631205e+01,5.263597670835835629e+01,5.207068431298607436e+01
2.758390753500777848e+01,5.263199102226165849e+01,5.217058999988251600e+01
2.760613469659924135e+01,5.262800949474397072e+01,5.225251865113359173e+01
2.762836185819070778e+01,5.262403211930026714e+01,5.150002218267391640e+01
2.765058901978217065e+01,5.262005888943898668e+01,5.291761904163664809e+01
2.767281618137363708e+01,5.261608979868218228e+01,5.308952386120326139e+01
2.769504334296509995e+01,5.261212484056537164e+01,5.207950035759847651e+01
2.771727050455656638e+01,5.260816400863750886e+01,5.242559640487335315e+01
2.773949766614802925e+01,5.260420729646098437e+01,5.122914801927165485e+01
2.776172482773949568e+01,5.260025469761156103e+01,5.270342984033338496e+01
2.778395198933096211e+01,5.259630620567836701e+01,5.057520014970575772e+01
2.780617915092242498e+01,5.259236181426383183e+01,5.235189530975551975e+01
2.782840631251389141e+01,5.258842151698367218e+01,5.382992484020044799e+01
2.785063347410535428e+01,5.258448530746687766e+01,5.217057650894142995e+01
2.787286063569682071e+01,5.258055317935556872e+01,5.502227424257753086e+01
2.789508779728828358e+01,5.257662512630514584e+01,5.139280704146890599e+01
2.791731495887975001e+01,5.257270114198409772e+01,5.219630779026817180e+01
2.793954212047121288e+01,5.256878122007402254e+01,5.240868942736243241e+01
2.796176928206267931e+01,5.256486535426960671e+01,5.330495506290861130e+01
2.798399644365414218e+01,5.256095353827856087e+01,5.357216378548444879e+01
2.800622360524560861e+01,5.255704576582164123e+01,5.259155231923861606e+01
2.802845076683707148e+01,5.255314203063254297e+01,5.098176940517389255e+01
2.805067792842853791e+01,5.254924232645791449e+01,5.377962324960054730e+01
2.807290509002000078e+01,5.254534664705730052e+01,5.303891014022862294e+01
2.809513225161146721e+01,5.254145498620316346e+01,5.317958506871151769e+01
2.811735941320293364e+01,5.253756733768074838e+01,5.089669749637766927e+01
2.813958657479439651e+01,5.253368369528814696e+01,5.285346066070486160e+01
2.816181373638586294e+01,5.252980405283621224e+01,5.223401781025590651e+01
2.818404089797732581e+01,5.252592840414853725e+01,5.330445679241466905e+01
2.820626805956879224e+01,5.252205674306145511e+01,5.402729047230150883e+01
2.822849522116025511e+01,5.251818906342391813e+01,5.157288904901436410e+01
2.825072238275172154e+01,5.251432535909756893e+01,5.226903770335046318e+01
2.827294954434318441e+01,5.251046562395664807e+01,5.239776053255464205e+01
2.829517670593465084e+01,5.250660985188797270e+01,5.162779225490103840e+01
2.831740386752611371e+01,5.250275803679092945e+01,5.286965760199926478e+01
2.833963102911758014e+01,5.249891017257738213e+01,5.283555219363140054e+01
2.836185819070904301e+01,5.249506625317170005e+01,5.150789765306251411e+01
2.838408535230050944e+01,5.249122627251069417e+01,5.152855477676325080e+01
2.840631251389197232e+01,5.248739022454360992e+01,5.258250758289671722e+01
2.842853967548343874e+01,5.248355810323208459e+01,5.065395073338944343e+01
2.845076683707490162e+01,5.247972990255006209e+01,5.262851111859335873e+01
2.847299399866636804e+01,5.247590561648387819e+01,5.314017742967060087e+01
2.849522116025783447e+01,5.247208523903211841e+01,5.313403112567811348e+01
2.851744832184929734e+01,5.246826876420563224e+01,5.144280702957372853e+01
2.853967548344076377e+01,5.246445618602751892e+01,5.401096131658063371e+01
2.856190264503222664e+01,5.246064749853304932e+01,5.428298448825933775e+01
2.858412980662369307e+01,5.245684269576968717e+01,5.127420938561157726e+01
2.860635696821515594e+01,5.245304177179703231e+01,5.396295282994768883e+01
2.862858412980662237e+01,5.244924472068676380e+01,5.357705261241748218e+01
2.865081129139808525e+01,5.244545153652264702e+01,5.319100895549853192e+01
2.867303845298955167e+01,5.244166221340051237e+01,5.163770682111683641e+01
2.869526561458101455e+01,5.243787674542819133e+01,5.331498633828906719e+01
2.871749277617248097e+01,5.243409512672548090e+01,5.132555122737250031e+01
2.873971993776394385e+01,5.243031735142413652e+01,5.241663326813884538e+01
2.876194709935541027e+01,5.242654341366787207e+01,5.315167895091975225e+01
2.878417426094687315e+01,5.242277330761226040e+01,5.287208425695261838e+01
2.880640142253833957e+01,5.241900702742471907e+01,5.213406627073805311e+01
2.882862858412980600e+01,5.241524456728453174e+01,5.275544361646154101e+01
2.885085574572126887e+01,5.241148592138277706e+01,5.229075456678643974e+01
2.887308290731273530e+01,5.240773108392228607e+01,5.267608781763362913e+01
2.889531006890419818e+01,5.240398004911766350e+01,5.169598690742143532e+01
2.891753723049566460e+01,5.240023281119518117e+01,5.131454053489805744e+01
2.893976439208712748e+01,5.239648936439284910e+01,5.189012847337401979e+01
2.896199155367859390e+01,5.239274970296028755e+01,5.125409170589276897e+01
2.898421871527005678e+01,5.238901382115875549e+01,5.346579623523967228e+01
2.900644587686152320e+01,5.238528171326112215e+01,5.483235392604125735e+01
2.902867303845298608e+01,5.238155337355175334e+01,5.304611789905811747e+01
2.905090020004445250e+01,5.237782879632666777e+01,5.349871441962063301e+01
2.907312736163591538e+01,5.237410797589328837e+01,5.141428987197351574e+01
2.909535452322738180e+01,5.237039090657055596e+01,5.227161170295580206e+01
2.911758168481884468e+01,5.236667758268887241e+01,5.134790933187072426e+01
2.913980884641031111e+01,5.236296799859002249e+01,5.299506697169766767e+01
2.916203600800177753e+01,5.235926214862722361e+01,5.249748537353844569e+01
2.918426316959324041e+01,5.235556002716503343e+01,5.144794761558603113e+01
2.920649033118470683e+01,5.235186162857933567e+01,5.370023588750706267e+01
2.922871749277616971e+01,5.234816694725732589e+01,5.234499772790187677e+01
2.925094465436763613e+01,5.234447597759751147e+01,5.310386137698139919e+01
2.927317181595909901e+01,5.234078871400959088e+01,5.320724630320354009e+01
2.929539897755056543e+01,5.233710515091452464e+01,5.369934885374724587e+01
2.931762613914202831e+01,5.233342528274444305e+01,5.356070165161899155e+01
2.933985330073349473e+01,5.232974910394264612e+01,5.238899409160303833e+01
2.936208046232495761e+01,5.232607660896360358e+01,5.213172400386413585e+01
2.938430762391642403e+01,5.232240779227282701e+01,5.173324834223313928e+01
2.940653478550788691e+01,5.231874264834696930e+01,5.133799942912947500e+01
2.942876194709935334e+01,5.231508117167371097e+01,5.393917892954601001e+01
2.945098910869081621e+01,5.231142335675176014e+01,5.176060245809505034e+01
2.947321627028228264e+01,5.230776919809080994e+01,5.358493187259154666e+01
2.949544343187374906e+01,5.230411869021155269e+01,5.144985924681921574e+01
2.951767059346521194e+01,5.230047182764560887e+01,5.157406917475029928e+01
2.953989775505667836e+01,5.229682860493549867e+01,5.312439662755357261e+01
2.956212491664814124e+01,5.229318901663465624e+01,5.204711590863053061e+01
2.958435207823960766e+01,5.228955305730738701e+01,5.143896535079214516e+01
2.960657923983107054e+01,5.228592072152876113e+01,5.367240949467083766e+01
2.962880640142253696e+01,5.228229200388474851e+01,5.097120993823903490e+01
2.965103356301399984e+01,5.227866689897204822e+01,5.139499881471450493e+01
2.967326072460546627e+01,5.227504540139811695e+01,5.276623638028296881e+01
2.969548788619692914e+01,5.227142750578113350e+01,5.352828716182114022e+01
2.971771504778839557e+01,5.226781320675000586e+01,5.210760124148335137e+01
2.973994220937985844e+01,5.226420249894428594e+01,5.132596009896267475e+01
2.976216937097132487e+01,5.226059537701418378e+01,5.416705638755302488e+01
2.978439653256278774e+01,5.225699183562051786e+01,5.209700799911422564e+01
2.980662369415425417e+01,5.225339186943472924e+01,5.149417436390334757e+01
2.982885085574572059e+01,5.224979547313880346e+01,5.218350005818871296e+01
2.985107801733718347e+01,5.224620264142528470e+01,5.316339186338181122e+01
2.987330517892864989e+01,5.224261336899720476e+01,4.944548424549166299e+01
2.989553234052011277e+01,5.223902765056810438e+01,5.108201131103304249e+01
2.991775950211157920e+01,5.223544548086200479e+01,5.271871443841536831e+01
2.993998666370304207e+01,5.223186685461335088e+01,5.255054677430241128e+01
2.996221382529450850e+01,5.222829176656697570e+01,5.210121079998384630e+01
2.998444098688597137e+01,5.222472021147812171e+01,5.190962104288162493e+01
3.000666814847743780e+01,5.222115218411240534e+01,5.258990745928613109e+01
3.002889531006890067e+01,5.221758767924575295e+01,5.304468674652553517e+01
3.005112247166036710e+01,5.221402669166440802e+01,5.151930226033518068e+01
3.007334963325182997e+01,5.221046921616490266e+01,5.164809360303529218e+01
3.009557679484329640e+01,5.220691524755403634e+01,5.275101958592559015e+01
3.011780395643475927e+01,5.220336478064881192e+01,5.172528930309718476e+01
3.014003111802622570e+01,5.219981781027648537e+01,5.081159036347184355e+01
3.016225827961769212e+01,5.219627433127445926e+01,5.185997795082000295e+01
3.018448544120915500e+01,5.219273433849029686e+01,5.100044293943371798e+01
3.020671260280062143e+01,5.218919782678171515e+01,5.259635317421368939e+01
3.022893976439208430e+01,5.218566479101653499e+01,5.284026390739987278e+01
3.025116692598355073e+01,5.218213522607264565e+01,5.144514649915378612e+01
3.027339408757501360e+01,5.217860912683801189e+01,5.192183413361411937e+01
3.029562124916648003e+01,5.217508648821061001e+01,5.237806919508739156e+01
3.031784841075794290e+01,5.217156730509846341e+01,5.321638604384276050e+01
3.034007557234940933e+01,5.216805157241954305e+01,5.300189070300412197e+01
3.036230273394087220e+01,5.216453928510179594e+01,5.232901584397097139e+01
3.038452989553233863e+01,5.216103043808311668e+01,5.242476309568198900e+01
3.040675705712380150e+01,5.215752502631127641e+01,5.336645687206001298e+01
3.042898421871526793e+01,5.215402304474397965e+01,5.272707287587075342e+01
3.045121138030673080e+01,5.215052448834877907e+01,5.261594790069541006e+01
3.047343854189819723e+01,5.214702935210303281e+01,5.114334487486917880e+01
3.049566570348966366e+01,5.214353763099395422e+01,5.232274853222348554e+01
3.051789286508112653e+01,5.214004932001854797e+01,5.255896765222825451e+01
3.054012002667259296e+01,5.213656441418356735e+01,5.222464921526518111e+01
3.056234718826405583e+01,5.213308290850550009e+01,5.119607929930818813e+01
3.058457434985552226e+01,5.212960479801058256e+01,5.047747998994277197e+01
3.060680151144698513e+01,5.212613007773472873e+01,5.271173939269390729e+01
3.062902867303845156e+01,5.212265874272353017e+01,5.273209327342681263e+01
3.065125583462991443e+01,5.211919078803222760e+01,5.227084108489459879e+01
3.067348299622138086e+01,5.211572620872570383e+01,5.132021719920542324e+01
3.069571015781284373e+01,5.211226499987839844e+01,5.171560050672184872e+01
3.071793731940431016e+01,5.210880715657437179e+01,5.207319300485095681e+01
3.074016448099577303e+01,5.210535267390723391e+01,5.282811268635094848e+01
3.076239164258723946e+01,5.210190154698010900e+01,5.223040458435092859e+01
3.078461880417870233e+01,5.209845377090564966e+01,5.138806288284412460e+01
3.080684596577016876e+01,5.209500934080597290e+01,5.166768960260951360e+01
3.082907312736163519e+01,5.209156825181268857e+01,5.104830683018066395e+01
3.085130028895309806e+01,5.208813049906682835e+01,5.381215686514735808e+01
3.087352745054456449e+01,5.208469607771882437e+01,5.147462490351158948e+01
3.089575461213602736e+01,5.208126498292854478e+01,5.347514174590425284e+01
3.091798177372749379e+01,5.207783720986519427e+01,5.240105475647103361e+01
3.094020893531895666e+01,5.207441275370733536e+01,5.383669663188283039e+01
3.096243609691042309e+01,5.207099160964287421e+01,5.115585176216949748e+01
3.098466325850188596e+01,5.206757377286898247e+01,5.283728251178905566e+01
3.100689042009335239e+01,5.206415923859216832e+01,5.131410120316494528e+01
3.102911758168481526e+01,5.206074800202814856e+01,5.133131503246349325e+01
3.105134474327628169e+01,5.205734005840190548e+01,5.146407354170855797e+01
3.107357190486774456e+01,5.205393540294763000e+01,5.091517575100137805e+01
3.109579906645921099e+01,5.205053403090869324e+01,5.129394424826617183e+01
3.111802622805067386e+01,5.204713593753765366e+01,5.187212359813317875e+01
3.114025338964214029e+01,5.204374111809620018e+01,5.363240429998643322e+01
3.116248055123360672e+01,5.204034956785515931e+01,5.169861291558930816e+01
3.118470771282506959e+01,5.203696128209448091e+01,5.068403564007075346e+01
3.120693487441653602e+01,5.203357625610313164e+01,5.266492228962994204e+01
3.122916203600799889e+01,5.203019448517920864e+01,5.336320770860897511e+01
3.125138919759946532e+01,5.202681596462984714e+01,4.971342691931168645e+01
3.127361635919092819e+01,5.202344068977112101e+01,5.250511391290657315e+01
3.129584352078239462e+01,5.202006865592817064e+01,5.076493531370125112e+01
3.131807068237385749e+01,5.201669985843511768e+01,5.033792379711149323e+01
3.134029784396532392e+01,5.201333429263496555e+01,5.265155054390521627e+01
3.136252500555678679e+01,5.200997195387971317e+01,5.340534219818331962e+01
3.138475216714825322e+01,5.200661283753024833e+01,5.376157299909655052e+01
3.140697932873971610e+01,5.200325693895634060e+01,5.208128840770782375e+01
3.142920649033118252e+01,5.199990425353663426e+01,5.171189280163793711e+01
3.145143365192264540e+01,5.199655477665860559e+01,5.222840944134528485e+01
3.147366081351411182e+01,5.199320850371859137e+01,5.261864521500564962e+01
3.149588797510557825e+01,5.198986543012166095e+01,5.290511467830746284e+01
3.151811513669704112e+01,5.198652555128174413e+01,5.335506595713243172e+01
3.154034229828850755e+01,5.198318886262150329e+01,5.247337860093917072e+01
3.156256945987997042e+01,5.197985535957229786e+01,5.264758741625907845e+01
3.158479662147143685e+01,5.197652503757424114e+01,5.231244602166476199e+01
3.160702378306289972e+01,5.197319789207620744e+01,5.140071587691839028e+01
3.162925094465436615e+01,5.196987391853564020e+01,5.251475457197739871e+01
3.165147810624582903e+01,5.196655311241870834e+01,5.348129104270573464e+01
3.167370526783729545e+01,5.196323546920018543e+01,5.280870592025849675e+01
3.169593242942875833e+01,5.195992098436347817e+01,5.009943151281552076e+01
3.171815959102022475e+01,5.195660965340057658e+01,5.353901410989529808e+01
3.174038675261168763e+01,5.195330147181206826e+01,5.130230554149351008e+01
3.176261391420315405e+01,5.194999643510706733e+01,5.423125228063420167e+01
3.178484107579461693e+01,5.194669453880323573e+01,5.409411606863477573e+01
3.180706823738608335e+01,5.194339577842676192e+01,5.273256840356356179e+01
3.182929539897754978e+01,5.194010014951231113e+01,5.381896193084651969e+01
3.185152256056901265e+01,5.193680764760301116e+01,5.130680735570255990e+01
3.187374972216047908e+01,5.193351826825046658e+01,5.187613252806567488e+01
3.189597688375194195e+01,5.193023200701472319e+01,5.139749832798325713e+01
3.191820404534340838e+01,5.192694885946420413e+01,5.237641244090536929e+01
3.194043120693487126e+01,5.192366882117573823e+01,5.208524063492650669e+01
3.196265836852633768e+01,5.192039188773456715e+01,5.223984702311857120e+01
3.198488553011780056e+01,5.191711805473425301e+01,5.212215915903615127e+01
3.200711269170926698e+01,5.191384731777667128e+01,5.339678462030349237e+01
3.202933985330073341e+01,5.191057967247205340e+01,5.200368001745596302e+01
3.205156701489219273e+01,5.190731511443891577e+01,5.157548115946232770e+01
3.207379417648365916e+01,5.190405363930401705e+01,5.207005009912052884e+01
3.209602133807512558e+01,5.190079524270240086e+01,5.240099666352235630e+01
3.211824849966659201e+01,5.189753992027738860e+01,5.235882345960396123e+01
3.214047566125805844e+01,5.189428766768041612e+01,5.096728103525095577e+01
3.216270282284951776e+01,5.189103848057119706e+01,5.145201378677543147e+01
3.218492998444098419e+01,5.188779235461760209e+01,5.161111974239337741e+01
3.220715714603245061e+01,5.188454928549567313e+01,5.101125811043462477e+01
3.222938430762391704e+01,5.188130926888956651e+01,5.035688615494847653e+01
3.225161146921537636e+01,5.187807230049156715e+01,5.127167599810939436e+01
3.227383863080684279e+01,5.187483837600208147e+01,4.935469962084349049e+01
3.229606579239830921e+01,5.187160749112955216e+01,5.154513775027216838e+01
3.231829295398977564e+01,5.186837964159053627e+01,5.059760891216133416e+01
3.234052011558123496e+01,5.186515482310960579e+01,5.149539118828801065e+01
3.236274727717270139e+01,5.186193303141938316e+01,5.166303566164792471e+01
3.238497443876416781e+01,5.185871426226046310e+01,5.359814059611369430e+01
3.240720160035563424e+01,5.185549851138148370e+01,5.367868234000574290e+01
3.242942876194709356e+01,5.185228577453898424e+01,5.391377429632243690e+01
3.245165592353855999e+01,5.184907604749749055e+01,5.189514899336159459e+01
3.247388308513002642e+01,5.184586932602945808e+01,5.134154483396717694e+01
3.249611024672149284e+01,5.184266560591525774e+01,5.260641814583779308e+01
3.251833740831295927e+01,5.183946488294314747e+01,5.081625884245575975e+01
3.254056456990441859e+01,5.183626715290926512e+01,5.170770951590927211e+01
3.256279173149588502e+01,5.183307241161764267e+01,5.106418172106380382e+01
3.258501889308735144e+01,5.182988065488007123e+01,5.173757150235773139e+01
3.260724605467881787e+01,5.182669187851623605e+01,5.249778754609579323e+01
3.262947321627027719e+01,5.182350607835360279e+01,5.075041639300842178e+01
3.265170037786174362e+01,5.182032325022738917e+01,5.201677882094396921e+01
3.267392753945321004e+01,5.181714338998064306e+01,5.194097366367384438e+01
3.269615470104467647e+01,5.181396649346413597e+01,5.196698095907004955e+01
3.271838186263613579e+01,5.181079255653632742e+01,5.221681864359199210e+01
3.274060902422760222e+01,5.180762157506343613e+01,5.137419274506446243e+01
3.276283618581906865e+01,5.180445354491937593e+01,5.166457597557364068e+01
3.278506334741053507e+01,5.180128846198571324e+01,5.139903545370190585e+01
3.280729050900200150e+01,5.179812632215170254e+01,5.025962438591694337e+01
3.282951767059346082e+01,5.179496712131421532e+01,5.314468130957274639e+01
3.285174483218492725e+01,5.179181085537776141e+01,5.239097301354305358e+01
3.287397199377639367e+01,5.178865752025443214e+01,5.236260884358277679e+01
3.289619915536786010e+01,5.178550711186393585e+01,5.109568914287412156e+01
3.291842631695931942e+01,5.178235962613354104e+01,5.005004875093521832e+01
3.294065347855078585e+01,5.177921505899807642e+01,5.196881392208315020e+01
3.296288064014225228e+01,5.177607340639988109e+01,5.084713112285226089e+01
3.298510780173371870e+01,5.177293466428886148e+01,5.341304818166495494e+01
3.300733496332517802e+01,5.176979882862237048e+01,5.335672062101063062e+01
3.302956212491664445e+01,5.176666589536525009e+01,5.120728428244311203e+01
3.305178928650811088e+01,5.176353586048986699e+01,5.297737183622916746e+01
3.307401644809957730e+01,5.176040871997596327e+01,5.238842928432899271e+01
3.309624360969103662e+01,5.175728446981074882e+01,5.162645648435859158e+01
3.311847077128250305e+01,5.175416310598885872e+01,5.021626268060459353e+01
3.314069793287396948e+01,5.175104462451231768e+01,5.227882937847010680e+01
3.316292509446543590e+01,5.174792902139049744e+01,5.254569852331712809e+01
3.318515225605690233e+01,5.174481629264016647e+01,5.257675297533489100e+01
3.320737941764836165e+01,5.174170643428545446e+01,5.121374864342676148e+01
3.322960657923982808e+01,5.173859944235776709e+01,5.177231165887427977e+01
3.325183374083129451e+01,5.173549531289586412e+01,5.179065929347287778e+01
3.327406090242276093e+01,5.173239404194580970e+01,5.177501909495570231e+01
3.329628806401422025e+01,5.172929562556090133e+01,5.116308009539409341e+01
3.331851522560568668e+01,5.172620005980172664e+01,5.277346449496840108e+01
3.334074238719715311e+01,5.172310734073613503e+01,5.229353523956794447e+01
3.336296954878861953e+01,5.172001746443918080e+01,5.137834546646387679e+01
3.338519671038007885e+01,5.171693042699313025e+01,5.215766023132840701e+01
3.340742387197154528e+01,5.171384622448745461e+01,5.267735300093081463e+01
3.342965103356301171e+01,5.171076485301880155e+01,5.207529573928832178e+01
3.345187819515447814e+01,5.170768630869096683e+01,5.204684326311705433e+01
3.347410535674594456e+01,5.170461058761492268e+01,5.248469860722329372e+01
3.349633251833740388e+01,5.170153768590874677e+01,5.101737771493261420e+01
3.351855967992887031e+01,5.169846759969763639e+01,5.239921235960380841e+01
3.354078684152033674e+01,5.169540032511389427e+01,5.110652889713790614e+01
3.356301400311180316e+01,5.169233585829691435e+01,5.193024095797384376e+01
3.358524116470326248e+01,5.168927419539311074e+01,5.290935355486020342e+01
3.360746832629472891e+01,5.168621533255596034e+01,5.130748193088788156e+01
3.362969548788619534e+01,5.168315926594602416e+01,5.283730105323562043e+01
3.365192264947766176e+01,5.168010599173082653e+01,5.236756229235358262e+01
3.367414981106912109e+01,5.167705550608488352e+01,5.304268939338877686e+01
3.369637697266058751e+01,5.167400780518975978e+01,5.032134769705880473e+01
3.371860413425205394e+01,5.167096288523394065e+01,4.802529827654196026e+01
3.374083129584352037e+01,5.166792074241284638e+01,5.084503190372161185e+01
3.376305845743497969e+01,5.166488137292887473e+01,5.372267467504320848e+01
3.378528561902644611e+01,5.166184477299132283e+01,5.204192587986099738e+01
3.380751278061791254e+01,5.165881093881640140e+01,5.151638329143982276e+01
3.382973994220937897e+01,5.165577986662721344e+01,5.179288542979195853e+01
3.385196710380084539e+01,5.165275155265373996e+01,5.220063731888313185e+01
3.387419426539230471e+01,5.164972599313277613e+01,5.160932246395351086e+01
3.389642142698377114e+01,5.164670318430801643e+01,5.397265486715975413e+01
3.391864858857523757e+01,5.164368312242996950e+01,5.188385769311479834e+01
3.394087575016670399e+01,5.164066580375592963e+01,5.050528021733464357e+01
3.396310291175816332e+01,5.163765122455001233e+01,5.053513534726280909e+01
3.398533007334962974e+01,5.163463938108310458e+01,5.164232186749361375e+01
3.400755723494109617e+01,5.163163026963286484e+01,5.174214131918308368e+01
3.402978439653256260e+01,5.162862388648367329e+01,5.252865009014113440e+01
3.405201155812402192e+01,5.162562022792667449e+01,5.264555336529635099e+01
3.407423871971548834e+01,5.162261929025974894e+01,5.271372037821483048e+01
3.409646588130695477e+01,5.161962106978744202e+01,5.076124265937497171e+01
3.411869304289842120e+01,5.161662556282099956e+01,5.213717751159094860e+01
3.414092020448988762e+01,5.161363276567836067e+01,5.110124829159623516e+01
3.416314736608134695e+01,5.161064267468410094e+01,5.188706155809986598e+01
3.418537452767281337e+01,5.160765528616942532e+01,5.072058966781464306e+01
3.420760168926427980e+01,5.160467059647221788e+01,5.296926111933968429e+01
3.422982885085574623e+01,5.160168860193692808e+01,5.303806657281839421e+01
3.425205601244720555e+01,5.159870929891462765e+01,5.204042674725149453e+01
3.427428317403867197e+01,5.159573268376298927e+01,5.079968999764614779e+01
3.429651033563013840e+01,5.159275875284622970e+01,5.270616831910351152e+01
3.431873749722160483e+01,5.158978750253510270e+01,5.198035252459762745e+01
3.434096465881306415e+01,5.158681892920692746e+01,5.040145626417167790e+01
3.436319182040453057e+01,5.158385302924556015e+01,5.230367702776848660e+01
3.438541898199599700e+01,5.158088979904134419e+01,5.251617200814695252e+01
3.440764614358746343e+01,5.157792923499111026e+01,5.214006223240379967e+01
3.442987330517892275e+01,5.157497133349821183e+01,4.996973478262174950e+01
3.445210046677038918e+01,5.157201609097242567e+01,5.232679377986606539e+01
3.447432762836185560e+01,5.156906350382999449e+01,5.257303738540771576e+01
3.449655478995332203e+01,5.156611356849360561e+01,5.108198925319210559e+01
3.451878195154478846e+01,5.156316628139236968e+01,5.268197395232684954e+01
3.454100911313624778e+01,5.156022163896179222e+01,5.212801499574236885e+01
3.456323627472771420e+01,5.155727963764378785e+01,5.256167820181276085e+01
3.458546343631918063e+01,5.155434027388663765e+01,4.998131967071048365e+01
3.460769059791064706e+01,5.155140354414500337e+01,5.134811206949374451e+01
3.462991775950210638e+01,5.154846944487985638e+01,5.208019102163948588e+01
3.465214492109357280e+01,5.154553797255857717e+01,5.018506358709955606e+01
3.467437208268503923e+01,5.154260912365482739e+01,5.171952466326202824e+01
3.469659924427650566e+01,5.153968289464855701e+01,5.324601864538040985e+01
3.471882640586796498e+01,5.153675928202606116e+01,5.012448030560269530e+01
3.474105356745943141e+01,5.153383828227987351e+01,5.294245778758134691e+01
3.476328072905089783e+01,5.153091989190879474e+01,5.244840425089574865e+01
3.478550789064236426e+01,5.152800410741790671e+01,5.073499642615268357e+01
3.480773505223382358e+01,5.152509092531850854e+01,5.080872196306702193e+01
3.482996221382529001e+01,5.152218034212814501e+01,5.073546718564373492e+01
3.485218937541675643e+01,5.151927235437054264e+01,5.187235823397870860e+01
3.487441653700822286e+01,5.151636695857565940e+01,4.932775251063218747e+01
3.489664369859968929e+01,5.151346415127959233e+01,5.219999093572774029e+01
3.491887086019114861e+01,5.151056392902464864e+01,5.009377389914429557e+01
3.494109802178261504e+01,5.150766628835926042e+01,5.119073627234541846e+01
3.496332518337408146e+01,5.150477122583802725e+01,5.112043019568089619e+01
3.498555234496554789e+01,5.150187873802164518e+01,5.226169860420266389e+01
3.500777950655700721e+01,5.149898882147698487e+01,5.056978705571235366e+01
3.503000666814847364e+01,5.149610147277695660e+01,5.072603877167320263e+01
3.505223382973994006e+01,5.149321668850056710e+01,5.265408460296288240e+01
3.507446099133140649e+01,5.149033446523292668e+01,5.308810341929864052e+01
3.509668815292286581e+01,5.148745479956518523e+01,5.145159524046463417e+01
3.511891531451433224e+01,5.148457768809455359e+01,5.115142973678960203e+01
3.514114247610579866e+01,5.148170312742425381e+01,5.173376582889558506e+01
3.516336963769726509e+01,5.147883111416355462e+01,5.154817239739438151e+01
3.518559679928873152e+01,5.147596164492770754e+01,5.148109906011890047e+01
3.520782396088019084e+01,5.147309471633795397e+01,5.050662120670200039e+01
3.523005112247165727e+01,5.147023032502156781e+01,4.932295767902273553e+01
3.525227828406312369e+01,5.146736846761173467e+01,5.167537557640887513e+01
3.527450544565459012e+01,5.146450914074760874e+01,5.138848153710395650e+01
3.529673260724604944e+01,5.146165234107430564e+01,5.253282768393999191e+01
3.531895976883751587e+01,5.145879806524284561e+01,5.250674391355394732e+01
3.534118693042898229e+01,5.145594630991014640e+01,5.301190731054555982e+01
3.536341409202044872e+01,5.145309707173909430e+01,5.093961416743336912e+01
3.538564125361190804e+01,5.145025034739838077e+01,5.211808132480090450e+01
3.540786841520337447e+01,5.144740613356262315e+01,5.021088466130623118e+01
3.543009557679484089e+01,5.144456442691230791e+01,5.165433964070851403e+01
3.545232273838630732e+01,5.144172522413375503e+01,5.188641936491368511e+01
3.547454989997776664e+01,5.143888852191911099e+01,5.069218843223566040e+01
3.549677706156923307e+01,5.143605431696634867e+01,5.128583373688325509e+01
3.551900422316069950e+01,5.143322260597928164e+01,5.374531888265480717e+01
3.554123138475216592e+01,5.143039338566747887e+01,5.056386399990081770e+01
3.556345854634363235e+01,5.142756665274633576e+01,5.238534113509098233e+01
3.558568570793509167e+01,5.142474240393698892e+01,5.102502994668311942e+01
3.560791286952655810e+01,5.142192063596635876e+01,5.224362336140844576e+01
3.563014003111802452e+01,5.141910134556708556e+01,4.888140973429000269e+01
3.565236719270949095e+01,5.141628452947757921e+01,5.009717596689938546e+01
3.567459435430095027e+01,5.141347018444196237e+01,5.112016732800240959e+01
3.569682151589241670e+01,5.141065830721002783e+01,5.296364239969726384e+01
3.571904867748388313e+01,5.140784889453732376e+01,5.119515502415265473e+01
3.574127583907534955e+01,5.140504194318506137e+01,5.015261078390462757e+01
3.576350300066680887e+01,5.140223744992009358e+01,5.091788943550143642e+01
3.578573016225827530e+01,5.139943541151497186e+01,5.209076671935802239e+01
3.580795732384974173e+01,5.139663582474790360e+01,4.983928495383361224e+01
3.583018448544120815e+01,5.139383868640268815e+01,5.138973799510125673e+01
3.585241164703267458e+01,5.139104399326878081e+01,5.113999106711965936e+01
3.587463880862413390e+01,5.138825174214125013e+01,5.093559403516092488e+01
3.589686597021560033e+01,5.138546192982073535e+01,5.172108345356281944e+01
