N,E,G,L,L_noisy
8.413115507948970562e-01,1.384334081578714226e+01,1.340056340803453949e+01,3.792699601824481181e+00,3.798906553233342809e+00
3.470591268396384432e+00,2.413702913989122933e+01,2.052885199631088398e+01,3.171799777307532597e+00,3.164810434378856119e+00
6.055836837835298914e-01,1.223010523379394101e+02,1.363403325851385262e+01,4.041014494222527453e+00,4.061139609138838757e+00
1.493524020425082144e+00,8.762044636926003705e+01,2.793179338471369011e+00,3.610570797865920945e+00,3.598341285570644477e+00
3.980874859939524946e+00,7.336533346779653186e+01,2.613122353953740173e+01,3.008715821564057258e+00,3.014454494425406139e+00
2.976069084931581843e-01,9.253286610525979228e+00,4.844071125221458551e+00,1.062058590972830885e+01,1.062902901715335524e+01
6.738471031927822930e-01,1.670514262856488230e+01,7.815852010829068774e+00,3.995335856723582602e+00,4.024911997920312956e+00
1.824810266585926710e+00,1.211010787532044297e+01,1.997978551950308912e+01,3.395759033238972435e+00,3.385650205971993287e+00
2.619654008719469740e+00,5.640474641983206538e+01,2.694676277834582301e+00,3.536905363299747584e+00,3.571767012225955717e+00
2.511955283383509041e+01,1.063494027698152422e+02,2.790302931976685663e+00,3.164030602087196886e+00,3.167553901119645410e+00
8.488878968446151418e+00,4.245865742158851219e+01,2.564119591212025639e+01,2.941093514331128755e+00,2.937213976118077330e+00
4.869341115579278068e+00,1.306859366231574597e+02,8.615239263606969899e+00,3.123895868252878127e+00,3.110446413234106089e+00
4.070072834953116825e+01,1.039695087569393905e+01,1.590266076068418855e+01,2.839713640642711923e+00,2.851439509023802721e+00
3.908828303494538692e-01,1.340214306404975808e+01,9.666891918010865226e+00,-9.852270568252694538e-01,-9.842483519364217948e-01
2.052339035631599584e-01,9.956092114113561209e+00,1.561726928589024066e+00,4.481038471575937265e+00,4.458966286257381562e+00
1.517664026582716374e+00,3.277579244583210283e+01,1.085358052428889497e+00,3.905863377939355452e+00,3.883305634414182528e+00
2.579703938227947413e-01,1.590872072251346481e+01,3.270728170219999065e+00,5.312884620487579923e+00,5.301774236331569412e+00
4.655251131139527487e+00,1.974717287636330241e+02,6.917176291516131670e+00,3.143964853780913948e+00,3.130444733703490634e+00
5.259324846523253605e+00,1.370112039635769641e+01,1.060780588345215847e+01,3.231594884916419108e+00,3.253400932750963204e+00
2.481879256568291781e-01,1.293592509353200342e+02,1.592005261525590498e+01,2.919000688243480912e+00,2.946511454202884295e+00
1.406572052570919062e+01,1.013529992395594270e+01,3.457072151048251385e+00,3.250916006575947481e+00,3.268287199053297787e+00
4.673243927073080783e+00,1.824144865163001228e+01,2.740662255409206693e+01,3.096757251304973479e+00,3.103914629105594791e+00
1.860141503333197610e+00,2.612441514422032895e+01,7.508804824145909329e+00,3.469299400224462815e+00,3.460734636067570591e+00
5.655165509127975554e+01,1.880373123998008111e+02,3.582101655019730657e+00,3.008063436219003073e+00,3.009153100437408135e+00
3.696041876304285978e+01,2.231474537334972865e+02,1.890813908709059410e+00,3.218827028757640818e+00,3.236521168878211618e+00
4.601585451533078408e-01,7.752451885356781247e+01,1.302015155266127699e+01,7.898751563790690966e+01,7.903013508258138131e+01
3.160454407289680079e-01,3.047327539554773068e+01,9.303018846393202423e+00,2.458779067866817325e+00,2.477037051972853288e+00
5.579678963159362581e+01,1.619843051024923568e+02,4.511645005121095231e+00,2.960611774041288058e+00,2.955003531155393492e+00
2.963163841894652095e-01,5.337135484918815109e+01,4.375613777187700393e+00,6.484957555446122512e+00,6.485718056961540690e+00
1.869041649513097880e+01,1.083309860189800133e+01,1.247518630582133525e+00,3.478559462077207787e+00,3.468908564054171251e+00
8.660661157119851072e-01,2.730183375423557379e+01,1.791626023505062282e+00,3.929942785219253221e+00,3.914294813700264886e+00
1.212149090320877365e+00,1.271690121315745081e+01,1.850714834503955331e+01,3.547026673911093830e+00,3.543341833866734625e+00
4.583254124154049869e+00,1.304490291380587337e+02,2.983321930917441467e+00,3.362894770400877142e+00,3.366807064244979664e+00
5.996426327388374489e+01,1.747592288554253059e+01,1.468206449535393476e+00,3.238173931494841895e+00,3.274891963228393266e+00
1.014309584305805451e-01,2.643720280240148313e+01,2.320670632173586601e+00,1.209930131608505199e+01,1.210034196548411956e+01
3.068046963537979233e-01,7.476850859517325887e+01,2.262298383943294411e+00,4.193802727775113759e+00,4.220949889274382194e+00
1.447555873956316930e+01,5.575752914301532570e+01,1.590586875086485819e+01,2.922592632392079004e+00,2.957942414014573806e+00
1.525455658699778505e+00,1.161376491573671217e+02,1.107512551958554248e+01,3.304934089902025196e+00,3.306510247307219430e+00
7.301822301820024563e-01,1.087128677335362283e+02,1.255753395357704472e+00,3.890452411384794473e+00,3.922608389137119289e+00
7.739037915489930697e+01,1.995811601019323120e+02,1.674884525919383549e+01,2.678954952199397610e+00,2.693253660290775287e+00
6.195627089255548725e-01,5.039148055198221954e+01,2.378852341396051173e+01,4.452904694625386739e+00,4.444553988726194227e+00
1.388356102674279136e+01,2.987050999237405335e+01,2.771631537051081651e+01,2.881433474931291983e+00,2.886737075428269517e+00
7.810467098550201115e+01,9.657089487588971011e+00,1.302335144762812869e+00,3.231979261303052464e+00,3.232436817663951079e+00
1.942218867590643328e+01,1.273833447586077661e+01,5.924218653358388487e+00,3.094956867685202617e+00,3.090310087086303614e+00
1.343513726008317377e+01,1.624598487372592004e+01,1.284226502035939355e+01,3.027715487050338439e+00,3.023739862390439903e+00
1.477815231106692906e+01,1.143949223027158801e+01,2.101447920534319724e+00,3.350838955847404321e+00,3.353723141916864048e+00
2.604223901288315801e+01,8.062214907360964133e+00,2.131474444657416711e+01,2.878595467779459849e+00,2.887279090589104147e+00
6.510898825080158048e-01,3.559901799057062988e+01,1.956626632310470404e+00,3.969740316583904693e+00,3.952042679080729926e+00
7.586826902819370666e+00,1.195528027559985418e+01,6.169591475407392167e+00,3.254782239304548241e+00,3.254594486064624537e+00
2.562463465537452478e+01,2.437641762814169510e+01,1.504814290457566273e+01,2.891059539872193884e+00,2.860612439433293908e+00
4.620499460707076622e+01,2.316494814934168289e+01,8.597257634620948608e+00,2.895659802151909545e+00,2.900875712137513496e+00
5.217980594307908859e+01,3.354935158435555564e+01,5.829326076227903108e+00,2.939308398725077875e+00,2.951780388240705655e+00
5.148600336769196417e+01,5.171306522035401088e+01,9.241556315113859554e+00,2.855645248644526291e+00,2.858924345411722356e+00
1.962914568891981071e-01,2.447673563716901413e+01,1.942620379930010088e+01,3.320702180210715060e+00,3.326419243249089774e+00
1.346536909231550450e+00,1.775433413566023688e+01,5.422724299116749691e+00,3.655564822939029845e+00,3.667363685010223140e+00
2.339786605598643821e+00,7.944832176182158889e+01,1.167892190072775005e+00,3.763959642126835536e+00,3.750657625242495463e+00
4.732125041626834161e+01,1.171764553140966392e+01,2.351292563954974213e+01,2.765038162687074141e+00,2.760257185500582189e+00
1.810342962748189510e+00,2.645760833239716803e+01,3.166273551683994381e+00,3.637475633996402724e+00,3.647694074872718240e+00
6.233562382951070013e-01,1.367296520894145573e+01,2.344635438372636216e+00,4.072147444725197296e+00,4.092185159419780227e+00
1.147034074409591237e-01,8.738986711466845136e+00,1.211313414680472533e+01,3.713841072966965307e+00,3.721739500993870298e+00
7.349585275569998633e-01,1.385837519044068245e+02,8.104427718861794361e+00,3.658315354374538586e+00,3.709372542821642416e+00
2.198733301576585220e+01,1.078034856836875832e+02,5.107637916022833124e+00,3.044545728632446213e+00,3.042718517188748972e+00
1.149510160066020276e-01,1.562796095348817857e+02,1.324921538798133547e+01,3.161071371029044119e+00,3.181064579616140975e+00
3.125948248832161047e-01,7.478199058263362531e+01,4.651297383802748264e+00,6.311883252230186869e+00,6.337217805795188674e+00
8.568509104728655457e-01,1.423843104070721779e+02,4.467494833169380009e+00,3.634887637058447751e+00,3.632212240131612369e+00
3.944874720605950458e+00,3.569714142716073724e+01,2.041465921980899711e+00,3.557586991561833223e+00,3.541176733917778208e+00
1.227806574584700661e+00,4.306021880461850770e+01,7.491179688867435793e+00,3.544770098760730903e+00,3.521118040210187150e+00
4.445484330415804664e+01,4.289544257371534997e+01,3.978322050623118056e+00,3.028821237829137036e+00,3.032066777825720649e+00
4.192112091191337875e-01,1.023837637621790897e+01,2.111584545330190466e+00,4.264414958160773317e+00,4.286620797251550208e+00
4.840644637174315257e+00,1.531892940615788916e+02,7.113420151869243924e+00,3.151058304995960846e+00,3.156491672973069207e+00
2.155026005955287616e+01,1.538185871752912419e+02,1.541040976375533278e+00,3.352434648300783415e+00,3.355891769808178271e+00
6.149285928689939595e+01,2.426891419075382146e+02,7.814816446491045454e+00,2.832934309346768043e+00,2.825350031686514107e+00
4.172927313913321257e+01,1.553588763489160840e+02,5.223850356889743196e+00,2.960031237845267782e+00,2.971251832501139223e+00
2.550134056596023990e-01,2.025664554126869632e+02,1.722531943945832467e+01,2.836800470847581579e+00,2.794083849818707055e+00
2.373560133557433716e+01,2.368209660733428166e+02,3.129465365829122714e+00,3.122521838639530589e+00,3.127169303667024725e+00
1.061790434403956240e+01,3.172849547970077566e+01,2.468342410923855113e+01,2.933482579751129027e+00,2.934045105942188147e+00
1.839969703844940518e+00,1.024932056757116960e+01,5.901363223482930742e+00,3.594102469730780847e+00,3.566695664799546250e+00
1.193167174526497676e-01,5.573460633367710670e+01,3.995008436170642163e+00,3.059973578330758226e+00,3.103485536813635370e+00
3.191129383265915997e-01,1.179043849034162861e+02,1.426134908142397606e+01,2.664464553377617673e+00,2.636716288746526082e+00
1.771668561785706686e+01,2.215317614363439986e+02,6.276355641482182612e+00,2.998917506351007845e+00,2.977367096414054615e+00
1.786546413137493072e-01,2.023650546717845700e+01,1.075524393644557763e+00,4.331791472863002035e+00,4.307774210711945884e+00
8.668616196524256967e-01,2.570709389976669712e+01,2.221706839760578944e+01,3.646115020805870799e+00,3.668322376841044452e+00
5.829580648052212766e-01,2.227111223654585217e+02,4.388536400172640128e+00,3.787380567758087402e+00,3.769618870534903632e+00
1.731022411441422904e+01,1.315153373684063922e+02,1.710668265031608959e+00,3.344201351574126235e+00,3.357574479833410397e+00
1.194481664189891434e+00,1.451687033190042975e+01,6.740931657810446787e+00,3.682633998093114869e+00,3.694384201143539936e+00
1.826268897899829824e-01,2.296777137745834523e+02,3.445078985922796821e+00,-2.370011385263719461e+00,-2.364817977042756869e+00
1.292189790680253747e+00,8.898693871789296495e+00,1.527544272017850702e+01,3.584798044310211207e+00,3.558646466177072920e+00
9.560698662386507563e-01,8.225932934769021543e+00,1.788656979517690981e+00,4.009598950298721931e+00,3.997356822738965310e+00
1.416002766843958582e+01,1.534390996975792198e+01,2.517049329967428761e+01,2.929176309084850605e+00,2.962638608485532288e+00
9.127811453406031728e-01,1.560483714835445213e+01,4.367825872811962107e+00,3.845679896264216246e+00,3.819864808276563828e+00
1.204611340139208586e+01,2.201681816546919990e+01,3.761102936613974990e+00,3.241336196991734475e+00,3.224703097784365813e+00
4.128415123322370484e+00,6.467395862579654420e+01,4.085717845804182957e+00,3.350135728425713388e+00,3.346890797970105691e+00
4.604669733193578907e+01,1.940580880207219252e+02,3.579125731762534457e+00,3.027933927724166807e+00,3.044113729164914073e+00
1.585241812579996790e+01,3.486049622817586169e+01,2.361239444589459424e+01,2.876457306357353971e+00,2.881490090169451346e+00
1.674002983221568375e+00,1.667431846068008738e+01,1.763780879302770899e+01,3.406762949568671761e+00,3.421603832754578356e+00
2.849236863324492219e+00,3.847371183589709176e+01,2.094278082363137372e+01,3.165407752004764763e+00,3.144061867345324668e+00
2.595119013412082953e+00,1.331877531177964791e+01,1.237605741755197641e+01,3.362975718335360575e+00,3.381871250213680735e+00
4.121992455525217736e+01,1.667391336286855505e+02,5.507763613083797694e+00,2.948845927794504274e+00,2.960226504126080904e+00
2.594827638610251452e-01,2.526282272424302988e+01,4.334729394620161713e+00,3.174420877415099440e+01,3.171231748304852260e+01
1.873656772814417781e+00,5.897835535724481559e+01,3.068944980750664087e+01,3.152699298768121050e+00,3.183497622926266590e+00
4.024724639016374894e+00,1.919921858124197342e+02,4.807656958512828815e+00,3.244997776912745380e+00,3.290845734116250476e+00
2.035487767199690712e+00,4.540074896428014739e+01,1.179222272649979253e+01,3.316991273506168625e+00,3.301619726363234530e+00
6.224226725341992505e+00,4.057456516994980689e+01,1.677233254183420641e+01,3.056739630030740784e+00,3.057852686363074834e+00
3.137106671005355008e+00,6.832124585498989688e+01,2.019547688753603865e+01,3.097887115163076022e+00,3.125835566825227119e+00
1.742156750193511794e+00,1.626541457314006038e+02,1.036137302436472929e+01,3.249521898067950776e+00,3.219897093479406891e+00
1.149314584572646680e+01,1.136317516578153608e+01,3.482784044078921060e+00,3.283282772111304482e+00,3.243485565729909315e+00
9.726742015151311760e-01,8.486557398127733620e+01,4.719833411836864556e+00,3.633469424891934363e+00,3.607530542447936028e+00
6.617638524774272391e+00,2.581132958575820879e+01,1.789052064841176914e+01,3.069221334404684143e+00,3.057879998677562661e+00
1.533469145189070204e+01,1.353468162593032886e+01,5.429942672326476760e+00,3.147182919097217813e+00,3.135614074857520084e+00
2.465698139003824618e-01,1.789943969259224446e+02,2.395232138747084605e+01,2.881263239742146709e+00,2.893410183218998455e+00
9.535781791949055064e-01,1.959153550401362907e+02,1.075376565444889021e+00,3.833156950732178547e+00,3.838527678171439916e+00
6.825173042940788548e+01,1.293270598695264439e+01,2.059006167657108577e+01,2.728114671438672367e+00,2.703193126145291281e+00
7.907949052663595069e+01,4.204543057708696097e+01,8.506185729398792361e+00,2.822069201649858528e+00,2.833416801051635403e+00
9.487816780039540276e+01,2.514589822332312110e+02,1.721158169248223047e+01,2.650141363712213760e+00,2.687622990545837975e+00
1.341459303064012620e-01,9.282026450704913145e+01,2.942699652651044939e+00,7.883960034001846751e-02,1.027806859214241281e-01
3.016659597249458358e+01,3.258158654063018389e+01,1.033535590500019374e+01,2.916171551381613547e+00,2.935993700335284284e+00
6.394806695179021006e+01,1.450448680233505705e+01,1.450449629662855600e+01,2.781699976877517688e+00,2.782103535447944864e+00
5.079644511812272611e+01,2.437664704703502707e+02,2.704727694878317834e+01,2.626628044636537762e+00,2.646300672529428688e+00
1.395802302641402548e+01,6.618359457821553349e+01,3.169799721549091132e+01,2.810495038569639004e+00,2.791172382170247435e+00
1.063795205572807312e+01,3.069289032648828552e+01,4.256747567465555271e+00,3.225071872564955200e+00,3.240092165305016092e+00
1.441517268918418004e+01,1.902965895135168495e+01,3.564678485721155532e+00,3.226882404607341659e+00,3.225137436217718534e+00
5.304658793675645079e+00,2.082732910190587177e+02,2.464438178757922060e+01,2.882277011529886135e+00,2.904895125487475305e+00
2.318783703812957597e+01,7.667519556750778520e+01,3.179492824967780962e+01,2.739361869852292131e+00,2.748682080877449252e+00
3.204710559792047775e+00,8.241720818267612714e+00,1.880645581388209209e+01,3.292367701695617654e+00,3.270570105981370546e+00
4.762253390518374485e-01,7.259536004225090267e+01,2.048673734306639815e+01,7.162479961592822519e-01,7.188078552287524570e-01
1.918876724203068540e-01,1.163985348152846626e+02,1.953251384878397801e+01,3.053316775729880916e+00,3.077681205126116648e+00
5.305999074655237990e+01,4.553859304336157976e+01,6.720190380474292624e+00,2.908504974314191749e+00,2.885920296612855651e+00
1.839233820118106877e+01,1.243486555183383047e+01,1.077217435303465720e+01,3.012471826761213833e+00,3.001289029197520719e+00
3.401933401167053228e-01,2.916947153185848407e+01,1.130532723577426246e+01,2.505605307267777526e+00,2.490231847100022655e+00
2.933423939882556652e+01,4.213457841864257603e+01,1.323520846471214440e+01,2.872610810027700801e+00,2.842697891218785688e+00
7.962331572124454748e-01,5.211394153798222106e+01,6.892267080313566829e+00,3.731696302737531390e+00,3.750921668242925389e+00
8.071698218980543515e+00,1.126484872745501242e+01,1.275254014777877920e+00,3.614166398545535230e+00,3.640386344605255786e+00
1.170734922198191974e+00,2.606161659725328050e+01,1.585474191360746055e+01,3.501673333611188710e+00,3.517674197752329146e+00
4.390250075028403476e-01,4.224731113472621047e+01,5.612229987797443975e+00,4.523207933556046889e+00,4.528059339864792143e+00
3.363769987452682741e-01,1.793846335241148893e+01,1.107994410418518205e+00,4.223602077236107810e+00,4.222561449549818491e+00
1.632491513342912148e-01,9.604886652583845219e+00,8.427813664470130917e+00,3.515747906291076141e+00,3.520535512301569359e+00
1.672305696683050458e-01,1.064908605855486989e+01,4.590403621925637445e+00,3.065309341917646702e+00,3.050678223575824966e+00
1.611649627695902753e-01,4.672138905374647777e+01,1.055662345040602368e+01,3.272161485137484060e+00,3.290038397146517468e+00
1.861042537844686817e-01,8.443176256248092315e+00,1.286782455725695717e+00,4.474530681617215677e+00,4.495440528097983446e+00
3.177516884791421603e+01,1.260338483982799573e+01,3.696427724159043304e+00,3.099467244752678319e+00,3.118118115432756632e+00
3.576226166913052840e+00,2.238710657095124290e+01,2.328182990233441529e+01,3.154035420056193306e+00,3.143416455701817380e+00
2.430815765599314560e-01,3.006211824079599992e+01,6.931662193784837278e+00,2.786854625686154385e+00,2.788422712525090219e+00
3.758235120132107809e+00,3.654793201184944706e+01,1.479437978217582161e+00,3.657284065786991611e+00,3.653968449407404506e+00
4.245114461434775777e+00,3.313200440691090165e+01,1.869041380496070204e+01,3.120615668203716275e+00,3.156387163963063180e+00
3.088702679388558359e+00,1.025542084470047755e+01,2.245030632836309792e+01,3.259015903894782351e+00,3.262609827933233397e+00
4.163505031703928494e-01,1.829202610997101033e+02,2.688676209843673348e+01,2.370906014810082230e+00,2.333264596931474255e+00
2.009988912044286202e+00,1.527006328135229865e+02,2.350642129748728593e+01,3.074176757333316079e+00,3.082146870349937728e+00
4.097975529172390452e+01,3.197341713431819699e+01,1.897529089526573287e+00,3.215141834179974012e+00,3.252787159161393937e+00
1.416466909700130783e+00,1.764002326354705588e+02,1.557155077156622269e+01,3.217462196846388345e+00,3.231165711170839838e+00
3.250541602112791306e+00,1.645403375377068755e+02,1.699394577927316163e+01,3.038483525527460039e+00,3.056073119728384135e+00
6.176283140472406785e+01,1.699955500516247753e+02,3.660793749450478973e+00,2.995635820482792866e+00,2.996357045819770804e+00
4.993490107406478584e-01,1.908576269336803932e+01,1.007270311796982121e+00,4.148174071322570100e+00,4.108746281598866013e+00
1.501492130732055585e+01,4.633740275986973955e+01,2.421112542581509874e+00,3.286216100642395777e+00,3.250010945561336850e+00
2.828290426702302796e+00,2.312647667869764803e+02,3.017643030127563719e+01,2.923451446877374238e+00,2.898532491382656673e+00
2.301991628352462627e+01,4.875663559372492273e+01,1.313908469483185515e+00,3.421206627877181106e+00,3.418669987136386368e+00
1.199556047294611849e+00,1.421509494595761396e+02,2.906591728463346413e+01,3.191057422007428812e+00,3.197257391937255111e+00
4.237169569651699774e+00,5.203798984728030774e+01,1.742372551537232361e+00,3.570158307977357559e+00,3.583946591020148009e+00
1.273086259956496047e+00,1.729221404564727038e+02,1.196094234955738189e+00,3.783781575845631906e+00,3.776972414990337423e+00
3.966867744824821784e+01,4.718777196184033329e+01,2.147200091642775810e+00,3.184719019798685213e+00,3.203857604966906969e+00
5.552053840247007344e+01,1.167975060124787490e+02,1.553758733815333137e+00,3.245816256113435827e+00,3.240221280945843496e+00
7.860747596073514032e+00,1.191583168836459983e+01,2.460368234678202981e+00,3.427265156872323359e+00,3.413175366565382785e+00
8.771234243708171618e+01,6.329471520287322051e+01,2.213615382410109689e+00,3.080557085295909658e+00,3.097589919604807562e+00
1.570966940139391355e+01,8.843446144195905134e+00,2.039332269993407554e+00,3.349879719028090008e+00,3.331590819366006428e+00
3.099358373748967921e+01,6.513489189615737018e+01,5.244917079522720016e+00,3.012473419288161924e+00,2.957891720671740110e+00
4.832389695626795145e+01,6.984171746415059090e+01,6.688326698172171625e+00,2.913146091965308937e+00,2.891946956786350942e+00
6.542101611848712972e-01,1.991694081364233000e+02,1.219746948446828405e+00,3.853736884030159793e+00,3.855620074940217634e+00
9.120818025251594463e+01,1.408920783274443167e+01,1.055223056784128310e+01,2.777660104659005924e+00,2.716056549478012894e+00
1.483344651552348070e+00,2.029178959333849548e+02,1.679035018826095849e+00,3.662929945007539434e+00,3.655787184083967745e+00
3.101970272347840396e+00,1.749365729860438421e+02,2.150819232006551118e+01,2.997656557212792006e+00,2.991014750037531922e+00
3.475131115280135630e-01,5.642079459682169329e+01,1.270024319198276297e+00,4.084062190468195297e+00,4.055533071088810004e+00
2.913643114895182862e+01,1.033234643670586017e+01,1.758924743931335044e+01,2.877945659596829131e+00,2.848295590304872782e+00
1.024926872618627582e+00,2.019423224338697764e+02,1.171560753569350588e+01,3.367767725118981481e+00,3.358518486156996108e+00
1.169589165265741570e+01,5.477851175947361639e+01,2.475231811201663135e+01,2.883523332657788707e+00,2.872581329265092354e+00
4.519254348759063622e-01,1.968701423701982378e+01,1.398222012652331703e+00,4.146368138928787417e+00,4.171566509116620303e+00
1.132632923685201298e+00,5.541651053946073091e+01,1.316664528254291477e+00,3.868841924777603580e+00,3.876339185680259369e+00
1.421456123858655829e+00,3.979779487123609982e+01,1.357417577497007777e+01,3.405735400676252578e+00,3.374118291766141198e+00
5.127102286934898112e-01,1.117803494286486377e+01,7.890005644372478422e+00,4.557160967231130400e+00,4.540067937834395551e+00
1.274061306231116519e-01,4.472751701720721229e+01,3.546763030712406728e+00,2.755237163365823250e+00,2.769339993908263686e+00
2.044686588109892966e+01,9.491170351925370952e+00,1.245969726727979454e+00,3.463535575950417833e+00,3.501455111329575765e+00
7.096823252154956663e+01,1.075572865492122610e+01,1.207858308580784357e+00,3.284740375471222329e+00,3.292470365346106931e+00
4.772474017506877497e-01,1.190853009748529843e+02,5.516826012231867971e+00,4.160776981679877196e+00,4.166991232573066917e+00
3.075771687349388439e-01,3.693399767690238633e+01,3.881768333896038037e+00,5.114079980780745771e+00,5.151295030064185987e+00
1.103602119966523132e+00,2.286532536398410969e+02,1.670714624030442463e+00,3.702664351519442398e+00,3.702210922639062041e+00
1.771323991360810590e-01,1.114568987254898360e+02,1.247230231778390985e+00,4.119111287375829988e+00,4.112929268209135181e+00
8.896078925479665500e+00,1.491251832304821434e+01,1.489196930243182670e+00,3.536879872668870384e+00,3.508614897023036860e+00
1.275432729977329593e+00,5.990199637189537896e+01,6.649732280821068819e+00,3.518586599715860075e+00,3.508326278071305815e+00
4.868953902260620303e+00,1.431228476800597491e+02,3.374126476991897938e+00,3.318289092384454797e+00,3.361863347236417887e+00
5.218551324264733893e+01,1.868890858059121385e+01,2.331106275493120705e+01,2.740957203351130911e+00,2.712522375501356553e+00
3.843598247395663492e+01,4.237800718023726176e+01,3.023214199511810030e+00,3.105680186181327684e+00,3.105904020317592718e+00
5.821442030457696859e+01,2.228733163002295043e+02,1.165693822425463821e+00,3.374641073712252304e+00,3.346474525153205981e+00
6.385180083214852687e+01,3.145167446521636023e+01,2.535190899455396440e+00,3.080181203134219281e+00,3.082750718095254250e+00
5.881093448723928141e+00,3.101828081574407747e+01,3.062312952167037139e+00,3.393407757779361766e+00,3.411160701848404031e+00
3.212926995609743930e+00,2.334677689372455944e+01,9.678944598083397466e+00,3.307926772697832529e+00,3.303053786301568984e+00
1.296717873092388673e-01,1.213266726052856228e+02,4.118968759495651000e+00,2.876408624417564841e+00,2.891015569823554898e+00
2.029195703703556286e-01,4.812599480497252102e+01,1.333242978111689903e+00,4.219060003061342101e+00,4.233476879571519191e+00
3.730526974610946844e+00,2.898269943102898694e+01,1.359409582984724141e+00,3.696360934232126638e+00,3.705301430554265085e+00
3.698493960341190245e+01,1.964223568452663073e+02,5.962404074272324550e+00,2.939294597018384358e+00,2.973619557006703218e+00
1.985654489909155718e+00,2.052433843184931845e+02,1.633160725816901859e+01,3.110810337564717365e+00,3.126387088644678514e+00
1.026096217940900002e-01,9.201674070646562598e+01,9.742344929568089285e+00,3.299296992431528519e+00,3.293197801108842082e+00
4.334203700402398107e-01,1.509515881566180795e+01,7.028337256634373809e+00,5.219049836873900006e+00,5.205433365904057474e+00
1.905071388852519476e+01,6.467576720308018423e+01,7.043698850663942856e+00,3.018168718872025202e+00,3.001262591921938228e+00
2.987128913691624033e-01,1.926645746596560116e+01,1.319109466383942575e+01,3.010026184563421303e+00,3.019543533316121575e+00
3.969437840286453301e-01,1.035736261259379205e+02,2.193085272540931285e+01,2.469683178799386258e+00,2.463208742514382710e+00
7.188002055192104223e-01,6.413228617532952569e+01,1.810379736302162357e+01,3.769341085050194717e+00,3.823924425830280693e+00
6.727444594055715932e+00,1.102997728816378071e+02,2.322765449778242441e+01,2.915768364523062317e+00,2.952617316635425482e+00
3.230105180573710300e+01,6.197525840131574171e+01,1.476323689173272768e+01,2.829314955406785792e+00,2.825024475416659353e+00
4.536119762682289669e-01,9.083155981990580585e+01,2.647731698215499918e+00,3.999469289553418072e+00,3.992886664470158387e+00
6.286423302960781001e+00,2.294546586355103841e+02,4.107291526508277002e+00,3.208811543807668087e+00,3.242615074873996583e+00
3.888855797944453130e+00,4.405350665891510431e+01,1.363597206027963260e+01,3.163057841316283980e+00,3.125390645690184321e+00
2.160690783450696983e+00,1.991349239781834797e+02,1.488760755343682129e+00,3.641438507658870449e+00,3.632407486472768454e+00
5.511395419714836486e+00,2.799006998305759808e+01,1.141746707817164141e+00,3.696848037620298122e+00,3.715863176640205712e+00
2.769207956241860913e+01,1.635560965328587812e+01,1.867595072291178937e+01,2.863630416056919259e+00,2.845388464638539894e+00
4.492252613644709403e-01,2.530268103230230281e+02,3.979550190986622216e+00,3.986447169502347343e+00,3.976910570040477655e+00
3.102433295530280244e+00,8.080827361788071528e+01,1.337306541910082558e+01,3.154515682044601199e+00,3.147492858722707343e+00
1.966806719824443217e-01,1.034445390737033321e+01,1.080285008932104951e+01,3.434415424866422484e+00,3.447631594796553678e+00
3.465075207815871750e+00,1.696296669435217837e+02,1.911316942592302226e+01,3.004598401335496938e+00,3.007348939031959656e+00
2.360606355025862868e+01,9.703932359215606596e+01,3.132156358533784513e+01,2.726037734885891517e+00,2.734079483091654161e+00
9.900945546089219818e+01,8.454233090448225241e+00,2.486047760532975825e+00,3.001296938098986899e+00,3.013202612602653652e+00
2.673493682889259038e+00,4.516077451065548587e+01,5.191300667304052041e+00,3.407494614981413150e+00,3.408093379544955948e+00
7.759079507159570843e-01,2.558720959666047747e+02,6.667154438979033593e+00,3.565821032611903085e+00,3.588032356576876580e+00
5.476596515410657950e+00,3.288057045336248052e+01,1.633293743052551150e+01,3.097514513180237294e+00,3.082935335758124396e+00
1.303935665607296901e+00,2.130986267186123087e+02,2.534358559052721560e+01,3.133532380001145423e+00,3.104809950088612602e+00
2.243918955888777322e-01,3.657654252293496455e+01,2.622947261790709472e+00,4.804797863334526298e+00,4.769260427238277700e+00
3.745378525525750568e+00,1.291404989048063214e+02,6.608447477538605064e+00,3.217130416523760417e+00,3.184710220944511061e+00
2.496934057306014054e+01,1.599864333526385280e+02,2.854678206835386334e+01,2.705863445124076616e+00,2.694853130533124919e+00
4.713916247552473493e+01,6.100116686317873871e+01,1.595561367836187960e+00,3.253578695749924421e+00,3.274179633615050822e+00
8.596735466544868132e+01,4.742866035887725218e+01,1.080023483085296121e+01,2.772403814668578104e+00,2.775887149816017807e+00
1.268159468322732186e+00,1.188559104629079002e+02,8.577468917018471473e+00,3.403096508526207042e+00,3.391125576335499936e+00
5.688470795185800455e-01,2.505544458153753240e+01,1.037621757759118957e+01,4.312349699575053208e+00,4.290952587714739863e+00
2.150118127138537505e-01,4.227147968418455548e+01,1.518019550784777394e+01,3.179545785124485491e+00,3.168968072097873900e+00
2.035615513079502836e+00,3.870006624091291059e+01,2.606550041390244488e+01,3.204932589808838550e+00,3.196859262100909760e+00
2.636826051073123978e+01,1.539597036576533640e+02,2.276560317086856244e+00,3.204744104112764003e+00,3.193442116294780142e+00
5.057482199346531315e-01,1.950687583516682366e+02,9.452820953566829942e+00,4.466955360536850606e+00,4.438304474121995469e+00
