t,C,CB,C_t,dC_dt,dC_dt_noisy
6.471694338867773233e+00,5.739480751862907626e-01,3.416952147531278072e+00,2.914206959463526925e+00,-8.746311457789129884e-02,-1.793684608155952376e-01
6.476495299059812361e+00,5.735288741467662321e-01,3.416951435515463764e+00,2.913221271214479380e+00,-8.716917680147950875e-02,8.389542650057205120e-02
6.481296259251850600e+00,5.731110810969837210e-01,3.416950187506087921e+00,2.912235754774585406e+00,-8.687656092293860599e-02,-3.950846012922157868e-01
6.486097219443888839e+00,5.726946897186050434e-01,3.416948405374280018e+00,2.911250411070442912e+00,-8.658526092446050537e-02,-1.704369920149181594e-01
6.490898179635927079e+00,5.722796937200458345e-01,3.416946090983834061e+00,2.910265241024032168e+00,-8.629527081326787696e-02,-7.068262674322473016e-02
6.495699139827965318e+00,5.718660868364749961e-01,3.416943246191208150e+00,2.909280245552714916e+00,-8.600658462162052986e-02,9.428394116861232854e-02
6.500500100020004446e+00,5.714538628298151401e-01,3.416939872845524473e+00,2.908295425569236592e+00,-8.571919640682401642e-02,-3.292254102411956151e-01
6.505301060212042685e+00,5.710430154887425891e-01,3.416935972788568421e+00,2.907310781981724102e+00,-8.543310025123690421e-02,2.480557509305144070e-01
6.510102020404080925e+00,5.706335386286871536e-01,3.416931547854789919e+00,2.906326315693686713e+00,-8.514829026227804798e-02,1.138440473842500245e-02
6.514902980596119164e+00,5.702254260918319106e-01,3.416926599871303427e+00,2.905342027604015609e+00,-8.486476057243480531e-02,-1.900198442530562359e-01
6.519703940788157404e+00,5.698186717471139806e-01,3.416921130657885719e+00,2.904357918606985223e+00,-8.458250533926997550e-02,1.588779014983461302e-01
6.524504900980195643e+00,5.694132694902237501e-01,3.416915142026979435e+00,2.903373989592251014e+00,-8.430151874542862744e-02,-6.375931414090266203e-02
6.529305861172234771e+00,5.690092132436052053e-01,3.416908635783689974e+00,2.902390241444851693e+00,-8.402179499864687040e-02,1.476376011435990565e-01
6.534106821364273010e+00,5.686064969564561533e-01,3.416901613725787268e+00,2.901406675045207439e+00,-8.374332833175851531e-02,3.808862334175958653e-01
6.538907781556311249e+00,5.682051146047275569e-01,3.416894077643705341e+00,2.900423291269122128e+00,-8.346611300270140310e-02,7.023956252901464303e-02
6.543708741748349489e+00,5.678050601911243112e-01,3.416886029320541418e+00,2.899440090987779772e+00,-8.319014329452667500e-02,-1.885260360085336262e-01
6.548509701940387728e+00,5.674063277451045773e-01,3.416877470532057259e+00,2.898457075067748523e+00,-8.291541351540387961e-02,-1.680569005936335680e-01
6.553310662132426856e+00,5.670089113228803379e-01,3.416868403046679159e+00,2.897474244370977559e+00,-8.264191799862974364e-02,3.386895127706351927e-02
6.558111622324465095e+00,5.666128050074170641e-01,3.416858828625495725e+00,2.896491599754799751e+00,-8.236965110263466672e-02,-2.478856768388310733e-02
6.562912582516503335e+00,5.662180029084337152e-01,3.416848749022261877e+00,2.895509142071928554e+00,-8.209860721098916070e-02,-2.487045999215872216e-01
6.567713542708541574e+00,5.658244991624029607e-01,3.416838165983394404e+00,2.894526872170460674e+00,-8.182878073241200978e-02,-2.154506838576078220e-01
6.572514502900579814e+00,5.654322879325509588e-01,3.416827081247975073e+00,2.893544790893874730e+00,-8.156016610077687634e-02,5.159623975566177134e-02
6.577315463092618941e+00,5.650413634088572445e-01,3.416815496547749298e+00,2.892562899081032146e+00,-8.129275777511862922e-02,3.880469163971411728e-01
6.582116423284657181e+00,5.646517198080553968e-01,3.416803413607127471e+00,2.891581197566176265e+00,-8.102655023964133729e-02,-6.071000265012291841e-01
6.586917383476695420e+00,5.642633513736321493e-01,3.416790834143182298e+00,2.890599687178932342e+00,-8.076153800372448677e-02,6.402168956081988327e-02
6.591718343668733660e+00,5.638762523758279466e-01,3.416777759865651465e+00,2.889618368744308441e+00,-8.049771560192936493e-02,-1.227071522062642694e-01
6.596519303860771899e+00,5.634904171116367211e-01,3.416764192476936746e+00,2.888637243082694983e+00,-8.023507759400722028e-02,7.563786515403012056e-02
6.601320264052810138e+00,5.631058399048062268e-01,3.416750133672104006e+00,2.887656311009863863e+00,-7.997361856490492471e-02,9.357065704814981899e-02
6.606121224244849266e+00,5.627225151058373731e-01,3.416735585138881870e+00,2.886675573336969780e+00,-7.971333312477169031e-02,-6.914571611706209209e-02
6.610922184436887505e+00,5.623404370919851125e-01,3.416720548557664383e+00,2.885695030870550237e+00,-7.945421590896628583e-02,-2.826489253134053525e-01
6.615723144628925745e+00,5.619596002672575530e-01,3.416705025601508794e+00,2.884714684412524210e+00,-7.919626157806330946e-02,-3.586066402786621810e-01
6.620524104820963984e+00,5.615799990500752736e-01,3.416689017939226858e+00,2.883734534762394830e+00,-7.893946480588759362e-02,-4.537752025245205267e-01
6.625325065013002224e+00,5.612016278594226248e-01,3.416672527238452162e+00,2.882754582719781133e+00,-7.868382026610132307e-02,1.657852997808819395e-01
6.630126025205041351e+00,5.608244811912445060e-01,3.416655555146426160e+00,2.881774829070801403e+00,-7.842932270633012903e-02,-1.203697958577291394e-01
6.634926985397079591e+00,5.604485535694305742e-01,3.416638103302754637e+00,2.880795274596745337e+00,-7.817596690059858133e-02,-1.862309603723097395e-01
6.639727945589117830e+00,5.600738395407859338e-01,3.416620173340688460e+00,2.879815920074964453e+00,-7.792374764445630930e-02,-1.334676298097350333e-01
6.644528905781156070e+00,5.597003336750306923e-01,3.416601766887121361e+00,2.878836766278876524e+00,-7.767265975498388597e-02,-3.455662034342983358e-01
6.649329865973194309e+00,5.593280305648005157e-01,3.416582885562592597e+00,2.877857813977962476e+00,-7.742269807079865673e-02,-1.649978216658669339e-02
6.654130826165233437e+00,5.589569248256464062e-01,3.416563530981286956e+00,2.876879063937767267e+00,-7.717385745206051251e-02,1.865664417566986200e-01
6.658931786357271676e+00,5.585870110960344803e-01,3.416543704751031640e+00,2.875900516919900785e+00,-7.692613278047782943e-02,1.507659933737147406e-01
6.663732746549309915e+00,5.582182840373464128e-01,3.416523408473300716e+00,2.874922173682035620e+00,-7.667951895931379713e-02,-3.898393332048578075e-01
6.668533706741348155e+00,5.578507383338788816e-01,3.416502643743210665e+00,2.873944034977910622e+00,-7.643401091339080411e-02,1.962683658483995730e-01
6.673334666933386394e+00,5.574843686928441233e-01,3.416481412149523944e+00,2.872966101557326457e+00,-7.618960358909815378e-02,-2.290369825343652743e-01
6.678135627125425522e+00,5.571191698443694884e-01,3.416459715274647202e+00,2.871988374166149161e+00,-7.594629195439556169e-02,-4.585367450029486092e-01
6.682936587317463761e+00,5.567551365414978859e-01,3.416437554694631729e+00,2.871010853546309693e+00,-7.570407099882103807e-02,-3.215985180809439736e-01
6.687737547509502001e+00,5.563922635601872280e-01,3.416414931979173009e+00,2.870033540435801278e+00,-7.546293573349482919e-02,-2.687657579825056264e-01
6.692538507701540240e+00,5.560305456993108741e-01,3.416391848691611166e+00,2.869056435568682506e+00,-7.522288119112569005e-02,-7.661244925913349157e-02
6.697339467893578480e+00,5.556699777806576312e-01,3.416368306388931408e+00,2.868079539675076006e+00,-7.498390242601682409e-02,-2.813789970232661863e-01
6.702140428085616719e+00,5.553105546489314204e-01,3.416344306621763582e+00,2.867102853481168001e+00,-7.474599451407082373e-02,-3.767950866700565671e-01
6.706941388277655847e+00,5.549522711717513879e-01,3.416319850934380842e+00,2.866126377709209638e+00,-7.450915255279527694e-02,-1.274079595790557073e-01
6.711742348469694086e+00,5.545951222396523494e-01,3.416294940864701868e+00,2.865150113077515215e+00,-7.427337166130904000e-02,3.105074168974054083e-01
6.716543308661732326e+00,5.542391027660840130e-01,3.416269577944290425e+00,2.864174060300463953e+00,-7.403864698034612335e-02,-2.145088234580662945e-01
6.721344268853770565e+00,5.538842076874116449e-01,3.416243763698353586e+00,2.863198220088499113e+00,-7.380497367226285244e-02,1.904572941768623018e-02
6.726145229045808804e+00,5.535304319629158476e-01,3.416217499645743505e+00,2.862222593148127991e+00,-7.357234692104208662e-02,-5.758298067514890095e-02
6.730946189237847932e+00,5.531777705747922269e-01,3.416190787298957421e+00,2.861247180181921035e+00,-7.334076193229893681e-02,4.582727809066158842e-01
6.735747149429886171e+00,5.528262185281520580e-01,3.416163628164136323e+00,2.860271981888515391e+00,-7.311021393328637208e-02,-4.527618458651821443e-01
6.740548109621924411e+00,5.524757708510217302e-01,3.416136023741066730e+00,2.859296998962609582e+00,-7.288069817290004915e-02,1.461956312700957439e-01
6.745349069813962650e+00,5.521264225943429693e-01,3.416107975523178464e+00,2.858322232094967497e+00,-7.265220992168397451e-02,-3.289292090817066971e-01
6.750150030006000890e+00,5.517781688319728373e-01,3.416079484997546434e+00,2.857347681972417064e+00,-7.242474447183572250e-02,-1.909077952758628238e-01
6.754950990198040017e+00,5.514310046606835103e-01,3.416050553644891075e+00,2.856373349277850693e+00,-7.219829713721070963e-02,-9.153462781589313813e-02
6.759751950390078257e+00,5.510849252001629450e-01,3.416021182939576128e+00,2.855399234690224386e+00,-7.197286325332941104e-02,5.652443771062787281e-01
6.764552910582116496e+00,5.507399255930138793e-01,3.415991374349609977e+00,2.854425338884558183e+00,-7.174843817738069118e-02,-2.243495002340459010e-01
6.769353870774154736e+00,5.503960010047546092e-01,3.415961129336646529e+00,2.853451662531937050e+00,-7.152501728822679983e-02,-4.493018399378942429e-01
6.774154830966192975e+00,5.500531466238186562e-01,3.415930449355983445e+00,2.852478206299509100e+00,-7.130259598641042196e-02,1.881701240818348109e-01
6.778955791158232103e+00,5.497113576615549890e-01,3.415899335856562580e+00,2.851504970850487375e+00,-7.108116969415773090e-02,-2.389283913601783493e-01
6.783756751350270342e+00,5.493706293517041095e-01,3.415867790281106764e+00,2.850531956844241765e+00,-7.086073385487595688e-02,-1.194508045930143814e-01
6.788557711542308581e+00,5.490309569172919790e-01,3.415835814074515309e+00,2.849559164942186751e+00,-7.064128390100865573e-02,-7.544964848985996619e-02
6.793358671734346821e+00,5.486923356293994525e-01,3.415803408668375063e+00,2.848586595797419019e+00,-7.042281531113547821e-02,-5.102505819495699313e-02
6.798159631926385060e+00,5.483547608045652444e-01,3.415770575482017346e+00,2.847614250055118479e+00,-7.020532360743841904e-02,-1.042330492788167418e-01
6.802960592118423300e+00,5.480182277788651080e-01,3.415737315929296969e+00,2.846642128357124601e+00,-6.998880433052873107e-02,-1.643751713571797723e-02
6.807761552310462427e+00,5.476827319079110579e-01,3.415703631418594899e+00,2.845670231341940859e+00,-6.977325303944947876e-02,7.698667407699241738e-03
6.812562512502500667e+00,5.473482685668522585e-01,3.415669523352817816e+00,2.844698559644730729e+00,-6.955866531168147793e-02,1.012258983319064276e-01
6.817363472694538906e+00,5.470148331503741357e-01,3.415634993129397667e+00,2.843727113897319470e+00,-6.934503674314651533e-02,-1.547916639230789149e-01
6.822164432886577146e+00,5.466824210726988209e-01,3.415600042140291226e+00,2.842755894728194122e+00,-6.913236294821284433e-02,-2.188783916191935630e-01
6.826965393078615385e+00,5.463510277675850402e-01,3.415564671771981420e+00,2.841784902762503062e+00,-6.892063955969895961e-02,-2.816306952931097451e-01
6.831766353270654513e+00,5.460206486883282251e-01,3.415528883405476002e+00,2.840814138622056007e+00,-6.870986222887792705e-02,4.983191780496185053e-02
6.836567313462692752e+00,5.456912793077606239e-01,3.415492678416308436e+00,2.839843602925325783e+00,-6.850002662548243526e-02,-7.775965566470546819e-02
6.841368273654730991e+00,5.453629151182507462e-01,3.415456058174537457e+00,2.838873296287444337e+00,-6.829112843770851482e-02,4.234978584785809019e-02
6.846169233846769231e+00,5.450355516317041404e-01,3.415419024044747065e+00,2.837903219320206727e+00,-6.808316337221986814e-02,3.955608499095440711e-02
6.850970194038807470e+00,5.447091843795626165e-01,3.415381577386046974e+00,2.836933372632069350e+00,-6.787612715415264342e-02,2.692992595167684189e-01
6.855771154230846598e+00,5.443838089128049118e-01,3.415343719552072166e+00,2.835963756828149940e+00,-6.767001552711920942e-02,-2.616899641371200902e-02
6.860572114422884837e+00,5.440594208019462474e-01,3.415305451890982891e+00,2.834994372510227567e+00,-6.746482425321248533e-02,8.300943908480010180e-02
6.865373074614923077e+00,5.437360156370386610e-01,3.415266775745465111e+00,2.834025220276743084e+00,-6.726054911301088124e-02,-3.077785143719736216e-01
6.870174034806961316e+00,5.434135890276706737e-01,3.415227692452729169e+00,2.833056300722799570e+00,-6.705718590558101821e-02,-2.831175211435716932e-01
6.874974994998999556e+00,5.430921366029672903e-01,3.415188203344512452e+00,2.832087614440160106e+00,-6.685473044848316837e-02,-1.292022796093553194e-01
6.879775955191037795e+00,5.427716540115905541e-01,3.415148309747076727e+00,2.831119162017250890e+00,-6.665317857777552923e-02,-3.099967137406649531e-01
6.884576915383076923e+00,5.424521369217388811e-01,3.415108012981208585e+00,2.830150944039158123e+00,-6.645252614801711033e-02,7.146611741021241526e-02
6.889377875575115162e+00,5.421335810211473927e-01,3.415067314362221662e+00,2.829182961087631565e+00,-6.625276903227295122e-02,-3.328633266871370844e-01
6.894178835767153402e+00,5.418159820170878049e-01,3.415026215199953530e+00,2.828215213741080980e+00,-6.605390312211756321e-02,-5.237729937497487970e-02
6.898979795959191641e+00,5.414993356363686505e-01,3.414984716798767472e+00,2.827247702574577470e+00,-6.585592432763981430e-02,-5.574750486275599215e-01
6.903780756151229880e+00,5.411836376253347236e-01,3.414942820457552486e+00,2.826280428159855251e+00,-6.565882857744581580e-02,-2.866147732585149210e-01
6.908581716343269008e+00,5.408688837498679680e-01,3.414900527469723279e+00,2.825313391065308100e+00,-6.546261181866375178e-02,-1.332696790724531843e-01
6.913382676535307247e+00,5.405550697953864780e-01,3.414857839123219385e+00,2.824346591855993349e+00,-6.526727001694782038e-02,-1.170752073899927748e-01
6.918183636727345487e+00,5.402421915668454977e-01,3.414814756700505161e+00,2.823380031093628340e+00,-6.507279915648211954e-02,-4.234019478297372796e-01
6.922984596919383726e+00,5.399302448887363104e-01,3.414771281478572007e+00,2.822413709336592191e+00,-6.487919523998403326e-02,-4.314537942149116595e-02
6.927785557111421966e+00,5.396192256050873493e-01,3.414727414728934818e+00,2.821447627139926695e+00,-6.468645428870911651e-02,1.302863514519476407e-01
6.932586517303461093e+00,5.393091295794634199e-01,3.414683157717635531e+00,2.820481785055334090e+00,-6.449457234245437043e-02,6.515350870506617098e-02
6.937387477495499333e+00,5.389999526949660336e-01,3.414638511705240909e+00,2.819516183631177952e+00,-6.430354545956235013e-02,-1.960201583471440356e-01
6.942188437687537572e+00,5.386916908542335181e-01,3.414593477946842093e+00,2.818550823412484974e+00,-6.411336971692505049e-02,-1.815727373506327846e-01
6.946989397879575812e+00,5.383843399794404627e-01,3.414548057692057270e+00,2.817585704940941405e+00,-6.392404120998729233e-02,-3.011840975498757400e-01
6.951790358071614051e+00,5.380778960122983845e-01,3.414502252185028564e+00,2.816620828754896166e+00,-6.373555605275160740e-02,6.222204286964008735e-02
6.956591318263653179e+00,5.377723548993086355e-01,3.414456062668272729e+00,2.815656195391965877e+00,-6.354791036344464850e-02,2.247838571869463231e-01
6.961392278455691418e+00,5.374677125918218001e-01,3.414409490382357415e+00,2.814691805389069934e+00,-6.336110026459196298e-02,-1.685521953646971216e-01
6.966193238647729657e+00,5.371639651017027228e-01,3.414362536551399874e+00,2.813727659272592163e+00,-6.317512193713537005e-02,-4.027387353266914660e-01
6.970994198839767897e+00,5.368611084593868377e-01,3.414315202394301973e+00,2.812763757565748257e+00,-6.298997157965025018e-02,-2.298912305867056166e-02
6.975795159031806136e+00,5.365591387118842093e-01,3.414267489125276001e+00,2.811800100788935719e+00,-6.280564540640831694e-02,7.874823941489803025e-02
6.980596119223844376e+00,5.362580519227795328e-01,3.414219397953845991e+00,2.810836689459736082e+00,-6.262213964738078120e-02,-6.070469095923993752e-01
6.985397079415883503e+00,5.359578441722323561e-01,3.414170930084846844e+00,2.809873524092913133e+00,-6.243945054824245888e-02,-3.476824262180669423e-02
6.990198039607921743e+00,5.356585115569771904e-01,3.414122086718425653e+00,2.808910605200415578e+00,-6.225757437037510167e-02,3.706198215657930950e-01
6.994998999799959982e+00,5.353600501903228448e-01,3.414072869050039927e+00,2.807947933291372600e+00,-6.207650739086922886e-02,1.020530144950685114e-01
6.999799959991998222e+00,5.350624562021530917e-01,3.414023278270458928e+00,2.806985508872097856e+00,-6.189624590252945646e-02,4.819551428196172660e-02
7.004600920184036461e+00,5.347657257389265562e-01,3.413973315565763667e+00,2.806023332446088148e+00,-6.171678621387688413e-02,1.870746925113635217e-02
7.009401880376075589e+00,5.344698549636762719e-01,3.413922982117346461e+00,2.805061404514022527e+00,-6.153812464915187075e-02,1.508416396097801426e-01
7.014202840568113828e+00,5.341748400560105692e-01,3.413872279101910046e+00,2.804099725573764079e+00,-6.136025754831841983e-02,-2.495937083097076181e-01
7.019003800760152068e+00,5.338806772121118538e-01,3.413821207691469350e+00,2.803138296120358586e+00,-6.118318126706634441e-02,-2.302507417544649715e-01
7.023804760952190307e+00,5.335873626447377172e-01,3.413769769053350167e+00,2.802177116646034083e+00,-6.100689217681565246e-02,2.050696960201163488e-02
7.028605721144228546e+00,5.332948925832202702e-01,3.413717964350190481e+00,2.801216187640203081e+00,-6.083138666471832323e-02,-1.978972555627922236e-01
7.033406681336267674e+00,5.330032632734665876e-01,3.413665794739938697e+00,2.800255509589459457e+00,-6.065666113366291468e-02,-8.916177090704066610e-03
7.038207641528305913e+00,5.327124709779582634e-01,3.413613261375854524e+00,2.799295082977582005e+00,-6.048271200227695044e-02,-4.429952087283555162e-01
7.043008601720344153e+00,5.324225119757516334e-01,3.413560365406510311e+00,2.798334908285530886e+00,-6.030953570492980642e-02,9.128139703799684201e-02
7.047809561912382392e+00,5.321333825624781078e-01,3.413507107975787935e+00,2.797374985991450735e+00,-6.013712869173692965e-02,1.092571537482300292e-01
7.052610522104420632e+00,5.318450790503432835e-01,3.413453490222881914e+00,2.796415316570667553e+00,-5.996548742856216974e-02,-5.122990700911052298e-02
7.057411482296458871e+00,5.315575977681279429e-01,3.413399513282298070e+00,2.795455900495692259e+00,-5.979460839702077646e-02,-2.691002016740182828e-02
7.062212442488497999e+00,5.312709350611873882e-01,3.413345178283852643e+00,2.794496738236217581e+00,-5.962448809448278597e-02,2.645057290461658162e-01
7.067013402680536238e+00,5.309850872914517739e-01,3.413290486352674069e+00,2.793537830259119392e+00,-5.945512303407674004e-02,-2.760740486104776292e-01
7.071814362872574478e+00,5.307000508374259962e-01,3.413235438609201644e+00,2.792579177028457593e+00,-5.928650974469124035e-02,-2.419178410017356340e-01
7.076615323064612717e+00,5.304158220941895818e-01,3.413180036169186859e+00,2.791620779005473896e+00,-5.911864477097900084e-02,-2.778799035540696072e-01
7.081416283256650956e+00,5.301323974733967992e-01,3.413124280143691180e+00,2.790662636648593597e+00,-5.895152467336023383e-02,-1.438975589244694819e-01
7.086217243448690084e+00,5.298497734032767692e-01,3.413068171639088710e+00,2.789704750413425138e+00,-5.878514602802453748e-02,-2.610151302296987441e-01
7.091018203640728323e+00,5.295679463286333544e-01,3.413011711757063971e+00,2.788747120752759656e+00,-5.861950542693500354e-02,-5.120980998914710647e-02
7.095819163832766563e+00,5.292869127108450478e-01,3.412954901594613677e+00,2.787789748116571875e+00,-5.845459947783010479e-02,-1.886019606776472568e-01
7.100620124024804802e+00,5.290066690278650841e-01,3.412897742244044963e+00,2.786832632952019662e+00,-5.829042480422752526e-02,-3.481202487353022845e-01
7.105421084216843042e+00,5.287272117742215505e-01,3.412840234792977157e+00,2.785875775703442248e+00,-5.812697804542721336e-02,-3.681625252803744086e-01
7.110222044408882169e+00,5.284485374610171649e-01,3.412782380324340448e+00,2.784919176812364228e+00,-5.796425585651321377e-02,1.843671655197735015e-01
7.115023004600920409e+00,5.281706426159293866e-01,3.412724179916376332e+00,2.783962836717492451e+00,-5.780225490835755320e-02,-7.157801849906639258e-02
7.119823964792958648e+00,5.278935237832106386e-01,3.412665634642638057e+00,2.783006755854716019e+00,-5.764097188762312696e-02,-1.031085367545359621e-01
7.124624924984996888e+00,5.276171775236876416e-01,3.412606745571989730e+00,2.782050934657107621e+00,-5.748040349676580840e-02,-5.216648641616343507e-02
7.129425885177035127e+00,5.273416004108412158e-01,3.412547513769652596e+00,2.781095373555612316e+00,-5.732054645022283124e-02,-7.379296961905223995e-02
7.134226845369074255e+00,5.270667890054699933e-01,3.412487940303807310e+00,2.780140072983524391e+00,-5.716139744976656001e-02,9.406118966670642956e-02
7.139027805561112494e+00,5.267927399208958139e-01,3.412428026228071065e+00,2.779185033365046298e+00,-5.700295324796494922e-02,5.544885239108196529e-02
7.143828765753150734e+00,5.265194497948915142e-01,3.412367772589250947e+00,2.778230255120182068e+00,-5.684521062085579057e-02,-1.747867598916299503e-01
7.148629725945188973e+00,5.262469152792191851e-01,3.412307180430161679e+00,2.777275738666572735e+00,-5.668816635776952051e-02,-2.213935778004256782e-01
7.153430686137227212e+00,5.259751330396302826e-01,3.412246250789625623e+00,2.776321484419495889e+00,-5.653181726133116314e-02,-2.738759749735503179e-01
7.158231646329265452e+00,5.257040997558655171e-01,3.412184984702473667e+00,2.775367492791864787e+00,-5.637616014746282822e-02,-3.066024193897794459e-01
7.163032606521304579e+00,5.254338121216550750e-01,3.412123383199545223e+00,2.774413764194230136e+00,-5.622119184538632020e-02,2.242079361686824535e-01
7.167833566713342819e+00,5.251642668447183970e-01,3.412061447307686901e+00,2.773460299034778753e+00,-5.606690919762585823e-02,-2.393747561305094029e-01
7.172634526905381058e+00,5.248954606467645112e-01,3.411999178049754278e+00,2.772507097719334457e+00,-5.591330906001024115e-02,-4.597224677683396377e-01
7.177435487097419298e+00,5.246273902634913666e-01,3.411936576444609681e+00,2.771554160651356291e+00,-5.576038830167523441e-02,-2.244572806731813530e-01
7.182236447289457537e+00,5.243600524445866107e-01,3.411873643507125298e+00,2.770601488231940746e+00,-5.560814380506684529e-02,-2.132804826674049303e-01
7.187037407481496665e+00,5.240934439537270340e-01,3.411810380248179619e+00,2.769649080859820867e+00,-5.545657246594276613e-02,1.051375036601719104e-02
7.191838367673534904e+00,5.238275615685789033e-01,3.411746787674660553e+00,2.768696938931366702e+00,-5.530567119337520543e-02,-2.325021883504511111e-01
7.196639327865573144e+00,5.235624020807978507e-01,3.411682866789463642e+00,2.767745062840583081e+00,-5.515543690975360791e-02,5.179517649758055842e-02
7.201440288057611383e+00,5.232979622960287625e-01,3.411618618591492513e+00,2.766793452979112722e+00,-5.500586655078698595e-02,2.269952836952397746e-02
7.206241248249649622e+00,5.230342390339058900e-01,3.411554044075658432e+00,2.765842109736234455e+00,-5.485695706550575146e-02,1.985089465414854870e-01
7.211042208441688750e+00,5.227712291280527390e-01,3.411489144232881188e+00,2.764891033498863671e+00,-5.470870541626454697e-02,3.786899103984403547e-01
7.215843168633726989e+00,5.225089294260824024e-01,3.411423920050088654e+00,2.763940224651552313e+00,-5.456110857874491016e-02,5.152197164474405788e-01
7.220644128825765229e+00,5.222473367895972274e-01,3.411358372510217229e+00,2.762989683576488886e+00,-5.441416354195749427e-02,2.157527650345955617e-01
7.225445089017803468e+00,5.219864480941888152e-01,3.411292502592210063e+00,2.762039410653498006e+00,-5.426786730824362248e-02,-2.862079315635690513e-01
7.230246049209841708e+00,5.217262602294382434e-01,3.411226311271019718e+00,2.761089406260040846e+00,-5.412221689327878504e-02,-1.349620954935852324e-01
7.235047009401880835e+00,5.214667700989156218e-01,3.411159799517606395e+00,2.760139670771215581e+00,-5.397720932607430466e-02,-4.447980723813443893e-03
7.239847969593919075e+00,5.212079746201808694e-01,3.411092968298937489e+00,2.759190204559756943e+00,-5.383284164897966795e-02,3.597926591502829674e-01
7.244648929785957314e+00,5.209498707247830485e-01,3.411025818577990254e+00,2.758241007996034888e+00,-5.368911091768535648e-02,8.163495560175004773e-02
7.249449889977995554e+00,5.206924553582604753e-01,3.410958351313748693e+00,2.757292081448057708e+00,-5.354601420122445665e-02,1.871284667193331142e-01
7.254250850170033793e+00,5.204357254801409427e-01,3.410890567461205336e+00,2.756343425281468917e+00,-5.340354858197526866e-02,-8.819392490433553000e-02
7.259051810362072032e+00,5.201796780639413864e-01,3.410822467971360350e+00,2.755395039859548589e+00,-5.326171115566336045e-02,6.479518810646998916e-02
7.263852770554111160e+00,5.199243100971684406e-01,3.410754053791222873e+00,2.754446925543213354e+00,-5.312049903136478735e-02,9.051795216268135325e-02
7.268653730746149400e+00,5.196696185813178825e-01,3.410685325863808792e+00,2.753499082691017730e+00,-5.297990933150664716e-02,-1.442416084241248675e-01
7.273454690938187639e+00,5.194156005318746328e-01,3.410616285128143854e+00,2.752551511659150574e+00,-5.283993919187074395e-02,1.026256535389988289e-01
7.278255651130225878e+00,5.191622529783134210e-01,3.410546932519260110e+00,2.751604212801439076e+00,-5.270058576159514230e-02,1.614615329836574520e-01
7.283056611322264118e+00,5.189095729640980093e-01,3.410477268968199027e+00,2.750657186469345206e+00,-5.256184620317655432e-02,-8.423499315433974344e-02
7.287857571514303245e+00,5.186575575466815247e-01,3.410407295402008820e+00,2.749710433011968824e+00,-5.242371769247267110e-02,1.512055891312920619e-01
7.292658531706341485e+00,5.184062037975064596e-01,3.410337012743747565e+00,2.748763952776046349e+00,-5.228619741870399462e-02,2.773047446453184572e-01
7.297459491898379724e+00,5.181555088020047828e-01,3.410266421912479640e+00,2.747817746105948977e+00,-5.214928258445639120e-02,-3.888929488909391441e-02
7.302260452090417964e+00,5.179054696595977170e-01,3.410195523823278396e+00,2.746871813343686686e+00,-5.201297040568303442e-02,-5.194853485033862350e-02
7.307061412282456203e+00,5.176560834836912983e-01,3.410124319387226599e+00,2.745926154828905119e+00,-5.187725811170224022e-02,-1.138007171169901632e-01
7.311862372474495331e+00,5.174073473789533306e-01,3.410052809517523542e+00,2.744980770902872624e+00,-5.174214292307044438e-02,-1.756040343282649074e-01
7.316663332666533570e+00,5.171592584735221765e-01,3.409980995120554415e+00,2.744035661902873624e+00,-5.160762208296210130e-02,-2.037739275382791440e-02
7.321464292858571810e+00,5.169118139333688244e-01,3.409908877092179935e+00,2.743090828159666206e+00,-5.147369287115277636e-02,-1.338390632365860644e-01
7.326265253050610049e+00,5.166650109362069809e-01,3.409836456324882192e+00,2.742146270002036257e+00,-5.134035257860830592e-02,-1.137364842586729569e-01
7.331066213242648288e+00,5.164188466714932924e-01,3.409763733707766420e+00,2.741201987756800129e+00,-5.120759850748735076e-02,-2.059058533395521362e-01
7.335867173434686528e+00,5.161733183404270120e-01,3.409690710126557889e+00,2.740257981748802862e+00,-5.107542797114200672e-02,-3.582850479626701889e-01
7.340668133626725655e+00,5.159284231559503331e-01,3.409617386463605015e+00,2.739314252300918628e+00,-5.094383829412091336e-02,-2.383926566393820279e-01
7.345469093818763895e+00,5.156841583427481668e-01,3.409543763597876698e+00,2.738370799734050731e+00,-5.081282681217064168e-02,1.498665917924550672e-02
7.350270054010802134e+00,5.154405211372483642e-01,3.409469842404964091e+00,2.737427624367132051e+00,-5.068239087223730399e-02,-2.873100656576014211e-01
7.355071014202840374e+00,5.151975087876212722e-01,3.409395623757081051e+00,2.736484726517123267e+00,-5.055252783246871884e-02,-1.801473065465922785e-01
7.359871974394878613e+00,5.149551185537803999e-01,3.409321108523061472e+00,2.735542106499015524e+00,-5.042323506221652041e-02,2.780087903277990158e-01
7.364672934586917741e+00,5.147133477073816410e-01,3.409246297568362394e+00,2.734599764625828655e+00,-5.029450994203732428e-02,1.750086429534009336e-01
7.369473894778955980e+00,5.144721935318241623e-01,3.409171191755061781e+00,2.733657701208612067e+00,-5.016634986369500337e-02,-1.888495603366209530e-01
7.374274854970994220e+00,5.142316533222495156e-01,3.409095791941859410e+00,2.732715916556442970e+00,-5.003875223016263085e-02,7.063713312489883211e-02
