t,w,s,q,c,dw_dt,dw_dt_noisy
3.930786157231445976e+00,3.772677563007984070e+00,9.769140277494479108e-01,1.023971924225010488e+00,7.876975889690615018e-01,8.066714363168535629e-01,8.071073255938063795e-01
3.936787357471493998e+00,3.777517832089911654e+00,9.771958383496328615e-01,1.024056165547728270e+00,7.884472526758129485e-01,8.064288637830128170e-01,7.997715424146004670e-01
3.942788557711542019e+00,3.782356642337186603e+00,9.774764650858446258e-01,1.024139828298373134e+00,7.891949202334198610e-01,8.061852779947321634e-01,8.075465324953637891e-01
3.948789757951590040e+00,3.787193987713414867e+00,9.777559115939754575e-01,1.024222915012657831e+00,7.899405940256256642e-01,8.059406853937176596e-01,8.113021765482346659e-01
3.954790958191638062e+00,3.792029862217664249e+00,9.780341815028347208e-01,1.024305428217982206e+00,7.906842764501207377e-01,8.056950923944568022e-01,8.054778738152504891e-01
3.960792158431686083e+00,3.796864259884463078e+00,9.783112784341487789e-01,1.024387370433431421e+00,7.914259699185424157e-01,8.054485053843829512e-01,7.994130086709887451e-01
3.966793358671734104e+00,3.801697174783801980e+00,9.785872060025607722e-01,1.024468744169776180e+00,7.921656768564755424e-01,8.052009307240426406e-01,7.974289074760946283e-01
3.972794558911782126e+00,3.806528601021132108e+00,9.788619678156307291e-01,1.024549551929474056e+00,7.929033997034516945e-01,8.049523747472568935e-01,8.224646291226462846e-01
3.978795759151830147e+00,3.811358532737367355e+00,9.791355674738356774e-01,1.024629796206667498e+00,7.936391409129497365e-01,8.047028437612866458e-01,8.134879021665033516e-01
3.984796959391878168e+00,3.816186964108881252e+00,9.794080085705693106e-01,1.024709479487185604e+00,7.943729029523957097e-01,8.044523440469932840e-01,7.932531290837843141e-01
3.990798159631926190e+00,3.821013889347510961e+00,9.796792946921427658e-01,1.024788604248542789e+00,7.951046883031626100e-01,8.042008818590014041e-01,7.957906141389230470e-01
3.996799359871974211e+00,3.825839302700553279e+00,9.799494294177834020e-01,1.024867172959939898e+00,7.958344994605706102e-01,8.039484634258579066e-01,8.226869105286290784e-01
4.002800560112022232e+00,3.830663198450766860e+00,9.802184163196360212e-01,1.024945188082263314e+00,7.965623389338869487e-01,8.036950949501925345e-01,8.188080720054854433e-01
4.008801760352070254e+00,3.835485570916372655e+00,9.804862589627620917e-01,1.025022652068085183e+00,7.972882092463262627e-01,8.034407826088763027e-01,8.047225458021018962e-01
4.014802960592118275e+00,3.840306414451052142e+00,9.807529609051400810e-01,1.025099567361663855e+00,7.980121129350498110e-01,8.031855325531789269e-01,8.147640215513185513e-01
4.020804160832166296e+00,3.845125723443948651e+00,9.810185256976652335e-01,1.025175936398943444e+00,7.987340525511664735e-01,8.029293509089264758e-01,7.880595379290376012e-01
4.026805361072214318e+00,3.849943492319666927e+00,9.812829568841499039e-01,1.025251761607554268e+00,7.994540306597318624e-01,8.026722437766559137e-01,8.026853633278930866e-01
4.032806561312262339e+00,3.854759715538273124e+00,9.815462580013231131e-01,1.025327045406811743e+00,8.001720498397488779e-01,8.024142172317720867e-01,8.098223090586658124e-01
4.038807761552310360e+00,3.859574387595294365e+00,9.818084325788309918e-01,1.025401790207718156e+00,8.008881126841673748e-01,8.021552773247004886e-01,7.835556038108205668e-01
4.044808961792358382e+00,3.864387503021720072e+00,9.820694841392365593e-01,1.025475998412960887e+00,8.016022217998847177e-01,8.018954300810419156e-01,7.940654877804744771e-01
4.050810162032406403e+00,3.869199056384000190e+00,9.823294161980196115e-01,1.025549672416913527e+00,8.023143798077448929e-01,8.016346815017233451e-01,8.094632299851070023e-01
4.056811362272454424e+00,3.874009042284047410e+00,9.825882322635769439e-01,1.025622814605635869e+00,8.030245893425393966e-01,8.013730375631513692e-01,8.126893364010272514e-01
4.062812562512502446e+00,3.878817455359234501e+00,9.828459358372222399e-01,1.025695427356872802e+00,8.037328530530065684e-01,8.011105042173615187e-01,7.951774294518459962e-01
4.068813762752550467e+00,3.883624290282396085e+00,9.831025304131860709e-01,1.025767513040056089e+00,8.044391736018319250e-01,8.008470873921693656e-01,8.037451817819564193e-01
4.074814962992598488e+00,3.888429541761829089e+00,9.833580194786161188e-01,1.025839074016302366e+00,8.051435536656481595e-01,8.005827929913182928e-01,8.165899185333909127e-01
4.080816163232646510e+00,3.893233204541290515e+00,9.836124065135765093e-01,1.025910112638415139e+00,8.058459959350351420e-01,8.003176268946299299e-01,7.964982960347979368e-01
4.086817363472694531e+00,3.898035273399999667e+00,9.838656949910488114e-01,1.025980631250883013e+00,8.065465031145196972e-01,8.000515949581485931e-01,7.867179544239807365e-01
4.092818563712742552e+00,3.902835743152637260e+00,9.841178883769311492e-01,1.026050632189881018e+00,8.072450779225757156e-01,7.997847030142899438e-01,7.991706269513938476e-01
4.098819763952790574e+00,3.907634608649345420e+00,9.843689901300386458e-01,1.026120117783269725e+00,8.079417230916245973e-01,7.995169568719860953e-01,7.955853804568968624e-01
4.104820964192838595e+00,3.912431864775726797e+00,9.846190037021034236e-01,1.026189090350595912e+00,8.086364413680343644e-01,7.992483623168302742e-01,8.122588450782038949e-01
4.110822164432886616e+00,3.917227506452846786e+00,9.848679325377742710e-01,1.026257552203091894e+00,8.093292355121204373e-01,7.989789251112207058e-01,8.005800807106087102e-01
4.116823364672934638e+00,3.922021528637232191e+00,9.851157800746173088e-01,1.026325505643675973e+00,8.100201082981453027e-01,7.987086509945040547e-01,7.906877050878837743e-01
4.122824564912982659e+00,3.926813926320869896e+00,9.853625497431151015e-01,1.026392952966952876e+00,8.107090625143185125e-01,7.984375456831185325e-01,8.224429913765027855e-01
4.128825765153030680e+00,3.931604694531209532e+00,9.856082449666673240e-01,1.026459896459212207e+00,8.113961009627967957e-01,7.981656148707332310e-01,7.931644448503601952e-01
4.134826965393078702e+00,3.936393828331161693e+00,9.858528691615907613e-01,1.026526338398430438e+00,8.120812264596839469e-01,7.978928642283918959e-01,8.026173222086905312e-01
4.140828165633126723e+00,3.941181322819098831e+00,9.860964257371187536e-01,1.026592281054269362e+00,8.127644418350308264e-01,7.976192994046493734e-01,8.043816148346443207e-01
4.146829365873174744e+00,3.945967173128853922e+00,9.863389180954016400e-01,1.026657726688076755e+00,8.134457499328354713e-01,7.973449260257138294e-01,8.051881468973545175e-01
4.152830566113222766e+00,3.950751374429721796e+00,9.865803496315068699e-01,1.026722677552886376e+00,8.141251536110432063e-01,7.970697496955829742e-01,7.987989086740016065e-01
4.158831766353270787e+00,3.955533921926459584e+00,9.868207237334186699e-01,1.026787135893417968e+00,8.148026557415460891e-01,7.967937759961818411e-01,8.026605143843288381e-01
4.164832966593318808e+00,3.960314810859284940e+00,9.870600437820380435e-01,1.026851103946076815e+00,8.154782592101835759e-01,7.965170104875004542e-01,7.958379891923802463e-01
4.170834166833365941e+00,3.965094036484871243e+00,9.872983131531092305e-01,1.026914583941207049e+00,8.161519669004301258e-01,7.962394587019587799e-01,7.820476389443676846e-01
4.176835367073413963e+00,3.969871593965816015e+00,9.875355352327314096e-01,1.026977578112248990e+00,8.168237815848592431e-01,7.959611261047661035e-01,7.937630199122045482e-01
4.182836567313461984e+00,3.974647478634114606e+00,9.877717133937066185e-01,1.027040088661568262e+00,8.174937061402287597e-01,7.956820181688075699e-01,7.936978975627755339e-01
4.188837767553510005e+00,3.979421685887538640e+00,9.880068509986534853e-01,1.027102117779350454e+00,8.181617434805942279e-01,7.954021403531810197e-01,7.936249377813411332e-01
4.194838967793558027e+00,3.984194211153231358e+00,9.882409514029733000e-01,1.027163667648569145e+00,8.188278965282772548e-01,7.951214980932803655e-01,7.964824154307741377e-01
4.200840168033606048e+00,3.988965049887707615e+00,9.884740179548501260e-01,1.027224740444985462e+00,8.194921682138657237e-01,7.948400968009297074e-01,7.885930679550628986e-01
4.206841368273654069e+00,3.993734197576851663e+00,9.887060539952509108e-01,1.027285338337149190e+00,8.201545614762135727e-01,7.945579418645198899e-01,8.077905167409857867e-01
4.212842568513702091e+00,3.998501649735919816e+00,9.889370628579249312e-01,1.027345463486397437e+00,8.208150792624409053e-01,7.942750386491381764e-01,8.099421876485380922e-01
4.218843768753750112e+00,4.003267401909538670e+00,9.891670478694044588e-01,1.027405118046855526e+00,8.214737245279339906e-01,7.939913924967035852e-01,7.719877763333288234e-01
4.224844968993798133e+00,4.008031449671705992e+00,9.893960123490044278e-01,1.027464304165436770e+00,8.221305002363450409e-01,7.937070087260988949e-01,7.938002689552048352e-01
4.230846169233846155e+00,4.012793788625790725e+00,9.896239596088223234e-01,1.027523023981842698e+00,8.227854093595927676e-01,7.934218926332998745e-01,7.863159473138748856e-01
4.236847369473894176e+00,4.017554414404531649e+00,9.898508929537387369e-01,1.027581279628562605e+00,8.234384548778618251e-01,7.931360494915081771e-01,7.670736108249480711e-01
4.242848569713942197e+00,4.022313322670038716e+00,9.900768156814163667e-01,1.027639073230873779e+00,8.240896397796028117e-01,7.928494845512783495e-01,7.969508435677900016e-01
4.248849769953990219e+00,4.027070509113794827e+00,9.903017310823012398e-01,1.027696406906841275e+00,8.247389670615329349e-01,7.925622030406486163e-01,7.863742069299624049e-01
4.254850970194038240e+00,4.031825969456651393e+00,9.905256424396217119e-01,1.027753282767318810e+00,8.253864397286351240e-01,7.922742101652692215e-01,7.885168641994816374e-01
4.260852170434086261e+00,4.036579699448830993e+00,9.907485530293889120e-01,1.027809702915947199e+00,8.260320607941585846e-01,7.919855111085277732e-01,7.854697315851540962e-01
4.266853370674134283e+00,4.041331694869928270e+00,9.909704661203967424e-01,1.027865669449155916e+00,8.266758332796187991e-01,7.916961110316784733e-01,8.025661659852247887e-01
4.272854570914182304e+00,4.046081951528908149e+00,9.911913849742217675e-01,1.027921184456162207e+00,8.273177602147971932e-01,7.914060150739670174e-01,8.037989959813897078e-01
4.278855771154230325e+00,4.050830465264104951e+00,9.914113128452233248e-01,1.027976250018971083e+00,8.279578446377414691e-01,7.911152283527552731e-01,7.938831821645859765e-01
4.284856971394278347e+00,4.055577231943227723e+00,9.916302529805433030e-01,1.028030868212375992e+00,8.285960895947654947e-01,7.908237559636464020e-01,7.977548447193751890e-01
4.290858171634326368e+00,4.060322247463351353e+00,9.918482086201065862e-01,1.028085041103958153e+00,8.292324981404489703e-01,7.905316029806094269e-01,7.894073199428505161e-01
4.296859371874374389e+00,4.065065507750926344e+00,9.920651829966204982e-01,1.028138770754086329e+00,8.298670733376382058e-01,7.902387744561008009e-01,7.916403668544735872e-01
4.302860572114422411e+00,4.069807008761771705e+00,9.922811793355751364e-01,1.028192059215918164e+00,8.304998182574453436e-01,7.899452754211879757e-01,7.825276491633825771e-01
4.308861772354470432e+00,4.074546746481076731e+00,9.924962008552434822e-01,1.028244908535398627e+00,8.311307359792486915e-01,7.896511108856707484e-01,7.899965389065849442e-01
4.314862972594518453e+00,4.079284716923403664e+00,9.927102507666809572e-01,1.028297320751260679e+00,8.317598295906927230e-01,7.893562858382018321e-01,7.822195808960293872e-01
4.320864172834566475e+00,4.084020916132684142e+00,9.929233322737258671e-01,1.028349297895025716e+00,8.323871021876882992e-01,7.890608052464075373e-01,7.927910676431433323e-01
4.326865373074614496e+00,4.088755340182220976e+00,9.931354485729991799e-01,1.028400841991002679e+00,8.330125568744120024e-01,7.887646740570084525e-01,7.970379861051587467e-01
4.332866573314662517e+00,4.093487985174687260e+00,9.933466028539046366e-01,1.028451955056288503e+00,8.336361967633068026e-01,7.884678971959354632e-01,7.915783247905445741e-01
4.338867773554710539e+00,4.098218847242129037e+00,9.935567982986285296e-01,1.028502639100768556e+00,8.342580249750818355e-01,7.881704795684508769e-01,8.000117705763424292e-01
4.344868973794758560e+00,4.102947922545961745e+00,9.937660380821401462e-01,1.028552896127115757e+00,8.348780446387122911e-01,7.878724260592644413e-01,8.147748788106843332e-01
4.350870174034806581e+00,4.107675207276971108e+00,9.939743253721909921e-01,1.028602728130791011e+00,8.354962588914394139e-01,7.875737415326503621e-01,7.665081296603174499e-01
4.356871374274854603e+00,4.112400697655314907e+00,9.941816633293159011e-01,1.028652137100043662e+00,8.361126708787708361e-01,7.872744308325637652e-01,7.874112710257857861e-01
4.362872574514902624e+00,4.117124389930522099e+00,9.943880551068319251e-01,1.028701125015910378e+00,8.367272837544801334e-01,7.869744987827560490e-01,7.812876933763595044e-01
4.368873774754950645e+00,4.121846280381491034e+00,9.945935038508390003e-01,1.028749693852216485e+00,8.373401006806071578e-01,7.866739501868893480e-01,7.821069953786197182e-01
4.374874974994998666e+00,4.126566365316491236e+00,9.947980127002198358e-01,1.028797845575574632e+00,8.379511248274577051e-01,7.863727898286513307e-01,7.727910388211071124e-01
4.380876175235046688e+00,4.131284641073166064e+00,9.950015847866399143e-01,1.028845582145386128e+00,8.385603593736038475e-01,7.860710224718674421e-01,7.865963748786773957e-01
4.386877375475094709e+00,4.136001104018524721e+00,9.952042232345470474e-01,1.028892905513839606e+00,8.391678075058838226e-01,7.857686528606157017e-01,7.831859257641935468e-01
4.392878575715142730e+00,4.140715750548952023e+00,9.954059311611722638e-01,1.028939817625912134e+00,8.397734724194020339e-01,7.854656857193366148e-01,7.791379788214711777e-01
4.398879775955190752e+00,4.145428577090200406e+00,9.956067116765289216e-01,1.028986320419368772e+00,8.403773573175289391e-01,7.851621257529463049e-01,7.826188994965913581e-01
4.404880976195238773e+00,4.150139580097395253e+00,9.958065678834132628e-01,1.029032415824762348e+00,8.409794654119011614e-01,7.848579776469462033e-01,7.789305400231598675e-01
4.410882176435286794e+00,4.154848756055031345e+00,9.960055028774041919e-01,1.029078105765433682e+00,8.415797999224213788e-01,7.845532460675341824e-01,7.611240267872548815e-01
4.416883376675334816e+00,4.159556101476975520e+00,9.962035197468632752e-01,1.029123392157511585e+00,8.421783640772586566e-01,7.842479356617134689e-01,7.950220253271228499e-01
4.422884576915382837e+00,4.164261612906464904e+00,9.964006215729349636e-01,1.029168276909913082e+00,8.427751611128478926e-01,7.839420510574017786e-01,7.809073244074569153e-01
4.428885777155430858e+00,4.168965286916108681e+00,9.965968114295461477e-01,1.029212761924342967e+00,8.433701942738903723e-01,7.836355968635386748e-01,7.741392233912680609e-01
4.434886977395478880e+00,4.173667120107883655e+00,9.967920923834067137e-01,1.029256849095294246e+00,8.439634668133534356e-01,7.833285776701952585e-01,7.863926984885399873e-01
4.440888177635526901e+00,4.178367109092518739e+00,9.969864674972372942e-01,1.029300540312107382e+00,8.445549819762259158e-01,7.830209980437990991e-01,7.763966142141174309e-01
4.446889377875574922e+00,4.183065250383399380e+00,9.971799398491745237e-01,1.029343837466351719e+00,8.451447429012123314e-01,7.827128624947057300e-01,7.609728873591191656e-01
4.452890578115622944e+00,4.187761540661904647e+00,9.973725124929450070e-01,1.029386742423151313e+00,8.457327528188165466e-01,7.824041755344375293e-01,7.912731992260050307e-01
4.458891778355670965e+00,4.192455976667522677e+00,9.975641884703020379e-01,1.029429257037438816e+00,8.463190149880255309e-01,7.820949416613738325e-01,7.653278501847499138e-01
4.464892978595718986e+00,4.197148555163582984e+00,9.977549708159534347e-01,1.029471383157868125e+00,8.469035326715106393e-01,7.817851653538472334e-01,7.796010944725932923e-01
4.470894178835767008e+00,4.201839272937260894e+00,9.979448625575617626e-01,1.029513122626814603e+00,8.474863091356285016e-01,7.814748510702473894e-01,7.826764135339540074e-01
4.476895379075815029e+00,4.206528126799573108e+00,9.981338667157442224e-01,1.029554477280374414e+00,8.480673476504210218e-01,7.811640032491287133e-01,7.946606862121693426e-01
4.482896579315863050e+00,4.211215113585380365e+00,9.983219863040727615e-01,1.029595448948365410e+00,8.486466514896147117e-01,7.808526263093120701e-01,7.927532330141305872e-01
4.488897779555911072e+00,4.215900230153388328e+00,9.985092243290739633e-01,1.029636039454326468e+00,8.492242239306212470e-01,7.805407246499886931e-01,7.821982053952645231e-01
4.494898979795959093e+00,4.220583473386143147e+00,9.986955837902290467e-01,1.029676250615517930e+00,8.498000682545374662e-01,7.802283026508243235e-01,7.725943869219047411e-01
4.500900180036007114e+00,4.225264840190035898e+00,9.988810676799740884e-01,1.029716084242921159e+00,8.503741877461450382e-01,7.799153646720605737e-01,7.757563930777893191e-01
4.506901380276055136e+00,4.229944327495302581e+00,9.990656789836994678e-01,1.029755542141238767e+00,8.509465856939106843e-01,7.796019150546168452e-01,7.904789320270149133e-01
4.512902580516103157e+00,4.234621932256020571e+00,9.992494206797507550e-01,1.029794626108894828e+00,8.515172653899862887e-01,7.792879581201913597e-01,7.971524516121600845e-01
4.518903780756151178e+00,4.239297651450110394e+00,9.994322957394277118e-01,1.029833337938033999e+00,8.520862301302085662e-01,7.789734981713634099e-01,7.844113846478282248e-01
4.524904980996199200e+00,4.243971482079336610e+00,9.996143071269851799e-01,1.029871679414523289e+00,8.526534832140993947e-01,7.786585394916907266e-01,7.722100943125623784e-01
4.530906181236247221e+00,4.248643421169308709e+00,9.997954577996325254e-01,1.029909652317949842e+00,8.532190279448654824e-01,7.783430863458112858e-01,7.886368073222940200e-01
4.536907381476295242e+00,4.253313465769477553e+00,9.999757507075335283e-01,1.029947258421622713e+00,8.537828676293988117e-01,7.780271429795406757e-01,7.742747422394575807e-01
4.542908581716343264e+00,4.257981612953138040e+00,1.000155188793807159e+00,1.029984499492572203e+00,8.543450055782761954e-01,7.777107136199716830e-01,7.736322202835247408e-01
4.548909781956391285e+00,4.262647859817428220e+00,1.000333774994526470e+00,1.030021377291549411e+00,8.549054451057594983e-01,7.773938024755712162e-01,7.746041159055686576e-01
4.554910982196439306e+00,4.267312203483330180e+00,1.000511512238720035e+00,1.030057893573026906e+00,8.554641895297956378e-01,7.770764137362784485e-01,7.829779035741877280e-01
4.560912182436487328e+00,4.271974641095668268e+00,1.000688403448370067e+00,1.030094050085198720e+00,8.560212421720164722e-01,7.767585515735997426e-01,7.795113002817416481e-01
4.566913382676535349e+00,4.276635169823112648e+00,1.000864451538414412e+00,1.030129848569979689e+00,8.565766063577391343e-01,7.764402201407073489e-01,7.863682343364581939e-01
4.572914582916583370e+00,4.281293786858173078e+00,1.001039659416744776e+00,1.030165290763006558e+00,8.571302854159654760e-01,7.761214235725326649e-01,7.890853564752201565e-01
4.578915783156631392e+00,4.285950489417206910e+00,1.001214029984208276e+00,1.030200378393636429e+00,8.576822826793824017e-01,7.758021659858623797e-01,7.809346218668962170e-01
4.584916983396679413e+00,4.290605274740411090e+00,1.001387566134606111e+00,1.030235113184948315e+00,8.582326014843619788e-01,7.754824514794336210e-01,7.521598164283525012e-01
4.590918183636727434e+00,4.295258140091829269e+00,1.001560270754694670e+00,1.030269496853742250e+00,8.587812451709612160e-01,7.751622841340256587e-01,7.581963088091907554e-01
4.596919383876775456e+00,4.299909082759345580e+00,1.001732146724184425e+00,1.030303531110539295e+00,8.593282170829221744e-01,7.748416680125560507e-01,7.764275511998421919e-01
4.602920584116823477e+00,4.304558100054689973e+00,1.001903196915741256e+00,1.030337217659582416e+00,8.598735205676719673e-01,7.745206071601720144e-01,7.738735322018721607e-01
4.608921784356871498e+00,4.309205189313434659e+00,1.002073424194985130e+00,1.030370558198835163e+00,8.604171589763224270e-01,7.741991056043420194e-01,7.957910665667893291e-01
4.614922984596918631e+00,4.313850347894994108e+00,1.002242831420490976e+00,1.030403554419982326e+00,8.609591356636708825e-01,7.738771673549500463e-01,7.735750267538846758e-01
4.620924184836966653e+00,4.318493573182629497e+00,1.002411421443788253e+00,1.030436208008430610e+00,8.614994539881992708e-01,7.735547964043840707e-01,7.720286970760236178e-01
4.626925385077014674e+00,4.323134862583441596e+00,1.002579197109361386e+00,1.030468520643307073e+00,8.620381173120749141e-01,7.732319967276297668e-01,7.826708777125243044e-01
4.632926585317062695e+00,4.327774213528377878e+00,1.002746161254648882e+00,1.030500493997460909e+00,8.625751290011498540e-01,7.729087722823576589e-01,7.835531065248990679e-01
4.638927785557110717e+00,4.332411623472226303e+00,1.002912316710044660e+00,1.030532129737461666e+00,8.631104924249611843e-01,7.725851270090149381e-01,7.702310255419723140e-01
4.644928985797158738e+00,4.337047089893619756e+00,1.003077666298896720e+00,1.030563429523600583e+00,8.636442109567312730e-01,7.722610648309146120e-01,7.769930858126674611e-01
4.650930186037206759e+00,4.341680610295035159e+00,1.003242212837508252e+00,1.030594395009890585e+00,8.641762879733670966e-01,7.719365896543232131e-01,7.606011229188129885e-01
4.656931386277254781e+00,4.346312182202790808e+00,1.003405959135136749e+00,1.030625027844064734e+00,8.647067268554609054e-01,7.716117053685497273e-01,7.621801876174940649e-01
4.662932586517302802e+00,4.350941803167050814e+00,1.003568907993994452e+00,1.030655329667578446e+00,8.652355309872901135e-01,7.712864158460330799e-01,7.836171472974622354e-01
4.668933786757350823e+00,4.355569470761820661e+00,1.003731062209248348e+00,1.030685302115607938e+00,8.657627037568169648e-01,7.709607249424295095e-01,7.568893688417873689e-01
4.674934986997398845e+00,4.360195182584950757e+00,1.003892424569019948e+00,1.030714946817050226e+00,8.662882485556885337e-01,7.706346364966983886e-01,7.798577627619032171e-01
4.680936187237446866e+00,4.364818936258133775e+00,1.004052997854385954e+00,1.030744265394524239e+00,8.668121687792371688e-01,7.703081543311901536e-01,7.770870381681534989e-01
4.686937387477494887e+00,4.369440729426906422e+00,1.004212784839377148e+00,1.030773259464369929e+00,8.673344678264802710e-01,7.699812822517305699e-01,7.776788346447877087e-01
4.692938587717542909e+00,4.374060559760648559e+00,1.004371788290979284e+00,1.030801930636648489e+00,8.678551491001201823e-01,7.696540240477058870e-01,7.787823391426871300e-01
4.698939787957590930e+00,4.378678424952583192e+00,1.004530010969132636e+00,1.030830280515142139e+00,8.683742160065441862e-01,7.693263834921487687e-01,7.749650136869929984e-01
4.704940988197638951e+00,4.383294322719776481e+00,1.004687455626732229e+00,1.030858310697354563e+00,8.688916719558246182e-01,7.689983643418212278e-01,7.475837760814200150e-01
4.710942188437686973e+00,4.387908250803140398e+00,1.004844125009628053e+00,1.030886022774510691e+00,8.694075203617189773e-01,7.686699703372992243e-01,7.586261751984846313e-01
4.716943388677734994e+00,4.392520206967427399e+00,1.005000021856624182e+00,1.030913418331556475e+00,8.699217646416695926e-01,7.683412052030550443e-01,7.623280887738387301e-01
4.722944588917783015e+00,4.397130189001233092e+00,1.005155148899479656e+00,1.030940498947159556e+00,8.704344082168038454e-01,7.680120726475418991e-01,7.771602774762021992e-01
4.728945789157831037e+00,4.401738194638582513e+00,1.005309508878993396e+00,1.030967266200404575e+00,8.709454544508115070e-01,7.676825763466766928e-01,7.564045235724312644e-01
4.734946989397879058e+00,4.406344221627734647e+00,1.005463104532795082e+00,1.030993721661000340e+00,8.714549066769032848e-01,7.673527199439835744e-01,7.603037695301348986e-01
4.740948189637927079e+00,4.410948267852934812e+00,1.005615938569218049e+00,1.031019866880655167e+00,8.719627683030195531e-01,7.670225070819074453e-01,7.633943866665446887e-01
4.746949389877975101e+00,4.415550331218004665e+00,1.005768013689815721e+00,1.031045703405563119e+00,8.724690427377371771e-01,7.666919413862471888e-01,7.798562589193658301e-01
4.752950590118023122e+00,4.420150409645758671e+00,1.005919332589477966e+00,1.031071232776461066e+00,8.729737333898563989e-01,7.663610264661366855e-01,7.519504986354097475e-01
4.758951790358071143e+00,4.424748501078002327e+00,1.006069897956432202e+00,1.031096456528628913e+00,8.734768436684009485e-01,7.660297659141240834e-01,7.524904703424160068e-01
4.764952990598119165e+00,4.429344603475533937e+00,1.006219712472241845e+00,1.031121376191889150e+00,8.739783769826182658e-01,7.656981633062514003e-01,7.719697752179501826e-01
4.770954190838167186e+00,4.433938714818143723e+00,1.006368778811807640e+00,1.031145993290606411e+00,8.744783367419790565e-01,7.653662222021343498e-01,7.441109433693748887e-01
4.776955391078215207e+00,4.438530833104612938e+00,1.006517099643367219e+00,1.031170309343688807e+00,8.749767263561776254e-01,7.650339461450416101e-01,7.683537254697925256e-01
4.782956591318263229e+00,4.443120956352715645e+00,1.006664677628494653e+00,1.031194325864587036e+00,8.754735492351318760e-01,7.647013386619725406e-01,7.601609294405128336e-01
4.788957791558311250e+00,4.447709082599216934e+00,1.006811515422101566e+00,1.031218044361294162e+00,8.759688087889829777e-01,7.643684032637346748e-01,7.485988891064223605e-01
4.794958991798359271e+00,4.452295209899874706e+00,1.006957615672435580e+00,1.031241466336345836e+00,8.764625084280958101e-01,7.640351434450228796e-01,7.598324294844737148e-01
4.800960192038407293e+00,4.456879336329438779e+00,1.007102981021082089e+00,1.031264593286821407e+00,8.769546515630586292e-01,7.637015626844951832e-01,7.536801930084253698e-01
4.806961392278455314e+00,4.461461459981649114e+00,1.007247614102962263e+00,1.031287426704341703e+00,8.774452416046831793e-01,7.633676644448493809e-01,7.650455119890531286e-01
4.812962592518503335e+00,4.466041578969239367e+00,1.007391517546334825e+00,1.031309968075071248e+00,8.779342819640048035e-01,7.630334521729006392e-01,7.666716729279162701e-01
4.818963792758551357e+00,4.470619691423936004e+00,1.007534693972795603e+00,1.031332218879716489e+00,8.784217760522824436e-01,7.626989292996552150e-01,7.775885451478833366e-01
4.824964992998599378e+00,4.475195795496453854e+00,1.007677145997276424e+00,1.031354180593527126e+00,8.789077272809981967e-01,7.623640992403885042e-01,7.622362468803420832e-01
4.830966193238647399e+00,4.479769889356504109e+00,1.007818876228046445e+00,1.031375854686295668e+00,8.793921390618578693e-01,7.620289653947175390e-01,7.630345004189362790e-01
4.836967393478695421e+00,4.484341971192786325e+00,1.007959887266711929e+00,1.031397242622356769e+00,8.798750148067907562e-01,7.616935311466772607e-01,7.559204232283802671e-01
4.842968593718743442e+00,4.488912039212992866e+00,1.008100181708215359e+00,1.031418345860588115e+00,8.803563579279497509e-01,7.613577998647940159e-01,7.611214486618447239e-01
4.848969793958791463e+00,4.493480091643808905e+00,1.008239762140836326e+00,1.031439165854410200e+00,8.808361718377111238e-01,7.610217749021593869e-01,7.715177995409341349e-01
4.854970994198839485e+00,4.498046126730911531e+00,1.008378631146191751e+00,1.031459704051786330e+00,8.813144599486746333e-01,7.606854595965033550e-01,7.414283024979860803e-01
4.860972194438887506e+00,4.502610142738968868e+00,1.008516791299234772e+00,1.031479961895222175e+00,8.817912256736634147e-01,7.603488572702679082e-01,7.669401460354392519e-01
4.866973394678935527e+00,4.507172137951640956e+00,1.008654245168255192e+00,1.031499940821766437e+00,8.822664724257245350e-01,7.600119712306794284e-01,7.546602018597906580e-01
4.872974594918983549e+00,4.511732110671579754e+00,1.008790995314880590e+00,1.031519642263009962e+00,8.827402036181281053e-01,7.596748047698197448e-01,7.604137070679833910e-01
4.878975795159031570e+00,4.516290059220430919e+00,1.008927044294074760e+00,1.031539067645087293e+00,8.832124226643678355e-01,7.593373611646991872e-01,7.625878093650095835e-01
4.884976995399079591e+00,4.520845981938828473e+00,1.009062394654137940e+00,1.031558218388674675e+00,8.836831329781612565e-01,7.589996436773279731e-01,7.675055853849132026e-01
4.890978195639127613e+00,4.525399877186402797e+00,1.009197048936708363e+00,1.031577095908992048e+00,8.841523379734489430e-01,7.586616555547858187e-01,7.610456879594628132e-01
4.896979395879175634e+00,4.529951743341771753e+00,1.009331009676759816e+00,1.031595701615801053e+00,8.846200410643951795e-01,7.583234000292936594e-01,7.543982983751693627e-01
4.902980596119223655e+00,4.534501578802548671e+00,1.009464279402604081e+00,1.031614036913406585e+00,8.850862456653879606e-01,7.579848803182839267e-01,7.611018237672175779e-01
4.908981796359271677e+00,4.539049381985336140e+00,1.009596860635888937e+00,1.031632103200656569e+00,8.855509551910383248e-01,7.576460996244692714e-01,7.577648310587536962e-01
4.914982996599319698e+00,4.543595151325730441e+00,1.009728755891599494e+00,1.031649901870941077e+00,8.860141730561811313e-01,7.573070611359135063e-01,7.552620626454444874e-01
4.920984196839367719e+00,4.548138885278319776e+00,1.009859967678057524e+00,1.031667434312192988e+00,8.864759026758746163e-01,7.569677680260989971e-01,7.590192448475956422e-01
