t,E,dE_dt,dE_dt_noisy
1.673134626925384794e+01,8.390246736686987106e+01,-1.029301096755135259e+00,-1.029648488772137105e+00
1.674334866973394398e+01,8.389011228551233046e+01,-1.029414373263711102e+00,-1.081013146913023526e+00
1.675535107021404002e+01,8.387775583875126983e+01,-1.029527694360806267e+00,-1.105039967399802592e+00
1.676735347069413606e+01,8.386539802612253425e+01,-1.029641060075492387e+00,-1.042865761832057592e+00
1.677935587117423211e+01,8.385303884716140033e+01,-1.029754470436869518e+00,-9.335592732971909058e-01
1.679135827165432815e+01,8.384067830140243416e+01,-1.029867925474069024e+00,-1.064985469593499046e+00
1.680336067213442419e+01,8.382831638837957655e+01,-1.029981425216250690e+00,-1.006768749443763378e+00
1.681536307261452023e+01,8.381595310762612883e+01,-1.030094969692605167e+00,-1.026097628131131811e+00
1.682736547309461628e+01,8.380358845867473860e+01,-1.030208558932351526e+00,-8.973051732226228205e-01
1.683936787357471232e+01,8.379122244105741402e+01,-1.030322192964741035e+00,-1.125235100947715061e+00
1.685137027405480836e+01,8.377885505430552371e+01,-1.030435871819052940e+00,-9.756667894583039846e-01
1.686337267453490441e+01,8.376648629794975420e+01,-1.030549595524597128e+00,-1.094618845314602851e+00
1.687537507501500045e+01,8.375411617152018096e+01,-1.030663364110714131e+00,-1.060284126811720906e+00
1.688737747549509649e+01,8.374174467454622572e+01,-1.030777177606774453e+00,-1.035611260276445122e+00
1.689937987597519253e+01,8.372937180655667078e+01,-1.030891036042177245e+00,-8.715867259522751542e-01
1.691138227645528858e+01,8.371699756707961626e+01,-1.031004939446353186e+00,-1.069155204960519523e+00
1.692338467693538462e+01,8.370462195564256547e+01,-1.031118887848762711e+00,-1.125563093511179558e+00
1.693538707741548066e+01,8.369224497177235378e+01,-1.031232881278896674e+00,-9.663647012618353793e-01
1.694738947789557670e+01,8.367986661499514867e+01,-1.031346919766275683e+00,-1.073308725182780865e+00
1.695939187837567275e+01,8.366748688483650653e+01,-1.031461003340451654e+00,-1.043608521024986358e+00
1.697139427885576879e+01,8.365510578082133009e+01,-1.031575132031004927e+00,-1.032777223178217740e+00
1.698339667933586483e+01,8.364272330247385412e+01,-1.031689305867548034e+00,-1.026839866588503458e+00
1.699539907981596087e+01,8.363033944931767394e+01,-1.031803524879723266e+00,-1.040310456297567798e+00
1.700740148029605692e+01,8.361795422087577379e+01,-1.031917789097202887e+00,-1.018529967298500205e+00
1.701940388077615296e+01,8.360556761667044157e+01,-1.032032098549690025e+00,-1.012664118437902827e+00
1.703140628125624900e+01,8.359317963622333991e+01,-1.032146453266918007e+00,-9.894503123560209890e-01
1.704340868173634505e+01,8.358079027905550618e+01,-1.032260853278650581e+00,-1.053622510073633611e+00
1.705541108221644109e+01,8.356839954468730980e+01,-1.032375298614683024e+00,-1.069811805782428182e+00
1.706741348269653713e+01,8.355600743263846653e+01,-1.032489789304839922e+00,-1.085667303238192716e+00
1.707941588317663317e+01,8.354361394242805261e+01,-1.032604325378977173e+00,-1.002968880370517235e+00
1.709141828365672922e+01,8.353121907357450482e+01,-1.032718906866980424e+00,-1.035033814126786078e+00
1.710342068413682526e+01,8.351882282559560622e+01,-1.032833533798767744e+00,-1.005173305227376135e+00
1.711542308461692130e+01,8.350642519800851460e+01,-1.032948206204286734e+00,-1.006038394113493162e+00
1.712742548509701734e+01,8.349402619032971984e+01,-1.033062924113514969e+00,-9.487690774457846477e-01
1.713942788557711339e+01,8.348162580207505812e+01,-1.033177687556462665e+00,-1.022802432778110893e+00
1.715143028605720943e+01,8.346922403275974034e+01,-1.033292496563169349e+00,-9.956739307286661678e-01
1.716343268653730547e+01,8.345682088189830949e+01,-1.033407351163706300e+00,-1.093536842478447069e+00
1.717543508701740151e+01,8.344441634900469751e+01,-1.033522251388175217e+00,-1.087537335197672927e+00
1.718743748749749756e+01,8.343201043359215419e+01,-1.033637197266708663e+00,-1.049224084556926728e+00
1.719943988797759360e+01,8.341960313517330405e+01,-1.033752188829470287e+00,-1.094588072620192643e+00
1.721144228845768964e+01,8.340719445326010373e+01,-1.033867226106654602e+00,-9.993875652170972623e-01
1.722344468893778568e+01,8.339478438736389876e+01,-1.033982309128487875e+00,-1.100634948542204006e+00
1.723544708941788173e+01,8.338237293699535257e+01,-1.034097437925226792e+00,-1.030678286988441217e+00
1.724744948989797777e+01,8.336996010166450333e+01,-1.034212612527158903e+00,-1.157117393602138833e+00
1.725945189037807381e+01,8.335754588088073547e+01,-1.034327832964602845e+00,-1.089566819134870190e+00
1.727145429085816986e+01,8.334513027415277975e+01,-1.034443099267909227e+00,-1.051394866081356572e+00
1.728345669133826590e+01,8.333271328098875586e+01,-1.034558411467459527e+00,-1.047510395810720807e+00
1.729545909181836194e+01,8.332029490089608714e+01,-1.034673769593665860e+00,-1.124256056761979705e+00
1.730746149229845798e+01,8.330787513338158590e+01,-1.034789173676972540e+00,-1.029355719722349294e+00
1.731946389277855403e+01,8.329545397795141071e+01,-1.034904623747854746e+00,-9.861614223126905499e-01
1.733146629325865007e+01,8.328303143411106646e+01,-1.035020119836818298e+00,-1.002608099574938239e+00
1.734346869373874611e+01,8.327060750136540435e+01,-1.035135661974401655e+00,-1.068064815196297035e+00
1.735547109421884215e+01,8.325818217921865028e+01,-1.035251250191173700e+00,-1.064616092099600619e+00
1.736747349469893820e+01,8.324575546717439067e+01,-1.035366884517735508e+00,-1.094681898602707593e+00
1.737947589517903424e+01,8.323332736473552984e+01,-1.035482564984719023e+00,-1.003993165254121189e+00
1.739147829565913028e+01,8.322089787140434680e+01,-1.035598291622788159e+00,-9.635153497351903740e-01
1.740348069613922632e+01,8.320846698668248109e+01,-1.035714064462638362e+00,-1.062011838237664652e+00
1.741548309661932237e+01,8.319603471007090434e+01,-1.035829883534995277e+00,-1.120720786882384301e+00
1.742748549709941841e+01,8.318360104106997710e+01,-1.035945748870618965e+00,-1.025945536740374031e+00
1.743948789757951445e+01,8.317116597917937781e+01,-1.036061660500299464e+00,-1.000673189294972953e+00
1.745149029805961050e+01,8.315872952389814543e+01,-1.036177618454857452e+00,-1.172283810941112003e+00
1.746349269853970654e+01,8.314629167472470783e+01,-1.036293622765146916e+00,-1.029375820783537954e+00
1.747549509901980258e+01,8.313385243115679657e+01,-1.036409673462054037e+00,-9.281903244780119744e-01
1.748749749949989862e+01,8.312141179269153213e+01,-1.036525770576494976e+00,-9.954933901050105893e-01
1.749949989997999467e+01,8.310896975882536708e+01,-1.036641914139419640e+00,-1.009118974093296872e+00
1.751150230046009071e+01,8.309652632905412872e+01,-1.036758104181807472e+00,-1.016652040315554117e+00
1.752350470094018675e+01,8.308408150287297644e+01,-1.036874340734673217e+00,-9.837793996699402133e-01
1.753550710142028279e+01,8.307163527977643014e+01,-1.036990623829060043e+00,-1.084048986519407398e+00
1.754750950190037884e+01,8.305918765925838443e+01,-1.037106953496045314e+00,-1.079373843617895012e+00
1.755951190238047488e+01,8.304673864081205181e+01,-1.037223329766737479e+00,-1.016844864322030695e+00
1.757151430286057092e+01,8.303428822393001951e+01,-1.037339752672277182e+00,-1.071606219896795720e+00
1.758351670334066696e+01,8.302183640810423526e+01,-1.037456222243838599e+00,-1.024521101233098808e+00
1.759551910382076301e+01,8.300938319282599309e+01,-1.037572738512624992e+00,-1.133200862694144551e+00
1.760752150430085905e+01,8.299692857758593334e+01,-1.037689301509873818e+00,-9.997915683241421769e-01
1.761952390478095509e+01,8.298447256187405685e+01,-1.037805911266856063e+00,-9.954573406568643090e-01
1.763152630526105114e+01,8.297201514517971077e+01,-1.037922567814871799e+00,-1.035738672710008856e+00
1.764352870574114718e+01,8.295955632699160276e+01,-1.038039271185255741e+00,-1.029818124127851009e+00
1.765553110622124322e+01,8.294709610679781520e+01,-1.038156021409373242e+00,-9.571234671242110359e-01
1.766753350670133926e+01,8.293463448408573413e+01,-1.038272818518624074e+00,-1.092427549912724283e+00
1.767953590718143531e+01,8.292217145834214875e+01,-1.038389662544438430e+00,-1.084047495358699598e+00
1.769153830766153135e+01,8.290970702905316614e+01,-1.038506553518280029e+00,-1.093196868214052708e+00
1.770354070814162739e+01,8.289724119570428229e+01,-1.038623491471643900e+00,-1.059860000034421157e+00
1.771554310862172343e+01,8.288477395778031109e+01,-1.038740476436059490e+00,-1.089297972486477972e+00
1.772754550910181948e+01,8.287230531476544115e+01,-1.038857508443087108e+00,-1.037005084583640047e+00
1.773954790958191552e+01,8.285983526614322159e+01,-1.038974587524320148e+00,-1.071511427824274332e+00
1.775155031006201156e+01,8.284736381139651940e+01,-1.039091713711385534e+00,-1.111549169694154182e+00
1.776355271054210760e+01,8.283489095000760472e+01,-1.039208887035940387e+00,-1.116717773844677186e+00
1.777555511102220365e+01,8.282241668145805136e+01,-1.039326107529677801e+00,-9.787432521856060941e-01
1.778755751150229969e+01,8.280994100522883627e+01,-1.039443375224320620e+00,-1.042887316121997809e+00
1.779955991198239573e+01,8.279746392080025430e+01,-1.039560690151626554e+00,-1.050927581368354735e+00
1.781156231246249178e+01,8.278498542765197499e+01,-1.039678052343384840e+00,-1.038349573073234167e+00
1.782356471294258782e+01,8.277250552526299998e+01,-1.039795461831417800e+00,-1.043913567623625083e+00
1.783556711342268386e+01,8.276002421311170565e+01,-1.039912918647581730e+00,-1.002107271868463378e+00
1.784756951390277990e+01,8.274754149067580045e+01,-1.040030422823764011e+00,-1.011917471414002234e+00
1.785957191438287595e+01,8.273505735743238176e+01,-1.040147974391885999e+00,-1.069633361709579455e+00
1.787157431486297199e+01,8.272257181285786487e+01,-1.040265573383902353e+00,-1.081441926244566476e+00
1.788357671534306803e+01,8.271008485642803976e+01,-1.040383219831799710e+00,-1.094719259259854471e+00
1.789557911582316407e+01,8.269759648761802850e+01,-1.040500913767599789e+00,-1.103057478578179040e+00
1.790758151630326012e+01,8.268510670590234213e+01,-1.040618655223353839e+00,-9.705113732198366039e-01
1.791958391678335616e+01,8.267261551075482373e+01,-1.040736444231149749e+00,-1.086563405964370732e+00
1.793158631726345220e+01,8.266012290164864851e+01,-1.040854280823107381e+00,-1.141806570500189633e+00
1.794358871774354824e+01,8.264762887805639480e+01,-1.040972165031378349e+00,-1.083146388124254900e+00
1.795559111822364429e+01,8.263513343944995881e+01,-1.041090096888150240e+00,-1.080508181603734741e+00
1.796759351870374033e+01,8.262263658530058308e+01,-1.041208076425641949e+00,-1.024715495717651859e+00
1.797959591918383637e+01,8.261013831507891325e+01,-1.041326103676106563e+00,-1.085625232965375497e+00
1.799159831966393241e+01,8.259763862825489866e+01,-1.041444178671829812e+00,-1.014706525319996278e+00
1.800360072014402846e+01,8.258513752429786337e+01,-1.041562301445130734e+00,-1.022135952715053087e+00
1.801560312062412450e+01,8.257263500267647771e+01,-1.041680472028363669e+00,-9.783389961266159007e-01
1.802760552110422054e+01,8.256013106285877257e+01,-1.041798690453913823e+00,-9.334490365002375833e-01
1.803960792158431659e+01,8.254762570431212509e+01,-1.041916956754201706e+00,-8.994717504976552647e-01
1.805161032206441263e+01,8.253511892650328718e+01,-1.042035270961681359e+00,-9.744935388175430813e-01
1.806361272254450867e+01,8.252261072889834281e+01,-1.042153633108839017e+00,-1.100138649172670346e+00
1.807561512302460471e+01,8.251010111096272226e+01,-1.042272043228195777e+00,-1.062482012878272375e+00
1.808761752350470076e+01,8.249759007216124473e+01,-1.042390501352306931e+00,-1.030008194201741611e+00
1.809961992398479680e+01,8.248507761195804733e+01,-1.042509007513758412e+00,-9.391026323139427534e-01
1.811162232446489284e+01,8.247256372981662764e+01,-1.042627561745174125e+00,-1.008796545115315357e+00
1.812362472494498888e+01,8.246004842519985800e+01,-1.042746164079209503e+00,-9.825775438490701452e-01
1.813562712542508493e+01,8.244753169756995703e+01,-1.042864814548553065e+00,-1.051562408629143075e+00
1.814762952590518097e+01,8.243501354638847545e+01,-1.042983513185929079e+00,-1.013469288370395738e+00
1.815963192638527701e+01,8.242249397111635290e+01,-1.043102260024094230e+00,-1.007192647225582771e+00
1.817163432686537305e+01,8.240997297121383269e+01,-1.043221055095840510e+00,-1.066036479868994968e+00
1.818363672734546910e+01,8.239745054614057551e+01,-1.043339898433992108e+00,-1.004473500251274798e+00
1.819563912782556514e+01,8.238492669535554569e+01,-1.043458790071408959e+00,-9.899182603850957829e-01
1.820764152830566118e+01,8.237240141831706808e+01,-1.043577730040984308e+00,-1.051496016778775022e+00
1.821964392878575723e+01,8.235987471448285646e+01,-1.043696718375644927e+00,-9.927893916697037024e-01
1.823164632926585327e+01,8.234734658330994250e+01,-1.043815755108352672e+00,-9.614180195923470729e-01
1.824364872974594931e+01,8.233481702425471838e+01,-1.043934840272103370e+00,-1.040619843348262741e+00
1.825565113022604535e+01,8.232228603677295098e+01,-1.044053973899926824e+00,-1.044037865011090638e+00
1.826765353070614140e+01,8.230975362031972509e+01,-1.044173156024887250e+00,-1.059654020776209293e+00
1.827965593118623744e+01,8.229721977434950020e+01,-1.044292386680083284e+00,-1.075257859531381976e+00
1.829165833166633348e+01,8.228468449831609632e+01,-1.044411665898647312e+00,-1.036604108566363758e+00
1.830366073214642952e+01,8.227214779167267977e+01,-1.044530993713746581e+00,-1.065122336305105000e+00
1.831566313262652557e+01,8.225960965387177737e+01,-1.044650370158582531e+00,-1.060249403078598718e+00
1.832766553310662161e+01,8.224707008436524802e+01,-1.044769795266391688e+00,-1.083444358974407828e+00
1.833966793358671765e+01,8.223452908260431116e+01,-1.044889269070444104e+00,-1.121691674068326261e+00
1.835167033406681369e+01,8.222198664803957513e+01,-1.045008791604045140e+00,-1.091870996190360321e+00
1.836367273454690974e+01,8.220944278012095197e+01,-1.045128362900534569e+00,-1.028678491402680528e+00
1.837567513502700578e+01,8.219689747829774262e+01,-1.045247982993285918e+00,-1.104404901689626906e+00
1.838767753550710182e+01,8.218435074201858015e+01,-1.045367651915708906e+00,-1.077766346594239755e+00
1.839967993598719787e+01,8.217180257073147231e+01,-1.045487369701246783e+00,-9.633793633537428569e-01
1.841168233646729391e+01,8.215925296388374477e+01,-1.045607136383378100e+00,-9.892813481595185143e-01
1.842368473694738995e+01,8.214670192092214052e+01,-1.045726951995615162e+00,-1.080397754613846573e+00
1.843568713742748599e+01,8.213414944129267781e+01,-1.045846816571507132e+00,-1.015677845232741738e+00
1.844768953790757848e+01,8.212159552444079225e+01,-1.045966730144635592e+00,-1.078481027369992962e+00
1.845969193838767453e+01,8.210904016981123732e+01,-1.046086692748618763e+00,-9.647072344187440640e-01
1.847169433886777057e+01,8.209648337684812702e+01,-1.046206704417109279e+00,-1.075491389183987012e+00
1.848369673934786661e+01,8.208392514499495007e+01,-1.046326765183794638e+00,-1.042240930165750257e+00
1.849569913982796265e+01,8.207136547369452728e+01,-1.046446875082397421e+00,-9.772064442699104347e-01
1.850770154030805870e+01,8.205880436238902575e+01,-1.046567034146675290e+00,-1.087960872120990352e+00
1.851970394078815474e+01,8.204624181052000154e+01,-1.046687242410421215e+00,-9.814605320284885970e-01
1.853170634126825078e+01,8.203367781752831434e+01,-1.046807499907462580e+00,-1.087680066886034469e+00
1.854370874174834682e+01,8.202111238285424122e+01,-1.046927806671662964e+00,-1.035018019428144864e+00
1.855571114222844287e+01,8.200854550593734871e+01,-1.047048162736920363e+00,-1.061828897379200276e+00
1.856771354270853891e+01,8.199597718621659226e+01,-1.047168568137168743e+00,-1.051593819967346466e+00
1.857971594318863495e+01,8.198340742313027363e+01,-1.047289022906375822e+00,-1.039284507904932653e+00
1.859171834366873099e+01,8.197083621611605508e+01,-1.047409527078547065e+00,-1.051126746681472213e+00
1.860372074414882704e+01,8.195826356461094520e+01,-1.047530080687720577e+00,-1.098396751143900785e+00
1.861572314462892308e+01,8.194568946805131304e+01,-1.047650683767973101e+00,-1.004321692597546223e+00
1.862772554510901912e+01,8.193311392587287401e+01,-1.047771336353414462e+00,-1.011744369905975827e+00
1.863972794558911517e+01,8.192053693751068977e+01,-1.047892038478189791e+00,-9.834002122665327361e-01
1.865173034606921121e+01,8.190795850239919673e+01,-1.048012790176481301e+00,-9.787653823350168647e-01
1.866373274654930725e+01,8.189537861997216339e+01,-1.048133591482506510e+00,-1.115331982796266663e+00
1.867573514702940329e+01,8.188279728966273296e+01,-1.048254442430517352e+00,-9.839788781030889275e-01
1.868773754750949934e+01,8.187021451090339497e+01,-1.048375343054802400e+00,-9.834886093657775330e-01
1.869973994798959538e+01,8.185763028312598522e+01,-1.048496293389685308e+00,-1.075108453067565195e+00
1.871174234846969142e+01,8.184504460576168583e+01,-1.048617293469527922e+00,-9.967470631760295685e-01
1.872374474894978746e+01,8.183245747824106786e+01,-1.048738343328722955e+00,-9.753267847489506259e-01
1.873574714942988351e+01,8.181986889999400603e+01,-1.048859443001704417e+00,-1.075801218176973384e+00
1.874774954990997955e+01,8.180727887044979241e+01,-1.048980592522938293e+00,-1.117918559984111049e+00
1.875975195039007559e+01,8.179468738903700853e+01,-1.049101791926928540e+00,-1.067078618237429000e+00
1.877175435087017163e+01,8.178209445518362486e+01,-1.049223041248213750e+00,-9.095876880275964860e-01
1.878375675135026768e+01,8.176950006831695816e+01,-1.049344340521369823e+00,-1.037531317881354997e+00
1.879575915183036372e+01,8.175690422786367151e+01,-1.049465689781008404e+00,-1.110176162368231800e+00
1.880776155231045976e+01,8.174430693324981689e+01,-1.049587089061775558e+00,-1.062234452682125463e+00
1.881976395279055581e+01,8.173170818390073578e+01,-1.049708538398355984e+00,-1.099411149128188825e+00
1.883176635327065185e+01,8.171910797924118697e+01,-1.049830037825469020e+00,-1.069794067616303801e+00
1.884376875375074789e+01,8.170650631869526137e+01,-1.049951587377870199e+00,-1.045194381450028409e+00
1.885577115423084393e+01,8.169390320168636777e+01,-1.050073187090352578e+00,-1.178153037337445808e+00
1.886777355471093998e+01,8.168129862763733229e+01,-1.050194836997743852e+00,-1.032174797923774534e+00
1.887977595519103602e+01,8.166869259597027053e+01,-1.050316537134909467e+00,-9.795830552833378890e-01
1.889177835567113206e+01,8.165608510610671544e+01,-1.050438287536750392e+00,-1.060306727804075644e+00
1.890378075615122810e+01,8.164347615746750364e+01,-1.050560088238203349e+00,-1.069694834383451809e+00
1.891578315663132415e+01,8.163086574947284646e+01,-1.050681939274243692e+00,-9.960024169785021142e-01
1.892778555711142019e+01,8.161825388154231575e+01,-1.050803840679882084e+00,-1.114135771982855738e+00
1.893978795759151623e+01,8.160564055309481546e+01,-1.050925792490164268e+00,-1.113220301545593038e+00
1.895179035807161227e+01,8.159302576354862424e+01,-1.051047794740175290e+00,-1.120574597875001466e+00
1.896379275855170832e+01,8.158040951232135285e+01,-1.051169847465035501e+00,-1.059038745308318319e+00
1.897579515903180436e+01,8.156779179883000097e+01,-1.051291950699901223e+00,-1.031590601819041275e+00
1.898779755951190040e+01,8.155517262249087196e+01,-1.051414104479967415e+00,-1.055942751682960923e+00
1.899979995999199645e+01,8.154255198271968652e+01,-1.051536308840463674e+00,-1.024047497675558915e+00
1.901180236047209249e+01,8.152992987893145482e+01,-1.051658563816657121e+00,-1.010121203818534541e+00
1.902380476095218853e+01,8.151730631054057596e+01,-1.051780869443853295e+00,-1.026951606080277468e+00
1.903580716143228457e+01,8.150468127696079534e+01,-1.051903225757392812e+00,-1.092335916084455905e+00
1.904780956191238062e+01,8.149205477760523308e+01,-1.052025632792652932e+00,-1.065430017249469508e+00
1.905981196239247666e+01,8.147942681188631298e+01,-1.052148090585049989e+00,-9.897357308245285923e-01
1.907181436287257270e+01,8.146679737921587616e+01,-1.052270599170034737e+00,-1.104604928831216082e+00
1.908381676335266874e+01,8.145416647900505325e+01,-1.052393158583097899e+00,-1.065064343807395009e+00
1.909581916383276479e+01,8.144153411066437798e+01,-1.052515768859764611e+00,-1.073379459543006398e+00
1.910782156431286083e+01,8.142890027360370198e+01,-1.052638430035598649e+00,-1.061642862983648072e+00
1.911982396479295687e+01,8.141626496723228001e+01,-1.052761142146200646e+00,-1.106544566732796442e+00
1.913182636527305291e+01,8.140362819095865632e+01,-1.052883905227208983e+00,-1.120350580356574532e+00
1.914382876575314896e+01,8.139098994419077826e+01,-1.053006719314298012e+00,-9.252085203268235469e-01
1.915583116623324500e+01,8.137835022633593951e+01,-1.053129584443180500e+00,-1.005834530188797205e+00
1.916783356671334104e+01,8.136570903680075162e+01,-1.053252500649606516e+00,-1.088883362398475274e+00
1.917983596719343709e+01,8.135306637499122928e+01,-1.053375467969363655e+00,-1.056323716791438105e+00
1.919183836767353313e+01,8.134042224031270507e+01,-1.053498486438276149e+00,-1.019663060673611454e+00
1.920384076815362917e+01,8.132777663216988628e+01,-1.053621556092206646e+00,-1.070804605036290935e+00
1.921584316863372521e+01,8.131512954996682652e+01,-1.053744676967055094e+00,-1.022918498669395326e+00
1.922784556911382126e+01,8.130248099310693988e+01,-1.053867849098758303e+00,-1.084632083764265564e+00
1.923984796959391730e+01,8.128983096099295835e+01,-1.053991072523291717e+00,-1.071917530014278697e+00
1.925185037007401334e+01,8.127717945302703129e+01,-1.054114347276668306e+00,-1.058352785068738200e+00
1.926385277055410938e+01,8.126452646861061169e+01,-1.054237673394938346e+00,-1.077112448932792788e+00
1.927585517103420543e+01,8.125187200714451308e+01,-1.054361050914190745e+00,-1.177002175445399645e+00
1.928785757151430147e+01,8.123921606802893791e+01,-1.054484479870550162e+00,-1.053426875669059237e+00
1.929985997199439751e+01,8.122655865066339231e+01,-1.054607960300181890e+00,-1.041526859513765890e+00
1.931186237247449355e+01,8.121389975444675713e+01,-1.054731492239286750e+00,-1.030921668814539061e+00
1.932386477295458960e+01,8.120123937877728793e+01,-1.054855075724105307e+00,-1.104554326139022935e+00
1.933586717343468564e+01,8.118857752305257236e+01,-1.054978710790915652e+00,-1.037766342511113438e+00
1.934786957391478168e+01,8.117591418666954439e+01,-1.055102397476033182e+00,-1.044317368131522095e+00
1.935987197439487772e+01,8.116324936902451270e+01,-1.055226135815811261e+00,-1.143667029386140399e+00
1.937187437487497377e+01,8.115058306951313227e+01,-1.055349925846642556e+00,-1.165446691119605527e+00
1.938387677535506981e+01,8.113791528753039017e+01,-1.055473767604957480e+00,-1.031650238373160056e+00
1.939587917583516585e+01,8.112524602247067662e+01,-1.055597661127223974e+00,-1.103306927935669757e+00
1.940788157631526190e+01,8.111257527372768550e+01,-1.055721606449949279e+00,-1.005611290057789597e+00
1.941988397679535794e+01,8.109990304069448541e+01,-1.055845603609678385e+00,-9.488270387931350136e-01
1.943188637727545398e+01,8.108722932276350548e+01,-1.055969652642994472e+00,-1.085105997941297362e+00
1.944388877775555002e+01,8.107455411932650691e+01,-1.056093753586519579e+00,-1.090563491407051666e+00
1.945589117823564607e+01,8.106187742977463984e+01,-1.056217906476913271e+00,-1.056802712731126137e+00
1.946789357871574211e+01,8.104919925349837229e+01,-1.056342111350875079e+00,-1.022604777506606499e+00
1.947989597919583815e+01,8.103651958988754700e+01,-1.056466368245142284e+00,-1.113256328925632310e+00
1.949189837967593419e+01,8.102383843833135302e+01,-1.056590677196490136e+00,-9.943170940660669421e-01
1.950390078015603024e+01,8.101115579821833990e+01,-1.056715038241733629e+00,-1.007153959361088091e+00
1.951590318063612628e+01,8.099847166893638928e+01,-1.056839451417726172e+00,-1.023784127500640517e+00
1.952790558111622232e+01,8.098578604987277174e+01,-1.056963916761358480e+00,-1.083955965772541941e+00
1.953990798159631836e+01,8.097309894041408995e+01,-1.057088434309562786e+00,-1.011273329517361486e+00
1.955191038207641441e+01,8.096041033994629288e+01,-1.057213004099307740e+00,-1.014352361097783595e+00
1.956391278255651045e+01,8.094772024785469000e+01,-1.057337626167601519e+00,-1.117386171081848678e+00
1.957591518303660649e+01,8.093502866352396552e+01,-1.057462300551491596e+00,-9.529530855843969528e-01
1.958791758351670254e+01,8.092233558633813573e+01,-1.057587027288064530e+00,-1.072613393924629621e+00
1.959991998399679858e+01,8.090964101568056321e+01,-1.057711806414445066e+00,-1.039252507703663175e+00
1.961192238447689462e+01,8.089694495093399951e+01,-1.057836637967797255e+00,-1.084044409799767017e+00
1.962392478495699066e+01,8.088424739148049980e+01,-1.057961521985324893e+00,-1.038716683408515973e+00
1.963592718543708671e+01,8.087154833670152243e+01,-1.058086458504270633e+00,-1.000082337624663475e+00
1.964792958591718275e+01,8.085884778597784361e+01,-1.058211447561915097e+00,-1.098579880461392655e+00
1.965993198639727879e+01,8.084614573868961429e+01,-1.058336489195580432e+00,-1.141107782577038821e+00
1.967193438687737483e+01,8.083344219421631749e+01,-1.058461583442626086e+00,-1.080960857774377892e+00
1.968393678735747088e+01,8.082073715193682517e+01,-1.058586730340450810e+00,-1.123889030986833459e+00
1.969593918783756692e+01,8.080803061122932718e+01,-1.058711929926494877e+00,-1.096640566288557217e+00
1.970794158831766296e+01,8.079532257147138807e+01,-1.058837182238235863e+00,-1.065161332499764191e+00
1.971994398879775900e+01,8.078261303203991872e+01,-1.058962487313191314e+00,-1.062170357445854529e+00
1.973194638927785505e+01,8.076990199231119050e+01,-1.059087845188918964e+00,-9.945513970376580470e-01
1.974394878975795109e+01,8.075718945166080687e+01,-1.059213255903015405e+00,-1.109953173460445752e+00
1.975595119023804713e+01,8.074447540946376023e+01,-1.059338719493116532e+00,-1.041703299316738329e+00
1.976795359071814318e+01,8.073175986509437507e+01,-1.059464235996898873e+00,-1.084842608641209960e+00
1.977995599119823922e+01,8.071904281792633640e+01,-1.059589805452078037e+00,-9.913369536931805337e-01
1.979195839167833526e+01,8.070632426733266129e+01,-1.059715427896409601e+00,-9.333305031130347817e-01
1.980396079215843130e+01,8.069360421268575578e+01,-1.059841103367688886e+00,-1.044669116575929868e+00
1.981596319263852735e+01,8.068088265335734377e+01,-1.059966831903750517e+00,-9.762572793312462860e-01
1.982796559311862339e+01,8.066815958871855230e+01,-1.060092613542470197e+00,-1.086602893114421819e+00
1.983996799359871943e+01,8.065543501813979788e+01,-1.060218448321762263e+00,-1.140188773761368068e+00
1.985197039407881547e+01,8.064270894099091436e+01,-1.060344336279581690e+00,-1.123864262079556697e+00
1.986397279455891152e+01,8.062998135664103927e+01,-1.060470277453923860e+00,-1.139424774327266743e+00
1.987597519503900756e+01,8.061725226445869907e+01,-1.060596271882823460e+00,-1.108333737987860390e+00
1.988797759551910360e+01,8.060452166381173811e+01,-1.060722319604356034e+00,-1.072733254815017467e+00
1.989997999599919964e+01,8.059178955406740386e+01,-1.060848420656636648e+00,-1.003343248395242249e+00
1.991198239647929569e+01,8.057905593459224747e+01,-1.060974575077820337e+00,-1.025981619463010919e+00
1.992398479695939173e+01,8.056632080475219482e+01,-1.061100782906103213e+00,-1.037912590860134321e+00
1.993598719743948777e+01,8.055358416391254650e+01,-1.061227044179721579e+00,-1.082413847671412244e+00
1.994798959791958382e+01,8.054084601143792099e+01,-1.061353358936952374e+00,-1.097448974948018519e+00
1.995999199839967986e+01,8.052810634669231149e+01,-1.061479727216112057e+00,-1.059816494433802214e+00
1.997199439887977590e+01,8.051536516903905749e+01,-1.061606149055557724e+00,-1.054722812540308974e+00
1.998399679935987194e+01,8.050262247784084479e+01,-1.061732624493687327e+00,-1.048922064025328282e+00
1.999599919983996799e+01,8.048987827245974813e+01,-1.061859153568939673e+00,-1.043281747360017775e+00
2.000800160032006403e+01,8.047713255225714590e+01,-1.061985736319793983e+00,-1.067866433926757619e+00
2.002000400080016007e+01,8.046438531659381965e+01,-1.062112372784768555e+00,-1.158345187561378831e+00
2.003200640128025611e+01,8.045163656482985459e+01,-1.062239063002425210e+00,-1.118001014557626904e+00
2.004400880176035216e+01,8.043888629632473908e+01,-1.062365807011365071e+00,-1.103646523869980411e+00
2.005601120224044820e+01,8.042613451043726513e+01,-1.062492604850230116e+00,-9.776559695853124232e-01
2.006801360272054424e+01,8.041338120652562793e+01,-1.062619456557701847e+00,-1.083983080146348810e+00
