V,L,Eb,Eb_noisy
1.175324071268846415e+00,9.252717449936127547e-01,1.879660376633413010e-01,1.887352608787661312e-01
1.886445987759722831e+00,6.628129966661028272e-01,2.425641033591716400e-01,2.383726591228906844e-01
6.068505509188049096e-01,5.467500572922533442e-01,5.341279284548405837e-02,4.921047887550093064e-02
7.343010902038815679e-01,9.285817744755557879e-01,1.021175418872504737e-01,1.059173962092904153e-01
1.959248615766858714e+00,9.221596525013087131e-01,3.917555237192157369e-01,3.927723773169068400e-01
1.869876960016274792e+00,7.234045859635162001e-01,2.668814171544590663e-01,2.751747351585349666e-01
7.203020814084223344e-01,6.803595039004262102e-01,7.543822778546924179e-02,7.039833779082677045e-02
1.960188825517836575e+00,1.022401004091961552e+00,4.515283834752790715e-01,4.425235542320015147e-01
8.981831472781665049e-01,8.913292690839516030e-01,1.262776406416195318e-01,1.308715350624589380e-01
1.838160299403952980e+00,8.154032563729847194e-01,3.030529411661822548e-01,3.077236632601386690e-01
1.857162841370387563e+00,8.158069364973535853e-01,3.077982614513852244e-01,3.039873448210441143e-01
5.356186904670050541e-01,1.146783819672692939e+00,8.431728900172014152e-02,7.685300393723754064e-02
5.145674524522165783e-01,5.101502573512696204e-01,4.396819464658761889e-02,4.360724169059881916e-02
9.904922919542431536e-01,1.121692698801159516e+00,1.848641311384795760e-01,1.759746041924308280e-01
1.896767716033283868e+00,8.053395304272401578e-01,3.121194854374429450e-01,3.102746622041491764e-01
1.687015532524634542e+00,5.227779704982535858e-01,1.591554320361987240e-01,1.481008710361398084e-01
1.080276467690193698e+00,9.916168737050456983e-01,1.811675296848456185e-01,1.798278008670038119e-01
1.787016220731809879e+00,6.121622699590680838e-01,2.050371939186575732e-01,1.942804425676776803e-01
9.613427454380113479e-01,8.352592534005037761e-01,1.288061258986439861e-01,1.274619278914575493e-01
1.021126103906162985e+00,7.988697574505746468e-01,1.328105116146024445e-01,1.402330679171558403e-01
7.857174827581246968e-01,1.152064451118424815e+00,1.384448442763840936e-01,1.369413681475551425e-01
1.939326656640361302e+00,9.803321277376226828e-01,4.191913523947224385e-01,4.228675453040471321e-01
1.705445949805259875e+00,1.122857969938435785e+00,4.137361557173663829e-01,4.103507719935740594e-01
1.193637208116133497e+00,1.112743528260831560e+00,2.391179496514299896e-01,2.344755344558978882e-01
8.964148558825680846e-01,9.744142326840907753e-01,1.382053374237737220e-01,1.305299455536135522e-01
1.948969400793054696e+00,1.132236672154758761e+00,5.158069046478029884e-01,5.208184469620709134e-01
1.095229948339820236e+00,6.394524866217048409e-01,1.154326738561582827e-01,1.149477752032531386e-01
8.160583467002719971e-01,1.049056011110330644e+00,1.319638245275406296e-01,1.398754158664351765e-01
1.136984572075546929e+00,9.539411844260594631e-01,1.859836413156318591e-01,1.798845487646228147e-01
1.578682565376677172e+00,1.159021719662839178e+00,3.831837429464363121e-01,3.818582809419238666e-01
1.656027198474606443e+00,9.629580025099013785e-01,3.224835128325111433e-01,3.226644467727843857e-01
6.634783282047412856e-01,9.872559033399208595e-01,9.552952455217399164e-02,1.023703830451809099e-01
1.918896151330642841e+00,8.696546873267538835e-01,3.510579697518005360e-01,3.599426430081026362e-01
1.511856128924737419e+00,9.593561214264153536e-01,2.806388966774982507e-01,2.771659298897486967e-01
5.937436430983524804e-01,8.970542137595525212e-01,7.688738288897987994e-02,7.098596332973193535e-02
1.756154656488525756e+00,6.254247441248166339e-01,2.054251740257548031e-01,1.965059466347777173e-01
1.957855605341338290e+00,5.896233679639870662e-01,2.215754605844148240e-01,2.280190764280373983e-01
1.756621463405700911e+00,8.799611438914328732e-01,3.129550660537961382e-01,3.122750948993620601e-01
5.146773189416882222e-01,8.947232975086161222e-01,6.538222838498369827e-02,6.189484381496516280e-02
1.209633362268582424e+00,1.075851140635103675e+00,2.339696312342345597e-01,2.334624312010561142e-01
1.383760660939129750e+00,1.052672600244366485e+00,2.771272993614883329e-01,2.640827569984423029e-01
1.831998040553942442e+00,1.047760835716986527e+00,4.206061616875031439e-01,4.117229965590822327e-01
1.254140728122228765e+00,9.561742176386343051e-01,2.137899252455648380e-01,2.182089366799283836e-01
6.159857230736007772e-01,7.437611830643616750e-01,6.853387530198526423e-02,7.025403807124507016e-02
1.900288257554054061e+00,5.018440564337820486e-01,1.768156456195177639e-01,1.773060430849793812e-01
1.927603696724546012e+00,1.122689083412207856e+00,5.009424001975901763e-01,4.956739656454685061e-01
1.229243322520964465e+00,1.002344859118617482e+00,2.198364748548218006e-01,2.225132000991824621e-01
5.801641047249945782e-01,1.151180484076124610e+00,9.335909137242216771e-02,1.019886180000921239e-01
1.758336018747010732e+00,9.971328746921288566e-01,3.694497259393244026e-01,3.630633847594787467e-01
1.612509014661530404e+00,5.071839164418562307e-01,1.455900702340995612e-01,1.453992545910110235e-01
1.956851119701381370e+00,5.821909109418033079e-01,2.181110930482136057e-01,2.156701744063953818e-01
5.109705418060990212e-01,6.256766190791623883e-01,4.990721563419612400e-02,5.144527480814362064e-02
1.153241674280145235e+00,7.408638736520058998e-01,1.432831827942120662e-01,1.430860567267378813e-01
9.257035979485555011e-01,8.489745102438995827e-01,1.248404124328938714e-01,1.238373126571371274e-01
6.615576435249967968e-01,6.642184127303197849e-01,6.749111334453691824e-02,6.281203661075031308e-02
1.602701904009644629e+00,1.197721328586088596e+00,4.099514913616544298e-01,4.096035650907188796e-01
1.011822374565596316e+00,5.200570386912807264e-01,8.654683764596281248e-02,8.320538184869036291e-02
5.584537086817369378e-01,8.030488992737485621e-01,6.557755329961707791e-02,6.457557040410992488e-02
7.004402085896074270e-01,7.756599059305813171e-01,8.187929915277521176e-02,8.129173026606406616e-02
1.709000445841550198e+00,1.028178507084658078e+00,3.686338873049871401e-01,3.716353649032442807e-01
1.408806526984069940e+00,8.152585024905374400e-01,2.081162413210294604e-01,2.049346546632333510e-01
8.225759377604220379e-01,5.695896345104609626e-01,7.488393669544496367e-02,7.299683567825811237e-02
1.544063342002660155e+00,7.391799270766744590e-01,2.102009481583491657e-01,2.152907826672046665e-01
6.956071905691558754e-01,9.765552848178717937e-01,1.002165609003727170e-01,9.885492492227426764e-02
1.509781636252968129e+00,1.103411713550851880e+00,3.353614562634458229e-01,3.337816351609349530e-01
1.482560383134041704e+00,1.124983876835583541e+00,3.346140825936589902e-01,3.386654333306973186e-01
5.082885972988935297e-01,6.849426288070628033e-01,5.286613323567067313e-02,5.395876416021206518e-02
1.267273210623170332e+00,1.123126254672567770e+00,2.640465155749937010e-01,2.642327286943983999e-01
1.589473147899005623e+00,1.146199333672963672e+00,3.815088099218988393e-01,3.823397873477363262e-01
1.637800609434718613e+00,8.218196000236281940e-01,2.593924745859539360e-01,2.529273730565901879e-01
1.558562508840602323e+00,7.996862680986343008e-01,2.339339533703079232e-01,2.359749716152609034e-01
1.827568420806377159e+00,7.678321963449410426e-01,2.784256837585020739e-01,2.847946735945200980e-01
1.634311760708470951e+00,9.668572615511448198e-01,3.178903863866298085e-01,3.205399686086712330e-01
1.882984850041219183e+00,1.185898258186560916e+00,5.210372147103295992e-01,5.130063294062030543e-01
1.122210505373171019e+00,9.944218257340901035e-01,1.916038749713423750e-01,1.927801764596440426e-01
5.512414799977319868e-01,8.584563377041818377e-01,6.820095204317015714e-02,6.343732745104209425e-02
7.715051225108247035e-01,7.066191232283332013e-01,8.416163531732749614e-02,8.279493719051612965e-02
9.316734220790880983e-01,1.158959287989812292e+00,1.760945672378400606e-01,1.765141158382952657e-01
5.626874207049871179e-01,9.301022589759690984e-01,7.455797950842532607e-02,6.837282689482745979e-02
6.622393127840726645e-01,1.097765721748606982e+00,1.054156753904892663e-01,1.118762025913292990e-01
1.278168681699356712e+00,8.856943751722397007e-01,2.005782095100377416e-01,2.000199012168528134e-01
8.787340746978332673e-01,6.887786093100898288e-01,9.549861303909429333e-02,9.925064498879714037e-02
9.283027023437018244e-01,1.059998140798289246e+00,1.585896079036109019e-01,1.615570071968151222e-01
1.612204289942961832e+00,1.181741617753714557e+00,4.063103929574302109e-01,4.128271763139760853e-01
1.782019451470395310e+00,7.533705447094298790e-01,2.623410970887767313e-01,2.680999389601773086e-01
1.793059712351048329e+00,1.048278174566980692e+00,4.071871405512120790e-01,3.996213395997877948e-01
1.055932396103833160e+00,7.657768028635030255e-01,1.326092731833864724e-01,1.326333276982089582e-01
1.564445109960672653e+00,1.060362885529825494e+00,3.358992808068362312e-01,3.250372532236241452e-01
1.778456949369287221e+00,6.391583804038000194e-01,2.143343197006121192e-01,2.119154347923710713e-01
7.264363100917200500e-01,1.006531318289958676e+00,1.089217757227344957e-01,1.123138891532036304e-01
8.008305012081866625e-01,1.143806959026649750e+00,1.409636991501873604e-01,1.453551824141903481e-01
1.471940439642599685e+00,7.300575738229246880e-01,1.941857288694946448e-01,2.004548586605669203e-01
8.983255398806307968e-01,5.260414154500266948e-01,7.685286259274430598e-02,7.479397434449584769e-02
7.890157307076142157e-01,1.157912994646346894e+00,1.399784341979361801e-01,1.414082546035255183e-01
1.051280340983859585e+00,8.931407572661690386e-01,1.553755349829610555e-01,1.556939031371208371e-01
5.239748707583482545e-01,6.682608026647613997e-01,5.351402118562873650e-02,5.968245524450850603e-02
1.157478914691172367e+00,5.292531886933423690e-01,1.023601877964467610e-01,1.101366877498825697e-01
5.709049133155068567e-01,7.412438163036885186e-01,6.304261407090641645e-02,6.108494757750856929e-02
8.670653725992463201e-01,8.976496547080493604e-01,1.215998302429349143e-01,1.403580050792667122e-01
8.263133012920075293e-01,8.606286687939117552e-01,1.097647011740014167e-01,1.095844975031044916e-01
9.941678508176845508e-01,7.205989993997674592e-01,1.156186613671920799e-01,1.136242192007205221e-01
6.880849347241048131e-01,9.306172131633796418e-01,9.451833277772331288e-02,9.735753296145940872e-02
1.206794624636684965e+00,1.040224244094093642e+00,2.238792105617863626e-01,2.275151724870755343e-01
1.531784964987006781e+00,7.832066830754043085e-01,2.227117737173728296e-01,2.252898449911835965e-01
1.008393385256288077e+00,1.007744613438809278e+00,1.678587961764928804e-01,1.644604130089385718e-01
1.890789828178624177e+00,1.157372528272938350e+00,5.069708707614011267e-01,5.141898756189881015e-01
1.789650318332541401e+00,5.690148570238094949e-01,1.887668668937932392e-01,1.888959862132673084e-01
9.590227031494051868e-01,6.475681822058714232e-01,9.979565468018664065e-02,1.073480055135969391e-01
5.583506052832145627e-01,9.458639473465353387e-01,7.495468299291836722e-02,8.178749230048901198e-02
1.652287551153835521e+00,1.007869372067403013e+00,3.411627205796327611e-01,3.346684444329634522e-01
8.600184693576347073e-01,1.113710927816790708e+00,1.508654386421214300e-01,1.458438730074672063e-01
9.982415608681274310e-01,7.217060642154344841e-01,1.163777020530707001e-01,1.112565363640185961e-01
1.369002839520252701e+00,1.074370551005177532e+00,2.798948016068434352e-01,2.810301894098001241e-01
1.998319515330744478e+00,1.187919944594420851e+00,5.741544850700739389e-01,5.743150556825779018e-01
9.495163499179877231e-01,5.985554170706843813e-01,9.164980011162492113e-02,9.288767630929486985e-02
1.202784504385991937e+00,1.158284384438709180e+00,2.540267305740527837e-01,2.498631765271386307e-01
1.441176324294625610e+00,1.112058363965919394e+00,3.158178856647925192e-01,3.178536224943695476e-01
1.525058568735319087e+00,7.133944869091779495e-01,1.982856840396128584e-01,2.052112070884541672e-01
8.182492751747005855e-01,9.302127354232292422e-01,1.171099181419874846e-01,1.103419445687587874e-01
1.392982621253386899e+00,9.310159240949338333e-01,2.402330937918439879e-01,2.391641175736061442e-01
1.316159664359744630e+00,5.861268885058779077e-01,1.321115434988310577e-01,1.332665722713473611e-01
1.487869794211413410e+00,7.618407823116013500e-01,2.070795439626232637e-01,2.063442910697214916e-01
6.724954625498735794e-01,7.374774599658004970e-01,7.489413132423707042e-02,7.382349410044260207e-02
6.894417739053155803e-01,1.046187759223953684e+00,1.058760953402479721e-01,1.146374152629743293e-01
1.963291235623936259e+00,1.174011247190526408e+00,5.490185059707768378e-01,5.553538434947008495e-01
1.731952346818060429e+00,5.352009975699398847e-01,1.688638465838384339e-01,1.730308213004692064e-01
1.741335972643249796e+00,1.081619117880510572e+00,4.061314485841511224e-01,4.022454507671938129e-01
1.901156612151360559e+00,9.194480470241201964e-01,3.728908431888958153e-01,3.840188767887550703e-01
1.940971640026871281e+00,1.016873232558187290e+00,4.413757543203373768e-01,4.431052676339493068e-01
1.090231298149898498e+00,9.993655229856617250e-01,1.851195652808763636e-01,1.821546855666730524e-01
1.631100764355286614e+00,1.046093073106246774e+00,3.514309642996658045e-01,3.496690778923216003e-01
1.462430138833278548e+00,1.017414307861856937e+00,2.879612473131324957e-01,2.854396042173439896e-01
1.339775404192056651e+00,7.857655612448672944e-01,1.862108826701058817e-01,1.967435658899125417e-01
1.519022574982300533e+00,1.145865788464955015e+00,3.557277079791031360e-01,3.566836428574868267e-01
9.791501766867842793e-01,6.950168350388205019e-01,1.095135605713562221e-01,1.097601589860699445e-01
1.793268076903062891e+00,1.091643662407828952e+00,4.303948405036149838e-01,4.195617797070237409e-01
1.110533492311367443e+00,9.275631134075430495e-01,1.744303802015396976e-01,1.780494314629260111e-01
7.222680315656775374e-01,5.523363346613802127e-01,6.379676524540939253e-02,5.843928545998344076e-02
5.164712765207900569e-01,8.837188936778588300e-01,6.499302570995534045e-02,5.927824254122335962e-02
1.458783998098815315e+00,6.056801121491414142e-01,1.555912914929683810e-01,1.585890799827884279e-01
8.474475334473882127e-01,1.071315420593123680e+00,1.418514474696865590e-01,1.374694048837542260e-01
1.934098339862291738e+00,9.629816029103412944e-01,4.074107641328615359e-01,4.115249388853911561e-01
7.925066861181619959e-01,9.887293060635036213e-01,1.195457696779835127e-01,1.250902351177259897e-01
9.742691120774896740e-01,1.133840625968717930e+00,1.828682885060448904e-01,1.738563139035905203e-01
1.976197525600140947e+00,1.151703815925258390e+00,5.400303019318707376e-01,5.392847517575292127e-01
1.279781930435642812e+00,1.030364055957121217e+00,2.407951597684961087e-01,2.328610699239403170e-01
1.883036898434000683e+00,1.141862529790552694e+00,4.943227047706175159e-01,4.939480348565437051e-01
1.672156510743003643e+00,1.173873399217751690e+00,4.262018146068350388e-01,4.306978044993661769e-01
6.784485402041974256e-01,1.083746389838360802e+00,1.073574629042930439e-01,1.004733260747669166e-01
8.239751554706422620e-01,5.580753677188500239e-01,7.373376533533759769e-02,8.267956438903215077e-02
1.080766336110800641e+00,6.666035854314189546e-01,1.184215927307320365e-01,1.167983870363352161e-01
1.821434376084139162e+00,1.057164599487463885e+00,4.219853842431205426e-01,4.159975452429223175e-01
1.000982423517847497e+00,7.096212069381993004e-01,1.148168925416810787e-01,1.141203057817768152e-01
1.194623057831486035e+00,9.964303597122562417e-01,2.096412769569233892e-01,2.135251505955479134e-01
1.221148223028986290e+00,7.568182424382717821e-01,1.578806180400073311e-01,1.509159515598675061e-01
9.871328706537796371e-01,9.314766074173834731e-01,1.495968726172691443e-01,1.495255428115276619e-01
1.679727926724821518e+00,1.197439090887194801e+00,4.409917910868237922e-01,4.340427286054598932e-01
5.822400913492717933e-01,1.057102544922370102e+00,8.675355644234103436e-02,9.269128729996353733e-02
8.388652418706437075e-01,7.624646345906612721e-01,9.947966329806352814e-02,1.001690277622267478e-01
1.737627810638882719e+00,5.414616637623625994e-01,1.717857677908941061e-01,1.695723435193271234e-01
1.424512555106297595e+00,9.858477579300204408e-01,2.662913518847751515e-01,2.713787842566804942e-01
1.267737244675745112e+00,8.418746375623560319e-01,1.870169370355448946e-01,1.804838807375557519e-01
1.054261945644307863e+00,1.162597135113944358e+00,2.106294452374795900e-01,2.085710112694508511e-01
6.952093651892898851e-01,1.054074107230698054e+00,1.077815941176320513e-01,1.169191869526725741e-01
1.185176463805046820e+00,9.293935784263722688e-01,1.911168333431506605e-01,1.904015014408303175e-01
1.980641713718555241e+00,9.033340004987723271e-01,3.872804731375295573e-01,3.939682777918166456e-01
1.392632712143427653e+00,9.752667627499445047e-01,2.542582537083797889e-01,2.551369334599871141e-01
1.364869026112387695e+00,9.391053950680995355e-01,2.358285656308015676e-01,2.322304408223778982e-01
1.985177877434526339e+00,6.558043224640318636e-01,2.568593519458992613e-01,2.555282450903288982e-01
1.828105070383092112e+00,1.087559805178820005e+00,4.411831419292490120e-01,4.414678121370809727e-01
1.998798977417687528e+00,7.147346902360129928e-01,2.887955231754402718e-01,2.866454545972257351e-01
1.930450009342439710e+00,6.289614970400773108e-01,2.349067417867459484e-01,2.306832331379447543e-01
1.501245277607897277e+00,7.497979646932400044e-01,2.057309473451794657e-01,2.017189889546937287e-01
9.579682904906842156e-01,8.910126260853308278e-01,1.371648479412891364e-01,1.296425082574706455e-01
1.442214767040734591e+00,7.728598104877648645e-01,2.018404849502293541e-01,2.022860012999236345e-01
1.022314753720660052e+00,5.534958610716140814e-01,9.268851426691862572e-02,9.454891849144282656e-02
1.716154296187869521e+00,9.079844645503061251e-01,3.149539154351019832e-01,3.185904149453456236e-01
7.059506916136322197e-01,1.021003050181063854e+00,1.065347314993895927e-01,9.739680027073492619e-02
1.193819500217795593e+00,1.138895598778126406e+00,2.460750346372330977e-01,2.499943732448801914e-01
1.761164033220329550e+00,5.155988165957621217e-01,1.654789310486016463e-01,1.652834006848091231e-01
1.181768129682807089e+00,7.067888430629962748e-01,1.405974712302602292e-01,1.333443914709240008e-01
1.401526774129821407e+00,6.465155181621270453e-01,1.587709798999846211e-01,1.591501554622251624e-01
6.474244069770245247e-01,8.197548150784722543e-01,7.855312337203348982e-02,8.251609742784889179e-02
9.276574751846674571e-01,5.918481914412445644e-01,8.835416610725689568e-02,9.085626976316941994e-02
1.931727843031575631e+00,8.034186196149747383e-01,3.195201953201410872e-01,3.230368315083028130e-01
1.485409317998737544e+00,9.603687102069731196e-01,2.738741033728357421e-01,2.784907755483684855e-01
1.047408753087426758e+00,6.298170171526928929e-01,1.077974488526365349e-01,1.121672351269362850e-01
1.275321763948737086e+00,1.039240518497388077e+00,2.421119480911192445e-01,2.418246978468738539e-01
1.662302867200226242e+00,5.483645978186286740e-01,1.646619605198517688e-01,1.541408074773790160e-01
1.681205524920295957e+00,8.305393343442757370e-01,2.728185470650200117e-01,2.689123892029042784e-01
1.741951908468593269e+00,9.418516370782682445e-01,3.377579471750743467e-01,3.394309278669839780e-01
9.344640181963212999e-01,1.138649983972457536e+00,1.733314138886694056e-01,1.708770497817971301e-01
8.574589081971359938e-01,7.485546519123683629e-01,1.003463736109762028e-01,1.036682846525208979e-01
1.457762723748890377e+00,5.450618770364412669e-01,1.388104972243030255e-01,1.426945877492201420e-01
1.290800971063332359e+00,1.069195330795830845e+00,2.551711966828019706e-01,2.553079747394477739e-01
1.347330127247092113e+00,1.115388820332095854e+00,2.866327283476719501e-01,2.959286638595124974e-01
8.219223773060806426e-01,8.065027197127200287e-01,1.024021019931685567e-01,9.742443728541116954e-02
9.779361922481009106e-01,1.060541605537774767e+00,1.704157591320999143e-01,1.749710507950690552e-01
1.628079770849425900e+00,1.130603371598414064e+00,3.886782432573027135e-01,3.862153132400363842e-01
1.037484885808306778e+00,5.894363176479597843e-01,1.000029455089662817e-01,9.600061393841069490e-02
1.636228325924648175e+00,1.116611347136873267e+00,3.851861194059273963e-01,3.880301957555524761e-01
5.699669942393421618e-01,5.070122545268597181e-01,4.788003413426901445e-02,4.470196528750917248e-02
1.926299269556854599e+00,7.810453740696003955e-01,3.068118381338570400e-01,3.110082830424376055e-01
8.121095580333320685e-01,8.027463651360667862e-01,1.004806835942127358e-01,9.454921515812161892e-02
1.217311449576283788e+00,1.048246006743337233e+00,2.287905518034608066e-01,2.288684714737402870e-01
1.881327879848317730e+00,1.131141501088268608e+00,4.871870828873478554e-01,4.828724332758302928e-01
8.802195239578334274e-01,1.159899197786380842e+00,1.628517432175858592e-01,1.615793529195047873e-01
8.410764088739450806e-01,9.588508894629076407e-01,1.250860072607539175e-01,1.231289505525038908e-01
1.978461058898535185e+00,1.135737261039599932e+00,5.305119366873338738e-01,5.247720897818171082e-01
1.856645250831013616e+00,1.060149881864701271e+00,4.363579177484318006e-01,4.395393160799407895e-01
1.298369295828676551e+00,5.559331093169276317e-01,1.230462191230167895e-01,1.167250014170127526e-01
5.915329175884540547e-01,1.101960923488242594e+00,9.185314695035655397e-02,8.685769911557691958e-02
1.407003062313270547e+00,7.255011541000546682e-01,1.815102537759158141e-01,1.858740096192270930e-01
8.773672813650594815e-01,8.530868206841258905e-01,1.172493770700586413e-01,1.220230788250976361e-01
8.210157138574734059e-01,5.541415290065087040e-01,7.301752541886769032e-02,7.626475179557158646e-02
1.898214555008998161e+00,9.973258587974913603e-01,4.152831230581202626e-01,4.168933260129985552e-01
1.429134863325947302e+00,9.032952513243952541e-01,2.401255206971848744e-01,2.514268833652211765e-01
1.166059287465377237e+00,9.059432123623314403e-01,1.814984007568119506e-01,1.753613736945028867e-01
5.939882878784954467e-01,9.751958674055023479e-01,8.270011633463573986e-02,7.889517542793639260e-02
1.057432097904515755e+00,8.293518780188298134e-01,1.445208016976897158e-01,1.394644144275575537e-01
1.795974724641757891e+00,6.382477608588305040e-01,2.168131260052662268e-01,2.212204201675101178e-01
9.540144239370456081e-01,7.460927244642469036e-01,1.137973684819935244e-01,1.151524182166145660e-01
9.841914096032629011e-01,6.890476802105997001e-01,1.092649688093216692e-01,1.147348984726799248e-01
1.410284100217118919e+00,6.482866104671429763e-01,1.605291021149262976e-01,1.653079137761921669e-01
8.782110179307898168e-01,5.915245968134819066e-01,8.308250337876510461e-02,8.187437858986612582e-02
1.335402144214377529e+00,6.933416693651484053e-01,1.610903685293278709e-01,1.569133851869413399e-01
1.653023800733268933e+00,7.246292716811162382e-01,2.253531975469890702e-01,2.203109477204634181e-01
9.300106649816407556e-01,9.964626273317870320e-01,1.486251551793480175e-01,1.596035237374801297e-01
1.209126306192192857e+00,1.137974132342128186e+00,2.504641452271814672e-01,2.552232619622203380e-01
1.364401004951442120e+00,6.722780630237323862e-01,1.601021406319203533e-01,1.629898006778720543e-01
1.044997087167911065e+00,8.976671222786689608e-01,1.549964660650965664e-01,1.532248138549953120e-01
8.354275618319062513e-01,1.008355050181639623e+00,1.306026921448038558e-01,1.295357012909957306e-01
6.716028005262475453e-01,6.770783410629899191e-01,6.965619141178193419e-02,6.786073073296579328e-02
1.348225688137591360e+00,8.417001787117301959e-01,2.033929310119543532e-01,2.016990068691646987e-01
1.906143826806310893e+00,1.126723538995064500e+00,4.946464888554216732e-01,4.825539920124141124e-01
5.281493037611735275e-01,1.022817481413752061e+00,7.509398966176730750e-02,7.471299257861081788e-02
1.798495192805218412e+00,7.647646302093047410e-01,2.707960449465612318e-01,2.688103766128905892e-01
1.943709665364566685e+00,8.141955792593462693e-01,3.280568978843801387e-01,3.294316795007157239e-01
1.313489752226220997e+00,7.705924134836455996e-01,1.773498724782164304e-01,1.783240702940640521e-01
1.951825187671822892e+00,8.164889370098049604e-01,3.312777933814396447e-01,3.354713833480671425e-01
1.557173654776255800e+00,1.067127812812588505e+00,3.363393316580763903e-01,3.362010852559133567e-01
1.317837812044024393e+00,6.404296708327074095e-01,1.453008939359602125e-01,1.492130528973447112e-01
1.195512526842491541e+00,9.006823851536567282e-01,1.865471766637377959e-01,1.736699615562942167e-01
1.199598510400534668e+00,7.612630535815210209e-01,1.552477943428647034e-01,1.496694089199930300e-01
1.522995090611192648e+00,9.688805038169294725e-01,2.872455350847494260e-01,2.958027490700624318e-01
8.517580531639254993e-01,8.986711022936199056e-01,1.190201255717007189e-01,1.128525310831107326e-01
1.573101686755402850e+00,5.107498463256452403e-01,1.422817953092074539e-01,1.408152714640813763e-01
1.236484605541211090e+00,1.050285843142849451e+00,2.345458273247640613e-01,2.380088450002370293e-01
1.511993327807282572e+00,9.010109356389258695e-01,2.594390902399107413e-01,2.549554922328509665e-01
1.911292625618360441e+00,7.981640621458581109e-01,3.119623696320761863e-01,3.155042421080300197e-01
8.501805226880461142e-01,5.354515197607937482e-01,7.359887273557100262e-02,6.638759050563833308e-02
1.104838277691529314e+00,5.417692334531980514e-01,9.922642289406334581e-02,8.958889197539864069e-02
9.127401934628348590e-01,1.105081091722749154e+00,1.622573257614566555e-01,1.555400642550540391e-01
5.790146220756973161e-01,9.127103070817241814e-01,7.581656436415061540e-02,6.747722729416240350e-02
1.433134560774264710e+00,8.049447008235122158e-01,2.098992116522361562e-01,2.097399147782672835e-01
1.442780022511283011e+00,1.114159295557999529e+00,3.171212083492244704e-01,3.154615116845517209e-01
1.999116275211810123e+00,8.130581857952547953e-01,3.412175609798262510e-01,3.427889489370478104e-01
1.401540355607235666e+00,5.159972044828632365e-01,1.249897980263731112e-01,1.197403256759409229e-01
1.094159693913177467e+00,9.697087079406474519e-01,1.797482766058183801e-01,1.923920634629799342e-01
1.851738079008088400e+00,8.643946866526235340e-01,3.303986071834505434e-01,3.298505030418129036e-01
5.230764817916550014e-01,9.449842645105824834e-01,6.955069601876978647e-02,6.925110907525082460e-02
9.540604538653509881e-01,8.660116205360759434e-01,1.324341970908694821e-01,1.346424977705961701e-01
1.627893570821400626e+00,6.399233144668109441e-01,1.907606343972715612e-01,1.894726356289151981e-01
7.422305202825112413e-01,7.830281712957760654e-01,8.827078954062032856e-02,8.504318562082466282e-02
1.041853962769187625e+00,1.034863908942530664e+00,1.809128672344730848e-01,1.812718599511996820e-01
1.773595454837034957e+00,8.877448525346343100e-01,3.210545663617060397e-01,3.255784542621406041e-01
1.017011974017693943e+00,9.643544024201149423e-01,1.617040287858178826e-01,1.649628240462630846e-01
8.644410634015760042e-01,1.058424275028670980e+00,1.438019709860706707e-01,1.484423727554234351e-01
1.835882402421274318e+00,1.043216849654837741e+00,4.194858140865919127e-01,4.165969105954714924e-01
6.161258079119290576e-01,7.006938732522681734e-01,6.535006611612184657e-02,6.140855755737406607e-02
1.785037710921078435e+00,7.232049943865779262e-01,2.500151238743120730e-01,2.599709592393186774e-01
9.730769260962104372e-01,7.184421345351013066e-01,1.122979618690099074e-01,1.110385130430004003e-01
8.116770757318561014e-01,7.751285105332231806e-01,9.714991667285703680e-02,9.947838540262171625e-02
1.231818144589673203e+00,1.013150229903835520e+00,2.233458736711285697e-01,2.269754828655068113e-01
1.225127172128847253e+00,1.109063005615201103e+00,2.473637263584863577e-01,2.544062381183314070e-01
1.947045480885292390e+00,5.838157110622208545e-01,2.173708063376666721e-01,2.105546651702422944e-01
1.628757049310153304e+00,7.087257291939337289e-01,2.150761056794715242e-01,2.126157595332755224e-01
1.190183650324333042e+00,9.706335252907741795e-01,2.022033233575789846e-01,1.999768568325026863e-01
1.339172269066604137e+00,8.751639270261137860e-01,2.109765738944804625e-01,2.094111704565843890e-01
9.775524006959768197e-01,1.049750673865099682e+00,1.683829148413162058e-01,1.562617392649426618e-01
1.974082388501596119e+00,9.142856729021398010e-01,3.916760229064744636e-01,3.911380424319904070e-01
1.078908204676859661e+00,1.126222650460253272e+00,2.096808258704937755e-01,1.951549595361163347e-01
1.828534140469551428e+00,1.033846192875204739e+00,4.118059442152262051e-01,4.132414112047172461e-01
1.484115778529984109e+00,8.144007244867603745e-01,2.233747648075112002e-01,2.260090033838630941e-01
1.874216108654870538e+00,8.087318786790798075e-01,3.084221709804724765e-01,3.113592826808329050e-01
1.031851491020692846e+00,6.432715595968082622e-01,1.081056155251415574e-01,1.020302072059143389e-01
1.125044639906876753e+00,1.067786255567020337e+00,2.089834334942989591e-01,2.137086725860783132e-01
1.053990444643632340e+00,1.166792626321735860e+00,2.114530409055380977e-01,2.070835045597898827e-01
1.740564227302078937e+00,1.129382724654068193e+00,4.304240314498652964e-01,4.242398956872983073e-01
1.929684147936954419e+00,8.973185665148247780e-01,3.690774085663633408e-01,3.641282636999628730e-01
1.736853998305473379e+00,1.112422904781132260e+00,4.202435258622798653e-01,4.159583345548085731e-01
