T,Pext,P,P_noisy
3.214568336857082613e+02,5.625399208360719967e+03,2.437162528903593284e+03,2.557559426637015804e+03
4.218163704449192437e+02,7.320583213418549349e+03,1.059396396274848667e+04,1.057342653629425149e+04
3.036744791475663874e+02,6.781444518425582828e+03,1.662807351069748847e+03,1.657845459749531756e+03
3.458955137447456423e+02,2.057511567272329557e+03,4.025217207851912008e+03,3.929085172567225982e+03
3.823005284773390713e+02,1.506115284640160553e+03,6.997544304344915872e+03,7.068467166547354282e+03
3.803259783058206267e+02,1.078824078561579427e+03,6.843689027494142465e+03,6.822173180985619183e+03
4.018014658310898994e+02,7.477321746707516468e+03,8.139772966789172642e+03,8.185228608941025414e+03
3.805977321821745818e+02,7.710853451540172500e+03,6.015828492720412214e+03,6.046083087444156263e+03
3.203980011426851320e+02,6.950924480512961964e+03,2.289198631353293877e+03,2.327654157088038573e+03
3.117943340478933578e+02,7.760689469507080503e+03,1.883689011362645033e+03,1.905479637253177543e+03
4.166015886496988401e+02,3.473133098296261778e+03,1.068842406995677084e+04,1.068085082240659722e+04
3.428632215757519930e+02,3.242140340629110142e+03,3.749679860372972598e+03,3.745320400959199560e+03
3.224565328732525131e+02,2.005612531924846735e+03,2.706868479674793434e+03,2.646647243870836064e+03
3.431864110172643905e+02,3.920250098465334759e+03,3.716125967485214460e+03,3.539886423280951476e+03
3.187262169856250580e+02,7.038276754568456454e+03,2.211648497776006025e+03,2.247531820026915284e+03
4.146908883526347154e+02,7.938797664791198258e+03,9.534660386338373428e+03,9.699835111683154537e+03
3.318752532058184670e+02,7.250640272362835276e+03,2.792826247073232025e+03,2.877087914502099011e+03
3.875834750886641586e+02,2.001420836529820917e+03,7.477139811192363595e+03,7.663429487936712576e+03
3.619387560016000975e+02,7.841371181793340838e+03,4.522647499234391944e+03,4.559263634983719385e+03
3.866890403883126623e+02,2.046786214477356680e+03,7.381279918269368864e+03,7.300952941119907337e+03
4.392490977461320085e+02,5.946194813569982216e+03,1.347472480719292435e+04,1.339266609860712924e+04
3.731586521710323723e+02,1.861084652630901928e+03,6.117074364761106153e+03,6.175567820253184436e+03
3.203448530697216938e+02,2.910507483010515898e+03,2.560299487013531689e+03,2.586294135788272342e+03
4.033663922860508819e+02,2.773625963816711192e+03,9.127125653281078485e+03,9.112246582369298267e+03
3.459842847549317071e+02,3.013833878576184361e+03,3.963000506341110395e+03,4.021777745864472763e+03
3.394346769993504722e+02,1.503692103751885270e+03,3.654268259799103362e+03,3.582216997673592232e+03
4.231076734673385431e+02,7.839175348836794001e+03,1.063772400780151474e+04,1.067908057740692311e+04
3.349326690677312399e+02,3.117489505724970513e+03,3.293044357782402585e+03,3.269397086191937433e+03
3.441311017358351592e+02,1.301863850084308751e+03,3.957808293481492456e+03,3.969826882940016276e+03
3.654204009212699020e+02,1.598335029241081884e+03,5.482223307228970953e+03,5.577766682654452779e+03
4.162427825756225843e+02,5.068572680219072936e+03,1.035214958810515964e+04,1.034045037490680807e+04
4.159520577324486226e+02,6.653061423723798725e+03,9.985651681662044211e+03,1.009673559681361075e+04
3.587130351593840487e+02,4.994247191898148230e+03,4.646807216834286010e+03,4.754169407955095267e+03
3.012091321123626244e+02,3.017028650375153575e+03,1.774986036637415282e+03,1.713420029520030994e+03
3.006744000230582969e+02,1.368566975081800365e+03,1.816249080335773670e+03,2.004487601379792522e+03
3.171184271035977531e+02,1.958264601265552301e+03,2.459563515093298065e+03,2.359349388284101678e+03
4.494296486658512322e+02,3.115853796419693936e+03,1.585935643910920226e+04,1.585151429765789544e+04
3.660957741423139851e+02,5.317410217699500208e+03,5.163207537971477905e+03,5.223227040726012092e+03
3.747429793320017097e+02,1.133211710612474690e+03,6.319143365922849625e+03,6.134821926017788428e+03
4.048669282321117748e+02,2.515683654488877437e+03,9.341366818319249433e+03,9.425532434625542010e+03
3.737596005484145394e+02,2.729342321495874785e+03,6.088559477026656168e+03,6.181339126865232174e+03
3.243149764244815287e+02,1.001887091625658627e+03,2.843488864101181662e+03,2.835027587917219080e+03
4.066929858265292523e+02,1.555420071239453591e+03,9.685210226142122337e+03,9.707987901856409735e+03
3.269272014511558382e+02,6.511306767953992676e+03,2.619151273321185727e+03,2.637376426192834060e+03
3.510563200064924558e+02,3.905898069738772847e+03,4.221964805841910675e+03,4.205848075624578087e+03
3.035480051713828971e+02,4.282260713676512751e+03,1.799921013337060003e+03,1.887611713005606134e+03
3.955826798491627869e+02,3.269822462666339106e+03,8.173170459792717338e+03,8.143835492445256932e+03
4.208000401770952408e+02,7.399360935951204738e+03,1.044056718293126323e+04,1.043787692113176490e+04
3.500945391270790310e+02,2.048500994578049358e+03,4.305005908690115575e+03,4.335521385194827417e+03
3.080030683068859503e+02,3.343232674347309512e+03,2.012574365772520878e+03,2.082382702003383656e+03
3.522747643048926989e+02,3.827328029693953340e+03,4.311515854235429288e+03,4.401801656196004842e+03
3.248256002755076679e+02,6.818230815460668964e+03,2.495751933023798756e+03,2.376778099896051117e+03
3.319018632605577750e+02,6.270769738037713068e+03,2.883658051591350159e+03,2.719756291044212048e+03
3.993752683053635337e+02,3.026339569972714344e+03,8.629056343780293901e+03,8.618758585705159931e+03
3.933199487947295552e+02,2.527779655730668310e+03,8.021288081747365140e+03,8.017733294065653354e+03
3.909639612326888027e+02,2.576205504980798651e+03,7.764539663821334216e+03,7.677593244245856113e+03
3.633075663489516955e+02,7.731427772939378883e+03,4.635858189304791267e+03,4.661427719403505762e+03
3.895709269795153773e+02,4.705247773128945482e+03,7.338836677420130400e+03,7.390662852589499380e+03
3.693038809763328345e+02,7.264532781252287350e+03,5.152486067440758234e+03,5.184251353700135041e+03
3.570722569215760132e+02,2.104613694156861129e+03,4.795914697519435322e+03,4.930486139692891811e+03
3.124971706430226277e+02,1.560216471517679111e+03,2.273628997064722171e+03,2.190344360579265867e+03
4.305321241960536440e+02,1.180817002539266241e+03,1.304604409241098801e+04,1.304862685916804185e+04
3.560058781804758041e+02,7.148938195728158462e+03,4.204929637956137412e+03,4.362123044093616045e+03
4.262358390238302945e+02,6.347914037220300997e+03,1.143049369617012417e+04,1.148626922601529805e+04
4.329676021708975213e+02,5.113407029749001595e+03,1.269951818182821626e+04,1.260951972641205248e+04
3.601534279781824353e+02,5.654141508573997271e+03,4.676038774104535150e+03,4.693065126041558869e+03
3.983985239391021764e+02,5.265868079227523594e+03,8.179518994988984559e+03,8.275817640505756572e+03
3.781928468999893198e+02,5.463206840047380865e+03,6.151298284608322319e+03,6.320888765005018286e+03
4.206832148355312029e+02,2.851980849140706596e+03,1.134708642843215239e+04,1.140142437897904711e+04
4.480853719268100690e+02,4.594960379880798428e+03,1.528365950986382086e+04,1.537892333471439815e+04
3.004161783486003401e+02,6.951211644067032466e+03,1.545342041121634566e+03,1.455703391196485882e+03
4.300128675070822055e+02,1.729355494122870823e+03,1.288701931663552205e+04,1.286729466270132070e+04
3.351701997492659757e+02,5.777287689174374464e+03,3.097664194456294808e+03,3.195017376530205183e+03
3.314647542623163190e+02,5.367389468853467406e+03,2.938228156675067567e+03,2.860705305208237860e+03
4.057124326266706476e+02,5.351103429284376034e+03,8.994552584136885343e+03,8.989853011162245821e+03
3.358402384527301479e+02,1.072758111982157288e+03,3.463742919218376755e+03,3.312428466727100840e+03
3.744241536895638092e+02,2.757640406627694574e+03,6.144369134730347469e+03,6.264689532038265497e+03
3.198582854646988949e+02,4.998846229316657627e+03,2.410179416768536157e+03,2.399712295488825021e+03
3.020400967907551717e+02,2.115213725158174839e+03,1.840283493356024564e+03,1.886386693946072000e+03
3.722555795223776158e+02,1.290726552594531768e+03,6.084892817722990912e+03,5.963007951841532304e+03
3.236697629866923194e+02,4.340774250631809082e+03,2.629607900674042412e+03,2.523115135691015439e+03
4.363833655564384344e+02,2.901726080670993724e+03,1.368956092730928685e+04,1.383697240300958583e+04
3.041554022390213845e+02,3.624994149208790077e+03,1.854007683096416940e+03,1.826249525545860706e+03
3.173062399860900769e+02,1.408192875949402605e+03,2.491474271807713194e+03,2.447342615440614281e+03
4.399824832427873389e+02,4.620335833926203122e+03,1.391385790158316922e+04,1.395539231875125006e+04
3.379049520915166340e+02,4.241247519461169759e+03,3.378323349985839286e+03,3.423325570595093723e+03
3.926836949096247054e+02,1.172527880851308055e+03,8.098147197843689355e+03,7.938922792221516829e+03
3.054219369425350692e+02,6.396579155986702062e+03,1.746858597209647314e+03,1.667679311915981543e+03
4.040188800637720874e+02,2.982132495531623135e+03,9.175944059685738466e+03,9.180060875858756845e+03
3.772368138705676870e+02,6.534887578149680849e+03,5.911579556515569493e+03,5.912006131872080914e+03
4.227045562361517455e+02,2.030681185610511875e+03,1.175915236501018808e+04,1.178767254714216324e+04
4.046274236026659423e+02,5.923835306504467553e+03,8.762351450221740379e+03,8.727499619720008923e+03
3.995681922580169498e+02,6.828079365740192770e+03,8.025384347627084026e+03,8.002639344501341839e+03
3.719609009965250834e+02,7.397494538659221689e+03,5.342700251659362948e+03,5.360148341563264694e+03
3.856575249978497482e+02,4.728613818233819075e+03,6.947956651188223077e+03,6.892027653522630317e+03
4.156066011394784141e+02,3.086693296137662855e+03,1.061878417513153181e+04,1.055100486921123411e+04
3.549559299350343622e+02,7.084484233091890928e+03,4.142871386259404062e+03,4.098322670668299907e+03
4.001864886455801411e+02,3.323408130940179944e+03,8.680662544663957306e+03,8.681104135455134383e+03
3.196292986291726379e+02,3.277870119210892426e+03,2.507062542800181745e+03,2.494816363991199978e+03
4.296842632375174844e+02,1.433384027586865159e+03,1.287999600951792308e+04,1.284106106237432869e+04
3.917038095941427400e+02,3.260228043297004206e+03,7.758325954869255838e+03,7.737799719410466423e+03
3.227267280269944081e+02,4.142031261957207789e+03,2.598259934894256730e+03,2.594045105298029284e+03
3.339003806968202070e+02,4.771580253728186108e+03,3.114435645468596249e+03,3.140173318462626867e+03
3.500029566721539709e+02,1.731935732320633633e+03,4.320141990499085296e+03,4.349240302656465246e+03
3.111059531350953193e+02,4.562971184498919683e+03,2.069765983679059445e+03,1.965105515391400331e+03
3.729121945312858202e+02,1.732124259295527054e+03,6.106487351058019158e+03,6.185034528931461864e+03
3.782707247130102814e+02,5.831520849435493801e+03,6.105717339600865671e+03,5.975615398049192663e+03
3.829130346337959168e+02,1.635505780332759514e+03,7.045460382201267748e+03,7.089286583649454769e+03
3.606513110823416923e+02,6.196285277336342915e+03,4.646715735915791811e+03,4.588997678449504747e+03
3.295263370626879009e+02,7.578107785041128409e+03,2.647892219720200501e+03,2.694297801690254346e+03
4.110604701722107279e+02,1.491789944406044924e+03,1.024583076012463061e+04,1.033105597372037118e+04
3.659176690177115461e+02,7.194672930517643181e+03,4.903267156259253170e+03,4.750314663130237022e+03
3.009617466897796021e+02,5.653398222691558658e+03,1.637929770104864247e+03,1.685909676606549738e+03
4.125532316249220912e+02,3.006860244552304721e+03,1.023134944952340265e+04,1.025269374891438747e+04
3.060983279521635723e+02,1.509134258870584063e+03,2.014883471790833937e+03,1.976498649939718234e+03
3.917576138823515066e+02,6.510177272498096499e+03,7.269180299778525296e+03,7.299376709276996735e+03
3.812408425305884521e+02,5.061153268647471123e+03,6.483311777667369824e+03,6.442350421437714431e+03
4.374383419704643643e+02,6.001911417463138605e+03,1.317547896437030613e+04,1.318410548276411100e+04
4.360943016325294366e+02,1.285817334492789996e+03,1.391257641997424253e+04,1.382664899082078773e+04
3.530854935247680828e+02,1.876056091179395253e+03,4.524614618484845778e+03,4.586959653283991429e+03
3.864738938867751585e+02,6.705509211682832756e+03,6.720084289097991132e+03,6.766649874626064047e+03
3.189623276701971122e+02,5.906986136343457474e+03,2.307070438704404296e+03,2.365987797610523103e+03
3.795409337622005523e+02,2.169976413974636671e+03,6.670274808408093122e+03,6.616291557473291505e+03
3.448657226332315417e+02,5.653207719996168635e+03,3.661449116557780144e+03,3.808819727261623029e+03
3.621578927044217266e+02,7.435734391921765564e+03,4.594097858291373086e+03,4.752524547948537474e+03
3.566919293926640080e+02,1.043837307405174670e+03,4.841366491081480490e+03,4.833169355646851727e+03
4.366090595822857949e+02,6.946665823956386703e+03,1.280157637195532516e+04,1.276677407205739109e+04
3.857897745214684164e+02,4.349793806411498736e+03,7.013582654137898317e+03,6.979490515057358607e+03
4.261912458684735157e+02,5.866133746485571464e+03,1.153562056196295816e+04,1.158989929704593487e+04
3.657564270815786358e+02,3.345213758974589837e+03,5.355148652066799514e+03,5.436964268359047310e+03
3.511413277694077237e+02,7.635980361376068686e+03,3.829388867021057195e+03,3.767958952793564094e+03
4.432751652831134379e+02,5.530561275314341401e+03,1.423310991804029982e+04,1.406831572934230280e+04
3.478491467423518770e+02,3.395308794018163553e+03,4.053497551584543544e+03,4.088973644031279036e+03
3.072433213336502718e+02,6.834301161100715944e+03,1.783130044633638363e+03,1.778608218147444632e+03
3.332839625989869319e+02,3.898163740685279663e+03,3.147789164496841749e+03,3.160394418972081439e+03
4.107100503865804058e+02,1.330064646846503138e+03,1.021990701652214921e+04,1.026035283117939071e+04
3.652271275480607073e+02,3.534324634826790316e+03,5.294025864427923807e+03,5.203034493220976401e+03
4.168875850009515034e+02,4.092850182459075313e+03,1.061939443417120674e+04,1.062322514050869540e+04
4.029417192698216468e+02,7.870136613079453127e+03,8.183207910200204424e+03,8.157729903772768921e+03
4.352001683257558398e+02,7.472684144589919924e+03,1.244578963553552603e+04,1.247461510351262768e+04
3.235110381140405593e+02,1.704304091803142910e+03,2.772689707497726886e+03,2.869507088912970630e+03
4.323881258976138611e+02,4.963929177674912353e+03,1.264519254323369751e+04,1.264359686941486871e+04
3.284625378694329356e+02,3.727246555118203105e+03,2.906394640707673716e+03,2.835440297798078063e+03
3.648685234977633627e+02,7.553187605073650957e+03,4.774784329457664171e+03,4.873349790714413757e+03
4.404749968445583477e+02,4.820259685112545412e+03,1.394756555527756791e+04,1.400272464633387244e+04
3.496111925716970177e+02,2.123822437319302935e+03,4.266937970110216156e+03,4.248377405187736258e+03
3.865429686458863898e+02,6.664004396514766995e+03,6.733581694031257939e+03,6.585885095714712406e+03
3.536818666147525505e+02,6.910377725056727286e+03,4.079962101217752661e+03,4.006899745275895384e+03
3.166998882853713440e+02,3.228953798049972193e+03,2.378368756637690694e+03,2.387385489659684481e+03
3.766537225035864367e+02,4.005626581396229540e+03,6.204366798030663631e+03,6.245852507558183788e+03
3.091458683212677556e+02,4.079512632833991574e+03,2.019604263045965581e+03,1.974239825242068719e+03
3.072406373460833038e+02,4.526767356324700813e+03,1.922509225070377397e+03,1.954741400751123592e+03
3.663503636202375446e+02,7.400220369593110263e+03,4.906801286663806422e+03,4.852628531545066835e+03
3.491524010172774410e+02,7.404056909258029918e+03,3.733690583026033892e+03,3.696480512937511776e+03
4.234580668998507349e+02,5.405764558209181814e+03,1.125416086281816206e+04,1.129385530814670165e+04
3.715158061251092363e+02,6.671795820155281035e+03,5.413764622640473135e+03,5.388653684638840787e+03
3.509782780624349243e+02,7.315397544218633811e+03,3.857765438290819020e+03,3.865660973073190689e+03
3.384476936070559532e+02,7.466513933133472165e+03,3.110888630522582389e+03,3.177952911683810271e+03
4.334757243145787697e+02,2.168030109248327335e+03,1.335600798108669551e+04,1.344349062758404943e+04
4.183852793253853974e+02,1.136412302232977027e+03,1.127060670556191508e+04,1.121956424859868639e+04
3.851385146960515158e+02,4.986609568914069314e+03,6.860924094386257821e+03,6.836909801682983925e+03
3.195043925293686016e+02,4.545588837274366597e+03,2.424557705117389560e+03,2.314160282357817323e+03
3.813767841304531885e+02,7.958688930978029930e+03,6.041915090371543556e+03,5.933063894332717609e+03
3.090193030777325589e+02,5.705666303203507596e+03,1.920416738412897530e+03,1.940515828438917652e+03
3.183159354230122062e+02,1.028039312673904305e+03,2.552783149272499031e+03,2.506900651780614680e+03
3.567151977934177012e+02,1.451475290763928342e+03,4.816478082559658105e+03,4.663263567946913099e+03
3.096027242900258329e+02,7.176952250504997210e+03,1.844962513445395643e+03,1.883438423182874430e+03
3.095197412939145920e+02,4.249706669160539604e+03,2.024972048371826304e+03,1.953282082327400303e+03
3.813231150289722109e+02,6.373607400860386406e+03,6.296941627550490921e+03,6.267569728297540678e+03
4.197368973306939210e+02,4.672115848930947323e+03,1.089355433359044764e+04,1.092283490920311124e+04
3.354444224733411488e+02,3.454774094614064325e+03,3.298422841311507000e+03,3.326096803906991227e+03
4.254665213032023985e+02,5.103355674505187380e+03,1.160039603669479220e+04,1.159148097940411208e+04
3.215289226870539210e+02,6.714897400627507523e+03,2.356918498041974999e+03,2.192482211431216911e+03
3.637273055279629261e+02,6.188777678363369887e+03,4.873584793681635347e+03,4.914679900333525438e+03
3.543213212006899653e+02,3.860790127042218955e+03,4.449686684304816481e+03,4.397540424724644254e+03
4.161087177226738163e+02,3.517942754301689547e+03,1.061535486693425992e+04,1.049717938506134669e+04
3.830201665460371601e+02,2.082399121880126131e+03,7.012518647290101399e+03,6.830819226599693138e+03
3.843131534882583651e+02,5.484669347468679916e+03,6.709017397811263436e+03,6.810687472575736138e+03
3.117264286024359876e+02,1.685158769094162380e+03,2.236136872877717451e+03,2.243177400318445052e+03
3.268627678021003362e+02,7.523704931109749850e+03,2.527984933372131763e+03,2.532637607895730980e+03
3.389084310460684719e+02,1.972715170296359702e+03,3.595665046894792795e+03,3.640267982380053581e+03
4.043125159746158488e+02,3.635155925515698982e+03,9.115518455600516972e+03,9.104933957710065442e+03
4.290499880337340528e+02,2.841961175213581555e+03,1.256099361733905607e+04,1.243810194272874833e+04
4.377861644196950124e+02,6.868029809095334713e+03,1.300380036817447763e+04,1.305409468795635621e+04
4.262818305515825728e+02,3.629649408776505879e+03,1.201036952513984033e+04,1.208650425969862226e+04
4.228763923362607784e+02,1.228414786936995824e+03,1.189487712210429163e+04,1.193217908832442299e+04
4.250360892411387681e+02,4.049842984630414776e+03,1.175149641989545125e+04,1.187072550231276364e+04
3.966003648061312106e+02,6.784660661412503941e+03,7.717301176322766878e+03,7.866089805190114021e+03
3.078629192313230760e+02,6.573197874982740359e+03,1.822449922122393218e+03,1.754407555249182678e+03
3.163207474355162958e+02,6.468354759567411747e+03,2.155324828480849192e+03,2.115692415977783639e+03
3.092924069569860421e+02,7.415371315599190893e+03,1.817064057443745469e+03,1.884189136039053665e+03
4.053547075886589823e+02,5.659581191764933465e+03,8.896060368249261955e+03,8.906268755116485409e+03
4.032393865983971182e+02,1.664678425043902962e+03,9.251425503293226939e+03,9.264435181305805600e+03
3.228496817409708797e+02,2.669510921247083843e+03,2.691844447302814388e+03,2.762904770702839414e+03
3.407313436856031785e+02,7.432416563357564883e+03,3.238989758678500948e+03,3.294504383545182463e+03
3.211426895426365036e+02,2.607972159631614886e+03,2.613732159848149877e+03,2.574507672428384012e+03
4.263089728342753233e+02,6.634415805893991092e+03,1.137258435342607663e+04,1.137880974065759256e+04
4.160932150737032771e+02,1.492097102017544103e+03,1.091189013684833662e+04,1.085109703869988334e+04
4.031979787464388210e+02,4.244174746138270166e+03,8.889579297762942588e+03,8.870222353959774409e+03
3.904592235675881398e+02,2.721717182449900065e+03,7.694419089841542700e+03,7.601666468527319921e+03
3.741370102431274063e+02,3.631422393039904819e+03,6.025762888933812974e+03,5.864700891430577030e+03
3.665615863636946301e+02,6.541579135422671243e+03,5.041869955142739855e+03,4.998432931552200898e+03
3.199166092461126709e+02,6.888089478956168023e+03,2.273621653991770472e+03,2.222670471259746591e+03
3.756060568643013085e+02,1.924888349441991068e+03,6.330202184759625197e+03,6.398284837673682887e+03
3.856807233124768572e+02,6.009772714052873198e+03,6.758012610771937034e+03,6.880608253144171613e+03
3.957865341386068962e+02,1.644910054752169799e+03,8.391741893146680013e+03,8.390386237110409638e+03
3.123194113264972884e+02,4.489642440234711103e+03,2.122640204305501811e+03,2.157113416447455620e+03
4.374448348077719402e+02,2.483443267895904683e+03,1.393694089026997790e+04,1.388278268575720904e+04
4.033331953255802773e+02,6.358279809488619321e+03,8.531934122815313458e+03,8.454560301372048343e+03
3.991778172525882837e+02,4.301363902701683401e+03,8.421810656059997200e+03,8.395872420309313384e+03
3.371945107293392994e+02,7.099586934913198093e+03,3.081123086483580209e+03,3.055195679503965948e+03
3.743371949182416074e+02,2.633169783011928303e+03,6.149148305291967517e+03,6.169836673187061024e+03
3.936696697607236501e+02,7.393802127796998320e+03,7.301748008037096952e+03,7.307870228662206500e+03
3.295503008903040723e+02,7.687993839665323321e+03,2.638764415079471746e+03,2.768632620089307238e+03
3.988468320687363189e+02,5.283726325990559417e+03,8.225701664818805511e+03,8.205593199613327670e+03
3.879153518221522745e+02,5.408828465360158589e+03,7.067918967361519208e+03,6.933108821142263878e+03
4.161997162914460660e+02,6.895664199200215990e+03,9.963248360296485771e+03,9.970233375829739089e+03
3.807540806769714550e+02,4.715329528246315022e+03,6.485885717448281866e+03,6.430476829332149464e+03
4.024644579868185019e+02,4.490739031345501644e+03,8.764798817869030245e+03,8.778576523279487446e+03
4.421184425475051967e+02,1.624746357917349087e+03,1.486202799047583358e+04,1.494951569300063056e+04
3.974627150871286858e+02,5.384547123956453106e+03,8.057614686188769156e+03,8.003735543357802271e+03
3.005766923899495282e+02,4.752705282797289328e+03,1.672638061414620097e+03,1.664126318142464925e+03
3.097061249740385733e+02,7.438640264833768015e+03,1.830395109694813527e+03,1.869358510775685318e+03
3.585411210362810266e+02,1.557272766725094698e+03,4.945659983875240869e+03,4.867624438342577378e+03
3.656571600454343525e+02,1.919574122660063495e+03,5.476075665505882171e+03,5.491025130511729003e+03
3.913352363122696715e+02,2.511458037303707897e+03,7.811273838330486797e+03,7.852623132858290774e+03
3.624100481994596521e+02,6.248758705257876500e+03,4.768302396218849935e+03,4.831088470986642278e+03
3.630007855880503485e+02,5.705047291051849243e+03,4.879581714088607441e+03,4.965188344597006108e+03
3.096551832706379628e+02,1.116985419170404839e+03,2.170833092168199528e+03,2.213091571027250666e+03
4.240229183088871423e+02,2.706950889786784956e+03,1.184379866223594945e+04,1.187306834058320237e+04
3.752654051933118922e+02,1.476216888642479262e+03,6.338563703875324791e+03,6.225312750701426921e+03
4.401288637967387558e+02,6.437801497967912837e+03,1.348640526472700367e+04,1.327018120761927457e+04
4.359854075138051712e+02,1.210388047570829031e+03,1.390597881498097013e+04,1.382694287622653064e+04
4.440707746170585324e+02,4.902847957067700008e+03,1.452205734210374067e+04,1.463398687727762626e+04
3.970857250651926051e+02,2.663660741776665418e+03,8.418083409254899379e+03,8.425658207741247679e+03
3.085202346300301315e+02,2.509691499752647815e+03,2.071011048863577344e+03,1.889081728348658544e+03
3.607350352394645370e+02,4.493124220602692731e+03,4.849061689095196016e+03,4.813682926586721806e+03
3.756453483356812058e+02,1.881974836257903235e+03,6.337645431294622540e+03,6.364916294137652585e+03
3.357388168319674264e+02,7.202734886438137437e+03,2.994082077607919928e+03,2.844514497252201636e+03
3.053968598122095273e+02,2.783806975503276135e+03,1.938157555353525595e+03,1.982452026677308822e+03
4.102823952835281034e+02,2.986805173183365241e+03,9.944178849748826906e+03,9.851038550964625756e+03
4.165087085499022805e+02,4.055743295908347136e+03,1.057576241285115975e+04,1.065761314767010481e+04
3.270610381820480370e+02,7.004881760355642655e+03,2.583106016729338535e+03,2.584171992834907996e+03
3.015793954265251955e+02,1.078558305591170210e+03,1.858039081546824946e+03,2.104272526337899762e+03
4.083849346316902711e+02,4.715308581666571627e+03,9.427722653986336809e+03,9.320065189314389499e+03
4.011666431314916963e+02,4.564810075395624153e+03,8.604256092312140026e+03,8.625712910673739316e+03
3.204996942124337806e+02,5.456878917366650967e+03,2.406693778655169808e+03,2.287698662764992150e+03
3.267089843241280960e+02,1.769097589666515887e+03,2.930437967487072456e+03,3.021283132448339529e+03
3.343971005689403455e+02,7.361416189715838300e+03,2.909174097139250080e+03,2.918238113158621672e+03
3.971098312006723177e+02,5.621162312397087589e+03,7.979329895123159076e+03,8.052123752292211975e+03
4.290770834276595451e+02,1.645229100448475947e+03,1.275659492842529653e+04,1.276402830151812668e+04
4.235862096042673102e+02,7.498413025890429708e+03,1.078723407094601134e+04,1.069289158019871502e+04
3.271248770307361724e+02,6.671876660224385887e+03,2.614861338037039786e+03,2.562111649959450460e+03
3.488416456178556473e+02,6.532537094566111591e+03,3.813778845938124050e+03,3.714287749521542082e+03
3.795078638753174687e+02,5.270655193720131138e+03,6.295934494688698578e+03,6.211748062784838112e+03
3.935899061283000719e+02,4.685058875770593659e+03,7.756345729419469535e+03,7.767340848318976896e+03
3.351849226227309941e+02,4.231126520481740954e+03,3.226697798533842615e+03,3.311673418035161376e+03
3.523693482730889741e+02,2.670357889993651042e+03,4.415602980648024641e+03,4.483648371490938189e+03
3.900840471086117418e+02,7.939341533449423878e+03,6.846011864422288454e+03,6.886563879716411066e+03
3.955953482626327968e+02,1.135525482191656920e+03,8.422648488216385886e+03,8.377086813721762155e+03
4.119877051893915905e+02,7.830358966257887914e+03,9.231300844931038228e+03,9.271560980779446254e+03
3.815478289579860984e+02,6.127332735803328433e+03,6.355283325644377328e+03,6.286516344526127796e+03
3.036907476877967156e+02,5.061748648146924097e+03,1.764041904519890295e+03,1.780025939144918084e+03
3.340926511423098759e+02,1.616018597444615125e+03,3.336065878265541869e+03,3.402497944221002854e+03
3.821044083069562021e+02,6.959913687242374181e+03,6.274053950614868882e+03,6.258691778900160898e+03
3.453217033612042997e+02,1.379022010619104094e+03,4.030164922944629325e+03,3.992221927166745900e+03
4.474652534294738189e+02,2.822577115058407799e+03,1.557082444800381927e+04,1.553584985393032366e+04
3.376983603018802569e+02,2.730074603086068237e+03,3.476679015534547489e+03,3.525208849082725010e+03
4.298815390879834695e+02,6.459045767983594487e+03,1.192425873768264501e+04,1.189907851911776561e+04
3.306875368650420342e+02,5.857831062216515420e+03,2.857899538631969335e+03,2.743993729719056319e+03
4.153068914705829116e+02,6.039149763800088294e+03,1.003525201420830672e+04,1.000175155602841187e+04
4.047731822090728429e+02,4.628233821828111104e+03,9.010741603297832626e+03,8.925376738936374750e+03
4.491404117774193310e+02,6.441633485331247357e+03,1.497555909067047469e+04,1.509480668581511782e+04
4.000774988136892603e+02,6.692770609808287190e+03,8.106527699796522029e+03,8.107066136826288130e+03
4.389232606432358921e+02,2.495762146572705205e+03,1.417654062971107851e+04,1.405865209990889889e+04
4.318034492030686806e+02,2.620257202674728433e+03,1.301899736504199973e+04,1.303973983841322661e+04
3.541581623533771790e+02,6.856694858392392234e+03,4.117752215674421677e+03,4.174693096420496659e+03
3.822304128468504132e+02,4.230360680698815486e+03,6.687866443130174048e+03,6.717683520375042463e+03
3.151876370501100268e+02,3.821680652859923612e+03,2.280191617328570374e+03,2.251031732232182549e+03
3.313225236702966185e+02,1.952101445967257405e+03,3.164659122170390219e+03,3.176112853324059870e+03
4.323188350521148777e+02,3.472526783652776430e+03,1.294336242488614516e+04,1.296518051146536345e+04
3.305469737472013776e+02,6.483834144618473147e+03,2.796861614782230390e+03,2.876438507649580060e+03
3.491609914784232842e+02,4.147045309764545891e+03,4.074596316190948528e+03,4.103195517061593819e+03
3.286291527067197649e+02,4.203496744805404887e+03,2.882145397892144047e+03,3.062546781558526163e+03
4.221121628906269052e+02,4.937226888707155922e+03,1.116554373761280112e+04,1.114802256941447740e+04
3.230162782860080597e+02,2.112997631482406177e+03,2.728776595052830089e+03,2.850270259965961486e+03
3.899080070110353518e+02,4.222582952136170206e+03,7.442490477827212089e+03,7.443560621885715591e+03
3.246769461615028831e+02,2.773280048686085138e+03,2.775191832568476457e+03,2.638935464091480753e+03
4.267048365210808925e+02,6.035584480646843986e+03,1.156952539570282170e+04,1.147564322361014820e+04
3.222286167352206121e+02,5.564192636068680258e+03,2.476448314213689628e+03,2.331156786969431323e+03
3.911938670093447854e+02,7.357546918756027480e+03,7.061788261008204245e+03,6.924478304579684846e+03
