T,Ea,n,n_noisy
4.125750695314675909e+02,7.738733992177518339e-02,1.701491580355089794e-01,1.746451479280401176e-01
1.475862773877859695e+02,6.837463898383609739e-02,2.754213154542257611e-02,2.065799471589645220e-02
1.863933747921713007e+02,1.580753677188499740e-02,8.350225847232715937e-02,9.244805752602169857e-02
2.548710229628802040e+02,2.666035854314190157e-02,1.155138075154402283e-01,1.138906018210434079e-01
4.523825002891037457e+02,6.571645994874640573e-02,1.990891972214849925e-01,1.931013582212867674e-01
2.335953129380926327e+02,3.096212069381993476e-02,9.657012665594311152e-02,9.587353989603884796e-02
2.852328154217295832e+02,5.964303597122563860e-02,9.989867732205090500e-02,1.037825509606754154e-01
2.923061928077297011e+02,3.568182424382718154e-02,1.300066713083205261e-01,1.230420048281807011e-01
2.299020988410079269e+02,5.314766074173835064e-02,6.830547592323323036e-02,6.823414611749176184e-02
4.145941137932857146e+02,7.974390908871949180e-02,1.697898460614153948e-01,1.628407835800514958e-01
1.219306910264724877e+02,6.571025449223702464e-02,2.110016885387188887e-02,2.703789971149439531e-02
1.903640644988383315e+02,3.624646345906613193e-02,5.875068998378848301e-02,5.944005444795170262e-02
4.300340828370353847e+02,1.414616637623626605e-02,1.857510371901528179e-01,1.835376129185858352e-01
3.465366813616793706e+02,5.858477579300205157e-02,1.429871674188792907e-01,1.480745997907846612e-01
3.047299319135320275e+02,4.418746375623561207e-02,1.295233246431847507e-01,1.229902683451956080e-01
2.478031855051487469e+02,7.625971351139444743e-02,6.585974324951004988e-02,6.380130928148131098e-02
1.520558307171439765e+02,6.540741072306982540e-02,2.853992767251839133e-02,3.767752050755891757e-02
2.827137236813458117e+02,5.293935784263723715e-02,1.049399281523450550e-01,1.042245962500247120e-01
4.948377903249480596e+02,5.033340004987724159e-02,2.187448401972063861e-01,2.254326448514934467e-01
3.380353899049140409e+02,5.752667627499445657e-02,1.383668000157097511e-01,1.392454797673170763e-01
3.306317402966367354e+02,5.391053950680996243e-02,1.369046375835001605e-01,1.333065127750764911e-01
4.960474339825403263e+02,2.558043224640318969e-02,2.102985986844555510e-01,2.089674918288851602e-01
4.541613521021579345e+02,6.875598051788200937e-02,1.987075620478526150e-01,1.989922322556845757e-01
4.996797273113833171e+02,3.147346902360129844e-02,2.144369923719851578e-01,2.122869237937706488e-01
4.814533358246505941e+02,2.289614970400773511e-02,2.050303154314550291e-01,2.008068067826538350e-01
3.669987406954392668e+02,3.497979646932400377e-02,1.700215439225744307e-01,1.660095855320886937e-01
2.221248774641824753e+02,4.910126260853309166e-02,6.677966142207002187e-02,5.925732173825153798e-02
3.512572712108625410e+02,3.728598104877649255e-02,1.617195332972252708e-01,1.621650496469195513e-01
2.392839343255093638e+02,1.534958610716140315e-02,1.146515277260692356e-01,1.165119319505934364e-01
4.243078123167651938e+02,5.079844645503062139e-02,1.912138055997421315e-01,1.948503051099857442e-01
1.549201844303019016e+02,6.210030501810639286e-02,2.924503318029140694e-02,2.010710195163674385e-02
2.850185333914121770e+02,7.388955987781266332e-02,8.852458825674340559e-02,9.244392686439049933e-02
4.363104088587545561e+02,1.155988165957621758e-02,1.854695425414478183e-01,1.852740121776552951e-01
2.818048345820819236e+02,3.067888430629963498e-02,1.281576684694457624e-01,1.209045887101095340e-01
3.404071397679523443e+02,2.465155181621270578e-02,1.601826409045463140e-01,1.605618164667868553e-01
1.393131751938732066e+02,4.197548150784723153e-02,2.593417716260284708e-02,2.989715121841824558e-02
2.140419933825779708e+02,1.918481914412446115e-02,9.751266039309347544e-02,1.000147640490059997e-01
4.817940914750868160e+02,4.034186196149747855e-02,2.127916202496039078e-01,2.163082564377656336e-01
3.627758181329966760e+02,5.603687102069732084e-02,1.554798350267389828e-01,1.600965072022717262e-01
2.459756674899804523e+02,2.298170171526929192e-02,1.134883860394836630e-01,1.178581723137834131e-01
3.067524703863298896e+02,6.392405184973881660e-02,1.108325105229989449e-01,1.105452602787535404e-01
4.099474312533936882e+02,1.483645978186287108e-02,1.805986967233492446e-01,1.700775436808765195e-01
4.149881399787455507e+02,4.305393343442757981e-02,1.890401364415254526e-01,1.851339785794097192e-01
4.311871755916248503e+02,5.418516370782683333e-02,1.932726325514117494e-01,1.949456132433213806e-01
2.158570715190190299e+02,7.386499839724576522e-02,5.109856088205762259e-02,4.864419677518536100e-02
1.953223755192362887e+02,3.485546519123684100e-02,6.392538178813921002e-02,6.724729282968390509e-02
3.554033929997040673e+02,1.450618770364412759e-02,1.633384144983956732e-01,1.672225050233127897e-01
3.108802589502220144e+02,6.691953307958309338e-02,1.109942952691701651e-01,1.111310733258159544e-01
3.259547005992245658e+02,7.153888203320959982e-02,1.174015649969457203e-01,1.266975005087862816e-01
1.858459672816215118e+02,4.065027197127200898e-02,5.109233701857884835e-02,4.611467231082146817e-02
2.274496512661602594e+02,6.605416055377746898e-02,5.887508474426274285e-02,6.343037640723186987e-02
4.008212722265135426e+02,7.306033715984142085e-02,1.658914551720782615e-01,1.634285251548119322e-01
2.433293028822151598e+02,1.894363176479597552e-02,1.149977020285193885e-01,1.109953704579638017e-01
4.029942202465728087e+02,7.166113471368733279e-02,1.682482052485548274e-01,1.710922815981799072e-01
1.186578651304912597e+02,1.070122545268597028e-02,4.474454087273391223e-02,4.156647202597407026e-02
4.803464718818278811e+02,3.810453740696004982e-02,2.117391970810322543e-01,2.159356419896128199e-01
1.832292154755552360e+02,4.027463651360668750e-02,4.978703944843785451e-02,4.385557101234673766e-02
2.912830532203423104e+02,6.482460067433372386e-02,9.936801140672849031e-02,9.944593107700798462e-02
4.683541012928847067e+02,7.311415010882685306e-02,2.040352294245386389e-01,1.997205798130210763e-01
2.013918730554222520e+02,7.598991977863808756e-02,4.498737749388536517e-02,4.371498719580429321e-02
1.909537090330520073e+02,5.588508894629077434e-02,4.426426805706094869e-02,4.230721134881092194e-02
4.942562823729426782e+02,7.357372610395998547e-02,2.162919900965414588e-01,2.105521431910247210e-01
4.617720668882702739e+02,6.601498818647014155e-02,2.035159529499343811e-01,2.066973512814433700e-01
3.128984788876471157e+02,1.559331093169276372e-02,1.481804877704884782e-01,1.418592700644844551e-01
1.244087780235877574e+02,7.019609234882426274e-02,2.213328991567816914e-02,1.713784208089853822e-02
3.418674832835388315e+02,3.255011541000547154e-02,1.591516856398839386e-01,1.635154414831952174e-01
2.006312750306825592e+02,4.530868206841259793e-02,5.625687719071428838e-02,6.103057894575328324e-02
1.856041903619928917e+02,1.541415290065087026e-02,8.342380212600154776e-02,8.667102850270544390e-02
4.728572146690661953e+02,5.973258587974913936e-02,2.101613129904880695e-01,2.117715159453663620e-01
3.477692968869192782e+02,5.032952513243953846e-02,1.510057241200321310e-01,1.623070867880684331e-01
2.776158099907672749e+02,5.059432123623314875e-02,1.038855877482085799e-01,9.774856068589950209e-02
1.250635434342654690e+02,5.751958674055024368e-02,2.097624092102498561e-02,1.717130001432564182e-02
2.486485594412041848e+02,4.293518780188299022e-02,9.209153147843096576e-02,8.703514420829880360e-02
4.455932599044687663e+02,2.382477608588304957e-02,1.960071330940331424e-01,2.004144272562770335e-01
2.210705130498787980e+02,3.460927244642469924e-02,8.280558510606610134e-02,8.416063484068714295e-02
2.291177092275367499e+02,2.890476802105997056e-02,9.609603806191779896e-02,1.015659677252760545e-01
3.427424267245650071e+02,2.482866104671430096e-02,1.611479791041975917e-01,1.659267907654634611e-01
2.008562714482106344e+02,1.915245968134819676e-02,8.910552590413245433e-02,8.789740111523347554e-02
3.227739051238340267e+02,2.933416693651484664e-02,1.511682395173384041e-01,1.469912561749518731e-01
4.074730135288717179e+02,3.246292716811163132e-02,1.865739731369749077e-01,1.815317233104492556e-01
2.146695106617708575e+02,5.964626273317871069e-02,5.488198573492071575e-02,6.586035429305282796e-02
2.891003483179181330e+02,7.379741323421282195e-02,9.117023387097361597e-02,9.592935060601247288e-02
3.305069346537179058e+02,2.722780630237325167e-02,1.555032651375548303e-01,1.583909251835065035e-01
2.453325565781096316e+02,4.976671222786690357e-02,8.195316537127285417e-02,8.018151316117158589e-02
1.894473498218416694e+02,6.083550501816396838e-02,4.206751676487473224e-02,4.100052591106660704e-02
1.457607468069993217e+02,2.770783410629900495e-02,3.889591120312690942e-02,3.710045052431076851e-02
3.261935168366910602e+02,4.417001787117302153e-02,1.431111972431056978e-01,1.414172731003160433e-01
4.749716871483495879e+02,7.267235389950645053e-02,2.074803871137738120e-01,1.953878902707662513e-01
1.075064810029795979e+02,6.228174814137520804e-02,1.768595303820049564e-02,1.730495595504400949e-02
4.462653847480582385e+02,3.647646302093047327e-02,2.006235110675984035e-01,1.986378427339277886e-01
4.849892440972177496e+02,4.141955792593463026e-02,2.140377049614242411e-01,2.154124865777598263e-01
3.169306005936589372e+02,3.705924134836456607e-02,1.434797547788688732e-01,1.444539525947164949e-01
4.871533833791527854e+02,4.164889370098050214e-02,2.147554674896296201e-01,2.189490574562571179e-01
3.819129746070015585e+02,6.671278128125884832e-02,1.588288504051637295e-01,1.586906040030007237e-01
3.180900832117398522e+02,2.404296708327074289e-02,1.505548181269642238e-01,1.544669770883487225e-01
2.854700071579977703e+02,5.006823851536567477e-02,1.100154912227533505e-01,9.713827611530975736e-02
2.865596027734759446e+02,3.612630535815210264e-02,1.259866204004111701e-01,1.204082349775394967e-01
3.727986908296513775e+02,5.688805038169295059e-02,1.608758210198241168e-01,1.694330350051371226e-01
1.938021475103801095e+02,4.986711022936200083e-02,4.874515659525029132e-02,4.257756210666029800e-02
3.861604498014407909e+02,1.107498463256451939e-02,1.709786562381266362e-01,1.695121323930005586e-01
2.963958948109896028e+02,6.502858431428495956e-02,1.026912046411912610e-01,1.061542223166642290e-01
3.698648874152753478e+02,5.010109356389259166e-02,1.640698456793929783e-01,1.595862476723332035e-01
4.763447001648960963e+02,3.981640621458581303e-02,2.109846779838549513e-01,2.145265504598087569e-01
1.933814727168123113e+02,1.354515197607937191e-02,8.999707404078895190e-02,8.278579181085628236e-02
2.612902073844078359e+02,1.417692334531980500e-02,1.257864228677652296e-01,1.161488919491005245e-01
2.100640515900892922e+02,7.050810917227491592e-02,4.912455331428807609e-02,4.240729180788545966e-02
1.210705658868526342e+02,5.127103070817243258e-02,1.955458534513193972e-02,1.121524827514372609e-02
3.488358828731372796e+02,4.049447008235122075e-02,1.587511225220717692e-01,1.585918256481028965e-01
3.514080060030087793e+02,7.141592955579995072e-02,1.348665727718357243e-01,1.332068761071629748e-01
4.997643400564826948e+02,4.130581857952549119e-02,2.184037794028972357e-01,2.199751673601188229e-01
3.404107614952628182e+02,1.159972044828632212e-02,1.566351247685580095e-01,1.513856524181258212e-01
2.584425850435139864e+02,5.697087079406475130e-02,8.393941034253196709e-02,9.658319719969350736e-02
4.604634877354902187e+02,4.643946866526235673e-02,2.065213207872376722e-01,2.059732166456000046e-01
1.061537284777746635e+02,5.449842645105825584e-02,1.658018157788695643e-02,1.628059463436799109e-02
2.210827876974269373e+02,4.660116205360760600e-02,6.849393621006520660e-02,7.070223688979190846e-02
4.007716188857068573e+02,2.399233144668109358e-02,1.824264115643209616e-01,1.811384127959645984e-01
1.645948054086696573e+02,3.830281712957760154e-02,4.021415045448813175e-02,3.698654653469245907e-02
2.444943900717833571e+02,6.348639089425307802e-02,6.992231024582204468e-02,7.028130296254865572e-02
4.396254546232092935e+02,4.877448525346344405e-02,1.982946558542934001e-01,2.028185437547279368e-01
2.378698597380517015e+02,5.643544024201149756e-02,7.076465973231203799e-02,7.402345499275725382e-02
1.971842835737536177e+02,6.584242750286710411e-02,4.438146800980968115e-02,4.902186977916244554e-02
4.562353073123398417e+02,6.432168496548378023e-02,2.014836522190326107e-01,1.985947487279121904e-01
1.309668821098477451e+02,3.006938732522682067e-02,2.797117638416415225e-02,2.402966782541637522e-02
4.426767229122876302e+02,3.232049943865780012e-02,1.984994658807641699e-01,2.084553012457708021e-01
2.261538469589894476e+02,3.184421345351012844e-02,9.016335352966631245e-02,8.890390470365680531e-02
1.831138868618282913e+02,3.751285105332232556e-02,5.243895826701468893e-02,5.476742699677936144e-02
2.951515052239128636e+02,6.131502299038357751e-02,1.052103857882336624e-01,1.088399949826119040e-01
2.933672459010259672e+02,7.090630056152012750e-02,9.592509069104394881e-02,1.029676024508890259e-01
4.858787949027446302e+02,1.838157110622207907e-02,2.030994460135566726e-01,1.962833048461322949e-01
4.010018798160409119e+02,3.087257291939337484e-02,1.840564039347230840e-01,1.815960577885270821e-01
2.840489734198221186e+02,5.706335252907742545e-02,1.015962061952687123e-01,9.936973967019240017e-02
3.237792717510944271e+02,4.751639270261139025e-02,1.385610296908879602e-01,1.369956262529918867e-01
2.273473068522604876e+02,6.497506738650997427e-02,5.928199837292252167e-02,4.716082279654897763e-02
4.930886369337589485e+02,5.142856729021397927e-02,2.182570996792332629e-01,2.177191192047492063e-01
2.543755212471625953e+02,7.262226504602534161e-02,7.082956452660051083e-02,5.630369819222307004e-02
4.542757707918803476e+02,6.338461928752048280e-02,2.008873650942480382e-01,2.023228320837390792e-01
3.624308742746624148e+02,4.144007244867604911e-02,1.652948892720866869e-01,1.679291278484385808e-01
4.664576289746321436e+02,4.087318786790798686e-02,2.080596087884100664e-01,2.109967204887705228e-01
2.418270642721847423e+02,2.432715595968083094e-02,1.097152801758771584e-01,1.036398718566499400e-01
2.666785706418338009e+02,6.677862555670203981e-02,8.154813063593591149e-02,8.627336972771526558e-02
2.477307852383019906e+02,7.667926263217360316e-02,6.568913995938399641e-02,6.131960361363577444e-02
4.308171272805543595e+02,7.293827246540682263e-02,1.839450951745315033e-01,1.777609594119645420e-01
4.812491061165211477e+02,4.973185665148248391e-02,2.140509366292620563e-01,2.091017917628615608e-01
4.298277328814595535e+02,7.124229047811322935e-02,1.843890301386821029e-01,1.801038388312108385e-01
2.805685090100637353e+02,1.309542844009105485e-02,1.343363455126931616e-01,1.351538927044155514e-01
4.316386909712236957e+02,3.227324584999680113e-02,1.949168305078397556e-01,1.989968840281144402e-01
3.920745475891518481e+02,1.421077670087855273e-02,1.749064112971585594e-01,1.643561310698021805e-01
3.076532950600754361e+02,4.643887566497856279e-02,1.291436863067109975e-01,1.263973011183983919e-01
1.733980038387760771e+02,1.532627100242471216e-02,7.555756901009835769e-02,8.002742726656003613e-02
1.951483733785887580e+02,4.745087644415047629e-02,5.115757589273638162e-02,5.213855060655661622e-02
3.815057020967369112e+02,1.904796644050432003e-02,1.741864581236780285e-01,1.766953245710128073e-01
1.794957627901330568e+02,7.216450585619926805e-02,3.723429172159088002e-02,2.971093687367347760e-02
3.241383938476272988e+02,6.809055845392168738e-02,1.190948964862559856e-01,1.238385835519415223e-01
4.216754830078377836e+02,3.703318248063292711e-02,1.920795448954698004e-01,1.842348240229789436e-01
3.615592309496644816e+02,5.618199338821850547e-02,1.546147653066398675e-01,1.555651226267856235e-01
3.439022868743197705e+02,5.627934983404155045e-02,1.433673059443726361e-01,1.501735928988126023e-01
2.030933453487115230e+02,5.080867530675092780e-02,5.347494317929290392e-02,6.287169512852772146e-02
1.479743874452664159e+02,7.194774890614176466e-02,2.797456026152972050e-02,3.053224301176127656e-02
1.135639398987072610e+02,5.586918868376323372e-02,1.824965374019026088e-02,2.265449974998172064e-02
1.185360374273531505e+02,4.013157613131600882e-02,1.896778141743626911e-02,1.593612324657748408e-02
1.927049842123488474e+02,3.602384903054356435e-02,6.063990301163289104e-02,5.823268235045329921e-02
3.230730716421086299e+02,2.403289552548174002e-02,1.527862969662025505e-01,1.586334138231404178e-01
2.694721044637278737e+02,1.241677695257133174e-02,1.294174638157413182e-01,1.294254957281036345e-01
1.816395723346130922e+02,2.842279587768067189e-02,6.274743360303627893e-02,6.211086448373129287e-02
2.210748554711197187e+02,5.209359511292018657e-02,6.351363041805463405e-02,5.646083991711927513e-02
2.845005163018104781e+02,6.180515877784131112e-02,9.738305792593143773e-02,9.813601281540514087e-02
4.195768919616623975e+02,1.013407436626899416e-02,1.798266041940441429e-01,1.830559212294573246e-01
3.623716595586516860e+02,7.658844341630634267e-02,1.380507960791489130e-01,1.340799487029466774e-01
1.163622123376126325e+02,7.398688115925433628e-02,2.073622242013840877e-02,1.820082330789473887e-02
2.926075984266130945e+02,5.465440570893641964e-02,1.100919451357493667e-01,1.179942281158538331e-01
1.743988563447631464e+02,7.788443172801201575e-02,3.587829625460313421e-02,3.676962700034745041e-02
4.419331470857090949e+02,1.375479923848921954e-02,1.886469115211059644e-01,1.872039432931809633e-01
4.539616935069398664e+02,2.744642084062253601e-02,2.001197607214187657e-01,1.944348467747220865e-01
3.218658844452563699e+02,1.692932310798893336e-02,1.520289736102953260e-01,1.489310784538900867e-01
3.945632169930388500e+02,6.138992634288490541e-02,1.704464700490480600e-01,1.691964887938404993e-01
3.747124010064976005e+02,7.271615332198441695e-02,1.493808362555055225e-01,1.562264755115741199e-01
4.267339471425827355e+02,7.692190873619074443e-02,1.790913235606407805e-01,1.760388500697295522e-01
2.115262977316479009e+02,5.344658768350720596e-02,5.666470829228276163e-02,6.563638712961303301e-02
1.917153256541037081e+02,3.872200513512687181e-02,5.687569054346815894e-02,5.223225145871385200e-02
3.985236222455825441e+02,1.840465007627287847e-02,1.793061855448180586e-01,1.775182515206877865e-01
4.836327704375369763e+02,2.354587680305187530e-02,2.059786348955198465e-01,2.101963531350744263e-01
1.919271291349424757e+02,3.576076375971819904e-02,6.041503881553463712e-02,5.921406415985921989e-02
3.271095934159558283e+02,2.598497467617755935e-02,1.542425776630507173e-01,1.500912674510476719e-01
3.176878050127448319e+02,7.825859902542058044e-02,1.067673663975717696e-01,1.061081493401633963e-01
2.494232893580432915e+02,2.472779588086873939e-02,1.140014848229603805e-01,1.162450472901050413e-01
4.000951146941624188e+02,1.271476129565858072e-02,1.762833585179460483e-01,1.677046874437007895e-01
1.527065390703353103e+02,2.094611055462495403e-02,5.288831336420179302e-02,5.164563163545844021e-02
2.487108295312368966e+02,1.215679661058111788e-02,1.199509748271439108e-01,1.194042917048856872e-01
2.724268914369626486e+02,1.200990097075097310e-02,1.306337489801541185e-01,1.286150101805257906e-01
4.811999117245395041e+02,1.888011368375299565e-02,2.023159973709351134e-01,2.059927777028300599e-01
3.737215161519554840e+02,6.479717179640004376e-02,1.551755469989081759e-01,1.523327861513288084e-01
3.843835514493403593e+02,5.834502078948266418e-02,1.666452428340665648e-01,1.648226685911348965e-01
4.999164574412356501e+02,1.526241441709251523e-02,2.040566221779593348e-01,2.042448351147719832e-01
1.907114820118503360e+02,4.595996356738505512e-02,4.962794171096228391e-02,5.327218718253958624e-02
3.414106529616765329e+02,4.886661631472134087e-02,1.483594176239571572e-01,1.472536045357186185e-01
1.430646783049541000e+02,6.840423270255280297e-02,2.637509273758430195e-02,3.395807909209308528e-02
1.649986696634475720e+02,4.842879360712805392e-02,3.479591612716154830e-02,3.025732462704290582e-02
3.784511363895298928e+02,7.744046242941551861e-02,1.481330134308850854e-01,1.545655851925555047e-01
4.303933710708074614e+02,7.594478293614778663e-02,1.818712880302721380e-01,1.775821802747188094e-01
3.543190358386941057e+02,5.679368451169090198e-02,1.495820246964775779e-01,1.487666922865981955e-01
3.319131578247627203e+02,6.145628448165840751e-02,1.305304415443407640e-01,1.323506724711785154e-01
4.162522905183407715e+02,6.330859835002868030e-02,1.814815755963754829e-01,1.917557749026740088e-01
4.824949684606893925e+02,7.901705454174987042e-02,2.088128349514650484e-01,2.132919656847305223e-01
4.702088693008734026e+02,5.057650886632469867e-02,2.100854894604115009e-01,2.080561752126267872e-01
4.235108027317269261e+02,2.165288397006775653e-02,1.885213690409807963e-01,1.950169646189394146e-01
2.728471617988732874e+02,3.893084965271727954e-02,1.139420232867101174e-01,1.128734987622415781e-01
4.065336032011831549e+02,5.094463920594882039e-02,1.828019984984678992e-01,1.788447692169696512e-01
1.935329249274936387e+02,3.071164600254875504e-02,6.814865173052761516e-02,7.039207518946102859e-02
4.616194712627291779e+02,2.536910511839732957e-02,2.012536233059296908e-01,2.017259775460961690e-01
2.118937216638247207e+02,6.100255510915943147e-02,5.278645726475475475e-02,5.755478910107093143e-02
4.921538844742403285e+02,7.502315858913206903e-02,2.149048793114639033e-01,2.121561874907273437e-01
2.206733019849765185e+02,5.336928800289669761e-02,6.226660097130053834e-02,6.417411845960516170e-02
2.056333107014199300e+02,3.699804757771132935e-02,6.856177227478346681e-02,7.173451893895731180e-02
2.345309768153483390e+02,7.812714723701716379e-02,5.880416586325915018e-02,6.019439366101254907e-02
2.940567580555523364e+02,5.954718393431914641e-02,1.061447861689624877e-01,1.059998685085056930e-01
1.800802573882398008e+02,7.840002238081399122e-02,3.765996729754170214e-02,3.417187542708669673e-02
2.054892768125073985e+02,7.586134827603865927e-02,4.657815254011971051e-02,5.109691149689665063e-02
4.536946273536323133e+02,4.232688781369656900e-02,2.039168559668802228e-01,2.046029784684423869e-01
4.725279262872305139e+02,5.117513132516917501e-02,2.109326736216775300e-01,2.134141934842218036e-01
1.621519530449755280e+02,3.787869597228644969e-02,3.914286199840352753e-02,3.738897079410057056e-02
2.765404905704078260e+02,4.605789037545931358e-02,1.082523089311297482e-01,1.083173673848405044e-01
2.679385634167256285e+02,5.326138927062039341e-02,9.416315859948647116e-02,8.897701864096288493e-02
4.313156463813530195e+02,3.076292092782215160e-02,1.944350462754649289e-01,1.948626727511439394e-01
3.641655796991905163e+02,3.988858408255987337e-02,1.669160615882077370e-01,1.707421132064793068e-01
2.632166702559065357e+02,6.804534960142019639e-02,7.854064662485671366e-02,7.900561305525587164e-02
4.154783171883772184e+02,6.093463425893620722e-02,1.824120239341201211e-01,1.867089879867113444e-01
3.420603955334112243e+02,2.092124021912264431e-02,1.606500985968181416e-01,1.622146510074314874e-01
1.837444384985359704e+02,1.849846330280686263e-02,7.847615940587368555e-02,8.529544255597026892e-02
4.170512624213182562e+02,6.814869608011289714e-02,1.789911815525267735e-01,1.780409333917627734e-01
2.862550065929153789e+02,3.443222730431640816e-02,1.274479335894722620e-01,1.192547824567077169e-01
4.547802000903870407e+02,7.501927861791236885e-02,1.961136635446097676e-01,1.982761046900376189e-01
3.660914761140108453e+02,3.200563625007083607e-02,1.702591307120109865e-01,1.694331832726231613e-01
1.604584428472840045e+02,1.764265131172410364e-02,6.347342343440613710e-02,5.860195652299284019e-02
4.026702786165528778e+02,7.284067600419119604e-02,1.672015314190786472e-01,1.704578582086924698e-01
3.324823011422454329e+02,3.907219965249879995e-02,1.507873186462468651e-01,1.521089643425200533e-01
3.166317832561728665e+02,5.350464521389194233e-02,1.279343403997511286e-01,1.301610334094242261e-01
2.678950219036606768e+02,3.243431216372733017e-02,1.178694163220126712e-01,1.162075365680792088e-01
3.651560979049360185e+02,5.356532774291920818e-02,1.588614115122749526e-01,1.598466473335137250e-01
1.253159152901096434e+02,6.089659310728942621e-02,2.135316788879346520e-02,2.262486310957059071e-02
3.015334249908336801e+02,7.843970271794055427e-02,9.619567566513415047e-02,1.050689511978426527e-01
4.742026875260939960e+02,1.375147839328774366e-02,1.967995791895379987e-01,1.933797803672445692e-01
1.819468548870236759e+02,7.611185109867667220e-02,3.814386271411498996e-02,3.809139171632801302e-02
1.548053575562468325e+02,4.895041617878928553e-02,3.031852260512054448e-02,3.213782166646877991e-02
2.642081378075940847e+02,2.043013201433873521e-02,1.254525413022923030e-01,1.168286066718152993e-01
3.078041767777528435e+02,7.766396804923687835e-02,1.007054625663987846e-01,9.269062072925782214e-02
2.506103338298654819e+02,6.470865867983162378e-02,7.287904375985075622e-02,8.370813561398980640e-02
2.935764118263124942e+02,2.401128030599052401e-02,1.389007500800043815e-01,1.300651553116960457e-01
3.698672509235399275e+02,5.883745531879668728e-02,1.575791536875905674e-01,1.604537994108668486e-01
4.171114274213417161e+02,7.130278611196948224e-02,1.770035166967005857e-01,1.727623896663777192e-01
1.206365947539032391e+02,3.758800788436142404e-02,2.005307044239217421e-02,1.623726992863651700e-02
2.526848856333758704e+02,1.367671658214186792e-02,1.217542574075598794e-01,1.118416328861981668e-01
3.476923664039794630e+02,1.240721016980529667e-02,1.595887008001514729e-01,1.550850079385247271e-01
1.083662641867307599e+02,1.222262793810238203e-02,3.537806999199176461e-02,3.929996306951017565e-02
4.796784343221855806e+02,7.791041906622639401e-02,2.078228200405323467e-01,2.008791058359497839e-01
3.563283906649016899e+02,4.621952537131927136e-02,1.591393248014929540e-01,1.621164592032018625e-01
2.940014697444598823e+02,1.192934392085833427e-02,1.395802555179255777e-01,1.411467442646685000e-01
2.793257207596762441e+02,1.299875651447598111e-02,1.337872722719213592e-01,1.438787837686833215e-01
1.589030727759335093e+02,5.413660079515381085e-02,3.096132884679855465e-02,2.858866093050997648e-02
1.265020012341292670e+02,6.425548082232493408e-02,2.196883610026043043e-02,2.828590629627445591e-02
3.723866829528540734e+02,7.151130768125811554e-02,1.488224816436459763e-01,1.532668264148531745e-01
4.695944557956096332e+02,1.872154001221622288e-02,1.993243104892301887e-01,1.978909684026387561e-01
4.169474007511960281e+02,4.422757613295202894e-02,1.896476679560931966e-01,1.813328880114123687e-01
1.085817339686204122e+02,2.890902741874079585e-02,1.824112449495754809e-02,2.578832639289008882e-02
1.155873927776351024e+02,7.345306436682200180e-02,2.051469136088316866e-02,1.369274683166545915e-02
3.050633992363418656e+02,7.264460801013974955e-02,1.023974414655930421e-01,1.000303617024790592e-01
3.293056502459551780e+02,2.137504156690989143e-02,1.555898465048331791e-01,1.600057292048341073e-01
3.425385615475361192e+02,7.962145622364216746e-02,1.223585044663077631e-01,1.279382823102741817e-01
4.504099301775910362e+02,4.694851453903761684e-02,2.027645657846451621e-01,1.985373323038552296e-01
4.591463152510780219e+02,7.238360251426567693e-02,1.996582522000729665e-01,1.994982437705818401e-01
4.957177723571262504e+02,1.969016713763430126e-02,2.063779052717640838e-01,2.050850130614173261e-01
2.334545125934474754e+02,2.903150074477760245e-02,9.891925234674604772e-02,1.048270452246578555e-01
2.874175497621930617e+02,1.918703287336456093e-02,1.373680389609955588e-01,1.498912058319001595e-01
4.974517251753471214e+02,3.787051399239377975e-02,2.165958082160772680e-01,2.074463740884776031e-01
3.801451180648207355e+02,5.345778772983093147e-02,1.675832702419146891e-01,1.721653847918360458e-01
1.229739660090699260e+02,3.357015721145387849e-02,2.217678505269813499e-02,7.885908168164512330e-03
4.638206370953498663e+02,2.869102749610418640e-02,2.034729761098596212e-01,2.035433079706828463e-01
3.466690946758452583e+02,6.506719816748939011e-02,1.371997152318483182e-01,1.316557926121023903e-01
1.774849007070101266e+02,6.354095399455315929e-02,3.680943121998346557e-02,4.676852517053373126e-02
2.390916218898074703e+02,5.686229357297398895e-02,7.121243678298828927e-02,7.204427942449358191e-02
3.310637168434449791e+02,5.516251259117199712e-02,1.359877218449460079e-01,1.323038631051670633e-01
3.611065776460731058e+02,7.809619869669613690e-02,1.360221658678488488e-01,1.335256015943047381e-01
2.642913901525499796e+02,7.699432160818531212e-02,7.452975409088405390e-02,7.165327533067293586e-02
3.977436383784782379e+02,5.665819502148256026e-02,1.752928135142346744e-01,1.762343715570481029e-01
3.131306102899591224e+02,3.443286595533177202e-02,1.432637467932550424e-01,1.424730044413564933e-01
4.899031224756852794e+02,4.219088946660653344e-02,2.157269428002812905e-01,2.190063706701889101e-01
4.413984252197549267e+02,5.711274353960808098e-02,1.970134603279245222e-01,2.047147657375479879e-01
1.600386173180543494e+02,6.708557821575426849e-02,3.094262109021532134e-02,3.444968132475274142e-02
1.412350765648522497e+02,3.649146786914617829e-02,2.900671175513627742e-02,2.287669651661581108e-02
4.414118372130660077e+02,5.956554357232813485e-02,1.961642883981360164e-01,1.880452543657060993e-01
3.430922689830913441e+02,6.038044686720050319e-02,1.390712644759438676e-01,1.352941668476653481e-01
4.904894265841711558e+02,4.722274651658866368e-02,2.169120733715527438e-01,2.221781496931014011e-01
