E,P
3.948789757951590419e+07,1.645679735682780420e-01
3.952790558111622185e+07,1.646812721614398511e-01
3.956791358271654695e+07,1.647944513814584566e-01
3.960792158431686461e+07,1.649075112721962166e-01
3.964792958591718227e+07,1.650204518777283746e-01
3.968793758751750737e+07,1.651332732423423377e-01
3.972794558911782503e+07,1.652459754105370937e-01
3.976795359071814269e+07,1.653585584270226561e-01
3.980796159231846780e+07,1.654710223367193700e-01
3.984796959391878545e+07,1.655833671847572186e-01
3.988797759551910311e+07,1.656955930164753787e-01
3.992798559711942822e+07,1.658076998774214161e-01
3.996799359871974587e+07,1.659196878133507858e-01
4.000800160032006353e+07,1.660315568702261380e-01
4.004800960192038864e+07,1.661433070942167911e-01
4.008801760352070630e+07,1.662549385316979267e-01
4.012802560512102395e+07,1.663664512292501729e-01
4.016803360672134906e+07,1.664778452336588277e-01
4.020804160832166672e+07,1.665891205919133589e-01
4.024804960992198437e+07,1.667002773512066549e-01
4.028805761152230948e+07,1.668113155589345531e-01
4.032806561312262714e+07,1.669222352626950068e-01
4.036807361472294480e+07,1.670330365102877523e-01
4.040808161632326245e+07,1.671437193497134488e-01
4.044808961792358756e+07,1.672542838291731226e-01
4.048809761952390522e+07,1.673647299970675850e-01
4.052810562112422287e+07,1.674750579019967933e-01
4.056811362272454798e+07,1.675852675927592961e-01
4.060812162432486564e+07,1.676953591183513725e-01
4.064812962592518330e+07,1.678053325279668107e-01
4.068813762752550840e+07,1.679151878709959356e-01
4.072814562912582606e+07,1.680249251970251101e-01
4.076815363072614372e+07,1.681345445558362350e-01
4.080816163232646883e+07,1.682440459974059721e-01
4.084816963392678648e+07,1.683534295719051610e-01
4.088817763552710414e+07,1.684626953296982366e-01
4.092818563712742925e+07,1.685718433213426459e-01
4.096819363872774690e+07,1.686808735975881546e-01
4.100820164032806456e+07,1.687897862093763190e-01
4.104820964192838967e+07,1.688985812078397375e-01
4.108821764352870733e+07,1.690072586443015501e-01
4.112822564512902498e+07,1.691158185702748007e-01
4.116823364672935009e+07,1.692242610374618816e-01
4.120824164832966775e+07,1.693325860977537289e-01
4.124824964992998540e+07,1.694407938032293781e-01
4.128825765153031051e+07,1.695488842061553814e-01
4.132826565313062817e+07,1.696568573589850304e-01
4.136827365473094583e+07,1.697647133143578568e-01
4.140828165633127093e+07,1.698724521250990493e-01
4.144828965793158859e+07,1.699800738442187598e-01
4.148829765953190625e+07,1.700875785249114924e-01
4.152830566113223135e+07,1.701949662205556046e-01
4.156831366273254901e+07,1.703022369847125295e-01
4.160832166433286667e+07,1.704093908711263872e-01
4.164832966593318433e+07,1.705164279337230970e-01
4.168833766753350943e+07,1.706233482266100443e-01
4.172834566913382709e+07,1.707301518040752475e-01
4.176835367073414475e+07,1.708368387205869421e-01
4.180836167233446985e+07,1.709434090307928311e-01
4.184836967393478751e+07,1.710498627895195300e-01
4.188837767553510517e+07,1.711562000517719839e-01
4.192838567713543028e+07,1.712624208727328290e-01
4.196839367873574793e+07,1.713685253077617821e-01
4.200840168033606559e+07,1.714745134123950576e-01
4.204840968193639070e+07,1.715803852423448406e-01
4.208841768353670835e+07,1.716861408534984257e-01
4.212842568513702601e+07,1.717917803019179124e-01
4.216843368673735112e+07,1.718973036438395385e-01
4.220844168833766878e+07,1.720027109356728479e-01
4.224844968993798643e+07,1.721080022340003568e-01
4.228845769153831154e+07,1.722131775955768884e-01
4.232846569313862920e+07,1.723182370773288230e-01
4.236847369473894686e+07,1.724231807363537650e-01
4.240848169633927196e+07,1.725280086299196824e-01
4.244848969793958962e+07,1.726327208154644077e-01
4.248849769953990728e+07,1.727373173505951376e-01
4.252850570114023238e+07,1.728417982930876839e-01
4.256851370274055004e+07,1.729461637008859187e-01
4.260852170434086770e+07,1.730504136321012465e-01
4.264852970594119281e+07,1.731545481450119661e-01
4.268853770754151046e+07,1.732585672980625768e-01
4.272854570914182812e+07,1.733624711498633619e-01
4.276855371074215323e+07,1.734662597591897226e-01
4.280856171234247088e+07,1.735699331849814564e-01
4.284856971394278854e+07,1.736734914863423407e-01
4.288857771554311365e+07,1.737769347225394945e-01
4.292858571714343131e+07,1.738802629530027122e-01
4.296859371874374896e+07,1.739834762373239363e-01
4.300860172034406662e+07,1.740865746352566745e-01
4.304860972194439173e+07,1.741895582067153614e-01
4.308861772354470938e+07,1.742924270117747754e-01
4.312862572514502704e+07,1.743951811106694838e-01
4.316863372674535215e+07,1.744978205637932878e-01
4.320864172834566981e+07,1.746003454316984449e-01
4.324864972994598746e+07,1.747027557750953641e-01
4.328865773154631257e+07,1.748050516548518285e-01
4.332866573314663023e+07,1.749072331319923290e-01
4.336867373474694788e+07,1.750093002676977871e-01
4.340868173634727299e+07,1.751112531233046943e-01
4.344868973794759065e+07,1.752130917603045568e-01
4.348869773954790831e+07,1.753148162403434240e-01
4.352870574114823341e+07,1.754164266252213056e-01
4.356871374274855107e+07,1.755179229768914217e-01
4.360872174434886873e+07,1.756193053574598428e-01
4.364872974594919384e+07,1.757205738291846564e-01
4.368873774754951149e+07,1.758217284544756343e-01
4.372874574914982915e+07,1.759227692958934830e-01
4.376875375075015426e+07,1.760236964161494000e-01
4.380876175235047191e+07,1.761245098781042684e-01
4.384876975395078957e+07,1.762252097447683796e-01
4.388877775555111468e+07,1.763257960793006562e-01
4.392878575715143234e+07,1.764262689450079857e-01
4.396879375875174999e+07,1.765266284053449430e-01
4.400880176035207510e+07,1.766268745239130411e-01
4.404880976195239276e+07,1.767270073644599815e-01
4.408881776355271041e+07,1.768270269908794601e-01
4.412882576515303552e+07,1.769269334672103067e-01
4.416883376675335318e+07,1.770267268576359576e-01
4.420884176835367084e+07,1.771264072264840117e-01
4.424884976995399594e+07,1.772259746382254531e-01
4.428885777155431360e+07,1.773254291574742347e-01
4.432886577315463126e+07,1.774247708489867237e-01
4.436887377475494891e+07,1.775239997776610068e-01
4.440888177635527402e+07,1.776231160085363636e-01
4.444888977795559168e+07,1.777221196067927667e-01
4.448889777955590934e+07,1.778210106377502708e-01
4.452890578115623444e+07,1.779197891668684028e-01
4.456891378275655210e+07,1.780184552597455783e-01
4.460892178435686976e+07,1.781170089821187130e-01
4.464892978595719486e+07,1.782154503998624462e-01
4.468893778755751252e+07,1.783137795789886126e-01
4.472894578915783018e+07,1.784119965856458545e-01
4.476895379075815529e+07,1.785101014861188162e-01
4.480896179235847294e+07,1.786080943468277282e-01
4.484896979395879060e+07,1.787059752343278241e-01
4.488897779555911571e+07,1.788037442153087297e-01
4.492898579715943336e+07,1.789014013565939087e-01
4.496899379875975102e+07,1.789989467251402455e-01
4.500900180036007613e+07,1.790963803880372407e-01
4.504900980196039379e+07,1.791937024125066225e-01
4.508901780356071144e+07,1.792909128659017914e-01
4.512902580516103655e+07,1.793880118157071268e-01
4.516903380676135421e+07,1.794849993295375978e-01
4.520904180836167186e+07,1.795818754751380419e-01
4.524904980996199697e+07,1.796786403203828320e-01
4.528905781156231463e+07,1.797752939332750433e-01
4.532906581316263229e+07,1.798718363819460930e-01
4.536907381476295739e+07,1.799682677346551851e-01
4.540908181636327505e+07,1.800645880597886717e-01
4.544908981796359271e+07,1.801607974258594702e-01
4.548909781956391782e+07,1.802568959015067029e-01
4.552910582116423547e+07,1.803528835554948917e-01
4.556911382276455313e+07,1.804487604567136805e-01
4.560912182436487079e+07,1.805445266741770582e-01
4.564912982596519589e+07,1.806401822770228871e-01
4.568913782756551355e+07,1.807357273345123749e-01
4.572914582916583121e+07,1.808311619160296035e-01
4.576915383076615632e+07,1.809264860910807793e-01
4.580916183236647397e+07,1.810216999292938445e-01
4.584916983396679163e+07,1.811168035004179500e-01
4.588917783556711674e+07,1.812117968743228169e-01
4.592918583716743439e+07,1.813066801209982093e-01
4.596919383876775205e+07,1.814014533105534344e-01
4.600920184036807716e+07,1.814961165132168153e-01
4.604920984196839482e+07,1.815906697993350805e-01
4.608921784356871247e+07,1.816851132393728363e-01
4.612922584516903758e+07,1.817794469039121785e-01
4.616923384676935524e+07,1.818736708636518595e-01
4.620924184836967289e+07,1.819677851894070109e-01
4.624924984996999800e+07,1.820617899521085603e-01
4.628925785157031566e+07,1.821556852228025103e-01
4.632926585317063332e+07,1.822494710726496880e-01
4.636927385477095842e+07,1.823431475729249962e-01
4.640928185637127608e+07,1.824367147950169410e-01
4.644928985797159374e+07,1.825301728104271048e-01
4.648929785957191885e+07,1.826235216907697023e-01
4.652930586117223650e+07,1.827167615077708029e-01
4.656931386277255416e+07,1.828098923332681092e-01
4.660932186437287927e+07,1.829029142392102347e-01
4.664932986597319692e+07,1.829958272976561773e-01
4.668933786757351458e+07,1.830886315807748466e-01
4.672934586917383969e+07,1.831813271608445648e-01
4.676935387077415735e+07,1.832739141102524283e-01
4.680936187237447500e+07,1.833663925014939189e-01
4.684936987397480011e+07,1.834587624071722933e-01
4.688937787557511777e+07,1.835510238999980281e-01
4.692938587717543542e+07,1.836431770527883756e-01
4.696939387877575308e+07,1.837352219384668639e-01
4.700940188037607819e+07,1.838271586300626037e-01
4.704940988197639585e+07,1.839189872007100102e-01
4.708941788357671350e+07,1.840107077236480537e-01
4.712942588517703861e+07,1.841023202722199270e-01
4.716943388677735627e+07,1.841938249198723510e-01
4.720944188837767392e+07,1.842852217401552140e-01
4.724944988997799903e+07,1.843765108067210445e-01
4.728945789157831669e+07,1.844676921933242619e-01
4.732946589317863435e+07,1.845587659738210373e-01
4.736947389477895945e+07,1.846497322221684889e-01
4.740948189637927711e+07,1.847405910124242101e-01
4.744948989797959477e+07,1.848313424187459086e-01
4.748949789957991987e+07,1.849219865153907683e-01
4.752950590118023753e+07,1.850125233767148936e-01
4.756951390278055519e+07,1.851029530771729215e-01
4.760952190438088030e+07,1.851932756913174660e-01
4.764952990598119795e+07,1.852834912937986189e-01
4.768953790758151561e+07,1.853735999593633388e-01
4.772954590918184072e+07,1.854636017628551736e-01
4.776955391078215837e+07,1.855534967792134282e-01
4.780956191238247603e+07,1.856432850834729698e-01
4.784956991398280114e+07,1.857329667507636173e-01
4.788957791558311880e+07,1.858225418563095033e-01
4.792958591718343645e+07,1.859120104754287406e-01
4.796959391878376156e+07,1.860013726835329229e-01
4.800960192038407922e+07,1.860906285561264306e-01
4.804960992198439687e+07,1.861797781688061815e-01
4.808961792358472198e+07,1.862688215972609640e-01
4.812962592518503964e+07,1.863577589172709936e-01
4.816963392678535730e+07,1.864465902047073853e-01
4.820964192838568240e+07,1.865353155355317649e-01
4.824964992998600006e+07,1.866239349857955476e-01
4.828965793158631772e+07,1.867124486316397158e-01
4.832966593318663538e+07,1.868008565492941531e-01
4.836967393478696048e+07,1.868891588150771443e-01
4.840968193638727814e+07,1.869773555053949599e-01
4.844968993798759580e+07,1.870654466967413276e-01
4.848969793958792090e+07,1.871534324656970172e-01
4.852970594118823856e+07,1.872413128889291456e-01
4.856971394278855622e+07,1.873290880431909000e-01
4.860972194438888133e+07,1.874167580053209825e-01
4.864972994598919898e+07,1.875043228522430827e-01
4.868973794758951664e+07,1.875917826609654337e-01
4.872974594918984175e+07,1.876791375085803404e-01
4.876975395079015940e+07,1.877663874722635406e-01
4.880976195239047706e+07,1.878535326292740115e-01
4.884976995399080217e+07,1.879405730569532196e-01
4.888977795559111983e+07,1.880275088327247879e-01
4.892978595719143748e+07,1.881143400340939409e-01
4.896979395879176259e+07,1.882010667386470604e-01
4.900980196039208025e+07,1.882876890240511580e-01
4.904980996199239790e+07,1.883742069680534870e-01
4.908981796359272301e+07,1.884606206484810142e-01
4.912982596519304067e+07,1.885469301432398659e-01
4.916983396679335833e+07,1.886331355303149937e-01
4.920984196839368343e+07,1.887192368877696480e-01
4.924984996999400109e+07,1.888052342937447947e-01
4.928985797159431875e+07,1.888911278264588101e-01
4.932986597319464386e+07,1.889769175642069254e-01
4.936987397479496151e+07,1.890626035853606723e-01
4.940988197639527917e+07,1.891481859683676325e-01
4.944988997799560428e+07,1.892336647917507719e-01
4.948989797959592193e+07,1.893190401341079965e-01
4.952990598119623959e+07,1.894043120741117914e-01
4.956991398279655725e+07,1.894894806905086382e-01
4.960992198439688236e+07,1.895745460621186262e-01
4.964992998599720001e+07,1.896595082678348976e-01
4.968993798759751767e+07,1.897443673866233138e-01
4.972994598919784278e+07,1.898291234975218733e-01
4.976995399079816043e+07,1.899137766796402949e-01
4.980996199239847809e+07,1.899983270121595735e-01
4.984996999399880320e+07,1.900827745743314812e-01
4.988997799559912086e+07,1.901671194454781222e-01
4.992998599719943851e+07,1.902513617049914896e-01
4.996999399879976362e+07,1.903355014323329930e-01
5.001000200040008128e+07,1.904195387070329593e-01
5.005001000200039893e+07,1.905034736086903269e-01
5.009001800360072404e+07,1.905873062169719245e-01
5.013002600520104170e+07,1.906710366116123045e-01
5.017003400680135936e+07,1.907546648724130767e-01
5.021004200840168446e+07,1.908381910792426028e-01
5.025005001000200212e+07,1.909216153120353865e-01
5.029005801160231978e+07,1.910049376507917673e-01
5.033006601320264488e+07,1.910881581755774494e-01
5.037007401480296254e+07,1.911712769665229739e-01
5.041008201640328020e+07,1.912542941038232192e-01
5.045009001800360531e+07,1.913372096677372625e-01
5.049009801960392296e+07,1.914200237385875469e-01
5.053010602120424062e+07,1.915027363967596596e-01
5.057011402280456573e+07,1.915853477227018320e-01
5.061012202440488338e+07,1.916678577969244679e-01
5.065013002600520104e+07,1.917502666999997829e-01
5.069013802760552615e+07,1.918325745125613047e-01
5.073014602920584381e+07,1.919147813153033455e-01
5.077015403080616146e+07,1.919968871889807527e-01
5.081016203240648657e+07,1.920788922144083810e-01
5.085017003400680423e+07,1.921607964724604545e-01
5.089017803560712188e+07,1.922426000440705662e-01
5.093018603720743954e+07,1.923243030102308182e-01
5.097019403880776465e+07,1.924059054519916545e-01
5.101020204040808231e+07,1.924874074504611954e-01
5.105021004200839996e+07,1.925688090868050983e-01
5.109021804360872507e+07,1.926501104422458643e-01
5.113022604520904273e+07,1.927313115980625047e-01
5.117023404680936038e+07,1.928124126355901247e-01
5.121024204840968549e+07,1.928934136362194796e-01
5.125025005001000315e+07,1.929743146813965582e-01
5.129025805161032081e+07,1.930551158526221112e-01
5.133026605321064591e+07,1.931358172314512345e-01
5.137027405481096357e+07,1.932164188994929810e-01
5.141028205641128123e+07,1.932969209384098885e-01
5.145029005801160634e+07,1.933773234299176469e-01
5.149029805961192399e+07,1.934576264557844871e-01
5.153030606121224165e+07,1.935378300978309318e-01
5.157031406281256676e+07,1.936179344379293787e-01
5.161032206441288441e+07,1.936979395580034624e-01
5.165033006601320207e+07,1.937778455400279709e-01
5.169033806761352718e+07,1.938576524660280687e-01
5.173034606921384484e+07,1.939373604180791855e-01
5.177035407081416249e+07,1.940169694783063503e-01
5.181036207241448760e+07,1.940964797288839971e-01
5.185037007401480526e+07,1.941758912520353542e-01
5.189037807561512291e+07,1.942552041300321386e-01
5.193038607721544802e+07,1.943344184451941681e-01
5.197039407881576568e+07,1.944135342798887500e-01
5.201040208041608334e+07,1.944925517165306261e-01
5.205041008201640844e+07,1.945714708375811952e-01
5.209041808361672610e+07,1.946502917255482912e-01
5.213042608521704376e+07,1.947290144629857389e-01
5.217043408681736887e+07,1.948076391324930212e-01
5.221044208841768652e+07,1.948861658167146682e-01
5.225045009001800418e+07,1.949645945983400630e-01
5.229045809161832184e+07,1.950429255601029421e-01
5.233046609321864694e+07,1.951211587847810069e-01
5.237047409481896460e+07,1.951992943551954518e-01
5.241048209641928226e+07,1.952773323542106865e-01
5.245049009801960737e+07,1.953552728647338088e-01
5.249049809961992502e+07,1.954331159697143550e-01
5.253050610122024268e+07,1.955108617521436609e-01
5.257051410282056779e+07,1.955885102950547794e-01
5.261052210442088544e+07,1.956660616815217857e-01
5.265053010602120310e+07,1.957435159946595560e-01
5.269053810762152821e+07,1.958208733176232674e-01
5.273054610922184587e+07,1.958981337336081208e-01
5.277055411082216352e+07,1.959752973258488407e-01
5.281056211242248863e+07,1.960523641776193149e-01
5.285057011402280629e+07,1.961293343722322058e-01
5.289057811562312394e+07,1.962062079930385894e-01
5.293058611722344905e+07,1.962829851234274836e-01
5.297059411882376671e+07,1.963596658468255152e-01
5.301060212042408437e+07,1.964362502466965588e-01
5.305061012202440947e+07,1.965127384065412652e-01
5.309061812362472713e+07,1.965891304098967285e-01
5.313062612522504479e+07,1.966654263403360692e-01
5.317063412682536989e+07,1.967416262814681571e-01
5.321064212842568755e+07,1.968177303169370285e-01
5.325065013002600521e+07,1.968937385304216359e-01
5.329065813162633032e+07,1.969696510056354877e-01
5.333066613322664797e+07,1.970454678263261206e-01
5.337067413482696563e+07,1.971211890762749885e-01
5.341068213642729074e+07,1.971968148392967135e-01
5.345069013802760839e+07,1.972723451992390020e-01
5.349069813962792605e+07,1.973477802399821179e-01
5.353070614122824371e+07,1.974231200454386326e-01
5.357071414282856882e+07,1.974983646995529252e-01
5.361072214442888647e+07,1.975735142863007943e-01
5.365073014602920413e+07,1.976485688896891801e-01
5.369073814762952924e+07,1.977235285937558318e-01
5.373074614922984689e+07,1.977983934825686407e-01
5.377075415083016455e+07,1.978731636402256966e-01
5.381076215243048966e+07,1.979478391508545931e-01
5.385077015403080732e+07,1.980224200986121230e-01
5.389077815563112497e+07,1.980969065676840557e-01
5.393078615723145008e+07,1.981712986422845824e-01
5.397079415883176774e+07,1.982455964066560106e-01
5.401080216043208539e+07,1.983197999450685145e-01
5.405081016203241050e+07,1.983939093418195243e-01
5.409081816363272816e+07,1.984679246812335873e-01
5.413082616523304582e+07,1.985418460476619795e-01
5.417083416683337092e+07,1.986156735254821226e-01
5.421084216843368858e+07,1.986894071990975286e-01
5.425085017003400624e+07,1.987630471529371889e-01
5.429085817163433135e+07,1.988365934714554362e-01
5.433086617323464900e+07,1.989100462391313051e-01
5.437087417483496666e+07,1.989834055404684499e-01
5.441088217643529177e+07,1.990566714599946718e-01
5.445089017803560942e+07,1.991298440822614757e-01
5.449089817963592708e+07,1.992029234918438751e-01
5.453090618123625219e+07,1.992759097733399487e-01
5.457091418283656985e+07,1.993488030113704790e-01
5.461092218443688750e+07,1.994216032905786196e-01
5.465093018603721261e+07,1.994943106956295342e-01
5.469093818763753027e+07,1.995669253112100916e-01
5.473094618923784792e+07,1.996394472220284488e-01
5.477095419083817303e+07,1.997118765128137186e-01
5.481096219243849069e+07,1.997842132683156635e-01
5.485097019403880835e+07,1.998564575733042248e-01
5.489097819563912600e+07,1.999286095125694385e-01
5.493098619723945111e+07,2.000006691709207418e-01
5.497099419883976877e+07,2.000726366331869177e-01
5.501100220044008642e+07,2.001445119842155118e-01
5.505101020204041153e+07,2.002162953088728048e-01
5.509101820364072919e+07,2.002879866920430907e-01
5.513102620524104685e+07,2.003595862186285936e-01
5.517103420684137195e+07,2.004310939735491071e-01
5.521104220844168961e+07,2.005025100417415218e-01
5.525105021004200727e+07,2.005738345081596041e-01
5.529105821164233238e+07,2.006450674577736348e-01
5.533106621324265003e+07,2.007162089755700485e-01
5.537107421484296769e+07,2.007872591465510448e-01
5.541108221644329280e+07,2.008582180557344776e-01
5.545109021804361045e+07,2.009290857881531334e-01
5.549109821964392811e+07,2.009998624288548419e-01
5.553110622124425322e+07,2.010705480629018105e-01
5.557111422284457088e+07,2.011411427753704018e-01
5.561112222444488853e+07,2.012116466513508006e-01
5.565113022604521364e+07,2.012820597759468200e-01
5.569113822764553130e+07,2.013523822342752345e-01
5.573114622924584895e+07,2.014226141114658364e-01
5.577115423084617406e+07,2.014927554926608522e-01
5.581116223244649172e+07,2.015628064630147209e-01
5.585117023404680938e+07,2.016327671076937056e-01
5.589117823564713448e+07,2.017026375118756709e-01
5.593118623724745214e+07,2.017724177607496672e-01
5.597119423884776980e+07,2.018421079395155693e-01
5.601120224044809490e+07,2.019117081333839381e-01
5.605121024204841256e+07,2.019812184275755207e-01
5.609121824364873022e+07,2.020506389073209730e-01
5.613122624524905533e+07,2.021199696578606098e-01
5.617123424684937298e+07,2.021892107644439884e-01
5.621124224844969064e+07,2.022583623123296870e-01
5.625125025005000830e+07,2.023274243867848876e-01
5.629125825165033340e+07,2.023963970730851547e-01
5.633126625325065106e+07,2.024652804565140463e-01
5.637127425485096872e+07,2.025340746223628363e-01
5.641128225645129383e+07,2.026027796559302652e-01
5.645129025805161148e+07,2.026713956425220398e-01
5.649129825965192914e+07,2.027399226674506949e-01
5.653130626125225425e+07,2.028083608160352602e-01
5.657131426285257190e+07,2.028767101736008438e-01
5.661132226445288956e+07,2.029449708254785212e-01
5.665133026605321467e+07,2.030131428570047802e-01
5.669133826765353233e+07,2.030812263535214102e-01
5.673134626925384998e+07,2.031492214003750574e-01
5.677135427085417509e+07,2.032171280829170867e-01
5.681136227245449275e+07,2.032849464865030265e-01
5.685137027405481040e+07,2.033526766964925958e-01
5.689137827565513551e+07,2.034203187982491223e-01
5.693138627725545317e+07,2.034878728771392919e-01
5.697139427885577083e+07,2.035553390185329548e-01
5.701140228045609593e+07,2.036227173078028196e-01
5.705141028205641359e+07,2.036900078303240103e-01
5.709141828365673125e+07,2.037572106714738707e-01
5.713142628525705636e+07,2.038243259166316601e-01
5.717143428685737401e+07,2.038913536511782754e-01
5.721144228845769167e+07,2.039582939604959178e-01
5.725145029005801678e+07,2.040251469299677878e-01
5.729145829165833443e+07,2.040919126449778354e-01
5.733146629325865209e+07,2.041585911909104267e-01
5.737147429485897720e+07,2.042251826531501224e-01
5.741148229645929486e+07,2.042916871170812332e-01
5.745149029805961251e+07,2.043581046680877089e-01
5.749149829965993017e+07,2.044244353915527224e-01
5.753150630126025528e+07,2.044906793728585026e-01
5.757151430286057293e+07,2.045568366973858632e-01
5.761152230446089059e+07,2.046229074505140910e-01
5.765153030606121570e+07,2.046888917176205858e-01
5.769153830766153336e+07,2.047547895840805821e-01
5.773154630926185101e+07,2.048206011352667888e-01
5.777155431086217612e+07,2.048863264565493336e-01
5.781156231246249378e+07,2.049519656332951523e-01
5.785157031406281143e+07,2.050175187508680164e-01
5.789157831566313654e+07,2.050829858946280060e-01
5.793158631726345420e+07,2.051483671499314265e-01
5.797159431886377186e+07,2.052136626021303922e-01
5.801160232046409696e+07,2.052788723365726320e-01
5.805161032206441462e+07,2.053439964386011007e-01
5.809161832366473228e+07,2.054090349935538684e-01
5.813162632526505738e+07,2.054739880867637314e-01
5.817163432686537504e+07,2.055388558035578517e-01
5.821164232846569270e+07,2.056036382292577847e-01
5.825165033006601781e+07,2.056683354491788407e-01
5.829165833166633546e+07,2.057329475486300296e-01
5.833166633326665312e+07,2.057974746129137833e-01
5.837167433486697823e+07,2.058619167273255945e-01
5.841168233646729589e+07,2.059262739771538231e-01
5.845169033806761354e+07,2.059905464476793624e-01
5.849169833966793865e+07,2.060547342241754454e-01
5.853170634126825631e+07,2.061188373919072558e-01
5.857171434286857396e+07,2.061828560361318730e-01
5.861172234446889907e+07,2.062467902420977717e-01
5.865173034606921673e+07,2.063106400950446562e-01
5.869173834766953439e+07,2.063744056802032656e-01
5.873174634926985949e+07,2.064380870827950132e-01
5.877175435087017715e+07,2.065016843880317088e-01
5.881176235247049481e+07,2.065651976811153923e-01
5.885177035407081246e+07,2.066286270472380282e-01
5.889177835567113757e+07,2.066919725715812006e-01
5.893178635727145523e+07,2.067552343393158909e-01
5.897179435887177289e+07,2.068184124356022835e-01
5.901180236047209799e+07,2.068815069455893774e-01
5.905181036207241565e+07,2.069445179544147639e-01
5.909181836367273331e+07,2.070074455472045161e-01
5.913182636527305841e+07,2.070702898090727162e-01
5.917183436687337607e+07,2.071330508251213731e-01
5.921184236847369373e+07,2.071957286804400611e-01
5.925185037007401884e+07,2.072583234601056701e-01
5.929185837167433649e+07,2.073208352491822670e-01
5.933186637327465415e+07,2.073832641327207071e-01
5.937187437487497926e+07,2.074456101957584953e-01
5.941188237647529691e+07,2.075078735233193972e-01
5.945189037807561457e+07,2.075700542004133564e-01
5.949189837967593968e+07,2.076321523120361334e-01
5.953190638127625734e+07,2.076941679431690835e-01
5.957191438287657499e+07,2.077561011787789069e-01
5.961192238447690010e+07,2.078179521038174826e-01
5.965193038607721776e+07,2.078797208032214516e-01
5.969193838767753541e+07,2.079414073619121062e-01
5.973194638927786052e+07,2.080030118647951676e-01
5.977195439087817818e+07,2.080645343967604532e-01
5.981196239247849584e+07,2.081259750426816824e-01
5.985197039407882094e+07,2.081873338874161983e-01
5.989197839567913860e+07,2.082486110158047465e-01
5.993198639727945626e+07,2.083098065126713361e-01
5.997199439887978137e+07,2.083709204628227674e-01
6.001200240048009902e+07,2.084319529510486879e-01
6.005201040208041668e+07,2.084929040621210372e-01
6.009201840368074179e+07,2.085537738807941854e-01
6.013202640528105944e+07,2.086145624918042396e-01
6.017203440688137710e+07,2.086752699798692656e-01
6.021204240848169476e+07,2.087358964296887331e-01
6.025205041008201987e+07,2.087964419259434601e-01
6.029205841168233752e+07,2.088569065532952518e-01
6.033206641328265518e+07,2.089172903963868178e-01
6.037207441488298029e+07,2.089775935398413831e-01
6.041208241648329794e+07,2.090378160682625774e-01
6.045209041808361560e+07,2.090979580662341020e-01
6.049209841968394071e+07,2.091580196183196461e-01
6.053210642128425837e+07,2.092180008090625265e-01
6.057211442288457602e+07,2.092779017229855210e-01
6.061212242448490113e+07,2.093377224445905627e-01
6.065213042608521879e+07,2.093974630583587127e-01
6.069213842768553644e+07,2.094571236487496879e-01
6.073214642928586155e+07,2.095167043002018337e-01
6.077215443088617921e+07,2.095762050971317625e-01
6.081216243248649687e+07,2.096356261239341878e-01
6.085217043408682197e+07,2.096949674649818129e-01
6.089217843568713963e+07,2.097542292046248313e-01
6.093218643728745729e+07,2.098134114271910378e-01
6.097219443888778239e+07,2.098725142169853564e-01
6.101220244048810005e+07,2.099315376582897297e-01
6.105221044208841771e+07,2.099904818353628688e-01
6.109221844368874282e+07,2.100493468324401702e-01
6.113222644528906047e+07,2.101081327337332438e-01
6.117223444688937813e+07,2.101668396234298852e-01
6.121224244848970324e+07,2.102254675856938537e-01
6.125225045009002090e+07,2.102840167046645392e-01
6.129225845169033855e+07,2.103424870644569067e-01
6.133226645329066366e+07,2.104008787491612187e-01
6.137227445489098132e+07,2.104591918428427022e-01
6.141228245649129897e+07,2.105174264295415487e-01
6.145229045809161663e+07,2.105755825932725533e-01
6.149229845969194174e+07,2.106336604180250038e-01
6.153230646129225940e+07,2.106916599877623753e-01
6.157231446289257705e+07,2.107495813864221634e-01
6.161232246449290216e+07,2.108074246979157462e-01
6.165233046609321982e+07,2.108651900061280227e-01
6.169233846769353747e+07,2.109228773949174407e-01
6.173234646929386258e+07,2.109804869481154976e-01
6.177235447089418024e+07,2.110380187495267679e-01
6.181236247249449790e+07,2.110954728829286531e-01
6.185237047409482300e+07,2.111528494320711047e-01
6.189237847569514066e+07,2.112101484806764573e-01
6.193238647729545832e+07,2.112673701124392622e-01
6.197239447889578342e+07,2.113245144110260654e-01
6.201240248049610108e+07,2.113815814600751575e-01
6.205241048209641874e+07,2.114385713431965186e-01
6.209241848369674385e+07,2.114954841439714572e-01
6.213242648529706150e+07,2.115523199459524717e-01
6.217243448689737916e+07,2.116090788326630279e-01
6.221244248849770427e+07,2.116657608875975594e-01
6.225245049009802192e+07,2.117223661942209123e-01
6.229245849169833958e+07,2.117788948359684842e-01
6.233246649329866469e+07,2.118353468962458075e-01
6.237247449489898235e+07,2.118917224584284942e-01
6.241248249649930000e+07,2.119480216058619582e-01
6.245249049809962511e+07,2.120042444218613320e-01
6.249249849969994277e+07,2.120603909897111339e-01
6.253250650130026042e+07,2.121164613926651565e-01
6.257251450290058553e+07,2.121724557139462453e-01
6.261252250450090319e+07,2.122283740367461868e-01
6.265253050610122085e+07,2.122842164442254875e-01
6.269253850770154595e+07,2.123399830195130400e-01
6.273254650930186361e+07,2.123956738457061788e-01
6.277255451090218127e+07,2.124512890058703474e-01
