t,N1,N2,dN1_dt,dN1_dt_noisy
1.085796843743053941e+01,6.295632280669206438e+01,5.614717698883772101e+01,-1.706536622356065180e-01,-8.498432197114962061e-02
1.086908201822627085e+01,6.295442261018157382e+01,5.615996951845863094e+01,-1.713029368069367564e-01,-1.979607226258652819e-01
1.088019559902200406e+01,6.295251524502342022e+01,5.617272056901762767e+01,-1.719440117858148653e-01,-6.205915313343299267e-02
1.089130917981773727e+01,6.295060080215278475e+01,5.618543026192713796e+01,-1.725769443952280824e-01,-3.797939736163522539e-01
1.090242276061346871e+01,6.294867937183806106e+01,5.619809871838940296e+01,-1.732017915178616363e-01,-2.076760458380344510e-02
1.091353634140920192e+01,6.294675104368081975e+01,5.621072605939647104e+01,-1.738186096960383509e-01,-2.861452388366200195e-01
1.092464992220493336e+01,6.294481590771420798e+01,5.622331240540939490e+01,-1.744274555806288873e-01,-1.552641686667607379e-01
1.093576350300066657e+01,6.294287405339075292e+01,5.623585787608149644e+01,-1.750283854507213022e-01,-1.911809323865675259e-01
1.094687708379639801e+01,6.294092556752745082e+01,5.624836259104866798e+01,-1.756214543962553165e-01,-1.587495642535218521e-01
1.095799066459213122e+01,6.293897053638937678e+01,5.626082666972145319e+01,-1.762067172161767559e-01,-1.776460551525095577e-01
1.096910424538786266e+01,6.293700904571232257e+01,5.627325023128074122e+01,-1.767842284279268483e-01,-1.136380892190972519e-01
1.098021782618359588e+01,6.293504118070280384e+01,5.628563339467783067e+01,-1.773540422675417005e-01,-3.038280500704120257e-01
1.099133140697932731e+01,6.293306702603805292e+01,5.629797627863435139e+01,-1.779162126895972307e-01,-2.469970098867508845e-01
1.100244498777506053e+01,6.293108666586599043e+01,5.631027900164233557e+01,-1.784707933672802227e-01,-1.179687859692601926e-02
1.101355856857079196e+01,6.292910018380527504e+01,5.632254168196417510e+01,-1.790178376924274062e-01,-2.320043113000479218e-01
1.102467214936652518e+01,6.292710766294527502e+01,5.633476443763263575e+01,-1.795573987755378909e-01,-5.714788346481185222e-02
1.103578573016225661e+01,6.292510918584606117e+01,5.634694738645083589e+01,-1.800895294457909301e-01,-1.839387212690833662e-01
1.104689931095798983e+01,6.292310483453843517e+01,5.635909064599230334e+01,-1.806142822511187518e-01,-2.346540582375967188e-01
1.105801289175372304e+01,6.292109469052390125e+01,5.637119433360091136e+01,-1.811317094582243215e-01,-1.893013523332754411e-01
1.106912647254945448e+01,6.291907883477467323e+01,5.638325856639090006e+01,-1.816418630526115408e-01,-2.001243756735082147e-01
1.108024005334518769e+01,6.291705734773369585e+01,5.639528346124690472e+01,-1.821447947386598543e-01,-6.458883334699336287e-02
1.109135363414091913e+01,6.291503030931460927e+01,5.640726913482390614e+01,-1.826405559396349076e-01,-3.036798979951388366e-02
1.110246721493665234e+01,6.291299779890178456e+01,5.641921570354728033e+01,-1.831291977977329566e-01,-2.492846338344705537e-01
1.111358079573238378e+01,6.291095989535028821e+01,5.643112328361275587e+01,-1.836107711741679083e-01,-2.904135922082955457e-01
1.112469437652811699e+01,6.290891667698591050e+01,5.644299199098644237e+01,-1.840853266491784268e-01,-1.696562699147538267e-01
1.113580795732384843e+01,6.290686822160516556e+01,5.645482194140482335e+01,-1.845529145221043166e-01,3.535594695589450165e-03
1.114692153811958164e+01,6.290481460647525580e+01,5.646661325037474910e+01,-1.850135848114202730e-01,-8.130511219051254901e-02
1.115803511891531308e+01,6.290275590833412167e+01,5.647836603317344384e+01,-1.854673872548051605e-01,-1.967423208301566084e-01
1.116914869971104629e+01,6.290069220339040612e+01,5.649008040484850568e+01,-1.859143713092006323e-01,-7.097752371481991229e-02
1.118026228050677773e+01,6.289862356732346882e+01,5.650175648021788533e+01,-1.863545861508537627e-01,-2.455168258375184098e-01
1.119137586130251094e+01,6.289655007528337904e+01,5.651339437386993581e+01,-1.867880806753916545e-01,5.252209660522227930e-03
1.120248944209824238e+01,6.289447180189092990e+01,5.652499420016336273e+01,-1.872149034978782822e-01,-3.584512027901909370e-01
1.121360302289397559e+01,6.289238882123760987e+01,5.653655607322724563e+01,-1.876351029528731118e-01,-3.008072073419042480e-01
1.122471660368970880e+01,6.289030120688565262e+01,5.654808010696103793e+01,-1.880487270945021550e-01,-6.947272169659574059e-02
1.123583018448544024e+01,6.288820903186796585e+01,5.655956641503456694e+01,-1.884558236965343525e-01,-1.775802875628349764e-01
1.124694376528117346e+01,6.288611236868820953e+01,5.657101511088801971e+01,-1.888564402524046670e-01,-2.774641136615048631e-01
1.125805734607690489e+01,6.288401128932072481e+01,5.658242630773197135e+01,-1.892506239753597441e-01,-3.782198585854325001e-01
1.126917092687263811e+01,6.288190586521058378e+01,5.659380011854736381e+01,-1.896384217984508069e-01,-1.650208967156737982e-01
1.128028450766836954e+01,6.287979616727357524e+01,5.660513665608549871e+01,-1.900198803746615539e-01,-1.471484273870874437e-01
1.129139808846410276e+01,6.287768226589619758e+01,5.661643603286806581e+01,-1.903950460769525677e-01,-2.018758781086701926e-02
1.130251166925983419e+01,6.287556423093565883e+01,5.662769836118711453e+01,-1.907639649983519092e-01,-3.028246494164132385e-01
1.131362525005556741e+01,6.287344213171988372e+01,5.663892375310507532e+01,-1.911266829520350541e-01,-1.587172557362131198e-01
1.132473883085129884e+01,6.287131603704750660e+01,5.665011232045473832e+01,-1.914832454713710774e-01,-2.696391049408330409e-01
1.133585241164703206e+01,6.286918601518788563e+01,5.666126417483928179e+01,-1.918336978100398937e-01,-2.824846448798912779e-01
1.134696599244276349e+01,6.286705213388108859e+01,5.667237942763223657e+01,-1.921780849421121928e-01,-1.770631440300238779e-01
1.135807957323849671e+01,6.286491446033789288e+01,5.668345818997751451e+01,-1.925164515621062833e-01,-3.567494582451208318e-01
1.136919315403422814e+01,6.286277306215922067e+01,5.669450057260499420e+01,-1.928488424697674120e-01,-2.516072966743183592e-01
1.138030673482996136e+01,6.286062800664567618e+01,5.670550668549802253e+01,-1.931753022266997633e-01,-1.334339395637217651e-01
1.139142031562569457e+01,6.285847935873422188e+01,5.671647663843683773e+01,-1.934958743082075827e-01,-1.959170018335829322e-01
1.140253389642142601e+01,6.285632718291648757e+01,5.672741054096838553e+01,-1.938106019471783625e-01,-1.342569042851010364e-01
1.141364747721715922e+01,6.285417154327107170e+01,5.673830850240293699e+01,-1.941195281480050383e-01,-2.042587143057061905e-01
1.142476105801289066e+01,6.285201250346349866e+01,5.674917063181415244e+01,-1.944226956866508260e-01,-2.023016453815260074e-02
1.143587463880862387e+01,6.284985012674626859e+01,5.675999703803903884e+01,-1.947201471107575799e-01,-3.556694305458180660e-01
1.144698821960435531e+01,6.284768447595884311e+01,5.677078782967797821e+01,-1.950119247397097411e-01,-1.302258591813272304e-01
1.145810180040008852e+01,6.284551561352763116e+01,5.678154311509471341e+01,-1.952980706647045039e-01,-1.646584448691873481e-01
1.146921538119581996e+01,6.284334360146599607e+01,5.679226300241633396e+01,-1.955786267488202057e-01,-2.204036813663603211e-01
1.148032896199155317e+01,6.284116850137426269e+01,5.680294759953330441e+01,-1.958536346271433359e-01,-3.129113767686103609e-01
1.149144254278728461e+01,6.283899037443971736e+01,5.681359701409945728e+01,-1.961231357067818593e-01,2.582542984631178151e-02
1.150255612358301782e+01,6.283680928143660083e+01,5.682421135353197883e+01,-1.963871711670099884e-01,-2.592914033398496798e-01
1.151366970437874926e+01,6.283462528272609404e+01,5.683479072501140905e+01,-1.966457819593072642e-01,-4.054855924000794198e-01
1.152478328517448247e+01,6.283243843825636077e+01,5.684533523548167011e+01,-1.968990088074509259e-01,-2.393882295306342667e-01
1.153589686597021391e+01,6.283024880756251207e+01,5.685584499165003791e+01,-1.971468922076260455e-01,-2.835062537119489301e-01
1.154701044676594712e+01,6.282805644976660631e+01,5.686632009998714210e+01,-1.973894724284717128e-01,-1.785790506537734135e-01
1.155812402756168034e+01,6.282586142357766334e+01,5.687676066672698738e+01,-1.976267895111920581e-01,-4.039126299684371313e-01
1.156923760835741177e+01,6.282366378729166456e+01,5.688716679786693220e+01,-1.978588832696281941e-01,-1.622884425245195994e-01
1.158035118915314499e+01,6.282146359879155284e+01,5.689753859916770296e+01,-1.980857932903736796e-01,-1.745923136992196811e-01
1.159146476994887642e+01,6.281926091554721125e+01,5.690787617615338689e+01,-1.983075589328038291e-01,-2.577056068892761842e-01
1.160257835074460964e+01,6.281705579461549860e+01,5.691817963411143211e+01,-1.985242193292666713e-01,-1.877474891826841907e-01
1.161369193154034107e+01,6.281484829264021386e+01,5.692844907809264754e+01,-1.987358133850332109e-01,-2.336684371060131771e-01
1.162480551233607429e+01,6.281263846585211752e+01,5.693868461291121719e+01,-1.989423797785221382e-01,-1.676110714280333314e-01
1.163591909313180572e+01,6.281042637006893870e+01,5.694888634314466458e+01,-1.991439569612989402e-01,-1.193967939671554956e-01
1.164703267392753894e+01,6.280821206069534668e+01,5.695905437313388830e+01,-1.993405831582188981e-01,-2.406485644480945152e-01
1.165814625472327037e+01,6.280599559272297938e+01,5.696918880698316201e+01,-1.995322963674910355e-01,-1.716527360127689528e-01
1.166925983551900359e+01,6.280377702073042201e+01,5.697928974856009887e+01,-1.997191343607953584e-01,-2.854072805191223416e-01
1.168037341631473502e+01,6.280155639888322128e+01,5.698935730149568002e+01,-1.999011346833459157e-01,-1.570480162568334004e-01
1.169148699711046824e+01,6.279933378093388541e+01,5.699939156918426875e+01,-2.000783346540231378e-01,-2.746752606275740249e-01
1.170260057790619967e+01,6.279710922022187702e+01,5.700939265478356788e+01,-2.002507713654404498e-01,-1.799511532725256435e-01
1.171371415870193289e+01,6.279488276967360605e+01,5.701936066121464108e+01,-2.004184816840375305e-01,-3.987749967239170301e-01
1.172482773949766610e+01,6.279265448180245102e+01,5.702929569116194131e+01,-2.005815022502135392e-01,-2.895289725143600501e-01
1.173594132029339754e+01,6.279042440870873776e+01,5.703919784707324681e+01,-2.007398694783697479e-01,-1.110412971676270344e-01
1.174705490108913075e+01,6.278819260207976072e+01,5.704906723115973222e+01,-2.008936195570649730e-01,-2.445966912715226982e-01
1.175816848188486219e+01,6.278595911318976164e+01,5.705890394539591171e+01,-2.010427884490599837e-01,-2.635775260320066815e-01
1.176928206268059540e+01,6.278372399289994377e+01,5.706870809151967450e+01,-2.011874118914676046e-01,-8.183788805540009870e-02
1.178039564347632684e+01,6.278148729165846476e+01,5.707847977103227066e+01,-2.013275253957980127e-01,-2.927030641016177825e-01
1.179150922427206005e+01,6.277924905950042955e+01,5.708821908519829691e+01,-2.014631642481017337e-01,1.582970527902480273e-02
1.180262280506779149e+01,6.277700934604792593e+01,5.709792613504573211e+01,-2.015943635090726715e-01,-3.117286096038569543e-01
1.181373638586352470e+01,6.277476820050996764e+01,5.710760102136591598e+01,-2.017211580140871874e-01,-1.589519176822254132e-01
1.182484996665925614e+01,6.277252567189079002e+01,5.711724384470124960e+01,-2.018435824636961584e-01,-3.086699975410572838e-01
1.183596354745498935e+01,6.277028181007852226e+01,5.712685470505643792e+01,-2.019616718698413749e-01,-1.119888778979494931e-01
1.184707712825072079e+01,6.276803666280468263e+01,5.713643370190128934e+01,-2.020754602172214476e-01,-3.529639298685272042e-01
1.185819070904645400e+01,6.276579027704764258e+01,5.714598093446025473e+01,-2.021849811149545317e-01,-1.390065138287908675e-01
1.186930428984218544e+01,6.276354269946920539e+01,5.715549650172412299e+01,-2.022902679903273437e-01,-1.544944054685313539e-01
1.188041787063791865e+01,6.276129397641462759e+01,5.716498050245004237e+01,-2.023913540888857554e-01,-3.241913453582316307e-01
1.189153145143365187e+01,6.275904415391261892e+01,5.717443303516152753e+01,-2.024882724745449281e-01,-6.725358694327002174e-02
1.190264503222938330e+01,6.275679327767534232e+01,5.718385419814843829e+01,-2.025810560296479323e-01,-1.492054379308470624e-01
1.191375861302511652e+01,6.275454139309840684e+01,5.719324408946700800e+01,-2.026697374550892050e-01,-2.338642652388937815e-01
1.192487219382084795e+01,6.275228854526087474e+01,5.720260280693982224e+01,-2.027543492703696160e-01,-1.507255652103984545e-01
1.193598577461658117e+01,6.275003477892526860e+01,5.721193044815582596e+01,-2.028349238137083788e-01,-2.588419615983945654e-01
1.194709935541231260e+01,6.274778013853754999e+01,5.722122711047032340e+01,-2.029114932421407502e-01,-3.099217879687931054e-01
1.195821293620804582e+01,6.274552466822713370e+01,5.723049289100497106e+01,-2.029840895315810911e-01,-2.910024915803074985e-01
1.196932651700377725e+01,6.274326841180688064e+01,5.723972788664779188e+01,-2.030527444769356649e-01,-3.074378910391108999e-01
1.198044009779951047e+01,6.274101141277311910e+01,5.724893219405316103e+01,-2.031174896921967843e-01,-2.190954996673077360e-01
1.199155367859524191e+01,6.273875371430560932e+01,5.725810590964182012e+01,-2.031783566105200833e-01,-2.240876017456023273e-01
1.200266725939097512e+01,6.273649535926757892e+01,5.726724912960085589e+01,-2.032353764843231048e-01,-1.757551475162776045e-01
1.201378084018670656e+01,6.273423639020570164e+01,5.727636194988373575e+01,-2.032885803853954343e-01,-3.402640738382936569e-01
1.202489442098243977e+01,6.273197684935008311e+01,5.728544446621026509e+01,-2.033379992049386686e-01,-3.046828283219474853e-01
1.203600800177817121e+01,6.272971677861431061e+01,5.729449677406661579e+01,-2.033836636537467157e-01,-2.598688571873520314e-01
1.204712158257390442e+01,6.272745621959541040e+01,5.730351896870532613e+01,-2.034256042622120120e-01,-1.527374292134053291e-01
1.205823516336963763e+01,6.272519521357384065e+01,5.731251114514526535e+01,-2.034638513804543081e-01,-3.467740438224219957e-01
1.206934874416536907e+01,6.272293380151354825e+01,5.732147339817169751e+01,-2.034984351784299150e-01,-2.191348976519643388e-01
1.208046232496110228e+01,6.272067202406189068e+01,5.733040582233622473e+01,-2.035293856460036466e-01,-1.953435657019160221e-01
1.209157590575683372e+01,6.271840992154970706e+01,5.733930851195680134e+01,-2.035567325930482951e-01,-2.336759326913514234e-01
1.210268948655256693e+01,6.271614753399127551e+01,5.734818156111776233e+01,-2.035805056495592069e-01,-2.842991019150200582e-01
1.211380306734829837e+01,6.271388490108432734e+01,5.735702506366978781e+01,-2.036007342657022434e-01,-3.163341413131174340e-01
1.212491664814403158e+01,6.271162206221003288e+01,5.736583911322991014e+01,-2.036174477119416792e-01,-1.307778868616362167e-01
1.213603022893976302e+01,6.270935905643303698e+01,5.737462380318153521e+01,-2.036306750791538889e-01,-8.895731567644109272e-02
1.214714380973549623e+01,6.270709592250141640e+01,5.738337922667441404e+01,-2.036404452786770847e-01,-3.242941482595363412e-01
1.215825739053122767e+01,6.270483269884670818e+01,5.739210547662466411e+01,-2.036467870424312210e-01,-1.259628239033180330e-01
1.216937097132696088e+01,6.270256942358388841e+01,5.740080264571476221e+01,-2.036497289229997065e-01,-2.375392849786140959e-01
1.218048455212269232e+01,6.270030613451140056e+01,5.740947082639353738e+01,-2.036492992937564139e-01,-5.834429455893463956e-04
1.219159813291842553e+01,6.269804286911112712e+01,5.741811011087619221e+01,-2.036455263489278522e-01,-1.602411923989846276e-01
1.220271171371415697e+01,6.269577966454841089e+01,5.742672059114425309e+01,-2.036384381037015245e-01,-1.044677240370907034e-01
1.221382529450989018e+01,6.269351655767203368e+01,5.743530235894565550e+01,-2.036280623943138579e-01,-1.739032437986834934e-01
1.222493887530562340e+01,6.269125358501424472e+01,5.744385550579464450e+01,-2.036144268781781008e-01,-1.509678960240719015e-01
1.223605245610135484e+01,6.268899078279072512e+01,5.745238012297186003e+01,-2.035975590339216268e-01,-3.098172114239207686e-01
1.224716603689708805e+01,6.268672818690062343e+01,5.746087630152428005e+01,-2.035774861615413656e-01,-1.616465788711872742e-01
1.225827961769281949e+01,6.268446583292652718e+01,5.746934413226524896e+01,-2.035542353824606465e-01,-1.541563656620605904e-01
1.226939319848855270e+01,6.268220375613447715e+01,5.747778370577446339e+01,-2.035278336396517673e-01,-1.211056919711059610e-01
1.228050677928428414e+01,6.267994199147398149e+01,5.748619511239799351e+01,-2.034983076977052718e-01,-1.745403369182467468e-01
1.229162036008001735e+01,6.267768057357796607e+01,5.749457844224824754e+01,-2.034656841429658414e-01,-1.464118688224181897e-01
1.230273394087574879e+01,6.267541953700654034e+01,5.750293378521534748e+01,-2.034299894918785157e-01,-2.658039341202462769e-01
1.231384752167148200e+01,6.267315891704016195e+01,5.751126123079885843e+01,-2.033912505200783372e-01,-2.955058865339284524e-01
1.232496110246721344e+01,6.267089874706665142e+01,5.751956086787066624e+01,-2.033494930880204166e-01,-1.403437169456067668e-01
1.233607468326294665e+01,6.266863905994701156e+01,5.752783278504220732e+01,-2.033047427829455245e-01,-3.358506984403279994e-01
1.234718826405867809e+01,6.266637988830446204e+01,5.753607707070190713e+01,-2.032570250502008236e-01,-9.120946707471888626e-02
1.235830184485441130e+01,6.266412126452443943e+01,5.754429381301514468e+01,-2.032063651933055937e-01,-2.907072369506805698e-01
1.236941542565014274e+01,6.266186322075455450e+01,5.755248309992430222e+01,-2.031527883740391616e-01,-1.370983725895788541e-01
1.238052900644587595e+01,6.265960578890464916e+01,5.756064501914871556e+01,-2.030963196125092907e-01,-2.136125503479762155e-01
1.239164258724160916e+01,6.265734900064676083e+01,5.756877965818470955e+01,-2.030369837872720851e-01,-9.970183201157313546e-02
1.240275616803734060e+01,6.265509288741512250e+01,5.757688710430559098e+01,-2.029748056353755103e-01,-1.354253009267430974e-01
1.241386974883307381e+01,6.265283748040617695e+01,5.758496744456162730e+01,-2.029098097524517641e-01,-2.212810308720182806e-01
1.242498332962880525e+01,6.265058281057856959e+01,5.759302076578007501e+01,-2.028420205928336273e-01,-1.960271921627184943e-01
1.243609691042453846e+01,6.264832890865316273e+01,5.760104715456517255e+01,-2.027714624695882151e-01,-2.478504348743127417e-01
1.244721049122026990e+01,6.264607580511300000e+01,5.760904669729811189e+01,-2.026981595546359927e-01,-1.460528909612768267e-01
1.245832407201600311e+01,6.264382353020334904e+01,5.761701948013709540e+01,-2.026221358788262705e-01,-2.436497135782504653e-01
1.246943765281173455e+01,6.264157211393167302e+01,5.762496558901726473e+01,-2.025434153320082586e-01,-2.492416477539887709e-01
1.248055123360746776e+01,6.263932158606763068e+01,5.763288510965077194e+01,-2.024620216631340952e-01,-1.720815013871662413e-01
1.249166481440319920e+01,6.263707197614309763e+01,5.764077812752672969e+01,-2.023779784803174664e-01,-1.052735065615420101e-01
1.250277839519893242e+01,6.263482331345215215e+01,5.764864472791121841e+01,-2.022913092509526223e-01,-2.723328747613793510e-01
1.251389197599466385e+01,6.263257562705107517e+01,5.765648499584732178e+01,-2.022020373017614503e-01,-2.034775167659902129e-01
1.252500555679039707e+01,6.263032894575833609e+01,5.766429901615507703e+01,-2.021101858189009448e-01,-3.386638523230826037e-01
1.253611913758612850e+01,6.262808329815464248e+01,5.767208687343151041e+01,-2.020157778480227151e-01,-1.788637301615786934e-01
1.254723271838186172e+01,6.262583871258286905e+01,5.767984865205061595e+01,-2.019188362943840076e-01,-2.925582236259924307e-02
1.255834629917759493e+01,6.262359521714812161e+01,5.768758443616336962e+01,-2.018193839229320830e-01,-2.630484578123704620e-01
1.256945987997332637e+01,6.262135283971769439e+01,5.769529430969772221e+01,-2.017174433583299731e-01,-3.700878233251256866e-01
1.258057346076905958e+01,6.261911160792109854e+01,5.770297835635861361e+01,-2.016130370851296760e-01,-2.076274985988466881e-01
1.259168704156479102e+01,6.261687154915002651e+01,5.771063665962793721e+01,-2.015061874477801496e-01,-3.701541934374592002e-01
1.260280062236052423e+01,6.261463269055839476e+01,5.771826930276458967e+01,-2.013969166507321162e-01,-1.187657746776318024e-01
1.261391420315625567e+01,6.261239505906232949e+01,5.772587636880441408e+01,-2.012852467585632965e-01,-1.469803780153698114e-01
1.262502778395198888e+01,6.261015868134013829e+01,5.773345794056026392e+01,-2.011711996960015014e-01,-1.927430911178439898e-01
1.263614136474772032e+01,6.260792358383234557e+01,5.774101410062194617e+01,-2.010547972480116741e-01,-2.147240484934608284e-01
1.264725494554345353e+01,6.260568979274168555e+01,5.774854493135624978e+01,-2.009360610599335573e-01,-2.606423703716110318e-01
1.265836852633918497e+01,6.260345733403308088e+01,5.775605051490693853e+01,-2.008150126375083389e-01,-6.572932030151773519e-02
1.266948210713491818e+01,6.260122623343367110e+01,5.776353093319476528e+01,-2.006916733469914504e-01,-9.655531488914945171e-02
1.268059568793064962e+01,6.259899651643279839e+01,5.777098626791745062e+01,-2.005660644152182925e-01,-1.049038301233060078e-01
1.269170926872638283e+01,6.259676820828200050e+01,5.777841660054968287e+01,-2.004382069296841706e-01,-1.213526590250620096e-01
1.270282284952211427e+01,6.259454133399503206e+01,5.778582201234314653e+01,-2.003081218386624229e-01,-6.325007392999748568e-02
1.271393643031784748e+01,6.259231591834782904e+01,5.779320258432649382e+01,-2.001758299512186312e-01,-2.360631202191164069e-01
1.272505001111358069e+01,6.259009198587856559e+01,5.780055839730535183e+01,-2.000413519373731575e-01,-2.283998194043571628e-01
1.273616359190931213e+01,6.258786956088759013e+01,5.780788953186231538e+01,-1.999047083281171311e-01,-3.191444942329268453e-01
1.274727717270504534e+01,6.258564866743746791e+01,5.781519606835698255e+01,-1.997659195155296885e-01,-3.159434193285479142e-02
1.275839075350077678e+01,6.258342932935295977e+01,5.782247808692589786e+01,-1.996250057528490274e-01,-1.283668244508877065e-01
1.276950433429651000e+01,6.258121157022105052e+01,5.782973566748261618e+01,-1.994819871545647771e-01,-1.167260851178128084e-01
1.278061791509224143e+01,6.257899541339090632e+01,5.783696888971762462e+01,-1.993368836964739543e-01,-2.706304716079060979e-01
1.279173149588797465e+01,6.257678088197390309e+01,5.784417783309843486e+01,-1.991897152157759976e-01,-2.532107645651490158e-01
1.280284507668370608e+01,6.257456799957270022e+01,5.785136257696927231e+01,-1.990405017416163602e-01,-7.343552779791917562e-02
1.281395865747943930e+01,6.257235678939009915e+01,5.785852320013652417e+01,-1.988892630577909770e-01,-2.061408204856308435e-01
1.282507223827517073e+01,6.257014727334742332e+01,5.786565978087520534e+01,-1.987360183178363826e-01,-6.680063691760695921e-02
1.283618581907090395e+01,6.256793947318876548e+01,5.787277239725273859e+01,-1.985807865653610449e-01,-3.288948736480868940e-01
1.284729939986663538e+01,6.256573341048363801e+01,5.787986112712955133e+01,-1.984235867353527638e-01,-2.882251031693419119e-01
1.285841298066236860e+01,6.256352910662696587e+01,5.788692604815907572e+01,-1.982644376542266329e-01,-3.625950816873426685e-01
1.286952656145810003e+01,6.256132658283910786e+01,5.789396723778774856e+01,-1.981033580399067517e-01,-3.982695313690169936e-01
1.288064014225383325e+01,6.255912586016584953e+01,5.790098477325501847e+01,-1.979403665018955039e-01,-2.941185670130398444e-01
1.289175372304956646e+01,6.255692695947838189e+01,5.790797873159332454e+01,-1.977754815413437228e-01,-2.482636946572630010e-01
1.290286730384529790e+01,6.255472990147334400e+01,5.791494918962811767e+01,-1.976087215511226347e-01,-2.036072965824343439e-01
1.291398088464103111e+01,6.255253470667277327e+01,5.792189622397785342e+01,-1.974401048158656025e-01,-2.234888420878445303e-01
1.292509446543676255e+01,6.255034139542414096e+01,5.792881991105399209e+01,-1.972696495120871418e-01,-1.288802627614587526e-01
1.293620804623249576e+01,6.254814998790035219e+01,5.793572032706099861e+01,-1.970973737081989086e-01,-3.158503361746995419e-01
1.294732162702822720e+01,6.254596050409971042e+01,5.794259754799633555e+01,-1.969232953646118389e-01,-3.090211789883283711e-01
1.295843520782396041e+01,6.254377296384596008e+01,5.794945164965047724e+01,-1.967474323337921049e-01,3.386000121498744519e-02
1.296954878861969185e+01,6.254158738678826523e+01,5.795628270760690270e+01,-1.965698023603268396e-01,-1.324643582872774838e-01
1.298066236941542506e+01,6.253940379240120961e+01,5.796309079724209568e+01,-1.963904230809943030e-01,-5.910223279703513688e-02
1.299177595021115650e+01,6.253722219998481080e+01,5.796987599372553746e+01,-1.962093120248553646e-01,-3.470793711425319561e-01
1.300288953100688971e+01,6.253504262866448471e+01,5.797663837201972115e+01,-1.960264866132677142e-01,-9.217350639760348019e-02
1.301400311180262115e+01,6.253286509739110244e+01,5.798337800688013743e+01,-1.958419641599871142e-01,-3.907380114043093600e-02
1.302511669259835436e+01,6.253068962494092631e+01,5.799009497285528880e+01,-1.956557618712571056e-01,-2.918680967598085152e-01
1.303623027339408580e+01,6.252851622991565961e+01,5.799678934428666821e+01,-1.954678968458294364e-01,-2.515005779321701218e-01
1.304734385418981901e+01,6.252634493074243949e+01,5.800346119530880173e+01,-1.952783860750546552e-01,-2.643438478412183379e-01
1.305845743498555223e+01,6.252417574567379432e+01,5.801011059984918461e+01,-1.950872464429425079e-01,-3.307006830776965112e-01
1.306957101578128366e+01,6.252200869278770767e+01,5.801673763162833808e+01,-1.948944947262472027e-01,-2.018400057740837583e-01
1.308068459657701688e+01,6.251984378998756142e+01,5.802334236415978097e+01,-1.947001475945109306e-01,-1.912104361098725946e-01
1.309179817737274831e+01,6.251768105500217132e+01,5.802992487075004391e+01,-1.945042216101304788e-01,-1.623720649880108780e-01
1.310291175816848153e+01,6.251552050538577987e+01,5.803648522449865510e+01,-1.943067332284265092e-01,-1.004322355455076338e-01
1.311402533896421296e+01,6.251336215851804923e+01,5.804302349829814034e+01,-1.941076987977430335e-01,-2.032564215927073481e-01
1.312513891975994618e+01,6.251120603160405409e+01,5.804953976483405143e+01,-1.939071345594589602e-01,-1.920431064267065779e-01
1.313625250055567761e+01,6.250905214167431012e+01,5.805603409658491643e+01,-1.937050566480813529e-01,-1.334540580617317174e-01
1.314736608135141083e+01,6.250690050558474553e+01,5.806250656582228942e+01,-1.935014810913191496e-01,-2.876990801905832118e-02
1.315847966214714226e+01,6.250475114001671528e+01,5.806895724461072916e+01,-1.932964238101240184e-01,-2.774238155010254614e-01
1.316959324294287548e+01,6.250260406147698689e+01,5.807538620480777780e+01,-1.930899006187738465e-01,-3.234620836601256877e-01
1.318070682373860691e+01,6.250045928629776881e+01,5.808179351806399637e+01,-1.928819272249491235e-01,-1.099529959255130390e-01
1.319182040453434013e+01,6.249831683063666787e+01,5.808817925582296482e+01,-1.926725192297480405e-01,-2.943496469700751517e-01
1.320293398533007156e+01,6.249617671047674605e+01,5.809454348932123224e+01,-1.924616921278108350e-01,7.253202961033367036e-02
1.321404756612580478e+01,6.249403894162645656e+01,5.810088628958838797e+01,-1.922494613073562064e-01,-1.312564428085066792e-01
1.322516114692153799e+01,6.249190353971970069e+01,5.810720772744699758e+01,-1.920358420502390473e-01,-2.004499889256150802e-01
1.323627472771726943e+01,6.248977052021578515e+01,5.811350787351264557e+01,-1.918208495320206097e-01,-2.863689294298410459e-01
1.324738830851300264e+01,6.248763989839944344e+01,5.811978679819392823e+01,-1.916044988220395595e-01,-3.279194505315591313e-01
1.325850188930873408e+01,6.248551168938084288e+01,5.812604457169241812e+01,-1.913868048834848068e-01,-1.067751695153485447e-01
1.326961547010446729e+01,6.248338590809555626e+01,5.813228126400272799e+01,-1.911677825734070524e-01,-1.786228490943638225e-01
1.328072905090019873e+01,6.248126256930459732e+01,5.813849694491245401e+01,-1.909474466428591199e-01,-2.428641908576482100e-01
1.329184263169593194e+01,6.247914168759438525e+01,5.814469168400218990e+01,-1.907258117369021733e-01,-2.014326688957479849e-01
1.330295621249166338e+01,6.247702327737678019e+01,5.815086555064555540e+01,-1.905028923946900932e-01,-7.682805504851475398e-02
1.331406979328739659e+01,6.247490735319087918e+01,5.815701861410617113e+01,-1.902787031921899796e-01,-2.617772443816826500e-01
1.332518337408312803e+01,6.247279392990728297e+01,5.816315094344477643e+01,-1.900532588207308748e-01,3.495192370294086803e-02
1.333629695487886124e+01,6.247068302107651050e+01,5.816926260696738638e+01,-1.898265733040611636e-01,-1.807809053318334136e-01
1.334741053567459268e+01,6.246857464003190330e+01,5.817535367275589664e+01,-1.895986605398052305e-01,-2.466128889939914748e-01
