M,r,m,v_orb
1.346580614941371576e+30,1.234040124045100622e+07,4.910630226990293626e+27,2.703523021080260165e+06
1.760004413071109746e+29,5.210566282048211992e+07,2.035744670076922921e+28,5.015049195219660760e+05
1.922264428114245163e+30,1.563253299902928248e+07,1.163573131090066476e+26,2.864716942260582931e+06
2.215548894722348225e+29,1.203053720165809616e+07,6.776832825745400682e+26,1.110382215395289939e+06
4.439236371050794586e+30,4.075688331445357762e+06,9.342986083198076797e+26,8.525597718619460240e+06
2.302094784556887949e+30,8.994760723275041208e+06,2.910684832258069749e+28,4.158785825320429634e+06
7.579093700413851490e+30,6.969648723296823911e+06,5.979539875712115095e+26,8.515639834414793178e+06
1.812014126333830330e+30,1.176579471351588890e+07,1.002635695233669780e+26,3.205985446125819813e+06
2.820500590007909556e+29,3.524038132588750124e+07,6.871633655814886498e+28,8.150466720936753554e+05
1.300993394845949806e+30,4.549953709014715999e+07,9.523925797850888265e+26,1.381913054944250733e+06
3.495783707215231402e+30,1.525722965908368118e+07,1.922943186832094485e+26,3.910191674081319477e+06
2.653240360395339640e+30,5.630110536592948250e+06,2.207592513257362902e+28,5.631329302548204549e+06
4.837192958546247374e+29,4.739124986540434882e+06,4.634360455202418425e+27,2.623200769069561269e+06
2.045042327080793454e+30,5.437803479540984146e+06,8.722232819172029411e+28,5.115888183996425942e+06
7.422293481689557976e+30,4.417967108617492020e+06,1.121201221892557695e+27,1.058385304794034921e+07
2.342179018495991086e+30,6.089123958089946955e+07,1.714913405645936252e+27,1.602788602515585022e+06
5.427537146775014181e+29,8.400657762485602871e+06,1.887533650685360278e+27,2.080282148158091120e+06
6.630047819247943504e+30,1.758403302936727181e+07,1.184379805581833735e+28,5.019946217675872147e+06
4.521144476504443949e+30,4.471118130892660469e+06,5.438993583313847888e+28,8.262740179142033681e+06
5.132955752454300695e+30,6.335661730743506551e+07,7.526765842753409445e+26,2.325379955200326629e+06
1.635621284315067915e+29,3.281063252706032712e+06,1.478512861407407546e+26,1.826054234108103206e+06
3.816433218136857597e+29,4.779051350801266730e+06,2.462014453476331751e+27,2.316704668484081514e+06
3.804132237912084456e+30,9.599394707002805546e+06,7.529060777764541500e+28,5.192711652226996608e+06
3.544989815052732307e+29,5.159801233531868458e+07,1.588909094824160051e+28,6.921570920422624331e+05
1.404144719644415142e+29,9.010714128444159403e+06,2.394261176929208604e+27,1.028554296397616970e+06
2.325583968487811494e+30,8.178670358656199649e+06,2.588783702049326701e+27,4.358522093900864013e+06
3.967709916935323749e+30,4.091055047637946438e+06,3.034850564449680945e+27,8.047690094568647444e+06
1.921036498567703462e+30,1.068391994756931067e+07,1.198466664575870242e+27,3.465102321589855477e+06
4.894255897900643770e+29,3.408220829204498231e+07,1.780745271656892474e+26,9.791537655949178152e+05
1.316881322135306136e+30,5.372440371155905724e+07,8.450644263068164287e+27,1.283112793961703312e+06
1.104180067097417653e+29,4.716811580677637458e+07,2.678997556108951579e+27,4.000325085523985908e+05
1.334514544816364418e+30,4.226686575157862157e+07,1.207066627844094408e+28,1.458156658884781413e+06
5.171331154769165331e+30,3.346814533572620247e+06,7.185913557187496188e+26,1.015371963366481103e+07
1.432539052204544108e+29,3.564776030373731256e+07,2.658912497984630532e+28,5.639004389267500956e+05
5.843039108035237160e+29,1.323222429410231113e+07,6.566254056586312780e+28,1.810631475663980935e+06
2.136620716946850067e+29,7.013756985189042054e+06,1.364562120658107776e+27,1.430614777494877810e+06
5.754608637866463310e+29,7.274551576323039830e+07,2.434989770409441778e+27,7.281376348902636673e+05
1.061733075206930365e+29,2.927962773853620514e+07,1.163270432391006858e+26,4.922193754040233325e+05
4.524033786375688548e+30,5.457059270402017981e+07,2.187137188024559098e+27,2.352679024890217464e+06
9.828485939003376076e+29,3.789578275262102485e+06,3.487191039651530443e+26,4.162765566262020729e+06
7.444510231337278242e+29,5.123338655154707842e+06,1.171010398030193907e+28,3.139154200775198638e+06
1.598046569907841370e+30,7.399151255905635655e+07,2.472026644331659280e+26,1.200675981607091846e+06
5.012523347562249119e+30,7.710637236757154763e+07,1.270471322986953859e+26,2.082890777395410230e+06
3.824031399457145984e+29,1.082088484731543995e+07,2.059266331006150748e+28,1.576635289880055701e+06
3.427945786029557773e+29,2.529262555270584300e+07,3.585608901317304245e+27,9.560365121074180352e+05
1.255996460206548635e+29,3.691943260240313597e+06,3.613689363176510303e+28,1.710804056513841497e+06
3.410343993390752066e+29,2.292715723404881731e+07,4.750018061350359682e+26,9.970614536926626461e+05
1.356512176263018814e+29,4.666607380676535890e+06,1.838573477329182322e+26,1.394250855799374636e+06
1.210924244070917328e+29,1.653148903554699570e+07,2.430799325429827392e+28,7.661787240334934322e+05
1.274855976958241273e+30,3.403810984468799550e+06,1.242720481645568156e+27,5.004294491501697339e+06
2.331684441416452204e+29,4.352280658457379788e+07,4.087927698443493897e+28,6.482584339965089457e+05
1.407717287905560252e+29,1.164089315979381651e+07,1.156905686314584340e+27,9.021028855138316285e+05
6.814429186353308797e+30,7.833363321392473578e+07,8.133768386188251946e+27,2.410861327547259629e+06
1.983662507431966790e+29,3.968658061753063928e+06,1.042009777882439698e+26,1.827737424760190537e+06
1.547610193009202613e+29,7.661528964982713759e+07,1.667164576659167552e+27,3.691415616568909027e+05
8.736874887852940997e+30,3.358662871301992331e+06,1.100244886599982960e+27,1.316660321420434676e+07
2.157416161673735746e+30,7.190144551874969900e+07,8.898020730009582449e+28,1.443978932667492656e+06
2.828186750402402644e+30,2.925148889469920471e+07,9.311782946566617781e+27,2.544294361595459282e+06
1.337851751766273755e+30,2.406981116370079294e+07,1.885115213749214543e+27,1.927341583134396235e+06
1.382863864434954844e+29,6.090077760725553147e+06,1.677139506315796464e+28,1.303799398879007436e+06
4.827857921680998253e+30,7.549915918777365983e+07,1.122657525519718775e+28,2.068181982802731916e+06
6.855797927512183656e+29,3.600882555774232373e+06,3.021162501599297818e+28,3.644071332813307177e+06
6.094465862747347441e+29,5.721482086725454032e+07,9.017342211313479191e+26,8.437739736779149389e+05
1.864740863725380815e+29,9.612430604087689519e+07,5.315986745911735369e+27,3.649130863168498036e+05
1.684378819452599281e+29,1.052709789811797813e+07,1.008973992621892840e+27,1.036528022211424424e+06
1.107877815027062471e+30,3.134205926663159207e+07,1.573136071435954093e+27,1.537015179704936454e+06
1.372420445013742016e+30,6.127608817431533337e+07,4.345927501235355097e+27,1.224540518417602405e+06
1.089860933725245677e+30,2.075916402204246446e+07,7.570989983299772742e+26,1.872489398120912025e+06
1.683640468000985989e+30,3.191238012738382909e+06,1.120663664123228598e+26,5.936692962790365331e+06
5.692288801852065694e+30,7.139693104483866133e+06,7.018149247211361014e+28,7.337171008353238925e+06
1.019552725359422588e+30,2.562088180983285606e+07,2.284500512347081057e+27,1.631481904968568357e+06
5.731857137809606658e+29,5.214924634447807446e+06,2.272891531239778717e+27,2.714371445820258930e+06
3.259458119212103094e+29,3.862371034322353546e+06,1.366634193305507330e+26,2.374803359746675938e+06
4.108594542253170775e+29,9.651867503743109107e+07,6.023113866568121668e+26,5.333981291647416074e+05
1.323165311363481608e+30,3.001136411486486904e+06,3.496484024451496792e+27,5.434818135087122209e+06
3.897128107985025560e+30,3.289440639840062708e+06,2.141639639569348076e+27,8.894832673532778397e+06
7.625038833933491087e+29,4.084498875662615523e+06,4.449436890068344208e+27,3.541262905176161323e+06
1.206492578057311032e+29,3.542330330645536631e+07,5.769617115058425184e+26,4.779127589320877451e+05
2.378532048375592213e+29,3.079602428501778748e+06,4.993836613122198571e+27,2.295813862298307940e+06
1.518114284940850602e+29,2.865822497915346175e+07,9.392330949612145887e+26,5.964344109335287940e+05
4.641804316590832747e+29,6.397182409579793364e+07,5.000738742141533176e+27,6.996294173289359314e+05
2.337509131601177337e+30,7.119561311150136590e+07,1.405817750937684044e+26,1.480297148072575685e+06
1.518551285613797016e+30,4.333354120194560848e+06,4.178342437707018061e+26,4.837757507898987271e+06
2.109867487961330475e+30,7.066444030816436745e+06,1.874120824601415510e+27,4.465869393377243541e+06
8.113164129251083592e+29,5.493754180527765304e+06,9.261886048210621446e+27,3.157844023689002730e+06
1.657910468852081000e+29,2.324873843740258738e+07,1.024580398435034563e+27,6.920159001903373282e+05
3.913018580299830734e+29,5.721669984329646081e+07,9.906421003519115027e+27,6.840943169941302622e+05
1.051770432824148569e+30,5.295301663340505213e+06,1.103936799635856344e+27,3.643376968785585370e+06
9.870290391762655118e+29,1.365960191883952729e+07,4.942093046925094212e+28,2.250340463141231332e+06
3.071303790656017921e+29,1.132970562762765586e+07,5.989642042688345614e+28,1.470454169626194751e+06
4.473043445005251719e+30,2.277053151170853153e+07,3.536399875986145713e+26,3.620628829546329100e+06
7.355745114135205072e+29,2.805415918142957985e+07,9.660494242050629834e+28,1.407021597365115304e+06
4.908086976951665795e+30,2.241255954004229978e+07,1.313618819657559852e+28,3.827695775742464233e+06
3.396137463873309158e+29,1.850850524207338691e+07,1.003614285893637305e+28,1.122869267164429650e+06
7.653836342906355904e+30,2.454254480127826333e+07,1.182403011050944346e+27,4.561801646765489131e+06
1.673842893539250958e+29,4.417159100307492539e+06,1.595694962255221600e+27,1.598442147519052727e+06
3.454339200090310306e+30,4.695274708355862647e+06,9.083824239020037718e+27,7.015926725522848777e+06
1.097420089098804221e+29,2.106235759301333874e+07,1.368947703726533938e+26,5.900690704989721999e+05
2.969212820478136383e+29,5.970619435781446286e+06,1.380209948277572380e+28,1.864016257574494695e+06
5.509429227527607358e+30,2.148416565547639877e+07,1.069677213071434234e+26,4.136532076627048198e+06
5.014296373062911402e+29,4.161766875089590997e+07,5.028312846560636544e+27,9.012076909004988847e+05
7.327553299568985636e+30,5.102971171589465439e+07,7.263738325849324036e+28,3.110781555727187078e+06
7.224935947959056457e+30,4.689853129087520763e+06,5.139011755428582700e+26,1.013493636837774888e+07
3.984603882485832817e+30,3.984528076250826940e+06,2.184616397653729592e+28,8.191200759000145830e+06
6.197419559143240330e+29,3.487944197296870872e+06,1.677308102449799324e+28,3.491702719007950742e+06
5.206393713584829167e+30,1.604749032724333368e+07,2.574728952234239337e+27,4.653712651218933985e+06
8.207458091929515793e+29,4.926994127187633887e+06,2.940298913440185444e+28,3.394246607030229643e+06
1.787904799326073934e+29,5.447328577289887518e+07,1.248024281936734014e+26,4.681934546095727710e+05
5.057276954986407181e+30,6.786963671473466791e+06,1.807498133891484215e+27,7.051503041174456477e+06
4.290356778445488174e+30,1.439523924793018773e+07,9.706828187840622057e+28,4.509538830175630748e+06
1.866942236028819026e+29,8.005442067678173073e+06,3.586120083751010247e+27,1.259628804189156508e+06
5.408203612991933312e+30,5.979117158367469907e+06,1.816188843632614092e+27,7.768661512039205059e+06
1.091254647225731806e+30,8.147183845297898352e+07,1.328834802452455886e+26,9.455316870139178354e+05
3.070304979993685832e+30,3.864376980052359402e+06,1.159414718748678008e+27,7.283696624243752100e+06
3.438365508473385120e+29,3.910465986287821829e+07,3.796354851225302119e+27,7.702634443842002656e+05
2.697260967242822048e+29,7.327033078183528967e+06,1.612940303110296949e+27,1.572305466048023663e+06
4.973082109273257103e+30,4.290800009570779279e+06,5.699564465644935825e+27,8.797956983662923798e+06
1.586454409409282481e+30,5.432182038352343254e+06,7.729547705493341915e+26,4.416367629042574205e+06
1.974289933821002834e+29,1.140333559255094826e+07,5.269998254195897218e+26,1.076421429509404115e+06
5.391879433754371495e+29,2.947513790068316460e+07,2.916301000412933735e+26,1.105228322410590481e+06
5.224823648381356505e+30,3.337893635045185685e+07,1.078391236675045962e+28,3.235232203906433191e+06
8.641062839640887370e+29,4.535679223284007050e+06,3.358751344735715224e+27,3.573634323005347978e+06
4.717433548241096129e+29,1.307290082005672343e+07,4.964616350493650905e+28,1.631543269145859405e+06
4.807372001442275880e+29,4.511105434606915340e+06,1.192069882588619146e+27,2.671022132728039287e+06
4.459522962281621200e+30,5.786286288058945909e+06,2.091922580105890651e+28,7.187276459696589969e+06
8.102108505701215591e+29,6.744434496314427815e+06,1.072046374554725289e+28,2.850468711592241656e+06
7.883280966947716483e+30,7.999743685321183503e+07,4.108397846611450342e+28,2.571070417439461220e+06
4.211146030803029911e+29,7.984214163891234435e+06,8.055574517780926557e+27,1.894218665894057369e+06
3.258071855988993789e+30,5.871015888118343428e+06,4.056491155616470644e+27,6.089017247770579532e+06
3.727442780538803975e+29,9.424710237733681500e+07,2.743849485492050989e+27,5.156518886392940185e+05
3.433030042432039259e+30,3.411625452387469262e+07,1.523880930741746452e+27,2.591946635555067100e+06
1.084416090408218554e+29,1.364455827885537595e+07,5.436604801267362201e+26,7.301512525907960953e+05
1.818201296554318238e+29,8.579642432451871037e+07,9.391087958020008225e+27,3.856693450960773043e+05
3.299999036363364012e+29,6.139229073961366713e+07,6.891667510467996861e+28,6.585318564571794122e+05
5.497736607308355328e+30,7.823563258510436118e+07,2.793211751848814524e+28,2.171034669329705182e+06
4.415671456549904497e+29,2.828352006857063621e+07,4.091083621483887370e+26,1.021236045750518795e+06
9.269388449758535799e+29,7.312841526971982792e+06,1.494379636055038468e+27,2.911089750699571334e+06
1.637152139854554426e+29,5.303132872889366001e+07,9.839547273385146269e+28,5.743407386863672873e+05
1.359429130758997437e+30,5.376625978145928681e+07,3.559406255080390397e+26,1.299177030577757163e+06
1.555926465142927687e+29,2.956945532022859156e+07,2.038181165606490403e+27,5.964780537361297756e+05
1.919573189915889171e+29,9.231937938444335759e+07,1.838690478049303784e+28,3.899526153937205672e+05
3.998939100791187241e+30,1.243973136239442229e+07,7.476326130459699751e+28,4.674396273789573461e+06
3.074826196692567740e+29,1.176533581684654020e+07,1.114958608594504927e+26,1.320982781786462525e+06
1.325889777298797248e+29,6.620243206374718994e+07,1.142863281083261306e+27,3.671755883426044602e+05
1.598268574948034560e+30,1.014433147492600977e+07,6.459667028358694029e+27,3.249194215439640917e+06
1.963361687514419054e+29,8.993238770214650035e+07,2.531927992242435818e+26,3.819573925329923513e+05
1.275361925551506819e+29,7.128887251405298710e+07,2.939996945489219009e+28,3.833045283468189300e+05
4.582522785420101127e+30,3.145470855763490126e+07,2.090495000438433226e+26,3.118031813787745778e+06
6.228244338406656597e+29,7.171312334075649083e+07,4.178839092741787468e+27,7.638836574668495450e+05
5.382080040313735614e+30,5.038848495184479281e+06,1.584766071165589235e+27,8.441822222677867860e+06
3.076542621885226061e+30,3.332378535431331024e+07,7.351189302246622112e+27,2.485113600303279236e+06
2.523062797511783367e+29,4.262178270258417726e+07,1.699428575907149695e+27,6.306659668096420355e+05
1.477823579782823544e+29,7.591186261198155582e+06,2.277994999613531106e+27,1.148743497849222738e+06
2.201478785840073104e+29,5.191601060708665289e+06,4.051668038610516503e+28,1.831023831177070737e+06
9.753496420782940744e+29,3.055244551271521952e+06,3.967725575004360017e+26,4.619660146318201907e+06
5.193932235424547888e+29,1.081303348522290401e+07,1.879763657924627741e+27,1.793775859220553655e+06
4.612794278210684980e+30,2.398731982122266293e+07,2.825811954197512301e+28,3.593102588688637596e+06
8.679239767770148602e+29,2.735025584992591292e+07,2.492905209356709236e+27,1.457379767268449999e+06
1.286765477926238625e+30,6.068789860825601034e+06,1.689251562089497613e+28,3.786701023052335717e+06
5.955311584840274326e+29,3.860129546340826899e+07,2.482875626602708834e+27,1.016825206503415597e+06
3.234451748525056448e+30,8.117546288724704646e+06,9.961264773640686853e+28,5.235048799052698538e+06
2.387149302976557168e+30,6.450839677173787355e+07,7.238003095524613751e+26,1.571746242178023560e+06
2.352581449164425280e+30,2.727772237873729318e+07,6.174963470218335407e+27,2.402227373521851841e+06
3.492921109137392582e+30,8.677115298881246150e+07,9.907854528720964431e+27,1.641366551521643996e+06
6.269201912873450829e+29,1.263063946997788548e+07,1.378167292081858796e+27,1.822098307692957111e+06
1.730500314185114622e+29,6.179396992258006707e+06,8.507534108288122838e+26,1.370721844782239059e+06
4.323812854165534527e+30,3.138129167105264589e+07,3.025333631667024091e+28,3.042812457345117815e+06
4.909587122143964242e+29,4.055942461127742380e+07,7.382238948232803236e+28,9.640206541230084840e+05
2.418383839742118810e+30,2.949367208562871441e+07,7.621979598742556873e+27,2.342925651085236110e+06
9.482695798031709889e+30,7.241112574577266350e+06,6.994688940544731994e+28,9.377721877940412611e+06
2.532348489116566427e+30,5.440111571776112542e+06,1.085699600320210279e+26,5.573880509317458607e+06
6.506859994028433081e+30,3.759818260596603155e+07,9.221712480161991424e+28,3.422249881388367154e+06
1.063432422708320729e+29,4.001051746316687670e+06,2.742764781667127424e+26,1.334188666290156543e+06
1.612259481713238920e+30,1.043984156801120378e+07,8.252790730962282981e+27,3.218583910063223913e+06
1.565472288861362923e+29,1.291662675938343443e+07,3.728696401557028160e+28,1.000806994185443153e+06
5.559161124634956961e+30,9.999886623851327598e+07,1.514853213487589653e+26,1.926162795234682970e+06
8.327133092953573564e+30,9.016088087740603834e+06,8.657248125870554204e+28,7.888496580809299834e+06
1.170326812832280239e+29,4.959830918918308616e+07,5.953477876811129255e+27,4.068071131372817326e+05
1.847237348185200005e+29,2.244833638186018541e+07,7.983642117344859677e+26,7.426827182238352252e+05
4.629371890649460747e+30,1.925738749517966434e+07,8.738879111507003675e+28,4.042657670744885225e+06
2.364682590515912492e+30,1.974685616359869763e+07,2.177990979645895177e+26,2.827026846852869261e+06
9.190000884221500653e+30,3.471378473655813187e+07,1.147979063119544604e+26,4.202824620490149595e+06
3.258504984778717575e+30,6.538432458961090446e+07,1.317825533399169780e+28,1.827387341924541863e+06
1.543050533515063528e+30,2.400349787599831447e+07,6.910155799515246933e+26,2.071730381478013005e+06
1.198081900807700503e+30,1.379779065887843445e+07,3.176601656100453470e+26,2.407605080466611311e+06
1.046489124656414117e+29,3.973922059766049962e+06,1.800507114350911110e+26,1.327467393875535345e+06
3.695127331161317734e+30,4.246622910796103068e+06,6.744355045513253121e+28,7.689242780281645246e+06
5.861429865233951861e+29,8.527427780466422439e+06,7.222327443362456353e+26,2.143292400727217086e+06
1.634204488628530013e+29,5.515569528769271076e+07,4.374138214949564678e+27,4.505959114203348872e+05
1.240708033389407596e+30,4.550981898961596191e+07,2.244562151170473429e+28,1.361017210608284688e+06
5.494465872581065049e+29,3.256043517997763585e+06,4.707262996921894882e+28,3.498858788486776408e+06
1.628230590809849917e+30,3.240091632649404183e+07,1.974425513101573672e+26,1.831427315596829168e+06
1.079802313059575771e+29,6.475678839223812334e+06,1.855584780452390316e+26,1.056012453504894394e+06
2.137726904669128216e+29,3.951172403262090683e+07,1.074140173474015137e+28,6.158184437421952607e+05
1.201328719504608709e+30,5.125495013315827586e+06,6.926145813501315519e+28,4.068133465487735812e+06
1.658879470074234460e+30,1.701163253590282798e+07,1.086773630359598294e+28,2.559370352202368435e+06
1.460253710808087965e+29,2.196382482372914255e+07,9.611270439614344356e+27,6.877018372317788890e+05
1.873940299454774427e+30,5.644988297940000892e+07,4.128406912775011890e+28,1.504750167128431611e+06
4.813292971258650499e+30,2.767292802291194722e+07,2.131005288217031445e+28,3.414350746351579670e+06
3.745995504268119948e+29,1.169260709429237060e+07,1.107108759732124977e+26,1.462518236441266723e+06
1.103218554149656279e+30,8.549502912522652745e+07,3.334732871511683274e+27,9.294074718866694020e+05
6.489908141937608320e+30,1.965159901581919566e+07,1.538893492710536229e+26,4.694043596298046410e+06
2.546357461382494355e+30,9.882467598785949871e+06,4.778254320989442254e+27,4.150478806455931161e+06
2.590864234930137050e+29,6.788504661448365077e+06,5.709267784575037025e+27,1.613700505609634798e+06
8.570089353644739031e+30,2.767931752010866255e+07,1.266040770684076078e+27,4.545372841513511725e+06
4.832257712863756202e+29,8.237680850742398761e+06,2.281990507974116248e+26,1.979256094028249383e+06
4.450459791307629492e+30,7.255067601602575183e+07,1.768133805619705670e+26,2.023341634862650419e+06
8.035907915101415962e+29,3.416298867667532712e+07,7.944661244501142490e+26,1.253557689310858026e+06
3.797826533865975205e+30,3.499149081557926536e+07,5.868137120404175632e+28,2.711973226380879991e+06
6.947768643334106798e+30,7.736654237121798098e+06,4.454777904488569378e+28,7.763617573495229706e+06
6.389202719230133604e+30,5.079206328244226985e+06,1.619583758581474384e+26,9.158951534235149622e+06
4.066351541947762842e+30,4.033467853611845057e+06,2.585878297573229986e+26,8.202121637209770270e+06
4.425319809405314784e+29,7.781989834015035629e+07,1.386209857434842831e+27,6.170188115342317615e+05
6.687431228917962098e+30,2.369289062571581826e+07,1.274232909168517310e+26,4.339656948042074218e+06
2.026187110040557661e+29,2.912388335999298096e+07,3.577880881104474225e+27,6.874028974251332693e+05
3.314285778150921864e+29,3.350548755041102692e+07,1.973765980728879242e+27,8.149293574350639246e+05
1.962033634804230416e+30,1.061332167728559859e+07,3.841158916793492464e+27,3.515843702287269291e+06
3.135900255383670953e+30,1.499606272426781990e+07,4.180406986846126654e+27,3.737995526686328929e+06
1.260876546152318872e+29,7.489229037238608114e+06,3.060775205204429128e+27,1.072934234655052656e+06
3.449279156533317833e+29,4.739201528064057231e+06,1.228927275752241058e+27,2.208535286959244870e+06
5.470996378766414571e+29,3.716577697971950471e+07,3.290187074415554953e+28,1.020551327648502658e+06
4.948721899774223663e+30,9.205844353381361067e+07,4.880572339319865176e+27,1.895000132211395772e+06
1.008868855021991001e+29,7.490725205604148097e+06,4.084580168691838423e+27,9.672117926902041072e+05
6.025473215820157374e+30,6.078918552613941953e+06,1.112474296055601541e+28,8.138124146673321724e+06
4.671551241714416421e+29,1.850254023634794354e+07,1.592410007537250004e+28,1.320048870554376626e+06
1.710594642420607529e+30,7.094510434532697313e+06,6.540989580115182496e+27,4.019208744702068157e+06
7.439120173235997373e+30,4.764095264437504113e+06,1.210307566668371502e+28,1.021132546004448459e+07
1.327996987312552169e+29,6.711856204372639768e+06,1.614349349833043394e+28,1.217165444243041333e+06
1.231705580068643527e+30,6.418356839519236237e+07,1.772389179882451678e+27,1.132512539349550614e+06
2.782498789682039889e+29,9.744398048818904161e+07,1.751160445706469754e+28,4.500762054719393491e+05
2.538019602283765281e+30,9.425395714201750234e+06,4.052400047745938843e+28,4.272696704138672911e+06
4.321521314745491903e+30,1.077297825076946244e+07,1.319625347341963849e+26,5.173461070538699627e+06
3.108127943309008532e+29,5.138440950871563703e+07,4.580629812380416904e+27,6.400346756863982882e+05
5.245527190222586412e+30,3.532556171310411766e+06,1.367212057316086180e+26,9.952912683218093589e+06
2.263742065272771363e+29,1.304804854889649339e+07,9.833217513615564225e+26,1.078424940830142237e+06
9.123144178326297875e+29,3.577396516479105502e+07,1.016708365257001496e+26,1.304675194401188055e+06
1.830480987524752908e+29,3.646323041378523409e+07,2.129533940949465283e+26,5.791643930684041698e+05
4.121292269262853669e+29,3.036383812860446423e+07,4.051087594624264341e+27,9.564357133571770974e+05
5.600847861431639998e+29,3.903877636028131936e+06,8.930486576214145251e+27,3.120224762119673193e+06
2.457728072519009902e+30,1.089782358648807183e+07,5.360601310891063536e+27,3.883614438586837146e+06
4.302295521096665459e+29,3.246367252300002798e+07,4.649809202823150139e+26,9.409766386696017580e+05
1.146332618534077424e+30,9.235487272440899909e+07,7.411422674312524259e+26,9.104503065070951125e+05
2.007430074357763474e+30,1.756940455928514525e+07,8.218974964141196699e+26,2.761891380051382352e+06
3.727954856431147693e+30,2.116990915370430425e+07,2.019092351377265811e+28,3.437213518274275586e+06
3.864353596586771960e+29,6.159320043637467921e+07,4.708780807178926871e+28,6.853812392015665537e+05
1.296280172121129280e+29,5.505945388258127496e+06,7.118508453101774921e+26,1.257238039347880986e+06
2.979230831444646452e+29,3.050781090764019266e+07,1.300372795299367716e+27,8.090708105522142723e+05
1.235645677506084262e+30,6.920034251235698350e+06,1.467300720136099193e+26,3.452522798255242407e+06
5.693174763053661515e+30,1.328603746264602803e+07,6.587253030073500255e+27,5.349811844263493083e+06
2.065806967343159367e+30,2.497082918229690567e+07,2.323034222647432062e+28,2.362843350775575265e+06
1.638919493963992170e+30,6.685508671574976295e+06,6.453983274249324164e+28,4.123873332041029818e+06
1.157563568963869170e+29,2.591488294577949122e+07,1.198096407432350950e+27,5.488208809619791573e+05
9.909999632774382581e+29,8.172600963283351623e+06,2.258160058146684161e+28,2.877144903913315386e+06
4.589903936250394095e+29,7.224590790334256366e+06,4.900980184195382159e+27,2.070339898527177516e+06
4.952595438265662919e+29,3.951991450927765667e+07,1.360819925988783959e+26,9.146611671494608745e+05
8.294230320279980896e+30,7.080798194572204351e+07,1.246364686079541589e+27,2.796050310106616002e+06
2.122925774905928387e+29,1.687625882558610290e+07,3.620014347177176890e+27,9.240647238791320706e+05
1.502226557561723137e+29,5.183585174230329692e+06,7.865319198295310015e+28,1.717086382525268244e+06
4.075475825274999213e+29,1.458667384166507795e+07,7.554453557033158046e+27,1.378164144687623251e+06
1.929286318735531524e+30,4.846395617034050077e+07,3.346021593525896778e+28,1.644021667400765466e+06
3.461124085569804523e+29,5.470531187733203173e+06,1.471018607442538337e+28,2.098547110750506632e+06
2.580130786422228791e+30,5.797296884662952274e+06,3.291890745579912385e+28,5.484580108501616865e+06
2.455747661220472469e+30,6.529136833869379014e+07,1.764343409010101088e+26,1.584398244219070068e+06
7.522949597427775562e+29,3.992966254355387390e+07,4.006326753273102822e+27,1.124320648353582248e+06
4.670878662943081474e+30,3.241993220147619769e+07,3.973479724121681901e+26,3.100795055440056138e+06
4.441882685707557963e+29,8.288289763239358366e+07,1.255127858753503431e+28,6.064487770554742310e+05
1.763549228006602733e+30,4.131551278539284319e+07,6.521027355831106724e+28,1.718725058096514083e+06
1.202391631140703870e+30,5.660191498813616112e+06,5.372462995017982814e+26,3.766584984130778816e+06
1.391195759876596084e+29,9.510168589324660599e+07,1.377335701470537175e+26,3.126136950217608246e+05
4.948248915425611353e+29,8.621448247162684798e+07,8.176277204959617975e+27,6.240027956919965800e+05
1.337448613833479361e+30,4.880896970175481401e+06,9.282078960153753623e+27,4.291944067432325333e+06
8.956016591784540762e+30,2.977622691541328281e+07,3.021604709429086145e+26,4.479751775836452842e+06
3.692353676361295967e+30,6.859751323464226909e+06,1.535628096378607632e+27,5.994042675204899162e+06
9.158281580659332852e+29,8.058246332060365938e+06,2.656124844957246325e+27,2.758235603448469657e+06
2.471388065683054196e+29,3.880076398634491116e+07,1.232889223716372509e+26,6.521572975702747935e+05
3.466769285686209319e+29,3.154631105013995897e+06,8.112404132486990893e+28,3.010510637012743391e+06
1.215760541337468515e+29,2.111617008752169833e+07,2.170506932455872991e+26,6.204442849885893520e+05
1.456000835613214868e+30,8.876081652378283441e+07,1.237057783022752235e+26,1.046352854240652523e+06
7.054406046640617123e+29,2.922259834186293185e+07,3.641570175435372829e+26,1.269620581237267470e+06
2.075322022063167454e+30,7.990488567198029719e+06,2.784950586173319608e+27,4.166089187548211310e+06
1.155912782207630030e+30,9.937027462555956841e+07,6.010952905158315774e+27,8.833873665342532331e+05
6.816607316649184389e+29,8.351812816999417730e+06,2.859026523993943387e+28,2.382514761897874996e+06
5.058851719120511968e+29,7.668230553456726484e+06,3.868610279440374660e+26,2.099311656908477191e+06
1.205714525667577074e+29,9.624747980127939954e+06,3.560399239203362098e+28,1.040727241236289148e+06
9.245579581712422183e+30,1.345858478624745831e+07,1.398054386175733075e+28,6.773924320459631272e+06
1.413821484621260362e+29,6.467557861242189072e+06,2.130405750421243507e+27,1.217139773285489529e+06
1.124429366985630223e+29,3.600297878443149384e+06,1.409101526682524608e+28,1.532395989671876654e+06
2.695292085365323572e+29,3.621137857548133284e+07,1.538098344402787628e+28,7.246449134914069436e+05
1.872287308224149346e+29,4.199133138743421994e+06,8.522968664664742063e+28,2.081791617936115246e+06
3.880303310119879465e+30,1.821684562604132667e+07,4.889858542934403147e+28,3.793734837123420089e+06
2.010292854241510228e+29,5.543256576447570696e+06,1.508531334901404702e+28,1.613429033586914418e+06
