t,R,C,dR_dt
1.650330066013202668e+01,5.757740840797146223e-03,7.608614287101103102e-01,4.885771708210127386e-03
1.652330466093218675e+01,5.856362887118037389e-03,7.563160125770155284e-01,4.974734353843342401e-03
1.654330866173234682e+01,5.956781231380284258e-03,7.517978701593751589e-01,5.065370264925073661e-03
1.656331266253250689e+01,6.059029636811602212e-03,7.473068392755629619e-01,5.157711581715897393e-03
1.658331666333266696e+01,6.163142544694308680e-03,7.428427587122565789e-01,5.251791095808224646e-03
1.660332066413282703e+01,6.269155074365323141e-03,7.384054682244378665e-01,5.347642251789323439e-03
1.662332466493298710e+01,6.377103023216162785e-03,7.339948085353928953e-01,5.445299148866573381e-03
1.664332866573314718e+01,6.487022866692949453e-03,7.296106213367118398e-01,5.544796542455436746e-03
1.666333266653330725e+01,6.598951768884664740e-03,7.252527492849044632e-01,5.646169854794957400e-03
1.668333666733346732e+01,6.712927631960656158e-03,7.209210359909120625e-01,5.749455218866297151e-03
1.670334066813362739e+01,6.828989032455977728e-03,7.166153260401406655e-01,5.854689425475108865e-03
1.672334466893378746e+01,6.947175314554954011e-03,7.123354649512567693e-01,5.961910004789396263e-03
1.674334866973394753e+01,7.067526605472170854e-03,7.080812991704298343e-01,6.071155241348223479e-03
1.676335267053410760e+01,7.190083815452472799e-03,7.038526760713316177e-01,6.182464175873363110e-03
1.678335667133426767e+01,7.314888637770964805e-03,6.996494439551367295e-01,6.295876607039353409e-03
1.680336067213442774e+01,7.441983549466695338e-03,6.954714520503152420e-01,6.411433093834904492e-03
1.682336467293458782e+01,7.571411869408079497e-03,6.913185504991383734e-01,6.529175007349357143e-03
1.684336867373474789e+01,7.703217707565655423e-03,6.871905903765065382e-01,6.649144488846951695e-03
1.686337267453490796e+01,7.837446023885308310e-03,6.830874236634071339e-01,6.771384502313751441e-03
1.688337667533506803e+01,7.974142679676275366e-03,6.790089032303383565e-01,6.895938880765904548e-03
1.690338067613522810e+01,8.113354437611138004e-03,6.749548828373101994e-01,7.022852328255745936e-03
1.692338467693538817e+01,8.255128961725831382e-03,6.709252171338434545e-01,7.152170421831693936e-03
1.694338867773554824e+01,8.399514817419634002e-03,6.669197616589703781e-01,7.283939613452503764e-03
1.696339267853570831e+01,8.546561517066848801e-03,6.629383728320024094e-01,7.418207271463661892e-03
1.698339667933586838e+01,8.696319508244907195e-03,6.589809079608232034e-01,7.555021672360812297e-03
1.700340068013602846e+01,8.848840187249481723e-03,6.550472252307958376e-01,7.694432014472553545e-03
1.702340468093618853e+01,9.004175984625446827e-03,6.511371836814178193e-01,7.836488494363642865e-03
1.704340868173634860e+01,9.162380365470085969e-03,6.472506432062475890e-01,7.981242309305957086e-03
1.706341268253650867e+01,9.323507829433089894e-03,6.433874645529048530e-01,8.128745659435160711e-03
1.708341668333666874e+01,9.487613910716563570e-03,6.395475093230705843e-01,8.279051749856859710e-03
1.710342068413682881e+01,9.654755223267304926e-03,6.357306399648067208e-01,8.432214832188983031e-03
1.712342468493698888e+01,9.824989458039093751e-03,6.319367197781367018e-01,8.588290204336015282e-03
1.714342868573714895e+01,9.998375390540343438e-03,6.281656129067428873e-01,8.747334219224441390e-03
1.716343268653730902e+01,1.017497297977284880e-02,6.244171843153828450e-01,8.909404373578677649e-03
1.718343668733746910e+01,1.035484336899957468e-02,6.206912997897341411e-01,9.074559311007358159e-03
1.720344068813762917e+01,1.053804888574466636e-02,6.169878259363947848e-01,9.242858824362803344e-03
1.722344468893778924e+01,1.072465304179344263e-02,6.133066301828823397e-01,9.414363858044661609e-03
1.724344868973794931e+01,1.091472059355478273e-02,6.096475807692099957e-01,9.589136563300234423e-03
1.726345269053810938e+01,1.110831751398724809e-02,6.060105467565034543e-01,9.767240275933373322e-03
1.728345669133826945e+01,1.130551103862333789e-02,6.023953980126428576e-01,9.948739559092638352e-03
1.730346069213842952e+01,1.150636975532750780e-02,5.988020051953961698e-01,1.013370028472828678e-02
1.732346469293858959e+01,1.171096360430132384e-02,5.952302397524183997e-01,1.032218963622608121e-02
1.734346869373874966e+01,1.191936387808347278e-02,5.916799739212513787e-01,1.051427611097432643e-02
1.736347269453890974e+01,1.213164322491358353e-02,5.881510807288727882e-01,1.071002952584026308e-02
1.738347669533906981e+01,1.234787573125999995e-02,5.846434339827570881e-01,1.090952109256575729e-02
1.740348069613922988e+01,1.256813684787906268e-02,5.811569082827126032e-01,1.111282335504023763e-02
1.742348469693938995e+01,1.279250351155947728e-02,5.776913789977587976e-01,1.132001029945657253e-02
1.744348869773955002e+01,1.302105419992185403e-02,5.742467222577031238e-01,1.153115740558807029e-02
1.746349269853971009e+01,1.325386893141871324e-02,5.708228149531396900e-01,1.174634164963483419e-02
1.748349669933987016e+01,1.349102926533447995e-02,5.674195347354503705e-01,1.196564150700167063e-02
1.750350070014003023e+01,1.373261832477862786e-02,5.640367600143662008e-01,1.218913697542457764e-02
1.752350470094019030e+01,1.397872086481111165e-02,5.606743699536018699e-01,1.241690963821963020e-02
1.754350870174035038e+01,1.422942320896817929e-02,5.573322444759866157e-01,1.264904261072235039e-02
1.756351270254051045e+01,1.448481341576837896e-02,5.540102642399296062e-01,1.288562069108236188e-02
1.758351670334067052e+01,1.474498129575430201e-02,5.507083106373088510e-01,1.312673037852584400e-02
1.760352070414083059e+01,1.501001841149256916e-02,5.474262657934710896e-01,1.337245987642088352e-02
1.762352470494099066e+01,1.528001807758154300e-02,5.441640125672310146e-01,1.362289909527462060e-02
1.764352870574115073e+01,1.555507543985865278e-02,5.409214345443387195e-01,1.387813972633990083e-02
1.766353270654131080e+01,1.583528743869798069e-02,5.376984160437330296e-01,1.413827521192307507e-02
1.768353670734147087e+01,1.612075289069699047e-02,5.344948421044888320e-01,1.440340082131460510e-02
1.770354070814162739e+01,1.641157260089678646e-02,5.313105984734796117e-01,1.467361375425797233e-02
1.772354470894178746e+01,1.670784936278232186e-02,5.281455716053761185e-01,1.494901314431727225e-02
1.774354870974194753e+01,1.700968795828207425e-02,5.249996486626485881e-01,1.522970006216105461e-02
1.776355271054210760e+01,1.731719518417140433e-02,5.218727175135827734e-01,1.551577754242819754e-02
1.778355671134226768e+01,1.763047993395494215e-02,5.187646667283890567e-01,1.580735066036073264e-02
1.780356071214242775e+01,1.794965313089335116e-02,5.156753855828106747e-01,1.610452647507287782e-02
1.782356471294258782e+01,1.827482793022168484e-02,5.126047640380788639e-01,1.640741421426407734e-02
1.784356871374274789e+01,1.860611974007523109e-02,5.095526927390848781e-01,1.671612529664496735e-02
1.786357271454290796e+01,1.894364622148949837e-02,5.065190630143796557e-01,1.703077333552828476e-02
1.788357671534306803e+01,1.928752729186768156e-02,5.035037668759413387e-01,1.735147414544892241e-02
1.790358071614322810e+01,1.963788523798932692e-02,5.005066970128914106e-01,1.767834584734229164e-02
1.792358471694338817e+01,1.999484463010542737e-02,4.975277467984771107e-01,1.801150879479731376e-02
1.794358871774354824e+01,2.035853250174227136e-02,4.945668102733951632e-01,1.835108573951759262e-02
1.796359271854370832e+01,2.072907843493848601e-02,4.916237821392941965e-01,1.869720191198919607e-02
1.798359671934386839e+01,2.110661456024502322e-02,4.886985577587742990e-01,1.904998502539011901e-02
1.800360072014402846e+01,2.149127555672517356e-02,4.857910331553873529e-01,1.940956527939874041e-02
1.802360472094418853e+01,2.188319873306314445e-02,4.829011050095485258e-01,1.977607543721941058e-02
1.804360872174434860e+01,2.228252402946811692e-02,4.800286706605746967e-01,2.014965083113679292e-02
1.806361272254450867e+01,2.268939408077729272e-02,4.771736280994549051e-01,2.053042942339132482e-02
1.808361672334466874e+01,2.310395439947232274e-02,4.743358759568269689e-01,2.091855197576308195e-02
1.810362072414482881e+01,2.352635337677615179e-02,4.715153135029126474e-01,2.131416205480061651e-02
1.812362472494498888e+01,2.395674228265301520e-02,4.687118406475176413e-01,2.171740603594699004e-02
1.814362872574514896e+01,2.439527531802699115e-02,4.659253579377338750e-01,2.212843315493251070e-02
1.816363272654530903e+01,2.484210968944800674e-02,4.631557665563729165e-01,2.254739557960102475e-02
1.818363672734546910e+01,2.529740558327100985e-02,4.604029683208749613e-01,2.297444839060755820e-02
1.820364072814562917e+01,2.576132642063373029e-02,4.576668656688036019e-01,2.340974981715318592e-02
1.822364472894578924e+01,2.623403887010134286e-02,4.549473616572011214e-01,2.385346125302464926e-02
1.824364872974594931e+01,2.671571284766643961e-02,4.522443599625885491e-01,2.430574726104416453e-02
1.826365273054610938e+01,2.720652155299812039e-02,4.495577648795889836e-01,2.476677561040215719e-02
1.828365673134626945e+01,2.770664158749797101e-02,4.468874813178109751e-01,2.523671738850688170e-02
1.830366073214642952e+01,2.821625288026846992e-02,4.442334148034545183e-01,2.571574693799551226e-02
1.832366473294658960e+01,2.873553898830649017e-02,4.415954714646337931e-01,2.620404213473124730e-02
1.834366873374674967e+01,2.926468712743905687e-02,4.389735580300297424e-01,2.670178442086911311e-02
1.836367273454690974e+01,2.980388817232335064e-02,4.363675818288900166e-01,2.720915880963229241e-02
1.838367673534706981e+01,3.035333668552518682e-02,4.337774507900868382e-01,2.772635391651932096e-02
1.840368073614722988e+01,3.091323106230479262e-02,4.312030734385352559e-01,2.825356209623172341e-02
1.842368473694738995e+01,3.148377343295141045e-02,4.286443588976090457e-01,2.879097935816057885e-02
1.844368873774755002e+01,3.206516999710376514e-02,4.261012168752510987e-01,2.933880567678567863e-02
1.846369273854771009e+01,3.265763107207245164e-02,4.235735576621918463e-01,2.989724504105379516e-02
1.848369673934787016e+01,3.326137109283995585e-02,4.210612921319496493e-01,3.046650545947945238e-02
1.850370074014803023e+01,3.387660864088192642e-02,4.185643317400413732e-01,3.104679899151283062e-02
1.852370474094819031e+01,3.450356660649921137e-02,4.160825885204718078e-01,3.163834190128075874e-02
1.854370874174835038e+01,3.514247208158613467e-02,4.136159750880079589e-01,3.224135456431223568e-02
1.856371274254851045e+01,3.579355672902795327e-02,4.111644046253067897e-01,3.285606181139743426e-02
1.858371674334867052e+01,3.645705684089597248e-02,4.087277908811139948e-01,3.348269298748900169e-02
1.860372074414883059e+01,3.713321333844751826e-02,4.063060481702640558e-01,3.412148195711904586e-02
1.862372474494899066e+01,3.782227180789321519e-02,4.038990913728597310e-01,3.477266714253595542e-02
1.864372874574915073e+01,3.852448267264615284e-02,4.015068359311255719e-01,3.543649168732895122e-02
1.866373274654931080e+01,3.924010108912166089e-02,3.991291978509882155e-01,3.611320336592845764e-02
1.868373674734947087e+01,3.996938735619229993e-02,3.967660936902609459e-01,3.680305496568208462e-02
1.870374074814963095e+01,4.071260697190017680e-02,3.944174405571802544e-01,3.750630434488040621e-02
1.872374474894979102e+01,4.147003063345688217e-02,3.920831561104058394e-01,3.822321443847356837e-02
1.874374874974995109e+01,4.224193428993248955e-02,3.897631585580146885e-01,3.895405331219391892e-02
1.876375275055011116e+01,4.302859931134928734e-02,3.874573666549607776e-01,3.969909432403892491e-02
1.878375675135027123e+01,4.383031241024676339e-02,3.851656997034688668e-01,4.045861605753008766e-02
1.880376075215043130e+01,4.464736608920935601e-02,3.828880775424542970e-01,4.123290274036369579e-02
1.882376475295059137e+01,4.548005868486144215e-02,3.806244205465827424e-01,4.202224429116571680e-02
1.884376875375075144e+01,4.632869436786735823e-02,3.783746496262702652e-01,4.282693632548133927e-02
1.886377275455091151e+01,4.719358322826872065e-02,3.761386862263327302e-01,4.364728024048561417e-02
1.888377675535107159e+01,4.807504141535707404e-02,3.739164523243155847e-01,4.448358335016915077e-02
1.890378075615123166e+01,4.897339112957673629e-02,3.717078704291690849e-01,4.533615888370776115e-02
1.892378475695139173e+01,4.988896108782146788e-02,3.695128635723075039e-01,4.620532642206463120e-02
1.894378875775155180e+01,5.082208654788296365e-02,3.673313553071798632e-01,4.709141192704937445e-02
1.896379275855171187e+01,5.177310930845086673e-02,3.651632697092694335e-01,4.799474774754003414e-02
1.898379675935187194e+01,5.274237785248912791e-02,3.630085313742142938e-01,4.891567275844807550e-02
1.900380076015203201e+01,5.373024741049381436e-02,3.608670654173013470e-01,4.985453242546675212e-02
1.902380476095219208e+01,5.473708009928309609e-02,3.587387974699087212e-01,5.081167893987788287e-02
1.904380876175235215e+01,5.576324535701779328e-02,3.566236536727485640e-01,5.178747162857260528e-02
1.906381276255251223e+01,5.680911994945334748e-02,3.545215606757773363e-01,5.278227696650713424e-02
1.908381676335267230e+01,5.787508797037246855e-02,3.524324456381907611e-01,5.379646858350121963e-02
1.910382076415283237e+01,5.896154108186090620e-02,3.503562362258025309e-01,5.483042749380944575e-02
1.912382476495299244e+01,6.006887842477827422e-02,3.482928606120039294e-01,5.588454201918564845e-02
1.914382876575315251e+01,6.119750701875992238e-02,3.462422474716068121e-01,5.695920816709922757e-02
1.916383276655331258e+01,6.234784208624588597e-02,3.442043259767750274e-01,5.805482993888332055e-02
1.918383676735347265e+01,6.352030705248086495e-02,3.421790257970247495e-01,5.917181933652215786e-02
1.920384076815363272e+01,6.471533356584807661e-02,3.401662770990313556e-01,6.031059638809028317e-02
1.922384476895379279e+01,6.593336180464824670e-02,3.381660105438404340e-01,6.147158943998629055e-02
1.924384876975395287e+01,6.717484029379358623e-02,3.361781572879972146e-01,6.265523499250562345e-02
1.926385277055411294e+01,6.844022654952822138e-02,3.342026489762496833e-01,6.386197830727532998e-02
1.928385677135427301e+01,6.972998726420151505e-02,3.322394177396799098e-01,6.509227358651893669e-02
1.930386077215443308e+01,7.104459830626795591e-02,3.302883961957038261e-01,6.634658397986810396e-02
1.932386477295459315e+01,7.238454480301267924e-02,3.283495174474295175e-01,6.762538166811656037e-02
1.934386877375475322e+01,7.375032141278177467e-02,3.264227150814716372e-01,6.892914812391910673e-02
1.936387277455491329e+01,7.514243223656387471e-02,3.245079231676469833e-01,7.025837403559995198e-02
1.938387677535507336e+01,7.656139156095720377e-02,3.226050762525261573e-01,7.161356000797153287e-02
1.940388077615523343e+01,7.800772393062004040e-02,3.207141093588479208e-01,7.299521663706728947e-02
1.942388477695539351e+01,7.948196414827059242e-02,3.188349579855188076e-01,7.440386451683952962e-02
1.944388877775555358e+01,8.098465748700066358e-02,3.169675581062426639e-01,7.584003444426848373e-02
1.946389277855571365e+01,8.251635978076492239e-02,3.151118461684795924e-01,7.730426751043796563e-02
1.948389677935587372e+01,8.407763767584655601e-02,3.132677590908748977e-01,7.879711534225811165e-02
1.950390078015603379e+01,8.566906927058641485e-02,3.114352342589618572e-01,8.031914070825602048e-02
1.952390478095619386e+01,8.729124412363542529e-02,3.096142095251089299e-01,8.187091753313682774e-02
1.954390878175635393e+01,8.894476326475647676e-02,3.078046232084631906e-01,8.345303091431778564e-02
1.956391278255651045e+01,9.063023959281243935e-02,3.060064140927320486e-01,8.506607750138042712e-02
1.958391678335667052e+01,9.234829766466048917e-02,3.042195214263616054e-01,8.671066530413451545e-02
1.960392078415683059e+01,9.409957449428217602e-02,3.024438849178857636e-01,8.838741444846744122e-02
1.962392478495699066e+01,9.588471989132861528e-02,3.006794447341551435e-01,9.009695750066215592e-02
1.964392878575715073e+01,9.770439646112012710e-02,2.989261415003374167e-01,9.183993947376223321e-02
1.966393278655731081e+01,9.955927970627824475e-02,2.971839162994810990e-01,9.361701792897476893e-02
1.968393678735747088e+01,1.014500584004878886e-01,2.954527106703846995e-01,9.542886333268017773e-02
1.970394078815763095e+01,1.033774344740057000e-01,2.937324666071131074e-01,9.727615895437347060e-02
1.972394478895779102e+01,1.053421240278286236e-01,2.920231265547648114e-01,9.915960182591138095e-02
1.974394878975795109e+01,1.073448574411783457e-01,2.903246334090357483e-01,1.010799028486846635e-01
1.976395279055811116e+01,1.093863793715013077e-01,2.886369305162195809e-01,1.030377867992128688e-01
1.978395679135827123e+01,1.114674490735996226e-01,2.869599616720179269e-01,1.050339926347623049e-01
1.980396079215843130e+01,1.135888404551567699e-01,2.852936711201806141e-01,1.070692735506199034e-01
1.982396479295859137e+01,1.157513425509269778e-01,2.836380035505707831e-01,1.091443974314625504e-01
1.984396879375875145e+01,1.179557603146315636e-01,2.819929040967262268e-01,1.112601476025207592e-01
1.986397279455891152e+01,1.202029146234346868e-01,2.803583183358452913e-01,1.134173228388961202e-01
1.988397679535907159e+01,1.224936423193357243e-01,2.787341922886779066e-01,1.156167374090499161e-01
1.990398079615923166e+01,1.248287967471556487e-01,2.771204724175245770e-01,1.178592215863547288e-01
1.992398479695939173e+01,1.272092474706771614e-01,2.755171056256437434e-01,1.201456213850999183e-01
1.994398879775955180e+01,1.296358814902291712e-01,2.739240392544901592e-01,1.224767997130732783e-01
1.996399279855971187e+01,1.321096035544174485e-01,2.723412210830084002e-01,1.248536366698869554e-01
1.998399679935987194e+01,1.346313361601245151e-01,2.707685993276325309e-01,1.272770295505363802e-01
2.000400080016003201e+01,1.372020197982012635e-01,2.692061226417018505e-01,1.297478930803983854e-01
2.002400480096019209e+01,1.398226132728422610e-01,2.676537401133640692e-01,1.322671597195569926e-01
2.004400880176035216e+01,1.424940938862820083e-01,2.661114012647490812e-01,1.348357798394685114e-01
2.006401280256051223e+01,1.452174586639081166e-01,2.645790560501367628e-01,1.374547228832743440e-01
2.008401680336067230e+01,1.479937244023860898e-01,2.630566548558746498e-01,1.401249774135717441e-01
2.010402080416083237e+01,1.508239276831771225e-01,2.615441485003587863e-01,1.428475511266092679e-01
2.012402480496099244e+01,1.537091255030871295e-01,2.600414882324905141e-01,1.456234714497866012e-01
2.014402880576115251e+01,1.566503949696868014e-01,2.585486257302579416e-01,1.484537852536880753e-01
2.016403280656131258e+01,1.596488346148125237e-01,2.570655130996053472e-01,1.513395600953675868e-01
2.018403680736147265e+01,1.627055649830053963e-01,2.555921028738534773e-01,1.542818847756951828e-01
2.020404080816163273e+01,1.658217286315113448e-01,2.541283480136996009e-01,1.572818693388742528e-01
2.022404480896179280e+01,1.689984903449160136e-01,2.526742019069130318e-01,1.603406452743791344e-01
2.024404880976195287e+01,1.722370376561091765e-01,2.512296183660127635e-01,1.634593660086773037e-01
2.026405281056211294e+01,1.755385808516791157e-01,2.497945516275790201e-01,1.666392069075682270e-01
2.028405681136227301e+01,1.789043545951443381e-01,2.483689563516649490e-01,1.698813668122574616e-01
2.030406081216243308e+01,1.823356180446532859e-01,2.469527876217189610e-01,1.731870681479135143e-01
2.032406481296259315e+01,1.858336548570039271e-01,2.455460009445823710e-01,1.765575569232526454e-01
2.034406881376275322e+01,1.893997738968751232e-01,2.441485522493220817e-01,1.799941033984577832e-01
2.036407281456291329e+01,1.930353089664820221e-01,2.427603978849590116e-01,1.834980018225974563e-01
2.038407681536307337e+01,1.967416202271860814e-01,2.413814946207017420e-01,1.870705717764099829e-01
2.040408081616323344e+01,2.005200950813886829e-01,2.400117996458591696e-01,1.907131590028936785e-01
2.042408481696339351e+01,2.043721481725311317e-01,2.386512705698404513e-01,1.944271353995737361e-01
2.044408881776355358e+01,2.082992216067633684e-01,2.372998654219805603e-01,1.982138992200075112e-01
2.046409281856371365e+01,2.123027856369816280e-01,2.359575426490641281e-01,2.020748757137737495e-01
2.048409681936387372e+01,2.163843385829820887e-01,2.346242611144990775e-01,2.060115170393230777e-01
2.050410082016403379e+01,2.205454088599064222e-01,2.332999800991495676e-01,2.100253041804158449e-01
2.052410482096419386e+01,2.247875551608181921e-01,2.319846593013438762e-01,2.141177471073808514e-01
2.054410882176435393e+01,2.291123664593871234e-01,2.306782588368740394e-01,2.182903847656935958e-01
2.056411282256451400e+01,2.335214628434018613e-01,2.293807392380099175e-01,2.225447858536035439e-01
2.058411682336467408e+01,2.380164952283631286e-01,2.280920614504679533e-01,2.268825485329256098e-01
2.060412082416483415e+01,2.425991470361266722e-01,2.268121868348749459e-01,2.313053020084911982e-01
2.062412482496499422e+01,2.472711353218809138e-01,2.255410771673118930e-01,2.358147075822930039e-01
2.064412882576515429e+01,2.520342107741468385e-01,2.242786946393141578e-01,2.404124586334393521e-01
2.066413282656531436e+01,2.568901579880504271e-01,2.230250018577558113e-01,2.451002808563913227e-01
2.068413682736547443e+01,2.618407962759360386e-01,2.217799618420409347e-01,2.498799330095526905e-01
2.070414082816563450e+01,2.668879796078348354e-01,2.205435380232877163e-01,2.547532068331538335e-01
2.072414482896579457e+01,2.720335990767098200e-01,2.193156942465450954e-01,2.597219293714219113e-01
2.074414882976595464e+01,2.772795831129629684e-01,2.180963947708951522e-01,2.647879631491893981e-01
2.076415283056611472e+01,2.826278974920682918e-01,2.168856042694547459e-01,2.699532061490045320e-01
2.078415683136627479e+01,2.880805463746907713e-01,2.156832878283520827e-01,2.752195927705400336e-01
2.080416083216643486e+01,2.936395718907034991e-01,2.144894109429775209e-01,2.805890933996216807e-01
2.082416483296659493e+01,2.993070563264892958e-01,2.133039395208219946e-01,2.860637164575670632e-01
2.084416883376675500e+01,3.050851233909530613e-01,2.121268398825326140e-01,2.916455095708282430e-01
2.086417283456691507e+01,3.109759382155212193e-01,2.109580787619126929e-01,2.973365595307393972e-01
2.088417683536707514e+01,3.169817077429701313e-01,2.097976233058160278e-01,3.031389926214454467e-01
2.090418083616723521e+01,3.231046815995932686e-01,2.086454410706656548e-01,3.090549754067712374e-01
2.092418483696739528e+01,3.293471522224665216e-01,2.075015000221186179e-01,3.150867148033059117e-01
2.094418883776755536e+01,3.357114577739860328e-01,2.063657685384646945e-01,3.212364608117889708e-01
2.096419283856771543e+01,3.421999823394744622e-01,2.052382154107657286e-01,3.275065066528599078e-01
2.098419683936787550e+01,3.488151559574961813e-01,2.041188098428653175e-01,3.338991887396535740e-01
2.100420084016803557e+01,3.555594559407874167e-01,2.030075214500206005e-01,3.404168878798566333e-01
2.102420484096819564e+01,3.624354062401671794e-01,2.019043202545723337e-01,3.470620286054520442e-01
2.104420884176835571e+01,3.694455804178009006e-01,2.008091766904062658e-01,3.538370819465233019e-01
2.106421284256851578e+01,3.765926029108001560e-01,1.997220616042292285e-01,3.607445665695274140e-01
2.108421684336867585e+01,3.838791490312229437e-01,1.986429462555690251e-01,3.677870487046339676e-01
2.110422084416883592e+01,3.913079455699128295e-01,1.975718023165998483e-01,3.749671426459832424e-01
2.112422484496899600e+01,3.988817715969599220e-01,1.965086018675615553e-01,3.822875114362304649e-01
2.114422884576915607e+01,4.066034590667821358e-01,1.954533173976557014e-01,3.897508673598563123e-01
2.116423284656931614e+01,4.144758961147265164e-01,1.944059218092149544e-01,3.973599750054302993e-01
2.118423684736947621e+01,4.225020271927542037e-01,1.933663884178076220e-01,4.051176513024730141e-01
2.120424084816963628e+01,4.306848531680763648e-01,1.923346909522651582e-01,4.130267655178503916e-01
2.122424484896979635e+01,4.390274329354200700e-01,1.913108035524709594e-01,4.210902406948342502e-01
2.124424884976995642e+01,4.475328825982654579e-01,1.902947007649407052e-01,4.293110527624830475e-01
2.126425285057011649e+01,4.562043794313453970e-01,1.892863575489553141e-01,4.376922342118089726e-01
2.128425685137027656e+01,4.650451629967715661e-01,1.882857492777357811e-01,4.462368750453343802e-01
2.130426085217043664e+01,4.740585351440343431e-01,1.872928517384432057e-01,4.549481226533263478e-01
2.132426485297059671e+01,4.832478609826540983e-01,1.863076411317542980e-01,4.638291826144031460e-01
2.134426885377075678e+01,4.926165693640646714e-01,1.853300940658144380e-01,4.728833190210139925e-01
2.136427285457091685e+01,5.021681544433005406e-01,1.843601875592730810e-01,4.821138558308630251e-01
2.138427685537107692e+01,5.119061791479954104e-01,1.833978990455908398e-01,4.915241800368946867e-01
2.140428085617123699e+01,5.218342752334135248e-01,1.824432063730788700e-01,5.011177415644584299e-01
2.142428485697139351e+01,5.319561435397341942e-01,1.814960878049274584e-01,5.108980533545595115e-01
2.144428885777155358e+01,5.422755557893942369e-01,1.805565220154523864e-01,5.208686929137186228e-01
2.146429285857171365e+01,5.527963538445024305e-01,1.796244880865709992e-01,5.310333014254909889e-01
2.148429685937187372e+01,5.635224546911348220e-01,1.786999655152278210e-01,5.413955883334724550e-01
2.150430086017203379e+01,5.744578512934026548e-01,1.777829342142437929e-01,5.519593319641898921e-01
2.152430486097219386e+01,5.856066125934521471e-01,1.768733745123163836e-01,5.627283793238343490e-01
2.154430886177235394e+01,5.969728850804236764e-01,1.759712671529556627e-01,5.737066473875475081e-01
2.156431286257251401e+01,6.085608925461102325e-01,1.750765932869478292e-01,5.848981226446124948e-01
2.158431686337267408e+01,6.203749393189357253e-01,1.741893344782838027e-01,5.963068639614059752e-01
2.160432086417283415e+01,6.324194135038362363e-01,1.733094727078765551e-01,6.079370054400006218e-01
2.162432486497299422e+01,6.446987869843842089e-01,1.724369903735624432e-01,6.197927561677367692e-01
2.164432886577315429e+01,6.572176159874349999e-01,1.715718702900211334e-01,6.318784004941635501e-01
2.166433286657331436e+01,6.699805428018950071e-01,1.707140956827381539e-01,6.441982994018436992e-01
2.168433686737347443e+01,6.829922956486987884e-01,1.698636501867345217e-01,6.567568900955290667e-01
2.170434086817363450e+01,6.962576944795790812e-01,1.690205178544640918e-01,6.695586912514446265e-01
2.172434486897379458e+01,7.097816515139170335e-01,1.681846831562754385e-01,6.826083032186600619e-01
2.174434886977395465e+01,7.235691712753558047e-01,1.673561309804240393e-01,6.959104077286235590e-01
2.176435287057411472e+01,7.376253528886059785e-01,1.665348466305776876e-01,7.094697697539543713e-01
2.178435687137427479e+01,7.519553888651752116e-01,1.657208158176564083e-01,7.232912359944181357e-01
2.180436087217443486e+01,7.665645706185354458e-01,1.649140246686148503e-01,7.373797397841437284e-01
2.182436487297459493e+01,7.814582910420435624e-01,1.641144597291056828e-01,7.517403031728635554e-01
2.184436887377475500e+01,7.966420445089413827e-01,1.633221079634797068e-01,7.663780365250886240e-01
2.186437287457491507e+01,8.121214279564320515e-01,1.625369567542946092e-01,7.812981391399729247e-01
2.188437687537507514e+01,8.279021420838449385e-01,1.617589938935440896e-01,7.965058999643614968e-01
2.190438087617523522e+01,8.439899926508375172e-01,1.609882075849797811e-01,8.120066983821112583e-01
2.192438487697539529e+01,8.603908966205215947e-01,1.602245864514402207e-01,8.278060096159405301e-01
2.194438887777555536e+01,8.771108824007410876e-01,1.594681195350138303e-01,8.439094044661517025e-01
2.196439287857571543e+01,8.941560900634210052e-01,1.587187962970514898e-01,8.603225490089565497e-01
2.198439687937587550e+01,9.115327740314094207e-01,1.579766066131196856e-01,8.770512066336929591e-01
2.200440088017603557e+01,9.292473015327804564e-01,1.572415407660788800e-01,8.941012360137069459e-01
2.202440488097619564e+01,9.473061601424449529e-01,1.565135894566423158e-01,9.114785977360998492e-01
2.204440888177635571e+01,9.657159596188685802e-01,1.557927438050083768e-01,9.291893554550426648e-01
2.206441288257651578e+01,9.844834319040723924e-01,1.550789953508603380e-01,9.472396752665673825e-01
2.208441688337667586e+01,1.003615432987172928e+00,1.543723360518864940e-01,9.656358268393490096e-01
2.210442088417683593e+01,1.023118942972144563e+00,1.536727582725389563e-01,9.843841828066782762e-01
2.212442488497699600e+01,1.043001069833724870e+00,1.529802547907136989e-01,1.003491221650344656e+00
2.214442888577715607e+01,1.063269055207862079e+00,1.522948188036523653e-01,1.022963532495832828e+00
2.216443288657731614e+01,1.083930274436933905e+00,1.516164439279630016e-01,1.042807814393229782e+00
2.218443688737747621e+01,1.104992237162752744e+00,1.509451241994808346e-01,1.063030876092357913e+00
2.220444088817763628e+01,1.126462589853981289e+00,1.502808540648403746e-01,1.083639637634493225e+00
2.222444488897779635e+01,1.148349114889429368e+00,1.496236283777021003e-01,1.104641128626451696e+00
2.224444888977795642e+01,1.170659739514459785e+00,1.489734424097847176e-01,1.126042495892575435e+00
2.226445289057811650e+01,1.193402536982487883e+00,1.483302918517054869e-01,1.147851003636886746e+00
2.228445689137827657e+01,1.216585726562196212e+00,1.476941728129819720e-01,1.170074032489540228e+00
2.230446089217843664e+01,1.240217676393653434e+00,1.470650818187339282e-01,1.192719081232591627e+00
