Ar,M,M_noisy
1.285769153830766065e+00,6.205615953005524377e-01,6.220330457724244644e-01
1.286165233046609346e+00,6.204984479735260461e-01,6.192436100530893661e-01
1.286561312262452628e+00,6.204353754413116651e-01,6.160491206582929813e-01
1.286957391478295687e+00,6.204048927493438503e-01,6.227594027711131908e-01
1.287353470694138746e+00,6.203419861869652330e-01,6.212025588833267609e-01
1.287749549909982028e+00,6.202791549349716549e-01,6.187029260128171781e-01
1.288145629125825309e+00,6.202163991679122690e-01,6.228206074441186013e-01
1.288541708341668368e+00,6.201537190605426186e-01,6.175375031571634921e-01
1.288937787557511427e+00,6.200911147878238605e-01,6.220214118040441331e-01
1.289333866773354709e+00,6.200608591767424738e-01,6.172394777690125567e-01
1.289729945989197768e+00,6.199984227416407423e-01,6.216002870267589575e-01
1.290126025205041049e+00,6.199360626598574564e-01,6.166338188262094899e-01
1.290522104420884109e+00,6.198737791070964009e-01,6.243413437161597912e-01
1.290918183636727390e+00,6.198115722592644206e-01,6.205744947593121452e-01
1.291314262852570449e+00,6.197494422924711976e-01,6.240480676404505100e-01
1.291710342068413730e+00,6.197194166911279556e-01,6.172520787585683566e-01
1.292106421284256790e+00,6.196574564407166807e-01,6.182291493218140532e-01
1.292502500500100071e+00,6.195955735930502861e-01,6.221145679885946578e-01
1.292898579715943130e+00,6.195337683249676486e-01,6.113026168800397286e-01
1.293294658931786412e+00,6.194720408135073741e-01,6.162716682495655851e-01
1.293690738147629471e+00,6.194103912359074648e-01,6.225099220927524657e-01
1.294086817363472752e+00,6.193805985909224265e-01,6.207759265626054956e-01
1.294482896579315812e+00,6.193191206192623088e-01,6.222554286465157292e-01
1.294878975795159093e+00,6.192577211061486286e-01,6.183284384448944904e-01
1.295275055011002152e+00,6.191964002295347047e-01,6.208883983743440638e-01
1.295671134226845433e+00,6.191351581675702542e-01,6.169426253569197938e-01
1.296067213442688493e+00,6.190739950986008377e-01,6.149581139957336351e-01
1.296463292658531774e+00,6.190129112011673040e-01,6.139285262800174836e-01
1.296859371874374833e+00,6.189833928718952993e-01,6.173282641588040409e-01
1.297255451090218115e+00,6.189224828030639447e-01,6.172756585357904724e-01
1.297651530306061174e+00,6.188616524338935720e-01,6.169735202411034125e-01
1.298047609521904455e+00,6.188009019436231384e-01,6.081544870306293538e-01
1.298443688737747514e+00,6.187402315116838913e-01,6.127444207115743113e-01
1.298839767953590796e+00,6.186796413176988141e-01,6.170817438501184915e-01
1.299235847169433855e+00,6.186191315414817371e-01,6.194801814242744120e-01
1.299631926385277136e+00,6.185587023630371162e-01,6.168223244878959788e-01
1.300028005601120196e+00,6.185295015240962480e-01,6.158988099230441327e-01
1.300424084816963477e+00,6.184692487362291047e-01,6.115438287367741532e-01
1.300820164032806536e+00,6.184090770781173196e-01,6.244735741950451224e-01
1.301216243248649818e+00,6.183489867304429177e-01,6.150456528920421606e-01
1.301612322464492877e+00,6.182889778740749964e-01,6.233391677871722436e-01
1.302008401680335936e+00,6.182290506900692817e-01,6.229111084410499100e-01
1.302404480896179217e+00,6.181692053596671288e-01,6.189909925573698901e-01
1.302800560112022499e+00,6.181094420642955223e-01,6.163916138491074559e-01
1.303196639327865558e+00,6.180497609855657437e-01,6.184464075791125115e-01
1.303592718543708617e+00,6.180209229144564276e-01,6.145617969923383717e-01
1.303988797759551899e+00,6.179614211344143238e-01,6.187436115145082960e-01
1.304384876975395180e+00,6.179020021072241242e-01,6.179108585507728790e-01
1.304780956191238239e+00,6.178426660151500327e-01,6.194385708189947826e-01
1.305177035407081299e+00,6.177834130406375523e-01,6.206347235865689038e-01
1.305573114622924580e+00,6.177242433663125976e-01,6.229227588285510819e-01
1.305969193838767861e+00,6.176651571749806058e-01,6.165002096714305990e-01
1.306365273054610920e+00,6.176061546496263155e-01,6.207363199029041212e-01
1.306761352270453980e+00,6.175472359734125449e-01,6.151722272315258699e-01
1.307157431486297261e+00,6.174884013296798591e-01,6.148047064871160483e-01
1.307553510702140542e+00,6.174599737033569236e-01,6.156058043973987592e-01
1.307949589917983602e+00,6.174013216198304121e-01,6.144554246524613905e-01
1.308345669133826661e+00,6.173427541095293236e-01,6.202835470645332583e-01
1.308741748349669942e+00,6.172842713564179462e-01,6.200539947718031186e-01
1.309137827565513224e+00,6.172258735446345401e-01,6.210428087857526869e-01
1.309533906781356283e+00,6.171675608584904493e-01,6.170916598706981393e-01
1.309929985997199342e+00,6.171093334824693244e-01,6.179324782707311670e-01
1.310326065213042623e+00,6.170511916012264564e-01,6.153159106054262306e-01
1.310722144428885905e+00,6.169931353995878887e-01,6.135402516560386488e-01
1.311118223644728964e+00,6.169351650625498618e-01,6.182762195141445760e-01
1.311514302860572023e+00,6.168772807752779253e-01,6.176824001092274807e-01
1.311910382076415305e+00,6.168194827231062716e-01,6.134984429279330964e-01
1.312306461292258586e+00,6.167617710915368479e-01,6.185177684914766605e-01
1.312702540508101645e+00,6.167041460662385788e-01,6.114789640384393765e-01
1.313098619723944704e+00,6.166763049856619494e-01,6.161393095332883263e-01
1.313494698939787986e+00,6.166188671454269077e-01,6.147279256340804077e-01
1.313890778155631267e+00,6.165615164582940455e-01,6.149736878096256909e-01
1.314286857371474326e+00,6.165042531105121570e-01,6.132538798448365913e-01
1.314682936587317386e+00,6.164470772884927952e-01,6.193045595628784428e-01
1.315079015803160667e+00,6.163899891788096053e-01,6.180878338149570217e-01
1.315475095019003726e+00,6.163329889681974372e-01,6.198832497686309617e-01
1.315871174234847008e+00,6.162760768435514569e-01,6.166675688894870389e-01
1.316267253450690067e+00,6.162192529919263695e-01,6.123250920293387134e-01
1.316663332666533348e+00,6.161625176005356419e-01,6.150255130467011666e-01
1.317059411882376407e+00,6.161058708567507258e-01,6.125313174406300520e-01
1.317455491098219689e+00,6.160493129480997254e-01,6.173896984430394808e-01
1.317851570314062748e+00,6.159928440622670642e-01,6.195889618494118123e-01
1.318247649529906029e+00,6.159364643870925971e-01,6.168847355618313211e-01
1.318643728745749089e+00,6.158801741105703886e-01,6.140426113689914089e-01
1.319039807961592370e+00,6.158239734208482696e-01,6.146739920533980106e-01
1.319435887177435429e+00,6.157678625062265043e-01,6.163392125142264089e-01
1.319831966393278710e+00,6.157118415551574575e-01,6.113307693745060334e-01
1.320228045609121770e+00,6.156559107562441513e-01,6.160597171860228149e-01
1.320624124824965051e+00,6.156000702982395989e-01,6.161505639308126892e-01
1.321020204040808110e+00,6.155443203700461385e-01,6.138635917430895761e-01
1.321416283256651392e+00,6.154886611607139901e-01,6.141865553595778904e-01
1.321812362472494451e+00,6.154330928594408112e-01,6.158946267886956649e-01
1.322208441688337732e+00,6.153776156555706978e-01,6.128627491138021188e-01
1.322604520904180792e+00,6.153222297385930739e-01,6.128008413566031765e-01
1.323000600120024073e+00,6.152669352981418038e-01,6.175468478913657133e-01
1.323396679335867132e+00,6.152117325239944146e-01,6.158218446826090320e-01
1.323792758551710413e+00,6.151566216060709857e-01,6.201326124085165814e-01
1.324188837767553473e+00,6.151016027344332615e-01,6.120776687376477954e-01
1.324584916983396754e+00,6.150466760992835402e-01,6.096437785533169729e-01
1.324980996199239813e+00,6.149918418909640083e-01,6.177481785434676409e-01
1.325377075415083095e+00,6.149371002999557412e-01,6.177395335563296008e-01
1.325773154630926154e+00,6.148824515168773708e-01,6.125959015386727158e-01
1.326169233846769435e+00,6.148278957324843086e-01,6.103493246937947703e-01
1.326565313062612494e+00,6.147734331376678574e-01,6.145568613640746136e-01
1.326961392278455776e+00,6.147190639234541010e-01,6.093853477558248688e-01
1.327357471494298835e+00,6.146647882810031271e-01,6.135578943410269215e-01
1.327753550710141894e+00,6.146106064016075843e-01,6.079778698015722016e-01
1.328149629925985176e+00,6.145565184766919042e-01,6.137526811859868037e-01
1.328545709141828457e+00,6.145025246978114142e-01,6.080484738872234951e-01
1.328941788357671516e+00,6.144486252566512263e-01,6.136421064523394087e-01
1.329337867573514576e+00,6.143948203450249057e-01,6.188483541265569210e-01
1.329733946789357857e+00,6.143411101548740261e-01,6.134390244775766998e-01
1.330130026005201138e+00,6.142874948782665045e-01,6.164932106238613096e-01
1.330526105221044197e+00,6.142339747073958245e-01,6.122027444731203971e-01
1.330922184436887257e+00,6.141805498345801473e-01,6.113951007172608865e-01
1.331318263652730538e+00,6.141272204522610911e-01,6.095219853301649948e-01
1.331714342868573819e+00,6.140739867530023988e-01,6.170809121415631315e-01
1.332110422084416879e+00,6.140208489294891603e-01,6.137299097377461043e-01
1.332506501300259938e+00,6.139678071745268140e-01,6.187147619778635699e-01
1.332902580516103219e+00,6.139148616810399250e-01,6.102554061504344984e-01
1.333298659731946501e+00,6.138074587953933348e-01,6.130121815926858897e-01
1.333694738947789560e+00,6.137819223686337144e-01,6.138904827327976710e-01
1.334090818163632619e+00,6.137292553690760766e-01,6.178337704648801942e-01
1.334486897379475900e+00,6.136766854179219743e-01,6.190074893717032456e-01
1.334882976595319182e+00,6.136242127087566667e-01,6.115404326361069121e-01
1.335279055811162241e+00,6.135718374352781002e-01,6.100309856997293556e-01
1.335675135027005300e+00,6.135195597912956877e-01,6.081680233567093863e-01
1.336071214242848582e+00,6.134673799707291986e-01,6.173335494769027765e-01
1.336467293458691863e+00,6.134152981676074257e-01,6.130073154749470232e-01
1.336863372674534922e+00,6.133633145760674088e-01,6.112708838340562556e-01
1.337259451890377981e+00,6.133114293903528802e-01,6.130071093704457796e-01
1.337655531106221263e+00,6.132061856842558889e-01,6.053794602664283042e-01
1.338051610322064544e+00,6.131811648026704864e-01,6.078512657256179841e-01
1.338447689537907603e+00,6.131295649818722104e-01,6.157809718424903656e-01
1.338843768753750663e+00,6.130780643595197255e-01,6.141101620210756007e-01
1.339239847969593944e+00,6.130266631304550629e-01,6.133209016097320720e-01
1.339635927185437225e+00,6.129753614896202851e-01,6.098143007583473052e-01
1.340032006401280285e+00,6.129241596320560426e-01,6.145301947786724339e-01
1.340428085617123344e+00,6.128730577529004631e-01,6.180507737295024562e-01
1.340824164832966625e+00,6.127694091255683206e-01,6.089376044176608715e-01
1.341220244048809684e+00,6.127447690893920162e-01,6.126302797035388936e-01
1.341616323264652966e+00,6.126939576114763808e-01,6.112294064263854576e-01
1.342012402480496025e+00,6.126432469084479582e-01,6.135660824128164048e-01
1.342408481696339306e+00,6.125926371759951028e-01,6.124743615355106030e-01
1.342804560912182366e+00,6.125421286098966522e-01,6.119402687444426281e-01
1.343200640128025647e+00,6.124396881633091816e-01,6.096322421230372379e-01
1.343596719343868706e+00,6.124153365913542757e-01,6.122065808287929789e-01
1.343992798559711987e+00,6.123651222285494411e-01,6.103602487501860185e-01
1.344388877775555047e+00,6.123150098313382417e-01,6.117138200940339665e-01
1.344784956991398328e+00,6.122649995960125491e-01,6.119124582639858811e-01
1.345181036207241387e+00,6.122150917189470576e-01,6.140159782779013309e-01
1.345577115423084669e+00,6.121138744509465601e-01,6.102049224562688945e-01
1.345973194638927728e+00,6.120898149170856950e-01,6.109575543067735648e-01
1.346369273854771009e+00,6.120402050580980857e-01,6.150941057634113918e-01
1.346765353070614069e+00,6.119906983591804073e-01,6.111737167723213515e-01
1.347161432286457350e+00,6.119412950171820853e-01,6.109934023556755633e-01
1.347557511502300409e+00,6.118411051251255728e-01,6.142719155673485032e-01
1.347953590718143690e+00,6.118172908777035346e-01,6.124728694324284017e-01
1.348349669933986750e+00,6.117681887484466285e-01,6.118799166200894479e-01
1.348745749149830031e+00,6.117191907799650608e-01,6.122177772354675529e-01
1.349141828365673090e+00,6.116702971695499036e-01,6.077912362519316547e-01
1.349537907581516372e+00,6.115711452190876196e-01,6.127957561660594132e-01
1.349933986797359431e+00,6.115475787755744186e-01,6.153689726771852664e-01
1.350330066013202712e+00,6.114989895805179598e-01,6.130887389137428256e-01
1.350726145229045772e+00,6.114505055492900354e-01,6.066319743668141529e-01
1.351122224444889053e+00,6.114021268795897246e-01,6.121079077725707362e-01
1.351518303660732112e+00,6.113040234616544666e-01,6.084458487063776344e-01
1.351914382876575393e+00,6.112807073453938589e-01,6.104606884693070112e-01
1.352310462092418453e+00,6.112326363010327501e-01,6.114843654613059121e-01
1.352706541308261734e+00,6.111846714257233026e-01,6.074735798575645607e-01
1.353102620524104793e+00,6.110874105865065076e-01,6.149637269070105106e-01
1.353498699739948075e+00,6.110642956269518589e-01,6.107293106510408576e-01
1.353894778955791134e+00,6.110166409582571401e-01,6.132678601280788788e-01
1.354290858171634415e+00,6.109690932675057029e-01,6.127495328434282573e-01
1.354686937387477474e+00,6.108726818994349994e-01,6.147827519133625129e-01
1.355083016603320534e+00,6.108253301004473723e-01,6.142806352232876854e-01
1.355479095819163815e+00,6.107780859072619029e-01,6.062386053364073879e-01
1.355875175035007096e+00,6.107309495185402337e-01,6.107453822274336863e-01
1.356271254250850156e+00,6.106839211329883055e-01,6.041667045830609872e-01
1.356667333466693215e+00,6.106370009493549134e-01,6.091856700044102624e-01
1.357063412682536496e+00,6.105901891664302639e-01,6.126254572247117336e-01
1.357459491898379778e+00,6.104952762453557114e-01,6.131301662037574873e-01
1.357855571114222837e+00,6.104486637493706791e-01,6.142101416240139944e-01
1.358251650330065896e+00,6.104021602838317628e-01,6.091668273348826990e-01
1.358647729545909177e+00,6.103557660478379221e-01,6.112136582911915639e-01
1.359043808761752459e+00,6.103094812405222003e-01,6.105005021330180970e-01
1.359439887977595518e+00,6.102633060610497262e-01,6.139643664963776448e-01
1.359835967193438577e+00,6.101696893770727215e-01,6.148355893491341817e-01
1.360232046409281859e+00,6.101474443919557844e-01,6.089728444959170428e-01
1.360628125625125140e+00,6.101015904677810076e-01,6.213564953695800419e-01
1.361024204840968199e+00,6.100086279065962680e-01,6.099005057040580713e-01
1.361420284056811258e+00,6.099629776565810291e-01,6.087663123566980916e-01
1.361816363272654540e+00,6.099174382807771577e-01,6.116209583910188208e-01
1.362212442488497821e+00,6.098720099787691140e-01,6.120535871339426448e-01
1.362608521704340880e+00,6.098266929501613420e-01,6.113735357144478577e-01
1.363004600920183940e+00,6.097814873945763825e-01,6.077424574940437640e-01
1.363400680136027221e+00,6.096898449873465742e-01,6.140212479018988256e-01
1.363796759351870502e+00,6.096448460378752765e-01,6.097223176295597513e-01
1.364192838567713562e+00,6.095999591944980533e-01,6.141313696945441825e-01
1.364588917783556621e+00,6.095551846570509413e-01,6.136548702415933754e-01
1.364984996999399902e+00,6.095105226253805242e-01,6.056139569373789611e-01
1.365381076215243183e+00,6.094199868982698165e-01,6.064070475174773156e-01
1.365777155431086243e+00,6.093755339272536320e-01,6.063028345138223862e-01
1.366173234646929302e+00,6.093311940960016715e-01,6.100124267777756737e-01
1.366569313862772583e+00,6.092869676045405969e-01,6.093833099720430413e-01
1.366965393078615643e+00,6.092428546528992905e-01,6.099855803715013014e-01
1.367361472294458924e+00,6.091534368999017568e-01,6.066553044717533094e-01
1.367757551510301983e+00,6.091095354665220230e-01,6.103309775642682400e-01
1.368153630726145265e+00,6.090657482077236340e-01,6.132210620370284193e-01
1.368549709941988324e+00,6.090220753236811335e-01,6.049612911797439541e-01
1.368945789157831605e+00,6.089785170145630699e-01,6.083371312836203249e-01
1.369341868373674664e+00,6.088902285421730065e-01,6.095832458056827940e-01
1.369737947589517946e+00,6.088468842113720081e-01,6.084057324756309004e-01
1.370134026805361005e+00,6.088036550908846323e-01,6.081612727566079180e-01
1.370530106021204286e+00,6.087605413809902277e-01,6.140173333346260476e-01
1.370926185237047346e+00,6.086731581474632558e-01,6.124743606618177072e-01
1.371322264452890627e+00,6.086302603952040702e-01,6.111304452251825614e-01
1.371718343668733686e+00,6.085874786894143185e-01,6.062558799992399106e-01
1.372114422884576967e+00,6.085448132304558388e-01,6.152216333903713918e-01
1.372510502100420027e+00,6.084583426581141596e-01,6.094960506462813177e-01
1.372906581316263308e+00,6.084158951374144531e-01,6.066369673088924941e-01
1.373302660532106367e+00,6.083735644998120584e-01,6.073164326554055803e-01
1.373698739747949649e+00,6.083313509457224377e-01,6.068183650882493785e-01
1.374094818963792708e+00,6.082458004611412949e-01,6.145654103930252576e-01
1.374490898179635989e+00,6.082038068268953435e-01,6.087773677539255468e-01
1.374886977395479049e+00,6.081619309127180850e-01,6.083098899615463351e-01
1.375283056611322330e+00,6.081201729190485183e-01,6.016203364410938059e-01
1.375679135827165389e+00,6.080355499518288465e-01,6.102069807086606401e-01
1.376075215043008670e+00,6.079940138601995780e-01,6.047795259889440223e-01
1.376471294258851730e+00,6.079525963258221033e-01,6.045237264245829634e-01
1.376867373474695011e+00,6.079112975491290927e-01,6.097099706430211263e-01
1.377263452690538070e+00,6.078276095306448523e-01,6.051983839790854303e-01
1.377659531906381352e+00,6.077865346384421219e-01,6.102550394899598496e-01
1.378055611122224411e+00,6.077455791407521124e-01,6.110722584045975569e-01
1.378451690338067692e+00,6.076625900480027154e-01,6.022554052865300989e-01
1.378847769553910751e+00,6.076218599349737515e-01,6.071745298303689031e-01
1.379243848769754033e+00,6.075812498533930128e-01,6.028207959466594934e-01
1.379639927985597092e+00,6.074989640297118187e-01,6.072741620812674990e-01
1.380036007201440373e+00,6.074585808331585124e-01,6.101561747686772286e-01
1.380432086417283433e+00,6.074183183050356760e-01,6.032878362073199607e-01
1.380828165633126492e+00,6.073781766456991527e-01,6.127456560779158679e-01
1.381224244848969773e+00,6.072968444784022646e-01,6.063229210617642195e-01
1.381620324064813055e+00,6.072569316862983513e-01,6.036642282861793829e-01
1.382016403280656114e+00,6.072171403997803640e-01,6.067991883438378364e-01
1.382412482496499173e+00,6.071365215745023747e-01,6.094668457576770670e-01
1.382808561712342454e+00,6.070969606550423725e-01,6.029181607669584775e-01
1.383204640928185736e+00,6.070575218778699877e-01,6.070147239944251316e-01
1.383600720144028795e+00,6.069776207363480891e-01,6.028081832475297164e-01
1.383996799359871854e+00,6.069384138257017947e-01,6.105010523402752964e-01
1.384392878575715136e+00,6.068993296938833826e-01,6.073129483723813671e-01
1.384788957791558417e+00,6.068201505766717130e-01,6.054920960137315511e-01
1.385185037007401476e+00,6.067812998103195854e-01,6.098337592334628354e-01
1.385581116223244535e+00,6.067425724591097858e-01,6.028227386803163279e-01
1.385977195439087817e+00,6.066641197050997025e-01,6.054290593242824814e-01
1.386373274654931098e+00,6.066256272175954978e-01,6.121081829186197920e-01
1.386769353870774157e+00,6.065872587812572991e-01,6.061580596398651322e-01
1.387165433086617217e+00,6.065095367271921001e-01,6.105222195197643753e-01
1.387561512302460498e+00,6.064714046519223967e-01,6.069986125028867807e-01
1.387957591518303779e+00,6.063941638302607906e-01,6.042352889452066167e-01
1.388353670734146839e+00,6.063562691328813203e-01,6.055576050195390359e-01
1.388749749949989898e+00,6.063184995580827019e-01,6.064893016827819228e-01
1.389145829165833179e+00,6.062419967221728268e-01,6.049519555752440603e-01
1.389541908381676460e+00,6.062044660211197700e-01,6.036703608318390035e-01
1.389937987597519520e+00,6.061670610777158963e-01,6.037598860434244541e-01
1.390334066813362579e+00,6.060913005571528789e-01,6.015778967468617955e-01
1.390730146029205860e+00,6.060541359819954232e-01,6.063214457918120193e-01
1.391126225245049142e+00,6.059788648359462071e-01,6.070951073706607470e-01
1.391522304460892201e+00,6.059419416440401385e-01,6.081238413501862672e-01
1.391918383676735260e+00,6.058671619349151882e-01,6.003844031977223494e-01
1.392314462892578542e+00,6.058304811408388169e-01,6.081820843054270842e-01
1.392710542108421823e+00,6.057939276085881897e-01,6.056766093903126480e-01
1.393106621324264882e+00,6.057199004312495694e-01,6.013680525756478490e-01
1.393502700540107941e+00,6.056835907881347181e-01,6.059110961254789984e-01
1.393898779755951223e+00,6.056100601389818872e-01,6.079878445724711256e-01
1.394294858971794282e+00,6.055739953979142332e-01,6.070752575914617477e-01
1.394690938187637563e+00,6.055009633349420772e-01,6.076109450478390794e-01
1.395087017403480623e+00,6.054651445081966621e-01,6.082351478135162859e-01
1.395483096619323904e+00,6.054294544443201698e-01,6.080513262089000115e-01
1.395879175835166963e+00,6.053571851069911025e-01,6.051848349604438404e-01
1.396275255051010245e+00,6.053217424445090922e-01,5.990090506190254294e-01
1.396671334266853304e+00,6.052499767709351719e-01,6.029062820536656986e-01
1.397067413482696585e+00,6.052147825199288844e-01,6.062185709350746965e-01
1.397463492698539644e+00,6.051435225621880631e-01,6.036709040980646757e-01
1.397859571914382926e+00,6.051085777318861991e-01,6.071017243568129773e-01
1.398255651130225985e+00,6.050378255402760752e-01,6.073682798552263451e-01
1.398651730346069266e+00,6.050031311389924005e-01,6.050851979729798824e-01
1.399047809561912326e+00,6.049328887619023210e-01,6.105104500690066160e-01
1.399443888777755607e+00,6.048984457969718287e-01,6.019118469723173659e-01
1.399839967993598666e+00,6.048287152807538813e-01,6.075618902785353548e-01
1.400236047209441947e+00,6.047945247584692874e-01,6.033167667481095231e-01
1.400632126425285007e+00,6.047253081473080716e-01,6.023239092049746946e-01
1.401028205641128288e+00,6.046913710728556435e-01,6.063978168826307247e-01
1.401424284856971347e+00,6.046226704086372639e-01,6.027158291005814128e-01
1.401820364072814629e+00,6.045889877860315398e-01,6.071068547311798680e-01
1.402216443288657688e+00,6.045208051082109346e-01,6.009619240465562395e-01
1.402612522504500969e+00,6.044873779402295533e-01,6.045341297423972859e-01
1.403008601720344029e+00,6.044197152856973787e-01,6.018309255187868079e-01
1.403404680936187310e+00,6.043865445738146880e-01,6.036231103949660781e-01
1.403800760152030369e+00,6.043194039767627590e-01,6.031451699518127763e-01
1.404196839367873650e+00,6.042525157474794018e-01,6.008086076041693202e-01
1.404592918583716710e+00,6.042197269704849827e-01,6.061285659693903538e-01
1.404988997799559991e+00,6.041533639072522721e-01,6.003606332836498582e-01
1.405385077015403050e+00,6.041208341149120198e-01,6.011235654140442142e-01
1.405781156231246332e+00,6.040549982452206867e-01,6.066732517512074541e-01
1.406177235447089391e+00,6.040227284342374325e-01,6.068869494872608517e-01
1.406573314662932450e+00,6.039574217824014157e-01,6.059057576084238006e-01
1.406969393878775731e+00,6.038923715702929629e-01,6.048584933432199495e-01
1.407365473094619013e+00,6.038604892167461768e-01,6.106413068175680081e-01
1.407761552310462072e+00,6.037959713156354491e-01,6.001137550782500441e-01
1.408157631526305131e+00,6.037317116073422918e-01,6.014487470633226307e-01
1.408553710742148413e+00,6.037002190938696167e-01,6.006663867317902916e-01
1.408949789957991694e+00,6.036364947828110061e-01,6.062808712801572852e-01
1.409345869173834753e+00,6.036052662835577065e-01,6.044182961243302898e-01
1.409741948389677813e+00,6.035420793811856477e-01,6.068240371792006371e-01
1.410138027605521094e+00,6.034791535658409201e-01,6.063464405626004528e-01
1.410534106821364375e+00,6.034483188352981475e-01,6.027234439619587603e-01
1.410930186037207434e+00,6.033859335016089620e-01,6.008797434961770101e-01
1.411326265253050494e+00,6.033238109955001427e-01,6.002984610995847348e-01
1.411722344468893775e+00,6.032933723997903064e-01,6.098803935346696070e-01
1.412118423684737056e+00,6.032317934400220905e-01,6.060872634810453574e-01
1.412514502900580116e+00,6.031704790432282914e-01,6.049030750707993231e-01
1.412910582116423175e+00,6.031404389416979983e-01,6.020774476156371957e-01
1.413306661332266456e+00,6.030796711471181348e-01,6.024394766348332153e-01
1.413702740548109738e+00,6.030191696454185735e-01,6.019418932381288556e-01
1.414098819763952797e+00,6.029589350300061934e-01,6.019425805443323618e-01
1.414494898979795856e+00,6.029294273915409841e-01,5.956739292857364809e-01
1.414890978195639137e+00,6.028697434803872435e-01,6.026411452304933913e-01
1.415287057411482419e+00,6.028103281779370048e-01,6.016189271777346859e-01
1.415683136627325478e+00,6.027812245400328006e-01,6.036060935098341851e-01
1.416079215843168537e+00,6.027223629756620626e-01,6.033068816651706578e-01
1.416475295059011819e+00,6.026637717361419400e-01,6.051799257161184498e-01
1.416871374274855100e+00,6.026054514102778814e-01,6.025225035689800723e-01
1.417267453490698159e+00,6.025474025862590510e-01,6.048946979630898113e-01
1.417663532706541218e+00,6.025189727644643112e-01,5.947926436999981803e-01
1.418059611922384500e+00,6.024614827953418406e-01,5.991144515416187977e-01
1.418455691138227781e+00,6.024042660336739186e-01,6.075385944248616887e-01
1.418851770354070840e+00,6.023473230647077292e-01,5.986467663715537846e-01
1.419247849569913900e+00,6.022906544730025624e-01,6.014107401659268826e-01
1.419643928785757181e+00,6.022629052262055138e-01,6.043407158314892946e-01
1.420040008001600240e+00,6.022068005758020037e-01,5.995166417715661611e-01
1.420436087217443522e+00,6.021509719967538254e-01,6.042760954823260811e-01
1.420832166433286581e+00,6.020954200703946269e-01,5.977686507324350140e-01
1.421228245649129862e+00,6.020401453772965539e-01,5.962576268260977308e-01
1.421624324864972921e+00,6.019851484972552624e-01,5.979547915934136926e-01
1.422020404080816203e+00,6.019582235269794745e-01,5.969546212849865530e-01
1.422416483296659262e+00,6.019037966730448330e-01,6.018082185486635094e-01
1.422812562512502543e+00,6.018496493113212331e-01,6.008538313125175723e-01
1.423208641728345603e+00,6.017957820180317441e-01,6.027386147923646798e-01
1.423604720944188884e+00,6.017421953685483382e-01,5.985925119582889975e-01
1.424000800160031943e+00,6.016888899373762367e-01,6.092751620516732025e-01
1.424396879375875224e+00,6.016358662981394767e-01,6.013070038131569373e-01
1.424792958591718284e+00,6.015831250235649241e-01,6.014033728574535997e-01
1.425189037807561565e+00,6.015306666854677298e-01,6.028556470933037481e-01
1.425585117023404624e+00,6.014784918547355641e-01,6.007056925937217517e-01
1.425981196239247906e+00,6.014266011013131852e-01,5.994900387494357386e-01
1.426377275455090965e+00,6.013749949941876727e-01,6.015903906242235921e-01
1.426773354670934246e+00,6.013236741013719966e-01,6.040380068416326687e-01
1.427169433886777306e+00,6.012726389898904733e-01,6.032279161461575612e-01
1.427565513102620587e+00,6.012218902257623343e-01,6.040061312873740151e-01
1.427961592318463646e+00,6.011714283739865161e-01,5.994380862793142750e-01
1.428357671534306927e+00,6.011212539985263392e-01,5.987563488632776654e-01
1.428753750750149987e+00,6.010713676622930768e-01,6.070448688812970506e-01
1.429149829965993268e+00,6.010217699271305225e-01,6.002661006315248571e-01
1.429545909181836327e+00,6.009724613537991145e-01,6.023695425916578694e-01
1.429941988397679609e+00,6.009234425019603920e-01,6.031012080185873536e-01
1.430338067613522668e+00,6.008747139301604534e-01,6.051002209860675274e-01
1.430734146829365949e+00,6.008262761958145237e-01,5.967365914953599582e-01
1.431130226045209008e+00,6.007781298551906346e-01,5.993019221674730224e-01
1.431526305261052290e+00,6.007302754633937480e-01,5.993943955483479469e-01
1.431922384476895349e+00,6.006827135743495472e-01,5.997434715116118920e-01
1.432318463692738408e+00,6.006354447407883379e-01,5.933627393949642004e-01
1.432714542908581690e+00,6.005884695142289509e-01,6.002656812295384947e-01
1.433110622124424971e+00,6.005417884449623100e-01,5.918262686443358511e-01
1.433506701340268030e+00,6.004954020820351124e-01,6.013566822757296926e-01
1.433902780556111090e+00,6.004493109732338407e-01,6.020298541190449715e-01
1.434298859771954371e+00,6.003899160251978673e-01,6.021521830454141799e-01
1.434694938987797652e+00,6.003444118499161597e-01,5.966991668583798702e-01
1.435091018203640711e+00,6.002931756618242742e-01,6.031283191168919089e-01
1.435487097419483771e+00,6.002419751312251250e-01,5.976202533237762182e-01
1.435883176635327052e+00,6.001907293557007250e-01,5.964802478981605649e-01
1.436279255851170333e+00,6.001395850639350549e-01,5.971700981440947187e-01
1.436675335067013393e+00,6.000883306462225786e-01,5.975172158617397811e-01
1.437071414282856452e+00,6.000373359992026145e-01,6.005278643142359929e-01
1.437467493498699733e+00,5.999858388451593250e-01,6.024338709573241468e-01
1.437863572714543015e+00,5.999354957580378400e-01,5.936053276216239905e-01
1.438259651930386074e+00,5.998824941761030649e-01,5.982346630631154571e-01
1.438655731146229133e+00,5.998358172524427268e-01,6.025177322063197671e-01
1.439051810362072414e+00,5.997729762691258459e-01,6.003615610974180061e-01
