t,S,I,V,V_stock,dS_dt,dS_dt_noisy
1.661132226445289106e+01,1.060767779371958319e+01,1.508341724617806108e+02,1.278404245872241241e+01,2.720184966539887341e+02,-1.607590767771611029e+00,-1.142481443877236380e+00
1.663532706541308315e+01,1.056927194957604677e+01,1.501523213382478446e+02,1.278178855429852767e+01,2.721240412060282665e+02,-1.592283357202093796e+00,-6.135140147842860214e-01
1.665933186637327523e+01,1.053123154707939513e+01,1.494733826793588491e+02,1.277952328827371886e+01,2.722295475421420292e+02,-1.577141003917071238e+00,-1.886901891001795395e+00
1.668333666733346377e+01,1.049355265770593881e+01,1.487973463352829242e+02,1.277724677616361681e+01,2.723350155706107785e+02,-1.562161587563128951e+00,-9.981622059600079311e-01
1.670734146829365585e+01,1.045623140914352334e+01,1.481242021490460843e+02,1.277495913230843705e+01,2.724404452008791395e+02,-1.547343019858236080e+00,-2.278187290075059046e+00
1.673134626925384794e+01,1.041926398529156650e+01,1.474539399565318263e+02,1.277266046987297798e+01,2.725458363435556066e+02,-1.532683244181739513e+00,-2.904643611804136327e+00
1.675535107021404002e+01,1.038264659339989926e+01,1.467865496182960499e+02,1.277035090135417583e+01,2.726511889099054997e+02,-1.518180229988917551e+00,-3.212975203705537908e+00
1.677935587117423211e+01,1.034637543961167516e+01,1.461220210517077192e+02,1.276803053890468398e+01,2.727565028115271843e+02,-1.503831968800585450e+00,-2.055541539831009956e+00
1.680336067213442419e+01,1.031044685411481687e+01,1.454603441096462006e+02,1.276569949240314550e+01,2.728617779622809394e+02,-1.489636493552209062e+00,-2.038577915976709676e+00
1.682736547309461628e+01,1.027485721225889570e+01,1.448015086487966983e+02,1.276335787072577865e+01,2.729670142770180519e+02,-1.475591865586323603e+00,-2.104969263183035011e+00
1.685137027405480836e+01,1.023960293005413291e+01,1.441455045338017271e+02,1.276100578181723577e+01,2.730722116715101038e+02,-1.461696173603255655e+00,-5.010501144601192891e+00
1.687537507501500045e+01,1.020468046417139618e+01,1.434923216372612274e+02,1.275864333269061035e+01,2.731773700624488583e+02,-1.447947533330356862e+00,-3.446551133366898334e+00
1.689937987597519253e+01,1.017008631194220314e+01,1.428419498397324219e+02,1.275627062942742995e+01,2.732824893674463169e+02,-1.434344087194334705e+00,-1.966976576387789777e+00
1.692338467693538462e+01,1.013581701135871427e+01,1.421943790297299017e+02,1.275388777717766509e+01,2.733875695050348327e+02,-1.420884003996671252e+00,-1.133867376399119831e+00
1.694738947789557670e+01,1.010186914107374001e+01,1.415495991037256260e+02,1.275149488015971677e+01,2.734926103946667695e+02,-1.407565478592105235e+00,-1.986358103639151107e+00
1.697139427885576879e+01,1.006823932040073899e+01,1.409075999661488652e+02,1.274909204166042898e+01,2.735976119567148999e+02,-1.394386731570157911e+00,-2.271283931920861754e+00
1.699539907981596087e+01,1.003492420931381623e+01,1.402683715293863145e+02,1.274667936403508328e+01,2.737025741124721208e+02,-1.381346008939691394e+00,-3.689819342091328558e+00
1.701940388077615296e+01,1.000192050844772496e+01,1.396319037137818952e+02,1.274425694870739534e+01,2.738074967841517378e+02,-1.368441581816470354e+00,6.530574571594587319e-01
1.704340868173634505e+01,9.969224959097864769e+00,1.389981864476370106e+02,1.274182489616952196e+01,2.739123798948870672e+02,-1.355671746113720655e+00,-2.456783025580647539e+00
1.706741348269653713e+01,9.936834343220283472e+00,1.383672096672103180e+02,1.273938330598205759e+01,2.740172233687318339e+02,-1.343034822235653847e+00,3.403618154634400206e-01
1.709141828365672922e+01,9.904745483431675268e+00,1.377389633167178431e+02,1.273693227677403073e+01,2.741220271306598875e+02,-1.330529154773950395e+00,2.301567622195965779e-01
1.711542308461692130e+01,9.872955243009386095e+00,1.371134373483330080e+02,1.273447190624291281e+01,2.742267911065653152e+02,-1.318153112207175681e+00,-1.044224046306242659e+00
1.713942788557711339e+01,9.841460525891401190e+00,1.364906217221865177e+02,1.273200229115460758e+01,2.743315152232625564e+02,-1.305905086603114551e+00,-1.878514491665792763e+00
1.716343268653730547e+01,9.810258276676359301e+00,1.358705064063665020e+02,1.272952352734345993e+01,2.744361994084861180e+02,-1.293783493324002443e+00,-1.161567962141738741e+00
1.718743748749749756e+01,9.779345480623547360e+00,1.352530813769183169e+02,1.272703570971225240e+01,2.745408435908909155e+02,-1.281786770734638647e+00,-2.434828744773994025e+00
1.721144228845768964e+01,9.748719163652896924e+00,1.346383366178448284e+02,1.272453893223220334e+01,2.746454477000519319e+02,-1.269913379913362395e+00,-1.009183253215371501e+00
1.723544708941788173e+01,9.718376392344985959e+00,1.340262621211061003e+02,1.272203328794297050e+01,2.747500116664644452e+02,-1.258161804365867775e+00,-1.255209656516278471e+00
1.725945189037807381e+01,9.688314273941042387e+00,1.334168478866196494e+02,1.271951886895264927e+01,2.748545354215440852e+02,-1.246530549741851290e+00,-7.145622817935902704e-01
1.728345669133826590e+01,9.658529955201844430e+00,1.328100839232143642e+02,1.271699576645759677e+01,2.749590188976067111e+02,-1.235018143390656631e+00,-2.845812947468747689e-01
1.730746149229845798e+01,9.629020562333508337e+00,1.322059603028303059e+02,1.271446407176713222e+01,2.750634620268446611e+02,-1.223623125550656443e+00,5.092153618621884092e-01
1.733146629325865007e+01,9.599783281811982150e+00,1.316044671008427542e+02,1.271192387486173736e+01,2.751678647427672217e+02,-1.212344060864622763e+00,-1.600659895381276510e+00
1.735547109421884215e+01,9.570815364747295106e+00,1.310055943828139959e+02,1.270937526436475196e+01,2.752722269802292772e+02,-1.201179538544332459e+00,-1.577911207850497544e-01
1.737947589517903424e+01,9.542114091571733070e+00,1.304093322318784089e+02,1.270681832816641688e+01,2.753765486748075091e+02,-1.190128167020839900e+00,-1.981797747649740593e+00
1.740348069613922632e+01,9.513676772039833196e+00,1.298156707487426047e+02,1.270425315342386163e+01,2.754808297628006244e+02,-1.179188573715055144e+00,-2.073753521236316288e+00
1.742748549709941841e+01,9.485500745228391040e+00,1.292246000516853996e+02,1.270167982656112216e+01,2.755850701812291277e+02,-1.168359404810512370e+00,-1.786415840129888188e+00
1.745149029805961050e+01,9.457583379536453450e+00,1.286361102765577300e+02,1.269909843326912657e+01,2.756892698678354350e+02,-1.157639325028313682e+00,-2.139604980817974678e+00
1.747549509901980258e+01,9.429922072685327450e+00,1.280501915767827938e+02,1.269650905850570410e+01,2.757934287610839306e+02,-1.147027017404243843e+00,-1.667626990695858513e-01
1.749949989997999467e+01,9.402514251718571359e+00,1.274668341233559374e+02,1.269391178649557794e+01,2.758975468001607396e+02,-1.136521183068026630e+00,-2.132800446063015665e-01
1.752350470094018675e+01,9.375357373001998340e+00,1.268860281048446836e+02,1.269130670073037237e+01,2.760016239249740693e+02,-1.126120541024719923e+00,1.461912060146701720e-01
1.754750950190037884e+01,9.348448922223678181e+00,1.263077637273887461e+02,1.268869388396860565e+01,2.761056600761539244e+02,-1.115823827938232871e+00,-1.141124157202352940e+00
1.757151430286057092e+01,9.321786414393933740e+00,1.257320312147000436e+02,1.268607341823569890e+01,2.762096551950522780e+02,-1.105629797916947155e+00,-8.312482018296692976e-01
1.759551910382076301e+01,9.295367393845346271e+00,1.251588208080626714e+02,1.268344538482396722e+01,2.763136092237428443e+02,-1.095537222301434799e+00,-1.673964220901503097e+00
1.761952390478095509e+01,9.269189434232750102e+00,1.245881227663328872e+02,1.268080986429262147e+01,2.764175221050214191e+02,-1.085544889454248541e+00,-2.236506137303997832e+00
1.764352870574114718e+01,9.243250138533234406e+00,1.240199273659391679e+02,1.267816693646777360e+01,2.765213937824055961e+02,-1.075651604551783658e+00,-6.286334540202269672e-01
1.766753350670133926e+01,9.217547139046141425e+00,1.234542249008821528e+02,1.267551668044243307e+01,2.766252242001349373e+02,-1.065856189378183716e+00,-7.974830780616480874e-01
1.769153830766153135e+01,9.192078097393073577e+00,1.228910056827346864e+02,1.267285917457650690e+01,2.767290133031708592e+02,-1.056157482121288016e+00,-2.163170747179010700e+00
1.771554310862172343e+01,9.166840704517884575e+00,1.223302600406417895e+02,1.267019449649679608e+01,2.768327610371965761e+02,-1.046554337170600757e+00,-4.612218705239939931e-01
1.773954790958191552e+01,9.141832680686681201e+00,1.217719783213206455e+02,1.266752272309700267e+01,2.769364673486174411e+02,-1.037045624917264375e+00,-2.778772967516992765e+00
1.776355271054210760e+01,9.117051775487832188e+00,1.212161508890606711e+02,1.266484393053772806e+01,2.770401321845604343e+02,-1.027630231556035723e+00,-1.206628715680569730e+00
1.778755751150229969e+01,9.092495767831954012e+00,1.206627681257234173e+02,1.266215819424646583e+01,2.771437554928746749e+02,-1.018307058889234007e+00,-1.648620896004751923e+00
1.781156231246249178e+01,9.068162465951921547e+00,1.201118204307426538e+02,1.265946558891761242e+01,2.772473372221310228e+02,-1.009075024132664922e+00,-1.538351240355459115e+00
1.783556711342268386e+01,9.044049707402866289e+00,1.195632982211243416e+02,1.265676618851245827e+01,2.773508773216223062e+02,-9.999330597234932227e-01,-2.083390814948693937e+00
1.785957191438287595e+01,9.020155335754772352e+00,1.190171919491329504e+02,1.265406006670097661e+01,2.774543757409218188e+02,-9.908801101258040145e-01,-3.838601866390856099e-02
1.788357671534306803e+01,8.996477195729820409e+00,1.184734921152243032e+02,1.265134729691930637e+01,2.775578324298256234e+02,-9.819151311890835787e-01,-4.159669191399611998e-01
1.790758151630326012e+01,8.973013200322855099e+00,1.179321892152829747e+02,1.264862795110501814e+01,2.776612473396165228e+02,-9.730370985956275920e-01,2.103831682155470340e-01
1.793158631726345220e+01,8.949761285250916742e+00,1.173932737673161171e+02,1.264590210059037467e+01,2.777646204221715038e+02,-9.642450016833725712e-01,-8.337476530381952022e-01
1.795559111822364429e+01,8.926719407477863300e+00,1.168567363124548280e+02,1.264316981613074198e+01,2.778679516299333727e+02,-9.555378430952004010e-01,-2.253591497291075996e+00
1.797959591918383637e+01,8.903885545214377473e+00,1.163225674149542073e+02,1.264043116790459820e+01,2.779712409159107551e+02,-9.469146386221349854e-01,-1.325916156566949278e+00
1.800360072014402846e+01,8.881257697917970262e+00,1.157907576621932719e+02,1.263768622551351939e+01,2.780744882336780393e+02,-9.383744170480570190e-01,-2.129892222421602366e+00
1.802760552110422054e+01,8.858833886292972082e+00,1.152612976646749985e+02,1.263493505798219196e+01,2.781776935373754327e+02,-9.299162199959318809e-01,-4.831210550160009443e-01
1.805161032206441263e+01,8.836612152290534539e+00,1.147341780560263658e+02,1.263217773375840736e+01,2.782808567817090761e+02,-9.215391017755365510e-01,2.771668272727174642e-01
1.807561512302460471e+01,8.814590559108641088e+00,1.142093894929982412e+02,1.262941432071306025e+01,2.783839779219508159e+02,-9.132421292326806661e-01,-5.971517376530903753e-01
1.809961992398479680e+01,8.792767191192091047e+00,1.136869226554655086e+02,1.262664488614015212e+01,2.784870569139383178e+02,-9.050243815999029495e-01,-1.517545295459552523e+00
1.812362472494498888e+01,8.771140154232512032e+00,1.131667682464269973e+02,1.262386949675679126e+01,2.785900937140751239e+02,-8.968849503486391317e-01,-1.280212072832060510e+00
1.814762952590518097e+01,8.749707575168354623e+00,1.126489169920054678e+02,1.262108821870318920e+01,2.786930882793305386e+02,-8.888229390428494803e-01,-6.983729363762044562e-01
1.817163432686537305e+01,8.728467602184888818e+00,1.121333596414476688e+02,1.261830111754266426e+01,2.787960405672397428e+02,-8.808374631940936172e-01,-2.341194856744573727e+00
1.819563912782556514e+01,8.707418404714214688e+00,1.116200869671243083e+02,1.261550825826164157e+01,2.788989505359036229e+02,-8.729276501180438519e-01,-7.383255068584886338e-01
1.821964392878575723e+01,8.686558173435249941e+00,1.111090897645300117e+02,1.261270970526964774e+01,2.790018181439889986e+02,-8.650926387924274819e-01,-6.815947612680557377e-01
1.824364872974594931e+01,8.665885120273742359e+00,1.106003588522834207e+02,1.260990552239931972e+01,2.791046433507285087e+02,-8.573315797163854057e-01,-1.417574455368573183e+00
1.826765353070614140e+01,8.645397478402259139e+00,1.100938850721270938e+02,1.260709577290639594e+01,2.792074261159204980e+02,-8.496436347712390535e-01,-1.283678901816617923e+00
1.829165833166633348e+01,8.625093502240192223e+00,1.095896592889275638e+02,1.260428051946972339e+01,2.793101663999291873e+02,-8.420279770826544219e-01,-6.881833339976868302e-01
1.831566313262652557e+01,8.604971467453754741e+00,1.090876723906753085e+02,1.260145982419125232e+01,2.794128641636846169e+02,-8.344837908841942209e-01,-1.672772638140382906e+00
1.833966793358671765e+01,8.585029670955989900e+00,1.085879152884847798e+02,1.259863374859603979e+01,2.795155193686827033e+02,-8.270102713822450324e-01,-1.667473065378870523e+00
1.836367273454690974e+01,8.565266430906756767e+00,1.080903789165943891e+02,1.259580235363224787e+01,2.796181319769850120e+02,-8.196066246223145946e-01,-5.963576021432737129e-02
1.838767753550710182e+01,8.545680086712742707e+00,1.075950542323664934e+02,1.259296569967114365e+01,2.797207019512191550e+02,-8.122720673566823368e-01,-6.089013478184672756e-01
1.841168233646729391e+01,8.526268998321663517e+00,1.071019322166670946e+02,1.259012384652188032e+01,2.798232292545636142e+02,-8.050058268302897613e-01,8.536577739848945079e-01
1.843568713742748599e+01,8.507031514151412566e+00,1.066110038947813479e+02,1.258727685409166419e+01,2.799257138500884707e+02,-7.978071369311872107e-01,-1.805785135859681034e+00
1.845969193838767453e+01,8.487966015076587212e+00,1.061222603196064824e+02,1.258442478144378995e+01,2.800281557016961074e+02,-7.906752433518680068e-01,-2.591641092007376024e+00
1.848369673934786661e+01,8.469070915582655346e+00,1.056356925620973470e+02,1.258156768680127158e+01,2.801305547741178543e+02,-7.836094034738435576e-01,1.351694806940353377e-01
1.850770154030805870e+01,8.450344645709735758e+00,1.051512917190834031e+02,1.257870562793078584e+01,2.802329110325304669e+02,-7.766088841020593048e-01,1.575355346892284292e-01
1.853170634126825078e+01,8.431785651052582153e+00,1.046690489132684547e+02,1.257583866214266699e+01,2.803352244425559547e+02,-7.696729613558226379e-01,-1.531856287424047780e+00
1.855571114222844287e+01,8.413392392760583149e+00,1.041889552932306913e+02,1.257296684629090500e+01,2.804374949702618096e+02,-7.628009205607931831e-01,-2.255657933457312136e+00
1.857971594318863495e+01,8.395163347537771159e+00,1.037110020334227443e+02,1.257009023677314730e+01,2.805397225821608913e+02,-7.559920561420396812e-01,-8.281826473397999600e-01
1.860372074414882704e+01,8.377097007642815285e+00,1.032351803341716447e+02,1.256720888953070059e+01,2.806419072452114847e+02,-7.492456715181414761e-01,-2.527151060727890197e+00
1.862772554510901912e+01,8.359191880889024873e+00,1.027614814216788091e+02,1.256432286004852905e+01,2.807440489268172428e+02,-7.425610789963330571e-01,-1.111525725655084562e+00
1.865173034606921121e+01,8.341446490644344181e+00,1.022898965480200815e+02,1.256143220335525434e+01,2.808461475948271868e+02,-7.359375996686872146e-01,-2.946849799680469673e+00
1.867573514702940329e+01,8.323859375831359486e+00,1.018204169911457058e+02,1.255853697402315738e+01,2.809482032175357631e+02,-7.293745633093220437e-01,-9.973203268776845709e-01
1.869973994798959538e+01,8.306429090927297310e+00,1.013530340548803395e+02,1.255563722616817124e+01,2.810502157636826723e+02,-7.228713082726320183e-01,-2.874221578468610705e+00
1.872374474894978746e+01,8.289154205964019084e+00,1.008877390689230538e+02,1.255273301344989356e+01,2.811521852024532677e+02,-7.164271813925273680e-01,-9.852667828298152797e-01
1.874774954990997955e+01,8.272033306528028263e+00,1.004245233888472910e+02,1.254982438907157771e+01,2.812541115034780432e+02,-7.100415378826824275e-01,7.744697226279971813e-01
1.877175435087017163e+01,8.255064993760463210e+00,9.996337839610094989e+01,1.254691140578013098e+01,2.813559946368330316e+02,-7.037137412377789669e-01,-1.004408967003569852e+00
1.879575915183036372e+01,8.238247884357107864e+00,9.950429549800631435e+01,1.254399411586612523e+01,2.814578345730395768e+02,-6.974431631357432826e-01,3.779541872919833789e-02
1.881976395279055581e+01,8.221580610568375747e+00,9.904726612776006789e+01,1.254107257116378271e+01,2.815596312830643910e+02,-6.912291833409607289e-01,-1.368305928099422974e+00
1.884376875375074789e+01,8.205061820199327727e+00,9.859228174443332193e+01,1.253814682305099026e+01,2.816613847383197253e+02,-6.850711896084722419e-01,-1.613554228714891181e+00
1.886777355471093998e+01,8.188690176609659588e+00,9.813933383297157320e+01,1.253521692244928687e+01,2.817630949106630851e+02,-6.789685775891348696e-01,-2.214046951621166492e+00
1.889177835567113206e+01,8.172464358713705579e+00,9.768841390419473214e+01,1.253228291982387077e+01,2.818647617723973440e+02,-6.729207507357448659e-01,3.293877121178325762e-01
1.891578315663132415e+01,8.156383060980440192e+00,9.723951349479715134e+01,1.252934486518360124e+01,2.819663852962708575e+02,-6.669271202101135776e-01,-7.639068507911436212e-01
1.893978795759151623e+01,8.140444993433474608e+00,9.679262416734752605e+01,1.252640280808099149e+01,2.820679654554772924e+02,-6.609871047910922393e-01,9.213311629878162545e-01
1.896379275855170832e+01,8.124648881651062027e+00,9.634773751028900790e+01,1.252345679761221575e+01,2.821695022236557975e+02,-6.551001307835332410e-01,-1.874918640985342666e+00
1.898779755951190040e+01,8.108993461570090489e+00,9.590484513983244597e+01,1.252050688253455135e+01,2.822709955747735648e+02,-6.492656313733071727e-01,-9.143580322757975942e-01
1.901180236047209249e+01,8.093477461743837864e+00,9.546393871207024517e+01,1.251755311165251960e+01,2.823724454827400905e+02,-6.434830447186554725e-01,-6.072962566640059956e-01
1.903580716143228457e+01,8.078099646175296300e+00,9.502500990966038330e+01,1.251459553284373527e+01,2.824738519223801063e+02,-6.377518184712421823e-01,7.304198801301414745e-01
1.905981196239247666e+01,8.062858794339378576e+00,9.458805044115499072e+01,1.251163419353152939e+01,2.825752148689617229e+02,-6.320714074596336385e-01,1.144863243800788855e+00
1.908381676335266874e+01,8.047753697241100568e+00,9.415305204190624977e+01,1.250866914077544934e+01,2.826765342981058780e+02,-6.264412731847670557e-01,-1.321034630734683191e+00
1.910782156431286083e+01,8.032783157415570585e+00,9.372000647406642315e+01,1.250570042127126413e+01,2.827778101857866204e+02,-6.208608837441317307e-01,-1.801144795593719650e+00
1.913182636527305291e+01,8.017945988928001810e+00,9.328890552658783974e+01,1.250272808135096092e+01,2.828790425083307127e+02,-6.153297137566946517e-01,-2.399175191952112041e+00
1.915583116623324500e+01,8.003241017373699862e+00,9.285974101522288038e+01,1.249975216698274316e+01,2.829802312424181991e+02,-6.098472442885646272e-01,6.788759244359477973e-01
1.917983596719343709e+01,7.988667079878071675e+00,9.243250478252403468e+01,1.249677272377103598e+01,2.830813763650817236e+02,-6.044129627793929371e-01,-7.404071936662045550e-01
1.920384076815362917e+01,7.974223025096622841e+00,9.200718869784381582e+01,1.249378979695648084e+01,2.831824778537071552e+02,-5.990263629694998482e-01,-1.296503276973206775e+00
1.922784556911382126e+01,7.959907713214957603e+00,9.158378465733484575e+01,1.249080343141594085e+01,2.832835356860331331e+02,-5.936869448277263261e-01,-6.951269514634151880e-01
1.925185037007401334e+01,7.945720015948776194e+00,9.116228458394978418e+01,1.248781367166249545e+01,2.833845498401514078e+02,-5.883942144800025087e-01,-3.197302687089205619e+00
1.927585517103420543e+01,7.931658816543879276e+00,9.074268042744138540e+01,1.248482056184544220e+01,2.834855202945065571e+02,-5.831476841386284971e-01,-2.359780709822810518e+00
1.929985997199439751e+01,7.917723009776167054e+00,9.032496416436244147e+01,1.248182414575030208e+01,2.835864470278961562e+02,-5.779468720322628039e-01,3.058554148404468709e-01
1.932386477295458960e+01,7.903911501951633944e+00,8.990912779806583899e+01,1.247882446679881063e+01,2.836873300194707213e+02,-5.727913023366113521e-01,-2.287587484846501651e-01
1.934786957391478168e+01,7.890223210906377460e+00,8.949516335870454498e+01,1.247582156804892151e+01,2.837881692487337091e+02,-5.676805051058144702e-01,-4.696010120134900268e-01
1.937187437487497377e+01,7.876657066006590213e+00,8.908306290323154997e+01,1.247281549219481001e+01,2.838889646955415742e+02,-5.626140162045224491e-01,-1.616300926628858825e+00
1.939587917583516585e+01,7.863212008148564358e+00,8.867281851539995330e+01,1.246980628156686954e+01,2.839897163401037119e+02,-5.575913772406587698e-01,-2.224632836852813433e-02
1.941988397679535794e+01,7.849886989758691591e+00,8.826442230576290626e+01,1.246679397813171164e+01,2.840904241629824014e+02,-5.526121354988634549e-01,1.173293190035127775e+00
1.944388877775555002e+01,7.836680974793459598e+00,8.785786641167364053e+01,1.246377862349216414e+01,2.841910881450929196e+02,-5.476758438746114344e-01,-1.824944079843742850e+00
1.946789357871574211e+01,7.823592938739456493e+00,8.745314299728543972e+01,1.246076025888728012e+01,2.842917082677034841e+02,-5.427820608089991561e-01,-5.809451894267073646e-01
1.949189837967593419e+01,7.810621868613368157e+00,8.705024425355166784e+01,1.245773892519232540e+01,2.843922845124353671e+02,-5.379303502242008816e-01,-1.026114078587846645e+00
1.951590318063612628e+01,7.797766762961978237e+00,8.664916239822576927e+01,1.245471466291878571e+01,2.844928168612626678e+02,-5.331202814595784600e-01,-2.255084466700790768e-01
1.953990798159631836e+01,7.785026631862169921e+00,8.624988967586122612e+01,1.245168751221436843e+01,2.845933052965123693e+02,-5.283514292084507957e-01,-5.677766427032866492e-01
1.956391278255651045e+01,7.772400484031035894e+00,8.585241836007610061e+01,1.244865751317495572e+01,2.846937498005531779e+02,-5.236233722028492688e-01,-7.242433273541990513e-01
1.958791758351670254e+01,7.759887338243757426e+00,8.545674075989468577e+01,1.244562470554874523e+01,2.847941503560903698e+02,-5.189356943596233895e-01,-1.454751041116944865e+00
1.961192238447689462e+01,7.747486234945968775e+00,8.506284921301330826e+01,1.244258912846624021e+01,2.848945069464355129e+02,-5.142879857975540814e-01,-5.838732399846656707e-01
1.963592718543708671e+01,7.735196223239140245e+00,8.467073608370762372e+01,1.243955082076547747e+01,2.849948195551821186e+02,-5.096798414671407373e-01,-1.177971000921630207e+00
1.965993198639727879e+01,7.723016360880535558e+00,8.428039376283263096e+01,1.243650982099202729e+01,2.850950881662053575e+02,-5.051108610968784163e-01,-7.055074401983102428e-01
1.968393678735747088e+01,7.710945714283209185e+00,8.389181466782262930e+01,1.243346616739900234e+01,2.851953127636621161e+02,-5.005806491400645042e-01,-6.180944264822937351e-01
1.970794158831766296e+01,7.698983358516013453e+00,8.350499124269131812e+01,1.243041989794704882e+01,2.852954933319911106e+02,-4.960888147221360622e-01,1.042067049292916270e-01
1.973194638927785505e+01,7.687128377303588778e+00,8.311991595803166888e+01,1.242737105030435174e+01,2.853956298559128300e+02,-4.916349715885180993e-01,-1.127952303147742308e+00
1.975595119023804713e+01,7.675379863026371652e+00,8.273658131101601043e+01,1.242431966184662961e+01,2.854957223204294223e+02,-4.872187380529982015e-01,-8.646389414903687953e-01
1.977995599119823922e+01,7.663736916720591097e+00,8.235497982539604322e+01,1.242126576965714158e+01,2.855957707108248087e+02,-4.828397369466072009e-01,5.351271648244951828e-01
1.980396079215843130e+01,7.652198648078268661e+00,8.197510405150273982e+01,1.241820941052668203e+01,2.856957750126647966e+02,-4.784975955670114356e-01,-7.508247911867023117e-01
1.982796559311862339e+01,7.640764175447219309e+00,8.159694656624644438e+01,1.241515062095358068e+01,2.857957352117967389e+02,-4.741919456284083845e-01,-7.901561661305820383e-01
1.985197039407881547e+01,7.629432625831051418e+00,8.122049997311683001e+01,1.241208943714370960e+01,2.858956512943499320e+02,-4.699224232119250111e-01,3.403477241957365562e-01
1.987597519503900756e+01,7.618203134889165895e+00,8.084575690218291300e+01,1.240902589501047082e+01,2.859955232467353312e+02,-4.656886687165118222e-01,-2.471624838082331910e-01
1.989997999599919964e+01,7.607074846936756174e+00,8.047271001009302438e+01,1.240596003017480875e+01,2.860953510556456649e+02,-4.614903268103302536e-01,-4.242477029293941215e-01
1.992398479695939173e+01,7.596046914944810879e+00,8.010135198007486679e+01,1.240289187796520132e+01,2.861951347080553205e+02,-4.573270463826299981e-01,-2.911315612151320065e-01
1.994798959791958382e+01,7.585118500540109387e+00,7.973167552193541496e+01,1.239982147341766350e+01,2.862948741912206856e+02,-4.531984804961114999e-01,-1.746218786368862519e+00
1.997199439887977590e+01,7.574288774005226266e+00,7.936367337206105788e+01,1.239674885127574910e+01,2.863945694926796932e+02,-4.491042863397718965e-01,-4.090063734917581684e-02
1.999599919983996799e+01,7.563556914278525944e+00,7.899733829341747082e+01,1.239367404599054900e+01,2.864942206002519924e+02,-4.450441251822258026e-01,8.287538420213783619e-01
2.002000400080016007e+01,7.552922108954170710e+00,7.863266307554965806e+01,1.239059709172068757e+01,2.865938275020392325e+02,-4.410176623255042117e-01,8.889878208277812721e-02
2.004400880176035216e+01,7.542383554282110936e+00,7.826964053458198123e+01,1.238751802233232979e+01,2.866933901864246081e+02,-4.370245670593213005e-01,-2.043201627884626781e+00
2.006801360272054424e+01,7.531940455168093962e+00,7.790826351321814514e+01,1.238443687139917593e+01,2.867929086420730869e+02,-4.330645126158099711e-01,-1.978042149554760654e-01
2.009201840368073633e+01,7.521592025173657881e+00,7.754852488074115513e+01,1.238135367220246152e+01,2.868923828579314659e+02,-4.291371761247193550e-01,-1.381862094550331932e+00
2.011602320464092841e+01,7.511337483540866167e+00,7.719041753237065961e+01,1.237826845780875473e+01,2.869918128231506103e+02,-4.252422382988280125e-01,-6.985818636611009769e-01
2.014002800560112050e+01,7.501176047068771169e+00,7.683393439216000331e+01,1.237518126127243434e+01,2.870911985268834883e+02,-4.213793827012429771e-01,-3.374696626102046126e-01
2.016403280656131258e+01,7.491106951561668836e+00,7.647906841905620468e+01,1.237209211507184747e+01,2.871905399588474097e+02,-4.175482976668619672e-01,-1.654578820386436444e+00
2.018803760752150467e+01,7.481129441115257350e+00,7.612581259839558356e+01,1.236900105140265183e+01,2.872898371090319642e+02,-4.137486752250018052e-01,8.783567649430051860e-01
2.021204240848169320e+01,7.471242766403196178e+00,7.577415994117498599e+01,1.236590810222338632e+01,2.873890899676529784e+02,-4.099802109015974194e-01,-5.216418695385853788e-01
2.023604720944188529e+01,7.461446184677101634e+00,7.542410348405162779e+01,1.236281329925546579e+01,2.874882985251530840e+02,-4.062426036811831453e-01,3.441637862593864838e-01
2.026005201040207737e+01,7.451738959766555759e+00,7.507563628934336464e+01,1.235971667398318630e+01,2.875874627722013201e+02,-4.025355559692500029e-01,1.909443026715956226e-01
2.028405681136226946e+01,7.442120362079102769e+00,7.472875144502853573e+01,1.235661825765372157e+01,2.876865826996931901e+02,-3.988587735549744551e-01,9.044978977542033061e-01
2.030806161232246154e+01,7.432589668600244615e+00,7.438344206474594955e+01,1.235351808127712303e+01,2.877856582987508887e+02,-3.952119655743133175e-01,7.565564087058029852e-01
2.033206641328265363e+01,7.423146162893448086e+00,7.403970128779495496e+01,1.235041617562632155e+01,2.878846895607229612e+02,-3.915948444734698164e-01,-1.904755034758322862e+00
2.035607121424284571e+01,7.413789135100139482e+00,7.369752227913538434e+01,1.234731257123712389e+01,2.879836764771847015e+02,-3.880071259727179145e-01,-3.831962230082201493e-01
2.038007601520303780e+01,7.404517881939707280e+00,7.335689822938759619e+01,1.234420729840821984e+01,2.880826190399376969e+02,-3.844485290305912351e-01,-2.556854045673013776e+00
2.040408081616322988e+01,7.395331706709500352e+00,7.301782235483241834e+01,1.234110038720117331e+01,2.881815172410102832e+02,-3.809187758084269793e-01,-8.646957574566359606e-01
2.042808561712342197e+01,7.386229919284830636e+00,7.268028789741121898e+01,1.233799186744042764e+01,2.882803710726572035e+02,-3.774175916352665583e-01,3.010050944585593857e-01
2.045209041808361405e+01,7.377211836118970467e+00,7.234428812472586401e+01,1.233488176871330744e+01,2.883791805273597788e+02,-3.739447049731073891e-01,5.043519478274882673e-01
2.047609521904380614e+01,7.368276780243153468e+00,7.200981633003871707e+01,1.233177012037001319e+01,2.884779455978257943e+02,-3.704998473825040772e-01,8.833261108319503396e-01
