z,s,omega,A
1.481385699886378804e+00,6.791872545783590454e-01,3.940840562152078785e+00,3.325457645462078782e-01
1.285965389408659121e+00,1.483722457845646936e+00,2.835994025184633838e+00,2.883529503804034277e-01
3.242953817986014453e+00,1.092105262544661892e+00,2.899947998424498685e+00,-5.887173012875566158e-01
2.635593656896045633e+00,1.356543991993945264e+00,1.695195966480335992e+00,-2.058996395474256280e-01
1.180219235052449855e+00,4.490603615672078552e-01,2.561852077800537586e+00,5.781446044864253508e-01
4.465022170587815253e+00,9.495903571773890439e-01,4.656067701746669840e+00,-7.645080869644025334e-01
4.447217311340590840e+00,8.746637630194210589e-01,4.950589400074829172e+00,-7.667603625312914284e-01
2.882971503638576127e+00,1.171308007676282070e+00,3.769140271260174480e+00,-5.010051436084385079e-01
3.618651329424177554e+00,7.757962425619626678e-01,4.322630771396399396e+00,-5.442757943846092683e-01
2.421517654751619730e+00,1.374527384172402389e+00,2.774451298338513006e+00,-2.577240981502325612e-01
4.066783812543079080e+00,1.345766077652449377e+00,2.069673380335193880e+00,-7.960346159375137898e-01
4.219124357520814605e+00,4.648043276295798498e-01,2.965251962585451651e+00,-3.860746584938302695e-01
3.891550586634176856e+00,7.095043949849265674e-01,1.664779616548653474e+00,-3.385287546257641500e-01
1.442799544622823005e+00,6.226474060440226888e-01,3.166448209222116006e+00,3.831056659102642925e-01
4.150957629305206398e-01,7.328940831513182097e-01,3.138567527594824824e+00,9.161384157352719937e-01
3.393789467969160700e+00,1.217694626311243145e+00,1.870777854865196543e+00,-5.927156442576915207e-01
2.232911164072111987e+00,5.217108735068980430e-01,2.973128622469881854e+00,1.362321108342712805e-01
4.503025972035351820e+00,3.708458627629129256e-01,1.857175795351680314e+00,-2.493064402269794533e-01
4.341283379469531134e+00,9.562123432482656504e-01,3.825936560640068596e+00,-7.802677957712889079e-01
2.808634841777618796e+00,1.242941323489737959e+00,2.385407119799975106e+00,-3.958252683512977210e-01
2.073987508080908704e+00,4.222059892288074212e-01,4.885942310440016811e+00,2.123185057800721642e-01
3.651050842349170544e+00,1.302008875461955428e+00,1.935700492338618739e+00,-7.538944068282259492e-01
3.634037568908298876e+00,4.929558256619888112e-01,3.568375301517652254e+00,-2.855043279750113516e-01
3.506729597748667882e+00,3.774445414769654339e-01,1.879325234781898946e+00,-4.867467871519159939e-02
4.259393055399577577e+00,9.813955156972071769e-01,2.870065099992339608e+00,-7.701807660869435246e-01
3.013397350650685702e+00,1.193653065188597262e+00,3.917977690471948993e+00,-6.048980529870310319e-01
2.725404355248964627e+00,3.017870495443685797e-01,3.363842369851488989e+00,1.223215866641148564e-01
2.729468227954787718e+00,6.780353138782095890e-01,2.964144785616912525e+00,-9.297654939706878618e-02
4.478209092690928372e+00,4.587933174663203495e-01,4.585718721381075724e+00,-4.860768709005400257e-01
2.023730327109852123e+00,9.512210143781184568e-01,2.815534138440083822e+00,8.171092399374096926e-02
4.257004541108902806e+00,1.230603753142982981e+00,4.673086807860558523e+00,-7.385040002851381846e-01
2.672980949663442907e+00,9.845783002903464309e-01,3.331710742667883363e+00,-2.367197480419001299e-01
7.010930686158356462e-01,6.129688179630298217e-01,2.250339885638942050e+00,7.673890429850298567e-01
2.410215340369202597e+00,5.960255878965378118e-01,2.996108232311170738e+00,4.556440724275029330e-02
1.668623068935603193e+00,1.085733350404299857e+00,2.473404182221895287e+00,2.067889326765436631e-01
2.781059709920049361e+00,1.301831426852839924e+00,3.308894041156384080e+00,-5.087719843630368333e-01
4.310556320076354808e+00,9.705186311146498657e-01,1.710396055157709982e+00,-6.418452084506222066e-01
1.143440977936149405e+00,1.078361952846853100e+00,3.229014091818840804e+00,4.009273670775274079e-01
2.533555734172511009e+00,8.340109843804095480e-01,3.284570347254153422e+00,-1.010644454086181421e-01
3.037760583155398209e+00,1.057188960156975499e+00,4.135166429498788432e+00,-5.157652760302955386e-01
3.918155464053849624e+00,1.461059757054035346e+00,1.774378008732358847e+00,-7.961438420114873571e-01
4.722591723756460524e+00,1.267736790989296924e+00,3.914026350066215798e+00,-3.997667374827365006e-01
2.887857041804860803e+00,3.097414424581582115e-01,2.211830181143486396e+00,1.201955620948615827e-01
4.631604688653180979e+00,9.403852951528299808e-01,2.837676721501244170e+00,-7.254334211793314058e-01
1.881827123024040427e+00,9.134519462311222471e-01,3.268562515925923506e+00,1.246578264119760360e-01
3.892302925193002139e+00,4.026793265092401541e-01,3.605392933807487932e+00,-2.761027000609466153e-01
3.889509654093351809e+00,1.289038002917622494e+00,3.464135890093244186e+00,-8.672185110615198145e-01
2.891011209625004241e+00,8.155148134189039721e-01,4.962660275563280265e+00,-2.829797101592568254e-01
1.116806978019207808e+00,1.139466867129728778e+00,1.934271915993878155e+00,4.636157635797124588e-01
2.115160189603292551e+00,6.116840466266662002e-01,2.337324590606765451e+00,1.688278428363026440e-01
1.666995555724365419e+00,1.437436809057962561e+00,4.707365169829776264e+00,1.039397444662230052e-01
4.844329510545897222e+00,7.021353562902487022e-01,3.217634072748599916e+00,-6.860987740984800798e-01
3.329725566584666119e+00,1.107206137604957563e+00,3.484358359054767984e+00,-6.810337449950754074e-01
4.572477832781361329e+00,7.296238098924353599e-01,1.983205566658037267e+00,-5.906066565984872119e-01
1.691950917281620281e+00,4.358427516555027359e-01,4.941093943045214765e+00,3.454308180600337286e-01
2.316018275353205702e+00,3.302889540109216204e-01,3.902055635038075287e+00,2.096020573756968153e-01
2.966649930783245459e+00,1.355905575254192641e+00,3.894246078332609606e+00,-7.059805083909691525e-01
1.967222461934453825e+00,9.957024338271287522e-01,3.883086993833174461e+00,6.034947850421423787e-02
2.445548247623559046e+00,1.009487846178991566e+00,1.933390355177859732e+00,-2.027521067841275837e-02
3.116743168845315548e+00,4.684131908227018304e-01,3.906132189820123557e+00,-1.293983095862848987e-01
4.329440794477134591e-01,6.732860518931508276e-01,2.117341979511675909e+00,9.115715807081150590e-01
1.897112428016720642e+00,1.172766359333787811e+00,3.631094313189368705e+00,6.066556469294104303e-02
3.010419886384014254e-01,7.628701476122601299e-01,2.669638498429368845e+00,9.918360115152743406e-01
2.567926823407862713e+00,8.811171598282027118e-01,1.979782243085332905e+00,-3.279049129672600982e-02
3.157603125878069239e+00,5.591171069851234021e-01,1.668709709797739693e+00,-3.524497455984626493e-02
7.370551623086376569e-01,3.799140295193461081e-01,4.262768347844181349e+00,7.739893554549944765e-01
1.437843690080544690e+00,9.204988313219715224e-01,1.542694662136220307e+00,4.054411806598554047e-01
4.078761558977364032e+00,1.261146997043756102e+00,2.543791692709585384e+00,-8.127952770630446633e-01
4.249323331293109796e+00,3.448356824520192321e-01,2.410452471959890541e+00,-2.409695015919643968e-01
2.122346295070713929e+00,4.720993104829363518e-01,2.454052902428048188e+00,2.191670265746827606e-01
4.126851533543765882e+00,1.368298714967970398e+00,2.245236825433464034e+00,-7.816999174210693679e-01
1.602559189251070881e+00,1.231884635745662315e+00,3.524037574342820722e+00,1.718868452128211599e-01
3.618708644873363856e+00,1.240010835973546888e+00,3.125812306198580970e+00,-8.477096573975201332e-01
2.863646131188438027e+00,1.373809905429860923e+00,1.694589068714646096e+00,-3.564422395404323596e-01
2.368465670842513582e+00,1.270799019557107279e+00,3.501683407494580180e+00,-2.144834972243948035e-01
3.385278698016750187e+00,6.699263372985823084e-01,2.487192679813780227e+00,-2.829876031676056281e-01
3.629361917567927032e-01,9.979694347388359255e-01,2.502678188960935302e+00,9.655214741818087809e-01
1.063484180729270090e+00,1.473025674453412925e+00,2.249886484718051527e+00,4.183990276830956700e-01
1.680970282623395429e+00,6.566935050436292221e-01,3.753748192535665940e+00,2.601018748245094714e-01
3.498644265917111529e+00,9.925715359293002527e-01,4.901565576691901072e+00,-6.994496473358224886e-01
3.619305972798458892e+00,1.220947732791067830e+00,2.952576473211702801e+00,-8.277601416033970594e-01
3.499575873674325432e+00,1.043987844114034447e+00,3.796027655543027901e+00,-7.135206329489482968e-01
3.907800400849589462e+00,9.968708214804509193e-01,2.256380514153295103e+00,-6.876381246347793574e-01
6.738923367645527351e-01,7.934837201671174345e-01,2.162313250114447527e+00,7.628838139586173739e-01
7.976778695521671292e-01,1.022170032385100846e+00,4.295831161489323868e+00,6.122054568514125883e-01
4.320150453231935472e+00,5.591698776033169338e-01,4.488764066083670734e+00,-5.484370031786494071e-01
1.977137438917331735e+00,5.762434667014613154e-01,3.721032028878728859e+00,1.802365854555322000e-01
2.971345065272495756e+00,4.231741529669465485e-01,2.315071788060457436e+00,7.104387744138962457e-03
2.666463186947046982e+00,1.086907446894223694e+00,2.044241313452180631e+00,-1.703000605767081566e-01
3.245314085286835848e+00,7.475215032681777894e-01,3.354588428441566350e+00,-3.444297785228144781e-01
6.616495427713756650e-01,1.368830698721003269e+00,3.839716676428058140e+00,6.671084621691578675e-01
3.918014063922147461e+00,4.343660539820455302e-01,3.076663578448647574e+00,-2.913011639784362505e-01
8.799909423668221820e-01,3.285213090416100878e-01,2.288043516464239424e+00,7.427168775366917997e-01
3.502459970619965279e+00,6.021872271151045286e-01,4.714194156729986318e+00,-3.601880086118350865e-01
2.190067866008340580e+00,7.205062182902356449e-01,2.800096073785097506e+00,8.233432006863855568e-02
2.613629689492050545e+00,1.110410455294331911e+00,4.042699770273878279e+00,-3.012051479067172632e-01
3.456960551495499523e+00,6.176063538127052333e-01,1.516839000939796289e+00,-1.107347454599915126e-01
2.043712928269493023e+00,1.386418038718192580e+00,2.859312597386289845e+00,-2.510381223036262099e-02
5.163761153519192959e-01,1.164165581229924973e+00,4.422492670914157209e+00,8.189864640594218814e-01
4.831794293091546066e+00,1.482003368082923433e+00,4.293627776044935729e+00,2.980863703028283074e-02
2.756581427217204894e+00,1.459959308116519860e+00,3.895978799425213523e+00,-6.426529005108557735e-01
3.788079812986046235e+00,1.271630818032523758e+00,4.780902968611330905e+00,-8.948424032716388865e-01
2.797085718503610874e+00,1.363082000219184131e+00,4.881219893570743373e+00,-6.271804902912184732e-01
4.152528442548869769e+00,7.039241028121526744e-01,1.770926178352122404e+00,-4.357972878432777586e-01
2.953696041712311704e+00,7.839844495235811506e-01,3.472993438222889306e+00,-2.554724878676682964e-01
8.769573284198209917e-01,1.276910610056157580e+00,4.193510524145141360e+00,5.068337211854003765e-01
3.316960853882285232e+00,8.649101886412023932e-01,1.576759298096100492e+00,-2.254479136455637411e-01
1.111881146353826288e+00,7.752817787094946622e-01,2.469531234445296430e+00,5.108804525038874722e-01
4.171174434578149182e+00,4.048643262453053837e-01,2.632233318937915900e+00,-2.982183383610307326e-01
3.500989522222232253e+00,6.757633586390674463e-01,4.374661046552001942e+00,-4.149199896697708945e-01
4.717100599272606054e+00,5.884717929566148920e-01,2.406112394143332445e+00,-5.606623047291349193e-01
3.256679710845099329e+00,7.676669213080361542e-01,1.501333689050749376e+00,-1.262764057979855470e-01
1.358266558037423799e+00,1.143076454565185918e+00,4.809903331119162573e+00,2.624255215126392038e-01
2.918546465378830668e+00,1.230515888121153312e+00,2.641952003617859646e+00,-4.891191842853365168e-01
3.927329701711516297e+00,8.565940933570231897e-01,1.831294195446829587e+00,-5.084173217409747592e-01
3.645874998367858666e+00,5.154306776807238144e-01,4.234572064637531774e+00,-3.241610309499957099e-01
1.908794518206980095e+00,4.564748935193467805e-01,3.443654777972548153e+00,2.685904135230258172e-01
3.380150407837879900e+00,5.035373500514070955e-01,4.930732287437008310e+00,-2.476240719612085028e-01
4.695764588115049598e+00,4.324606235898619255e-01,2.724630822783111306e+00,-4.403565239957426547e-01
3.518607202567816561e+00,1.330233219450333682e+00,2.939949227829941059e+00,-8.650476747578261794e-01
2.026316590586603184e+00,6.523789708284372102e-01,2.988543820063292777e+00,1.525874466049210731e-01
4.580564152802113931e+00,9.051674739102359979e-01,3.919072826085089112e+00,-7.443093011350947474e-01
4.189833705822411325e+00,4.365531355252590950e-01,4.691438304196201337e+00,-4.018140509820070094e-01
4.319363673255688596e+00,1.343815784574895700e+00,2.522709806263150334e+00,-6.973423268596226077e-01
8.021544704585176211e-01,3.306472316949272128e-01,1.698129291213670289e+00,7.797616936551534650e-01
1.666895518111233709e+00,4.593459305444026475e-01,3.123172364528666201e+00,3.639181906313034842e-01
4.013600672502951383e+00,6.980271675603884063e-01,4.856197603457588663e+00,-6.080697233299108273e-01
1.591595230658015891e+00,1.273560150694243553e+00,4.067948892743719291e+00,1.606007651272853276e-01
6.464178971219236569e-01,6.763697865159158384e-01,3.109033444056942930e+00,7.785066155779742925e-01
3.511350258621154019e+00,6.432142848663721102e-01,3.148611726761736840e+00,-3.516019374644028250e-01
4.056568795451483744e+00,4.061521691853846039e-01,3.229160196572419039e+00,-3.053805914190771964e-01
3.316308698259713861e+00,7.346578785250120758e-01,2.758396951711542755e+00,-3.278476129944691841e-01
1.920763681197521278e+00,1.131640581900404063e+00,1.792368766495196164e+00,1.755372009098326580e-01
2.930934599147478892e+00,1.287380264995477308e+00,3.748038123451284065e+00,-6.221118745905146463e-01
4.011437718030640420e-01,1.242841137241525562e+00,3.165967703665083732e+00,9.317892846057004297e-01
2.944509782039373302e+00,1.205295022296995144e+00,3.928686450179144529e+00,-5.726253548487204581e-01
4.326965521160866857e+00,3.374373009064018936e-01,2.499228986656507612e+00,-2.565679610576347969e-01
6.668502045684793211e-01,1.147009781369034975e+00,4.328821386290487183e+00,6.909586532286915439e-01
2.101601163774810210e+00,8.078630989626119918e-01,4.786870629134599930e+00,4.171451790779484581e-02
1.074859472374487313e+00,5.906307234195835587e-01,2.824158863280930909e+00,5.716228009823010048e-01
2.086037114176305884e+00,1.391105888972369531e+00,3.117579997889283305e+00,-6.511461435727017300e-02
3.611360648619608149e-01,1.079663619951964471e+00,1.576627471066213815e+00,9.851536714128090733e-01
4.190485723206383462e+00,1.292728346863772027e+00,3.063188695812924855e+00,-7.665590426811451641e-01
2.632343558603959188e+00,3.799561706010028961e-01,2.132888363438344648e+00,1.410366588137860200e-01
2.348814908142710323e+00,4.831519232115669138e-01,3.913320876660657088e+00,9.470337456814187371e-02
3.128435163491321003e+00,1.396917785476172291e+00,1.958562005315729548e+00,-6.135496227496690658e-01
4.295132559998032562e+00,1.411029243229882768e+00,1.621292344395157237e+00,-7.099457881560895522e-01
1.668925406674622192e+00,7.390171094856198275e-01,4.199331271980713431e+00,2.309711847326232637e-01
1.557329770304813676e+00,1.029570358239670913e+00,3.313656736889210475e+00,2.236067746415169866e-01
5.326227762471601457e-01,3.710237214839367526e-01,4.484275953615473043e+00,8.594800803608092510e-01
1.552075740546467131e+00,9.959679152822838999e-01,2.289477804474948197e+00,2.754520261808265369e-01
6.111956865623855428e-01,4.511978621754203500e-01,1.808561155971935230e+00,8.342563238498258427e-01
4.953248897172704557e-01,8.840444389778964185e-01,4.283373958346805566e+00,8.542954759491314665e-01
2.897833642388725206e+00,3.432161897983119769e-01,2.776769032153463268e+00,5.682622614288856955e-02
1.164023970796706609e+00,1.215315661565324445e+00,4.546753740333639549e+00,3.429421668166056092e-01
6.490112937074804522e-01,7.640146567671254330e-01,2.740514281629429227e+00,7.706173189590822536e-01
4.608559284642699261e+00,1.416433218190476406e+00,3.728673768364489938e+00,-3.153433753318154453e-01
9.990492946119294837e-01,3.957574022298344651e-01,1.520850426638364450e+00,7.002461462552349580e-01
7.457047164026487929e-01,1.408842734153738840e+00,2.925641552973565318e+00,6.051158208735676336e-01
4.862186874137853110e+00,3.386466687067367087e-01,2.715070918659928889e+00,-3.733197308262224956e-01
3.434744730337689678e+00,1.387111922329420821e+00,4.940842315403788376e+00,-9.382185397362278190e-01
3.711043995848206656e+00,1.079334579190953436e+00,3.797204984919332560e+00,-8.014776851109188804e-01
2.947058780354919083e+00,1.012612029953564363e+00,2.987894214796127379e+00,-3.784462611801574505e-01
6.308316563648425079e-01,5.423055026487512142e-01,4.095330720736975572e+00,7.981532245620930333e-01
4.256823029938959557e+00,1.403820667009420209e+00,3.891955173900950804e+00,-6.251755197515187490e-01
2.264736319764711681e+00,3.624772280314417228e-01,4.393536433239710881e+00,1.940843702749332766e-01
2.144598774568016619e+00,1.308921261894903321e+00,2.614258310219084613e+00,-4.322843948407173453e-02
9.359534468206295310e-01,1.486472896092466467e+00,3.513181204378136080e+00,4.403441279981211709e-01
8.321334634070184366e-01,7.295974912265965617e-01,2.671193300642008328e+00,6.678179773392357577e-01
2.754555884678402844e+00,1.102957905308663111e+00,2.896227337617136577e+00,-3.251893713973196265e-01
2.973094870974829718e+00,1.332389307505284171e+00,3.411096223334876054e+00,-6.670509313368214732e-01
2.737822050906572713e+00,9.619741262311219954e-01,2.525678116863094846e+00,-2.034506317791507923e-01
3.181685986384807485e+00,3.211477967000949119e-01,1.557721172599762838e+00,1.148559411125730234e-01
4.424924276510968646e+00,5.967208971020850905e-01,4.820593032910531761e+00,-6.094426769846483793e-01
2.669762771239403421e+00,1.033983178542458470e+00,3.085256469756593400e+00,-2.495964054619968786e-01
2.081994089889382060e+00,4.892154178027141587e-01,3.082675162213201592e+00,1.989589862057055125e-01
1.505891702128010490e+00,3.864673464604920228e-01,1.658260996376045959e+00,5.192118183956068167e-01
1.742179219538146473e+00,1.487874032472843222e+00,2.409791252482653690e+00,1.371677641612585319e-01
2.935793150787461059e+00,3.001296081611177780e-01,3.300903472987812837e+00,6.717586028192346070e-02
4.038250003481911321e+00,3.315198822546031043e-01,3.052537462702307192e+00,-2.222719232369187725e-01
2.373268840680586411e+00,4.056033067977705131e-01,3.423022559737160186e+00,1.433307503059162435e-01
4.915829383504876637e-01,1.144848197924247302e+00,2.388004825563748490e+00,8.622041364343755454e-01
1.184326167591019940e+00,3.089620257006001069e-01,3.481506717316722010e+00,6.259461825326072537e-01
7.260654970973061673e-01,1.072322578721574660e+00,2.634902284880053180e+00,6.790824602333087601e-01
1.866714045939958044e+00,1.347122747326375158e+00,3.482206526910600175e+00,4.845365171272403293e-02
3.516570292933430597e+00,1.383735905231557650e+00,1.672583859877157852e+00,-6.859196392316296853e-01
3.076359239952888291e+00,4.258429221532047393e-01,2.224504701525391592e+00,-1.473809116860852475e-02
3.411999672803731620e+00,5.931918276075027752e-01,2.984930517498139313e+00,-2.722504321497357105e-01
2.436597115326157859e+00,5.070404901191664093e-01,3.794482672339889451e+00,5.594088174477118702e-02
8.159685236702030053e-01,1.000734557738639063e+00,2.678970383497135455e+00,6.271063425670110325e-01
1.692402988684911458e+00,1.308932500328941595e+00,3.828569577488915243e+00,1.212628881760191568e-01
2.701514250930816097e+00,4.944497173897081099e-01,2.716768245878166788e+00,1.596616149879315216e-02
2.636675335841472290e+00,8.187413300443628916e-01,4.642896070758779636e+00,-1.698486716750958747e-01
1.445208523049814842e+00,7.547419469247663715e-01,4.740301013301912114e+00,3.151452957169509350e-01
4.178917323384235161e+00,9.936220623587246337e-01,2.139988261112418577e+00,-7.164393508957702661e-01
2.336572679139088393e+00,1.065032151248946013e+00,4.982499236990109104e+00,-1.417000443020862699e-01
4.273643788255196974e+00,9.881994020466912110e-01,3.971547588734093193e+00,-7.930282140078758202e-01
1.547815362558104146e+00,9.227023082569867363e-01,3.835161307066051073e+00,2.373054020790398566e-01
4.727116053603711343e+00,1.019268036718789183e+00,2.751559781506662805e+00,-6.782829015184067556e-01
8.257295280857581687e-01,4.323980295044004274e-01,2.903441519594068598e+00,7.309997524439251215e-01
3.915157705419351597e+00,4.532936901300398946e-01,3.784646842983847126e+00,-3.326424192532843604e-01
3.948763291456808266e-01,9.669361403381505626e-01,1.659118000553980066e+00,9.525502765506782543e-01
1.410707118645101898e+00,5.355261466980796303e-01,3.996602678953980359e+00,4.194288222583372194e-01
4.391600530257908197e+00,9.737218497355706326e-01,1.534128201673815806e+00,-6.031640415610231010e-01
1.945493499113049696e+00,1.199997979223744071e+00,3.484992672082059872e+00,3.871822929671703273e-02
4.682653617376295152e+00,1.269770073125414900e+00,4.838020222199884479e+00,-3.943574595424388929e-01
4.668259902927426985e+00,4.528983090391682786e-01,2.329359546318098495e+00,-4.219396431021048555e-01
4.060905111399475409e+00,3.971231389324629824e-01,4.229271053983723050e+00,-3.255323032697077790e-01
2.161695611356634128e+00,3.515720167236672244e-01,4.095381652381060000e+00,2.399862258943442628e-01
4.333861966149093803e+00,8.738756576274347987e-01,3.145853436013616999e+00,-7.429785258327121777e-01
2.448390383565451245e+00,4.697790770739646016e-01,4.379790063996240157e+00,6.325654296861682457e-02
8.930093169024507782e-01,1.292117583710217676e+00,1.612260207725162875e+00,5.932301718596977302e-01
4.304204333920138126e+00,5.793821406455844647e-01,2.966590833854741316e+00,-5.141412191837482215e-01
4.136359510782910753e+00,8.366922097594471364e-01,4.984923566391910477e+00,-7.442738875056323922e-01
9.371575701258304525e-01,6.358881189844013404e-01,3.313728966146492816e+00,6.212421120927442697e-01
4.372674629798751766e+00,5.360128614591908036e-01,2.969021170857741865e+00,-4.893195167579640903e-01
2.739126349587631015e+00,1.429875585605476562e+00,1.644049492828121961e+00,-2.927046859087288899e-01
3.794876565007227587e+00,3.866450322381892457e-01,2.741611944335307527e+00,-2.024956721236629009e-01
1.560427297758399279e+00,1.178683686219993865e+00,3.342594599809854738e+00,1.990832593785853977e-01
1.312668973961753416e+00,6.055845899737742899e-01,2.908888009570354427e+00,4.530112334030321208e-01
4.287070230066087007e+00,4.224657067526206844e-01,3.548481948525588958e+00,-3.851363212822636606e-01
3.121004850875407133e+00,5.031833943009336174e-01,2.536179762238748303e+00,-9.859775246632590529e-02
9.942156883606620976e-01,7.569587586024036918e-01,2.342112216566675897e+00,5.811778140772424495e-01
2.019589405383021674e+00,1.081941118287551795e+00,2.042304404636309467e+00,1.156536522037226455e-01
4.337468345640871803e+00,1.124505227541916730e+00,3.871572408334094550e+00,-7.609018290244720095e-01
2.500932834056488918e+00,4.414592552776855361e-01,3.280540828871891357e+00,8.445118853157612682e-02
1.883208609378248966e+00,8.037176179123879383e-01,4.645199975463129682e+00,1.250201815333608357e-01
1.902483164954945183e+00,4.396001278322450023e-01,2.755685335042487694e+00,2.981108752186915622e-01
4.175827750499648161e+00,5.247942564782788200e-01,4.207303208986159504e+00,-4.760383877780218209e-01
2.435205429437012459e+00,5.772309646453515075e-01,3.868582501206506485e+00,2.127285113556753871e-02
4.757261462853213274e+00,1.423625755730574927e+00,4.549284575067467529e+00,-1.164412882749582268e-01
1.767340709237394947e+00,6.349794651435555215e-01,3.723779272668208407e+00,2.347611901749662999e-01
3.855457547094701010e+00,5.297690490585728051e-01,3.376175622324439463e+00,-3.718674580772306504e-01
1.642815815646225364e+00,1.479723670034971406e+00,3.178086998422688048e+00,1.407176402375855395e-01
3.908842369286344098e+00,1.131982265969164514e+00,2.880109540244985666e+00,-8.169495600223051213e-01
3.827104894433329130e-01,8.183642319133939136e-01,2.357882391718598480e+00,9.446171568383252559e-01
9.101586133394430345e-01,1.447574963464059783e+00,3.801501892921756109e+00,4.583723005073875312e-01
1.518507460688786059e+00,1.333037663375462811e+00,4.811378369458868320e+00,1.730492084758000759e-01
4.389432233767749381e+00,1.416004815063905298e+00,4.353787837337707245e+00,-4.842140648558574956e-01
1.815742368828986431e+00,1.067818612666372680e+00,2.213811415963497176e+00,1.749887957266318961e-01
2.572570043643835902e+00,6.049211175518013350e-01,2.870204430916595051e+00,-4.708938158864417467e-03
8.031092442102720774e-01,1.282936763326570029e+00,4.991804302703149787e+00,5.536498608288029644e-01
2.963387944292442455e+00,1.287646777722826430e+00,2.143273819192359486e+00,-4.819235550494492815e-01
7.511743095339020737e-01,1.083034425901087783e+00,3.027449914725434787e+00,6.504296147713610754e-01
9.655309877686804043e-01,1.472651434929673542e+00,4.141926731517076909e+00,4.137810160358927902e-01
4.064570257398058217e+00,7.867279806789310159e-01,4.852636277441598978e+00,-6.950157487036339177e-01
1.446378345340273430e+00,7.676535737339391652e-01,1.555135202568732833e+00,4.298325118167808379e-01
5.878924421299550618e-01,1.358852014651021456e+00,2.734326659468512943e+00,7.536701116737459794e-01
3.128576937105800759e+00,7.169226304925222504e-01,3.611911821037771197e+00,-2.869380792983674544e-01
9.885507332971955607e-01,1.463686766733545808e+00,1.970693241938470841e+00,4.806800389925453554e-01
5.482386015958577996e-01,1.384183881842334651e+00,4.379738025735664841e+00,7.688317466800624889e-01
4.203595887685432686e+00,1.104185689013888805e+00,1.873623988783222449e+00,-7.245479402755174991e-01
2.166759258484553641e+00,1.386214424419006885e+00,3.391231590320906708e+00,-1.266605595763918846e-01
4.367732857537166780e+00,4.774613085487092734e-01,2.899959358771368123e+00,-4.283616683979982187e-01
3.796947899848579944e+00,1.123939326970128327e+00,3.677417207601328286e+00,-8.354997511953978773e-01
1.244530940952759845e+00,1.208156628583323400e+00,2.935353402751514906e+00,3.361803904893866934e-01
6.986130906641666583e-01,6.177049210171132732e-01,3.083811560837339538e+00,7.570303016459207779e-01
1.105379086312775039e+00,4.876814357104920505e-01,4.542239498103265660e+00,5.744865879490841376e-01
2.624526772995730006e+00,3.062445340879669242e-01,2.198298564650566167e+00,1.941120892808297360e-01
1.981416255991213626e+00,7.387687160767349992e-01,2.986453790490216420e+00,1.411681512368119229e-01
4.210315602894598719e+00,1.011437183295389008e+00,4.359667134354318740e+00,-8.062363091056793385e-01
2.505431962351806430e+00,1.056336096947164016e+00,3.129490059320597872e+00,-1.766105421227703309e-01
2.907323592085966357e+00,5.411071894006893590e-01,4.098976717399092529e+00,-1.155524639088210126e-01
2.121025548949788231e+00,1.174250004685292392e+00,3.127447459413815078e+00,-2.399658830232426210e-02
3.848031590315475814e+00,6.406470964847156280e-01,4.998033564596441991e+00,-5.095692081819269692e-01
3.538017019045017975e+00,1.349981160674910807e+00,2.502888558594778878e+00,-8.424245676236183922e-01
3.523129970153550339e+00,1.055427327292075779e+00,3.589073458202192146e+00,-7.229374316054091310e-01
3.926493625491223494e+00,1.451440941498011394e+00,3.828642891711185214e+00,-8.174614414806088414e-01
2.173448804970396608e+00,7.919399546364429554e-01,2.829185595068107073e+00,6.585281274074772373e-02
8.597034538268822912e-01,5.472881127757199815e-01,2.584770982095230263e+00,6.929663568785231487e-01
4.144287187496797920e+00,1.103386006028070021e+00,4.394235487873114465e+00,-8.210325259435756751e-01
1.923955682137045375e+00,1.191183648691622743e+00,4.846219448047441425e+00,2.487111443627904039e-02
3.551284295465352514e+00,1.082156238575603835e+00,3.695745745654871683e+00,-7.572042315441527283e-01
4.945789774060465938e+00,6.015478776330234201e-01,4.818896473470201336e+00,-6.702185249278957979e-01
3.598280156590489831e+00,5.036825738295614974e-01,1.541661290942348828e+00,-8.873102698257684384e-02
4.561422936316901655e+00,1.165239416994393817e+00,4.958946840314184534e+00,-6.031341608114455521e-01
3.627682585820938277e-01,3.985393595317825444e-01,2.011219991674868535e+00,9.335525192321795229e-01
3.137472108311074592e+00,7.267491328107693604e-01,3.736034304798819150e+00,-3.011672918492641626e-01
7.574166532844653910e-01,7.996021049513066803e-01,4.500149860883485786e+00,6.812138212311178442e-01
4.400771764874869874e+00,1.499996120065498761e+00,1.710432311289846741e+00,-6.425528668102929997e-01
4.813164439247040960e+00,6.765738221018018361e-01,4.926943175872997571e+00,-7.007654565195335916e-01
4.605218144177097850e-01,1.260033584284369512e+00,3.570565868143265931e+00,8.706979747571157446e-01
9.263283467338679911e-01,9.887452408145372962e-01,2.552567904034173107e+00,5.628900875777280710e-01
4.213976865202159416e+00,9.362760925809566759e-01,4.931698353551403180e+00,-7.947330665386193038e-01
3.528366206851198950e+00,9.448655565705240678e-01,1.894398756210798451e+00,-4.526422642882063085e-01
4.913791549954243720e+00,1.137924133838666085e+00,1.569922962033086788e+00,-6.038803883017764829e-01
3.855593215806444096e+00,1.354596677241952429e+00,3.973167570910294710e+00,-8.750185925687942179e-01
3.092693350265466545e+00,1.011667910282989080e+00,2.479402479166397555e+00,-4.064585661906210401e-01
