B,T,M,M_noisy
3.823947502936160259e+00,9.059739436927889855e+00,1.528370930659571914e-01,1.622848590051172990e-01
6.986448940396346785e+00,4.406190976609506293e+01,6.320003129463040714e-02,6.889031946041862531e-02
1.190485756529112704e+00,1.792586183901691754e+01,2.563752361818921743e-02,9.691878066952881732e-03
3.451417098185263210e+00,2.966829140029446066e+01,4.597719876828619545e-02,6.137636084735890313e-02
4.325805254102193409e+00,4.601507632096878808e+01,3.737802802572996741e-02,6.030200662748254337e-02
3.546160374685699335e+00,2.604458424668082728e+01,5.367179573528860215e-02,4.598602216382154106e-02
4.824424897190365158e+00,2.448803579503691452e+01,7.772637631305026606e-02,7.828290447921730510e-02
4.040860453816808473e+00,3.170491882870589251e+01,5.047383663186893327e-02,6.444806246294437768e-02
3.368196367029542504e+00,4.371837232693830089e+01,3.059093581436596321e-02,1.577853352009394444e-02
5.525822483666367191e+00,6.860423479664623514e+00,2.798972337282051859e-01,2.599986305375077134e-01
2.701647479096889626e+00,3.470823231694080135e+01,3.080588041864752713e-02,1.783643919664830435e-02
4.894518007985285024e+00,1.822335251766880049e+01,1.048754006212076761e-01,9.920473275764700449e-02
5.855610943937607615e+00,9.282454847008201781e+00,2.321463900143220516e-01,2.263619678944731872e-01
1.132108422771675116e+00,4.504419792500190312e+01,9.956996899346355276e-03,1.603046863777231323e-02
2.678971601888962883e+00,4.629523197745319862e+01,2.296949382547607693e-02,2.565485754510667127e-02
7.563165989228981090e+00,8.652341746686690982e+00,3.209584741766163818e-01,3.084977015299257275e-01
7.731568171744733320e+00,2.498122029771787211e+01,1.227673239614278378e-01,1.284411236623163588e-01
7.939871228771717249e+00,4.975212106743607166e+01,6.368644601396022953e-02,8.242725943077228168e-02
4.359540877173402329e-01,3.594913187460753790e+01,4.786169059239697189e-03,1.675671184994253007e-02
6.629419274403607787e+00,2.144945553557896289e+01,1.219054540802413655e-01,1.318165285570767897e-01
7.488678875254256795e+00,1.024090252063061790e+01,2.746999241031556904e-01,2.749017033883693895e-01
7.225361076436426444e+00,4.932181654324718068e+01,5.842347161032897945e-02,6.825978555677449100e-02
5.748036297496852853e+00,3.126465674856315502e+01,7.297564814777209030e-02,6.331431994807633357e-02
5.437392808814327516e+00,2.062239300416152332e+01,1.036119159615565000e-01,1.111220623315870293e-01
5.784892270258252367e+00,1.400170688785907025e+01,1.591400870689937408e-01,1.582676028741822616e-01
4.641597963361391521e+00,4.714240668517262378e+01,3.916516779386778474e-02,5.047422477266228641e-02
6.328518630762199670e+00,3.330260514672984584e+01,7.554383181674366454e-02,8.020393732932233621e-02
4.065243870025120998e+00,2.412277705279750606e+00,5.582307141419891039e-01,5.473319162848655495e-01
1.884906249140704260e+00,3.254533218270584172e+01,2.287003168328461539e-02,2.414996121801971790e-02
8.453572973275184088e-01,3.908411924466874154e+01,8.551937294918581650e-03,2.073415199303644055e-02
7.275220214088741422e+00,2.608657101116200039e+01,1.106388248948517589e-01,9.934648604418376550e-02
6.063543953084382210e+00,8.108662436761273185e+00,2.694888606340025139e-01,2.638974618521558457e-01
1.500211292506710592e+00,1.991731850062866016e+01,2.927309596003567493e-02,2.158636587615825678e-02
6.597420390855036842e+00,2.501055473723426559e+01,1.044473659567786566e-01,8.949090655232104508e-02
2.472739348101002044e+00,2.795453570484664851e+01,3.485773975964761434e-02,4.447042251234457899e-02
5.121674279657923101e+00,6.740057936357077395e+00,2.620554725453122513e-01,2.751654455751725292e-01
2.913607576214719330e+00,1.835700484808366895e+01,6.167227168016065075e-02,6.967270375073091049e-02
1.791888382012079450e+00,2.504756112970549253e+01,2.807241597819406034e-02,3.049811913256682272e-02
1.487309233884211324e+00,1.318385029816045062e+01,4.250752712197144317e-02,4.198721327882686677e-02
6.605074548808200774e-01,4.532178451757470583e+00,4.115194043766770560e-02,4.354574344291425869e-02
6.880645955178027462e-01,5.961514050240046103e+00,3.618110644254817626e-02,2.886554727163738801e-02
6.458126647873989601e-01,2.644170811419742506e+01,9.576769319546230355e-03,1.851522532406294982e-02
8.103582564352359574e-01,2.746743982666199457e+00,7.829254870149485179e-02,8.874747194187870836e-02
6.688831383100430017e+00,8.295097658171910027e+00,2.928135319588766050e-01,3.021389672989156505e-01
4.190685771579131469e+00,1.625212326584168565e+01,9.986459369351818882e-02,9.455511151633025357e-02
1.115813716915807996e+00,2.033479772561172183e+01,2.132442666314712798e-02,2.210847008261515589e-02
4.247457726174197035e+00,2.304049156638654594e+01,7.252569626026590666e-02,7.086788807047235406e-02
4.386775432277300268e+00,2.168147437319379378e+01,7.946777311318697912e-02,9.735352099286033456e-02
4.023077076058974022e+00,5.439821991784530297e+00,2.389386859641171590e-01,2.407356479833427654e-01
1.731242280473749284e+00,4.534468230398069011e+01,1.513667258776276239e-02,-3.684036351541204041e-03
3.531743309073790638e+00,4.284379741432573496e+01,3.273198913021403006e-02,3.671704563852476455e-02
6.979765983198105594e+00,2.118848992799813402e+01,1.299661438679923786e-01,1.487888063587022303e-01
3.131510274502086411e+00,4.484200307156650211e+01,2.772668200250762160e-02,3.457843916473328505e-02
4.081483419006090685e+00,4.387805598022624309e+01,3.696411218010677013e-02,4.575890928056888102e-02
7.448914952692624603e+00,4.432979044560547521e+01,6.700810338627959106e-02,6.736871605476862923e-02
1.939131043760889295e+00,1.404247937286994130e+01,5.246576632562097858e-02,3.275187146376914993e-02
5.831510725769284420e+00,2.632741066309253597e+01,8.768509543355056113e-02,6.958251789302119517e-02
3.922346542580864348e+00,4.859265610629974219e+01,3.209069190673559391e-02,1.963121415937674891e-02
6.320206515067169128e+00,2.703225605553040367e+01,9.267456610660200489e-02,9.140624573620473314e-02
2.941420767123700042e+00,4.185228727924492631e+01,2.788239379705359858e-02,3.098237876196672722e-02
4.384633057504107256e+00,2.793433595633128519e+01,6.205941448446482267e-02,6.895355600586003386e-02
3.009458954846758516e+00,4.456619637564472924e+01,2.680611968175526660e-02,2.340153925410802874e-02
6.942578999578397081e+00,2.657927503097570110e+01,1.036047261502786587e-01,1.131740187343895504e-01
7.327061328302838739e+00,3.913151031993139384e+01,7.461765627212330054e-02,7.182016868832707956e-02
5.091388142447325293e+00,7.518154357777506291e+00,2.389202598332364480e-01,2.318753646797660495e-01
7.850059868056283641e+00,3.064652615970396710e+01,1.019392225303768218e-01,1.104556396848258293e-01
5.883239887072003071e+00,3.388243265584925723e+00,5.503119790750449214e-01,5.411675292440032425e-01
6.660349062549023813e+00,3.104344330798364382e+01,8.526111718861743849e-02,5.797026788040644807e-02
7.168293133909208414e+00,3.200976446072313308e+01,8.908460323396773239e-02,7.848503564448874870e-02
2.248055517952350257e+00,4.652338169866089146e+01,1.917218495433645892e-02,2.011378040936543168e-02
7.894755649505161621e+00,9.838578494031683164e+00,3.003786575543835879e-01,2.695768799638870172e-01
3.184270784408237187e+00,4.678162204209176167e+01,2.703439830872011312e-02,2.346301784693434825e-02
4.027979096145227977e+00,4.472660601483693199e+01,3.578993305971565897e-02,3.246902947208556156e-02
1.524557480137675336e+00,2.905428875850034842e+01,2.066072092583476003e-02,6.396161236141966258e-03
6.589682401526126831e+00,5.543321761974357997e+00,3.995488567019225834e-01,3.847238220559445199e-01
2.761491250860404367e+00,4.671487508096150520e+01,2.346789913139491618e-02,1.884327965040216019e-02
5.545821119330192062e+00,2.864516639218193461e+01,7.672466211155172522e-02,7.125366041520360405e-02
1.825009199459668663e+00,1.447205524504922991e+01,4.802183513892989419e-02,6.062102023284626773e-02
2.875768178385523566e+00,2.880554206504894665e+01,3.939529104149313427e-02,4.314392149282112593e-02
3.135531441634963556e+00,2.422031926946418778e+01,5.089112935983534231e-02,3.508257490477954821e-02
1.969329552092131896e+00,6.632908975181498690e+00,9.824817005296687666e-02,8.970165535459945216e-02
3.770011923465894643e-01,2.583767135690567684e+01,5.713947291043998400e-03,1.276536256226432423e-02
6.184650437168092374e+00,4.367225564372837709e+00,4.552731517608733514e-01,4.742329194504523726e-01
7.607801838147766560e+00,6.099520250421511136e+00,4.307563161357733095e-01,4.346213110732155549e-01
1.887358074694573284e+00,3.940017476635800620e+01,1.896782747085916376e-02,2.207495291745401392e-02
1.384945783268591413e+00,2.318602420053289137e+01,2.335773448766300525e-02,4.196525912938307151e-02
2.846072985309064496e+00,4.843536932490216174e+01,2.333527936317842874e-02,2.310856492298826725e-02
7.538514128747294540e-01,3.848328421807648425e+01,7.742711336735487795e-03,4.651701753388154219e-03
5.232889718529592393e+00,1.062513925233849221e+01,1.841181065538028405e-01,1.699856187308861621e-01
3.011564901676918815e+00,2.988350892641881273e+01,3.980546760675084117e-02,3.467530678447378056e-02
4.543580578707827833e+00,4.194665780010325307e+01,4.305227372650174966e-02,6.483940115248328084e-02
7.256214892283227691e+00,1.375145997470939818e+01,2.038463222486409931e-01,1.896289083237538142e-01
6.906476698262199676e+00,2.509034087996814577e+01,1.090551974063143498e-01,1.091671144744468386e-01
7.381247186471129318e+00,4.808076885252894783e+01,6.122949510993452860e-02,4.714622083041136724e-02
7.486955962493987649e+00,2.096062325229965495e+01,1.410117003883024911e-01,1.422964578688200588e-01
4.759572944683336360e+00,2.076844949397120388e+01,8.994834048824665307e-02,9.882481252276786865e-02
4.068172258317310330e+00,1.683345429771122070e+01,9.376236809723527410e-02,9.132587489910339029e-02
3.971598085328504890e-01,3.965842821399249374e+01,3.958035730704263094e-03,1.126150843369923271e-02
9.092863599026184129e-01,2.685194679311229038e+01,1.329090452379153020e-02,2.049934277887991221e-02
4.238994819509311895e+00,1.982835265069243746e+01,8.365696846821731036e-02,8.812721662928645061e-02
6.862465606428171938e+00,4.633102723240740772e+01,5.904148629475756277e-02,7.620396628891709656e-02
3.517813029622682386e+00,4.693944233250002185e+01,2.977664985669850606e-02,3.756502539667905954e-02
1.294619620624641865e-01,3.582871472984366790e+01,1.425357292394901620e-03,-1.624238368948260902e-03
1.777194538941842428e+00,1.079373469150491616e+01,6.056075586900420971e-02,5.375252038408306204e-02
6.103766303936174253e+00,3.094547223271208125e+01,7.831997356970712976e-02,6.986691009466364233e-02
1.351502109385245953e+00,1.417298644910879979e+01,3.617270768465968150e-02,4.093138206100980364e-02
1.676653047727678203e+00,3.746732358356631210e+01,1.770348666959663947e-02,1.446626852709495537e-02
2.355734907207242212e+00,3.082859774617707416e+01,3.016757858598447667e-02,5.745924897602743692e-02
4.913338674835601161e+00,3.833874569650317454e+01,5.092339392599147530e-02,6.934786998217304377e-02
6.707603882688871089e+00,3.035475657366614399e+01,8.779524249395476154e-02,8.565000249889152817e-02
1.829269215680557004e+00,3.564916880158483536e+01,2.029033108868365243e-02,1.699901854705375762e-02
4.835796202873514638e+00,4.848382676451381457e+01,3.968765172964743015e-02,5.658941726281165735e-02
4.286530843858806783e+00,2.562737558837198293e+01,6.599819688985825161e-02,4.716459907680838753e-02
3.614427231161571274e+00,4.652098352643995582e+01,3.087099231416404535e-02,2.635548172111296106e-02
4.685322136880659016e+00,1.934569461388733913e+01,9.477509124058364209e-02,1.042826607505373676e-01
6.531536336222611538e+00,1.190445086322486290e+01,2.088555318181490594e-01,1.997345561089594324e-01
1.818155647759838178e+00,4.983820590552291208e+01,1.447540697144261701e-02,9.707107240507759083e-03
4.028149791947467584e+00,3.402973862604252986e+01,4.692274777018985016e-02,4.341133610924297059e-02
8.735724330544140104e-01,5.559541577426879044e+00,4.818036831315897217e-02,5.478845327822461087e-02
4.154576685042764339e+00,4.429994910247390294e+01,3.727303796821460069e-02,3.864830681644589039e-02
6.348962072830116377e+00,3.656477685580001946e+01,6.908709554153885657e-02,7.310796964442019263e-02
7.988615236148462806e+00,2.764869336849383075e+00,9.327467067266149714e-01,9.386995439784483475e-01
3.857975127277692984e+00,2.597118390596611448e+01,5.858605369773768612e-02,5.888543597950901543e-02
2.443166865528077825e+00,4.999307852648409778e+01,1.940374007766512698e-02,3.050940206015183981e-02
4.678078297145831677e+00,2.157596886854269513e+01,8.519838430703464971e-02,7.790879559597829740e-02
3.036841233004123008e+00,4.745962386270628741e+01,2.541292603884467982e-02,1.105171108257830409e-02
1.024318874044523708e+00,2.305132930437674688e+01,1.735800765950551786e-02,-4.107103886189268638e-04
4.243538719040913065e+00,4.052285787685756446e+01,4.159695800037863100e-02,2.538686021075405030e-02
6.413171958946438878e+00,4.348933530903610034e+01,5.874093290464935113e-02,5.323577560917360646e-02
7.139905570247691458e+00,3.013534337095709859e+01,9.418157485913149218e-02,1.044820437916946926e-01
7.827078382833267511e+00,2.664979725817033795e+01,1.166557542873889186e-01,1.183974218611086870e-01
3.005024520582647796e+00,3.937347043646438749e+01,3.026331992828615314e-02,2.427785383293252358e-02
2.088154902894042042e+00,1.781170142654723421e+01,4.536672816853284246e-02,3.466817223837621170e-02
9.754841110158432027e-01,2.505548200343762488e+01,1.525100322306960354e-02,9.962146709763766705e-03
3.546232146665333484e+00,2.383293565420218130e+01,5.851396569629505745e-02,5.447730184233068318e-02
6.475514565951730361e+00,4.295752629567418523e+01,6.004664234626953812e-02,5.439564843727771187e-02
1.953693822233689925e+00,4.623525371221769120e+01,1.675945448050909434e-02,2.434011273081727184e-03
6.811575334723497299e+00,1.049124366604308811e+01,2.439874221190471426e-01,2.392293439078244377e-01
5.722722440767554986e+00,4.300406634624779656e+01,5.296752598052702904e-02,6.313888731431779866e-02
1.687448282155743939e+00,1.874293549827966032e+01,3.489842404602236381e-02,1.315233463006764553e-02
5.090837159200435558e+00,2.298851285476603579e+01,8.726433767756867910e-02,8.485825095312492239e-02
6.575568244068715096e+00,4.646999772791604144e+00,4.611512361313359065e-01,4.399377525830106550e-01
7.469675892355691182e+00,3.712893609740821432e+01,8.016037260124914132e-02,8.199084870702816330e-02
1.381496633203042279e+00,2.884511558184909319e+01,1.884967504486943432e-02,1.137478113578638261e-02
6.593920029881023659e+00,1.909402305149412271e+01,1.356509401133446091e-01,1.147940634324179504e-01
6.229207793870627619e+00,2.276578706623831039e+01,1.080268500338289472e-01,1.090338719331631900e-01
2.025400961068537953e+00,4.564527985457708326e+01,1.759867141895881879e-02,3.577272495448272083e-02
2.427193144278330994e+00,1.141425292531715918e+01,7.912197209104621098e-02,8.021088742456783383e-02
7.660963854792792738e+00,2.359530026048567919e+01,1.286205893116927901e-01,1.402385041495162743e-01
2.959926857886813423e+00,2.727356220970354883e+01,4.278094903785219921e-02,4.206590501616310623e-02
2.382911231478502145e+00,4.307134298455650168e+01,2.194022897175580689e-02,3.643206901348498838e-04
5.788087841717263871e+00,4.672132929247148070e+01,4.933270556309244520e-02,5.423754046933253192e-02
1.149957482633627848e+00,1.441497068674089554e+01,3.028428374081258007e-02,2.610149067269044998e-02
3.917037601312968853e+00,5.827098029946419899e+00,2.206355980560307239e-01,2.060147487793019261e-01
2.929251697277155841e+00,1.046296943697125670e+01,1.031931339243024603e-01,1.110415006635336460e-01
4.397492109402605820e+00,4.759712140655366852e+00,2.915269639974398252e-01,2.943955396519780665e-01
4.865676136418994879e+00,1.972523338908222001e+01,9.664832771225462249e-02,9.139423130507286219e-02
5.156848885813772654e+00,1.357952265992410013e+01,1.456166843429593794e-01,1.542973785969803391e-01
3.515952559691545520e+00,2.007600131062250881e+00,6.232057274604771990e-01,6.144850077825468881e-01
7.106766029156707631e+00,4.309718072971341485e+01,6.572965775832002866e-02,7.216398114572099287e-02
6.701841129675276676e+00,4.410130001220883855e+01,6.055441519548764723e-02,5.114981050305464350e-02
7.473526504597085562e+00,9.138442259183110039e+00,3.025973259196875764e-01,3.079368735367483678e-01
3.622654568823662657e+00,1.431590833846428623e+01,9.693477366128842865e-02,8.592729421579521631e-02
5.867678724346988339e+00,4.907827743692620004e+01,4.762162946040235378e-02,6.251351149061347423e-02
3.502496715611556510e+00,3.934105897857733680e+01,3.532378919829349401e-02,3.786686419845253920e-02
2.302383760792128697e+00,2.746554116515881816e+01,3.301011496066412476e-02,4.733886612059524240e-02
5.249902932226307328e+00,1.803556178676962674e+01,1.137060261797887273e-01,1.054815664045902351e-01
7.573298544333982640e+00,2.858113192174648631e+01,1.053201005098755028e-01,1.005590767802002211e-01
6.454032259151052386e+00,3.824860714212761792e+01,6.716925784050484238e-02,7.556590582565285430e-02
2.353094017538937877e+00,7.489670553951009779e+00,1.079366059262969746e-01,8.049943444320373231e-02
1.902035475256143915e+00,7.631662933870046572e+00,8.562522881644556161e-02,7.495732026997303787e-02
6.195999143387309616e+00,5.406370734175892423e+00,3.816528091125378497e-01,3.919845786353545747e-01
5.670514987550641095e+00,1.411316640523109811e+01,1.548003400759127013e-01,1.594514333148564500e-01
6.922453795412922162e+00,4.547766865719614771e+01,6.067486389195978630e-02,7.046255731613786100e-02
1.256256726575265326e+00,4.899491893356035632e+00,7.569836366341799183e-02,7.260075479257074860e-02
6.907265965608014646e+00,2.940460042747528036e+01,9.331669003163624299e-02,9.895668384766745374e-02
3.517741076004118117e+00,3.931728071154918069e+01,3.549944730609029542e-02,2.819100460392206728e-02
2.259429279301178983e+00,2.028869376076702480e+01,4.340628535448863567e-02,2.968668167826466614e-02
2.811632833691767530e+00,4.672313109741109827e+01,2.389108311953332467e-02,6.943133382367121242e-03
7.948680841700677568e+00,2.200347840069230543e+01,1.429272187566290597e-01,1.374101230463248280e-01
7.652653787655330220e+00,4.179940560817061623e+01,7.300714165353509866e-02,6.751772742929008919e-02
7.615936802929553773e-01,8.880413975998434850e+00,3.021530181188524650e-02,2.392152783591813131e-02
2.589988894965006505e+00,3.615718163639084537e+01,2.836040456106435695e-02,-7.127645148915017631e-03
5.784674294786098514e+00,1.339325800114506038e+01,1.657727227224395361e-01,1.457866867220741214e-01
3.790685397054830430e-01,2.274089374827704191e+01,6.497645303080372241e-03,1.171320411145821382e-03
3.837968700535873134e-01,2.908685201064831460e+01,5.184612673842660391e-03,8.054778949818175784e-03
4.546333180324757528e-01,2.734331408627735271e+01,6.523265272248146215e-03,7.353390217776888116e-04
6.960714182737024913e+00,4.811199264682365140e+01,5.768164913423494411e-02,4.891267713072790235e-02
2.736486273321781404e+00,3.997455710663801653e+01,2.713965630921528691e-02,4.054922977698913883e-03
2.618044678894944077e+00,6.513283523136360387e+00,1.334730682182944106e-01,1.536880586080537070e-01
6.367416186296190439e+00,3.610093218345622290e+01,7.017245501363324200e-02,5.916134221896397066e-02
2.616673702665157641e+00,1.059477972867802364e+01,9.103871460623674805e-02,1.078726809832276923e-01
5.933603759202267014e+00,1.955481884197679676e+01,1.191324135805693074e-01,1.347392727505047905e-01
3.017791754385438896e+00,3.087782364245784450e+00,2.883322893121220698e-01,2.910715799711314222e-01
2.450402575695405982e+00,7.748880210289941672e+00,1.096521590356141773e-01,1.039260649849873958e-01
3.159089462933165393e+00,3.652868594811574354e+01,3.427104793108284170e-02,3.559320324290547732e-02
1.427494216593781395e+00,1.874789954964050764e+01,2.949220077560332776e-02,1.796178103520977565e-02
6.925880558283031840e-01,4.834830184129471320e+01,5.676029026710827097e-03,8.283330293690736867e-03
6.982491427379613036e+00,2.805114396542199628e+01,9.882728339707480547e-02,9.885680487557070573e-02
6.960227120139956369e+00,4.167964006011155931e+01,6.654399445123362900e-02,7.186367713071624419e-02
3.740488608621657107e+00,4.964660270132704056e+01,2.995121216524052749e-02,3.945558065167834721e-02
5.538172183223482037e+00,4.897927666782962319e+01,4.502412659482360469e-02,6.235251146895205709e-02
6.914931968472746604e+00,2.546401061701819302e+01,1.076201133244544389e-01,1.037369549792879070e-01
3.186714669591268034e+00,2.973754245026261245e+01,4.233559801930547595e-02,5.276948219689830272e-02
5.723301594563499073e+00,8.580023158576112863e+00,2.422326017031153356e-01,2.343159058968263264e-01
6.062852218853125308e+00,3.314709151913644547e+01,7.268316322668605389e-02,6.373751375147343468e-02
7.167894192416357502e-01,1.913313320884335411e+01,1.449633728416743587e-02,8.315772930973675675e-03
1.191480375335641106e+00,3.943999919245378294e+01,1.195155546001738962e-02,2.131898902120777511e-03
6.027606861636544799e+00,2.935322057821549890e+01,8.146918896244279007e-02,9.127183214578937775e-02
5.674626605309891048e+00,2.855800680941899827e+01,7.875794874473238116e-02,8.799036012934963180e-02
1.563613107643515576e+00,3.942039675143162469e+01,1.569968036885052015e-02,2.842279783924442360e-02
6.631182191349838995e+00,4.217390995083028571e+01,6.263722850869779535e-02,6.238422521605659771e-02
6.427119250760926050e+00,3.226543960297915703e+01,7.917022048355146224e-02,8.191403644442424303e-02
2.728673876138748344e+00,6.706859597391828132e+00,1.363890259724803156e-01,1.306047559864796370e-01
2.788227792813403383e+00,2.571054947214365427e+01,4.267277126972883472e-02,3.116315879123134069e-02
9.735187473406131664e-01,4.449019205205520677e+01,8.666171173270828532e-03,1.313635267858639585e-02
3.619316932193827441e+00,3.738267506269578888e+01,3.839998209989911593e-02,4.108371321306446972e-02
9.671139546211574567e-01,3.047891936266409374e+01,1.249466542163292677e-02,1.424532771055699379e-03
4.392916421182066600e+00,5.006299407986906758e+00,2.798312642925113169e-01,2.856845889589773591e-01
5.034208203281509419e+00,4.875398054636178102e+01,4.109587064188426064e-02,2.367859721588697411e-02
4.697335027398665375e+00,3.291194585254938687e+00,4.427229528763104716e-01,4.409329680350651537e-01
6.660234964279787562e-01,8.683085299131233725e+00,2.686625535286651933e-02,2.056311698171134003e-02
5.011196531287287037e+00,5.277267026700609875e+00,3.096001286109087980e-01,3.043073664486808383e-01
6.042497956126852365e+00,3.178143291119711478e+01,7.551326321436013789e-02,6.467868566210813186e-02
1.220640341647079019e+00,2.515988501338400596e+01,1.901722712271947807e-02,2.854216803733843066e-02
4.801106687344844026e+00,4.686853720637281384e+01,4.075307019560853866e-02,4.641255231609976023e-02
6.570538254385743571e+00,3.193847976762776142e+01,8.177170213935756882e-02,9.360590480746931730e-02
1.629593586899654722e+00,2.905439669019282434e+01,2.208825963333645864e-02,2.339323311978823081e-02
7.315977874292878269e+00,3.088797762482252907e+00,7.628953176169706030e-01,7.499147810750118603e-01
7.778121243170711629e+00,4.778067460357618756e+01,6.494920766400404111e-02,6.115919248455589652e-02
5.721991993768507534e+00,2.375907990944875436e+01,9.510026530896506514e-02,8.318508725522960612e-02
6.989082567394836687e+00,1.476044092264425345e+01,1.837014262237975926e-01,1.881693778735968881e-01
2.247083436934915301e+00,2.599989124906505467e+01,3.398208782018633661e-02,4.596914711066887871e-02
5.353250257587344407e+00,4.740803872341382430e+01,4.494941680962934172e-02,4.811032072542524574e-02
7.416539610217490974e+00,3.827891166512482357e+01,7.720903215811059095e-02,7.108382301951408910e-02
4.533592638922645524e-01,6.987549624649572522e+00,2.138376483860897695e-02,1.755049361377476400e-02
6.584513836947161636e+00,2.854442623811057445e+01,9.155475842460526759e-02,9.345925845127171783e-02
1.971693019762944088e+00,2.240792866830629038e+01,3.441205025906386716e-02,1.980847632355906343e-02
6.428793584244502313e+00,9.570525804874963072e+00,2.490098742716756186e-01,2.503558957042711919e-01
5.175114367943314697e+00,3.403539461118008091e+01,6.036787460034903630e-02,6.220285337559275374e-02
6.432202371375232985e+00,9.724742442961730404e+00,2.457405870886786026e-01,2.401381583321567370e-01
3.267860344266440453e+00,3.575573012528786165e+01,3.621333732909853137e-02,3.187298465864474295e-02
3.656706775349257921e+00,3.116149108527631029e+01,4.643232749311294871e-02,4.797077392396262296e-02
7.401948868867873621e+00,1.316431977138990739e+01,2.165675256285105599e-01,2.081846371559486764e-01
6.627462348390394942e-01,5.205718214325942839e+00,3.791458229523182732e-02,2.950995435526557187e-02
1.333985741740442821e+00,3.138846453546668158e+01,1.675581540304763029e-02,2.435552404712750321e-02
7.785376043038788829e+00,3.094809045723259544e+01,1.001165512411874153e-01,1.021502584365695659e-01
7.314685322752380259e+00,1.731917160892682261e+01,1.654598493485066879e-01,1.820464853566585162e-01
1.260257628751024539e+00,1.436750883888637098e+01,3.330379946013722892e-02,2.322401947085228971e-02
7.790327814393939398e+00,3.782178313773451350e+01,8.210855004311727601e-02,6.409889155656220416e-02
2.197097908998344007e+00,2.883400702289953443e+01,3.003339531578927413e-02,3.922118415746806558e-02
7.147644243527485841e+00,2.362765186557609809e+01,1.197395530454739149e-01,1.290809972333867850e-01
7.247724297884041711e+00,2.365533278838996267e+01,1.212978183600245119e-01,1.136759850993422638e-01
2.875917697928930261e-01,4.635089049184180965e+01,2.456426058636353420e-03,-1.247214407032883401e-02
1.767219162483409378e-01,2.696017646944202539e+00,1.671486325949012378e-02,1.599295734751252085e-02
2.683259404292347217e+00,4.463035648922237186e+01,2.385790683782997371e-02,6.078852945732488022e-03
7.456309971108627366e+00,2.293756780072503787e+01,1.286436555392624637e-01,1.249540090726749542e-01
6.351615137963074531e+00,3.561917977023099979e+00,5.678652296448614134e-01,5.457561076447435822e-01
3.156122729835019847e+00,3.571087133977456318e+01,3.501314699270546837e-02,3.233368935702184144e-02
6.878285429187531719e+00,9.691127082907529555e+00,2.640932479179756154e-01,2.425797452160158296e-01
2.529738459306860143e+00,2.498920594746311608e+01,3.978237788993425894e-02,3.709398187556137844e-02
2.844597480572458981e+00,2.249392622518226403e+01,4.956360168984263320e-02,6.440871429494943179e-02
1.604778742526123514e+00,4.671299093383484546e+01,1.362155214085562435e-02,1.061459988319771522e-02
7.680453724972569063e+00,3.493706018772270028e+01,8.757710661832374122e-02,9.492949243697315631e-02
6.448682002307702277e+00,4.471026079577845280e+01,5.746216317339333801e-02,5.069139572580871889e-02
3.753155962744969543e+00,4.401669908074273252e+01,3.387221142580960215e-02,2.458738103474541331e-02
2.187784907648191890e+00,3.453126166976622358e+01,2.505385249722059948e-02,9.703068756900284225e-03
7.731238844176754554e+00,4.535337180489775477e+01,6.800125295342988874e-02,7.802433758196566926e-02
3.234877727923052948e+00,1.156245622548833651e+01,1.047005048402485372e-01,1.037307075344382351e-01
1.764573959288099125e+00,3.964955504756554205e+01,1.762083384705795050e-02,3.344401652484703391e-02
3.454785412931213440e+00,3.312739550350121931e+01,4.129112483820264468e-02,2.909293973618454904e-02
5.781061510983833251e+00,4.719006077688039369e+01,4.878502406731284602e-02,4.613410005828794125e-02
6.188409911966260779e+00,3.374569160067895268e+01,7.289807597485069290e-02,7.325994385539719156e-02
9.609858618783041484e-01,3.541183337188028446e+01,1.071607670826798739e-02,2.439779369428182396e-02
7.572853063674719110e+00,2.734774998812026325e+01,1.099912959599115420e-01,1.277606424725157563e-01
5.429108945670283681e+00,3.349870546923991554e+01,6.435571686540435266e-02,5.740978328990518909e-02
5.937165203179894934e-01,2.922657465779788311e+01,7.986097655424320013e-03,-3.816741463071560495e-03
6.715747857506235263e+00,1.060055388284457223e+01,2.382814841538701267e-01,2.204430293719159550e-01
7.778039521464382489e+00,8.145602374673401869e+00,3.476553798280282992e-01,3.605426115152734479e-01
6.718206373936691733e+00,2.805447843826968324e+01,9.503837121081280814e-02,9.367842890194469363e-02
1.773005464262246422e-01,2.906674040059081676e+01,2.395789196116667342e-03,-4.578979943920402293e-03
3.837402374614534040e+00,4.148693535783568365e+01,3.673141296111916837e-02,3.571701289476227753e-02
4.754472814279416149e+00,3.989754973104227531e+01,4.735808213075097528e-02,2.126899740465894653e-02
7.115189680250763260e+00,3.956074302059337100e+01,7.166166057205607121e-02,5.389533031521424877e-02
4.071807834777071200e+00,3.328051778093492885e+01,4.848800062471882166e-02,5.732602349344591980e-02
7.108581415209640486e-01,1.871505255298480108e+01,1.467877435711993812e-02,1.811909989563954826e-02
7.474851489784684944e+00,2.126449584030766005e+00,1.163112055923051003e+00,1.164092850853974292e+00
7.618712802749276314e+00,4.469868000540854069e+01,6.798285696620882945e-02,5.744598786196546819e-02
3.940681498610413502e+00,3.644650462527663848e+01,4.288962035325327715e-02,4.824307084197458628e-02
5.221976182183051263e-01,4.665237605093426509e+01,4.432905197881299025e-03,2.169195845322121133e-02
6.727236365400923290e+00,3.608911140746026547e+01,7.419397886337494863e-02,6.142129650368363669e-02
