x,k,M0,Ca,M,M_noisy
9.438912630020080741e+00,5.227223699483250385e+00,1.301666621236209576e+00,2.979853835074339763e-01,1.570963362734480451e-01,1.602726865266130840e-01
2.365214903841665883e+00,3.530226904670220822e+00,6.509086091616591574e-01,9.966593658709695935e-01,2.705782462875884198e-01,2.647295342557803299e-01
4.826040926959499267e+00,5.546413516312967751e+00,7.628318422797857323e-01,4.530808199452512897e-01,1.655277919869684033e-01,1.586648815213416441e-01
7.515620687294598312e+00,5.599861754364148680e+00,1.545814547240980996e+00,5.933793037706598383e-01,1.919414114206405841e-01,1.873433097953038362e-01
2.023581685917817730e+00,9.908389634272898761e+00,5.250212882056639607e-01,7.940163705261402693e-01,2.050628578084712217e-01,2.110890636995872149e-01
9.201162349282421271e-01,5.056227464629414747e+00,1.387577538669323651e+00,1.454399671544293060e-01,5.731726332184005068e-01,5.737708325756125660e-01
1.380229866068717337e+00,9.079610973748771130e+00,1.769821465515371672e+00,7.979746992728711241e-01,5.857375622770674140e-01,5.737915864303042568e-01
9.316879857781158236e+00,9.511257076828153245e+00,5.304198452240813655e-01,3.809290984959046167e-02,1.119772543108007723e-01,1.089466851655086915e-01
7.894252030152006938e+00,8.595467717140191866e+00,1.000791619476972150e+00,1.190201654754563521e-02,1.363414846360619381e-01,1.428237239005750170e-01
2.004108507488413515e+00,8.075830302649706027e+00,8.701968854732275993e-01,4.323119942554537465e-01,2.577500565904216057e-01,2.764575760219903922e-01
1.588972983598879729e-01,7.856952197972274732e+00,1.097656635334763653e+00,6.368502379983886907e-02,6.714947836579232554e-01,6.600712437367037833e-01
6.378190116729732573e+00,3.971045343160161334e+00,5.806695241770628568e-01,9.614329246096606774e-01,1.557645636496886865e-01,1.591499165901739121e-01
3.219068800907684214e+00,7.609907079237188121e+00,6.814155061207431974e-01,3.867992030984804819e-01,1.752234797119852638e-01,1.726359969438316933e-01
2.279546137325460187e+00,8.354294526628507356e+00,1.620383241613353897e+00,5.737910757949113982e-01,3.785378610879712724e-01,3.867930554560938261e-01
1.995556372938079859e+00,4.531799991253944171e+00,9.035070021290072528e-01,1.401640560146190095e-01,2.686782759328342207e-01,2.731738257059949104e-01
4.722253635804095850e+00,7.064307683637087720e+00,1.918206385207007258e+00,4.673116447985318223e-01,2.668414078745684481e-01,2.815631769519765792e-01
3.422514539903796837e+00,2.422507120195732000e+00,1.641391088503784346e+00,7.639788623817411750e-02,3.328785511692833321e-01,3.380730601920294287e-01
9.402172918894702747e+00,1.486016563331337359e+00,9.975696475992240631e-01,5.999748269198030837e-01,1.720119349864658587e-01,1.665608018641767940e-01
5.658874773949365000e+00,9.612491193181632809e+00,9.433395470419186912e-01,1.488435953019834335e-01,1.486080371463469607e-01,1.432221053645540698e-01
9.001261446978801928e+00,5.626378579808575253e+00,1.713632893038929295e+00,1.546132011137403284e-01,1.768983600793272160e-01,1.809538611764985039e-01
9.246386652645655957e+00,8.249622165828899512e+00,6.222837767346411919e-01,9.963413054800862589e-02,1.172917695246421255e-01,1.212412014188880283e-01
9.001324900548500096e+00,9.521754581158425879e+00,1.156539051577507582e+00,4.898091912840771833e-01,1.423643732048295862e-01,1.663437458806836244e-01
4.983454905287332259e+00,6.952638476525258682e+00,1.462106654414678131e+00,2.066838385008495926e-01,2.105501892085845372e-01,2.273135164052405011e-01
5.832895646919062038e+00,7.700807518912879068e+00,1.748839674372693054e+00,5.576993163759867977e-01,2.194409777348341750e-01,2.077051942110836324e-01
5.342589017236986315e+00,2.586986876169060867e+00,1.841441290351655713e+00,4.794757037841634872e-01,2.910157808078666086e-01,2.945180287656021800e-01
2.026348073732875399e-01,7.306958170634264782e+00,1.125517628479021148e+00,6.138127670684463411e-01,8.299581860607848638e-01,8.166482974470989920e-01
9.464100576900564832e+00,8.809070002969210833e+00,1.854529477992420183e+00,9.049342635950107239e-01,1.765502262109855947e-01,1.599934572537923261e-01
1.510903531028005009e+00,2.433860212302013881e+00,1.698354891433147218e+00,5.967388210178292685e-02,5.627153090951552139e-01,5.701507691095822894e-01
5.534559105858134487e+00,1.315331108001553728e+00,1.896022363948407730e+00,7.066631319442833181e-01,3.324759353557916741e-01,3.379934106862432230e-01
6.826478567888379700e+00,7.787490218731318414e+00,1.483219597235505116e+00,7.884951916907708691e-01,1.889780580435132529e-01,1.785923801001431666e-01
7.863061131620857402e+00,3.013999335627916554e-01,1.341375552595596599e+00,9.415087536207267238e-02,2.165877654028330879e-01,2.330246327838184084e-01
5.422231796108452961e+00,1.399762723774582440e+00,5.436203416518923248e-01,1.051658341681790398e-01,1.460571421624902444e-01,1.362814428674873068e-01
6.391108790301397669e+00,3.569956154415541150e+00,1.170143979917967370e+00,3.830732613738652148e-02,1.779261489655727946e-01,1.662488651541060847e-01
8.271093594992665388e+00,2.095376305657564497e+00,1.590339067749031221e+00,8.700487746750384943e-01,2.257464450182535831e-01,2.322726272324538710e-01
6.435283568596154247e+00,9.519361498480961359e+00,1.633453790506619097e+00,8.161405675658810477e-01,1.961567565011452241e-01,1.983661419583007401e-01
6.668418155384967960e+00,5.389111681728402381e+00,1.637860175731103318e+00,5.260000821018429029e-02,1.983899351757826279e-01,1.967848551660943135e-01
8.540520560504438308e+00,2.876208772782957723e+00,1.729452266094586577e+00,3.645029518891379494e-01,2.071147544713785038e-01,2.064440961423688603e-01
7.341166691553269175e-01,3.168674965043664082e-01,1.313924393169257465e+00,1.589511907224092635e-01,7.033389195284441842e-01,7.055769274410295111e-01
5.185210508091580017e+00,5.559174829678060981e+00,1.845489825387252925e+00,3.409092093582340999e-01,2.540492010342026985e-01,2.526534011767143650e-01
2.655202376124188302e-01,5.442986886533400792e+00,1.566901838525799784e+00,3.144963614407642050e-01,9.820850934090691320e-01,9.803600447262588169e-01
1.513861713431294831e+00,3.590092766337560359e+00,1.681076142100189852e+00,7.771111553947485096e-02,5.356237885404007137e-01,5.166642216537362664e-01
2.850641421695976341e-01,5.211164346573404771e+00,1.569803202914632045e+00,3.494845832351306525e-01,9.837170701622260927e-01,9.702974565021293962e-01
8.662414965178879100e+00,5.230394669317225187e+00,1.156109373061214640e+00,7.439710897782014776e-01,1.629049594934308121e-01,1.690144551966584197e-01
3.297382180027390586e+00,2.089460808050867424e+00,1.633110314452322909e+00,3.978596403704446338e-01,3.700023019638405408e-01,3.629592930593735778e-01
5.211312073463263417e+00,8.898198909461250139e+00,1.270238564529155179e+00,1.227432924493606636e-01,1.788399046769516554e-01,1.842918372680686923e-01
7.872579379890904505e+00,4.478305296249867062e+00,1.583107998865289634e+00,9.053328993099049038e-01,2.047722838598824424e-01,2.171269228523390327e-01
6.888968247497849973e+00,3.813110812341200528e+00,1.842549016916260163e+00,9.375692287967812844e-01,2.475464465154129934e-01,2.439969382509286910e-01
9.263145604956077861e+00,1.749009794749506685e+00,1.350448666664577191e+00,4.207364428802474743e-01,1.882133721973476004e-01,1.910430700107784430e-01
4.898036887229915592e+00,2.446157920029981891e+00,1.109192216188884306e+00,1.818064391270166613e-01,2.111301032267954292e-01,2.318948676945823129e-01
7.024378150343940419e+00,6.485929540754583833e+00,1.326230201383605589e+00,6.250020506996967207e-01,1.798012023830882211e-01,1.867505588062236821e-01
8.677546688910041439e+00,3.026459722571012811e+00,7.804799614045228040e-01,1.952550337403115011e-01,1.399346321043010433e-01,1.583533704118144092e-01
1.071970230385482781e+00,2.095834197719823155e+00,1.349002993061225730e+00,8.249988828166189281e-01,6.882284450088695937e-01,7.035625155480104143e-01
4.698551588747217345e+00,5.192165691209168266e+00,1.192279796642995882e+00,4.505400714461080813e-01,2.115009988143761732e-01,2.190346023095875172e-01
8.799425840450003644e-01,7.483660128326368621e+00,9.103002113301504883e-01,6.987126917713216701e-01,4.613689029369076322e-01,4.602499653226701515e-01
5.569643621342539319e+00,2.562677469632165028e+00,5.730460135868926663e-01,6.863151564657384851e-01,1.642862184517900614e-01,1.558662831194345677e-01
3.133533464336470953e+00,3.443510986343583102e+00,7.637336977156038431e-01,1.514957817108883997e-01,1.991627915280022032e-01,1.880458116327785312e-01
8.404982731519822892e+00,1.017350625252988194e-01,5.202329409641512914e-01,8.385910929220867782e-01,1.968651839018063510e-01,2.017284732486190335e-01
4.683808695028418789e+00,4.872164131884849425e+00,1.235497332595837383e+00,3.579564059763601369e-01,2.152772347815229415e-01,2.199590685482708807e-01
1.628953006877400522e+00,8.861717369536236788e+00,1.510755663770414259e+00,1.216594039932856752e-01,4.082705255339833528e-01,4.065243034536563105e-01
8.733791351470346243e+00,9.077308177935346833e+00,1.137666193605177956e+00,4.190997992178298048e-01,1.430830109564363295e-01,1.515676747673023184e-01
4.258654966885558224e+00,7.978284620402586569e+00,9.926261681772756695e-01,3.765693689892993801e-01,1.836426286276621744e-01,1.775972574842306917e-01
1.971124218744579881e-01,2.141154757443631595e+00,1.053245959092106609e+00,4.562895474422012931e-03,6.266395153798571815e-01,6.377417060609690269e-01
2.686888585870096158e+00,3.405666416792549889e+00,1.717395194818187587e+00,7.459741698548660871e-02,3.839427653726260603e-01,3.843428360204872440e-01
3.830994218100014503e+00,9.158122066788073612e-01,1.345331386796266626e+00,9.690364642617679269e-01,3.761903686461380847e-01,3.758271028883324316e-01
2.624432073482230177e-01,5.550794099944054594e+00,1.401295052608093394e+00,2.926959349089887086e-01,8.813743673434509818e-01,8.813716343736562875e-01
1.401115351915321883e+00,6.691423841652728299e+00,7.236676225825515729e-01,4.472403150747749079e-01,2.886513938089058651e-01,2.876654810410606555e-01
2.965088687873769224e+00,2.346245369429895700e+00,7.008995830689219719e-01,2.268078621724026744e-01,2.084119322562650867e-01,2.332945751395522904e-01
3.375832951584115449e+00,9.135426978018433175e+00,1.435041669801398578e+00,4.699592741436671162e-01,2.566471164022727791e-01,2.405319181107967441e-01
4.375794644216485452e+00,5.646070756538431823e+00,6.048504718500260502e-01,6.648955510821952242e-02,1.429551722907945466e-01,1.447273977286125390e-01
2.976178144068799547e+00,2.623824650294150906e+00,1.907564695583679582e+00,3.625005878680979121e-01,4.289758568131320504e-01,4.414169187065226097e-01
3.206682412694038753e+00,3.257994187009334741e+00,8.361871731257513041e-01,3.038852614871774271e-01,2.190648920803831834e-01,2.262400226061083985e-01
4.620787748246554472e+00,6.778833042760812333e+00,7.270651493789359598e-01,9.700928136905151433e-01,1.755416064222326544e-01,1.725207867051599397e-01
3.519327463102875697e+00,3.840179050715380793e+00,5.720247356225249824e-01,9.283725716226234326e-01,1.999150049462121159e-01,2.173162151883804849e-01
7.497859477666411365e+00,1.770329338455946644e+00,1.932938681968004557e+00,9.808161936358306132e-02,2.439568322725713667e-01,2.332719036949145452e-01
7.810708149157980174e+00,4.767020553186180010e+00,1.376389688307962267e+00,3.867212221972804453e-01,1.784724414547697036e-01,1.654094801575873852e-01
1.766596384705676481e-01,2.192793790965611223e+00,1.801276473702387859e+00,7.218857287480515694e-01,1.357775474286878614e+00,1.363456179916202826e+00
1.620922119128206385e+00,6.859099788298144595e+00,5.246170046670544096e-01,7.230459016847756715e-01,2.417673974347115395e-01,2.272226994223812691e-01
1.018191438928746084e+00,4.304191726997121492e+00,1.654055933887690566e+00,4.996327565020930450e-01,7.060942709415947149e-01,6.823147734119285879e-01
3.528687006585745856e+00,2.714462929419026782e+00,1.416544871366211211e+00,2.717517372156375011e-02,2.842271635338921021e-01,2.930560299111720779e-01
3.562605533678568914e+00,1.617491822242790311e+00,1.345424362722483780e+00,3.923730650201003867e-01,3.167416968187357629e-01,3.243551999449401091e-01
7.492930954460025106e+00,1.281153591077506704e+00,5.972786894618211662e-01,3.293744835658003467e-01,1.479092849501201234e-01,1.552321535795546381e-01
7.295201256743269802e+00,1.449892150076658615e+00,1.923278282407247630e+00,3.798393019169634677e-01,2.644916702834286815e-01,2.596169588365874192e-01
8.824147325613923343e+00,3.768456588625176629e+00,6.107863700199482881e-01,5.548608395333997079e-01,1.343227644371107199e-01,1.361522257140041492e-01
6.829980203089693447e+00,3.938272349099559033e+00,6.504353960006269419e-01,9.437984041986369199e-03,1.325650993104000863e-01,1.229118335279755919e-01
5.955341403008953094e+00,7.817388725818115169e+00,1.435581742038722242e+00,7.676452739801142844e-02,1.826678243331346652e-01,2.000113363992612192e-01
9.943332014900896354e+00,3.442727948479491040e+00,1.805427832564448609e+00,8.338056420302630833e-01,2.013072000451853472e-01,2.092174425602298382e-01
6.419667150687019763e+00,3.648462160035502722e-01,1.170688545655457213e+00,8.379696629605658531e-01,2.758285442910117791e-01,2.832511050147139553e-01
3.894717582066502537e+00,2.947494267082142017e+00,7.913546465280705267e-01,9.262586201912983430e-01,2.290767035226111970e-01,2.095768561135448460e-01
3.047671450549398475e+00,7.721590503983903897e-01,7.357861462447008449e-01,5.827072927360255061e-01,2.768904723732018569e-01,2.849634928131006828e-01
3.575133589109658061e-01,3.406185628844834667e+00,1.649970303598409682e+00,4.213881111166704052e-01,1.026966312178724028e+00,1.041906032398537629e+00
9.441383821019346811e+00,5.050424514370807749e+00,6.906489044903090235e-01,5.937057998455953500e-01,1.326456110723663595e-01,1.448082319288400976e-01
7.526396033854348744e+00,2.837532952395772856e+00,1.157242466566201111e+00,2.416042624007994633e-01,1.756307910875924971e-01,1.835220944455575043e-01
3.770744740385141291e+00,1.028027857194816486e+00,1.205572907860968268e+00,1.972168972128296449e-02,2.674772573280053134e-01,2.674676856377086742e-01
8.750264088387725181e+00,5.967657958092511095e+00,6.731320351649137113e-01,5.942651870418780291e-01,1.318891818314573139e-01,1.284708533589068724e-01
7.629235302578589284e+00,8.124026428109683451e+00,8.233902199845877234e-01,5.214944338679776692e-01,1.380678563100008749e-01,1.440842731661896858e-01
4.651733664606913621e+00,8.088545712969747115e+00,1.282045394573804398e+00,6.992366551602088309e-01,2.106034992866754885e-01,2.144311928446491211e-01
9.557833448132415199e+00,3.968135942414481310e+00,1.056522029668055307e+00,9.780581109585291255e-01,1.624763270412361849e-01,1.648400723450947070e-01
8.923995250960748749e+00,4.579811398807148493e+00,9.494304815386673813e-01,2.048670545808357613e-01,1.426194949630547049e-01,1.395272474951645414e-01
4.460462226478133729e+00,8.346024344009851603e+00,1.220885092977577191e+00,4.425658808688511803e-01,2.007484895378913725e-01,2.175610548171456882e-01
4.270099355179790557e+00,5.791046779410169876e+00,1.808241520112824130e+00,3.272140307634366918e-01,2.801831280746460151e-01,2.685046951526861569e-01
1.516958500288139167e+00,3.041714585453485498e+00,8.224439099561577926e-01,7.617395134079433250e-01,3.782977178328115198e-01,3.780713932746906925e-01
1.024071282176544084e+00,8.616805103880077255e+00,1.448907346597575696e+00,6.173107788155829390e-01,5.848917281769603349e-01,5.790899194490674029e-01
3.572105858326114713e+00,9.724505448595298418e+00,9.545152493441843022e-01,5.870256763486175755e-01,1.959520052712755978e-01,2.062724357521841800e-01
2.145963222654221347e+00,8.147380213464582965e+00,5.449470485778451501e-01,4.079170349232167370e-01,1.875884270147339938e-01,2.018932420876768108e-01
6.860487535924497671e-01,6.484720385938405940e+00,1.213008884189065828e+00,3.002249041704277976e-01,5.887175087465751355e-01,6.011583971546777816e-01
7.354797423575673676e+00,9.098414843572118826e+00,1.580065926842976864e+00,3.193738859901424920e-01,1.735468339092646195e-01,1.811009057268495592e-01
9.611756267230731510e+00,8.934990709417020227e+00,1.967045924173627558e+00,3.123803353287536444e-01,1.714487356380231531e-01,1.574227158732230680e-01
6.873883811420435919e+00,4.068838653982288278e+00,1.969506985138473221e+00,5.562550151949051669e-01,2.436269223123277428e-01,2.644392493877910089e-01
9.074324780725449457e+00,8.925949622221571289e+00,1.284341148707024427e+00,6.420564395112912104e-01,1.509378739046908224e-01,1.561048348004372976e-01
8.703669412946711148e+00,6.995851441147176608e+00,1.249337364107331094e+00,2.553381640394307706e-01,1.518369136464388647e-01,1.507522811964707166e-01
6.460543691700241453e+00,3.234651134447829257e+00,1.920008778262364268e+00,5.539090536021313849e-01,2.590914095087709645e-01,2.593064154699182278e-01
5.226129115246972212e+00,7.884435426583690898e+00,5.744264570775482470e-01,4.493594320121063745e-01,1.377762042813782117e-01,1.343810129448621826e-01
3.579013924678205782e+00,2.847449208350331773e+00,9.274356101924503548e-01,6.075844950270810063e-01,2.426608056781676404e-01,2.468996114054057556e-01
4.949761755722948742e+00,7.560797126780501864e-01,8.816836222507686838e-01,2.366375808187858309e-01,2.101261916420160691e-01,2.132278697231221043e-01
3.212519515014987448e+00,1.546195154368560365e+00,6.012493695940779315e-01,2.486973388970561416e-01,1.945120008911874199e-01,1.909110004345203893e-01
1.720666773180067333e+00,5.739410106286152446e-01,1.015468599224285562e+00,9.423755585008530833e-01,5.453727630923680403e-01,5.196738487246133076e-01
4.953270051382947514e+00,7.589511458128100907e-01,8.465890281414591989e-01,8.883258483102209890e-01,2.545452213248265427e-01,2.541940079743468250e-01
6.611575082946665738e+00,1.976175490310488003e+00,1.236413607157332395e+00,5.766050895495676842e-01,2.146068235995176599e-01,2.193751831619126791e-01
5.853151200539238985e+00,1.234005013984728283e+00,1.458476602150349022e+00,2.487869316224686767e-01,2.500295493937567670e-01,2.552912278426800463e-01
7.378227930383214783e+00,4.596041310441414396e+00,1.751626704809494228e+00,8.381777624435159391e-01,2.207427922837743028e-01,2.192081422760174259e-01
3.359702633489273005e+00,1.607783093998351287e+00,1.936853774683148233e+00,2.477345513527449139e-01,4.189951460045971410e-01,4.235282936992312286e-01
9.604055999568039681e-04,7.686921778157875806e+00,1.671647046801580716e+00,8.791874662029298682e-01,1.377522815337514750e+00,1.387806004741884536e+00
2.126595237095930457e+00,6.462612143723049485e+00,1.652909785539956156e+00,7.736307986958601557e-01,4.405712828327265074e-01,4.358687800070878415e-01
2.896953747711416227e+00,2.640990683070239431e+00,1.028043295344762686e+00,9.419943792414571249e-01,3.196785500445605832e-01,3.343413404987468640e-01
5.531048670103909437e+00,9.315562034502640643e+00,1.556771905912054610e+00,3.053118444937633624e-01,1.968575200033567674e-01,1.773059369851475164e-01
3.894515153475930358e+00,1.016268685626563473e+00,8.630438413976126988e-01,5.220540258473935769e-01,2.508427277385080201e-01,2.382322424013173234e-01
6.576718802427544475e+00,2.522013624835483192e+00,1.973966540517857915e+00,1.239482317605803408e-01,2.559334201832089151e-01,2.468819706794547209e-01
2.239429185820662749e+00,3.750968269860998294e+00,1.605778268574973078e+00,2.096913699447122692e-02,3.973288711718451771e-01,3.728842040770897759e-01
4.680172846291023703e+00,8.992037400656785806e+00,1.198107315377054949e+00,8.539037309700799883e-01,2.020915555365545013e-01,1.920939293262266256e-01
2.246144539873373702e-02,5.648096292446158628e+00,5.608457168928440151e-01,5.811278446175449641e-01,5.461228007491079062e-01,5.586065205054717708e-01
6.863003978230826085e+00,6.927753241457048183e+00,1.071510895717484146e+00,5.375946106849978090e-01,1.616894640767312652e-01,1.741047547292570996e-01
8.653587650911740425e+00,6.697916434868971258e+00,1.656795562144584233e+00,7.994420656634467770e-01,1.831072565446286715e-01,1.840808411718907189e-01
8.586576209689326333e+00,8.834829638176831423e+00,1.836068275379286741e+00,5.476867439530996862e-02,1.709660551495441050e-01,1.881760748169238329e-01
8.746833990846345941e+00,2.860983832190072462e+00,6.958889878020991793e-01,2.639157932805002993e-02,1.311395448335288538e-01,1.335344470329908051e-01
1.961319899414358803e+00,7.847736822529612688e+00,8.860926075600679130e-01,3.771882681212249677e-01,2.617597499894680491e-01,2.567816304233054847e-01
9.814212886300420990e+00,5.479161438224531278e-01,8.332153754628481845e-01,2.572828899221434318e-01,1.588385844021837356e-01,1.612548920960119037e-01
5.513700555379159596e+00,2.320962611480190674e+00,1.690112951166942823e+00,9.549187633571051270e-01,2.955283147311497660e-01,2.941568486275107364e-01
1.855797904828828671e+00,4.173231273274899067e+00,1.190981190258073141e+00,2.980044853986857367e-01,3.660929679358535527e-01,3.734523025408535424e-01
9.105406245491631800e-01,3.417638956887107948e+00,1.769889824887900698e+00,2.603903308740640465e-01,7.704371587027514234e-01,7.554066523052174187e-01
7.097567714896568791e-01,8.915518585827686415e-01,1.618281902561140129e+00,2.751953774276534315e-01,8.653964501819576549e-01,8.753905996152699931e-01
6.369673359898222031e+00,9.329043261271406706e+00,1.365027107191928657e+00,3.059874677575343815e-01,1.714380603883365328e-01,1.668427930764513345e-01
6.285879455462028531e+00,7.233118778687370742e+00,1.371836547529833972e+00,4.509882287823988589e-01,1.848356854992458664e-01,1.933889156643484319e-01
7.867578153046023814e+00,4.286675267188537752e+00,1.105510728061491976e+00,8.043736329206383484e-01,1.731743925867265943e-01,1.577639905682627353e-01
6.586148779360064154e+00,3.061965804211173925e+00,1.779939344320317973e+00,6.990985902701229993e-01,2.515408932300803313e-01,2.473483066755574611e-01
5.194036064022657939e+00,9.705644160713994273e-01,1.393916852798958050e+00,4.965416879235283742e-01,2.827148068081244969e-01,2.834954390116266598e-01
1.628216458053162174e+00,8.299598282318875420e+00,1.402920030990770783e+00,5.696515178275890490e-01,4.257838018772689970e-01,4.347983281667806565e-01
7.344738470457472523e+00,2.704005155352521061e+00,7.217936128873125856e-01,4.063491677099752009e-01,1.507625704600918382e-01,1.385872597683732721e-01
4.060779175259487950e-02,9.465395592307300987e+00,1.437655345006592533e+00,4.581914581832017275e-01,1.052419270952443142e+00,1.069093713511530819e+00
6.603056326225696715e+00,2.847001223001054626e+00,1.944926380098746632e+00,7.462528060305895217e-01,2.700294150542854599e-01,2.748560498043206013e-01
1.653106406351319002e+00,9.859986641100537241e+00,5.825132657863173469e-01,3.701479050188706266e-01,2.106513342235191988e-01,2.053935800394881273e-01
1.588125004941119967e+00,8.310037211020874892e+00,1.282465260156615106e+00,9.000247442559231592e-01,4.317547800780458522e-01,4.439278004199266325e-01
9.060919823220173086e+00,7.107798078201496672e+00,8.822996694087066327e-01,8.867254232723918994e-01,1.418271500569933119e-01,1.428542602872196199e-01
9.272687987305655355e+00,9.840169982493161882e+00,1.588440576170576435e+00,6.079517538976492164e-01,1.592089658397789487e-01,1.707919356468912409e-01
7.202854143764662709e+00,4.856102326685949322e+00,1.256290402322056021e+00,9.358000284611862618e-01,1.897480531537509840e-01,2.129795312412187114e-01
2.286132749517861829e+00,3.567795807149990672e+00,9.676769828953172281e-01,2.573394795512365940e-01,2.811536144031186457e-01,2.888388981797044286e-01
4.693763724185115116e+00,1.032638228559761284e+00,1.539862741853819328e+00,5.552322583864671701e-01,3.222766975677044399e-01,3.170099029320040951e-01
3.461982610739972266e+00,8.650792828403409018e+00,1.422611544837825592e+00,6.381896129746568169e-01,2.609721038765700496e-01,2.567150295226585666e-01
1.176045480895723250e+00,1.329386074057673728e+00,8.705666183772140521e-01,6.035506712879423752e-01,4.726198287440466217e-01,4.784453722078312876e-01
2.368161436599995895e+00,8.677342902965593519e-01,1.715227590271791946e+00,9.218234159815199558e-01,5.979099726163208395e-01,6.007890267872584289e-01
5.796887217318003049e-01,5.853866870005511203e+00,1.411514829666642434e+00,4.312834119948917300e-01,7.522461555263766364e-01,7.439158558908467445e-01
9.722989391173463503e+00,7.891773254269582871e-01,1.037217555168894911e+00,6.799068702057519120e-01,1.871747275341278938e-01,1.804936323778681129e-01
2.362951831663555602e+00,1.584631084379057642e+00,1.404355979787645481e+00,7.076011023871912053e-01,4.554803704065903958e-01,4.621381906994123101e-01
3.871303033300499408e+00,3.089852397398457740e+00,1.427054760942934486e+00,8.880482743195705631e-01,3.133836902477279418e-01,3.368506739563409402e-01
2.466130384795043540e+00,2.767905759987826286e+00,9.391028525310121111e-01,6.812301698495877300e-01,3.093386707315768369e-01,2.830349969184974279e-01
6.512560958980139425e+00,1.111191915319355017e+00,1.498380269613087679e+00,8.622393456809174239e-01,2.741526952793820193e-01,2.813918566576092406e-01
5.625293241165456593e+00,4.991493333023546697e+00,7.674751583804008126e-01,4.291143039564115913e-01,1.579494298598821400e-01,1.558389580296654087e-01
7.656657950986049066e+00,3.673703169891020082e+00,6.281295289247048608e-01,1.401640682640811209e-01,1.313638467369668827e-01,1.391574938743687373e-01
1.141698248660660830e-01,4.314642958028929165e+00,1.543034199148994423e+00,9.868549931866700264e-01,1.288177679043689849e+00,1.296854892824342631e+00
2.046753512139160236e+00,6.543081724097348228e+00,1.286878694855987160e+00,9.189454901848423951e-01,3.857786337952371913e-01,3.863070146456226706e-01
5.987377284896298058e+00,2.537238652546940365e+00,1.735186336574697119e+00,1.805327044026988625e-01,2.499354312519304622e-01,2.397756957817085144e-01
5.765669301480219389e+00,8.547723415663394775e+00,8.986081477778747884e-01,1.483293148327333721e-01,1.473712218824380360e-01,1.334007029474080785e-01
8.244385564254193000e+00,1.079869722434629198e+00,1.399359959502586737e+00,4.517892130225102942e-01,2.150099833216077561e-01,1.962681964356761122e-01
8.054686457535809030e-01,3.893371648076116909e+00,1.605144110409437275e+00,2.874967476839133118e-01,7.406445754403552240e-01,7.528680314427044218e-01
3.711524930990902860e+00,6.939719747646975634e+00,1.144324196471745436e+00,4.799119051247288104e-01,2.235325391318029320e-01,2.214355154742329856e-01
4.037561394020001693e+00,6.251498064979688074e+00,1.885006576565756653e+00,2.927548384547653537e-01,2.932025203477121034e-01,2.877997706741265427e-01
5.130269217785087044e+00,7.123824866939713729e+00,1.043898452310051628e+00,3.427863390980223635e-01,1.752763527296980484e-01,1.724991586214341122e-01
3.514292192289528494e+00,9.469912345312286206e+00,1.740861056922903272e+00,6.255050380039162139e-02,2.673544423916563995e-01,2.539597652076907019e-01
7.346697914472390067e+00,4.111895436503038681e+00,1.973219394469056809e+00,9.746456543817068052e-01,2.452607671918867749e-01,2.483069129870973668e-01
1.043126694432296997e+00,4.422698079576547592e+00,1.397870775703426549e+00,8.198004512617941275e-01,6.498981813548202480e-01,6.630851963152581963e-01
6.062654877327156022e-01,9.540391023231990175e+00,1.184946806370630323e+00,7.547508247408977189e-01,6.588333979940973473e-01,6.702180043018070021e-01
3.134969656943687788e+00,2.416903561328433536e+00,8.826452062294598555e-01,5.538180646261142703e-01,2.564249852962159348e-01,2.407669945839387426e-01
8.936835835602008338e-01,1.057899671988102641e+00,1.222944871214908469e+00,6.680053416433796576e-01,7.150575386909613362e-01,7.286926575290508801e-01
3.924113107452131821e+00,7.037564866419714349e+00,1.309226229169156541e+00,4.368241803704051573e-01,2.325996445380401068e-01,2.249572755907767452e-01
5.784304362761635510e+00,8.419247233757873872e+00,1.237774611499651511e+00,4.750024618423506206e-01,1.779775266768653941e-01,1.588480040244377445e-01
8.418963358638209549e-01,2.631269362129244449e+00,1.934227201959894504e+00,8.403948545837460760e-01,1.000983981836744530e+00,9.886892594826384162e-01
4.597958892749636206e+00,6.787086899794496642e-01,6.447825795794582815e-01,9.570748758184901561e-01,2.455435385191792608e-01,2.358783974067287237e-01
5.553176384279524314e+00,6.795317629232739520e+00,1.282036338065124514e+00,6.247173279068676255e-01,1.966340028283898866e-01,1.965645244249895063e-01
5.645392862095029329e+00,8.829215921607863393e+00,1.123014996182989167e+00,8.093939732461794545e-01,1.777933375752983602e-01,1.674735828454358977e-01
3.020271138430830060e-01,8.697287850551232324e+00,7.507446897849479051e-01,1.962447784873584400e-01,4.596238816102576896e-01,4.445214270024583914e-01
7.732342916221170981e+00,1.299809976475693185e+00,1.629434428779660271e+00,7.119752598683682931e-01,2.478800957084941747e-01,2.452351553571811560e-01
7.219944120767331164e+00,3.742257814001043403e+00,7.489452217115035726e-01,2.363699645594407039e-01,1.437329478082001732e-01,1.629719872361359012e-01
2.970111784747990757e+00,5.362360459866432727e+00,5.130764953206161660e-01,9.933535385886655966e-01,1.990033852326031361e-01,1.919798764087171372e-01
4.713454304536444539e+00,8.498710433284177856e-01,1.055399541613769143e+00,1.507171760389045545e-01,2.303147949861323873e-01,2.349573301406298331e-01
7.391818794487418742e+00,3.079428762002301756e+00,1.670996076442264222e+00,4.051782310890293948e-01,2.180967224157608075e-01,2.188961907280554675e-01
