t,Ns,Nsrc,dNs_dt
1.629325865173034416e+01,3.651159736498445341e+01,1.903001292088308389e+02,2.848770557068895926e-01
1.632326465293058604e+01,3.652010991986593780e+01,1.903402169773722505e+02,2.825156550187060134e-01
1.635327065413082437e+01,3.652855189538728808e+01,1.903799711048910694e+02,2.801728470211122257e-01
1.638327665533106625e+01,3.653692384721704656e+01,1.904193942255264176e+02,2.778485011684859174e-01
1.641328265653130458e+01,3.654522632729481302e+01,1.904584889558985878e+02,2.755424875298366771e-01
1.644328865773154646e+01,3.655345988383128741e+01,1.904972578951093283e+02,2.732546767956991474e-01
1.647329465893178480e+01,3.656162506130822720e+01,1.905357036247416147e+02,2.709849402850563749e-01
1.650330066013202668e+01,3.656972240047851130e+01,1.905738287088597929e+02,2.687331499520713152e-01
1.653330666133226501e+01,3.657775243836607615e+01,1.906116356940094931e+02,2.664991783928041258e-01
1.656331266253250689e+01,3.658571570826595121e+01,1.906491271092177158e+02,2.642828988518131084e-01
1.659331866373274522e+01,3.659361273974424478e+01,1.906863054659927172e+02,2.620841852286517337e-01
1.662332466493298710e+01,3.660144405863815109e+01,1.907231732583241524e+02,2.599029120843123764e-01
1.665333066613322544e+01,3.660921018705595031e+01,1.907597329626829037e+02,2.577389546475421511e-01
1.668333666733346732e+01,3.661691164337700855e+01,1.907959870380212521e+02,2.555921888211347692e-01
1.671334266853370565e+01,3.662454894225175650e+01,1.908319379257727348e+02,2.534624911880651865e-01
1.674334866973394753e+01,3.663212259460173925e+01,1.908675880498522872e+02,2.513497390176047119e-01
1.677335467093418586e+01,3.663963310782067140e+01,1.909029398175092638e+02,2.492538102085646301e-01
1.680336067213442774e+01,3.664708098666364577e+01,1.909379956222114174e+02,2.471745829548757101e-01
1.683336667333466607e+01,3.665446672921989801e+01,1.909727578257504774e+02,2.451119369507859247e-01
1.686337267453490796e+01,3.666179082954121071e+01,1.910072287710125636e+02,2.430657526918471589e-01
1.689337867573514629e+01,3.666905377838374847e+01,1.910414107853127064e+02,2.410359112622826316e-01
1.692338467693538817e+01,3.667625606320807208e+01,1.910753061803948754e+02,2.390222943403772504e-01
1.695339067813562650e+01,3.668339816817912435e+01,1.911089172524321782e+02,2.370247842038457620e-01
1.698339667933586838e+01,3.669048057416626563e+01,1.911422462820265764e+02,2.350432637350232667e-01
1.701340268053610671e+01,3.669750375874323112e+01,1.911752955342090843e+02,2.330776164261347816e-01
1.704340868173634860e+01,3.670446819618815226e+01,1.912080672584397121e+02,2.311277263843747320e-01
1.707341468293658693e+01,3.671137435748354960e+01,1.912405636886074660e+02,2.291934783369837803e-01
1.710342068413682881e+01,3.671822271031635410e+01,1.912727870430303199e+02,2.272747576361995314e-01
1.713342668533706714e+01,3.672501371907787160e+01,1.913047395244552149e+02,2.253714502642383266e-01
1.716343268653730902e+01,3.673174784486380418e+01,1.913364233200581737e+02,2.234834428380958471e-01
1.719343868773754735e+01,3.673842554547425721e+01,1.913678406014441009e+02,2.216106226143548241e-01
1.722344468893778568e+01,3.674504727541371807e+01,1.913989935246469827e+02,2.197528774939474516e-01
1.725345069013802757e+01,3.675161348589107035e+01,1.914298842301297725e+02,2.179100960267641440e-01
1.728345669133826590e+01,3.675812462481959386e+01,1.914605148427843631e+02,2.160821674162676231e-01
1.731346269253850778e+01,3.676458113681695750e+01,1.914908874719317282e+02,2.142689815240537143e-01
1.734346869373874611e+01,3.677098346320522637e+01,1.915210042113217241e+02,2.124704288743064495e-01
1.737347469493898799e+01,3.677733204201086181e+01,1.915508671391333166e+02,2.106864006582229720e-01
1.740348069613922632e+01,3.678362730796470714e+01,1.915804783179743822e+02,2.089167887383656108e-01
1.743348669733946821e+01,3.678986969250200900e+01,1.916098397948818217e+02,2.071614856529508941e-01
1.746349269853970654e+01,3.679605962443960721e+01,1.916389536042551072e+02,2.054203844118323019e-01
1.749349869973994842e+01,3.680219752962305790e+01,1.916678217652449518e+02,2.036933785324865909e-01
1.752350470094018675e+01,3.680828382777892216e+01,1.916964462681078487e+02,2.019803630119492155e-01
1.755351070214042863e+01,3.681431893558785617e+01,1.917248290887010285e+02,2.002812334696049135e-01
1.758351670334066696e+01,3.682030326687026189e+01,1.917529721893258454e+02,1.985958860966912098e-01
1.761352270454090885e+01,3.682623723258631543e+01,1.917808775187279480e+02,1.969242176600882743e-01
1.764352870574114718e+01,3.683212124083595285e+01,1.918085470120971365e+02,1.952661255060634815e-01
1.767353470694138906e+01,3.683795569685887727e+01,1.918359825910674772e+02,1.936215075639351468e-01
1.770354070814162739e+01,3.684374100303455180e+01,1.918631861637171880e+02,1.919902623497078409e-01
1.773354670934186927e+01,3.684947755888222076e+01,1.918901596245687244e+02,1.903722889696712883e-01
1.776355271054210760e+01,3.685516576106088138e+01,1.919169048545887790e+02,1.887674871239095609e-01
1.779355871174234949e+01,3.686080600336929081e+01,1.919434237211882248e+02,1.871757571098262574e-01
1.782356471294258782e+01,3.686639867674597326e+01,1.919697180782221437e+02,1.855969998255622144e-01
1.785357071414282970e+01,3.687194416926923424e+01,1.919957897659898265e+02,1.840311167733901243e-01
1.788357671534306803e+01,3.687744286615712497e+01,1.920216406112348295e+02,1.824780100630718493e-01
1.791358271654330991e+01,3.688289514976746375e+01,1.920472724271448328e+02,1.809375824151571166e-01
1.794358871774354824e+01,3.688830139959784304e+01,1.920726870133518105e+02,1.794097371642511263e-01
1.797359471894379013e+01,3.689366199228561527e+01,1.920978861559318887e+02,1.778943782622137704e-01
1.800360072014402846e+01,3.689897730160789990e+01,1.921228716274054591e+02,1.763914102813322060e-01
1.803360672134427034e+01,3.690424769848157638e+01,1.921476451867370372e+02,1.749007384174570134e-01
1.806361272254450867e+01,3.690947355096328408e+01,1.921722085793354609e+02,1.734222684930948333e-01
1.809361872374474700e+01,3.691465522424945078e+01,1.921965635370536916e+02,1.719559069603988632e-01
1.812362472494498888e+01,3.691979308067624288e+01,1.922207117781889281e+02,1.705015609042339619e-01
1.815363072614522721e+01,3.692488747984202035e+01,1.922446550080361192e+02,1.690591380089019324e-01
1.818363672734546910e+01,3.692993878012669029e+01,1.922683949253217293e+02,1.676285460807696026e-01
1.821364272854570743e+01,3.693494733441615807e+01,1.922919332022983667e+02,1.662096942753379381e-01
1.824364872974594931e+01,3.693991349205474251e+01,1.923152714945109096e+02,1.648024925891728998e-01
1.827365473094618764e+01,3.694483759994570704e+01,1.923384114459200021e+02,1.634068515476476691e-01
1.830366073214642952e+01,3.694972000255125266e+01,1.923613546889020256e+02,1.620226822074872786e-01
1.833366673334666785e+01,3.695456104189253210e+01,1.923841028442491279e+02,1.606498961593967323e-01
1.836367273454690974e+01,3.695936105754962853e+01,1.924066575211691088e+02,1.592884055305958668e-01
1.839367873574714807e+01,3.696412038666156263e+01,1.924290203172855911e+02,1.579381229873506598e-01
1.842368473694738995e+01,3.696883936392629266e+01,1.924511928186379066e+02,1.565989617374468068e-01
1.845369073814762828e+01,3.697351832160072860e+01,1.924731765996810964e+02,1.552708355326357648e-01
1.848369673934787016e+01,3.697815758950071796e+01,1.924949732232859958e+02,1.539536586710505972e-01
1.851370274054810849e+01,3.698275749500103871e+01,1.925165842407391210e+02,1.526473459995898452e-01
1.854370874174835038e+01,3.698731836303542053e+01,1.925380111917427541e+02,1.513518129162800818e-01
1.857371474294858871e+01,3.699184051609651647e+01,1.925592556044149148e+02,1.500669753725825117e-01
1.860372074414883059e+01,3.699632427423594550e+01,1.925803189952893604e+02,1.487927498756738132e-01
1.863372674534906892e+01,3.700076995506424282e+01,1.926012028693155855e+02,1.475290534907180984e-01
1.866373274654931080e+01,3.700517787375088830e+01,1.926219087198588227e+02,1.462758038430829188e-01
1.869373874774954913e+01,3.700954834302431351e+01,1.926424380287000133e+02,1.450329191205099733e-01
1.872374474894979102e+01,3.701388167317188049e+01,1.926627922660358934e+02,1.438003180753257837e-01
1.875375075015002935e+01,3.701817817203988881e+01,1.926829728904788794e+02,1.425779200265360203e-01
1.878375675135027123e+01,3.702243814503358976e+01,1.927029813490571541e+02,1.413656448619402539e-01
1.881376275255050956e+01,3.702666189511715800e+01,1.927228190772146377e+02,1.401634130402058531e-01
1.884376875375075144e+01,3.703084972281372700e+01,1.927424874988109877e+02,1.389711455929187878e-01
1.887377475495098977e+01,3.703500192621302034e+01,1.927619880261568426e+02,1.377887641243491501e-01
1.890378075615123166e+01,3.703911880255041211e+01,1.927813220670441297e+02,1.366161903365252783e-01
1.893378675735146999e+01,3.704320064501209231e+01,1.928004910094843751e+02,1.354533469228025311e-01
1.896379275855171187e+01,3.704724774289365996e+01,1.928194962231103489e+02,1.343001575713191897e-01
1.899379875975195020e+01,3.705126038344020145e+01,1.928383390678230853e+02,1.331565464432316048e-01
1.902380476095218853e+01,3.705523885184629052e+01,1.928570208937919404e+02,1.320224381744719011e-01
1.905381076215243041e+01,3.705918343125598824e+01,1.928755430414544776e+02,1.308977578775358808e-01
1.908381676335266874e+01,3.706309440276284306e+01,1.928939068415166957e+02,1.297824311431714506e-01
1.911382276455291063e+01,3.706697204540988366e+01,1.929121136149527729e+02,1.286763840421158989e-01
1.914382876575314896e+01,3.707081663618963319e+01,1.929301646730052653e+02,1.275795431267594537e-01
1.917383476695339084e+01,3.707462845004408791e+01,1.929480613171849370e+02,1.264918354327937422e-01
1.920384076815362917e+01,3.707840775986474569e+01,1.929658048392709020e+02,1.254131884808735720e-01
1.923384676935387105e+01,3.708215483649258459e+01,1.929833965213105671e+02,1.243435302782120999e-01
1.926385277055410938e+01,3.708586994871806297e+01,1.930008376356196607e+02,1.232827893201511316e-01
1.929385877175435127e+01,3.708955336328113361e+01,1.930181294447821188e+02,1.222308945917882639e-01
1.932386477295458960e+01,3.709320534487124377e+01,1.930352732016502557e+02,1.211877755694548142e-01
1.935387077415483148e+01,3.709682615612729961e+01,1.930522701493446789e+02,1.201533622222923370e-01
1.938387677535506981e+01,3.710041605763771599e+01,1.930691215212542033e+02,1.191275850137367698e-01
1.941388277655531169e+01,3.710397530794039511e+01,1.930858285410360509e+02,1.181103749030052441e-01
1.944388877775555002e+01,3.710750416352271230e+01,1.931023924226156510e+02,1.171016633465367107e-01
1.947389477895579191e+01,3.711100287882153737e+01,1.931188143701867830e+02,1.161013822994902966e-01
1.950390078015603024e+01,3.711447170622322034e+01,1.931350955782114909e+02,1.151094642171033300e-01
1.953390678135627212e+01,3.711791089606361282e+01,1.931512372314201684e+02,1.141258420561310771e-01
1.956391278255651045e+01,3.712132069662803247e+01,1.931672405048113887e+02,1.131504492762198666e-01
1.959391878375675233e+01,3.712470135415129135e+01,1.931831065636521600e+02,1.121832198412784365e-01
1.962392478495699066e+01,3.712805311281769605e+01,1.931988365634776699e+02,1.112240882208004322e-01
1.965393078615723255e+01,3.713137621618258777e+01,1.932144316565182294e+02,1.102729889671030250e-01
1.968393678735747088e+01,3.713467090469529808e+01,1.932298929797584037e+02,1.093298574031837944e-01
1.971394278855771276e+01,3.713793741505076440e+01,1.932452216524388575e+02,1.083946298482301174e-01
1.974394878975795109e+01,3.714117598224763128e+01,1.932604187857557463e+02,1.074672430327385797e-01
1.977395479095819297e+01,3.714438683958827880e+01,1.932754854828604607e+02,1.065476340996927007e-01
1.980396079215843130e+01,3.714757021867882969e+01,1.932904228388599392e+02,1.056357406057077952e-01
1.983396679335867319e+01,3.715072634942912089e+01,1.933052319408164976e+02,1.047315005222211326e-01
1.986397279455891152e+01,3.715385546005271777e+01,1.933199138677478004e+02,1.038348522365346582e-01
1.989397879575914985e+01,3.715695777706692127e+01,1.933344696906269746e+02,1.029457345530317980e-01
1.992398479695939173e+01,3.716003352529276071e+01,1.933489004723825815e+02,1.020640866941890934e-01
1.995399079815963006e+01,3.716308292785500100e+01,1.933632072678985310e+02,1.011898483016873129e-01
1.998399679935987194e+01,3.716610620618211414e+01,1.933773911240141672e+02,1.003229594375056877e-01
2.001400280056011027e+01,3.716910358000632897e+01,1.933914530795242399e+02,9.946336058492377674e-02
2.004400880176035216e+01,3.717207526736358858e+01,1.934053941651789614e+02,9.861099264961570299e-02
2.007401480296059049e+01,3.717502148459355737e+01,1.934192154036838360e+02,9.776579696062004388e-02
2.010402080416083237e+01,3.717794244633964951e+01,1.934329178096998874e+02,9.692771527137011844e-02
2.013402680536107070e+01,3.718083836554899335e+01,1.934465023898435163e+02,9.609668976071095159e-02
2.016403280656131258e+01,3.718370945347244572e+01,1.934599701426864726e+02,9.527266303384696045e-02
2.019403880776155091e+01,3.718655591966460605e+01,1.934733220587560254e+02,9.445557812333493786e-02
2.022404480896179280e+01,3.718937797198378803e+01,1.934865591205347926e+02,9.364537849000864611e-02
2.025405081016203113e+01,3.719217581659204086e+01,1.934996823024607693e+02,9.284200802393804963e-02
2.028405681136227301e+01,3.719494965795514929e+01,1.935126925709274133e+02,9.204541104537433682e-02
2.031406281256251134e+01,3.719769969884260519e+01,1.935255908842835879e+02,9.125553230563987483e-02
2.034406881376275322e+01,3.720042614032766437e+01,1.935383781928335054e+02,9.047231698801105892e-02
2.037407481496299155e+01,3.720312918178727557e+01,1.935510554388368689e+02,8.969571070864823525e-02
2.040408081616323344e+01,3.720580902090213726e+01,1.935636235565087588e+02,8.892565951745012853e-02
2.043408681736347177e+01,3.720846585499108983e+01,1.935760834780997754e+02,8.816210950288017045e-02
2.046409281856371365e+01,3.721109987881933279e+01,1.935884361233452751e+02,8.740500740346401898e-02
2.049409881976395198e+01,3.721371128377175097e+01,1.936006823960161682e+02,8.665430087653991365e-02
2.052410482096419386e+01,3.721630025985051304e+01,1.936128231933343216e+02,8.590993792834034082e-02
2.055411082216443219e+01,3.721886699567556178e+01,1.936248594059742913e+02,8.517186691457112602e-02
2.058411682336467408e+01,3.722141167848457854e+01,1.936367919180635511e+02,8.444003654119480728e-02
2.061412282456491241e+01,3.722393449413299038e+01,1.936486216071823208e+02,8.371439586517670506e-02
2.064412882576515429e+01,3.722643562709397713e+01,1.936603493443636523e+02,8.299489429518924766e-02
2.067413482696539262e+01,3.722891526045845723e+01,1.936719759940934580e+02,8.228148159235626480e-02
2.070414082816563450e+01,3.723137357593510899e+01,1.936835024143104249e+02,8.157410787095464855e-02
2.073414682936587283e+01,3.723381075385035643e+01,1.936949294564060722e+02,8.087272359910091524e-02
2.076415283056611472e+01,3.723622697314835506e+01,1.937062579652247223e+02,8.017727959947507088e-02
2.079415883176635305e+01,3.723862241139102736e+01,1.937174887790635012e+02,7.948772704996720506e-02
2.082416483296659138e+01,3.724099724475803441e+01,1.937286227296724235e+02,7.880401748434895381e-02
2.085417083416683326e+01,3.724335164804679010e+01,1.937396606422542220e+02,7.812610279298759508e-02
2.088417683536707159e+01,3.724568579467243978e+01,1.937506033354644899e+02,7.745393522344112824e-02
2.091418283656731347e+01,3.724799985666789581e+01,1.937614516214116804e+02,7.678746738111019710e-02
2.094418883776755180e+01,3.725029400468380913e+01,1.937722063056569652e+02,7.612665222989711822e-02
2.097419483896779369e+01,3.725256840798857638e+01,1.937828681872144614e+02,7.547144309282138863e-02
2.100420084016803202e+01,3.725482323446835409e+01,1.937934380585509757e+02,7.482179365263608162e-02
2.103420684136827390e+01,3.725705865062702316e+01,1.938039167055862038e+02,7.417765795243091986e-02
2.106421284256851223e+01,3.725927482158623860e+01,1.938143049076926445e+02,7.353899039623001954e-02
2.109421884376875411e+01,3.726147191108538692e+01,1.938246034376956288e+02,7.290574574958874621e-02
2.112422484496899244e+01,3.726365008148160030e+01,1.938348130618732341e+02,7.227787914019589977e-02
2.115423084616923433e+01,3.726580949374977081e+01,1.938449345399564550e+02,7.165534605841283877e-02
2.118423684736947266e+01,3.726795030748252913e+01,1.938549686251290041e+02,7.103810235784280280e-02
2.121424284856971454e+01,3.727007268089024450e+01,1.938649160640275113e+02,7.042610425593487378e-02
2.124424884976995287e+01,3.727217677194215639e+01,1.938747776019701803e+02,6.981930799697888546e-02
2.127425485097019475e+01,3.727426273675396118e+01,1.938845539751597187e+02,6.921767030073766591e-02
2.130426085217043308e+01,3.727633072829728178e+01,1.938942459049674198e+02,6.862114875862435071e-02
2.133426685337067497e+01,3.727838089842724401e+01,1.939038541074847046e+02,6.802970125302909565e-02
2.136427285457091330e+01,3.728041339788943276e+01,1.939133792935556926e+02,6.744328595575677099e-02
2.139427885577115518e+01,3.728242837631992046e+01,1.939228221687772589e+02,6.686186132848881414e-02
2.142428485697139351e+01,3.728442598224525284e+01,1.939321834334990058e+02,6.628538612324508250e-02
2.145429085817163539e+01,3.728640636308243472e+01,1.939414637828232344e+02,6.571381938292120140e-02
2.148429685937187372e+01,3.728836966513897977e+01,1.939506639066049729e+02,6.514712044162251914e-02
2.151430286057211561e+01,3.729031603361284652e+01,1.939597844894519483e+02,6.458524892521744221e-02
2.154430886177235394e+01,3.729224561259248105e+01,1.939688262107246715e+02,6.402816475172468103e-02
2.157431486297259582e+01,3.729415854505680983e+01,1.939777897445363237e+02,6.347582813178753725e-02
2.160432086417283415e+01,3.729605497287522553e+01,1.939866757597528135e+02,6.292819956904871503e-02
2.163432686537307603e+01,3.729793503680760836e+01,1.939954849199928049e+02,6.238523986065835913e-02
2.166433286657331436e+01,3.729979887650429760e+01,1.940042178836276321e+02,6.184691009761067448e-02
2.169433886777355269e+01,3.730164663050612717e+01,1.940128753037813567e+02,6.131317166520489081e-02
2.172434486897379458e+01,3.730347843624439719e+01,1.940214578283308242e+02,6.078398624344938384e-02
2.175435087017403291e+01,3.730529443004087398e+01,1.940299660999055504e+02,6.025931580745691463e-02
2.178435687137427479e+01,3.730709474710782558e+01,1.940384007558877499e+02,5.973912262781677640e-02
2.181436287257451312e+01,3.730887952154795784e+01,1.940467624284124213e+02,5.922336927103710735e-02
2.184436887377475500e+01,3.731064888635449250e+01,1.940550517443672618e+02,5.871201859988328664e-02
2.187437487497499333e+01,3.731240297341110335e+01,1.940632693253926675e+02,5.820503377378294374e-02
2.190438087617523522e+01,3.731414191349194454e+01,1.940714157878817616e+02,5.770237824918744707e-02
2.193438687737547355e+01,3.731586583626164355e+01,1.940794917429804229e+02,5.720401577994493891e-02
2.196439287857571543e+01,3.731757487027530829e+01,1.940874977965872006e+02,5.670991041767337038e-02
2.199439887977595376e+01,3.731926914297852704e+01,1.940954345493533992e+02,5.622002651210689095e-02
2.202440488097619564e+01,3.732094878070734012e+01,1.941033025966830508e+02,5.573432871144401446e-02
2.205441088217643397e+01,3.732261390868830375e+01,1.941111025287329142e+02,5.525278196270289044e-02
2.208441688337667586e+01,3.732426465172989083e+01,1.941188349335987766e+02,5.477535130838884214e-02
2.211442288457691419e+01,3.732590113397595388e+01,1.941265003959317426e+02,5.430200194195577978e-02
2.214442888577715607e+01,3.732752347639259938e+01,1.941340994853913173e+02,5.383269995095307792e-02
2.217443488697739440e+01,3.732913179897201417e+01,1.941416327670440864e+02,5.336741168526959456e-02
2.220444088817763628e+01,3.733072622082930536e+01,1.941491008018157061e+02,5.290610372933191030e-02
2.223444688937787461e+01,3.733230686020251454e+01,1.941565041464907608e+02,5.244874290238854542e-02
2.226445289057811650e+01,3.733387383445261776e+01,1.941638433537129060e+02,5.199529625877374883e-02
2.229445889177835483e+01,3.733542726006349710e+01,1.941711189719847255e+02,5.154573108825122318e-02
2.232446489297859671e+01,3.733696725264197624e+01,1.941783315456678736e+02,5.110001491625659753e-02
2.235447089417883504e+01,3.733849392691781333e+01,1.941854816149829617e+02,5.065811550416299269e-02
2.238447689537907692e+01,3.734000739674368674e+01,1.941925697160096149e+02,5.022000084959632460e-02
2.241448289657931525e+01,3.734150777509519514e+01,1.941995963806864154e+02,4.978563918667600063e-02
2.244448889777955713e+01,3.734299517407087876e+01,1.942065621368110158e+02,4.935499898629736037e-02
2.247449489897979547e+01,3.734446970489219808e+01,1.942134675080400541e+02,4.892804895638658280e-02
2.250450090018003735e+01,3.734593147790354095e+01,1.942203130138891254e+02,4.850475804216980436e-02
2.253450690138027568e+01,3.734738060257222969e+01,1.942270991697328384e+02,4.808509542641914436e-02
2.256451290258051756e+01,3.734881718748850687e+01,1.942338264868048157e+02,4.766903052970583587e-02
2.259451890378075589e+01,3.735024134036554955e+01,1.942404954721976935e+02,4.725653301065690925e-02
2.262452490498099422e+01,3.735165316803945501e+01,1.942471066288631221e+02,4.684757276620121758e-02
2.265453090618123611e+01,3.735305277646925504e+01,1.942536604556116515e+02,4.644211993178881670e-02
2.268453690738147444e+01,3.735444027073690165e+01,1.942601574471129311e+02,4.604014488166807695e-02
2.271454290858171632e+01,3.735581575504728136e+01,1.942665980938956238e+02,4.564161822909529320e-02
2.274454890978195465e+01,3.735717933272821512e+01,1.942729828823472644e+02,4.524651082655317680e-02
2.277455491098219653e+01,3.735853110623042994e+01,1.942793122947145434e+02,4.485479376602796719e-02
2.280456091218243486e+01,3.735987117712760863e+01,1.942855868091030800e+02,4.446643837916397501e-02
2.283456691338267674e+01,3.736119964611633293e+01,1.942918068994774501e+02,4.408141623756378635e-02
2.286457291458291508e+01,3.736251661301614035e+01,1.942979730356613004e+02,4.369969915294635854e-02
2.289457891578315696e+01,3.736382217676947448e+01,1.943040856833372345e+02,4.332125917738149923e-02
2.292458491698339529e+01,3.736511643544171335e+01,1.943101453040468698e+02,4.294606860353678002e-02
2.295459091818363717e+01,3.736639948633143149e+01,1.943161523557021155e+02,4.257409993249527957e-02
2.298459691938387550e+01,3.736767142717926049e+01,1.943221072980916233e+02,4.220532551277234035e-02
2.301460292058411738e+01,3.736893235311086414e+01,1.943280105785915737e+02,4.183971842837852506e-02
2.304460892178435572e+01,3.737018235787643761e+01,1.943338626381186316e+02,4.147725215031972112e-02
2.307461492298459760e+01,3.737142153454371396e+01,1.943396639143726929e+02,4.111790033570628111e-02
2.310462092418483593e+01,3.737264997549798551e+01,1.943454148418370266e+02,4.076163682795108656e-02
2.313462692538507781e+01,3.737386777244207536e+01,1.943511158517782746e+02,4.040843565696228268e-02
2.316463292658531614e+01,3.737507501639638718e+01,1.943567673722462814e+02,4.005827103925252430e-02
2.319463892778555802e+01,3.737627179769884123e+01,1.943623698280743497e+02,3.971111737820276488e-02
2.322464492898579635e+01,3.737745820600492408e+01,1.943679236408789848e+02,3.936694926415107432e-02
2.325465093018603824e+01,3.737863433028768867e+01,1.943734292290601218e+02,3.902574147460757814e-02
2.328465693138627657e+01,3.737980025883770452e+01,1.943788870078009552e+02,3.868746897440189514e-02
2.331466293258651845e+01,3.738095607926311459e+01,1.943842973890680526e+02,3.835210691582879861e-02
2.334466893378675678e+01,3.738210187848961397e+01,1.943896607816112123e+02,3.801963063882940475e-02
2.337467493498699866e+01,3.738323774276042855e+01,1.943949775909636912e+02,3.769001567117591378e-02
2.340468093618723699e+01,3.738436375763635056e+01,1.944002482194419770e+02,3.736323772854444059e-02
2.343468693738747888e+01,3.738548000799572435e+01,1.944054730661459303e+02,3.703927271475304650e-02
2.346469293858771721e+01,3.738658657803441798e+01,1.944106525269586712e+02,3.671809672187986706e-02
2.349469893978795909e+01,3.738768355126589427e+01,1.944157869945467212e+02,3.639968603037591066e-02
2.352470494098819742e+01,3.738877101052112550e+01,1.944208768583598612e+02,3.608401710927999773e-02
2.355471094218843575e+01,3.738984903794865033e+01,1.944259225046312736e+02,3.577106661632623030e-02
2.358471694338867763e+01,3.739091771501455952e+01,1.944309243163773999e+02,3.546081139807100158e-02
2.361472294458891596e+01,3.739197712250249594e+01,1.944358826733980266e+02,3.515322849005286798e-02
2.364472894578915785e+01,3.739302734051364752e+01,1.944407979522762844e+02,3.484829511695775039e-02
2.367473494698939618e+01,3.739406844846674716e+01,1.944456705263785921e+02,3.454598869270064654e-02
2.370474094818963806e+01,3.739510052509808702e+01,1.944505007658547129e+02,3.424628682059616125e-02
2.373474694938987639e+01,3.739612364846150427e+01,1.944552890376377547e+02,3.394916729349262141e-02
2.376475295059011827e+01,3.739713789592839532e+01,1.944600357054441133e+02,3.365460809386533469e-02
2.379475895179035660e+01,3.739814334418768738e+01,1.944647411297735289e+02,3.336258739400843609e-02
2.382476495299059849e+01,3.739914006924588108e+01,1.944694056679090579e+02,3.307308355609173134e-02
2.385477095419083682e+01,3.740012814642701500e+01,1.944740296739171015e+02,3.278607513233655624e-02
2.388477695539107870e+01,3.740110765061386644e+01,1.944786134997638101e+02,3.250154079420397579e-02
2.391478295659131703e+01,3.740207865702030432e+01,1.944831574987933323e+02,3.221945909854095902e-02
2.394478895779155891e+01,3.740304123840798667e+01,1.944876620127920148e+02,3.193980930254536332e-02
2.397479495899179724e+01,3.740399546667875086e+01,1.944921273795132777e+02,3.166257090645796524e-02
2.400480096019203913e+01,3.740494141321211430e+01,1.944965539342527734e+02,3.138772355532548630e-02
2.403480696139227746e+01,3.740587914886528154e+01,1.945009420098482451e+02,3.111524703910095724e-02
2.406481296259251934e+01,3.740680874397318689e+01,1.945052919366795265e+02,3.084512129270766678e-02
2.409481896379275767e+01,3.740773026834841630e+01,1.945096040426686841e+02,3.057732639621590920e-02
2.412482496499299955e+01,3.740864379128129968e+01,1.945138786532798747e+02,3.031184257488295231e-02
2.415483096619323788e+01,3.740954938153981857e+01,1.945181160915194027e+02,3.004865019926672431e-02
2.418483696739347977e+01,3.741044710736968426e+01,1.945223166779357484e+02,2.978772978533328342e-02
2.421484296859371810e+01,3.741133703649428099e+01,1.945264807306195110e+02,2.952906199454741198e-02
2.424484896979395998e+01,3.741221923611470146e+01,1.945306085652033801e+02,2.927262763396321077e-02
2.427485497099419831e+01,3.741309377290973259e+01,1.945347004948622782e+02,2.901840765631558128e-02
2.430486097219444019e+01,3.741396071303586268e+01,1.945387568303131900e+02,2.876638316012591901e-02
2.433486697339467852e+01,3.741482012212725294e+01,1.945427778798153327e+02,2.851653538978649038e-02
2.436487297459492041e+01,3.741567206529579437e+01,1.945467639491699856e+02,2.826884573562793435e-02
2.439487897579515874e+01,3.741651660713104377e+01,1.945507153417205757e+02,2.802329573405692997e-02
2.442488497699539707e+01,3.741735381170028063e+01,1.945546323583527055e+02,2.777986706759527635e-02
2.445489097819563895e+01,3.741818374254845025e+01,1.945585152974941536e+02,2.753854156499446759e-02
2.448489697939587728e+01,3.741900646269822772e+01,1.945623644551147038e+02,2.729930120128987170e-02
2.451490298059611916e+01,3.741982203464995393e+01,1.945661801247264577e+02,2.706212809792951646e-02
2.454490898179635749e+01,3.742063052038168536e+01,1.945699625973835225e+02,2.682700452280606385e-02
2.457491498299659938e+01,3.742143198134916560e+01,1.945737121616822378e+02,2.659391289039625406e-02
2.460492098419683771e+01,3.742222647848584671e+01,1.945774291037610055e+02,2.636283576176801091e-02
2.463492698539707959e+01,3.742301407220285370e+01,1.945811137073004318e+02,2.613375584472965585e-02
2.466493298659731792e+01,3.742379482238902000e+01,1.945847662535232416e+02,2.590665599386099416e-02
2.469493898779755980e+01,3.742456878841088752e+01,1.945883870211943076e+02,2.568151921060035647e-02
2.472494498899779813e+01,3.742533602911267820e+01,1.945919762866206497e+02,2.545832864334052204e-02
2.475495099019804002e+01,3.742609660281631534e+01,1.945955343236513784e+02,2.523706758746335765e-02
2.478495699139827835e+01,3.742685056732141646e+01,1.945990614036778368e+02,2.501771948546505087e-02
2.481496299259852023e+01,3.742759797990529336e+01,1.946025577956334303e+02,2.480026792698453164e-02
2.484496899379875856e+01,3.742833889733817188e+01,1.946060237660643395e+02,2.458469664441320646e-02
2.487497499499900044e+01,3.742907337687909575e+01,1.946094595837116117e+02,2.437098921783498184e-02
2.490498099619923877e+01,3.742980147431855897e+01,1.946128655103459550e+02,2.415912964393562845e-02
2.493498699739948066e+01,3.743052324418250976e+01,1.946162418018218432e+02,2.394910228381519346e-02
2.496499299859971899e+01,3.743123874060411538e+01,1.946195887121480439e+02,2.374089160881087679e-02
2.499499899979996087e+01,3.743194801732373378e+01,1.946229064934877897e+02,2.353448220065867957e-02
