m1,m2,u1,u2,v1_out
4.453639663579044949e+00,2.798361428709556176e+00,3.656067701746669840e+00,3.929359396494553014e+00,5.912424430215601490e-01
4.435455977539326078e+00,2.498655052077684235e+00,3.950589400074829172e+00,1.587968279133696203e+00,1.785076127482833508e+00
2.837928344141524395e+00,3.685232030705128725e+00,2.769140271260174480e+00,3.846567839914157627e+00,-1.187650471903638039e+00
3.589260932177883223e+00,2.103184970247850671e+00,3.322630771396398952e+00,3.963325915136575617e+00,5.529578946052091659e-01
2.366656328256973030e+00,4.498109536689609556e+00,1.774451298338513006e+00,2.739381164532130430e+00,-1.539430501084801062e+00
4.046928148980166284e+00,4.383064310609797509e+00,1.069673380335194102e+00,1.392826247534127315e+00,-4.751888611000966156e-01
4.202509982148916912e+00,8.592173105183193993e-01,1.965251962585451873e+00,3.595459412670756194e+00,1.010599955219324109e+00
3.867966556562563607e+00,1.838017579939706270e+00,6.647796165486534736e-01,1.609366567293930794e+00,-1.956337854808796461e-01
1.367114428550968208e+00,1.490589624176090977e+00,2.166448209222116006e+00,3.819154186176761279e+00,-9.451861455919373656e-01
3.175446089503189961e-01,1.931576332605272839e+00,2.138567527594824824e+00,1.312445574024364348e+00,-9.196090292008473055e-01
3.359614775798291486e+00,3.870778505244972578e+00,8.707778548651965433e-01,3.088079936745185439e+00,-1.585275853480125452e+00
2.174036933520454795e+00,1.086843494027592172e+00,1.973128622469881854e+00,2.075674732697826208e+00,5.068399028466020750e-01
4.492452056546742512e+00,4.833834510516517580e-01,8.571757953516803141e-01,1.343924595146555490e+00,6.279781420990890872e-01
4.327268132224202368e+00,2.824849372993062602e+00,2.825936560640068596e+00,3.327425493605863593e+00,2.156716191538349259e-01
2.762010051177142600e+00,3.971765293958951837e+00,1.385407119799975106e+00,2.049471887603021791e+00,-1.019401875951375880e+00
2.011731923146459877e+00,6.888239569152296848e-01,3.885942310440016367e+00,3.011210006613131540e+00,2.260578311358008907e+00
3.622349796441705738e+00,4.208035501847821713e+00,9.357004923386187389e-01,1.473191255027779700e+00,-6.209431430014652475e-01
3.604974538459539080e+00,9.718233026479552450e-01,2.568375301517652254e+00,3.521085621057170822e+00,1.273692884356184774e+00
3.474957887062469108e+00,5.097781659078617356e-01,8.793252347818989456e-01,3.159723591201018866e+00,3.421139555393710729e-01
4.243635460833610651e+00,2.925582062788829152e+00,1.870065099992339608e+00,3.169686820951742146e+00,-4.067125098512153203e-01
2.971129209175168207e+00,3.774612260754389048e+00,2.917977690471948993e+00,2.440879818248853361e+00,-3.609092595498621936e-01
2.677008703232985010e+00,2.071481981774743741e-01,2.363842369851488989e+00,1.935244016991665150e+00,2.089675602466546156e+00
2.681159041315527514e+00,1.712141255512838356e+00,1.964144785616912525e+00,1.604018940677789828e+00,3.652199825273748091e-01
4.467107158492862773e+00,8.351732698652813980e-01,3.585718721381075724e+00,6.782880540728488672e-01,2.866730832063080658e+00
1.960405440452614778e+00,2.804884057512473827e+00,1.815534138440083822e+00,3.162442911962772385e+00,-1.344481216061121476e+00
4.241196127089943424e+00,3.922415012571931925e+00,3.673086807860558523e+00,3.879881266562104081e+00,-1.796848124549719206e-01
2.623469906039260557e+00,2.938313201161385724e+00,2.331710742667883363e+00,1.498341706725528244e+00,4.278467140909514299e-03
6.096269636927683644e-01,1.451875271852119065e+00,1.250339885638942050e+00,1.461147895834494781e+00,-8.121622353956063911e-01
2.355113539100462283e+00,1.384102351586151025e+00,1.996108232311170516e+00,1.721720105010627666e+00,4.480111167724482035e-01
1.597742708700190528e+00,3.342933401617199429e+00,1.473404182221895509e+00,1.511992481595677340e+00,-8.754090335406358170e-01
2.733848214386433106e+00,4.207325707411359694e+00,2.308894041156384080e+00,3.183107411724912073e+00,-1.316851226945972453e+00
4.295887305609894291e+00,2.882074524458599907e+00,7.103960551577099825e-01,1.213965474601914174e+00,-2.139906820649899177e-01
1.061386530658195104e+00,3.313447811387412845e+00,2.229014091818840804e+00,3.937126005595413591e+00,-2.461420703661612475e+00
2.481078196601713248e+00,2.336043937521638192e+00,2.284570347254153422e+00,3.343720840527911964e+00,-6.067943236861528256e-01
2.996010808328917197e+00,3.228755840627902440e+00,3.135166429498788432e+00,2.207051826811701201e+00,1.176890311192394512e-01
3.895137495203931710e+00,4.844239028216141385e+00,7.743780087323588468e-01,2.000290379300548427e+00,-1.081124288210242534e+00
4.716689420006598077e+00,4.070947163957187698e+00,2.914026350066215798e+00,1.636291879144466943e+00,5.081588522839955990e-01
2.842917829928368167e+00,2.389657698326329849e-01,1.211830181143486396e+00,3.426077727777044668e+00,8.927804520665005850e-01
4.623766490539418683e+00,2.761541180611319923e+00,1.837676721501244170e+00,5.778177599572142942e-01,7.578824091466128676e-01
1.815483019258594455e+00,2.653807784924488988e+00,2.268562515925923506e+00,8.998789927231769514e-01,8.267754629853452109e-02
3.868734902324768132e+00,6.107173060369607276e-01,2.605392933807487932e+00,1.034651302142068019e+00,2.065298796838160200e+00
3.865882199925124940e+00,4.156152011670489976e+00,2.464135890093244186e+00,1.678396750823249350e+00,-1.519145816798050941e-02
2.846139107702131632e+00,2.262059253675615889e+00,3.962660275563279821e+00,2.697419256376653252e+00,9.051595504023932648e-01
1.034185849891956943e+00,3.557867468518914666e+00,9.342719159938781548e-01,3.621155064570318771e+00,-2.828823751475712633e+00
2.053780619169319976e+00,1.446736186506664801e+00,1.337324590606765451e+00,3.047537835477898138e+00,-6.203259900917896807e-01
1.596080567548288087e+00,4.749747236231850245e+00,3.707365169829776264e+00,3.755935076615291024e+00,-1.965483708369702986e+00
4.841017372472405711e+00,1.808541425160994587e+00,2.217634072748599916e+00,2.122939971984682650e+00,8.987530875349526438e-01
3.294187812682211725e+00,3.428824550419830697e+00,2.484358359054767984e+00,1.602768618867653760e+00,9.294263496265220414e-02
4.563381616457560241e+00,1.918495239569741440e+00,9.832055666580373776e-01,3.036448583264319101e+00,-3.690926220243857525e-01
1.621566894245058954e+00,7.433710066220109436e-01,3.941093943045214765e+00,3.028596214208003623e+00,1.924476124667583221e+00
2.258912281211784556e+00,3.211558160436865927e-01,2.902055635038075287e+00,2.412407685985800576e+00,2.314867666977060701e+00
2.923387163353101670e+00,4.423622301016770564e+00,2.894246078332609606e+00,3.520004651800537232e+00,-1.239903254031217372e+00
1.902695280273484668e+00,2.982809735308515009e+00,2.883086993833174461e+00,1.433082466903461194e+00,-3.986240678915653479e-02
2.391198210338953967e+00,3.037951384715965819e+00,9.333903551778597318e-01,3.531763998530109916e+00,-1.845476346184796945e+00
3.076673874565428513e+00,8.736527632908073215e-01,2.906132189820123557e+00,3.750332182093071065e+00,1.476907401739981252e+00
3.357726768827712371e-01,1.693144207572603088e+00,1.117341979511676131e+00,7.644189587065379765e-01,-3.905144093775764214e-01
1.831093543506438159e+00,3.691065437335150801e+00,2.631094313189368705e+00,2.848353556601232128e+00,-1.271208682749409569e+00
2.010641586094312483e-01,2.051480590449040520e+00,1.669638498429368845e+00,3.180607744158103323e+00,-1.834879610314792409e+00
2.516180585608029929e+00,2.524468639312810847e+00,9.797822430853330156e-01,1.914673832800268816e+00,-7.215083168465583618e-01
3.118403192386113076e+00,1.236468427940493386e+00,6.687097097977396931e-01,9.916571339070787694e-01,1.312674041742335207e-01
6.463542083152044038e-01,5.196561180773844324e-01,3.262768347844181349e+00,3.575556714832783811e+00,9.770397982419993799e-01
1.362053130295024284e+00,2.681995325287886089e+00,5.426946621362203071e-01,2.261854154099691705e+00,-1.596570297049780374e+00
4.059160741083265300e+00,4.044587988175024407e+00,1.543791692709585384e+00,1.722661183211595226e+00,-4.130844343753401482e-01
4.233351487278069314e+00,3.793427298080770393e-01,1.410452471959890541e+00,1.543879846279592183e+00,1.153484167849993858e+00
2.061119620497750216e+00,8.883972419317455183e-01,1.454052902428047966e+00,7.586570348483805404e-01,7.113371346748469382e-01
4.108273906597887937e+00,4.473194859871881590e+00,1.245236825433464034e+00,3.632299109237941082e+00,-1.620669047164966736e+00
1.530273214554285000e+00,3.927538542982649261e+00,2.524037574342820722e+00,3.065024169159526579e+00,-1.710380055162598278e+00
3.589319467104711947e+00,3.960043343894187107e+00,2.125812306198580970e+00,3.913697236858626471e+00,-1.308698583950252292e+00
2.818191793554149172e+00,4.495239621719443690e+00,6.945890687146462072e-01,2.843044329922351121e+00,-1.881518591182004707e+00
2.312475578732779535e+00,4.083196078228429116e+00,2.501683407494580180e+00,3.278673340602850761e+00,-1.454084110260862150e+00
3.350922925634127747e+00,1.679705349194329234e+00,1.487192679813780227e+00,5.047501050755711649e-01,7.117447179270511848e-01
2.642752596665117193e-01,2.991877738955343702e+00,1.502678188960935302e+00,7.772957142192578051e-01,-5.266938298968595333e-01
9.797285250001054324e-01,4.892102697813651702e+00,1.249886484718051527e+00,3.845024256834878251e+00,-3.178062373503856008e+00
1.610352629062191010e+00,1.626774020174517110e+00,2.753748192535665940e+00,9.837932874553956264e-01,6.546252098344993442e-01
3.466700526894070933e+00,2.970286143717201011e+00,3.901565576691900628e+00,1.972700501003773477e+00,9.855748661299711388e-01
3.589929504134596439e+00,3.883790931164271765e+00,1.952576473211702801e+00,3.794250540522321025e+00,-1.304931473194465674e+00
3.467651956092927978e+00,3.175951376456138231e+00,2.796027655543027901e+00,1.527758578433494163e+00,4.521293561708739084e-01
3.884562111505963422e+00,2.987483285921803677e+00,1.256380514153295325e+00,1.692593033245983092e+00,-2.713447274810845133e-01
5.818474928659261858e-01,2.173934880668469738e+00,1.162313250114447527e+00,6.054123533829185444e-01,-3.138996554350726442e-01
7.082667603937025103e-01,3.088680129540402941e+00,3.295831161489324312e+00,2.213270637870599966e+00,-1.136909828152728785e+00
4.305685569258146828e+00,1.236679510413267957e+00,3.488764066083670290e+00,1.105052344211132187e+00,2.381662059376001395e+00
1.912821214213445087e+00,1.304973866805845262e+00,2.721032028878728859e+00,1.599473422790088861e+00,8.357265918398295579e-01
2.928182194320846587e+00,6.926966118677861939e-01,1.315071788060457214e+00,3.277711793482477098e+00,4.107551813343108260e-01
2.616813467520388237e+00,3.347629787576894778e+00,1.044241313452180631e+00,3.179059164752130684e+00,-1.636560437541223711e+00
3.207980342420598152e+00,1.990086013072711157e+00,2.354588428441566350e+00,2.558540025109366844e+00,3.116674677664380555e-01
5.693442138941708919e-01,4.475322794884013078e+00,2.839716676428058140e+00,1.466591443174540155e+00,-1.115018354910034537e+00
3.894993086558788953e+00,7.374642159281821208e-01,2.076663578448647574e+00,3.879573695094959973e+00,1.146275209623659253e+00
7.923311751831375593e-01,3.140852361664404069e-01,1.288043516464239424e+00,9.846574290432346110e-01,6.770695996174822540e-01
3.470597416803368862e+00,1.408748908460418114e+00,3.714194156729986318e+00,1.581132465417007138e+00,2.102208769069500605e+00
2.130282075923411345e+00,1.882024873160942802e+00,1.800096073785097728e+00,3.270761311603553878e+00,-7.274055542984034783e-01
2.562855853098263914e+00,3.441641821177327643e+00,3.042699770273878279e+00,2.698799372680571018e+00,-4.871113844675996063e-01
3.424129924931573754e+00,1.470425415250820933e+00,5.168390009397964002e-01,3.236905182458600816e+00,-7.627979015684593911e-01
1.980813203339056638e+00,4.545672154872770321e+00,1.859312597386289845e+00,7.636062692777441097e-01,-2.975391932513371529e-01
4.209798624870664807e-01,3.656662324919700335e+00,3.422492670914157209e+00,2.372874324685597447e+00,-1.340610005484025535e+00
4.828215448263706300e+00,4.928013472331693734e+00,3.293627776044935729e+00,1.467256713506862154e+00,5.529891165811287035e-01
2.708849117157996478e+00,4.839837232466079442e+00,2.895978799425213523e+00,1.486580082508099254e+00,-2.910043265187828299e-01
3.762294277092132155e+00,4.086523272130095030e+00,3.780902968611330905e+00,3.895089041193444679e+00,-4.420260804064346516e-01
2.750215201876028193e+00,4.452328000876736525e+00,3.881219893570743373e+00,2.799672258361467492e+00,-5.053504107468529405e-01
4.134497132815866394e+00,1.815696411248610698e+00,7.709261783521224043e-01,3.861150081418909252e+00,-7.840120772547906070e-01
2.910157659621084303e+00,2.135937798094324602e+00,2.472993438222889306e+00,2.827621307367203851e+00,6.787343769038811647e-02
7.892330162585405873e-01,4.107642440224630320e+00,3.193510524145141360e+00,2.086250165003060708e+00,-1.298528407758294145e+00
3.281151510347865230e+00,2.459640754564809573e+00,5.767592980961004923e-01,8.845008015245848787e-01,-1.605959606800801132e-01
1.029155213297524574e+00,2.101127114837978649e+00,1.469531234445296430e+00,1.228895134717074233e+00,-5.737176028258021976e-01
4.153539848079812025e+00,6.194573049812215348e-01,1.632233318937915900e+00,1.276510796430415651e+00,1.214873100681453044e+00
3.469095682269513592e+00,1.703053434556269785e+00,3.374661046552001942e+00,1.114310272526655821e+00,1.750018817027973128e+00
4.711081463086916443e+00,1.353887171826459568e+00,1.406112394143332445e+00,3.810470927220778847e+00,1.699563259672382809e-01
3.219587789799250199e+00,2.070667685232144617e+00,5.013336890507493759e-01,2.555998492624299345e+00,-9.022516468681881507e-01
1.280782867782900958e+00,3.572305818260743226e+00,3.809903331119162573e+00,2.074470986997295263e+00,-6.478594115894842353e-01
2.874260219961358498e+00,3.922063552484613247e+00,1.641952003617859646e+00,3.883742286958002943e+00,-1.828221123530180403e+00
3.904506929407505655e+00,2.426376373428092759e+00,8.312941954468295869e-01,2.508096652870257515e+00,-6.819829557913243967e-01
3.617063828120366420e+00,1.061722710722895480e+00,3.234572064637531330e+00,1.111225383882574302e+00,2.170017061940282765e+00
1.843024188807128372e+00,8.258995740773872329e-01,2.443654777972548153e+00,3.040878930621082610e+00,7.652789834928657164e-01
3.345685522898260267e+00,1.014149400205628604e+00,3.930732287437008754e+00,2.554143310608281592e+00,2.434839705645244212e+00
4.689291494245156677e+00,7.298424943594478131e-01,1.724630822783111306e+00,3.889876863016623165e+00,9.716611166921828024e-01
3.487088206877769991e+00,4.320932877801334726e+00,1.939949227829940837e+00,1.700127270066364771e+00,-4.441604551377100196e-01
1.963046730811849994e+00,1.609515883313748619e+00,1.988543820063292999e+00,2.703408021121965099e+00,-2.695765672411327141e-01
4.571639985840456610e+00,2.620669895640943992e+00,2.919072826085089112e+00,3.088582465275566236e+00,5.647207222068715282e-01
4.172596125095228814e+00,7.462125421010364912e-01,3.691438304196201337e+00,3.045642426360835042e+00,2.711045165670997292e+00
4.304882049282404921e+00,4.375263138299582799e+00,1.522709806263150334e+00,3.072446624617388267e+00,-1.115477467751663454e+00
7.128386081278478281e-01,3.225889267797090176e-01,6.981292912136703999e-01,1.455963310727412807e+00,7.603616006990907006e-02
1.595978401475302455e+00,8.373837221776107009e-01,2.123172364528666201e+00,1.894765567728839972e+00,6.533626259605884723e-01
3.992613452768971172e+00,1.792108670241553625e+00,3.856197603457588663e+00,3.849939685489379926e+00,1.433693619206164893e+00
1.519075980246484159e+00,4.094240602776974214e+00,3.067948892743719735e+00,1.708751562243795874e+00,-7.069742029974940278e-01
5.537884906777092997e-01,1.705479146063663576e+00,2.109033444056942930e+00,7.382609640050962208e-01,-2.088607849428120167e-01
3.479676859868412020e+00,1.572857139465488219e+00,2.148611726761736840e+00,1.265321125868969832e+00,9.146795046340200352e-01
4.036495791099387276e+00,6.246086767415384156e-01,2.229160196572419039e+00,2.705390402561007157e+00,1.562940891373332253e+00
3.280485479073750099e+00,1.938631514100048525e+00,1.758396951711542755e+00,3.048023045551176757e+00,-1.873195300711548716e-01
1.855248014840021664e+00,3.526562327601616698e+00,7.923687664951961640e-01,1.965397617901317284e+00,-1.325089207216772369e+00
2.886911931044233715e+00,4.149521059981909232e+00,2.748038123451284065e+00,5.312595937709738703e-01,4.459514702555839039e-01
3.032957669478101304e-01,3.971364548966102692e+00,2.165967703665083732e+00,2.340696361679410309e+00,-1.792915497368912980e+00
2.900775947614679051e+00,3.821180089187980133e+00,2.928686450179144529e+00,5.657122921290919093e-01,5.744590685724406676e-01
4.312645638632374379e+00,3.497492036256076853e-01,1.499228986656507834e+00,5.534833609744780336e-01,1.342985491656546682e+00
5.746555280699363610e-01,3.588039125476140345e+00,3.328821386290487183e+00,3.171269844760465251e+00,-1.891127004463051486e+00
2.039933103429593331e+00,2.231452395850447967e+00,3.786870629134599930e+00,2.602862941531953744e+00,3.580048621645300910e-01
9.913458441271358890e-01,1.362522893678334457e+00,1.824158863280930909e+00,6.873594561945421955e-01,2.110459543173778540e-01
2.024037903839631003e+00,4.564423555889478124e+00,2.117579997889283305e+00,2.622666658457833755e+00,-1.505728240733063217e+00
2.624368321994494102e-01,3.318654479807857882e+00,5.766274710662138148e-01,1.546431953356328437e+00,-1.296232081484516518e+00
4.173262015189497909e+00,4.170913387455088106e+00,2.063188695812924855e+00,7.305626421355395639e-01,3.811674656202777012e-01
2.581967889638085989e+00,5.198246824040115843e-01,1.132888363438344648e+00,2.065591648947304737e+00,5.516508098230459289e-01
2.292406714698937975e+00,9.326076928462677662e-01,2.913320876660657088e+00,3.299104898020432053e+00,1.151233733553908456e+00
3.088614635054966140e+00,4.587671141904689165e+00,9.585620053157295484e-01,3.509513691173277383e+00,-2.070170035523251961e+00
4.280135380423521596e+00,4.644116972919531072e+00,6.212923443951571256e-01,3.127253433929042092e+00,-1.688970565872650376e+00
1.598051479157060806e+00,1.956068437942479532e+00,3.199331271980713431e+00,9.756689223477651440e-01,6.829175175108168627e-01
1.484081467545341537e+00,3.118281432958683652e+00,2.313656736889210475e+00,8.317010779686657695e-01,-1.521163261634183028e-01
4.375721970183762966e-01,4.840948859357471212e-01,3.484275953615473043e+00,1.031420954656519839e+00,1.331984902886633293e+00
1.478715649919795982e+00,2.983871661129135600e+00,1.289477804474948419e+00,5.841912046280439696e-01,-1.570455112780027584e-01
5.178168713828619207e-01,8.047914487016815110e-01,8.085611559719352304e-01,3.612535945489242284e+00,-1.798357894585692840e+00
3.994807384346591439e-01,2.536177755911585674e+00,3.283373958346805566e+00,9.356909585729025203e-01,-3.480677431670746724e-01
2.853106698609761960e+00,3.728647591932480188e-01,1.776769032153463046e+00,2.475286831124261067e+00,1.291303056223772394e+00
1.082407459537062078e+00,3.861262646261297338e+00,3.546753740333639549e+00,2.947881894825766125e+00,-1.529211352102731070e+00
5.564370659140225328e-01,2.056058627068501732e+00,1.740514281629429227e+00,2.557904468248545893e+00,-1.709669225496560863e+00
4.600230758784032759e+00,4.665732872761905625e+00,2.728673768364489938e+00,9.587804715715075865e-01,5.182564407756229397e-01
9.139226838589917801e-01,5.830296089193378606e-01,5.208504266383644499e-01,5.899172670826918763e-01,1.963859511196773822e-01
6.551877954750455757e-01,4.635370936614955362e+00,1.925641552973565318e+00,3.280046801301911064e+00,-2.642587478005008705e+00
4.859254679970572255e+00,3.545866748269467794e-01,1.715070918659928889e+00,2.281757030948261544e+00,1.441120337308135602e+00
3.401441426727853212e+00,4.548447689317683285e+00,3.940842315403788820e+00,2.014369534835330100e+00,2.317853844668704699e-01
3.683619400015189616e+00,3.317338316763814188e+00,2.797204984919332560e+00,2.523153806970510615e+00,2.849965999904668923e-02
2.903379179936938392e+00,3.050448119814257453e+00,1.987894214796127379e+00,2.784225976281798243e+00,-7.171006406048009429e-01
5.378706277768603439e-01,1.169222010595005079e+00,3.095330720736975572e+00,2.878289272405349930e+00,-6.007432548179105769e-01
4.241010753980213543e+00,4.615282668037680835e+00,2.891955173900950804e+00,3.257451565021451501e+00,-6.115112853477909782e-01
2.206539220185237404e+00,4.499089121257670021e-01,3.393536433239710881e+00,2.452488039978735657e+00,2.490318351029311650e+00
2.083845557005634230e+00,4.235685047579613283e+00,1.614258310219084613e+00,5.084558408728974133e-01,-6.815549893817468563e-02
8.494843712210684572e-01,4.945891584369865868e+00,2.513181204378136080e+00,5.002778601628656840e-01,-3.986482442296598316e-01
7.434554519901463987e-01,1.918389964906386247e+00,1.671193300642008106e+00,3.248508094507769339e+00,-1.899857822422206688e+00
2.706780477969432219e+00,3.411831621234652445e+00,1.896227337617136577e+00,1.619304971400759019e+00,-4.133585330121604118e-01
2.929969229931740582e+00,4.329557230021136682e+00,2.411096223334876054e+00,1.187383990881177631e+00,-1.228945338797001741e-01
2.689690605181180416e+00,2.847896504924487981e+00,1.525678116863094846e+00,2.495072389393408141e+00,-8.279215077615122986e-01
3.142998454180228496e+00,2.845911868003798140e-01,5.577211725997627267e-01,3.871933695051848812e+00,2.125105859332189207e-01
4.412688622819712414e+00,1.386883588408340362e+00,3.820593032910531317e+00,2.076435216276698803e+00,2.354628338567526402e+00
2.620183255733858463e+00,3.135932714169834323e+00,2.085256469756593400e+00,3.708409527863795851e+00,-1.288370189988179648e+00
2.019908857759368903e+00,9.568616712108567457e-01,2.082675162213201592e+00,3.554621746234118529e+00,2.740326918586598604e-01
1.431548972386053054e+00,5.458693858419680911e-01,6.582609963760458482e-01,1.891643677681052127e+00,-9.307765426893221949e-02
1.672863883783638927e+00,4.951496129891372888e+00,1.409791252482653912e+00,9.842700183752489673e-01,-6.922575867765525803e-01
2.891873856123364117e+00,2.005184326444711118e-01,2.300903472987812837e+00,3.123366964553965897e+00,2.037111049968045151e+00
4.017787237598547279e+00,3.260795290184123618e-01,2.052537462702307192e+00,3.826515941664259568e+00,1.670379645038347682e+00
2.317380943673790217e+00,6.224132271910820524e-01,2.423022559737160186e+00,6.817088001916093987e-01,1.702020370978045705e+00
3.956591710813491258e-01,3.579392791696989651e+00,1.388004825563748490e+00,2.386436324019511002e+00,-2.131874229905544649e+00
1.103141617965296861e+00,2.358481028024005666e-01,2.481506717316722010e+00,1.510156838170496618e+00,1.832641898161369021e+00
6.351307204398020101e-01,3.289290314886299083e+00,1.634902284880053180e+00,2.463466582270422478e+00,-1.986843592579635498e+00
1.800048387342935818e+00,4.388490989305500634e+00,2.482206526910600175e+00,2.442345549989486386e+00,-1.319599009993722483e+00
3.485007958740524270e+00,4.534943620926230601e+00,6.725838598771577415e-01,3.324686904608367133e+00,-1.954278271024893598e+00
3.035430713143374870e+00,7.033716886128189572e-01,1.224504701525391592e+00,2.893885558676010383e+00,4.032656510096629399e-01
3.378212431799555215e+00,1.372767310430011323e+00,1.984930517498139313e+00,3.310513751843799035e+00,3.752605087307379628e-01
2.382056628418203648e+00,1.028161960476665637e+00,2.794482672339889451e+00,8.827510925955802668e-01,1.561074292057722079e+00
7.269465773653136509e-01,3.002938230954556698e+00,1.678970383497135455e+00,3.750140637733160087e+00,-2.666935389437245618e+00
1.622028584188845768e+00,4.235730001315766380e+00,2.828569577488915243e+00,2.596550442591317509e+00,-1.343967376976289874e+00
2.652610298822961177e+00,9.777988695588325507e-01,1.716768245878166788e+00,1.043511990701260439e+00,8.758561854691953030e-01
2.586391832348737374e+00,2.274965320177451567e+00,3.642896070758779636e+00,3.967732818843713982e+00,3.079854330851328204e-02
1.369574661838108831e+00,2.018967787699065486e+00,3.740301013301911670e+00,1.390407498235461059e+00,5.559929066058300062e-01
4.161447479200920618e+00,2.974488249434898535e+00,1.139988261112418799e+00,2.079572879455753753e+00,-4.594492863621917333e-01
2.279904012737791863e+00,3.260128604995784052e+00,3.982499236990109104e+00,3.477552233750876187e+00,-5.254132582938599860e-01
4.258189400771264843e+00,2.952797608186764844e+00,2.971547588734093193e+00,1.498628005326428481e+00,9.023984511321289093e-01
1.474364625591255029e+00,2.690809233027946945e+00,2.835161307066051073e+00,7.580560954817885388e-01,1.861215077178824950e-01
4.721310012191024086e+00,3.077072146875157177e+00,1.751559781506662805e+00,7.677087901258988767e-01,5.592287050587346764e-01
7.369152627258805932e-01,7.295921180176018206e-01,1.903441519594068598e+00,2.881114732825885483e+00,-3.975096319397205535e-01
3.892075954470826993e+00,8.131747605201595785e-01,2.784646842983847126e+00,1.396383273551843551e+00,2.010441405147974869e+00
2.968949744466528040e-01,2.867744561352602251e+00,6.591180005539800657e-01,1.139945971261458357e+00,-8.583521301323250308e-01
1.334339184999252970e+00,1.142104586792318521e+00,2.996602678953980359e+00,3.107081765875586488e+00,2.513690337608530667e-01
4.378655860688927426e+00,2.894887398942282974e+00,5.341282016738159166e-01,3.469529997578186808e+00,-1.305193871709127595e+00
1.880503999094178313e+00,3.799991916894976729e+00,2.484992672082059872e+00,2.537799924112543959e+00,-1.156281619818381623e+00
4.675901566682172827e+00,4.079080292501659599e+00,3.838020222199884923e+00,1.794771877822503026e+00,9.385712400986446768e-01
4.661201602989711645e+00,8.115932361566732256e-01,1.329359546318098495e+00,3.590545496216941412e+00,5.746173620778882718e-01
4.040924369088825685e+00,5.884925557298519294e-01,3.229271053983723050e+00,3.714680102463962186e+00,2.414893491496129307e+00
2.101306156279115545e+00,4.062880668946690088e-01,3.095381652381060000e+00,2.210306932218670806e+00,2.300481373334030799e+00
4.319688816492691430e+00,2.495502630509739195e+00,2.145853436013616999e+00,3.479454680464198812e+00,-8.227872607874753275e-02
2.394100817258332903e+00,8.791163082958585173e-01,3.379790063996239713e+00,3.683645856765882520e+00,1.573100996864595480e+00
8.056265364110135607e-01,4.168470334840870706e+00,6.122602077251628749e-01,3.820939830454358699e+00,-3.314213369159543010e+00
4.289400170812055713e+00,1.317528562582338081e+00,1.966590833854741538e+00,7.831915064959827921e-01,1.218008437947756262e+00
4.117984181225099682e+00,2.346768839037788545e+00,3.984923566391910477e+00,2.912196448487980760e+00,1.363372622154931602e+00
8.507141141710607979e-01,1.543552475937605362e+00,2.313728966146492816e+00,2.540710091245838242e+00,-8.568244677460609138e-01
4.359327281496597095e+00,1.144051445836763437e+00,1.969021170857741865e+00,1.396153861173219157e+00,1.165509020959208719e+00
2.691022654898005850e+00,4.719502342421906249e+00,6.440494928281219611e-01,9.151115186916540800e-01,-5.418501979519216860e-01
3.769235640858445091e+00,5.465801289527570939e-01,1.741611944335307527e+00,6.353216896831334060e-01,1.414212536169190848e+00
1.487244899838365164e+00,3.714734744879975459e+00,2.342594599809854738e+00,1.403750353855804045e+00,-7.007219025598310225e-01
1.234215122343918170e+00,1.422338359895097160e+00,1.908888009570354649e+00,3.266667975047380157e+00,-9.132790762591864731e-01
4.271901511556854381e+00,6.898628270104827376e-01,2.548481948525588958e+00,1.576848988666648577e+00,1.938596131608660178e+00
3.081026230681266576e+00,1.012733577203734692e+00,1.536179762238748081e+00,2.311823554295601379e+00,4.846470218826446352e-01
9.089862349215271919e-01,2.027835034409614767e+00,1.342112216566675675e+00,2.753421406951730877e+00,-1.685217817948911012e+00
1.956176414008192088e+00,3.327764473150207181e+00,1.042304404636309467e+00,8.339836453961606555e-01,-3.434092004727852809e-01
4.323371927463017350e+00,3.498020910167667363e+00,2.871572408334094550e+00,2.774103439759384226e+00,1.039775874894326435e-01
2.447761192227903226e+00,7.658370211107421444e-01,2.280540828871891357e+00,1.518805363111410900e+00,1.298320353131245275e+00
1.816893898939488272e+00,2.214870471649551753e+00,3.645199975463129682e+00,3.951129074139328345e+00,-5.036815924836588465e-01
1.836578551443348362e+00,7.584005113289800093e-01,1.755685335042487916e+00,1.646571405836403157e+00,6.563787904802773632e-01
4.158292170723044912e+00,1.099177025913115502e+00,3.207303208986159504e+00,1.528043717102856025e+00,2.153221301195106463e+00
2.380635332190991438e+00,1.308923858581406030e+00,2.868582501206506485e+00,2.437136948768375611e+00,9.146154914664378355e-01
4.752096813126685859e+00,4.694503022922299706e+00,3.549284575067467529e+00,3.955100434056819214e+00,-4.551653863949165491e-01
1.698560724327552229e+00,1.539917860574222086e+00,2.723779272668208407e+00,3.410763673281384634e+00,-2.101138449774150319e-01
3.831105580011608946e+00,1.119076196234291443e+00,2.376175622324439463e+00,3.005964697718761958e+00,1.113618997338096772e+00
1.571386364915293932e+00,4.918894680139885622e+00,2.178086998422688048e+00,9.916029154334142781e-01,-6.292886554405473509e-01
3.885626249483925765e+00,3.527929063876657612e+00,1.880109540244985666e+00,3.041132197663126480e+00,-7.331741936021266559e-01
2.844702870910634229e-01,2.273456927653575654e+00,1.357882391718598480e+00,3.526628325075828574e+00,-2.535041901637069550e+00
