t,N,C,phi,dN_dt,dN_dt_noisy
1.066213242648529791e+00,3.446307215323303752e-01,1.011308308874557110e-01,4.244297057812864149e-01,-3.786769249328910125e-01,-3.726034531944650285e-01
1.068213642728545798e+00,3.438738896842762904e-01,1.011423345174972815e-01,4.250974552089928915e-01,-3.780036575333184379e-01,-3.753182938136878644e-01
1.070214042808561805e+00,3.431184037654197438e-01,1.011534895623598940e-01,4.257649012935148525e-01,-3.773312579718465787e-01,-3.897920306185372330e-01
1.072214442888577812e+00,3.423642620434652617e-01,1.011642971622104537e-01,4.264320446231940620e-01,-3.766597249971554984e-01,-3.709859252962669496e-01
1.074214842968593819e+00,3.416114627883294341e-01,1.011747584543494366e-01,4.270988857843957542e-01,-3.759890573646046397e-01,-3.572482439477925875e-01
1.076215243048609826e+00,3.408600042721410817e-01,1.011848745732109867e-01,4.277654253615085223e-01,-3.753192538362125630e-01,-3.633487110455097535e-01
1.078215643128625834e+00,3.401098847692411442e-01,1.011946466503627906e-01,4.284316639369443180e-01,-3.746503131806369069e-01,-3.647392387038014827e-01
1.080216043208641841e+00,3.393611025561827921e-01,1.012040758145062169e-01,4.290976020911385080e-01,-3.739822341731548483e-01,-3.737804548879411493e-01
1.082216443288657626e+00,3.386136559117314815e-01,1.012131631914761770e-01,4.297632404025499286e-01,-3.733150155956428962e-01,-3.634787016491973777e-01
1.084216843368673633e+00,3.378675431168645660e-01,1.012219099042412501e-01,4.304285794476607752e-01,-3.726486562365566302e-01,-3.823099844362524147e-01
1.086217243448689640e+00,3.371227624547718515e-01,1.012303170729036000e-01,4.310936198009766573e-01,-3.719831548909116048e-01,-3.644730085208811032e-01
1.088217643528705647e+00,3.363793122108552636e-01,1.012383858146990168e-01,4.317583620350264884e-01,-3.713185103602632542e-01,-3.721909945550747056e-01
1.090218043608721654e+00,3.356371906727287358e-01,1.012461172439968610e-01,4.324228067203627068e-01,-3.706547214526866307e-01,-3.593456644738921013e-01
1.092218443688737661e+00,3.348963961302186543e-01,1.012535124723001473e-01,4.330869544255610548e-01,-3.699917869827575867e-01,-3.653316814701789150e-01
1.094218843768753668e+00,3.341569268753633581e-01,1.012605726082455027e-01,4.337508057172207998e-01,-3.693297057715322906e-01,-3.802285036286557895e-01
1.096219243848769676e+00,3.334187812024135278e-01,1.012672987576031386e-01,4.344143611599644017e-01,-3.686684766465280205e-01,-3.673885471117929180e-01
1.098219643928785683e+00,3.326819574078318520e-01,1.012736920232768789e-01,4.350776213164379014e-01,-3.680080984417034573e-01,-3.558258837435855915e-01
1.100220044008801690e+00,3.319464537902934165e-01,1.012797535053042014e-01,4.357405867473106431e-01,-3.673485699974392560e-01,-3.786409088481072494e-01
1.102220444088817697e+00,3.312122686506853708e-01,1.012854843008561267e-01,4.364032580112754967e-01,-3.666898901605180061e-01,-3.722812889423646743e-01
1.104220844168833704e+00,3.304794002921069285e-01,1.012908855042373574e-01,4.370656356650485241e-01,-3.660320577841054135e-01,-3.737187878679828490e-01
1.106221244248849711e+00,3.297478470198696998e-01,1.012959582068861386e-01,4.377277202633693132e-01,-3.653750717277304272e-01,-3.803315311321880388e-01
1.108221644328865718e+00,3.290176071414973591e-01,1.013007034973743975e-01,4.383895123590009213e-01,-3.647189308572659772e-01,-3.551062481045690333e-01
1.110222044408881725e+00,3.282886789667258109e-01,1.013051224614076040e-01,4.390510125027295985e-01,-3.640636340449097119e-01,-3.509536610150494340e-01
1.112222444488897732e+00,3.275610608075030239e-01,1.013092161818248960e-01,4.397122212433652311e-01,-3.634091801691643475e-01,-3.554087480985940739e-01
1.114222844568913739e+00,3.268347509779893079e-01,1.013129857385989818e-01,4.403731391277408980e-01,-3.627555681148185718e-01,-3.603298649604458337e-01
1.116223244648929747e+00,3.261097477945570366e-01,1.013164322088362101e-01,4.410337667007132034e-01,-3.621027967729278929e-01,-3.626231106160724416e-01
1.118223644728945754e+00,3.253860495757908144e-01,1.013195566667765141e-01,4.416941045051621106e-01,-3.614508650407953771e-01,-3.590570620355488241e-01
1.120224044808961761e+00,3.246636546424874203e-01,1.013223601837934668e-01,4.423541530819909973e-01,-3.607997718219521643e-01,-3.681153309928629769e-01
1.122224444888977768e+00,3.239425613176558083e-01,1.013248438283942399e-01,4.430139129701265999e-01,-3.601495160261388717e-01,-3.512110600216221679e-01
1.124224844968993775e+00,3.232227679265171627e-01,1.013270086662196034e-01,4.436733847065190695e-01,-3.595000965692860539e-01,-3.490451733289022251e-01
1.126225245049009782e+00,3.225042727965047318e-01,1.013288557600439538e-01,4.443325688261420270e-01,-3.588515123734953294e-01,-3.495260770334562839e-01
1.128225645129025789e+00,3.217870742572639942e-01,1.013303861697752856e-01,4.449914658619923413e-01,-3.582037623670203397e-01,-3.635132445442083027e-01
1.130226045209041796e+00,3.210711706406527144e-01,1.013316009524552197e-01,4.456500763450904068e-01,-3.575568454842478205e-01,-3.567728020647797926e-01
1.132226445289057803e+00,3.203565602807407209e-01,1.013325011622590033e-01,4.463084008044800322e-01,-3.569107606656785614e-01,-3.585685688554721140e-01
1.134226845369073811e+00,3.196432415138100169e-01,1.013330878504954402e-01,4.469664397672282741e-01,-3.562655068579085871e-01,-3.383797589782352455e-01
1.136227245449089818e+00,3.189312126783548917e-01,1.013333620656069883e-01,4.476241937584257702e-01,-3.556210830136101730e-01,-3.538241209943845389e-01
1.138227645529105825e+00,3.182204721150816429e-01,1.013333248531697178e-01,4.482816633011864060e-01,-3.549774880915130826e-01,-3.737981970308170698e-01
1.140228045609121832e+00,3.175110181669089648e-01,1.013329772558932973e-01,4.489388489166475926e-01,-3.543347210563861371e-01,-3.503496645480754235e-01
1.142228445689137839e+00,3.168028491789675050e-01,1.013323203136210077e-01,4.495957511239699889e-01,-3.536927808790176764e-01,-3.348701183883078247e-01
1.144228845769153846e+00,3.160959634986003075e-01,1.013313550633297422e-01,4.502523704403378346e-01,-3.530516665361975726e-01,-3.461999093739718814e-01
1.146229245849169853e+00,3.153903594753624251e-01,1.013300825391299925e-01,4.509087073809586732e-01,-3.524113770106982457e-01,-3.436165799102361418e-01
1.148229645929185860e+00,3.146860354610212518e-01,1.013285037722658904e-01,4.515647624590634068e-01,-3.517719112912561785e-01,-3.514112986227671542e-01
1.150230046009201867e+00,3.139829898095561345e-01,1.013266197911151661e-01,4.522205361859063522e-01,-3.511332683725530424e-01,-3.708471632344048641e-01
1.152230446089217875e+00,3.132812208724560787e-01,1.013244316246270232e-01,4.528760290732922744e-01,-3.504954472506224272e-01,-3.685980247911517793e-01
1.154230846169233882e+00,3.125807269973056024e-01,1.013219403033153304e-01,4.535312416351469644e-01,-3.498584469214534032e-01,-3.623179246688122412e-01
1.156231246249249889e+00,3.118815065456002622e-01,1.013191468462436018e-01,4.541861743778957683e-01,-3.492222663983046149e-01,-3.504905867687018728e-01
1.158231646329265896e+00,3.111835578811091851e-01,1.013160522695734089e-01,4.548408278059589138e-01,-3.485869047003659071e-01,-3.454869197354527577e-01
1.160232046409281903e+00,3.104868793692983076e-01,1.013126575869872509e-01,4.554952024220443318e-01,-3.479523608521785105e-01,-3.410582193307832855e-01
1.162232446489297910e+00,3.097914693773299311e-01,1.013089638096885403e-01,4.561492987271472122e-01,-3.473186338836148912e-01,-3.507232143112621325e-01
1.164232846569313917e+00,3.090973262740630001e-01,1.013049719464016868e-01,4.568031172205506141e-01,-3.466857228298599880e-01,-3.371164302457491102e-01
1.166233246649329924e+00,3.084044484300530464e-01,1.013006830033719996e-01,4.574566583998249114e-01,-3.460536267313919501e-01,-3.488511143151881710e-01
1.168233646729345931e+00,3.077128342175520781e-01,1.012960979843657433e-01,4.581099227608281255e-01,-3.454223446339625969e-01,-3.524672397874329954e-01
1.170234046809361939e+00,3.070224820105088015e-01,1.012912178906701099e-01,4.587629107977058696e-01,-3.447918755885787112e-01,-3.362754584341297037e-01
1.172234446889377946e+00,3.063333901845683438e-01,1.012860437210932607e-01,4.594156230028912380e-01,-3.441622186514824433e-01,-3.533066684825241777e-01
1.174234846969393953e+00,3.056455571170724750e-01,1.012805764719642843e-01,4.600680598671049171e-01,-3.435333728841324930e-01,-3.708242221923434556e-01
1.176235247049409960e+00,3.049589811870594969e-01,1.012748171371331968e-01,4.607202218793550741e-01,-3.429053373531849580e-01,-3.535049049426639556e-01
1.178235647129425967e+00,3.042736607752642430e-01,1.012687667079709836e-01,4.613721095269375239e-01,-3.422781111304740165e-01,-3.413365156754450402e-01
1.180236047209441974e+00,3.035895942641182454e-01,1.012624261733695435e-01,4.620237232954355622e-01,-3.416516932929933859e-01,-3.724534708834899566e-01
1.182236447289457981e+00,3.029067800377494013e-01,1.012557965197417309e-01,4.626750636687200768e-01,-3.410260829228769497e-01,-3.445974633846627389e-01
1.184236847369473988e+00,3.022252164819823061e-01,1.012488787310213412e-01,4.633261311289494921e-01,-3.404012791073797728e-01,-3.437221826950098702e-01
1.186237247449489995e+00,3.015449019843380873e-01,1.012416737886631252e-01,4.639769261565697689e-01,-3.397772809388593940e-01,-3.540418406285522068e-01
1.188237647529506003e+00,3.008658349340343485e-01,1.012341826716427334e-01,4.646274492303144599e-01,-3.391540875147566192e-01,-3.539791221607346827e-01
1.190238047609522010e+00,3.001880137219854472e-01,1.012264063564568134e-01,4.652777008272045989e-01,-3.385316979375769808e-01,-3.431563174185697229e-01
1.192238447689538017e+00,2.995114367408021061e-01,1.012183458171229122e-01,4.659276814225488672e-01,-3.379101113148716973e-01,-3.433811130112198184e-01
1.194238847769554024e+00,2.988361023847917464e-01,1.012100020251795185e-01,4.665773914899433716e-01,-3.372893267592185773e-01,-3.246901416653021899e-01
1.196239247849569809e+00,2.981620090499582654e-01,1.012013759496861037e-01,4.672268315012718665e-01,-3.366693433882038677e-01,-3.329207129368758622e-01
1.198239647929585816e+00,2.974891551340021478e-01,1.011924685572230392e-01,4.678760019267056425e-01,-3.360501603244027691e-01,-3.518587147794585701e-01
1.200240048009601823e+00,2.968175390363203547e-01,1.011832808118916516e-01,4.685249032347035825e-01,-3.354317766953611724e-01,-3.439782913937285969e-01
1.202240448089617830e+00,2.961471591580066010e-01,1.011738136753142087e-01,4.691735358920120502e-01,-3.348141916335768964e-01,-3.277627763623565671e-01
1.204240848169633837e+00,2.954780139018510776e-01,1.011640681066339059e-01,4.698219003636648905e-01,-3.341974042764809250e-01,-3.152376365869019037e-01
1.206241248249649844e+00,2.948101016723404522e-01,1.011540450625149218e-01,4.704699971129837066e-01,-3.335814137664185330e-01,-3.297164188289762876e-01
1.208241648329665852e+00,2.941434208756580349e-01,1.011437454971423344e-01,4.711178266015774163e-01,-3.329662192506310792e-01,-3.298590938040362186e-01
1.210242048409681859e+00,2.934779699196836678e-01,1.011331703622221773e-01,4.717653892893426959e-01,-3.323518198812371871e-01,-3.137442952395171347e-01
1.212242448489697866e+00,2.928137472139937802e-01,1.011223206069814390e-01,4.724126856344636471e-01,-3.317382148152141497e-01,-3.319649292554043285e-01
1.214242848569713873e+00,2.921507511698613890e-01,1.011111971781680080e-01,4.730597160934119638e-01,-3.311254032143797210e-01,-3.342164127977270693e-01
1.216243248649729880e+00,2.914889802002559871e-01,1.010998010200507696e-01,4.737064811209468762e-01,-3.305133842453729653e-01,-3.446458720682896715e-01
1.218243648729745887e+00,2.908284327198437103e-01,1.010881330744195089e-01,4.743529811701151511e-01,-3.299021570796365488e-01,-3.350323179019136233e-01
1.220244048809761894e+00,2.901691071449871706e-01,1.010761942805849800e-01,4.749992166922512027e-01,-3.292917208933976436e-01,-3.075045934674160986e-01
1.222244448889777901e+00,2.895110018937456786e-01,1.010639855753788507e-01,4.756451881369768708e-01,-3.286820748676499981e-01,-3.428994887925371771e-01
1.224244848969793908e+00,2.888541153858749100e-01,1.010515078931537580e-01,4.762908959522016428e-01,-3.280732181881352294e-01,-3.279613011200027128e-01
1.226245249049809916e+00,2.881984460428273498e-01,1.010387621657832663e-01,4.769363405841224313e-01,-3.274651500453247266e-01,-3.415484243248478879e-01
1.228245649129825923e+00,2.875439922877517929e-01,1.010257493226618813e-01,4.775815224772238521e-01,-3.268578696344010548e-01,-3.255731121538834594e-01
1.230246049209841930e+00,2.868907525454937324e-01,1.010124702907050503e-01,4.782264420742779465e-01,-3.262513761552398028e-01,-3.173749041207186150e-01
1.232246449289857937e+00,2.862387252425952489e-01,1.009989259943491618e-01,4.788710998163444033e-01,-3.256456688123914867e-01,-3.280821620105233705e-01
1.234246849369873944e+00,2.855879088072948990e-01,1.009851173555515458e-01,4.795154961427704476e-01,-3.250407468150630086e-01,-3.177372741120680355e-01
1.236247249449889951e+00,2.849383016695278270e-01,1.009710452937904734e-01,4.801596314911907304e-01,-3.244366093770994497e-01,-3.172281711220110711e-01
1.238247649529905958e+00,2.842899022609258197e-01,1.009567107260651853e-01,4.808035062975276608e-01,-3.238332557169664172e-01,-3.193630075558972492e-01
1.240248049609921965e+00,2.836427090148170849e-01,1.009421145668958075e-01,4.814471209959910181e-01,-3.232306850577311153e-01,-3.060682050635715745e-01
1.242248449689937972e+00,2.829967203658045327e-01,1.009272577286507294e-01,4.820904760193338578e-01,-3.226288966266256941e-01,-3.148405210866451198e-01
1.244248849769953980e+00,2.823519347418129710e-01,1.009121411277402736e-01,4.827335718041344537e-01,-3.220278896471237551e-01,-3.250774853084669180e-01
1.246249249849969987e+00,2.817083505790660136e-01,1.008967656730423018e-01,4.833764087824130029e-01,-3.214276633537964667e-01,-3.282358988387176213e-01
1.248249649929985994e+00,2.810659663191003577e-01,1.008811322681682637e-01,4.840189873824476963e-01,-3.208282169893376667e-01,-3.292812804643811542e-01
1.250250050010002001e+00,2.804247804047481085e-01,1.008652418145704888e-01,4.846613080310400168e-01,-3.202295498005556240e-01,-3.154708754242054880e-01
1.252250450090018008e+00,2.797847912801366688e-01,1.008490952115422834e-01,4.853033711535144068e-01,-3.196316610383536094e-01,-3.228688791808552727e-01
1.254250850170034015e+00,2.791459973906889602e-01,1.008326933562179312e-01,4.859451771737188230e-01,-3.190345499577119104e-01,-2.917428795676689779e-01
1.256251250250050022e+00,2.785083971831230354e-01,1.008160371435725816e-01,4.865867265140240705e-01,-3.184382158176681799e-01,-3.000137397614865975e-01
1.258251650330066029e+00,2.778719891054525770e-01,1.007991274664224168e-01,4.872280195953244686e-01,-3.178426578812997283e-01,-3.199878978763629478e-01
1.260252050410082036e+00,2.772367716069863985e-01,1.007819652154245127e-01,4.878690568370372960e-01,-3.172478754157040948e-01,-3.205391879573339931e-01
1.262252450490098044e+00,2.766027431383287771e-01,1.007645512790768944e-01,4.885098386571031237e-01,-3.166538676919806727e-01,-2.997521021588164247e-01
1.264252850570114051e+00,2.759699021513793982e-01,1.007468865437185501e-01,4.891503654719856486e-01,-3.160606339852123359e-01,-3.348942317982622208e-01
1.266253250650130058e+00,2.753382470993332443e-01,1.007289718935294037e-01,4.897906376966719155e-01,-3.154681735744464532e-01,-3.199836841674975618e-01
1.268253650730146065e+00,2.747077764366805952e-01,1.007108082105303282e-01,4.904306557446719284e-01,-3.148764857426763486e-01,-3.053689162327226092e-01
1.270254050810162072e+00,2.740784886192073055e-01,1.006923963745831457e-01,4.910704200280190390e-01,-3.142855697768230927e-01,-3.234065454860127198e-01
1.272254450890178079e+00,2.734503821039943605e-01,1.006737372633906141e-01,4.917099309572698362e-01,-3.136954249677166295e-01,-3.184637246986514736e-01
1.274254850970194086e+00,2.728234553494182646e-01,1.006548317524964403e-01,4.923491889415039235e-01,-3.131060506100774576e-01,-3.166174622710243303e-01
1.276255251050210093e+00,2.721977068151507639e-01,1.006356807152852806e-01,4.929881943883241968e-01,-3.125174460024978673e-01,-3.059093610374322147e-01
1.278255651130226100e+00,2.715731349621590685e-01,1.006162850229827405e-01,4.936269477038567888e-01,-3.119296104474240661e-01,-3.105543415991927625e-01
1.280256051210242108e+00,2.709497382527057963e-01,1.005966455446553609e-01,4.942654492927509025e-01,-3.113425432511371382e-01,-3.073216691482558161e-01
1.282256451290258115e+00,2.703275151503486962e-01,1.005767631472106460e-01,4.949036995581790888e-01,-3.107562437237348929e-01,-3.048034064719015168e-01
1.284256851370274122e+00,2.697064641199411472e-01,1.005566386953970215e-01,4.955416989018369689e-01,-3.101707111791137117e-01,-3.098713288973423685e-01
1.286257251450290129e+00,2.690865836276317702e-01,1.005362730518038761e-01,4.961794477239434009e-01,-3.095859449349498416e-01,-2.984802829524631496e-01
1.288257651530306136e+00,2.684678721408644830e-01,1.005156670768615340e-01,4.968169464232403687e-01,-3.090019443126810761e-01,-3.162915330237374145e-01
1.290258051610322143e+00,2.678503281283786674e-01,1.004948216288412827e-01,4.974541953969931485e-01,-3.084187086374887143e-01,-3.227799235937550693e-01
1.292258451690338150e+00,2.672339500602090578e-01,1.004737375638553448e-01,4.980911950409901978e-01,-3.078362372382792422e-01,-3.256049552864037078e-01
1.294258851770354157e+00,2.666187364076857413e-01,1.004524157358568787e-01,4.987279457495430446e-01,-3.072545294476657363e-01,-3.234646272372903031e-01
1.296259251850370164e+00,2.660046856434341023e-01,1.004308569966400055e-01,4.993644479154865090e-01,-3.066735846019500444e-01,-3.121787418974257822e-01
1.298259651930386172e+00,2.653917962413749887e-01,1.004090621958397683e-01,5.000007019301786482e-01,-3.060934020411043566e-01,-2.957929331085411562e-01
1.300260052010402179e+00,2.647800666767246014e-01,1.003870321809322008e-01,5.006367081835005894e-01,-3.055139811087532742e-01,-3.037723135350335335e-01
1.302260452090418186e+00,2.641694954259943828e-01,1.003647677972342306e-01,5.012724670638567526e-01,-3.049353211521552698e-01,-3.109207872475088785e-01
1.304260852170434193e+00,2.635600809669913502e-01,1.003422698879037622e-01,5.019079789581747386e-01,-3.043574215221847012e-01,-3.150559774523413181e-01
1.306261252250450200e+00,2.629518217788175960e-01,1.003195392939396358e-01,5.025432442519052190e-01,-3.037802815733139372e-01,-3.090691380866197879e-01
1.308261652330466207e+00,2.623447163418708428e-01,1.002965768541816544e-01,5.031782633290222684e-01,-3.032039006635952050e-01,-3.072405645175596001e-01
1.310262052410481992e+00,2.617387631378441659e-01,1.002733834053105288e-01,5.038130365720228099e-01,-3.026282781546423273e-01,-3.082792720636341466e-01
1.312262452490497999e+00,2.611339606497257160e-01,1.002499597818479610e-01,5.044475643619273919e-01,-3.020534134116127922e-01,-3.163788566190401386e-01
1.314262852570514006e+00,2.605303073617992737e-01,1.002263068161565601e-01,5.050818470782794112e-01,-3.014793058031898232e-01,-3.062373840144125281e-01
1.316263252650530013e+00,2.599278017596439172e-01,1.002024253384399127e-01,5.057158850991457788e-01,-3.009059547015644487e-01,-2.907345933677736860e-01
1.318263652730546021e+00,2.593264423301340771e-01,1.001783161767425268e-01,5.063496788011161431e-01,-3.003333594824175723e-01,-3.220794488983723114e-01
1.320264052810562028e+00,2.587262275614395923e-01,1.001539801569498733e-01,5.069832285593038890e-01,-2.997615195249017095e-01,-3.021676062493454662e-01
1.322264452890578035e+00,2.581271559430255436e-01,1.001294181027883451e-01,5.076165347473450273e-01,-2.991904342116236681e-01,-3.204039177599489197e-01
1.324264852970594042e+00,2.575292259656525307e-01,1.001046308358253256e-01,5.082495977373991947e-01,-2.986201029286261743e-01,-2.967896268228471524e-01
1.326265253050610049e+00,2.569324361213763397e-01,1.000796191754690923e-01,5.088824179001490977e-01,-2.980505250653703309e-01,-3.055254189744533999e-01
1.328265653130626056e+00,2.563367849035483315e-01,1.000543839389688994e-01,5.095149956048005135e-01,-2.974817000147177426e-01,-3.183385766956444152e-01
1.330266053210642063e+00,2.557422708068150530e-01,1.000289259414149368e-01,5.101473312190826226e-01,-2.969136271729124754e-01,-2.959066052735782049e-01
1.332266453290658070e+00,2.551488923271185150e-01,1.000032459957383574e-01,5.107794251092474536e-01,-2.963463059395639032e-01,-2.781722524040399769e-01
1.334266853370674077e+00,2.545566479604582932e-01,9.997734491379543786e-02,5.114112776410260075e-01,-2.957797357163667318e-01,-2.946908203828451089e-01
1.336267253450690085e+00,2.539655361988693016e-01,9.995122351004441519e-02,5.120428891835574481e-01,-2.952139159029719684e-01,-2.835960010651484842e-01
1.338267653530706092e+00,2.533755555427687489e-01,9.992488259081523660e-02,5.126742601002940436e-01,-2.946488459095501500e-01,-2.953638899312392430e-01
1.340268053610722099e+00,2.527867044948436948e-01,9.989832295944717222e-02,5.133053907525316761e-01,-2.940845251505604940e-01,-3.156604334321814753e-01
1.342268453690738106e+00,2.521989815587818429e-01,9.987154541738416103e-02,5.139362815002999074e-01,-2.935209530434403913e-01,-2.886161181372002837e-01
1.344268853770754113e+00,2.516123852392714855e-01,9.984455076417483865e-02,5.145669327023620898e-01,-2.929581290085870870e-01,-2.971409220767092241e-01
1.346269253850770120e+00,2.510269140420015588e-01,9.981733979747250962e-02,5.151973447162155884e-01,-2.923960524693394736e-01,-3.070169017460682714e-01
1.348269653930786127e+00,2.504425664736615875e-01,9.978991331303513346e-02,5.158275178980915587e-01,-2.918347228519599934e-01,-2.839863561127288216e-01
1.350270054010802134e+00,2.498593410419418515e-01,9.976227210472538021e-02,5.164574526029549473e-01,-2.912741395856164872e-01,-2.884055639310782460e-01
1.352270454090818141e+00,2.492772362555331078e-01,9.973441696451057492e-02,5.170871491845044909e-01,-2.907143021023640417e-01,-2.959683985095458159e-01
1.354270854170834149e+00,2.486962506241268134e-01,9.970634868246272542e-02,5.177166079951728284e-01,-2.901552098371268373e-01,-2.814745155831058776e-01
1.356271254250850156e+00,2.481163826584151522e-01,9.967806804675848065e-02,5.183458293861264998e-01,-2.895968622276801629e-01,-2.983175819056104738e-01
1.358271654330866163e+00,2.475376308700907579e-01,9.964957584367922783e-02,5.189748137072658363e-01,-2.890392587146322079e-01,-2.826049353272312437e-01
1.360272054410882170e+00,2.469599937718470473e-01,9.962087285761098143e-02,5.196035613072248482e-01,-2.884823987414061319e-01,-2.978870034338391148e-01
1.362272454490898177e+00,2.463834698773780252e-01,9.959195987104443870e-02,5.202320725333716700e-01,-2.879262817542221908e-01,-2.825867341371613994e-01
1.364272854570914184e+00,2.458080577013782853e-01,9.956283766457497963e-02,5.208603477318080044e-01,-2.873709072020793620e-01,-2.983783866475726021e-01
1.366273254650930191e+00,2.452337557595430928e-01,9.953350701690265312e-02,5.214883872473696780e-01,-2.868162745367378585e-01,-2.719243925065267242e-01
1.368273654730946198e+00,2.446605625685683294e-01,9.950396870483220468e-02,5.221161914236259749e-01,-2.862623832127006995e-01,-2.837193082125416543e-01
1.370274054810962205e+00,2.440884766461505484e-01,9.947422350327302099e-02,5.227437606028804140e-01,-2.857092326871963350e-01,-2.713804815272652382e-01
1.372274454890978213e+00,2.435174965109868916e-01,9.944427218523919920e-02,5.233710951261701938e-01,-2.851568224201602719e-01,-2.933812821953587502e-01
1.374274854970994220e+00,2.429476206827751728e-01,9.941411552184946376e-02,5.239981953332661924e-01,-2.846051518742174768e-01,-2.893661756038927724e-01
1.376275255051010227e+00,2.423788476822137661e-01,9.938375428232726350e-02,5.246250615626734115e-01,-2.840542205146644461e-01,-2.756575725295164481e-01
1.378275655131026234e+00,2.418111760310017733e-01,9.935318923400070223e-02,5.252516941516304216e-01,-2.835040278094515531e-01,-3.109411992925448232e-01
1.380276055211042241e+00,2.412446042518388289e-01,9.932242114230255270e-02,5.258780934361098058e-01,-2.829545732291649518e-01,-2.936224817756374894e-01
1.382276455291058248e+00,2.406791308684252950e-01,9.929145077077027037e-02,5.265042597508179378e-01,-2.824058562470090905e-01,-2.720740867241923655e-01
1.384276855371074255e+00,2.401147544054621219e-01,9.926027888104599350e-02,5.271301934291949820e-01,-2.818578763387888930e-01,-2.772067830998451443e-01
1.386277255451090262e+00,2.395514733886508763e-01,9.922890623287650147e-02,5.277558948034151154e-01,-2.813106329828920504e-01,-2.715229395587139827e-01
1.388277655531106269e+00,2.389892863446937965e-01,9.919733358411329804e-02,5.283813642043860836e-01,-2.807641256602713131e-01,-2.838617345311185702e-01
1.390278055611122277e+00,2.384281918012937096e-01,9.916556169071254201e-02,5.290066019617496451e-01,-2.802183538544267272e-01,-2.745783600383955303e-01
1.392278455691138284e+00,2.378681882871540865e-01,9.913359130673503328e-02,5.296316084038814598e-01,-2.796733170513882039e-01,-2.869817597535564424e-01
1.394278855771154291e+00,2.373092743319790976e-01,9.910142318434629616e-02,5.302563838578907562e-01,-2.791290147396979782e-01,-2.928486184159219685e-01
1.396279255851170298e+00,2.367514484664734187e-01,9.906905807381652385e-02,5.308809286496208868e-01,-2.785854464103926231e-01,-2.955333961475588023e-01
1.398279655931186305e+00,2.361947092223424804e-01,9.903649672352053679e-02,5.315052431036489944e-01,-2.780426115569859524e-01,-2.835597072672901842e-01
1.400280056011202312e+00,2.356390551322923022e-01,9.900373987993789371e-02,5.321293275432859016e-01,-2.775005096754512013e-01,-2.829899238996961830e-01
1.402280456091218319e+00,2.350844847300294638e-01,9.897078828765279446e-02,5.327531822905763326e-01,-2.769591402642035405e-01,-2.832529142401706834e-01
1.404280856171234326e+00,2.345309965502613003e-01,9.893764268935410777e-02,5.333768076662989133e-01,-2.764185028240829234e-01,-3.119065525340622980e-01
1.406281256251250333e+00,2.339785891286957076e-01,9.890430382583539903e-02,5.340002039899661712e-01,-2.758785968583361559e-01,-2.958646328587015706e-01
1.408281656331266340e+00,2.334272610020412253e-01,9.887077243599488863e-02,5.346233715798242025e-01,-2.753394218725999099e-01,-2.806657467645344850e-01
1.410282056411282348e+00,2.328770107080070095e-01,9.883704925683550746e-02,5.352463107528532271e-01,-2.748009773748829598e-01,-2.719308110989074323e-01
1.412282456491298355e+00,2.323278367853028881e-01,9.880313502346479981e-02,5.358690218247671444e-01,-2.742632628755492519e-01,-2.800511891260197284e-01
1.414282856571314362e+00,2.317797377736393050e-01,9.876903046909504824e-02,5.364915051100137555e-01,-2.737262778873000291e-01,-2.824952498908070431e-01
1.416283256651330369e+00,2.312327122137273483e-01,9.873473632504317643e-02,5.371137609217746522e-01,-2.731900219251570672e-01,-2.962747552566734610e-01
1.418283656731346376e+00,2.306867586472786669e-01,9.870025332073079083e-02,5.377357895719654390e-01,-2.726544945064450221e-01,-2.524395041166857534e-01
1.420284056811362383e+00,2.301418756170056368e-01,9.866558218368418065e-02,5.383575913712351779e-01,-2.721196951507742767e-01,-2.831308079454435411e-01
1.422284456891378390e+00,2.295980616666211949e-01,9.863072363953427624e-02,5.389791666289671657e-01,-2.715856233800238440e-01,-2.547516570030329275e-01
1.424284856971394175e+00,2.290553153408390608e-01,9.859567841201674621e-02,5.396005156532783786e-01,-2.710522787183240467e-01,-2.554454195483885637e-01
1.426285257051410182e+00,2.285136351839195390e-01,9.856044722459154916e-02,5.402216387526406205e-01,-2.705196606905082568e-01,-2.677803700314989044e-01
1.428285657131426190e+00,2.279730197392469959e-01,9.852503080140180558e-02,5.408425362377682344e-01,-2.699877688216240079e-01,-2.757138628722508034e-01
1.430286057211442197e+00,2.274334675561682229e-01,9.848942985968210662e-02,5.414632084140592605e-01,-2.694566026441170270e-01,-2.681344473322944122e-01
1.432286457291458204e+00,2.268949771851531128e-01,9.845364511464850532e-02,5.420836555855239602e-01,-2.689261616927479670e-01,-2.804565814331415052e-01
1.434286857371474211e+00,2.263575471774744718e-01,9.841767727983896652e-02,5.427038780550947905e-01,-2.683964455042383568e-01,-2.657891442372584678e-01
1.436287257451490218e+00,2.258211760852080474e-01,9.838152706711353335e-02,5.433238761246264037e-01,-2.678674536172532261e-01,-2.678379321387573397e-01
1.438287657531506225e+00,2.252858624612326111e-01,9.834519518665417459e-02,5.439436500948955366e-01,-2.673391855723836752e-01,-2.620195028929010461e-01
1.440288057611522232e+00,2.247516048592297644e-01,9.830868234696486796e-02,5.445632002656012327e-01,-2.668116409121295551e-01,-2.573072724256917354e-01
