d,m
4.732346469293858604e+00,4.158378601923088946e-01
4.736247249449889729e+00,4.153498955909270540e-01
4.740148029605920854e+00,4.148623721468376879e-01
4.744048809761951979e+00,4.143752899938910050e-01
4.747949589917983104e+00,4.138886492635899805e-01
4.751850370074015117e+00,4.134024500850974060e-01
4.755751150230046242e+00,4.129166925852447156e-01
4.759651930386077368e+00,4.124313768885386478e-01
4.763552710542108493e+00,4.119465031171688496e-01
4.767453490698139618e+00,4.114620713910163152e-01
4.771354270854170743e+00,4.109780818276601022e-01
4.775255051010201868e+00,4.104945345423853253e-01
4.779155831166232993e+00,4.100114296481907061e-01
4.783056611322264118e+00,4.095287672557962333e-01
4.786957391478295243e+00,4.090465474736501572e-01
4.790858171634326368e+00,4.085647704079378162e-01
4.794758951790358381e+00,4.080834361625872431e-01
4.798659731946389506e+00,4.076025448392787132e-01
4.802560512102420631e+00,4.071220965374512391e-01
4.806461292258451756e+00,4.066420913543098425e-01
4.810362072414482881e+00,4.061625293848335483e-01
4.814262852570514006e+00,4.056834107217830443e-01
4.818163632726545131e+00,4.052047354557075098e-01
4.822064412882576256e+00,4.047265036749528866e-01
4.825965193038607381e+00,4.042487154656685955e-01
4.829865973194638507e+00,4.037713709118155303e-01
4.833766753350669632e+00,4.032944700951734407e-01
4.837667533506701645e+00,4.028180130953477045e-01
4.841568313662732770e+00,4.023419999897782096e-01
4.845469093818763895e+00,4.018664308537454044e-01
4.849369873974795020e+00,4.013913057603779588e-01
4.853270654130826145e+00,4.009166247806608685e-01
4.857171434286857270e+00,4.004423879834420608e-01
4.861072214442888395e+00,3.999685954354401662e-01
4.864972994598919520e+00,3.994952472012520683e-01
4.868873774754950645e+00,3.990223433433597866e-01
4.872774554910981770e+00,3.985498839221381373e-01
4.876675335067012895e+00,3.980778689958620609e-01
4.880576115223044908e+00,3.976062986207137273e-01
4.884476895379076034e+00,3.971351728507903633e-01
4.888377675535107159e+00,3.966644917381110247e-01
4.892278455691138284e+00,3.961942553326243122e-01
4.896179235847169409e+00,3.957244636822150330e-01
4.900080016003200534e+00,3.952551168327123610e-01
4.903980796159231659e+00,3.947862148278966643e-01
4.907881576315262784e+00,3.943177577095063335e-01
4.911782356471293909e+00,3.938497455172459416e-01
4.915683136627325034e+00,3.933821782887929053e-01
4.919583916783356159e+00,3.929150560598045905e-01
4.923484696939388172e+00,3.924483788639258619e-01
4.927385477095419297e+00,3.919821467327965769e-01
4.931286257251450422e+00,3.915163596960577475e-01
4.935187037407481547e+00,3.910510177813598665e-01
4.939087817563512672e+00,3.905861210143691253e-01
4.942988597719543797e+00,3.901216694187755740e-01
4.946889377875574922e+00,3.896576630162993937e-01
4.950790158031606047e+00,3.891941018266983909e-01
4.954690938187637173e+00,3.887309858677750474e-01
4.958591718343668298e+00,3.882683151553841250e-01
4.962492498499699423e+00,3.878060897034389387e-01
4.966393278655731436e+00,3.873443095239187395e-01
4.970294058811762561e+00,3.868829746268765413e-01
4.974194838967793686e+00,3.864220850204450608e-01
4.978095619123824811e+00,3.859616407108445446e-01
4.981996399279855936e+00,3.855016417023892084e-01
4.985897179435887061e+00,3.850420879974950084e-01
4.989797959591918186e+00,3.845829795966864140e-01
4.993698739747949311e+00,3.841243164986027914e-01
4.997599519903980436e+00,3.836660987000063416e-01
5.001500300060011561e+00,3.832083261957885401e-01
5.005401080216042686e+00,3.827509989789770750e-01
5.009301860372074700e+00,3.822941170407432865e-01
5.013202640528105825e+00,3.818376803704088274e-01
5.017103420684136950e+00,3.813816889554523248e-01
5.021004200840168075e+00,3.809261427815167078e-01
5.024904980996199200e+00,3.804710418324160903e-01
5.028805761152230325e+00,3.800163860901424884e-01
5.032706541308261450e+00,3.795621755348730364e-01
5.036607321464292575e+00,3.791084101449762600e-01
5.040508101620323700e+00,3.786550898970197920e-01
5.044408881776354825e+00,3.782022147657766453e-01
5.048309661932385950e+00,3.777497847242318740e-01
5.052210442088417963e+00,3.772977997435901787e-01
5.056111222244449088e+00,3.768462597932822344e-01
5.060012002400480213e+00,3.763951648409714079e-01
5.063912782556511338e+00,3.759445148525608626e-01
5.067813562712542463e+00,3.754943097921997208e-01
5.071714342868573588e+00,3.750445496222908903e-01
5.075615123024604713e+00,3.745952343034970045e-01
5.079515903180635839e+00,3.741463637947474163e-01
5.083416683336666964e+00,3.736979380532448602e-01
5.087317463492698089e+00,3.732499570344723350e-01
5.091218243648729214e+00,3.728024206921995987e-01
5.095119023804761227e+00,3.723553289784900522e-01
5.099019803960792352e+00,3.719086818437075670e-01
5.102920584116823477e+00,3.714624792365226469e-01
5.106821364272854602e+00,3.710167211039193114e-01
5.110722144428885727e+00,3.705714073912022011e-01
5.114622924584916852e+00,3.701265380420024620e-01
5.118523704740947977e+00,3.696821129982852394e-01
5.122424484896979102e+00,3.692381322003552846e-01
5.126325265053010227e+00,3.687945955868641712e-01
5.130226045209041352e+00,3.683515030948167346e-01
5.134126825365072477e+00,3.679088546595780107e-01
5.138027605521104491e+00,3.674666502148788427e-01
5.141928385677135616e+00,3.670248896928239302e-01
5.145829165833166741e+00,3.665835730238965473e-01
5.149729945989197866e+00,3.661427001369665923e-01
5.153630726145228991e+00,3.657022709592959719e-01
5.157531506301260116e+00,3.652622854165462063e-01
5.161432286457291241e+00,3.648227434327837582e-01
5.165333066613322366e+00,3.643836449304874159e-01
5.169233846769353491e+00,3.639449898305542885e-01
5.173134626925384616e+00,3.635067780523061898e-01
5.177035407081415741e+00,3.630690095134962991e-01
5.180936187237447754e+00,3.626316841303154903e-01
5.184836967393478879e+00,3.621948018173990480e-01
5.188737747549510004e+00,3.617583624878322190e-01
5.192638527705541129e+00,3.613223660531573733e-01
5.196539307861572254e+00,3.608868124233800545e-01
5.200440088017603379e+00,3.604517015069753083e-01
5.204340868173634505e+00,3.600170332108943994e-01
5.208241648329665630e+00,3.595828074405703623e-01
5.212142428485696755e+00,3.591490240999251071e-01
5.216043208641727880e+00,3.587156830913751371e-01
5.219943988797759005e+00,3.582827843158380987e-01
5.223844768953791018e+00,3.578503276727392768e-01
5.227745549109822143e+00,3.574183130600172564e-01
5.231646329265853268e+00,3.569867403741308065e-01
5.235547109421884393e+00,3.565556095100644862e-01
5.239447889577915518e+00,3.561249203613351400e-01
5.243348669733946643e+00,3.556946728199985031e-01
5.247249449889977768e+00,3.552648667766548085e-01
5.251150230046008893e+00,3.548355021204551152e-01
5.255051010202040018e+00,3.544065787391075251e-01
5.258951790358071143e+00,3.539780965188832895e-01
5.262852570514102268e+00,3.535500553446229710e-01
5.266753350670134282e+00,3.531224550997428824e-01
5.270654130826165407e+00,3.526952956662406380e-01
5.274554910982196532e+00,3.522685769247013154e-01
5.278455691138227657e+00,3.518422987543038949e-01
5.282356471294258782e+00,3.514164610328271987e-01
5.286257251450289907e+00,3.509910636366557757e-01
5.290158031606321032e+00,3.505661064407858962e-01
5.294058811762352157e+00,3.501415893188322137e-01
5.297959591918383282e+00,3.497175121430328160e-01
5.301860372074414407e+00,3.492938747842557201e-01
5.305761152230445532e+00,3.488706771120050343e-01
5.309661932386477545e+00,3.484479189944265642e-01
5.313562712542508670e+00,3.480256002983143637e-01
5.317463492698539795e+00,3.476037208891154529e-01
5.321364272854570920e+00,3.471822806309373122e-01
5.325265053010602045e+00,3.467612793865523790e-01
5.329165833166633170e+00,3.463407170174048755e-01
5.333066613322664296e+00,3.459205933836167479e-01
5.336967393478695421e+00,3.455009083439926632e-01
5.340868173634726546e+00,3.450816617560266697e-01
5.344768953790757671e+00,3.446628534759076934e-01
5.348669733946788796e+00,3.442444833585253661e-01
5.352570514102820809e+00,3.438265512574762428e-01
5.356471294258851934e+00,3.434090570250692975e-01
5.360372074414883059e+00,3.429920005123313631e-01
5.364272854570914184e+00,3.425753815690136261e-01
5.368173634726945309e+00,3.421592000435966230e-01
5.372074414882976434e+00,3.417434557832967901e-01
5.375975195039007559e+00,3.413281486340717374e-01
5.379875975195038684e+00,3.409132784406259109e-01
5.383776755351069809e+00,3.404988450464164207e-01
5.387677535507100934e+00,3.400848482936588701e-01
5.391578315663132948e+00,3.396712880233327958e-01
5.395479095819164073e+00,3.392581640751877736e-01
5.399379875975195198e+00,3.388454762877481374e-01
5.403280656131226323e+00,3.384332244983199178e-01
5.407181436287257448e+00,3.380214085429951720e-01
5.411082216443288573e+00,3.376100282566586452e-01
5.414982996599319698e+00,3.371990834729926556e-01
5.418883776755350823e+00,3.367885740244832560e-01
5.422784556911381948e+00,3.363784997424251189e-01
5.426685337067413073e+00,3.359688604569278647e-01
5.430586117223444198e+00,3.355596559969207804e-01
5.434486897379476211e+00,3.351508861901589809e-01
5.438387677535507336e+00,3.347425508632290714e-01
5.442288457691538461e+00,3.343346498415538104e-01
5.446189237847569586e+00,3.339271829493982158e-01
5.450090018003600711e+00,3.335201500098751715e-01
5.453990798159631836e+00,3.331135508449502014e-01
5.457891578315662962e+00,3.327073852754475758e-01
5.461792358471694087e+00,3.323016531210555291e-01
5.465693138627725212e+00,3.318963542003317557e-01
5.469593918783756337e+00,3.314914883307083504e-01
5.473494698939787462e+00,3.310870553284979145e-01
5.477395479095819475e+00,3.306830550088983856e-01
5.481296259251850600e+00,3.302794871859988102e-01
5.485197039407881725e+00,3.298763516727841738e-01
5.489097819563912850e+00,3.294736482811413958e-01
5.492998599719943975e+00,3.290713768218639368e-01
5.496899379875975100e+00,3.286695371046576275e-01
5.500800160032006225e+00,3.282681289381459422e-01
5.504700940188037350e+00,3.278671521298749392e-01
5.508601720344068475e+00,3.274666064863187009e-01
5.512502500500099600e+00,3.270664918128848297e-01
5.516403280656130725e+00,3.266668079139191661e-01
5.520304060812162739e+00,3.262675545927115062e-01
5.524204840968193864e+00,3.258687316515008203e-01
5.528105621124224989e+00,3.254703388914798046e-01
5.532006401280256114e+00,3.250723761128008205e-01
5.535907181436287239e+00,3.246748431145806690e-01
5.539807961592318364e+00,3.242777396949056978e-01
5.543708741748349489e+00,3.238810656508372965e-01
5.547609521904380614e+00,3.234848207784167817e-01
5.551510302060411739e+00,3.230890048726702268e-01
5.555411082216442864e+00,3.226936177276144013e-01
5.559311862372473989e+00,3.222986591362606568e-01
5.563212642528506002e+00,3.219041288906213105e-01
5.567113422684537127e+00,3.215100267817136981e-01
5.571014202840568252e+00,3.211163525995657242e-01
5.574914982996599377e+00,3.207231061332208588e-01
5.578815763152630502e+00,3.203302871707425226e-01
5.582716543308661628e+00,3.199378954992203039e-01
5.586617323464692753e+00,3.195459309047737895e-01
5.590518103620723878e+00,3.191543931725585037e-01
5.594418883776755003e+00,3.187632820867697947e-01
5.598319663932786128e+00,3.183725974306487183e-01
5.602220444088817253e+00,3.179823389864865346e-01
5.606121224244849266e+00,3.175925065356298149e-01
5.610022004400880391e+00,3.172030998584853267e-01
5.613922784556911516e+00,3.168141187345247523e-01
5.617823564712942641e+00,3.164255629422895733e-01
5.621724344868973766e+00,3.160374322593962892e-01
5.625625125025004891e+00,3.156497264625409138e-01
5.629525905181036016e+00,3.152624453275039151e-01
5.633426685337067141e+00,3.148755886291551009e-01
5.637327465493098266e+00,3.144891561414583925e-01
5.641228245649129391e+00,3.141031476374765985e-01
5.645129025805160516e+00,3.137175628893763002e-01
5.649029805961192530e+00,3.133324016684325697e-01
5.652930586117223655e+00,3.129476637450334664e-01
5.656831366273254780e+00,3.125633488886855327e-01
5.660732146429285905e+00,3.121794568680175130e-01
5.664632926585317030e+00,3.117959874507860163e-01
5.668533706741348155e+00,3.114129404038792903e-01
5.672434486897379280e+00,3.110303154933227177e-01
5.676335267053410405e+00,3.106481124842834785e-01
5.680236047209441530e+00,3.102663311410743252e-01
5.684136827365472655e+00,3.098849712271593559e-01
5.688037607521503780e+00,3.095040325051577335e-01
5.691938387677535793e+00,3.091235147368489034e-01
5.695839167833566918e+00,3.087434176831772015e-01
5.699739947989598043e+00,3.083637411042559617e-01
5.703640728145629168e+00,3.079844847593725676e-01
5.707541508301660294e+00,3.076056484069926711e-01
5.711442288457691419e+00,3.072272318047651329e-01
5.715343068613722544e+00,3.068492347095264083e-01
5.719243848769753669e+00,3.064716568773049321e-01
5.723144628925784794e+00,3.060944980633258372e-01
5.727045409081815919e+00,3.057177580220152291e-01
5.730946189237847044e+00,3.053414365070047931e-01
5.734846969393879057e+00,3.049655332711366240e-01
5.738747749549910182e+00,3.045900480664668897e-01
5.742648529705941307e+00,3.042149806442713822e-01
5.746549309861972432e+00,3.038403307550487931e-01
5.750450090018003557e+00,3.034660981485258757e-01
5.754350870174034682e+00,3.030922825736615533e-01
5.758251650330065807e+00,3.027188837786516928e-01
5.762152430486096932e+00,3.023459015109329906e-01
5.766053210642128057e+00,3.019733355171876910e-01
5.769953990798159182e+00,3.016011855433478051e-01
5.773854770954190307e+00,3.012294513345992741e-01
5.777755551110222321e+00,3.008581326353869101e-01
5.781656331266253446e+00,3.004872291894181702e-01
5.785557111422284571e+00,3.001167407396674869e-01
5.789457891578315696e+00,2.997466670283809309e-01
5.793358671734346821e+00,2.993770077970798749e-01
5.797259451890377946e+00,2.990077627865659338e-01
5.801160232046409071e+00,2.986389317369249619e-01
5.805061012202440196e+00,2.982705143875311604e-01
5.808961792358471321e+00,2.979025104770514076e-01
5.812862572514502446e+00,2.975349197434491999e-01
5.816763352670533571e+00,2.971677419239896478e-01
5.820664132826565584e+00,2.968009767552429179e-01
5.824564912982596709e+00,2.964346239730885069e-01
5.828465693138627834e+00,2.960686833127198492e-01
5.832366473294658960e+00,2.957031545086477586e-01
5.836267253450690085e+00,2.953380372947052024e-01
5.840168033606721210e+00,2.949733314040511867e-01
5.844068813762752335e+00,2.946090365691748647e-01
5.847969593918783460e+00,2.942451525218995889e-01
5.851870374074814585e+00,2.938816789933871854e-01
5.855771154230845710e+00,2.935186157141417285e-01
5.859671934386876835e+00,2.931559624140138154e-01
5.863572714542908848e+00,2.927937188222047293e-01
5.867473494698939973e+00,2.924318846672700478e-01
5.871374274854971098e+00,2.920704596771243611e-01
5.875275055011002223e+00,2.917094435790444362e-01
5.879175835167033348e+00,2.913488360996739357e-01
5.883076615323064473e+00,2.909886369650268589e-01
5.886977395479095598e+00,2.906288459004919278e-01
5.890878175635126723e+00,2.902694626308364723e-01
5.894778955791157848e+00,2.899104868802100943e-01
5.898679735947188973e+00,2.895519183721489975e-01
5.902580516103220099e+00,2.891937568295793737e-01
5.906481296259252112e+00,2.888360019748219543e-01
5.910382076415283237e+00,2.884786535295958410e-01
5.914282856571314362e+00,2.881217112150217252e-01
5.918183636727345487e+00,2.877651747516261627e-01
5.922084416883376612e+00,2.874090438593459584e-01
5.925985197039407737e+00,2.870533182575309428e-01
5.929885977195438862e+00,2.866979976649487449e-01
5.933786757351469987e+00,2.863430817997883460e-01
5.937687537507501112e+00,2.859885703796634648e-01
5.941588317663532237e+00,2.856344631216169994e-01
5.945489097819563362e+00,2.852807597421241903e-01
5.949389877975595375e+00,2.849274599570970623e-01
5.953290658131626500e+00,2.845745634818876435e-01
5.957191438287657625e+00,2.842220700312921844e-01
5.961092218443688751e+00,2.838699793195542109e-01
5.964992998599719876e+00,2.835182910603687434e-01
5.968893778755751001e+00,2.831670049668862932e-01
5.972794558911782126e+00,2.828161207517156939e-01
5.976695339067813251e+00,2.824656381269287642e-01
5.980596119223844376e+00,2.821155568040632500e-01
5.984496899379875501e+00,2.817658764941266547e-01
5.988397679535906626e+00,2.814165969076002916e-01
5.992298459691938639e+00,2.810677177544422811e-01
5.996199239847969764e+00,2.807192387440919368e-01
6.000100020004000889e+00,2.803711595854726513e-01
6.004000800160032014e+00,2.800234799869959490e-01
6.007901580316063139e+00,2.796761996565647057e-01
6.011802360472094264e+00,2.793293183015773673e-01
6.015703140628125389e+00,2.789828356289306699e-01
6.019603920784156514e+00,2.786367513450241362e-01
6.023504700940187639e+00,2.782910651557627957e-01
6.027405481096218764e+00,2.779457767665610146e-01
6.031306261252249890e+00,2.776008858823463266e-01
6.035207041408281903e+00,2.772563922075622633e-01
6.039107821564313028e+00,2.769122954461725739e-01
6.043008601720344153e+00,2.765685953016644993e-01
6.046909381876375278e+00,2.762252914770516599e-01
6.050810162032406403e+00,2.758823836748784397e-01
6.054710942188437528e+00,2.755398715972228185e-01
6.058611722344468653e+00,2.751977549456998684e-01
6.062512502500499778e+00,2.748560334214655843e-01
6.066413282656530903e+00,2.745147067252196038e-01
6.070314062812562028e+00,2.741737745572093710e-01
6.074214842968593153e+00,2.738332366172330223e-01
6.078115623124625166e+00,2.734930926046427735e-01
6.082016403280656291e+00,2.731533422183488047e-01
6.085917183436687417e+00,2.728139851568219809e-01
6.089817963592718542e+00,2.724750211180974047e-01
6.093718743748749667e+00,2.721364497997778575e-01
6.097619523904780792e+00,2.717982708990372420e-01
6.101520304060811917e+00,2.714604841126234125e-01
6.105421084216843042e+00,2.711230891368620055e-01
6.109321864372874167e+00,2.707860856676593819e-01
6.113222644528905292e+00,2.704494734005061796e-01
6.117123424684936417e+00,2.701132520304801998e-01
6.121024204840968430e+00,2.697774212522499604e-01
6.124924984996999555e+00,2.694419807600779704e-01
6.128825765153030680e+00,2.691069302478238390e-01
6.132726545309061805e+00,2.687722694089472175e-01
6.136627325465092930e+00,2.684379979365116298e-01
6.140528105621124055e+00,2.681041155231872475e-01
6.144428885777155180e+00,2.677706218612540545e-01
6.148329665933186305e+00,2.674375166426051775e-01
6.152230446089217430e+00,2.671047995587501056e-01
6.156131226245248556e+00,2.667724703008176323e-01
6.160032006401279681e+00,2.664405285595591311e-01
6.163932786557311694e+00,2.661089740253515523e-01
6.167833566713342819e+00,2.657778063882007547e-01
6.171734346869373944e+00,2.654470253377446687e-01
6.175635127025405069e+00,2.651166305632560172e-01
6.179535907181436194e+00,2.647866217536454236e-01
6.183436687337467319e+00,2.644569985974651871e-01
6.187337467493498444e+00,2.641277607829115026e-01
6.191238247649529569e+00,2.637989079978277918e-01
6.195139027805560694e+00,2.634704399297079225e-01
6.199039807961591819e+00,2.631423562656992066e-01
6.202940588117622944e+00,2.628146566926051197e-01
6.206841368273654957e+00,2.624873408968886324e-01
6.210742148429686083e+00,2.621604085646751514e-01
6.214642928585717208e+00,2.618338593817554627e-01
6.218543708741748333e+00,2.615076930335883953e-01
6.222444488897779458e+00,2.611819092053046520e-01
6.226345269053810583e+00,2.608565075817086409e-01
6.230246049209841708e+00,2.605314878472821394e-01
6.234146829365872833e+00,2.602068496861875135e-01
6.238047609521903958e+00,2.598825927822694948e-01
6.241948389677935083e+00,2.595587168190592875e-01
6.245849169833966208e+00,2.592352214797768450e-01
6.249749949989998221e+00,2.589121064473337563e-01
6.253650730146029346e+00,2.585893714043364655e-01
6.257551510302060471e+00,2.582670160330889364e-01
6.261452290458091596e+00,2.579450400155953727e-01
6.265353070614122721e+00,2.576234430335632708e-01
6.269253850770153846e+00,2.573022247684062513e-01
6.273154630926184971e+00,2.569813849012468343e-01
6.277055411082216096e+00,2.566609231129191593e-01
6.280956191238247222e+00,2.563408390839719275e-01
6.284856971394278347e+00,2.560211324946713995e-01
6.288757751550310360e+00,2.557018030250033935e-01
6.292658531706341485e+00,2.553828503546772266e-01
6.296559311862372610e+00,2.550642741631274912e-01
6.300460092018403735e+00,2.547460741295174413e-01
6.304360872174434860e+00,2.544282499327411018e-01
6.308261652330465985e+00,2.541108012514267656e-01
6.312162432486497110e+00,2.537937277639391587e-01
6.316063212642528235e+00,2.534770291483823268e-01
6.319963992798559360e+00,2.531607050826024108e-01
6.323864772954590485e+00,2.528447552441902557e-01
6.327765553110621610e+00,2.525291793104840754e-01
6.331666333266653623e+00,2.522139769585721725e-01
6.335567113422684749e+00,2.518991478652956584e-01
6.339467893578715874e+00,2.515846917072510625e-01
6.343368673734746999e+00,2.512706081607928299e-01
6.347269453890778124e+00,2.509568969020362084e-01
6.351170234046809249e+00,2.506435576068596349e-01
6.355071014202840374e+00,2.503305899509075116e-01
6.358971794358871499e+00,2.500179936095927591e-01
6.362872574514902624e+00,2.497057682580994808e-01
6.366773354670933749e+00,2.493939135713855171e-01
6.370674134826964874e+00,2.490824292241845817e-01
6.374574914982996887e+00,2.487713148910097039e-01
6.378475695139028012e+00,2.484605702461552268e-01
6.382376475295059137e+00,2.481501949636991111e-01
6.386277255451090262e+00,2.478401887175060714e-01
6.390178035607121387e+00,2.475305511812299353e-01
6.394078815763152512e+00,2.472212820283155310e-01
6.397979595919183637e+00,2.469123809320021845e-01
6.401880376075214762e+00,2.466038475653255235e-01
6.405781156231245888e+00,2.462956816011203087e-01
6.409681936387277013e+00,2.459878827120225986e-01
6.413582716543308138e+00,2.456804505704724972e-01
6.417483496699340151e+00,2.453733848487164304e-01
6.421384276855371276e+00,2.450666852188097822e-01
6.425285057011402401e+00,2.447603513526192265e-01
6.429185837167433526e+00,2.444543829218250586e-01
6.433086617323464651e+00,2.441487795979237763e-01
6.436987397479495776e+00,2.438435410522303004e-01
6.440888177635526901e+00,2.435386669558806949e-01
6.444788957791558026e+00,2.432341569798341929e-01
6.448689737947589151e+00,2.429300107948757781e-01
6.452590518103620276e+00,2.426262280716185438e-01
6.456491298259651401e+00,2.423228084805061633e-01
6.460392078415683415e+00,2.420197516918147496e-01
6.464292858571714540e+00,2.417170573756560470e-01
6.468193638727745665e+00,2.414147252019789580e-01
6.472094418883776790e+00,2.411127548405724019e-01
6.475995199039807915e+00,2.408111459610670635e-01
6.479895979195839040e+00,2.405098982329384738e-01
6.483796759351870165e+00,2.402090113255087589e-01
6.487697539507901290e+00,2.399084849079488602e-01
6.491598319663932415e+00,2.396083186492814210e-01
6.495499099819963540e+00,2.393085122183822577e-01
6.499399879975994665e+00,2.390090652839832464e-01
6.503300660132026678e+00,2.387099775146742930e-01
6.507201440288057803e+00,2.384112485789058045e-01
6.511102220444088928e+00,2.381128781449902698e-01
6.515003000600120053e+00,2.378148658811056471e-01
6.518903780756151178e+00,2.375172114552963898e-01
6.522804560912182303e+00,2.372199145354761673e-01
6.526705341068213428e+00,2.369229747894303628e-01
6.530606121224244554e+00,2.366263918848178216e-01
6.534506901380275679e+00,2.363301654891730719e-01
6.538407681536306804e+00,2.360342952699088226e-01
6.542308461692337929e+00,2.357387808943176011e-01
6.546209241848369942e+00,2.354436220295744175e-01
6.550110022004401067e+00,2.351488183427387080e-01
6.554010802160432192e+00,2.348543695007564158e-01
6.557911582316463317e+00,2.345602751704622124e-01
6.561812362472494442e+00,2.342665350185814122e-01
6.565713142628525567e+00,2.339731487117323872e-01
6.569613922784556692e+00,2.336801159164284269e-01
6.573514702940587817e+00,2.333874362990800144e-01
6.577415483096618942e+00,2.330951095259969075e-01
6.581316263252650067e+00,2.328031352633899154e-01
6.585217043408681192e+00,2.325115131773733135e-01
6.589117823564713206e+00,2.322202429339667584e-01
6.593018603720744331e+00,2.319293241990974808e-01
6.596919383876775456e+00,2.316387566386017838e-01
6.600820164032806581e+00,2.313485399182281521e-01
6.604720944188837706e+00,2.310586737036379457e-01
6.608621724344868831e+00,2.307691576604084804e-01
6.612522504500899956e+00,2.304799914540344996e-01
6.616423284656931081e+00,2.301911747499304772e-01
6.620324064812962206e+00,2.299027072134322558e-01
6.624224844968993331e+00,2.296145885097992945e-01
6.628125625125024456e+00,2.293268183042166120e-01
6.632026405281056469e+00,2.290393962617966461e-01
6.635927185437087594e+00,2.287523220475813635e-01
6.639827965593118719e+00,2.284655953265440353e-01
6.643728745749149844e+00,2.281792157635913754e-01
6.647629525905180969e+00,2.278931830235652045e-01
6.651530306061212094e+00,2.276074967712447272e-01
6.655431086217243219e+00,2.273221566713481134e-01
6.659331866373274345e+00,2.270371623885346912e-01
6.663232646529305470e+00,2.267525135874064734e-01
6.667133426685336595e+00,2.264682099325106279e-01
6.671034206841367720e+00,2.261842510883406709e-01
6.674934986997399733e+00,2.259006367193388820e-01
6.678835767153430858e+00,2.256173664898980524e-01
6.682736547309461983e+00,2.253344400643631507e-01
6.686637327465493108e+00,2.250518571070333762e-01
6.690538107621524233e+00,2.247696172821637972e-01
6.694438887777555358e+00,2.244877202539674321e-01
6.698339667933586483e+00,2.242061656866170261e-01
6.702240448089617608e+00,2.239249532442466051e-01
6.706141228245648733e+00,2.236440825909538077e-01
6.710042008401679858e+00,2.233635533908010506e-01
6.713942788557710983e+00,2.230833653078178602e-01
6.717843568713742997e+00,2.228035180060023435e-01
6.721744348869774122e+00,2.225240111493232142e-01
6.725645129025805247e+00,2.222448444017213198e-01
6.729545909181836372e+00,2.219660174271115560e-01
6.733446689337867497e+00,2.216875298893846991e-01
6.737347469493898622e+00,2.214093814524087656e-01
6.741248249649929747e+00,2.211315717800313996e-01
6.745149029805960872e+00,2.208541005360809273e-01
6.749049809961991997e+00,2.205769673843686884e-01
6.752950590118023122e+00,2.203001719886902576e-01
6.756851370274054247e+00,2.200237140128273872e-01
6.760752150430086260e+00,2.197475931205497557e-01
6.764652930586117385e+00,2.194718089756169388e-01
6.768553710742148510e+00,2.191963612417790197e-01
6.772454490898179635e+00,2.189212495827798366e-01
6.776355271054210760e+00,2.186464736623571770e-01
6.780256051210241885e+00,2.183720331442455531e-01
6.784156831366273011e+00,2.180979276921772014e-01
6.788057611522304136e+00,2.178241569698840252e-01
6.791958391678335261e+00,2.175507206410991490e-01
6.795859171834366386e+00,2.172776183695586394e-01
6.799759951990397511e+00,2.170048498190030040e-01
6.803660732146429524e+00,2.167324146531787732e-01
6.807561512302460649e+00,2.164603125358406377e-01
6.811462292458491774e+00,2.161885431307521421e-01
6.815363072614522899e+00,2.159171061016881277e-01
6.819263852770554024e+00,2.156460011124359810e-01
6.823164632926585149e+00,2.153752278267969111e-01
6.827065413082616274e+00,2.151047859085883363e-01
6.830966193238647399e+00,2.148346750216444390e-01
6.834866973394678524e+00,2.145648948298187753e-01
6.838767753550709649e+00,2.142954449969849684e-01
6.842668533706740774e+00,2.140263251870387906e-01
6.846569313862772788e+00,2.137575350638993843e-01
6.850470094018803913e+00,2.134890742915112050e-01
6.854370874174835038e+00,2.132209425338449649e-01
6.858271654330866163e+00,2.129531394548998258e-01
6.862172434486897288e+00,2.126856647187042593e-01
6.866073214642928413e+00,2.124185179893179898e-01
6.869973994798959538e+00,2.121516989308335766e-01
6.873874774954990663e+00,2.118852072073772741e-01
6.877775555111021788e+00,2.116190424831114747e-01
6.881676335267052913e+00,2.113532044222352080e-01
6.885577115423084038e+00,2.110876926889864447e-01
6.889477895579116051e+00,2.108225069476429014e-01
6.893378675735147176e+00,2.105576468625241227e-01
6.897279455891178301e+00,2.102931120979923962e-01
6.901180236047209426e+00,2.100289023184543358e-01
6.905081016203240551e+00,2.097650171883628234e-01
6.908981796359271677e+00,2.095014563722173984e-01
6.912882576515302802e+00,2.092382195345668383e-01
6.916783356671333927e+00,2.089753063400098532e-01
6.920684136827365052e+00,2.087127164531967227e-01
6.924584916983396177e+00,2.084504495388306566e-01
6.928485697139427302e+00,2.081885052616691822e-01
6.932386477295459315e+00,2.079268832865256711e-01
6.936287257451490440e+00,2.076655832782707267e-01
6.940188037607521565e+00,2.074046049018331284e-01
6.944088817763552690e+00,2.071439478222019404e-01
6.947989597919583815e+00,2.068836117044272338e-01
6.951890378075614940e+00,2.066235962136216409e-01
6.955791158231646065e+00,2.063639010149620756e-01
6.959691938387677190e+00,2.061045257736905389e-01
6.963592718543708315e+00,2.058454701551158950e-01
6.967493498699739440e+00,2.055867338246147036e-01
6.971394278855770565e+00,2.053283164476329969e-01
6.975295059011802579e+00,2.050702176896876394e-01
6.979195839167833704e+00,2.048124372163672713e-01
6.983096619323864829e+00,2.045549746933339741e-01
6.986997399479895954e+00,2.042978297863241588e-01
6.990898179635927079e+00,2.040410021611503977e-01
6.994798959791958204e+00,2.037844914837021737e-01
6.998699739947989329e+00,2.035282974199477124e-01
7.002600520104020454e+00,2.032724196359346758e-01
